propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,parkingSpace.parkingSpacePrice,newDevelopmentFinished,detailedType.subTypology
108884784,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c5/d3/ce/1357908022.webp,,22,1,720000.0,flat,sale,125.0,True,3,2,"calle del Condado de Treviño, 2",Madrid,Madrid,Ciudad Lineal,es,Costillares,40.4765935,-3.6732584,True,https://www.idealista.com/inmueble/108884784/,"Piso en venta en calle Condado de Treviño.  - Vivienda recaer reformada, se hizo división y se hicieron dos apartamentos, con calidades de lujo y realizado por decorador de prestigio. - VIVIENDA 1. Dispone de 2 habitaciones y salón cocina y cuarto de baño completo, la cocina es totalmente equipada, los techos tienen una altura de unos 3,80 cm de altura y todos los materiales son de primera calidad, Armarios hasta el techo con gran capacidad y lacados, Aire acondicionado en toda la vivienda por conductos,  - VIVIENDA 2. Lo mismo que la vivienda nº1 pero con un solo dormitorio muy grande. Esta vivienda no esta segregada en registro, se hizo asi para inversión y alquiler de manera individual, por lo que para un inversionista es ideal,  - Se puede reconvertir de nuevo en una vivienda única con unos 125 metros útiles aprox. y es una reforma sencilla. - La comunidad dispone de los siguientes servicios: - Piscina de verano de gran tamaño - Piscina de invierno climatizada para invierno - Sauna - Padel - Tenis - Parking de invitados  - Gimnasio - Vigilancia 24 horas -  - La calefacción es de aire acondicionado por conductos, pero dispone la posibilidad de poner caldera de gas pues las tomas están en la entrada de la vivienda. - Cualquier duda por favor llamenos sin compromiso...",False,good,False,True,5760.0,False,False,False,False,[],False,False,720000.0,€,,,,flat,"Costillares, Madrid","Piso en calle del Condado de Treviño, 2",,,,,
108436131,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3b/a4/77/1344813005.webp,,21,4,399999.0,studio,sale,334.0,True,0,2,calle de Julián Camarillo,Madrid,Madrid,San Blas,es,Simancas,40.4356899,-3.6288869,False,https://www.idealista.com/inmueble/108436131/,"Oportunidad Estratégica de la mano de Tecnocasa Suanzes-Salvador en el Polígono industrial de Julián Camarillo: OFICINA esquinera de 334 m² Presentamos una OFICINA TOTALMENTE EQUIPADA, de 334 m² en venta, ubicada en el consolidado Polígono Industrial Julián Camarillo, un enclave de referencia para el desarrollo empresarial en Madrid. Esta propiedad, situada en la cuarta planta de un moderno edificio construido en 1991, ofrece una solución eficiente y versátil para empresas en busca de un espacio funcional y bien comunicado. La OFICINA destaca por su diseño esquinero, que maximiza la entrada de luz natural, creando un entorno de trabajo confortable y productivo. Su distribución diáfana, con la opción de modulación mediante paneles desmontables, permite una adaptación flexible a diversas actividades industriales y comerciales. El edificio cuenta con servicio de portería 24 horas, garantizando la seguridad de sus instalaciones. Además, la nave dispone de un baño completo con plato de ducha, una cocina equipada y acceso a zonas comunes que incluyen ascensores, aseos diferenciados y un montacargas de gran capacidad, optimizando la logística interna. La accesibilidad es un factor clave, con ausencia de barreras arquitectónicas que facilitan el tránsito de personas y mercancías. La ubicación estratégica en Julián Camarillo, con acceso directo a la estación de metro García Noblejas (línea 7) y diversas líneas de autobús, asegura una excelente conectividad con el resto de la ciudad. Esta OFICINA representa una oportunidad para empresas que buscan un espacio funcional, bien ubicado y con todas las comodidades necesarias para el desarrollo de su actividad. Su versatilidad y excelentes comunicaciones la convierten en una opción atractiva para diversos sectores industriales y comerciales. En el mismo edificio existe la posibilidad de adquirir hasta tres plazas de garaje adicionales junto con la nave, dos de ellas por 20.000€ y otra de mayor capacidad por 22.000€.",True,good,False,True,1198.0,True,False,False,False,[],False,False,399999.0,€,,,,flat,"Simancas, Madrid",Estudio en calle de Julián Camarillo,True,False,20000.0,,studio
108766813,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/11/e7/c1/1354536802.webp,FP-Z3SA,21,2,200000.0,flat,sale,49.0,True,1,1,Barrio Tres Olivos - Valverde,Madrid,Madrid,Fuencarral,es,Tres Olivos - Valverde,40.4947206,-3.6870018,False,https://www.idealista.com/inmueble/108766813/,"Inmobiliaria en Fuencarral Pueblo y Tres Olivos – Tecnocasa Estudio Fuencarral Pueblo S. L. (Registro de Agentes Profesionales Inmobiliarios – RAIN Nº 1074/25). Vende vivienda ubicada en Fuencarral Pueblo de 1 dormitorio, 1 baño, cocina, salón y terraza amplia abierta. Para entrar a vivir, orientación sur. Segunda planta sin ascensor. Cuenta con aire acondicionado de frio/calor en salón. La vivienda se encuentra a escasos metros del ámbito de actuación del Proyecto Madrid Nuevo Norte, una de las mayores transformaciones urbanísticas de Europa. Este proyecto contempla nuevas zonas residenciales, empresariales y amplias áreas verdes, además de la modernización de infraestructuras y transporte. Vivir junto a este desarrollo no solo garantiza un entorno moderno y revitalizado en el futuro cercano, sino que representa una inversión estratégica con gran potencial de revalorización a medio y largo plazo. Está muy bien comunicada, con Metro Línea 10 – Estaciones Montecarmelo y Fuencarral a 7 minutos a pie. Autobuses EMT: Líneas: 66, 137, 154, SE704, SB830, T61, N24. Estaciones cercanas: Fuencarral (líneas C4A y C4B) y Ramón y Cajal (líneas C7 y C8). Cerca de centros comerciales como La Vaguada o Sanchinarro.",False,good,False,False,4082.0,True,False,False,False,[],False,False,200000.0,€,,,,flat,"Tres Olivos - Valverde, Madrid",Piso,,,,,
107872604,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/86/db/de/1334032251.webp,,33,2,355000.0,flat,sale,87.0,True,3,1,plaza de la Reverencia,Madrid,Madrid,Ciudad Lineal,es,Quintana,40.43878,-3.6440296,False,https://www.idealista.com/inmueble/107872604/,"Espectacular piso exterior de 87 metros  Exterior, muy luminoso y con balcón.  Situado en plena Plaza de la Reverencia, disfruta de todas las ventajas de la Calle Alcalá en una ubicación excepcional. Todos los servicios disponibles: Colegios (Conde Romanones, Corazon de Maria, Joyfe) supermercados (Aldi, Mercadona, Ahorramas, Carrefour), farmacia, centro de salud, comercios, parques…).  Excelentes comunicaciones. A 100 m2 de la calle Alcala y a un padre minutos caminando del metro Pueblo Nuevo (L5-L7). Intercambiador de autobuses (lineas 38, 21, 70, 103, 146). Actualmente tiene una distribución de: hall de entrada, sala, tres dormitorios, baño, amplia cocina.  Techos altos, buena carpintería metálica.  Portal reformado completamente con buena accesibilidad y ascensores.",True,good,False,True,4080.0,True,False,False,False,[],False,False,355000.0,€,,,,flat,"Quintana, Madrid",Piso en plaza de la Reverencia,,,,,
107999030,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/08/4e/62/1330703603.webp,,22,4,595000.0,flat,sale,86.0,True,1,1,"calle de Palos de la Frontera, 16",Madrid,Madrid,Arganzuela,es,Palos de la Frontera,40.4029693,-3.6988466,True,https://www.idealista.com/inmueble/107999030/,"Te presentamos esta exclusiva vivienda de 1 dormitorio, situada en una de las zonas más codiciadas de Madrid, donde diseño, confort y funcionalidad se combinan en un espacio optimizado para aprovechar cada metro cuadrado al máximo. Cada detalle ha sido cuidadosamente pensado para crear un ambiente acogedor, moderno y práctico. Su distribución inteligente permite una gran entrada de luz natural, brindando una sensación de amplitud y bienestar en cada rincón. Al acceder a la vivienda, te recibe un elegante salón-comedor, un espacio diáfano y luminoso que se conecta de manera fluida con la cocina de diseño contemporáneo. Equipada con electrodomésticos de última generación y acabados de alta calidad, esta cocina ofrece el equilibrio perfecto entre estética y funcionalidad. El dormitorio principal ha sido diseñado para garantizar el máximo confort, con un amplio armario empotrado que optimiza el almacenamiento sin comprometer el estilo. Su diseño invita al descanso y a la tranquilidad, convirtiéndolo en un refugio ideal dentro de la ciudad. El baño, moderno y sofisticado, cuenta con materiales de primera calidad y un diseño ergonómico que maximiza el espacio y la comodidad, creando un entorno ideal para el relax diario. Además, la vivienda forma parte de un edificio con instalaciones de primer nivel, incluyendo piscina con solárium, gimnasio completamente equipado, coworking space para quienes trabajan desde casa y zonas ajardinadas perfectas para desconectar del ritmo urbano. Su ubicación privilegiada en el corazón de Madrid te sitúa a pocos minutos de tiendas, restaurantes, transporte público y todos los servicios esenciales, con la ventaja de contar con espacios verdes cercanos para disfrutar del aire libre sin alejarte de la ciudad. Sabemos que tu hogar es más que un simple espacio; es el lugar donde vives, descansas y disfrutas cada día. Por eso, trabajamos para ofrecerte viviendas en ubicaciones estratégicas, pensadas para adaptarse a tu estilo de vida. No dejes escapar esta oportunidad. Contáctanos para más información y ven a descubrir tu nuevo hogar en Madrid.",True,good,False,True,6919.0,True,False,False,False,[],False,False,595000.0,€,,,,flat,"Palos de la Frontera, Madrid","Piso en calle de Palos de la Frontera, 16",True,True,,,
107729027,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/60/0a/ab/1321074528.webp,Casa pueblo,26,,440000.0,chalet,sale,198.0,,4,4,"calle de Bilbao, 18",Madrid,Arroyomolinos,La Cárcaba - El Encinar - Montemolinos,es,,40.2654226,-3.9203009,True,https://www.idealista.com/inmueble/107729027/,"Agencia inmobiliaria de Madrid, zona ARROYOMOLINOS. EN VENTA: ¡Descubre tu nuevo hogar en este encantador chalet pareado! Con un diseño impecable, esta vivienda de dos plantas más bodega ofrece un espacio ideal para disfrutar en familia.  La cocina americana se integra perfectamente con el gran salón de dos ambientes, inundado de luz natural y equipado con una acogedora chimenea. El patio que rodea la casa es perfecto para disfrutar del aire libre, mientras que el garaje propio añade comodidad a tu día a día. En la primera planta, encontrarás cuatro amplios dormitorios con armarios empotrados y dos baños completos. La terraza solárium en la última planta es el lugar ideal para relajarse y disfrutar del sol. Además, la planta baja cuenta con un dormitorio independiente con su propio baño completo, ofreciendo privacidad para invitados o familiares. Construida en 1990 y en excelente estado, esta casa cuenta con calefacción de bomba de frío/calor a gas natural y una orientación este-oeste que garantiza luz durante todo el día. Con una parcela de 237 m² y 198 m² construidos, este chalet es una joya que no puedes dejar escapar. ¡Ven a visitarlo y enamórate de tu futuro hogar!",False,good,False,,2222.0,False,False,False,False,[],False,False,440000.0,€,,,,chalet,"La Cárcaba - El Encinar - Montemolinos, Arroyomolinos","Chalet pareado en calle de Bilbao, 18",True,True,,,semidetachedHouse
108327279,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/20/44/2a/1340792739.webp,minas,46,1,1190000.0,flat,sale,139.0,True,2,3,calle de las Minas,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4239924,-3.704355,False,https://www.idealista.com/inmueble/108327279/,"Piso reformado con encanto en el centro de Madrid Descubre este luminoso y elegante piso exterior, situado en una calle tranquila del corazón de Madrid. Ubicado en la primera planta alta de un señorial edificio clásico de 1900, conserva el carácter de la arquitectura histórica y lo combina con las comodidades de una reforma contemporánea de alta calidad. La vivienda ha sido completamente renovada y amueblada con gusto y materiales de primera. Dispone de un amplio salón-comedor bañado por luz natural, gracias a sus tres balcones exteriores, que aportan una agradable sensación de amplitud y conexión con la ciudad. La cocina, independiente y totalmente equipada, está diseñada para combinar funcionalidad y estilo. Cuenta con dos dormitorios, ambos con baño en suite. El dormitorio principal destaca por su generoso tamaño y sus armarios empotrados, que ofrecen gran capacidad de almacenamiento. Además, la vivienda dispone de un aseo de cortesía con ducha, ideal para visitas. Una propiedad única, lista para entrar a vivir, ideal para quienes valoran el diseño, el confort y una ubicación inmejorable en una de las zonas más cotizadas de Madrid.",True,good,False,True,8561.0,True,False,False,False,[],False,False,1190000.0,€,,,,flat,"Malasaña-Universidad, Madrid",Piso en calle de las Minas,,,,,
105500499,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/84/84/cb/1337205353.webp,1171,89,,7575000.0,chalet,sale,1100.0,,6,5,La Moraleja urbanización,Madrid,La Moraleja,La Moraleja urbanización,es,,40.5137355,-3.618983,False,https://www.idealista.com/inmueble/105500499/,"Vivienda de autor, localizada en una de las principales arterias de La Moraleja, con entrada por un tranquilo fondo de saco. Se encuentra construida en una parcela de 3200m2 que es única, por disponer de un manantial de agua permanente, disfrutar de construcciones históricas y tener impactantes vistas sobre el campo de golf, con el que linda a lo largo de 150 m lineales. Esa masa verde, de aproximadamente 5 hectáreas, participa como una extensión natural del jardín. La vivienda, proyectada por el prestigioso arquitecto Javier Carvajal, tiene un diseño atemporal y vanguardista. Incluida en distintos libros que recogen las obras arquitectónicas más representativas del siglo XX, esta vivienda ha sido totalmente reformada en 2020 (*). Con una superficie aproximada de 1.200 m2, todas sus estancias son muy luminosas, por estar orientadas a mediodía, siendo sus vistas al campo de golf. La vivienda cuenta con dos salones con ambientes distintos y dos chimeneas, cuarto de estar, comedor interior circular con patio, y sala de cine para 14 personas. La zona de descanso dispone de 4 dormitorios - dos de ellos en suite y de 63 m2 y 58 m2  4 baños, y un apartamento de servicio con 2 dormitorios, totalmente independiente. En el jardín, muy consolidado, existe otro comedor de verano (con horno de leña y barbacoa profesionales), un acogedor chill-out, un aseo/vestuario, una bodega/sala de juegos y un despacho. La piscina, dotada de cascada y jacuzzi de obra, se integra perfectamente con las singulares construcciones antiguas que existen en esta parcela - una gruta y un torreón de vigilancia del siglo XVIII - toda vez que respeta el espíritu de la zona, cuando fue abrevadero de ganado y de reses. A la misma parcela llega por una galería de ladrillo de tejar, un manantial permanente de agua que en su día dio servicio al Palacio de La Moraleja y que ha dado nombre a la calle Camino de la Fuente.  *La reforma llevada a cabo a lo largo de todo el 2020 ha consistido en la ampliación de la vivienda, nueva distribución, sustitución de toda la electricidad, nueva iluminación, interior y decorativa del jardín, punto de recarga de coches eléctricos, nueva carpintería y puertas, nueva fontanería, nuevos cuartos de baño, nueva sala de cine, pintura de todos los paramentos, nuevo chill-out, nueva piscina, nuevo vestuario, nuevos muros y vallados exteriores, nuevo sistema integral de seguridad, etc.  Resumen:  - Gran hall con vistas al golf y aseo para invitados.  - Dos amplios salones a doble altura, con varios ambientes.  - Gran comedor circular.  - Amplia cocina con comedor de diario, cuarto de plancha y zona de lavado.  - Dormitorio principal de 63 m2 con estar, vestidor, baño y terraza.  - Dormitorio de 58 m2, con estar, baño en suite y vistas al golf y la cascada.  - Dos dormitorios con acceso al exterior. Un baño.  - Despacho independiente.  - Sala de cine para 14 personas.  - Apartamento servicio: dos dormitorios y baño.  - Parking cubierto dos coches y descubierto para seis más.  - Cargador coche eléctrico.  - Sistema de seguridad.  - Bodega / barbacoa exterior / zona chill out acristalada.  - Piscina con jacuzzi y cascada.  - Magnífico jardín consolidado.",False,good,False,,6886.0,True,False,False,False,[],False,False,7575000.0,€,,,,chalet,"La Moraleja urbanización, La Moraleja",Casa independiente,True,True,,,independantHouse
108186126,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3f/a1/08/1336456995.webp,,68,,514999.0,chalet,sale,287.0,,3,3,calle de Píndaro s/n,Madrid,Valdemoro,Restón i - Restón Ii,es,,40.1725943,-3.6856853,True,https://www.idealista.com/inmueble/108186126/,"Precioso chalet con 287 metros ubicado en la urbanización más bonita de Valdemoro y prácticamente de la zona sur de la Comunidad de Madrid, en el Restón 2 (la zona más cotizada de Valdemoro y con todo tipo de servicios). Consta de 4 plantas: La primera planta consta de un amplio hall de entrada, de una hermosa cocina amueblada con muebles de diseño de calidad ""altos y bajos y encimera de cuarzo"", de un aseo y un precioso y gran salón con preciosa cristalera de pared a pared con salida a porche trasero + parcela trasera con salida directa a la piscina y urbanización.  La segunda planta consta de 3 dormitorios muy amplios con sus armarios empotrados, 2 cuartos de baño, uno en habitación matrimonial tipo suite. La planta bajo cubierta consta de bonita y luminosa buhardilla con gran ventanal, preparada para hacer otro baño si se desea. La planta sótano consta de gran garaje para tres coches, cuarto de lavado y patio inglés. Las paredes son lisas, las ventanas son abatibles con doble cristal perfilería inglesa y mosquiteras, suelos en mármol, madera y cerámicos. Urbanización privada con conserje, piscina, jardines, parque infantil y zona deportiva, cuota de comunidad: 130 € al mes. ! Preciosa casa, super bonita, muy luminosa, con buenísimas calidades y terminaciones, en urbanización de ensueño!  ""Precio: 514.999 Euros"".  ""Le encantará esta estupenda y maravillosa casa"".  ""Somos gestores hipotecarios"" Tenemos condiciones preferentes con las entidades bancarias.  ""Nos avalan 25 años de experiencia y miles de inmuebles vendidos Merca-Casa Gestión Inmobiliaria"".",False,good,False,,1794.0,True,False,False,False,[],False,False,514999.0,€,,,,chalet,"Restón i - Restón Ii, Valdemoro",Chalet adosado en calle de Píndaro s/n,True,True,,,terracedHouse
108272775,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4f/7c/ff/1345030826.webp,,45,3,6200000.0,flat,sale,517.0,True,5,6,"paseo del Pintor Rosales, 40",Madrid,Madrid,Moncloa,es,Argüelles,40.4281049,-3.7205436,True,https://www.idealista.com/inmueble/108272775/,"¡Descubre Tu Nuevo Hogar en el Corazón de Madrid! Te invitamos a conocer este exclusivo piso, un auténtico hallazgo en el Paseo de Pintor Rosales. Es emocionante darse cuenta de que las personas aún pueden expresar su extraordinaria individualidad a través del diseño de sus hogares. Tras una demolición integral, el resultado final es un verdadero éxito, concebido y ejecutado por uno de los arquitectos y diseñadores de interiores más talentosos del país.  Aspectos Destacados: - Superficie de la vivienda: 411 metros cuadrados, más las zonas comunes. - Sistema de Aerotermia: calefacción central por suelo radiante para un confort inigualable. - Madera de nogal machihembrada en toda la vivienda, excepto en la cocina y cuartos de baño. - Suelo de mármol blanco y negro de 12x12, una elección atemporal; encimera de mármol Marquina, isla central y electrodomésticos de la marca GAGGENAU, con campana extractora Pando. - Waterworks aporta un estilo impecable y calidad artesanal en baños, cocinas y espacios selectos. - Iluminación en la entrada principal y de servicio con un innovador sistema de detección por presencia. - Cerramientos de ventanas y puertas correderas de la marca CORTIZO, con rotura de puente térmico. - Equipo de sonido SONOS con altavoces ocultos para disfrutar de tu música favorita. - Aire acondicionado Mitsubishi en todas las habitaciones para tu bienestar. - Sistema de alarma para tu seguridad. - Cochera y dos trasteros para mayor comodidad. - Edificio con dos ascensores y escaleras, una de ellas con acceso al patio interior. - Seguridad 24 horas.  Distribución zona de Día: - Elegante recibidor con armarios empotrados. - Aseo de cortesía. - Cocina con isla y dos fregaderos. - Conexión perfecta entre el comedor independiente, el salón y un acogedor cuarto de estar o despacho, todos con acceso a una impresionante terraza de 40 metros. Las puertas correderas permiten adaptar el espacio según tus necesidades, brindando privacidad o un ambiente abierto.  Zona de Noche: - Área de lavado y planchado equipada con dos lavadoras y dos secadoras para el máximo confort. - Dormitorio de servicio con baño privado. - Amplio pasillo que conduce a la zona de dormitorios. - Suite principal con un vestidor de ensueño; se crearon dos espacios privados, cada uno con inodoro y lavabo en cabinas independientes, además de un cuarto de baño con ducha, bañera y área de maquillaje. - Tres generosos dormitorios, cada uno con baño en suite. - Grandes ventanales en todas las estancias que inundan el hogar de luz natural. Esta propiedad es la fusión perfecta de comodidad, estilo y funcionalidad, situada en uno de los enclaves más deseados de Madrid. ¡Un hogar que espera ser tuyo!",True,good,False,True,11992.0,True,False,False,False,[],False,False,6200000.0,€,,,,flat,"Argüelles, Madrid","Piso en paseo del Pintor Rosales, 40",True,True,,,
106405255,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/77/20/21/1281887508.webp,4260,16,2,1770000.0,flat,sale,156.0,True,3,3,calle de O'Donnell,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4210021,-3.6778666,False,https://www.idealista.com/inmueble/106405255/,"Bonito piso en buen estado en Goya en el prestigioso Barrio de Salamanca, muy próximo al Parque del Retiro. Se sitúa en la segunda planta de un edificio con fachada clásica de mitad del S. XX y cuenta con servicio de portería. Tiene una superficie de 156 m2, distribuidos en un amplio hall de entrada, salón-comedor muy espacioso y luminoso gracias a sus grandes ventanas. La cocina es independiente de estilo americano y cuenta con una gran isla central y se encuentra totalmente equipada. La zona de noche consta de tres dormitorios con tres cuartos de baño. Cabe destacar que todas las habitaciones cuentan con armarios empotrados de suelo a techo y el dormitorio principal dispone de un balcón. Además dispone de aire acondicionado y calefacción central.",False,good,False,True,11346.0,True,False,False,False,[],False,False,1770000.0,€,,,,flat,"Goya, Madrid",Piso en calle de O'Donnell,,,,,
108160839,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bb/11/af/1335679279.webp,,57,3,1300000.0,duplex,sale,272.0,True,4,3,calle de la Cornisa,Madrid,Las Rozas de Madrid,Yucatán- Las Cornisas,es,Yucatán- Las Cornisas,40.4823391,-3.8589167,False,https://www.idealista.com/inmueble/108160839/,"ESTUDIO MAJADAHONDA PLANTIO PRESENTA EN EXCLUSIVA IMPRESIONANTE ÁTICO DÚPLEX: Este impresionante ático dúplex, construido en 2021, destaca por su diseño moderno, funcionalidad y las mejores calidades en cada detalle. Con una superficie total de 272 metros cuadrados distribuidos en dos plantas, cada rincón de esta vivienda ha sido pensado para ofrecer comodidad y estilo. En la primera planta, encontramos un majestuoso salón de amplias dimensiones que se conecta de forma fluida con uno de los espacios más espectaculares de la casa: la cocina. Este espacio está diseñado con gran gusto y funcionalidad, con una isla a medida que se convierte en el corazón de la estancia. Además, se destaca por su gran capacidad de almacenamiento, ideal para el día a día. La cocina cuenta con electrodomésticos de alta gama, como una nevera doble, microondas y horno de gran tamaño, que superan las dimensiones convencionales. La zona de comedor se integra a la perfección con la cocina, creando un ambiente acogedor y abierto. En esta planta también encontramos una zona de tendedero y lavandería, que alberga el sistema de aerotermia, garantizando un excelente rendimiento energético. La terraza de la primera planta es uno de los puntos más destacados, no solo por su tamaño, sino por las impresionantes vistas que ofrece de la zona. Además, hay un dormitorio doble con armarios empotrados y un baño con plato de ducha. Al subir a la segunda planta, nos encontramos con tres dormitorios, dos de ellos dobles con armarios empotrados y una gran terraza que conecta las dos habitaciones a través de un acceso exterior. Esta planta cuenta con un baño adicional con bañera, ideal para el uso de los dormitorios secundarios. El dormitorio principal es un refugio de confort, con un amplio vestidor, un baño en suite con ventana exterior y, por supuesto, una terraza privada que invita a la relajación y tranquilidad. La vivienda ha sido construida con las mejores calidades, destacando las ventanas de PVC, la aerotermia, la tarima de alta calidad y las paredes lisas que aportan una sensación de amplitud y luminosidad. Además, incluye tres plazas de garaje y un trastero, lo que proporciona una gran comodidad en cuanto a almacenamiento y aparcamiento. Ubicado en una urbanización exclusiva, esta vivienda cuenta con excelentes servicios como piscina, gimnasio y zonas ajardinadas, además de tener pocos vecinos, lo que asegura privacidad y tranquilidad. La propiedad está perfectamente comunicada tanto por transporte público, con una parada a tan solo 5 minutos caminando, como por carretera, gracias a su fácil acceso desde la vivienda. Un hogar diseñado para quienes buscan lo mejor en calidad de vida, confort y exclusividad. A pocos minutos del centro de Majadahonda y Las Rozas, y rodeada de zonas verdes, parques infantiles, comercios, bares, restaurantes, colegios, paradas de autobús. Con muy buena comunicación con la M-50 y la A-6. POSIBILIDAD DE FINANCIACION HASTA EL 100% CON NUESTRO DEPARTAMENTO FINANCIERO KIRON!",False,good,False,True,4779.0,True,False,False,False,[],False,False,1300000.0,€,,,,flat,"Yucatán- Las Cornisas, Las Rozas de Madrid",Dúplex en calle de la Cornisa,True,True,,,duplex
108880539,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3d/97/f0/1357787158.webp,,32,1,850000.0,flat,sale,119.0,True,3,1,Barrio Palacio,Madrid,Madrid,Centro,es,Palacio,40.4145246,-3.7093592,False,https://www.idealista.com/inmueble/108880539/,"EXCLUSIVA VIVIENDA EN PLENO CENTRO DE MADRID – CALLE MAYOR ¿Te gustaría vivir en el corazón histórico de Madrid? Te presentamos este magnífico piso ubicado en una de las zonas más emblemáticas y mejor comunicadas de la ciudad, a un paso de la Puerta del Sol, en Calle Mayor. Una oportunidad única de inversión o vivienda propia. � 119 m² construidos | 110 m² útiles � 3 habitaciones pequeñas interiores | 1 baño completo � Gran salón-comedor y sala de estar independiente � Orientación sur: luminosidad durante todo el día La vivienda se encuentra en una primera planta SIN ascensor, dentro de un edificio con encanto del año 1890 y excelente conservación. Además, cuenta con trastero privado de 2 m², ubicado en la planta superior del edificio (acceso por ascensor hasta la planta anterior). � Posibilidades de reforma: su distribución y superficie permiten transformarlo en dos apartamentos independientes, ideal tanto para residencia como para inversión. ✨ Características destacadas: 2 balcones Ventanas de climalit oscilobatientes Suelos de tarima Sistema de aire acondicionado � Conectado con todo Madrid: A escasos metros de múltiples líneas de metro, cercanías y autobuses. Rodeado de servicios, comercios, cultura y vida. �Una ubicación inmejorable para quien busca vivir o invertir en la esencia del Madrid más auténtico. ¡Ven a conocerlo y descubre todas las posibilidades que te ofrece!",False,good,False,False,7143.0,True,False,False,False,[],False,False,850000.0,€,,,,flat,"Palacio, Madrid",Piso,,,,,
108766669,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/21/e3/2d/1354519525.webp,RH53-25,26,2,595000.0,flat,sale,158.0,True,3,2,calle Salvia,Madrid,Las Rozas de Madrid,El Cantizal,es,El Cantizal,40.5168449,-3.926394,False,https://www.idealista.com/inmueble/108766669/,"HOGARES HERON VENDE EN EXCLUSIVA – Magnífico piso con terraza en urbanización privada de El Cantizal  Hogares Heron presenta en exclusiva esta fantástica vivienda en fantastica urbanizacion privada de El Cantizal, en Las Rozas de Madrid.   El piso de 106 m² útiles, tiene una distribución cómoda y funcional. Es ideal para familias que buscan confort, tranquilidad y calidad de vida en una zona privilegiada del noroeste de Madrid. Una vivienda pensada para disfrutar  Desde el primer momento, este piso transmite una atmósfera cálida y relajante. Su diseño, su luminosidad y sus calidades lo convierten en un hogar acogedor y funcional, perfecto para quienes valoran los pequeños detalles y el bienestar diario. Distribución: •Hall recibidor con pasillo distribuidor. •Amplio salón-comedor, muy luminoso gracias a su gran ventanal, con salida directa a una agradable terraza privada. •Cocina independiente, totalmente equipada y con salida a tendedero exterior. •Tres dormitorios, todos ellos con armarios empotrados. El principal destaca por su amplitud e incluye un baño en suite. •Segundo baño completo, con bañera que da servicio al resto de la vivienda. •Trastero de gran capacidad y dos plazas de garaje incluidas en el precio. • Urbanización y entorno: Ubicada en una urbanización muy cuidada, con piscina y zonas comunes, en una zona totalmente consolidada y de alta proyección. A pocos minutos andando de colegios, supermercados, restaurantes, farmacias y centros comerciales. Perfectamente comunicada, con acceso rápido a la A6, M-50 y M-505 (Carretera del Escorial). Una propiedad ideal tanto para vivir como para invertir, en una de las áreas con mayor revalorización de Las Rozas. ¡No pierdas la oportunidad de visitarlo! Financiación hasta el 100%. Consulte condiciones.",True,good,False,True,3766.0,False,False,False,False,[],False,False,595000.0,€,,,,flat,"El Cantizal, Las Rozas de Madrid",Piso en calle Salvia,True,True,,,
