propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,detailedType.subTypology,parkingSpace.parkingSpacePrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
96885462,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/47/fb/d3/1338750831.webp,W-02N3SB,36,6,3400000.0,flat,sale,303.0,True,4,5,calle de O'Donnell,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4206175,-3.674498,False,https://www.idealista.com/inmueble/96885462/,"Excelente piso en Goya con terraza y garaje Engel & Völkers, presenta esta espectacular vivienda cerca del Retiro, con orientación sur-este, ubicada en edificio del arquitecto Gutierrez Soto con estudiada arquitectura y optimización de luminosidad y vistas. Esta vivienda, que ha sido reformada integralmente, disfruta de un exquisito interiorismo y está dotada del máximo lujo en todas sus estancias. Ideal para recibir, se caracteriza por su amplitud y buena distribución, sin apenas pasillos y con zonas social y de descanso perfectamente diferenciadas. Según entramos a la vivienda, nos encontramos con un majestuoso hall que nos lleva en su ala derecha a un amplísimo salón en tres cuerpos, con salida a terraza y vistas perimetrales, en todo el espacio. En el ala izquierda del hall encontramos un aseo de cortesía y espacios de almacenaje perfectamente integrados en la decoración. Desde este ala se accede a la zona de cocina, dormitorios y baños. La zona de la cocina, completamente nueva, dispone de zona de lavandería y cuarto de servicio con su baño correspondiente. Respecto a los dormitorios, el dormitorio principal situado en el fondo de la casa, está totalmente independizado del resto y dispone de un maravilloso vestidor con luz natural que da entrada a la habitación principal con baño en suite. Además cuenta con otros dos grandísimos dormitorios y dos baños completos. Todas las estancias de la casa gozan de excepcional luminosidad tanto por orientación como por altura. Además la propiedad cuenta con una plaza doble de aparcamiento y dos trasteros. En definitiva, nos encontramos ante un verdadero piso de lujo al lado del Retiro. El distrito de Salamanca es una de las zonas más relevantes de Madrid, tanto por su peculiar distribución como por los vecinos que tradicionalmente han habitado sus emblemáticas calles. Su construcción data de la segunda mitad del siglo XIX y corresponde a la ampliación urbanística llevada a cabo durante el reinado de Isabel II. El precursor al que se debe su nombre fue el malagueño José de Salamanca y Mayol, Marqués de Salamanca, quien concibió un nuevo emplazamiento con una cuidada edificación que albergara a las clases aristocráticas y burguesas de Madrid. De estilo decimonónico, se caracteriza por su especial distribución regular en forma de damero con calles perpendiculares. Sus edificios gozan de especial interés gracias a su calidad arquitectónica y la belleza de sus fachadas. Tradicionalmente, Salamanca fue una zona de uso residencial, especialmente habitada por las élites políticas y económicas del país. En los últimos cincuenta años este carácter residencial convive con otras actividades como la empresarial, la diplomática y, especialmente la comercial ya que es una de las áreas de moda de lujo más importantes de la capital. El Parque del Buen Retiro, auténtico espacio para el ocio familiar en un entorno verde, se encuentra a pocos minutos andando. Por su parte, Goya se constituye como el barrio con más servicios del distrito, disfrutando de toda tipología de tiendas, restaurantes, mercados, ocio y establecimientos deportivos.  Por su parte, Goya se constituye como el barrio con más servicios del distrito, disfrutando de toda tipología de tiendas, restaurantes, mercados, ocio y establecimientos deportivos, dotando a la zona de la máxima calidad de vida.",True,good,False,True,11221.0,True,True,False,False,[],False,False,3400000.0,€,True,True,flat,"Goya, Madrid",Piso en calle de O'Donnell,Top,,,,,
105962442,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a2/fa/51/1315412317.webp,W-02WYAK,29,bj,1800000.0,flat,sale,191.0,True,3,3,calle de O'Donnell,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.42102,-3.6742857,False,https://www.idealista.com/inmueble/105962442/,"Lujoso piso reformado en Goya junto al Retiro Engel & Völkers, inmobiliaria de lujo, tiene el placer de presentar esta maravillosa vivienda en el barrio de Salamanca. La vivienda ha sido reformada con excelentes calidades y un mobiliario de diseño y exclusividad. En la zona de día podrá disfrutar de un fantástico salón comedor, con salida a un estupendo patio del que disfrutar al aire libre. La cocina está totalmente equipada con muebles y encimera de última generación y electrodomésticos de alta gama.  La vivienda cuenta con tres amplios dormitorios con baño en suit y armarios totalmente vestidos.  Su diseño, distribución y materiales han sido pensados para conseguir una vivienda confortable, cálida, elegante y lista para entrar a vivir. Ubicada en una finca representativa, muy cerca del parque del Retiro, cuenta con ascensor, accesibilidad y portero físico. No lo dude más y venga a visitarla. El barrio de Salamanca es una de las zonas más relevantes de Madrid, tanto por la distribución regular de sus edificios y la arquitectura de los mismos, como por los vecinos que habitan en sus emblemáticas calles. En concreto, en el distrito Goya, encontramos edificios de altura media por lo que es una zona bastante poblada con viviendas de gran tamaño y señoriales. Esta zona posee una gran red de transporte público (metro, autobuses urbanos, paradas de taxi) y acceso muy cercano a la M30.   En las distintas calles podemos encontrar una amplia gama de servicios: comercios, farmacias, colegios, escuelas infantiles, iglesias, buenos bares y restaurantes. Se encuentra muy cerca del WiZink Center, de la Real Casa de la Moneda, de la Plaza de Toros de las Ventas y del Parque del Retiro. Por otro lado, a pocos minutos andando encontramos la calle Goya en la que se ubican los mejores comercios de lujo. Hablamos de un barrio que ofrece absolutamente todo lo necesario para una máxima calidad de vida.",True,good,False,True,9424.0,True,True,False,False,[],False,False,1800000.0,€,,,flat,"Goya, Madrid",Piso en calle de O'Donnell,Top,,,,,
106932820,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1d/01/ba/1338763201.webp,W-02Y7DM,36,2,1595000.0,flat,sale,155.0,True,3,3,calle de la Fuente del Berro,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4243793,-3.6723948,False,https://www.idealista.com/inmueble/106932820/,"Maravillosa propiedad reformada con terrazas en cada estancia en la zona de Goya. Engel & Völkers, inmobiliaria de lujo, tiene el placer de presentarles este precioso piso de 140 m2, recién reformado en la zona de Goya, con la increíble particularidad de poseer 5 terrazas, dos de ellas en la zona social y otras tres en cada una de las habitaciones en las que se distribuye la vivienda, dotándole además de una magnífica luminosidad! Cuando accedemos a esta propiedad con encontramos con una amplio salón comedor con cocina integrada, equipada con electrodomésticos de alta gama. También en esta zona, hay un coqueto aseo de cortesía. La zona de descanso, consta de tres generosos dormitorios, cada uno de ellos con su cuarto de baño en suite y un buen número de armarios empotrados. La finca construida en 1943, y mantenida en perfecto estado, combina el encanto clásico con las comodidades modernas, incluyendo calefacción central y aire acondicionado por conductos. Y no faltan detalles prácticos, como una cuarto de lavandería y el servicio de portería en horario de mañana.  En definitiva, una joya de piso en una magnífica ubicación! Este piso se encuentra en el Barrio de Goya, que es el corazón del Distrito de Salamanca, construido por el Marqués de Salamanca a finales del siglo XIX; característico ensanche urbano, ajardinado y aristocrático. Esta magnífica vivienda se haya situada en uno de los ejes comerciales más importantes del distrito de Salamanca. En el entorno se encuentran centros comerciales, tiendas, zonas de ocio, colegios; también se encuentra en su cercanía el WiZink Center y el Parque del Retiro. Asimismo, destaca la proximidad del famoso Mercado de Torrijos. Con una comunicación de transporte público inmejorable, cuenta con metro y numerosas líneas de autobús en la puerta, y se haya fácilmente conectado por coche a las vías principales de la ciudad.",True,good,False,True,10290.0,True,True,False,False,[],False,False,1595000.0,€,,,flat,"Goya, Madrid",Piso en calle de la Fuente del Berro,Top,,,,,
106171936,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1c/68/f6/1347391012.webp,,92,,2160000.0,chalet,sale,678.0,,5,7,Ciudalcampo,Madrid,Ciudalcampo,,es,,40.6222353,-3.6152211,False,https://www.idealista.com/inmueble/106171936/,"HOUSE AND HOUSE VENDE.- Preciosa vivienda con estilo atemporal y un jardín y piscina espectacular totalmente consolidado, con parcela de 2.693m2.  Ideal para familias, cuenta con espacios muy amplios, mucha luz y una distribución muy bien pensada donde no ha quedado al azar ni el más mínimo detalle. lo que hace que la casa sea muy especial. Se distribuye: PLANTA PRINCIPAL: Precioso hall de entrada desde el que se distribuye toda la zona social, amplio salón y comedor, ambos con salida directa al precioso porche, jardín y zona de piscina, sala de televisión y biblioteca con chimenea, cocina con zona de office, despensa y zona de lavandería y aseo de visitas. PLANTA PRIMERA: Cuenta con la zona de dormitorios, tenemos 4 amplios dormitorios todos con su cuarto de baño en suite. El principal además cuenta con amplios vestidores y su baño de gran tamaño con preciosa bañera y ducha. PLANTA BAJA: Tenemos un segundo salón y/o cuarto de juegos, dormitorio de servicio con baño completo, zona de almacenaje y garaje cerrado para 4 coches. Tanto la vivienda como el jardín esta pensada para dar confort a la vida familiar, además de tener un gusto exquisito. Cuenta con precisos rincones, un espectacular porche que conecta la vivienda con la zona de piscina y jardín, perfecto para usar durante todo el año. HOUSE AND HOUSE.- EMPRESA ESPECIALIZADA EN LAS URBANIZACIONES DE SANTO DOMINGO, CIUDALCAMPO, FUENTE DEL FRESNO Y VALDEALGUA DESDE HACE MÁS DE 16 AÑOS. La vivienda está ubicada dentro de una urbanización, situada en el kilometro 28 de la N-I, dispone de seguridad privada las 24h del día, como servicios comunes dentro de la urbanización cabe destacar: El club social del RACE, con un campo de golf de 18 hoyos, hípica, piscina, tenis, padel, futbol, gimnasio etc... Además de dos edificios sociales uno de adultos y uno de niños, con zona de ocio, piscina de bolas y unos grandes jardines con columpios y mesas de picnic ideales para celebrar fiestas infantiles. Colegio privado bilingüe SEK, en la urbanización de enfrente (Santo Domingo) hay un colegio público bilingüe con primaria y secundaria y a 5 min por la vía de servicio en dirección Madrid se encuentra también el Trinity College colegio concertado bilingüe. La urbanización tiene una línea de autobús que van a Plaza de Castilla y hacen paradas intermedias en el metro de San Sebastián de los Reyes, junto al Hospital Publico Infanta Sofía. Ciudalcampo dispone además de una línea de minibuses internos que recorren toda la urbanización. A 10 min, encontramos el Hospital público de la Seguridad Social Infanta Sofía, construido recientemente y con todas las especialidades.",True,good,False,,3186.0,True,True,False,False,[],False,False,2160000.0,€,True,True,chalet,Ciudalcampo,Casa independiente,Top,independantHouse,,,,
107280773,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/68/ac/32/1311676263.webp,IV201591,32,,1295000.0,chalet,sale,393.0,,6,5,Barrio Pinar del Rey,Madrid,Madrid,Hortaleza,es,Pinar del Rey,40.4676562,-3.6506001,False,https://www.idealista.com/inmueble/107280773/,"Consulting Inmobiliario Gilmar tiene el placer de presentarles este espectacular chalet, Con una construcción de 392 metros cuadrados, esta propiedad es sin duda una joya en el mercado inmobiliario. Ubicado en el prestigioso barrio de Hortaleza, este chalet ofrece una ubicación privilegiada con fácil acceso a todas las comodidades que necesita. A menos de 10 kilómetros de distancia, encontrará el prestigioso Liceo Francés, reconocido por su excelencia académica y su enfoque en la formación integral de los estudiantes. En cuanto al chalet en sí, ofrece un diseño elegante y moderno, con amplias habitaciones y acabados de alta calidad. En la planta principal, encontrará un espacioso salón con acceso directo a un hermoso jardín solado, perfecto para disfrutar de momentos al aire libre. También hay un dormitorio/despacho, un baño y una cocina totalmente equipada con zona de comedor. La segunda planta cuenta con tres dormitorios y dos baños, el dormitorio principal en suite. Todas las habitaciones son exteriores y ofrecen mucha luz natural. En la planta ático, se encuentra un dormitorio adicional con baño completo y un precioso salón. El sótano de la propiedad cuenta con un gran garaje para cuatro coches, una sala con chimenea y barra de bar, un baño completo y dos habitaciones multifuncionales que se pueden adaptar según sus necesidades. Además, el chalet está convenientemente ubicado cerca del centro comercial Gran Vía de Hortaleza, donde encontrará una amplia variedad de tiendas, restaurantes y servicios. Este centro comercial es uno de los más exclusivos de la zona y ofrece una experiencia de compra única. En cuanto al transporte público, la propiedad está cerca de varias opciones. La línea de metro más cercana es la línea 8, en Metro Pinar del Rey, que le llevará rápidamente al centro de la ciudad. También hay varias líneas de autobuses que pasan cerca de la ubicación, lo que le brinda una excelente conectividad con otras áreas de la ciudad. Pinar del Rey es un barrio residencial tranquilo y exclusivo en el distrito de Hortaleza, en Madrid. Con hermosas calles arboladas y una gran cantidad de parques y zonas verdes, este barrio es perfecto para aquellos que buscan un ambiente tranquilo y familiar. Además, cuenta con una amplia oferta de servicios, como supermercados, restaurantes y centros deportivos, que hacen que sea muy conveniente vivir aquí. En resumen, este chalet en Pinar del Rey es una oportunidad única para aquellos que buscan una vivienda lujosa y elegante en una ubicación privilegiada. No pierda la oportunidad de visitar esta propiedad excepcional y descubrir todo lo que tiene para ofrecer. Gilmar es una compañía líder en el sector inmobiliario, con más de 35 años de experiencia ayudando a sus clientes a encontrar la casa de sus sueños. Nuestro equipo de profesionales altamente cualificados y comprometidos está aquí para brindarle un servicio personalizado y ayudarle en cada paso del proceso de compra o venta de su propiedad. Si desea obtener más información sobre este chalet en Pinar del Rey, no dude en ponerse en contacto con nuestro equipo en la oficina de Arturo Soria. Estamos disponibles en el teléfono y en el correo electrónico. Por favor, proporcione la referencia del inmueble (201591) al contactarnos para que podamos brindarle la información precisa que necesita. ¡Esperamos poder ayudarle a encontrar la casa de sus sueños!",True,good,False,,3295.0,True,True,False,True,[],False,False,1295000.0,€,,,chalet,"Pinar del Rey, Madrid",Chalet adosado,Top,terracedHouse,,,,
104793114,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2c/af/29/1231763514.webp,426030,35,1,4400000.0,flat,sale,451.0,True,6,2,Barrio Castellana,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.4328676,-3.6850264,False,https://www.idealista.com/inmueble/104793114/,"ÚNICA Inmobiliaria presenta inmueble en el corazón de la Milla de Oro, en la calle Velázquez, situado en una finca representativa y actualmente utilizado como oficina.  La propiedad cuenta con una superficie de 451 m² distribuidos en gran hall de diseño, 3 salones, un comedor y una biblioteca situados en los huecos exteriores de la finca, 4 habitaciones dobles, orientados a preciosos patios interiores y 2 habitaciones individuales. Pequeña cocina y tres aseos.  Dos trasteros y plaza de garaje de acceso directo incluidos en el precio.  Posibilidad de adquirir otra plaza de garaje en el PAR. Finca con portero físico. Magnífica ubicación en el emblemático barrio de Salamanca, zona que conserva intacto el aire aristocrático que podemos contemplar en sus grandes aceras, elegantes edificios y construcciones históricas y a un paso de las tiendas más exclusivas y prestigiosas. La tranquilidad, la magnífica arquitectura y la variedad de servicios convierten esta zona en una de las más selectas y prestigiosas de la capital. En Única Inmobiliaria aglutinamos más de veinte años de experiencia en el sector del lujo. Contamos con una amplia trayectoria que avala nuestra gestión trabajando alrededor de las zonas más exclusivas de Madrid: Barrio de Salamanca, Recoletos, Almagro, Chamartín, Retiro, Justicia….",True,good,False,True,9756.0,True,True,False,True,[],False,False,4400000.0,€,True,True,flat,"Castellana, Madrid",Piso,Top,,,,,
106891898,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/41/4e/b0/1296895681.webp,cm-426407,33,1,2100000.0,flat,sale,274.0,True,6,3,Barrio Trafalgar,Madrid,Madrid,Chamberí,es,Trafalgar,40.4302437,-3.6957752,False,https://www.idealista.com/inmueble/106891898/,"ÚNICA Inmobiliaria pone a su disposición magnífico piso exterior para reformar en una de las mejores calles del barrio de Trafalgar, pegado al barrio de Almagro. El inmueble se ubica en una primera planta exterior con bastante altura y doble orientación norte y oeste ya que hace esquina el edificio. En cuanto a su distribución, se trata de mas de 270 metros cuadrados que actualmente dan cabida a seis dormitorios y tres baños, zona de salón comedor y cocina independiente. Destacar sus techos de 3 metros, aire acondicionado por conducto y calefacción central. Con respecto a la finca, de los años 50, dispone de ascensor, portero físico y la ITE favorable. Esta propiedad es una oportunidad excepcional para vivir en una zona apacible de Chamberí, con espacios luminosos y todas las comodidades para disfrutar del hogar.  En Única Inmobiliaria aglutinamos más de veinte años de experiencia en el sector del lujo. Contamos con una amplia trayectoria que avala nuestra gestión trabajando alrededor de las zonas más exclusivas de Madrid: Barrio de Salamanca, Recoletos, Almagro, Chamartín, Retiro, Justicia….",True,renew,False,True,7664.0,True,True,False,True,[],False,False,2100000.0,€,True,True,flat,"Trafalgar, Madrid",Piso,Top,,,,,
108445766,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c7/92/6b/1354412303.webp,rm210458,32,,1850000.0,chalet,sale,427.0,,5,5,Barrio Conde Orgaz-Piovera,Madrid,Madrid,Hortaleza,es,Conde Orgaz-Piovera,40.4552813,-3.6507149,False,https://www.idealista.com/inmueble/108445766/,"Presentamos esta magnífica opción en la mejor zona residencial de Arturo Soria, cercana a la calle Silvano y al Liceo Francés de Madrid. Se trata de una vivienda pareada con excelente amplitud en todas sus estancias. La distribución es estupenda, desde su entrada principal pasamos al gran salón comedor con chimenea y doble acceso al jardín. En la otra parte de la casa, tenemos la estupenda cocina, con zona para comer, y que dispone de dormitorio y cuarto de baño de servicio, así como de un aseo de cortesía y entrada de servicio independiente.  En la segunda planta, disfrutamos de cuatro dormitorios de gran tamaño, dos de ellos en suite, con zona de vestidor y múltiples armarios, además de una terraza con agradables vistas a la zona. En la última planta, tenemos un salón de estar diáfano de grandes dimensiones, que puede ser otro magnífico dormitorio o sala de juegos. En la zona de garaje, que tiene capacidad para tres o cuatro vehículos, disponemos de otra sala contigua, con luz natural, que puede ser un excelente gimnasio. La vivienda se completa con el encantador jardín, que dispone de una estupenda piscina, ideal para las reuniones estivales de toda la familia. Debemos volver a destacar la ubicación de esta casa, en una de las zonas residenciales más demandadas de Madrid, con el metro de Arturo Soria a pocos pasos, pero en un entorno que nos hace olvidar el bullicio del centro de la ciudad, estando a pocos minutos de él. En resumen una opción de auténtico lujo en pleno Madrid. El Barrio de Arturo Soria es uno de los más prestigiosos y lujosos de Madrid con una estupenda localización próxima al centro urbano y a todos los servicios, por lo que es perfecto para disfrutar de la tranquilidad sin renunciar a la cercanía de una gran ciudad.  Este entorno privilegiado es sede de múltiples embajadas y algunos de los mejores centros educativos nacionales e internacionales tanto privados como públicos con una amplia oferta (Colegio Arturo Soria, Liceo Francés [Lycee Francais], Centro Bilingüe Concertado Nuestra Señora del Buen Consejo, Colegio San José del Parque (Maristas), Colegio Ramón y Cajal, Colegio Nuestra Señora de Santa María, Colegio Parque Conde Orgaz, International School of Madrid, Escuela de negocios ESIC, Colegio Stella Maris, Colegio Mater Inmaculada, Colegio Brains, etc.).  La cobertura hospitalaria es un factor añadido de la zona (Nuestra Señora de América, la Clínica Belén, Hospital Ramón y Cajal, Hospital de la Paz y la M.D Anderson). En sus inmediaciones encontramos el recinto Ferial IFEMA, el Centro Comercial Arturo Soria Plaza, Palacio de Hielo, Hipercor, Corte Inglés, y Centro Comercial Gran Vía de Hortaleza. Además disponemos de centros deportivos como Club de natación, Club de tenis Chamartín, Clubs de golf como el “Golf Olivar de la Hinojosa” y preciosos parques de los cuales destacamos Juan Carlos I y Juan Pablo II. La cercanía al metro Arturo Soria-Línea 4 y a diversas líneas de autobús como 9, 11, 70, 122 o N3 nos garantizan un rápido acceso al centro. La incorporación a las autovías M30, M40, M11 y NII es inmediata. La proximidad al Aeropuerto Internacional Adolfo Suarez Madrid Barajas y a la Estación de Chamartín es un valor añadido.",True,good,False,,4333.0,True,True,False,True,[],False,False,1850000.0,€,True,True,chalet,"Conde Orgaz-Piovera, Madrid",Chalet pareado,Top,semidetachedHouse,,,,
107306774,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4c/f5/18/1322090390.webp,W-02YASV,35,,2450000.0,chalet,sale,1252.0,,8,6,avenida del Palomar,Madrid,Fuente del Fresno,,es,,40.5895843,-3.5993801,False,https://www.idealista.com/inmueble/107306774/,"Espectacular casa en Fuente del Fresno Engel & Völkers presenta extraordinaria propiedad de estilo brutalista en Fuente del Fresno. Te invitamos a descubrir una joya arquitectónica enmarcada por más de 4000 metros de zonas verdes, diseñada para aquellos que buscan el equilibrio perfecto entre lujo, privacidad y conexión con la naturaleza.  Esta imponente vivienda de diseño exclusivo proyectado por los Ilustres Doctores Arquitectos Javier de Mesones y Antonio Miró, ofrece una arquitectura muy especial con materiales de gran calidad, así como ubicación estratégica para óptima exposición solar. Se encuentra en una de las urbanizaciones más exclusivas de la región, rodeada de zonas verdes que ofrecen un entorno de paz y serenidad sin renunciar a las comodidades de la vivienda, con numerosas y amplias estancias, contemplando todos los detalles para una vida de ensueño. La escalera principal de acceso a la vivienda es elevadiza, consiguiendo retratar la estructura de un hórreo y conduce a un amplio recibidor, con un ciprés, integrado en la vivienda accediendo al luminoso salón con vistas despejadas. La vivienda se distribuye en 3 plantas y dos alas, prácticamente simétricas, cuenta con 8 habitaciones y 6 baños, 2 salones, terrazas de 200 m2, vestidor, armarios empotrados, 2 cocinas, bodega, zona de gimnasio y sauna en el interior de la vivienda. El exterior cuenta con una bonita fachada de hormigón blanco armado, un hórreo centenario en el jardín, zona de ocio, cenador, piscina y barbacoa, perfectamente distribuidas con un bonito diseño de jardín.  La urbanización cuenta con privacidad y seguridad las 24 horas. No pierdas la oportunidad de experimentar en persona esta vivienda que redefine el concepto de lujo residencial. Agenda tu visita y déjate enamorar por su exclusividad y encanto incomparable.  * Esta publicación contiene decoración virtual * La urbanización fuente del Fresno se encuentra ubicada en la zona norte de Madrid,en un entorno privilegiado y con una infraestructura bien planificada que incluye áreas verdes y permiten disfrutar de actividades al aire libre. Se encuentra muy próxima a los campos de golf de la Real Sociedad Hípica Española del Race y del circuito del Jarama. Destaca por su relajante comunidad y su enfoque en la calidad de vida. Con un ambiente acogedor y accesible, ofrece una variedad de servicios que incluyen zona comercial equipada con: mini market, farmacia, cafeteria, estudio de pilates, bares y restaurantes, peluquería y estética, veterinario, clinica dental, escuela de música, oficina de correos, parque infantil, pistas de tenis, padel y baloncesto, la parroquia de nuestra Señora de Fuente del Fresno y más de 22 km de zonas verdes. Mientras que su proximidad a las vías de comunicación facilita el acceso a otras zonas de la ciudad, mediante bus directo a plaza castilla, (línea 161-171) red de metro (linea 10) y facil acceso a la A1, AP-1/AP-8. El aeropuerto de Barajas se encuentra a 10 minutos, y la estación de tren Chamartin a 15 minutos.  También cuenta con centros comerciales (The Style Outlet, Plaza Norte) y restaurantes de cocina local e internacional a solo 5 minutos. Además Fuente del Fresno, se enriquece con una oferta educativa de primer nivel y servicios de salud que garantizan el bienestar de sus residentes (Colegio Internacional SEK (privado), Trinity College (concertado), CEIP Santo Domingo (público), Escuela privada de infantil y primaria El Ardal. Hospital infanta Sofia a 6 km.",True,good,False,,1957.0,True,True,False,False,[],False,False,2450000.0,€,True,True,chalet,Fuente del Fresno,Casa independiente en avenida del Palomar,Top,independantHouse,,,,
108758539,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9c/aa/6a/1354248516.webp,W-02VTGC,36,2,1300000.0,flat,sale,118.0,True,2,2,Barrio Malasaña-Universidad,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4219056,-3.7078282,False,https://www.idealista.com/inmueble/108758539/,"Exclusivo Oasis Urbano con Piscina Privada en Gran Vía, Madrid Engel & Völkers ofrece moderna vivienda de dos dormitorios en pleno corazón de Madrid. Ubicada en un edificio con servicios de alto nivel, entre los que destacan una piscina en la azotea con vistas panorámicas, gimnasio totalmente equipado y un exclusivo rooftop chill-out, ideal para relajarse o socializar en el corazón de la ciudad. Descubre esta luminosa y acogedora vivienda ubicada en la segunda planta de uno de los edificios más representativos de la Gran Vía madrileña. Con una superficie bien distribuida, la propiedad cuenta con 2 amplios dormitorios, 2 baños completos, y un espacioso salón-comedor con vistas a Gran Vía y cocina. Ideal para quienes buscan comodidad y estilo en una de las zonas más vibrantes de la ciudad. El edificio entero ha sido reformado con materiales de calidad, conservando detalles clásicos originales de la fachada y combinándolos con un diseño contemporáneo. Gracias a su orientación sur y altura, disfruta de una excelente entrada de luz natural durante todo el día. En el Rooftop podrás disfrutar de vistas 360º mientras te refrescas en la piscina, haces deporte en el gimnasio o simplemente relajarte en el área dispuesta con mesas y sillas para más comodidad. Situada en un entorno inmejorable, rodeada de teatros, comercios, restaurantes y con excelente comunicación por transporte público, es una oportunidad única tanto como residencia habitual, segunda vivienda o inversión. Ubicada en el corazón palpitante de Madrid, en la majestuosa Gran Vía, esta propiedad de lujo ofrece una experiencia de vida excepcional, perfecta para aquellos que buscan una combinación de sofisticación urbana y comodidad. La Gran Vía es un paraíso para el comprador exigente que valora la proximidad a las mejores ofertas culturales y comerciales de la ciudad. Aquí, el bullicio de la vida madrileña se entrelaza con la serenidad de un refugio privado, ideal para profesionales de alto nivel y amantes del arte. La infraestructura en esta zona es inigualable, con una red de transporte público que conecta de manera eficiente con cada rincón de la ciudad. La estación de metro más cercana está a solo unos minutos a pie, ofreciendo un acceso rápido y fácil a las principales atracciones de Madrid. Para los viajes internacionales, el Aeropuerto Adolfo Suárez Madrid-Barajas se encuentra a solo 25 minutos en coche. La Gran Vía es un epicentro de actividades de ocio. Desde teatros históricos y cines emblemáticos hasta boutiques de lujo y restaurantes de alta cocina, cada día presenta una nueva aventura. Disfrute de una obra en el Teatro Lope de Vega o explore las tiendas exclusivas que adornan esta famosa avenida. Un rasgo especial de esta ubicación es su proximidad a lugares icónicos como el Palacio Real y el Parque del Retiro, perfectos para paseos tranquilos o picnics bajo el sol. Además, el vibrante barrio de Malasaña, conocido por su vida nocturna y su cultura alternativa, está a un corto paseo. En resumen, esta propiedad en la Gran Vía no es solo un hogar, sino una invitación a vivir el estilo de vida madrileño en su máxima expresión. Aquí, la elegancia y la conveniencia se unen para crear un entorno de vida sin igual, donde cada día es una oportunidad para descubrir lo extraordinario.",True,good,False,True,11017.0,True,True,False,False,[],False,False,1300000.0,€,True,True,flat,"Malasaña-Universidad, Madrid",Piso,Top,,,,,
