propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,floor,exterior,district,neighborhood,hasLift,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,newDevelopmentFinished
108857889,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/55/47/e5/1357177654.webp,N02-MAM-14426,56,485000.0,flat,sale,171.0,3,2,Barrio Ensanche de Vallecas - La Gavia,Madrid,Madrid,es,40.3663993,-3.6177421,False,https://www.idealista.com/inmueble/108857889/,"VIVIENDA DE DISEÑO MODERNO, CON DOS PLAZAS DE APARCAMIENTO Y TRASTERO, EN URBANIZACIÓN CON TODO TIPO DE COMODIDADES: ZONAS AJARDINADAS, PISCINA, ÁREA DE JUEGOS INFANTILES, CONSERJERÍA 24 HORAS. ¡Bienvenidos a vuestro futuro hogar!, perfecto para toda la familia, en una de las zonas de mayor proyección de Madrid “La Gavia” en el Ensanche de Vallecas. Ubicada cerca de las estaciones de metro “La Gavia” y “Congosto”, sin olvidar varias líneas de autobús que facilitan la conexión con el centro de Madrid. ESTANCIAS DE LA VIVIENDA.- Espacios perfectos para acomodar a toda la familia. Consta de hall de entrada, salón comedor con mirador a zona ajardinada, cocina independiente con tendedero, pasillo distribuidor, tres habitaciones y dos cuartos de baños, uno de ellos en suite, integrado en la habitación con un diseño abierto.  CALIDADES.- Paredes acabadas en pintura lisa, exceptuando en baños y cocinas que están alicatados. Suelos de piedra caliza, exceptuando cuartos húmedos (cocina y baños) que son gres esmaltado antideslizante. Carpintería exterior de aluminio lacado color con rotura de puente térmico, con acristalamiento termo-acústico tipo ""climalit”. Carpintería interior (puertas de paso y armarios) en madera de haya.  INSTALACIONES.- Calefacción individual (suelo radiante) con caldera inteligente de gas natural, con termostato programable y posibilidad de conectar al móvil. Producción de ACS (Agua Caliente Sanitaria) mediante la citada caldera. Aire acondicionado por conductos en todas las estancias (menos cocina y baños). Video portero. PLAZAS DE APARCAMIENTO y TRASTERO.- La vivienda incluye como anexos una plazas de garaje y un trastero. Adicionalmente cuenta con otra plaza de aparcamiento (no vinculada a la vivienda) incluida en el precio.  URBANIZACIÓN.- La promoción es del año 2009, configurada en manzana cerrada, y con 12 portales. Los bloques cuentan con planta baja y cuatro plantas de viviendas. Zona central ajardinada con piscina (con socorrista), área de juegos infantiles, futbolín, etc. Tambien se dispone de un local comunitario en planta baja para las reuniones vecinales y eventos. Los dos niveles de sótano ocupan la superficie del a manzana, con acceso directo desde ascensor de portal, donde se distribuyen las plazas de aparcamiento y los trasteros, así como un cuarto de bicicletas.  SUPERFICIES.-La superficie construida, atendiendo a datos catastrales, es de 171 m2, de los cuales 101 m2 se corresponden a la vivienda, 12 m2 al aparcamiento, 5m2 al trastero y 53m2 a elementos comunes. La vivienda, según datos regitrales, cuenta con una superficies escriturada 108,38 m2 construidos y 86,26 m2 útiles. COMUNICACIONES y ENTORNO.- Todo tipo de servicios en el entorno próximo. (supermercados y pequeño comercio, farmacia, centro de salud, cafeterías, etc). Cabe destacar el Centro comercial de “La Gavia” (desde la vivienda a 10 minutos en autobús) donde podrás encontrar una amplia variedad de comercios (tiendas de moda, peluquería, óptica…), locales de restauración y oferta en ocio. En cuanto a educación, y en el entorno próximo, la oferta es variada y completa; desde escuelas infantiles hasta institutos, lo que convierte esta vivienda, entre otras muchas cosas, en una excelente opción para familias con niños. Muy buena comunicación, tanto en transporte público como en coche. A pocos minutos andando se encuentran las estaciones de metro La Gavia y Congosto, así como varias líneas de autobús que ayudan a conectar rápidamente con el centro de Madrid. Además el acceso directo a vías como la A-3, M-45 y M-40 facilita los desplazamientos en coche.  Llámame para concretar una visita, ¡no te va a dejar indiferente!",False,good,False,2836.0,False,False,False,False,[],False,False,485000.0,€,True,True,flat,,"Ensanche de Vallecas - La Gavia, Madrid",Piso,1,True,Villa de Vallecas,Ensanche de Vallecas - La Gavia,True,,,,
108794893,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a2/3d/23/1355388416.webp,IE07-ZUJAR,20,595000.0,penthouse,sale,87.0,3,1,calle Zújar,Madrid,Madrid,es,40.3886346,-3.7133168,False,https://www.idealista.com/inmueble/108794893/,"Inmobiliarias Encuentro vende ático en EXCLUSIVA en el tranquilo y demandado barrio de Comillas, listo para entrar a vivir. La vivienda, ubicada en una finca bien cuidada y con una comunidad ordenada y silenciosa, destaca por su luminosidad y excelente distribución. Dispone de una amplia terraza ideal para disfrutar del aire libre, perfecta como espacio de ocio o relax. Cuenta con tres dormitorios: uno individual y dos dobles, todos con buena entrada de luz natural. La cocina está completamente equipada, con muebles funcionales y electrodomésticos en perfecto estado. El baño incluye un práctico plato de ducha. Los suelos son de gres y las paredes lisas, lo que aporta un toque moderno y cálido al conjunto. La calefacción es central, con radiadores en todas las estancias, y también dispone de aire acondicionado para asegurar el máximo confort durante todo el año. El ático de 87 m² se encuentra en una zona bien comunicada, con acceso rápido al transporte público y cercano a todo tipo de servicios: comercios, colegios, zonas verdes y centros de salud. Ideal tanto para familias como para quienes buscan un espacio cómodo, acogedor y con encanto en uno de los barrios más consolidados de Madrid. Si necesita vender su inmueble para adquirir este u otro inmueble publicado contacte con nosotros disponemos del servicio //""CAMBIA DESCANSA""// la solución perfecta para cuadrar los plazos de venta de su vivienda y entrega del nuevo inmueble. Financiación a tu medida con FINMOO tendrás los mejores tipos de interés y hasta el cien por cien de financiación. Consulta nuestras condiciones. **imágenes renderizadas por un programa de diseño**.",False,good,False,6839.0,False,False,False,False,[],False,False,595000.0,€,,,flat,penthouse,"Comillas, Madrid",Ático en calle Zújar,9,True,Carabanchel,Comillas,True,,,,
108579014,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f6/c4/8a/1353071925.webp,SJ006,22,560000.0,penthouse,sale,129.0,3,4,calle de Santa Juliana,Madrid,Madrid,es,40.4514754,-3.7066507,False,https://www.idealista.com/inmueble/108579014/,"Le presentamos una oportunidad excepcional en uno de los barrios con mayor proyección de Madrid: Bellas Vistas, en el distrito de Tetuán. Este ático dúplex reformado combina diseño moderno, espacios exteriores exclusivos y una rentabilidad inmediata, convirtiéndose en una opción ideal tanto para inversores como para clientes que buscan una propiedad singular. Distribución y espacios: Con 93 m² escriturados distribuidos en dos plantas, la vivienda destaca por su luminosidad y concepto abierto: •Planta baja: amplio salón-comedor muy diáfano con cocina americana totalmente equipada, aseo de cortesía y salida directa a una primera terraza. •Planta superior: tres dormitorios (con posibilidad de 2 dormitorios + despacho) y un baño completo con bañera. Exteriores exclusivos: •Terraza orientada al sur de 11 m² con acceso directo desde el salón, perfecta para desayunos al sol o cenas al aire libre. •Terraza-solárium privada en la azotea de uso exclusivo, con vistas panorámicas 360º sobre Madrid: un auténtico oasis urbano difícil de encontrar. Características adicionales: ✔ Piso muy diáfano y luminoso con orientación Sur y Norte. ✔ Edificio con ITE favorable. ✔ Comunidad tranquila de solo 16 vecinos. ✔ Alquilado hasta 2029 con ingresos de 1.800€/mes, lo que garantiza una rentabilidad estable desde el primer día. Ubicación estratégica: Situado en un entorno residencial consolidado, con excelentes conexiones: •A pocos minutos de las estaciones de metro Alvarado y Cuatro Caminos. •Diversas líneas de autobús que conectan rápidamente con el centro y los principales ejes de la ciudad. •Proximidad a parques infantiles como el de General Perón, comercios, supermercados, restaurantes, colegios y todos los servicios. •Zona en plena transformación urbana, con proyectos de nueva construcción que siguen elevando la demanda y el valor de la zona. Una propiedad exclusiva que reúne ubicación, diseño, rentabilidad inmediata y un enorme potencial de revalorización a medio y largo plazo. [IW].",False,good,False,4341.0,True,False,False,False,[],False,False,560000.0,€,,,flat,penthouse,"Bellas Vistas, Madrid",Ático en calle de Santa Juliana,3,True,Tetuán,Bellas Vistas,True,,,,
108455432,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f8/ba/a7/1345414803.webp,duplex550,29,539990.0,duplex,sale,103.0,3,2,Barrio Media Legua,Madrid,Madrid,es,40.4144212,-3.65567,False,https://www.idealista.com/inmueble/108455432/,"¡Times Inmobiliaria vende este exclusivo dúplex! La vivienda de 94m2 Útiles, situada en la 6* planta. La parte de principal cuenta con un salón muy luminoso con una terraza despejada, una cocina americana con tendedero y un cuarto pequeño para recibir a los invitados. La parte de arriba cuenta con un baño completo con plato de ducha y ventana, 2 dormitorios y un cuarto de invitados. La suite cuenta con un amplio espacio, además tiene vestidor y un baño completo. El segundo dormitorio cuenta también con vestidor. La suite cuenta con vestidor y un baño completo con plato de ducha. Calidades: La vivienda se encuentra completamente reformada con unas calidades y unos acabados de primera. - Calefacción individual con radiadores / Caldera. - Maquinas de aire acondicionado frio/calor en todas las estancias (3x1). - Cocina integral con muebles en melamina, encimera en porcelánico, lavavajillas integrado panelado, luz led en muebles altos. - Zona de lavandería con ventilación. - Sonido integrado en salón/comedor/cocina por altavoces en techos. - Suelo de madera. La ubicación de la vivienda es magnífica, gran interés comercial y cultural, ya que en su entorno podemos encontrar el parques muy cerca, locales de restauración y de ocio y todos los servicios necesarios. Muy bien comunicada por autobús, metro, fácil acceso a la A-3 Y M-30. En Times Inmobiliaria trabajamos para ofrecer a nuestros clientes los mejores inmuebles. Nos dedicamos a la intermediación en la compra, venta, venta de la nuda propiedad, alquiler y en conseguir la mejor financiación. Somos especialistas en cambios de viviendas y en conseguir hipotecas 100x100. Para más información contacta con nosotros sin ningún tipo de compromiso y concierta una cita.",False,good,False,5243.0,True,False,False,False,[],False,False,539990.0,€,,,flat,duplex,"Media Legua, Madrid",Dúplex,6,True,Moratalaz,Media Legua,True,550000.0,10010.0,2.0,
108745342,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/de/b8/f0/1354381798.webp,SER0222,18,229000.0,flat,sale,70.0,3,1,calle Ferrocarril,Madrid,Alcalá de Henares,es,40.4878956,-3.3671141,False,https://www.idealista.com/inmueble/108745342/,"¡Tu nuevo hogar en el corazón de Alcalá de Henares te espera! ¿Buscas una vivienda con todo a mano? Esta es tu oportunidad. A tan solo unos pasos de la estación de tren, rodeada de vida, comercios, colegios, supermercados y todos los servicios que necesitas para el día a día. Olvídate del coche: aquí todo está a un paseo. La vivienda, ubicada en una segunda planta, cuenta con tres dormitorios, un baño completo y un espacio funcional perfecto para familias, parejas que quieran más amplitud o quienes teletrabajan y necesitan su rincón personal. Además, ¡el edificio ya está en proceso de instalación de ascensor! , lo que revaloriza la propiedad y añade una comodidad extra que agradecerás cada día. Un piso con alma, bien conectado, y con un entorno que lo tiene todo. ¿Lo mejor? reformado integral, pudiendole dar ese toque personal que tienes en mente Ven a visitarlo y empieza a imaginar tu vida aquí. Porque tu próxima historia puede comenzar en este piso. Alcalá Sercomcasa no cobra honorarios a la parte compradora. Además, si lo necesita le buscamos la financiación hipotecaria que usted precise para la adquisición de este inmueble a coste 0 también para usted, ¡venga a verlo sin compromiso! *El precio no incluye gastos notariales, resgistrales ni impuestos de transmisiones.",False,good,False,3271.0,False,False,False,False,[],False,False,229000.0,€,,,flat,,"San Isidro - Los Almendros, Alcalá de Henares",Piso en calle Ferrocarril,2,True,San Isidro - Los Almendros,,True,,,,
108795462,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/de/df/21/1355428254.webp,G10IH,26,239000.0,studio,sale,60.0,0,1,Rivas Futura,Madrid,Rivas-Vaciamadrid,es,40.3331845,-3.5268618,False,https://www.idealista.com/inmueble/108795462/,"LOFT CON LICENCIA TURÍSTICA Y REGISTRO UNICO EN PLENO FUNCIONAMIENTO CON EXCELENTE RENTABILIDAD SE VENDE CON SU LICENCIA Y CON BASE DE DATOS DE CLIENTES VIGENTE ALOJAMIENTO CON MUY BUENA PUNTUACIÓN DE HUÉSPEDES. LOFT + 2 PLAZAS DE GARAJE + TRASTERO Magnifico Loft totalmente equipado y amueblado con amplias vistas y muy buena luminosidad, en edificio representativo; impecable, frente al centro comercial H2ocio y metro Rivas Futura. Aire acondicionado frio / calor centralizado en la vivienda. Cuenta también con 2 plazas de garaje incluidas en el precio y 1 trastero, vigilancia las 24 hs, a 5 minutos del metro Rivas Futura, autobuses interurbanos y muy fácil acceso a carretera A3.",True,good,False,3983.0,False,False,False,False,[],False,False,239000.0,€,True,True,flat,studio,"Rivas Futura, Rivas-Vaciamadrid",Estudio,2,True,Rivas Futura,,True,,,,
108754889,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/58/d4/b9/1354159405.webp,calvario172b,32,275000.0,flat,sale,54.0,2,1,calle del Calvario,Madrid,Madrid,es,40.4100324,-3.7016861,False,https://www.idealista.com/inmueble/108754889/,"ALMANOVA EVOLUCIÓN INMOBILIARIA “Nuestra alma renació para evolucionar el concepto de la gestión inmobiliaria a un modelo más eficiente"". Adecuando los precios a cada momento de mercado. ¡Evolucionamos el barrio desde el año 2004, junto a ti! Ofrecemos en esta ocasión piso en exclusiva en segunda planta recién reformado totalmente. Está distribuido en salón-comedor, cocina americana completamente equipada con frigorífico, vitrocerámica, campana extractora, lavavajillas y microondas. Cuenta con dos dormitorios, uno matrimonial con armarios empotrados, un segundo dormitorio individual con balcón a patio interior y baño completo con plato de ducha y lavadora. Bombas de frío y calor en todas las estancias garantizando tu confort diario en cualquier estación del año. Agua caliente por termo eléctrico, las ventanas y puertas a patio interior son oscilobatientes y los cristales tienen un aislamiento térmico y acústico de mejor calidad que el original de la finca.  Se entrega amueblado como se muestra en las fotos.  Comunidad: 50.59€ Ubicada entre la Plaza Tirso de Molina y la Plaza Antón Martín (Línea 1 de metro), dentro del marco de Embajadores/Lavapiés. La zona que la rodea tiene a sus espaldas más de 400 años de historia y convierte las calles del barrio de estos dos barrios en una de las zonas más antiguos y populares de Madrid. Cuenta con otro tipo de servicios como supermercados (LIDL y Carrefour), un parque para niños, una de las 10 mejores discotecas de Madrid ""Medias Puri"", un mercado de ocio y gastronomía, el famoso Teatro Apolo). En el número 8 de la Plaza se encuentra el Palacete de Tirso de Molina, que cuenta con una reciente renovación de 17 viviendas de lujo. Estaciones de metro de Tirso de Molina y de Antón Martín a 50 y 150 metros respectivamente, ambas en la línea 1. Cumplimos 20 años en el barrio prestando un servicio sincero y eficaz a nuestros vecinos. Contamos con 2 oficinas a su disposición en las principales columnas vertebrales del barrio, Calle Atocha 28, ""la esquina"" (enfrente de la Parroquia de San Sebastián) y Calle Huertas 57, llegando al Paseo Del Prado. ¿QUIERES SABER CUANTO VALE TU INMUEBLE? NUESTRO PRINCIPAL VALOR ES LA CLARIDAD CON FUNDAMENTO. Solicita tu valoración profesional y gratuita. ¡Vende ahora, no pierdas el momento! ¡Somos la evolución inmobiliaria! Trabajamos precio justo, no nos equivocamos. Nuestro trabajo no es publicar inmuebles sino venderlos y en menos de 60 días. Comprueba nuestra eficacia, demostrable! ¡Desde el año 2004 junto a ti! Confíe en los que más tiempo llevan en el barrio.",False,good,False,5093.0,False,False,False,False,[],False,False,275000.0,€,,,flat,,"Lavapiés-Embajadores, Madrid",Piso en calle del Calvario,2,False,Centro,Lavapiés-Embajadores,False,,,,
108095981,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6a/13/c8/1333690386.webp,,30,295000.0,penthouse,sale,33.0,1,1,calle de Martín de los Heros,Madrid,Madrid,es,40.4264299,-3.7133248,False,https://www.idealista.com/inmueble/108095981/,"¡Descubre tu nuevo hogar en el corazón de Madrid! Este acogedor piso de 33 m², situado en el vibrante barrio de Pintor Rosales, es la oportunidad perfecta para quienes buscan una inversión con gran potencial de reforma y excelente rentabilidad. A tan solo 300 metros del emblemático Templo de Debod y de la Plaza de España, disfrutarás de una ubicación inmejorable, rodeado de cultura y ocio. El piso cuenta con un dormitorio y un baño, ideal para una persona o una pareja. Su orientación sur garantiza luz natural durante todo el día, creando un ambiente cálido y acogedor. La calefacción por el gas natural. Además y se encuentra en buen estado, listo para entrar a vivir o reformar a tu gusto. No dejes pasar esta oportunidad única de vivir en una de las zonas más deseadas de Madrid. ¡Contacta ahora para más información y ven a visitarlo!",True,renew,False,8939.0,False,False,False,False,[],False,False,295000.0,€,,,flat,penthouse,"Argüelles, Madrid",Ático en calle de Martín de los Heros,3,False,Moncloa,Argüelles,False,305000.0,10000.0,3.0,
108837317,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9b/7d/99/1356589738.webp,,9,1450000.0,flat,sale,151.0,3,3,"calle de Alcántara, 82",Madrid,Madrid,es,40.4330302,-3.6732969,True,https://www.idealista.com/inmueble/108837317/,"¡Descubre este espectacular piso en la Calle Alcántara, en el exclusivo Barrio de Salamanca! Este magnífico inmueble de 151 m² construidos y 132 m² útiles cuenta con 3 amplias habitaciones y 3 baños, perfectos para disfrutar de la comodidad y el espacio que mereces. La luminosidad inunda cada rincón gracias a su orientación este y su ubicación exterior. Además, podrás relajarte en tu propia terraza privada, un lujo en el corazón de Madrid. La cocina está completamente equipada y lista para que prepares tus mejores platos, mientras que el aseo adicional ofrece una gran funcionalidad. Este piso se vende amueblado y está en excelente estado, lo que significa que solo necesitas traer tus maletas y empezar a disfrutar de la vida en este entorno selecto. Rodeado de tiendas, restaurantes y servicios, vivir aquí es sinónimo de tranquilidad y sofisticación. También disfrutarás de excelentes conexiones de transporte y la proximidad a lugares icónicos como el Parque del Retiro. Ideal para quienes valoran la calidad de vida, este piso es una oportunidad única en una de las zonas más demandadas de Madrid. ¡No dejes pasar esta ocasión y ven a verlo!",False,good,False,9603.0,False,False,False,False,[],False,False,1450000.0,€,,,flat,,"Lista, Madrid","Piso en calle de Alcántara, 82",1,True,Barrio de Salamanca,Lista,True,1490000.0,40000.0,3.0,
108825416,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/17/d8/f9/1356238639.webp,3489-02962,31,1339000.0,chalet,sale,337.0,5,4,calle de los Enebros,Madrid,Valdelagua,es,40.6451075,-3.6193311,False,https://www.idealista.com/inmueble/108825416/,"Casa Independiente en Venta - Espacio y Naturaleza a un Paso de Madrid Ubicada en una espectacular parcela plana de 2.684 m², con 47 encinas y 28 pinos, esta vivienda independiente ofrece un entorno natural único, con vistas despejadas y privacidad total. La parcela linda con una zona verde pública y pinar protegido, lo que garantiza tranquilidad y contacto directo con la naturaleza.  Características principales de la vivienda: 337 m² construidos 5 dormitorios (uno de ellos en planta baja, ideal como despacho o cuarto de invitados) 4 baños completos + 1 aseo Garaje cerrado para 2 coches Piscina privada y amplio jardín  Reformada en 2008 y en buen estado Sistema de calefacción por fuel y agua sanitaria eléctrica Tendedero cubierto y caseta de almacenamiento exterior -Distribución: Planta baja: Vestíbulo de entrada con armario y aseo de cortesía. Dormitorio o despacho con baño completo en suite. Cocina independiente con zona de lavandería/despensa. Salón-comedor a dos alturas con zona de música/TV y salida directa a un porche cubierto de 51 m² con comedor y salón exterior. Acceso directo desde el porche a la zona ajardinada, piscina y pinar contiguo. Planta primera: Dormitorio principal tipo suite en dos niveles, con gran ventanal fijo (3x1,8 m) con vistas al pinar y piscina, armarios empotrados y baño integrado. Tres dormitorios adicionales con armarios empotrados, todos ellos con excelente luz natural. Dos baños completos.  Entorno y Urbanización Valdelagua: Valdelagua es una urbanización cerrada con acceso exclusivo a propietarios, ubicada a tan solo 30 km de Madrid, con excelente conexión por la A1. Servicios dentro de la urbanización: Cafetería y restaurante Iglesia Pistas deportivas y piscina comunitaria Seguridad y tranquilidad garantizadas Transporte público directo a Plaza Castilla, San Sebastián de los Reyes y Alcobendas  Ideal para quienes buscan: Una residencia habitual o segunda vivienda en plena naturaleza pero cerca de Madrid con privacidad, en un entorno arbolado para disfrutar de un estilo de vida tranquilo y familiar con todas las comodidades.  No pierdas la oportunidad de vivir en una de las zonas más exclusivas y naturales del norte de Madrid. Contáctanos para más información o para agendar una visita.",False,good,False,3973.0,False,False,False,False,[],False,False,1339000.0,€,True,True,chalet,independantHouse,Valdelagua,Casa independiente en calle de los Enebros,,,,,,,,,
108012849,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f8/10/da/1331176642.webp,R10157,17,666100.0,flat,sale,129.0,3,2,Barrio Costillares,Madrid,Madrid,es,40.4793124,-3.6629397,False,https://www.idealista.com/inmueble/108012849/,"Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble. Oportunidad de inversión: inmueble en rentabilidad. Viviendas actualmente alquiladas. Consulte con nuestro Agente Comercial la información adicional sobre el inmueble y las condiciones especiales de compraventa. *No se admiten visitas a la vivienda Vivienda sin amueblar. Cocina totalmente amueblada y equipada con electrodomésticos de primeras marcas. Baños con muebles y mamparas. Suelos de tarima y armarios empotrados. Plaza de garaje y trastero incluidos en el precio. Urbanización privada con servicio de portería, amplias zonas comunes ajardinadas, zona chill out, parque infantil y piscina exterior. Zonas comunes recién reformadas. Bonita promoción de vivienda en la zona de Pinar de Chamartín situada en una tranquila zona residencial rodeada de parques y jardines, con multitud de servicios próximos: colegios, restaurantes, comercios, centros sanitarios, hospitales. Perfectamente comunicado en transporte público con varias líneas de autobús y metro. Las comunicaciones mediante transporte privado son excelentes gracias al inmediato acceso al centro de Madrid y al aeropuerto. Horario de atención telefónica de lunes a viernes de 9:00 a 21:00 y sábados de 9:00 a 14:00 horas. *No se admiten visitas a la vivienda No dejes pasar esta oportunidad, ¡llámanos y ven a conocer tu nuevo hogar! *En relación a los suministros de luz y agua, será necesario que el nuevo comprador realice el cambio de titularidad a su nombre. Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble.",False,good,False,5164.0,False,False,False,False,[],False,False,666100.0,€,True,True,flat,,"Costillares, Madrid",Piso,1,True,Ciudad Lineal,Costillares,True,,,,
108228685,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ba/0f/7d/1337769901.webp,3396-13006,43,775000.0,chalet,sale,228.0,5,3,Centro,Madrid,Villaviciosa de Odón,es,40.3651751,-3.9097236,False,https://www.idealista.com/inmueble/108228685/,"Descubre esta impresionante propiedad que situada en una de las zonas más exclusivas del noroeste de la región metropolitana de Madrid, a solo 22 kilómetros de la capital, disfruta de una ubicación privilegiada dentro del casco urbano central, integrada en el ajardinado bulevar de suave microclima al norte geográfico de la hermosa Villaviciosa de Odón. Con acceso rápido a servicios esenciales, como son el Centro de Atención Primaria y urgencias, Excmo. Ayuntamiento, colegios públicos y privados nacionales e internacionales, universidad internacional, centros de entrenamiento deportivo, autobús urbano e interurbano con conexiones inmediatas al Metro Ligero y al Metro de Madrid, centros comerciales y afamada restauración. Con una superficie de terreno urbano superior a 320 metros cuadrados, esta vivienda cuenta con un jardín minimalista muy bien conservado, perfecto para disfrutar de todas y cada una de las estaciones del año. El edificio, construido con ladrillo térmico de alta calidad, se distribuye en tres plantas de aproximadamente 80 metros cuadrados cada una. La entrada principal desde la vía urbana dispone de un amplio portón automatizado para vehículos y una entrada peatonal, además de una gran área de más de 25 metros cuadrados que, a su vez, integra una sofisticada cubierta de diseño industrial, especialmente diseñada como pérgola fotovoltaica para la carga de vehículos eléctricos e híbridos, pudiendo soportar hasta 6 placas fotovoltaicas con muy específica orientación sur, que albergaría dos coches, además de garaje en planta cero e interior para otros dos vehículos. La vivienda, que no mantiene cuotas mensuales o anuales comunitarias de ningún tipo, cuenta con un sistema propio de alta seguridad de grado 3 y protección contra incendios en todos los niveles. Las particiones interiores están construidas con ladrillo de alta resistencia, y el aislamiento térmico y acústico es excepcional gracias a las dobles paredes y la cámara de aire rellena de poliuretano, junto con una cubierta realizada en lana de roca. Además, dispone de contraventanas de vidrio tintado Parsol que ofrecen seguridad, privacidad y confort térmico. La luz natural entra en la casa, en la totalidad del hueco de escalera y el distribuidor inferior y superior, a través de un moderno sistema de lucernario. En el interior, la propiedad cuenta con cinco amplios dormitorios, tres baños completos de diferentes tamaños que ofrecen vistas únicas al norte, este y oeste. En planta cero, un amplio salón y un despacho/ biblioteca, adyacentes al garaje interior para dos coches, proporcionan un espacio significativo para actividades profesionales o sala de juegos pero con importante oportunidad de personalización, pudiendo sumar un sexto dormitorio junto al concepto de un gran salón abierto con cocina adicional integrada, amplia zona de baño, sauna y lavandería. La propiedad dispone de calefacción a gas natural y bomba de calor/frío, así como un regulador propio de presión de agua en el interior de la finca, junto a contadores digitales de gas natural y agua en su fachada exterior (suministro de garantía y calidad por el Canal de Isabel II). No te pierdas la oportunidad de conocer esta maravillosa propiedad. ¡Tu nuevo hogar en Villaviciosa de Odón te espera!",True,good,False,3399.0,True,False,False,False,[],False,False,775000.0,€,True,True,chalet,semidetachedHouse,"Centro, Villaviciosa de Odón",Chalet pareado,,,Centro,,,,,,
108594712,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c1/05/22/1349451685.webp,,34,445000.0,chalet,sale,290.0,5,3,Pintores-Ferial,Madrid,Parla,es,40.2359195,-3.7593655,False,https://www.idealista.com/inmueble/108594712/,"En esta ocasion, desde Aunar Asesores, presentamos esta estupenda vivienda unifamiliar en esquina. La vivienda data de 1997 y esta compuesta actualmente de un amplio sotano con garaje, planta baja donde tenemos una amplia cocina, salon con salida al jardin, un dormitorio y baño. Subiendo a la priemra planta encontramos 4 dormitorios y dos baños. Mas arriba, tenemos la buhardilla que esta completamente terminada. La parcela tiene un tamaño total de 325m², y las dimensiones de la vivienda son: en planta sotano encontramos 80m², en planta baja 86m², en planta 1º tenemos 81m² y en buhardilla 44m². La vivienda se encuentra para actualizar, tanto el interior como la zona de jardin, que al ser de esquina es algo mas grande que el resto de casas de la zona. Recuerda que en Aunar Asesores no cobramos comisiones extra al comprador. Apuesta por la transparencia.",False,renew,False,1534.0,True,False,False,False,[],False,False,445000.0,€,True,True,chalet,semidetachedHouse,"Pintores-Ferial, Parla",Chalet pareado,,,Pintores-Ferial,,,,,,
