propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,newDevelopmentFinished,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.parkingSpacePrice,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
107668412,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/57/83/b4/1324279966.webp,1561-VI-000-001-001-00I ,10,1,219000.0,flat,sale,49.0,True,1,1,"Ricardo Medem, 3",Madrid,Móstoles,Centro,es,,40.3241432,-3.8638689,True,https://www.idealista.com/obra-nueva/107668412/,"Viviendas de renta libre y directo de promotor. Precio cerrado, incluye garaje y trastero Viviendas de obra nueva de 1 y 2 dormitorios con garaje y trastero, situadas en urbanización cerrada con piscina privada. Disponen de la máxima calificación energética con certificado A, cocina amueblada, suelo radiante-refrescante por aerotermia y además, preinstalación de climatización y domótica.  Carpintería exterior de aluminio lacado con rotura de puente térmico, con cámara de aire de doble acristalamiento tipo Climalit. Carpintería interior lacada, persianas con aislamiento térmico y con sistema autoblocante de seguridad en plantas bajas.  Edificio situado a escasos 250 metros del Ayuntamiento, en el centro de Móstoles, detrás de los Juzgados, en plena zona comercial, en el entorno de la Avenida de la Constitución.  Excelente conexión con transporte público: Estación de Metro Pradillo (L12) e intercambiador de Renfe Cercanías Móstoles Central (L12 y C5) así como a numerosas líneas de autobús a pocos minutos a pie.",False,,True,True,False,4469.0,True,False,False,False,[],False,False,219000.0,€,True,True,flat,"Centro, Móstoles","Piso en Ricardo Medem, 3",,,,,
105937226,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/40/b9/20/1267524894.webp,VM2409022,36,bj,1800000.0,flat,sale,216.0,True,3,3,calle de O'Donnell,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4230838,-3.6736572,False,https://www.idealista.com/inmueble/105937226/,"PISO EXTERIOR REFFORMADO EN GOYA En el prestigioso Barrio de Salamanca, a escasos cinco minutos caminando del Parque del Retiro, se encuentra esta magnífica y elegante vivienda íntegramente reformada y amueblada. Se trata de un bajo exterior con altura de entreplanta, muy luminosa con orientación sur y gran patio interior privativo. Consta de 216 m² construidos que se distribuyen armoniosamente en tres amplios dormitorios dobles y tres cuartos de baño, dos de ellos en suite. La zona de día la integra un amplio y elegante salón comedor con acceso a un bonito y tranquilo patio privativo de 50 m². La cocina de diseño contigua al salón está completamente equipada con electrodomésticos de alta gama. La reforma, de espectacular y distinguido diseño, está realizada con materiales de primera calidad y una exquisita decoración e interiorismo. La calefacción es central y el aire acondicionado por conducto. La cuidada y bonita decoración de cada una de sus estancias hace a esta vivienda única en la zona e ideal para vivir así como también como producto de inversión por su alta rentabilidad. La vivienda se halla en una elegante finca clásica con ascensor y cuenta con servicio de portería y un trastero. ¿Te imaginas vivir aquí?  Contacte con nosotros para ver más inmuebles similares.",True,good,False,True,,8333.0,False,False,False,False,[],False,False,1800000.0,€,,,flat,"Goya, Madrid",Piso en calle de O'Donnell,,,,,
108497107,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6d/5b/81/1346660447.webp,,9,5,605000.0,flat,sale,84.0,True,1,1,"calle RICARDO DAMAS, 9",Madrid,Madrid,Arganzuela,es,Legazpi,40.3863683,-3.6938002,True,https://www.idealista.com/obra-nueva/108497107/,"¡Últimas Viviendas en venta!   Dos opciones de vivienda, PLANO DE 1 Y 2 DORMITORIOS  Descubre la exclusividad en el corazón de Madrid con los dos últimos áticos disponibles en la prestigiosa promoción Living Rio Madrid. Ubicados en el vibrante barrio de Legazpi, en el distrito de Arganzuela, estas viviendas ofrecen una combinación perfecta de diseño contemporáneo, confort y vistas inigualables al río Manzanares  Comodidades de la Promoción: •Piscina comunitaria rodeada de zonas verdes. •Sistema de domótica integrado para un control total de tu hogar. •Eficiencia energética A gracias a sistemas de aerotermia. •Garaje privado y trastero incluidos  Ubicación Inmejorable: Situados en Calle Ricardo Damas 9, esta promoción te coloca a pasos del Parque Madrid Río, ofreciendo una vida urbana con acceso a espacios verdes, cultura y ocio. Excelentes conexiones de transporte y proximidad a las principales arterias de la ciudad.",False,newdevelopment,True,True,False,7202.0,True,False,False,False,[],False,False,605000.0,€,True,True,flat,"Legazpi, Madrid","Piso en calle Ricardo Damas, 9",,,,,
108338512,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/38/e1/0a/1341156081.webp,1.2,7,1,365000.0,flat,sale,74.0,True,2,1,"calle Mendívil, 44",Madrid,Madrid,Puente de Vallecas,es,Numancia,40.3993959,-3.6635208,True,https://www.idealista.com/obra-nueva/108338512/,"Descubre un proyecto innovador en un barrio en plena renovación a 15 minutos del centro de Madrid. La zona cuenta con excelentes conexiones de transporte, espacios verdes y gran variedad de servicios a su alcance. Esta promoción combina la comodidad de la vida urbana junto con un diseño moderno y sostenible. Mendivil 44 es un exclusivo proyecto de 8 viviendas de 1 y 2 dormitorios combinando diseño funcional y acabados de alta calidad. Esta promoción, es la opción perfecta para convertirse en su hogar o en una magnífica inversión inmobiliaria.  En las viviendas desarrolladas el confort se construye desde los materiales.  Cada rincón, detalle y espacio ha sido diseñado pensando en el bienestar, combinando estilo, durabilidad y eficiencia. Suelos de tarima laminada de alta resistencia que aportan calidez a todas las estancias, cocinas funcionales y sofisticadas con mobiliario de alta gama, baños de diseño moderno que incluyen toalleros eléctricos, mamparas y espejos a medida, son algunas de las singularidades incluidas en el proyecto. Su innovador diseño garantiza un consumo energético mínimo al combinar un gracias al sistema de aerotermia con aislamiento térmico (y acústico) de alto rendimiento. El proyecto, diseñado por la arquitecta Isabel de Arellano del prestigioso estudio de arquitectura Gaztelu, cuenta con generosas zonas comunes diseñadas para albergar una sala multiusos, aparca bicis y trasteros para todas las viviendas.  ¡Haz de Mendívil 44 tu nuevo hogar!  Contáctanos a través del formulario o teléfono de contacto.",False,newdevelopment,True,True,False,4932.0,True,False,False,False,[],False,False,365000.0,€,,,flat,"Numancia, Madrid","Piso en calle Mendívil, 44",,,,,
106990446,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bf/30/af/1299720457.webp,02,13,,953000.0,chalet,sale,279.0,,4,4,"calle Pilar de Andrade. 23 -, 25",Madrid,Madrid,Moncloa,es,El Plantío,40.4701872,-3.819469,True,https://www.idealista.com/obra-nueva/106990446/,"¡Único chalet disponible! ¡Oportunidad única! Cooperativa formada con suelo en propiedad y Licencia de obra solicitada.  Promoción de Obra Nueva; 4 exclusivos Chalets con piscina, desde 953.000€, de arquitectura vanguardista en una de las mejores zonas de Madrid, El Plantío, entre Pozuelo, Aravaca y Majadahonda. Suelo en propiedad y solicitud de Licencia de Construcción Diseñados para proporcionar el máximo confort y bienestar a ti y tu familia, cada chalet se caracteriza por ofrecer una vivienda única cuidada de detalles, desde la selección de los acabados y materiales hasta su distribución funcional para proporcionar estancias amplias y luminosas, con excelentes comunicaciones a la A-6 y a la M-40. Los chalets cuentan con 3 plantas, con todas las estancias distribuidas estratégicamente. La planta principal está dedicada a las estancias compartidas con un gran salón-comedor diáfano conectado al porche de entrada, la piscina y el jardín, así como una cocina muy funcional. La planta superior está dedicada a las estancias individuales con dormitorios cálidos para descansar de la rutina diaria. El sótano plantea un cuarto de instalaciones, trastero y dos plazas de aparcamiento cubierto y soterrado. Las viviendas se van a ejecutar mediante la figura de autopromoción, a través de una cooperativa, ya formada y gestionada por Antaro, sociedad homologada por la Confederación Estatal de Cooperativas de Viviendas y asociada a la Asociación de Gestores de Vivienda, con la posibilidad de préstamo hipotecario autopromotor. Gracias a los enormes ventanales situados en la mayoría de estancias se consigue maximizar la entrada de luz natural, creando un ambiente muy acogedor en todo el hogar. Las viviendas de PILAR DE ANDRADE 23/25, además de ofrecer un diseño moderno y elegante, se caracterizan por ser eficientes energéticamente y proporcionar la máxima comodidad. En su exterior, el jardín con piscina privada, es como un oasis donde relajarse y disfrutar de la máxima privacidad en un entorno seguro. •Jardín privado •Piscina privada •Calificación energética A La calidad de vida en El Plantío, Aravaca, es destacable gracias a su infraestructura desarrollada, que incluye excelentes colegios, Centro comerciales como el Hipercor o Sexta Avenida, centros sanitarios, instalaciones deportivas excelentes y una variada oferta de servicios y comercios de primer nivel. Además, su conexión con Madrid, mediante transporte público y privado, facilita el acceso a la ciudad, permitiendo a los residentes disfrutar de la tranquilidad y seguridad de un entorno residencial privilegiado sin renunciar a las ventajas urbanas.",False,newdevelopment,True,,False,3416.0,True,False,False,False,[],False,False,953000.0,€,True,True,chalet,"El Plantío, Madrid","Chalet adosado en calle Pilar de Andrade. 23 -, 25",,terracedHouse,,,
106422130,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b6/fe/38/1323274759.webp,288504,35,1,276750.0,studio,sale,60.0,True,0,1,Barrio Zona norte,Madrid,Pozuelo de Alarcón,Zona norte,es,Zona norte,40.4508078,-3.808322,False,https://www.idealista.com/inmueble/106422130/,"APARTAMENTO EN ZONA BALLESOL, FRENTE A PARQUE CÁRCAVAS. En el corazón de Pozuelo de Alarcón, este encantador apartamento de 60 m² se presenta como una oportunidad única para quienes buscan comodidad y calidad de vida. El inmueble cuenta con una acogedora habitación simple que ofrece el espacio perfecto para descansar. Su amplio salón, luminoso y bien distribuido, se convierte en el lugar ideal para disfrutar de momentos en familia o con amigos. La cocina, funcional y equipada, permite preparar deliciosas comidas con facilidad. También dispone de un baño completo y un lavadero que suma comodidad a la rutina diaria. NECESITA HACER CAMBIO DE USO DE GERIATRICO A RESIDENCIAL, por parte del comprador en el Ayuntamiento de Pozuelo. Una de las grandes ventajas de este apartamento es su acceso a una fantástica piscina tipo Jacuzzi (Hidromasaje), donde podrás refrescarte en los calurosos días de verano. La finca incluye además un garaje, lo que garantiza la seguridad y disponibilidad de un espacio para tu vehículo. (no incluye Parking) El trastero proporciona un valioso espacio de almacenamiento adicional. La propiedad se encuentra en una primera planta de un edificio catalogado que, a su vez, cuenta con conserje y ascensor, brindando así una sensación de seguridad y confort. Este apartamento destaca no solo por su ubicación, sino también por sus amenidades, como un gimnasio que te ayudará a mantenerte activo sin necesidad de ir a un centro deportivo externo. La zona donde se ubica este inmueble es inmejorable. Situado frente al parque Cárcavas, podrás disfrutar de un entorno natural que invita a paseos y actividades al aire libre. Además, en las cercanías contarás con una variedad de servicios que hacen la vida cotidiana más cómoda, tales como colegios de prestigio y mercados locales donde abastecerte de productos frescos. El ocio no queda atrás, ya que en los alrededores encontrarás numerosas opciones de entretenimiento, restaurantes y cafeterías que enriquecerán tu día a día. En cuanto a la conectividad, la ubicación del apartamento facilita el acceso a diversas líneas de transporte público, lo que te permitirá desplazarte con facilidad hacia el centro de Madrid y otras áreas de interés. No dejes pasar la oportunidad de visitar este atractivo apartamento en zona Ballesol, frente a parque Cárcavas, y hacer de él tu nuevo hogar en Pozuelo de Alarcón. ( El PVP indicado no incluye impuestos ni gastos de Escritura ).  PARA PROPIETARIOS:  ¿Necesitas vender para comprar? te ayudamos coordinándolo todo y con hipoteca cambio de casa. ¿Tienes prisa en vender? te ofrecemos una venta rápida con todas las garantías. ¿Necesitas una hipoteca? en donpiso la encuentras y en condiciones preferentes. ¿Herencias?, ¿Divorcios?, te ayudamos y coordinamos todo. Infórmate:.",False,good,False,True,,4613.0,True,False,False,False,[],False,False,276750.0,€,,,flat,"Zona norte, Pozuelo de Alarcón",Estudio,,studio,,,
108391729,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d0/cf/da/1296242740.webp,5º A,10,5,1820000.0,flat,sale,140.0,True,2,3,"calle Bretón de los Herreros, 23",Madrid,Madrid,Chamberí,es,Nuevos Ministerios-Ríos Rosas,40.4397248,-3.6988035,True,https://www.idealista.com/obra-nueva/108391729/,"Savills presenta Bretón de los Herreros 23. En el corazón de Madrid, se encuentra este exclusivo proyecto con un total de 10 viviendas y 2 áticos.  Una fachada clásica con un toque renovado y contemporáneo son el equilibrio perfecto entre tradición y modernidad. La descripción perfecta de la zona donde se encuentra: Chamberí, sinónimo de historia, vanguardia y comodidad.  La distribución de los espacios está cuidadosamente diseñada para optimizar cada rincón, prestando atención a cada detalle para crear viviendas únicas, manteniendo estándares de calidad. La zona social, integra el salón-comedor con la cocina en un espacio amplio y luminoso, ofreciendo un equilibrio entre funcionalidad y confort.  La zona de descanso destaca por ser un espacio íntimo, donde se entrelazan la elegancia con la sofisticación, completos además con vestidor y baño en suite.  Finalmente, BH23 ofrecerá excepcionales zonas comunes diseñadas para satisfacer las necesidades de los residentes. Destaca su encantador patio inglés, un rincón tranquilo y lleno de luz natural, rodeado de vegetación. Además, contará con una espectacular piscina en la azotea, acompañada de instalaciones diseñadas para el máximo bienestar: sauna, sala de masajes, jacuzzi, cava de vinos y gimnasio, ofreciendo un espacio único para cuidar el cuerpo y la mente en un entorno exclusivo y de confort.  Posibilidad de adquirir plaza de garaje adicional en el mismo edificio.  Obras iniciadas.  Fecha de entrega: último trimestre de 2026.",True,,True,True,False,13000.0,True,False,False,False,[],False,False,1820000.0,€,True,False,flat,"Nuevos Ministerios-Ríos Rosas, Madrid","Piso en calle Bretón de los Herreros, 23",50000.0,,,,
105580539,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/56/02/ba/1256678408.webp,594001,12,3,919000.0,flat,sale,96.0,False,3,3,Barrio Sol,Madrid,Madrid,Centro,es,Sol,40.4205507,-3.7018871,False,https://www.idealista.com/inmueble/105580539/,"Ana Gómez de la Serna de GV | JUSTICIA comercializa el siguiente inmueble: En este distrito histórico y culturalmente inigualable, con combinación única de encanto tradicional y modernidad cosmopolita, se encuentra este piso de 96 metros cuadrados construidos, que siendo interior es muy luminoso.  Cuenta con tres cuartos de dormir, uno de ellos con cuarto de baño en suite. La cocina está equipada con electrodomésticos de alta gama, se vende completamente amueblado con muebles de diseño hechos a medida, acabados en madera y una excelente iluminación mediante luces LED y decorado.  Asimismo cuenta con aire acondicionado y calefacción individual. Dispone de certificado energético. Se adjunta plano. Y.. . con una oferta cultural inigualable que incluye museos de renombre mundial, como el Museo del Prado el Museo Reina Sofía, así como una amplia variedad de tiendas, restaurantes y locales de entretenimiento. Distribución: Salón, cocina americana totalmente equipada, tres habitaciones, una de ellas con baño en suite y dos cuartos de baño.  Esta información no tiene Carácter contractual. Un porcentaje importante de nuestros inmuebles no aparecen publicados por expreso deseo de los propietarios. Para más información sobre más propiedades en esta zona entre en nuestra página web.",False,good,False,True,,9573.0,True,False,False,False,[],False,False,919000.0,€,,,flat,"Sol, Madrid",Piso,,,,,
107280060,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/99/01/52/1308323821.webp,Vivienda 10,13,,1430000.0,chalet,sale,297.0,,3,3,"calle Alicante, 17",Madrid,Pozuelo de Alarcón,Somosaguas,es,Somosaguas,40.4029509,-3.776418,True,https://www.idealista.com/obra-nueva/107280060/,"REDPISO vende en exclusiva un residencial conformado por 10 chalets en una de las zonas más privilegiadas de Pozuelo de Alarcón. Cada chalet cuenta tres cómodas plantas: Planta sótano: con garaje para dos coches y diversas estancias polivalentes. Planta baja recibidor, aseo de cortesía y cocina independiente, salón comedor con salida al jardín con piscina privada. Primera planta con la zona de descanso con tres dormitorios y tres baños. Se corona con la última planta abuhardillada con terrazas desde las que se podrán divisar magníficas vistas. Situados en una parcela que da a tres calles, dando una presencia a la manzana imponente, cada chalet está diseñado con excelentes estándares de calidad con materiales de PORCELANOSA tanto en los cuartos húmedos, cocinas diseñadas al detalle y baños pudiendo verlos en showroom incluso la fachada en un acabado con aplacado que sorprende y con un trámex que da su toque de distinción.  Proyectado por VOLUAR ARQUITECTURA combina a la perfección la máxima funcionalidad con un diseño elegante, brindando la comodidad que tú y tu familia merecéis. Precios a partir de 1.390. 000 euros, sin lugar a dudas una oportunidad única en el mercado. No dudes en solicitar información a nuestros profesionales. Suelo en propiedad con las obras iniciadas. (Sujeto a posibles cambios).",True,newdevelopment,True,,False,4815.0,True,False,False,False,[],False,False,1430000.0,€,True,True,chalet,"Somosaguas, Pozuelo de Alarcón","Chalet pareado en calle Alicante, 17",,semidetachedHouse,,,
108910208,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/de/f4/7d/1358653597.webp,,14,1,300000.0,studio,sale,30.0,True,0,1,Barrio Ciudad Jardín,Madrid,Madrid,Chamartín,es,Ciudad Jardín,40.4464567,-3.6777974,False,https://www.idealista.com/inmueble/108910208/,"Agencia Inmobiliaria de Madrid - Chamartín - Prosperidad Ciudad Jardín - Zona Auditorio - Tecnocasa - Vende Estupendo Estudio completamente reformado en pleno corazón del distrito de Ciudad Jardín El estudio se encuentra actualmente alquilado y esta situado en una de las mejores fincas de ciudad jardín en una zona muy comercial compuesto por salón comedor, cocina independiente y baño completo. Buena finca con portero físico, dos ascensores. Dispone de todo tipo de servicios a menos de 5 minutos andando del centro de salud, Polideportivo Municipal de Pradillo, zonas de recreo, parques, comercios y mercado, supermercados, colegios, guarderías y transporte público. Muy bien comunicado con el centro de la ciudad y el aeropuerto, a 5 minutos andando de las paradas de metro Alfonso XIII, Concha Espina, Prosperidad o Cruz del Rayo y varias líneas de autobuses disponibles en López de Hoyos y Príncipe de Vergara. Cerca de salida M-30 y al Parque de Berlín. La propiedad se ubica en el barrio residencial de Ciudad Jardín, dentro del Distrito de Chamartín, al norte de la capital con acceso directo a la M-30 y a pocos metros de la calle Serrano, Príncipe de Vergara y Paseo de la Castellana.",False,good,False,True,,10000.0,False,False,False,False,[],False,False,300000.0,€,,,flat,"Ciudad Jardín, Madrid",Estudio,,studio,,,
108598825,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/26/5c/f5/1349582568.webp,1,22,,497900.0,chalet,sale,259.0,,5,5,"calle Perez Galdos, 8",Madrid,Quijorna,,es,,40.4304343,-4.0548346,True,https://www.idealista.com/obra-nueva/108598825/,"Inmobiliaria Adaix vende en exclusiva, promoción de 12 chalets pareados en Quijorna, Madrid. Esta exclusiva promoción está ubicada en la Calle Pérez Galdós, nº 8, en una zona tranquila y bien comunicada, ideal para quienes buscan un entorno residencial de calidad. Los chalets son pareados de tres plantas, con una distribución que incluye una habitación en planta baja, ofreciendo máxima comodidad y accesibilidad. Cada unidad cuenta con una superficie construida desde 258 m² y se encuentran en parcelas de entre 410 m² y 455 m² (incluidas zonas comunes ), lo que brinda amplios espacios exteriores para disfrutar en familia. - la planta principal dispone de, amplio salón comedor, aseo, cocina y amplia habitación en suite, con baño completo. - La planta alta encontramos, habitación principal en suite, con amplio vestidor y baño completo, dos habitaciones con armarios empotrados y baño completo. - la planta sótano incluye, amplio garaje para dos coches, cuarto de lavado e instalaciones, sala multiusos y baño completo Dentro de la urbanización, podrá disfrutar de una piscina comunitaria, diseñada para su relajación y esparcimiento. Precios desde 495.000 € (más el impuesto vigente del 10% de IVA). Sistema de Aerotermia con suelo radiante, asegurando una climatización eficiente y sostenible. Carpintería interior en blanco, que aporta luminosidad y modernidad a los espacios. Suelos porcelánicos de primera calidad, ideales tanto por su estética como por su durabilidad. Carpintería exterior en PVC con acristalamiento doble y cámara aislante, garantizando un excelente aislamiento térmico y acústico. La obra se encuentra actualmente al 40% de avance, con las parcelas totalmente libres de cargas. Obras ya comenzadas.",False,newdevelopment,True,,False,1922.0,True,False,False,False,[],False,False,497900.0,€,True,True,chalet,Quijorna,"Chalet pareado en calle Perez Galdos, 8",,semidetachedHouse,,,
106850117,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0a/c4/47/1295825943.webp,AMC10806B,35,6,1200000.0,penthouse,sale,140.0,True,4,2,calle de Américo Castro,Madrid,Madrid,Hortaleza,es,Sanchinarro,40.4965124,-3.6506293,False,https://www.idealista.com/inmueble/106850117/,"RUMAH ALIA presenta el ático que siempre soñaste en Sanchinarro. En lo alto del barrio de Sanchinarro, en la Calle Américo Castro, se encuentra este extraordinario ático, un lugar único que combina diseño, comodidad y unas vistas inigualables. Nada más entrar, este hogar te envuelve con su luminosidad y amplitud. El salón principal es el corazón de la vivienda, un espacio perfecto para descansar o disfrutar de reuniones con amigos y familia. Desde aquí, accedes a una espectacular terraza que rodea el ático, ideal para relajarte, organizar veladas al aire libre o simplemente deleitarte con las vistas abiertas del barrio y los alrededores. La cocina, independiente y práctica, está diseñada para hacer del día a día un placer, con espacio suficiente para explorar tus habilidades culinarias. El dormitorio principal, con su baño en suite, es un refugio de tranquilidad, mientras que los otros tres dormitorios son luminosos y versátiles, ideales para familia, invitados o despacho. Los dos baños completos están equipados con acabados modernos y funcionales. Todos los dormitorios cuentan con amplios armarios empotrados. Este ático no solo destaca por su diseño, sino también por las comodidades que ofrece: aire acondicionado por conductos para una temperatura perfecta todo el año, dos plazas de garaje incluida en el precio y unas zonas comunes que te enamorarán: dos piscinas donde disfrutar del verano, jardines que invitan al relax, un gimnasio y pistas de tenis y de padel para mantenerte en forma y una zona infantil pensada para los más pequeños. Sanchinarro: un barrio con todo lo que necesitas Sanchinarro es uno de los barrios más modernos y consolidados de Madrid, ideal para quienes buscan comodidad y calidad de vida. La zona está rodeada de todos los servicios esenciales: supermercados, colegios, farmacias, restaurantes y centros comerciales como El Corte Inglés de Sanchinarro. Además, cuenta con zonas verdes y espacios para el ocio, lo que lo convierte en un lugar perfecto para familias y profesionales. Excelentes comunicaciones Ya sea en transporte público o en coche, este ático está perfectamente comunicado. Muy cerca se encuentran varias líneas de autobuses y la estación de Metro Ligero (ML1), que conecta rápidamente con el resto de la ciudad. Además, las conexiones por carretera son inmejorables, con acceso directo a la A-1, M-30, M-40 y M-11, lo que facilita los desplazamientos tanto al centro de Madrid como al aeropuerto Adolfo Suárez Madrid-Barajas. Tu nuevo hogar en Sanchinarro Este ático es mucho más que una vivienda, es un espacio donde disfrutar de cada momento y construir nuevos recuerdos. Su terraza, sus vistas y su entorno lo convierten en el lugar perfecto para quienes buscan calidad de vida. ¡Ven a visitarlo y déjate conquistar por todo lo que tiene para ofrecerte!",True,good,False,True,,8571.0,True,False,False,False,[],False,False,1200000.0,€,True,True,flat,"Sanchinarro, Madrid",Ático en calle de Américo Castro,,penthouse,,,
106792684,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bd/f4/33/1294156969.webp,4º B,9,4,1410000.0,penthouse,sale,149.0,True,3,2,"calle Hernández de Tejada, 10",Madrid,Madrid,Ciudad Lineal,es,San Pascual,40.447159,-3.6505592,True,https://www.idealista.com/obra-nueva/106792684/,"Bienvenidos a Hernández de Tejada 10, una exclusiva promoción residencial creada para quienes buscan algo más que una vivienda; un estilo de vida único. Situada en el corazón de Arturo Soria, al norte de Madrid, ofrece 12 viviendas únicas de 2 y 3 dormitorios que combinan diseño y funcionalidad. Cada espacio ha sido diseñado por y para las personas maximizando la comodidad y el bienestar. Cuenta con salones amplios conectados a cocinas de diseño, terrazas que abren el horizonte. de Arturo Soria, dormitorios impregnados de luz natural con dos baños – uno de ellos en suite – y, opciones de bajos con jardín privado o áticos con terraza. Todas las viviendas contaran además con plaza de garaje y trastero. Situado en el corazón de Arturo Soria, Hernández deTejada 10 ofrece una ubicación privilegiada que combina tranquilidad y accesibilidad en una de las zonas más codiciadas de Madrid. Un residencial que ofrece zonas comunes pensadas para el descanso y la privacidadad: una entrada que refleja la exclusividad del proyecto, áreas ajardinadas que invitan a desconectar del ritmo urbano y una terraza común con lámina de agua y solárium que genera una comunidad activa. Arturo Soria es sinónimo de calidad de vida; amplias zonas verdes, excelentes conesxiones de transporte y gran oferta de servicios y comodidades. Vivir aqui significa disfrutar de lo mejor de Madrid, en un entorno dinámico con tiendas y restaurantes de alto nivel, centros sanitarios de referencia y los mejores colegios públicos y privados que ofrecen una educación de calidad como el Liceo Francés, Montessori High Schollo, san José del Parque o el Colegio. Ramón y Cajal, garantizando una experiencia en todos los aspectos de la vida diaria.",False,newdevelopment,True,True,False,9463.0,True,False,False,False,[],False,False,1410000.0,€,True,True,flat,"San Pascual, Madrid","Ático en calle Hernández de Tejada, 10",,penthouse,,,
108002831,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6d/d5/aa/1330833961.webp,P2 7B,20,7,570000.0,duplex,sale,146.0,True,3,2,"del Este, 30",Madrid,Madrid,Vicálvaro,es,Los Berrocales,40.3694193,-3.5852243,True,https://www.idealista.com/obra-nueva/108002831/,"¡OBRAS INICIADAS! SOLO QUEDAN ÁTICOS ITACA es un residencial de obra nueva compuesto por 45 viviendas de 2 y 3 dormitorios con garaje y trastero, en un edificio de 8 alturas y una planta baja destinada a uso comercial. Todas las viviendas son exteriores y cuentan con terrazas, muy amplias en el caso de los áticos. Tanto el interior como el exterior del edificio han sido diseñados bajo altos estándares de sostenibilidad y calidad, incluyendo fuentes de energía renovables como paneles solares fotovoltaicos de apoyo a la producción energética del edificio y aerotermia para la producción de agua caliente, calefacción y climatización que se distribuirá mediante suelo radiante/refrescante. Además, podrás personalizar varios acabados de tu nueva casa, como el pavimento general o elegir entre distintos ambientes de baño.  La urbanización contará con zonas comunes ajardinadas, una piscina para refrescarse en verano y una sala multiusos para disfrute de la comunidad. Este nuevo proyecto, que se desarrolla en régimen de cooperativa, se ubica en la fase 1 de Los Berrocales, uno de los grandes desarrollos del sureste. Este nuevo ámbito tiene una ubicación estratégica al este de Madrid. Delimitado por la A3 y la M45, se encuentra a tan sólo 15 minutos del centro de Madrid en coche y muy próximo al Centro Comercial La Gavia, destacando también sus comunicaciones por transporte público dada su cercanía al metro y paradas de autobuses. Un nuevo barrio donde se prevé la construcción de más de 22.000 viviendas, además de destinar dos millones de metros cuadrados a zonas verdes y con espacio para comercios y servicios públicos tales como colegios, hospitales o polideportivos, sumando a esto un área dedicada a negocios. ¿Quieres formar parte de este nuevo proyecto? Visita nuestra oficina de ventas, te atendemos con cita previa en Los Berrocales (Autovía A3, Valencia-Madrid, km 11,250. 28051 – Madrid. Entrada por la vía de servicio A3, dirección Madrid).",False,newdevelopment,True,True,False,3904.0,False,False,False,False,[],False,False,570000.0,€,True,True,flat,"Los Berrocales, Madrid","Dúplex en del Este, 30",,duplex,,,
