propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,newDevelopmentFinished,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.parkingSpacePrice,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108709165,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/59/9b/6a/994505575.webp,P3 BJ B,12,bj,699995.0,flat,sale,197.0,True,3,2, Atenas esquina con Avenida de Lazarejo s/n,Madrid,Las Rozas de Madrid,El Cantizal,es,El Cantizal,40.51704,-3.92452,True,https://www.idealista.com/obra-nueva/108709165/,"ÚLTIMA VIVIENDA DISPONIBLE  Vivienda de 3 dormitorios con un maravilloso jardín de 80 metros y terraza cubierta de 35, super luminosa porque podrás salir al exterior desde cualquiera de las estancias gracias a sus ventanas balconeras.  Incluye dos plazas de garaje y un trastero. Residencial Atenas cuenta con un estilo moderno, de espacios abiertos, donde hemos cuidado hasta el mínimo detalle y cuenta con maravillosas zonas comunes para que disfrutes de tu ocio: una piscina desbordante orientada al sur con una gran zona de solárium, o las zonas indoor, iluminados por un patio inglés que harán vuestra delicia. Tendrás el máximo confort ya que los sistemas energéticos eficientes que se han contemplado te permitirán un menor consumo, un mayor ahorro y un mayor confort, como la aerotermia o suelo radiante-refrigerante, entre otras. Residencial Atenas se encuentra en la confluencia de las dos avenidas principales de El Cantizal, Atenas y Lazarejo, donde lo tendrás todo: seguridad, naturaleza, comunicaciones y un entorno con servicios exclusivos con colegios, espacios deportivos, ocio, zonas comerciales.. . Calidad de vida y bienestar a tan solo 25 Km de Madrid y estarás perfectamente comunicado mediante transporte privado, con conexiones a la A-6, M-50 y M-505, y transporte público, con paradas de autobús en la puerta de la urbanización y la estación de cercanías a escasos 10 minutos. *** Las infografías mostradas son orientativas y carecen de carácter contractual, pudiendo ser variadas por función de las exigencias técnicas, jurídicas o por decisiones tomadas adoptadas en Asamblea. El Anteproyecto está en fase de desarrollo. Durante el desarrollo del proyecto, la dirección facultativa por motivos técnicos o administrativos se reserva el derecho de efectuar algunas modificaciones en distribuciones, dimensiones, superficies y materiales, sin que ello suponga disminución en la calidad de los materiales.",False,newdevelopment,True,True,False,3553.0,True,False,False,False,[],False,False,699995.0,€,True,True,flat,"El Cantizal, Las Rozas de Madrid",Piso en  Atenas esquina con Avenida de Lazarejo s/n,,,,,
108375531,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f6/b0/2c/1341909967.webp,,15,2,284634.0,flat,sale,103.0,True,3,2,"calle Poligono UZP0202 los Cerros, 392",Madrid,Madrid,Vicálvaro,es,Los Cerros,40.40581,-3.54043,True,https://www.idealista.com/obra-nueva/108375531/,"Cooper los Cerros es un proyecto de 80 viviendas VPPL de 2 y 3 dormitorios con salón, terraza, plaza de garaje y trastero. Los Cerros está proyectado como el nuevo barrio verde del sureste de Madrid, en Vicálvaro, con 4,7 millones de metros cuadrados de superficie. Es un proyecto urbanístico que integra un modelo residencial moderno con grandes espacios naturales, con el objetivo de ofrecer un modo de vida saludable, cómodo y de calidad. El diseño de estas viviendas ha priorizado el espacio y la luminosidad en cada rincón, pensadas para ofrecer un alto grado de comodidad y funcionalidad en sus múltiples detalles.  Con grandes ventanas y espacios diáfanos, invita a la luz natural a inundar sus interiores creando una atmósfera de amplitud. Además, cuenta con plaza de garaje, trastero y zonas comunes: piscina y zona infantil.",False,newdevelopment,True,True,False,2763.0,True,False,False,False,[],False,False,284634.0,€,True,True,flat,"Los Cerros, Madrid","Piso en calle Poligono Uzp0202 los Cerros, 392",,,,,
108709614,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e0/07/25/1352809678.webp,4267,58,5,650000.0,flat,sale,76.0,True,2,1,calle de Segovia,Madrid,Madrid,Arganzuela,es,Imperial,40.412358,-3.7167933,False,https://www.idealista.com/inmueble/108709614/,"TORALIA CAPITAL presenta Luminoso piso en planta alta con vistas al Palacio Real – Calle de Segovia Descubre esta joya en pleno corazón de Madrid: un precioso piso de 76 m² situado en la sexta y última planta de un edificio con ascensor en la emblemática Calle de Segovia. La vivienda destaca por su luz natural y sus impresionantes vistas al Palacio Real, que se pueden disfrutar desde dos balcones exteriores. El piso cuenta con una distribución cómoda y funcional: Dos dormitorios amplios y tranquilos Un gran salón ideal para relajarse o recibir invitados Una cocina independiente equipada Un baño completo Gracias a su altura, la vivienda ofrece un entorno muy silencioso y privado, ideal para quienes valoran la paz sin renunciar a vivir en el centro de la ciudad. Ubicación privilegiada La Calle de Segovia es una zona histórica y con mucho encanto, a solo unos pasos de La Latina, Madrid Río, el Viaducto, y el Campo del Moro. Es perfecta para pasear, disfrutar de terrazas, cultura y zonas verdes. Excelentes comunicaciones Metro: Línea 5 (La Latina) y Línea 6 (Puerta del Ángel) a pocos minutos Autobuses: Varias líneas pasan por la zona, conectándote con el resto de la ciudad Fácil acceso a la M-30 y a la zona centro a pie Una vivienda con carácter, vistas únicas y una ubicación inmejorable. Ideal tanto para vivir como para invertir.",True,good,False,True,,8553.0,True,False,True,False,[],False,False,650000.0,€,,,flat,"Imperial, Madrid",Piso en calle de Segovia,,,695000.0,45000.0,6.0
107259191,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0b/9f/a2/1355990358.webp,3A,13,3,362000.0,flat,sale,122.0,True,3,2,"calle Talco, 82",Madrid,Madrid,Villaverde,es,Villaverde Alto,40.344063,-3.7153127,True,https://www.idealista.com/obra-nueva/107259191/,"INICIO DE OBRA EN SEPTIEMBRE 2025 75% YA RESERVADO  Esta vivienda ofrece la posibilidad de hacerla a tu medida por el mismo precio: Puedes elegir tener una vivienda de 3 dormitorios y cocina americana. O convertirla en una de 2 dormitorios con uno de ellos en suite de 20m2 o con cocina y el salón independientes. Sin coste adicional. Tú eliges. Además incluye balcón. Plaza de garaje a parte a 17.000 €. El edificio Talco cuenta con viviendas de 1, 2 y 3 dormitorios y 600 m2 de espacios comunes: terraza en azotea, huerto urbano, dos locales multiusos y lavandería, entre otros. Un edificio con certificado energético A para ahorrar en la factura de la luz, gracias a su diseño eficiente y producción de energía solar. Las zonas comunes incluyen más de 170 m2 en azotea con terraza, con un local y huerto urbano. Y en planta baja, cuenta con 400 m2 que incluyen un gran soportal con patio y jardín, un local para usos múltiples (coworking, cocina o sala de juegos), lavandería y parking de bicis. Contacta para conocer todos los detalles y hacer tu reserva.",False,newdevelopment,True,True,False,2967.0,True,False,False,False,[],False,False,362000.0,€,True,False,flat,"Villaverde Alto, Madrid","Piso en calle Talco, 82",17000.0,,,,
106908894,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/19/d5/bd/1298298389.webp,2ºB,7,2,350000.0,flat,sale,70.0,True,1,1,"Esperanza Sanchez Carrascosa, 43",Madrid,Madrid,Tetuán,es,Valdeacederas,40.4686023,-3.7023547,True,https://www.idealista.com/obra-nueva/106908894/,"¡Obra Nueva en Calle Esperanza Sánchez Carrascosa 43! Te presentamos una oportunidad inmejorable para estrenar tu nuevo hogar en una de las zonas con mayor proyección de Madrid. Este nuevo desarrollo ofrece viviendas modernas y funcionales de 1 dormitorio con cocina americana. Además, algunas de las viviendas cuentan con balcones o terrazas, perfectos para disfrutar del aire libre sin salir de casa. Características de las viviendas: Dormitorio: Diseñado para aprovechar al máximo cada espacio, ofreciendo un ambiente acogedor y práctico.  Cocina americana: Concepto abierto que integra la cocina con el salón, ideal para quienes disfrutan de espacios amplios y fluidos. Balcones privados: Un espacio al aire libre para relajarse, tomar el sol o disfrutar de una vista urbana. Trasteros: Optimiza el espacio de tu hogar con los trasteros, diseñados para almacenar de forma práctica y discreta. Aprovecha cada rincón de la casa sin comprometer la estética, manteniendo tus pertenencias organizadas y al alcance. Descripción del entorno: El barrio de Tetuán es una zona vibrante y en continuo desarrollo, que combina la autenticidad de sus calles con una oferta moderna de servicios. La calle Sánchez Carrascosa está situada en una localización estratégica, ofreciendo fácil acceso a una gran variedad de servicios y conexiones. Servicios Centros Comerciales: A pocos minutos se encuentra el Centro Comercial La Vaguada y numerosas tiendas de barrio, brindando opciones de compras y ocio para todos los gustos.  Supermercados: En las proximidades de la calle, encontrarás supermercados como Mercadona a tan solo 15 minutos andando, supermercados Dia a 13 minutos andando y por último Carrefour Express a tan solo 9 minutos, facilitando las compras diarias a los residentes.  Colegios: La oferta educativa de la zona es amplia, destacando el CEIP Juan Ramón Jiménez y el Colegio Corazón Divino, ideales para familias. Accesibilidad y Transporte Transporte Público: La calle Sánchez Carrascosa goza de una excelente comunicación a través de las estaciones de metro Valdeacederas (L1) y Ventilla (L9), además de varias líneas de autobuses que conectan con el centro y otras áreas de Madrid. Conexión con vías principales: Fácil acceso a la M-30 y la A-6, lo que permite una rápida salida de la ciudad y facilita la movilidad por Madrid en transporte privado. Proximidad al centro: Su ubicación permite llegar al centro de Madrid en menos de 15 minutos, lo que es ideal para quienes trabajan o estudian en el corazón de la ciudad. Espacios Verdes y Ocio Parques y Zonas Recreativas: La cercanía al Parque Rodríguez Sahagún a tan solo 11 minutos andando y a la Plaza de la remonta a 15 minutos andando, ofrece espacios perfectos para el ejercicio al aire libre, paseos y actividades recreativas para todas las edades.  Ocio y Restauración: Tetuán cuenta con una gran oferta gastronómica que incluye restaurantes de cocina local e internacional, así como bares y cafeterías que animan la vida social del barrio. Eficiencia y Ahorro Energético Este proyecto ha sido diseñado con un enfoque en la sostenibilidad, ofreciendo viviendas con una calificación energética B en consumo y A en emisiones, logrando un ahorro considerable y un menor impacto ambiental. Algunas de las soluciones implementadas incluyen:  • Sistema de aerotermia: Tecnología eficiente para la climatización y calefacción.  • Aislamiento térmico SATE: Garantiza confort térmico y acústico, mejorando el bienestar en cada vivienda. En definitiva, este desarrollo no solo te ofrece un hogar, sino un estilo de vida lleno de comodidad y modernidad. Las viviendas están construidas con materiales de alta calidad y un diseño actual, pensados para proporcionar luz, funcionalidad y confort.",False,newdevelopment,True,True,False,5000.0,True,False,False,False,[],False,False,350000.0,€,,,flat,"Valdeacederas, Madrid","Piso en Esperanza Sanchez Carrascosa, 43",,,,,
106127288,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/93/32/bb/1284392267.webp,Ático B,10,4,393000.0,penthouse,sale,76.0,True,1,1,"de Villaamil, 68",Madrid,Madrid,Tetuán,es,Berruguete,40.4610209,-3.7079215,True,https://www.idealista.com/obra-nueva/106127288/,"ÚLTIMAS VIVIENDAS promoción de obra nueva Villaamil 68. Entrega prevista finales de 2026. El edificio Villaamil 68 se sitúa en el noroeste de Madrid, una zona en continua transformación y modernización. Con amplias zonas verdes a tan sólo unos pasos, la zona dispone de centros educativos, comercio de barrio y centros comerciales relevantes como La Vaguada y Caleido. Las estaciones de la red de metro en las proximidades, la estación de Chamartín y el rápido acceso a la M30, proporcionan unas inmejorables comunicaciones. El Hospital Universitario La Paz completa una ubicación excelente. De la memoria de calidades cabe destacar el inmejorable aislamiento tanto térmico como acústico de las viviendas, así como el sistema de calefacción por aerotermia mediante suelo radiante y refrescante, lo que dota a las viviendas de un considerable ahorro energético. Las cocinas se entregan amuebladas con muebles altos y bajos, vitrocerámica, campana y fregadero. Los baños se entregan con mueble-lavabo y espejo. Contáctenos para más información y descubra las ventajas de vivir en la capital.",False,newdevelopment,True,True,False,5171.0,True,False,False,False,[],False,False,393000.0,€,,,flat,"Berruguete, Madrid","Ático en de Villaamil, 68",,penthouse,,,
108101377,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d1/c6/be/1333857694.webp,1º TIPO 05,16,1,1016000.0,flat,sale,125.0,True,3,3,"Calle Mazarredo, 18",Madrid,Madrid,Arganzuela,es,Imperial,40.4123328,-3.7184384,True,https://www.idealista.com/obra-nueva/108101377/,"Un lugar que te cambiará la vida.  Magnifico proyecto de obra nueva de Darya Homes en en una ubicación privilegiada, entre el Palacio Real, Madrid Río y La Latina.  Evela es un edificio 52 viviendas todas exteriores de 1, 2 y 3 dormitorios con una impresionante piscina en azotea con vistas al Palacio, además de garaje y trastero.  Una ubicación incomparable que pone a tu alcance todo lo que hace a Madrid único. Rodeado de una exclusiva oferta cultural, gastronómica y de ocio, este edificio te ofrece lo mejor de la ciudad. Un proyecto de la arquitecta Sara de la Mata, diseña viviendas luminosas y acogedoras, pensadas para transmitir sensación de calidez desde el primer momento, amplias terrazas y balcones que te invitan a disfrutar del cielo de Madrid desde casa.   Los compradores podrán contar con nuestro servicio de Darya Custom para personalizar su vivienda.",False,newdevelopment,True,True,False,8128.0,True,False,False,False,[],False,False,1016000.0,€,True,False,flat,"Imperial, Madrid","Piso en Calle Mazarredo, 18",25000.0,,,,
107259083,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/da/29/1a/1355985750.webp,1A,13,1,346500.0,flat,sale,122.0,True,2,2,"calle Talco, 82",Madrid,Madrid,Villaverde,es,Villaverde Alto,40.344063,-3.7153127,True,https://www.idealista.com/obra-nueva/107259083/,"INICIO DE OBRA EN SEPTIEMBRE 2025 75% YA RESERVADO  Esta vivienda ofrece la posibilidad de hacerla a tu medida por el mismo precio: Puedes elegir tener 1 dormitorio en suite de 20m2 o que la cocina y el salón sean independientes. O incluso, convertirla en una vivienda de 3 dormitorios.  Sin coste adicional. Tú eliges. Además incluye balcón. Plaza de garaje a parte a 17.000 €. El edificio Talco cuenta con viviendas de 1, 2 y 3 dormitorios y 600 m2 de espacios comunes: terraza en azotea, huerto urbano, dos locales multiusos y lavandería, entre otros. Un edificio con certificado energético A para ahorrar en la factura de la luz, gracias a su diseño eficiente y producción de energía solar. Las zonas comunes incluyen más de 170 m2 en azotea con terraza, con un local y huerto urbano. Y en planta baja, cuenta con 400 m2 que incluyen un gran soportal con patio y jardín, un local para usos múltiples (coworking, cocina o sala de juegos), lavandería y parking de bicis. Contacta para conocer todos los detalles y hacer tu reserva.",False,newdevelopment,True,True,False,2840.0,True,False,False,False,[],False,False,346500.0,€,True,False,flat,"Villaverde Alto, Madrid","Piso en calle Talco, 82",17000.0,,,,
104907252,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/95/2c/8b/1235513892.webp,3°A,13,3,3777000.0,flat,sale,193.0,True,3,2,"calle Hermosilla, 60",Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4260273,-3.6804088,True,https://www.idealista.com/obra-nueva/104907252/,"Situado en Madrid, en el corazón del Barrio de Salamanca, Hermosilla 60 es una exclusiva promoción de viviendas prime, donde la arquitectura y la historia conviven con la modernidad de una de las zonas más codiciadas de la capital. 14 viviendas, totalmente personalizables, con unas calidades extraordinarias, y los servicios más modernos y exclusivos contemporáneos: zona de aguas, jardín interior, piscina y gimnasio. La unión entre ubicación, exclusividad, comodidad y arquitectura convierte a Recoletos en el distrito más deseado en la capital de España. La variedad de ocio es tan diversa como las calles que rodean el edificio. Desde clásicos establecimientos madrileños, santuarios de las marcas de moda más exclusivas, hasta acogedores bistrós y restaurantes internacionales, que reflejan la parte más cosmopolita. Con una fachada clásica que refleja la esencia del siglo XIX, el edificio se convierte en un refugio que honra su carácter tradicional, a la vez que se integra en el presente más vanguardista. Con zonas ajardinadas y rincones acogedores, el rooftop es el lugar perfecto para vivir momentos inolvidables en el centro de Madrid. Los exclusivos áticos de Hermosilla 60, dos joyas arquitectónicas que alzan la singularidad y la calidad de esta promoción.",False,,True,True,False,19570.0,True,False,False,False,[],False,False,3777000.0,€,,,flat,"Recoletos, Madrid","Piso en calle Hermosilla, 60",,,,,
107280013,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c0/c6/6c/1308323903.webp,Vivienda 5,13,,1485000.0,chalet,sale,318.0,,3,3,"calle Alicante, 17",Madrid,Pozuelo de Alarcón,Somosaguas,es,Somosaguas,40.4029509,-3.776418,True,https://www.idealista.com/obra-nueva/107280013/,"REDPISO vende en exclusiva un residencial conformado por 10 chalets en una de las zonas más privilegiadas de Pozuelo de Alarcón. Cada chalet cuenta tres cómodas plantas: Planta sótano: con garaje para dos coches y diversas estancias polivalentes. Planta baja recibidor, aseo de cortesía y cocina independiente, salón comedor con salida al jardín con piscina privada. Primera planta con la zona de descanso con tres dormitorios y tres baños. Se corona con la última planta abuhardillada con terrazas desde las que se podrán divisar magníficas vistas. Situados en una parcela que da a tres calles, dando una presencia a la manzana imponente, cada chalet está diseñado con excelentes estándares de calidad con materiales de PORCELANOSA tanto en los cuartos húmedos, cocinas diseñadas al detalle y baños pudiendo verlos en showroom incluso la fachada en un acabado con aplacado que sorprende y con un trámex que da su toque de distinción.  Proyectado por VOLUAR ARQUITECTURA combina a la perfección la máxima funcionalidad con un diseño elegante, brindando la comodidad que tú y tu familia merecéis. Precios a partir de 1.390. 000 euros, sin lugar a dudas una oportunidad única en el mercado. No dudes en solicitar información a nuestros profesionales. Suelo en propiedad con las obras iniciadas. (Sujeto a posibles cambios).",True,newdevelopment,True,,False,4670.0,True,False,False,False,[],False,False,1485000.0,€,True,True,chalet,"Somosaguas, Pozuelo de Alarcón","Chalet pareado en calle Alicante, 17",,semidetachedHouse,,,
108497320,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c6/2a/b8/1346666312.webp,,9,6,675000.0,penthouse,sale,123.0,True,1,1,"calle RICARDO DAMAS, 9",Madrid,Madrid,Arganzuela,es,Legazpi,40.3863683,-3.6938002,True,https://www.idealista.com/obra-nueva/108497320/,"¡Últimos 2 Áticos en venta!   Descubre la exclusividad en el corazón de Madrid con los dos últimos áticos disponibles en la prestigiosa promoción Living Rio Madrid. Ubicados en el vibrante barrio de Legazpi, en el distrito de Arganzuela, estos áticos ofrecen una combinación perfecta de diseño contemporáneo, confort y vistas inigualables al río Manzanares  Comodidades de la Promoción: •Piscina comunitaria rodeada de zonas verdes. •Sistema de domótica integrado para un control total de tu hogar. •Eficiencia energética A gracias a sistemas de aerotermia. •Garaje privado y trastero incluidos  Ubicación Inmejorable: Situados en Calle Ricardo Damas 9, esta promoción te coloca a pasos del Parque Madrid Río, ofreciendo una vida urbana con acceso a espacios verdes, cultura y ocio. Excelentes conexiones de transporte y proximidad a las principales arterias de la ciudad.",False,newdevelopment,True,True,False,5488.0,True,False,False,False,[],False,False,675000.0,€,True,True,flat,"Legazpi, Madrid","Ático en calle Ricardo Damas, 9",,penthouse,,,
108101639,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c4/cb/24/1333866405.webp,3º TIPO 01,16,3,1071000.0,flat,sale,115.0,True,3,3,"Calle Mazarredo, 18",Madrid,Madrid,Arganzuela,es,Imperial,40.4123328,-3.7184384,True,https://www.idealista.com/obra-nueva/108101639/,"Un lugar que te cambiará la vida.  Magnifico proyecto de obra nueva de Darya Homes en en una ubicación privilegiada, entre el Palacio Real, Madrid Río y La Latina.  Evela es un edificio 52 viviendas todas exteriores de 1, 2 y 3 dormitorios con una impresionante piscina en azotea con vistas al Palacio, además de garaje y trastero.  Una ubicación incomparable que pone a tu alcance todo lo que hace a Madrid único. Rodeado de una exclusiva oferta cultural, gastronómica y de ocio, este edificio te ofrece lo mejor de la ciudad. Un proyecto de la arquitecta Sara de la Mata, diseña viviendas luminosas y acogedoras, pensadas para transmitir sensación de calidez desde el primer momento, amplias terrazas y balcones que te invitan a disfrutar del cielo de Madrid desde casa.   Los compradores podrán contar con nuestro servicio de Darya Custom para personalizar su vivienda.",False,newdevelopment,True,True,False,9313.0,True,False,False,False,[],False,False,1071000.0,€,True,False,flat,"Imperial, Madrid","Piso en Calle Mazarredo, 18",25000.0,,,,
108912337,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e2/8b/cf/1358726740.webp,1293,18,,237999.0,flat,sale,36.0,False,1,1,calle Galería Vallehermoso,Madrid,Madrid,Chamberí,es,Vallehermoso,40.4409436,-3.7086106,False,https://www.idealista.com/inmueble/108912337/,"AC HOME presenta una fantástica oportunidad en el barrio de Chamberí en Madrid Centro, situada cerca de dotaciones comerciales, colegios, parada bus y parques.  La vivienda se encuentra situada en una primera planta; está compuesta por 33 metros cuadrados útiles que se distribuyen de la siguiente manera:  Un Hall recibidor el cual cuenta con un armario a medida y desde el que accedemos a dos estancias; De frente nos encontramos el salón, el que destacamos una gran peculiaridad; Este, está unido a la Cocina a través de un pasaplatos y un arco abierto lo que hace de ambas estancias un espacio diferente.   A mano izquierda tenemos el dormitorio principal con la cama en altura perfecto para poder aprovechar el espacio.   Un baño completo con bañera Carpintería interior en roble pintado en blanco y suelos en Tarima; exterior aluminio.  Calefacción Individual de Gas Natural.   La vivienda en general se caracteriza, su buena ubicación y su buen aprovechamiento de los metros con los que cuenta.  El Barrio de Chamberí, situado en Madrid capital, tiene fácil acceso a la M-30 y a las principales avenidas de la capital. Muy bien comunicado por Bus, Renfe y metro teniendo la parada Islas Filipinas, Canal y Ríos Rosas a escasos  minutos. En su entorno también podemos encontrar, locales de restauración y de ocio.   En AC HOME, nos ponemos a su disposición para poder ayudarle en la compra de su vivienda, contamos con departamento financiero propio.",False,good,False,True,,6611.0,False,False,False,False,[],False,False,237999.0,€,,,flat,"Vallehermoso, Madrid",Piso en calle Galería Vallehermoso,,,,,
107943674,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c7/00/40/1329047323.webp,IG288136,6,bj,265000.0,flat,sale,132.0,False,1,1,avenida de Madrid,Madrid,San Sebastián de los Reyes,Sta. Bárbara-La Zaporra,es,,40.5482478,-3.6388674,False,https://www.idealista.com/inmueble/107943674/,"Gilmar zona Norte - Santo Domingo. les Presentamos un magnífico loft de 132 metros cuadrados construidos, ubicado en una zona privilegiada de San Sebastián de los Reyes, en el distrito A-1 (Norte). Este espacio ofrece una excelente oportunidad de inversión con la posibilidad de dividir en dos áreas diferentes. El loft se encuentra estratégicamente situado en una zona de gran afluencia, a solo 3 minutos de la estación de metro y cercanias (Línea 10). Además, las líneas de autobús más cercanas son la 152C y la 171, que conectan de manera eficiente con distintos puntos de la ciudad y alrededores. San Sebastián de los Reyes es conocido por su excelente infraestructura y servicios. Asimismo, en los alrededores se encuentra el centro comercial Plaza Norte 2, uno de los más grandes y completos de la Comunidad de Madrid, que ofrece una amplia variedad de tiendas, restaurantes y opciones de entretenimiento. Este loft con distribución diáfana permite una gran flexibilidad para adaptarlo a diferentes espacios, posibilida de 2 o 3 espacios diferentes, Aunque no dispone de garaje, su precio competitivo de 265,000 euros y la versatilidad del espacio lo convierten en una opción muy atractiva. San Sebastián de los Reyes es una localidad que combina lo mejor de la vida urbana con un ambiente tranquilo y seguro. Con una rica oferta cultural, deportiva y de ocio, es un lugar ideal tanto para vivir como para emprender un negocio. Sus amplias zonas verdes, parques y áreas recreativas proporcionan un entorno agradable para todas las edades. Además, la proximidad a Madrid y las excelentes conexiones de transporte lo convierten en una ubicación muy demandada. Desde 1983, GILMAR se ha dedicado a ayudar a sus clientes a encontrar la casa de sus sueños y la mejor inversión inmobiliaria. Con un equipo de profesionales altamente cualificados y una amplia cartera de propiedades, GILMAR se ha consolidado como una de las principales compañías inmobiliarias en España. Para más información sobre este inmueble, por favor contacta con nuestro equipo en la oficina de Santo Domingo, ubicada en el Centro Comercial Santo Domingo, Local 11, Avda. de Guadalix, 37, 28120, Santo Domingo (Madrid). Teléfono: Correo electrónico:.",False,renew,False,False,,2008.0,True,False,False,False,[],False,False,265000.0,€,,,flat,"Sta. Bárbara-La Zaporra, San Sebastián de los Reyes",Piso en avenida de Madrid,,,,,
98245054,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/55/2d/93/1289244888.webp,263421,37,,1250000.0,chalet,sale,600.0,,5,5,Castillo - Campodón,Madrid,Villaviciosa de Odón,Castillo - Campodón,es,,40.3574252,-3.875381,False,https://www.idealista.com/inmueble/98245054/,"CAMPODON - VILLAVICIOSA  Esta casa te va a enamorar desde el primer minuto!. hoy presentamos un fabuloso chalet independiente de mas de 630m2 construidos y habitables sobre una parcela de 1.850 m2. Una selecta joya arquitectónica diseñada al milímetro con materiales de altísima calidad ya que la propiedad fue en su vida empresarial un prestigioso constructor. CARACTERÍSTICAS. En la parcela se erige imponente esta vivienda de tres alturas con un total de 630 metros útiles. Accedemos por un luminoso y amplio hall que conecta con un salón principal a la izquierda, amplio y cuadrado, con un pantone en estuco italiano de alto brillo digno de las casas mas exclusivas, parquet natural flotante en roble con marquetería en el mismo suelo en toda la planta que le da un toque de diferenciación y de calidad, elegancia, todo maderas nobles, el distribuidor principal nos da acceso a las escaleras de madera maciza desde la planta sótano hasta la zona de dormitorios en cerezo macizo, con toda la pasamanería en madera a juego... que nos lleva a todas las plantas. En esta estancia superior encontramos 5 dormitorios totalmente equipados con su climatización,Esta magnífica urbanización se sitúa en la mejora residencial CAMPODÓN sita en el precioso municipio de Villaviciosa de Odon, al sur-oeste de Madrid, escasos minutos del Castillo de Villaviciosa de Odon, Casa Godoy, colegios, supermercados y un ambiente de naturaleza que adquirió este municipio unico en la comunidad de madrid. Campodon es prestigio, reconocimiento y popularidad es un entorno natural de belleza extraordinaria con arboleda que los propietarios han plantado y una serie de arboles frutales que hacen un jardín único, una parcela con piscina rectangular con depuración por hidrolisis (depuración por sal) no utiliza ni cloro ni aditivos artificiales que protegen la piel de los usuarios, climatización por calefacción diesel y aire acondicionado en toda la casa. UBICACION:  con todo tipo de servicios al su alrededor, colegios, supermercados, centros de salud, transporte público, cafés, restaurantes y buenas conexiones con el principal vial de la comarca, la autopista M50 y A5. Asimismo está situado a 20 minutos del centro de Madrid. En esta comarca bañada por la frondosidad de un bosque natural con el arroyo madre que podrás visitar andando y haciendo running y toda una zona de parque natural que vale la pena disfrutar intensamente. Estamos ante una vivienda de ensueño. colegios, supermercados, centros de salud, transporte público, cafés, restaurantes y buenas conexiones con el principal vial de la comarca, la autopista M50 y A5. Asimismo está situado a 20 minutos del centro de Madrid. es una casa de ensueño. llama ahora!. llama ya! y te informamos  Precio negociable.  ( El PVP indicado no incluye impuestos ni gastos de Escritura ).  PARA PROPIETARIOS:  ¿Necesitas vender para comprar? te ayudamos coordinándolo todo y con hipoteca cambio de casa. ¿Tienes prisa en vender? te ofrecemos una venta rápida con todas las garantías. ¿Necesitas una hipoteca? en donpiso la encuentras y en condiciones preferentes. ¿Herencias?, ¿Divorcios?, te ayudamos y coordinamos todo. Infórmate:.",False,good,False,,,2083.0,True,False,True,False,[],False,False,1250000.0,€,True,True,chalet,"Castillo - Campodón, Villaviciosa de Odón",Casa independiente,,independantHouse,,,
