propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,parkingSpace.parkingSpacePrice
106006394,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/37/68/65/1272948906.webp,VG-198000,62,3,1850000.0,flat,sale,312.0,True,4,6,calle de Luis Martinez Feduchi,Madrid,La Moraleja,Encinar de los Reyes,es,,40.5001316,-3.638256,False,https://www.idealista.com/inmueble/106006394/,"Gilmar Consulting Inmobiliario ofrece, espectacular piso totalmente actualizado de 312 metros, en una de las mejores urbanizaciones de El Encinar de los Reyes. Al acceder a esta exclusiva vivienda, destaca la majestuosidad de su salón- comedor, con acceso a una maravillosa terraza con vistas despejadas. Cuenta con cocina independiente, con mobiliario y electrodomésticos de primera calidad, moderna y actual; amplio office con vistas; así como tendedero techado con área de lavandería. Un aseo de cortesía completa esta estancia; así como múltiples armarios en los halls.  En el área de descanso, se distribuyen tres (en origen cuatro) fantásticos dormitorios en suite; el principal con dos baños (para él y ella), así como una preciosa terraza con vistas. Adicionalmente hay una habitación que puede funcionar de servicio o como despacho. Esta espléndida y única propiedad dispone de tres plazas de garaje, un trastero, gimnasio y una preciosa piscina. La Moraleja, compuesta por La Moraleja, El Soto y El Encinar de los Reyes, es el área residencial de lujo por excelencia de Madrid y la más conocida de España, situada en la zona Norte de Madrid. Según algunas publicaciones de prestigio mundial, es la mejor urbanización del mundo, teniendo en cuenta sus cualidades. Está situada a 15 minutos del centro y a 5 minutos de la terminal Internacional 4 del Aeropuerto Adolfo Suárez. en el término municipal de Alcobendas. La Moraleja cuenta con el mayor número de colegios privados nacionales e internacionales de toda España (entre otros el International College Spain, King’s College, San Patricio, Runnymede, Los Sauces, Brains, Santa Helena, Saint George, Highlands, Aldovea, Liceo Europeo, etc…). Acoge además uno de los dos campus que la Universidad Europea de Madrid tiene en la Comunidad de Madrid. Cuenta asimismo con varios centros comerciales y médicos, dos campos de golf de 18 hoyos, club de tenis, club de pádel, y una de las ofertas gastronómicas más atractivas de Madrid. Hay que destacar La Plaza de la Moraleja, donde se encuentran los principales y más prestigiosos restaurantes de Madrid (A’Kangas, La Máquina, Áurea, La Penela, Mati´s Bar, Sushi 99) Cafeterías (Pino), Embassy, farmacia, bancos etc… Es un área que goza de gran seguridad gracias al sistema de alarmas que está conectado con la Entidad de Conservación de La Moraleja y las garitas de seguridad ubicadas en las diferentes entradas de acceso a la zona. Vivir en la Moraleja significa calidad, exclusividad y comodidad en un entorno inigualable y con los mejores servicios.",True,good,False,True,5929.0,True,True,False,True,[],False,True,1850000.0,€,,,,flat,,"Encinar de los Reyes, La Moraleja",Piso en calle de Luis Martinez Feduchi,Top+,True,True,
105036254,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/58/39/8c/1302328500.webp,GH196907,48,2,1495000.0,flat,sale,164.0,True,3,3,calle de Noblejas,Madrid,Madrid,Centro,es,Palacio,40.4153152,-3.7138457,False,https://www.idealista.com/inmueble/105036254/,"¡Exclusivo Piso en Venta en el Corazón de Madrid! Este impresionante piso de 164 m² combina elegancia, confort y una ubicación inmejorable, ideal para quienes buscan vivir en una vivienda de alta calidad y con historia. Además, ha sido completamente reformado y está listo para estrenar, con acabados y mobiliario totalmente nuevos que garantizan calidad, funcionalidad y un estilo impecable. Alojado en un magnífico edificio en el corazón de Madrid, construido en 1834 y con casi dos siglos de historia, este inmueble aporta un carácter y un valor patrimonial únicos a la propiedad. El apartamento ha sido reformado con las más altas calidades, asegurando durabilidad y un acabado personalizado perfecto. La reforma incluye detalles de lujo como persianas eléctricas que ofrecen ventajas como mayor comodidad, seguridad, eficiencia energética y un valor estético y funcional añadido. El luminoso salón, corazón de la vivienda, cuenta con tres encantadores balcones que permiten la entrada de abundante luz natural y ofrecen vistas privilegiadas de la zona. La cocina abierta con península, equipada con electrodomésticos de última generación y acabados de alta calidad, es perfecta para los amantes de la gastronomía y las reuniones con amigos y familiares. El piso dispone de tres habitaciones espaciosas, incluyendo una habitación principal con baño en suite, creando un oasis privado para descansar y relajarse. Las otras dos habitaciones son versátiles, ideales para dormitorios adicionales, una oficina en casa o espacios para invitados. Todas ellas comparten un baño completo moderno y funcional, además de un aseo de cortesía elegante y práctico para mayor comodidad. El confort está garantizado con suelo de piedra de Campaspero, que ofrece excelentes ventajas para su uso en suelos radiantes: buena conductividad térmica, capacidad de retención de calor, durabilidad, estética atractiva y facilidad de mantenimiento. La calefacción por suelo radiante y el aire acondicionado por conductos aseguran una temperatura agradable durante todo el año. Las puertas interiores en altura, hechas a medida, aportan un ambiente amplio y lujoso, mejoran la circulación del aire y la accesibilidad, además de potenciar la estética del espacio. Las luces dimables permiten crear ambientes personalizados, contribuyendo a la sostenibilidad ambiental y al bienestar del hogar. El inmueble también cuenta con una chimenea que aporta calidez, confort y un toque de elegancia, transformando cualquier espacio en un lugar más acogedor y funcional. Vive en una ubicación exclusiva, con fácil acceso a sitios históricos, parques, tiendas y restaurantes. Además, la finca está exenta de pagar IBI por ser un edificio protegido, lo que representa un ahorro significativo en gastos anuales. ¡No pierdas la oportunidad de vivir en uno de los barrios más emblemáticos de Madrid!",True,good,False,True,9116.0,True,True,False,True,[],False,True,1495000.0,€,,,,flat,,"Palacio, Madrid",Piso en calle de Noblejas,Top+,,,
108046286,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/79/1d/ca/1332214225.webp,SG207844,32,2,970000.0,flat,sale,169.0,True,3,2,calle de Vallehermoso,Madrid,Madrid,Chamberí,es,Arapiles,40.4388426,-3.7073215,False,https://www.idealista.com/inmueble/108046286/,"En el prestigioso barrio de Vallehermoso, dentro del distrito de Chamberí, se encuentra un piso excepcional que redefine el concepto de vida urbana. Con una superficie de 169 m², esta vivienda en altura ofrece un ambiente de luminosidad y confort inigualable, gracias a su orientación suroeste que garantiza la entrada de luz natural durante todo el día. El inmueble cuenta con tres amplios dormitorios y dos baños, ideales para familias que buscan espacio y comodidad. El salón independiente proporciona un área de estar perfecta para el descanso y el entretenimiento, mientras que la cocina equipada es un espacio funcional para los amantes de la gastronomía. El piso está diseñado para el máximo confort, con calefacción central con contador individual y aire acondicionado, asegurando una temperatura ideal durante todo el año. Además, dispone de una plaza de garaje, un lujo que pocos pueden ofrecer en esta zona. La seguridad y el servicio son prioritarios, con un portero conserje que garantiza tranquilidad a los residentes. Ubicado en un edificio con ascensor, el estado de conservación del inmueble es para entrar a vivir o reformar. El piso también incluye un tendedero, lo que añade funcionalidad al día a día. Plaza de garaje no incluida en el precio a tan solo seis minutos andando de la vivienda, 39.000€. Vallehermoso es una zona que combina a la perfección la tranquilidad residencial con la vibrante vida urbana. A menos de 10 kilómetros, se encuentra el Colegio Santa María del Pilar, reconocido por su excelencia académica. Para las compras y el ocio, el Centro Comercial Moda Shopping es una opción cercana y completa. En cuanto a transporte público, las líneas de metro más cercanas son Islas Filipinas (Línea 7) y Moncloa (Líneas 3 y 6), y las líneas de autobuses que pasan por la zona incluyen el 16 y el 61, entre otras, facilitando el acceso a cualquier punto de la ciudad. Desde 1983, GILMAR se ha dedicado a ayudar a sus clientes a encontrar la casa de sus sueños, ofreciendo un servicio personalizado y de calidad. Con una trayectoria impecable, GILMAR se ha consolidado como líder en el sector inmobiliario, combinando experiencia y dedicación para satisfacer las necesidades de cada cliente. Para más información sobre este inmueble, por favor, contacta con nuestro equipo de Chamberí - Argüelles en C/ Carranza, 20, llamando al o escribiendo a. No olvides mencionar la referencia 207844 para que podamos asistirte de manera más eficiente.",True,renew,False,True,5740.0,True,True,False,True,[],False,True,970000.0,€,995000.0,25000.0,3.0,flat,,"Arapiles, Madrid",Piso en calle de Vallehermoso,Top+,True,False,39000.0
106751275,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/57/2a/4b/1319043313.webp,PV8826I,82,,9000000.0,chalet,sale,1674.0,,9,10,calle Eibar,Madrid,Madrid,Moncloa,es,El Plantío,40.469054,-3.8103585,False,https://www.idealista.com/inmueble/106751275/,"Impresionante independiente de 1.600 m² sobre una parcela de 2.890 m² ubicado en un exclusivo recinto privado con vistas al Monte de El Pardo en La Florida. Si hay una ubicación privilegiada para vivir en un entorno natural sin igual y a la vez estar a menos de 10 minutos del centro es la prestigiosa urbanización de La Florida, una de las urbanizaciones más exclusivas de Madrid presidida por el Monte de El Pardo.  Esta exclusiva vivienda se encuentra a su vez situada en un recinto privado para un selecto número de vecinos permitiendo disfrutar de su privilegiada ubicación con un extra de seguridad y privacidad. La vivienda, de arquitectura contemporánea y diseño minimalista cuenta con más de 1.600 m² construidos de los que aproximadamente 1.200 m² son útiles de vivienda y que permiten disfrutar de amplios espacios para compartir, 6 dormitorios principales, varias salas de estar, despacho, gimnasio, estancias de servicio, piscina interior climatizada con sistema de nado a contracorriente, jacuzzi, garaje con capacidad para 8 coches, piscina exterior y pista de pádel entre otros, pensados con esmero para el bienestar y comodidad de sus propietarios. En cuanto a su diseño interior, destacamos su amplitud de espacios que fluyen de manera armoniosa, creando un ambiente acogedor y elegante. Los grandes ventanales presentes en toda la vivienda permiten que la luz natural inunde cada rincón de la casa y generan una íntima conexión entre interior y exterior. Mención especial en esta vivienda merecen las vistas panorámicas al Monte de El Pardo y al skyline de Madrid que se pueden disfrutar tanto desde el jardín como de sus magníficas terrazas pensadas para crear distintos ambientes según la ocasión. En cuanto a las calidades, esta propiedad ha sido construida con las mejores materiales, en su exterior destacamos su elegante fachada en piedra caliza natural, madera de iroko e impresionantes ventanales, mientras que en el interior nos cautivan sus excelentes materiales, con suelos de mármol, techos a triple altura en las estancias de recibo, ascensor, carpinterías exteriores blindadas, iluminación por foseados y una escultórica escalera que preside la zona de recibo acorde con la espectacularidad de la construcción. Además, su diseño eficiente y sostenible con sistema de calefacción por suelo radiante con instalación de placas solares que no solo reducen el impacto ambiental, sino que también optimizan el consumo energético. En resumen, esta casa de diseño moderno en la urbanización La Florida es el lugar perfecto para quienes buscan un hogar que combine exclusividad, elegancia y sostenibilidad, todo a un paso de la vibrante vida de Madrid.  Distribución: PLANTA PRINCIPAL: · Espectacular hall de entrada con techos a triple altura. · Salón principal de más de 100 m² con salida al porche y vistas a la piscina. · Gran comedor con techo a triple altura. · Cocina de gran tamaño con vistas al jardín. · Sala de estar de diario con salida al jardín. · Despacho de gran tamaño. · Dormitorio de invitados con baño en suite. · Aseo de cortesía. · Ascensor. PLANTA ALTA: · Dormitorio principal de casi 100 m² con gran vestidor, baño en suite y salida a terraza de más de 80 m². · Cinco dormitorios dobles, todos con vestidor y baño en suite. · Family room. · Sala de planchado y apoyo. ÁTICO: · Sala de billar. · Sala de estar o biblioteca, con impresionantes vistas y salida a una gran terraza chill out de 245m2 con vistas abiertas al monte de El Pardo, el Palacio de la Zarzuela y al Skyline de Madrid, pensada incluso para la realización de un evento al atardecer disfrutando entre amigos de las maravillosas vistas. · Aseo de cortesía. PLANTA BAJA: · Zona de spa con piscina climatizada y sistema de nado contra corriente, sauna, gimnasio y vestidores. · Gran sala de estar con salida directa al jardín y equipada con cocina para la celebración de eventos. · Apartamento de s.",True,good,False,,5376.0,True,True,False,True,[],False,True,9000000.0,€,,,,chalet,independantHouse,"El Plantío, Madrid",Casa independiente en calle Eibar,Top+,True,True,
106653497,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/97/96/45/1289987958.webp,CDC1917,51,,1595000.0,chalet,sale,500.0,,7,7,calle Volga,Madrid,Ciudalcampo,,es,,40.626482,-3.6055694,False,https://www.idealista.com/inmueble/106653497/,"HOUSE AND HOUSE VENDE.- Espectacular vivienda con parcela plana dando al golf, preciosas vistas y muchísima intimidad. La vivienda esta distribuida en dos plantas más buhardilla, en perfecto estado de conservación, construida con muy buenas calidades y una distribución perfecta para una vida en familia. Cuenta con espacios muy amplios y mucha luz. Se distribuye: PLANTA PRINCIPAL: Amplio hall de entrada a doble altura, aseo de visitas, gran salón con diferentes ambientes, chimenea y salida al precioso porche, jardín y piscina, comedor independiente anexo al salón y a su vez comunicado con la amplia cocina con zona de office. Segundo salón o cuarto de estar al cual accedemos desde el hall y a su vez comunicado con el salón. Junto a la cocina tenemos el dormitorio de servicio con su baño en suite y garaje para dos coches. PLANTA PRIMERA: Tenemos cuatro amplios dormitorios y tres baños completos. El dormitorio principal con su baño en suite y zona de vestidor, tiene espectaculares vistas al campo de golf. Otro de los dormitorios también tiene el baño en suite y los otros dos comparten el tercer baño de esta planta. BUHARDILLA: Tenemos un gran espacio diáfano de unos 100m2 con buena altura de techo y un baño completo. ideal como cuarto de juegos, gimnasio, despacho etc.  Precioso jardín totalmente consolidado con piscina. HOUSE AND HOUSE.- EMPRESA ESPECIALIZADA EN LAS URBANIZACIONES DE SANTO DOMINGO, CIUDALCAMPO, FUENTE DEL FRESNO Y VALDEALGUA DESDE HACE MÁS DE 16 AÑOS. La vivienda está ubicada dentro de una urbanización, situada en el kilometro 28 de la N-I, dispone de seguridad privada las 24h del día, como servicios comunes dentro de la urbanización cabe destacar: El club social del RACE, con un campo de golf de 18 hoyos, hípica, piscina, tenis, padel, futbol, gimnasio etc... Además de dos edificios sociales uno de adultos y uno de niños, con zona de ocio, piscina de bolas y unos grandes jardines con columpios y mesas de picnic ideales para celebrar fiestas infantiles. Colegio privado bilingüe SEK, en la urbanización de enfrente (Santo Domingo) hay un colegio público bilingüe con primaria y secundaria y a 5 min por la vía de servicio en dirección Madrid se encuentra también el Trinity College colegio concertado bilingüe. La urbanización tiene una línea de autobús que van a Plaza de Castilla y hacen paradas intermedias en el metro de San Sebastián de los Reyes, junto al Hospital Publico Infanta Sofía. Ciudalcampo dispone además de una línea de minibuses internos que recorren toda la urbanización. A 10 min, encontramos el Hospital público de la Seguridad Social Infanta Sofía, construido recientemente y con todas las especialidades.",True,good,False,,3190.0,True,True,False,True,[],False,True,1595000.0,€,,,,chalet,independantHouse,Ciudalcampo,Casa independiente en calle Volga,Top+,True,True,
102132662,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7a/66/50/1340394237.webp,CDC1844,83,,2800000.0,chalet,sale,643.0,,6,8,Naranjo de Bulnes,Madrid,Ciudalcampo,,es,,40.6302632,-3.5933338,False,https://www.idealista.com/inmueble/102132662/,"HOUSE AND HOUSE VENDE EN LA EXCLUSIVA URBANIZACION DE CIUDALCAMPO. -  Espectacular chalet en primera linea de golf, al lado de la entrada, totalmente reformado en 2023 con materiales de primera calidad, sistema de AEROTERMIA frio/calor, aire acondicionado, placas solares, piscina totalmente nueva climatizada. En la primera planta tenemos un salón dividido en una zona de estar y un salón de TV, una cocina muy amplia totalmente abierta, comedor independiente, Family room, despacho, aseo de cortesía, dormitorio de servicio con cuarto de baño, lavandería y en esta misma planta tenemos el dormitorio principal en suite con vestidor y baño incorporado. Salida al porche y jardín. En la planta de arriba tenemos cuatro dormitorios en suite todos ellos con vestidor y baño incorporado, un salón, aseo de cortesía y una amplia terraza con grandes vistas. En la planta sótano tiene un trastero y el cuarto de instalaciones. La parcela mide 3800 m2 lindado con el golf, el jardín tiene diferentes ambientes para disfrutar en las diferentes horas del día, así como piscinas y zona de barbacoa. La vivienda está ubicada dentro de una urbanización, situada en el kilometro 28 de la N-I, dispone de seguridad privada las 24h del día, como servicios comunes dentro de la urbanización cabe destacar: El club social del RACE, con un campo de golf de 18 hoyos, hípica, piscina, tenis, padel, futbol, gimnasio etc.. . Además de dos edificios sociales uno de adultos y uno de niños, con zona de ocio, piscina de bolas y unos grandes jardines con columpios y mesas de picnic ideales para celebrar fiestas infantiles. Colegio privado bilingüe SEK, en la urbanización de enfrente (Santo Domingo) hay un colegio público bilingüe con primaria y secundaria y a 5 min por la vía de servicio en dirección Madrid se encuentra también el Trinity College colegio concertado bilingüe. La urbanización tiene una línea de autobús que van a Plaza de Castilla y hacen paradas intermedias en el metro de San Sebastián de los Reyes, junto al Hospital Publico Infanta Sofía. Ciudalcampo dispone además de una línea de minibuses internos que recorren toda la urbanización.",True,good,False,,4355.0,True,True,False,True,[],False,True,2800000.0,€,,,,chalet,independantHouse,Ciudalcampo,Casa independiente en Naranjo de Bulnes,Top+,True,True,
102043012,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1f/c1/f3/1142966342.webp,VP22545,47,bj,1650000.0,flat,sale,181.0,True,2,2,calle de Triana,Madrid,Madrid,Chamartín,es,Nueva España,40.4615205,-3.6780267,False,https://www.idealista.com/inmueble/102043012/,"AMBASSADOR pone a la venta este espectacular bajo con jardín, ubicado en una calle tranquila cercana al Paseo de la Habana.  Es una vivienda totalmente exterior con una reforma de interiorismo impecable y cuidada hasta el último detalle, tanto en domótica como en sus materiales y acabados de lujo.  Tiene muchísima luz, privacidad y vistas despejadas hacia el jardín dando la sensación de estar en un chalet.    El hall de entrada nos conduce al amplio salón comedor, mas una zona de despacho, todo ello con un gran ventanal de lado a lado de la pared con vistas despejadas al jardín de la urbanización.  La cocina está abierta al salón, pero se puede independizar con una puerta corredera, se encuentra perfectamente equipada con electrodomésticos de alta gama, zona office y con salida al jardín.  Desde un distribuidor accedemos al maravilloso dormitorio principal con su impresionante baño en suite y un estupendo vestidor. También hay otro dormitorio de invitados y otro gran baño exterior con ventana.  El jardín hace esquina tiene mucho encanto, privacidad y se puede acceder desde la calle.  La vivienda dispone de una plaza de garaje y un trastero.",True,good,False,True,9116.0,True,True,False,True,[],False,True,1650000.0,€,,,,flat,,"Nueva España, Madrid",Piso en calle de Triana,Top+,True,True,
107410669,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/86/90/82/701443838.webp,ST1927,41,,1095000.0,chalet,sale,300.0,,5,3,callejón DEL MOLAR,Madrid,Santo Domingo,,es,,40.6428651,-3.576306,False,https://www.idealista.com/inmueble/107410669/,"HOUSE AND HOUSE VENDE EN EXCLUSIVA fantástica y cómoda vivienda en Santo Domingo. En una sóla planta y en zona tranquila de la urbanización. Se distribuye: PLANTA PRINCIPAL: Hall de entrada, amplio salón con chimenea y espectaculares vistas a la sierra, zona de comedor con acceso a amplia terraza con bajada a piscina y acceso a cocina con zona de office y zona de lavandería. Desde la cocina también se accede a terraza. Dormitorio de servicio con baño completo. Desde el hall y hacia la derecha empieza la zona de dormitorios en el que encontramos: 3 dormitorios que comparten un baño completo, uno de ellos también se le puede dar uso de zona de estar o de juegos ya que tiene chimenea y bajada al jardín, y el principal con baño en suite. Aire acondicionado y calefacción de gasóleo. En la planta baja esta el garaje para dos coches. Jardín y zona de piscina. La vivienda está ubicada dentro de una urbanización, situada en el kilometro 28 de la N-I, con seguridad privada las 24 horas los 365 días del año. Además está controlada con cámaras perimetrales de video-vigilancia. Dispone de una zona comercial que cuenta con todo tipo de servicios; supermercado, farmacia (abierta los 365días del año), zona de restauración, tiendas de regalos, banco, gimnasio, oficina de correos, veterinario, peluquería. Junto a la zona comercial, se encuentra el centro de Salud, con botiquín y asistencia las 24 horas del día. Tiene un Club Social, totalmente reformado, con campo de entrenamiento de Golf, piscina, escuela de Tenis, zona de ocio para niños y adultos. Junto a la Iglesia, hay un colegio-público bilingüe, con primaria y secundaria. En la urbanización de enfrente (Ciudalcampo) está el Colegio privado bilingüe SEK, y a 5 min por la vía de servicio en dirección Madrid se encuentra también el Trinity College colegio concertado bilingüe, ambos colegios con oferta hasta el bachillerato. La urbanización dispone de un autobús privado que recorre la urbanización y con parada final en Plaza de Castilla y paradas intermedias en Alcobendas y San Sebastián de los Reyes.  A 10 min, encontramos el Hospital público de la Seguridad Social Infanta Sofía, construido recientemente y con todas las especialidades.",True,good,False,,3650.0,True,True,False,True,[],False,True,1095000.0,€,,,,chalet,independantHouse,Santo Domingo,Casa independiente en callejón Del Molar,Top+,True,True,
103323973,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bb/22/1a/1289072587.webp,CDC1855,58,,1395000.0,chalet,sale,602.0,,6,5,calle del Oso,Madrid,Ciudalcampo,,es,,40.6172406,-3.6128195,False,https://www.idealista.com/inmueble/103323973/,"HOUSE AND HOUSE VENDE. - Fantástica vivienda en la exclusiva urbanización de Ciudalcampo. Con parcela de 2.800m2 con bonitas vistas y muy buena ubicación. La vivienda tiene una muy buena construcción con materiales de primera calidad y una perfecta distribución. Calefacción por Suelo radiante. Se distribuye:  PLANTA PRINCIPAL: Hall de entrada a doble altura, gran salón con diferentes ambientes, mucha luz a través de grandes ventanales, comunicado a través de puertas correderas con un amplio comedor, todo ello con salida directa al porche, jardín y piscina. Cocina muy amplia con zona de office, despensa y salida directa también al jardín y zona de piscina. Habitación de servicio con baño completo. Aseo de invitados. PLANTA PRIMERA: Tenemos 5 amplios dormitorios y tres baños completos. El dormitorio principal tiene un gran baño en suite y su amplio vestidor. Los otros cuatro dormitorios comparten los otros dos baños.  PLANTA BAJA: Garaje amplio para 3 coches, varias zonas de almacenaje, un baño completo, y cuarto de juegos y/o gimnasio o sala multiusos, cuarto de instalaciones. Precioso jardín totalmente consolidado con piscina. MEJOR VER. La vivienda está ubicada dentro de una urbanización, situada en el kilometro 28 de la N-I, dispone de seguridad privada las 24h del día, como servicios comunes dentro de la urbanización cabe destacar: El club social del RACE, con un campo de golf de 18 hoyos, hípica, piscina, tenis, padel, futbol, gimnasio etc.. . Además de dos edificios sociales uno de adultos y uno de niños, con zona de ocio, piscina de bolas y unos grandes jardines con columpios y mesas de picnic ideales para celebrar fiestas infantiles. Colegio privado bilingüe SEK, en la urbanización de enfrente (Santo Domingo) hay un colegio público bilingüe con primaria y secundaria y a 5 min por la vía de servicio en dirección Madrid se encuentra también el Trinity College colegio concertado bilingüe. La urbanización tiene una línea de autobús que van a Plaza de Castilla y hacen paradas intermedias en el metro de San Sebastián de los Reyes, junto al Hospital Publico Infanta Sofía. Ciudalcampo dispone además de una línea de minibuses internos que recorren toda la urbanización. A 10 min, encontramos el Hospital público de la Seguridad Social Infanta Sofía, construido recientemente y con todas las especialidades.",True,good,False,,2317.0,True,True,False,True,[],False,True,1395000.0,€,,,,chalet,independantHouse,Ciudalcampo,Casa independiente en calle del Oso,Top+,True,True,
107869944,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/97/08/86/1326771555.webp,ST1934,44,,1390000.0,chalet,sale,697.0,,6,6,calle de Algete,Madrid,Santo Domingo,,es,,40.6407035,-3.5724348,False,https://www.idealista.com/inmueble/107869944/,"HOUSE AND HOUSE VENDE.- En la EXCLUSIVA urbanización de Santo Domingo, fantástica vivienda con espectaculares vistas y una gran calidad constructiva de base. Parcela muy practica con jardín consolidado, piscina infantil y de adultos muy privada. Todos los espacios de la vivienda son amplios, se distribuye: PLANTA PRINCIPAL: Amplio hall de entrada, sala de estar/despacho y/o dormitorio, aseo de visitas, amplio salón comedor con diferentes ambientes, chimenea, salida directa al jardín a través de amplio ventanal, porche acristalado, cocina muy amplia con zona de office y salida directa también al jardín. PLANTA PRIMERA: Cuatro amplios dormitorios con baño en suite, zona de estar y zona de vestidor. PLANTA BAJA: Dormitorio de servicio con baño en suite, otra habitación que puede ser despacho/lavandería, zona de almacenaje. Bajando otro tramo de escaleras encontramos un gran espacio diáfano perfecto como cuarto de juegos o gimnasio. Garaje cerrado para dos coches y cuarto de instalaciones. La vivienda tiene muchas posibilidades y estupenda base. En el jardín tenemos la piscina, zona de barbacoa y un amplio porche. HOUSE AND HOUSE.- EMPRESA ESPECIALIZADA EN LAS URBANIZACIONES DE SANTO DOMINGO, CIUDALCAMPO, FUENTE DEL FRESNO Y VALDEALGUA DESDE HACE MÁS DE 16 AÑOS. La vivienda está ubicada dentro de una urbanización, situada en el kilometro 28 de la N-I, con seguridad privada las 24 horas los 365 días del año. Además está controlada con cámaras perimetrales de video-vigilancia. Dispone de una zona comercial que cuenta con todo tipo de servicios; supermercado, farmacia (abierta los 365días del año), zona de restauración, tiendas de regalos, banco, gimnasio, oficina de correos, veterinario, peluquería. Junto a la zona comercial, se encuentra el centro de Salud, con botiquín y asistencia las 24 horas del día. Tiene un Club Social, totalmente reformado, con campo de entrenamiento de Golf, piscina, escuela de Tenis, zona de ocio para niños y adultos. Junto a la Iglesia, hay un colegio-público bilingüe, con primaria y secundaria. En la urbanización de enfrente (Ciudalcampo) está el Colegio privado bilingüe SEK, y a 5 min por la vía de servicio en dirección Madrid se encuentra también el Trinity College colegio concertado bilingüe, ambos colegios con oferta hasta el bachillerato. La urbanización dispone de un autobús privado que recorre la urbanización y con parada final en Plaza de Castilla y paradas intermedias en Alcobendas y San Sebastián de los Reyes.  A 10 min, encontramos el Hospital público de la Seguridad Social Infanta Sofía, construido recientemente y con todas las especialidades.",True,good,False,,1994.0,True,True,False,True,[],False,True,1390000.0,€,,,,chalet,independantHouse,Santo Domingo,Casa independiente en calle de Algete,Top+,True,True,
108520015,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/72/cb/48/1347343644.webp,14484,33,1,1250000.0,flat,sale,207.0,True,3,2,calle de la Azalea,Madrid,La Moraleja,El Soto de la Moraleja,es,,40.5247927,-3.6475822,False,https://www.idealista.com/inmueble/108520015/,"""Algunas de las imágenes incluidas en este anuncio son representaciones orientativas del posible aspecto de ciertas estancias y no reflejan el estado actual del inmueble. "" Suma inmobiliaria ofrece piso de 207 m2 con tres habitaciones en el soto de la moraleja. La vivienda esta situada en urbanización con seguridad 24h, zonas comunes, precioso jardín, pista de tenis y piscina. Muy bien ubicado, cerca de zona comercial, restaurantes, farmacia y bancos.  La distribución de la casa es la siguiente; entrada directa al gran salón con chimenea, super luminoso y amplio. Con acceso a una impresionante cocina, que aunque hay que reformar, tiene un tamaño buenísimo y es rectangular, con lo cual es super versátil si se quiere sacar de ahí un cuarto de servicio o un office.   En la zona de habitaciones hay un hall distribuidor, con tres habitaciones y dos baños completos. La habitación principal con el baño en suite. Además la casa tiene una plaza de garaje y un trastero.  La calefacción central y el aire acondicionado por splits Las ventanas son climalit y loa suelos de tarima. Disponemos de una amplia cartera de inmuebles “off market” no publicados en Idealista. Para solicitar información visite nuestra web pinchando en el enlace de abajo o contacte con nuestras oficinas.",True,good,False,True,6039.0,True,True,False,True,[],False,True,1250000.0,€,,,,flat,,"El Soto de la Moraleja, La Moraleja",Piso en calle de la Azalea,Top+,True,True,
