propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,highlight.groupDescription,newDevelopmentFinished
108680292,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9f/59/65/1359142682.webp,LIRE-05596,38,bj,175000.0,flat,sale,72.0,True,2,2,"calle de los Cacereños, 41",Madrid,Madrid,Villaverde,es,Villaverde Alto,40.3441746,-3.7144763,True,https://www.idealista.com/inmueble/108680292/,"¡ SIN COMISION DE AGENCIA! FONDGEST Asesores Inmobiliarios S. L. pone EN VENTA este luminoso piso vacío de 2 Dormitorios y dos baños en planta baja a reformar. Se vende a cuerpo cierto, al día de impuestos, cargas y tributos y con fiscalidad de ITP del 6% al ser segunda transmisión. Ubicado en zona residencial, rodeado de parques, colegios, comercios, y todos los servicios necesarios. Solicite visita sin compromiso y le informaremos de más detalles y condiciones económicas.",True,renew,False,True,2431.0,True,False,False,False,[],False,False,175000.0,€,,,,flat,,"Villaverde Alto, Madrid","Piso en calle de los Cacereños, 41",,,,
106030564,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e4/4f/4e/1341591480.webp,06507,35,,731700.0,chalet,sale,205.0,,5,3,Villalba Pueblo,Madrid,Collado Villalba,Villalba Pueblo,es,,40.6433951,-3.9935405,False,https://www.idealista.com/inmueble/106030564/,"Residencial Puerta de Villalba es una exclusiva promoción de obra nueva, de 10 viviendas unifamiliares pareadas con jardín, zonas comunes y piscina comunitaria. DISTRIBUCIÓN Todas las viviendas están distribuidas en tres plantas, un planteamiento cómodo y racional para todo tipo de familias. En la planta baja se encuentra un dormitorio, baño, zona de lavandería, cocina con salida al jardín, totalmente amueblada y equipada con los electrodomésticos básicos. Un espacioso salón comedor que tienen acceso al porche y al jardín.  En la planta primera se encuentran tres dormitorios con armarios empotrados y el dormitorio principal, que cuenta con vestidor propio, terraza y baño en suite.  En la planta bajo cubierta hay un espacio diáfano polivalente, muy luminoso y amplio.  CALIDADES Todas las estancias cuentan con grandes ventanales con carpintería con rotura de puente térmico. La calefacción de suelo radiante-refrescante con sistema de aerotermia, con apoyo de placas solares, ofreciendo una calificación energética “A. Los acabados son de alta calidad y detalles cuidados al máximo, ”, con el objetivo de alcanzar el mayor confort de las personas. ¡Convierte este bonito chalet, en tu próxima vivienda!  IMPORTANTE SABER QUE la licencia de Obras está concedida y las obras comienzan ya!  UBICACION Se encuentra en un enclave privilegiado, en la zona de Villalba Pueblo, capital de la Sierra Noroeste, que cuenta con todos los servicios a su alcance, transporte público, restaurantes, farmacias, colegios… y a un paso de la sierra con toda la naturaleza y el aire puro a tu alcance. ¡No dejes pasar esta oportunidad única y contáctanos para más información! Tu nuevo hogar te está esperando en Collado Villalba. Las imágenes y planos que aparecen en el anuncio están sujetos a las modificaciones necesarias a requerimientos municipales y exigencias administrativas, legales, jurídicas o técnicas que juzgue conveniente la dirección facultativa.",False,good,False,,3569.0,True,False,False,False,[],False,False,731700.0,€,,,,chalet,semidetachedHouse,"Villalba Pueblo, Collado Villalba",Chalet pareado,True,True,,
107446720,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5b/f4/95/1312874955.webp,09,22,3,304000.0,flat,sale,56.0,True,1,1,"calle del Ave María, 27",Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.4104555,-3.7006724,True,https://www.idealista.com/inmueble/107446720/,"Mavericks Inmobiliaria comercializa con carácter de exclusiva este apartamento en pleno corazón de Lavapiés. Se trata de una vivienda totalmente reformada, para entrar a vivir. Al entrar, nos encontramos con un salón-comedor con la cocina incorporada. A la derecha, tras un pasillo, usted podrá disfrutar de un baño completo.  Tras el salón-comedor, la vivienda dispone de un dormitorio exterior, con un balcón a la calle del Ave María.  El edificio fue construido en 1900 y rehabilitado en 1982. Se encuentra en un buen estado de conservación.  Respecto a la zona, se trata de las mejores ubicaciones dentro del barrio de Lavapiés. Céntrico y con ambiente, pero a su vez más tranquilo que otras zonas muy transitadas.  En cuanto a las comunicaciones, usted dispondrá de la estación de metro de Lavapiés (línea 3) a 2 min caminando, Antón-Martín (línea 1) a 4 min caminando. La estación de renfe de Sol, se encuentra a 10 minutos caminando. La ubicación es céntrica y sumamente práctica a la hora de desplazarse. Si tiene cualquier duda, no dude en ponerse en contacto con nosotros.",False,good,False,False,5429.0,True,False,False,False,[],False,False,304000.0,€,315000.0,11000.0,3.0,flat,,"Lavapiés-Embajadores, Madrid","Piso en calle del Ave María, 27",,,,
108554746,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/91/3b/ab/1348315807.webp,303001,15,,670000.0,flat,sale,91.0,True,2,2,calle del Doctor Juan José López Ibor,Madrid,Madrid,Fuencarral,es,Peñagrande,40.4733676,-3.7283205,False,https://www.idealista.com/obra-nueva/108554746/,"NUEVO LANZAMIENTO- VIVIENDAS EXCLUSIVAS JUNTO A PUERTA DE HIERRO Neinor Panoramic Homes II, es conjunto residencial de arquitectura icónica y singular, formado por dos torres de 16 plantas de altura que albergan 100 exclusivas viviendas de obra nueva de 1,2 y 3 dormitorios con amplias terrazas y estudios de 1 dormitorio. Las viviendas disponen de GARAJE y TRASTERO INCLUIDO EN EL PRECIO, algunas viviendas de 2 y 3 dormitorios incluyen dos garajes. En una urbanización cerrada con zonas comunes y una ubicación privilegiada, en el noreste de Madrid, en Peñagrande - Junto a puerta de Hierro.  Ubicación privilegiada en Madrid La tranquilidad y las excelentes conexiones de la zona hacen de Neinor Panoramic Homes II, un enclave idóneo para residir, rodeado de espacios verdes, con las ventajas de una zona de nueva construcción y a escasos 15 minutos del centro de la ciudad. Viviendas de obra nueva de 1,2 y 3 dormitorios La arquitectura elegante e innovadora de este proyecto firmado por el prestigioso estudio Cano y Escario, así como la cuidada selección de materiales, hacen de Neinor Panoramic Homes II un proyecto distinguido, orientado a clientes exigentes que buscan calidad para disfrutar del máximo nivel de confort en su vida diaria. Las viviendas cuentan con un diseño interior práctico y funcional, amplios ventanales permiten aprovechar la luz natural en cada momento del día y extienden sus luminosos salones hacía las terrazas, donde disfrutar de las vistas de Madrid. Para los amantes del aire libre, en planta baja disponen de viviendas con jardín privado, así como áticos con terrazas de hasta 60m2. El residencial se enmarca en una urbanización privada con piscina y solárium, zona de juegos infantil y sala gourmet. Esta zona nueva y en expansión de Peñagrande se beneficia de todas las facilidades y servicios de Madrid, así como de un importante tejido empresarial y de un entorno que dispone de todo tipo de servicios educativos, deportivos y comerciales. Todo ello hace que se convierta en un enclave único para una vida urbanita a la par que tranquila, donde poder respirar aire puro y disfrutar de toda la oferta cultural y comercial que ofrece la capital.",False,newdevelopment,True,True,7363.0,True,False,False,False,[],False,False,670000.0,€,,,,flat,,"Peñagrande, Madrid",Piso en calle del Doctor Juan José López Ibor,,,,False
108651796,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/56/5f/cb/1351114032.webp,,26,5,330000.0,studio,sale,65.0,True,0,1,calle de Martín de los Heros,Madrid,Madrid,Moncloa,es,Argüelles,40.4264245,-3.7135347,False,https://www.idealista.com/inmueble/108651796/,"Agencia inmobiliaria de MADRID zona ARGUELLES - PLAZA ESPAÑA - CONDE DUQUE Oficina Tecnocasa  EN VENTA: Apartamento exterior en quinta planta con ascensor. Muy luminoso y recién reformado, se ubica en la C/Martín de los Heros, en pleno barrio de Argüelles. Su distribución es la siguiente: estudio/ salón, cocina integrada, cuarto de baño completo con plato de ducha y vestidor. La vivienda tiene zonas abuhardilladas, pero tiene muy buena altura en prácticamente toda su superficie. El piso se entrega tal y como como se aprecia en las fotos. La cocina dispone de frigorífico, lavadora, microondas, placa vitrocerámica y almacenaje. Excelente zona, perfectamente comunicada con el transporte público y todos los servicios a su disposición. A escasos metros de Plaza de España, junto a los cines Renoir y Golem, y el paseo de la fama de Madrid.",False,good,False,True,5077.0,True,False,False,False,[],False,False,330000.0,€,350000.0,20000.0,6.0,flat,studio,"Argüelles, Madrid",Estudio en calle de Martín de los Heros,,,,
108489414,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b4/c5/48/1355771998.webp,36772,26,2,4450000.0,flat,sale,369.0,True,5,5,Barrio Castellana,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.4286927,-3.6841263,False,https://www.idealista.com/inmueble/108489414/,"Álvora Capital Properties, inmobiliaria de lujo, presenta este maravilloso y espectacular piso, en esquina totalmente exterior, que se encuentra situado en la zona prime del Barrio de Salamanca, a un paso de la Milla de Oro. Ubicado en la quinta planta en esquina con numerosos ventanales orientados a dos calles, con entrada señorial y tan solo dos vecinos por planta.  La propiedad cuenta con 361m² construidos con comunes disfruta de una gran luminosidad por su orientación sur y este Esta vivienda, de techos altos, se distribuye en un amplio hall que da acceso a la espaciosa área de recibir dividida en varios ambientes con amplio salón, sala de estar y comedor independiente. Aseo de cortesía. Pegado al comedor se encuentra la cocina con despensa y acceso de servicio, dormitorio, baño y zona de lavandería. El área de noche cuenta con un espacioso dormitorio principal exterior a la calle con vestidor y baño en suite y tres dormitorios, dos de ellos en suite. Cuenta con plaza de garaje para coche grande en el edificio con acceso directo desde el ascensor.",False,renew,False,True,12060.0,True,False,False,False,[],False,False,4450000.0,€,,,,flat,,"Castellana, Madrid",Piso,True,True,,
108917830,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e0/13/93/1358916778.webp,,10,bj,589000.0,flat,sale,180.0,True,6,2,calle del Jaspe,Madrid,Madrid,Usera,es,Pradolongo,40.3824727,-3.7052152,False,https://www.idealista.com/inmueble/108917830/,"¡Gran oportunidad! Piso/Casa en Planta Calle – 5 Dormitorios + Sala Multiuso  Te presentamos este espacioso inmueble ideal para familias grandes o quienes buscan versatilidad: trabajar desde casa, tener un gimnasio privado o una sala de ocio. ✨ Características principales:  5 dormitorios  Sala adicional ideal como gimnasio, despacho o sala de juegos  2 baños completos  Amplia cocina-comedor  Reforma en proceso   Ubicación inmejorable: A 5 minutos del Metro, cercanías (tren) y con numerosas líneas de autobús en la zona. Excelente conexión con M-30 y M-40, ideal para moverse dentro y fuera de Madrid. - Comunidad reducida de solo 4 vecinos, en un entorno tranquilo. - Entrada independiente desde la calle, con puerta de seguridad. - No se entrega amueblado, ¡ponlo a tu gusto! - Cerca de Dolores Barranco, con todos los servicios al alcance.  ¡Contáctanos para más información! Este espacio tiene todo para convertirse en tu próximo hogar. Esta propiedad estará lista para entrega en 6 o 7 meses. Este anuncio se muestra a título informativo y no contractual ya que no es vinculante y puede contener errores.",False,good,False,False,3272.0,False,False,False,False,[],False,False,589000.0,€,,,,flat,,"Pradolongo, Madrid",Piso en calle del Jaspe,,,,
108896616,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6f/d6/0d/1358249248.webp,,8,4,895000.0,penthouse,sale,70.0,True,2,1,calle de Lagasca,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4272457,-3.6870147,False,https://www.idealista.com/inmueble/108896616/,"No es solo un apartamento. Es una forma de estar en Madrid. En una ciudad que nunca se detiene, hay lugares que parecen moverse a otro ritmo. Este es uno de ellos. Un apartamento en la calle Lagasca, donde el ajetreo queda fuera y dentro solo queda calma. Todo está pensado, todo está en su sitio. La luz entra como debe. El silencio suena bien. Y el espacio, sin ser inmenso, tiene algo que te envuelve. Aquí no se vive de más. Se vive mejor. Con lo esencial, con lo bello, con lo justo. Un refugio para quien sabe que el verdadero lujo no está en lo grande, sino en lo bien hecho. Pasear por la mañana por las calles del Barrio de Salamanca. Tomar un café sin prisa. Cerrar la puerta al volver y sentir que todo encaja. No necesitas más metros. Solo necesitas este lugar.",True,good,False,True,12786.0,True,False,False,False,[],False,False,895000.0,€,915000.0,20000.0,2.0,flat,penthouse,"Recoletos, Madrid",Ático en calle de Lagasca,True,True,,
108677598,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0e/03/af/1351864694.webp,ANTONIO ACUÑA,20,bj,615000.0,flat,sale,65.0,True,2,2,"calle de Antonio Acuña, 25",Madrid,Madrid,Retiro,es,Ibiza,40.4209008,-3.6787527,True,https://www.idealista.com/inmueble/108677598/,"A 80 metros del Retiro: elegancia, luz y confort en el corazón del Barrio de Salamanca Piso reformado de 65 m² en venta en Antonio Acuña 25 con patio interior del edificio de uso y disfrute de 12m2 Descubre este encantador apartamento completamente renovado, ubicado en una de las calles más exclusivas de Madrid, a tan solo 80 metros del Parque del Retiro. Una oportunidad única para vivir (o invertir) en el prestigioso Barrio de Salamanca, en una finca con portero y excelente comunicación. Distribución inteligente y funcional •2 dormitorios •2 baños completos (uno en suite) •Salón luminoso •Cocina abierta integrada •Armarios empotrados •Ventanas al exterior y a un patio interior propio Con una distribución pensada al detalle, este piso aprovecha cada metro con eficiencia, ofreciendo estancias acogedoras y prácticas, ideales tanto para vivir como para alquilar desde el primer día. Detalles de decoración y acabados •Armarios empotrados en toda la pared frente a la entrada •Puertas correderas ciegas, lisas y lacadas en blanco •Armarios modulares nuevos con tablero liso y lacado •Encimera de lavabo hecha con madera de roble tintado en negro •Inodoro suspendido de porcelana vitrificada blanca •Lavadora-secadora incorporada, excelente para espacios pequeños Estos elementos resaltan no solo la calidad, sino también el estilo moderno y funcional que caracteriza esta reforma. Luz natural, privacidad y excelente ventilación. El salón cuenta con ventanas a la calle Antonio Acuña, pero, gracias a su ubicación elevada, la vivienda no es visible desde la calle, lo que garantiza privacidad total sin renunciar a la luz natural. Ambos dormitorios se abren a su propio patio interior, lo que crea una atmósfera tranquila, luminosa y ventilada durante todo el día. Equipamiento de dormitorios: •Dormitorio principal: cama de matrimonio, armarios empotrados y televisión •Segundo dormitorio: cama de matrimonio y armarios Confort y tecnología: •Aire acondicionado centralizado, regulable en toda la vivienda •Ventanas oscilo batientes con doble acristalamiento, ideales para aislamiento acústico y térmico •Puerta de entrada blindada •Cronotermostato digital Coati para programar y controlar temperatura por zonas y franjas horarias Ubicación privilegiada •En Antonio Acuña, junto a O’Donnell y Retiro •A 1 minuto de la parada de autobús “O’Donnell – Retiro” •Muy cerca de las estaciones de metro Retiro y Príncipe de Vergara •Estación de BiciMAD y paradas de taxi a escasos metros Las imágenes hablan por sí solas: acabados de alta calidad, diseño contemporáneo y un ambiente sereno, elegante y práctico. ¡No pierdas esta oportunidad! Contáctame para más información o para concertar una visita. Trabajo todos los días de la semana, de lunes a domingo. Puede contactarme cuando quiera.",False,good,False,True,9462.0,True,False,False,False,[],False,False,615000.0,€,625000.0,10000.0,2.0,flat,,"Ibiza, Madrid","Piso en calle de Antonio Acuña, 25",,,,
107379392,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/db/88/79/1311181988.webp,2,16,,312500.0,chalet,sale,182.0,,3,3,"calle Adobes, 44",Madrid,Valdeolmos-Alalpardo,,es,,40.6363055,-3.4518431,True,https://www.idealista.com/obra-nueva/107379392/,Promoción Exclusiva de 6 Viviendas Unifamiliares Adosadas en Hormigón Visto con piscina comunitaria a tan solo 25 min de Plaza de Castilla.,False,newdevelopment,True,,1717.0,True,False,False,False,[],False,False,312500.0,€,,,,chalet,terracedHouse,Valdeolmos-Alalpardo,"Chalet adosado en calle Adobes, 44",,,,False
108709245,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/19/5d/bc/1352798469.webp,,31,ss,499900.0,flat,sale,114.0,False,4,2,"ronda de Segovia, 17",Madrid,Madrid,Centro,es,Palacio,40.4116756,-3.7176007,True,https://www.idealista.com/inmueble/108709245/,"Te presentamos una oportunidad inigualable para vivir o invertir en el verdadero corazón de Madrid, una zona que no para de crecer y embellecerse. Este piso te sitúa a menos de 10 minutos andando del Madrid Río, un pulmón verde que ha transformado la ciudad y se ha convertido en uno de sus puntos neurálgicos más deseados. El interior de la propiedad, aunque actualmente diseñado para maximizar la rentabilidad con alquiler por habitaciones, ofrece una versatilidad excepcional. Imagina las posibilidades: puedes mantener su distribución actual si buscas una inversión de alta rentabilidad, o bien transformarlo con una reforma personalizada para crear tu vivienda ideal, adaptada completamente a tus gustos y necesidades. Pero es la ubicación lo que realmente eleva esta propiedad a otro nivel. Te encontrarás en una zona inmejorable, repleta de espacios verdes y con un ambiente que aúna lo familiar y lo tranquilo con una vibrante oferta de ocio y servicios: •Madrid Río: Un amplio parque ribereño que te invita a disfrutar de extensas zonas verdes, rutas para bici y patinaje, y una deliciosa oferta gastronómica junto al Manzanares. •Puentes emblemáticos: Explora la Pasarela de Arganzuela, el Puente de Segovia y la Puerta de Toledo, escenarios perfectos para paseos con encanto y vistas inolvidables. •Cultura y ocio a tu alcance: Muy cerca del innovador Matadero Madrid y del Parque Enrique Tierno Galván, con su planetario, zonas deportivas y auditorio al aire libre. •Servicios completos: Tendrás todo a mano: colegios, centros de salud, grandes supermercados y de barrio, farmacias, comisaría, y completas zonas deportivas con pistas de pádel y gimnasios. •Movilidad excelente: Disfruta de un rápido acceso a la zona del Metro Puerta de Toledo (Línea 5), paradas de bus (41, 31, 36, 50, 65) y una ágil incorporación a las principales vías como la M40, M30, A2, A5, A42, R3, M500. •Oferta gastronómica viva: Desde bares tradicionales hasta modernos restaurantes y locales con encanto junto al río, perfectos para cualquier momento del día. •Mercado tradicional: Sumérgete en el auténtico ambiente local del Mercado de Santa María de la Cabeza, con más de 50 puestos y un supermercado recién remodelado, listo para tu día a día. No solo estás comprando un piso; estás adquiriendo un estilo de vida en una de las zonas con mayor proyección y encanto de Madrid.",True,good,False,True,4385.0,True,False,False,False,[],False,False,499900.0,€,519000.0,19100.0,4.0,flat,,"Palacio, Madrid","Piso en ronda de Segovia, 17",,,,
108829367,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1d/f3/4d/1339918955.webp,P.3 Bj C,6,bj,244000.0,flat,sale,72.0,True,2,2,"calle Santón, 12",Madrid,Valdemoro,Centro,es,,40.19257,-3.6773149,True,https://www.idealista.com/obra-nueva/108829367/,"Residencial San Antón. Viviendas de 1, 2 y 3 dormitorios de renta libre, garajes y sala polivalente. 60 % VENDIDO  Suelo radiante por aerotermia.  Cocinas completamente amuebladas incluidos todos los electrodomésticos.  Con el privilegio de vivir en el centro de Valdemoro.",False,,True,True,3389.0,True,False,False,False,[],False,False,244000.0,€,,,,flat,,"Centro, Valdemoro","Piso en calle Santón, 12",True,True,,False
106030645,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/73/b5/9b/1341585653.webp,06504,35,,695900.0,chalet,sale,205.0,,5,3,Villalba Pueblo,Madrid,Collado Villalba,Villalba Pueblo,es,,40.6404621,-3.9933432,False,https://www.idealista.com/inmueble/106030645/,"Residencial Puerta de Villalba es una exclusiva promoción de obra nueva, de 10 viviendas unifamiliares pareadas con jardín, zonas comunes y piscina comunitaria. DISTRIBUCIÓN Todas las viviendas están distribuidas en tres plantas, un planteamiento cómodo y racional para todo tipo de familias. En la planta baja se encuentra un dormitorio, baño, zona de lavandería, cocina con salida al jardín, totalmente amueblada y equipada con los electrodomésticos básicos. Un espacioso salón comedor que tienen acceso al porche y al jardín.  En la planta primera se encuentran tres dormitorios con armarios empotrados y el dormitorio principal, que cuenta con vestidor propio, terraza y baño en suite.  En la planta bajo cubierta hay un espacio diáfano polivalente, muy luminoso y amplio.  CALIDADES Todas las estancias cuentan con grandes ventanales con carpintería con rotura de puente térmico. La calefacción de suelo radiante-refrescante con sistema de aerotermia, con apoyo de placas solares, ofreciendo una calificación energética “A. Los acabados son de alta calidad y detalles cuidados al máximo, ”, con el objetivo de alcanzar el mayor confort de las personas. ¡Convierte este bonito chalet, en tu próxima vivienda!  IMPORTANTE SABER QUE la licencia de Obras está concedida y las obras comienzan ya!  UBICACION Se encuentra en un enclave privilegiado, en la zona de Villalba Pueblo, capital de la Sierra Noroeste, que cuenta con todos los servicios a su alcance, transporte público, restaurantes, farmacias, colegios… y a un paso de la sierra con toda la naturaleza y el aire puro a tu alcance. ¡No dejes pasar esta oportunidad única y contáctanos para más información! Tu nuevo hogar te está esperando en Collado Villalba. Las imágenes y planos que aparecen en el anuncio están sujetos a las modificaciones necesarias a requerimientos municipales y exigencias administrativas, legales, jurídicas o técnicas que juzgue conveniente la dirección facultativa.",False,good,False,,3395.0,True,False,False,False,[],False,False,695900.0,€,,,,chalet,semidetachedHouse,"Villalba Pueblo, Collado Villalba",Chalet pareado,True,True,,
108173169,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6f/8c/91/1336046170.webp,W-02YY3Y,50,,1240000.0,chalet,sale,425.0,,5,3,Barrio Molino de la Hoz,Madrid,Las Rozas de Madrid,Molino de la Hoz,es,Molino de la Hoz,40.5387403,-3.9279626,False,https://www.idealista.com/inmueble/108173169/,"Señorial propiedad SIN NINGUN TIPO DE HONORARIOS AL COMPRADOR Engel & Völkers les presenta una magnífica vivienda en la exclusiva zona de Molino de la Hoz, una señorial residencia que anhela una nueva vida y nuevos corazones que la llenen de historias. Ubicada en una posición privilegiada, esta propiedad no es solo un hogar, sino una joya que derrocha elegancia y serenidad, rodeada de amplios jardines que susurran tranquilidad y tres terrazas exteriores que invitan a soñar bajo el cielo estrellado. La zona de piscina, envuelta en gran privacidad, parece esperar risas y momentos inolvidables junto al agua. Al cruzar su majestuosa puerta flanqueada por dos elegantes columnas, la casa te abraza con un hall imponente que da paso a un espacio distribuidor con una escalera señorial. La planta principal respira historia y sofisticación: un espectacular salón con una lujosa chimenea y molduras que adornan techos de gran altura, evoca noches de charlas interminables. Los suelos de madera de altísima calidad, en perfecto estado, crujen suavemente, como si contaran los recuerdos de quienes los pisaron. El comedor independiente, bañado en luz parece creado para cenas llenas de calidez, mientras la biblioteca-despacho, también con chimenea, invita a la introspección y a largas tardes de lectura. Un baño completo, una cocina funcional con salida al jardin y un cuarto de lavado, completan esta planta, lista para adaptarse a las necesidades de una nueva familia. En la planta superior, cinco dormitorios luminosos aguardan para ser personalizados, cada uno con el potencial de convertirse en un refugio personal, acompañados por dos baños completos. El garaje cerrado, con capacidad para un vehículo y espacio exterior para dos más, añade practicidad a esta vivienda que no renuncia al lujo. Pasear por sus jardines es sentir una conexión profunda con la naturaleza. Las terrazas y la zona de barbacoa prometen veladas inolvidables llenando el aire de aromas y risas. Esta casa no solo busca nuevos dueños, sino una familia que la haga vibrar nuevamente, que transforme sus espacios en un hogar lleno de vida. ¿Será la tuya la próxima historia que estas paredes guarden con cariño? Molino de la Hoz es una exclusiva urbanización privada situada en Las Rozas, en un entorno natural privilegiado, con controles de acceso y vigilancia 24 horas, que cuenta con todo tipo de servicios, línea privada de autobuses, Transporte público constantemente, un magnífico Club Social a su entrada en el que se puede disfrutar de piscina olímpica, instalaciones deportivas, pistas de tenis y pádel, restaurante con una gran parcela ajardinada y zona de columpios, biblioteca y otras muchas actividades. Dentro de la urbanización hay dos colegios, ambos bilingües, siendo el Bérriz concertado y el Logos privado, destacamos la zona comercial con supermercado, centro médico, centro veterinario, estética y belleza, peluquería, fisioterapeuta, cafetería, pastelería, gimnasio y otros servicios.  La urbanización cuenta con un bonito lago, hábitat permanente de cormoranes, en una ubicación privilegiada que garantiza privacidad y tranquilidad.",False,renew,False,,2918.0,False,False,False,False,[],False,False,1240000.0,€,,,,chalet,independantHouse,"Molino de la Hoz, Las Rozas de Madrid",Casa independiente,True,True,,
107969212,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/02/1d/23/1329791629.webp,4918,21,1,2650000.0,flat,sale,240.0,True,3,4,calle de Maldonado,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.4343394,-3.6843608,False,https://www.idealista.com/inmueble/107969212/,"Exclusiva vivienda reformada en la zona de Castellana, en el prestigioso Barrio de Salamanca, a escasos pasos de las calles Velázquez y Juan Bravo, y muy cerca de la emblemática Embajada Italiana. Ubicada en la primera planta de un edificio señorial de principios del siglo XX, con una elegante fachada clásica, un encantador portal de acceso y ascensor de jaula original. La propiedad cuenta con una superficie de 240 m², distribuidos en un amplio hall de entrada, un espectacular salón-comedor con varios ambientes diferenciados y dos grandes balcones. El comedor, conectado con el salón, da paso a una cocina independiente, totalmente equipada y con zona de office para el día a día. La zona de descanso se compone de tres amplios dormitorios en suite, todos ellos dobles y con excelentes dimensiones. Destaca la suite principal, que dispone de un espacioso vestidor y un elegante baño privado. Además, la vivienda cuenta con un aseo de cortesía ubicado junto a la zona social. La reforma integral se ha llevado a cabo utilizando materiales y acabados de la más alta calidad, cuidando cada detalle para ofrecer un hogar sofisticado, funcional y lleno de estilo.",False,good,False,True,11042.0,True,False,False,False,[],False,False,2650000.0,€,,,,flat,,"Castellana, Madrid",Piso en calle de Maldonado,,,,
108917265,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6e/43/d1/1358876197.webp,SV_60581600,8,4,220000.0,flat,sale,65.0,True,3,1,calle de Emilio Martín Encinas,Madrid,Coslada,Coslada Pueblo,es,,40.4261435,-3.5646991,False,https://www.idealista.com/inmueble/108917265/,"Se vende piso en Coslada, ubicado en la cuarta planta de un edificio sin ascensor, en una zona residencial consolidada y muy bien comunicada. La vivienda tiene 65 m² construidos y se distribuye en salón-comedor con salida a terraza, cocina independiente, tres dormitorios y un baño completo. El inmueble necesita reforma, lo que te permite adaptarlo totalmente a tus necesidades y estilo. Gracias a su buena distribución y luminosidad, ofrece múltiples posibilidades de personalización. Ideal tanto como primera vivienda como para inversores, por su ubicación próxima a colegios (como el C. P. Andrés Torrejón), zonas verdes y todo tipo de servicios y comercios. Propiedad procedente de cartera especializada, con precio competitivo, compra segura y posibilidad de financiación. Solicita más información y organiza tu visita sin compromiso.",False,renew,False,False,3385.0,False,False,False,False,[],False,False,220000.0,€,,,,flat,,"Coslada Pueblo, Coslada",Piso en calle de Emilio Martín Encinas,,,,
108602382,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bb/89/15/1349688170.webp,DS-P33093B,11,2,1499000.0,flat,sale,110.0,True,2,3,calle del General Arrando,Madrid,Madrid,Chamberí,es,Almagro,40.4325178,-3.6945194,False,https://www.idealista.com/inmueble/108602382/,"Clasicismo en Almagro a estrenar DIZA Consultores les presenta este fantástico piso de diseño en una de las mejores calles de Almagro. En la segunda planta, encontramos este señorial y elegante piso de 110 m2. La vivienda destaca por sus amplios espacios, ya que la zona social, con 2 balcones a la calle, está distribuida en un gran salón comedor con cocina integrada y totalmente equipada, y un baño que cumpliría la función de aseo de visitas. La zona de descanso también goza de espacios muy amplios, ya que tiene 2 habitaciones con 2 baños en suite. El edificio cuenta con calefacción central y portero. La ubicación del inmueble es inmejorable, a un paso del Paseo de la Castellana y de los mejores restaurantes y tiendas de la ciudad. La zona de Chamberí se trata de una de las zonas con mejor calidad de vida de Europa. Gracias a la amplia oferta gastronómica, cultural y comercial, se trata de una formidable zona donde vivir e invertir. Estaremos encantados de atenderle. DIZA Consultores Inmobiliarios. Inmobiliaria de lujo en Madrid especializada en comprar, vender y alquilar pisos en las zonas premium de Madrid: Barrio de Salamanca, Almagro, Chamartín, Retiro, Pozuelo, Aravaca, Boadilla… Convertimos Sueños en Hogares.",False,good,False,True,13627.0,False,False,False,False,[],False,False,1499000.0,€,,,,flat,,"Almagro, Madrid",Piso en calle del General Arrando,,,,
