propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice
108157102,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/27/77/92/1335568948.webp,CASTELLANA8556322,1,en,1000000.0,flat,sale,165.0,True,4,3,Barrio Castellana,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.435912,-3.6860896,False,https://www.idealista.com/inmueble/108157102/,"Local disponible para cambio de uso, que ya fue vivienda en anteriormente, en edificio clásico de 1900. La finca es de 1900. Se trata de un edificio protegido con un proyecto de rehabilitación integral para conversión en gran lujo, que iniciará sus obras en los próximos meses, lo que supondrá además una revaloración muy importante de la casa. Sin duda una oportunidad única también para realizar un piso de lujo en un edificio clásico que va a rehabilitarse íntegramente y que revalorizará con creces el inmueble. Para más información no dudes en contactar con nosotros, estaremos encantados de responder todas tus dudas y concertar una visita si lo deseas.",False,good,False,True,6061.0,True,False,False,False,[],False,False,1000000.0,€,flat,"Castellana, Madrid",Piso,,,,,,
108580600,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c5/1d/07/1349045136.webp,Mayor Los Santos,16,,43500.0,chalet,sale,68.0,,2,1,calle Mayor,Madrid,Los Santos de la Humosa,,es,,40.500737,-3.2577091,False,https://www.idealista.com/inmueble/108580600/,"AGENCIA INMOBILIARIA TECNOCASA POZO DE GUADALAJARA VENDE: CASA DE PUEBLO en el centro del municipio de LOS SANTOS DE LA HUMOSA (MADRID). La vivienda se encuentra para reformar completamente y esta compuesta de 3 plantas con varias estancias. No dudes en venir a verla porque puede ser lo que estás buscando, ya que el inmueble dispone de muchas posibilidades. Para más información llámenos o pase por nuestra oficina situada en PLAZA MAYOR 5 LOCAL 2 - POZO DE GUADALAJARA.",False,renew,False,,640.0,False,False,False,False,[],False,False,43500.0,€,chalet,Los Santos de la Humosa,Chalet adosado en calle Mayor,terracedHouse,,,,,
108371882,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/70/da/ec/1342132800.webp,,25,,1640000.0,chalet,sale,780.0,,5,4,Soto de Viñuelas,Madrid,Tres Cantos,Soto de Viñuelas,es,,40.6110964,-3.6866645,False,https://www.idealista.com/inmueble/108371882/,"VIVIENDA INDEPENDIENTE, CON GRAN PERSONALIDAD E INMEJORABLES VISTAS SOBRE LA EXCLUSIVA URBANIZACION DEL SOTO DE VIÑUELAS Unifamiliar de corte provenzal de 780 metros construidos sobre una parcela de 1.670 metros, que ofrece la posibilidad de anexar una segunda vivienda pareada con entrada independiente (se dispone de proyecto). Esta vivienda, de fuerte personalidad, se encuentra edificada sobre la cota más alta de la parcela, lo que le otorga unas vistas privilegiadas sobre la colonia. Dispone de dos viviendas independientes. La primera de ellas cuenta, en planta baja, con una cocina de gran amplitud, completamente equipada, en la que se diferencian la zona de trabajo y el office, además de disponer de despensa, un salón comedor de grandes dimensiones, un baño, habitación de servicio y un cuarto de almacenaje con zona de maletero. La zona de descanso se compone de dos dormitorios, uno de ellos en suite, con baño que comunica a través de un pasillo con el otro. A través de unas escaleras se accede a la segunda vivienda, que igualmente dispone de cocina independiente, un amplio salón comedor, despacho y un baño en su planta baja. En la planta superior se encuentran dos dormitorios, uno de ellos con vestidor de ensueño, que dispone de luz natural y una península de apoyo. El sistema de calefacción es por aerotermia y suelo radiante. Ambas viviendas comparten parcela y piscina. La zona de aparcamiento se encuentra a nivel de superficie con capacidad para varios vehículos. Dos casas en una con total independencia, que cubren sobradamente las necesidades de una gran familia con distintas pretensiones. No ofrece ninguna resistencia arquitectónica para cualquier persona con ciertas limitaciones físicas. Mejor verla!",False,good,False,,2103.0,False,False,False,False,[],False,False,1640000.0,€,chalet,"Soto de Viñuelas, Tres Cantos",Casa independiente,independantHouse,1690000.0,50000.0,3.0,True,True
106632694,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/32/b3/30/1289334838.webp,,27,3,469000.0,duplex,sale,195.0,True,6,2,Barrio Almendrales,Madrid,Madrid,Usera,es,Almendrales,40.3841687,-3.7037063,False,https://www.idealista.com/inmueble/106632694/,"¡Oportunidad única en el corazón de Usera! Descubre este espacioso dúplex de 195 m², ideal para familias numerosas o inversores. Situado a solo 3 minutos del metro, ofrece una ubicación inmejorable cerca de la calle Marcelo Usera. En la planta baja, encontrarás un salón con terraza, comedor independiente, cocina amplia también con terraza, y dos dormitorios. La planta alta cuenta con cuatro dormitorios adicionales y una impresionante terraza de ático de 35 m², perfecta para disfrutar del sol.  Este dúplex ofrece una versatilidad sin igual, con la posibilidad de ampliar a mas dormitorios para maximizar la rentabilidad. A pesar de necesitar reforma, su potencial es evidente. Además, incluye una plaza de garaje en el precio, lo que añade comodidad a su atractivo. Orientación este-oeste, este inmueble es una joya esperando ser redescubierta. No pierdas la oportunidad de visitarlo y visualizar el hogar de tus sueños.",False,renew,False,False,2405.0,False,False,False,False,[],False,False,469000.0,€,flat,"Almendrales, Madrid",Dúplex,duplex,,,,True,True
108711819,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/89/13/f0/1352873984.webp,,30,4,200000.0,flat,sale,80.0,True,3,1,Barrio Flores,Madrid,Leganés,Centro,es,Flores,40.3252688,-3.762107,False,https://www.idealista.com/inmueble/108711819/,"TITO CARDEÑOSA, asesor inmobiliario, gestiona y vende esta magnífica vivienda situada en la localidad de Leganés (Madrid), en el barrio de las flores. Amplia y muy luminosa, en buen estado para entrar a vivir.  La vivienda se distribuye en recibidor, salón, cocina reformada y equipada con electrodomésticos (horno, vitrocerámica, campana extractora y lavadora), tres dormitorios y un cuarto de baño (reformado con plato de ducha doble y mampara). Desde el salón se accede a una terraza alargada, dividida en dos (una parte con cerramiento de aluminio). La vivienda cuenta con unas excelentes calidades, suelos de gres, ventanas correderas de aluminio climalit de doble acristalamiento (en los dormitorios), armario empotrado doble en dormitorio principal, armarios roperos en los otros dos dormitorios, split de aire acondicionado en salón (con bomba de calor), puerta de acceso blindada, calefacción de gas natural individual y agua incluida en comunidad. La vivienda está ubicada en una 4ª planta sin ascensor. LA INSTALACIÓN DEL ASCENSOR YA ESTÁ APROBADO POR PARTE DE LA COMUNIDAD DE PROPIETARIOS. Actualmente se está pagando una derrama de 100€ mensuales, hasta Agosto de 2025.  Situada en pleno centro neurálgico de la ciudad de Leganés, en pleno barrio de las flores. Con todos los servicios a escasos metros de la finca. Metro Casa del Reloj, a menos de 2 minutos andando. Parada de autobús (Lineas 1, 450, 483, N802 y N804), colegios e institutos, supermercados, bancos, tiendas, etc.. . Si necesita financiación, nuestro Informador de Crédito Inmobiliario puede ayudarle con la gestión de su hipoteca. Infórmese sin compromiso.",False,good,False,False,2500.0,False,False,False,False,[],False,False,200000.0,€,flat,"Flores, Leganés",Piso,,,,,,
107684566,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9f/5b/ee/1319725829.webp,,12,1,1329000.0,flat,sale,135.0,True,2,2,calle de Castelló,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.4309664,-3.679673,False,https://www.idealista.com/inmueble/107684566/,"Les presentamos esta espectacular vivienda en la Calle Castelló, ubicada en el prestigioso barrio de Salamanca, Madrid. Este primer piso exterior, cuenta con 135 m² catastrales y está diseñado para ofrecer el máximo lujo y confort. La propiedad incluye dos habitaciones y dos baños, con una cocina totalmente equipada y un cuarto de lavado que añaden funcionalidad y comodidad. Con calefacción a gas, aire acondicionado y ascensor, El barrio de Salamanca es conocido por su exclusividad y elegancia. Vivir aquí significa estar cerca del ABC Serrano, que ofrece una experiencia de compra de lujo, y el Intercambiador de Avenida de América, que asegura excelentes conexiones de transporte. Para los amantes de la cultura, el Museo Lázaro Galdiano es una visita obligada, mientras que el IE Business School proporciona un entorno académico de prestigio. La zona también alberga varias embajadas, añadiendo un nivel de seguridad y prestigio adicional. Esta vivienda ofrece lujo y comodidad en una ubicación privilegiada en el corazón de la capital.",False,good,False,False,9844.0,False,False,False,False,[],False,False,1329000.0,€,flat,"Castellana, Madrid",Piso en calle de Castelló,,,,,,
108560620,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cb/bb/aa/1348485876.webp,UV-239,13,3,239000.0,flat,sale,102.0,True,3,2,UR NUEVO VERSALLES,Madrid,Fuenlabrada,Loranca,es,,40.2931222,-3.8312537,False,https://www.idealista.com/inmueble/108560620/,"¡Descubre tu nuevo hogar en este espectacular piso en venta! Con 102 m² construidos, este inmueble cuenta con 3 habitaciones, de las cuales 2 son dobles, perfectas para disfrutar de un espacio amplio y acogedor. El salón comedor, luminoso y con acceso a una amplia terraza, es ideal para relajarse o recibir visitas. La cocina independiente también tiene acceso a la terraza, facilitando la conexión entre el interior y el exterior. Este piso cuenta con 2 baños completos, uno de ellos en suite, lo que proporciona comodidad y privacidad. La zona comunitaria es un verdadero oasis, compartida por solo 9 bloques, donde podrás disfrutar de una piscina refrescante y un jardín bien cuidado. Además, hay vestuarios y zonas de ocio disponibles para que puedas aprovechar al máximo tu tiempo libre. La ubicación es inmejorable, con fácil acceso a metro, colegios, hospitales, parques y un centro comercial cercano. Todo lo que necesitas está a tu alcance sin necesidad de utilizar el coche. Con calefacción eléctrica y gas natural, este piso se encuentra en buen estado y listo para convertirse en tu nuevo hogar. ¡No pierdas la oportunidad de visitarlo! Ofrecemos servicio de financiación a los clientes, con las mejores condiciones del mercado y empresas tasadoras colaboradoras. Estudio previo de financiación y cálculo de gastos e impuestos derivados de la compraventa realizado por profesionales. El propietario del inmueble deriva la responsabilidad de su venta sobre nuestra empresa en régimen de EXCLUSIVIDAD con la finalidad de no ser molestado personalmente o a través de vecinos por particulares o profesionales. Rogamos respeten su decisión. *Este anuncio puede contener errores. *Los datos del presente anuncio son a título informativo, no vinculante ni contractual. *El precio publicado en dicho anuncio NO incluye gastos derivados de la compraventa (impuesto de Transmisión Patrimonial, Notaría, Gestoría, Registro, etc. ) ATENCIÓN: PARA GARANTIZAR UN SERVICIO EFICAZ, ATENDEREMOS SOLICITUDES QUE CONTENGAN UN NÚMERO TELEFÓNICO PARA PODER CONTACTARLE. Inmueble gestionado por: Leonardo Nieto: Gestor Inmobiliario.",False,good,False,True,2343.0,False,False,False,False,[],False,False,239000.0,€,flat,"Loranca, Fuenlabrada",Piso en Ur Nuevo Versalles,,,,,,
108473424,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7d/cf/56/1345975648.webp,ECDH25JUL,20,,249900.0,chalet,sale,126.0,,3,3,calle de Julio Merino,Madrid,Mejorada del Campo,,es,,40.3941993,-3.4885623,False,https://www.idealista.com/inmueble/108473424/,"Inmobiliaria Corredor del Henares te ofrece en exclusiva esta vivienda unifamiliar de 126m2 en pleno centro de Mejorada del Campo.  Se trata de un inmueble de tres plantas de 42m2 cada una, distribuida de la siguiente manera: Planta baja: en ella encontraremos una amplia habitación con baño en suite y un trastero aprovechando el hueco bajo escalera. Planta primera: se distribuye en salón, cocina con tendedero y aseo. Planta segunda: dispone de dos habitaciones y un baño. Desde esta planta tenemos acceso a una buhardilla que puedes utilizar como trastero. Respecto a las calidades del inmueble cuenta con ventanas de climalit, calefacción eléctrica, aire acondicionado en salón, armario empotrado en una de las habitaciones y ducha de hidromasaje en el baño de la habitación principal. Si tienes problemas con la financiación, disponemos de departamento financiero propio que te ayudará a conseguir las mejores condiciones hipotecarias para ti. ¿Quieres una vivienda para entrar a vivir? Tendrás todo muy cerca, parada de autobús, supermercados, colegios. No dejes pasar la oportunidad y llámanos!",False,good,False,,1983.0,False,False,False,False,[],False,False,249900.0,€,chalet,Mejorada del Campo,Chalet pareado en calle de Julio Merino,semidetachedHouse,,,,,
108893164,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/33/5a/95/1358156825.webp,,19,3,175000.0,flat,sale,94.0,True,2,2,Centro,Madrid,Fuenlabrada,Centro,es,,40.2828248,-3.7905819,False,https://www.idealista.com/inmueble/108893164/,"Te presentamos este piso exterior ubicado en la 3ª planta de un edificio en plena zona centro de Fuenlabrada. Con 94 m² construidos y una distribución práctica y funcional, es una opción ideal tanto para vivienda habitual como para inversión. La vivienda cuenta con 2 dormitorios, 2 baños completos (uno con bañera y otro con ducha), un salón de paso semiindependiente con buena iluminación natural y una cocina amueblada en buen estado. Las estancias son cómodas y aprovechadas al máximo, con armario empotrado, ventanas climalit y suelos de gres que facilitan el mantenimiento diario. Está en buen estado de conservación y lista para entrar a vivir desde el primer día. La comunidad tiene un coste mensual de 65 € y el IBI anual es de solo 148 €, lo que hace que el mantenimiento sea muy accesible. Situado en una zona consolidada, con todos los servicios a tu alrededor: comercios, colegios, transporte público, zonas verdes y una gran oferta de ocio y restauración. Una vivienda cómoda, bien situada y con todo lo necesario para disfrutar del día a día.",False,good,False,False,1862.0,False,False,False,False,[],False,False,175000.0,€,flat,"Centro, Fuenlabrada",Piso,,,,,,
108304446,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d9/e5/8c/1340119369.webp,Z- ALGT 0343,14,1,257000.0,flat,sale,90.0,True,3,2,calle Virtudes,Madrid,Algete,,es,,40.5946606,-3.4945841,False,https://www.idealista.com/inmueble/108304446/,"ZOM-HOUSE vende EXCLUSIVO, Algete- Madrid.   En Calle de las Virtudes, Algete En buen estado CON ascensor  Cerca de colegio, zonas verdes y supermercado. 90m de inmueble distribuidos en 3 habitaciones y 2 baños. Terraza acristalada,  suelos de parquet Cocina equipada y suelo de cerámica. NO DUDES EN VISITARLO. y hacer tu propuesta  ¿Quieres ver más pisos como este? Accede a nuestra Web ZOM-HOUSE y podrás ver más pisos, Y si no encuentras allí lo que necesitas, contacta con nosotros.  ya que no todos los pisos son publicados, por expreso deseo del propietario.  ¡No busques más! ,  En ZOM-HOUSE Tenemos más de 430 pisos en Stock, seguro que conseguimos lo que necesitas. ! De 10 a 14 h y de 15 a 20 h de lunes a viernes.  NOTA IMPORTANTE! Los datos referenciados en los anuncios, no han sido verificados y NO son vinculantes, en especial las superficies útiles, construidos, catastrales y otros. TODOS los inmuebles se venden como cuerpo cierto y a Precio Alzado, lo que significa que el comprador compra el inmueble visitado con independencia de los posibles errores tipográficos y de la información anunciada, siendo la compra venta entre particulares. Y recuerda, ZOM-HOUSE te ofrece todos los servicios que necesitas, certificado energético, seguros, alarmas, reformas e interiorismo y gremios. Todo para crear TU HOGAR.",False,good,False,True,2856.0,False,False,False,False,[],False,False,257000.0,€,flat,Algete,Piso en calle Virtudes,,,,,,
