propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,neighborhood,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology
108467382,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8d/a4/0c/1345794446.webp,MVLD034,34,2,350000.0,flat,sale,112.0,True,4,2,Norte - Universidad,Madrid,Móstoles,Norte - Universidad,es,40.3336557,-3.8644759,False,https://www.idealista.com/inmueble/108467382/,"¿Y si por fin encontráis ese hogar con el espacio que tanto habéis echado de menos? Hay un momento en la vida en el que tu casa actual se te queda pequeña. Las habitaciones ya no dan tregua, las cosas no caben, y el salón se ha convertido en zona de paso… No de disfrute. Y entonces aparece este piso. En Parque Estoril II. Donde todo cambia. Aquí no vas a tener que elegir entre montar tu despacho o preparar una habitación más por si la familia crece. Aquí puedes tenerlo todo. Porque tienes cuatro dormitorios para repartir sueños, planes y rincones de paz.  Con un salón que invita a vivirlo donde se abre a una terraza de esas que te piden cenas de verano, tener tus plantas bien atendidas o simplemente asomarte a respirar. ¿Y si te dijéramos que tiene 15 metros de posibilidades?  La cocina tiene espacio para que cocine toda la familia sin peleas. Con espacio suficiente de almacenaje y para una mesa. ¿Te imaginas desayunando ahí mientras suena la radio de fondo? Y cuando toca descansar, hay un dormitorio con baño en suite que será tu pequeño retiro privado. El resto también tienen buen tamaño: nadie se queda fuera del confort. El piso está semi-reformado. Es de esos que ya se dejan vivir pero que, si eres de los que disfrutan poniéndolo a tu gusto, aquí puedes darle ese toque que lo convierta en TU hogar. Calefacción individual de gas natural, para que mandes tú sobre la temperatura. Y conserje, porque siempre da gusto tener a alguien que eche un ojo al portal y reciba los paquetes cuando no estáis en casa. Además, la finca tiene dos ascensores. ¿Primera vivienda? ¿O el paso natural a una casa con más espacio y más planes por cumplir? Este piso ya está listo para ser vivido. Y tú, ¿vienes a conocerlo? Llámanos y ven a descubrirlo. Pero aviso: vas a querer quedarte.",True,good,False,True,3125.0,True,False,True,False,[],False,False,350000.0,€,365000.0,15000.0,4.0,flat,"Norte - Universidad, Móstoles",Piso,Destacado,,,,
108229626,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ff/3a/4c/1337794073.webp,1044,43,1,340000.0,flat,sale,100.0,True,2,2,calle de Ramón Calabuig,Madrid,Madrid,Puente de Vallecas,es,40.3968064,-3.6709128,False,https://www.idealista.com/inmueble/108229626/,"HF&HOUSE ofrece en exclusiva un amplio piso de 3 dormitorios y plaza de garaje en finca cerrada en la zona de Puente de Vallecas (junto a la M-30). La vivienda se encuentra en una primera planta y cuenta con ascensor. Con 100 m² de superficie construida su distribución es la siguiente: hall recibidor, un armario-trastero dentro de la vivienda; amplio y luminoso salón-comedor independiente con pre-instalación de aire acondicionado y un bonito mirador, pasillo distribuidor con armario empotrado, cocina totalmente amueblada y equipada con salida a terraza-tendedero, 3 dormitorios con armarios empotrados, 2 baños completos con plato de ducha. Entre sus calidades podemos destacar: video porteo automático en los dos accesos, puerta blindada de acceso a la vivienda, ventanas de climalit batientes, suelos de parquet, pintura gotelé, armarios empotrados, carpintería de puertas interiores en color roble, agua caliente y calefacción por gas natural individual con radiadores distribuidos en todas las estancias. Rodeado de todos los servicios esenciales como centro de salud Martínez de la Riva, farmacias, centros de enseñanza primaria y secundaria, entidades bancarias, diversos establecimientos comerciales. A tan sólo 4 minutos andando del Mercadona además de contar a su alrededor con parques infantiles y zonas ajardinadas para disfrutar de los paseos.  A tan solo 600 metros de la estación de Nueva Numancia (línea 1) y con rápido acceso a la M-30 y A-3.  Gastos comunitarios: 100 €+20€ plaza de garaje Gastos IBI: 380€ Te invitamos a visitarnos en HF&HOUSE donde nuestros expertos te acompañarán en todo el proceso y te ayudarán a encontrar el hogar que siempre has soñado. Contamos con asesores inmobiliarios y del departamento financiero HOME & CREDIT, quienes te informarán sobre los gastos adicionales y te ofrecerán las mejores opciones de financiación. Nos encargamos de todo para que la adquisición de tu vivienda sea lo más sencilla y cómoda posible. Además, ofrecemos VALORACIONES GRATUITAS y sin compromiso. ¡Llama para consultarnos, te informamos sin compromiso!",True,good,False,True,3400.0,True,False,True,False,[],False,False,340000.0,€,,,,flat,"San Diego, Madrid",Piso en calle de Ramón Calabuig,Destacado,San Diego,True,True,
108324696,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/90/c0/0f/1340727836.webp,RSA566,29,,900000.0,countryHouse,sale,860.0,,9,8,diseminado s/n,Madrid,Cubas de la Sagra,,es,40.1910568,-3.8372005,True,https://www.idealista.com/inmueble/108324696/,"MAJESTUOSA PROPIEDAD NEOMUDÉJAR A SOLO 20 MINUTOS DE MADRID Una construcción única en la Comarca de la Sagra. Extraordinaria residencia señorial de principios del siglo XX, obra de un prestigioso arquitecto de la época, se trata de un ejemplo de la arquitectura neomudéjar, caracterizada por su torre cuadrada de tres alturas y sus detalles ornamentales en sus fachadas. Está situada a tan solo 30 km del centro de Madrid y cuenta con 860 m² construidos y un jardín privado de 2.000 m². La propiedad se caracteriza por su encanto histórico y su confort moderno. A lo largo de su historia, esta propiedad ha sido refugio de ilustres personalidades. Aunque la vivienda precisa rehabilitación, su construcción se realizó con materiales de alta calidad: solados en parquet, mármol, cerámico y carpintería en madera noble. Cuenta con calefacción individual por suelo radiante, con caldera de gasoil. La planta baja alberga un amplio vestíbulo, gran salón con una singular chimenea del siglo XVIII, ventanales a un elegante patio acristalado; despacho, comedor con salida directa al jardín, cocina equipada, aseo de cortesía, dos dormitorios en suite, y zona de servicio con dormitorio y baño. En la primera planta se distribuyen una sala de estar, un dormitorio con baño y vestidor, y cuatro dormitorios adicionales que comparten dos cuartos de baño. La torre es un espacio diáfano con vistas a los cuatro puntos cardinales. En la planta sótano se encuentra una bodega acondicionada como salón social. La propiedad está rodeada de un cuidado jardín amurallado con total privacidad, piscina, porche con viguería de madera convertido en salón exterior, horno de leña, cocina exterior y garaje para dos vehículos. Dispone de calefacción por suelo radiante con caldera de gasoil, servicios municipales completos y pozo de agua propio Esta extraordinaria propiedad está ubicada en una localidad con excelente comunicación, Cubas de la Sagra ofrece transporte público, colegios bilingües, instalaciones deportivas, piscina cubierta y una amplia oferta comercial, todo a menos de media hora de Madrid.",False,renew,False,,1047.0,True,False,True,False,[],False,False,900000.0,€,,,,countryHouse,Cubas de la Sagra,Palacio en diseminado s/n,Destacado,,True,True,palacio
107946499,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/55/d6/48/1329131353.webp,,30,1,434000.0,duplex,sale,101.0,True,3,2,camino de Valladolid,Madrid,Torrelodones,Casco Antiguo,es,40.5755139,-3.9310479,False,https://www.idealista.com/inmueble/107946499/,"Hogares Torrelodones - Agencia inmobiliaria de Torrelodones y Hoyo de Manzanares. Pone a su disposición piso dúplex con terraza y garaje independiente. Destacar su cómoda distribución, con dos amplios dormitorios suite en la planta baja y planta superior con entrada independiente. Además de su excelente ubicación cercano a todos los servicios y accesibilidad inmediata autovía A-6.  El piso se distribuye en dos plantas: Planta principal: Hall de entrada, cocina con zona de lavado, salón con chimenea y terraza, 2 dormitorios y 2 cuartos de baño completos en suite. Planta superior: estancia con entrada independiente, chimenea y amplio espacio para almacenaje.  *Aprovecha nuestros servicios FINANCIEROS exclusivos y realiza un estudio personalizado. Gracias a nuestros acuerdos con las principales entidades bancarias, ofrecemos a nuestros clientes, un gran abanico de posibilidades con las mejores soluciones hipotecarias. * Visite nuestra oficina en c/ Carlos Picabea Nº6, Torrelodones (Madrid) para más información. Realizamos todas las gestiones a su medida, para la COMPRA-VENTA-ALQUILER de su actual o futuro Hogar.  - Torrelodones - Municipio del noroeste de la Comunidad de Madrid (España), situado a 29 kilómetros de Madrid. Por su localización entre la sierra de Guadarrama y el área metropolitana de la capital, está vinculado a dos comarcas madrileñas: la comarca agrícola de Guadarrama y la corona metropolitana de Madrid. Según datos oficiales de población cuenta con una población de 25 316 habitantes (INE 2024), distribuida en siete núcleos de población. Se encuentra a una altitud media de 845 m sobre el nivel del mar. Limita al norte con Hoyo de Manzanares, al este con Madrid a través del monte de El Pardo, al sur con Las Rozas de Madrid y al oeste con Galapagar. Los habitantes de este municipio se encuentran entre los de mayor renta per cápita de la Comunidad de Madrid. Los servicios, la hostelería y la construcción constituyen sus principales actividades económicas. El pueblo posee un interesante patrimonio artístico y natural y forma parte de dos rutas turísticas de la Comunidad de Madrid.  Una de ellas es la Ruta Imperial, que sigue parcialmente el camino histórico empleado en el siglo XVI por el rey Felipe II en sus desplazamientos desde la ciudad de Madrid hasta el Real Sitio de El Escorial. La otra es la Ruta por los Castillos, Fortalezas y Atalayas, a la que queda vinculada por la atalaya de Torrelodones, una torre-vigía de origen andalusí. En lo que respecta a sus valores ambientales, buena parte de su territorio está protegido a través del parque regional de la Cuenca Alta del Manzanares y del parque regional del Curso Medio del Río Guadarrama y su Entorno. En su término se encuentra el Casino Gran Madrid, inaugurado en 1981 y primero existente en la Comunidad de Madrid, de gran importancia en la economía local del municipio, al ser la primera gran empresa radicada en el mismo.",False,good,False,False,4297.0,True,False,True,False,[],False,False,434000.0,€,,,,flat,"Casco Antiguo, Torrelodones",Dúplex en camino de Valladolid,Destacado,,True,True,duplex
107650930,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ff/9d/d8/1318759713.webp,,22,1,405000.0,flat,sale,140.0,True,4,2,"calle de Santiago García El Tranquilo, 2",Madrid,Colmenar Viejo,San Crispín - La Estación Consorcio,es,40.6479696,-3.7774202,True,https://www.idealista.com/inmueble/107650930/,"Habitar vende este precioso piso, exterior, seminuevo, muy luminoso por su orientación sureste, en urbanización privada, piscina, jardín, pista de padel y zona infantil. El inmueble se vende con dos plazas de garaje contiguas y amplias y un trastero de 7m2. La vivienda se encuentra en muy buen estado de conservación. Dispone de 4 dormitorios con armarios empotrados. 2 baños ( uno de ellos en suite). Salón comedor amplio y Cocina amueblada y equipada con horno, placa vitrocerámica y campana extractora. La cocina tiene acceso a un tendedero cerrado. Los suelos de la casa son de tarima. Las ventanas son de climalit oscilobatientes.  El inmueble esta situado en excelente ubicación, zona nueva, con avenidas y parques. Junto a la Estación de Renfe de Colmenar y la Ciudad Deportiva Juan Antonio Samaranch. Dispone de todo tipo de servicios próximos ( colegios, farmacias, ayuntamiento, bares, bancos, etc).",False,good,False,True,2893.0,True,False,True,False,[],False,False,405000.0,€,,,,flat,"San Crispín - La Estación Consorcio, Colmenar Viejo","Piso en calle de Santiago García El Tranquilo, 2",Destacado,,True,True,
108652463,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/57/68/b1/1351134700.webp,,64,bj,590000.0,flat,sale,116.0,True,3,2,paseo del Comandante Fortea,Madrid,Madrid,Moncloa,es,40.4272887,-3.7338884,False,https://www.idealista.com/inmueble/108652463/,"BLUE FUTURE REAL ESTATE pone en venta en EXCLUSIVA esta exclusivo inmueble TOTALMENTE REFORMADO en zona PRIME de Madrid.  Vivienda en planta baja (acceso desde portal) en la madrileña Calle del Comandante Fortea a escasos metros de la ribera del Manzanares. Vivienda en zona exclusiva compuesta por hall recibidor, amplio salón con grandes cristaleras, cocina totalmente equipada con electrodomésticos nuevos a estrenar, pasillo distribuidor, TRES habitaciones, dos de ellas con vestidor, y DOS baños, uno de ellos en suite. Entre sus calidades destacamos: - Suelos de plaquetas. - Calefacción y agua caliente sanitaria de gas natural de uso y consumo individual. - Aire acondicionado (split inverter) en salón y habitación principal. - Pareces lisas. - Cocina equipada con electrodomésticos a estrenar. - Baños de diseño. - Habitaciones con vestidor. Ubicada en un enclave privilegiado en la zona de Moncloa-Aravaca cuenta a su alrededor con zonas verdes ajardinadas, pequeños comercios de barrio, grandes superficies y supermercados, centros de salud y colegios. Extraordinaria comunicación con M-30. Líneas de bus mas cercanas: 41, 46 y 75. Tren: C1 y C10 Cercanías Príncipe Pio. Solicita visita sin compromiso. POSIBILIDADES DE FINANCIACIÓN A TU MEDIDA HASTA EL 100% DE COMPRAVENTA a través de nuestro departamento financiero.",False,good,False,True,5086.0,True,False,True,False,[],False,False,590000.0,€,,,,flat,"Casa de Campo, Madrid",Piso en paseo del Comandante Fortea,Destacado,Casa de Campo,,,
108413760,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4d/49/8f/1344186724.webp,,16,3,199900.0,penthouse,sale,60.0,True,2,1,REAL,Madrid,Villanueva de la Cañada,Villanueva de la Cañada,es,40.4480071,-3.999951,False,https://www.idealista.com/inmueble/108413760/,"Agencia Inmobiliaria en Villanueva de la Cañada HOGARES VILLANUEVA DE LA CAÑADA VENDE EN EXCLUSIVA: Agencia inmobiliaria en Villanueva de la Cañada Hogares Villanueva de la Cañada vende en exclusiva una ¡oportunidad para inversores!  Piso de 2 Habitaciones en Pleno Centro  Con Inquilino y Rentabilidad Garantizada. Se vende acogedor y funcional piso de 2 habitaciones, ideal para inversores que buscan una propiedad con rentabilidad desde el primer día.  El inmueble se encuentra actualmente alquilado con contrato en vigor, lo que lo convierte en una opción perfecta para quienes desean una inversión segura y sin esperas.  Ubicado en una zona super céntrica, este piso goza de una localización inmejorable, con todo tipo de servicios a escasos pasos: transporte público, supermercados, colegios, centros médicos, zonas de ocio y comercios.  El edificio está bien conservado y la vivienda cuenta con una distribución cómoda y luminosa. Salón comedor, cocina equipada, baño completo y dos dormitorios amplios. FINANCIANION 100%.",False,good,False,False,3332.0,True,False,True,False,[],False,False,199900.0,€,,,,flat,"Villanueva de la Cañada, Villanueva de la Cañada",Ático en Real,Destacado,,,,penthouse
108410762,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/36/90/10/1344118824.webp,,43,,849000.0,chalet,sale,372.0,,6,5,calle Herren de Madrid,Madrid,Torrelodones,Centro Comercial - Hospital,es,40.568053,-3.9151685,False,https://www.idealista.com/inmueble/108410762/,"Hogares Torrelodones - Agencia inmobiliaria de Torrelodones y Hoyo de Manzanares. Pone a su disposición, chalet adosado con piscina en urbanización privada. En perfecto estado de conservación y excelentes calidades. Esta vivienda cuenta con domótica, aspiración centralizada y A/Ac. Ubicado en una tranquila zona residencial junto a zonas verdes, centro comercial, colegios, hospital, transportes públicos, espacios naturales y accesibilidad inmediata autovía A-6. Distribuido en cuatro alturas: -Planta principal: Cocina amplia con office, despensa, aseo y salón-comedor con acceso al jardín privado. -Planta alta: Cuatro amplios dormitorios, tres baños completos, dos de ellos en suite. Además, el dormitorio principal cuenta con vestidor. -Planta buhardilla: Estancia diáfana con dos amplias terrazas con vistas espectaculares. -Planta semisótano: Amplia estancia muy luminosa gracias a su patio inglés, aseo, zona de almacenaje y garaje para dos vehículos. *Aprovecha nuestros servicios FINANCIEROS exclusivos y realiza un estudio personalizado. Gracias a nuestros acuerdos con las principales entidades bancarias, ofrecemos a nuestros clientes, un gran abanico de posibilidades con las mejores soluciones hipotecarias. * Visite nuestra oficina en c/ Carlos Picabea Nº6, Torrelodones (Madrid) para más información. Realizamos todas las gestiones a su medida, para la COMPRA-VENTA-ALQUILER de su actual o futuro Hogar. - Torrelodones - Municipio del noroeste de la Comunidad de Madrid (España), situado a 29 kilómetros de Madrid. Por su localización entre la sierra de Guadarrama y el área metropolitana de la capital, está vinculado a dos comarcas madrileñas: la comarca agrícola de Guadarrama y la corona metropolitana de Madrid. Según datos oficiales de población cuenta con una población de 25 316 habitantes (INE 2024), distribuida en siete núcleos de población. Se encuentra a una altitud media de 845 m sobre el nivel del mar. Limita al norte con Hoyo de Manzanares, al este con Madrid a través del monte de El Pardo, al sur con Las Rozas de Madrid y al oeste con Galapagar. Los habitantes de este municipio se encuentran entre los de mayor renta per cápita de la Comunidad de Madrid. Los servicios, la hostelería y la construcción constituyen sus principales actividades económicas. El pueblo posee un interesante patrimonio artístico y natural y forma parte de dos rutas turísticas de la Comunidad de Madrid. Una de ellas es la Ruta Imperial, que sigue parcialmente el camino histórico empleado en el siglo XVI por el rey Felipe II en sus desplazamientos desde la ciudad de Madrid hasta el Real Sitio de El Escorial. La otra es la Ruta por los Castillos, Fortalezas y Atalayas, a la que queda vinculada por la atalaya de Torrelodones, una torre-vigía de origen andalusí. En lo que respecta a sus valores ambientales, buena parte de su territorio está protegido a través del parque regional de la Cuenca Alta del Manzanares y del parque regional del Curso Medio del Río Guadarrama y su Entorno. En su término se encuentra el Casino Gran Madrid, inaugurado en 1981 y primero existente en la Comunidad de Madrid, de gran importancia en la economía local del municipio, al ser la primera gran empresa radicada en el mismo.",False,good,False,,2282.0,True,False,True,False,[],False,False,849000.0,€,,,,chalet,"Centro Comercial - Hospital, Torrelodones",Chalet adosado en calle Herren de Madrid,Destacado,,True,True,terracedHouse
105788657,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/29/50/86/1263036812.webp,,34,,659000.0,chalet,sale,260.0,,4,3,calle Río Ebro,Madrid,Griñón,,es,40.2086735,-3.8577969,False,https://www.idealista.com/inmueble/105788657/,"""F. Hipoteca 100% "". Hogares Griñón - Agencia inmobiliaria de Griñón, pone a su disposición este espectacular Chalet independiente con jardín y piscina privada. Destaca por su cómoda distribución con dormitorio en planta, además de su espectacular jardín equipado con todo detalle. La vivienda se sitúa en una tranquila zona residencial, cercana a bus, farmacia, c. salud, colegios, zonas deportivas y centro de Griñón.  **POSIBILIDAD DE ALQUILER CON OPCIÓN A COMPRA** Dividido en dos alturas, se distribuye en: - Planta principal: Hall de entrada, dormitorio en planta, baño completo, cocina con office, salón-comedor con salida al jardín. - Planta superior: 3 amplios dormitorios y 2 baños completos ""uno de ellos en suite"". - Garaje: para un vehículo y sala de video-vigilancia 24h. - Parcela: Totalmente asentada con iluminación riego e hilo musical, cenador, zonas   ajardinadas, barbacoa y piscina. *Aprovecha nuestros servicios FINANCIEROS exclusivos y realiza un estudio personalizado. Gracias a nuestras condiciones, conseguimos la mejor financiación para su vivienda. Visite nuestra oficina en c/ Juan Carlos I nº2, Griñón (Madrid) o llamando al / para más información. Realizamos todas las gestiones a su medida, para la COMPRA-VENTA-ALQUILER de su actual o futuro Hogar.",True,good,False,,2535.0,True,False,True,False,[],False,False,659000.0,€,,,,chalet,Griñón,Casa independiente en calle Río Ebro,Destacado,,True,True,independantHouse
108563866,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0a/eb/2b/1348568828.webp,PIZARRO,33,,759900.0,chalet,sale,341.0,,6,4,calle Francisco Pizarro,Madrid,Villanueva de la Cañada,Villanueva de la Cañada,es,40.4518445,-4.0111141,False,https://www.idealista.com/inmueble/108563866/,"Agencia Inmobiliaria en Villanueva de la Cañada HOGARES VILLANUEVA DE LA CAÑADA VENDE EN EXCLUSIVA Chalet de lujo en Villanueva de la Cañada con reforma integral de diseño y vistas espectaculares a la Sierra. Presentamos esta exclusiva vivienda ubicada en una de las zonas más privilegiadas de Villanueva de la Cañada, donde la tranquilidad, el entorno natural y la cercanía a todos los servicios se combinan de forma excepcional. Este impresionante chalet ha sido reformado íntegramente con un proyecto personalizado de interiorismo, realizado por una reconocida decoradora, cuidando cada detalle al milímetro. La selección de materiales de altísima calidad, el equilibrio estético y el diseño contemporáneo convierten esta propiedad en una auténtica joya única en la zona. Distribuido en cuatro plantas, el chalet ofrece espacios amplios, luminosos y funcionales. Cuenta con una piscina privada de ensueño, rodeada de una cuidada zona ajardinada perfecta para disfrutar del aire libre y del clima. Las vistas despejadas a la sierra aportan un valor añadido de paz y belleza natural difícil de igualar. La vivienda dispone de un garaje con capacidad para dos coches, además de espacios bien aprovechados para almacenamiento y comodidad familiar. Entre sus múltiples características destacan: Reforma de diseño hecha a medida. Acabados y materiales de primera calidad. 4 plantas con distribución funcional. Piscina privada y jardín. Vistas panorámicas a la sierra. Garaje para 2 vehículos. Ubicación inmejorable: zona residencial tranquila, bien comunicada y con todos los servicios a pocos minutos. Una oportunidad irrepetible para quienes buscan vivir con estilo, confort y exclusividad en una de las mejores zonas del noroeste de Madrid.",False,good,False,,2228.0,True,False,True,False,[],False,False,759900.0,€,,,,chalet,"Villanueva de la Cañada, Villanueva de la Cañada",Chalet adosado en calle Francisco Pizarro,Destacado,,True,True,terracedHouse
