propertyCode,thumbnail,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,floor,exterior,district,hasLift,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,neighborhood
108361727,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d5/ec/29/1341824136.webp,17,154000.0,flat,sale,32.0,1,1,calle de Carlos Dabán,Madrid,Madrid,es,40.3963607,-3.732383,False,https://www.idealista.com/inmueble/108361727/,"Marceli vende: Vivienda en planta baja, de 1 dormitorio amplio, salón de entrada con cocina americana amueblada con electrodomésticos, baño amplio con ducha, calefacción eléctrica, reformado, exterior, rodeado de zonas verdes, junto pradera de San Isidro. Comunidad 40 €, Ibi 125 €. Local convertido y registrado como vivienda. Ideal como inversión. Se entrega amueblado. Inmobiliaria Marceli- Paseo Extremadura 123. 45 años vendiendo y alquilando inmuebles por todo Madrid.",False,good,False,4813.0,False,False,False,False,[],False,False,154000.0,€,,,,flat,,"San Isidro, Madrid",Piso en calle de Carlos Dabán,,bj,True,Carabanchel,False,,,San Isidro
108406653,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/32/71/fc/1343769234.webp,39,1550000.0,flat,sale,100.0,2,2,calle de O'Donnell,Madrid,Madrid,es,40.4233792,-3.6755397,False,https://www.idealista.com/inmueble/108406653/,"Trisol Properties les ofrece en venta vivienda totalmente exterior de 100 m2 haciendo esquina en planta alta y excepcional entrada de luz natural con 4 balconadas y mirador. Se trata de un piso reformado a estrenar de manera integral con buenas calidades y amueblado. La vivienda se distribuye en salón comedor con salida a mirador, cocina semintegrada totalmente equipada con isla, 2 dormitorios con armarios empotrados y 2 baños en suite. Excepcional emplazamiento a 300 metros del parque del Retiro y a pocos metros de El Corte Inglés de Goya Piso en 6ª planta de 100 m2 Totalmente exterior con 4 balconadas y mirador Reformado de manera integral y amueblado Salón comedor con salida a mirador y vistas despejadas Cocina semintegrada con isla totalmente equipada 2 dormitorios con armarios empotrados vestidos 2 baños en suite con toalleros calefactados Suelo de madera Perfilería de ventana de doble acristalamiento y aislamiento térmico Persianas automáticas Aire acondicionado Daikin frio / calor por conductos en toda la vivienda Calefacción individual  Servicio de conserjería [IW].",False,good,False,15500.0,False,False,False,False,[],False,False,1550000.0,€,,,,flat,,"Goya, Madrid",Piso en calle de O'Donnell,TSV0153,6,True,Barrio de Salamanca,False,,,Goya
108662918,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ab/79/c9/1351460397.webp,1,63000.0,flat,sale,63.0,3,1,calle del Pintor Rafael Boti,Madrid,San Martín de la Vega,es,40.2043182,-3.5816052,False,https://www.idealista.com/inmueble/108662918/,"Se ofrece a la venta una interesante propiedad de 63 m², actualmente ocupada por persona sin justo título. Debido a esta situación, no es posible realizar visitas al interior del inmueble ni optar a financiación hipotecaria. � Estado del inmueble: Ocupado � Visitas no permitidas � Financiación no disponible � Ideal para inversores con perfil estratégico y visión a medio/largo plazo Este tipo de activos representa una oportunidad con descuento frente al valor de mercado, lo que puede traducirse en una alta rentabilidad una vez regularizada su situación. �Para más información, contáctanos directamente. Aprovecha esta oportunidad exclusiva para ampliar tu cartera de inversión.",False,good,False,1000.0,False,False,False,False,[],False,False,63000.0,€,,,,flat,,San Martín de la Vega,Piso en calle del Pintor Rafael Boti,07292,1,True,,False,,,
100805956,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/66/08/93/1099694340.webp,74,790000.0,chalet,sale,598.0,7,3,Rascafría,Madrid,Rascafría,es,40.8825109,-3.8757459,False,https://www.idealista.com/inmueble/100805956/,"Urbana de recreo sobre suelo rústico situada en un enclave privilegiado del valle del Lozoya, joya de la sierra de Guadarrama, perteneciente al término municipal de Rascafría y a escasos 50 minutos de Madrid. La zona, rica en fauna y flora autóctona, robledales, pino, jabalí, corzo, gran variedad de aves, tiene especial protección, la normativa no permite la construcción de edificaciones que no tengan carácter agropecuario, por lo que hace únicas y especialmente atractivas a las viviendas ya existentes. Se encuentra a 3'4Km del centro de Rascafría, muy cercana al Monasterio del Paular y de la conocida zona turística de las Presillas, con fácil acceso tanto por carretera como por caminos, escondida sin embargo en una zona muy tranquila y alejada del bullicio de los paseantes. Alrededor de la casa encontramos infinidad de caminos para dar largos paseos por la zona tanto por sus característicos robledales o bosques de abedules, chopo y flora autóctona, como por zonas de pasto del abundante ganado vacuno autóctono, todo ello circundado por el alegre río Lozoya que tanta vida da al valle.  La vivienda, de 598 m2 construidos, se alza sobre una parcela de 5.140 m2 con piscina, zona de barbacoa, pista de tenis (en desuso), invernadero, huerto, zona arbolada con prunos, robles., zona ajardinada con riego automático e iluminación, y maravillosas vistas a todos los picos importantes de Peñalara. Toda la parcela está cercada con una valla de piedra de río característica de la zona.  El interior de la casa está construido en tres plantas, orientada al sur y pensada para albergar hasta unas 20 personas con su configuración actual. La primera planta está destinada a todas las zonas comunes, la segunda a los dormitorios y el sótano a bodega, servicio y sauna. En un pabellón exento se sitúan los garajes y dos talleres para maquinaria y utillaje.  Accedemos a la vivienda por el pequeño zaguán que nos introduce en el salón presidido por una gran chimenea de piedra con alfeizar de sillares de granito y dintel de madera. El suelo de baldosa exagonal de barro y los techos ornamentados con vigueta de madera tratada y entrevigado a la catalana. Desde el salón sale un tiro de escalera hacia el piso de arriba, por otro lado del salón otra escalera de acceso a sótano, salida al porche y al jardín y comunicación con el generosísimo comedor con amplio ventanal a sur, de ahí acceso a cocina y de nuevo desde el comedor acceso a una amplia sala de juegos con mesa de billar, chimenea de casette, grades ventanales y aseo de cortesía. Esta sala de juegos comunica también a través de una pequeña escalera con la planta de arriba, dando directamente al dormitorio principal. La planta de arriba se distribuye en dos zonas separadas por un hall; a un lado tres dormitorios más el principal y un baño completo para esa zona, y al otro lado otras tres habitaciones y otro baño completo. En las habitaciones de los extremos hay sendas chimeneas, siendo una de ellas una preciosa salamandra antigua de hierro fundido y empuñadura de metal blanco, encastrada en un marco de pared de sillería de granito. La planta de sótano alberga una amplia bodega con los mismos materiales y estilo que el resto de la casa y preparada para almacenar una gran cantidad de botellas. Asimismo encontramos en el sótano una sauna finlandesa para seis personas, en uso, y una ducha. Por último, una habitación de servicio. El acceso a Rascafría desde Madrid se puede hacer desde la A1 carretera de Burgos accediendo por el valle del Lozoya; desde la A6 a través del pueblo de Navacerrada y el puerto de Cotos, o por la M607 carretera de Colmenar pasando por Miraflores de la Sierra y el puerto de la Morcuera. Todas las posibilidades nos conducen por preciosos parajes a menos de una hora de Madrid.",False,good,False,1321.0,True,False,False,False,[],False,False,790000.0,€,,,,chalet,independantHouse,Rascafría,Casa independiente,RF0319,,,,,,,
107900004,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9e/18/5f/1327760362.webp,13,2290000.0,flat,sale,259.0,3,3,paseo de la Castellana,Madrid,Madrid,es,40.4523317,-3.6877285,False,https://www.idealista.com/inmueble/107900004/,"PISO DE LUJO TODO EXTERIOR Ubicada en el prestigioso barrio de Castellana, esta sofisticada vivienda en altura ofrece un estilo de vida exclusivo. Se trata de un elegante piso de 259 metros cuadrados construidos y, distribuido en un amplio salón donde se comparte comedor y cocina además de 3 dormitorios y tres baños con techos de gran altura. Al acceder a la propiedad, nos encontramos con un espacioso salón maravillosamente iluminado totalmente independiente de 90 metros cuadrados, ideal para reuniones con familiares y amigos, desde donde se pueden disfrutar de espectaculares vistas panorámicas de la ciudad, un moderno proyecto de arquitectura e interiorismo que destaca sobre todo por su increíble luz natural. En este mismo espacio se encuentra la cocina totalmente abierta y amplia con iluminación led, de diseño contemporáneo y totalmente equipada, dispone de electrodomésticos de alta gama y una espaciosa zona de comedor que hace de esta área un lugar ideal para convivir.  Los dormitorios destacan por su amplitud y armarios empotrados lacados con iluminación led, proporcionando un generoso espacio de almacenamiento. Dos de ellos incluyen baño en suite, mientras que el tercero dispone de un baño adicional de uso compartido. Esta exclusiva vivienda ha sido renovada íntegramente con materiales de primera calidad y acabados de lujo, calefacción central y aire acondicionado con sistema de conducto garantizando el máximo confort en cualquier época del año.  Esta privilegiada vivienda cuenta además con 5 terrazas que harán disfrutar de increíbles e impresionantes vistas de la ciudad, además de 2 ventanales con vista panorámica de 2.80 metros de altura. En cuanto a su ubicación, el inmueble se encuentra en una de las zonas más codiciadas de Madrid. A poca distancia se encuentra el centro comercial Castellana Norte, que ofrece una variada selección de tiendas, colegios, restaurantes y opciones de ocio. Además, la excelente conexión con el transporte público y las principales vías de acceso facilitan la movilidad dentro y fuera de la ciudad. En definitiva, este elegante piso de lujo representa una oportunidad única para quienes buscan un hogar moderno, confortable y bien ubicado en el corazón. Nota: Las imágenes presentadas en este anuncio podrían presentar cambios.",True,good,False,8842.0,True,False,False,False,[],False,False,2290000.0,€,,,,flat,,"Bernabéu-Hispanoamérica, Madrid",Piso en paseo de la Castellana,,8,True,Chamartín,True,,,Bernabéu-Hispanoamérica
107322757,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/43/b8/0c/1309537258.webp,56,575000.0,chalet,sale,300.0,3,3,El Molar,Madrid,El Molar,es,40.7387655,-3.5921515,False,https://www.idealista.com/inmueble/107322757/,"NEW HOUSE INMOBILIARIA presenta en EXCLUSIVA formidable chalet unifamiliar independiente en URB. VISTASIERRA en El Molar de Madrid. En la ya conocida Urbanización Vistasierra de El Molar se encuentra este formidable chalet independiente de más de 300m2 construidos y parcela de 925m2. La vivienda se reformo por completo en el año 2015 con la siguiente distribución: Planta Baja Aquí encontramos la entrada peatonal a la vivienda con recibidor, salon-comedor, cocina, lavanderia, pasillo central, 3 dormitorios y dos baños, todo en un estado excelente de conservación. Desde aquí se accede a la zona de piscina y al sótano. Planta Sótano Aquí nos encontramos un dormitorio extra, cocina, baño completo, trastero, garaje cubierto y zona de máquinas. Esta parte de la casa está también reformada y en muy buen estado pero tiene algo de humedades debido a la construcción en piedra. Jardín y zonas exteriores Aquí nos encontramos con mucho espacio exterior, todo en hormigon impreso con césped artificial, piscina climatizada y pergolas automáticas, cenador de verano y un espectacular garaje adicional donde se puede preparar gimnasio, taller, etc.. . Se entrega con: -cocina equipada -piscina climatizada -aires acondicionados en cada sala -radiadores de bajo consumo -garaje diáfano con cocina complementaria -garaje cubierto para coches -hormigon impreso en toda la parcela -riego automático -puertas automáticas. El mobiliario, los electrodomésticos y todo lo susceptible de poder llevarse en una mudanza no está incluido en el precio salvo que se negocie lo contrario. Honorarios de gestion inmobiliaria no incluidos en el precio.",False,good,False,1917.0,False,False,False,False,[],False,False,575000.0,€,595000.0,20000.0,3.0,chalet,independantHouse,El Molar,Casa independiente,,,,,,True,True,
105729877,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/62/ef/48/1261291372.webp,41,320000.0,chalet,sale,356.0,4,2,"calle de la Península, 46",Madrid,Robledo de Chavela,es,40.5168411,-4.2666444,True,https://www.idealista.com/inmueble/105729877/,"Estupendo Chalet de OBRA NUEVA SIN TERMINAR, 284m2 de vivienda UNIFAMILIAR, en un Entorno Natural Junto al Río Cofío. Esta propiedad ofrece una oportunidad única de vivir en plena armonía con la naturaleza y disfrutar de un entorno tranquilo y sereno. La vivienda de TRES PLANTAS CADA UNA CON TERRAZA enclavada en una generosa parcela de 356 m2, con TERRENO de 1.160 m2 que desciende hasta el pintoresco Río Cofío, las terrazas con vistas impresionantes a las majestuosas montañas que rodean esta región. Cada planta cada una de 94 m2 aprox; con acceso independiente desde la entrada del portal. Porche de acceso y vestibulo de entrada que puedes diseñar a tu gusto y utilizar en gran parte como garaje. La planta principal con amplia TERRAZA lista para disfrutar alberga una acogedora sala comedor con una chimenea que se convierte en el corazón del hogar con vistas a la montaña. Además, encontrarás dos habitaciones, un baño y una cocina independiente completamente equipada. Desde el dormitorio principal con salida a la terraza disfrutarás de vistas panorámicas que te conectarán con la belleza natural de los alrededores. La segunda con la misma distribución aun sin terminar y tercera planta tendrás la oportunidad de diseñar y personalizar a tu gusto. Esta propiedad representa un oasis de tranquilidad en medio de la naturaleza, con el río Cofío como telón de fondo y un sinfín de posibilidades para crear el hogar de tus sueños. Si valoras la privacidad, la belleza natural y el potencial de diseño, esta casa es la elección perfecta. Robledo de Chavela y la urbanización Río Cofio son áreas encantadoras ubicadas en la Comunidad de Madrid, España, tienen su propio atractivo y ofrecen diversas actividades y lugares de interés para los visitantes. Algunos de los atractivos turísticos en la zona incluyen: 1. **Monasterio de Santa María de Valdeiglesias**: Este monasterio histórico, ubicado en Robledo de Chavela, es un ejemplo impresionante de la arquitectura religiosa medieval. Su iglesia es uno de los tesoros románicos de la región. 2. **Observatorio de Yebes**: A poca distancia de Robledo de Chavela, el Observatorio de Yebes es uno de los centros de investigación astronómica más importantes de España. Ofrecen visitas guiadas para los amantes de la astronomía. 3. **Parque Natural de la Cuenca Alta del Manzanares**: Esta área natural protegida se encuentra en las proximidades y es ideal para practicar senderismo, ciclismo y disfrutar de la belleza natural de la región. 4. **Embalse de San Juan**: Aunque no está directamente en Robledo de Chavela, el Embalse de San Juan es un lugar popular para actividades acuáticas, como natación, vela y pesca. Es un lugar estupendo para relajarse junto al agua. 5. **Iglesia Parroquial de San Andrés**: Esta iglesia en el centro de Robledo de Chavela es un punto de referencia local y cuenta con una arquitectura interesante. 6. **Rutas de Senderismo**: La zona está llena de rutas de senderismo que te llevarán a través de bosques, montañas y paisajes pintorescos. El Camino de Cofio es una ruta popular. 7. **Mercado Municipal de Robledo de Chavela**: Si visitas la ciudad, el mercado es un lugar agradable para probar productos locales y disfrutar del ambiente local. 8. **Fiestas Locales**: Robledo de Chavela organiza varias festividades y eventos a lo largo del año, que a menudo incluyen música en vivo, bailes tradicionales y celebraciones culturales. Ofrecen una experiencia auténtica y una escapada perfecta para aquellos que buscan disfrutar de la naturaleza y la cultura local. Para obtener más información o programar una visita, no dudes en ponerte en contacto con nosotros.",False,good,False,899.0,False,False,False,False,[],False,False,320000.0,€,,,,chalet,independantHouse,Robledo de Chavela,"Casa independiente en calle de la Península, 46",,,,,,True,True,
108633936,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c2/84/51/1350560101.webp,38,725000.0,penthouse,sale,127.0,3,2,Norte,Madrid,Alcobendas,es,40.5514714,-3.6594281,False,https://www.idealista.com/inmueble/108633936/,"ASESORA INMOBILIARIA: Miriam TELEFONO Y WHATS APP 6 2 2 6 6 3 3 7 1 NEW HOUSE INMOBILIARIA presenta en exclusiva fantástico ático en venta en Fuente Lucha, Alcobendas. Una de las zonas residenciales de reciente construcción de la zona norte de Madrid.  El inmueble se distribuye en recibidor, salón independiente con salida a una magnífica terraza con orientación oeste, donde disfrutar de horas de ocio, descanso y sol, cocina con zona de lavandería, 3 dormitorios, el principal con baño en suite con salida a una terraza acristalada. La vivienda cuenta con aire acondicionado por conductos y calefacción individual por gas natural.  Cabe destacar que la vivienda cuenta con 3 plazas de garaje incluidas en el precio y trastero.  Esta vivienda está diseñada para ofrecer el máximo confort y calidad de vida a sus residentes, podrás disfrutar de amplias zonas comunes, zonas ajardinadas, zonas infantiles, piscina, además de servicio de conserjería.  Se encuentra en un entorno tranquilo y familiar, cerca de todos los servicios como colegios, farmacias, restauración, supermercados, etc. No pierdas la oportunidad de adquirir esta vivienda de calidad en una ubicación privilegiada.",False,good,False,5709.0,False,False,False,False,[],False,False,725000.0,€,745000.0,20000.0,3.0,flat,penthouse,"Norte, Alcobendas",Ático,,4,True,Norte,True,True,True,
108663257,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6b/c9/15/1351972049.webp,13,1350000.0,flat,sale,100.0,2,2,calle de Alonso Cano,Madrid,Madrid,es,40.4388743,-3.6974989,False,https://www.idealista.com/inmueble/108663257/,"Encanto clásico en el corazón de Chamberí. Te presentamos esta vivienda monísima y luminosa, situada en una finca clásica de una de las zonas con más encanto de Madrid: Chamberí.  Se trata de un piso de dos dormitorios dobles y dos baños completos, uno de ellos con bañera, ideal para quienes buscan comodidad y estilo sin renunciar a la ubicación. Ademas el dormitorio principal cuenta con un comodo vestidor. En la vivienda se realizo una reforma que no tiene muchos años, que ha sabido respetar la esencia clásica de la finca, incorporando al mismo tiempo calidades modernas. Su amplio salón-comedor ofrece un espacio perfecto para el día a día y para recibir invitados, bañado por una luz natural que entra a raudales gracias a su excelente orientación. El piso se encuentra en una calle tranquila, pero rodeada de todo tipo de comercios de proximidad, supermercados, cafeterías con encanto, pequeñas boutiques y servicios de barrio que hacen la vida más fácil. Además, está muy bien comunicado y a un paso de zonas más animadas de la ciudad, lo que permite disfrutar de lo mejor de ambos mundos: la tranquilidad residencial de Chamberí y la vitalidad de Madrid. Vivir en Chamberí es disfrutar del privilegio de estar en un auténtico barrio español, con alma, historia y carácter. Si estás buscando un hogar con estilo, luz y ubicación inmejorable, este piso lo tiene todo.",False,good,False,13500.0,False,False,False,False,[],False,False,1350000.0,€,1400000.0,50000.0,4.0,flat,,"Almagro, Madrid",Piso en calle de Alonso Cano,,4,True,Chamberí,True,,,Almagro
108851753,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/dc/f7/d6/1356991893.webp,1,165000.0,flat,sale,68.0,1,1,calle Loto,Madrid,Getafe,es,40.3195025,-3.7224232,False,https://www.idealista.com/inmueble/108851753/,"PISO OCUPADO POR PERSONA SIN JUSTO TÍTULO ESTE INMUEBLE DEBIDO A SU ESTADO OCUPACIONAL NO ADMITE VISITAS IDEAL PARA INVERSORES LA LOCALIZACIÓN DEL INMUEBLE ES APROXIMADA Vivienda de 66 m², según Catastro, y 2 m² de elementos comunes a la venta en el municipio de Getafe, Madrid. Es una 3ª Planta en un bloque residencial sin ascensor. Muy bien comunicado por carretera (A-42) y transporte público, a menos de cinco minutos andando de la parada de autobús de la Avenida de las Ciudades. Próximo a todo tipo de servicios e infraestructuras como centros educativos (IES Laguna de Joatzel), comercios, supermercados, farmacias, zonas verdes.. . SIN COMISIÓN La localización del activo es aproximada.",False,good,False,2426.0,False,False,False,False,[],False,False,165000.0,€,,,,flat,,"Universidad, Getafe",Piso en calle Loto,,3,True,Universidad,False,,,
108928851,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/65/9d/4d/1359231160.webp,17,2000000.0,flat,sale,237.0,6,4,calle de Fernán González,Madrid,Madrid,es,40.4197519,-3.6741886,False,https://www.idealista.com/inmueble/108928851/,"Piso exterior en venta en ubicación excepcional, a escasos metros del Retiro, muy cerca de la calle O´Donnell.  El inmueble dispone de 237metros construidos y actualmente está distribuido como consultoría, con 6 estancias y 4 baños, perfecto para reformar y hacer la distribución de vivienda que uno desee (inmueble registrado para uso residencial). Además existe la posibilidad de segregarlo en 4 viviendas, lo que le da aún más valor a esta propiedad. Destaca por su luz natural y sus vistas despejadas a la calle y a un amplio patio de manzana. Edificio representativo con portero y con acceso disponible para personas con movilidad reducida. Finca con ascensor. Zona rodeada de todo tipo de servicios, restaurantes, bancos, supermercados. , muy bien comunicada (con estación de metro y autobuses cercanos), a pocos metros de la calle Goya, o sus aledañas calles Serrano y Velázquez, así como del parque del Retiro, el pulmón verde de Madrid. Excelente oportunidad de inversión!",False,renew,False,8439.0,False,False,False,False,[],False,False,2000000.0,€,,,,flat,,"Ibiza, Madrid",Piso en calle de Fernán González,,3,True,Retiro,True,,,Ibiza
107422905,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/05/a3/0f/1312269243.webp,54,1690000.0,chalet,sale,320.0,4,5,calle de Gonzalo Herrero,Madrid,Madrid,es,40.4651351,-3.7005665,False,https://www.idealista.com/inmueble/107422905/,"¡Descubre el hogar de tus sueños en este impresionante chalet pareado de lujo! Esta vivienda, nueva a estrenar, se alza majestuosamente con un diseño arquitectónico que cautiva desde el primer vistazo. Con una construcción de 320 m² distribuidos en tres plantas, cada rincón de esta casa ha sido pensado para ofrecer el máximo confort y elegancia. Al entrar, te sorprenderán los techos de más de 4 metros de altura en el salón, donde una chimenea moderna añade un toque acogedor. La cocina, amplia y equipada con las mejores calidades ( electrodomésticos de Smeg y Liebherr ), es el lugar perfecto para inspirar al chef que llevas dentro. La planta principal también cuenta con una zona de juegos ideal para el entretenimiento de toda la familia. En la planta superior, dos dormitorios con baño en suite garantizan privacidad y lujo, mientras que uno de ellos incluye un vestidor espacioso. La planta inferior alberga una bodega de madera de roble, perfecta para los amantes del vino. Además, la vivienda está diseñada para ser accesible a personas con movilidad reducida, y cuenta con calefacción por aerotermia con suelo radiante/refrescante para asegurar el máximo confort en cualquier estación. La orientación norte, sur, este y oeste asegura luz natural durante todo el día. Completa este magnífico hogar DOS plaza de garaje con cargador de coche eléctrico y un trastero. No pierdas la oportunidad de vivir en esta joya arquitectónica con calificación energética A. ¡Ven a visitarla y deja que te conquiste!",False,good,False,5281.0,False,False,False,False,[],False,False,1690000.0,€,,,,chalet,semidetachedHouse,"Valdeacederas, Madrid",Chalet pareado en calle de Gonzalo Herrero,,,,Tetuán,,True,True,Valdeacederas
108912633,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/67/df/7e/1358737163.webp,9,256168.0,flat,sale,63.0,2,1,avenida de Daroca,Madrid,Madrid,es,40.420525,-3.6335986,False,https://www.idealista.com/inmueble/108912633/,"Piso en venta – Avenida de Daroca, Madrid Bajo exterior – 63 m² – 2 dormitorios, 1 baño Características destacadas: Espacios amplios y muy luminosos Distribución optimizada en bajo exterior 2 dormitorios exteriores 1 baño completo Reformado con excelentes calidades Acabados modernos y cuidadosos Alrededores Transporte público Estación de Metro La Elipa (línea 2) a unos 6 min andando  Carrefour Paradas de autobús muy cercanas: Avenida de Daroca ‑ Ricardo Ortiz (3 min), El Carmen (5 min), Ventas (6 min)  Comercio y alimentacion Supermercados y tiendas locales: Carrefour Express, Covirán, Dia, Ahorramás, fruterías, panaderías y más a menos de 5‑6 min  Mercado municipal de Ventas a poca distancia  Salud y servicios Centro de Salud Daroca en la propia avenida  Varias farmacias y clínicas dentales en los alrededores  Educación Colegios públicos y privados cercanos: CP Leopoldo Alas, Nuestra Señora de Fátima, IES Barrio de Bilbao  Zonas verdes y deporte El Parque Arriaga, justo junto a la avenida, ideal para pasear, hacer deporte o descansar al aire libre  Wikipedia Polideportivo y campo de fútbol municipal en la zona  Callejero OpenAlfa Ocio y servicios varios Cafeterías, horchaterías, bares, y Cines Artesiete a pocos minutos  yatmo. com Comisaría de Policía, oficinas municipales, biblioteca y polideportivo, accesibles en pocos minutos  Seguridad y ambiente Ciudad Lineal y Ventas son zonas residenciales tranquilas, bien comunicadas y seguras según la experiencia habitual de los residentes .",True,good,False,4066.0,False,False,False,False,[],False,False,256168.0,€,,,,flat,,"Pueblo Nuevo, Madrid",Piso en avenida de Daroca,,bj,True,Ciudad Lineal,False,,,Pueblo Nuevo
108746682,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/63/ef/00/1353910959.webp,5,139000.0,flat,sale,340.0,6,3,camino Vallecas a Perales del Rio,Madrid,Madrid,es,40.3510458,-3.6312906,False,https://www.idealista.com/inmueble/108746682/,"CASA A 33 MINUTOS DE VILLA DE VALLECAS POR CTRA. VALENCIA (SOLO A 33 KM) ¿QUE VENDEMOS? 2 edificios en una parcela que da a 2 calles. En uno de ellos es una casa de 3 plantas en la que se ha realizado una intervención y algunas mejoras. Tiene 340 m2 construidos en escritura. IDEAL PARA COMPRARLO ENTRE 3 FAMILIAS Se pueden sacar 3 apartamentos (se explica a fondo abajo) en un rango de entre 65.000 a 75.000€ cada uno reformados y a estrenar. Serían proindivisos. Pero pueden ser una gran solución ante la crisis de vivienda que vivimos. SI ERES INVERSOR: PROYECTO DE ALTA RENTABILIDAD CON CIFRAS Te proponemos la creación de 3 apartamentos (Podrían ser incluso 4 haciendo una división en una de las plantas ) que se pueden alquilar bastante bien. Rangos de rentabilidad: OPCIÓN 1: 2100€/Mes y 25.500€ anuales Planta 0: Mini-estudio (400€) + Apartamento 1 dormitorio (500€) Planta 1ª: Apartamento 2 dormitorios (600€) Planta 2ª: Apartamento 2 dormitorios (600€) OPCIÓN 2: 1.800€/Mes y 21.600€ anuales Planta 0: Apartamento 2 dormitorios (600€) Planta 1ª: Apartamento 2 dormitorios (600€) Planta 2ª: Apartamento 2 dormitorios (600€) Nosotros tenemos un presupuesto para la realización de la OPCIÓN 2 de entre 60.000€ y 75.000€ que se añadirían al precio de venta de la propiedad. VENDEMOS TRAS HABER REALIZADO UNA PRUEBA DE CONCEPTO Se ha realizado un test de un piso de 2 dormitorios alquilado a 700€ en la localidad y ha sido un éxito rotundo por el número de contactos recibidos. Tenemos estadísticas y capturas de pantalla. En los rangos de rentabilidad estamos dando 600€ para alquilar cada apartamento de 2 dormitorios como una cifra conservadora y sin posibilidad de error pero como se ha mencionado la prueba hecha a 700€ ha sido un éxito. En la finca hay un segundo edificio que se podría aprovechar para obtener nuevos apartamentos y aumentar la rentabilidad todavía más. Calculamos que podrían salir 3 sin problema. Si todo esto te suena bien, ponte en contacto con nosotros y te explicamos más.",False,renew,False,409.0,True,False,False,False,[],False,False,139000.0,€,,,,flat,,"Valdecarros, Madrid",Piso en camino Vallecas a Perales del Rio,PERALES,3,True,Villa de Vallecas,False,,,Valdecarros
106944577,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a4/94/6e/1298376764.webp,16,210000.0,chalet,sale,141.0,3,3,avenida de Madrid,Madrid,Patones,es,40.8538591,-3.4882074,False,https://www.idealista.com/inmueble/106944577/,"FINANCIACIÓN 100% ¡Oportunidad única en Patones!  Presentamos este encantador chalet adosado de 141 m² construidos, ideal para quienes buscan una vivienda con potencial. Distribuido en dos plantas, cuenta con tres amplios dormitorios, un salón independiente perfecto para disfrutar en familia, y una cocina lista para ser transformada a tu gusto. Dispone de dos baños completos y un aseo adicional, asegurando comodidad para todos los miembros del hogar.  El inmueble también ofrece un patio acogedor y una terraza donde podrás relajarte al aire libre, además de un balcón que añade un toque especial a la fachada. Con plaza de garaje incluida, no tendrás que preocuparte por el aparcamiento. Además tiene una zona de barbacoa en la parte trasera del patio. Aunque necesita reforma, es una gran ocasión de compra gracias a su venta mediante subasta y financiación al 100%, cubriendo solo los gastos de escritura. Construida en 2005.  Venta en subasta hasta el día 04 de Febrero. No dejes pasar esta oportunidad y llámanos para más información sin compromiso. ¡Haz de esta casa tu hogar ideal!",False,renew,False,1489.0,True,False,False,False,[],False,False,210000.0,€,,,,chalet,terracedHouse,Patones,Chalet adosado en avenida de Madrid,,,,,,True,True,
