propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
105965336,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6c/4b/5b/1268400332.webp,4033,41,6,1450000.0,penthouse,sale,130.0,True,3,2,glorieta de Quevedo,Madrid,Madrid,Chamberí,es,Arapiles,40.4315221,-3.7053923,False,https://www.idealista.com/inmueble/105965336/,"¡Descubre tu nuevo hogar en el corazón de Chamberí!  Este magnífico piso en alquiler te ofrece todo lo que necesitas para vivir con comodidad y estilo. Esta vivienda cuenta con un amplio salón que se abre a una encantadora terraza, perfecta para disfrutar del aire libre sin salir de casa.  El piso dispone de tres amplias habitaciones y dos baños completos, ideales para familias o para compartir con amigos. La cocina está totalmente equipada, lista para que prepares tus platos favoritos. Además, la vivienda se encuentra en buen estado y cuenta con calefacción y aire acondicionado mediante bomba de frío/calor eléctrica, asegurando tu confort en cualquier época del año. Situado en la sexta planta de un edificio con ascensor, este piso exterior goza de una excelente orientación sur y este, lo que garantiza una gran luminosidad durante todo el día.  No pierdas la oportunidad de vivir en una de las zonas más cotizadas de Madrid. ¡Ven a verlo y enamórate de tu próximo hogar!",False,good,False,True,11154.0,False,False,False,False,[],False,False,1450000.0,€,flat,penthouse,"Arapiles, Madrid",Ático en glorieta de Quevedo,Top,,,,,,
108684772,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/95/15/47/1352233342.webp,CANR41076,36,3,2450000.0,flat,sale,215.0,True,3,4,Barrio Nuevos Ministerios-Ríos Rosas,Madrid,Madrid,Chamberí,es,Nuevos Ministerios-Ríos Rosas,40.4424447,-3.694747,False,https://www.idealista.com/inmueble/108684772/,"Situada en la Plaza de San Juan de la Cruz, en el distrito de Chamberí en Madrid, esta casa ofrece impresionantes vistas totalmente despejadas a los Nuevos Ministerios, las torres de Ernst & Young, y la Torre Picasso. El edificio ha sido recientemente renovado, incluyendo el portal y las escaleras. Además, cuenta con un servicio de portero durante el día. Reforma integral del piso, incluyendo una redistribución total y mejoras en los aislamientos térmicos y acústicos de suelos, paredes y techos para maximizar el confort y la privacidad. Comodidades: La casa dispone de tres habitaciones con baño en suite y un aseo de cortesía. Cocina, comedor y salón forman un amplio espacio luminoso y acogedor con vistas totalmente despejadas. Además, hay un cuarto adicional dedicado a lavandería totalmente equipado. Cocina de diseño totalmente equipada con electrodomésticos de alta gama y una espectacular isla central. Los baños están revés dos con porcelánicos italianos y muebles de marca de primera calidad, grifería acero mate, platos de ducha de obra y mamparas de ducha con perfiles ocultos. Las zonas principales de la casa cuentan con techos de 3 metros, ofreciendo amplitud y elegancia, mientras que las demás áreas tienen techos de 2,80 metros. las puertas de paso tienen una altura de 2,75 metros con bisagras ocultas. Decoración muy cuidada con molduras y baquetón en las zonas principales de es lo neoclásico. Suelo radiante y refrigerante en toda la casa de la marca alemana Vaillant por sistema de aerotermia para mantener una temperatura agradable todo el año de la forma más eficiente. Ventanas marca Cortizo de perfil delgado eficientes energéticamente, con tecnología de rotura de puente térmico. Iluminación de intensidad regulable en la mayoría de los espacios, junto con balizas de baja altura que ofrecen una iluminación suave y agradable para proporcionar un confort máximo. Incluye un trastero de 4 m2. Gastos de comunidad: 282€ / mes Gastos de IBI: 1.615€ / año.",True,good,False,True,11395.0,True,False,False,False,[],False,False,2450000.0,€,flat,,"Nuevos Ministerios-Ríos Rosas, Madrid",Piso,Top,,,,,,
107856437,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/17/71/36/1328799456.webp,WGI00892,88,,870000.0,chalet,sale,648.0,,8,4,San Crispín - La Estación Consorcio,Madrid,Colmenar Viejo,San Crispín - La Estación Consorcio,es,,40.652824,-3.7755115,False,https://www.idealista.com/inmueble/107856437/,"WGI INMOBILIARIA vende en exclusiva IMPRESIONANTE CHALET con MAGNIFICAS CALIDADES y PISCINA PROPIA. DESTACAMOS el maravilloso JARDIN que tiene la propiedad con una PARCELA de 761m2, la gran SUPERFICIE CONSTRUIDA con 648m2 habitables contando con 6 HABITACIONES DOBLES y 4 BAÑOS, y la REFORMA INTEGRAL DE ALTA CALIDAD que tiene la propiedad. En la finca encontramos dos construcciones: la VIVIENDA PRINCIPAL con TRES PLANTAS y una CONSTRUCCIÓN SECUNDARIA con DOS PLANTAS. El CHALET se distribuye en TRES PLANTAS, de la siguiente manera: En la planta de acceso al inmueble encontramos un GRAN SALÓN con chimenea y espacio para COMEDOR de 49m2, COCINA de 20,50m2, ASEO, una HABITACIÓN o despacho de 8.87m7 y salida al jardín con un agradable cenador o patio, desde la cocina y desde el salón. La primera planta esta dotada con 6 HABITACIONES DOBLES con armarios empotrados, 2 BAÑOS COMPLETOS y una GRAN TERRAZA con acceso desde dos habitaciones. La planta baja del chalet la conforma un GRAN SALÓN DE 52.34m2, una BODEGA de 23.50m2, un GIMNASIO de 18.90m2 con acceso al jardín, una zona de lavanderia de 6.34m2, una despensa de 8.92m2 y un baño completo.  Los SUELOS de la vivienda en la planta de acceso son de TARIMA de ALTA CALIDAD en habitación y distribuidor, GRES en cocina y baños, y por último MARMOL verdeazul impresionante en SALÓN. En la primera planta los suelos son de PARQUET de ROBLE en espiga y GRES en baños. En la planta baja de gres. Las PAREDES LISAS con múltiples detalles ornamentales de escayola por toda la vivienda  Las VENTANAS son de PVC con impresión de madera y cristal tipo Climalit con cámara de aire, teniendo un asilamiento térmico y acústico completo. La CONSTRUCCIÓN SECUNDARIA se distribuye en DOS PLANTAS, de la siguiente manera: En la planta baja tenemos el garaje de la vivienda con capacidad para dos coches y motos. En la planta primera tenemos un espacio diáfano con chimenea, un lienzo en blanco donde poder crear un gran apartamento independiente. La parcela cuenta con un GRAN JARDÍN con VEGETACIÓN muy bien mantenida y una PSICINA con una forma muy atractiva. La propiedad cuenta con acceso desde dos calles paralelas. Conexiones y transporte El Portachuelo goza de una ubicación estratégica. A escasos minutos en coche del centro de Colmenar Viejo y con fácil acceso a la carretera M-607, este enclave permite llegar a Madrid capital en menos de 30 minutos. Además, Colmenar cuenta con estación de tren Cercanías (línea C4) y varias líneas de autobús que conectan cómodamente con Madrid y otras localidades del norte. Comercio y servicios Aunque El Portachuelo es una zona eminentemente residencial y tranquila, está muy bien comunicado con los principales servicios del municipio. A pocos minutos encontrarás supermercados, centros comerciales, farmacias, bancos, centros de salud y una buena oferta de restauración. Colmenar Viejo también dispone de colegios públicos y concertados, así como centros deportivos municipales de calidad. Entorno natural y estilo de vida Uno de los grandes atractivos de este chalet es su entorno. El Portachuelo se encuentra rodeado de naturaleza, con vistas despejadas a la Sierra de Guadarrama y muy cerca del Parque Regional de la Cuenca Alta del Manzanares.  Exclusividad y tranquilidad El Portachuelo es una de las zonas más selectas de Colmenar Viejo. Sus calles son tranquilas, con construcciones de alta calidad y vecinos que valoran la privacidad y el entorno cuidado. VIVIENDA PARA DESCUBRIR EN UNA VISITA. Si estas interesado en ver esta vivienda contacta con nosotros y pondremos a tu disposición nuestro equipo de especialistas en el sector inmobiliario, así como nuestro DEPARTAMENTO FINANCIERO para obtener la hipoteca y te daremos asesoría legal y fiscal en la operación.",True,good,False,,1343.0,True,False,False,False,[],False,False,870000.0,€,chalet,independantHouse,"San Crispín - La Estación Consorcio, Colmenar Viejo",Casa independiente,Top,True,True,,,,
108557102,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8a/a5/b6/1348397065.webp,M-305,26,1,299000.0,flat,sale,76.0,True,3,1,Barrio Aluche,Madrid,Madrid,Latina,es,Aluche,40.3962016,-3.7659011,False,https://www.idealista.com/inmueble/108557102/,"MASTERPISO vende piso exterior en el barrio de Empalme-Campamento, Madrid 1ª planta, 2 ascensores, 76 m2 construidos, 70 m2 útiles, 3 habitaciones con armarios empotrados, baño, salón de paso con terraza, cocina con tendedero. La vivienda está para entrar a vivir, reformada hace 5 años, suelo tarima, ventanas PVC Climalit, puertas madera color roble, calefacción y agua caliente caldera individual gas natural, Orientación Sureste, Trastero, zona infantil, aparcamientos en superficie con mando a distancia y posibilidad de comprar plaza de garaje subterránea. Vivienda situada en la mejor zona de Aluche, zona muy tranquila y ajardinada, con todos los servicios cerca, colegios, centro de salud, comercios, centros comerciales. Salida directa a la A-5, M-30 y M-40, a dos minutos del metro L-5 Campamento. 5 minutos del intercambiador y Renfe de Aluche, Varias líneas de Autobuses 25, 39, 36, 121, 131, etc. Para más información puede contactar con nosotros. Ven a visitarlo. Si quiere cambiar de vivienda, si quiere vender su inmueble, vender para compra o quiere saber el precio de mercado, hacemos valoraciones totalmente gratuitas y sin compromiso. VALORACIÓN GRATUITA ONLINE EN 2 MINUTOS EN NUESTRA PAGINA WEB Asesoramiento financiero gratuito a nuestros Clientes. El presente anuncio es a título informativo, no siendo vinculante, ya que puede contener errores, no siendo por tanto contractual en ningún caso.",True,good,False,True,3934.0,True,False,False,False,[],False,False,299000.0,€,flat,,"Aluche, Madrid",Piso,Top,,,,,,
107990600,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c9/de/55/1350658273.webp,W-02Z6X2,9,,2250000.0,chalet,sale,474.0,,5,5,Valdecabañas,Madrid,Boadilla del Monte,Valdecabañas,es,,40.4422368,-3.8886221,False,https://www.idealista.com/inmueble/107990600/,"Exclusiva vivienda de diseño en Boadilla del Monte Engel & Völkers presenta esta exclusiva y excepcional vivienda de diseño moderno ubicada en Valdecabañas en Boadilla del Monte. Construída en dos cómodas plantas, con materiales de primera calidad, sobre una parcela de 2.414 m2, con piscina exterior y magníficas vistas desde todas las estancias al maravilloso paisajismo que rodea toda la propiedad. En la planta principal, nos recibe un espectacular hall con doble altura que distribuye el acceso a la zona social; salón, cocina independiente con salida directa al extenso porche, sala de estar, zona de lavandería y despensa; en la misma planta, encontramos habitación de invitados con baño en suite, despacho (o dormitorio) con vista al segundo de los amplios porches, la piscina y el jardín; y, aseo de cortesía. En la segunda planta, se encuentra la zona de descanso, que dispone de tres amplios dormitorios, todos ellos con baño en suite, el principal con gran zona de vestidor. El garaje cerrado con capacidad para dos coches y espacio exterior para otros dos. Valdecabañas se ha convertido en un área residencial de carácter exclusivo; la urbanización cuenta con seguridad 24 horas y gerencia. Pertenece al término municipal de Boadilla del Monte, conocido por sus grandes y cuidados espacios verdes, dotado de una amplia oferta educativa, deportiva y comercial, así como de servicios hospitalarios, como el Hospital de Montepríncipe o el de Puerta de Hierro, ubicado éste último en Majadahonda, localidad con la que limita por el norte. Con rápidos y cómodos accesos a las principales vías de comunicación como M-40, M-50, M-50 1 y M- 503, dispone también de líneas de autobús y metro ligero.",False,good,False,,4747.0,False,False,False,False,[],False,False,2250000.0,€,chalet,independantHouse,"Valdecabañas, Boadilla del Monte",Casa independiente,Top,,,,,,
107988744,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9f/92/9a/1330511838.webp,4202,44,1,570000.0,flat,sale,81.0,True,2,1,calle de Hortaleza,Madrid,Madrid,Centro,es,Chueca-Justicia,40.4192888,-3.7020861,False,https://www.idealista.com/inmueble/107988744/,"ALTOR ASESORES OFRECE:   Espacio, luz y carácter en pleno centro de Madrid: ¡descubre tu nuevo hogar en la calle Hortaleza!  80 m² de encanto con balcón, en una de las zonas más vibrantes y deseadas de la capital.  Ideal para quienes buscan amplitud, estilo y una ubicación privilegiada. Este piso en buen estado te ofrece 80 m² construidos, distribuidos en una amplia habitación, un baño completo y una zona de estar luminosa que se abre a un encantador balcón, perfecto para disfrutar del aire de Madrid desde casa. Es una vivienda con alma, ideal tanto para vivir cómodamente como para invertir con acierto. Ubicado en la emblemática calle Hortaleza, en el corazón de Chueca, estarás rodeado de cultura, vida nocturna, gastronomía, tiendas de diseño y una excelente conexión con el resto de la ciudad. Un lugar único donde cada día es una experiencia nueva. La vivienda cuenta con un historial de alquiler turístico, temporal y corporativo.",False,good,False,False,7037.0,False,False,False,False,[],False,False,570000.0,€,flat,,"Chueca-Justicia, Madrid",Piso en calle de Hortaleza,Top,,,,,,
93595276,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ef/a6/41/1326678400.webp,SAN VICENTE FERRER 74,35,4,250000.0,penthouse,sale,28.0,True,0,1,"San Vicente Ferrer, 74",Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4262611,-3.7079943,True,https://www.idealista.com/inmueble/93595276/,"Soñar Contigo presenta, en exclusiva, esta preciosa y especial estudio-buhardilla en la calle San Vicente Ferrer, en el barrio de Malasaña, una de las zonas mas cosmopolitas y modernas de la capital. La buhardilla ha sido saneada, reformada y modernizada por completo, manteniendo a la vista los elementos constructivos que le dan más carácter, como el parche de ladrillo visto o las vigas de madera al aire pintadas en blanco.  Nos encontramos ante una vivienda práctica y con una gran personalidad, algo que se nota desde el momento en que entramos por la puerta. La buhardilla ha sido reamueblada por completo para su puesta a la venta, incluyendo electrodomésticos nuevos, y esta totalmente equipada para entrar a vivir, incluyendo vajilla, textiles y hasta una cafetera Nespresso.  El estudio está distribuido de manera funcional y acogedora, comenzando por un espacio principal que cuenta con un sofá de dos plazas, un televisor y un mueble multimedia. Este área también incluye un escritorio individual volandero, que cumple la doble función de mesa de estudio y comedor. La versatilidad de este espacio permite que, al caer la noche, el sofá se transforme en una cómoda cama, convirtiendo el salón en un acogedor dormitorio. La cocina americana, abierta y completamente equipada, es otro de los puntos destacados del estudio. Aquí encontrarás un horno, microondas, una cafetera Nespresso y una elegante nevera bajo encimera, que es espaciosa por dentro. A la derecha de la cocina, un mueble aparador alberga toda la vajilla y el menaje necesario para disfrutar de las comidas. Antes de llegar al baño, se presenta una zona de vestidor con armario abierto, que proporciona un práctico espacio de almacenamiento. El cuarto de baño es completo y cuenta con una ducha con mampara, además de integrar la lavadora, optimizando así el uso del espacio disponible. Esta disposición hace que el estudio sea ideal para quienes buscan comodidad y funcionalidad en un ambiente moderno. La vivienda es muy luminosa gracias a los tragaluces en el techo que dejan pasar durante todo el día una preciosa luz difusa. Ideal para personas jóvenes, que quieran disfrutar al máximo todas las ventajas de su ubicación, enclavada entre los barrios de Malasaña y Sol, con la enorme oferta comercial, cultural y de ocio que la rodean.  Por todo lo anterior, y dado su céntrico enclave, es también un inmueble ideal para inversores, al tratarse de una buhardilla que por su estado, dotaciones y ubicación.  Actualmente la vivienda se encuentra alquilada con una renta de 1.200€ y en nuestra experiencia es un inmueble que puede ofrecer una buena rentabilidad.",True,good,False,False,8929.0,False,False,False,False,[],False,False,250000.0,€,flat,penthouse,"Malasaña-Universidad, Madrid","Ático en San Vicente Ferrer, 74",Top,,,,,,
103994611,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/48/0c/7d/1338745781.webp,W-02I8UD,10,,2500000.0,chalet,sale,761.0,,11,11,Barrio Valdemarín,Madrid,Madrid,Moncloa,es,Valdemarín,40.4693079,-3.793569,False,https://www.idealista.com/inmueble/103994611/,"Chalet independiente en Valdemarin Engel and Völkers presenta esta interesante propiedad con una ubicación inmejorable en Valdemarín. La propiedad consta de 3 viviendas de una sola planta, en una fabulosa y cómoda parcela.  3 viviendas unifamiliares con un total 761 m² en parcela de 2.500 m². La parcela está bajo la Normativa 8.1. a, parcela cuadrada, totalmente plana con vistas muy despejadas y con muy buena ubicación en Valdemarín, muy próxima a los servicios esenciales de la zona. Cuenta con dos entradas de coches y dos entradas peatonales. El garaje tiene una capacidad para seis coches. La vivienda principal cuenta con 6 dormitorios y 6 baños. La segunda vivienda, la de invitados cuenta con 3 dormitorios y 3 baños. La tercera vivienda, se trata de una casita de madera de la piscina con 2 dormitorios y 2 baños. Valdemarín, barrio de Madrid que comprende el margen norte del barrio El Plantío, situado en el distrito de Moncloa-Aravaca. Está formado en su mayoría por chalets unifamiliares y viviendas de reciente creación en los márgenes de la A-6 y rodeado de monte. Las urbanizaciones de lujo situadas entre la carretera de A Coruña y el Monte de El Pardo cuentan en su mayoría con seguridad de 24h y disfrutan de una cercanía y acceso cómodo desde la A-6. Todo un lujo natural a disfrutar con privacidad y seguridad a tan sólo 11km de Madrid. La zona residencial de Valdemarín es de las más exclusivas de Madrid donde las familias gozan de un confort extraordinario, disfrutando de excelentes comunicaciones, proximidad a Madrid y disponen de un entorno tranquilo, gozando de la naturaleza y tranquilidad en todos sus alrededores.",False,good,False,,3285.0,False,False,False,False,[],False,False,2500000.0,€,chalet,independantHouse,"Valdemarín, Madrid",Casa independiente,Top,True,True,,,,
99923878,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6e/37/08/982662768.webp,CARNERO 4,17,2,250000.0,flat,sale,30.0,False,1,1,"Carnero, 4",Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.4085384,-3.7077168,True,https://www.idealista.com/inmueble/99923878/,"En Soñar Contigo cuidamos hasta el último detalle para la tranquilidad de nuestros inversores garantizando, durante 2 años, el continente y contenido de cada uno de nuestros inmuebles. Además, ofrecemos un servicio de gestión 360 no sólo en el proceso de compra, sino en toda la gestión futura del inmueble, encargándonos por ustedes de suministros, alquileres, asesoría legal, reuniones de la comunidad, licencias y de mantener en perfecto estado su inmueble en el día a día, sin complicaciones ni costes adicionales. Porque la calidad es, para nosotros, innegociable. Presentamos, en exclusiva, esta buhardilla muy especial, ubicada en uno de los puntos más cotizados y castizos de la ciudad, La Latina. Situado junto a la castiza Ribera de Curtidores, el corazón del rastro madrileño. Un barrio tranquilo, con todos los comercios, servicios y una amplia oferta de ocio a distancia de paseo, que estalla en un festival de vida y comercio cada domingo con la instalación del Rastro, uno de los mercados de calle más antiguos y variopintos del mundo.  La vivienda se ubica en una corrala tradicional, un espacio apacible que te permitirá disfrutar de la tranquilidad en medio de la ciudad. Totalmente reformada, esta buhardilla se entrega completamente equipada y lista para entrar a vivir. Encontrarás todo lo necesario: desde textiles de cama y baño, hasta vajilla, electrodomésticos, una batería de cocina y una Smart TV. Todo ha sido cuidadosamente repintado y preparado para que te sientas como en casa desde el primer momento. En cuanto a su distribución, el espacio comienza con un acogedor salón que incluye una cocina americana, completamente equipada con electrodomésticos modernos como lavavajillas, vitrocerámica y nevera. Además, cuenta con un baño completo que dispone de una ducha con mampara, perfecto para relajarte después de un día explorando la ciudad. El dormitorio es un refugio de paz, con una gran y cómoda cama con canapé y mobiliario a medida, ideal para descansar. Una oportunidad única de disfrutar una de las zonas más animadas y llenas de cultura, ocio y comercio de la ciudad, de sus preciosas plazas y terrazas, en una vivienda tranquila y silenciosa, y también una excelente adquisición para inversores, dada la altísima demanda del barrio y la rápida revalorización de la zona en los últimos años, que están viendo cambiar Lavapiés a pasos agigantados. Actualmente la vivienda se encuentra alquilada con una renta de 1.200€ y en nuestra experiencia es un inmueble que puede ofrecer una buena rentabilidad.",True,good,False,True,8333.0,False,False,False,False,[],False,False,250000.0,€,flat,,"Lavapiés-Embajadores, Madrid","Piso en Carnero, 4",Top,,,,,,
99341040,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2d/4c/bc/840369659.webp,VELARDE 6,20,1,250000.0,studio,sale,22.0,False,0,1,"Velarde, 6",Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4268462,-3.7021272,True,https://www.idealista.com/inmueble/99341040/,"En Soñar Contigo cuidamos hasta el último detalle para la tranquilidad de nuestros inversores garantizando, durante 2 años, el continente y contenido de cada uno de nuestros inmuebles. Además, ofrecemos un servicio de gestión 360 no sólo en el proceso de compra, sino en toda la gestión futura del inmueble, encargándonos por ustedes de suministros, alquileres, asesoría legal, reuniones de la comunidad, licencias y de mantener en perfecto estado su inmueble en el día a día, sin complicaciones ni costes adicionales. Porque la calidad es, para nosotros, innegociable. Presentamos en exclusiva este coqueto estudio totalmente reformado, en pleno corazón de Malasaña, el epicentro de la modernidad Madrileña. Ubicado en la mítica calle Velarde, por la que pasaron (y aún pasan) todos los grandes protagonistas de la movida madrileña, este práctico estudio se encuentra en el interior de la clásica corrala que es ésta finca emblemática. Está a distancia de paseo tanto de la Plaza del dos de Mayo, como de la plaza de Tribunal y el recientemente reformado Mercado de Barceló. Se entrega completamente equipado para entrar a vivir con textiles de cama y baño, vajilla, electrodomésticos, batería de cocina, Smart TV, plancha, secador, exprimidor y cafetera Nespresso. El estudio esta distribuido de la siguiente manera: - Una cocina americana completamente equipada con superficies de tipo Silestone y electrodomésticos, incluyendo lavadora y secadora. - Un estudio / salón que incluye un ingenioso mueble de pared que aprovecha por completo las posibilidades de almacenamiento del espacio y que incluye un armario para la ropa. - Un dormitorio en mezzanine, con cama queen size en altillo. - Un baño completo con ducha. Un estudio ideal tanto para quienes quieran aprovechar al máximo las enormes opciones culturales, de ocio, hostelería y vida nocturna que ofrece el barrio de Malasaña, con todos los servicios necesarios a menos de cinco minutos andando, y los comercios más modernos de la capital, como para inversores interesados en la alta rentabilidad, alrededor del 6% neto, que puede ofrecer un inmueble con una ubicación estratégica como este, en una zona de alta demanda.",True,good,False,False,11364.0,False,False,False,False,[],False,False,250000.0,€,flat,studio,"Malasaña-Universidad, Madrid","Estudio en Velarde, 6",Top,,,,,,
