propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108258544,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/94/ac/da/1338719758.webp,2001/20010002/7,32,4,200000.0,flat,sale,67.0,True,3,1,Barrio Zona Renfe,Madrid,Alcorcón,Centro,es,Zona Renfe,40.3483482,-3.8286029,False,https://www.idealista.com/inmueble/108258544/,"""ESTUPENDA VIVIENDA EN VENTA Excelente vivienda de tres dormitorios y un baño. Se encuentra en la 4ª planta de un edificio residencial. No dispone de ascensor. Situado en ZONA RENFE en el distrito de Sur. La vivienda se distribuye en tres dormitorios, salón-comedor con acceso a terraza, cocina independiente y un baño. Cuenta con cocina amueblada y equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Se encuentra ubicado en Sur, Noroeste de Alcorcón. Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público.  La parada de metro más cercana es Alcorcon Central y se encuentra a menos de 10 minutos andando. La parada de autobús más cercana es AV. MÓSTOLES-EST. ALCORCÓN CENTRAL y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 5 minutos andando. En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el hospital más cercano se encuentra a 290 metros, existen 2 farmacias a menos de 300 metros, existen 5 colegios a menos de 300 metros. Además, a menos de 500 metros también puedes encontrar 12 supermercados, una oficina de correos. La zona cuenta con una amplia oferta de entretenimiento con 6 parques, bares, restaurantes y comercios a pocos minutos de la vivienda. En cuanto al transporte privado, la zona dispone de parkings privados, un parking público y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Autovía del Suroeste, Avenida de Móstoles. Estado de la vivienda: vacante"".",True,good,False,False,2985.0,True,False,True,False,[],False,False,200000.0,€,flat,"Zona Renfe, Alcorcón",Piso,,,,,,
108388604,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ac/df/0a/1342633787.webp,2001/20010001/405,33,1,207000.0,flat,sale,68.0,True,3,1,Barrio Buena Vista,Madrid,Madrid,Carabanchel,es,Buena Vista,40.3708543,-3.7510964,False,https://www.idealista.com/inmueble/108388604/,"""ESTUPENDA VIVIENDA EN VENTA Excelente vivienda de tres dormitorios y un baño. Se encuentra en la 1ª planta de un edificio residencial. No dispone de ascensor. Situado en BUENA VISTA en el distrito de Carabanchel. La vivienda se distribuye en tres dormitorios, armarios empotrados, salón-comedor, cocina independiente y un baño. Cuenta con cocina amueblada y equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Se encuentra ubicado en Buena Vista, Carabanchel (Suroeste de Madrid). Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público.    La parada de metro más cercana es Carabanchel Alto y se encuentra a menos de 5 minutos andando. La parada de autobús más cercana es Metro Carabanchel Alto y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 5 minutos andando.    En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el hospital más cercano se encuentra a 210 metros, existen 2 farmacias a menos de 300 metros. Además, a menos de 500 metros también puedes encontrar 2 supermercados, 5 bancos, una lavandería.    La zona cuenta con una amplia oferta de entretenimiento con un gimnasio, 9 parques, bares, restaurantes y comercios a pocos minutos de la vivienda. En cuanto al transporte privado, la zona dispone de parkings privados y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la R-5, Avenida de Carabanchel Alto y la Calle de Joaquín Turina. Estado de la vivienda: vacante. "".",True,good,False,False,3044.0,True,False,True,False,[],False,False,207000.0,€,flat,"Buena Vista, Madrid",Piso,,,,,,
108243312,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d8/c8/53/1338248377.webp,,36,,690000.0,chalet,sale,255.0,,3,3,calle de las Lagunas de Ruidera,Madrid,Mejorada del Campo,,es,,40.3780635,-3.4895793,False,https://www.idealista.com/inmueble/108243312/,"Chalet pareado muy amplio, totalmente reformado con muy buenas calidades, parcela de 800 m2, con amplia zona para aparcar, jardín muy cuidado con piscina privada, jacuzzi, gimnasio, trastero, la vivienda se encuentra distribuida en 2 plantas, en la planta baja dispone de un gran salón, una cocina amueblada de grandes dimensiones, baño completo con ducha. En la planta alta dispone de un gran baño con bañera de hidromasaje y ducha, 3 dormitorios amplios con armarios empotrados. vivienda muy luminosa, calefacción de gas-oil, urbanización muy tranquila y segura, rápida conexión con R3 y M-50, a un paso de Velilla y Mejorada.",False,good,False,,2706.0,True,False,False,False,[],False,False,690000.0,€,chalet,Mejorada del Campo,Chalet pareado en calle de las Lagunas de Ruidera,True,True,semidetachedHouse,,,
107188813,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/00/d2/32/1306144319.webp,1077,23,bj,880000.0,flat,sale,105.0,False,2,2,calle de Goya,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4255762,-3.6804963,False,https://www.idealista.com/inmueble/107188813/,"Altor Asesores les ofrece este amplio y magnifico piso en una de las mejores fincas de Goya esquina con General Pardiñas, en el corazón del barrio de Salamanca. A pasos de las tiendas y comercios más prestigiosos de la capital. Finca clásica de 1920. Consta de 84 metros cuadrados de vivienda y 18 metros cuadrados de terraza de uso privado.  La vivienda está totalmente reformada con acabados de lujo, aire acondicionado central por conducto en techo, suelos y área social de la vivienda con suelo de alta calidad. Tiene dos dormitorios dobles, que dan a patios interiores, y dos baños.  Alta rentabilidad para alquilar. Todas las estancias de la vivienda cuentan con grandes ventanas, tiene techos palaciegos de 3,10 m2.  Buena comunidad de vecinos.  En una de las zonas mas exclusivas de Madrid se ubica esta vivienda, en lo mejor del Barrio Salamanca, una de las zonas residenciales más elegantes y prestigiosas de España, con uno de los mayores niveles de vida de Europa. En él se encuentra la mayor zona de compras de lujo de Madrid, donde se reúnen las más elegantes firmas de moda. Destaca también por sus señoriales fachadas, que lo convierten en una preciosa representación para el mundo de la arquitectura clásica y vanguardista. La oferta gastronómica que podemos encontrar responde a los gustos de un cliente moderno, cosmopolita y sofisticado. Podemos resumir que en el barrio de Salamanca han sabido combinar, con gusto exquisito, el clasicismo de mediados del siglo XIX con las necesidades y estilo del siglo XXI, sin olvidar su cercanía al parque del Retiro, el gran pulmón verde del centro de la ciudad. Clásico y elegante, versátil y cosmopolita.",False,good,False,True,8381.0,False,False,False,False,[],False,False,880000.0,€,flat,"Goya, Madrid",Piso en calle de Goya,,,,,,
107785434,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/93/15/4e/1323674127.webp,563,35,1,1200000.0,flat,sale,162.0,True,4,3,calle de Félix Boix,Madrid,Madrid,Chamartín,es,Nueva España,40.4635755,-3.6845578,False,https://www.idealista.com/inmueble/107785434/,"Completamente exterior, con terraza y plaza de garaje Al final de este anuncio, pinchando en el enlace a nuestra web, puede acceder a un PLANO CON COTAS y PLANOS CON ALTERNATIVAS de distribución de nuestro arquitecto. Piso a la venta en la mejor zona de Chamartín y a un par de manzanas del Paseo de la Castellana, una zona muy tranquila con todo tipo de servicios, una amplia oferta de ocio y con zonas verdes. Muy buena finca, con portal representativo, ascensores, calefacción y agua caliente centrales y plaza de garaje muy cómoda con acceso directo. Se distribuye en recibidor de entrada, bonito salón en dos ambientes con salida a amplia terraza, tres dormitorios con armarios empotrados y dos baños, la habitación principal está en suite con vestidor y uno de los baños; la zona de servicio consta de trastero, cocina con oficio, terraza-tendedero y habitación de servicio con baño.  Destaca esta vivienda por su luminosidad, siendo exteriores todas las estancias y resultando muy soleadas, especialmente el salón que cuenta con una cristalera hacia la terraza y que supone un espacio extraordinariamente agradable para hacer vida al aire libre. A todo ello hay que añadir que las vistas están orientadas a un pequeño parque con vegetación y zona de niños. Un piso lleno de luz, muy bien distribuido, en una finca excelente y localizado en un barrio elegante y tranquilo con muy buenas comunicaciones por transporte público y todo tipo de servicios. Buena plaza de garaje con acceso directo.",True,renew,False,True,7407.0,True,True,False,False,[],False,False,1200000.0,€,flat,"Nueva España, Madrid",Piso en calle de Félix Boix,True,True,,,,
108304248,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d5/f9/5f/1340110932.webp,4234,41,3,850000.0,flat,sale,100.0,True,4,1,calle Islas Filipinas,Madrid,Madrid,Chamberí,es,Vallehermoso,40.4377986,-3.7113279,False,https://www.idealista.com/inmueble/108304248/,"ALTOR ASESORES pone a su disposición en venta amplia vivienda en una de las zonas más demandadas de la CAPITAL, la vivienda cuenta con cuatro habitaciones y un baño.  Esta vivienda se encuentra en una ubicación ideal para aquellos que buscan estar cerca de servicios y comodidades, ya que está situada en una zona céntrica de la ciudad. El piso cuenta con una distribución práctica y funcional, lo que lo hace perfecto para familias o personas que necesitan un espacio amplio y confortable. La cocina es espaciosa y está equipada con todos los electrodomésticos necesarios para el día a día. Además, todas las habitaciones son luminosas y cuentan con espacio suficiente para colocar los muebles necesarios.  El edificio en el que se encuentra la vivienda dispone de ascensor, lo que facilita el acceso a la misma. También cuenta con portero automático para mayor seguridad. Opción ideal para aquellos que buscan un hogar amplio, luminoso y cómodo en una ubicación privilegiada. No dudes en contactar con nosotros para concertar una visita y comprobar por ti mismo todas las ventajas que ofrece esta vivienda.",False,good,False,True,8500.0,False,False,False,False,[],False,False,850000.0,€,flat,"Vallehermoso, Madrid",Piso en calle Islas Filipinas,,,,,,
108319558,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8f/b6/e0/1340574307.webp,4233,36,8,280000.0,flat,sale,80.0,True,1,1,calle Trole,Madrid,Madrid,Puente de Vallecas,es,Palomeras sureste,40.3823731,-3.632728,False,https://www.idealista.com/inmueble/108319558/,"ALTOR ASESORES OFRECE; ¿Buscas una vivienda cómoda, bien ubicada y con servicios completos? ¿O una inversión con ingresos asegurados desde el primer momento? ¡Este piso en la mejor zona de Vallecas Palomeras lo tiene todo! 80 m²  1 habitación amplia  Baño completo  Salón luminoso y acogedor  Cocina independiente equipada  8ª planta con ascensor  Aire acondicionado y calefacción central  Acceso adaptado para personas con movilidad reducida  Forma parte de un conjunto residencial muy completo, con:  Piscina comunitaria  Gimnasio privado  Zonas verdes y espacios comunes cuidados  El piso está en muy buen estado y actualmente alquilado hasta el 2027, lo que lo convierte en una opción perfecta para inversores.  Rentabilidad inmediata garantizada. Ubicación ideal: zona tranquila, segura y con todos los servicios cerca (transporte, supermercados, centros médicos, zonas deportivas y parques). Actualmente esta en rentabilidad hasta el 2027 ¡No dejes pasar esta oportunidad!",False,good,False,True,3500.0,False,False,False,False,[],False,False,280000.0,€,flat,"Palomeras sureste, Madrid",Piso en calle Trole,True,True,,,,
108634111,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/41/ab/27/1350565600.webp,,32,2,258000.0,flat,sale,89.0,True,3,2,calle de los Andaluces del Pozo,Madrid,Madrid,Puente de Vallecas,es,Entrevías,40.3699828,-3.6591554,False,https://www.idealista.com/inmueble/108634111/,"¡Descubre tu nuevo hogar en esta espectacular vivienda totalmente reformada! Situada en una segunda planta con orientación sur, este piso de 89 m² construidos ofrece un ambiente luminoso y acogedor. Con 3 dormitorios y 2 baños, cada rincón ha sido diseñado para maximizar el confort y la funcionalidad. Las ventanas Climalit garantizan un excelente aislamiento, mientras que el aire acondicionado y la calefacción por bomba de frío/calor te mantendrán a gusto durante todo el año. El piso se vende amueblado y cuenta con armarios empotrados, lo que te permitirá disfrutar de un espacio ordenado y práctico desde el primer día. Además, tendrás acceso a un trastero en los bajos del edificio (en construcción) La propiedad se encuentra en perfecto estado y lista para entrar a vivir. No solo disfrutarás de un hogar cómodo, sino que también tendrás la posibilidad de acceder a un huerto municipal a través del ayuntamiento, perfecto para los amantes de la naturaleza. ¡No dejes pasar esta oportunidad única! Ven a visitar este encantador piso y enamórate de su estilo y confort.",False,good,False,True,2899.0,True,False,False,False,[],False,False,258000.0,€,flat,"Entrevías, Madrid",Piso en calle de los Andaluces del Pozo,,,,,,
104787820,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c8/77/a0/1231585378.webp,,53,,389900.0,chalet,sale,234.0,,4,3,Monte de los Santos,Madrid,Los Santos de la Humosa,,es,,40.5222288,-3.2229023,False,https://www.idealista.com/inmueble/104787820/,"TUVALORSEGURO. ES, Agencia inmobiliaria de MADRID vende vivienda unifamiliar en la urbanización Medina Azahara junto a los SANTOS DE HUMOSA. Se trata de un chalet independiente, construido en el año 2006, con una parcela de 1.200 m². La vivienda cuenta con 177 m² en planta y sótano de 55 m². La planta baja se compone de un salón-comedor independiente de 43,29 m² con chimenea de obra, salida al porche y a la zona de la piscina, dormitorio principal de 18 m² con vestidor y cuarto de baño privado con bañera de hidromasaje, 2 dormitorios dobles, despacho, cocina con office, recibidor y dos cuartos de baño de invitados. El chalet cuenta con calefacción de gas natural y aire acondicionado. La propiedad cuenta además con una piscina de 12x5, cancha deportiva propia y jardín. La vivienda se ubica en la urbanización Monte de los Santos - Medina Azahara. Cuenta con vigilancia 24 h. , videovigilancia, canchas deportivas, parques infantiles, zona mirador con vista panorámica de la zona y varias zonas ajardinadas. La vivienda se encuentra a 40 minutos en coche desde Madrid, a 20 minutos de Alcalá de Henares y a 25 minutos de Guadalajara. Para más información, contacte con nosotros sin ningún tipo de compromiso y concierte una cita para conocer el inmueble. El precio de venta no incluye el Impuesto de Transmisiones Patrimoniales gastos notariales, gastos registrales, gastos de gestoría, ni gastos de intermediación que satisface el comprador (4,84%, IVA incluido, sobre el precio de compra).",False,good,False,,1666.0,True,False,False,False,[],False,False,389900.0,€,chalet,Los Santos de la Humosa,Casa independiente en Monte de los Santos,True,True,independantHouse,,,
108330561,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bf/4b/cc/1340884252.webp,REF:MADRID 7,25,2,1600000.0,flat,sale,149.0,True,3,5,calle de los Reyes Magos,Madrid,Madrid,Retiro,es,Niño Jesús,40.4081687,-3.6765608,False,https://www.idealista.com/inmueble/108330561/,"NUEVOLEGANÉS pone a la venta en exclusiva este estupendo piso reformado y totalmente amueblado. Edifico señorial en el centro de Madrid y cercano al Parque del Buen Retiro.  Ubicación privilegiada y muy tranquila, cercana a colegios, restauración y centros médicos.  El piso actualmente en reforma, constará total mente equimado y con mobiliaria: * 3 dormitorios amueblados de diseño, amplios baños completos con muebles y privados. Armarios empotrados en todas las estancias. * Cocina amueblada de diseño, estilo americana con isla central, toda equipada con electrodomesticos. * Salón-comedor espacioso y muy luminoso, ideal para celebraciones de amigos o   familiares.  * Aseo * 3 Baños completos, uno de ellos doble en habitacion principal. * Pequeña recepción a la entrada donde se distribuye toda la vivienda. * Orientación sur, lo que le confiere mucha luz a todo el piso. * 3 Balcones muy luminosos con muy buenas vistas.  Además la vivienda posee un trastero amplio y con bastante altura y gran capacidad. En el precio también se incluye la plaza de garaje (cesión del ayuntamiento de Madrid para residentes de la zona) A parte la propiedad cuenta con zonas comunes, haciendo una comunidad bastante exclusiva. Las fotos que se muestran son de proyectos ya realizados y en la misma zona y no pertenecen a la vivienda que actualmente esta en reforma. Le presentamos tambien el plano de la propiedad para facilitar a los compradores la distribución de la misma. Para cualquier duda o concertar una visita, no dude en contactar con nosotros, le ayudaremos en todo lo que esté en nuestra manos. Tu confianza es nuestra tranquilidad.",False,good,False,True,10738.0,True,False,False,False,[],False,False,1600000.0,€,flat,"Niño Jesús, Madrid",Piso en calle de los Reyes Magos,True,True,,,,
