propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108546888,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b1/ba/22/1348120829.webp,3699,12,bj,136000.0,studio,sale,48.0,False,0,1,calle Junco,Madrid,Madrid,Villaverde,es,Villaverde Alto,40.3493735,-3.7043538,False,https://www.idealista.com/inmueble/108546888/,"PISOFACIL VENDE PISO – APARTAMENTO EN UNA PLANTA BAJA EN VILLAVERDE Encantador piso en una planta baja. Con una superficie construida de 48m² según catastro. Esta propiedad ofrece un amplio salón, una moderna cocina integral abierta tipo americana y un baño completo con bañera. Los suelos tarima flotante aportan calidez al hogar, mientras que la carpintería interior en madera y la carpintería exterior de aluminio garantiza una óptima eficiencia energética. La orientación este brinda abundante luz natural, creando un ambiente acogedor en toda la vivienda. Ubicación inmejorable: • A escasos metros de la estación de la Renfe (Línea C5): PUENTE ALCOCER y a muy pocos minutos andando o en autobús de la estación de la Renfe y Metro de Madrid de Villaverde Alto. • Varias líneas de autobús cercanas • Zona con todos los servicios: supermercados, colegios, centros de salud, comercios y zonas verdes. CARACTERÍSTICAS BÁSICAS Piso en una planta baja. Superficie construida 48m² según catastro Salón Cocina Americana 1 baño completo con bañera Calefacción eléctrica A/A bomba frio/calor Suelos en tarima flotante Carpintería exterior aluminio Carpintería interior en madera Conservación: para entrar a vivir. Año de construcción: 1982 Nota: El precio puede ser modificado o retirado sin previo aviso. Todos los datos son orientativos. El precio no incluye impuestos ni gastos asociados a la compra. SOLICITE MÁS INFORMACIÓN SIN COMPROMISO EN EL TELÉFONO TAMBIÉN POR WHATSAPP SERVICIOS AL COMPRADOR - Estudio de solvencia totalmente gratuito - Financiación al 100%, previo estudio - Acuerdos de colaboración con entidades bancarias para conseguir las mejores condiciones económicas de tu préstamo hipotecario - Asistencia profesional durante todo el proceso de compra-venta de tu vivienda, incluso después de la firma de escrituras y entrega de llaves - Más de 15 años de experiencia en el sector inmobiliario REFERECIA: 3699.",False,good,False,False,2833.0,False,False,False,False,[],False,False,136000.0,€,flat,studio,"Villaverde Alto, Madrid",Estudio en calle Junco,,,,,
108350321,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e5/9a/df/1344604677.webp,3VILLADELPRADOZ2-00265-0001ENCINA,18,,330000.0,chalet,sale,409.0,,1,1,calle Encina,Madrid,Villa del Prado,,es,,40.2863059,-4.3583391,False,https://www.idealista.com/inmueble/108350321/,"Chalet aislado de 409,35 m² ubicado en Villa del Prado, Madrid. Se trata de un chalet independiente asentado sobre una parcela que según registro son 899 m2 y según catastro 1019 m2. Cuenta con una superficie de 409,35 m² distribuidos en varias estancias, lo que permite una adaptación flexible a las necesidades del comprador. Además, cuenta con una parcela asociada, ideal para el disfrute al aire libre y con amplias posibilidades de uso. Este chalet se encuentra en una tranquila zona residencial de Villa del Prado, ofreciendo acceso directo mediante la carretera M-507 y conexiones a otras localidades cercanas mediante la A-5, que facilita las comunicaciones con Madrid capital. En cuanto al transporte público, la zona dispone de servicios de autobuses interurbanos que conectan el municipio con otras poblaciones cercanas y con estaciones de tren. En Villa del Prado se pueden encontrar diversos servicios como supermercados, restaurantes, colegios, instalaciones deportivas, oficinas bancarias y centros de salud. Además, destaca la cercanía al Hospital Universitario Fundación Alcorcón, un punto de referencia en asistencia sanitaria en la región. También se encuentra a pocos minutos del río Alberche, un lugar perfecto para disfrutar de la naturaleza y realizar actividades al aire libre. En la población se celebran eventos tradicionales y culturales, ofreciendo un entorno activo y enriquecedor.",False,renew,False,,807.0,False,False,False,False,[],False,False,330000.0,€,chalet,independantHouse,Villa del Prado,Casa independiente en calle Encina,,,,,
108796310,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4a/d5/4b/1355386744.webp,,11,2,355000.0,flat,sale,65.0,True,2,1,calle de la Virgen de Lourdes,Madrid,Madrid,Ciudad Lineal,es,Concepción,40.437519,-3.6587234,False,https://www.idealista.com/inmueble/108796310/,"Piso en finca en buen estado reformado a medida. Consta de dos dormitorios, baño y cocina. En nuestras reformas se cambian todas las instalaciones y tabiquerías interiores, incidiendo en la eficiencia energética y el aprovechamiento del espacio. La instalación eléctrica se compone de cuadro elevado y cambio de acometida para que esté libre de halógenos obteniendo un nuevo boletín eléctrico. La instalación de fontanería y gas se renueva totalmente, con caldera de Saunier Duval Thelia Condens y nueva instalación de gas con nuevo boletín y contador. La tabiquería interior se renueva utilizando doble tabiquería de pladur con fibra de vidrio para asegurar el nuevo aislamiento tanto térmico como acústico. En muchos casos, se mejora también el aislamiento de fachadas y medianeras y suelos y techos por petición, con materiales de especiales cualidades que ocupan el menor espacio posible. Nuestras reformas han sido cuidadosamente diseñadas realizando viviendas totalmente equipadas con gamas medias altas pensadas para una primera vivienda. También ayudamos a gestionar la financiación más competitiva para cada perfil.",False,good,False,True,5462.0,False,False,False,False,[],False,False,355000.0,€,flat,,"Concepción, Madrid",Piso en calle de la Virgen de Lourdes,,,,,
108244241,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ac/06/8e/1338273065.webp,51704746,2,1,262200.0,flat,sale,128.0,True,1,1,calle de Navalcarnero s/n,Madrid,Fuenlabrada,Centro,es,,40.2812,-3.7946989,True,https://www.idealista.com/inmueble/108244241/,"Oportunidad de inversión: inmueble alquilado. Renta actual: 905.01 €/mes. Fecha de fin de contrato: 07/2026. Piso en venta ubicado en CALLE NAVALCARNERO, FUENLABRADA, Madrid. Dispone de una superficie de 128 m2 En Magna 4 Inmobiliaria somos especialistas en inmuebles de banco, si está buscando vivienda, local, suelo.. . nosotros te acompañamos en todo el proceso y no te cobramos comisión.  Consulte con nuestro Agente Comercial la información adicional sobre el inmueble y las condiciones especiales de compraventa. Imposibilidad de visita interior. Las fotografías pueden no corresponderse con el estado actual del inmueble.",False,good,False,False,2048.0,False,False,False,False,[],False,False,262200.0,€,flat,,"Centro, Fuenlabrada",Piso en calle de Navalcarnero s/n,,,,,
103206076,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/73/b7/4c/1181806907.webp,ENRIQUE ÁLVAREZ,16,,2400000.0,chalet,sale,600.0,,7,5,C/TRANSVERSAL s/n,Madrid,Pozuelo de Alarcón,Urbanizaciones,es,Montealina,40.4386111,-3.8563241,True,https://www.idealista.com/inmueble/103206076/,"EAB Propiedades Inmobiliarias, vende este maravilloso chalet en Montealina, una de las mejores urbanizaciones de Pozuelo de Alarcón, por su seguridad y privacidad. La vivienda se encuentra en una de las mejores zonas, por este motivo tiene unas vistas a zonas ajardinadas y al no tener vecinos delante, se beneficia de una tranquilidad y privacidad absoluta. La vivienda está en perfecto estado de mantenimiento, tanto dentro como fuera en el jardín, además por su ubicación tiene muchísima luminosidad en todas sus estancias. En la planta principal nos encontramos con un buen hall recibidor y el aseo de cortesía, un gran salón de doble altura, comedor, cocina con Office y la zona de servicio y acceso al garaje para cuatro coches En la planta de arriba, nos encontramos cuatro dormitorios muy amplios, el dormitorio principal en suite. El jardín tiene un gran huerto, con árboles y plantas muy consolidadas con una preciosa piscina y pista de tenis para reformar.",False,good,False,,4000.0,False,False,False,False,[],False,False,2400000.0,€,chalet,independantHouse,"Montealina, Pozuelo de Alarcón",Casa independiente en C/transversal s/n,True,True,,,
108214944,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3d/c6/a0/1342491029.webp,IE9-AU-PINPICA9,6,bj,175000.0,studio,sale,45.0,True,0,1,Norte - Universidad,Madrid,Móstoles,Norte - Universidad,es,,40.3317519,-3.8601786,False,https://www.idealista.com/inmueble/108214944/,"Inmobiliarias Encuentro vende ACOGEDOR Y MODERNO LOFT totalmente reformado en la Zona de ESTORIL II MÓSTOLES. Consta de cocina amueblada y equipada tipo americana, salón con aire acondicionado con bomba de calor, baño con plato de ducha y mampara con espejo de tira led, fontanería y electricidad están nuevos, Ventanas de aluminio lacadas en blanco con cristal climalit, Suelos de gres, paredes en liso. Calefacción por bomba de calor, agua con termo eléctrico. Cada una de las viviendas que presentamos en esta publicación es fruto de creatividad y diseño. Algunas son espacios reales embellecidos con inteligencia artificial para explorar nuevas posibilidades decorativas. Otras han sido concebidas desde cero mediante IA y diseño digital, dando vida a conceptos arquitectónicos únicos. Nuestro objetivo es inspirar, imaginar y redefinir el arte de la vivienda. En cuanto a la oferta comercial N. P, la zona está rodeada de diversos comercios, supermercados, restaurantes y servicios, lo que asegura que tendrás todo lo que necesitas al alcance de la mano. Es una excelente opción para quienes buscan una vivienda cómoda, recatada y bien conectada. ¡Una verdadera oportunidad para comenzar una nueva etapa en este bonito hogar! En Inmobiliarias Encuentro intentamos mejorar cada día, simplificando los trámites relacionados con la compra de tu nueva vivienda. Ya puedes reservar cualquiera de nuestros inmuebles a través de la web, de una manera rápida y sencilla, mediante un proceso totalmente seguro y transparente. ¡No pierdas esta oportunidad y ven a visitarla cuanto antes! Si necesita vender su inmueble para adquirir este u otro inmueble publicado, contacte con nosotros, disponemos del servicio: “CAMBIA Y DESCANSA”. La solución perfecta para cuadrar los plazos de venta de su vivienda y entrega del nuevo inmueble ¡Financiación a tu medida! Con Finmoo tendrás los mejores tipos de interés y hasta el 100% de financiación. ¡Consulta nuestras condiciones! ¡Sin complicaciones, sin esperas! ¡Contáctenos y comience el camino hacia su nuevo hogar!",False,good,False,False,3889.0,True,False,False,False,[],False,False,175000.0,€,flat,studio,"Norte - Universidad, Móstoles",Estudio,,,,,
108505503,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ae/53/90/1346904133.webp,,18,,330000.0,chalet,sale,1000.0,,0,0,"calle Torote, 25",Madrid,Soto del Real,,es,,40.7516918,-3.7905397,True,https://www.idealista.com/inmueble/108505503/,"¡Oportunidad única! Local comercial transformable en viviendas unifamiliares en zona céntrica y tranquila. Este inmueble, compuesto por 3 estancias (sótano, planta baja y primera planta), ofrece una gran flexibilidad para adaptarse a tus necesidades. Actualmente utilizado como local comercial, su estructura y distribución permiten una fácil transformación en 3 acogedoras viviendas unifamiliares.",False,renew,False,,330.0,True,False,False,False,[],False,False,330000.0,€,chalet,terracedHouse,Soto del Real,"Chalet adosado en calle Torote, 25",,,,,
107839246,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ab/d9/13/1343887693.webp,272,39,,715000.0,chalet,sale,516.0,,4,5,Sevilla la Nueva,Madrid,Sevilla la Nueva,,es,,40.3539515,-4.0659006,False,https://www.idealista.com/inmueble/107839246/,"Inmofloor les ofrece este bonito y lujoso chalet independiente. Con sus 516 m2 construidos y una parcela de 2037 m2, con piscina, barbacoa y zona de huerto A la vivienda se accede por una bonita terraza con balaustrada de granito y desde una puerta de madera maciza de la marca Arteviblock hasta el amplio hall de entrada, desde este tenemos acceso a la zona de descanso, que consta de: 2 amplios dormitorios con armarios empotrados completamente vestidos, baño completo compartido para estas habitaciones, otra habitación de generosas dimensiones con otro amplio armario empotrado y baño completo en suite; y por último la amplísima habitación principal con un más que generoso y bonito armario empotrado y zona de vestidor así como un baño en suite con un gran plato de de ducha. Desde el mismo hall de entrada también tenemos acceso al aseo de servicio y a través de una puerta de doble hoja deslizante al luminoso salón/comedor con chimenea a cuatro caras y acceso a través de las amplias puertas con persianas motorizadas que dan acceso a la terraza trasera, también con balaustradas y peldaños de granito. Este esta distribuido en dos alturas, siendo la zona de comedor la más alta y desde donde se accede a la cocina independiente totalmente amueblada.  La planta baja, construida por entero con hormigón, dispone de acceso directo desde la cocina, así como desde el jardín. en esta disponemos de un amplio parking para varios vehículos, trastero, zona de caldera (gasoil), gimnasio con jacuzzi para varias personas, sauna, baño completo con zona de vestuario y zona de bodega con otra cocina totalmente amueblada y con electrodomésticos. Desde aquí podemos salir a la bonita piscina con iluminación nocturna, farolas y estatuas de hierro macizo y bronce. El jardín con vegetación consolidad, dispone de zona de barbacoa junto a la piscina, esta tiene el cuarto de maquinaria en superficie, futura zona de huerto, así como elementos de decoración de alta calidad. Calidades: Puertas automáticas y video portero, riego automático, aire acondicionado frio/calor por toda la casa, todos los muebles son de la afamada marca Peñas Vargas, puertas macizas de Arteviblock, ventanas oscilobatientes con mosquitera, anti palanca y rotura de puente térmico y los suelos de Porcelanosa. Solicite una visita sin compromiso.",False,good,False,,1386.0,False,False,False,False,[],False,False,715000.0,€,chalet,independantHouse,Sevilla la Nueva,Casa independiente,True,True,,,
108631310,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/49/07/10/1350481550.webp,3700,13,bj,167500.0,flat,sale,44.0,True,2,1,calle Aldeanueva de la Vera,Madrid,Madrid,Latina,es,Águilas,40.3754371,-3.7749706,False,https://www.idealista.com/inmueble/108631310/,"PISOFACIL VENDE PISO EN LAS AGUILAS MADRID – PLANTA BAJA EXTERIOR, 2 DORMITORIOS, 1 BAÑO, FINCA CON ASCENSOR. Encantador piso en una planta baja en un edificio totalmente rehabilitado. Con una superficie construida de 44m² según catastro. Esta propiedad ofrece un amplio salón, dos dormitorios, una moderna cocina integral y un baño completo con plato de ducha, mampara y ventana exterior. Los suelos en cerámica aportan calidez al hogar, mientras que la carpintería interior en madera y la carpintería exterior de aluminio garantiza una óptima eficiencia energética. La orientación este brinda abundante luz natural, creando un ambiente acogedor en toda la vivienda. Ubicación inmejorable: • A muy pocos metros de la estación de la Renfe (Línea C5): Las Águilas. • Varias líneas de autobús cercanas • Zona con todos los servicios: supermercados, colegios, centros de salud, comercios, farmacias y zonas verdes. CARACTERÍSTICAS BÁSICAS Piso en una planta baja. Superficie construida 44m² según catastro Salón Cocina Independiente 2 dormitorios 1 baño completo con plato de ducha Calefacción Independiente a gas natural A/A bomba frio/calor en el salón Suelos en cerámica Carpintería exterior aluminio Carpintería interior en madera Conservación: para entrar a vivir. Año de construcción: 1960 *El precio de la oferta puede ser modificado o darse de baja sin previo aviso. Todos los datos expuestos son meramente orientativos. El precio no incluye impuestos ni gastos. Se debe añadir a la compra en viviendas de segunda mano el ITP, en viviendas de Obra Nueva el IVA y AJD y en ambos casos los honorarios de la agencia, notaria y registro. SOLICITE MÁS INFORMACIÓN SIN COMPROMISO EN EL TELÉFONO TAMBIÉN POR WHATSAPP SERVICIOS AL COMPRADOR - Estudio de solvencia totalmente gratuito - Financiación al 100%, previo estudio - Acuerdos de colaboración con entidades bancarias para conseguir las mejores condiciones económicas de tu préstamo hipotecario - Asistencia profesional durante todo el proceso de compra-venta de tu vivienda, incluso después de la firma de escrituras y entrega de llaves - Más de 15 años de experiencia en el sector inmobiliario REFERECIA: 3700.",False,good,False,True,3807.0,False,False,False,False,[],False,False,167500.0,€,flat,,"Águilas, Madrid",Piso en calle Aldeanueva de la Vera,,,,,
108825952,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/12/d0/b7/1356245394.webp,,3,,210000.0,chalet,sale,75.0,,2,2,Quijorna,Madrid,Quijorna,,es,,40.4278473,-4.0555288,False,https://www.idealista.com/inmueble/108825952/,"Casa con gran potencial y patio en zona tranquila ideal para reforma integral Superficie construida: aproximadamente 79 m² Parcela: cerca de 90 m² Distribución: 3 dormitorios | 1 baño | salón-comedor | cocina | patio Estado: Para reformar integralmente Ubicación: Entorno ideal y tranquilo, perfecto para descansar o vivir todo el año Se vende vivienda de una sola planta ubicada en un entorno residencial muy tranquilo, perfecta para quienes buscan un proyecto de reforma a medida o una inversión con potencial. La vivienda necesita una reforma integral, pero cuenta con una estructura aprovechable y una distribución funcional. Distribución interior: •Amplio salón-comedor con buena entrada de luz natural. •Cocina independiente con acceso directo al salón. •Baño situado junto a los dormitorios. •Tres o 2 dormitorios grandes: uno principal amplio, otro de tamaño medio y un tercero ideal para despacho o habitación auxiliar. •Pasillo distribuidor. •Patio trasero privado con muchas posibilidades. Entorno: La vivienda se encuentra en una ubicación privilegiad, con un ambiente muy tranquilo. Ideal para quienes valoran la calma, la privacidad, el entorno natural, la cercanía a Madrid sin perder acceso a todo tipo de servicios con acceso ideal por carretera. Observaciones: •Necesita renovación integral: instalaciones, revestimientos y acabados. •Perfecta como primera vivienda o inversión. Para más información o concertar una visita, no dudes en contactarnos.",False,renew,False,,2800.0,True,False,False,False,[],False,False,210000.0,€,chalet,terracedHouse,Quijorna,Chalet adosado,,,,,
