propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,externalReference,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108795928,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/13/f3/26/1355377430.webp,15,3,320000.0,flat,sale,78.0,True,2,2,calle de Blas Cabrera,Madrid,Madrid,Latina,es,Águilas,40.3792276,-3.7673004,False,https://www.idealista.com/inmueble/108795928/,"Piso en finca en buen estado reformado a medida. Consta de dos dormitorios, despacho independiente, dos baños y cocina. En nuestras reformas se cambian todas las instalaciones y tabiquerías interiores, incidiendo en la eficiencia energética y el aprovechamiento del espacio. La instalación eléctrica se compone de cuadro elevado y cambio de acometida para que esté libre de halógenos obteniendo un nuevo boletín eléctrico. La instalación de fontanería y gas se renueva totalmente, con caldera de Saunier Duval Thelia Condens y nueva instalación de gas con nuevo boletín y contador. La tabiquería interior se renueva utilizando doble tabiquería de pladur con fibra de vidrio para asegurar el nuevo aislamiento tanto térmico como acústico. En muchos casos, se mejora también el aislamiento de fachadas y medianeras y suelos y techos por petición, con materiales de especiales cualidades que ocupan el menor espacio posible. Nuestras reformas han sido cuidadosamente diseñadas realizando viviendas totalmente equipadas con gamas medias altas pensadas para una primera vivienda. También ayudamos a gestionar la financiación más competitiva para cada perfil.",False,good,False,True,4103.0,False,False,False,False,[],False,False,320000.0,€,flat,"Águilas, Madrid",Piso en calle de Blas Cabrera,,,,,,,
108905333,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d9/71/2a/1358504324.webp,5,,1319709.0,chalet,sale,449.0,,5,3,"calle Castillo de Játiva, 4",Madrid,Villanueva de la Cañada,Villafranca del Castillo,es,,40.4673645,-3.9471093,True,https://www.idealista.com/inmueble/108905333/,Subasta online del 30/09/2025 al 30/10/2025.,False,good,False,,2939.0,False,False,False,False,[],False,False,1319709.0,€,chalet,"Villafranca del Castillo, Villanueva de la Cañada","Casa independiente en calle Castillo de Játiva, 4",True,True,independantHouse,,,,
108176550,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/91/13/99/1336139700.webp,38,1,194000.0,flat,sale,59.0,False,2,1,Alcobendas Centro,Madrid,Alcobendas,Alcobendas Centro,es,,40.5455935,-3.6292233,False,https://www.idealista.com/inmueble/108176550/,"¡Precioso y acogedor piso en venta en Alcobendas! Ideal para inversores Riman House Gestiones Inmobiliarias vende estupendo piso ubicado en una de las mejores zonas de Alcobendas, sobre la Avenida de España, con todos los servicios al alcance de la mano. � Ubicación inmejorable: A solo 2 minutos del Centro Médico Reyes Católicos A 7 minutos andando de las estaciones de tren de San Sebastián de los Reyes y Alcobendas Próximo al Centro Comercial La Viña, colegios, supermercados, parques y transporte público �️ Características de la vivienda: Primera planta Ideal para inversores, ya que actualmente se encuentra alquilada, generando rentabilidad 2 dormitorios, uno de ellos con armario empotrado Baño completo con plato de ducha Acogedor salón Cocina independiente Amplio y luminoso patio con acceso directo desde el salón y la cocina � Extras: Puerta de entrada blindada Puertas interiores de roble Suelos de cerámica � ¿Necesitas financiación? Te ayudamos a conseguir las mejores condiciones del mercado. Realizamos un estudio financiero gratuito y sin compromiso. � ¡Contáctanos y agenda tu visita! Esta puede ser la vivienda que estabas buscando para ti o como inversión.",False,good,False,False,3288.0,False,False,False,False,[],False,False,194000.0,€,flat,"Alcobendas Centro, Alcobendas",Piso,,,,ISALCO,,,
107698351,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/89/74/4a/1356986405.webp,36,,160000.0,chalet,sale,133.0,,3,2,Villa del Prado,Madrid,Villa del Prado,,es,,40.280326,-4.30133,False,https://www.idealista.com/inmueble/107698351/,"¡Descubre el hogar de tus sueños en esta espectacular casa independiente de dos plantas! Situada a un paso de la entrada de la urbanización, este chalet ofrece una ubicación privilegiada a solo 100 metros de la parada del autobús. Con una parcela de 1.037 m², disfrutarás de un amplio espacio exterior que incluye un cenador, barbacoa, árboles frutales, zona solada y césped. La vivienda, reformada y lista para entrar a vivir, cuenta con 133 m² construidos distribuidos en un salón acogedor, tres dormitorios con armarios empotrados, y dos baños modernos. La cocina es funcional y está equipada para satisfacer todas tus necesidades culinarias. Además, dispone de una pequeña bodega ideal para los amantes del vino. La gran terraza es perfecta para disfrutar de momentos al aire libre, mientras que el porche y las dos casetas para herramientas añaden comodidad adicional. Con entrada para vehículo y aire acondicionado con bomba de calor, cada detalle ha sido pensado para tu confort. No pierdas la oportunidad de vivir en un entorno tranquilo y bien comunicado. ¡Ven a visitarlo y enamórate! [IW].",False,good,False,,1203.0,False,False,False,False,[],False,False,160000.0,€,chalet,Villa del Prado,Casa independiente,,,independantHouse,CHA0157,178000.0,18000.0,10.0
107129824,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bc/8e/a6/1303902320.webp,18,1,139900.0,duplex,sale,123.0,True,3,2,San Martín de Valdeiglesias,Madrid,San Martín de Valdeiglesias,,es,,40.3627646,-4.396689,False,https://www.idealista.com/inmueble/107129824/,"Dúplex en primera planta de 113m2, situado en el centro de San Martin de Valdeiglesias con todos los servicios que necesita. En la primera planta nos encontramos una cocina americana, salón-comedor, una habitación principal con armario empotrado y baño completo con bañera.  En la segunda planta nos encontramos con las dos habitaciones restantes, ambas con armarios empotrados y 1 baño completo con plato de ducha.  Dispone de una plaza de garaje y trastero. La orientación de la vivienda es sur.  Ubicado en San Martín de Valdeiglesias a 60 km de Madrid por la M-501, esta localidad cuenta con todos los servicios, como supermercados (Abiertos domingos incluidos), farmacias, restaurantes.. . Destacar que Pelayos de la Presa y San Martin de Valdeiglesias dispone de pantano y playa con posibilidad de realizar todo tipo de actividades outdoor. Puede visitarnos en nuestra oficina en Calle corredera baja 20 San Martin de Valdeiglesias (Madrid) le informaremos de todas las viviendas de las que disponemos. ¡Beneficiase de nuestro método de trabajo! Gestionamos la venta de su vivienda, encadenamos todos los plazos, contratos, documentación para escritura pública, tramitación hipoteca. Consúltenos sin compromiso. HIPOTECAS 100% EURIBOR DESDE 0.70 ESTUDIO DE FINANCIACIÓN GRATUITO CONSÚLTENOS Y CONCIERTE SU VISITA.",False,good,False,False,1137.0,False,False,False,False,[],False,False,139900.0,€,flat,San Martín de Valdeiglesias,Dúplex,True,True,duplex,SM2025RIC,,,
108774422,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3f/d9/31/1354733713.webp,17,bj,239000.0,flat,sale,76.0,True,3,1,Valleaguado - La Cañada,Madrid,Coslada,Valleaguado - La Cañada,es,,40.4252024,-3.5399076,False,https://www.idealista.com/inmueble/108774422/,"***URBANIS Gestión de Inmuebles vende en EXCLUSIVA, este encantador piso bajo alto en la zona de Los Ríos, junto a Valleaguado, es ideal para quienes buscan comodidad y estilo. Con 76 m² construidos, cuenta con tres luminosos dormitorios, dos de ellos amueblados, perfectos para adaptarse a tus necesidades. El dormitorio principal destaca por su armario empotrado, brindando un amplio espacio de almacenamiento. La cocina, completamente amueblada, se integra perfectamente con el salón de paso, que ofrece acceso a una acogedora terraza acristalada, ideal para disfrutar de momentos al aire libre. El baño ha sido reformado y cuenta con un moderno plato de ducha, garantizando funcionalidad y confort.  Este piso también incluye un trastero en el precio, lo que añade un valor extra a la propiedad. Con calefacción eléctrica y aire acondicionado en el salón, estarás cómodo durante todo el año. Además, la fontanería y electricidad han sido renovadas, asegurando un ambiente seguro y eficiente. Ubicado en una zona consolidada, tendrás fácil acceso a todos los servicios necesarios, lo que hace de este piso una opción inmejorable. No dejes pasar la oportunidad de vivir en un lugar que combina calidad y excelente ubicación. ¡Ven a verlo y enamórate!",False,good,False,True,3145.0,False,False,False,False,[],False,False,239000.0,€,flat,"Valleaguado - La Cañada, Coslada",Piso,,,,2292,,,
108199208,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/12/8e/6b/1336887873.webp,3,2,149000.0,flat,sale,88.0,,2,2,calle de la Rueda,Madrid,Ciempozuelos,San Benito - Soledad - Hispanidad,es,,40.1645855,-3.6198867,False,https://www.idealista.com/inmueble/108199208/,"Inmueble alquilado y sin acceso al interior. Las fotografías del interior pueden no ajustarse al estado actual.  NO COBRAMOS COMISIÓN DE INTERMEDIACIÓN AL COMPRADOR Les ofrecemos en exclusiva este piso en edificio residencial que puedes adquirir en propiedad, muy bien distribuido y con distintas dependencias, ofreciendo todo lo que necesitas para una vida cómoda y moderna.  Desde el momento en que cruces la puerta de entrada, te sentirás acogido por su ambiente cálido, ubicado en la localidad de Ciempozuelos, provincia de Madrid. Este piso es ideal para quienes buscan un hogar confortable en un entorno natural y acogedor. Este espacioso piso cuenta con un luminoso salón-comedor, perfecto para disfrutar de momentos en familia y reuniones con amigos.  A poca distancia, encontrarás supermercados, colegios, centros de salud y una variada oferta de tiendas y restaurantes. Además, la excelente conexión con las principales vías de acceso te permitirá llegar rápidamente a otras áreas de interés en Madrid y sus alrededores. Hipoges es una plataforma inmobiliaria donde podrás acceder a miles de activos inmobiliarios de diferentes tipos como viviendas, locales comerciales, terrenos, nueva obra, tanto a nivel particular como para inversores. Hipoges cuenta con una amplia cartera de activos inmuebles tanto en España como en Portugal y Grecia.  Esta propiedad se encuentra alquilada. No se puede visitar. No apta para compradores que requieran financiación hipotecaria. El comprador se subrogará a las condiciones indicadas en el contrato de alquiler vigente. La información proporcionada referente a la distribución y estructura puede no ajustarse a la realidad, ya que su verificación no ha sido posible. La distribución indicada se ha tomado en referencia a la distribución de activos de la zona. ¿Necesitas financiación? Te ofrecemos la posibilidad de financiaciones de hasta el 100% para la compra de este inmueble. Entra en Finanwin. com, haz tu simulación y obtén la mejor oferta para tu Hipoteca de la manera más ágil y sencilla.",False,good,False,False,1693.0,False,False,False,False,[],False,False,149000.0,€,flat,"San Benito - Soledad - Hispanidad, Ciempozuelos",Piso en calle de la Rueda,,,,GTRE-02404,,,
108765914,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/98/7b/e9/1354501832.webp,10,3,320000.0,flat,sale,62.0,False,2,1,calle de Manipa,Madrid,Madrid,Ciudad Lineal,es,Concepción,40.441816,-3.6429118,False,https://www.idealista.com/inmueble/108765914/,"Piso reformado a medida en finca en buen estado con ascensor. Es interior, con salón luminoso y pequeña terraza. Consta de 2 habitaciones, baño y cocina. En nuestras reformas se cambian todas las instalaciones y tabiquerías interiores, incidiendo en la eficiencia energética y el aprovechamiento del espacio. La instalación eléctrica se compone de cuadro elevado y cambio de acometida para que esté libre de halógenos obteniendo un nuevo boletín eléctrico. La instalación de fontanería y gas se renueva totalmente, con caldera de Saunier Duval Thelia Condens y nueva instalación de gas con nuevo boletín y contador. La tabiquería interior se renueva utilizando doble tabiquería de pladur con fibra de vidrio para asegurar el nuevo aislamiento tanto térmico como acústico. En muchos casos, se mejora también el aislamiento de fachadas y medianeras y suelos y techos por petición, con materiales de especiales cualidades que ocupan el menor espacio posible. Nuestras reformas han sido cuidadosamente diseñadas realizando viviendas totalmente equipadas con gamas medias altas pensadas para una primera vivienda. También ayudamos a gestionar la financiación más competitiva para cada perfil.",False,good,False,True,5161.0,False,False,False,False,[],False,False,320000.0,€,flat,"Concepción, Madrid",Piso en calle de Manipa,,,,,,,
107228728,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/80/6b/5f/1306792376.webp,3,4,198000.0,flat,sale,73.0,,2,1,calle de Camarena,Madrid,Madrid,Latina,es,Aluche,40.3893178,-3.7588423,False,https://www.idealista.com/inmueble/107228728/,"NO COBRAMOS COMISIÓN DE INTERMEDIACIÓN AL COMPRADOR INMUEBLE EN RENTABILIDAD Disponemos de un piso en edificio residencial que puedes adquirir en propiedad, muy bien distribuido y con distintas dependencias, ofreciendo todo lo que necesitas para una vida cómoda y moderna.  Desde el momento en que cruces la puerta de entrada, te sentirás acogido por su ambiente cálido, ubicado en la localidad de Madrid. Este piso es ideal para quienes buscan un hogar confortable en un entorno natural y acogedor. Situado en una zona residencial tranquila, este piso disfruta de una ubicación estratégica. A poca distancia, encontrarás supermercados, colegios, centros de salud y una variada oferta de tiendas y restaurantes.  Además, la excelente conexión con las principales vías de acceso te permitirá llegar rápidamente a otras áreas de interés en Madrid y sus alrededores.  Hipoges es una plataforma inmobiliaria donde podrás acceder a miles de activos inmobiliarios de diferentes tipos como viviendas, locales comerciales, terrenos, nueva obra, tanto a nivel particular como para inversores. Hipoges cuenta con una amplia cartera de activos inmuebles tanto en España como en Portugal y Grecia.  Esta propiedad se encuentra alquilada. No se puede visitar. No apta para compradores que requieran financiación hipotecaria. El comprador se subrogará a las condiciones indicadas en el contrato de alquiler vigente. La información proporcionada referente a la distribución y estructura puede no ajustarse a la realidad, ya que su verificación no ha sido posible. La distribución indicada se ha tomado en referencia a la distribución de activos de la zona. ¿Necesitas financiación? Te ofrecemos la posibilidad de financiaciones de hasta el 100% para la compra de este inmueble. Entra en Finanwin. com, haz tu simulación y obtén la mejor oferta para tu Hipoteca de la manera más ágil y sencilla.",False,good,False,False,2712.0,False,False,False,False,[],False,False,198000.0,€,flat,"Aluche, Madrid",Piso en calle de Camarena,,,,GTRE-02203,,,
108199154,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/78/09/30/1336887327.webp,3,bj,161000.0,flat,sale,64.0,,2,1,calle de las Escuelas Pías,Madrid,Alcalá de Henares,San Isidro - Los Almendros,es,,40.4879967,-3.3680504,False,https://www.idealista.com/inmueble/108199154/,"NO COBRAMOS COMISIÓN DE INTERMEDIACIÓN AL COMPRADOR INMUEBLE EN RENTABILIDAD Les ofrecemos en exclusiva este piso en edificio residencial que puedes adquirir en propiedad, muy bien distribuido y con distintas dependencias, ofreciendo todo lo que necesitas para una vida cómoda y moderna.  Desde el momento en que cruces la puerta de entrada, te sentirás acogido por su ambiente cálido, ubicado en la localidad de Alcalá de Henares, provincia de Madrid. Este piso es ideal para quienes buscan un hogar confortable en un entorno natural y acogedor. Este espacioso piso cuenta con un luminoso salón-comedor, perfecto para disfrutar de momentos en familia y reuniones con amigos.  A poca distancia, encontrarás supermercados, colegios, centros de salud y una variada oferta de tiendas y restaurantes. Además, la excelente conexión con las principales vías de acceso te permitirá llegar rápidamente a otras áreas de interés en Madrid y sus alrededores. Hipoges es una plataforma inmobiliaria donde podrás acceder a miles de activos inmobiliarios de diferentes tipos como viviendas, locales comerciales, terrenos, nueva obra, tanto a nivel particular como para inversores. Hipoges cuenta con una amplia cartera de activos inmuebles tanto en España como en Portugal y Grecia.  Esta propiedad se encuentra alquilada. No se puede visitar. No apta para compradores que requieran financiación hipotecaria. El comprador se subrogará a las condiciones indicadas en el contrato de alquiler vigente. La información proporcionada referente a la distribución y estructura puede no ajustarse a la realidad, ya que su verificación no ha sido posible. La distribución indicada se ha tomado en referencia a la distribución de activos de la zona. ¿Necesitas financiación? Te ofrecemos la posibilidad de financiaciones de hasta el 100% para la compra de este inmueble. Entra en Finanwin. com, haz tu simulación y obtén la mejor oferta para tu Hipoteca de la manera más ágil y sencilla.",False,good,False,False,2516.0,False,False,False,False,[],False,False,161000.0,€,flat,"San Isidro - Los Almendros, Alcalá de Henares",Piso en calle de las Escuelas Pías,,,,GTRE-00951,,,
