propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
108719967,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6b/f7/1f/1353113727.webp,1012,12,4,285000.0,flat,sale,104.0,True,3,1,plaza Enrique de Mesa,Madrid,Madrid,Villa de Vallecas,es,Santa Eugenia,40.3838311,-3.6143485,False,https://www.idealista.com/inmueble/108719967/,"Descubre este luminoso piso en la zona de Santa Eugenia, en el distrito de Vallecas. Con una superficie de 104 metros cuadrados, esta vivienda de 1981 ofrece un espacio cómodo y funcional para toda la familia. Cuenta con tres dormitorios amplios y un baño completo, ideal para el día a día. La propiedad dispone de excelentes características como aire acondicionado, alarma de seguridad, armarios empotrados, y ventanas climalit que garantizan un ambiente tranquilo y bien aislado. La cocina, completamente amueblada y equipada, facilita la preparación de tus comidas en un espacio práctico y moderno. La estructura de hormigón aporta solidez y durabilidad, mientras que la orientación oeste permite aprovechar al máximo la luz natural en las horas de la tarde. Además, cuenta con un ascensor, calefacción de gas natural central e individual, suelo de gres, puerta blindada y puerta de seguridad para mayor tranquilidad. La terraza ofrece un espacio exterior perfecto para disfrutar del buen tiempo. La puerta automática y las ventanas de doble acristalamiento completan las comodidades de esta vivienda. Una oportunidad única para vivir en una zona bien comunicada y con todos los servicios a tu alcance. Cuando el detalle realmente importa.",True,good,False,True,2740.0,False,False,False,False,[],False,False,285000.0,€,flat,"Santa Eugenia, Madrid",Piso en plaza Enrique de Mesa,Destacado,,,,,,,
107173251,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/68/83/32/1305154314.webp,RP2102025134263,9,6,465000.0,flat,sale,94.0,True,3,1,calle de Cáceres,Madrid,Madrid,Arganzuela,es,Chopera,40.3997726,-3.7010871,False,https://www.idealista.com/inmueble/107173251/,"REDPISO DELICIAS pone en venta en exclusiva, vivienda con mucho potencial en Barrio LA CHOPERA, precisamente en Calle CÁCERES. Se trata de una 6º planta exterior con terraza. Que consta de 94M² construidos, divididos en 3 dormitorios, cocina, despensa, salón con salida a terraza y baño. Finca señorial con dos ascensores. Suelos de parqué. Inmueble para reformar. Ubicado en el distrito de Arganzuela, teniendo a su alcance, supermercados, entidades bancarias, colegios y comercios de todo tipo. Está a 1 minuto del metro Delicias y de cercanías (Renfe) Delicias (L3). Comunicado también mediante varias líneas de autobusesN13). Próximo a Madrid Río, Parque Tierno Galván, Centro Cultural Matadero, Centro Comercial Plaza Río 2 y Museo del Ferrocarril. Contamos con DCREDIT nuestro departamento financiero, con el que puedes obtener tu asesoramiento personalizado sin compromiso y totalmente gratuito. Obtén toda la información para conocer tus posibilidades, con las mejores opciones y además saber al detalle que gastos conlleva una compraventa. Nos dedicamos a la intermediación financiera para préstamos hipotecarios o personales. Según tu perfil, podemos conseguir financiación hasta el 100%. Trabajamos con todas las entidades bancarias. Aprovecha las condiciones actuales de mercado, no te quedes con dudas y ten a mano toda la información, para ser propietario de una vivienda en el barrio.",False,renew,False,True,4947.0,True,True,False,False,[],False,False,465000.0,€,flat,"Chopera, Madrid",Piso en calle de Cáceres,Destacado,,,,,,,
108896589,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/b4/cf/4e/1358248353.webp,,13,3,180000.0,flat,sale,94.0,True,3,1,CL RIO MIÑO,Madrid,Parla,Villayuventus-Renfe,es,,40.2387668,-3.7725353,False,https://www.idealista.com/inmueble/108896589/,"Jhogar vende con carácter de exclusividad, vivienda situada en la tercera planta, amplia y luminosa, distribuida en, recibidor de entrada, salón comedor independiente con salida a terraza en la cual se encuentra un armario-trastero, 3 dormitorios (dos de ellos dobles y con armarios empotrados, cocina amueblada y ampliada con terraza tendedero, cuarto de baño completo con bañera, y ventana, suelos de parquet, ventanas de aluminio con contraventana, puertas interiores de sapely, puerta de entrada blindada, dispone de calefacción eléctrica (tarifa nocturna). Cuarto trastero situado en la ultima planta. Excelente ubicación, próxima a centro de salud, colegios, supermercados y estación de cercanías renfe.",False,good,False,False,1915.0,False,False,False,False,[],False,False,180000.0,€,flat,"Villayuventus-Renfe, Parla",Piso en Cl Rio Miño,Destacado,,,,,,,
106324856,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3a/18/76/1279448564.webp,LCM32667,52,7,590000.0,flat,sale,94.0,True,4,1,calle de Alonso Carbonell,Madrid,Madrid,Arganzuela,es,Chopera,40.3948813,-3.6948679,False,https://www.idealista.com/inmueble/106324856/,"LA CASA AGENCY presenta este amplio piso de 94 m² construidos, situado en la 7ª planta de un edificio con ascensor, te ofrece la oportunidad perfecta para diseñar la casa de tus sueños. Uno de sus mayores atractivos es su extraordinaria terraza de 143 m², un espacio ideal para disfrutar del aire libre, organizar reuniones con amigos o familiares, o incluso crear tu propio jardín urbano. Su orientación completamente exterior garantiza una iluminación natural impresionante en todas las habitaciones durante todo el día. La vivienda dispone de 3 habitaciones espaciosas y 2 baños, proporcionando el confort necesario para una vida práctica y cómoda. El salón, amplio y luminoso, ofrece múltiples posibilidades para diseñar diferentes ambientes, mientras que la cocina, que también requiere una reforma, tiene el potencial de convertirse en el centro neurálgico del hogar con un diseño moderno y personalizado. Ubicado en el barrio de Delicias, este piso se encuentra rodeado de todo lo que necesitas para un estilo de vida cómodo y placentero. En los alrededores, podrás disfrutar de una variada oferta de tiendas, restaurantes y cafeterías, así como colegios y zonas verdes donde relajarse. Además, la zona cuenta con excelentes conexiones de transporte público, facilitando tu movilidad por la ciudad.  Este piso, ideal para reformar, te brinda una gran oportunidad para personalizar cada aspecto según tus preferencias y necesidades. Podrás elegir los acabados, la distribución y las instalaciones para crear un hogar a medida en un entorno tranquilo y bien conectado en pleno corazón urbano. NOTA: ESTE ANUNCIO NO ES VINCULANTE, SE MUESTRA A TÍTULO INFORMATIVO Y PUEDE CONTENER ERRORES.",False,renew,False,True,6277.0,False,False,False,False,[],False,False,590000.0,€,flat,"Chopera, Madrid",Piso en calle de Alonso Carbonell,Destacado,True,True,,,,,
107163999,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fb/e2/6e/959499623.webp,VU-0320-2021,48,,890000.0,chalet,sale,353.0,,5,4,Cervantes,Madrid,El Escorial,Centro,es,,40.577773,-4.1289999,False,https://www.idealista.com/inmueble/107163999/,"GRAN OPORTUNIDAD! GRUPO A-UNO, VENDE Fantástico Chalet independiente con parcela de 1300m2, piscina y garaje. Urge su venta y admite negociación. Vivienda en muy buen estado, muy cómoda al distribuirse en medias plantas, con gran salón comedor con chimenea central y con orientación Sur de 15m2, cocina con gas y vitrocerámica, horno y calienta platos, nevera americana y con acceso directo tanto a salón como al jardín. Zona de servicio en la planta baja, con cuarto y baño independientes y sala multifunción. La vivienda cuenta con 4 habitaciones, una 1era habitación doble con fantásticos armarios empotrados y baño en suite con doble seno y ducha. 2º Dormitorio doble con armarios empotrados y baño en suite con bañera. 3er dormitorio convertido en vestidor, y baño completo exterior con bañera.  En las dos ultimas estancias podemos diferenciar una 4a habitación con sala de estar con 25m2 cada estancia, con altos techos abuhardillados, forrados de madera para aislar doblemente del calor y el frío, fantástica luz natural, y enormes armarios maleteros empotrados, con suelos de tarima, transmitiendo gran calidez, confort y paz. Construido el chalet con muy buenas calidades, en las zonas de más transito con gres, habitaciones con tarima, puertas y escalera de madera maciza, ventanas con doble cristal de climalit, calefacción de gasóleo y cocina eléctrica. La vivienda además cuenta con una parcela de unos 1300m2, con piscina, pozo para el riego, porche para verano, zona de parking además de garaje cerrado, y una zona vallada para diferentes utilidades. La parcela está situada en el barrio de la Manguilla-Prado Tornero, una de las zonas más exclusivas de El Escorial, zona llana, a unos minutos andando del centro del pueblo, frente a la zona de la Herrería y junto al parque de la Manguilla. Un lugar fantástico para disfrutar y con muy buenas comunicaciones a la capital, salida directa a la carretera, con línea de autobús a Moncloa, y tren de cercanías que conecta con distintos municipio y barrios de Madrid. Si estas interesado no dudes en llamarnos, te daremos toda la información, así como cita para realizar una visita. GRUPO A-UNO siempre a tu lado, os ayudamos y acompañamos en todo momento.",False,good,False,,2521.0,False,False,False,False,[],False,False,890000.0,€,chalet,"Centro, El Escorial",Casa independiente en Cervantes,Destacado,True,True,independantHouse,,,,
105718614,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e5/fe/c9/1267146743.webp,Dúplex 2,25,2,210000.0,duplex,sale,60.0,True,1,1,avenida del Juncal,Madrid,San Sebastián de los Reyes,Vega de la Moraleja,es,,40.5405677,-3.6188883,False,https://www.idealista.com/inmueble/105718614/,"Compra tu loft propio para vivir o para invertir. Tu primer loft con idea de futura inversión. Dúplex de 60 m2 en dos alturas, cocina y salón en planta baja y dormitorio y baño en planta alta. Baño completo con ducha, cocina abierta equipada y un amplio ventanal con apertura de ventana batiente. Orientación Norte. El precio incluye una plaza de garaje en el mismo edificio con posibilidad de una segunda (no incluida en el precio).  Segunda planta de un edificio de 15 años de antigüedad. Con un diseño singular en forma de puente de barco, acristalado y de gran luminosidad que ofrece unas vistas inmejorables, hacia La Moraleja y el aeropuerto. Se divide en 6 alturas, algunas de ellas de 2 niveles por los dúplex, separado en 2 alas con dos portales independientes con doble ascensor cada uno. En urbanización privada con portería frente al acceso, zona ajardinada, piscina, pádel, gimnasio y soportales en sombra con aparcamiento de bici. Cuenta con una segunda piscina en la azotea con espectaculares vistas y la privacidad de la altura, un lujo exclusivo. Disponemos de más loft, para entrar a vivir o para reformar. Zona con mucha demanda de vivienda en alquiler por su ubicación y características. Zona con servicios, como el polideportivo municipal José Caballero, Parque Adolfo Suarez, Parque Jardín de la Vega y otras áreas verdes donde pasear o practicar deporte. Colegios públicos y privados, centros sanitarios y a tan sólo 2 km del Hospital Infanta Sofía. Además, se encuentra el campus de la Universidad Europea y centros de oficinas de multinacionales. A 5 minutos a pie del centro comercial Plaza Norte 2, con sus cines y amplia oferta comercial, Carrefour, Ikea, Leroy Merlin, Conforama, MediaMarkt, Porcelanosa y una larga lista de comercios y restaurantes. A 5 minutos andando se encuentra Mercadona. Con acceso directo a la A1, carretera de Burgos, se llega al centro de Madrid, en tan solo 25 minutos en coche. Con accesos rápidos a la M30, M40 y M50 lo cual permite llegar cómodamente a cualquier parte de la provincia.  A 10 minutos en coche del Aeropuerto de Barajas, a través de la M11 o la M12. Acceso directo a la estación de Chamartín por la M30. Tiene una variada oferta de transporte público, estación Alcobendas-San Sebastián de los Reyes de Cercanías Renfe, línea C-4 a 20 minutos andando (1,7 km). Línea 10 de metro La Moraleja a 20 minutos andando (1,8 km). Autobuses a 2 minutos andando, línea 4 Sansebus e interurbanos 156, 171, 180 y N102 conectado con Madrid y otras poblaciones del entorno de la A1. *Sujeto a Impuesto de Transmisiones Patrimoniales.",False,good,False,True,3500.0,False,False,False,False,[],False,False,210000.0,€,flat,"Vega de la Moraleja, San Sebastián de los Reyes",Dúplex en avenida del Juncal,Destacado,True,True,duplex,,,,
108521287,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/49/8b/b9/1347380047.webp,RP1242025138932,29,2,810000.0,flat,sale,140.0,True,3,2,calle de Ramón de Aguinaga,Madrid,Madrid,Barrio de Salamanca,es,Fuente del Berro,40.4255413,-3.6642875,False,https://www.idealista.com/inmueble/108521287/,"Redpiso Fuente del Berro le ofrece: Estupendo piso exterior con orientación suroeste. Excelente ubicación en la calle Ramon de Aguinaga. Piso de Obra del año 2003 en Urbanización privada con zona jardineada, portero físico, circuito de seguridad cerrado y video portero. El piso está distribuido en 140 metros cuadrados con amplio salón, cocina independiente, tres dormitorios, dos baños, uno en suite y armarios empotrados. Con suelos de parquet, ventanas climalit, aire acondicionado por conducto y calefacción individual. OPCIONAL: LA FINCA CUENTA CON UNA PLAZA DE GARAJE EN LA MISMA URBANIZACIÓN POR UN PRECIO ADICIONAL. El inmueble se encuentra ubicado en una zona que cuenta con todos los servicios necesarios para nuestra comodidad diaria, gran variedad de colegios, zonas verdes (Parque de la Quinta de Fuente del Berro), parques, ocio, restauración y todo tipo de comercio especializado. Próximo a metro y varias líneas de autobús, fácil acceso a M-30 En Redpiso disponemos de Financiera propia Dcredit, con asesoramientos gratuitos. Consúltenos sin compromiso.",True,good,False,True,5786.0,False,False,True,False,[],False,False,810000.0,€,flat,"Fuente del Berro, Madrid",Piso en calle de Ramón de Aguinaga,Destacado,,,,,,,
108335537,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/14/cb/59/1352991971.webp,16903,9,,157200.0,flat,sale,41.0,False,2,1,Barrio San Diego,Madrid,Madrid,Puente de Vallecas,es,San Diego,40.391829,-3.6680491,False,https://www.idealista.com/inmueble/108335537/,"Inmobiliaria Kronox vende  en exclusiva piso de 50 m2 en Nueva Numancia. Distribuidos en hall, 2 dormitorios, salón y 1 baño, 1 patio interior. Características; suelo de baldosa, ventanas aluminio, calefacción eléctrica, paredes  gotelé, puertas normales, etc. Estado de conservación: para actualizar. Muy bien ubicado a tan solo 8 minutos andando del Metro Nueva Numancia (Línea 1) y zona conectada con numerosas líneas de autobuses (10, 24, 111, 310) Muy buena comunicación en transporte privado con salida directa a M30 y M40.   Se encuentra en una zona consolidada con todo tipo de servicios, como son supermercados, bancos, colegios, comercios, farmacias, parques y zonas verdes donde poder pasear y relajarse. Ideal inversión. Si desea visitarlo puede concertar una visita con cualquiera de nuestros comerciales llamando al teléfono y si necesita información sobre financiación también podemos ayudarle con nuestro DPTO. FINANCIERO. Todos los servicios para el comprador y vendedor.",False,good,False,False,3834.0,True,False,False,False,[],False,False,157200.0,€,flat,"San Diego, Madrid",Piso,Destacado,,,,,,,
108517806,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/54/df/d0/1347281211.webp,LCM37204,61,4,249000.0,flat,sale,74.0,True,3,1,avenida de San Diego,Madrid,Madrid,Puente de Vallecas,es,San Diego,40.3884396,-3.6711857,False,https://www.idealista.com/inmueble/108517806/,"¡Oportunidad en la Avenida de San Diego, en el barrio de Palomeras Bajas! Presentamos esta vivienda ubicada en una cuarta planta exterior (sin ascensor), con una superficie construida de 74 m² y una distribución muy bien aprovechada que permite disfrutar de cada rincón del hogar. La propiedad se encuentra en buen estado, lista para entrar a vivir o actualizar al gusto del nuevo propietario. Cuenta con tres dormitorios, lo que la hace ideal tanto para familias como para quienes necesitan espacios adicionales para teletrabajo, estudio o almacenamiento. El salón es luminoso, con luz natural gran parte del día gracias a su orientación exterior. La cocina, funcional y de buen tamaño, ofrece múltiples posibilidades de reforma. El baño está completo y en condiciones óptimas. Uno de los puntos fuertes de esta vivienda es su distribución: práctica, sin apenas pasillos y con una clara separación entre la zona de descanso y las zonas comunes. Además, dispone de calefacción individual por gas natural, lo que garantiza un ambiente confortable durante todo el año. La ubicación es otro de los grandes atractivos de esta propiedad. Situada en el barrio de San Diego, una zona consolidada y con vida de barrio, a tan solo 10 minutos a pie de la estación de Cercanías Asamblea de Madrid-Entrevías, lo que asegura una excelente conexión con el resto de la ciudad. En las inmediaciones se encuentran todo tipo de servicios: supermercados, centros educativos, comercios, zonas verdes y una variada oferta de ocio y restauración. Una vivienda luminosa, funcional y bien ubicada, con muchas posibilidades tanto como residencia habitual como inversión. ¡No dejes pasar esta oportunidad y ven a visitarla!",False,good,False,False,3365.0,False,False,False,False,[],False,False,249000.0,€,flat,"San Diego, Madrid",Piso en avenida de San Diego,Destacado,,,,,,,
108760118,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/41/4b/bc/1354323340.webp,RP3112025139985,35,,169000.0,chalet,sale,106.0,,3,1,calle Cadalso de los Vidrios,Madrid,Cadalso de los Vidrios,,es,,40.3113962,-4.4536902,False,https://www.idealista.com/inmueble/108760118/,"REDPISO MADRID SUROESTE le ofrece en venta magnífico chalet independiente en URBANIZACIÓN PRIVADA ENTREPINOS con piscina y zonas verdes ubicado en el término municipal de Cadalso de los Vidrios. Superficie construida de 106m² y gran parcela de 1.072m². El chalet está distribuido en una sola planta con un encantador porche y dispone de amplio salón con chimenea de leña, cocina, tres dormitorios y un cuarto de baño completo.  Trastero y garaje con capacidad para dos coches. La vivienda además dispone de piscina. Excelente ubicación, en zona tranquila y céntrica rodeada de todos los servicios a su alcance. Y donde podrá disfrutar de agradables paseos y del espléndido ambiente de la localidad. Además, el incomparable entorno natural le permitirá divertirse practicando todo tipo de deportes. Refugio ideal, espacio, comodidad, bonitas vistas y una excelente conexión con los principales nucleos de población. Extraordinaria ocasión para entrar a vivir en uno de los mejores municipios de la Sierra Oeste de Madrid. La localidad de Cadalso de los Vidrios se encuentra a unos 80km. de Madrid. En un entorno natural que combina olivos y viñedos en un paisaje de abundante vegetación arbórea completa de pinos y encinas. No muy lejos se encuentra el Embalse de San Juan y el Valle de Iruelas, a orillas del Embalse de Burguillo. A Cadalso de los Vidrios se llega por carretera: N-V hasta enlazar con la M-507. Vía secundaria: N-V, salida San José de Valderas, para coger la C-501 hasta enlazar con una de las siguientes: la M-541 a la altura de Pelayos de la Presa, la N-403 a la altura de San Martín de Valdeiglesias hasta enlazar con la M-542 o directamente por la M-542 pasado San Martín de Valdeiglesias. Por transporte público: Autobús lineas 545 y 546 desde la Estación de autobuses de Príncipe Pio de Madrid. ¡No dude en contactar con nosotros para ampliar la información o concertar una visita para conocer la vivienda!",False,good,False,,1594.0,False,False,False,False,[],False,False,169000.0,€,chalet,Cadalso de los Vidrios,Casa independiente en calle Cadalso de los Vidrios,Destacado,True,True,independantHouse,,,,
