propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,detailedType.subTypology,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,externalReference
108633896,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7e/b1/06/1350558693.webp,35,3,360000.0,flat,sale,61.0,True,3,1,calle de Aldea del Fresno,Madrid,Madrid,Arganzuela,es,Chopera,40.3975245,-3.6983349,False,https://www.idealista.com/inmueble/108633896/,"Presentamos esta vivienda situada en calle Aldea del Fresno, una tercera planta exterior sin ascensor, que destaca por su luminosidad y su excelente potencial de reforma. La vivienda cuenta con 61 m² construidos, distribuidos de manera práctica en tres dormitorios, un baño, salón y cocina independiente. Se trata de un inmueble a reformar, ideal para quienes buscan personalizar su hogar desde cero o para inversores que deseen rentabilizar una propiedad en una zona con alta demanda. Su distribución ofrece múltiples posibilidades de actualización para adaptarse a diferentes necesidades. Gracias a su orientación exterior, la vivienda goza de luz natural durante gran parte del día, lo que aporta calidez y una agradable sensación de amplitud en las estancias. Ubicada en una zona consolidada, rodeada de todo tipo de servicios: supermercados, comercios, centros educativos, zonas verdes y una excelente comunicación mediante transporte público, con varias líneas de autobús y estaciones de Cercanías a pocos minutos, lo que permite un fácil acceso al centro de Madrid y otros puntos de la ciudad. Una oportunidad perfecta para diseñar la vivienda a tu gusto o realizar un proyecto de inversión con buena rentabilidad. ¡No dudes en venir a visitarla y descubrir todas sus posibilidades!",False,renew,False,False,5902.0,False,False,False,False,[],False,False,360000.0,€,,,,flat,"Chopera, Madrid",Piso en calle de Aldea del Fresno,Top,,,,LCM37524
108454225,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8f/8e/19/1345376165.webp,5,,148500.0,chalet,sale,255.0,,4,1,Centro,Madrid,Parla,Centro,es,,40.2373564,-3.7719501,False,https://www.idealista.com/inmueble/108454225/,"Mr. House Real Estate vende CASA DE PUEBLO A REHABILITAR en pleno Corazón de Parla! ¡OPORTUNIDAD DE INVERSIÓN! En esta ocasión, Mr. House Real Estate te ofrece una magnífica oportunidad en el centro del municipio madrileño de Parla. Se trata de una casita a reformar totalmente o derribar que está construida sobre una parcela de algo más de 170m2. En su momento, este inmueble estaba dividido en una zona de vivienda, otra zona explotada como negocio desde los años 50 a los años 80 y otra entrada independiente por otra calle para garaje. Esta propiedad es ideal para rehabilitarla o para derribarla y utilizar el suelo para LA CONSTRUCCIÓN DE UNA NUEVA VIVIENDA O BLOQUE DE VIVIENDAS. Se trata de un suelo urbano con múltiples posibilidades de uso al tener entrada por dos calles y una fachada de algo más de 10 metros en una de las calles y algo más de 3'5 metros en la otra calle, donde se encuentra la actual entrada de carruajes. MUCHO POTENCIAL DE INVERSIÓN! Este inmueble se encuentra en una de las MEJORES ZONAS DE PARLA CENTRO, un barrio muy residencial con casas de pueblo de las personas del pueblo de toda la vida. Está junto a todo tipo de servicios, tales como comercios, ayuntamiento, RENFE, centros educativos, etc. SOLICITA MÁS INFORMACIÓN SIN COMPROMISO! En Mr. House real Estate TE OFRECEREMOS LAS MEJORES SOLUCIONES!",False,renew,False,,582.0,False,False,False,False,[],False,False,148500.0,€,,,,chalet,"Centro, Parla",Casa independiente,Top,independantHouse,True,True,8870PV-M
108462360,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7e/45/97/1345674810.webp,25,2,669000.0,flat,sale,125.0,True,4,2,calle Alcalá,Madrid,Madrid,Ciudad Lineal,es,Quintana,40.4322067,-3.6491812,False,https://www.idealista.com/inmueble/108462360/,"VOhome Quintana, vende piso de 125 m2, en segunda planta con ascensor, en calle Alcalá, zona de Quintana, distrito de Ciudad Lineal. Piso muy luminoso, con orientación sur y norte, con amplias estancias, hall de entrada con un baño completo y una habitación trastero (antes un baño), pasillo distribuidor, un baño, cocina con salida a una terraza abierta propiedad de la vivienda, de 15 m2, cuatro dormitorios, más un quinto que se cedió al salón. Dos de las habitaciones y el salón tienen balcones con vistas a la calle Alcalá. Dipone de calefacción individual de gas natural, suelo de parqué y puerta exterior blindada. Excelente ubicación, a pie de calle Alcalá, junto a supermercado Lidl y Burguer King, parada de autobuses a dos minutos y boca de metro línea 5 Quintana. Con todos los servicios cerca y medios de transporte, que comunican con las zonas de Manuel Becerra, Goya, Puerta de Alcalá y Sevilla (líneas 28, 15, 106 y N6). El acceso a M-30 se encuentra a 5 minutos en coche. Servicios cerca: centros de salud, supermercados, pescaderías, pastelerías, bares, gimnasios, parques y zonas verdes, colegios, etc. ""Te financiamos tu vivienda hasta el 100% del valor de compraventa. Tipo de interés fijo: desde 2.25 % Tipo de interés variable: desde Er+0.25 % Para más información, llamar al teléfono gratuito "" Contacto Oficina calle Alcalá 339, Plaza Quintana frente a Docamar Tlno. fijo / móvil /.",False,good,False,True,5352.0,False,False,False,False,[],False,False,669000.0,€,,,,flat,"Quintana, Madrid",Piso en calle Alcalá,Top,,,,QUIN12006
108307864,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/96/af/65/1358040895.webp,23,2,210000.0,flat,sale,84.0,True,2,1,calle Manuel Pavía,Madrid,Madrid,Villa de Vallecas,es,Casco Histórico de Vallecas,40.3828908,-3.6237855,False,https://www.idealista.com/inmueble/108307864/,"Inmobiliaria Santa Eugenia VOhome Vende. Vivienda para actualizar de 2 dormitorios grandes de origen 3, amplio salón con acceso terraza cubierta exterior, cocina también con terraza cubierta y baño completo con plato de ducha. Esta finca cuenta con un pequeño patio interior y trastero. No dispone de Ascensor. Además el salón y la habitación principal cuentan con aire acondicionado. La calefacción es individual con caldera recientemente cambiada. Situada en el emblemático barrio de Villa de Vallecas, la ubicación es magnífica ya que a menos de 2 minutos caminando encontramos paradas de autobuses urbanos, la estación de metro y cercanías de Sierra Guadalupe (línea 1) y (C2 Y C7) y parada de taxi entre otras.. . Esta zona cuenta con un bonito bulevar rodeado de comercios de los de siempre que dan mucha vida al barrio, centro de salud, colegios e institutos, parques y galerías comerciales de las que ya quedan pocas. Muy cerca encontramos el Hospital 'Infanta Leonor' dando servicio desde el año 2008 pudiendo acceder a el con la línea de autobús urbano E1. Visítenos sin compromiso en: Calle Castrillo de Aza, 14LOCAL 7, 28031 Madrid Telf. :  *En el precio de venta no están incluidos los gastos de compra (Impuestos de transmisiones patrimoniales / Notaría - Gestoría / Registro / Intermediación inmobiliaria y / o Financiera).",False,good,False,False,2500.0,False,False,False,False,[],False,False,210000.0,€,,,,flat,"Casco Histórico de Vallecas, Madrid",Piso en calle Manuel Pavía,Top,,,,1301848
108628364,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/02/51/a0/1355062636.webp,20,1,329000.0,flat,sale,69.0,True,2,1,calle de Virgen del Val,Madrid,Madrid,Ciudad Lineal,es,San Pascual,40.4384864,-3.6538475,False,https://www.idealista.com/inmueble/108628364/,"RESERVADO! VOhome Quintana, vende piso de 69 m2 en primera planta con ascensor en calle Virgen del Val, zona de Concepción, distrito de Ciudad Lineal. Piso muy luminoso, con orientación oeste, distribuido en hall de entrada, cocina independiente, salón con salida a amplia terraza soleada, con altura a calle de tercera planta, dos dormitorios y baño completo. Dispone de calefacción central de gas oil, caldera de agua caliente, suelo de parquet y puerta exterior blindada. Excelete ubicación, en zona comercial con todos los servicios cerca (institutos, colegios, supermercados, centros de salud, mercados, polideportivos, etc. ) y medios de transporte tanto de metro (Línea 7 barrio de la Concepción) como de autobús. ""Te financiamos tu vivienda hasta el 100% del valor de compraventa. Tipo de interés fijo: desde 2.25 % Tipo de interés variable: desde Er+0.25 % Para más información, llamar al teléfono gratuito "" Contacto Oficina calle Alcalá 339, Plaza Quintana frente a Docamar Tlno. fijo / móvil /.",False,good,False,True,4768.0,False,False,False,False,[],False,False,329000.0,€,,,,flat,"San Pascual, Madrid",Piso en calle de Virgen del Val,Top,,,,QUIN1200011
106773719,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a8/76/53/1293569299.webp,16,5,270000.0,flat,sale,33.0,False,2,1,calle de la Madera,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4234606,-3.7034954,False,https://www.idealista.com/inmueble/106773719/,"No cobramos honorarios al comprador! Acogedor piso en el corazón de Madrid ¡Oportunidad única de adquirir este maravilloso piso en la calle Madera, en pleno centro de la capital!  Cuenta con 2 habitaciones y 1 cómodo baño, brindando el espacio perfecto para disfrutar de un hogar acogedor.  Si bien el edificio aún no dispone de ascensor, ¡esta importante mejora ya ha sido aprobada en junta y se instalará en los próximos meses!  La excelente ubicación de este piso es uno de sus principales atractivos. Situado en el barrio de Centro, goza de una inmejorable conectividad, con fácil acceso a las principales vías de transporte y a los principales puntos de interés de la ciudad. A pocos minutos a pie, encontrarás una amplia variedad de comercios, restaurantes, bares y servicios que harán que tu día a día sea más cómodo y placentero. Además, disfrutarás de la vibrante vida cultural y social que caracteriza esta zona. ¡No dejes pasar esta oportunidad y ven a conocer en persona este acogedor piso en pleno corazón de Madrid!",False,good,False,True,8182.0,False,False,False,False,[],False,False,270000.0,€,,,,flat,"Malasaña-Universidad, Madrid",Piso en calle de la Madera,Top,,,,ch 170
106256095,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/44/4b/35/1277401510.webp,6,4,560000.0,flat,sale,52.0,False,1,1,Barrio Ibiza,Madrid,Madrid,Retiro,es,Ibiza,40.418525,-3.6784787,False,https://www.idealista.com/inmueble/106256095/,"Mr. House Real Estate le presenta un magnífico apartamento listo para vivir, ubicado junto al emblemático Parque del Retiro.  Este luminoso piso, situado en la cuarta planta de un edificio con ascensor, cuenta con una distribución cuadrada que optimiza el espacio. La propiedad se entrega completamente amueblada y equipada, incluyendo un sistema de aire acondicionado tipo split, tarima, un baño reformado con plato de ducha, y una cocina amueblada con electrodomésticos de alta gama. Además, dispone de puerta blindada y video portero, garantizando seguridad y confort. Ubicado en la animada zona de los bulevares de Retiro, se encuentra a solo tres minutos a pie de la entrada del parque y rodeado de una amplia variedad de comercios. El edificio alberga 46 vecinos, con solo seis por planta, y está a escasos cien metros de la estación de metro Ibiza, además de contar con múltiples paradas de autobús cercanas. MR HOUSE ES GARANTÍA DE ÉXITO.",False,good,False,True,10769.0,False,False,False,False,[],False,False,560000.0,€,,,,flat,"Ibiza, Madrid",Piso,Top,,,,8613PV-G
108602735,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/70/00/21/1349700042.webp,19,1,210000.0,studio,sale,25.0,False,0,1,calle del Bastero,Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.4077214,-3.7084298,False,https://www.idealista.com/inmueble/108602735/,"VOhome Quintana, vende estupendo estudio con ascensor en pleno barrio de La latina, al lado de universidad Carlos III. Completamente reformado en el año 2024, con fontaneria y electricidad nueva. Dispone de aire acondicionado bomba frío/calor, suelo de tarima, paredes lisas y puerta exterior acorazada. Con dos ventanas a patio interior. Finca completamente tranquila. Con una ubicación inmejorable, que cuenta con todas las comodidades para su estancia. En el corazón del Rastro, rodeado de calles llenas de encanto y tan solo 5 minutos del metro de la Latina. Muy cerca de los principales puntos turísticos de la ciudad, sus animadas calles cuentan con numerosos comercios y restaurantes. ""Te financiamos tu vivienda hasta el 100% del valor de compraventa. Tipo de interés fijo: desde 2.25 % Tipo de interés variable: desde Er+0.25 % Para más información, llamar al teléfono gratuito "" Contacto Oficina calle Alcalá 339, Plaza Quintana frente a Docamar Tlno. fijo / móvil /.",False,good,False,True,8400.0,False,False,False,False,[],False,False,210000.0,€,,,,flat,"Lavapiés-Embajadores, Madrid",Estudio en calle del Bastero,Top,studio,,,QUIN1200010
108323746,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7d/52/a0/1350192457.webp,26,3,196500.0,flat,sale,55.0,True,2,1,calle de Batalla de Brunete,Madrid,Leganés,Centro,es,Batallas,40.3331178,-3.7605229,False,https://www.idealista.com/inmueble/108323746/,"**Piso en Venta junto a la Universidad Carlos III - Oportunidad Única** Descubre este encantador piso de 55 m² construidos, idealmente situado a un paso de la Universidad Carlos III.  Con 2 habitaciones y un baño, este espacio es perfecto para estudiantes o familias que buscan comodidad y cercanía a todos los servicios. La cocina está amueblada y equipada con vitrocerámica, lista para que prepares tus mejores platos.  La propiedad cuenta con armarios empotrados, lo que maximiza el espacio de almacenamiento. Además, disfrutarás de una terraza con orientación este, perfecta para las mañanas soleadas.  Aunque el piso es de segunda mano y necesita reforma, su potencial es enorme.  La calefacción individual a gas natural garantiza un ambiente cálido durante los meses más fríos. Ubicado en la tercera planta exterior, este hogar ofrece vistas despejadas y tranquilidad. La comunidad es económica, con solo 50€ al mes, y las obras para el ascensor comenzarán en julio, con la derrama ya pagada en su totalidad.  La ubicación es inmejorable, con supermercados, colegios, farmacias y zonas de ocio a pocos minutos. Además, cuenta con excelente conexión de transporte público gracias a las líneas de autobús 432, 482, 485 y 491. No dejes pasar esta oportunidad de adquirir un inmueble con tanto potencial en una zona en constante crecimiento.  NO SE PUEDE VISITAR HASTA LA ÚLTIMA SEMANA DE JUNIO ¡Contáctanos para más información y ven a visitarlo!",False,renew,False,True,3573.0,False,False,False,False,[],False,False,196500.0,€,,,,flat,"Batallas, Leganés",Piso en calle de Batalla de Brunete,Top,,,,
108847358,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7e/c2/07/1356860929.webp,49,8,1730000.0,flat,sale,182.0,True,3,3,calle de Francisco Silvela,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4331763,-3.6719352,False,https://www.idealista.com/inmueble/108847358/,"MAXHOUSE PONE A LA VENTA: Un Ático de Ensueño en el Corazón de Salamanca Descubra este excepcional ático de 182 metros cuadrados construidos, donde cada rincón refleja un diseño exquisito y una reforma a estrenar con las más altas calidades del mercado. Este hogar, que combina elegancia y confort, se compone de 157 metros cuadrados de vivienda, 12 de terraza y 13 de zonas comunes. Al ingresar, será recibido por un luminoso salón/comedor que se adentra en una cocina semiabierta, con ventanas que ofrecen vistas a la fachada principal y a la encantadora terraza. La zona de descanso se compone de tres acogedores dormitorios, uno de ellos con baño en suite, complementados por un segundo baño que sirve a los otros dos dormitorios. La distribución ha sido meticulosamente diseñada con tabiques de pladur de doble placa, garantizando un aislamiento acústico de primera calidad. Los suelos de tarima de roble natural añaden un toque de calidez, mientras que las cornisas decorativas de escayola en los techos aportan un aire de sofisticación. La carpintería, elaborada a medida, se integra perfectamente en el entorno. La seguridad de su hogar está asegurada con una puerta de acceso acorazada, equipada con once puntos de anclaje y un bombillo KABA expert PLUS, que ofrece una llave incopiable. La cocina, un verdadero deleite para los sentidos, presenta un diseño en terracota que armoniza con la finca. Equipada con electrodomésticos de alta gama y una generosa capacidad de almacenamiento, es el espacio perfecto para los amantes de la gastronomía. En cuanto a la climatización, la propiedad cuenta con un sistema de calefacción central que alimenta radiadores de hierro fundido restaurados, cada uno con válvulas termostáticas conectadas al sistema SMART NOW, permitiendo su regulación desde su móvil. Además, dispone de una bomba de calor para garantizar una temperatura óptima durante todo el año. Ubicada en la emblemática calle Francisco Silvela, en el prestigioso distrito de Salamanca, esta propiedad forma parte de un entorno histórico que combina elegancia y modernidad. Construida en la segunda mitad del siglo XIX, la zona es conocida por su arquitectura singular y la belleza de sus fachadas, albergando tradicionalmente a la aristocracia y la burguesía madrileña. Hoy en día, Salamanca es un área vibrante que mezcla residencias con actividades empresariales, diplomáticas y comerciales, convirtiéndose en uno de los destinos de lujo más importantes de la capital. A pocos pasos de la Plaza Marqués de Salamanca y de la Plaza Manuel Becerra, disfrutarás de una excelente comunicación con el resto de Madrid, gracias al fácil acceso a la M-30 y A-2, así como a una amplia red de transporte público. La zona también ofrece una variada oferta educativa, comercios, centros de salud, farmacias, y se encuentra muy cerca del Hospital de La Princesa y Quirón. Esta es una oportunidad única para adquirir un ático que no solo es un hogar, sino un estilo de vida. ¡Contáctenos para más información y para concertar una visita.",False,good,False,True,9505.0,False,False,False,False,[],False,False,1730000.0,€,,,,flat,"Lista, Madrid",Piso en calle de Francisco Silvela,Top,,,,000814
108764041,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0a/9d/f4/1354448541.webp,21,4,424900.0,penthouse,sale,108.0,True,2,2,calle Veza,Madrid,Madrid,Tetuán,es,Valdeacederas,40.4656663,-3.6968033,False,https://www.idealista.com/inmueble/108764041/,"ATICO DUPLEX SEMINUEVO CON PLAZA DE GARAJE EN URBANIZACION PRIVADA DE VALDEACEDERAS.   Vivienda Madrid ofrece en exclusiva atico dúplex de 108m2 en una cuarta planta con ascensor, se trata de una de las mejores urbanizaciones privadas del Barrio de Valdeacederas. En la planta inferior dispone de salón con acceso a la terraza descubierta con impresionantes vistas, cocina independiente completamente amueblada y equipada, un cuarto de baño de gran tamaño completo con plato de ducha. La planta superior consta de dos habitaciones un despacho y un cuarto de baño completo con bañera y ventilacion natural., las habitaciones cuentan con armarios empotrados,  Vivienda muy luminosa, con suelos de tarima, paredes lisas, ventanas de climalit, calefaccion y aire acondicionado en todas las dependencias de la vivienda, puerta principal blindada y acorazada Tambien dispone en la misma finca de una plaza de garaje a la que se accede directamente desde el ascensor, para vehiculo de grandes dimensiones y facil maniobra con puerta automatica. Excelente ubicación cerca de la estación de metro Valdeacederas (Línea 1) y plaza Castilla (Línea 1, Línea 10, Línea 9) varias líneas de autobuses (49, 66, 124, N-22, N-24). En las proximidades encontramos varios parques infantiles y Centros de Salud (Jose Marva y Tetuán) además de centros educativos como colegio ""San Jose"", el instituto ""Nuestra señora de la Almudena"", numerosos comercios, centros de alimentación como LIDL, Mercadora, Día y Grupo Unide.",False,good,False,True,3934.0,False,False,False,False,[],False,False,424900.0,€,,,,flat,"Valdeacederas, Madrid",Ático en calle Veza,Top,penthouse,True,True,
107838118,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a0/25/26/1350417785.webp,27,4,331990.0,flat,sale,95.0,True,3,2,calle de Pinto,Madrid,Parla,Pintores-Ferial,es,,40.2418367,-3.7587314,False,https://www.idealista.com/inmueble/107838118/,"Presentamos esta fantástica vivienda de 95 m² construidos, situada en una urbanización privada con piscina, ideal para disfrutar en familia. La vivienda se distribuye de forma funcional y cómoda: � Hall de entrada que da paso a un amplio salón-comedor independiente, con salida directa a una impresionante terraza abierta de 80 m², totalmente solada y perfecta para disfrutar del aire libre. � Cocina independiente, amueblada y equipada con horno, vitrocerámica y campana extractora, con acceso directo a la terraza. � 3 dormitorios con armarios empotrados, siendo el principal tipo suite con baño privado. � 2 baños completos, modernos y bien distribuidos. �️ Calidades destacadas: Pintura lisa en todas las estancias Carpintería exterior de aluminio con apertura abatible Carpintería interior de roble Aire acondicionado y calefacción por suelo radiante Termo eléctrico de 100L Puerta de entrada blindada Accesos desde salón, cocina y dormitorio a la terraza Vivienda totalmente exterior y luminosa � El edificio cuenta con ascensor y acceso adaptado a personas con movilidad reducida. � Incluye plaza de garaje y trastero, para mayor comodidad y almacenamiento. � Ubicación privilegiada, rodeada de todos los servicios: Centro de salud, farmacias, biblioteca pública, gimnasios, parques, colegios y comercios. Excelente conexión con transporte público (Renfe Cercanías, tranvía, autobuses) y rápido acceso a carreteras como la A-42. � ¡Una vivienda completa, con espacios amplios y una terraza de ensueño en una zona con todo lo que necesitas! � Llámanos y agenda tu visita hoy mismo.",False,good,False,True,3495.0,False,False,False,False,[],False,False,331990.0,€,,,,flat,"Pintores-Ferial, Parla",Piso en calle de Pinto,Top,,True,True,S1042
108564704,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9d/a9/3b/1351485021.webp,16,5,2300000.0,penthouse,sale,90.0,True,2,2,calle de Jorge Juan,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4227367,-3.6880248,False,https://www.idealista.com/inmueble/108564704/,"¡Exclusivo ÁTICO con terraza en Jorge Juan, entre Serrano y Velázquez! DIRECTING International Properties presenta esta joya única: un espectacular ático con terraza privada en el tramo más codiciado de la calle Jorge Juan, entre Serrano y Velázquez, a un paso del Parque del Retiro y en pleno corazón del elegante barrio de Recoletos, en Salamanca. Ubicado en un edificio histórico de gran belleza, se accede a la vivienda a través de un imponente paso de carruajes, adornado con artesonados que evocan el esplendor de otra época. Un entorno lleno de historia y distinción. Actualmente cuenta con un dormitorio, con posibilidad de transformar el espacio para disponer de dos dormitorios y dos baños, adaptándolo a tus necesidades. El interior combina diseño moderno con toques sofisticados, ofreciendo un ambiente funcional, acogedor y lleno de estilo. La joya de esta vivienda es su terraza privada: un oasis urbano donde disfrutar de la tranquilidad, el sol y agradables veladas al aire libre. Además, el ático dispone de aire acondicionado, garantizando confort durante todo el año. Una propiedad irrepetible en una de las direcciones más exclusivas de Madrid. La ubicación en la calle Jorge Juan, en pleno corazón de Recoletos, ofrece una vida urbana vibrante, rodeada de tiendas de lujo, restaurantes y una excelente comunicación de transporte público.  En resumen, se trata de una propiedad excepcional que combina lujo, comodidad y ubicación privilegiada, ideal para quienes buscan un estilo de vida sofisticado en Madrid. Ubicada en una zona prime, esta propiedad representa una oportunidad única para quienes buscan una residencia exclusiva en el corazón de la ciudad. El distrito de Salamanca es uno de los 21 distritos que forman el municipio de Madrid. Mandado a construir por el malagueño José de Salamanca y Mayol, marqués de Salamanca, a finales del siglo XIX, se trata de un exclusivo barrio en el que conviven las firmas más lujosas del país con impresionantes palacetes, edificios de ensueño, embajadas y todo tipo de servicios destinados tradicionalmente a hacer las delicias de la aristocracia y personalidades más destacadas de todos los rincones del mundo. Sus calles albergan las últimas tendencias de moda de más alto nivel en impresionantes boutiques en las que se dan cita las firmas más exclusivas: Loewe, Prada, Valentino, Miu Miu y Cartier, entre otras, se encuentran ubicadas en las cuidadas avenidas de la denominada Milla de Oro. Esta exclusiva pasarela de moda es también un lugar idóneo para el disfrute de los paladares más exquisitos. Aquí encontramos los locales más destacados de la ciudad, en los que se brinda la posibilidad de degustar las recetas de los chefs más destacados de nuestro país. El lujo y el glamour de la restauración llevado a su extremo más puro conviven en esta zona con locales de comida tradicional, lugares en los que poder disfrutar de las más exquisitas tapas de Madrid. Destaca también los comercios de alimentación en los que contemplar y adquirir todo tipo de productos de categoría extra, es el caso del Mercado de la Paz o la exclusiva frutería Vázquez de la calle Ayala. Un lujo para todos los sentidos. Inmobiliaria Directing ofrece a sus clientes nacionales y extranjeros, una amplia cartera de inmuebles (casas, pisos apartamentos, áticos, dúplex, chalets, lofts... ) situadas en las mejores zonas residenciales y más exclusivas de Madrid (barrio Salamanca, Retiro, Chamartín, Chamberí, Moncloa, Centro, Arturo Soria etc…). Si desea comprar, vender o alquilar una propiedad en Madrid, Inmobiliaria Directing Real Estate ofrece una amplia gama de servicios de intermediación y alta profesionalidad. ¿Quiere VENDER su casa? Valoración GRATUITA Viviendas Exclusivas en Madrid Encuentra más en http.//directing.es.",False,good,False,True,25556.0,False,False,False,False,[],False,False,2300000.0,€,,,,flat,"Recoletos, Madrid",Ático en calle de Jorge Juan,Top,penthouse,,,AD-420C4
108802259,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/60/dc/48/1355639501.webp,19,bj,149000.0,flat,sale,25.0,False,1,1,calle de las Moquetas,Madrid,Madrid,Tetuán,es,Valdeacederas,40.4676575,-3.7007368,False,https://www.idealista.com/inmueble/108802259/,"Vivienda Madrid ofrece en exclusiva estudio de 25 m2 a estrenar amueblado y equipado en una de las mejores zonas de Valdeacederas. Dispone de un dormitorio con armario, un baño con plato de ducha, zona de estar con mesa plegable, cocina americana completamente amueblada y equipada.  Tiene suelos de tarima, paredes lisas, ventanas de climalit, puerta principal blindada y acorazada. Todos los materiales son de calidades, así como los electrodomésticos y mobiliario de dicho inmueble.  Excelente ubicación cerca de la estación de metro Valdeacederas (Línea 1) y Ventilla (Linea 9), línea de autobús (177) y acceso a la M-30 y M-40. Muy cerca de la Plaza comercial ""La Remonta"", con todo tipo de comercios, farmacias, estancos, fruterías, peluquerías, centros de alimentación como LIDL, Mercadora, Día y Grupo Unide. En las proximidades encontramos el gran parque Agustín Rodríguez Sahagún, varios parques infantiles y centros de salud (José Marva y Tetuán) además de centros educativos como Colegio ""San José"" y el Instituto ""Nuestra señora de la Almudena"".",False,good,False,False,5960.0,False,False,False,False,[],False,False,149000.0,€,,,,flat,"Valdeacederas, Madrid",Piso en calle de las Moquetas,Top,,,,
108790136,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8b/35/b0/1355700618.webp,12,5,2310000.0,flat,sale,211.0,True,3,3,Barrio Goya,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4258855,-3.6728735,False,https://www.idealista.com/inmueble/108790136/,"Álvora Capital Properties, estudio de arquitectura y consultora inmobiliaria de alta calidad en la gestión de activos prime en Madrid, les presenta esta elegante vivienda reformada en una quinta planta, ubicada en una de las calles más representativas del Barrio de Salamanca.  La vivienda es fruto de una cuidada rehabilitación integral. El acceso principal conduce a un recibidor que comunica con un agradable salón-comedor con dos ventanas a la calle. La cocina, situada como elemento de transición entre la zona social y la zona de descanso, se presenta como una pieza clave en la organización interior con dos grandes aberturas a un patio interior con buena luminosidad. La zona privada de la vivienda alberga tres dormitorios: el dormitorio principal cuenta con baño en suite, mientras que los otros dos comparten un segundo baño completo. Además, se incorpora un aseo de cortesía y un lavadero independiente. Esta área dispone de acceso secundario, lo que aporta mayor operatividad y flexibilidad al conjunto de la vivienda. La propiedad se encuentra en perfecto estado y está lista para entrar a vivir. El edificio se sitúa a tan sólo quince minutos a pie del parque de El Retiro y a escasos minutos de un conocido centro comercial. Contamos con propiedades similares en la misma zona, algunas de las cuales están disponibles exclusivamente en nuestra página web por solicitud de los propietarios, y otras se comercializan de forma confidencial en régimen off market. Si desea obtener más información o ver otros inmuebles, puede acceder a los enlaces adicionales al final del anuncio o contactar con nosotros a través de nuestros medios habituales o a través de nuestra página web.",False,good,False,True,10948.0,False,False,False,False,[],False,False,2310000.0,€,,,,flat,"Goya, Madrid",Piso,Top,,,,50139
