propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,newDevelopmentFinished,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
107228555,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/17/a7/ac/1306788265.webp,MAD55569,28,6,1550000.0,flat,sale,107.0,True,3,2,Barrio Arapiles,Madrid,Madrid,Chamberí,es,Arapiles,40.4339399,-3.7079701,False,https://www.idealista.com/inmueble/107228555/,"Lucas Fox presenta este impresionante piso de 130 m² recientemente reformado y amueblado, con una amplia terraza en pleno barrio de Chamberí, Madrid.  Al acceder a la vivienda, nos encontramos con un luminoso y diáfano salón con acceso directo a la terraza, a través de un gran ventanal que permite la entrada de abundante luz natural. La terraza, de generosas dimensiones, está equipada con muebles cómodos, ideal para disfrutar al aire libre. La cocina, de estilo americano, está completamente equipada con electrodomésticos de alta gama y cuenta con una espaciosa isla central, perfecta tanto para cocinar como para disfrutar de comidas.  La zona de descanso se distribuye en tres dormitorios. El principal, de gran tamaño, dispone de armarios empotrados, televisión y un baño privado. Los otros dos dormitorios también están completamente amueblados y comparten un baño completo, situado en el pasillo.  La vivienda está equipada con aire acondicionado por conductos y calefacción. Además, la finca dispone de conserje, para mayor de comodidad.  Su ubicación inmejorable está rodeada de una amplia variedad de comercios, servicios y restaurantes y está a tan solo 5 minutos a pie de la glorieta de Quevedo. Póngase en contacto para más información.",False,good,False,True,14486.0,True,False,False,False,[],False,False,1550000.0,€,flat,"Arapiles, Madrid",Piso,,,,,,,
108819719,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/73/e8/bc/1356071791.webp,2201/22010039/276,26,3,238500.0,flat,sale,78.0,True,3,1,Barrio Canillejas,Madrid,Madrid,San Blas,es,Canillejas,40.4366633,-3.608046,False,https://www.idealista.com/inmueble/108819719/,"""VIVIENDA ALQUILADA, IDEAL PARA INVERSORES  Excelente piso de 3 dormitorios y 1 baño. Se encuentra en la planta 3 de un edificio residencial y cuenta con terraza.  La vivienda se distribuye en 3 dormitorios, salón-comedor, cocina independiente, equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de tarima en cocina, baño y en el resto de estancias.  Se encuentra ubicado en Canillejas, San Blas (Noreste de Madrid). Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es Las Musas y se encuentra a menos de 10 minutos andando. La parada de autobús más cercana es Junta Municipal San Blas-Canillejas y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 10 minutos andando.   En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, existen 4 farmacias a menos de 300 metros, existen 2 colegios a menos de 300 metros. Además, a menos de 500 metros también puedes encontrar 2 supermercados, 2 bancos, 2 comisarías de policía.  La zona cuenta con una amplia oferta de entretenimiento con una biblioteca, 6 parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Autovia del Nordeste, Avenida de Arcentales y la Avenida de Arcentales. La vivienda se encuentra actualmente alquilada a precio de mercado, con inquilinos solventes que cuentan con empleo fijo y nómina, abonando la renta de manera puntual y regular. Detalles del contrato: Vencimiento del contrato: 24/10/2030 Renta mensual actual: 959€ Rentabilidad estimada: 4.8% Además de ofrecerte la compra de un activo en rentabilidad, ponemos a tu disposición un servicio de gestión inmobiliaria que te ayudará a optimizar tu inversión. Si estás interesado, no dudes en ponerte en contacto con nosotros a través de la web de Alquizen que pertenece a PROMONTORIA MACC RESIDENCIAL, S. L. Estaremos encantados de enviarte información adicional tanto sobre el activo como sobre los servicios mencionados. *Importante: Dado que la propiedad está alquilada, no es posible realizar visitas en este momento. "".",True,good,False,False,3058.0,True,False,True,False,[],False,False,238500.0,€,flat,"Canillejas, Madrid",Piso,,,,,,,
108118560,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6a/05/4c/1316402406.webp,N1-0D,12,bj,297000.0,flat,sale,62.0,True,1,1,"calle Cebadillas, 2",Madrid,El Escorial,Centro,es,,40.5872959,-4.1283283,True,https://www.idealista.com/obra-nueva/108118560/,"Diseño, Sostenibilidad Y Naturaleza. El proyecto incorpora 61 viviendas de 1, 2, 3,4 y 5 dormitorios, con jardines hasta 360 m² y terrazas en Áticos Dúplex. Su arquitectura elegante, sus viviendas amplias y luminosas, y la excelente calidad de sus materiales y acabados, la convierten en la promoción de referencia en el municipio y su entorno. Las viviendas contarán con parámetros de CERTIFICACIÓN BREEAM, gracias a diferentes elementos que le otorgan la más alta calificación de eficiencia energética.",False,,True,True,4790.0,True,False,False,False,[],False,False,297000.0,€,flat,"Centro, El Escorial","Piso en calle Cebadillas, 2",False,True,True,,,,
107724788,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7c/27/38/1320938061.webp,102002,26,,1990000.0,chalet,sale,1403.0,,9,8,Santo Domingo,Madrid,Santo Domingo,,es,,40.6290781,-3.5766279,False,https://www.idealista.com/inmueble/107724788/,"Cristina Torras de GV | SANTO DOMINGO comercializa el siguiente inmueble: Propiedad con 3700 metros de parcela y más de 1400 metros construidos, en la urbanización Santo Domingo, una de las mejores zonas de Madrid a tan solo 15 minutos del nuevo centro financiero. Cuenta con la particularidad que la parte construida tiene ya un proyecto de reforma, y esto se debe a que se acometió por parte la propiedad el comienzo de un proyecto de actualización enfocado a un uso mixto como producto residencial y profesional enfocada a una alta rentabilidad que el futuro propietario puede continuar si lo desea.  La edificación deja ver los distintos ambientes de uso residencial y profesional al igual que los comienzos del proyecto empezado por la propiedad, la cual pondría a su disposición el proyecto original. Aunque no permite segregar registralmente, permite distintos tipos de aprovechamiento de los espacios, como alquiler temporal por partes y uso mixto, residencial, profesional, empresarial, etc. Los suelos son de tarima y gres en toda la vivienda. Actualmente con gas natural. Sin duda una magnífica oportunidad de rentabilidad. Distribución:  Está construida en 3 alturas distribuidos de la siguiente manera:  **Se adjuntan planos  La planta semisótano: 2 dormitorios con baño, 1 aseo de invitados, cocina americana, garaje, almacén y bodega. La planta principal: 5 dormitorios con baño en suite, 1 aseo de invitados, recibidor, cocina, comedor, despacho, salón, sala de estar, cuarto de lavado, y terraza. La primera planta: 2 dormitorios con baño en suite, 2 dormitorios amplios, cocina, comedor, salón, sala de estar, cuarto de calderas Garaje: 12 coches. Esta información no tiene Carácter contractual. Un porcentaje importante de nuestros inmuebles no aparecen publicados por expreso deseo de los propietarios. Para más información sobre más propiedades en esta zona entre en nuestra página web.",False,renew,False,,1418.0,True,False,False,False,[],False,False,1990000.0,€,chalet,Santo Domingo,Casa independiente,,True,True,independantHouse,,,
108819483,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ee/26/5c/1356065013.webp,2110/21100022/315,35,4,210000.0,flat,sale,83.0,True,2,1,Barrio Numancia,Madrid,Madrid,Puente de Vallecas,es,Numancia,40.3981534,-3.6539269,False,https://www.idealista.com/inmueble/108819483/,"""VIVIENDA ALQUILADA, IDEAL PARA INVERSORES  Excelente piso de 2 dormitorios y 1 baño. Se encuentra en la planta 4 de un edificio residencial y cuenta con armarios empotrados.  La vivienda se distribuye en 2 dormitorios, salón-comedor, cocina independiente, equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de tarima en cocina, baño y en el resto de estancias.  Se encuentra ubicado en Numancia, Puente de Vallecas (Sureste de Madrid). Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es Buenos Aires y se encuentra a menos de 20 minutos andando. La parada de autobús más cercana es Perez de Ayala-El Bosco y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 20 minutos andando.   En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el centro de salud más cercano se encuentra a 500 metros, existen 2 farmacias a menos de 300 metros, existen 2 colegios a menos de 300 metros. Además, a menos de 500 metros también puedes encontrar un supermercado, una estación de bomberos.  La zona cuenta con una amplia oferta de entretenimiento con 2 gimnasios, 15 parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Avenida de la Paz, Avenida de la Albufera y la Avenida de Buenos Aires. La vivienda se encuentra actualmente alquilada a precio de mercado, con inquilinos solventes que cuentan con empleo fijo y nómina, abonando la renta de manera puntual y regular. Detalles del contrato: Vencimiento del contrato: 22/06/2028 Renta mensual actual: 769€ Rentabilidad estimada: 4.4% Además de ofrecerte la compra de un activo en rentabilidad, ponemos a tu disposición un servicio de gestión inmobiliaria que te ayudará a optimizar tu inversión. Si estás interesado, no dudes en ponerte en contacto con nosotros a través de la web de Alquizen que pertenece a PROMONTORIA MACC RESIDENCIAL, S. L. Estaremos encantados de enviarte información adicional tanto sobre el activo como sobre los servicios mencionados. *Importante: Dado que la propiedad está alquilada, no es posible realizar visitas en este momento. "".",True,good,False,False,2530.0,True,False,True,False,[],False,False,210000.0,€,flat,"Numancia, Madrid",Piso,,,,,,,
107891485,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/98/ea/38/1327463254.webp,469-C,125,,2190000.0,chalet,sale,507.0,,6,6,calle Loira,Madrid,Ciudalcampo,,es,,40.6305488,-3.6038745,False,https://www.idealista.com/inmueble/107891485/,"ABETO COCHES Y CASAS - Magnífica vivienda con una ubicación exclusiva, espectaculares vistas, rodeada de naturaleza, con mucha privacidad y tranquilidad. Completamente reformada, con cómoda distribución, un diseño único y materiales de alta calidad. Muy luminosa, gracias a sus amplios ventanales que permiten disfrutar de las bonitas vistas. Ideal para amantes de la naturaleza y tranquilidad. Climatización por aerotermia con placas fotovoltaicas en cubierta. Dispone de una amplia parcela completamente ajardinada, gran pradera de césped, bonita piscina de orientación sur y zona chillout con fuente de agua. Garaje privado cubierto para dos coches y otra zona de aparcamiento en la zona de abajo para poder entrar directamente a la cocina. La vivienda se divide en dos plantas: la planta superior es la zona social y goza de unas espectaculares vistas panorámicas, cuenta con el hall de entrada que da paso a una bonita sala de estar con chimenea, y a un amplio salón con comedor para 12 comensales, grandes ventanales y otra chimenea, ideal para reuniones familiares o invitados. Para dar servicio a esta planta tenemos una segunda cocina con isla. Desde la cocina y el comedor tenemos salida directa a un impresionante porche donde poder disfrutar de las vistas y la tranquilidad de la naturaleza que rodea la vivienda. En esta misma planta tenemos un aseo de cortesía y acceso a la cubierta transitable con terraza solárium e imponentes vistas. En la planta principal a la que accedemos bajando las escaleras tenemos la zona familiar. La cocina con zona office y gran isla central dispone además de su entrada independiente, despensa y cuarto de lavandería. El dormitorio principal de muy gran tamaño cuenta con un salón privado con chimenea, gran zona de vestidor, cuarto de baño con sauna y desde el dormitorio salida directa al porche del jardín. En esta misma planta tenemos otro dormitorio, ideal para invitados, ya que cuenta con su vestidor, baño en suite y salida al de jardín. Completa esta planta la zona de niños con otros tres dormitorios, dos baños, y comparten un gran salón familiar con zona de juegos y zona de estudio. Desde este salón tenemos salida directa a la piscina de orientación sur. ABETO COCHES Y CASAS - VEN A VERNOS A NUESTRA OFICINA EN EL CENTRO COMERCIAL DE SANTO DOMINGO -  ref: 469-C.",True,good,False,,4320.0,False,False,False,False,[],False,False,2190000.0,€,chalet,Ciudalcampo,Casa independiente en calle Loira,,True,True,independantHouse,,,
107687817,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/66/f6/78/1319813395.webp,VT16-2,15,6,565000.0,flat,sale,215.0,True,3,2,"avenida de los Abogados de Atocha, 11",Madrid,Móstoles,Norte - Universidad,es,,40.33137,-3.87974,True,https://www.idealista.com/obra-nueva/107687817/,"Descubre Cadmia Residencial 2, el nuevo proyecto del grupo Asentis en Móstoles. Una promoción de 51 viviendas, en un área consolidada y en constante crecimiento, con buenas conexiones de transporte, cercanía a centros de servicios, hospitales, y centros de educación. Te ofrecemos una amplia variedad de tipologías de viviendas, podrás elegir entre viviendas de 2, 3 o 4 dormitorios, bajos con jardín y áticos, todas ellas con plaza de garaje y trastero. Estas viviendas cuentan con sistemas de Aerotermia, suelo radiante y refrescante. Asegurando un clima agradable todo el año y reduciendo el consumo energético. En esta promoción podrás disfrutar de zonas comunes para toda la familia: piscina para adultos, piscina infantil, zonas ajardinadas, zona de juegos infantiles y conserjería en el acceso principal. Solicita una cita para ampliar información a través de la inmobiliaria Novogar. También puedes visitar sus oficinas en Calle del Pintor el Greco, 2, 28932 Móstoles.",True,newdevelopment,True,True,2628.0,True,False,False,False,[],False,False,565000.0,€,flat,"Norte - Universidad, Móstoles","Piso en avenida de los Abogados de Atocha, 11",False,True,True,,,,
108819726,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/61/0d/a4/1356071099.webp,2201/22010039/262,29,bj,290500.0,flat,sale,87.0,True,3,2,Barrio Vista Alegre,Madrid,Madrid,Carabanchel,es,Vista Alegre,40.3877415,-3.7321695,False,https://www.idealista.com/inmueble/108819726/,"""VIVIENDA ALQUILADA, IDEAL PARA INVERSORES  Excelente piso de 3 dormitorios y 2 baños. Se encuentra en la planta baja de un edificio residencial y cuenta con ascensor, terraza, garaje y trastero.  La vivienda se distribuye en 3 dormitorios, salón-comedor, cocina independiente, equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de tarima en cocina, baño y en el resto de estancias.  Se encuentra ubicado en Vista Alegre, Carabanchel (Suroeste de Madrid). Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es Oporto y se encuentra a menos de 5 minutos andando. La parada de autobús más cercana es Oca-Matilde Hernandez y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 5 minutos andando.   En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el centro de salud más cercano se encuentra a 460 metros, existen 7 farmacias a menos de 300 metros, existen 3 colegios a menos de 300 metros. Además, a menos de 500 metros también puedes encontrar 6 supermercados, 6 bancos, una lavandería, 2 oficinas de correos.  La zona cuenta con una amplia oferta de entretenimiento con un teatro, 3 gimnasios, 18 parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados, un parking público y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Autovia del Suroeste, Calle del General Ricardos y la Calle de la Oca. La vivienda se encuentra actualmente alquilada a precio de mercado, con inquilinos solventes que cuentan con empleo fijo y nómina, abonando la renta de manera puntual y regular. Detalles del contrato: Vencimiento del contrato: 03/03/2028 Renta mensual actual: 1.060€ Rentabilidad estimada: 4.4% Además de ofrecerte la compra de un activo en rentabilidad, ponemos a tu disposición un servicio de gestión inmobiliaria que te ayudará a optimizar tu inversión. Si estás interesado, no dudes en ponerte en contacto con nosotros a través de la web de Alquizen que pertenece a PROMONTORIA MACC RESIDENCIAL, S.L. Estaremos encantados de enviarte información adicional tanto sobre el activo como sobre los servicios mencionados. *Importante: Dado que la propiedad está alquilada, no es posible realizar visitas en este momento."".",True,good,False,True,3339.0,True,False,True,False,[],False,False,290500.0,€,flat,"Vista Alegre, Madrid",Piso,,True,True,,,,
108110621,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6d/83/f8/1334142004.webp,V9,9,,1730000.0,chalet,sale,483.0,,5,5,"calle Perseo, 27",Madrid,Majadahonda,Los Satélites - Roza Martín,es,,40.4515077,-3.9143561,True,https://www.idealista.com/obra-nueva/108110621/,"¡40% DE LA PROMOCIÓN VENDIDA! Promoción exclusiva de 9 chalets de lujo en Los Satélites (Majadahonda) Ubicación privilegiada entre las calles Perseo, Almendros y Leonides Descubre esta exclusiva promoción de 9 viviendas unifamiliares independientes en una de las zonas más cotizadas de Majadahonda: Los Satélites. Situadas entre las calles Perseo, Almendros y Leonides, estas viviendas ofrecen una combinación perfecta de diseño, amplitud y calidad de vida, en un entorno residencial tranquilo y bien comunicado. Cada chalet cuenta con una parcela privada de más de 700 m² y una superficie construida superior a los 400 m², con distribución de 3, 4 ó 5 dormitorios y estancias amplias y luminosas. Las viviendas se entregan con las mejores calidades y ofrecen múltiples opciones de personalización (consultar condiciones y precios). Características destacadas: •Piscina privada y jardín individual •Aparcamiento en superficie dentro de la parcela •Dormitorio principal tipo suite con vestidor •Salón con grandes ventanales y acceso directo al porche y al jardín •Altos estándares en aislamiento, climatización y acabados La zona de Los Satélites – Majadahonda Se trata de una de las urbanizaciones más consolidadas del noroeste de Madrid, con fácil acceso a la M-503 y M-40, transporte público cercano, centros educativos de prestigio, áreas deportivas, centros comerciales como Gran Plaza 2 y Equinoccio, y todos los servicios necesarios a pocos minutos. Una oportunidad única para vivir en una vivienda independiente de alto nivel, con espacio, privacidad y diseño en una ubicación privilegiada. Contáctanos para conocer más información.",False,newdevelopment,True,,3582.0,True,False,False,False,[],False,False,1730000.0,€,chalet,"Los Satélites - Roza Martín, Majadahonda","Casa independiente en calle Perseo, 27",False,True,True,independantHouse,,,
108819723,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ec/a6/46/1356071985.webp,2201/22010039/321,46,2,302500.0,flat,sale,82.0,True,4,1,Barrio Comillas,Madrid,Madrid,Carabanchel,es,Comillas,40.3945718,-3.7126194,False,https://www.idealista.com/inmueble/108819723/,"""VIVIENDA ALQUILADA, IDEAL PARA INVERSORES  Excelente piso de 4 dormitorios y 1 baño. Se encuentra en la planta 2 de un edificio residencial y cuenta con terraza.  La vivienda se distribuye en 4 dormitorios, salón-comedor, cocina independiente, equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de tarima en cocina, baño y en el resto de estancias.  Se encuentra ubicado en Comillas, Carabanchel (Suroeste de Madrid). Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es Marques de Vadillo y se encuentra a menos de 20 minutos andando. La parada de autobús más cercana es Baleares - Fernan Caballero y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 10 minutos andando.   En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el centro de salud más cercano se encuentra a 670 metros, existen 7 farmacias a menos de 300 metros, el colegio más cercano se encuentra a 210 metros. Además, a menos de 500 metros también puedes encontrar 12 supermercados, 10 bancos, 2 lavanderías, una oficina de correos.  La zona cuenta con una amplia oferta de entretenimiento con 5 gimnasios, 16 parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados, 4 parkings públicos y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Calle 30, Calle de Antonio Lopez y la Calle de Antonio Leyva. La vivienda se encuentra actualmente alquilada a precio de mercado, con inquilinos solventes que cuentan con empleo fijo y nómina, abonando la renta de manera puntual y regular. Detalles del contrato: Vencimiento del contrato: 27/03/2029 Renta mensual actual: 1.077€ Rentabilidad estimada: 4.3% Además de ofrecerte la compra de un activo en rentabilidad, ponemos a tu disposición un servicio de gestión inmobiliaria que te ayudará a optimizar tu inversión. Si estás interesado, no dudes en ponerte en contacto con nosotros a través de la web de Alquizen que pertenece a PROMONTORIA MACC RESIDENCIAL, S.L. Estaremos encantados de enviarte información adicional tanto sobre el activo como sobre los servicios mencionados. *Importante: Dado que la propiedad está alquilada, no es posible realizar visitas en este momento."".",True,good,False,False,3689.0,True,False,True,False,[],False,False,302500.0,€,flat,"Comillas, Madrid",Piso,,,,,,,
