propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,externalReference,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108093703,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ee/f9/61/1333616912.webp,36,3,515000.0,penthouse,sale,130.0,True,3,3,calle Valentín Llaguno,Madrid,Madrid,Carabanchel,es,San Isidro,40.3898656,-3.729377,False,https://www.idealista.com/inmueble/108093703/,"OCA servicios inmobiliarios, pone a la venta este hermoso y muy luminoso ático de obra nueva con una fachada moderna con materiales de alta calidad, disfruta de las ventajas que ofrece esta increíble vivienda. Ubicado a tan solo 10 min del centro, cerca del metro de oporto linea 5 de metro, diversos autobuses, colegios, parques centros de salud y zonas comerciales, disfruta de una calle muy tranquila. Características de la vivienda. - 3 habitaciones y 3 baños distribuidos en dos plantas - Gran terraza privada de 42,65 m² - Vivienda exterior, muy luminosa - Plaza de garaje y trastero incluidos en el precio - Piscina y áreas verdes. No pierdas la oportunidad de hacerte con este increíble ático, puedes llamarnos o escribirnos para mayor información o agendar una visita sin ningún compromiso, estaremos encantados de atenderte.",True,good,False,True,3962.0,True,False,True,False,[],False,False,515000.0,€,True,True,flat,penthouse,"San Isidro, Madrid",Ático en calle Valentín Llaguno,Top,,,,
107677053,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/31/c1/8e/1319511687.webp,17,4,1309000.0,flat,sale,92.0,False,2,2,calle del General Díaz Porlier,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4235509,-3.6764067,False,https://www.idealista.com/inmueble/107677053/,"Oasis House les ofrece este fantástico piso a estrenar en la zona de Goya. La vivienda es una cuarta planta interior a un amplio patio de manzana, que se distribuye en un gran salón comedor, cocina abierta completamente equipada, y la zona de descanso con dos dormitorios, el principal con baño en suite y vestidor, y cuarto de baño completo que da servicio al resto de la vivienda. El confort se refuerza con aire acondicionado y calefacción de gas particular para una experiencia agradable todo el año. Se vende amueblada. El edificio es clásico y tiene ascensor. En Oasis House sabemos que la compra venta de una vivienda es una de las mayores inversiones de su vida y para ello disponemos de: - asesoramiento financiero para su crédito hipotecario gracias a nuestros acuerdos con los principales bancos - servicio de reformas y de proyectos de interiorismo - profesionales inmobiliarios con formación superior, para encontrarle la vivienda que busca en la zona! - Certificados de eficiencia energética - Le acompañamos en todo el proceso de la compra venta, hasta el notario para que disfrute de la mayor tranquilidad - Experiencia, eficacia y seriedad Disponemos de un amplio catálogo de viviendas que no publicamos en los portales inmobiliarios por deseo expreso de los propietarios. Pueden verlos accediendo a nuestra web De igual forma, disponemos de un amplio catálogo de viviendas off market, no publicadas, contáctenos para mayor información.",True,good,False,True,14228.0,True,False,False,False,[],False,False,1309000.0,€,,,flat,,"Goya, Madrid",Piso en calle del General Díaz Porlier,Top,OH953,,,
107528845,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/66/76/da/1315137465.webp,4,2,119000.0,flat,sale,62.0,True,2,1,calle del Arroyo del Olivar,Madrid,Madrid,Puente de Vallecas,es,Palomeras Bajas,40.3890261,-3.6532484,False,https://www.idealista.com/inmueble/107528845/,"PARA INFORMACION CONTACTA CON OFICINA CASTELLANA EXTENSION Nº4 ¡OPORTUNIDAD! PISO OKUPADO. PERFECTO PARA INVERSORES Y GENTE ESPECIALIZADA EN DESOKUPACION, . NO SE PUEDE VISITAR.  Oferta sujeta a condiciones de compra. Consulte los términos y condiciones aplicables. Piso en Venta en la zona de Madrid capital, perteneciente al distrito de Puente de Vallecas. Se sitúa cerca de la zona de San Diego.  La vivienda se localiza en la planta 2º del edificio.   Data del año 1967.  Dispone de 62 metros cuadrados.  Tiene dos dormitorios, un baño, salón-cocina americana y terraza. VIVIENDA OKUPADA Para inversores o gente especializada en okupas. NO SE PUEDE VISITAR. Estamos abierto a negociaciones. Para verlo llame a la oficina de Castellana Extensión Numero 4. 西亚房产为您服务 想买房 想贷款 想投资 或者想卖房的朋友们 欢迎大家联系我们讲叙您的需求 我们为您量身打造一个方案帮您实现 添加我们微信号: Bafre2004 关注更多房源 ¿NECESITA HIPOTECA? No dude en contactar con nosotros FINANCIACIÓN HASTA EL 100 % ¿VENDE SU INMUEBLE? Con oficinas en Madrid y Pekín, BAFRE cuenta con una importante cartera de clientes e inversores internacionales, sobre todo asiáticos. Coordinamos viajes constantes de clientes chinos a Madrid, y les ayudamos en la gestión para obtener el Visado Oro de residencia. Más de doce años de experiencia en el sector. Valoramos gratuitamente su inmueble y ofrecemos servicios de asesoramiento jurídico y fiscal, además de disponer de un departamento postventa 西亚房产为您服务 想买房 想贷款 想投资 或者想卖房的朋友们 欢迎大家联系我们讲叙您的需求 我们为您量身打造一个方案帮您实现 添加我们微信号: Bafre2004 关注更多房源 ¿NECESITA HIPOTECA? No dude en contactar con nosotros: FINANCIACIÓN HASTA EL 100 % Contamos con un departamento financiero propio ¿VENDE SU INMUEBLE? Con oficinas en Madrid y Pekín, BAFRE cuenta con una importante cartera de clientes e inversores internacionales, sobre todo asiáticos. Coordinamos viajes constantes de clientes chinos a Madrid, y les ayudamos en la gestión para obtener el Visado Oro de residencia. Más de doce años de experiencia en el sector. Valoramos gratuitamente su inmueble y ofrecemos servicios de asesoramiento jurídico y fiscal, además de disponer de un departamento postventa. (Este anuncio no es vinculante, puede contener errores, se muestra a título informativo y no contractual. ).",False,renew,False,False,1919.0,False,False,False,False,[],False,False,119000.0,€,,,flat,,"Palomeras Bajas, Madrid",Piso en calle del Arroyo del Olivar,Top,BFCA-V203,,,
106111677,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ec/f3/1c/1357847501.webp,58,,1850000.0,chalet,sale,250.0,,4,4,calle Tercera,Madrid,Madrid,Chamartín,es,Bernabéu-Hispanoamérica,40.4559426,-3.6678586,False,https://www.idealista.com/inmueble/106111677/,"Descubre esta exclusiva vivienda unifamiliar de lujo en Madrid, ubicada en una tranquila y segura zona residencial ideal para quienes buscan privacidad, confort y diseño de vanguardia. Con 250 m² construidos sobre una parcela de 176 m², este chalet pareado destaca por su arquitectura única, acabados de alta calidad y una distribución inteligente en 4 plantas comunicadas por ascensor. Un hogar que combina elegancia, tecnología y funcionalidad en cada detalle, pensado para disfrutar del máximo confort en un entorno privilegiado. ✨ Características principales de la vivienda: Planta baja: Amplio salón-comedor con chimenea (cassette insertado) y acceso directo al jardín privado que rodea la vivienda. Piscina privada contemporánea con lateral de cristal, zona de barbacoa y aseo de cortesía. Primera planta: Dos dormitorios luminosos y un baño completo. Segunda planta: Suite principal con baño privado, diseñada como refugio íntimo y funcional. Planta sótano: Cocina de concepto abierto totalmente equipada, comedor, sala de estar, dormitorio, baño, zona de lavandería y acceso a una bodega de diseño con capacidad para 1.800 botellas. Iluminación natural superior: Dos patios ingleses y un suelo de cristal transitable en el salón permiten la entrada de luz directa al sótano, creando un ambiente cálido e innovador. �️ Detalles de alta gama: Climatización por suelo radiante y aire acondicionado por conductos Sistema de aspiración centralizada Ascensor interior de calidad premium Ventanas oscilobatientes y materiales de primera categoría en toda la construcción � Entorno residencial y servicios: Este chalet se encuentra en una de las zonas residenciales más exclusivas de Madrid, perfecta para familias y profesionales que buscan calidad de vida, seguridad y fácil acceso a todos los servicios. A pocos minutos encontrarás: Centros educativos de prestigio Zonas verdes, parques y áreas deportivas Restaurantes, centros comerciales y supermercados Rápido acceso a M-30, M-40 y transporte público Además, la zona ofrece riqueza cultural, tranquilidad, y una comunidad consolidada que convierte esta propiedad en una inversión excelente tanto para vivir como para rentabilizar.  ¿Por qué elegir esta propiedad? Porque no es solo una casa: es un espacio diseñado para el disfrute, la privacidad y el confort, con elementos arquitectónicos únicos y un entorno privilegiado. Ideal para quienes valoran el lujo discreto, la innovación y el bienestar. La presente publicación tiene carácter meramente informativo, orientativo y no vinculante, por lo que no supone información contractual alguna, siendo su uso estrictamente comercial. Este anuncio puede contener errores, se muestra a título informativo de la información recibida, sin ser responsable la inmobiliaria de dichos errores.",True,good,False,,7400.0,True,False,True,False,[],False,False,1850000.0,€,,,chalet,semidetachedHouse,"Bernabéu-Hispanoamérica, Madrid",Chalet pareado en calle Tercera,Top,Pareado_Madrid,,,
108013242,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d4/4f/27/1331193627.webp,17,5,1459000.0,flat,sale,84.0,True,2,2,calle del General Pardiñas,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4242809,-3.6802544,False,https://www.idealista.com/inmueble/108013242/,"K&N ELITE le ofrece este encantador piso exterior situado en el prestigioso barrio de Salamanca, en la zona de Lista, una de las áreas más codiciadas de Madrid. Este hogar combina confort, estilo y una ubicación inmejorable, perfecto para quienes buscan disfrutar de la vida urbana con todas las comodidades. Con un diseño funcional, el piso cuenta con 2 habitaciones luminosas, ideales para descansar y relajarse. Además, dispone de 2 baños modernos, equipados con acabados de calidad que garantizan comodidad y privacidad. Uno de los atractivos principales es su balcón, que ofrece vistas al exterior y permite disfrutar del aire fresco y la vibrante atmósfera del barrio. La orientación este asegura que el espacio esté bañado en luz natural durante las primeras horas del día, creando un ambiente cálido y acogedor. El piso está equipado con calefacción y aire acondicionado, asegurando tu confort durante todo el año. La cocina, totalmente equipada, es perfecta para los amantes de la gastronomía, ofreciendo un espacio funcional donde podrás preparar deliciosas comidas. La propiedad se entrega amueblada, lo que facilita la mudanza y te permite disfrutar del espacio desde el primer momento. Además, el edificio cuenta con ascensor, brindando comodidad en el acceso a todas las plantas. Situado en el corazón del barrio Salamanca, este piso te coloca cerca de tiendas exclusivas, restaurantes de alta gama y hermosos parques, ofreciendo una calidad de vida excepcional en una de las zonas más elegantes de Madrid. Si buscas un hogar que combine comodidad, estilo y una ubicación privilegiada, este piso es una opción que no puedes dejar pasar.",True,good,False,True,17369.0,True,False,False,False,[],False,False,1459000.0,€,,,flat,,"Goya, Madrid",Piso en calle del General Pardiñas,Top,PIS_280,,,
108240353,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/85/d2/11/1338652171.webp,37,5,1050000.0,penthouse,sale,146.0,True,4,2,calle Alcalde Henche de la Plata,Madrid,Madrid,Hortaleza,es,Sanchinarro,40.488525,-3.6508385,False,https://www.idealista.com/inmueble/108240353/,"Exclusivo ático con gran terraza en Sanchinarro En HOUX, te presentamos este espectacular ático de 146 m² construidos ubicado en una de las mejores zonas de Sanchinarro. Situado en la quinta planta, esta vivienda destaca por su luz natural, su excelente distribución y su magnífica terraza principal de 28 m², perfecta para relajarse o disfrutar con familia y amigos. El interior se distribuye en cuatro dormitorios y dos baños completos. El dormitorio principal cuenta con baño en suite y acceso a una de las terrazas. El salón-comedor es amplio, luminoso y con salida directa a la terraza principal, que está equipada con jardineras, sistema de riego automático y toldo. Además, la vivienda dispone de tres terrazas adicionales que aportan ventilación y luz a la cocina, un dormitorio y otra zona del salón. La cocina ha sido completamente reformada hace cuatro años y cuenta con muebles y electrodomésticos de alta gama, además de una encimera de Dekton. Tiene salida a una terraza que actualmente funciona como lavadero. El baño principal fue renovado también hace cuatro años y el baño secundario, hace año y medio. Ambas reformas han sido realizadas con materiales de excelente calidad. La vivienda dispone de calefacción individual por gas natural y aire acondicionado en todas las estancias. Se entrega equipada con cocina, pero sin amueblar. La urbanización es moderna, con portero 24 horas, piscina, zona infantil y amplias áreas ajardinadas Incluye en el precio dos plazas de garaje y una plaza de moto.  Las fotografías muestran dos estilos de decoración diferentes para ayudarte a visualizar el potencial de esta magnífica vivienda. ¡No dudes en contactarnos!",False,good,False,True,7192.0,True,False,False,False,[],False,False,1050000.0,€,True,True,flat,penthouse,"Sanchinarro, Madrid",Ático en calle Alcalde Henche de la Plata,Top,,,,
108752661,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ee/4c/af/1354100480.webp,60,3,597000.0,flat,sale,90.0,True,2,2,calle de la Ribera de Curtidores,Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.4063122,-3.7067269,False,https://www.idealista.com/inmueble/108752661/,"Se pone a la venta esta magnífica vivienda ubicada en una de las zonas con más encanto y proyección de Madrid, en pleno corazón del Rastro, sobre la emblemática calle Ribera de Curtidores.   Situado en una tercera planta exterior con orientación este, este piso destaca por su extraordinaria luminosidad y su inconfundible carácter arquitectónico. Con una superficie de 90 m², la vivienda ha sido completamente reformada a estrenar, utilizando materiales de primera calidad y respetando los elementos originales del edificio, lo que le confiere una identidad única y auténtica.  Dispone de dos amplios dormitorios, ambos con baño en suite, que ofrecen la máxima privacidad y confort. Los baños, revestidos en elegante mármol de Macael, aportan un toque de distinción y durabilidad. El salón, amplio y muy luminoso, cuenta con dos balcones que se asoman a la calle, permitiendo disfrutar de abundante luz natural a lo largo del día. La impresionante altura de los techos, de casi 3 metros, refuerza la sensación de amplitud y aporta una atmósfera sofisticada y acogedora. La cocina independiente, con isla central, pertenece a la prestigiosa firma Avezzano y combina a la perfección funcionalidad y diseño, gracias a una cuidada selección de acabados. El suelo de piedra natural Calatorao en la cocina contrasta de manera armónica con el suelo de pino melis original, cuidadosamente restaurado y presente en el resto de la vivienda. Entre otros detalles destacados, la propiedad cuenta con sistema de climatización por conductos, que garantiza una temperatura agradable durante todo el año sin interferir con la estética del espacio. Las puertas y balcones originales, también restaurados, refuerzan el encanto y la personalidad única de la vivienda. Este inmueble representa una oportunidad irrepetible para quienes buscan un hogar con historia, completamente renovado y en una ubicación privilegiada, rodeado de servicios, comercios y excelentes conexiones de transporte. Ideal tanto como residencia habitual como inversión de alto valor.",True,good,False,False,6633.0,False,False,False,False,[],False,False,597000.0,€,,,flat,,"Lavapiés-Embajadores, Madrid",Piso en calle de la Ribera de Curtidores,Top,LCM37719,,,
108443086,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bb/4b/50/1345016101.webp,44,,2600000.0,chalet,sale,297.0,,5,6,calle de Mercedes Fórmica,Madrid,Madrid,Barrio de Salamanca,es,Fuente del Berro,40.4232132,-3.6642589,False,https://www.idealista.com/inmueble/108443086/,"Hay casas que tienen ese “algo”… Este chalet es una de ellas. La calma de sus jardines, la luz que atraviesa cada estancia, la combinación perfecta entre pasado y presente… todo en él te envuelve. Al cruzar la puerta, ya sabes que no es solo una casa, sino un refugio para bajar el ritmo, respirar hondo y quedarte. Este chalet de 297m² repercutidos (65m² por planta + 42m² de jardín) está ubicado en una parcela de 107m². Rehabilitado íntegramente en 2025, conserva el carácter original de la finca de 1928 y cuenta con ascensor. Dispone de jardín privado delantero y trasero de 21m² cada uno (42m² en total), con preinstalación de jacuzzi. En la planta sótano se encuentra un dormitorio doble en suite con vestidor, sala polivalente (bodega, juegos, despacho…), lavadero y aseo de cortesía. La planta baja ofrece un amplio salón-comedor con salida al jardín y cocina equipada. En la primera planta, dos dormitorios dobles con baño en suite y vestidor. La planta bajocubierta es un espacio diáfano con posibilidad de habilitar dos dormitorios dobles con baño en suite. Cuenta con armarios empotrados, ventanas Climalit, aire acondicionado por conductos y calefacción por gas natural. Ref: THH3277.",True,good,False,,8754.0,True,False,False,False,[],False,False,2600000.0,€,,,chalet,independantHouse,"Fuente del Berro, Madrid",Casa independiente en calle de Mercedes Fórmica,Top,THH3277,,,
108833873,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/10/f4/1a/1356483814.webp,50,2,567000.0,flat,sale,90.0,True,1,2,calle del Águila,Madrid,Madrid,Centro,es,Palacio,40.4106126,-3.7128206,False,https://www.idealista.com/inmueble/108833873/,"DÚPLEX CON ENCANTO Y DISEÑO REFORMADO EN EL CORAZÓN DE PALACIO. Descubre este precioso ático dúplex exterior de 90 m², ubicado en una finca clásica con gran personalidad, perfectamente conservada, en una de las zonas más emblemáticas de Madrid: el barrio de Palacio.  Una vivienda con alma madrileña, completamente reformada con un diseño moderno y funcional que mantiene el carácter original del edificio. Distribuido en dos plantas, la planta principal ofrece un amplio y luminoso salón con balcón orientado al sur, lo que garantiza una excelente entrada de luz natural durante todo el día y agradables vistas al entorno.  La cocina, independiente y equipada con electrodomésticos de última generación, también cuenta con su propio balcón. En esta planta se encuentra además un aseo de cortesía. En la planta superior se ubica la espaciosa suite principal, con techos abuhardillados que aportan calidez y mucho encanto. El dormitorio incluye un baño completo en suite, creando un espacio íntimo y acogedor. La vivienda está equipada con aire acondicionado y calefacción por conductos, lo que garantiza confort en cualquier época del año. Una opción ideal para quienes buscan tranquilidad, luminosidad y estilo en pleno centro histórico de Madrid, en un inmueble listo para entrar a vivir. No dejes pasar esta oportunidad única.  ¡Llámanos y agenda tu visita hoy mismo!.",True,good,False,True,6300.0,False,False,False,False,[],False,False,567000.0,€,,,flat,,"Palacio, Madrid",Piso en calle del Águila,Top,LCM37720,,,
107904734,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/14/b0/5b/1327912399.webp,13,,399000.0,flat,sale,70.8,True,1,1,Barrio Fuente del Berro,Madrid,Madrid,Barrio de Salamanca,es,Fuente del Berro,40.4247933,-3.6667006,False,https://www.idealista.com/inmueble/107904734/,"PISO REFORMADO EN BARRIO SALAMANCA Semisotano recién reformado de altas calidades en Fuente del Berro. Esta vivienda se encuentra en la planta baja, tiene 57,49m2 muy bien aprovechados. Se encuentra en una inmejorable ubicación, en una calle tranquila y con todos los servicios necesarios a tan solo unos minutos del centro y del maravilloso parque de ""La quinta de Fuente del berro"", rodeado de tiendas exclusivas y una amplia oferta de ocio. La vivienda cuenta con; un amplio dormitorio con armarios empotrados, espacioso cuarto de baño y salón con cocina integrada con una gran capacidad de almacenaje, equipada con electrodomésticos de alta calidad.   La vivienda cuenta con calefacción y aire acondicionado. Gran oportunidad de inversión ¡listo para entrar a vivir! ¿Te imaginas vivir aquí?  Contacte con nosotros para ver más inmuebles similares.",True,good,False,True,5636.0,False,False,False,False,[],False,False,399000.0,€,,,flat,,"Fuente del Berro, Madrid",Piso,Top,VM2504030,,,
