propertyCode,thumbnail,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,floor,exterior,district,neighborhood,hasLift,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108538926,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6d/46/9e/1347884389.webp,40,290000.0,flat,sale,112.0,4,2,calle Hilados,Madrid,Torrejón de Ardoz,es,40.4435415,-3.4598741,False,https://www.idealista.com/inmueble/108538926/,"A-House le ofrece este piso EXTERIOR PARA ENTRAR A VIVIR situado en TORREJON DE ARDOZ La propiedad está distribuida ACTUALMENTE en salón-comedor con salida a TERRAZA, cocina independiente, cuatro habitaciones (dos de ellas dobles EXTERIORES) y dos baños completos. La vivienda está para REFORMAR con múltiples posibilidades ya que es TODO TABIQUERÍA. El inmueble dispone de armarios empotrados, calefacción central, aire acondicionado, carpintería exterior de PVC-climalit y suelos de parquet. Piso muy LUMINOSO debido a su orientación sureste. Finca del año 1975 con ascensor y trastero. La zona centro-sur de Torrejón de Ardoz goza de una excelente infraestructura de transporte que facilita los desplazamientos tanto dentro del municipio como hacia otros puntos clave de la Comunidad de Madrid. En lo que respecta al transporte ferroviario, la proximidad a la estación de Cercanías Renfe de Torrejón de Ardoz permite un acceso ágil a las líneas C-2 y C-7, que conectan de forma directa con núcleos neurálgicos de la capital como Atocha, Recoletos, Nuevos Ministerios y Chamartín. El transporte interurbano por autobús; 224, que enlaza directamente con el intercambiador de Avenida de América en Madrid. A nivel local, las líneas L1, L2 y L3 aseguran una cobertura eficiente entre los distintos barrios del municipio, facilitando el acceso a servicios esenciales como centros educativos, sanitarios y comerciales. En cuanto al acceso por carretera, la zona está bien conectada con vías de alta capacidad como la A-2, así como con las circunvalaciones M-45 y M-50, lo que permite una comunicación fluida tanto hacia Madrid capital como hacia otras localidades del entorno metropolitano y el aeropuerto Adolfo Suárez Madrid-Barajas. Aproveche esta oportunidad.",False,renew,False,2589.0,False,False,False,False,[],False,False,290000.0,€,,,flat,,"Sureste, Torrejón de Ardoz",Piso en calle Hilados,00186MR01,6,True,Sureste,,True,299000.0,9000.0,3.0
108560794,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d7/36/57/1348489833.webp,23,183000.0,flat,sale,60.0,2,1,Centro,Madrid,San Fernando de Henares,es,40.4235286,-3.5347891,False,https://www.idealista.com/inmueble/108560794/,"GPA-19167 Se vende vivienda ubicada en una tercera planta con ascensor, en una zona inmejorable de San Fernando de Henares. A tan solo 5 minutos a pie del Hospital del Henares y a escasos metros de supermercados como Ahorramás, paradas de autobuses, metro y todo tipo de servicios que facilitan el día a día. Todo ello en una calle tranquila, rodeada de parques y zonas verdes, ideal para quienes buscan comodidad sin renunciar a la tranquilidad. La vivienda cuenta con 60 m² distribuidos en 2 dormitorios, un baño, cocina y salón con salida a una amplia terraza con vistas despejadas. Un espacio con mucho potencial que requiere reforma integral, lo que la convierte en una excelente opción para personalizarla a tu gusto o como inversión. No dejes pasar esta oportunidad de vivir o invertir en una zona consolidada y bien comunicada. ¡Ven a visitarla! Sobre nosotros: GEPPCO es una Inmobiliaria que ofrece, tanto al propietario como al comprador, todos los servicios necesarios para que pueda convertir su sueño en una realidad y, para ello, en todo el proceso, contarás con asesoramiento y gestión de alto nivel con una amplia experiencia de más de 25 años y todo un equipo multidisciplinar en el sector: financiero, inmobiliario y jurídico PVP CON HONORARIOS INCLUIDOS (No están incluidos los gastos notariales ni registrales).",False,renew,False,3050.0,False,False,False,False,[],False,False,183000.0,€,,,flat,,"Centro, San Fernando de Henares",Piso,GPA-19167,3,True,Centro,,True,,,
108406575,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d0/72/4e/1343753063.webp,34,6700000.0,penthouse,sale,410.0,4,5,calle de Almagro s/n,Madrid,Madrid,es,40.4299848,-3.6932292,True,https://www.idealista.com/inmueble/108406575/,"Maravilloso ático con espléndidas vistas en la mejor zona de Almagro. Esta magnifica vivienda se encuentra en la séptima planta con una superficie de 410m2, distribuida en cuatro habitaciones y cada uno con su cuarto de baños en suite, más un aseo para invitados; la habitación principal incluye un vestidor. Destaca por tener un amplio hall recibidor unido a un amplio salón. Se trata de un enclave único, un área residencial muy exclusiva de la capital. La vivienda se encuentra recién reformada y amueblada. Esto junto a una ubicación inmejorable y un cuidado interiorismo hacen de ella una vivienda única, que cuenta además con trastero en el edificio y dos plazas de garaje en finca. La vivienda se encuentra en un edificio situado en una de las mejores calles del barrio de Almagro. La finca cuenta con portero físico 7 días a la semana, ascensor y garaje privado. Se trata de un enclave único, un área residencial muy exclusiva de la capital. Esta zona acoge algunos de los edificios de mayor belleza y representatividad de Madrid. Se trata de una zona aristocrática, con algunas de las embajadas embajadas, hoteles y restaurantes más reconocidos que se pueden encontrar en la actualidad.",False,good,False,16341.0,False,False,False,False,[],False,False,6700000.0,€,True,True,flat,penthouse,"Almagro, Madrid",Ático en calle de Almagro s/n,,6,True,Chamberí,Almagro,True,,,
108922808,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/69/34/3a/1359041379.webp,1,555000.0,flat,sale,145.0,4,2,Zona Carretera del Plantío,Madrid,Majadahonda,es,40.4748235,-3.8691858,False,https://www.idealista.com/inmueble/108922808/,"VIVIENDA EN CESIÓN DE REMATE (NO VISITABLE) EL PLANO ES MERAMENTE COMERCIAL  API-SUR pone a tu disposición este inmueble en CESION DE REMATE. Se requiere pago con fondos propios Las dimensiones de las propiedades ofrecidas en cesiones de remate son aproximadas ya que los datos son contrastados con la nota simple. Se transmitirá el inmueble como cuerpo cierto. Todos los gastos que se puedan generar en la propiedad, tales como, gastos de comunidad, e IBI, se consideran cargas preferentes por lo que serán responsabilidad del adjudicatario.  4 dormitorios con piscina y pista de tenis en zona Carretera del Plantío Majadahonda Este amplio y luminoso piso de 114 m² útiles, ubicado en la zona de Carretera del Plantío, a un paso de todos los servicios, comercios y transporte público. La vivienda cuenta con una excelente distribución: 4 dormitorios con armarios empotrados. 2 baños completos. Espacioso salón-comedor con gran ventanal y salida a terraza Cocina independiente con zona de office y tendedero Además, el piso se encuentra en una urbanización privada con piscina comunitaria, pista de tenis, zonas ajardinadas, trastero y plaza de garaje incluida en el precio. Ideal para familias o como inversión en una zona muy demandada de Majadahonda, tranquila pero perfectamente conectada. No dejes pasar esta oportunidad.",False,renew,False,3828.0,True,False,False,False,[],False,False,555000.0,€,True,True,flat,,"Zona Carretera del Plantío, Majadahonda",Piso,SE-033,2,True,Zona Carretera del Plantío,,True,,,
108691081,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f1/69/6e/1355852179.webp,15,155000.0,flat,sale,49.0,1,1,calle de la Virgen de la Consolación,Madrid,Madrid,es,40.4405278,-3.648262,False,https://www.idealista.com/inmueble/108691081/,"¡Descubre tu nuevo hogar en Madrid! Este encantador local adaptado como vivienda es una oportunidad única para disfrutar de la vida con una excelente ubicación. Con un diseño moderno, cuenta con un acogedor salón que se integra perfectamente con una cocina americana.  Ubicado a pocos pasos de la famosa calle Alcalá, este inmueble se encuentra en una zona privilegiada, cerca del metro de La Concepción y del hermoso parque Calero, perfecto para paseos al aire libre.  Es perfecto para quienes buscan comodidad y funcionalidad.",False,good,False,3163.0,False,False,False,False,[],False,False,155000.0,€,,,flat,,"Concepción, Madrid",Piso en calle de la Virgen de la Consolación,,st,False,Ciudad Lineal,Concepción,False,,,
108902680,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e4/ce/e4/1358428532.webp,29,241000.0,flat,sale,83.0,3,2,Foso-Moreras,Madrid,Aranjuez,es,40.0369292,-3.5940981,False,https://www.idealista.com/inmueble/108902680/,"**Se Vende Ático Abuhardillado en Aranjuez** ¡Oportunidad única de adquirir un hermoso ático abuhardillado en Aranjuez! Este impecable inmueble, situado en una ubicación privilegiada, se encuentra a pocos pasos de colegios, institutos, centro de salud, farmacias y con la parada de autobús prácticamente en la puerta, lo que garantiza comodidad y accesibilidad. El ático cuenta con una superficie total de 84 m² construidos y 78 m² útiles, distribuidos en tres dormitorios amplios y luminosos. El dormitorio principal incluye un baño en suite, ofreciendo privacidad y confort. Todos los dormitorios están equipados con armarios empotrados vestidos, y además, hay otro armario en la entrada para mayor capacidad de almacenamiento. La propiedad se vende totalmente amueblada y con la cocina equipada, lista para habitar. Tiene Aire Acondicionado en el dormitorio principal, y si lo deseas, hay preinstalación de este sistema también en el salón. Este ático incluye una plaza de garaje y un trastero, lo que agrega un valor significativo a la propiedad. Además, dispone de calefacción individual a gas natural y es apto para personas con movilidad reducida, contando con un acceso exterior adaptado. Ubicado en la tercera planta de un edificio con ascensor, construido en 2007 y en muy buen estado, esta vivienda es una excelente opción tanto para vivir como para invertir. ¡No pierdas la oportunidad de hacer de este hermoso ático tu nuevo hogar! Solicita información o visita hoy mismo. [IW].",False,good,False,2904.0,False,False,False,False,[],False,False,241000.0,€,,,flat,,"Foso-Moreras, Aranjuez",Piso,OFI-287-ARANJUEZ,3,True,Foso-Moreras,,True,,,
108651260,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0e/8e/5d/1351087919.webp,37,309000.0,flat,sale,45.0,2,1,calle de Granada,Madrid,Madrid,es,40.4038723,-3.6775134,False,https://www.idealista.com/inmueble/108651260/,"**Piso en Venta en el Corazón de Madrid - Ideal para Reformar** ¡Descubre tu nuevo hogar a solo unos minutos del emblemático Parque El Retiro! Este acogedor piso de 45 m² ofrece un gran potencial para convertirse en el espacio de tus sueños. Con 2 dormitorios, un salón comedor luminoso y una cocina independiente, este inmueble es perfecto para parejas o pequeños núcleos familiares que buscan comodidad y funcionalidad. Ubicado en una finca con ascensor, este segundo piso interior garantiza tranquilidad y comodidad. Las ventanas en todas las estancias permiten que la luz natural inunde cada rincón, creando un ambiente cálido y acogedor. Aunque el piso requiere reformas, esto te brinda la oportunidad de personalizarlo a tu gusto y estilo. La ubicación es inmejorable, con fácil acceso a transporte público, incluyendo autobuses y metro, lo que facilita la comunicación con cualquier parte de la ciudad. Además, estarás rodeado de zonas de ocio, gimnasios y colegios, lo que convierte este lugar en una opción ideal para disfrutar de la vida urbana sin renunciar a la comodidad. No dejes pasar esta oportunidad de adquirir un piso con tanto potencial en una de las mejores zonas de Madrid. ¡Ven a visitarlo y empieza a imaginar cómo sería tu vida aquí!",False,renew,False,6867.0,False,False,False,False,[],False,False,309000.0,€,,,flat,,"Pacífico, Madrid",Piso en calle de Granada,Venta Pacifico,2,False,Retiro,Pacífico,True,319000.0,10000.0,3.0
108506316,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8a/87/fb/1346928338.webp,17,350000.0,chalet,sale,465.0,1,1,avenida de Monte de Batres,Madrid,Batres,es,40.2402917,-3.9301908,False,https://www.idealista.com/inmueble/108506316/,"Promoción Residencial en Batres, provincia de Madrid, de tipología Unifamiliar Pareado, PB+1+Semi sótano, compuesta por 1 vivienda. La nota simple describe la finca como un solar de 2.105 m2. Según la tasación la superficie construida sobre rasante es de 327,24 m² y bajo rasante de 137,99 m². La superficie de la parcela según Catastro es 2.414 m². El % de propiedad que se posee en la finca registral indicada es del 100%. Se estima un avance de obra de un 60%. Con nuestros servicios podrá encontrar el activo residencial y asegurar su inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente.",False,renew,False,753.0,True,False,False,False,[],False,False,350000.0,€,,,chalet,independantHouse,Batres,Casa independiente en avenida de Monte de Batres,CS-19682-0001 SOLVIA STORE ALCOBENDAS,,,,,,,,
108051260,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/31/5a/a5/1332380142.webp,20,260000.0,flat,sale,48.0,2,1,plaza de Redondela,Madrid,Madrid,es,40.4765224,-3.7078837,False,https://www.idealista.com/inmueble/108051260/,"¿Estás buscando una vivienda reformada en una de las zonas más privilegiadas del barrio del Pilar? ¡Entonces esta es tu oportunidad perfecta! Se trata de un local que ha sido convertido en una moderna y acogedora vivienda en la Plaza Redondela, en pleno corazón del barrio del Pilar. La propiedad ha sido completamente reformada con mucho cuidado y atención a los detalles, ofreciendo un espacio cómodo y funcional. Además, cuenta con la posibilidad de añadir un segundo dormitorio y un segundo baño, lo que la hace ideal tanto para familias como para quienes desean tener un espacio adicional o una oficina en casa. Su ubicación es simplemente inmejorable. Está muy cerca de colegios tanto públicos como privados, lo que resulta muy conveniente para familias con niños o estudiantes que buscan residir cerca de sus centros educativos. También se encuentra a poca distancia de farmacias y centros de salud, garantizando acceso fácil y rápido a servicios médicos y de bienestar. Por si fuera poco, la vivienda está a solo 2 minutos del centro comercial La Vaguada, uno de los principales puntos de referencia en la zona, donde podrás encontrar tiendas, restaurantes, cines y todo tipo de servicios de ocio y compras. Esto hace que la vivienda sea perfecta tanto para vivir cómodamente como para invertir en alquiler vacacional, ya que su ubicación estratégica atraerá a muchos inquilinos o turistas que quieran disfrutar de todo lo que la zona ofrece. Además, su excelente comunicación con el transporte público facilita desplazarse por toda la ciudad y sus alrededores, haciendo que todo esté a tu alcance. No dejes pasar esta oportunidad de adquirir una propiedad en una zona tan demandada y con tantas ventajas. Si quieres más información, concertar una visita o simplemente resolver alguna duda, no dudes en contactarnos. ¡Estamos aquí para ayudarte a dar el siguiente paso hacia tu nuevo hogar o inversión! Recuerda, oportunidades como esta no duran mucho. ¡Esperamos tu contacto!",False,good,False,5417.0,False,False,False,False,[],False,False,260000.0,€,,,flat,,"Pilar, Madrid",Piso en plaza de Redondela,,bj,True,Fuencarral,Pilar,True,,,
108843120,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/fd/53/c6/1359398708.webp,58,1460000.0,flat,sale,110.0,2,2,"avenida de Felipe II, 17",Madrid,Madrid,es,40.4241337,-3.6730592,True,https://www.idealista.com/inmueble/108843120/,"Exclusiva vivienda exterior en planta sexta en Avenida Felipe II, 17 – 2 dormitorios, 2 baños – 1.460. 000 € En una de las zonas más cotizadas del barrio de Goya, en plena Avenida Felipe II, presentamos esta magnífica vivienda totalmente exterior, ubicada en una sexta planta de un edificio representativo con portero físico. La propiedad, con una superficie construida generosa y excelente distribución, cuenta con dos amplios dormitorios y dos baños completos, uno de ellos en suite. Desde el salón-comedor, de concepto abierto y con grandes ventanales, se disfruta de una excepcional luz natural durante todo el día y de unas vistas despejadas al emblemático centro comercial Palacio de Hielo y la Plaza de Felipe II. La cocina, moderna y totalmente equipada, está integrada con elegancia en el espacio social, ideal tanto para el día a día como para recibir invitados. Los acabados son de alta calidad, con suelos de madera natural, climatización por conductos y carpintería exterior con doble acristalamiento para un perfecto aislamiento térmico y acústico. Ubicación inmejorable, rodeada de comercios, restaurantes, zonas verdes como el Parque del Retiro, y perfectamente comunicada por transporte público (metro Goya a escasos metros). Una oportunidad única de vivir o invertir en una de las zonas más demandadas del distrito de Salamanca.",False,good,False,13273.0,False,False,False,False,[],False,False,1460000.0,€,,,flat,,"Goya, Madrid","Piso en avenida de Felipe Ii, 17",,5,True,Barrio de Salamanca,Goya,True,,,
108719217,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6b/e0/3f/1353090217.webp,20,245000.0,flat,sale,73.0,3,1,Barrio Águilas,Madrid,Madrid,es,40.374645,-3.7808211,False,https://www.idealista.com/inmueble/108719217/,"Un hogar con alma en Aluche, esperando tu toque personal Imagina llegar a casa, subir las escaleras de un edificio con portal completamente reformado y un ascensor enorme, cómodo y moderno. Estás en la cuarta y última planta, esquina, sin vecinos arriba, con una luz natural maravillosa que entra a raudales gracias a su orientación sureste y su distribución completamente exterior. Este piso de casi 80 m² respira espacio y posibilidades. Tiene tres dormitorios, un baño, y estancias amplias y luminosas que te invitan a imaginar tu nuevo hogar. Aunque está para reformar parcialmente, ya cuenta con elementos importantes como ventanas climalit oscilobatientes, que aportan confort y aislamiento. Ubicado en el barrio de Aluche, una zona tranquila y familiar, con excelente comunicación: Cercano al metro y varias líneas de autobús Rodeado de colegios, centros de salud y comercios Todos los servicios al alcance y con acceso rápido al centro de Madrid Ya sea tu primera vivienda, un nuevo comienzo o una inversión con futuro, este piso tiene algo especial. Espacio, luz, ubicación y muchas posibilidades. 73 m² construidos | 69 m² útiles 4ª planta Orientación sureste Todo exterior Ventanas climalit oscilobatientes Ven a conocerlo. Si te dejas llevar, verás más que un piso: verás tu próximo hogar.",False,renew,False,3356.0,False,False,False,False,[],False,False,245000.0,€,,,flat,,"Águilas, Madrid",Piso,,4,True,Latina,Águilas,True,250000.0,5000.0,2.0
108559080,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/70/ed/e8/1348449732.webp,12,840000.0,flat,sale,60.0,2,1,calle de Hermosilla,Madrid,Madrid,es,40.4271638,-3.683756,False,https://www.idealista.com/inmueble/108559080/,"Atractivo apartamento situado en la mejor calle del corazón de Recoletos, uno de los distritos más demandados y vibrantes de Madrid. A solo un paso de la emblemática calle Velázquez, esta propiedad combina una ubicación inmejorable con un entorno privativo y tranquilo. Actualmente alquilado, cuenta con un dormitorio y una cocina independiente, lo que lo convierte en una opción ideal para quienes buscan una inversión segura en un barrio cotizado. El apartamento se encuentra en un edificio de los años 70, caracterizado por su estructura sólida y bien cuidada. Su orientación hacia un amplio patio de manzana al sur permite que la luz natural inunde todos los espacios, creando un ambiente cálido y acogedor. Sus grandes ventanales no solo proporcionan luminosidad, sino que también ofrecen la tranquilidad para la estancia y el descanso, lo realza la experiencia de vivir en esta maravillosa propiedad. Otra de las grandes ventajas de este inmueble es la posibilidad de reformarlo según tus necesidades, ya que se puede convertir en un cómodo apartamento de dos dormitorios y dos baños. Esto lo convierte en una opción aún más atractiva para potenciales inquilinos o propietarios. En el competitivo mercado inmobiliario de Madrid, la localización y el potencial de reforma hacen de este apartamento una inversión asegurada.",False,good,False,14000.0,True,False,False,False,[],False,False,840000.0,€,,,flat,,"Recoletos, Madrid",Piso en calle de Hermosilla,,2,False,Barrio de Salamanca,Recoletos,True,,,
108856705,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/00/06/21/1359059718.webp,25,255000.0,chalet,sale,156.0,3,4,"calle Ana María Matute, 6",Madrid,Ciempozuelos,es,40.1641484,-3.6240623,True,https://www.idealista.com/inmueble/108856705/,"Descubre tu nuevo hogar en Ciempozuelos: una impresionante vivienda unifamiliar adosada de 156 m² construidos, perfecta para disfrutar de la vida en familia. Este chalet de tres niveles cuenta con una planta baja que alberga una cocina funcional y operativa, una amplia sala comedor con acceso directo a un patio con piscina, ideal para relajarte y entretener a tus seres queridos. En la planta alta, la habitación principal te ofrece un baño privado, vestidor y una terraza con vistas a la piscina, mientras que dos habitaciones secundarias comparten un baño común. Además, el desván es un espacio versátil que puedes adaptar a tus necesidades, ya sea como habitación extra, estudio o sala de entretenimiento. Con una ubicación inmejorable, cerca de la entrada principal del municipio, esta propiedad es una oportunidad que no querrás dejar pasar.  Hemos creado unas fabulosas imágenes de ciertos espacios del inmueble, para que veas lo increíblemente hermoso que puede quedar con ciertas remodeliaDescubre tu nuevo hogar en Ciempozuelos: una impresionante vivienda unifamiliar adosada de 156 m² construidos, perfecta para disfrutar de la vida en familia. Este chalet de tres niveles cuenta con una planta baja que alberga una cocina moderna, una amplia sala comedor con acceso directo a un encantador patio con piscina, ideal para relajarte y entretener a tus seres queridos. En la planta alta, la habitación principal te ofrece un baño privado, vestidor y una terraza con vistas a la piscina, mientras que dos habitaciones secundarias comparten un baño común. Además, el desván es un espacio versátil que puedes adaptar a tus necesidades, ya sea como habitación extra, estudio o sala de entretenimiento. Con una ubicación inmejorable, cerca de la entrada principal del municipio, esta propiedad es una oportunidad que no querrás dejar pasar. Hemos creado unas imágenes especialmente para que veas como quedaría conciertas remodelaciones. ¡Contáctame hoy mismo para más información!",True,good,False,1635.0,False,False,False,False,[],False,False,255000.0,€,True,True,chalet,terracedHouse,"San Benito - Soledad - Hispanidad, Ciempozuelos","Chalet adosado en calle Ana María Matute, 6",RT0015,,,San Benito - Soledad - Hispanidad,,,,,
106700477,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c4/95/cb/1291395223.webp,28,379000.0,duplex,sale,147.0,4,3,Abantos - Carmelitas,Madrid,San Lorenzo de El Escorial,es,40.5942868,-4.1434908,False,https://www.idealista.com/inmueble/106700477/,"Dúplex en Estación, con 147 m² construidos, 4 dormitorios, 3 baños, 1 garaje/s, buen estado, exterior, planta 2, cocina amueblada, ascensor, orientación sur, entre 10 y 15 años, piscina comunitaria, 3 plantas del edificio, combustible aerotermia, agua caliente individual, gastos de comunidad/mes de 128 €, cuota ibi: 661,94€. Precioso dúplex con cuatro dormitorios, uno de ellos en la planta de acceso y con baño en suite. Tiene una amplia cocina, dotada de mucho espacio de almacenaje, con un pequeño espacio con la caldera de aerotermia y con la posibilidad de tender ahí.  En esta misma planta tiene también un salón cómodo, con espacio para una mesa de comedor, y área de descanso. Tiene un balcón orientado al sur.  En la planta de arriba encontramos tres dormitorios. Todos ellos con armarios empotrados. Dos de estos dormitorios comparten baño. El dormitorio principal cuenta con una ventana de ojo de buey, un amplio armario y su baño en suite.  La comunidad de vecinos cuenta con piscina. El piso cuenta además con plaza de garaje que se vende incluido en precio tiene 14,75 m2.  A tres minutos de la estación de autobús, supermercado, farmacia y colegios. , cinco minuto del Monasterio y del ayuntamiento.",True,good,False,2578.0,True,False,False,False,[],False,False,379000.0,€,True,True,flat,duplex,"Abantos - Carmelitas, San Lorenzo de El Escorial",Dúplex,A038,2,True,Abantos - Carmelitas,,True,,,
108735956,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6c/0b/81/1353624541.webp,19,399500.0,penthouse,sale,80.0,4,2,Barrio El Caño- Maracaibo,Madrid,Las Rozas de Madrid,es,40.4939037,-3.8698906,False,https://www.idealista.com/inmueble/108735956/,"LAS ROZAS DE MADRID, ESTACIÓN. ÁTICO DÚPLEX presentamos en exclusiva este fantástico ático dúplex, la vivienda se encuentra en la última planta del edificio, por lo que no tiene vecinos arriba, lo que garantiza tranquilidad y privacidad. Distribución ideal: 2 habitaciones en planta baja 2 habitaciones adicionales en planta superior 2 baños completos, uno de ellos en la planta alta. Plaza de garaje incluida en el precio Tarima flotante en toda la vivienda, ventanas dobles de climalit, perfecto aislamiento térmico y acústico y preinstalación de aire acondicionado Ubicación privilegiada, con excelente comunicación y todos los servicios a pocos minutos. Este inmueble es ideal tanto para familias, como para parejas que buscan un hogar versátil con espacio adicional para despacho, gimnasio o invitados. ¡No dejes pasar esta oportunidad única de vivir en un ático dúplex con todas las comodidades!",False,good,False,4994.0,False,False,False,False,[],False,False,399500.0,€,True,True,flat,penthouse,"El Caño- Maracaibo, Las Rozas de Madrid",Ático,V14393.1,3,,Rozas Centro,El Caño- Maracaibo,,,,
108826853,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9b/67/90/1356272640.webp,13,640000.0,flat,sale,71.0,2,2,"calle de Maudes, 54",Madrid,Madrid,es,40.4450087,-3.6970466,True,https://www.idealista.com/inmueble/108826853/,"¡Descubre este espectacular piso de 71 m² catastrales que combina confort y estilo! Situado en una tercera planta con ascensor, este hogar ha sido cuidadosamente reformado y amueblado, listo para entrar a vivir. Su amplio salón comedor se llena de luz natural gracias a su orientación sur y este, creando un ambiente acogedor y cálido.  El piso cuenta con dos habitaciones dobles equipadas con armarios empotrados, perfectas para maximizar el espacio de almacenamiento. Además, dispone de un baño completo que ofrece comodidad y funcionalidad. La calefacción eléctrica y el aire acondicionado aseguran el bienestar en cualquier época del año. Ubicado en una zona privilegiada, a pocos pasos del Paseo de la Castellana, tendrás a tu alcance una variada oferta de restaurantes y supermercados. Este piso es ideal tanto para parejas como para familias que buscan un hogar tranquilo y privado, ya que da a dos patios interiores. ¡No dejes pasar esta oportunidad única!",False,good,False,9014.0,False,False,False,False,[],False,False,640000.0,€,,,flat,,"Nuevos Ministerios-Ríos Rosas, Madrid","Piso en calle de Maudes, 54",,3,False,Chamberí,Nuevos Ministerios-Ríos Rosas,True,649000.0,9000.0,1.0
108884784,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c5/d3/ce/1357908022.webp,22,720000.0,flat,sale,125.0,3,2,"calle del Condado de Treviño, 2",Madrid,Madrid,es,40.4765935,-3.6732584,True,https://www.idealista.com/inmueble/108884784/,"Piso en venta en calle Condado de Treviño.  - Vivienda recaer reformada, se hizo división y se hicieron dos apartamentos, con calidades de lujo y realizado por decorador de prestigio. - VIVIENDA 1. Dispone de 2 habitaciones y salón cocina y cuarto de baño completo, la cocina es totalmente equipada, los techos tienen una altura de unos 3,80 cm de altura y todos los materiales son de primera calidad, Armarios hasta el techo con gran capacidad y lacados, Aire acondicionado en toda la vivienda por conductos,  - VIVIENDA 2. Lo mismo que la vivienda nº1 pero con un solo dormitorio muy grande. Esta vivienda no esta segregada en registro, se hizo asi para inversión y alquiler de manera individual, por lo que para un inversionista es ideal,  - Se puede reconvertir de nuevo en una vivienda única con unos 125 metros útiles aprox. y es una reforma sencilla. - La comunidad dispone de los siguientes servicios: - Piscina de verano de gran tamaño - Piscina de invierno climatizada para invierno - Sauna - Padel - Tenis - Parking de invitados  - Gimnasio - Vigilancia 24 horas -  - La calefacción es de aire acondicionado por conductos, pero dispone la posibilidad de poner caldera de gas pues las tomas están en la entrada de la vivienda. - Cualquier duda por favor llamenos sin compromiso...",False,good,False,5760.0,False,False,False,False,[],False,False,720000.0,€,,,flat,,"Costillares, Madrid","Piso en calle del Condado de Treviño, 2",,1,True,Ciudad Lineal,Costillares,True,,,
108716123,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e7/ce/75/1352991390.webp,40,450000.0,chalet,sale,200.0,4,3,CL MARCELO MARTIN BRAVO,Madrid,Collado Villalba,es,40.6265766,-4.0128384,False,https://www.idealista.com/inmueble/108716123/,"LEODOMUS REALTOR VENDE ESTE ADOSADO LISTO PARA ENTRAR A VIVIR Ubicado en una zona tranquila de Collado Villalba pero cerca del transporte público y de todos los servicios, bares, instituto y de la laguna. Si quieres paz sin estar desconectado/a del mundo, esta es tu casa. La urbanización cuenta con piscina y garaje subterraneo con plazas privadas. El adosado se distribuye en cuatro plantas. En planta baja encontramos un amplio salón comedor con salida al patio trasero privado, cocina independiente y un aseo. Bajando una planta accedemos al semisótano con ventana donde se encuentran los cuartos de calderas, el acceso al garaje (plaza de 14m2) y un espacio muy amplio listo para cualquier uso. En la primera planta cuenta con tres habitaciones, una de ellas con baño en suite, y un baño que da servicio a las otras dos. Estas tres habitaciones tienen terraza y armarios empotrados. Por último, en la buhardilla que puede utilizarse como cuarta habitación o segundo salón de la casa también cuenta con una terraza grande y muy soleada. Suelos de tarima, escaleras de mármol, ventanas de aluminio con rotura de puente térmico, calefacción individual de gasóil, piscina, urbanización cerrada, sin goteras ni humdades. Lista para entrar a vivir. NO DUDES EN LLAMARNOS PARA AMPLIAR INFORMACION.",False,good,False,2250.0,False,False,False,False,[],False,False,450000.0,€,True,True,chalet,terracedHouse,"Parque de la Coruña - Las Suertes, Collado Villalba",Chalet adosado en Cl Marcelo Martin Bravo,,,,Parque de la Coruña - Las Suertes,,,,,
