propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,floor,exterior,district,neighborhood,hasLift,parkingSpace.parkingSpacePrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,newDevelopmentFinished
99974836,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e3/1e/55/1063606428.webp,3984,68,5000000.0,flat,sale,400.0,5,5,calle de Velázquez,Madrid,Madrid,es,40.4290468,-3.6852231,False,https://www.idealista.com/inmueble/99974836/,"Álvora Capital Properties, consultora inmobiliaria de alta calidad en la gestión de activos prime en Madrid, vende fabulosa vivienda recién reformada a estrenar, en una cuarta planta exterior, enclavado en un edificio singular del arquitecto Gutiérrez Soto, ubicado en una de las avenidas más carismáticas del Barrio de Salamanca, en el epicentro de la ""Milla de Oro"", en la intersección de la calle Velázquez con la calle José Ortega y Gasset. Destacamos su gran exterioridad por contar con una distribución en esquina, con tres orientaciones, proporcionando gran luminosidad en todas las estancias.  La vivienda cuenta con unos 400m² aproximadamente con una magnífica distribución: nos recibe a la vivienda un gran hall de acceso, con un aseo de cortesía, y un gran despacho (que podría ser un dormitorio de familia). De frente encontramos el maravilloso salón-comedor de gran tamaño orientado a la calle. Unido a una sala de estar o un dormitorio de familia con baño en suite. A continuación, se ubica la excelente cocina, en isla, totalmente equipada con todos los electrodomésticos Gaggenau, área de lavandería, dormitorio, baño y acceso de servicio.  Finalmente y totalmente independizado del resto de la vivienda, se ubica la impresionante suite principal con espacioso baño y vestidor. Otro dormitorio con baño y posibilidad de hacer otro dormitorio. Dispone además de una plaza de garaje en el mismo edificio, en el garaje dispone además de un recinto para chofer, guardaespaldas o personal de seguridad. Trastero, servicios centrales y servicios de portería los siete días de la semana con vivienda en la propia finca. La finca cuenta una zona de juegos de la comunidad, en la parte lateral y trasera del edificio. La vivienda se ha rehabilitado con los mejores materiales del mercado.",True,good,False,12500.0,True,True,False,False,[],False,False,5000000.0,€,True,True,flat,,"Recoletos, Madrid",Piso en calle de Velázquez,4,True,Barrio de Salamanca,Recoletos,True,,,,,
107980515,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/64/8a/e1/1342236726.webp,07302,30,245000.0,duplex,sale,100.0,3,2,Colmenarejo,Madrid,Colmenarejo,es,40.5625893,-4.0198151,False,https://www.idealista.com/inmueble/107980515/,"! NO COBRAMOS HONORARIOS A COMPRADOR! Amplio dúplex reformado de 100 m² en el centro de Colmenarejo con 2 plazas de garaje Te presentamos este acogedor dúplex de 100 m² construidos, recientemente reformado, ubicado en una de las mejores zonas de Colmenarejo: el centro del pueblo, con todos los servicios al alcance de la mano. La vivienda se distribuye en dos plantas y cuenta con 3 dormitorios amplios y luminosos, perfectos para una familia, para teletrabajar o incluso como opción de inversión para alquilar. Dispone además de 2 baños completos, reformados con un estilo actual y funcional. La reforma reciente ha mejorado notablemente el confort del inmueble, por lo que está listo para entrar a vivir. El inmueble se encuentra a escasos minutos andando de todo lo que necesitas en tu día a día: supermercados, colegios, farmacias, parques, paradas de autobús y otros comercios. Además, su cercanía al campus de la Universidad Carlos III lo convierte en una excelente opción también para inversores que busquen rentabilidad. Como valor añadido, incluye dos plazas de garaje, situadas a tan solo 2 minutos a pie de la vivienda, una gran ventaja en la zona. Si estás buscando un hogar cómodo, bien ubicado y con espacio para crecer, esta es una gran oportunidad. ¡No dudes en contactarnos para más información o concertar tu visita!",True,good,False,2450.0,True,True,False,True,[],False,False,245000.0,€,True,True,flat,duplex,Colmenarejo,Dúplex,2,True,,,False,,,,,
107638742,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/17/b8/53/1339805956.webp,DA206827,37,810000.0,duplex,sale,182.0,3,3,Sector S,Madrid,Boadilla del Monte,es,40.4101604,-3.8819343,False,https://www.idealista.com/inmueble/107638742/,"Ático Dúplex en Centro Boadilla: Exclusividad y Elegancia Presentamos un Ático Dúplex en el Centro de Boadilla, una joya que combina la elegancia y el confort con extraordinarias vistas. Este espectacular inmueble de 182 metros cuadrados construidos se distribuye en dos plantas, ofreciendo una experiencia de vida incomparable. Al ingresar a este impresionante dúplex, serás recibido por una atmósfera de lujo y sofisticación. La vivienda cuenta con tres amplias terrazas, perfectas para disfrutar de momentos de relajación al aire libre con vistas panorámicas que te dejarán sin aliento. Además, dispone de tres plazas de garaje, asegurando que siempre tendrás espacio para tus vehículos y los de tus invitados. Con tres dormitorios principales y tres baños (dos completos y un aseo), este inmueble está diseñado para ofrecer el máximo confort y privacidad. Los dormitorios son espaciosos y luminosos, con armarios empotrados que brindan un amplio espacio de almacenamiento. La cocina, equipada con las mejores calidades, es el lugar ideal para preparar deliciosas comidas y compartir momentos especiales con la familia. El salón independiente es un espacio acogedor y elegante, perfecto para recibir a tus invitados o disfrutar de una tranquila noche en casa. La vivienda está equipada con aire acondicionado, calefacción, y cuenta con puerta blindada para garantizar la seguridad y tranquilidad de sus habitantes.  El Barrio: Boadilla del Monte Boadilla del Monte es una de las zonas más exclusivas del noroeste de Madrid, conocida por su ambiente tranquilo y seguro, ideal para familias. Este barrio ofrece una excelente calidad de vida, con numerosos servicios y comodidades a poca distancia.  Este municipio ofrece una educación de primera calidad, supermercados de compras y ocio. El Centro Comercial El Palacio es una excelente opción, ofreciendo una variedad de tiendas, restaurantes y entretenimiento. En cuanto a transporte, este dúplex cuenta con una ubicación privilegiada. Las líneas de metro más cercanas son ML3, que te conectan fácilmente con el resto de Madrid. Además, las líneas de autobuses 571 y 573 garantizan una movilidad cómoda y rápida por la zona.  GILMAR: Tu Compañía de Confianza Desde 1983, GILMAR ha estado ayudando a sus clientes a encontrar la casa de sus sueños. Con un equipo de profesionales dedicados y apasionados, ofrecemos un servicio excepcional y personalizado para cada cliente. Nuestra experiencia y conocimiento del mercado inmobiliario nos permite ofrecer las mejores opciones y asesoramiento en cada etapa del proceso de compra. Para más información sobre este espectacular inmueble, no dudes en contactarnos. Facilítanos la referencia 206827 para que nuestro equipo pueda asistirte de manera más eficiente. - Dirección de la oficina: Glorieta Virgen María, 7 - Teléfono:  - Email:  ¡Esperamos poder ayudarte a encontrar tu nuevo hogar!",True,good,False,4451.0,True,True,False,False,[],False,False,810000.0,€,True,True,flat,duplex,"Sector S, Boadilla del Monte",Dúplex,3,True,Sector S,,True,,,,,
103702995,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a9/b7/d5/1197595012.webp,POZ40154,82,5975000.0,chalet,sale,700.0,7,6,Barrio La Finca,Madrid,Pozuelo de Alarcón,es,40.4081258,-3.811227,False,https://www.idealista.com/inmueble/103702995/,"Lucas Fox se complace en presentar esta fabulosa villa exclusiva sobre una espectacular parcela de 4170 m² ubicada en la reconocida urbanización de La Finca, en Pozuelo de Alarcón, una de las más exclusivas de la capital.    Descubra la culminación de la sofisticación residencial en el proyecto de vivienda unifamiliar de obra nueva, diseñado magistralmente por el reconocido estudio de arquitectura Bueso-Inchausti-Rein, ubicado en el prestigioso enclave de La Finca en Pozuelo, Madrid.  Este exclusivo proyecto presenta una sinfonía arquitectónica que fusiona la elegancia moderna con la comodidad práctica. Goce de una ubicación inigualable que otorga proximidad a servicios de élite, instituciones educativas de renombre y una exquisita oferta de entretenimiento.  La obra maestra arquitectónica de Bueso-Inchausti-Rein garantiza una expresión contemporánea que redefine el concepto de lujo. Cada detalle ha sido meticulosamente concebido para brindar una fusión perfecta de funcionalidad y estética, creando un escenario incomparable para la vida de aquellos que aprecian lo extraordinario.  La amplitud y luminosidad definen los espacios, acentuados por generosos ventanales que permiten la entrada abundante de luz natural. Acabados de la más alta calidad y tecnología de vanguardia se entrelazan para ofrecer una experiencia de vida incomparable.  La casa se ubica en una parcela que colinda con una zona de parque protegida y no tiene vecinos, de tal modo que la privacidad es absoluta. El estilo de la villa es contemporáneo y consta de un total de tres plantas: dos plantas principales más la buhardilla. Se ha adaptado a la geometría rectangular de la parcela rectangular, con varias zonas de acceso desde el jardín a la casa que permiten una fluidez entre los espacios interiores y exteriores. El proyecto se ha concebido para que sus formas y orientaciones favorezcan la captación de la energía solar.  El interior de esta villa única destaca por sus altos techos que maximizan la amplitud de los espacios y por ofrecer máximo lujo y confort. Al entrar en la vivienda, nos recibe un amplio recibidor que da paso a los espacios principales de la casa. En el ala oeste, encontramos la sala principal, completamente diáfana y organizada en distintos ambientes. Desde aquí, conectamos directamente con la cocina, amplia y luminosa, con acceso directo al jardín.  Desde el recibidor, accedemos a una estancia dedicada a la oficina, con una espectacular iluminación natural, gracias a su magnífica orientación sureste. A continuación, encontramos un dormitorio con baño completo y vestidor, que puede dedicarse a dormitorio principal, al tener una ubicación privilegiada en la planta de acceso, o bien puede servir como dormitorio de invitados. En esta misma planta, junto al recibidor, se dispone el aseo de cortesía, el ascensor y la escalera principal y de servicio.  En la primera planta, nos encontraremos la zona de noche. En esta planta, encontramos un total de cuatro dormitorios: tres dormitorios secundarios y el maravilloso dormitorio principal. Todos los dormitorios se han diseñado con el máximo confort de lo que una vivienda del máximo lujo demanda, con amplios baños y vestidores. El principal goza de la orientación más privilegiada, así como una gran terraza donde poder disfrutar de los primeros rayos del sol del día. El amplio baño viene equipado con las máximas calidades y con una bonita bañera y un excelente vestidor.  En la planta superior, nos encontramos la buhardilla, donde se ubicaran los espacios anexos de la casa, como el área de servicio con dormitorio independiente, el área de lavado y planchado y el cuarto trastero o área de juegos para los más pequeños.",True,good,False,8536.0,True,True,False,False,[],False,False,5975000.0,€,True,True,chalet,independantHouse,"La Finca, Pozuelo de Alarcón",Casa independiente,,,Zona Prado de Somosaguas - La Finca,La Finca,,,,,,
108455842,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d9/08/a0/1354081611.webp,BARANDA4,28,815000.0,flat,sale,106.0,4,1,calle del Alcalde Sainz de Baranda,Madrid,Madrid,es,40.4175065,-3.6767916,False,https://www.idealista.com/inmueble/108455842/,"ESTUDIO HOME MADRID OFRECE magnífica vivienda de 106 m2, con plaza de garaje, en cuarta planta interior, con orientación sur-este, a escasos 100 metros del parque del Retiro, semi esquina a la calle Narváez. Según la distribución actual, la vivienda consta de salón comedor; cocina con office; cuatro dormitorios; cuarto de baño completo, hall de entrada y pasillo distribuidor. Todas las estancias disponen de ventanas. Dispone de plaza de garaje en ubicación cercana a la vivienda. En cuanto a sus calidades, la vivienda cuenta con puerta de entrada blindada; suelo de parque en toda la vivienda, menos en cocina y cuarto de baño que son de gres; cerramientos exteriores con ventanas de aluminio, carpintería interior en madera, con un amplísimo armario empotrado en uno de los dormitorios y otro de menor tamaño en el pasillo; cuenta con maletero, la altura de los techos es de 3,60 m. aire acondicionado con bomba de calor/frio por Split en salón y un dormitorio y calefacción central. Finca con magnifico portal con dos núcleos de escaleras y 2 ascensores, rampa con acceso para personas con movilidad reducida, servicio de conserjería de 8 horas de lunes a viernes y portero automático.  Está ubicada en la zona centro de la ciudad de Madrid, dentro del distrito municipal de Retiro, en el barrio Ibiza-Retiro. Zona con todos los servicios (centros médicos, centros deportivos, restaurantes, supermercado, bancos, …), a 3 minutos al Parque del Retiro, colegios CEIP Escuela Aguirre, colegio Santa María del Pilar, colegio de Fomento Los Olmos, IES La Estrella…hospitales como el hospital General Universitario Gregorio Marañón, hospital Universitario Infantil Niño Jesús, etc.  La ubicación es inmejorable, con acceso inmediato a transporte público, autobuses de la EMT líneas 2, 15, 20, 26, 5, N8 en la puerta, metro de Madrid Sainz de Baranda, Ibiza y Goya líneas (2, 6 y 9), equidistantes al domicilio conexión rápida con la M-30 y una amplia oferta de servicios. ESTUDIO HOME MADRID, agencia inmobiliaria con 20 años de experiencia en el sector, les ofrece asesoramiento jurídico, fiscal y financiero, realizando un seguimiento personalizado durante todo el proceso de compraventa.  Agencia inmobiliaria inscrita en el RAIN (Registro de Agentes Inmobiliarios de la Comunidad de Madrid).",True,renew,False,7689.0,True,True,False,False,[],False,False,815000.0,€,True,False,flat,,"Ibiza, Madrid",Piso en calle del Alcalde Sainz de Baranda,4,False,Retiro,Ibiza,True,30000.0,,,,
105191525,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/27/b5/ba/1244631655.webp,BHHS-MAD-0243,31,415000.0,flat,sale,68.0,1,2,Barrio Ventas,Madrid,Madrid,es,40.4326327,-3.6541896,False,https://www.idealista.com/inmueble/105191525/,"Fantástico dúplex tipo LOFT con uso residencial de obra nueva, junto a calle Alcalá y metro El Carmen. Exterior y muy luminoso, diseñado con espacios abiertos, salón a doble altura, amplia cocina integrada al salón, lo que brinda una gran libertad a la hora de vivir el día a día.",True,good,False,6103.0,True,True,True,False,[],False,False,415000.0,€,,,flat,,"Ventas, Madrid",Piso,bj,True,Ciudad Lineal,Ventas,False,,,,,
103148614,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cc/fe/79/1179835638.webp,,53,2500000.0,chalet,sale,500.0,11,11,Barrio Valdemarín,Madrid,Madrid,es,40.4677296,-3.7933893,False,https://www.idealista.com/inmueble/103148614/,"Valdemarín: chalet independiente en 1 sola planta de 500m2 sobre parcela de 2.500m2 casa principal con 6 dormitorios y 6 baños casa de invitados con 3 dormitorios y 3 baños casita de madera de la piscina con 2 dormitorios y 2 baños. Con 2 entradas de coches y 2 entradas peatonales. Disponemos de una gran oferta de propiedades en exclusiva, que no están publicadas en portales inmobiliarios. Consulte nuestra página web ""jaime valcarce"".",True,renew,False,5000.0,True,True,False,False,[],False,False,2500000.0,€,True,True,chalet,independantHouse,"Valdemarín, Madrid",Casa independiente,,,Moncloa,Valdemarín,,,,,,
108766583,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0e/8f/50/1355937045.webp,DP212109,28,395000.0,flat,sale,146.0,3,3,Los Valles,Madrid,Collado Villalba,es,40.640624,-4.008627,False,https://www.idealista.com/inmueble/108766583/,"En el corazón de la zona de Los Valles, en la prestigiosa zona del Noroeste de Madrid, se encuentra este espectacular piso de 133 m² que redefine el concepto de confort y calidad de vida. Diseñado para quienes buscan un hogar que combine elegancia y funcionalidad, esta vivienda ofrece tres espaciosos dormitorios y dos baños y aseo ideal para familias o quienes deseen disfrutar de un ambiente amplio y cómodo. La orientación sureste garantiza una luminosidad excepcional durante todo el día, realzada por una acogedora terraza de 8 m² que invita a disfrutar de momentos al aire libre. Además incluye una plaza de garaje y trastero. La propiedad forma parte de una exclusiva urbanización con zonas comunes, donde destacarás por la calidad de sus instalaciones. Aquí encontrarás una piscina que se convierte en el epicentro de relajación durante los meses más cálidos, un jardín perfectamente cuidado que aporta frescura y tranquilidad, y un tendedero para mayor comodidad en el día a día. Además, la vivienda incluye una plaza de garaje y un práctico trastero, características esenciales para quienes valoran la funcionalidad en su hogar. La ubicación es inmejorable: Collado Villalba es conocida por su excelente conectividad y por ser una de las zonas más demandadas en el Noroeste de Madrid. A menos de 10 kilómetros se encuentra el Colegio Peñalara, reconocido por su calidad educativa. Para los amantes de las compras y el ocio, el Centro Comercial Los Valles está a tan solo unos minutos, ofreciendo una amplia variedad de tiendas, restaurantes y servicios. En términos de transporte público, las líneas de autobuses cercanas incluyen la 1 y la 4, que conectan eficazmente con los puntos clave de la localidad. La estación de Cercanías Villalba, perteneciente a las líneas C3 y C8, garantiza un acceso rápido y cómodo a Madrid capital y otras áreas metropolitanas. Collado Villalba es un enclave que combina la tranquilidad de la sierra madrileña con la comodidad de contar con todos los servicios a mano. Rodeado de naturaleza, pero con un vibrante ambiente urbano, este barrio es perfecto para quienes buscan un equilibrio entre calidad de vida y accesibilidad. Su cercanía a la A-6 facilita el acceso en coche a Madrid y otras localidades importantes, convirtiéndolo en una opción muy atractiva para profesionales y familias. Desde 1983, GILMAR se ha consolidado como una referencia en el sector inmobiliario, ayudando a miles de clientes a encontrar la casa de sus sueños. Con una trayectoria marcada por la excelencia y el compromiso, ponemos a tu disposición un equipo de expertos que te acompañará en cada paso del proceso de compra. Si deseas más información sobre esta propiedad, no dudes en contactar con nuestro equipo en la oficina de Villalba, ubicada en C/ Rincón de las Heras 3 (Centro Comercial Los Valles). Llámanos al ** ** o envíanos un correo a ****, indicando la referencia **212109**. Estaremos encantados de ayudarte a descubrir tu próximo hogar.",True,good,False,2705.0,True,True,False,False,[],False,False,395000.0,€,True,True,flat,,"Los Valles, Collado Villalba",Piso,3,True,Los Valles,,True,,,,,
107622532,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3e/e6/ff/1317900903.webp,,70,3950000.0,flat,sale,480.0,4,4,avenida de Luis García Cereceda,Madrid,Pozuelo de Alarcón,es,40.4078701,-3.8010346,False,https://www.idealista.com/inmueble/107622532/,"Propiedades Pozuelo vende o Alquila en La Finca, vivienda de lujo a estrenar en primera línea de las Villas Sky dentro del complejo más exclusivo de Luis Garcia Cereceda. Bajo de 480m2 con gran jardín que bordea la vivienda con piscina privada y espectacular vistas al campo de golf. Un amplio hall de entrada que se abre a un family room para diversos usos, que organiza y divide la casa en dos zonas.  De un lado nos encontramos la zona de diario: Aseo de cortesía, salón con chimenea y comedor independiente comunicado con su espaciosa cocina con isla formando un open space, que logra gran luminosidad a su zona de recibo.  La cocina cuenta con electrodomésticos de alta gama y salida a una terraza.  Toda esta zona se encuentra abierta a su porche y jardín de orientación sur con piscina. También cuenta con la zona de servicio compuesta por dormitorio y baño incorporado, zona de lavadero con tendedero y despensa  Completa esta área de la casa un pasillo de armarios con gran capacidad de almacenaje. - La zona de noche: se compone de tres dormitorios en suite (antes cuatro).  Espectacular dormitorio principal, con un gran vestidor y baño en suite con plato de ducha y bañera.  Otros dos dormitorios más en suite, ambos con salida a terraza y uno de ellos es doble con fantástico vestidor. Además esta zona cuenta con gran guardarropa. Dispone de 5 plazas de garaje y trastero. La urbanización de lujo tiene una gran piscina desbordante, gimnasio, Kids Club. , amplios jardines.  La seguridad y la privacidad son su sello de identidad. -.",True,good,False,8229.0,True,True,False,False,[],False,False,3950000.0,€,True,True,flat,,"La Finca, Pozuelo de Alarcón",Piso en avenida de Luis García Cereceda,bj,True,Zona Prado de Somosaguas - La Finca,La Finca,True,,,,,
108747926,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/69/69/b6/1356296748.webp,DP211626,36,740000.0,chalet,sale,289.0,5,3,Colmenarejo,Madrid,Colmenarejo,es,40.5635094,-4.0146396,False,https://www.idealista.com/inmueble/108747926/,"Descubre esta magnífica propiedad, un chalet independiente en Colmenarejo que combina a la perfección comodidad, estilo y un entorno natural inigualable. Con 289 m² construidos en una parcela de 1.605 m², esta vivienda se distribuye en una sola planta, lo que la hace especialmente práctica y funcional. Su diseño rústico, cálido y elegante, se complementa con una espectacular orientación suroeste que garantiza luminosidad durante todo el día. El chalet dispone de cinco amplios dormitorios y tres baños, siendo el dormitorio principal una suite con acceso a una gran terraza privada. La cocina, de 15 m², está diseñada con un encantador toque rústico y cuenta con una zona office que invita a disfrutar de momentos en familia. Además, la vivienda incluye un salón espacioso de 50 m², un despacho o zona de estar, y áreas dedicadas a servicios como lavandería y cuarto de caldera. Pero lo que realmente destaca de esta propiedad es su zona de cuadras para caballos, ideal para los amantes de la equitación o quienes buscan un espacio único y exclusivo. El jardín, de 1.300 m², es un oasis de tranquilidad donde podrás disfrutar de la naturaleza en su máximo esplendor. Su suelo de gres catalán y las carpinterías de madera, tanto interior como exterior, aportan un carácter acogedor y atemporal a la vivienda.  Entorno y servicios Situada en el encantador municipio de Colmenarejo, esta propiedad se encuentra en una de las zonas más tranquilas y exclusivas de la sierra noroeste de Madrid. A menos de 10 kilómetros, encontrarás el prestigioso Colegio Gredos San Diego Las Suertes, reconocido por su excelencia académica. Para tus compras y ocio, el Centro Comercial Espacio Torrelodones se encuentra a un cómodo trayecto en coche. En cuanto a transporte, las líneas de autobuses 631 y 635 conectan Colmenarejo con Madrid y localidades cercanas, como Galapagar y Villalba. Si necesitas acceso a líneas de cercanías, la estación de Torrelodones está a pocos minutos en coche, ofreciendo una conexión directa con el centro de Madrid. El barrio de Colmenarejo combina lo mejor de la vida rural y urbana. Con un entorno natural privilegiado, cercano al Embalse de Valmayor, es perfecto para quienes disfrutan de actividades al aire libre. Además, cuenta con una amplia oferta de servicios, desde restaurantes hasta instalaciones deportivas, todo ello en un ambiente de paz y exclusividad.  Sobre GILMAR Desde 1983, en GILMAR nos hemos dedicado a ayudar a nuestros clientes a encontrar la casa de sus sueños. Con un equipo de expertos en el sector inmobiliario, ofrecemos un servicio personalizado y profesional que nos ha convertido en una referencia en el mercado.  Si deseas más información sobre este exclusivo chalet, no dudes en contactar con nuestro equipo de la oficina de Villalba, ubicada en C/ Rincón de las Heras 3 (Centro Comercial Los Valles). Llámanos al o envíanos un correo a, indicando la referencia **211626**. ¡Estaremos encantados de atenderte!",True,good,False,2561.0,True,True,False,False,[],False,False,740000.0,€,True,True,chalet,independantHouse,Colmenarejo,Casa independiente,,,,,,,,,,
108284225,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/9f/b9/a9/1340772149.webp,CH210091,18,6200000.0,flat,sale,548.0,5,5,paseo de Eduardo Dato,Madrid,Madrid,es,40.4347475,-3.6928286,False,https://www.idealista.com/inmueble/108284225/,,True,good,False,11314.0,True,True,False,False,[],False,False,6200000.0,€,True,True,flat,,"Almagro, Madrid",Piso en paseo de Eduardo Dato,7,True,Chamberí,Almagro,True,,,,,
100620915,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/92/d1/a8/1093744519.webp,20269,30,2450000.0,flat,sale,152.0,2,3,Barrio Recoletos,Madrid,Madrid,es,40.4261238,-3.6865685,False,https://www.idealista.com/inmueble/100620915/,"Álvora Capital Properties, consultora inmobiliaria de alta calidad en la gestión de activos prime en Madrid, les ofrece en venta es coqueto piso en cuarta planta exterior en una finca clásica en el corazón de Recoletos, a pocos metros de la Plaza de Colón de la calle Serrano. Cuenta con un salón comedor con bonita chimenea y tres grandes balcones orientados a la calle, sala de estar, vestíbulo con aseo de cortesía, cocina americana amueblada con todos los electrodomésticos, dos habitaciones en suite, la principal con vestidor, baño con ducha de hidromasaje y baño turco. También cuenta con trastero interior. La vivienda está reformada y se entrega totalmente amueblada. Cuenta con aerotermia de calor y frío por el suelo, sistema de depuración de aire y ducha con hidromasaje y baño turco. La vivienda se entrega con mobiliario de cocina de alta gama: lavavajillas, horno microondas, nevera, cava de vinos, campana extractora de techo, lavadora, secadora y proyector con sistema de home cinema y subwoofer Bosé, tv smart, Sistema Sonos y wifi integrado en toda la casa, cuenta con aire acondicionado y calefacción. El barrio de Salamanca es una de las zonas residenciales y comerciales más apreciadas de Madrid, y con mayor nivel de vida de toda Europa. El barrio toma su nombre de José de Salamanca y Mayol, el Marqués de Salamanca, que promovió y dirigió su construcción a mediados del siglo XIX, llevada a cabo durante el reinado de Isabel II. Se forjó para las clases aristocráticas y burguesas, con grandes avenidas en distribución regular en forma de damero con calles perpendiculares, en torno a las que se articulan tiendas y comercios de lujo, y grandiosos palacetes, en uno de los cuales vivió el escritor sevillano Gustavo Adolfo Bécquer. En la actualidad, hablamos de una zona dinámica y segura, de grandes aceras, con una interesante vida, gracias a que es el epicentro de las tiendas lujo de la capital, conocida también por la “Milla de Oro”, donde tienen su sede las firmas más prestigiosas del mundo. También concentra un elevado número de Embajadas en edificios decimonónicos con gran valor arquitectónico. Y encontramos los establecimientos de hostelería más cosmopolitas de la capital, como el famoso “Platea Madrid” que es el centro de ocio gastronómico más grande de Europa. La cercanía al Parque del Retiro, le proporciona la etiqueta, de ser unos de los mejores barrios para vivir de Madrid. Álvora Capital Properties con más de 20 años de experiencia cuenta con un grupo de profesionales altamente cualificados con una amplia vocación de servicio, dedicados a asesorar a nuestros clientes en la gestión de inmuebles situados en las mejores zonas de Madrid. Visite nuestra web corporativa contamos con un gran porcentaje de inmuebles no publicados en los portales inmobiliarios.",True,good,False,16118.0,True,True,False,False,[],False,False,2450000.0,€,,,flat,,"Recoletos, Madrid",Piso,4,True,Barrio de Salamanca,Recoletos,True,,,,,
108396595,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bc/03/8c/1358773350.webp,CA-C265,55,1800000.0,chalet,sale,565.0,7,5,Barrio Peñagrande,Madrid,Madrid,es,40.4766588,-3.7356097,False,https://www.idealista.com/inmueble/108396595/,"EL CHALET SE VENDE ADQUIRIENDO LA SOCIEDAD (S. A. ) PROPIETARIA DEL INMUEBLE. La sociedad (S. A. ) lleva 8 años sin actividad y está al corriente de sus tributos fiscales. Jaime Fernández de EXTRA INMOBILIARIA comercializa en exclusiva este maravilloso chalet independiente de 1985 y con una reforma integral del 2004, en una parcela de 746m2 escriturados, divido en tres plantas, con rampa de acceso a las 3 plazas del garaje de 48 mts y zona de piscina y jardín de 160 m2 aprox. La calefacción es por gasoil (con deposito en el sótano). La climatización es por Split en gran parte de la vivienda. Paredes lisas, con carpintería exterior de PVC con RT y la carpintería interior de caoba macizas (17), los suelos son de distintos tipos de tarima.  . Planta sótano: 176,34m2 •Salón •Dormitorio servicio •Baño servicio •Cuarto plancha •Almacén •Garaje 3 coches •Entrada independiente y desde la vivienda. . Planta principal: 155,53m2 •Porche de acceso a vivienda •Recibidor •Aseo cortesía •Salón •Cocina •Comedor •Dos cuartos de baño (uno en suite) •4 habitaciones (una con baño en suite). . Primera planta: 103,15m2 •Salón •Despacho •Terraza: 16,91m2 •Dormitorio principal •Vestidor •Cuarto de baño en suite TIENE FÁCIL ADAPTACIÓN PARA SEGREGAR EN 3 APARTAMENTOS INDIVIDUALES. TAMBIÉN HAY POSIBILIDAD DE CONVERTIRLO EN 14 HABITACIONES INDIVIDUALES Y 4 HABITACIONES DOBLES. Peñagrande, zona residencial de viviendas unifamiliares vertebrada por la Avda. Cardenal Herrera Oria, lo que le otorga a este barrio unas excelentes comunicaciones tanto con el centro como con el resto de zonas de Madrid, y muy fácil comunicación con plaza Castilla y el aeropuerto Adolfo Suarez. Barrio muy tranquilo y residencial con buenas casa y buenas comunicaciones con el transporte público.",True,good,False,3186.0,True,True,False,False,[],False,False,1800000.0,€,True,True,chalet,independantHouse,"Peñagrande, Madrid",Casa independiente,,,Fuencarral,Peñagrande,,,,,,
