propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,detailedType.subTypology,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
107353175,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b7/62/78/1339907913.webp,542586,10,6,1364000.0,flat,sale,103.0,True,2,2,Barrio Goya,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4273734,-3.675474,False,https://www.idealista.com/inmueble/107353175/,"Vivienda Premium en General Díaz Porlier, Barrio de Salamanca-Goya Nos complace presentar esta exclusiva propiedad ubicada en la prestigiosa calle General Díaz Porlier, en el corazón del cotizado Barrio de Salamanca-Goya, Madrid. Esta vivienda combina el encanto de un edificio histórico construido en 1931 con un diseño moderno y funcional tras una renovación integral en proceso. Características principales: Superficie: 103 m² construidos, 89 m² útiles. Distribución: 2 amplios dormitorios. 2 baños completos, diseñados con acabados contemporáneos. 1 aseo de cortesía. Cocina totalmente equipada, ideal para quienes valoran funcionalidad y estilo. Salón amueblado con sofá cama, que aporta versatilidad. Confort: Aire acondicionado, asegurando una temperatura óptima todo el año. Ubicación interior a patio de manzana en la 6ª planta, que garantiza tranquilidad y privacidad en medio de una de las áreas más dinámicas de Madrid. Ubicación privilegiada: Vivir en este piso significa disfrutar de la elegancia y el estilo de vida que caracteriza al Barrio de Salamanca, con acceso a una amplia gama de servicios necesarios para una vida cómoda y sofisticada. Esta es tu oportunidad de vivir en una de las áreas más prestigiosas de la capital. ¡No dudes en contactarnos para más información y para concertar una visita!   ¡Contáctanos para más información!",False,good,False,True,13243.0,True,False,False,False,[],False,False,1364000.0,€,flat,"Goya, Madrid",Piso,,,,,,
107851253,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/7b/50/5b/1326315163.webp,P-3260,12,1,350000.0,flat,sale,86.0,True,3,1,calle de Camarena,Madrid,Madrid,Latina,es,Aluche,40.3875536,-3.7553558,False,https://www.idealista.com/inmueble/107851253/,"**** SIN COMISION PARA EL COMPRADOR **** **** NO SOMOS FRANQUICIA **** Vivienda de 86 m2 construidos y 76 m2 útiles aproximadamente, distribuido en 3 amplios dormitorios, salón comedor independiente, gran terraza con una parte incorporada al salón y otra parte acristalada, cocina amueblada con el tendedero incorporado, baño completo con plato de ducha. Trastero en el interior de la vivienda. Zona privada de aparcamiento. Finca adaptada para personas con movilidad reducida. Sus calidades son: Puerta de entrada blindada. Interiores en roble. Cerramiento de aluminio. Suelos de tarima flotante excepto en cocina y baño que son de gres. 3 armarios empotrados. Calefacción central. Ubicado en pleno corazón del consolidado y tranquilo barrio de Aluche, rodeado de todo tipo de servicios básicos como, colegios, centro de salud, comercios, entidades bancarias, farmacias, restauración, etc. A 700m de la línea 5 de Metro y cercanías Renfe (Aluche) y numerosas líneas de autobús. Rodeado de parques y jardines como parque Aluche y parque Cerro Almodóvar. Un piso con todos los servicios para que usted y los suyos, vivan con una estupenda calidad de vida. No deje pasar esta oportunidad y vega a visitarlo sin compromiso alguno.  Para más información, llámenos nuestros comerciales le atenderán encantados. **** SIN COMISION PARA EL COMPRADOR ****.",False,good,False,True,4070.0,False,False,False,False,[],False,False,350000.0,€,flat,"Aluche, Madrid",Piso en calle de Camarena,,,,,,
108621209,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1f/7f/a2/1350197133.webp,IE07-LOPEZLOPEZ9,12,3,375000.0,flat,sale,80.0,True,3,1,calle de Antonio López,Madrid,Madrid,Carabanchel,es,Comillas,40.3940792,-3.7110442,False,https://www.idealista.com/inmueble/108621209/,"Inmobiliarias Encuentro vende este fantástico piso Ubicado en una de las zonas más tradicionales y bien comunicadas de Madrid, este piso ofrece una excelente oportunidad de inversión o proyecto personal de reforma. Se trata de una tercera planta sin ascensor, con una superficie de 80 m² construidos, distribuidos en tres habitaciones, un baño completo, cocina equipada y un salón con buena entrada de luz natural. El estado general de la vivienda requiere una reforma integral, lo que permite al futuro propietario diseñar y adaptar cada espacio a su gusto y necesidades. Actualmente cuenta con suelos de gres y ventanas de aluminio. La distribución ofrece muchas posibilidades para modernizar y optimizar el espacio. El edificio no dispone de ascensor, pero su ubicación compensa ampliamente este detalle. Situado en la calle Antonio López, en el barrio de Comillas, se encuentra rodeado de todo tipo de servicios: supermercados, centros educativos, zonas verdes y transporte público. Muy bien comunicado tanto por autobús como por metro, con fácil acceso a Madrid Río y al centro de la ciudad. Ideal para quienes buscan una vivienda para reformar en una zona consolidada, con todos los servicios al alcance y una excelente conexión con el resto de Madrid. ¡No dejes pasar esta oportunidad! si necesita vender su inmueble para adquirir este u otro inmueble publicado contacte con nosotros disponemos del servicio //""CAMBIA DESCANSA""// la solución perfecta para cuadrar los plazos de venta de su vivienda y entrega del nuevo inmueble. Financiación a tu medida con fimoo tendrás los mejores tipos de interés y hasta el cien por cien de financiación. Consulta nuestras condiciones  *Imagenes renderizadas por un programa de diseño*.",False,renew,False,False,4688.0,False,False,False,False,[],False,False,375000.0,€,flat,"Comillas, Madrid",Piso en calle de Antonio López,,,,,,
108711331,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b0/bf/5c/1352860401.webp,1763776,31,2,325000.0,flat,sale,111.0,True,3,2,calle Nuestra Señora de la Torre,Madrid,Madrid,Villa de Vallecas,es,Casco Histórico de Vallecas,40.3813715,-3.6263365,False,https://www.idealista.com/inmueble/108711331/,"¡TOTALMENTE AMUEBLADO, LISTO PARA ENTRAR A VIVIR!  ¡Descubre este magnífico piso ubicado en el emblemático Casco Histórico de Vallecas, Madrid!   Perfectamente reformado y diseñado  para aquellos que buscan comodidad y estilo, este amplio inmueble promete convertirse en el hogar ideal para ti y tu familia.   Este piso ofrece una generosa superficie de 102 metros útiles y un total de 111 metros construidos. Su diseño funcional y espacioso aprovecha al máximo cada rincón, creando un ambiente acogedor y luminoso.  El inmueble cuenta con tres amplias habitaciones,  cada una ha sido diseñada pensando en la comodidad, con suficiente espacio para crear dormitorios personalizados según tus gustos y necesidades. El lujo del espacio se complementa con una distribución que facilita la vida cotidiana, haciendo de este lugar un refugio íntimo y atractivo.  El salón es amplio y lleno de luz natural, ideal para disfrutar de reuniones familiares o momentos de relajación. Su amplitud permite configurar diferentes ambientes, adaptándose a todos tus momentos del día. Las ventanas grandes y dobles  aportan  iluminación y aislamiento excelente y  que también cuenta con dos amplias terrazas  que ofrecen agradables vistas que conectan con la esencia del barrio.  La cocina, independiente y funcional, cuenta con zona de office y  está totalmente equipada para satisfacer todas tus necesidades, ofrece tanto comodidad como modernidad.  Y para mayor comodidad, el inmueble cuenta con dos baños completos, uno equipado con ducha y el segundo con bañera.  Este magnifico piso se entrega totalmente amueblado, tal y como se muestra en las fotografías. Entre sus calidades destacamos que cuenta con aire acondicionado en todas las estancias, alarma, puerta de entrada acorazada,  puertas lacadas en blanco, paredes en pitura lisa, practico armario empotrado con puertas correderas en el pasillo y suelos de tarima de alta calidad.  La localización es, sin duda, uno de los grandes atractivos de esta propiedad. Situado en una de las zonas más tradicionales y con encanto de Madrid, estarás rodeado de un entorno lleno de historia y tradición. La conveniencia está garantizada gracias a su proximidad a medios de transporte: contarás con la estacion de tren  y paradas de autobús a solo unos pasos, conectándote rápidamente con el resto de la ciudad.  El Casco Histórico de Vallecas se caracteriza por su vibrante vida comunitaria, brindando numerosas tiendas, cafeterías y restaurantes que enriquecen la vida local con un sinfín de opciones para tu tiempo libre.  No dejes pasar esta oportunidad única de adquirir una propiedad que combina historia y modernidad, amplitud y calidez. La ubicación privilegiada, junto con las características excepcionales del piso, hacen de esta oferta una opción irresistible para aquellos que buscan invertir en calidad de vida.  Agenda una visita y descubre por ti mismo este maravilloso piso. No esperes más, llámanos y te mostraremos cada detalle que este inmueble tiene para ofrecer.  Gastos ITP, Notaria, Registro y Honorarios de Agencia no incluidos en el precio.   .",False,good,False,False,2928.0,False,False,False,False,[],False,False,325000.0,€,flat,"Casco Histórico de Vallecas, Madrid",Piso en calle Nuestra Señora de la Torre,,,,,,
108752359,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/95/4c/cd/1354188913.webp,DUPLEXANDRE,64,2,279000.0,duplex,sale,130.0,False,3,2,Centro,Madrid,Aranjuez,Centro,es,,40.0296578,-3.6064076,False,https://www.idealista.com/inmueble/108752359/,"¡Riman House Gestiones Inmobiliarias te presenta este maravilloso dúplex en el centro de Aranjuez! Vive con estilo, espacio y confort en una de las zonas más demandadas de la ciudad. Este espectacular dúplex combina amplitud, luz natural y una ubicación inmejorable, ideal para quienes buscan algo más que una vivienda: un verdadero hogar. ¿Buscas espacio, ubicación y comodidad? ¡Este piso lo tiene todo y mucho más! Ubicado en pleno centro de Aranjuez, en una de las zonas más cotizadas y tranquilas de la ciudad, rodeado de todos los servicios: supermercados, colegios, centros de salud, transporte público y zonas verdes. ¡Aquí lo tienes todo al alcance de la mano! Esta vivienda, construida en 1991, cuenta con 130 m² construidos y una distribución excelente que aprovecha cada metro. Situada en la segunda planta de un edificio sin ascensor, ofrece un espacio ideal tanto para familias como para quienes buscan amplitud y confort. ¿Qué encontrarás dentro? 3 dormitorios amplios con armarios empotrados Gran salón-comedor lleno de luz natural Cocina independiente con ventana exterior 1 baño completo + 1 aseo con ventilación natural Recibidor elegante y funcional Además, dispone de ventanas nuevas con aislamiento acústico, la mayoría de las paredes lisas y calefacción es de acumuladores eléctricos y las bombas de calor. Su ventilación cruzada asegura frescura y bienestar durante todo el año. Posibilidad de plaza de garaje y trastero (no incluidos en el precio). Esta vivienda es ideal tanto para vivir como para invertir en una zona con alta demanda y todos los servicios. EXPERTOS EN FINANCIACIÓN, ESTUDIO PREVIO GRATUITO. Las mejores condiciones de manera eficaz, segura, profesional y personalizada. Te ayudamos a comprar el mejor hogar para tú familia al mejor precio. ¡No dejes pasar esta oportunidad única! Contáctanos hoy mismo y agenda tu visita. Tu nuevo hogar en Aranjuez está más cerca de lo que imaginas.",False,good,False,False,2146.0,False,False,False,False,[],False,False,279000.0,€,flat,"Centro, Aranjuez",Dúplex,duplex,,,,,
107549710,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/28/0d/bf/1337470421.webp,1153,21,,365000.0,chalet,sale,90.0,,3,2,avenida de Castilla,Madrid,El Escorial,Centro,es,,40.582759,-4.1293599,False,https://www.idealista.com/inmueble/107549710/," Casa Independiente de Esquina – Construida en 2007 y Lista para Personalizar a tu Gusto Si buscas una vivienda con gran potencial para diseñarla según tu estilo de vida y necesidades, esta casa independiente de esquina es la opción 2007 con materiales de primera calidad, 90 m² de superficie y una impresionante altura de 10 metros con posibilidad de hacer dos plantas tipo dúplex,   Características de la Vivienda y Parcela Estructura solida y versátil con calidades en piedra y mármol  La parcela en la que se ubica la casa ha sido diseñada para ofrecer comodidad Acceso cómodo y seguro mediante puerta peatonal con rampa  Puerta de carruajes automática, Superficie totalmente solada,   Terraza posterior, Ubicación Privilegiada en El Escorial Situada en una zona residencial tranquila y bien comunicada, con Parada de autobús a solo 150 metros, Estación de tren cercana, con Supermercados, tiendas, colegios y centros de salud a pocos minutos, garantizando la accesibilidad  a todos los servicios. Opción de Reforma con Presupuesto Profesional Para facilitar la personalización de la vivienda, ponemos a tu disposición un presupuesto de reforma aproximado elaborado por una de las mejores empresas de la zona.    Una Oportunidad Única para Construir la Casa de tus Sueños  Si buscas una vivienda con gran potencial, excelente ubicación y la posibilidad de personalizar cada detalle, esta casa lo es. No dejes pasar esta oportunidad y contáctanos para más detalles. Validez Inmobiliaria no cobra ningún tipo de Honorarios a los compradores. Y te ayudaremos en todo lo relativo a la gestión de postventa, trámites y cambios de suministros totalmente gratis. Al igual que disponemos de un equipo financiero ágil y cómodo en caso de ser necesario totalmente gratuito y si necesitas hacer algún cambio en la vivienda también tenemos un equipo profesional a tu disposición. Tranquilidad y Seguridad para Vender y Comprar, Validez Inmobiliaria.",False,good,False,,4056.0,True,False,False,False,[],False,False,365000.0,€,chalet,"Centro, El Escorial",Casa independiente en avenida de Castilla,independantHouse,True,True,,,
102029524,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4a/61/88/1156490220.webp,612,20,,291427.0,chalet,sale,111.0,,3,2,calle Alcalá,Madrid,Valdepiélagos,,es,,40.760994,-3.4684346,False,https://www.idealista.com/inmueble/102029524/,"Parcela + construcción.  Localizado en una zona excelente del pueblo, en el casco urbano, a 1 minutos andando del Colegio Primaria y a 5 minutos del colegio infantil de Valdepiélagos. Valdepiélagos es ideal si buscas una zona tranquila para vivir, está a 30 minutos de Madrid y a 20 minutos de Guadalajara. Dispone de todo tipo de servicios. • Las viviendas serían tipo adosado y de dos plantas. -Con plaza de garaje privado de 13 M². -Jardín y acceso de 17,62 m². -Con 7 metros de fachada. Las 3 habitaciones se encontrarían en la primera planta. Una de ellas suite que dispone de baño completo. Además de otro baño completo para el resto de habitaciones. En la planta baja tenemos la cocina con pequeño cuarto de tendedero. Un aseo de cortesía para los invitados.  La vivienda destaca por su excelente distribución, aprovechando así toda la vivienda. Amplio salón - comedor luminoso haciendo así la vivienda acogedora y bonita.  - EN EL PRECIO SE INCLUYE: • Construcción  • Parcela • Gastos urbanización (acometidos, desagües, calles, accesos. )  • Hormigón fratasado. • Estudios geotécnico y topográfico. • Dirección de la obra: arquitecto y aparejador. • Proyecto. •Aerotermia: suelo radiante y refrescante. Un sistema de climatización más económico y ecológico. • Licencias. • Impuestos incluidos. Consúltanos sin compromiso. Te acompañaremos en todo el proceso. Ref. 612.",False,good,False,,2625.0,False,False,False,False,[],False,False,291427.0,€,chalet,Valdepiélagos,Chalet adosado en calle Alcalá,terracedHouse,True,True,,,
108653367,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/56/c5/a2/1351165761.webp,171690,20,,185000.0,chalet,sale,195.0,,3,2,calle de Brasil,Madrid,San Martín de Valdeiglesias,,es,,40.3722392,-4.4043656,False,https://www.idealista.com/inmueble/108653367/,"VOhome Propiedades La Gavia vende casa en San Martín de Valdeiglesias Se ofrece estupenda vivienda pareada con 164 m² útiles, ubicada en una tranquila zona residencial del Mirador de la Solanilla, a pocos minutos del centro del pueblo y con todos los servicios a tu alcance. Distribución de la vivienda: – Planta baja (85 m²): espacio diáfano en bruto, ideal para garaje y diversas áreas funcionales. - Primera planta (79 m²): Vivienda principal compuesta por 3 dormitorios con armarios empotrados, espacioso salón de 29 m², cocina independiente, un baño completo y un aseo. Además cuenta con un precioso porche de 15 m² en la entrada.  Características destacadas: - En buen estado de conservación. - Calefacción por gas butano. - Suelos de gres en toda la vivienda. - Armarios empotrados en las habitaciones. - Finca con amplio jardín y sistema de drenaje perimetral de 15 cm para evitar humedades. - Agua potable y autorización de suministro eléctrico hasta 5.500 vatios. Además, la urbanización tiene solicitada una línea de autobús para mejorar la comunicación con el centro urbano. Una oportunidad ideal para quienes buscan tranquilidad sin renunciar a la cercanía de servicios y comercios. Llame para concertar su cita y visite sin ningún compromiso. Asesoramiento financiero gratuito disponible. Le ayudamos a encontrar la mejor financiación adaptada a sus necesidades, sin compromiso. Nota: El precio de venta no incluye gastos asociados a la compra (Impuesto de Transmisiones Patrimoniales, notaría, registro, gestoría, ni honorarios de intermediación inmobiliaria o financiera). � Avda. de las Suertes, 62 (local) – 28051 Madrid � Tel. :  � Horario de oficina: Lunes a Viernes: 10:00 – 14:00 y 16:30 – 20:30 Sábados: 10:00 – 14:00.",True,good,False,,949.0,False,False,False,False,[],False,False,185000.0,€,chalet,San Martín de Valdeiglesias,Chalet pareado en calle de Brasil,semidetachedHouse,,,,,
108541753,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f5/95/03/1350923600.webp,,19,bj,260000.0,flat,sale,170.0,False,2,2,calle Valle de Cueto,Madrid,Villanueva del Pardillo,Los Llanos - Valle Pardo,es,,40.4946211,-3.9684745,False,https://www.idealista.com/inmueble/108541753/,"ULTIMA UNIDADE DISPONIBLE! LOFT H OPORTUNIDAD: CON ITP DEL 6% Exclusivos despachos profesionales/Loft reformados en el 2025, están listos para estrenar.  Ubicados en una excelente zona, cercanos a comercios, restaurantes, bancos, farmacias, colegios, supermercados y tiendas y con una excelente comunicación de transporte publico al centro de Madrid, en zona residencial de muy fácil aparcamiento. 2 habitaciones y 2 baños completos. Cuentan con una amplitud desde 84m2 a 180m2 en los que se encuentran cuartos de baño, cocinas y amplísimo almacén/trastero ( CON INFINIDAD DE POSIBILIDADES, SALA DE CINE, GIMNASIO, CUARTO DE JUEGOS, VARIOS TRASTEROS.. . ) Acabados interiores de máxima calidad y diseño y equipados con modernos sistemas de calefacción y aire acondicionado para garantizar tu confort durante todo el año (Aerotermia). No pierdas la oportunidad de vivir en un entorno único y pídenos información! Zona muy tranquila y residencial, OPORTUNIDAD! Consulta disponibilidad solo nos quedan 2!",False,good,False,False,1529.0,False,False,False,False,[],False,False,260000.0,€,flat,"Los Llanos - Valle Pardo, Villanueva del Pardillo",Piso en calle Valle de Cueto,,,,,,
108846110,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/df/09/65/1356825881.webp,5278,19,,2300000.0,chalet,sale,572.0,,7,8,calle de Bellatrix,Madrid,Madrid,Moncloa,es,Aravaca,40.4587556,-3.7737001,False,https://www.idealista.com/inmueble/108846110/,"Homely One pone a la venta exclusiva, maravilloso Chalet ubicado en la zona mas selecta de la localidad de Aravaca. El vivienda se ubica sobre una maravillosa parcela de grandes dimensiones con una gran variedad de vegetación. El resto de la parcela tiene una aprovechamiento máximo, donde se distribuye en diferentes zonas de recreo, Cenador para 8 personas, Solárium y un lujosa piscina de forma irregular con una atrevida cascada sobre una piedra natural. Desde la zona de baño, la piscina, podemos acceder a la vivienda, donde se encuentra un encantador porche con vistas al Jardín, ideal para alojar la zona de estar de verano. La vivienda tiene una distribución perfecta, espacios amplios y confortables. Tiene unas dimensiones de 572,00m2, los cuales se distribuyen en varias plantas mediante una cómoda escalera y Ascensor desde la planta -1 a la tercera. , ideal para personas con movilidad reducida. Planta baja se compone de un coqueto recibidor, el cual nos da paso a un enorme Salón Comedor con varios ventanales y una puerta de gran formato con salida al porche. En el otro extremo de la planta se ubica un amplio comedor independiente con capacidad para 10 personas. A Amplia Cocina totalmente amueblada y equipada con Office donde podremos optimizar el tiempo para desayunos, comidas o cenas. Desde la Cocina tiene el acceso de servicio al inmueble. Planta 1ª, se distribuye en 3 amplios Dormitorios siendo todos en Suite, si bien cabe destacar la Master, la cual se beneficia de mayores dimensiones, Vestidor con gran capacidad de almacenaje y un amplio baño con Jacuzzi y ducha de obra. Los baños están totalmente revestidos en mármol. Bajo Cubierta o Azotea se destina al recreo, donde nos encontramos una impresionante Sala de Cine con Biblioteca, donde los techos inclinados superior a los 4 metros hacen especial la estancia. En la misma planta dispone de un clásico Despacho con Baño y el Dormitorio auxiliar de invitados. Semisótano,  tiene multitud de posibilidades, actualmente cuenta con una sala de Gimnasio con Sauna, una Suite de servicio o invitados, almacén de material deportivo (idóneo para guardar los palos de Golf entre otros) y un amplio Garaje con capacidad para aparcar 4 vehículos. No dejes escapar esta oportunidad y solicita una visita con nuestro equipo de Brokers. ¡Te Encantará!",False,good,False,,4021.0,False,False,False,False,[],False,False,2300000.0,€,chalet,"Aravaca, Madrid",Casa independiente en calle de Bellatrix,independantHouse,True,True,,,
