propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,floor,exterior,neighborhood,hasLift,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
105113334,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/db/68/a9/1242912353.webp,CP197789,37,1030000.0,penthouse,sale,67.0,2,1,calle de Fuencarral,Madrid,Madrid,Centro,es,40.4218086,-3.699115,False,https://www.idealista.com/inmueble/105113334/,"GILMAR CONSULTING INMOBILIARIO presenta a sus clientes, este impresionante ático se encuentra en una de las zonas más exclusivas de Madrid, en el barrio de Malasaña, en el distrito Centro. Con una ubicación privilegiada, este inmueble goza de una gran cercanía a todo lo que necesitas para disfrutar de una vida cómoda y llena de comodidades. El ático ha sido completamente reformado a estrenar, con un estilo moderno y elegante que combina a la perfección con las características originales del edificio, como las hermosas vigas de madera que se pueden apreciar en algunas partes de la vivienda. La doble altura en algunas áreas de la casa crea un ambiente de amplitud y luminosidad, brindando una sensación de lujo y exclusividad. Una de las principales características de este ático son las dos terrazas que ofrece, que te permitirán disfrutar de las maravillosas vistas de la ciudad mientras te relajas al aire libre. Estas terrazas son el lugar perfecto para organizar reuniones con amigos o simplemente disfrutar de un momento de tranquilidad. En cuanto a la ubicación, este inmueble se encuentra a poca distancia de varios colegios de renombre, como el Colegio San Ildefonso, lo que lo convierte en una excelente opción para familias con niños. Además, cuenta con la ventaja de estar cerca de varios centros comerciales, como el Centro Comercial Príncipe Pío, donde podrás encontrar una amplia variedad de tiendas, restaurantes y opciones de entretenimiento. En cuanto al transporte público, las líneas de metro más cercanas son la línea 1 y la línea 10, con las estaciones de Tribunal y Noviciado a poca distancia. También hay varias líneas de cercanías cercanas, como la línea C3 y la línea C4. Además, hay varias líneas de autobuses que pasan cerca de la ubicación del inmueble, lo que te permitirá desplazarte fácilmente por la ciudad. El barrio de Malasaña es conocido por su ambiente bohemio y su gran oferta cultural. Está lleno de cafeterías, bares, tiendas de moda y galerías de arte, lo que lo convierte en un lugar ideal para aquellos que buscan una vida cosmopolita y vibrante. También está cerca de lugares de interés turístico como la Gran Vía y la Puerta del Sol. En resumen, este ático completamente reformado a estrenar en Malasaña es una oportunidad única para aquellos que buscan un hogar lujoso y exclusivo en una de las zonas más codiciadas de Madrid. No pierdas la oportunidad de vivir en este impresionante ático y disfrutar de todas las comodidades que ofrece. Para obtener más información sobre este inmueble, por favor, facilítanos la referencia. Gilmar es una compañía inmobiliaria con más de 35 años de experiencia en el mercado. Desde 1983, hemos ayudado a nuestros clientes a encontrar la casa de sus sueños, ofreciendo un servicio profesional y personalizado. Nuestro equipo en la oficina de Centro, ubicada en Plaza de Herradores, 4, está a tu disposición para brindarte toda la información que necesites sobre este inmueble u otras propiedades que puedan interesarte. Puedes contactarnos al o enviarnos un correo electrónico a. Estaremos encantados de ayudarte en tu búsqueda de la vivienda perfecta.",True,good,False,15373.0,True,True,False,False,[],False,False,1030000.0,€,,,flat,penthouse,"Malasaña-Universidad, Madrid",Ático en calle de Fuencarral,Destacado,5,True,Malasaña-Universidad,True,,,,
108619428,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/03/d0/21/1351509365.webp,FPP208012,48,1390000.0,chalet,sale,542.0,7,6,avenida de Cirilo Tornos,Madrid,Torrelodones,La Berzosilla,es,40.5875244,-3.9486328,False,https://www.idealista.com/inmueble/108619428/,"Descubre el lujo y la elegancia en este impresionante chalet independiente, ubicado en la exclusiva zona residencial de Torrelodones, provincia de Madrid. Este majestuoso inmueble, construido en 2001, se erige en una parcela de 2003 metros cuadrados, ofreciendo un oasis de tranquilidad y privacidad a tan solo un paso de la vibrante capital española. Con una superficie construida de 542 metros cuadrados, esta residencia de alta gama se distribuye en amplios y luminosos espacios que incluyen siete dormitorios, cuatro baños y dos aseos y un apartamento independiente para el servicio. La calidad de los materiales es evidente en cada rincón, destacando los suelos que aportan calidez y sofisticación a la vivienda. La cocina, perfectamente equipada, se integra con las zonas de comedor y estar, creando un espacio ideal para el entretenimiento y la vida familiar. La seguridad y la privacidad están garantizadas gracias a la puerta blindada y a la entrada de servicio independiente. Las vistas desde la propiedad son simplemente impresionantes, permitiendo disfrutar de la belleza natural de los alrededores desde la comodidad del hogar. El extenso jardín ofrece un refugio sereno, perfecto para relajarse y desconectar del bullicio urbano. En cuanto a la ubicación, el chalet se encuentra en una zona residencial muy codiciada, caracterizada por su tranquilidad y proximidad a servicios de primera calidad.  Torrelodones es un barrio que combina la serenidad de la vida suburbana con la comodidad de estar cerca de la capital. Con su ambiente familiar y sus servicios de alta calidad, es el lugar ideal para quienes buscan una vida tranquila sin renunciar a la proximidad de Madrid. Desde 1983, GILMAR ha sido un referente en el sector inmobiliario, ayudando a sus clientes a encontrar la casa de sus sueños con un servicio personalizado y profesional. Si deseas más información sobre este exclusivo inmueble con referencia 208012, no dudes en contactar con nuestro equipo en la oficina de Villalba, ubicada en C/ Rincón de las Heras 3 (Centro Comercial Los Valles), llamando al o enviando un correo electrónico a. Estamos aquí para ayudarte a hacer realidad tus sueños inmobiliarios.",True,good,False,2565.0,True,True,False,False,[],False,False,1390000.0,€,True,True,chalet,independantHouse,"La Berzosilla, Torrelodones",Casa independiente en avenida de Cirilo Tornos,Destacado,,,,,1450000.0,60000.0,4.0,
107854836,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/74/92/b8/1326539710.webp,GH208449,30,295000.0,flat,sale,56.0,1,1,calle de Zaragoza,Madrid,Madrid,Centro,es,40.4160529,-3.7073355,False,https://www.idealista.com/inmueble/107854836/,"Ubicado en el emblemático barrio de Sol, este magnífico piso de 56 m² es una auténtica joya en el corazón de Madrid. Con una orientación sur, esta vivienda destaca por su luminosidad y por su impecable estado de conservación. Reformado con gusto y cuidado, este apartamento se presenta con una distribución óptima que incluye un dormitorio, un baño completo y una cocina funcional en un espacio abierto y diáfano. La buhardilla, con sus vigas de madera rehabilitadas, añade un toque de encanto y carácter único a la propiedad. Entre las características de este inmueble, cabe destacar la calefacción y el aire acondicionado, que garantizan confort durante todo el año. Además, el edificio cuenta con ascensor y portero automático, lo que proporciona seguridad y comodidad. La vivienda está lista para entrar a vivir, lo que la convierte en una opción ideal para aquellos que buscan establecerse en una zona céntrica y vibrante. El barrio de Sol es conocido por ser uno de los puntos neurálgicos de la ciudad, donde la historia y la modernidad se encuentran. A tan solo unos pasos, se encuentran algunos de los lugares más icónicos de Madrid, como la Puerta del Sol, el kilómetro cero de España, y la Plaza Mayor. La zona ofrece una amplia variedad de servicios y comodidades, incluyendo restaurantes, tiendas, teatros y museos. En cuanto a la educación, el Colegio San Ildefonso, uno de los más prestigiosos y antiguos de Madrid, se encuentra a menos de 10 kilómetros, proporcionando una excelente opción educativa para las familias. Para las compras y el ocio, el centro comercial La Vaguada está a poca distancia, ofreciendo una gran variedad de tiendas, restaurantes y actividades recreativas. La ubicación del piso es excepcional en términos de transporte público. La estación de metro de Sol, que conecta con las líneas 1, 2 y 3, está a escasos minutos a pie, facilitando el acceso a cualquier punto de la ciudad. Además, la estación de cercanías de Sol (C-3 y C-4) permite desplazamientos rápidos a otras áreas metropolitanas. Las líneas de autobuses más cercanas incluyen las rutas 3, 6 y 50, que ofrecen una conectividad excelente. Desde 1983, GILMAR lleva ayudando a sus clientes a encontrar la casa de sus sueños, ofreciendo un servicio de calidad y profesionalidad. Con más de tres décadas de experiencia en el sector inmobiliario, GILMAR se ha consolidado como una compañía líder, destacándose por su compromiso y dedicación. Para más información sobre este inmueble, por favor, facilítenos la referencia 208449. Puede contactar con nuestro equipo en la oficina situada en Plaza de Herradores, 4, llamando al o enviando un correo electrónico a. Estamos aquí para ayudarle a encontrar su hogar ideal.",True,good,False,5268.0,True,True,False,False,[],False,False,295000.0,€,,,flat,,"Sol, Madrid",Piso en calle de Zaragoza,Destacado,5,True,Sol,True,,,,
107969599,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/36/bb/39/1330061815.webp,SM 208790,33,950000.0,flat,sale,150.0,2,2,Barrio Castilla,Madrid,Madrid,Chamartín,es,40.4744764,-3.6786041,False,https://www.idealista.com/inmueble/107969599/,"En el prestigioso barrio de Castilla, ubicado en el distrito de Chamartín, se alza un piso de lujo que redefine el concepto de elegancia y confort. Con una extensión de 150 m2, este inmueble ofrece un espacio generoso y luminoso, perfecto para quienes buscan un hogar que combine estilo y funcionalidad. La propiedad cuenta con 2 dormitorios y 2 baños, todos ellos diseñados con un gusto exquisito y acabados de alta calidad. Originalmente contaba con 3 dormitorios y 2 baños y sería posible volver a la configuración original. La orientación exterior del piso permite la entrada de abundante luz natural, creando un ambiente cálido y acogedor. Además, dispone de dos plazas de garaje contiguas y muy amplias. Un lujo poco común en esta privilegiada ubicación. Las comodidades del edificio incluyen calefacción individual de gas natural, aire acondicionado, ascensor, jardín, piscina y tendedero. La presencia de un portero físico asegura un nivel adicional de seguridad y tranquilidad para sus residentes. El estado de conservación es impecable, lo que garantiza una experiencia de vida sin preocupaciones. Castilla es un barrio que ofrece una vida cosmopolita y vibrante, con una variada oferta de servicios y entretenimiento. La vivienda se encuentra a pocos metros de varios colegios de renombre. Sus comunicaciones son inmejorables, con salida inmediata a la M30. En cuanto a transporte, las líneas de metro más cercanas incluyen la línea 1 (estación de Chamartín) y la línea 10 (estación de Plaza de Castilla), facilitando el acceso a cualquier punto de la ciudad. Las líneas de cercanías C1 y C10 también están a poca distancia, así como diversas líneas de autobuses que conectan con el resto de Madrid. El barrio de Chamartín es conocido por su ambiente tranquilo y sus amplias áreas verdes, lo que lo convierte en un lugar ideal para familias y profesionales que buscan calidad de vida. Su proximidad al centro de la ciudad y a áreas empresariales clave lo hace altamente atractivo para quienes valoran tanto el ocio como la actividad profesional. Desde 1983, GILMAR se ha dedicado a ayudar a sus clientes a encontrar la casa de sus sueños. Con un enfoque personalizado y un profundo conocimiento del mercado inmobiliario, GILMAR es sinónimo de confianza y excelencia en el sector. Para más información sobre esta propiedad exclusiva, por favor, contacta con el equipo de Viso-Chamartín en el Paseo de la Castellana, 164, llamando al o enviando un correo electrónico a. Por favor, facilita la referencia 208790 al solicitar información.",True,good,False,6333.0,True,True,False,True,[],False,False,950000.0,€,True,True,flat,,"Castilla, Madrid",Piso,Destacado,4,True,Castilla,True,,,,
107173583,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c6/27/b5/1311933123.webp,4565,179,1100000.0,chalet,sale,990.0,6,8,vereda de los Sastres,Madrid,Cobeña,,es,40.5713413,-3.5049374,False,https://www.idealista.com/inmueble/107173583/,"¡IMPRESIONANTE VILLA INDEPENDIENTE EN COBEÑA! Tenemos el placer de enseñaros, este señorial inmueble situado en la zona “Pilotos” PARA REFORMAR. Una vivienda de auténtico lujo, con todo tipo de detalles que os describimos a continuación y sin dejar de mencionar, la luminosidad del mismo. : Con sus 990 m² construidos, sobre una parcela de 1.870 m², repartidos en tres plantas de la siguiente manera en la actualidad, pero con infinidad de redistribuciones para adaptarlas a vuestras necesidades y gustos. En la planta principal, encontramos un gran salón comedor con salida al porche techado, perfectamente diferenciado en dos ambientes y junto a la biblioteca. Una amplísima cocina con lavadero. Aseo para dar servicio a las estancias de esta planta y armario empotrado en el hall de entrada. Y como no, ascensor que comunica las tres plantas. En la superior, cuatro dormitorios. Todos con baño de diseño en suite y grandes armarios empotrados. El dormitorio principal, seguramente, la estancia más llamativa de todas, cuenta con dos amplios vestidores, y un baño de ensueño. Este, con bañera exenta y ducha de obra. ¡Hasta gran sala de cine! , digna de este tipo de viviendas. La planta sótano, con un total de 347 m² y salida a la piscina privada, podemos contemplar desde garaje de gran capacidad, dos dormitorios con baño en suite, vestuarios con baños incorporados, sala de calderas y trastero. Desde varias de las estancias de la vivienda, tenéis salida directa al jardín que rodea la casa. ¿increíble verdad? Cobeña se encuentra muy bien comunicada con Madrid con varias líneas de autobuses interurbanos. La principal vía de acceso son la A-1 y también la vía de circunvalación M-50. Está situada muy cerca de La Moraleja, Las Tablas, la Ciudad de Telefónica y del BBVA. Es un municipio muy tranquilo junto a un entorno natural único -La Dehesa de Cobeña- y con todos los servicios al alcance de su mano: colegios, parques, polideportivo, servicios médicos y amplia zona de tiendas, comercios y restaurantes….",True,renew,False,1111.0,True,True,False,True,[],False,False,1100000.0,€,True,True,chalet,independantHouse,Cobeña,Casa independiente en vereda de los Sastres,Destacado,,,,,,,,
102608307,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d8/a2/9a/1345886174.webp,W-02TEOS,17,919000.0,flat,sale,112.0,3,3,calle de la Montera,Madrid,Madrid,Centro,es,40.4191481,-3.7035295,False,https://www.idealista.com/inmueble/102608307/,"Espaciosa propiedad junto a Gran Vía Engel & Völkers presenta esta espaciosa propiedad en el corazón de Centro. Se encuentra en un edificio clásico de 1905, en el que destaca el cuidado trabajo de forja de los balcones que presiden su fachada.  Ha sido íntegramente reformada con calidades de lujo y se ofrece completamente amueblada con muebles de diseño hechos a medida y totalmente equipada con electrodomésticos de alta gama. Traspasando el umbral, accedemos a la zona que ocupan la cocina y el comedor abierto a ella. Un espacio diáfano separado sólo visualmente por una práctica barra de desayunos, del área destinada a salón, un agradable ambiente que recibe la luz natural de dos ventanas que se abren a un luminoso patio interior.   Nuestro recorrido continúa por el pasillo distribuidor, en cuyo arranque encontramos el dormitorio de invitados y a continuación, el segundo dormitorio, con baño en suite. Ambos están dotados de espaciosos armarios de suelo a techo.  A continuación nos encontramos el baño de invitados, con ducha incluida. El dormitorio principal con baño en suite, en el que destaca una bañera exenta, además de un amplio vestidor, completan esta magnífica propiedad en la que destacan las tonalidades cálidas que encontramos no sólo en los revestimientos, sino el la mayoría de los materiales empleados en su diseño. El inmueble cuenta con calefacción individual de gas natural, aire acondicionado y una excelente iluminación mediante luces LED. Una propiedad tremendamente atractiva por sus altas calidades y su excelente ubicación, tanto para inversores como para quienes quieran vivir en la zona prime del centro de Madrid, y disfrutar de algunos de los principales centros de interés de la capital a tan sólo unos minutos. La propiedad se encuentra ubicada en una zona prime del centro de Madrid, al situarse equidistante de lugares emblemáticos de la ciudad, como la Puerta del Sol o de la Plaza de Cibeles, y muy próxima a algunas de las arterias principales de la ciudad, como la Gran Vía o la calle Alcalá. El barrio cuenta con una amplísima dotación de todo tipo de servicios. Culturalmente, nos encontramos con la Real Academia de Bellas Artes de San Fernando, el Ateneo de Madrid, el Teatro Español y el Teatro Reina Victoria, entre otros centros de interés. A nivel comercial, la oferta es inmejorable, ya que incluye desde grandes almacenes a establecimientos centenarios, sin olvidar las sucursales de la mayoría de las marcas de moda nacionales e internacionales. Todo ello sin olvidar el nuevo epicentro del lujo en la capital, el Centro Canalejas, muy próximo al inmueble. La selección de alojamientos, es igualmente amplia y comprende tanto hoteles gran lujo como alternativas más modestas. De la misma forma, la propuesta gastronómica es de lo más variada e internacional. Precisamente, aunando todos ellos, el mencionado Centro Canalejas, se encuentra a escasos metros. En materia de comunicaciones, dispone de numerosas líneas de autobuses y varias estaciones de la red de metro y de Cercanías, además de varias paradas de taxi. En definitiva, una propiedad excepcional en el centro de Madrid, para disfrutar de un lujo relajado.",True,good,False,8205.0,True,True,False,False,[],False,False,919000.0,€,,,flat,,"Sol, Madrid",Piso en calle de la Montera,Destacado,3,True,Sol,True,,,,
108236763,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/dc/61/7e/1355031390.webp,473-C,33,1250000.0,chalet,sale,479.0,6,5,paseo del Embajador,Madrid,Ciudalcampo,,es,40.6135631,-3.6128999,False,https://www.idealista.com/inmueble/108236763/,"ABETO COCHES Y CASAS - Magnífica vivienda sobre parcela de 3.000m2 con piscina privada de orientación Sur, amplia pradera de césped y bonito cenador. Vivienda con amplias vistas y cómoda distribución, amplios espacios y muy luminosa gracias a su estupenda orientación sur. La vivienda dispone en planta principal de un hall de entrada que da paso al amplio salón comedor con chimenea, cocina office de gran tamaño y salida directa al jardín, comedor independiente también con salida directa al jardín, aseo de cortesía, despacho, y dormitorio con baño en suite. En planta superior cuenta con un total de cinco dormitorios de gran tamaño y tres cuartos de baño, de los cuales el dormitorio principal con su baño en suite, zona de estar y preciosas vistas.  En planta baja dispone de otro gran salón con barra bar, ideal como sala de juegos, y con entrada independiente acristalada desdela zona de aparcamiento, en esta misma planta tenemos el cuarto de lavandería y bodega. ABETO COCHES Y CASAS - VEN A VERNOS A NUESTRA OFICINA EN EL CENTRO COMERCIAL SANTO DOMINGO -  ref: 473-C.",True,good,False,2610.0,True,True,False,False,[],False,False,1250000.0,€,True,True,chalet,independantHouse,Ciudalcampo,Casa independiente en paseo del Embajador,Destacado,,,,,,,,
106024601,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/76/4a/e6/1298246471.webp,JL200970,35,575000.0,flat,sale,170.0,3,2,Barrio Palacio,Madrid,Madrid,Centro,es,40.4097894,-3.7130737,False,https://www.idealista.com/inmueble/106024601/,"GILMAR Consulting Inmobiliario pone a su disposición magnífica vivienda en altura, situada en el exclusivo y céntrico barrio de Palacio, en el distrito Centro de Madrid. Con entrada independiente desde la calle, esta espaciosa y elegante propiedad ofrece todas las comodidades y características que se esperan de un piso de lujo en una de las zonas más prestigiosas de la ciudad. Construido en el año 1900, este apartamento de 170 metros cuadrados cuenta con tres dormitorios principales, todos ellos con armarios empotrados, y dos baños completos. El diseño interior es moderno y sofisticado, con suelos de tarima y una luminosidad excepcional gracias a su orientación exterior. La vivienda está equipada con aire acondicionado y puerta blindada, garantizando la máxima seguridad y confort para sus residentes. Además, cuenta con la ventaja de tener entrada de servicio, lo que facilita el acceso y la comodidad en el día a día. El barrio de Palacio es conocido por su rica historia y su arquitectura impresionante. A pocos minutos a pie se encuentra el emblemático Palacio Real de Madrid, así como la Catedral de la Almudena y la Plaza Mayor. Además, la zona ofrece una amplia variedad de restaurantes, tiendas y servicios, lo que hace que sea un lugar ideal para aquellos que buscan disfrutar de la vida urbana en su máxima expresión. En cuanto a la oferta educativa, el inmueble se encuentra a poca distancia de varios colegios de renombre, entre ellos destaca el Colegio San Ildefonso. También cuenta con excelentes conexiones de transporte, con varias líneas de metro, cercanías y autobuses cercanas. El centro comercial más cercano es el Centro Comercial Príncipe Pío, que ofrece una amplia gama de tiendas, restaurantes y cines. En resumen, esta vivienda en altura en el barrio de Palacio es una oportunidad única para aquellos que buscan un hogar de lujo en una ubicación privilegiada en el corazón de Madrid. No pierdas la oportunidad de vivir en una de las zonas más exclusivas de la ciudad. Gilmar es una reconocida compañía inmobiliaria que lleva desde 1983 ayudando a sus clientes a encontrar la casa de sus sueños. Con una amplia experiencia en el mercado inmobiliario, Gilmar se enorgullece de ofrecer un servicio personalizado y de calidad a sus clientes. Si deseas obtener más información sobre esta propiedad, no dudes en contactar con nuestro equipo en la oficina de Gilmar en la Plaza de Herradores, 4. Puedes llamarnos al o enviarnos un correo electrónico a. Recuerda facilitarnos la referencia de la propiedad (200970) para que podamos proporcionarte toda la información que necesitas. Estaremos encantados de ayudarte a encontrar tu nuevo hogar.",True,good,False,3382.0,True,True,False,False,[],False,False,575000.0,€,,,flat,,"Palacio, Madrid",Piso,Destacado,bj,True,Palacio,False,,,,
107368083,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/48/20/47/1310863898.webp,,102,2950000.0,chalet,sale,1220.0,6,8,Villafranca del Castillo,Madrid,Villanueva de la Cañada,Villafranca del Castillo,es,40.4676059,-3.9531043,False,https://www.idealista.com/inmueble/107368083/,"Villafranca del Castillo: Probablemente la vivienda con las más altas calidades constructivas de la zona, se levanta sobre una plana parcela de 1.502. Este impresionante chalet independiente, construido en 2010, recientemente mejorado y modernizado, con 1223 m² de superficie construida en tres plantas.   Características Generales: · Tres plantas · 9 habitaciones (5 con baño en suite) · 6 baños completos y 3 aseos · 3 amplios salones · Sala de cine · Despacho · 2 cocinas (principal y auxiliar) · Zona de gimnasio · Lavandería y terraza de secado · Múltiples trasteros y despensa · 5 plazas de garaje interior y 1 exterior · Jardines (principal y uno en cada planta) · Piscina infinita en jardín paisajístico con riego automático   Distribución por Plantas: Planta Baja: · Amplio y luminoso vestíbulo · Imponente salón principal · Comedor formal · Cocina principal completamente equipada con electrodomésticos Siemens · Sala de cine con proyector láser y pantalla de 120 pulgadas · Despacho elegante con aseo privado · Aseo de cortesía · Comedor exterior con barbacoa de obra   Planta Primera: · Dormitorio principal con amplia terraza privada que ofrece vistas espectaculares, vestidor de gran amplitud y diseño exquisito, y baño en suite con bañera de hidromasaje · Tres dormitorios amplios, cada uno con vestidor, terraza individual y baño en suite · Salón adicional · Zona de gimnasio equipada   Planta Semisótano: · Garaje para 5 vehículos · Salas técnicas de aerotermia y sistema fotovoltaico · Lavandería espaciosa · Múltiples trasteros · Despensa amplia · Habitación de servicio con baño completo en suite · Gran salón de usos múltiples con cocina auxiliar   Características Destacadas: · Calefacción por suelo radiante mediante aerotermia Daikin (frío/calor) · Aire acondicionado Daikin en estancias principales · Domótica avanzada · 37 placas fotovoltaicas (20kW) con baterías de 20kW · Sistema de seguridad con más de 30 sensores y cámaras conectado 24h a CRA · Ascensor que conecta las tres plantas · Internet por cableado Ethernet, TV y teléfono en todas las estancias principales · WiFi de alta velocidad en toda la casa · Persianas motorizadas · Aspiración centralizada En el jardín hay una zona de barbacoa techada, kitchenette y comedor exterior con cerramiento de Lumon, para aprovechar el espacio más meses al año.",True,good,False,2418.0,True,True,False,True,[],False,False,2950000.0,€,True,True,chalet,independantHouse,"Villafranca del Castillo, Villanueva de la Cañada",Casa independiente,Destacado,,,,,,,,
107982347,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/63/13/bd/1335704819.webp,IG208664,60,650000.0,chalet,sale,311.0,5,3,calle Libertad,Madrid,Algete,,es,40.6115335,-3.5368146,False,https://www.idealista.com/inmueble/107982347/,"GILMAR ZONA NORTE -Santo Domingo, presenta en exclusiva esta espectacular vivienda unifamiliar pareada con jardín privado y unas fantásticas zonas comunes. Situada en la prestigiosa Urbanización Prado Norte, Algete. Una oportunidad perfecta para aquellos que buscan una vivienda en una zona tranquila y exclusiva.  Hay que destacar los amplios y luminosos espacios de todas sus estancias para disfrutar en familia. La vivienda cuenta con cinco dormitorios y tres baños, distribuidos de la siguiente manera: en la planta baja, un amplio salón-comedor con chimenea y acceso directo al cuidado jardín, una cocina totalmente equipada y un aseo de cortesía para invitados. La primera planta acoge tres dormitorios y dos baños, uno de ellos en suite. La buhardilla ofrece dos amplios espacios, para salón y dormitorio, con posibilidad de hacer cuarto de baño. El sótano dispone de un garaje con capacidad para tres vehículos, una mesa de trabajo, ideal para los amantes del bricolaje o para almacenar con comodidad. Dormitorio de servicio o invitados. El jardín es un verdadero remanso de paz, cuidadosamente mantenido y dotado de una barbacoa y una caseta para guardar mobiliario de jardín. Además, la urbanización ofrece espectaculares zonas comunes que incluyen una amplia piscina y un parque infantil, ideales para el disfrute de los más pequeños y la relajación de los adultos. La urbanización Prado Norte se encuentra en una ubicación privilegiada, con acceso a una excelente oferta de servicios y comodidades. En un radio de 10 kilómetros, se encuentra el Colegio Internacional SEK Ciudalcampo, reconocido por su excelencia académica. Asimismo, el Centro Comercial Santo Domingo está a pocos minutos en coche, ofreciendo una variada oferta de tiendas, restaurantes y ocio. En cuanto a transporte público, la zona está bien conectada con Madrid y sus alrededores. Las líneas de autobús 197 y 183 permiten un fácil acceso a la capital, mientras que la estación de Cercanías de San Sebastián de los Reyes (línea C4) se encuentra a unos 15 kilómetros, proporcionando una conexión rápida y eficiente con el centro de Madrid. Cercano a la vivienda se encuentra el municipio de Fuente el Saz del Jarama, situado en la zona norte de Madrid, es conocido por su ambiente tranquilo y familiar. Rodeado de naturaleza, es un lugar perfecto para aquellos que desean disfrutar de la tranquilidad sin renunciar a la proximidad de la ciudad. Con una excelente oferta de servicios, incluyendo supermercados, centros de salud y una variada oferta gastronómica y rutas en bicicleta. Desde 1983, GILMAR ha estado comprometida en ayudar a sus clientes a encontrar la casa de sus sueños. Con una trayectoria de más de 40 años en el sector inmobiliario, GILMAR se ha consolidado como una de las compañías más prestigiosas y confiables del mercado, ofreciendo un servicio personalizado y profesional a cada uno de sus clientes. Para obtener más información sobre este inmueble, pueden contactar con nuestro equipo en la oficina de Santo Domingo, ubicada en el C.C. Santo Domingo, Local 11, Avda. de Guadalix, 37, 28120, Santo Domingo (Madrid). Teléfono y correo electrónico, facilitando la referencia 208664. Estaremos encantados de ayudarles en todo lo que necesiten.",True,good,False,2090.0,True,True,False,False,[],False,False,650000.0,€,True,True,chalet,semidetachedHouse,Algete,Chalet pareado en calle Libertad,Destacado,,,,,,,,
106669544,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/71/43/43/1293405222.webp,CG203381,37,589000.0,chalet,sale,377.0,4,3,calle de las Atalayas,Madrid,El Molar,,es,40.7355373,-3.5918642,False,https://www.idealista.com/inmueble/106669544/,"GILMAR Zona Norte presenta un magnífico chalet independiente en la mejor Urbanización de El Molar, Peña de la Pala, con acceso directo y muy cómodo desde la A1. La casa de 450 m2 es de estilo tradicional, se asienta sobre un terreno de 500 m2 y se caracteriza porque permite hacer la vida en una sola planta con la comodidad que implica este planteamiento. Desde el porche delantero, se accede al recibidor que nos da paso a las diferentes estancias todas muy amplias y con mucha luz. La cocina tiene zona de office y el salón comedor tiene una salida directa a un precioso porche. En la misma planta se sitúan 3 dormitorios: el principal tiene vestidor y baño en suite y acceso directo al porche. Los otros 2 dormitorios comparten un cuarto de baño. El chalet también tiene una preciosa buhardilla con techos de madera donde se ubica un playroom, dormitorio y cuarto de baño. Desde la misma se accede a una gran terraza con vistas despejadas. La planta inferior de la casa cuenta con un garaje para varios coches, aseo y una preciosa choco bodega rústica con barra de bar, chimenea, zona de estar y comedor con acceso a otro porche y al jardín con barbacoa ideal para disfrutar de reuniones con familia y amigos. La Urbanización Peña de la Pala está considerada la mejor de El Molar, municipio de Madrid Norte situado en el Km 39 de la A1. El acceso a la capital es muy rápido y dispone de 8 líneas de autobuses interurbanos. 6 de ellas enlazan el municipio con Madrid capital teniendo la cabecera en el Intercambiador de Plaza de Castilla. El Molar dispone de una oferta comercial y de ocio totalmente consolidada así como de oferta educativa con dos guarderías privadas y una guardería pública, dos colegios públicos de educación infantil y primaria, un instituto y un centro de educación para personas adultas. En Gilmar trabajamos para ofrecer a nuestros clientes las mejores propiedades, con equipos expertos en cada zona para satisfacer cubrir sus necesidades, con todas las excelencias y cuidando al máximo todos los detalles.",True,good,False,1562.0,True,True,False,False,[],False,False,589000.0,€,True,True,chalet,independantHouse,El Molar,Casa independiente en calle de las Atalayas,Destacado,,,,,,,,
