propertyCode,thumbnail,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,district,neighborhood,floor,exterior,hasLift,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
105811760,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6a/df/79/1263739750.webp,78,410000.0,chalet,sale,254.0,4,2,"calle Fuente la Reina, 8",Madrid,Bustarviejo,es,40.8571353,-3.6944278,True,https://www.idealista.com/inmueble/105811760/,"Hesdom Real Estate pone en venta este fantástico chalet independiente de 254 m², situado en una amplia parcela de 1.214 m² en la pintoresca localidad de Bustarviejo, en el corazón de la Sierra de Guadarrama. Esta propiedad destaca por su sólida construcción en piedra, que asegura un excelente estado de conservación y durabilidad, y por estar distribuida cómodamente en una sola planta, ofreciendo un hogar accesible y práctico en un entorno natural inigualable. Características detalladas de la Propiedad: Superficie y Construcción: El chalet cuenta con 254 m², construido sobre una sólida base de piedra, lo que garantiza una estructura robusta y una conservación impecable. La distribución en una sola planta facilita la vida diaria y es ideal para quienes buscan comodidad y accesibilidad sin escaleras. Distribución Interior: La vivienda se compone de cuatro dormitorios espaciosos, ideal para una familia y para recibir invitados. Cuenta con un baño completo de diseño moderno y un aseo adicional, proporcionando comodidad y funcionalidad para todos los habitantes y visitas. Zona de Día: El salón es amplio y luminoso, con una acogedora chimenea que añade calidez en los meses de invierno. Desde el salón, se accede directamente a una gran terraza que ofrece vistas panorámicas a las montañas circundantes. Este espacio exterior es perfecto para relajarse, disfrutar de comidas al aire libre o simplemente admirar el paisaje. Cocina y Comedor: La cocina independiente, completamente equipada, ofrece un espacio funcional para preparar y disfrutar de la gastronomía. La proximidad al comedor facilita las comidas en familia, convirtiendo la cocina en el corazón del hogar. Exteriores: El chalet está rodeado por un extenso jardín privado de 1.214 m², que incluye zonas verdes bien cuidadas y árboles que proporcionan sombra. La propiedad también cuenta con una piscina privada en perfecto estado de funcionamiento, gracias a la depuradora renovada hace 3 años, ideal para refrescarse durante los meses cálidos. Garaje y Calefacción: Un amplio garaje de aproximadamente 60 m² está disponible, con espacio para varios vehículos y almacenamiento adicional. En el garaje se encuentra la caldera de la calefacción de gasoil, que abastece de calor a toda la casa y se encuentra en perfecto estado de funcionamiento, garantizando una calefacción eficiente y fiable. Ubicación y Entorno: El chalet se encuentra en Bustarviejo, un tranquilo pueblo de la Sierra de Guadarrama, conocido por su entorno natural y su proximidad a Madrid. A solo 45 minutos en coche de la capital, Bustarviejo ofrece un estilo de vida apacible, con todos los servicios esenciales cerca, como supermercados, colegios, tiendas y restaurantes, lo que lo convierte en un lugar ideal tanto para residencia permanente como para segunda vivienda. Oportunidad Única: Este chalet de una planta es una oportunidad excepcional para quienes buscan un hogar robusto, accesible y bien construido, en un entorno natural incomparable. Su excelente estado de conservación, la comodidad de su distribución en una sola planta, y las comodidades modernas lo convierten en una opción única en el mercado. No dejes pasar esta oportunidad de conocer este magnífico chalet en Bustarviejo. ¡Contáctanos para programar una visita y descubre todo lo que esta propiedad tiene para ofrecerte!",False,good,False,1614.0,False,False,False,False,[],False,False,410000.0,€,True,True,chalet,independantHouse,Bustarviejo,"Casa independiente en calle Fuente la Reina, 8",,,,,,,,,,
106145602,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/76/6a/8f/1340204246.webp,39,1500000.0,chalet,sale,857.0,6,6,Barrio Molino de la Hoz,Madrid,Las Rozas de Madrid,es,40.5339161,-3.9410329,False,https://www.idealista.com/inmueble/106145602/,"Descubre este espectacular chalet independiente ubicado en el corazón de Molino de la Hoz. Con una parcela de 2.407 m² y 857 m² construidos, esta vivienda ofrece un entorno idílico con vegetación consolidada y zonas verdes que te harán sentir en plena naturaleza. La propiedad cuenta con una piscina climatizada cubierta, ideal para disfrutar todo el año, y un espacio cerrado para celebraciones con cocina independiente, perfecto para eventos familiares o reuniones con amigos. La casa está distribuida de manera excelente. En la planta baja encontrarás un amplio salón comedor, una cocina totalmente equipada, un despacho, un dormitorio y un baño completo. Además, dispone de un porche cubierto para relajarte con vistas al jardín. La planta superior alberga cinco dormitorios, cada uno con su propio baño en suite, destacando el dormitorio principal que incluye un vestidor.  El sótano es un espacio versátil con garaje para dos coches, una sala multiusos o bodega acondicionada como cine y trastero. La vivienda también cuenta con una pista de deporte y armarios empotrados por toda la casa. Construida en 1998 y en buen estado de conservación, esta casa garantiza luminosidad durante todo el día con sus amplios ventanales.  No pierdas la oportunidad de vivir en una casa que lo tiene todo: comodidad, espacio y una ubicación privilegiada. ¡Ven a conocerla y enamórate de tu nuevo hogar!",True,good,False,1750.0,True,False,False,False,[],False,False,1500000.0,€,True,True,chalet,independantHouse,"Molino de la Hoz, Las Rozas de Madrid",Casa independiente,RV2421,Molino de la Hoz,Molino de la Hoz,,,,,,,
108633936,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c2/84/51/1350560101.webp,38,725000.0,penthouse,sale,127.0,3,2,Norte,Madrid,Alcobendas,es,40.5514714,-3.6594281,False,https://www.idealista.com/inmueble/108633936/,"ASESORA INMOBILIARIA: Miriam TELEFONO Y WHATS APP 6 2 2 6 6 3 3 7 1 NEW HOUSE INMOBILIARIA presenta en exclusiva fantástico ático en venta en Fuente Lucha, Alcobendas. Una de las zonas residenciales de reciente construcción de la zona norte de Madrid.  El inmueble se distribuye en recibidor, salón independiente con salida a una magnífica terraza con orientación oeste, donde disfrutar de horas de ocio, descanso y sol, cocina con zona de lavandería, 3 dormitorios, el principal con baño en suite con salida a una terraza acristalada. La vivienda cuenta con aire acondicionado por conductos y calefacción individual por gas natural.  Cabe destacar que la vivienda cuenta con 3 plazas de garaje incluidas en el precio y trastero.  Esta vivienda está diseñada para ofrecer el máximo confort y calidad de vida a sus residentes, podrás disfrutar de amplias zonas comunes, zonas ajardinadas, zonas infantiles, piscina, además de servicio de conserjería.  Se encuentra en un entorno tranquilo y familiar, cerca de todos los servicios como colegios, farmacias, restauración, supermercados, etc. No pierdas la oportunidad de adquirir esta vivienda de calidad en una ubicación privilegiada.",False,good,False,5709.0,False,False,False,False,[],False,False,725000.0,€,True,True,flat,penthouse,"Norte, Alcobendas",Ático,,Norte,,4,True,True,745000.0,20000.0,3.0,
108828409,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/81/33/f9/1356518447.webp,118,1390000.0,chalet,sale,186.0,8,4,CL ROBLE,Madrid,Madrid,es,40.4624517,-3.6978529,False,https://www.idealista.com/inmueble/108828409/,"Pablos & Co. Real Estate gestiona la venta de este Exclusivo chalet � con jardín privado en el corazón de Madrid. Zona: Sor Ángela de la Cruz – Infanta Mercedes – Bravo Murillo Ubicado en una de las zonas más tranquilas y céntricas de Madrid, y con variedad de posibilidades, este chalet adosado unifamiliar posee un total de 280 m² construidos distribuidos en 3 plantas y una 4ta planta abuhardillada, con un encantador jardín privado de 55 m² y dos plazas de garaje incluidas en el precio.  Espacios amplios, luz natural y confort en cada planta: * **Planta baja**: Elegante salón con recibidor y chimenea totalmente funcional para calentar las frías noches invernales madrileñas y un aseo de cortesía. * **Primera planta**: Zona social con varios salones, comedor y amplia y luminosa cocina con despensa de gran capacidad, más un baño completo. * **Segunda planta**: 4 dormitorios dobles; el principal con baño en suite y armarios empotrados, más un segundo baño. * **Tercera planta**: Espaciosa buhardilla muy luminosa, ideal para zona de lectura, trabajo u ocio.  ✨ Detalles que marcan la diferencia en esta propiedad: *Excelente e inmejorable ubicación. *Privacidad, discreción y seguridad. *Abundante luz y ventilación. * Escalera interior de mármol. *Ventanas de climalit  * Suelos de mármol y parquet. * Armarios empotrados con bastante almacenamiento. * Calefacción individual por gas natural * **2 plazas de garaje incluidas** * Posibilidad de entrega con reforma incluida. ¡NO PIERDA LA OPORTUNIDAD DE VER ESTA INCREÍBLE PROPIEDAD! Contáctanos para una visita.",False,good,False,7473.0,False,False,False,False,[],False,False,1390000.0,€,True,True,chalet,semidetachedHouse,"Cuzco-Castillejos, Madrid",Chalet pareado en Cl Roble,Chalet Robles 24,Tetuán,Cuzco-Castillejos,,,,,,,
108502650,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a4/c3/7d/1346812425.webp,23,185000.0,flat,sale,57.0,4,1,calle del Camino Viejo de Leganés,Madrid,Madrid,es,40.3853438,-3.7296517,False,https://www.idealista.com/inmueble/108502650/,"¡Descubre tu nuevo hogar en el corazón de Madrid! , a pocos minutos de AVENIDA DE OPORTO Este espectacular piso en venta se encuentra en una de las zonas más cotizadas de la ciudad, ideal para quienes buscan comodidad y estilo. Con 57 m² construidos, la vivienda cuenta con 5 habitaciones, 3 de ellas dobles, perfectas para familias o para crear un espacio de trabajo y descanso. Los techos altos aportan una sensación de amplitud y luminosidad que hará que cada rincón se sienta acogedor. El salón distribuidor, con su moderna cocina americana, es el lugar perfecto para compartir momentos inolvidables con amigos y familiares. Además, el cuarto de baño completo estilo walk-in añade un toque de elegancia y funcionalidad. La propiedad, en buen estado y con armarios empotrados, ofrece todo lo necesario para entrar a vivir sin preocupaciones. Ubicada a solo 5 minutos del metro Oporto y cerca de diversas paradas de autobús, la conexión con el resto de la ciudad es inmejorable. La cercanía a comercios, colegios y supermercados hace que esta vivienda sea aún más atractiva, facilitando la vida diaria. No dejes pasar la oportunidad de visitar este encantador piso y convertirlo en tu nuevo hogar. ¡Contáctanos para más información y ven a verlo!",False,good,False,3246.0,False,False,False,False,[],False,False,185000.0,€,,,flat,,"Puerta Bonita, Madrid",Piso en calle del Camino Viejo de Leganés,,Carabanchel,Puerta Bonita,bj,True,False,190000.0,5000.0,3.0,
107648894,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/de/68/2c/1318686232.webp,63,2950000.0,chalet,sale,600.0,4,4,"paseo de los Lagos, 2",Madrid,Pozuelo de Alarcón,es,40.4162586,-3.8007057,True,https://www.idealista.com/inmueble/107648894/,"EAB Propiedades Inmobiliarias, vende este fantástico chalet adosado reformado por completo con las mejores calidades y buen gusto, en una de las urbanizaciones mas demandadas de Pozuelo de Alarcón, por su situación muy próxima a los colegios internacionales y nacionales y por sus altas medidas de seguridad. El chalet está dispuesto de ascensor en todas sus plantas. En la planta principal nos encontramos con un precioso recibidor con baño para invitados y acceso a la gran cocina, muy luminosa por sus grandes ventanales. En la primera entreplanta, nos encontramos con un gran salón comedor muy espacioso que nos permite acceder al jardín con piscina privada. En la segunda entreplanta tenemos dos dormitorios muy amplios con vestidor y con dos baños completos. En la tercera entreplanta está el dormitorio principal con grandes vestidores y baño en suite. En la planta sótano tenemos una preciosa bodega, un gran salón multiusos, con zona de gimnasio y zona de ocio. El chalet dispone de cinco plazas de garaje.",False,good,False,4917.0,False,False,False,False,[],False,False,2950000.0,€,True,True,chalet,terracedHouse,"La Finca, Pozuelo de Alarcón","Chalet adosado en paseo de los Lagos, 2",ENRIQUE ÁLVAREZ,Zona Prado de Somosaguas - La Finca,La Finca,,,,,,,
107807879,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/77/25/95/1324366254.webp,12,248000.0,flat,sale,105.0,3,2,avenida de Abrantes,Madrid,Madrid,es,40.3759921,-3.7360284,False,https://www.idealista.com/inmueble/107807879/,"SIN SUBASTAS! Piso JUNTO AL METRO! Oportunidad de financiación 100% Se puede financiar el 100% del precio aportando tan solo los gastos de impuestos y escrituras. Si tienes 24.000 € este piso puede ser tuyo. Se trata de un amplio piso de 3 dormitorios, salón de paso con terraza abierta, cocina con tendedero cerrado y 2 baños. El inmueble es propiedad de banco. Llámanos y te informaremos sin compromiso. En este caso, no te cobraremos ninguna comisión ni por la tramitación del precio ni por la compra y te mantendremos perfectamente informado en todo momento del proceso de subasta.",False,renew,False,2362.0,True,False,False,False,[],False,False,248000.0,€,,,flat,,"Abrantes, Madrid",Piso en avenida de Abrantes,,Carabanchel,Abrantes,3,False,True,,,,
108557870,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/63/ef/58/1348410813.webp,41,690000.0,duplex,sale,180.0,3,3,"calle de las Clavelinas, 13",Madrid,Madrid,es,40.4684548,-3.6997999,True,https://www.idealista.com/inmueble/108557870/,"Unico Loft / Unico diseño / Mejor verlo, no lo dude le sorprenderá. ¡Descubre tu nuevo hogar en el corazón de Tetuán!  Este encantador Loft duplex de 180 m², recién construido en 2025, es la opción perfecta para quienes buscan comodidad y modernidad.  Con un diseño contemporáneo, este piso cuenta con una cocina completamente amueblada y equipada, ideal para dar rienda suelta a tu creatividad culinaria.  El edificio ha sido rehabilitado con una estructura nueva, cumpliendo con la normativa actual, lo que garantiza un espacio seguro y acogedor.  Aunque no dispone de ascensor, la escasa cantidad de vecinos crea un ambiente tranquilo y familiar. Además, los gastos de comunidad son prácticamente inexistentes, lo que lo convierte en una opción muy atractiva para quienes desean vivir sin preocupaciones. Ubicado a solo 10 minutos a pie de Plaza Castilla, este apartamento es perfecto tanto para personas solas como para parejas que buscan su primera vivienda.  También es una excelente oportunidad para inversores que desean aprovechar el creciente interés por el barrio de Tetuán.  No dejes pasar esta oportunidad única de adquirir un hogar moderno en una zona en tendencia. ¡Ven a visitarlo y déjate enamorar!",True,good,False,3833.0,False,False,False,False,[],False,False,690000.0,€,,,flat,duplex,"Valdeacederas, Madrid","Dúplex en calle de las Clavelinas, 13",Clavelinas Loft,Tetuán,Valdeacederas,bj,False,False,,,,
106944577,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a4/94/6e/1298376764.webp,16,210000.0,chalet,sale,141.0,3,3,avenida de Madrid,Madrid,Patones,es,40.8538591,-3.4882074,False,https://www.idealista.com/inmueble/106944577/,"FINANCIACIÓN 100% ¡Oportunidad única en Patones!  Presentamos este encantador chalet adosado de 141 m² construidos, ideal para quienes buscan una vivienda con potencial. Distribuido en dos plantas, cuenta con tres amplios dormitorios, un salón independiente perfecto para disfrutar en familia, y una cocina lista para ser transformada a tu gusto. Dispone de dos baños completos y un aseo adicional, asegurando comodidad para todos los miembros del hogar.  El inmueble también ofrece un patio acogedor y una terraza donde podrás relajarte al aire libre, además de un balcón que añade un toque especial a la fachada. Con plaza de garaje incluida, no tendrás que preocuparte por el aparcamiento. Además tiene una zona de barbacoa en la parte trasera del patio. Aunque necesita reforma, es una gran ocasión de compra gracias a su venta mediante subasta y financiación al 100%, cubriendo solo los gastos de escritura. Construida en 2005.  Venta en subasta hasta el día 04 de Febrero. No dejes pasar esta oportunidad y llámanos para más información sin compromiso. ¡Haz de esta casa tu hogar ideal!",False,renew,False,1489.0,True,False,False,False,[],False,False,210000.0,€,True,True,chalet,terracedHouse,Patones,Chalet adosado en avenida de Madrid,,,,,,,,,,
108557836,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f7/ea/ff/1348408682.webp,33,380000.0,flat,sale,76.0,1,1,"calle de las Clavelinas, 13",Madrid,Madrid,es,40.4684548,-3.6997999,True,https://www.idealista.com/inmueble/108557836/,"¡Descubre tu nuevo hogar en el corazón de Tetuán!  El mejor apartamento de todo el edificio  Este encantador apartamento en planta primera de 76 m², recién construido en 2025, es la opción perfecta para quienes buscan comodidad y modernidad.  Con un diseño contemporáneo, este piso cuenta con una cocina completamente amueblada y equipada, ideal para dar rienda suelta a tu creatividad culinaria.  El edificio ha sido rehabilitado con una estructura nueva, cumpliendo con la normativa actual, lo que garantiza un espacio seguro y acogedor.  Aunque no dispone de ascensor, la escasa cantidad de vecinos crea un ambiente tranquilo y familiar. Además, los gastos de comunidad son prácticamente inexistentes, lo que lo convierte en una opción muy atractiva para quienes desean vivir sin preocupaciones. Ubicado a solo 10 minutos a pie de Plaza Castilla, este apartamento es perfecto tanto para personas solas como para parejas que buscan su primera vivienda.  También es una excelente oportunidad para inversores que desean aprovechar el creciente interés por el barrio de Tetuán.  No dejes pasar esta oportunidad única de adquirir un hogar moderno en una zona en tendencia. ¡Ven a visitarlo y déjate enamorar!",True,good,False,5000.0,False,False,False,False,[],False,False,380000.0,€,,,flat,,"Valdeacederas, Madrid","Piso en calle de las Clavelinas, 13",Clavelinas 1º Int,Tetuán,Valdeacederas,1,False,False,,,,
