propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,newDevelopmentFinished,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
108632555,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7b/b1/95/1350522704.webp,HG210721,22,3,695000.0,flat,sale,97.0,True,3,2,CL LINO,Madrid,Madrid,Tetuán,es,Cuzco-Castillejos,40.4579745,-3.6972517,False,https://www.idealista.com/inmueble/108632555/,"Gilmar Consulting Inmobiliario Castellana-Orense, vende vivienda en perfecto estado de conservación, situada en una tercera planta con ascensor y con una superficie aproximada de 98 metros cuadrados, los cuales se distribuyen en salón-comedor, cocina independiente, tres dormitorios, baño y aseo y plaza de garaje con capacidad para coche grande y moto, opcional. Destacamos la gran luminosidad que hay en toda la casa. La distribución de la casa es excelente, invita a disfrutar de cada una de sus estancias; destacamos su salón amplio y muy luminoso; cocina independiente totalmente equipada y con gran capacidad de almacenaje con acceso a espaciosa terraza cerrada; Tres amplios dormitorios, destacando el dormitorio principal con armario empotrado con gran capacidad de almacenaje, cuarto de baño completo con plato de ducha y aseo, ambos en el distribuidor. Sin duda, una casa acogedora, confortable y alegre. Ideal para familias. Entre sus materiales destacamos; suelo de parquet; calefacción central, aire acondicionado repartido en splites por toda la casa, armario empotrado en dormitorio principal y en un secundario y pintura lisa. Se sitúa en finca construida en 1988, con ascensor, muy bien ubicada y muy tranquila, con I.T.E. favorable hasta el 2029. Con parking subterráneo y privado, donde se sitúa la plaza de garaje, opcional por 40.000€, plaza de garaje muy amplia con capacidad para coche grande y moto.  Gracias a la perfecta localización, a cinco minutos de Paseo de La Castellana, dispone de tranquilidad suficiente y a la vez unas magníficas comunicaciones. Bien hacia el exterior de Madrid por carretera, como para la movilidad interna vía Metro, con la estación de Tetuán ( Línea 1 ) a tan solo dos minutos andando o Bus con paradas casi en la puerta. Al pie del edificio tenemos los mejores comercios, tiendas y todo lo que se necesita para cubrir las necesidades básicas y de ocio. Es sin duda, una oportunidad única de vivir o invertir en una de las mejores zonas de Madrid. En Gilmar trabajamos para ofrecer a nuestros clientes los mejores inmuebles desde hace 37 años. Cubrimos todas las necesidades inmobiliarias: viviendas, oficinas, locales comerciales, solares, fincas rústicas, terrenos para construir... Disponemos de más de 30 equipos especializados en distintas zonas al servicio de más de 90.000 Clientes nacionales e internacionales, que cuentan con asesoramiento necesario para garantizar su seguridad, eficacia jurídica y la mejor rentabilidad financiero-fiscal. Visita nuestra web y encontrarás 4.000 oportunidades más.",False,good,False,True,,7165.0,False,False,False,False,[],False,False,695000.0,€,True,False,flat,,"Cuzco-Castillejos, Madrid",Piso en Cl Lino,730000.0,35000.0,5.0,40000.0
107709865,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/99/ff/17/1320484921.webp,COOP-832@V14-1ºPl.,16,1,224598.0,flat,sale,100.0,True,3,2," Estrella Polar, 601",Madrid,Parla,Parla Este,es,,40.2303799,-3.74966,True,https://www.idealista.com/obra-nueva/107709865/,"LAS TERRAZAS DE PARLA. Viviendas con Protección Pública de Precio Limitado (VPPL) en COOPERATIVA (promueve: ALAMEDA PLAZA, S. COOP. ), en Parla Este (Madrid). - 162 viviendas de 2 y 3 dormitorios, CON TERRAZA, trastero y plaza de garaje. - Urbanización privada con piscina, jardines, sala comunitaria y locales comerciales. - Situación: SUELO EN PROPIEDAD - Parla Este (Madrid). Parcela O-6, delimitada por la Calle Constelación Andrómeda, Calle Osa Mayor, Calle Estrella Polar y Paseo República Dominicana. - Próxima Licencia de Obra. Calificación Provisional concedida. - Financiación prevista: hasta el 80% - Financia BBVA - Entrega estimada: 2027 (dependiendo del inicio de la obra). - Personalización de Espacios con Elección de Acabados. NOTA: a los costes indicados hay que añadir el 10% de IVA.",False,newdevelopment,True,True,False,2246.0,True,False,False,False,[],False,False,224598.0,€,True,True,flat,,"Parla Este, Parla","Piso en  Estrella Polar, 601",,,,
108102461,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8a/42/3f/1328250869.webp,T.04 bj B,13,bj,334000.0,flat,sale,76.0,True,2,2,"calle Ferrocarril del Tajuña, 5",Madrid,Arganda,Centro,es,,40.3053924,-3.4485625,True,https://www.idealista.com/obra-nueva/108102461/,"A114+ es una promoción de nueva construcción VIVIENDA LIBRE localizada en Arganda del Rey, uno de los municipios históricos y con mayor expansión de la Comunidad de Madrid, y está situada en el Area de Centralidad de Arganda del Rey.  Arganda es un municipio muy bien comunicado tanto por carretera como por Metro, estando la estación del metro a escasos 2 minutos de la promoción.  A114+ consta de 114 viviendas de 1, 2, 3 y 4 dormitorios, todas ellas con al menos 1 plaza de garaje y un trastero incluidos. La urbanización dispone de amplias zonas comunes ajardinadas, piscina y cuarto bicicletas. Las viviendas destacan por sus soluciones arquitectónicas y calidades, así como por sus terrazas y/o jardines, así como por la calidad contrastada del promotor delegado Constructora Los Álamos empresa con más de 50 años de experiencia en la construcción de viviendas.  La promoción está situada en la calle Ferrocarril del Tajuña 5 de Arganda del Rey. Dotado zonas verdes y amplia oferta de servicios: comercio, centros deportivos (Ciudad deportiva Principe Felipe), restaurantes, supermercados, centros educativos y sanitarios etc. NOTA: El IVA de aplicación actualmente es el 10% de IVA que es el tipo vigente actualmente en Enero del 2025 (o el que está vigente en su momento en caso de cambio), que habrá que añadir al precio de venta.",False,,True,True,False,4395.0,True,False,False,False,[],False,False,334000.0,€,True,True,flat,,"Centro, Arganda","Piso en calle Ferrocarril del Tajuña, 5",,,,
108070894,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b3/a8/70/1332929897.webp,COOP-832@VT3-1ªPL.,16,1,235139.0,flat,sale,105.0,True,3,2," Estrella Polar, 601",Madrid,Parla,Parla Este,es,,40.2303799,-3.74966,True,https://www.idealista.com/obra-nueva/108070894/,"LAS TERRAZAS DE PARLA. Viviendas con Protección Pública de Precio Limitado (VPPL) en COOPERATIVA (promueve: ALAMEDA PLAZA, S. COOP. ), en Parla Este (Madrid). - 162 viviendas de 2 y 3 dormitorios, CON TERRAZA, trastero y plaza de garaje. - Urbanización privada con piscina, jardines, sala comunitaria y locales comerciales. - Situación: SUELO EN PROPIEDAD - Parla Este (Madrid). Parcela O-6, delimitada por la Calle Constelación Andrómeda, Calle Osa Mayor, Calle Estrella Polar y Paseo República Dominicana. - Próxima Licencia de Obra. Calificación Provisional concedida. - Financiación prevista: hasta el 80% - Financia BBVA - Entrega estimada: 2027 (dependiendo del inicio de la obra). - Personalización de Espacios con Elección de Acabados. NOTA: a los costes indicados hay que añadir el 10% de IVA.",False,newdevelopment,True,True,False,2239.0,True,False,False,False,[],False,False,235139.0,€,True,True,flat,,"Parla Este, Parla","Piso en  Estrella Polar, 601",,,,
108787053,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f0/68/f5/1355102892.webp,W-030UZM,56,,2500000.0,chalet,sale,482.0,,5,6,Barrio Conde Orgaz-Piovera,Madrid,Madrid,Hortaleza,es,Conde Orgaz-Piovera,40.4559977,-3.6484057,False,https://www.idealista.com/inmueble/108787053/,"Magnífica casa en Piovera-Conde Orgaz Engel & Völkers presenta esta hermosa casa adosada en el corazón de Piovera-Conde Orgaz, situada a pocos metros del Liceo Francés. La casa tiene cuatro plantas, todas ellas conectadas por un ascensor Orona y una piscina privada climatizada. Planta principal: En esta planta encontramos una pequeña sala de estar, que puede utilizarse como oficina. También tiene un aseo de cortesía y una gran cocina con una oficina con mucho espacio para el área de comedor, tiene hermosas vistas al jardín inglés. Finalmente, el maravilloso salón con chimenea que tiene acceso a una hermosa terraza cubierta equipada con sofás para relajarse, desde allí vamos a la terraza que tiene una barbacoa y su piscina privada. Primera planta: En esta planta encontramos a la derecha el dormitorio principal con dos hermosas ventanas y un baño en suite con una ducha muy grande y un vestidor. Continuamos y encontramos el segundo dormitorio de 13m2 con su baño en suite con ducha, luego hay otro dormitorio del mismo tamaño y también con su baño en suite. Segunda planta: Esta planta cuenta con un hermoso gimnasio abuhardillado de 32m2 completamente acondicionado, con ventanas Velux, un baño con ducha y una agradable terraza de 15 metros. Sótano: En esta planta encontramos un garaje con capacidad para 5 coches y una zona de lavandería. También encontramos una bodega completamente amueblada. Propiedad con acabados de calidad y lujo. La casa tiene calefacción de gas natural, A/C por conductos y calefacción por suelo radiante. Persianas eléctricas y puerta blindada en la entrada y dormitorio principal. El barrio del Piovera-Conde de Orgaz es uno de los más prestigiosos y lujosos de Madrid. Su ubicación, muy cerca del centro urbano y de todos los servicios que alguien pueda requerir, lo convierte en uno de los enclaves más deseados para quienes quieren disfrutar de tranquilidad y un entorno exclusivo, sin renunciar a la proximidad de los servicios de una gran ciudad. Las amplias avenidas y los elegantes edificios de Arturo Soria completan esta prestigiosa zona. Es un entorno absolutamente privilegiado; parques y avenidas tranquilas permiten pasear en un silencio relajante. En el Parque del Conde Orgaz residen desde diplomáticos y artistas hasta deportistas de élite. Los mejores centros educativos nacionales e internacionales (Lycée Français, Numont, San José del Parque, Escuelas Internacionales) y las principales escuelas de negocios (ESIC). Además, cuenta con numerosos centros deportivos y comerciales con una amplia oferta gastronómica y de ocio, y la presencia de las marcas más prestigiosas. Todo esto, a solo unos minutos del centro de Madrid, de los núcleos comerciales de las principales carreteras de circunvalación de Madrid (M30 y M40) y también con acceso rápido al aeropuerto a través de la M11 y A2.",True,good,False,,,5187.0,True,False,True,False,[],False,False,2500000.0,€,True,True,chalet,terracedHouse,"Conde Orgaz-Piovera, Madrid",Chalet adosado,,,,
108749460,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1d/88/5f/1355983881.webp,Atico A,14,7,1470000.0,penthouse,sale,184.0,True,2,2,"paseo Santa María de la Cabeza, 60",Madrid,Madrid,Arganzuela,es,Palos de la Frontera,40.4018338,-3.6989829,True,https://www.idealista.com/obra-nueva/108749460/,"SMC60 · El edificio prime de Arganzuela ·  Todo lo que buscabas para vivir en el corazón de Madrid con la mejor calidad de vida. En pleno Paseo de Santa María de la Cabeza, nace SMC60, un exclusivo desarrollo inmobiliario de obra nueva que combina la elegancia de su fachada neomudéjar original con una ampliación integral diseñada para ofrecer todas las comodidades de la vida contemporánea. El proyecto ofrece 41 viviendas de 1, 2 y 3 dormitorios, incluyendo bajos con jardín y áticos con terraza o solárium. Piscina, gimnasio, jardín privado y 45 plazas de garaje, junto al interiorismo de autor de Tristán Domecq, completan una propuesta residencial única que se convierte en el nuevo referente del barrio. A escasos minutos de Atocha, El Retiro, Madrid Río y los principales museos y centros culturales de la ciudad, SMC60 goza de una ubicación inmejorable. SMC60 permite disfrutar de la tranquilidad de un entorno residencial con una conectividad excepcional, sin renunciar al encanto de vivir en pleno corazón de la capital. SMC60, el nuevo desarrollo exclusivo de Senahomes marca un nuevo estándar residencial en el corazón de Madrid.",True,newdevelopment,True,True,False,7989.0,True,False,False,False,[],False,False,1470000.0,€,True,False,flat,penthouse,"Palos de la Frontera, Madrid","Ático en paseo Santa María de la Cabeza, 60",,,,34000.0
106372101,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e0/5e/21/1280838000.webp,ARROYO,30,,839900.0,chalet,sale,284.0,,3,2,calle Arroyo s/n,Madrid,Villaviciosa de Odón,Centro,es,,40.3602022,-3.9012737,True,https://www.idealista.com/inmueble/106372101/,"Agencia inmobiliaria en Villaviciosa de Odón. HOGARES VILLAVICIOSA DE ODÓN te ofrece en EXCLUSIVA este espectacular chalet pareado en el CENTRO DE VILLAVICIOSA DE ODÓN.  Con una ubicación privilegiada y una urbanización exclusiva, se encuentra cerca de todo tipo de comercios, colegios, paradas de autobús, zonas de ocio y deportivas. En la planta principal encontramos un amplio y acogedor hall de entrada que nos da paso a un Luminoso salón comedor y con salida directa a una gran terraza, moderna y cómoda cocina con office y aseo de cortesía. Posibilidad de hacer una amplia habitación en planta. En la segunda planta, se encuentran tres amplios dormitorios, el principal con vestidor independiente, baño en suite y terraza, además cuenta otro cuarto de baño completo que le da servicio a las otras dos habitaciones. Amplia y luminosa buhardilla con ventana velux y bomba de frio y calor. En la planTa sótano encontramos un gran garaje y zona de lavandería y despensa. Urbanización privada con conserjería, piscina comunitaria, pista de pádel y zonas ajardinadas.",True,good,False,,,2957.0,False,False,False,False,[],False,False,839900.0,€,True,True,chalet,semidetachedHouse,"Centro, Villaviciosa de Odón",Chalet pareado en calle Arroyo s/n,,,,
108428601,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8a/95/b5/1344591533.webp,5,15,,584000.0,chalet,sale,170.0,,4,3,"calle Luís Cancela, 45",Madrid,Colmenar Viejo,San Crispín - La Estación Consorcio,es,,40.6496494,-3.7777505,True,https://www.idealista.com/obra-nueva/108428601/,"Nueva promoción Residencial La Encina, una nueva forma de vida, con viviendas acordes a las últimas tendencias en diseño, calidades ""prime"" y elementos sostenibles. 18 chalets de 4 dormitorios.  Un proyecto singular y único en Colmenar dirigido por el prestigioso estudio de arquitectura Cano y Escario. Única promoción de obra nueva en la zona de La Estación y en una zona totalmente consolidada.    El entorno natural de Colmenar es perfecto para los amantes de deportes al aire libre y cuenta con carril bici que rodea Colmenar. Esta población cuenta con todos los servicios, comercios, colegios, centros de salud y a tan solo 25 minutos de Madrid. En la mejor zona de Colmenar, muy próxima a transporte público, a 10 minutos a pie de la estación de cercanías de Colmenar Viejo y de parada de autobús que comunica Colmenar con Plaza Castilla (Línea 722).  La urbanización se integra en un completo residencial. Urbanización cerrada con piscina comunitaria. Viviendas amplias en las que se potencia la luminosidad. Con doble orientación que garantiza la ventilación cruzada, esta, nos ayuda a mantener espacios confortables y saludables. Viviendas únicas con amplios jardines y porches en los que disfrutar del confort del hogar. Plazas de garaje en acceso a viviendas. Cada persona que busca vivienda tiene diferentes preferencias, por ello contamos con modelos con Impresionante salón con cocina integrada y otros con cocina independiente. Dormitorio en planta baja. Excelentes calidades, con suelo radiante y refrescante por sistema de Aerotermia. Cocinas amuebladas y equipadas.  Opciones de personalización de acabados. Residencial la Encina, ¡Viviendas únicas para soñar! Ginkgo Gestión es una compañía dedicada a la gestión y promoción inmobiliaria que tiene como objetivo principal ofrecer un producto exclusivo y que, tras muchos años de experiencia, sigue cuidando cada aspecto del proceso.",False,newdevelopment,True,,False,3435.0,True,False,False,False,[],False,False,584000.0,€,True,True,chalet,terracedHouse,"San Crispín - La Estación Consorcio, Colmenar Viejo","Chalet adosado en calle Luís Cancela, 45",,,,
108278737,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fb/b5/99/1339325909.webp,V4,13,,598000.0,chalet,sale,277.0,,5,4,"Calle Amelia Earhart, 5",Madrid,Valdemoro,Hospital,es,,40.1931024,-3.6965211,True,https://www.idealista.com/obra-nueva/108278737/,"Exclusividad, confort y diseño en una de las zonas más tranquilas de Valdemoro Spacio 4 luxury homes tiene el placer de presentarte una promoción única: 4 elegantes chalets pareados y una vivienda independiente, diseñados para quienes buscan un hogar con alma, estilo y calidad de vida. Situadas en una zona residencial privilegiada, estas viviendas combinan a la perfección arquitectura moderna, espacios amplios y luz natural en cada rincón. El equilibrio ideal entre funcionalidad y estética. Tu hogar, tal como lo soñaste Cada vivienda se distribuye en 3 cómodas plantas: • Planta principal: Un espectacular salón-comedor de concepto abierto con cocina integrada, perfecto para compartir momentos en familia. Además, incluye un dormitorio ideal como despacho o habitación de invitados y un baño completo. • Planta superior: Cuatro dormitorios de gran tamaño, incluyendo una suite principal con baño privado, además de un segundo baño completo. • Planta inferior: Un espacio diáfano con infinitas posibilidades: zona de ocio, gimnasio, bodega, estudio.. . Incluye un baño completo, cuarto de lavandería y una exclusiva terraza con luz cenital de 19 m² que aporta luminosidad y encanto. Extras que marcan la diferencia • Garaje privado con capacidad para dos vehículos • Calidades premium en todos los acabados • Personalización sin coste adicional: elige el estilo de pintura, pavimentos y muebles de cocina. Y para los más exigentes… Paquete Premium opcional • Instalación de piscina privada • Sistema de energía solar fotovoltaica • Mejora de mobiliario y electrodomésticos de alta gama Vive con estilo, invierte con visión Esta es más que una vivienda. Es el espacio donde crearás tus mejores recuerdos. Y si buscas una inversión segura y rentable en una de las zonas con mayor proyección de Valdemoro, esta es tu oportunidad. Contacta con nosotros y agenda tu visita. ¡Tu nuevo hogar te está esperando! LAS INFOGRAFIAS DE LA COCINA NO SON CONTRACTUALES Aviso legal: Este anuncio no incluye los gastos de impuestos, notario, registro de la propiedad, entre otros. Este anuncio es meramente informativo y no constituye una auténtica oferta vinculante ni contractual. Las fotografías y datos incluidos están sujetos a posibles modificaciones, consecuencia de exigencias comerciales, jurídicas, técnicas o por mandato expreso de la propiedad. La información aquí contenida procura reflejar una orientación sobre los inmuebles a la fecha de su publicación.",False,newdevelopment,True,,False,2159.0,True,False,False,False,[],False,False,598000.0,€,True,True,chalet,semidetachedHouse,"Hospital, Valdemoro","Chalet pareado en Calle Amelia Earhart, 5",,,,
107231048,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3e/19/50/1324569823.webp,W-02YAGX,27,5,625000.0,flat,sale,73.0,False,3,1,Barrio Ibiza,Madrid,Madrid,Retiro,es,Ibiza,40.4202464,-3.6778993,False,https://www.idealista.com/inmueble/107231048/,"Propiedad para reformar en Menéndez Pelayo Presentamos este fantástico piso tanto por su ubicación frente al Parque del Retiro como por su altura en la quinta planta de un edificio de fachada clásica con portero y ascensor, ubicada en el barrio de Ibiza.  El inmueble se distribuye en hall de entrada con cocina independiente, pasillo distribuidor, baño completo y amplio, tres dormitorios - de los cuales dos son dobles, el tercero individual - y por último salón comedor. Todas las estancias incluido el baño, poseen ventilación natural.  La propiedad con 73 metros cuadrados construidos, ofrece un gran potencial de reforma, permitiendo crear un hogar cómodo y confortable en una de las zonas más cotizadas de la capital. Ibiza es un barrio residencial en el distrito de Retiro muy tranquilo para vivir. Con una situación privilegiada, destaca por su proximidad a la zona comercial de Goya, La Puerta de Alcalá y el Museo del Prado. El barrio combina edificios residenciales muchos de ellos con fachadas clásicas con zonas verdes, destacando El Parque del Retiro, considerado el pulmón de Madrid donde poder practicar deportes al aire libre.  Su rica y variada oferta en restauración han posicionado al barrio de Ibiza como la milla de oro gastronómica de la Capital, además de contar con una amplia dotación de comercios, supermercados, colegios, instalaciones deportivas y centros de salud, destacando Los Hospitales Gregorio Marañón y El Niño Jesús. Las comunicaciones son otro de los grandes aspectos a tener en cuenta en este barrio, desde el acceso directo a la M-30, pasando por las estaciones de metro de Ibiza, Retiro o Sainz de Baranda, así como varias líneas de autobuses. Todas estas características hacen de Ibiza un lugar ideal tanto para inversores que deseen una propiedad en una de las zonas más exclusivas de la ciudad, como para familias que busquen una zona más residencial, pero con todos los servicios a su alcance, así como para amantes del deporte, con instalaciones tanto privadas como públicas donde practicar diferentes actividades.",True,renew,False,True,,8562.0,True,False,True,False,[],False,False,625000.0,€,,,flat,,"Ibiza, Madrid",Piso,,,,
108749440,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e0/ed/69/1355982145.webp,Atico B,14,7,720000.0,penthouse,sale,81.0,False,1,1,"paseo Santa María de la Cabeza, 60",Madrid,Madrid,Arganzuela,es,Palos de la Frontera,40.4018338,-3.6989829,True,https://www.idealista.com/obra-nueva/108749440/,"SMC60 · El edificio prime de Arganzuela ·  Todo lo que buscabas para vivir en el corazón de Madrid con la mejor calidad de vida. En pleno Paseo de Santa María de la Cabeza, nace SMC60, un exclusivo desarrollo inmobiliario de obra nueva que combina la elegancia de su fachada neomudéjar original con una ampliación integral diseñada para ofrecer todas las comodidades de la vida contemporánea. El proyecto ofrece 41 viviendas de 1, 2 y 3 dormitorios, incluyendo bajos con jardín y áticos con terraza o solárium. Piscina, gimnasio, jardín privado y 45 plazas de garaje, junto al interiorismo de autor de Tristán Domecq, completan una propuesta residencial única que se convierte en el nuevo referente del barrio. A escasos minutos de Atocha, El Retiro, Madrid Río y los principales museos y centros culturales de la ciudad, SMC60 goza de una ubicación inmejorable. SMC60 permite disfrutar de la tranquilidad de un entorno residencial con una conectividad excepcional, sin renunciar al encanto de vivir en pleno corazón de la capital. SMC60, el nuevo desarrollo exclusivo de Senahomes marca un nuevo estándar residencial en el corazón de Madrid.",True,newdevelopment,True,True,False,8889.0,True,False,False,False,[],False,False,720000.0,€,True,False,flat,penthouse,"Palos de la Frontera, Madrid","Ático en paseo Santa María de la Cabeza, 60",,,,34000.0
107888097,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9d/8f/5e/1327354540.webp,,16,1,284900.0,flat,sale,80.0,True,2,2,"calle de Extremadura, 21",Madrid,Arroyomolinos,Zona el Caño,es,,40.2729063,-3.9231523,True,https://www.idealista.com/inmueble/107888097/,"Agencia inmobiliaria en Arroyomolinos INMOBILIARIA HOGARES ARROYOMOLINOS VENDE espectacular piso en la zona de Castañeras – Arroyomolinos. Te presentamos este fantástico piso de 80 m², ubicado en la tranquila y bien comunicada zona de El Caño, rodeado de todos los servicios esenciales: colegios, supermercados, zonas verdes y transporte. La vivienda cuenta con un acogedor recibidor que da acceso a una amplia cocina con office totalmente equipada y práctico tendedero cubierto. El salón-comedor es exterior, muy luminoso y con agradables vistas al atardecer. Su distribución permite diferenciar claramente la zona de comedor y la zona de estar, ofreciendo un ambiente cómodo y funcional. La zona de descanso dispone de dos dormitorios muy amplios, ambos con armarios empotrados y con grandes ventanales que aportan mucha luminosidad. El dormitorio principal incluye una zona de vestidor y un baño en suite. Además, la vivienda cuenta con un segundo baño completo, ideal para dar servicio al dormitorio secundario y a los invitados. Las zonas comunes del edificio incluyen piscina y amplias áreas ajardinadas, ideales para disfrutar en familia. El precio incluye una plaza de garaje y trastero, aportando un extra de comodidad y espacio de almacenamiento. Si buscas un hogar con excelente distribución, mucha luz natural y una ubicación inmejorable… ¡Este piso es para ti!",True,good,False,True,,3561.0,False,False,False,False,[],False,False,284900.0,€,True,True,flat,,"Zona el Caño, Arroyomolinos","Piso en calle de Extremadura, 21",,,,
107709803,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/41/ab/e6/1320482982.webp,COOP-832@V07-3ºPl.,16,3,228770.0,flat,sale,103.0,True,3,2," Estrella Polar, 601",Madrid,Parla,Parla Este,es,,40.2303799,-3.74966,True,https://www.idealista.com/obra-nueva/107709803/,"LAS TERRAZAS DE PARLA. Viviendas con Protección Pública de Precio Limitado (VPPL) en COOPERATIVA (promueve: ALAMEDA PLAZA, S. COOP. ), en Parla Este (Madrid). - 162 viviendas de 2 y 3 dormitorios, CON TERRAZA, trastero y plaza de garaje. - Urbanización privada con piscina, jardines, sala comunitaria y locales comerciales. - Situación: SUELO EN PROPIEDAD - Parla Este (Madrid). Parcela O-6, delimitada por la Calle Constelación Andrómeda, Calle Osa Mayor, Calle Estrella Polar y Paseo República Dominicana. - Próxima Licencia de Obra. Calificación Provisional concedida. - Financiación prevista: hasta el 80% - Financia BBVA - Entrega estimada: 2027 (dependiendo del inicio de la obra). - Personalización de Espacios con Elección de Acabados. NOTA: a los costes indicados hay que añadir el 10% de IVA.",False,newdevelopment,True,True,False,2221.0,True,False,False,False,[],False,False,228770.0,€,True,True,flat,,"Parla Este, Parla","Piso en  Estrella Polar, 601",,,,
106184772,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5f/71/cc/1275091025.webp,T02,12,2,925000.0,flat,sale,68.0,False,1,1,"Antonio Pérez, 24",Madrid,Madrid,Chamartín,es,El Viso,40.4425886,-3.6815998,True,https://www.idealista.com/obra-nueva/106184772/,"Alrededor de un fantástico jardín central con piscina privada, las 50 residencias incluyen apartamentos y áticos con opciones de 1 a 4 dormitorios, todos con espacio exterior privado. Todas las viviendas están diseñadas con las mejores calidades y equipadas con un sistema de domótica y videoportero, para mayor seguridad y comodidad. Como zonas comunes adicionales ofrece un gimnasio totalmente equipado con vistas a los jardines para el disfrute de sus residentes, conserjería, trasteros y aparcamiento subterráneo con carga de vehículos eléctricos para cada plaza. El Viso Residences el primer proyecto en la capital diseñado según los estándares BREEAM EXCELLENT NEW CONSTRUCTION, con el fin de lograr la máxima eficiencia energética tanto para el medioambiente como para los residentes, elevando así los niveles de lujo y sostenibilidad de la ciudad. Todos los aspectos de la vida moderna sostenible han sido considerados: desde un sistema de energía geotérmica hasta un sistema de captación fotovoltaica, la gestión eficiente del agua, iluminación inteligente, un sistema depurador de doble ventilación y la carga de vehículos eléctricos, permitiendo un control continuo, eficiencia y ahorro tanto para el medioambiente como para los propietarios. Elegidos por su amplia experiencia y su conocimiento específico, Touza Arquitectos han creado una obra maestra del diseño en Madrid, tanto por dentro como por fuera. El elegante barrio de El Viso ofrece lo mejor en cultura, gastronomía, comercio y ocio; desde boutiques independientes hasta marcas internacionales. Madrid combina a la perfección el bullicio de una metrópolis moderna con el encanto de una capital histórica, hogar de hermosos bulevares y arquitectura clásica, vibrante cultura y encanto latino. El Viso Residences te invita a establecer tu hogar en esta ubicación privilegiada, entre lo mejor de Madrid y del mundo.",False,,True,True,False,13603.0,True,False,False,False,[],False,False,925000.0,€,True,True,flat,,"El Viso, Madrid","Piso en Antonio Pérez, 24",,,,
108895563,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/03/cc/98/1358217771.webp,EG6451,86,5,277000.0,flat,sale,84.0,True,2,1,San Isidro - Los Almendros,Madrid,Alcalá de Henares,San Isidro - Los Almendros,es,,40.4853997,-3.3624269,False,https://www.idealista.com/inmueble/108895563/,"Alcalá Inmobiliaria presenta este bonito piso luminoso y con vistas despejadas en Paseo de la Estación, Alcalá de Henares.  Con 84 metros construidos y distribuidos en 2 dormitorios dobles, salón amplio y luminoso con terraza, 1 baño y cocina independiente.  Carpintería interior en roble, carpintería exterior climalit con puente de rotura térmica, abatibles y oscilobatientes, suelos de tarima y gres, calefacción central individual, 2 armarios empotrados, toldos en salón y terraza recién cambiados, videoportero, portero físico 8 horas, 2 ascensores.  Destacar el buen estado de la vivienda, ubicado a 2 minutos de la Plaza Cervantes, cuenta con todos los los servicios, muy buena comunicación con el transporte público y la Renfe y la orientación inmejorable.  No dejes pasar la oportunidad y ¡Ven a visitarlo!  No cobramos comision al comprador.  Nos encargamos de toda la gestión de la compra.  Y además ponemos a tu disposición nuestro departamento de hipotecas totalmente gratuito para buscarte las mejores condiciones del mercado.  ¿Quieres saber cuánto se te quedaría la letra al mes?  ¿Quieres saber qué impuestos conlleva una compra-venta?  Llámanos sin compromiso y programaremos una visita.  Los metros de la vivienda están contrastados según catastro/registro.  Los muebles que aparecen en la vivienda no son vinculantes y pueden No estar incluidos.  Este anuncio no es vinculante y puede contener errores. Se muestra a título informativo y no es contractual.    En los precios de venta no están incluidos impuestos legales ni gastos de escrituración.",False,good,False,True,,3298.0,False,False,False,False,[],False,False,277000.0,€,,,flat,,"San Isidro - Los Almendros, Alcalá de Henares",Piso,,,,
