propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,newDevelopmentFinished,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
107889257,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/64/9f/2b/1337103374.webp,1059,22,5,389000.0,penthouse,sale,75.0,True,1,1,"calle de Martínez, 6",Madrid,Madrid,Tetuán,es,Berruguete,40.4592637,-3.7036881,True,https://www.idealista.com/inmueble/107889257/,"DÚPLEX DE ENSUEÑO EN BRAVO MURILLO – PARKING INCLUIDO  Si sueñas con vivir en un dúplex único de 70m, con portero físico, plaza de parking para coche grande, moderno y lleno de encanto, esta es tu oportunidad. Con plaza de garaje de fácil acceso en la misma finca. Situado en una de las mejores zonas de Bravo Murillo, este coqueto dúplex de 70m lo tiene todo para enamorarte desde el primer momento. Características destacadas: * Ático dúplex reformado con estilo contemporáneo y detalles de diseño. * Cocina completa y equipada. * Portero físico en la finca. * Antes con dos dormitorios, ahora cuenta con una espectacular habitación principal de 35 m², perfecta para crear un oasis personal. * Un baño completo con posibilidad de habilitar un segundo. * Gastos comunidad 60€ mes, IBI 224€ del piso y 43€ de la plaza de parking. * Luz natural a raudales, techos altos y una distribución que aprovecha cada rincón. * Espacios acogedores, modernos y funcionales. * Ubicado en una de las zonas más valoradas del barrio de Tetuán, a pocos pasos de Bravo Murillo, con todos los servicios, comercios y conexiones de transporte al alcance. Este ático no solo es una vivienda, es un estilo de vida. Ideal para quienes buscan algo diferente, exclusivo y lleno de personalidad. ¡Llámanos para concertar tu visita y descubrir tu nuevo hogar en las alturas!",False,good,False,True,5187.0,True,False,False,False,[],False,False,389000.0,€,True,True,flat,penthouse,"Berruguete, Madrid","Ático en calle de Martínez, 6",,,,,
108845144,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/62/87/16/1357043170.webp,FHOG-3066,18,1,129900.0,flat,sale,59.0,True,3,1,calle de Rocafort,Madrid,Madrid,Villaverde,es,San Cristóbal,40.3408226,-3.6855637,False,https://www.idealista.com/inmueble/108845144/,"¡Oportunidad en San Cristobal de los Angeles! Este piso de 59 metros cuadrados, ubicado en el distrito de Villaverde, es una excelente opción para quienes buscan un hogar con potencial en una zona bien comunicada y con mucho carácter. Construido en 1958, este inmueble es particular y necesita una reforma que permita adaptarlo a tus gustos y necesidades. Cuenta con tres dormitorios y un baño, ideal para familias o inversores que quieran aprovechar su espacio. La propiedad es exterior y muy luminosa, gracias a sus ventanas de aluminio que dejan entrar la luz natural. Además, dispone de un almacén que ofrece espacio adicional para almacenamiento. El suelo de gres aporta durabilidad y facilidad de mantenimiento. Una oportunidad única para transformar este piso en tu hogar soñado o en una inversión con gran potencial. ¡No dudes en visitarlo y descubrir todas sus posibilidades! Soluciones a su medida.",False,renew,False,False,2202.0,True,False,False,False,[],False,False,129900.0,€,,,flat,,"San Cristóbal, Madrid",Piso en calle de Rocafort,Destacado,,,,
105800150,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/39/e0/22/1263413064.webp,3317,10,4,1329000.0,flat,sale,127.0,False,2,2,Barrio Castellana,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.4344575,-3.6809106,False,https://www.idealista.com/inmueble/105800150/,"Nos complace presentar esta espectacular vivienda en Castellana, ubicada en el prestigioso barrio de Salamanca, Madrid. Este cuarto piso interior, actualmente en obras, cuenta con 126 m² catastrales y está diseñado para ofrecer el máximo lujo y confort. La propiedad incluye dos habitaciones y dos baños, con una cocina totalmente equipada. Con aire acondicionado y ascensor. El barrio de Salamanca es conocido por su exclusividad y elegancia. Vivir aquí significa estar cerca del ABC Serrano, que ofrece una experiencia de compra de lujo, y el Intercambiador de Avenida de América, que asegura excelentes conexiones de transporte. Para los amantes de la cultura, el Museo Lázaro Galdiano es una visita obligada, mientras que el IE Business School proporciona un entorno académico de prestigio. La zona también alberga varias embajadas, añadiendo un nivel de seguridad y prestigio adicional. Esta vivienda ofrece lujo y comodidad en una ubicación privilegiada en el corazón de la capital. La gran mayoría de los inmuebles que tenemos en esta zona solo se encuentran en nuestra web. Visite nuestra página y descubra exclusivas viviendas. Fortuny Madrid Real Estate es una empresa con sólida experiencia formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes nacionales e internacionales. Somos un referente en el mercado español, ofreciendo un servicio completo con viviendas residenciales de alta calidad y una amplia gama de servicios inmobiliarios, cubriendo tanto el área privada como el área comercial para conseguir que personas físicas jurídicas, instituciones e inversores queden plenamente satisfechos con nuestros servicios.",False,good,False,True,10465.0,True,False,False,False,[],False,False,1329000.0,€,,,flat,,"Castellana, Madrid",Piso,,,,,
108352718,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/54/7c/87/974759074.webp,VT-3.3.1,9,bj,200735.0,flat,sale,80.0,True,3,1,calle Agustina de Aragón s/n,Madrid,Valdemoro,Hospital,es,,40.2009264,-3.6918344,True,https://www.idealista.com/obra-nueva/108352718/,"¡OBRAS INICIADAS! SOLO DISPONIBLES VIVIENDAS ADAPTADAS.  Deben acreditar la necesidad de una vivienda adaptada, ya sea por discapacidad reconocida, movilidad reducida o dependencia, mediante la presentación de la documentación correspondiente.  Promoción de viviendas VPPL en régimen de cooperativa. Viviendas de 2 y 3 dormitorios, con plaza de garaje y trastero, en urbanización privada con zonas comunes.  Dentro del residencial vas a poder darte un baño en la piscina en los calurosos días de verano, tomar el aire y relajarte en las zonas ajardinadas, así como disfrutar con los más peques en la zona infantil. Además, la urbanización cuenta con un local comunitario al que se le pueden dar diferentes usos, una pista polideportiva y una zona street work out.  Todas las viviendas cuentan con amplias terrazas. Los bajos y áticos tienen terrazas espectaculares desde las que no querrás salir de casa. Las viviendas están pensadas para favorecer la iluminación natural, con doble orientación en la mayoría de las viviendas, favoreciendo así la renovación del aire de tu nuevo hogar.  Podrás personalizar tu casa para hacerla única y elegir entre varias opciones de acabados.  Diverso Valdemoro está situado en el la zona conocida como El Postiguillo, una zona de nuevo desarrollo, muy cerca del Hospital Universitario Infanta Elena, con todos los servicios para el día a día muy próximos. Además, está perfectamente comunicado y con fácil salida a las carreteras M423 y A4.  Recuerda que para poder acceder a la compra de una vivienda protegida en régimen de VPPL debes cumplir unos requisitos que puedes consultar aquí.  *Al tratarse de viviendas en régimen de cooperativa, todos los socios contribuirán con una aportación en concepto de capital social.",False,newdevelopment,True,True,2509.0,True,False,False,False,[],False,False,200735.0,€,True,True,flat,,"Hospital, Valdemoro",Piso en calle Agustina de Aragón s/n,,False,,,
108722633,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0b/82/71/1353200232.webp,3489-02956,22,3,865000.0,flat,sale,113.0,True,3,2,calle de Arganzuela,Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.4086916,-3.7111419,False,https://www.idealista.com/inmueble/108722633/,"Un refugio luminoso con piscina y garaje en el corazón de Madrid. Vivir en el centro no significa renunciar al confort. Este piso en la calle Arganzuela 29 es la prueba.  Con 113 m² construidos, garaje incluido, trastero, cuarto para las bicis y piscina comunitaria, aquí encontrarás mucho más que una vivienda: un espacio pensado para disfrutar, desconectar y compartir. Ubicado en una tercera planta exterior con ascensor, la luz entra a raudales gracias a su doble orientación este-oeste y a sus tres balcones.  Las estancias respiran amplitud y funcionalidad: tres habitaciones, dos baños completos, un salón-comedor acogedor y una cocina independiente con zona de lavandería. La distribución es práctica y equilibrada, ideal para familias que valoran el espacio y la comodidad en cada rincón.  Y para que solo tengas que preocuparte de decorar a tu gusto, cuenta con suelos de parquet recién acuchillados, pintura nueva y ventanas Climalit que aíslan del ruido y la temperatura. En cuanto sales del portal, lo tienes todo: zonas verdes, parque infantil, piscina comunitaria, portero físico y una comunidad cuidada y moderna en un edificio del año 2001.  Una isla de calma en una ubicación vibrante. ¿Y qué decir del entorno? Lavapiés-Embajadores es uno de los barrios más auténticos de Madrid. El Metro Puerta de Toledo a 2 minutos, comercios, colegios, restaurantes, parques y hasta El Rastro.. . pero con la ventaja de estar en la única calle de la zona donde no se instalan puestos los domingos. Tranquilidad asegurada, incluso en los días más ajetreados. ¿Para quién es este piso? Para familias que necesitan espacio, comodidad y buena ubicación, para parejas que quieren invertir en calidad de vida sin salir del centro, y para cualquier persona que busque un hogar amplio, bien ubicado y con todas las comodidades que difícilmente encuentras en el centro de Madrid. Garaje, trastero, piscina, zonas verdes y una finca moderna y tranquila en una de las zonas más demandadas de la capital. Todo lo que necesitas, sin renunciar a nada. ¡Ven a conocerlo, te vas a quedar!",True,good,False,True,7655.0,True,False,False,False,[],False,False,865000.0,€,True,True,flat,,"Lavapiés-Embajadores, Madrid",Piso en calle de Arganzuela,,,,,
108699438,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5d/a3/e4/1352515522.webp,leg-84563,34,1,497000.0,flat,sale,65.0,True,2,1,calle de Leganitos,Madrid,Madrid,Centro,es,Palacio,40.421269,-3.7093466,False,https://www.idealista.com/inmueble/108699438/,"Se vende espectacular piso exterior, totalmente reformado con acabados modernos y de calidad, listo para entrar a vivir. Ubicado en un primer piso, cuenta con grandes ventanales que aportan abundante luz natural, creando un ambiente cálido y acogedor. Gracias a las empresas del Grupo Legend aportamos asesoramiento fiscal, jurídico y financiero, y un arquitecto para cualquier consulta o servicio que necesite a coste cero. Además, no cobramos honorarios al comprador.  Con 63 m² construidos, la vivienda está diseñada para aprovechar al máximo el espacio, ofreciendo un cómodo salón luminoso, cocina americana equipada con mobiliario instalado (faltan frigorífico y lavadora/secadora) y dos dormitorios con amplios armarios empotrados que facilitan la organización. El baño completo, moderno y funcional, completa este piso ideal tanto para parejas como para familias pequeñas. El sistema de aire acondicionado frío/calor por splits, junto con la calefacción central, garantiza una temperatura perfecta durante todo el año, aportando confort y bienestar. Situado en pleno centro de Madrid, en Calle Leganitos, la vivienda goza de una ubicación privilegiada a pocos pasos de Plaza España, Gran Vía y el barrio de Malasaña-Universidad, una de las zonas más vibrantes y demandadas de la ciudad. La zona ofrece una amplia gama de servicios, desde supermercados y comercios hasta una variada oferta gastronómica y cultural. Además, cuenta con excelentes conexiones mediante metro y autobús, facilitando el acceso a cualquier punto de la ciudad. Esta propiedad es una oportunidad excepcional tanto para vivir en una de las mejores zonas de Madrid como para invertir en un inmueble con alta demanda y gran potencial de revalorización.",True,good,False,True,7646.0,True,False,False,False,[],False,False,497000.0,€,,,flat,,"Palacio, Madrid",Piso en calle de Leganitos,,,,,
108887040,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/82/78/eb/1358091977.webp,,15,,265000.0,flat,sale,45.0,False,2,1,calle de Leganitos s/n,Madrid,Madrid,Centro,es,Palacio,40.4216067,-3.7100961,True,https://www.idealista.com/inmueble/108887040/,"AOVE HOMES pone a la venta en exclusiva un piso con muchas posibilidades de reforma, situado en una de las zonas más emblemáticas y cotizadas de Madrid: a tan solo unos pasos de Plaza de España y la Gran Vía, rodeado de vida urbana, servicios, comercios, cultura y excelentes conexiones de transporte. La vivienda, aunque interior, destaca por su gran luminosidad gracias a sus amplios ventanales que inundan el espacio de luz natural durante todo el día. Actualmente cuenta con una distribución óptima para un dormitorio doble, pero ofrece la posibilidad de adaptar el espacio e incorporar un segundo dormitorio individual, ideal para quienes buscan un hogar funcional o una inversión con alta rentabilidad. Es una oportunidad perfecta para crear un piso a medida en pleno centro de la ciudad. Si estás interesado en visitarlo o necesitas más información, no dudes en ponerte en contacto con nosotros. ¡Estaremos encantados de ayudarte!",False,renew,False,True,5889.0,True,False,False,False,[],False,False,265000.0,€,,,flat,,"Palacio, Madrid",Piso en calle de Leganitos s/n,,,,,
105358205,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a6/c1/cf/1249670667.webp,PIS3254,11,3,1039000.0,flat,sale,103.0,True,3,3,Barrio Malasaña-Universidad,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4295025,-3.7052127,False,https://www.idealista.com/inmueble/105358205/,"Vivienda de 81m2 de superficie, situado en la 3era planta exterior de una finca de principios de siglo de fachada Clásica en el Barrio de Malasaña. Totalmente reformada y equipada con tres amplias habitaciones, tres baños modernos, calefacción a gas, aire acondicionado y una cocina de alta gama, esta propiedad asegura comodidad y estilo. Además, se entrega completamente amueblada. La gran mayoría de los inmuebles que tenemos en esta zona solo se encuentran en nuestra web. Visite nuestra página y descubra exclusivas viviendas. Fortuny Madrid Real Estate es una empresa con sólida experiencia formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes nacionales e internacionales. Somos un referente en el mercado español, ofreciendo un servicio completo con viviendas residenciales de alta calidad y una amplia gama de servicios inmobiliarios, cubriendo tanto el área privada como el área comercial para conseguir que personas físicas jurídicas, instituciones e inversores queden plenamente satisfechos con nuestros servicios.",False,good,False,True,10087.0,True,False,False,False,[],False,False,1039000.0,€,,,flat,,"Malasaña-Universidad, Madrid",Piso,,,,,
105135973,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/66/8f/1d/1242879580.webp,VM2406025,31,9,3100000.0,penthouse,sale,137.0,True,2,2,Barrio Malasaña-Universidad,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4190659,-3.7025485,False,https://www.idealista.com/inmueble/105135973/,"ÁTICO REFORMADO CON DOS GRANDES TERRAZAS En un emblemático edificio rehabilitado por completo encontramos esta espectacular vivienda distribuida en dos habitaciones, dos cuartos de baño, salón comedor, cocina semi integrada y dos grandes terrazas. Nada más llegar, pasamos a un hall, a la derecha encontramos la habitación principal con armarios empotrados y cuarto de bañado integrado, a la izquierda el pasillo da lugar a la otra habitación y cuarto de baño, el pasillo cuenta con grandes ventanales que dan a una de las terrazas, ka zona de estar se compone de un salón-comedor y cocina semi integrada, dando paso también a la otra terraza. ¿Te imaginas vivir aquí?  Contacte con nosotros para ver más inmuebles similares.",True,good,False,True,22628.0,False,False,False,False,[],False,False,3100000.0,€,True,True,flat,penthouse,"Malasaña-Universidad, Madrid",Ático,,,,,
108378299,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fb/a4/f4/1342327409.webp,Minerva,24,8,360000.0,penthouse,sale,122.0,True,1,1,"avenida de la Gran Vía del Sureste, 14",Madrid,Madrid,Villa de Vallecas,es,Ensanche de Vallecas - La Gavia,40.3646238,-3.5886295,True,https://www.idealista.com/inmueble/108378299/,"¡Descubre este espectacular ático en venta que combina modernidad y confort! Con una superficie de 55 m², este acogedor espacio cuenta con un dormitorio luminoso y un baño.  La joya de la propiedad es su impresionante terraza de 43 m², perfecta para disfrutar de las vistas despejadas a una zona verde y relajarte en un ambiente sereno, sin edificaciones cercanas que interrumpan la tranquilidad. Ubicado en un edificio moderno construido en 2008, este ático ofrece calefacción individual por gas natural, asegurando tu comodidad durante todo el año. Además, incluye una plaza de garaje y un trastero en la misma planta, facilitando el almacenamiento de tus pertenencias. La ubicación es inmejorable, con excelente conexión a servicios cercanos como supermercados, farmacias, colegios y cafeterías. A solo unos minutos del Centro Comercial La Gavia, donde encontrarás más de 110.000 m² de tiendas y opciones de ocio. La conectividad es excepcional, con el metro Valdecarros (Línea 1) a la vuelta de la esquina y varias líneas de autobús disponibles (142, 145 y N9), además de un rápido acceso a las principales vías (A-3, M-40 y M-45). No dejes pasar esta oportunidad única de vivir en un lugar moderno y tranquilo. Este ático es ideal para quienes buscan un hogar que combine estilo, comodidad y una ubicación privilegiada. ¡Contáctanos para más información y no te pierdas la oportunidad de visitarlo!",True,good,False,True,2951.0,True,False,False,False,[],False,False,360000.0,€,True,True,flat,penthouse,"Ensanche de Vallecas - La Gavia, Madrid","Ático en avenida de la Gran Vía del Sureste, 14",,,385000.0,25000.0,6.0
