propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,floor,exterior,neighborhood,hasLift,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,newDevelopmentFinished
108100079,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/93/68/c5/1333895018.webp,Álvaro,19,1290000.0,flat,sale,140.0,3,2,"calle de Mateo Inurria, 11",Madrid,Madrid,Chamartín,es,40.4667185,-3.6867289,True,https://www.idealista.com/inmueble/108100079/,"Exclusivo piso en Nueva España, Chamartín, la zona más demandada de Madrid. (Venta por particular - sin comisiones) Descubre este espectacular piso en una de las mejores zonas de la capital y se encuentra total y lujosamente reformado. Cuenta con 140 m² construidos. La vivienda ofrece amplitud, luminosidad y comodidad en un entorno privilegiado. Situado en la alta planta, totalmente exterior, con amplísimos ventanales y unas vistas despejadas vistas a las cuatro torres garantiza luz natural durante todo el día. Todas las ventanas son de climalit y las persianas eléctricas. Dispone de 3 dormitorios y 2 baños y un enorme salón, ideal para familias o quienes buscan espacio adicional para despacho o zona de invitados. La distribución, con multitud de armarios empotrados, aprovechar al máximo su espacio, con espacios abiertos y una gran sensación de amplitud. La cocina independiente es funcional y espaciosa. La vivienda está equipada con calefacción central individualizado y aire acondicionado centralizado. La finca señorial cuenta con dos ascensores y portero físico, aportando seguridad y comodidad a sus residentes. Una oportunidad única de una vivienda lujosa con todas las comodidades y en una ubicación inmejorable. Actualmente alquilado a solvente inquilino, permitiendo la posibilidad de continuar recibiendo notable rentabilidad. ¡ABSTENERSE AGENCIAS!",False,good,False,9214.0,True,False,False,False,[],False,False,1290000.0,€,True,True,flat,,"Castilla, Madrid","Piso en calle de Mateo Inurria, 11",6,True,Castilla,True,,,,
107662794,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0d/67/a1/1319088434.webp,,52,1350000.0,chalet,sale,325.0,4,4,calle de Villamiel de Cáceres,Madrid,Madrid,Hortaleza,es,40.4515113,-3.6080288,False,https://www.idealista.com/inmueble/107662794/,"PycRamos inmobiliaria les ofrece bonito chalet pareado en la urbanización Las Palomas de Madrid. Cuenta con 340 metros cuadrados, aproximadamente, distribuidos en 4 plantas.  Se accede por la planta baja en la que hay un aseo con ventana, amplio salón en dos alturas diferenciándose la zona de estar de la de comedor y cocina, ambas estancias con salida a un amplio patio de 40 metros cuadrados, aproximadamente. En la primera planta están los domitorios. El dormitorio principal en suitte, con amplio vestidor y cuarto de baño y otros tres dormitorios dobles, todos ellos con armarios empotrados y amplias ventanas que comparten dos cuartos de baño completos. En la segunda planta hay una gran estancia polivalente de 40 metros cuadrados, aproximadamente, con dos terrazas y aire acondicionado. En esta planta está el cuarto para la caldera y dos desahogados trasteros. En la planta semisótano hay una amplia habitación, un cuarto de lavandería y una pequeña despensa. Desde esta planta se accede a las dos plazas de garaje. La vivienda da derecho al uso de piscina comunitaria a 2 minutos andando.  El importe del IBI es de 1229,94€ La vivienda se encuentra cerca del metro a poca distancia hay una farmacia. La Piovera es una exclusiva zona residencial de chalets y pequeñas urbanizaciones cerradas, en un entorno privilegiado a escasos 15 minutos del centro de Madrid, mediante la A-2, M-22, M-40, M-11; y cuenta con transporte público: autobuses 105, 112, 115, 151, N4; aeropuerto y con parada de metro de la Línea 5. En sus alrededores varios centros comerciales ofrecen una amplia y variada posibilidad de ocio: Arturo Soria Plaza, Palacio de Hielo, Hipercor Campo de las Naciones y el Centro Comercial Gran Vía de Hortaleza. Se sitúa al lado de grandes zonas verdes como el Parque Juan Carlos I, el Parque El Capricho, Campo de Golf La Hinojosa. Entorno privilegiado para la vida en familia por su cercanía a colegios internacionales. No dude en visitarlo.",False,good,False,4154.0,True,False,False,False,[],False,False,1350000.0,€,True,True,chalet,semidetachedHouse,"Palomas, Madrid",Chalet pareado en calle de Villamiel de Cáceres,,,Palomas,,,,,
108295404,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/93/a3/89/1339849914.webp,,31,1450000.0,chalet,sale,670.0,5,5,calle Yerupaja,Madrid,Ciudalcampo,,es,40.6319321,-3.593325,False,https://www.idealista.com/inmueble/108295404/,"BR Consulting presenta esta magnífica propiedad de 670 m2 construidos sobre una preciosa parcela llana de 2.450 m2 con jardín y piscina situada en la mejor zona de la exclusiva urbanización de Ciudalcampo. La vivienda cuenta con una buena distribución la cual permite disfrutar de todas las comodidades en la planta principal. En esta planta se sitúa el amplio salón comedor con acceso directo al porche y al jardín. Gran cocina con zona de office y salida al jardín, dormitorio de servicio con baño. Desde el hall de entrada con aseo de cortesía, se accede a un pasillo distribuidor y zona de descanso con cuatro dormitorios, dos de ellos con baño en suite y dos dormitorios con baño compartido. En la planta superior destacamos una espaciosa buhardilla con baño ideal como dormitorio principal con bonitas vistas a la montaña, sala de estar, sala de juegos o despacho. En la planta inferior se encuentra el garaje con capacidad para seis coches, zona de lavandería y cuarto de instalaciones. La urbanización goza de seguridad 24 h con control de acceso y coches patrulla vigilancia, club Deportivo RACE, colegio de élite y centro comercial cercano.",False,good,False,2164.0,True,False,False,False,[],False,False,1450000.0,€,True,True,chalet,independantHouse,Ciudalcampo,Casa independiente en calle Yerupaja,,,,,,,,
108256255,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/56/19/84/1339520523.webp,,39,350000.0,flat,sale,38.0,1,1,calle de Martínez Izquierdo,Madrid,Madrid,Barrio de Salamanca,es,40.4345502,-3.668201,False,https://www.idealista.com/inmueble/108256255/,"Agencia inmobiliaria de MADRID zona VENTAS - GUINDALERA - Oficina Tecnocasa: EN VENTA: Piso en calle Martínez Izquierdo. Vivienda muy luminosa, totalmente exterior y con TERRAZA cerrada con más de 6m2. Salón comedor con cocina francesa, baño con plato de ducha y dormitorio doble con armario empotrado.   Finca actualizada con ascensor. TRASTERO de más de 4m2 en la misma finca, incluido en el precio. Rodeado de zonas verdes, a 200 metros del metro de Ventas (línea 2) y a 500m de la plaza de Manuel Becerra (líneas 2 y 6), innumerables líneas de autobús. Zona consolidada con todos los servicios que cualquier persona pueda necesitar; supermercados, colegios, médicos, polideportivos, biblioteca etc, y con fácil acceso a la m30, m40 y A2. OPORTUNIDAD, MEJOR VER.",False,good,False,9211.0,True,False,False,False,[],False,False,350000.0,€,,,flat,,"Guindalera, Madrid",Piso en calle de Martínez Izquierdo,2,True,Guindalera,True,,,,
108538125,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8f/3f/70/1347855515.webp,VMF21 - EDUARDO MARQUINA (7),17,300000.0,flat,sale,72.0,3,1,calle de Eduardo Marquina,Madrid,Madrid,Carabanchel,es,40.3921856,-3.7111902,False,https://www.idealista.com/inmueble/108538125/,"VIVIENDA MADRID ofrece piso de tres habitaciones, excelente distribución, con ascensor, totalmente exterior y muy bien comunicado, situado en calle residencial y comercial. La finca está en excelente estado y cuenta con dos ascensores. La vivienda consta de una cocina equipada, baño completo, salón grande, un dormitorio grande y dos pequeños y calefacción individual de gas natural. La propiedad se encuentra cerca de Madrid Río, concretamente en el Barrio de Comillas,   que es bien conocido por estar muy bien comunicado: a 7 minutos andando del Metro Marqués de Vadillo (L-5, Gran Vía), a tan solo 15 minutos andando del Metro e intercambiador interurbano de Plaza Elíptica (L-6, L-11 y dispone de varias líneas de autobuses como el 116, 55, 60, E1, N17. A 3 minutos andando, también, de la futura boca de Metro de Comillas (ampliación de la L11), actualmente en construcción, y que conectará con Atocha, Conde de Casal y Aeropuerto. Tiene salida directa a las autovías principales a través del Paseo de Santa María de la Cabeza y Antonio Leyva (A42, M30 y M40) y a través de la Calle Antonio López (M30, A4). También cuenta con entrada directa en automóvil al centro de Madrid, a través del Paseo de Santa María de la Cabeza – Paseo del Prado. El barrio Comillas ofrece una amplia gama de servicios, desde variedad de supermercados (a menos de 150 m del inmueble: (DIA, Carrefour…), comercios, farmacias, bancos, colegios públicos y privados, iglesias, instalaciones deportivas, hoteles, hasta una selección de buenos bares y restaurantes de Madrid. Para más información y visitas no dude en contactar con nuestra oficina comercial en calle Eduardo Marquina Nº10, (Plaza de la Inmaculada Concepción) teléfono .",False,good,False,4167.0,False,False,False,False,[],False,False,300000.0,€,,,flat,,"Comillas, Madrid",Piso en calle de Eduardo Marquina,2,True,Comillas,True,320000.0,20000.0,6.0,
108598819,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/07/fa/2d/1349582292.webp,2001/20010016/8,23,220000.0,flat,sale,50.0,2,1,Centro Urbano,Madrid,San Sebastián de los Reyes,Centro Urbano,es,40.5486552,-3.6263441,False,https://www.idealista.com/inmueble/108598819/,"""ESTUPENDA VIVIENDA EN VENTA Excelente vivienda de dos dormitorios y un baño. Se encuentra en la 2ª planta de un edificio residencial. No dispone de ascensor. Situado en CENTRO URBANO en el distrito de San Sebastian De Los Reyes Ciudad. La vivienda se distribuye en dos dormitorios, armarios empotrados, salón-comedor, cocina independiente y un baño. Cuenta con cocina amueblada y equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de gres en cocina y baño y tarima en el resto de estancias. Dispone de calefacción. Se encuentra ubicado en San Sebastian De Los Reyes Ciudad, Noreste de San Sebastian de los Reyes. Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es Reyes Catolicos y se encuentra a menos de 5 minutos andando. La parada de autobús más cercana se encuentra a menos de 5 minutos andando.  En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el centro de salud más cercano se encuentra a 730 metros. Además, a menos de 500 metros también puedes encontrar 2 supermercados, 3 bancos, una comisaría de policía. La zona cuenta con una amplia oferta de entretenimiento con un teatro, múltiples parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Autovia del Norte, Avenida de Europa y la Avenida Reyes Catolicos.  Estado de la vivienda: vacante"".",True,good,False,4400.0,True,False,True,False,[],False,False,220000.0,€,,,flat,,"Centro Urbano, San Sebastián de los Reyes",Piso,2,True,,False,,,,
107975238,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c2/18/95/1329942582.webp,2001/20010001/295,32,180000.0,flat,sale,51.0,2,1,Barrio Casco Histórico de Vallecas,Madrid,Madrid,Villa de Vallecas,es,40.374022,-3.6184928,False,https://www.idealista.com/inmueble/107975238/,"""ESTUPENDA VIVIENDA EN VENTA Excelente vivienda de dos dormitorios y un baño. Se encuentra en la 2ª planta de un edificio residencial. No dispone de ascensor. Situado en CASCO HISTORICO DE VALLECAS en el distrito de Villa de Vallecas. La vivienda se distribuye en dos dormitorios, armarios empotrados, salón-comedor, cocina independiente y un baño. Cuenta con cocina amueblada y equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Se encuentra ubicado en Casco histórico de Vallecas, Villa de Vallecas (Sureste de Madrid). Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público.    La parada de metro más cercana es Congosto y se encuentra a menos de 10 minutos andando. La parada de autobús más cercana es Congosto-Pena Rivera y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 10 minutos andando.    En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el centro de salud más cercano se encuentra a 460 metros, el hospital más cercano se encuentra a 640 metros, existen 6 farmacias a menos de 300 metros, existen 4 colegios a menos de 300 metros. Además, a menos de 500 metros también puedes encontrar 3 supermercados, 5 bancos.    La zona cuenta con una amplia oferta de entretenimiento con un teatro, un gimnasio, 16 parques, bares, restaurantes y comercios a pocos minutos de la vivienda. En cuanto al transporte privado, la zona dispone de parkings privados y aparcamiento en la calle.    La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Autovía del Este, Avenida Ensanche de Vallecas y la Avenida de Las Suertes. Estado de la vivienda: vacante"".",True,good,False,3529.0,True,False,True,False,[],False,False,180000.0,€,,,flat,,"Casco Histórico de Vallecas, Madrid",Piso,2,True,Casco Histórico de Vallecas,False,,,,
108905937,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3f/6e/35/1359173695.webp,25VIV12467,4,92400.0,flat,sale,86.0,3,1,calle de Colmenar,Madrid,Cerceda,,es,40.6970882,-3.9316618,False,https://www.idealista.com/inmueble/108905937/,*Más info. en web y redes: BHORUS* Aquí podrás informarte en detalle de la subasta. Bhorus SL es la única empresa a nivel NACIONAL con documentación demostrable en todo tipo de operaciones de subasta. ¡Cuidado! Las subastas tienen mucho riesgo si no son analizadas por los profesionales adecuados. Accede a nuestra web o redes para más información.,False,good,False,1074.0,False,False,False,False,[],False,False,92400.0,€,,,flat,,Cerceda,Piso en calle de Colmenar,1,False,,,,,,
108245713,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/82/38/65/1338308487.webp,LIRE-02313,21,275000.0,flat,sale,75.0,2,1,Barrio Timón,Madrid,Madrid,Barajas,es,40.4732485,-3.5856631,False,https://www.idealista.com/inmueble/108245713/,"NO COBRAMOS COMISIÓN DE INTERMEDIACIÓN AL COMPRADOR ¿Buscando piso en Madrid? Les ofrecemos en exclusiva este piso en edificio residencial que puedes adquirir en propiedad, muy bien distribuido un baño completo, con un amplio y luminoso salón-comedor perfecto para disfrutar de momentos en familia y reuniones con amigos. Decorado con gusto y con materiales de alta calidad, este piso ofrece una experiencia de vida inmejorable. además, de una amplia cocina independiente amueblada, ubicado en la ciudad de Madrid. Todas sus estancias disponen de ventana, o que facilita una ventilación optima, luminosidad y sensación de amplitud. Los dormitorios disponen de amplios armarios empotrados, ya no tendrás más problemas de espacio. Este piso es ideal para quienes buscan un hogar confortable en un entorno natural y acogedor. Situado en una zona residencial tranquila, este piso disfruta de una ubicación estratégica. A poca distancia, encontrarás supermercados, colegios, centros de salud y una variada oferta de tiendas y restaurantes. Además, la excelente conexión con las principales vías de acceso te permitirá llegar rápidamente a otras áreas de interés de la ciudad y sus alrededores. ¡No pierdas esta oportunidad de poder tener en propiedad esta excelente vivienda en la capital española! Hipoges es una plataforma inmobiliaria donde podrás acceder a miles de activos inmobiliarios de diferentes tipos como viviendas, locales comerciales, terrenos, nueva obra, tanto a nivel particular como para inversores. Hipoges cuenta con una amplia cartera de activos inmuebles tanto en España como en Portugal y Grecia. ¿Necesitas financiación? Te ofrecemos la posibilidad de financiaciones de hasta el 100% para la compra de este inmueble. Entra en Finanwin. com, haz tu simulación y obtén la mejor oferta para tu Hipoteca de la manera más ágil y sencilla.",True,good,False,3667.0,True,False,True,False,[],False,False,275000.0,€,,,flat,,"Timón, Madrid",Piso,1,,Timón,False,,,,
108504374,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5f/54/91/1346864190.webp,2001/20010002/1,47,229000.0,flat,sale,59.0,3,1,Barrio Zona Renfe,Madrid,Alcorcón,Centro,es,40.3440258,-3.8315892,False,https://www.idealista.com/inmueble/108504374/,"""ESTUPENDA VIVIENDA EN VENTA Excelente vivienda de tres dormitorios y un baño. Se encuentra en la 4ª planta de un edificio residencial. Dispone de ascensor. Situado en ZONA RENFE en el distrito de Sur. La vivienda se distribuye en tres dormitorios, armarios empotrados, salón-comedor con acceso a terraza, cocina independiente y un baño. Cuenta con cocina amueblada y equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de gres en cocina, baño y en el resto de estancias. Se encuentra ubicado en Sur, Noroeste de Alcorcón. Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es Alcorcón Central y se encuentra a menos de 10 minutos andando. La parada de autobús más cercana es Cáceres - Iglesia y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 10 minutos andando.  En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el hospital más cercano se encuentra a 250 metros, existen 5 farmacias a menos de 300 metros. Además, a menos de 500 metros también puedes encontrar 8 supermercados. La zona cuenta con una amplia oferta de entretenimiento con un teatro, 10 parques, un centro cultural, bares, restaurantes y comercios a pocos minutos de la vivienda. En cuanto al transporte privado, la zona dispone de parkings privados, 3 parkings públicos y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Autovía del Suroeste, Avenida de Móstoles. Estado de la vivienda: vacante    Asociado al colegio de Apis con el número ANPIFF-1452, Nº de registro Aicat 8714"".",True,good,False,3881.0,True,False,True,False,[],False,False,229000.0,€,,,flat,,"Zona Renfe, Alcorcón",Piso,4,True,Zona Renfe,True,,,,
107691553,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1e/8f/fb/1320121679.webp,,18,875000.0,flat,sale,151.0,4,4,calle de Edgar Neville,Madrid,Madrid,Tetuán,es,40.4481201,-3.6959985,False,https://www.idealista.com/inmueble/107691553/,"Vivienda en ENTREPLANTA de 151 metros cuadrados para REFORMA TOTAL. Luminoso con grandes ventanales, vistas agradables ajardinadas. Hoy es una oficina, por lo cual es necesario una obra total, con la ventaja que se puede hacer la vivienda acorde a las necesidades del comprador, el piso es de tipología cuadrada por lo que facilita una perfecta distribución.  Se presenta un plano como ejemplo de posible distribución en piso de 4 habitaciones, 4 baños, amplio salón comedor y cocina. ACTUALMENTE el piso esta UNIDO, mediante una escalera interior, a DOS OFICINAS mas que son fincas registrales independientes en semisótano de 150 metros cuadrados cada una, con entrada independiente, por lo que el total del espacio es idóneo también para NEGOCIO que necesite 450 metros en la zona, en caso que pueda interesar.",False,renew,False,5795.0,True,False,False,False,[],False,False,875000.0,€,,,flat,,"Cuatro Caminos, Madrid",Piso en calle de Edgar Neville,en,True,Cuatro Caminos,True,,,,
107973932,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/64/50/aa/966468459.webp,VT3.2.3,13,454000.0,flat,sale,103.0,3,2,calle Parcela C6 Los Molinos s/n,Madrid,Getafe,Los Molinos,es,40.3179911,-3.700932,True,https://www.idealista.com/obra-nueva/107973932/,"¡LAS OBRAS ESTAN EMPEZADAS! Te presentamos un proyecto, en régimen de cooperativa de renta libre. Un edificio de 5 alturas en urbanización privada con locales comerciales y viviendas de 2 y 3 dormitorios con 1 o 2 plazas de garaje con trastero incluido. Hemos pensado en las nuevas necesidades que puedes tener, por eso todas las viviendas cuentan con terraza para que siempre tengas un espacio dentro de casa para estar al aire libre. El sistema de calefacción es por suelo radiante y refrescante consiguiendo así un mayor confort y elegancia en las estancias. La cocina está amueblada y equipada con placa de inducción y horno para que solo tengas que entrar a vivir. Diverso Getafe cuenta con zonas comunes que se han proyectado para que grandes y pequeños puedas disfrutarlas por eso incluyen zonas ajardinadas, área infantil y piscina exterior de adultos y niños. Y por supuesto, pensando en el futuro y tu economía, Diverso Getafe cuenta con etiqueta energética A. ¿Conoces Los Molinos? Nos gusta porque es un barrio nuevo residencial, pero con todos los servicios necesarios cerca para que tu día a día sea tranquilo y a la vez cómodo. Encontrarás al alcance de la mano, supermercados, colegios, parques… Además, los accesos por carretera son rápidos y muy cerca está la parada de RENFE El Casar. Reserva tu cita en nuestra página y ven a conocer tu nueva casa. *Al tratarse de viviendas en régimen de cooperativa, los precios publicados son orientativos y pueden variar.",False,,True,4408.0,False,False,False,False,[],False,False,454000.0,€,True,True,flat,,"Los Molinos, Getafe",Piso en calle Parcela C6 Los Molinos s/n,,True,,True,,,,False
108346842,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/ea/e8/91/1341388860.webp,SH-62025,36,1995000.0,flat,sale,323.0,7,5,calle de Alberto Aguilera,Madrid,Madrid,Chamberí,es,40.4295155,-3.7086318,False,https://www.idealista.com/inmueble/108346842/,"Se vende Fantástico piso de 330 m2 ideal para una familia que quiera vivir en un piso señorial.  La vivienda se encuentra situada en un edificio de 6 plantas con fachada clásica.  En plena calle de Alberto Aguilera, nos encontramos con este espectacular piso de 330 m2 con varias entradas. , muy próximo a la plaza Conde del Valle de Suchil y de la Glorieta de San Bernardo. (POSIBILIDAD DE SEGREGAR) El edificio además de representativo, dispone de dos ascensores, portero físico y un portal espectacular que le aporta a la vivienda la elegancia que le corresponde. La vivienda cuenta con infinidad de posibilidades de redistribución, para poder convertirlo en un maravilloso piso con varios salones y habitaciones en suite. Actualmente dispone de 5 baños y doce habitaciones. Todas ellas con tabiquería de pladur, algo que facilita la obra de restructuración a realizar. Destaca la luz natural con la que cuenta toda la vivienda, debido a la altura en que se encuentra el inmueble y su orientación. La vivienda tiene varias orientaciones ya que por su tamaño, tiene huecos tanto exteriores como a diferentes patios. , no por ello perdiendo uno de sus principales atractivos que es la gran luminosidad. Al ser una vivienda muy grande en el plano de puede observar un pasillo largo que puede parecer estrecho pero que realmente da mucho juego ya que dispone de ventanas, y su amplitud permite una redistribución con zonas abiertas de estar, de despacho, etc.  La vivienda dispone de calefacción central, y portero físico. Muy próxima a ICAI e ICADE, en sus inmediaciones nos encontramos el Corte Inglés de Princesa, una amplia oferta de restaurantes de moda, etc. Hay varias estaciones de metro muy próximas, San Bernardo, Bilbao, Arguelles y, Quevedo, así como varias líneas de autobús cercanas,  No dude en pedir más información y concertar una visita, disponibilidad también los fines de semana. (Reportaje fotográfico en proceso. ). BILIDAD.",False,renew,False,6176.0,True,False,False,False,[],False,False,1995000.0,€,,,flat,,"Arapiles, Madrid",Piso en calle de Alberto Aguilera,5,True,Arapiles,True,,,,
108428265,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3d/2a/39/1344584813.webp,2110/21100022/29,32,405000.0,flat,sale,161.0,3,2,Barrio Pradolongo,Madrid,Madrid,Usera,es,40.382585,-3.7069295,False,https://www.idealista.com/inmueble/108428265/,"""ESTUPENDA VIVIENDA EN VENTA Excelente vivienda de tres dormitorios y dos baños. Se encuentra en la 2ª planta de un edificio residencial. Cuenta con dos plazas de garaje y trastero. Dispone de ascensor. Situado en Pradolongo en el distrito de Usera. La vivienda se distribuye en tres dormitorios y, armarios empotrados, salón-comedor, cocina independiente y dos baños. Cuenta con cocina amueblada y equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Se encuentra ubicado en Pradolongo, Usera (Suroeste de Madrid). Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público.  La parada de metro más cercana es Doce de Octubre y se encuentra a menos de 20 minutos andando. La parada de autobús más cercana es Marcelo Usera-Gabriel Usera y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 20 minutos andando.  En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el centro de salud más cercano se encuentra a 360 metros, existen farmacias a menos de 300 metros, el colegio más cercano se encuentra a 250 metros. Además, a menos de 500 metros también puedes encontrar supermercados, bancos, una comisaría de policía. La zona cuenta con una amplia oferta de entretenimiento con un teatro, parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la M-40, Avenida de Cordoba y la Calle de Marcelo Usera.  Estado de la vivienda: vacante. "".",True,good,False,2516.0,True,False,True,False,[],False,False,405000.0,€,True,True,flat,,"Pradolongo, Madrid",Piso,2,True,Pradolongo,True,,,,
108900074,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4b/26/c8/1358348574.webp,,18,610000.0,flat,sale,110.0,3,2,calle de Jaime el Conquistador,Madrid,Madrid,Arganzuela,es,40.3946074,-3.6972593,False,https://www.idealista.com/inmueble/108900074/,"INMOPISOS TELEFONO AGENCIA 6 1 6 1 3 6 6 8 9  Estupendo piso exterior para reformar, con múltiples posibilidades de redistribución. La vivienda cuenta con 3 amplias habitaciones, salón, baño, aseo y cocina, todos ellos con ventanas, lo que garantiza una excelente ventilación y luz natural durante todo el día. Los tabiques interiores no son de carga, lo que permite rediseñar la distribución según tus necesidades. Incluye acceso a un patio comunitario de uso permitido, ideal como desahogo o zona de relax, y dispone de puerta de entrada acorazada para mayor seguridad. Gracias a su triple orientación (oeste, este y norte en las zonas de baño, aseo y cocina), se disfruta de buena iluminación sin sobrecalentamiento. Además, aunque es totalmente exterior, el entorno es muy tranquilo y silencioso. Perfecto para vivir con comodidad en una zona céntrica de Madrid ubicado en la calle Jaime el Conquistador, en el distrito de Arganzuela (Madrid), una zona consolidada, bien comunicada y con todos los servicios a pocos pasos: supermercados, centros educativos, transporte público y zonas verdes como el parque Madrid Río.",False,good,False,5545.0,False,False,False,False,[],False,False,610000.0,€,,,flat,,"Chopera, Madrid",Piso en calle de Jaime el Conquistador,1,True,Chopera,True,,,,
107998308,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/03/35/86/1354454176.webp,2201/22010039/272,30,295000.0,flat,sale,45.0,1,1,Barrio Ensanche de Vallecas - La Gavia,Madrid,Madrid,Villa de Vallecas,es,40.376182,-3.6106055,False,https://www.idealista.com/inmueble/107998308/,"""ESTUPENDA VIVIENDA EN VENTA Excelente vivienda de un dormitorio y un baño. Se encuentra en la 1ª planta de un edificio residencial, y cuenta con garaje y trastero. Dispone de ascensor. Situado en Ensanche de Vallecas en el distrito de Villa de Vallecas. La vivienda se distribuye en un dormitorio y, armarios empotrados, salón-comedor, cocina independiente y un baño. Cuenta con cocina amueblada y equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de tarima en cocina, baño y en el resto de estancias. Dispone de calefacción. Dispone de piscina. Se encuentra ubicado en Ensanche de Vallecas, Villa de Vallecas (Sureste de Madrid). Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público.  La parada de autobús más cercana es La Gavia y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 20 minutos andando.  En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, existen farmacias a menos de 300 metros, el colegio más cercano se encuentra a 270 metros. La zona cuenta con una amplia oferta de entretenimiento con un teatro, un gimnasio, parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados y aparcamiento en la calle.  La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Autovia del Este, Avenida de La Gavia y la Avenida de Las Suertes.  Estado de la vivienda: vacante"".",True,good,False,6556.0,True,False,True,False,[],False,False,295000.0,€,True,True,flat,,"Ensanche de Vallecas - La Gavia, Madrid",Piso,1,True,Ensanche de Vallecas - La Gavia,True,,,,
