propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
107430476,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bf/31/af/1353268547.webp,1609,35,1,435000.0,flat,sale,80.0,True,3,2,calle Luis Missón,Madrid,Madrid,Tetuán,es,Berruguete,40.459172,-3.7046732,False,https://www.idealista.com/inmueble/107430476/,"Gentile Home RE/MAX presenta EN EXCLUSIVA esta joya contemporánea en el vibrante corazón del Barrio de Berruguete en Tetuán, una vivienda que redefine el confort urbano con una propuesta estética, tecnológica y funcional sin precedentes. Situado en los alrededores de la Calle de Luis Misson, este piso exterior de 80 m² ha sido completamente reformado al estilo boutique, combinando diseño de autor con una ejecución impecable a estrenar. Diseñado por el estudio Skene Design, cada metro cuadrado ha sido pensado para ofrecer una experiencia sensorial: desde la distribución fluida y luminosa que separa inteligentemente zonas sociales y privadas, hasta los acabados de alta gama que visten las tres habitaciones, los dos baños completos (uno en suite). La tecnología se integra de forma elegante y casi invisible: domótica integral con persianas automáticas, iluminación inteligente, sistema de sonido envolvente Hi-Fi Sonos, Home Cinema, Smart TV, wifi y electrodomésticos de última generación. Todo ello, completamente amueblado y entregado llave en mano, para entrar a vivir sin preocupaciones desde el primer día. Como valor añadido, el edificio cuenta con una espectacular azotea de uso común, compartida únicamente entre los tres propietarios. Un espacio ideal para disfrutar del aire libre, desconectar o incluso celebrar reuniones con vistas al skyline madrileño. Gastos de comunidad: 50€ | IBI: 348€ | ITE: Favorable Vivir aquí es disfrutar de una localización estratégica que conecta comodidad y vida urbana. A pocos pasos se encuentran tres estaciones de metro (Estrecho, Francos Rodríguez y Tetuán), zonas verdes como la Plaza del Canal de Isabel II, la vitalidad de Sor Ángela de la Cruz y la cercanía a la ciudad universitaria. Además, la zona ofrece una red completa de servicios: restaurantes, terrazas, supermercados, farmacias, colegios, centros de salud y espacios de ocio que invitan a caminar y descubrir nuevos rincones cada día. Para más información o para concretar una visita, contáctanos.",True,good,False,False,5438.0,True,True,False,False,[],False,False,435000.0,€,flat,"Berruguete, Madrid",Piso en calle Luis Missón,Destacado,,,,,,
108856330,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/49/f6/72/1357130999.webp,Most cent AA,30,6,330000.0,flat,sale,93.0,True,2,2,calle Menorca,Madrid,Móstoles,Este,es,,40.3231733,-3.8584191,False,https://www.idealista.com/inmueble/108856330/,"¡HOGARES VENDE ESPECTACULAR VIVIENDA SEMINUEVA!  Descubre este espectacular piso, ideal para disfrutar de la comodidad y el estilo de vida que mereces. Con dos amplios dormitorios y dos baños completos, amplio salón comedor con dos estancias tanto zona de estar y zona de comedor con grandes ventanales y cocina con tendedero este espacio se adapta perfectamente a tus necesidades. Las paredes en liso y los suelos de tarima aportan un toque moderno y acogedor, mientras que la preinstalación de aire acondicionado por conducto garantiza un ambiente fresco en los días calurosos. Ubicado en una urbanización cerrada, tendrás acceso a una hermosa piscina y un parque infantil, perfecto para disfrutar con la familia. Además, cuenta con una plaza de garaje y un trastero, lo que añade un valor extra a esta propiedad. La ubicación es inmejorable: a solo 5 minutos del Metro Pradillo y a 10 minutos de la estación de Renfe Móstoles Central, tendrás una excelente conexión con el resto de la ciudad. También estarás cerca de centros de salud, zonas comerciales y paradas de autobús, lo que hace que todo esté al alcance de tu mano.  No te pierdas la oportunidad de vivir en este magnífico piso, construido en 2007 y en perfecto estado. Con acceso adaptado para personas con movilidad reducida, esta vivienda es apta para todos. ¡Ven a visitarlo y enamórate de tu futuro hogar! ¡LLAMANOS SIN COMPROMISO!",False,good,False,True,3548.0,True,False,False,False,[],False,False,330000.0,€,flat,"Este, Móstoles",Piso en calle Menorca,Destacado,True,True,,,,
108728021,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/89/df/25/1353602830.webp,,35,,425000.0,chalet,sale,124.0,,4,2,CL LAUREL,Madrid,Cerceda,,es,,40.703634,-3.9408379,False,https://www.idealista.com/inmueble/108728021/,"**¡Grupo Hogares vende en Exclusiva! Chalet adosado reformado en urbanización Las Praderas, El Boalo – Sierra de Madrid, Madrid - ¡Tu nuevo hogar te espera! ** Descubre este encantador chalet adosado ubicado en la prestigiosa urbanización Las Praderas, en El Boalo, en pleno corazón de la Sierra de Madrid. Una vivienda que combina comodidad, amplitud y un entorno natural privilegiado. Con una superficie catastral de 124 m², esta propiedad se distribuye en 4 plantas y destaca por su luminoso salón principal con grandes ventanales orientados al sur, que conectan directamente con una acogedora terraza privada con barbacoa. Distribución: Sótano completamente reformado con un original bar andaluz, ideal para reuniones o como zona de ocio. Planta baja: amplio y luminoso salón reformado con chimenea, baño completo reformado y cocina funcional. Primera planta: tres dormitorios con armarios empotrados y un baño compartido. Buhardilla reformada: una habitación adicional con aire acondicionado, ventana Velux y dos prácticos trasteros. Características destacadas: Reforma integral con aislamiento térmico en toda la vivienda. Ventanas de PVC de alta eficiencia. Calefacción individual por gas natural. Depósito de agua de 500 litros. Patio trasero con acceso directo a zona comunitaria ideal para pasear mascotas o disfrutar de actividades vecinales. Piscina comunitaria espectacular y club social, perfecto para eventos y celebraciones en un entorno natural rodeado de montañas. Una vivienda ideal para quienes buscan tranquilidad, naturaleza y calidad de vida, sin renunciar a todas las comodidades modernas. ¡Ven a visitarlo y enamórate de tu próximo hogar! ¡Contacta con nosotros para más información con nuestro departamento financiero de FINANHOGAR y ven a visitarlo! Posibilidad de obtener hasta el 100% de financiación. ¡Tu hogar perfecto en Madrid te espera Contáctanos para más información y ven a visitarlo!",True,good,False,,3427.0,True,False,False,False,[],False,False,425000.0,€,chalet,Cerceda,Chalet adosado en Cl Laurel,Destacado,,,terracedHouse,,,
108663599,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ac/18/e6/1351486188.webp,3088,43,2,2200000.0,flat,sale,194.0,True,4,3,calle de Don Ramón de la Cruz,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4280206,-3.6832625,False,https://www.idealista.com/inmueble/108663599/,"Vivienda para reforma en Salamanca - Recoletos. 2ª Planta. Exterior. Amplia zona de recibo. Dormitorio Principal en Suite. Grandes posibilidades de reforma. Trastero. Plaza de Garaje en el PAR. Buena Finca y Portal Señorial. Muy bien comunicada. Junto a los principales comercios de la zona. Ref-3088. ""AP de Propiedades, somos un grupo inmobiliario que opera en todos los campos del sector desde hace más de 20 años. Nuestra actividad se ha centrado fundamentalmente en Madrid capital, en donde hemos desarrollado diferentes promociones de obra nueva y de rehabilitación de edificios singulares, sin olvidar la prestación del servicio de intermediación inmobiliaria tanto en la compra como en la venta de inmuebles, con el único fin de ofrecer a nuestros clientes todo lo necesario para su completa satisfacción que también ha sido y será la nuestra. Nuestras oficinas se encuentran en la calle Castelló, 23 - 3ºIzq. Madrid”.",False,renew,False,True,11340.0,True,False,False,False,[],False,False,2200000.0,€,flat,"Recoletos, Madrid",Piso en calle de Don Ramón de la Cruz,Destacado,,,,,,
108545219,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1b/fd/00/1348074884.webp,6638,30,1,1520000.0,flat,sale,135.0,True,3,4,calle de Alcántara,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4279352,-3.674478,False,https://www.idealista.com/inmueble/108545219/,"HousinGo presenta este amplio y luminoso piso, ubicada en la primera planta de un edificio construido en 1965, la vivienda se sitúa en una finca que cuenta con portero físico, ascensor y acceso adaptado para personas con movilidad reducida. Se encuentra en el prestigioso barrio de Lista, dentro del distrito de Salamanca, una de las zonas más codiciadas y mejor comunicadas de Madrid. A escasos metros de la calle Ayala y de la estación de metro Lista, ofrece fácil acceso a una gran variedad de comercios, restaurantes, colegios, centros médicos y zonas verdes, lo que lo convierte en una excelente opción tanto para familias como para inversores. Con una superficie de 135 m², esta propiedad destaca por su distribución funcional y su alto nivel de luminosidad natural, gracias a su orientación este y a sus ventanas exteriores con vistas a la calle. El piso dispone de 3 dormitorios, dos de ellos con baño en suite, además de un baño completo independiente y un aseo de cortesía, lo que garantiza privacidad y practicidad para todos los miembros del hogar o posibles invitados.  El salón-comedor presenta un diseño contemporáneo y elegante, conectado con una cocina semi integrada de estilo abierto, equipada con electrodomésticos de alta gama marca Bosch, ideal para quienes disfrutan de espacios funcionales y modernos. La vivienda se entrega amueblada y se encuentra en buen estado. Además, está equipada con calefacción y aire acondicionado, lo que asegura una temperatura óptima durante todo el año. El Barrio de Salamanca es el distrito más selecto de Madrid y uno de los enclaves con mayor calidad de vida en Europa. Concebido a mediados del siglo XIX, sus majestuosas fachadas y amplias avenidas mantienen la elegancia y distinción propias de su época. Este histórico barrio no solo te fascinará por su rica oferta comercial, cultural y de ocio, sino también por su prestigiosa gastronomía. En sus calles se encuentran algunas de las embajadas más relevantes, así como monumentos icónicos como la Plaza de Colón o la Puerta de Alcalá. Además, alberga el renombrado espacio gastronómico Platea y la exclusiva “Milla de Oro” en la calle Serrano, donde se concentran las firmas más prestigiosas a nivel mundial. HousinGo, by David de Gea. Somos una agencia inmobiliaria especializada en la venta y alquiler de activos residenciales en zonas Prime de Madrid. Contamos con tres oficinas de atención al público, una en CALLE AYALA 62, otra en CALLE SERRANO 81, y otra en CALLE VELÁZQUEZ 117, en el Barrio de Salamanca. Por petición de algunos clientes, no publicamos una gran parte de nuestros inmuebles en portales inmobiliarios. Aunque la mayoría de nuestra cartera está en nuestra página web, frecuentemente tenemos nuevas oportunidades de inversión que se comercializan totalmente off-market. Si está interesado en alquilar, vender o comprar, puede contactarnos a través de nuestro teléfono fijo enviarnos un WhatsApp a o visitarnos en una de nuestras oficinas. Disponemos de un servicio de Call Center 24 horas al día, 365 días al año, para poder atenderles de manera ininterrumpida. .",False,good,False,True,11259.0,True,False,False,False,[],False,False,1520000.0,€,flat,"Lista, Madrid",Piso en calle de Alcántara,Destacado,,,,1600000.0,80000.0,5.0
108778735,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/82/9f/4b/1354864952.webp,3168,26,6,2919000.0,flat,sale,235.0,True,3,3,calle de Castelló,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.4328271,-3.6796561,False,https://www.idealista.com/inmueble/108778735/,"Magnífica vivienda en el corazón de Salamanca - Castellana. Zona Noble del Barrio de Salamanca. 6ª Planta. Exterior. Terraza. Muy luminosa. Amplia zona de recibo. Reformada a estrenar con materiales de primeras marcas. Completamente Amueblada. Trastero. Portero Físico. Buena Finca y Portal Señorial. Plaza de garaje en finca de acceso directo incluida en el precio. Muy bien comunicada. Junto a los principales comercios de la zona. Ref-3168. ""AP de Propiedades, somos un grupo inmobiliario que opera en todos los campos del sector desde hace más de 20 años. Nuestra actividad se ha centrado fundamentalmente en Madrid capital, en donde hemos desarrollado diferentes promociones de obra nueva y de rehabilitación de edificios singulares, sin olvidar la prestación del servicio de intermediación inmobiliaria tanto en la compra como en la venta de inmuebles, con el único fin de ofrecer a nuestros clientes todo lo necesario para su completa satisfacción que también ha sido y será la nuestra. Nuestras oficinas se encuentran en la calle Castelló, 23 - 3ºIzq. Madrid”.",False,good,False,True,12421.0,True,False,False,False,[],False,False,2919000.0,€,flat,"Castellana, Madrid",Piso en calle de Castelló,Destacado,True,True,,,,
108846479,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/60/d7/aa/1356838405.webp,2015,27,,479000.0,chalet,sale,295.0,,7,3,avenida de Valdencina,Madrid,Alpedrete,,es,,40.6537841,-4.0173025,False,https://www.idealista.com/inmueble/108846479/,"CHALET INDEPENDIENTE ubicado en zona residencial privilegiada, sobre parcela de 2.062 m² con una superficie construida de 295 m². Para reformar. Cuenta con 7 habitaciones grandes con armarios empotrados, 3 baños completos y 1 aseo. Gran salón comedor a dos alturas con chimenea de doble cara. Amplia cocina con office y chimenea. Zona techada para 3 coches y amplio garaje cerrado. Gran piscina con zona de barbacoa. Buena comunicación por carretera y en transporte público. A tan sólo 5 km de la estación de tren de Alpedrete. Próximo a todo tipo de infraestructuras públicas, como comercios, colegios, farmacias, centro de salud, parques y áreas deportivas.",False,renew,False,,1624.0,True,False,False,False,[],False,False,479000.0,€,chalet,Alpedrete,Casa independiente en avenida de Valdencina,Destacado,True,True,independantHouse,,,
108676562,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7f/fb/bf/1351842401.webp,ESTR,30,1,157900.0,flat,sale,75.0,True,3,1,calle Estribo,Madrid,Valdemoro,Centro,es,,40.1883732,-3.6728628,False,https://www.idealista.com/inmueble/108676562/,"¡Oportunidad única en el corazón histórico de la ciudad! Descubre este piso con carácter, ubicado en una zona céntrica con encanto, dentro de un edificio clásico que conserva la esencia del casco antiguo. Ideal para quienes buscan crear un hogar moderno sin renunciar al alma tradicional de la arquitectura histórica. La vivienda se distribuye en tres dormitorios, un baño, salón, cocina y una acogedora terraza exterior, perfecta para disfrutar del aire libre. Su diseño actual permite una reforma que potencie la conexión entre espacios y la entrada de luz natural. Aunque requiere una reforma integral, el piso ofrece una excelente base: la instalación eléctrica es reciente y la fontanería ha sido completamente renovada, lo que garantiza seguridad y confort desde el primer día. Con un gran potencial de transformación, es ideal para quienes desean integrar una cocina abierta, ganar amplitud y crear ambientes contemporáneos y acogedores. Su estructura permite incorporar acabados modernos como maderas naturales, microcemento, paletas neutras, así como doble acristalamiento y sistemas de climatización eficientes. Una vivienda con alma y muchas posibilidades. ¡Haz realidad tu proyecto en uno de los entornos más emblemáticos de la ciudad!",True,renew,False,False,2105.0,False,False,False,False,[],False,False,157900.0,€,flat,"Centro, Valdemoro",Piso en calle Estribo,Destacado,,,,,,
105424239,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c8/ed/fa/1251749624.webp,VM2407021,35,bj,1400000.0,flat,sale,234.0,True,4,4,Barrio El Viso,Madrid,Madrid,Chamartín,es,El Viso,40.4521957,-3.6911988,False,https://www.idealista.com/inmueble/105424239/,"PISO EXTERIOR CON VENTANAS A LA CALLE  aProperties pone a la venta este maravilloso piso de 234 m² en la zona El viso-Bernabéu. Se trata de un bajo de 234 m² según catastro, de los cuales 197 m² son de vivienda, totalmente exterior, con 9 ventanas a la calle, muy luminoso y con mucho encanto. En la actualidad el piso está dividido en dos zonas, una es vivienda y la otra está destinada a oficina. La vivienda está distribuida en un gran salón con cocina incorporada, dos dormitorios amplios con baño completo en suite y un práctico aseo de cortesía. Por otra parte, la oficina está compuesta por dos despachos de grandes dimensiones, una pequeña cocina, un baño y una sala de espera. El inmueble fue íntegramente remodelado en 2020 con las mejores calidades, cuenta con aire acondicionado, calefacción central, portero y ascensor. Se trata de una oportunidad única de vivir en uno de los barrios más demandados y distinguidos de Madrid, cerca de comercios, zonas de ocio, colegios, centros de salud y con unas comunicaciones inmejorables. ¿Te imaginas vivir aquí?  Contacte con nosotros para ver más inmuebles similares.",True,good,False,True,5983.0,False,False,False,False,[],False,False,1400000.0,€,flat,"El Viso, Madrid",Piso,Destacado,,,,,,
108638378,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8b/e4/00/1350691928.webp,LCM37531,53,4,795000.0,penthouse,sale,120.0,True,1,2,calle de Atocha,Madrid,Madrid,Centro,es,Huertas-Cortes,40.4142042,-3.698398,False,https://www.idealista.com/inmueble/108638378/,"¡ESPECTACULAR ÁTICO EN HUERTAS-CORTES CON TERRAZA Y REFORMA INTEGRAL! ORIENTACIÓN SUR Edificio con ITE FAVORABLE Ubicado en la cuarta planta exterior de un edificio rehabilitado con dos ascensores e ITE favorable, este impresionante ático destaca por su amplitud, luminosidad y reforma integral de alta calidad. Su orientación sur garantiza una excelente entrada de luz natural durante todo el día, que se disfruta especialmente desde la terraza privada, perfecta para momentos de relax o para disfrutar al aire libre en pleno centro de Madrid. Las ventanas con puertas correderas de aluminio y doble acristalamiento (climalit) aportan un aislamiento térmico y acústico óptimo, mejorando el confort de la vivienda. Ofrece una distribución funcional con 1 dormitorio muy amplio, 2 baños completos y estancias generosas que permiten adaptarse a distintos estilos de vida. Además, cuenta con trastero incluido y la posibilidad de adquirir una plaza de garaje en el mismo edificio, una ventaja destacable en esta zona céntrica con alta demanda. Situado en el barrio de Huertas-Cortes, uno de los más emblemáticos de Madrid, estarás rodeado de cultura, historia y vida urbana. A escasos pasos del Paseo del Prado, el Congreso de los Diputados y el Triángulo del Arte, la zona ofrece una amplia oferta gastronómica, comercial y excelentes conexiones en transporte público. Un ático exclusivo, moderno y con todos los extras en el corazón de la ciudad. No pierdas la oportunidad de vivir en este maravilloso piso. ¡Contáctanos hoy mismo para programar una visita! NOTA: este anuncio no es vinculante; puede contener errores y se muestra a título informativo, no contractual.",True,good,False,True,6625.0,True,True,False,False,[],False,False,795000.0,€,flat,"Huertas-Cortes, Madrid",Ático en calle de Atocha,Destacado,,,penthouse,,,
