propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108470175,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8b/6e/8a/1346177669.webp,24,bj,179000.0,flat,sale,69.0,True,2,1,calle Batalla de Lepanto,Madrid,Leganés,Centro,es,Batallas,40.3328388,-3.7661273,False,https://www.idealista.com/inmueble/108470175/,"¡Ideal para vivir o invertir junto a la Universidad Carlos III de Leganés! Se vende acogedor piso exterior de 2 dormitorios en excelente ubicación, a escasos metros de la Universidad Carlos III. La vivienda cuenta con 1 baño completo, cocina con office, patio y un práctico espacio de almacenamiento, ideal para el día a día. Su buena orientación garantiza una gran luminosidad natural durante todo el día. La zona es inmejorable: a solo unos minutos de la estación de Renfe Leganés Central, el centro de la ciudad, y rodeado de farmacias, colegios, supermercados y todos los servicios necesarios. Muy bien comunicado por carretera y transporte público, lo que lo convierte en una excelente opción tanto para residir como para invertir en alquiler, especialmente por su cercanía a la universidad. ¡No pierdas esta oportunidad única en Leganés!",False,good,False,True,2594.0,False,False,False,False,[],False,False,179000.0,€,flat,,"Batallas, Leganés",Piso en calle Batalla de Lepanto,LEGANES (CENTRO-UNIVERSIDAD)  1,,,,,
108606275,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1a/8f/31/1349791997.webp,20,bj,168000.0,flat,sale,35.0,False,1,1,calle de Hernán Cortés,Madrid,Majadahonda,Casco Antiguo,es,,40.4729068,-3.8690274,False,https://www.idealista.com/inmueble/108606275/,"Agencia inmobiliaria de Majadahonda - Oficina Doctor Calero TECNOCASA vende en Exclusiva: ¡OPORTUNIDAD! IMPORTANTE: Local de 34 metros convertido en Vivienda sin el cambio de uso realizado. Se vende como local, COMPLETAMENTE REFORMADO, NUEVO a ESTRENAR. Posibilidad de intentar tramitar posteriormente el cambio de uso. Cuenta con habitación independiente, con ventana y armario empotrado y baño en suite con plato de ducha. Cocina americana completamente equipada, con nevera, lavadora, horno, lavavajillas, etc. Todo a estrenar.  Cuenta con bomba frío calor. Se encuentra situado en pleno centro de Majadahonda, a un minuto andando de la Gran Vía y cercano a todos los servicios; comercios, colegios, centro de salud, parques, transportes públicos, etc. Gastos de comunidad de 40 euros mensuales y 118 euros de IBI; gran oportunidad de inversión, con buena renta de alquiler en una zona muy demandada. Una excelente ubicación para poder acceder andando a todos los servicios y vivir en el centro de Majadahonda. Situada en pleno centro de Majadahonda y rodeada de zonas verdes, parques infantiles, comercios, bares, restaurantes, colegios, paradas de autobús. Con muy buena comunicación con la M-50 y la A-6. Es una excelente oportunidad para vivir en Majadahonda. POSIBILIDAD DE FINANCIACIÓN 100% con nuestro departamento financiero. Estudio hipotecario gratuito y sin compromiso.",False,good,False,False,4800.0,False,False,False,False,[],False,False,168000.0,€,flat,,"Casco Antiguo, Majadahonda",Piso en calle de Hernán Cortés,,,,,,
108679921,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/44/32/17/1353374561.webp,8,5,298000.0,penthouse,sale,53.0,False,2,1,"calle del General Álvarez de Castro, 8",Madrid,Madrid,Chamberí,es,Trafalgar,40.4348233,-3.7015598,True,https://www.idealista.com/inmueble/108679921/,"EN PLENO CHAMBERI, a dos minutos de la calle más famosa por sus cines, bus y metro en la puerta. Edificio precioso, gran luminosidad en todas las habitaciones, posibilidad de reformar a tu gusto, mejor visitar para ver la luz, el tamaño de sus estancias y sobre todo la situación. Precio 298.000 más honorarios.",False,renew,False,False,5623.0,True,False,False,False,[],False,False,298000.0,€,flat,penthouse,"Trafalgar, Madrid","Ático en calle del General Álvarez de Castro, 8",GAC8-2025,,,,,
108858219,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c8/ae/4a/1357185283.webp,28,,390000.0,chalet,sale,295.0,,4,3,Redueña,Madrid,Redueña,,es,,40.8169532,-3.6024313,False,https://www.idealista.com/inmueble/108858219/,"Atika Inversiones vende chalet independiente en Redueña con una superficie de 295 m² construidos sobre parcela de 433 m². Cuenta con un garaje, jardín privado, piscina, terraza y suelos de gres. La propiedad se encuentra en buen estado de conservación, muy soleada y está ubicada en una zona urbanizada.  La vivienda principal cuenta con 3 plantas, en planta baja cuenta con una amplia bodega con chimenea de leña, garaje para un coche, aseo con lavadero y cuarto de caldera con instalaciones con placas solares. En primera planta o planta principal cuenta con un amplio recibidor, un gran salón con chimenea y acceso a la terraza con barbacoa y vistas a la piscina. Junto al salón dispone de cocina independiente amueblada, habitación doble y baño completo. En la segunda planta cuenta con 4 dormitorios con armarios empotrados, baño completo y trastero con gran capacidad. El jardín se encuentra solado y consolidado y la piscina cuenta con un cerramiento para disfrutarla todo el año. Zona muy tranquila y con excelente acceso, muy bien comunicada a través de la A-1 y a tan solo 30 minutos de Madrid.  Si buscas una vivienda lista para entrar a vivir con todo el espacio, comodidad y tranquilidad que tu familia necesita este chalet de Redueña es tu opción ideal.",False,good,False,,1322.0,False,False,False,False,[],False,False,390000.0,€,chalet,,Redueña,Chalet,6780,True,True,,,
99447659,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1b/72/3a/1343946944.webp,39,1,518000.0,flat,sale,162.0,,4,2,calle de Ascao,Madrid,Madrid,Ciudad Lineal,es,Pueblo Nuevo,40.428401,-3.6406625,False,https://www.idealista.com/inmueble/99447659/,"Excelente piso en venta en Madrid, Ciudad Lineal - Pueblo Nuevo con 4 dormitorios y 2 baños, perfecto para una familia. Cuenta con una terraza, garaje de 34 mts construidos. Con una ubicación privilegiada cerca de transporte público, parques, comercios, restaurantes, colegios y más. El piso está en perfecto estado, listo para entrar a vivir. Cocina independiente y equipada con electrodomésticos. Una oportunidad única para disfrutar de una vida cómoda y conveniente en una de las mejores zonas de Madrid. ¡No dejes pasar esta oportunidad! Finca construida en 1997, al lado boca de metro y varias líneas de autobús, todos los servicios públicos al lado, supermercados, bancos, colegios, gimnasio, y toda clase de comercios a pocos pasos de la zona comercial calle Alcalá y las rosas, muy luminoso todas las habitaciones con aire acondicionado por conducto y armarios empotrados, una terraza cerrada en la cocina, baños completos, uno tipo suite en la habitación principal, salón independiente ventanas de climalit oscilobatientes, excelentes vistas, zona muy tranquila y bien comunicada.",False,good,False,True,3198.0,False,False,False,False,[],False,False,518000.0,€,flat,,"Pueblo Nuevo, Madrid",Piso en calle de Ascao,20200742,True,True,,,
108854613,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/83/bf/bf/1357121891.webp,26,,178000.0,chalet,sale,160.0,,3,2,calle Dalí,Madrid,Villa del Prado,,es,,40.2735838,-4.3576696,False,https://www.idealista.com/inmueble/108854613/,Encinar del Alberche se vende coqueto chalet con 3 dormitorios en planta principal salon cocina y terraza con buenisimas vistas y en planta inferior aseo bodeguita y sala o garage. tiene una rampa para adceder a la vivienda.,False,good,False,,1113.0,False,False,False,False,[],False,False,178000.0,€,chalet,independantHouse,Villa del Prado,Casa independiente en calle Dalí,,True,True,180000.0,2000.0,1.0
108581758,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6b/ed/f4/1349077952.webp,29,,1599000.0,chalet,sale,1038.0,,3,2,Villamanta,Madrid,Villamanta,,es,,40.2931028,-4.1258852,False,https://www.idealista.com/inmueble/108581758/,"FINCA CON ENCANTO EN VILLAMANTA – PRIVACIDAD, NATURALEZA Y GRAN POTENCIAL A 35 MINUTOS DE MADRID Precio de venta: 1.599.000 € Condiciones flexibles: Se estudiará la opción de ajustar el precio o descontar una propiedad de la operación si se dan las circunstancias adecuadas. Una finca de 7,5 hectáreas que domina gran parte de una colina, con vistas espectaculares y un entorno natural privilegiado. Esta exclusiva propiedad ofrece un estilo de vida rural con todas las comodidades y una gran versatilidad de usos, ya sea como residencia principal, proyecto turístico, centro ecuestre o inversión a largo plazo. La vivienda principal, de 260 m² construidos en una sola planta, está lista para entrar a vivir. Desde un amplio hall de entrada, se accede a las distintas estancias de la casa, que destacan por su amplitud y luminosidad: Gran salón con chimenea y salida directa a la parcela Cocina rústica de estilo americano, unida a un comedor amplio y acogedor Tres habitaciones, incluyendo una espectacular suite con baño privado Baño adicional completo Zona exterior con porche, patio y una magnífica piscina de diseño Espacio chill out con vistas panorámicas de 360º al municipio La finca cuenta además con instalaciones adicionales de gran valor: Nave industrial de 700 m², ideal para múltiples usos: cuadras, almacén, talleres u otras actividades Vivienda anexa de 70 m² dentro de la nave Apartamento independiente para invitados de 45 m² Refugio para caballos en la parte baja del terreno Boxes y zona ecuestre Sostenibilidad y autosuficiencia: La propiedad dispone de pozo propio y un completo sistema de energías renovables: instalación solar fotovoltaica con acumuladores y molino eólico. La vivienda cuenta con calefacción mixta mediante caldera de leña y gasoil. Certificación energética B. Ubicación inmejorable: A solo 2 minutos del centro urbano de Villamanta, con acceso directo desde carretera asfaltada y camino privado. La finca se encuentra en una zona elevada, con privacidad absoluta y rodeada de naturaleza. Villamanta, con cerca de 2.800 habitantes, es un encantador municipio del suroeste de la Comunidad de Madrid, rodeado de vega y dehesa, ideal para los amantes del entorno rural y las actividades al aire libre. Cuenta con todos los servicios esenciales: consultorio médico, supermercados, colegio público, instalaciones deportivas y bancos. Excelente comunicación: A 10 minutos de las autovías A5 y R5 A 20 minutos del centro comercial Intu Xanadú A 25 minutos del Hospital y la Universidad Rey Juan Carlos A 35 minutos de Madrid capital Conexión por autobús interurbano y cercanía a estación de tren en Móstoles (con enlace directo a Atocha cada 10 minutos) Características básicas: Superficie construida total: 1.038 m² (1.037 m² útiles) 3 habitaciones 2 baños Parcela de 75.000 m² Terraza, trastero, armarios empotrados Construcción del año 2007 Chimenea, calefacción central de gasoil Aire acondicionado Piscina y jardín Segunda mano, buen estado Certificado energético: Consumo: 71 kWh/m² año Emisiones: 18 kg CO₂/m² año Una propiedad con alma, sólida y con proyección. Ideal para quienes buscan naturaleza, tranquilidad, privacidad y múltiples oportunidades de uso. Para más información o concertar una visita, no dude en ponerse en contacto con nosotros. Esta finca es una oportunidad única que merece ser descubierta.",False,good,False,,1540.0,False,False,False,False,[],False,False,1599000.0,€,chalet,independantHouse,Villamanta,Casa independiente,,,,,,
107531363,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/86/a6/bd/1315213971.webp,49,3,925000.0,duplex,sale,150.0,True,2,2,ronda de Segovia,Madrid,Madrid,Arganzuela,es,Imperial,40.4117293,-3.7182002,False,https://www.idealista.com/inmueble/107531363/,"¡Increíble oportunidad de vivir en un exclusivo Piso Ático-Dúplex de 150 m2 en Ronda de Segovia! Disfruta de unas vistas impresionantes hacia la catedral de La Almudena desde tu salón-comedor rodeado de ventanales.  Este moderno inmueble cuenta con una espaciosa terraza donde podrás relajarte y disfrutar del aire libre, así como una cocina original y bien distribuida. En la planta baja, encontrarás un dormitorio con armario empotrado y un baño completo con ventana exterior.  Subiendo las elegantes escaleras, llegarás a otro amplio dormitorio con armarios empotrados de diseño exclusivo y un segundo baño completo con ventana y diseño original.  Además, incluye plaza de garaje y trastero, calefacción individual de gas natural, acabado de paredes en liso, tarima flotante, puerta blindada y una ubicación perfecta cerca de lugares emblemáticos de la ciudad.  ¡No dejes pasar esta oportunidad única.  ¡Contáctanos ya!",False,good,False,True,6167.0,False,False,False,False,[],False,False,925000.0,€,flat,duplex,"Imperial, Madrid",Dúplex en ronda de Segovia,,True,True,,,
108668969,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/12/80/c6/1351652904.webp,17,bj,260000.0,flat,sale,50.0,False,1,1,Barrio Palacio,Madrid,Madrid,Centro,es,Palacio,40.4106378,-3.7139703,False,https://www.idealista.com/inmueble/108668969/,"¡Oportunidad única en el codiciado Barrio de Palacio! Inmobiliarias Encuentro presenta este encantador piso reformado, ubicado a escasos metros de la Real Basílica de San Francisco el Grande, en una de las zonas más emblemáticas y con mayor valor histórico de Madrid.  Situado en la planta baja de una finca en buen estado, esta vivienda interior ofrece la tranquilidad y el confort que buscas, junto con un bonito PATIO PRIVADO que suma encanto y funcionalidad. Con 50 m² muy bien distribuidos, el inmueble cuenta con un salón comedor amplio y luminoso, donde se integra una cocina americana con ventana, perfecta para disfrutar de un espacio abierto y práctico. La vivienda dispone de una habitación amplia y cómoda, también con ventana que proporciona luz natural y ventilación, y un cuarto de baño completo con plato de ducha, moderno y funcional. Gracias a su orientación interior y el acceso al patio, el piso garantiza silencio y luminosidad, una combinación difícil de encontrar en el centro de la ciudad. Su reforma combina diseño actual y comodidad, convirtiéndolo en un lugar ideal tanto para vivir como para invertir.  Vivir en el Barrio de Palacio es disfrutar del Madrid más auténtico: calles adoquinadas, edificios históricos, plazas tranquilas y una amplia oferta cultural y gastronómica. La ubicación es inmejorable, con la Puerta de Toledo y su estación de metro a pocos minutos (L5), y excelentes conexiones con otras líneas de transporte público que facilitan el acceso a cualquier punto de la ciudad. No dejes pasar la oportunidad de vivir en uno de los barrios más bonitos y con más historia de Madrid. ¡Llámanos y ven a conocer tu próximo hogar! ¡Financiación a tu medida! Con FINMOO tendrás los mejores tipos de interés y hasta el 100% de financiación. ¡Consulta nuestras condiciones! Si necesita vender su inmueble para adquirir este u otro inmueble publicado, contacte con nosotros, disponemos del sistema: ""CAMBIA Y DESCANSA"". La solución perfecta para cuadrar los plazos de venta de su vivienda y entrega del nuevo inmueble ¡Sin complicaciones, sin esperas! ¡Contáctenos y comience el camino hacia su nuevo hogar!",False,good,False,False,5200.0,False,False,False,False,[],False,False,260000.0,€,flat,,"Palacio, Madrid",Piso,IE02-PALAC9,,,,,
108926502,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d6/3c/6b/1359162282.webp,5,en,167260.0,flat,sale,64.0,True,3,1,Sureste,Madrid,Torrejón de Ardoz,Sureste,es,,40.4511182,-3.4688705,False,https://www.idealista.com/inmueble/108926502/,"Your Home pone a disposición de sus clientes estupendo piso en exclusiva de 64 m2 con ascensor. La vivienda consta de salón independiente, tres dormitorios, baño completo con plato de ducha, cocina amueblada Y equipada con zona lavadero. Piso con calefacción, gas natural, suelo de terrazo, ventanas de aluminio, aire acondicionado.  Gastos de comunidad 55€ incluye agua. Portal completamente habilitado para personas con movilidad reducida. Situado en una de las mejores zonas de Torrejón de Ardoz con todos los servicios muy cercanos, farmacias, supermercados, Renfe cercanías, además de contar con 3 líneas de autobús y con acceso a la A-2 a tan solo 5 minutos, comunicación directa con Alcalá de Henares y Madrid. Si quiere cambiar de vivienda, si quiere vender su inmueble, vender para compra o quiere saber el precio de mercado, hacemos valoraciones totalmente gratuitas y sin compromiso Se lo enseñamos sin compromiso. Consulta nuestro asesoramiento financiero donde te ayudaremos a conseguir tu hipoteca con las mejores condiciones. ¡VENGA VISITAR SU NUEVO HOGAR!",False,good,False,True,2613.0,False,False,False,False,[],False,False,167260.0,€,flat,,"Sureste, Torrejón de Ardoz",Piso,YH106,,,,,
94453382,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0a/d6/db/889259839.webp,36,,1012990.0,chalet,sale,360.0,,3,3,Castillo - Campodón,Madrid,Villaviciosa de Odón,Castillo - Campodón,es,,40.3641028,-3.8823966,False,https://www.idealista.com/inmueble/94453382/,"ESPECTACULAR CHALET EN VENTA ZONA PRIVADA URBANIZACION CAMPODON DE VILLAVICIOSA DE ODON. Se vende chalet con 170m² útiles de vivienda y 190m² de zonas ajardinadas. La vivienda consta de tres habitaciones y tres baños dos de ellos incluidos en dormitorios. La habitación principal con un gran vestidor y baño suite que incluye bañera y plato de ducha. Los dormitorios individuales con armarios empotrados, uno de ellos con baño suite con plato de ducha, baño de invitados. Salón independiente con chimenea de leña y cocina completamente amueblada con isla y zona de lavandería. Acceso a los jardines de la vivienda desde todas las instancias de la misma. Sistema de refrigeración y calefacción por aerotermia, placas solares, ventanas de aluminio con cristales de climalit y rotura de puente térmico, suelos porcelánicos imitación a madera y puertas lacadas en blanco. Garaje con capacidad para cuatro coches y trastero de 60m². Piscina comunitaria. Certificación enérgetica A. ¡INFORMESE SIN COMPROMISO!",False,good,False,,2814.0,False,False,False,False,[],False,False,1012990.0,€,chalet,independantHouse,"Castillo - Campodón, Villaviciosa de Odón",Casa independiente,007674,True,True,,,
96589594,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/29/3a/ef/1280698802.webp,13,,150000.0,chalet,sale,177.0,,3,3,Cadalso de los Vidrios,Madrid,Cadalso de los Vidrios,,es,,40.3029263,-4.4473852,False,https://www.idealista.com/inmueble/96589594/,"Vivienda unifamiliar adosada de 151 m2 útiles, desarrollada en tres plantas, distribuida en planta de acceso con vestíbulo y acceso al garaje, salón-comedor, cocina independiente amueblada y un baño planta primera con tres dormitorios con armarios empotrados, dos baños y terraza planta segunda con una amplia terraza de 22,76 m2.  A la vivienda le corresponde el uso privativo de la zona de patio/jardín a la que tiene acceso al fondo de la casa. Algunos de los inmuebles comercializados a través de ABANCA INMOBILIARIA tienen instaladas diversas medidas de seguridad, tales como alarmas, puertas de seguridad, etc? , que no forman parte de la oferta de venta y por lo tanto, no serán objeto de transmisión junto con el inmueble, procediéndose a su retirada, de forma previa a la formalización de la escritura de compraventa.",False,good,False,,847.0,True,False,False,False,[],False,False,150000.0,€,chalet,terracedHouse,Cadalso de los Vidrios,Chalet adosado,9307463,,,,,
108706599,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b9/75/64/1352719189.webp,1,1,182000.0,flat,sale,51.0,True,2,1,"CL VILLAVICIOSA, 13",Madrid,Madrid,Latina,es,Campamento,40.3977542,-3.7684225,True,https://www.idealista.com/inmueble/108706599/,"Vivienda alquilada imposibilidad de visita interior hasta 14/12/2028, alquiler 699,02.",False,good,False,False,3569.0,False,False,False,False,[],False,False,182000.0,€,flat,,"Campamento, Madrid","Piso en Cl Villaviciosa, 13",,,,,,
107669983,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2e/68/ee/1319300064.webp,26,6,380000.0,flat,sale,80.0,True,1,1,Primera Fase - Nuevo Tres Cantos,Madrid,Tres Cantos,Primera Fase - Nuevo Tres Cantos,es,,40.6086078,-3.7159724,False,https://www.idealista.com/inmueble/107669983/,"*****NO COBRAMOS HONORARIOS AL COMPRADOR***** ¡VIVIENDA EN RENTABILIDAD! KHAN VENDE EN EXCUSIVA estupendo ático situado en la Primera Fase de Tres Cantos, con una ubicación inmejorable, cercano a parques y a una amplia avenida donde puede encontrar distintos comercios como supermercados, bancos, restaurantes etc. Además, se encuentra muy bien comunicado con el transporte público. Dispone de una amplia superficie de 80m2 construidos y 59m2 útiles sin contabilizar la terraza, distribuidos de la siguiente forma:  -Salón-comedor con acceso a una fantástica terraza abierta que favorece a la iluminación de la estancia y donde pasar un estupendo día al aire libre.  -Cocina totalmente amueblada y equipada, con una pequeña despensa, que da paso a un pequeño tendedero descubierto. -Espacioso dormitorio con grandes ventanales y armario empotrado. Desde esta estancia también se puede acceder a la terraza. -Baño completo en suite. -Dos grandes trasteros que se encuentran en el interior de la vivienda.  Además, cuenta con una plaza de garaje en el mismo edificio.  Entre sus características, el ático cuenta con calefacción individual de gas natural, aire acondicionado, puerta blindada y suelo de parquet. El edificio cuenta con conserje, zona de juegos infantiles y piscina con jardín comunitario.  La vivienda se encuentra alquilada y ofrece una alta rentabilidad, con inquilino asegurado hasta 2027. No necesita reforma.  ¡INMUEBLE ÚNICO! ¡VIVIENDA EN RENTABILIDAD! *****NO COBRAMOS HONORARIOS AL COMPRADOR***** Ref. : 7403.",False,good,False,True,4750.0,False,False,False,False,[],False,False,380000.0,€,flat,,"Primera Fase - Nuevo Tres Cantos, Tres Cantos",Piso,7403,True,True,,,
106452636,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/42/1d/54/1283321732.webp,9,,265000.0,chalet,sale,81.0,,2,1,calle de Santillana del Lago,Madrid,Manzanares el Real,,es,,40.7332584,-3.8544969,False,https://www.idealista.com/inmueble/106452636/,"A. S. GESTIÓN INMOBILIARIA vende vivienda EN CONSTRUCCIÓN, de 81 m2 en una sola planta, con bonitas vistas del embalse de Santillana, sobre una parcela de 642 m2. DISTRIBUCIÓN DE LA VIVIENDA. - Amplio salón comedor con cocina americana incorporada, cuarto de baño y dos habitaciones. 106 m2 de terrazas y solado exterior. Ideal para un comprador que prefiera terminar la obra a su gusto, ampliarla o adaptarla a sus necesidades y elegir los acabados. El terreno se encuentra en la calle Santillana del Lago, una de las zonas mejor valoradas de Manzanares el Real, perfectamente urbanizada y con vistas. ¡ IDEAL COMO PRIMERA RESIDENCIA! CÉDULA URBANÍSTICA DE LA PARCELA. - USO Y TIPOLOGÍA: Vivienda unifamiliar aislada (Independiente) ALTURA MÁXIMA: Una planta más bajo cubierta (4,5 metros hasta el alero) OCUPACIÓN MÁXIMA: 30 % EDIFICABILIDAD MÁXIMA: 0,33 m2/m2 RETRANQUEOS: 3 metros de distancia a calle y linderos SERVICIOS URBANÍSTICOS: Agua, luz, aceras, pavimentación, alumbrado público, saneamiento y recogida de basuras. ¡ INMEJORABLE INVERSIÓN! En A. S. GESTIÓN INMOBILIARIA no cobramos honorarios al comprador.",False,renew,False,,3272.0,False,False,False,False,[],False,False,265000.0,€,chalet,independantHouse,Manzanares el Real,Casa independiente en calle de Santillana del Lago,AS-5388,,,,,
108697820,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3d/3f/78/1352465902.webp,1,bj,273000.0,flat,sale,73.0,True,3,1,"CL AGUILAR DE CAMPOO, 25",Madrid,Madrid,Moncloa,es,Valdezarza,40.4644019,-3.7189342,True,https://www.idealista.com/inmueble/108697820/,"Vivienda alquilada finaliza en 18/01/2028 renta 779,10.",False,good,False,True,3740.0,False,False,False,False,[],False,False,273000.0,€,flat,,"Valdezarza, Madrid","Piso en Cl Aguilar De Campoo, 25",,,,,,
108689208,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a7/a5/f0/1352212440.webp,12,6,719000.0,flat,sale,50.0,False,2,1,calle de Jorge Juan,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.423935,-3.673942,False,https://www.idealista.com/inmueble/108689208/,"Millac Consulting Inmobiliario te  presenta Magnifica vivienda en Salamanca Situada en una tranquila zona del distrito de Goya, a estrenar. El inmueble de 50 m², Orientación Noreste. interior, donde podrás disfrutar de una increíble luz todo el día.    La vivienda cuenta con un  salón comedor, un balcón para pasar un rato agradable al aire libre. La cocina, de diseño y totalmente equipada podemos disfrutar de una decoración elegante y acogedora.  La zona de descanso cuenta con 2 dormitorios.  Aire acondicionado y calefacción individual, son algunas de las ventajas de las que disfrutar en esta vivienda.  Rodeada de todas las comodidades  y servicios que presenta el barrio de Salamanca donde vivir o invertir es un éxito.   La vivienda esta en obra, reforma con materiales de lujo y de alta calidad! *Las fotos de la publicación son imágenes realizadas por infografía.",False,good,False,True,14380.0,False,False,False,False,[],False,False,719000.0,€,flat,,"Goya, Madrid",Piso en calle de Jorge Juan,1136,,,,,
107741720,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0f/97/64/1321934803.webp,32,,420000.0,chalet,sale,183.0,,7,4,Mejorada del Campo,Madrid,Mejorada del Campo,,es,,40.3985068,-3.4831697,False,https://www.idealista.com/inmueble/107741720/,"Arya inmobiliaria pone en venta este encantador chalet adosado de 7 dormitorios en Mejorada del Campo, ideal como inversión para alquilar por habitaciones o para familias que buscan un hogar cómodo y tranquilo. La vivienda, cuenta con las siguientes características: 7 dormitorios amplios, perfectos para garantizar el descanso, 4 baños completos, cocina independiente.  Buhardilla con 2 habitaciones independientes, baño y cocina. Aire Acondicionado en todas las habitaciones.  Garaje cerrado con capacidad para dos coches para mayor comodidad y seguridad a la hora de aparcar. Patio privado donde disfrutar del aire libre y crear un ambiente acogedor para barbacoas o momentos de relax. Recinto privado con piscina comunitaria para disfrutar de refrescantes baños en verano y divertirse en familia. Ubicación: El chalet se encuentra a un paso de todos los servicios. Supermercados, centro de salud, colegios, parques infantiles y zonas verdes se encuentran a poca distancia, proporcionando todo lo necesario para una vida familiar cómoda y completa. Consúltenos en el o a través de nuestro formulario de contacto Arya inmobiliaria Avda. Union Europea nr 19 local 3 Torrejon de Ardoz.",False,good,False,,2295.0,False,False,False,False,[],False,False,420000.0,€,chalet,independantHouse,Mejorada del Campo,Casa independiente,02335,True,True,425000.0,5000.0,1.0
108292714,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4d/fd/73/1339756477.webp,30,3,215000.0,flat,sale,107.0,True,4,2,Centro,Madrid,Valdemoro,Centro,es,,40.1899506,-3.673774,False,https://www.idealista.com/inmueble/108292714/,"DB Servicios Inmobiliarios te ofrece en exclusiva, ¡Amplio piso de 100 m² con 4 dormitorios en venta en Valdemoro! Se vende luminosa y espaciosa vivienda en Valdemoro, ubicada en una 3ª planta sin ascensor, ideal para familias que buscan amplitud y comodidad. La vivienda cuenta con una superficie de 100 m² muy bien distribuidos, con espacios amplios y bien aprovechados. Todas las estancias, excepto los baños, disponen de ventanas al exterior, lo que garantiza una excelente ventilación natural y luz durante todo el día. Distribución: 4 dormitorios, 2 de ellos con armario empotrado. Un baño completo y un aseo, para mayor funcionalidad. Salón-comedor amplio y luminoso, con salida directa a una terraza privada ideal para disfrutar del aire libre. Cocina independiente con acceso a tendedero. Trastero incluido, ideal para almacenamiento adicional. La vivienda se encuentra en una zona tranquila de Valdemoro, con buena comunicación y todos los servicios al alcance: transporte público, colegios, centros médicos y comercios. Una excelente oportunidad para quienes buscan una vivienda con mucho espacio y gran potencial de personalización. ¡Contáctanos para más información o para concertar una visita! Las imágenes, descripciones y datos del anuncio son orientativos y no tienen carácter contractual. Pueden estar sujetos a cambios, errores u omisiones. [IW].",True,good,False,False,2009.0,False,False,False,False,[],False,False,215000.0,€,flat,,"Centro, Valdemoro",Piso,PIS0166,,,,,
