propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,detailedType.subTypology,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
108332698,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/38/1d/bf/1340970046.webp,R-431,43,3,365000.0,flat,sale,104.0,True,3,2,Barrio Aluche,Madrid,Madrid,Latina,es,Aluche,40.3956632,-3.7638958,False,https://www.idealista.com/inmueble/108332698/,"¡Descubre tu nuevo hogar en ALUCHE!  IDEHOGAR vende este magnífico piso de TRES DORMITORIOS, que te ofrece todo lo que necesitas para vivir cómodamente. Con su orientación sur, disfrutarás de abundante luz natural durante todo el día.  Al entrar, te recibe un acogedor hall con armario para almacenaje, que da paso a una zona de comedor/office, que da acceso a la cocina y al amplio salón con acceso directo a una terraza con toldo, ideal para relajarte o disfrutar de una comida al aire libre.  El piso dispone de tres dormitorios, teniendo el principal acceso directo a la terraza. Además, cuenta con dos baños completos, uno con bañera para esos momentos de relax y otro con ducha para mayor comodidad. No tendrás que preocuparte por el espacio de almacenamiento, ya que incluye un trastero y armarios empotrados. Ubicado en una zona excelente, estarás a solo 5 minutos a pie del Metro Campamento y rodeado de comercios y servicios. ¡Ven a verlo y enamórate de tu futuro hogar!  NO DEJES PASAR ESTA OPORTUNIDAD!  Se informa al cliente que los gastos notariales, registrales, ITP, y otros gastos inherentes a la compraventa no están incluidos en el precio. Por mandato expreso del propietario, comercializamos este inmueble en exclusiva, lo que le garantiza el acceso a toda la información, a un servicio de calidad, un trato fácil, sencillo y sin interferencias de terceros. Por este motivo, se ruega no molestar al propietario, a los ocupantes de la propiedad o a los vecinos. Muchas gracias por su comprensión. Si usted es agente inmobiliario y tiene un cliente para este inmueble, llámenos que estaremos encantados de colaborar.   Este anuncio puede contener errores. Se muestra a título informativo y no es contractual ni vinculante.",False,good,False,True,3510.0,False,False,False,False,[],False,False,365000.0,€,flat,"Aluche, Madrid",Piso,,,,,,,
102138630,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/69/7e/0a/1145552349.webp,GA-163,14,1,150000.0,studio,sale,47.0,True,0,1,calle Miguel Menéndez Boneta,Madrid,Los Molinos,,es,,40.7103698,-4.0747638,False,https://www.idealista.com/inmueble/102138630/,"GALCOR ASESORES INMOBILIARIOS - Ofrece loft /estudio con gran terraza de 60m². Magnífica ubicación.  Increíble terraza de mas de 60m2 equipada con toldos que ofrecen posibilidad de un cerramiento íntimo y completo o por partes. Amplia estancia principal con inmejorable luminosidad todo el día, gracias a su doble orientación y grandes ventanales. Baño completo y muy espacioso con ventilación natural exterior. Vistas espectaculares de montaña (Siete Picos, La Peñota, La Maliciosa... ).  Céntrico y con todo tipo de servicios y comercios a pie de calle (Farmacia, supermercado, parada de autobús... ). A 5 minutos andando de la estación de tren. LA MEJOR OPCIÓN PARA VENDER Y COMPRAR TU CASA.",False,good,False,False,3191.0,False,False,False,False,[],False,False,150000.0,€,flat,Los Molinos,Estudio en calle Miguel Menéndez Boneta,studio,,,,,,
108467347,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/16/55/5f/1347039599.webp,P505,50,2,667000.0,flat,sale,126.0,True,3,2,Valenoso,Madrid,Boadilla del Monte,Valenoso,es,,40.4139362,-3.9083086,False,https://www.idealista.com/inmueble/108467347/,"Venta de precioso piso en una de las mejores zonas de Boadilla del Monte, muy cercano a la avenida de Siglo XXI, metro ligero y con muy buen acceso a la M50. Con 125m2 construidos aproximadamente y con un diseño muy actual y cómoda distribución, la vivienda se desarrolla de la siguiente manera:  Hall de entrada y distribuidor, cocina con zona de office integrada y con tendedero; salón-comedor con salida a una terraza de 10 m2 aproximadamente; dormitorio principal tipo suite con baño incorporado con plato de ducha y zona de vestidor; dos dormitorios dobles con armario empotrado y otro baño completo con bañera.  Incluye un cuarto trastero de 10 m2 construidos y dos plazas de garaje. Además cuenta con un trastero común para guardar bicicletas.  En cuanto a las calidades:  La carpintería exterior es de aluminio lacado con rotura de puente térmico y sistema de apertura abatible oscilobatiente o corredera según la estancia, además de contar con persianas motorizadas. El suelo es de tarima flotante a excepción de baños y cocina. En cuanto a la carpintería interior, la puerta de entrada a la vivienda es acorazada y las puertas interiores lacadas en blanco. El sistema de calefacción y agua caliente mediante caldera mixta de gas natural. Además cuenta con sistema de aire acondicionado por conductos. La vivienda se encuentra en una exclusiva urbanización con zonas verdes con dos piscinas, parque infantil, zona deportiva con pista de paddle, gimnasio, servicio de conserjería de lunes a domingo y un local para la celebración de eventos con cocina incluida. Está ubicada en una zona de gran atractivo para familias, rodeada de parques y áreas recreativas, zonas deportivas y en un entorno ideal para amantes de la naturaleza. LLÁMENOS PARA CONCERTAR VISITA! NO COBRAMOS HONORARIOS A LA PARTE COMPRADORA.",False,good,False,True,5294.0,False,False,False,False,[],False,False,667000.0,€,flat,"Valenoso, Boadilla del Monte",Piso,,True,True,,,,
108353134,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a1/67/2f/1341577598.webp,1386,31,4,2290000.0,flat,sale,116.0,True,3,2,Barrio Jerónimos,Madrid,Madrid,Retiro,es,Jerónimos,40.4151706,-3.69051,False,https://www.idealista.com/inmueble/108353134/,"THE SELECTION HOMES PRESENTA EN EXCLUSIVA: Exclusiva vivienda de diseño en finca clásica con vistas impresionantes Descubre esta espectacular propiedad completamente reformada con las más altas calidades, situada en una elegante finca clásica. Esta joya inmobiliaria combina a la perfección el encanto arquitectónico tradicional con un interiorismo moderno y sofisticado. Cuenta con tres amplias habitaciones con vistas despejadas, dos baños de diseño, una acogedora chimenea que aporta calidez y carácter al salón, y tres balcones exteriores que inundan de luz natural cada rincón. Cada detalle de la reforma ha sido cuidadosamente elegido para ofrecer el máximo confort y estilo: materiales premium, acabados de lujo y una distribución funcional pensada para vivir con elegancia. Una vivienda única para quienes buscan exclusividad, distinción y una ubicación privilegiada.  .",False,good,False,True,19741.0,False,False,False,False,[],False,False,2290000.0,€,flat,"Jerónimos, Madrid",Piso,,,,2400000.0,110000.0,5.0,
108658060,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8c/9b/7d/1351332884.webp,9PONTONES13089AVMADRID,12,,210000.0,chalet,sale,123.0,,3,3,avenida de Madrid,Madrid,Patones,,es,,40.8621726,-3.4758533,False,https://www.idealista.com/inmueble/108658060/,"**Casa adosada en venta - Oportunidad única** Descubre esta encantadora casa adosada que espera ser transformada en el hogar de tus sueños. Con 123 m² construidos y 104 m² útiles, este espacio ofrece 3 amplios dormitorios, ideales para familias o para quienes buscan un espacio extra. La propiedad cuenta con 2 baños completos y un aseo, proporcionando comodidad y funcionalidad para todos. La cocina independiente es perfecta para aquellos que disfrutan de cocinar, mientras que el salón independiente ofrece un ambiente acogedor para relajarse y disfrutar de momentos en familia. Además, el chalet incluye un garaje y un trastero, lo que añade un gran valor a la propiedad.  El patio es un espacio exterior que promete ser el lugar ideal para disfrutar del aire libre, aunque la casa necesita algunas reformas, esto te permitirá personalizarla a tu gusto. Construida en 2005, cuenta con armarios empotrados y está orientada al este, lo que garantiza luminosidad durante las mañanas.  Con una clase energética E, esta casa adosada representa una excelente oportunidad de inversión. No dejes pasar la oportunidad de hacer de este chalet tu nuevo hogar. ¡Ven a visitarlo y comienza a imaginar todas las posibilidades que ofrece! Financiación 100%.",False,renew,False,,1707.0,False,False,False,False,[],False,False,210000.0,€,chalet,Patones,Chalet adosado en avenida de Madrid,terracedHouse,True,True,,,,
107854257,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d3/43/dd/1326306993.webp,,37,2,3390000.0,flat,sale,438.0,True,4,3,calle Mayor,Madrid,Madrid,Centro,es,Palacio,40.414747,-3.7107003,False,https://www.idealista.com/inmueble/107854257/,"TRES PASOS comercializa esta única y exclusiva propiedad en una finca representativa. En su interior conserva los elementos originales de un edificio Modernista, lo que hacen de ella una vivienda espectacular, singular y con mucha personalidad. Tiene 438m2 construidos en amplias estancias que permiten jugar con la distribución, número de salones y dormitorios en función del estilo de vida de cada persona. Al entrar en la propiedad nos encontramos un gran hall que nos conduce a través de una acogedora y elegante estancia, gracias a sus arrimaderos originales, molduras, techos altos y vidrieras Art Nouveau que ya nos muestra la personalidad y singularidad de la vivienda. En la actualidad dispone de varios salones: el salón principal se divide en tres estancias, siendo una de ellas un despacho, 4 dormitorios, una amplia cocina, 3 baños y una bodega.  El dormitorio principal dispone de un baño en suite, chimenea y un mirador y se divide en dos estancias dividas por 2 columnas originales. Por otro lado, tenemos un impresionante vestidor con una amplia y original bañera. La zona exterior tiene tres balcones y un mirador y la zona interior también dispone de balcones a patios amplios y bonitos. Tres de sus estancias disponen de chimenea.  Una joya arquitectónica perfectamente conservada que por su número de estancias y metros puede ser una propiedad ideal para realizar recepciones y eventos o la casa de sus sueños donde lo clásico y lo moderno se aúnan en perfecta armonía haciendo de ella una propiedad única y atemporal más allá de las modas. La finca se encuentra a Tres Pasos de la Plaza Mayor y es uno de los únicos 9 edificios Modernistas de Madrid. En 1909 la compañía de chocolates ¨La Colonial” decidió que fuera su sede principal. Dispone de portero físico y alberga uno de los primeros ascensores de la ciudad.",True,good,False,True,7740.0,False,False,False,False,[],False,False,3390000.0,€,flat,"Palacio, Madrid",Piso en calle Mayor,,,,,,,
108623674,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b5/0f/a9/1351399087.webp,Gallur__Los Carmenes,21,5,223000.0,flat,sale,68.0,True,2,1,calle de Gallur,Madrid,Madrid,Latina,es,Los Cármenes,40.3995668,-3.7342057,False,https://www.idealista.com/inmueble/108623674/,"Terrahabitat vende vivienda muy luminosa, situada junto al polideportivo municipal. La casa se compone de un salón independiente con altillo. Cocina equipada con mobiliario y ventana al exterior. Baño completo con baño y ventana. Pasillo nos lleva a 2 amplios dormitorios con armario empotrado. Está situada en barrio consolidado con todo tipo de comercios, farmacias, colegios.. . Como medios de comunicación tenemos el metro y renfe Laguna, líneas de autobus 25, 17 y N-16. Cerca de parques como el de San Isidro y Cuña Verde. Se paga incluyendo el agua 85€ de comunidad.",False,good,False,True,3279.0,False,False,False,False,[],False,False,223000.0,€,flat,"Los Cármenes, Madrid",Piso en calle de Gallur,,,,,,,
108662062,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/83/1a/8a/1353881337.webp,07282,11,2,169500.0,flat,sale,57.0,True,2,1,calle del Campo de la Paloma,Madrid,Madrid,Puente de Vallecas,es,Palomeras sureste,40.3852127,-3.6464035,False,https://www.idealista.com/inmueble/108662062/,se vende piso alquilado 15/022021-14/02/2028 alquiler 698.99 venta 177500.,False,good,False,True,2974.0,False,False,False,False,[],False,False,169500.0,€,flat,"Palomeras sureste, Madrid",Piso en calle del Campo de la Paloma,,,,177500.0,8000.0,5.0,
108857522,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/de/75/4e/1357166759.webp,11-iglesia Alcorcón,1,2,235000.0,flat,sale,54.0,True,1,1,iglesia s/n,Madrid,Alcorcón,Centro,es,Casco Antiguo,40.3476651,-3.8251581,True,https://www.idealista.com/inmueble/108857522/,"""DESDE PLANEAHOGAR INMOBILIARIA te ofrecemos en EXCLUSIVIDAD esta vivienda en Calle Retablo, en zona céntrica de Alcorcón. "" Excelentes zonas comunes, con tres escaleras en el bloque, acceso para minusválidos, conserjería y cuenta con 1 ascensores por rellano. Excelente zona comunes con Gim para propietarios y pista de squash. La vivienda tiene una superficie de 52 m2 útiles, con la siguiente distribución: -Un hall recibidor - Cocina Americana - el BAÑO AMPLIO y equipado. -De frente se entra a un AMPLIO SALON DE 17 m2. EL SALON es el centro de la vivienda, con vista a la plaza del Tejar. -Habitación de matrimonio de grandes dimensiones. -A/A en salón y dormitorio principal. La vivienda, tiene calefacción individual gas natural.   El vecindario está muy bien situado, a pocos pasos del centro neurálgico de Alcorcón, de colegios, parada de metro, cercanías, autobuses y taxi.  A unos pasos del HOSPITAL FUNDACION ALCORCON Y AYUNTAMIENTO, farmacias, bancos y supermercados, etc. …, Este Piso es perfecto para vivir. ¡No pierdas esta oportunidad! ¡Llámanos y concretamos una visita sin ningún compromiso! ""PLANEAHOGAR INMOBILIARIA te ofrece la posibilidad de financiación bancaria"".",False,good,False,True,4352.0,False,False,False,False,[],False,False,235000.0,€,flat,"Casco Antiguo, Alcorcón",Piso en iglesia s/n,,True,False,,,,70.0
106412166,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ca/33/35/1282103119.webp,1550,14,1,1349000.0,duplex,sale,120.0,False,2,3,calle de Goya,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4269148,-3.6876366,False,https://www.idealista.com/inmueble/106412166/,"Ubicada en el prestigioso barrio de Salamanca, Madrid, esta vivienda en Goya 19, es una oportunidad única para quienes buscan un hogar en una de las zonas más exclusivas de la ciudad. Situada en la primera planta de un edificio histórico construido en 1930, esta propiedad interior actualmente en obras ofrece 120 m² construidos. Su distribución incluye 2 amplias habitaciones, 2 baños completos, una cocina totalmente equipada, brindando un espacio cómodo y funcional para la vida urbana. Además, cuenta con un ascensor para mayor comodidad y un encantador patio o terraza, perfecto para disfrutar de momentos al aire libre. Esta vivienda amueblada y con una orientación excelente representa una inversión atractiva y una oportunidad para personalizar al gusto del comprador, haciendo de este espacio un hogar a medida en una ubicación inmejorable. Para más información o concertar una visita, no dude en ponerse en contacto con nosotros.",False,good,False,True,11242.0,False,False,False,False,[],False,False,1349000.0,€,flat,"Recoletos, Madrid",Dúplex en calle de Goya,duplex,,,,,,
