propertyCode,thumbnail,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,floor,exterior,neighborhood,hasLift,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
108354456,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8c/63/f7/1341607248.webp,33,1280000.0,chalet,sale,290.0,4,5,calle de las Eras,Madrid,Galapagar,La Navata,es,40.5871558,-3.9985537,False,https://www.idealista.com/inmueble/108354456/,"! OBRA NUEVA TERMINADA! Vivienda a estrenar! Equilibrio perfecto entre elegancia, lujo y tranquilidad distribuido en 4 habitaciones amplias y luminosas, 4 baños, una cocina abierta, lavandería y numerosos espacios interiores que se fusionan con las zonas exteriores creando un entorno ideal para relajarte y desconectar. Gracias a sus más de 280 m2 de superficie útil y 1.800m2 de parcela, el precioso jardín se convierte en un oasis personal gracias a la piscina privada. A partir de un diseño arquitectónico sofisticado y contemporáneo, esta propiedad ofrece un espacio elegante y funcional. Cada detalle ha sido cuidadosamente seleccionado, desde los acabados de alta calidad hasta las características modernas, para una experiencia de vida excepcional.",False,good,False,4414.0,False,False,False,False,[],False,False,1280000.0,€,True,True,chalet,independantHouse,"La Navata, Galapagar",Casa independiente en calle de las Eras,,,,,,,,,
108414312,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/14/66/34/1344212887.webp,52,1050000.0,chalet,sale,441.0,7,4,AV ROBLES DE LOS,Madrid,Torrelodones,Los Robles,es,40.5871244,-3.9207335,False,https://www.idealista.com/inmueble/108414312/,"Chalé independiente con encanto en la prestigiosa urbanización Los Robles – Torrelodones ¿Buscas una vivienda con carácter, amplitud y rodeada de naturaleza sin renunciar a la cercanía con Madrid? Esta vivienda de 441 m² construidos sobre una impresionante parcela de 1.800 m², con acceso desde dos calles, te ofrece el equilibrio perfecto entre tranquilidad, comodidad y proyección. Ubicada en la avenida principal de Los Robles, una de las zonas más consolidadas y exclusivas de Torrelodones pueblo, esta propiedad destaca por su privacidad, su doble acceso —ideal tanto para vehículos como para crear zonas independientes— y un diseño funcional distribuido en tres plantas, todas ellas bañadas de luz natural y con estancias exteriores. Espacios amplios, versátiles y acogedores En la planta baja te recibe un elegante vestíbulo que da paso a una cocina con office, ideal para el día a día, y un gran salón comedor con chimenea que conecta con una zona de estar más íntima equipada con estufa de leña, perfecta para las tardes de invierno. Un baño completo completa esta planta. En la planta primera encontramos tres dormitorios dobles, un baño completo, y una espectacular suite principal con baño privado, despacho y terraza privada: un auténtico refugio dentro de tu propio hogar. La planta superior bajo cubierta añade aún más posibilidades: un amplio salón comedor, un cuarto de baño completo y dos espacios versátiles que actualmente se usan como taller y almacén. Además, cuenta con garaje cubierto para dos vehículos. Vida al aire libre sin salir de casa La verdadera joya de esta propiedad es su jardín privado de 1.800 m², una extensión natural que ofrece múltiples rincones para el ocio, la relajación o incluso pequeños proyectos personales. Disfruta del sol en su gran terraza, refréscate en la piscina o celebra encuentros inolvidables con familiares y amigos al aire libre. El acceso desde dos calles permite mayor independencia, comodidad para entradas y salidas, y posibilidades de redistribución de usos del exterior. Conectividad y entorno Situado a tan solo 20 minutos de Madrid, el chalé goza de una ubicación privilegiada: en plena naturaleza, pero con parada de autobús a pocos metros y fácil acceso a la estación de tren de la Colonia. Además, Torrelodones cuenta con todos los servicios: colegios, centros de salud, supermercados, restauración y zonas verdes. Una casa única que combina tradición, espacio y calidad de vida. Si valoras vivir con amplitud, luz, privacidad y un entorno natural sin renunciar a la conexión con la ciudad, esta es tu oportunidad. Las imágenes que se muestran incluyen infografías con propuestas de diseño no vinculantes, elaboradas con fines meramente orientativos. Su objetivo es ofrecer ideas sobre el potencial de la vivienda una vez reformada. No representan el estado actual del inmueble ni constituyen un compromiso contractual respecto a acabados, distribución o mobiliario. Contáctanos para concertar una visita y descubre el potencial de esta propiedad con alma.",True,good,False,2381.0,False,False,False,False,[],False,False,1050000.0,€,,,chalet,independantHouse,"Los Robles, Torrelodones",Casa independiente en Av Robles De Los,,,,,,,,,
108466238,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/73/40/ae/1345760733.webp,11,180000.0,flat,sale,90.0,1,1,calle Laguna del Marquesado,Madrid,Madrid,Villaverde,es,40.3321085,-3.7031459,False,https://www.idealista.com/inmueble/108466238/,"! Oportunidad! . Se vende loft totalmente reformado a estrenar, amueblado y muy luminoso. El inmueble se distribuye en una única planta y consta de: - Salón comedor amueblado (Se queda tal y como se ven en las fotos). - Cocina independiente equipada y amueblada con electrodomésticos. - Baño completo con plato de ducha. Además dispone de: Puerta blindada, portero automático, portero físico.! Mejor ver! . PRECIO FINAL SIN COMISIONES AÑADIDAS AL COMPRADOR.",False,good,False,2000.0,False,False,False,False,[],False,False,180000.0,€,,,flat,,"Villaverde Alto, Madrid",Piso en calle Laguna del Marquesado,1767,2,True,Villaverde Alto,True,182000.0,2000.0,1.0,
104705402,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b0/33/a3/1229137604.webp,5,1595000.0,flat,sale,140.0,3,3,Barrio Goya,Madrid,Madrid,Barrio de Salamanca,es,40.4244919,-3.6770117,False,https://www.idealista.com/inmueble/104705402/,"¡Descubre tu nuevo hogar en la exclusiva zona de Salamanca-Goya! Este magnífico piso en segunda planta te ofrece una ubicación privilegiada, a solo unos pasos del hermoso Parque del Retiro. Con 140 m² construidos, esta luminosa vivienda cuenta con 3 dormitorios, 3 baños y una terracita para disfrutar del aire fresco y la orientación sur.  En su interior, encontrarás un amplio dormitorio principal en suite con vestidor, dos dormitorios dobles con baño, un aseo de cortesía y una cocina de diseño equipada electrodomésticos de alta gama. Además, la finca cuenta con portero físico, ascensor y acceso sin barreras arquitectónicas para tu comodidad. Con una excelente distribución y una reforma de lujo con materiales de primeras marcas, esta propiedad es ideal para aquellos que buscan un hogar elegante y funcional. No pierdas la oportunidad de vivir cerca de los principales comercios de la zona y disfrutar de una vida cómoda y bien comunicada en este encantador piso en Salamanca-Goya. ¡Contáctanos para más información! ""AP de Propiedades, somos un grupo inmobiliario que opera en todos los campos del sector desde hace más de 20 años. Nuestra actividad se ha centrado fundamentalmente en Madrid capital, en donde hemos desarrollado diferentes promociones de obra nueva y de rehabilitación de edificios singulares, sin olvidar la prestación del servicio de intermediación inmobiliaria tanto en la compra como en la venta de inmuebles, con el único fin de ofrecer a nuestros clientes todo lo necesario para su completa satisfacción que también ha sido y será la nuestra. Nuestras oficinas se encuentran en la calle Castelló, 23 - 3ºIzq. Madrid”.",False,good,False,11393.0,True,False,False,False,[],False,False,1595000.0,€,,,flat,,"Goya, Madrid",Piso,282,2,True,Goya,True,,,,
108774799,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/43/46/38/1354742586.webp,25,215250.0,flat,sale,83.0,2,1,calle de Benjamín Palencia,Madrid,Madrid,Puente de Vallecas,es,40.393998,-3.646854,False,https://www.idealista.com/inmueble/108774799/,"Agencia Inmobiliaria TECNOCASA VALLECAS ZONA PORTAZGO, VENDE piso de 83 m2 construidos fuente catastro en PLANTA BAJA. Compuesta por entrada, cocina, tendedero, salón, terraza, 2 dormitorios, 1 baño con ventana y bañera Calefacción individual gas natural. El edificio dispone de ascensor y su año de construcción data 1986. La vivienda está situada en una zona ya consolidada con multitud de servicios alrededor como farmacias, colegios, supermercados y bien comunicada por la red de transportes del municipio como paradas de autobús, RENFE, línea 1 de metro (Miguel Hernández-Alto del Arenal y Buenos Aires) y bien comunicada con la carretera A-3 Y M-40. No dude en llamarnos para concertar su cita para visitar el inmueble en la que además recibirá el asesoramiento gratuito de nuestro departamento financiero KÌRON. FINANCIACIÓN 100%.",False,renew,False,2593.0,False,False,False,False,[],False,False,215250.0,€,,,flat,,"Portazgo, Madrid",Piso en calle de Benjamín Palencia,,bj,True,Portazgo,True,,,,
108376198,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7c/b0/30/1342264531.webp,10,2619000.0,flat,sale,210.0,4,4,"calle del General Díaz Porlier, 6",Madrid,Madrid,Barrio de Salamanca,es,40.4250579,-3.6770825,True,https://www.idealista.com/inmueble/108376198/,"Descubre este magnífico piso reformado ubicado en una de las zonas más distinguidas de Madrid: el barrio de Salamanca. Con una superficie de 210 m², esta propiedad ofrece un equilibrio perfecto entre elegancia, funcionalidad y ubicación privilegiada. La vivienda cuenta con cuatro dormitorios —dos dobles y dos sencillos— y cuatro baños completos, todos con acabados de alta calidad. La reforma reciente ha modernizado cada rincón, incorporando materiales nobles, distribución inteligente y una estética contemporánea. Destacados de la vivienda: Salón amplio y luminoso con techos altos y salida a balcón exterior Cocina equipada con electrodomésticos de última generación Carpintería interior en lacado blanco, aportando frescura y sofisticación Suelos de tarima flotante y carpintería exterior de aluminio con rotura de puente térmico que garantizan confort térmico y acústico Sistema de aire acondicionado centralizado y bomba de frío/calor Calefacción individual por gas ciudad Comodidades adicionales: Ascensor, trastero y puerta blindada Videoportero, puertas automáticas y armarios empotrados Muy luminoso, con orientación noreste ideal para aprovechar la luz natural durante el día Ubicación inmejorable: Situado en el prestigioso distrito de Salamanca, con acceso inmediato a una amplia red de transporte (metro, autobuses), y rodeado de todos los servicios: colegios, hospitales, centros médicos, supermercados, centros comerciales y zonas verdes con árboles que embellecen el entorno. Precio de venta: 2.619. 000 € Una oportunidad única para quienes buscan una vivienda de lujo, lista para entrar a vivir, en una de las zonas más exclusivas y bien comunicadas de Madrid.",False,good,False,12471.0,False,False,False,False,[],False,False,2619000.0,€,,,flat,,"Goya, Madrid","Piso en calle del General Díaz Porlier, 6",JU0021,4,True,Goya,True,,,,
108082667,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ed/62/a9/1333283708.webp,30,215000.0,flat,sale,72.0,3,1,calle del Camino Viejo de Leganés,Madrid,Madrid,Carabanchel,es,40.3880791,-3.7274035,False,https://www.idealista.com/inmueble/108082667/,"JN PROPIEDADES ofrece piso en venta, totalmente exterior, muy luminoso. Consta de hall de entrada, salón amplio, cocina independiente, un dormitorio doble, dos dormitorios individuales y baño.  La vivienda se encuentra a actualizar, con la ventaja de tener reformadas todas las ventanas del inmueble.  Situado en unas de las calles más principales del barrio, con todo tipo de servicios, en una calle comercial, con amplitud de todo tipo de comercios y con una conexión excelente tanto en transporte público con líneas de autobús (118,34, 55, N16, N17) como de tren (C1, C5) o bien metro (línea 5, 6 y 11), como en transporte privado donde conectaremos directamente con la A-42, M-30 y M-40. Todo ello lo tendremos con la tranquilidad que posee la ubicación de la vivienda, situado en una zona con jardines. No esperes más, llámanos!",False,good,False,2986.0,False,False,False,False,[],False,False,215000.0,€,,,flat,,"Opañel, Madrid",Piso en calle del Camino Viejo de Leganés,,3,True,Opañel,False,,,,
107522273,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b6/ce/86/1314946841.webp,34,244000.0,chalet,sale,120.0,4,2,calle Elbarre,Madrid,Belmonte de Tajo,,es,40.1337007,-3.3328501,False,https://www.idealista.com/inmueble/107522273/,"¡Descubre tu nuevo hogar en este encantador chalet adosado! Situado en una tranquila zona residencial, esta vivienda de dos alturas te ofrece comodidad y estilo. En la planta principal, encontrarás un acogedor salón independiente con chimenea, perfecto para las noches de invierno, que se abre a un porche ideal para disfrutar del aire libre. La cocina, completamente amueblada, es espaciosa y funcional, y junto a ella, un dormitorio y un aseo completan esta planta. El patio trasero es un oasis privado con una pequeña piscina, trastero y barbacoa, ideal para reuniones familiares o con amigos. En la planta superior, tres amplios dormitorios te ofrecen espacio y confort, además de un gran baño. Los suelos de gres en la planta baja y de tarima en la primera planta añaden un toque elegante. Con armarios empotrados, aire acondicionado en el salón y dos dormitorios, y carpintería exterior de aluminio climalit, esta casa está lista para entrar a vivir. Construida en 2005 y en buen estado, esta propiedad de 120 m² construidos (114 m² útiles) se asienta sobre una parcela de 154 m². La calefacción eléctrica con bomba de frío/calor garantiza tu confort durante todo el año. No pierdas la oportunidad de hacer de este chalet adosado tu hogar ideal. ¡Ven a visitarlo y enamórate de sus encantos!",False,good,False,2033.0,False,False,False,False,[],False,False,244000.0,€,,,chalet,terracedHouse,Belmonte de Tajo,Chalet adosado en calle Elbarre,,,,,,,,,
104295027,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a4/de/73/1349222746.webp,87,120000.0,chalet,sale,85.0,3,1,calle Rio Miño,Madrid,Villarejo de Salvanés,,es,40.1096212,-3.2521321,False,https://www.idealista.com/inmueble/104295027/,"¡Descubre un rincón de ensueño en Las Huertas de Villarejo! Este terreno de 2.813 m² ofrece una oportunidad única para crear tu hogar ideal en un entorno natural incomparable. Ubicado estratégicamente entre los ríos Tajo y Tajuña, y a solo 6 km del núcleo urbano más cercano, disfrutarás de la tranquilidad del campo sin renunciar a la comodidad de los servicios básicos como luz, agua y alcantarillado. La parcela cuenta con una edificación de 85 m² en dos plantas, más un porche de 20 m². Aunque el interior necesita reforma, el exterior ha sido renovado con un acabado de monocapa hidrófuga y un tejado nuevo de chapa sándwich. El porche y la valla también han sido recientemente instalados, brindando un espacio acogedor para disfrutar del aire libre. Rodeado de olivos, almendros, viñas y parras, este terreno es perfecto para quienes buscan un estilo de vida sostenible y en contacto con la naturaleza. Con una edificabilidad del 10%, puedes construir hasta 280 m² distribuidos en dos plantas, ideal para un chalet unifamiliar. Además, su acceso por camino de tierra garantiza privacidad y exclusividad. No dejes pasar esta oportunidad única en la Comarca de las Vegas y Alcarria de Chinchón, a solo 51 km de Madrid por la autovía A-3. ¡Ven a conocerlo!",False,good,False,1412.0,False,False,False,False,[],False,False,120000.0,€,True,True,chalet,independantHouse,Villarejo de Salvanés,Casa independiente en calle Rio Miño,RIOMIÑO,,,,,,,,
107965764,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/84/0e/16/1329749440.webp,53,275000.0,chalet,sale,100.0,2,1,pasaje Fuente del Cura,Madrid,Miraflores de la Sierra,,es,40.8104593,-3.773508,False,https://www.idealista.com/inmueble/107965764/,"**Chalet Pareado en Venta en Miraflores de la Sierra** Descubre este encantador chalet pareado situado en una de las mejores zonas de Miraflores de la Sierra, con impresionantes vistas a la sierra.  Este hogar ofrece un amplio salón comedor que se ilumina con luz natural gracias a sus ventanales orientados al sur. Las terrazas en doble altura, orientadas al oeste, son el lugar perfecto para disfrutar de atardeceres inolvidables. Con una superficie construida de 100 m² y 96 m² útiles, este chalet cuenta con dos acogedoras habitaciones. El dormitorio principal incluye un práctico armario empotrado, mientras que la segunda habitación tiene acceso a una terraza privada con vistas al valle, ideal para momentos de tranquilidad. La cocina está completamente equipada y el cuarto de baño dispone de bañera, brindando comodidad y funcionalidad. Ubicado en una zona residencial tranquila, este chalet ofrece fácil acceso al centro del pueblo y a todos los servicios necesarios, como colegios, comercios y transporte público.  La conexión con la ciudad es sencilla gracias a la línea de autobús 725, que la conecta con plaza de Castilla. Además, los amantes de la naturaleza disfrutarán de la cercanía a rutas de senderismo y espacios naturales. No pierdas la oportunidad de vivir en este acogedor chalet que combina confort y belleza en un entorno privilegiado. ¡Contáctanos para más información y ven a visitarlo!",True,good,False,2750.0,False,False,False,False,[],False,False,275000.0,€,,,chalet,semidetachedHouse,Miraflores de la Sierra,Chalet pareado en pasaje Fuente del Cura,,,,,,,,,
