propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,externalReference,neighborhood,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology
108469998,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c9/c1/81/1345865966.webp,23,bj,190000.0,flat,sale,75.0,True,3,1,calle Era Honda,Madrid,Alcalá de Henares,Reyes Católicos,es,40.4775894,-3.3716471,False,https://www.idealista.com/inmueble/108469998/,"Living la Moraleja ofrece esta espectacular vivienda en venta, completamente reformada y lista para entrar a vivir. Situada en una planta baja, esta propiedad destaca por su luminosidad y amplitud debido a un diseño moderno con techos altos.  Con 75 m² construidos, ofrece un espacioso salón comedor, la cocina integrada está equipada con muebles y electrodomésticos de alta gama. La vivienda cuenta con dos dormitorios, un baño completo y una tercera habitación que se puede usar como despacho o vestidor. La carpintería exterior en aluminio con doble acristalamiento, los suelos de gres porcelánico y el sistema de aire acondicionado con bomba de frio/calor. Entrada independiente con reja y la puerta principal blindada.  Se encuentra próxima a todos los servicios, supermercado, centro medico y muy cerca del centro de Alcalá de Henares Ven a visitarla, ¡te encantará!.",False,good,False,False,2533.0,False,False,False,True,[],False,False,190000.0,€,flat,"Reyes Católicos, Alcalá de Henares",Piso en calle Era Honda,Destacado,,,,,,,,
107144985,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4f/a8/a9/1310373454.webp,21,4,4000000.0,flat,sale,281.0,True,5,4,calle del General Arrando,Madrid,Madrid,Chamberí,es,40.4318094,-3.6951106,False,https://www.idealista.com/inmueble/107144985/,"Inmobiliaria Santa Teresa vende en exclusiva magnífico piso en edificio clásico de 1930 con portal señorial, en una cuarta planta (última) en el barrio de Almagro con balcones a la calle y orientación sur. Techos muy altos de 3,52 metros de altura con molduras. Espacios amplios con mucha luz. Actualmente cuenta con dos salones, comedor, despacho, cocina con zona de office. Dormitorio principal muy grande con cuarto de baño en suite también muy amplio. Otros tres dormitorios de muy buen tamaño con dos cuartos de baño. Muchas posibilidades de reforma.  La finca está bien cuidada y cuenta con portero que vive en el edificio. Tiene un patio central con plantas muy agradable. Entrada principal y de servicio.  Chamberí es uno de los barrios más castizos y elegantes de Madrid, conforma una de las zonas más auténticas de toda la ciudad. Un paseo por sus calles nos hace disfrutar de hermosísimos arbolados, de plazas acogedoras como la de Olavide o Chamberí.",False,renew,False,True,14235.0,False,False,False,True,[],False,False,4000000.0,€,flat,"Almagro, Madrid",Piso en calle del General Arrando,Destacado,STGOLDC,Almagro,,,,,,
108118654,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/25/87/3f/1334400529.webp,21,bj,380000.0,flat,sale,74.0,True,2,1,calle Santa María del Mar,Madrid,Madrid,Latina,es,40.4076369,-3.7372505,False,https://www.idealista.com/inmueble/108118654/,"Te presentamos esta magnífica propiedad situada en la calle Santa María del Mar, con fachada orientada hacia la calle Santa Infancia. Se trata de un bajo con altura de primera planta, lo que aporta mayor privacidad y luminosidad respecto a una planta baja convencional. Cuenta con 74 m² construidos, completamente reformada con ESTILO MODERNO Y FUNCIONAL. Su singular distribución, inspirada en el concepto hotelero, la convierte en una oportunidad única tanto para inversores como para quienes buscan una vivienda versátil en una ubicación estratégica. La vivienda cuenta con 2 dormitorios tipo suite, cada uno diseñado como una unidad independiente con zona de estar integrada, ofreciendo privacidad y confort, ideales para alquiler turístico o estancia por habitaciones. Cocina independiente, moderna, totalmente equipada y con todos los electrodomésticos incluidos, 1 baño completo, reformado con materiales de alta calidad, ESPACIOS DISEÑADOS AL DETALLE, SIN SALÓN TRADICIONAL, LO QUE PERMITE MAXIMIZAR EL USO DE CADA METRO CUADRADO COMO EN UN HOTEL BOUTIQUE. SE VENDE TAL Y COMO SE MUESTRA EN LAS FOTOGRAFÍAS, TOTALMENTE EQUIPADA Y AMUEBLADA, LISTA PARA COMENZAR A RENTABILIZARLA DESDE EL PRIMER DÍA. Una excelente oportunidad para quienes buscan una inversión con alta rentabilidad o una vivienda con una distribución singular y práctica. La propiedad se encuentra en una zona bien conectada por transporte público; Metro: La estación más cercana es Alto de Extremadura (Línea 6), ubicada a solo 2 minutos a pie. Esta estación está en proceso de modernización y accesibilidad, con la instalación de seis nuevos ascensores para facilitar el acceso de los viajeros, Autobús: Varias líneas de autobús pasan cerca de la vivienda, incluyendo las líneas 31, 33, 36, 39, 65 y 158. La parada más cercana es Alto de Extremadura, a solo 2 minutos a pie. Tren: La estación de tren más cercana es Laguna, a unos 19 minutos a pie. Esta excelente conexión con el transporte público facilita el acceso a otras zonas de Madrid, lo que aumenta la comodidad para los residentes o huéspedes. ¡CONTACTA CON NOSOTROS Y VISÍTALO SIN COMPROMISO! Puedes ver más inmuebles en precios ofertados no comprenden los tributos (Impuesto de Transmisiones Patrimoniales), ni los gastos notariales y registrales relativos a la compraventa, ni la comisión de intermediación que satisface el comprador.",False,good,False,True,5135.0,False,False,True,False,[],False,False,380000.0,€,flat,"Puerta del Ángel, Madrid",Piso en calle Santa María del Mar,Destacado,RP1212025137381,Puerta del Ángel,395000.0,15000.0,4.0,,,
107045576,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cb/5f/6c/1301328785.webp,17,7,375000.0,flat,sale,109.0,True,3,2,calle de la Virgen de la Oliva,Madrid,Madrid,San Blas,es,40.4334727,-3.6248711,False,https://www.idealista.com/inmueble/107045576/,"Grupo inmobiliario Redpiso Simancas vende piso en C/ Virgen de la Oliva. Se trata de una 7º planta con ascensor. Consta de 3 dormitorios, cuarto de plancha, amplia cocina, baño completo, aseo, salón independiente y dos terrazas. Suelos de parquet, ventanas de climalit. Fontanería y electricidad cambiadas. Calefacción de gas natural, aire acondicionado en un dormitorio y en el salón. En perfecto estado, para entrar a vivir. En zona tranquila y ajardinada.",False,good,False,True,3440.0,True,False,False,False,[],False,False,375000.0,€,flat,"Simancas, Madrid",Piso en calle de la Virgen de la Oliva,Destacado,RP952025133680,Simancas,,,,,,
107866856,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1f/4c/cd/1326677367.webp,21,1,94900.0,flat,sale,96.0,True,4,2,calle de Móstoles,Madrid,Fuenlabrada,La Serna,es,40.2881916,-3.8035989,False,https://www.idealista.com/inmueble/107866856/,"IDEAL PARA INVERSORES: VENTA DE NUDA PROPIEDAD. NUDA PROPIEDAD. Grupo Retiro gestiona la venta de la nuda propiedad de una vivienda, valorada en 220.000 euros a cambio de un Pago Único de Capital de 94.900 €. Los usufructuarios, hombre de 69 años y mujer 65 años, continuarán utilizando el inmueble hasta su fallecimiento. DESCRIPCIÓN DEL INMUEBLE: VIVIENDA EXTERIOR que consta de recibidor, salón - comedor, con salida a terraza, cuatro dormitorios, el principal con baño en suite y un baño más, cocina con tendedero. VIVIENDA: • Estado de conservación: muy buena. • Calefacción: individual (termo eléctrico) e instalación de suelo radiante. • Agua caliente: individual (termo eléctrico) e instalación de gas. • Aire Acondicionado: sí, por split en salón. • VPO: NO. Vivienda libre.  EDIFICIO: • Tiene 4 plantas. • Condiciones de accesibilidad: Ascensor: SÍ (2). Acceso al portal: nivel de calle Acceso a ascensor: 10 escalones con elevador salvaescaleras. • La ITE se realizará en el año 2039. TIPO DE RENTA: COMPRAVENTA DE NUDA PROPIEDAD A CAMBIO DE PAGO ÚNICO DE CAPITAL Usted como comprador adquiere la Nuda Propiedad del inmueble a cambio del pago único de una cantidad. Los vendedores se reservan el usufructo vitalicio de la vivienda. Por tanto, al fallecimiento de los usufructuarios, Usted como comprador, pasará a tener la plena disponibilidad de la vivienda, al consolidarse el Uso y Disfrute de la misma con la Nuda Propiedad. Los usufructuarios han solicitado reservarse en la Escritura el derecho a poder arrendar la vivienda. Por supuesto, dicho arrendamiento se ejercerá conforme a unas normas de obligado cumplimiento y estableciendo conforme marca la Ley que el arrendamiento se extinga automáticamente al fallecimiento de los usufructuarios. Los Honorarios Profesionales de Mediación de GRUPO RETIRO y los impuestos asociados a esta operación no están incluidos. Puede ver otras oportunidades pinchando en nuestro LOGO.",False,good,False,True,989.0,False,False,False,False,[],False,False,94900.0,€,flat,"La Serna, Fuenlabrada",Piso en calle de Móstoles,Destacado,Z2796,,,,,,,
108885344,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/55/f6/8a/1357925484.webp,31,1,340000.0,flat,sale,78.0,True,3,2,calle Alcázar de San Juan,Madrid,Madrid,Latina,es,40.4083657,-3.7329222,False,https://www.idealista.com/inmueble/108885344/,"EMPRESA DE INTERMEDIACIÓN FINANCIERA BUSCA LA MEJOR HIPOTECA AL CLIENTE Y OFRECE HASTA EL 100% DE FINANCIACIÓN SOBRE EL PRECIO DE VENTA DEL INMUEBLE. VENDE EN EXCLUSIVA: Fantástico piso de 3 dormitorios, con trastero incluido en el precio y azotea comunitaria con hermosas vistas, barrio residencial a escasos 20 minutos a pie del centro de Madrid Y a 9 minutos de la Casa de Campo. El piso se distribuye en: - 3 dormitorios - salón independiente - cocina independiente  - baño con plato de ducha - baño con bañera  La finca cuenta, es una penúltima planta. Muy cercano a Madrid rio. A pocos minutos del centro. Cercano a: Parque Caramuel, supermercados, gimnasio, mercado y piscina municipal de Lago a 10 minutos, colegios.",False,good,False,True,4359.0,False,False,False,False,[],False,False,340000.0,€,flat,"Puerta del Ángel, Madrid",Piso en calle Alcázar de San Juan,Destacado,,Puerta del Ángel,,,,,,
108664272,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/38/d9/21/1351505202.webp,33,bj,630000.0,flat,sale,90.0,False,3,1,"CL DONOSO CORTES, 31",Madrid,Madrid,Chamberí,es,40.4361504,-3.709767,True,https://www.idealista.com/inmueble/108664272/,"Arapiles. Piso bajo interior. 90 m2 construidos. Se distribuye en Cocina americana abierta al salón. Baño amplio con plato de ducha. 3 dormitorios con ventanas al patio interior. Armarios empotrados. La cocina se entrega completamente amueblada y equipada. Calefacción central. Ventanas de aluminio. Puertas lacadas en blanco. Acceso para personas con movilidad reducida.  La calle Donoso Cortés está próxima a la zona comercial de Bravo Murillo y Quevedo y a la zona de ocio de Gaztambide, a 5 minutos del metro de Canal o el de Islas Filipinas y a 10 de la estación de Moncloa. Muy bien ubicado con la zona universitaria y excelente comunicación con cualquier punto de la ciudad.",False,good,False,True,7000.0,False,False,False,False,[],False,False,630000.0,€,flat,"Arapiles, Madrid","Piso en Cl Donoso Cortes, 31",Destacado,,Arapiles,,,,,,
108325063,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/6a/3f/62/1350865064.webp,25,1,699000.0,flat,sale,115.0,True,4,2,avenida del General Perón,Madrid,Madrid,Tetuán,es,40.451803,-3.6952523,False,https://www.idealista.com/inmueble/108325063/,"*¡OPORTUNIDAD! (algunas fotos son renderizadas). Piso a reformar con gran potencial, dividido en dos zonas. Una zona cuenta con una habitación y un baño, mientras que la otra zona tiene 3 habitaciones, un baño, cocina, salón comedor y terraza. El piso es un exterior, lo que significa que tiene vistas y luz natural en varias fachadas. Se distribuye en 4 habitaciones, 2 baños. Cocina independiente. Salón comedor. Zona de almacenamiento en varios espacios de la casa. Terraza. Este piso ofrece una gran posibilidad de reforma y crear un hogar a medida. La división en dos zonas permite una gran flexibilidad para diseñar el espacio según las necesidades. La reforma puede incluir la unificación de las dos zonas, la renovación de la cocina y los baños, y la mejora de la distribución y la iluminación. ¿Estás listo para reformar y crear tu hogar soñado?. Contacta con nosotros para más información y para programar una visita.",False,renew,False,True,6078.0,True,False,False,False,[],False,False,699000.0,€,flat,"Cuatro Caminos, Madrid",Piso en avenida del General Perón,Destacado,RP2332025138309,Cuatro Caminos,,,,,,
105190164,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2b/48/db/1280295576.webp,10,3,4200000.0,flat,sale,282.0,True,4,5,Barrio Almagro,Madrid,Madrid,Chamberí,es,40.4334469,-3.6910576,False,https://www.idealista.com/inmueble/105190164/,"Olisson Club presenta esta maravillosa vivienda con vistas despejadas en el mejor distrito de Madrid. Esta magnifica vivienda se encuentra en la tercera planta con una superficie de 282m2, distribuida en cuatro habitaciones y cuatro cuartos de baños en suite, mas un aseo para invitados; la habitación principal incluye un vestidor. Destaca por tener un amplio hall recibidor unido a un amplio salón con chimenea. Tiene una espectacular terraza La finca cuenta con ascensor y áreas comunes completamente reformadas y exclusivas que incluyen gimnasio, piscina, hidromasaje y sauna. Se trata de un enclave único, un área residencial muy exclusiva de la capital. La vivienda esta a reformar. Esto junto a una ubicación inmejorable y un cuidado interiorismo hacen de ella una vivienda única, que cuenta además con trastero en el edificio y dos plazas de garaje en finca.  La vivienda se encuentra en un edificio situado en una de las mejores calles del barrio de Almagro. La finca cuenta con portero físico 7 días a la semana, ascensor y garaje privado. Se trata de un enclave único, un área residencial muy exclusiva de la capital. Esta zona acoge algunos de los edificios de mayor belleza y representatividad de Madrid. Se trata de una zona aristocrática, con algunas de las embajadas embajadas, hoteles y restaurantes más reconocidos que se pueden encontrar en la actualidad.  *Las imágenes son imágenes de referencia por privacidad con el propietario*. [IW].",False,renew,False,True,14894.0,False,False,False,False,[],False,False,4200000.0,€,flat,"Almagro, Madrid",Piso,Destacado,alm002VM,Almagro,,,,,,
107964720,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f8/ee/13/1349670473.webp,44,6,730000.0,flat,sale,116.0,True,2,3,calle de la Infanta Mercedes,Madrid,Madrid,Tetuán,es,40.4537495,-3.7010646,False,https://www.idealista.com/inmueble/107964720/,"Te presentamos una gran oportunidad para, piso amplio, con excelente ubicación, al alcance de todos los servicios indispensables para tu día a día( algunas fotos son renderizadas). Si bucas un hogar espacioso, bien distribuído y con todas las comodidades, este piso es para ti. Se distribuye en 2 habitaciones amplias y luminosas, 3 baños. Salón comedor súper amplio, perfecto para reuniones y momentos. Cocina independiente funcional y bien equipada. Detalles de armarios empotrados en las habitaciones para un mejor almacenamiento. Calefacción central, para disfutar de un buen ambiente. Un hogar diseñado para ofrecer confort y que tú le pongas tu impronta. Amplitud y funcionalidad dos características a destacar.  NO DEJES PASAR ESTA OPORTUNIDAD. Contáctanos para más información o para concertar una visita.",False,good,False,True,6293.0,True,False,False,False,[],False,False,730000.0,€,flat,"Cuatro Caminos, Madrid",Piso en calle de la Infanta Mercedes,Destacado,RP2332025135594,Cuatro Caminos,,,,,,
