propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,externalReference,neighborhood
90309162,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ac/55/b8/1188529177.webp,55,,1600000.0,chalet,sale,350.0,,6,5,Barrio Palomas,Madrid,Madrid,Hortaleza,es,40.4508888,-3.622965,False,https://www.idealista.com/inmueble/90309162/,"Magnífico Chalet-Pareado en el Campo de las Naciones, junto al Parque Empresarial, Clínica Universitaria de Navarra y sede del Banco Santander. Reformado. ACTUALMENTE ALQUILADO 350 m2 + 100 m2 de jardín con parte acristalada creando un bonito porche, con cerramiento movible para utilizarlo todo el año y con un estanque con peces.  ENTREPLANTA, hall de entrada, salón de 50 m2 con chimenea y salida a porche, cocina de porcelanosa con isla y electrodomésticos de alta gama, cuarto de estar-despacho y gimnasio, 1ª PLANTA, 3 dormitorios, principal en suite con zona de estar y vestidor, 2 baños,  2ª PLANTA, 2 dormitorios, 1 baño y una terraza,  SÓTANO, salón multiusos/dormitorio y baño, cuarto de lavado-plancha y caldera, garaje para 3 coches,  Aire acondicionado, calefacción a gas por suelo radiante, aspiración centralizada. Cerca colegios (Liceo Francés, Maristas, Montessori, Bristol, Brains). Fácil acceso a M-40, M-30, A-2, Aeropuerto, IFEMA- Zona muy tranquila rodeada de parques, Juan Carlos l, Juan Pablo ll, Campo de Golf de la Hinojosa, Anillo verde ciclista, pero con todos los servicios, El Corte Inglés, Polideportivo Los Prunos, CC Palacio de Hielo con cines y zona de ocio y comercial, restaurantes, farmacia, bancos, autobuses.",False,good,False,,4571.0,False,False,False,False,[],False,False,1600000.0,€,chalet,"Palomas, Madrid",Chalet pareado,,,,True,True,semidetachedHouse,,Palomas
107083812,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/63/f0/9a/1357144947.webp,8,7,1640000.0,flat,sale,199.0,True,4,3,calle de O'Donnell,Madrid,Madrid,Retiro,es,40.4190265,-3.6678939,False,https://www.idealista.com/inmueble/107083812/,"Características generales del inmueble:  -Edificio Singular representativo  -Sin barreras arquitectónicas  -Totalmente exterior -Vista Panorámica -Calefacción y Aire acondicionado, centralizado -Dos Plazas de garaje para Vehículos grandes -Cuarto Trastero con estanterías y altillo  -Piscina y jardín privado  -Servicio vigilancia 24h, Edificio y garaje.  -Servicio de portería laborables y festivos.  -Dos ascensores y Montacargas.",False,good,False,True,8241.0,True,False,False,False,[],False,False,1640000.0,€,flat,"Estrella, Madrid",Piso en calle de O'Donnell,1700000.0,60000.0,4.0,True,True,,,Estrella
108376252,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3f/c8/64/1351980748.webp,23,2,175000.0,flat,sale,56.0,True,2,1,Centro,Madrid,Arganda,Centro,es,40.2991401,-3.4345123,False,https://www.idealista.com/inmueble/108376252/,"Agencia Inmobiliaria de ARGANDA DEL REY - Oficina TECNOCASA, VENDE piso en segunda planta sin ascensor ideal para quienes buscan comodidad y buena ubicacion. Se compone de 2 habitaciones, baño completo, salon luminoso y cocina independiente. Tambien cuenta con dos terrazas una de ellas con salida desde el salon y otra desde la cocina ideales para disfrutar del aire libre. El piso se encuentra para entrar a vivir y esta situado en pleno centro, con todos los servicios al alcance: supermercados, colegios, transporte publico, centro de salud, etc.  Ideal tanto para primera vivienda como para inversion por su alta rentabilidad en alquiler. Además te recordamos que te ayudamos con la financiación de la vivienda gracias a nuestro departamento financiero KIRON.  INFORMESE SIN NINGUN TIPO DE COMPROMISO.",False,good,False,False,3125.0,False,False,False,False,[],False,False,175000.0,€,flat,"Centro, Arganda",Piso,,,,,,,,
107696011,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4c/d2/7d/1320071699.webp,6,bj,199000.0,flat,sale,80.0,True,3,2,calle Conde de Eleta,Madrid,Madrid,Carabanchel,es,40.3804407,-3.7463208,False,https://www.idealista.com/inmueble/107696011/,"Inmueble alquilado y sin acceso al interior. Las fotografías del interior pueden no ajustarse al estado actual. ¿Deseas convertir la casa de tus sueños en una realidad? ¡Esta es tu oportunidad! Les ofrecemos en exclusiva este piso en edificio residencial que puedes adquirir en propiedad, muy bien distribuido y con distintas dependencias, ofreciendo todo lo que necesitas para una vida cómoda y moderna. Desde el momento en que cruces la puerta de entrada, te sentirás acogido por su ambiente cálido, ubicado en la localidad de Madrid. Este piso es ideal para quienes buscan un hogar confortable en un entorno natural y acogedor. Este espacioso piso cuenta con un luminoso salón-comedor, perfecto para disfrutar de momentos en familia y reuniones con amigos. A poca distancia, encontrarás supermercados, colegios, centros de salud y una variada oferta de tiendas y restaurantes. Además, la excelente conexión con las principales vías de acceso te permitirá llegar rápidamente a otras áreas de interés en Madrid y sus alrededores. ¿Quieres más información? No dudes en ponerte en contacto con nosotros.  No se puede visitar. No apta para compradores que requieran financiación hipotecaria. El comprador se subrogará a las condiciones indicadas en el contrato de alquiler vigente. La información proporcionada referente a la distribución y estructura puede no ajustarse a la realidad, ya que su verificación no ha sido posible. La distribución indicada se ha tomado en referencia a la distribución de activos de la zona. ¿Necesitas financiación? Te ofrecemos la posibilidad de financiaciones de hasta el 100% para la compra de este inmueble. Entra en Finanwin. com, haz tu simulación y obtén la mejor oferta para tu Hipoteca de la manera más ágil y sencilla. Soluciones a su medida.",False,good,False,False,2488.0,False,False,False,False,[],False,False,199000.0,€,flat,"Vista Alegre, Madrid",Piso en calle Conde de Eleta,,,,,,,FHOG-2991,Vista Alegre
107506580,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/67/3c/cc/1314517325.webp,25,,3900000.0,chalet,sale,1532.0,,7,7,"calle Saliente, 11",Madrid,Pozuelo de Alarcón,Urbanizaciones,es,40.4249447,-3.8402061,True,https://www.idealista.com/inmueble/107506580/,"Espectacular vivienda de distribución cuidadosamente estudiada para ofrecer comodidad y elegancia al tiempo que resulta especialmente acogedora. Construida sobre una de las mejores parcelas de la urbanización está rodeada de un elegante jardín en el que se puede disfrutar de una gran piscina, pista de tenis iluminada y cenador acristalado, de cerramiento plegable, para reuniones familiares.  La vivienda se distribuye alrededor de un gran hall de doble altura coronado por un gran lucernario que proporciona una increible iluminación permitiendo la decoración a base de vegetación natural en las jardineras que le rodean. Alrededor del hall encontramos un gran salón en tres ambientes, amplio comedor, espectacular cocina con gran zona de desayuno, despensa y salida al jardín. Además de aseo de cortesía, sala de estar, despacho y dos dormitorios. La planta superior alberga una gran suite principal con un fantástico vestidor, tres dormitorios más y dos baños. En esta misma planta encontramos una gran sala de juegos abuhardillada. La planta sótano de grandes dimensiones incluye una gran sala-bodega para reuniones familiares, gimnasio, sala de cine, tres baños y cuarto de lavandería. En esta misma planta un amplio garaje permite albergar 6 coches además de otros 10 bajo pérgola a la entrada de la parcela.",False,good,False,,2546.0,False,False,False,False,[],False,False,3900000.0,€,chalet,"Montealina, Pozuelo de Alarcón","Casa independiente en calle Saliente, 11",,,,True,True,independantHouse,,Montealina
108754312,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6d/a9/fe/1354143476.webp,10,bj,349000.0,flat,sale,67.0,True,2,1,calle de la Verónica,Madrid,Madrid,Centro,es,40.4117126,-3.6966963,False,https://www.idealista.com/inmueble/108754312/,"""Agencia inmobiliaria de Madrid zona Huertas-Cortes Tecnocasa Estudio Huertas-Cortes Slu. ¡VENDE! Oportunidad única para adquirir una vivienda con enorme potencial en el corazón de Madrid, ubicada en el emblemático Barrio de las Letras, a pocos pasos del Paseo del Prado. Se trata de un bajo exterior con acceso de doble entrada, lo que ofrece una gran versatilidad. El inmueble está completamente para renovar, ideal para quienes buscan diseñar un espacio a su gusto desde cero. Destaca por su excelente altura de techos, múltiples ventanas que aportan luz natural al interior, en una finca clásica y representativa con la ITE pasada favorablemente. Perfecto para quien busca hacer una reforma integral y diseñar cada detalle según sus preferencias. Ya sea como vivienda habitual, inversión o estudio profesional, este inmueble tiene un potencial excepcional. Su localización privilegiada en una de las zonas más demandadas de la capital lo convierte en una verdadera joya con muchísimo potencial. Si estás buscando una propiedad para reformar a tu medida en una de las zonas con más historia, cultura y vida de Madrid, esta es tu oportunidad. ¡Te va a encantar! Se encuentra ubicado en Calle Verónica, una de las mejores calles residenciales del barrio. A escasos metros andando del Edificio Multifuncional de Fúcar, que se inaugurará próximamente y contará con plazas de garaje para residentes, piscina de invierno, gimnasio cubierto, etc. ¡NO PIERDAS ESTA OPORTUNIDAD, AGENDA TU VISITA! Muy bien comunicado: Paseo del Prado a 2 minutos andando, El Jardín botánico a 5 minutos, El Retiro a 8 minutos andando, Sol a 10 minutos andando. ¡EXCELENTE ZONA! El barrio de Las Letras es una de las zonas más antiguas de Madrid, emblemática para la cultura de la ciudad ya que, además de haber sido cuna de grandes figuras del ámbito literario y teatral, acoge varios de sus teatros y museos más importantes. Además de una gran variedad de opciones de ocio y cultura, encontramos una amplia y peculiar oferta de tiendas, bares y restaurantes. ¡Gracias por confiar en nosotros! Nos avalan 15 años de experiencia en la zona, formando parte de esta gran empresa, líder en España y Europa en el sector de la intermediación inmobiliaria. ¿Quiere conocer el valor real de su inmueble? Ofrecemos a nuestros vecinos VALORACIONES GRATUITAS y sin ningún compromiso de viviendas, locales y plazas de garaje. Asesoramiento y gestión en: COMPRAVENTA, ARRENDAMIENTO, CAMBIO de VIVIENDA, HERENCIAS, CAMBIO de USO, CERTIFICADO ENERGÉTICO. Nuestro departamento KIRON, expertos en intermediación financiera, le ayudarán a encontrar la solución hipotecaria que mejor se adapte a sus necesidades. Estamos a su disposición para cualquier consulta"".",False,renew,False,False,5209.0,False,False,False,False,[],False,False,349000.0,€,flat,"Huertas-Cortes, Madrid",Piso en calle de la Verónica,,,,,,,,Huertas-Cortes
108880171,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d4/0a/8e/1358029109.webp,14,,800000.0,chalet,sale,451.0,,5,3,avenida de los Manantiales,Madrid,Fuente el Saz de Jarama,,es,40.6409389,-3.5069826,False,https://www.idealista.com/inmueble/108880171/,"Oportunidad Única – Chalet independiente en Construcción, en gran parcela.    ¿Buscas construir la casa de tus sueños? Esta propiedad es ideal para poder terminarla eligiendo las calidades, acabados y distribución que mejor se adapten a sus gustos y necesidades. Una base sólida para crear la casa que siempre has imaginado, con la ventaja de adaptarla totalmente a tu estilo de vida teniendo gran parte del trabajo ya hecho. Se vende chalet en construcción, en urbanización privada ""Los Manantiales"", con cimentación terminada y tejado ya instalado, lo que cubre una de las fases más costosas y complejas del proyecto. Solo queda terminarlo a tu gusto y medida. Características destacadas: • Parcela en esquina de 2.400m2, con piscina de 10 x 5  • Estructura sólida con tejado completo, para empezar directamente con la fase de acabados • Parcela llana con espacio para jardín, zonas de ocio o ampliaciones • Pozo propio, ideal para riego y ahorro de agua • Entorno natural único con palmeras, olivos y pinos maduros, que brindan sombra y privacidad  • Proyecto avanzado: evita los tiempos y complicaciones de empezar desde cero • Ubicación en una zona demandada, dentro de una urbanización con acceso cerrado Ubicada en una zona residencial tranquila, con fácil y rápido acceso a servicios, esta propiedad combina naturaleza, potencial y ahorro en construcción. ¡Una joya por terminar: solo falta tu visión! ** Las imágenes incluidas son infografías de propuestas de diseño para ayudar a visualizar el potencial de la vivienda, ilustrando cómo podría quedar la vivienda. No corresponden al estado actual. dependiente.",False,renew,False,,1774.0,False,False,False,False,[],False,False,800000.0,€,chalet,Fuente el Saz de Jarama,Casa independiente en avenida de los Manantiales,,,,,,independantHouse,,
108622621,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/74/39/56/1350229352.webp,10,,210000.0,flat,sale,46.0,,1,1,"calle de Santa Julia, 46",Madrid,Madrid,Puente de Vallecas,es,40.3937096,-3.6666523,True,https://www.idealista.com/inmueble/108622621/,"LICENCIA DE OBRA CONCEDIDA. OBRAS INICIADAS. ENTREGA: TERCER TRIMESTRE DE 2025. Estudio con terraza de obra nueva de venta sobre plano con 45,50 m2 de superficie construida y con 36,10 m² útiles (incluye terraza de 9,80 m2). Distribuido en salón-comedor-habitación-cocina en un espacio y 1 baño independiente. Magnífica terraza de 9,8 m². Situado en un edificio vanguardista del barrio de San Diego, distrito de Puente de Vallecas, al sur de Madrid capital (Madrid). Cuenta con un diseño moderno y funcional y acabados de calidad que permiten ofrecer una calificación energética tipo A. Dispone de armario empotrado, cocina amueblada y equipada, baño totalmente alicatado, puerta de entrada blindada, ventanas de PVC con sistema de oscurecimiento, tarima flotante, pintura lisa, iluminación LED, preinstalación de climatización por conductos, etc. La finca cuenta con portero automático y ascensor adaptado para movilidad reducida. Se encuentra cerca del boulevard del Puente de Vallecas, con acceso a todos los servicios básicos: comercios, supermercados, centros educativos, deportivos y de salud, servicios de hostelería y restauración, transporte público.. . Tiene rápido acceso a varias paradas de autobús, la estación de metro de Nueva Numancia, la avenida de la Albufera y la M-30. ¿Te interesa? Contacta con nosotros.",False,good,False,True,4565.0,False,False,False,False,[],False,False,210000.0,€,flat,"San Diego, Madrid","Piso en calle de Santa Julia, 46",,,,,,,VAR0000196828,San Diego
108711534,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4b/c9/4f/1352867419.webp,29,bj,205000.0,flat,sale,125.0,True,1,1,Reyes Católicos,Madrid,Alcalá de Henares,Reyes Católicos,es,40.473282,-3.3712118,False,https://www.idealista.com/inmueble/108711534/,"Aragón Inmobiliaria vende excepcional apartamento en Alcalá de Henares. Situado en la planta baja de un edificio, este inmueble cuenta con 55 m² de vivienda y un impresionante patio privado de 70 m², ideal para disfrutar del aire libre. Al entrar, te recibe un gran armario empotrado en la entrada, seguido de un acogedor dormitorio doble que incluye una cómoda zona de vestidor y cuarto de baño completo. El salón, luminoso y funcional, se integra con una cocina americana, perfecta para compartir momentos inolvidables. Desde aquí, accedes directamente al patio, que cuenta con una zona cubierta y solado, además de jardineras que aportan un toque de naturaleza. La urbanización cerrada ofrece seguridad y tranquilidad, con una refrescante piscina y una zona de juegos infantiles para los más pequeños.  Ubicado en un barrio totalmente consolidado, tendrás todos los servicios a solo un paso. La excelente comunicación con paradas de autobuses urbanos e interurbanos facilita el desplazamiento, rápida salida a la N-II. Además, estarás a tan solo 10 minutos de la estación de RENFE Garena. Este apartamento es una oportunidad única y difícil de encontrar en el mercado. ¡No dejes pasar la ocasión de visitarlo!",False,good,False,True,1640.0,False,False,False,False,[],False,False,205000.0,€,flat,"Reyes Católicos, Alcalá de Henares",Piso,,,,,,,25-016,
108879780,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cf/08/66/1357763197.webp,13,bj,175000.0,flat,sale,45.0,True,1,1,calle de Gonzalo de Berceo,Madrid,Madrid,Ciudad Lineal,es,40.4275631,-3.6426641,False,https://www.idealista.com/inmueble/108879780/,"! OPORTUNIDAD EN GONZALO DE BERCEO! CLICKHAUS Pueblo Nuevo presenta en exclusividad este fantástico bajo exterior ubicado en la calle Gonzalo de Berceo. Una propiedad con altos techos que aporta amplitud y carácter, perfecta para quienes buscan invertir en una de las zonas con mayor proyección de la capital. Actualmente alquilado, lo que lo convierte en una excelente opción para inversores que deseen obtener rentabilidad desde el primer momento. Características principales: -Bajo exterior con entrada independiente. -Techos altos que aportan luminosidad y sensación de amplitud. -En buen estado de conservación. -Ideal para uso residencial o como oficina/estudio. Precio de venta: 175.000€! Para más información no dude en ponerse en contacto con nosotros! Asesor: JOSE 6. 7. 1. 0. 4. 8. 7. 2. 4.",False,good,False,False,3889.0,False,False,False,False,[],False,False,175000.0,€,flat,"Pueblo Nuevo, Madrid",Piso en calle de Gonzalo de Berceo,,,,,,,,Pueblo Nuevo
108620422,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2d/71/81/1350169053.webp,31,1,210000.0,flat,sale,78.0,True,2,2,Centro,Madrid,Arganda,Centro,es,40.2991027,-3.4401049,False,https://www.idealista.com/inmueble/108620422/,"Agencia Inmobiliaria de ARGANDA DEL REY - Oficina TECNOCASA, VENDE este encantador piso de 78 m², recientemente reformado, ofrece un espacio ideal para disfrutar de la vida urbana sin renunciar a la comodidad. Con dos amplias habitaciones y un baño completo junto a un aseo, cada rincón está diseñado para maximizar tu bienestar. La cocina equipada se integra perfectamente con un salón luminoso que da acceso a una acogedora terraza, perfecta para relajarse al aire libre. La vivienda cuenta con aire acondicionado en todas las estancias, garantizando un ambiente fresco en verano y cálido en invierno gracias a la bomba de frío/calor. Además, los armarios empotrados ofrecen un amplio espacio de almacenamiento, manteniendo el hogar ordenado y funcional. Situado en la primera planta de un edificio sin ascensor y orientación sur, disfrutarás de luz natural durante todo el día. La ubicación es inmejorable, rodeada de todos los servicios necesarios para tu día a día: supermercados, restaurantes, transporte público y zonas de ocio. No dejes pasar la oportunidad de vivir en un lugar que combina modernidad y comodidad en una de las mejores áreas de Arganda.  Además te recordamos que te ayudamos con la financiación de la vivienda gracias a nuestro departamento financiero KIRON. INFORMESE SIN NINGUN TIPO DE COMPROMISO.",False,good,False,False,2692.0,False,False,False,False,[],False,False,210000.0,€,flat,"Centro, Arganda",Piso,,,,,,,,
107398588,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a3/09/67/1311708495.webp,2,,247500.0,chalet,sale,231.0,,4,3,"calle venecia, 4",Madrid,Aranjuez,La Montaña-El Cortijo,es,40.0606213,-3.5962657,True,https://www.idealista.com/inmueble/107398588/,Exclusivo chalet en esquina. Viviendas alquilada hasta 20/02/2027 imposibilidad de visita interior. Se estudian ofertas.,False,good,False,,1071.0,False,False,False,False,[],False,False,247500.0,€,chalet,"La Montaña-El Cortijo, Aranjuez","Chalet pareado en calle venecia, 4",,,,True,True,semidetachedHouse,,
95563988,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5e/c8/b8/921989474.webp,36,,2000000.0,chalet,sale,921.0,,7,5,Villafranca del Castillo,Madrid,Villanueva de la Cañada,Villafranca del Castillo,es,40.4675847,-3.9360546,False,https://www.idealista.com/inmueble/95563988/,"Chalet independiente con excelentes materiales y muy buenas calidades constructivas que se  distribuye en tres plantas, situado en un enclave perfecto muy bien comunicado para disfrutar de una vida tranquila alejada del estrés de la capital, con una superficie de 921m2, asentado en una parcela de 4.200m2, tanto la vivienda como el jardín están muy bien cuidados.  Planta principal: Impresionante hall de entrada, que da acceso a dos magníficos salones, uno de ellos todo forrado en madera con chimenea y una estupenda librería, otro amplio salón también con salida a un espacioso jardín con piscina y unas espectaculares vistas al campo, un amplio comedor independiente que también da salida al porche y al jardín, desde el hall también se accede a una amplia habitación que es un distribuidor con armarios para el menaje de cocina y un montacargas y desde aquí da paso una gran cocina y zona de office, que a su vez da entrada a la zona de servicio con comedor, un baño y dos dormitorios. En la primera planta: Un amplio distribuidor que da acceso a una habitación con amplios armarios empotrados para ropa de cama, que da entrada a dos dormitorios de gran tamaño con terrazas que dan vistas al jardín, y un enorme baño, desde el distribuidor también se accede a otra habitación con amplios armarios empotrados y al montacargas, dando paso a un gran salón que da entrada a otros tres dormitorios todos en suite con sus respectivas terrazas. En esta planta también se encuentra un habitación de planchado. En el sótano hay un enorme garaje para siete plazas de coches, una habitación de herramientas, y un gran armario de ocho puertas utilizado como trastero. Urbanización con vigilancia, y muy cercana al colegio internacional SEK o Zola Villafranca, zona deportiva, y comercial. Muy cercana a paradas de autobuses que pasan por distintas calles de esta urbanización.",False,good,False,,2172.0,False,False,False,False,[],False,False,2000000.0,€,chalet,"Villafranca del Castillo, Villanueva de la Cañada",Casa independiente,,,,True,True,independantHouse,VILLAFRANCA DEL CASTILLO 1,
102959488,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3c/91/b2/1173200803.webp,14,bj,186700.0,flat,sale,79.0,True,2,2,calle del Río,Madrid,Manzanares el Real,,es,40.7298187,-3.870953,False,https://www.idealista.com/inmueble/102959488/,"ESPECIAL INVERSORES  Vivienda actualmente alquilada. ALTA RENTABILIDAD. INQUILINO CON SOLVENCIA DEMOSTRADA.  *Fotografías correspondientes a vivienda tipo. Bajo con amplia terraza en Manzanares El Real. Con una superficie de 79 m2, distribuido en 2 dormitorios, 2 baños completos, salón y cocina independiente amueblada con vitrocerámica, campana, horno y termo eléctrico. Dispone de armarios empotrados, calefacción individual eléctrica, ventanas lacadas en blanco con Climalit. el precio incluye un trastero en el mismo edificio. Situado en la planta baja de un edificio con ascensor, sin barreras arquitectónicas. Zona con servicios cercanos como comercios, supermercados (Día y Carrefour), Centros comerciales (Los Olivos, El Ventanal), centros educativos (Colegio público Virgen de Peña Sacra, escuelas infantiles), centro de salud, farmacias, etc. Situada en Manzanares el Real, en el Parque Nacional de la Sierra de Guadarrama, a pie de la Pedriza, que está incluida en la Red Mundial de Reservas de la Biosfera.  Disfruta de uno de los paisajes más bellos de la Comunidad de Madrid, en plena naturaleza, con inigualables parajes en las inmediaciones del embalse de Santillana, multitud de actividades, senderismo, escalada, pesca, hípica, bicicleta. Bien comunicado por carreteras M-40, M-607 y M-608. Estación Renfe. Línea de autobuses L-724 desde Plaza Castilla. A 40 minutos del aeropuerto.",False,good,False,True,2363.0,False,False,False,False,[],False,False,186700.0,€,flat,Manzanares el Real,Piso en calle del Río,,,,,,,8034-VI-000-001-000-00D,
108504065,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0e/be/22/1346870388.webp,180,,800000.0,chalet,sale,927.0,,6,8,Nuevo Aranjuez-Ciudad de las Artes,Madrid,Aranjuez,Nuevo Aranjuez-Ciudad de las Artes,es,40.0240851,-3.5981131,False,https://www.idealista.com/inmueble/108504065/,"¡Riman House Gestiones Inmobiliarias te presenta esta espectacular casa! Ubicada en una de las mejores zonas de la ciudad, con inmejorables vistas al Palacio Real y a los Reales Jardines del Rey, esta impresionante vivienda se encuentra a tan solo unos minutos del centro de Aranjuez. Es el lugar perfecto para quienes buscan amplitud, confort, descanso y calidad de vida. La vivienda se distribuye en dos plantas más un amplio sótano con garaje de puerta automática, ideal para varios vehículos, además de una práctica guardilla. Dispone de 6 habitaciones tipo suite y un total de 8 baños completamente equipados, con hidromasaje y doble lavabo. Destacan también su encantador patio de estilo sevillano y una piscina climatizada, perfecta para disfrutar durante todo el año, tanto en verano como en invierno. Una excelente oportunidad tanto como vivienda habitual como inversión, ideal para desarrollar un proyecto turístico o un hostel, gracias a su ubicación en Aranjuez, ciudad declarada Patrimonio Cultural de la Humanidad y con presencia de varias universidades. Esta propiedad es única y hay que verla para apreciar todo su potencial. ¡No dejes pasar esta maravillosa oportunidad y ven a visitarla!",False,good,False,,863.0,False,False,False,False,[],False,False,800000.0,€,chalet,"Nuevo Aranjuez-Ciudad de las Artes, Aranjuez",Casa independiente,,,,True,True,independantHouse,ANDRECHALET,
107734782,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a9/bd/1c/1321285008.webp,9,2,195000.0,flat,sale,75.0,True,2,1,callejón de Gómez Acebo,Madrid,Madrid,Villaverde,es,40.3421237,-3.7087161,False,https://www.idealista.com/inmueble/107734782/,"**FINANCIAMOS HASTA EL 100% DE ESTE PISO** Piso completamente reformado en 2020 - 75 m² - 2 habitaciones - Callejón de Gómez Acebo ¡Oportunidad única! Este fantástico piso de 75 m² totalmente reformado en 2020 ofrece un espacio moderno y funcional en una excelente ubicación Con una distribución de 2 habitaciones y 1 baño ha sido reformado con materiales de alta calidad y pensado para ofrecer el máximo confort Características destacadas: - Reforma integral realizada en 2020: fontanería, instalación eléctrica con LED de bajo consumo en toda la casa y sistema de aislamiento térmico - Techo de pladur con aislante térmico de 10 cm, garantizando una excelente eficiencia energética - Ventanas Climalit con contra-ventanas de aluminio, proporcionando una mayor insonorización y aislamiento térmico - Suelo de tarima flotante de alta calidad, dándole un toque elegante y moderno - Consumo energético: C (muy eficiente) - El piso está en un segundo exterior, lo que asegura mucha luz natural durante todo el día Otros aspectos importantes: - ITE del edificio pasada - No dispone de ascensor - El piso ha sido adaptado para tener 2 habitaciones en lugar de las 3 originales, ofreciendo un espacio más amplio y aprovechable Precio: 195.000 € ¡No pierdas la oportunidad de vivir en un hogar moderno y eficiente! Si buscas un piso reformado, con buena distribución y una ubicación tranquila, este es tu lugar. Contacta para más información o concertar una visita.",False,good,False,False,2600.0,False,False,False,False,[],False,False,195000.0,€,flat,"Villaverde Alto, Madrid",Piso en callejón de Gómez Acebo,,,,,,,,Villaverde Alto
107203796,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/47/a7/dd/1307295782.webp,43,,289000.0,chalet,sale,105.0,,2,1,El Cerrillo,Madrid,Colmenar Viejo,El Cerrillo,es,40.6622542,-3.7670839,False,https://www.idealista.com/inmueble/107203796/,"SERVICIOS INMOBILIARIOS ALFA 3C PRESENTA.. . ¿Estás buscando vivienda independiente en Colmenar Viejo? Te presentamos una vivienda unifamiliar e independiente en pleno centro de Colmenar Viejo. Muy bien conservada, para entrar a vivir. Consta de dos plantas: - Planta principal, cuenta con 2 habitaciones, cuarto de baño con plato de ducha, cocina completamente amueblada y salón comedor con balcón. Todo exterior e independiente. - Planta superior, es una buhardilla diáfana con muchas opciones para poder adaptarla a tus necesidades. Observaciones: - Calefacción eléctrica, pellet y cuenta con dos aparatos de bomba de calor (Frio/calor) uno en el salón y otro en el dormitorio principal. - No tiene gastos de comunidad - Excelentes comunicaciones, autobuses en la puerta y cerca de todos los servicios. - No dispone de plaza de garaje No dejes pasar esta oportunidad. Llámanos para concertar una visita, estaremos encantados de atenderte. ¡ OFRECEMOS SERVICIO DE FINANCIACIÓN HASTA EL 100%!",False,good,False,,2752.0,False,False,False,False,[],False,False,289000.0,€,chalet,"El Cerrillo, Colmenar Viejo",Chalet pareado,,,,,,semidetachedHouse,1530/2661,
108750927,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/05/73/b6/1354040842.webp,29,1,279000.0,flat,sale,70.0,True,2,1,Barrio Ciudad Universitaria,Madrid,Madrid,Moncloa,es,40.4653538,-3.7242892,False,https://www.idealista.com/inmueble/108750927/,"Azzure les ofrece esta exclusiva e inmejorable oportunidad en la zona, piso de 70m situado en la primera planta del edificio. La vivienda se distribuye en hall recibidor, cocina amplia totalmente amueblada y con salida a la terraza; salón comedor independiente con salida a la terraza, terraza semicerrada en aluminio; un baño completo con plato de ducha; dos dormitorios, el dormitorio prncipal con salida a una segunda terraza abierta y con bonitas vistas a los jardines. Su memoria de calidades: puerta de entrada blindada, puertas de roble, ventanas de aluminio, suelos de gres en toda la vivienda excepto dormitoiro principal que dispone de suelos de parquet, paredes y techos en gotele, cocina reformada y amueblada con muebles altos y bajos, baño totalmente reformado y con plato de ducha con mampara, calefacción individual acumuladores de calor eléctricos y aire acondicionado. Ubicada estupenda zona residencial con entrada privada y zonas ajardinades. Inmejorable situación a un paso de todos los comercios y servicios de la zona, parques y colegios. No busque mas. Hoy como siempre las mejores ofertas con el mejor servico las encontrará en azzure, simplemente compruebelo y sin cobrarle ni un 3 ni 4% al comprador como es practica habitual en el resto de empresas del sector en la zona. Azzure 27 años en velilla haciendo realidad el sueño de nuestros vecinos. ¿quiere cumplir el suyo? llamenos.",False,good,False,False,3986.0,False,False,False,False,[],False,False,279000.0,€,flat,"Ciudad Universitaria, Madrid",Piso,,,,,,,MD-1395,Ciudad Universitaria
