propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.subTypology,externalReference,newDevelopmentFinished,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice
107915549,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/08/f2/d3/1328201101.webp,33,1,675000.0,flat,sale,105.0,True,3,2,calle de Bravo Murillo,Madrid,Madrid,Tetuán,es,Berruguete,40.4573614,-3.7012828,False,https://www.idealista.com/inmueble/107915549/,"¡HOME PROPERTY comercializa este espectacular hogar reformado en plena calle Bravo Murillo! Presentamos esta magnífica vivienda ubicada en una de las zonas más enérgicas y demandadas de Madrid: la calle Bravo Murillo. Se trata de un piso completamente reformado con calidades de lujo, listo para entrar a vivir. La finca cuenta con un portal señorial que conserva el encanto clásico del edificio, con servicio de portero físico que añade seguridad y comodidad al día a día. La propiedad, ha sido actualizado con una instalación eléctrica completamente renovada, paredes en pintura lisa que aportan modernidad y elegancia, y suelos de tarima de alta calidad que brindan calidez a cada estancia. Además, dispone de calefacción central individualizada, lo que garantiza eficiencia energética y control del consumo. El corazón de la vivienda es su salón de dos ambientes, amplio y luminoso, que conecta de manera fluida con una moderna cocina americana equipada, ideal para quienes disfrutan de espacios abiertos y funcionales. Un gran ventanal baña el espacio de luz natural, creando una atmósfera acogedora y sofisticada. La zona de descanso se compone de tres dormitorios, todos con un diseño de revista y acabados contemporáneos. El dormitorio principal cuenta con baño en suite, ofreciendo un plus de privacidad y confort. Una oportunidad única de vivir con estilo y calidad en el centro de la ciudad, con todos los servicios, comercios y transportes a pie de calle. La ubicación es sencillamente inmejorable. A pocos pasos encontrarás: •Metro Estrecho (L1) y varias líneas de autobús que conectan con toda la ciudad. •Supermercados, farmacias, centros de salud y bancos a menos de 5 minutos caminando. •Amplia oferta comercial con tiendas de barrio, mercados tradicionales y grandes cadenas. •Zonas verdes como el Parque Rodríguez Sahagún para disfrutar al aire libre. •Gran variedad de bares, cafeterías y restaurantes. •Colegios, centros educativos y espacios culturales en las inmediaciones. No pierdas la oportunidad de visitarlo. ¡Te encantará!",True,good,False,True,6429.0,True,False,False,False,[],False,False,675000.0,€,flat,"Berruguete, Madrid",Piso en calle de Bravo Murillo,Destacado,,,,,,,,
108497481,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/aa/b3/52/1346670717.webp,20,bj,350000.0,flat,sale,68.0,True,3,1,calle de Ascao,Madrid,Madrid,Ciudad Lineal,es,Pueblo Nuevo,40.430664,-3.6382356,False,https://www.idealista.com/inmueble/108497481/,"Grupo Inmobiliario Redpiso Ascao, Vende Estupendo Bajo de 68 m², te presentamos este encantador inmueble con un espectacular y agradable patio de 28 m² que incluye un pequeño trastero, perfecto para disfrutar al aire libre, tanto como zona de relax o reuniones. La vivienda cuenta con 3 habitaciones, siendo la principal muy luminosa y amplia. Dicho inmueble dispone de suelos de tarima y calefacción eléctrica. - La cocina ha sido totalmente reformada con un estilo moderno y funcional. Baño actualizado con su cómodo plato de ducha. Salón amplio, luminoso y acogedor. El piso se encuentra en excelente estado, para entrar a vivir sin necesidad de reformas. Además, su ubicación es ideal: a tan solo 5 minutos andando del metro Ascao, con excelente comunicación por autobús y próximo a zonas comunes, comercios y servicios. No dejes pasar esta oportunidad! Contáctanos para más información o para agendar tu visita. ¡Ven a visitarlo!.",True,good,False,False,5147.0,True,False,False,False,[],False,False,350000.0,€,flat,"Pueblo Nuevo, Madrid",Piso en calle de Ascao,Destacado,,,,,RP062025138906,,,
107811208,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/42/37/ac/1324494554.webp,11,,9000000.0,chalet,sale,620.0,,6,7,Barrio El Viso,Madrid,Madrid,Chamartín,es,El Viso,40.4462201,-3.6847902,False,https://www.idealista.com/inmueble/107811208/,"Olisson presenta una exclusiva vivienda de autor con jardín, piscina privada y garaje. Se trata de una casa de obra nueva con aproximadamente 620m² construidos y una parcela con excelente orientación. Esta elegante residencia unifamiliar se encuentra en una zona tranquila y cuenta con un bonito jardín con piscina. La casa, de nueva construcción, está distribuida en varios niveles y dispone de una amplia zona de día en la planta baja, además de un despacho privado. La cocina, situada junto al comedor, tiene acceso directo a un patio trasero que se conecta con el jardín y la zona de piscina. La vivienda ofrece seis amplios dormitorios, todos exteriores y en suite, con vistas despejadas. Además, cuenta con una terraza superior y un área en la planta sótano destinada al servicio, con acceso independiente, además de un garaje con capacidad para tres coches. Ubicada en un prestigioso barrio residencial de la ciudad, esta zona destaca por su tranquilidad y exclusividad, además de ofrecer una excelente conexión con transporte público y vías principales, facilitando el acceso a distintos puntos clave. Por privacidad, las imágenes son referenciales. [IW].",False,good,False,,14516.0,False,False,False,False,[],False,False,9000000.0,€,chalet,"El Viso, Madrid",Casa independiente,Destacado,,,,independantHouse,vis007VM,,True,True
107188842,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/55/fa/f9/1221489422.webp,15,bj,415000.0,flat,sale,49.0,True,1,1,calle de Ferraz,Madrid,Madrid,Moncloa,es,Argüelles,40.4281783,-3.7221288,False,https://www.idealista.com/inmueble/107188842/,"Actualmente alquilado hasta junio de 2026, en rentabilidad.  ¡Bienvenidos a este acogedor piso! Con un espacio totalmente renovado y decorado con detalle en un estilo sencillo y moderno. El concepto de espacios abiertos te permitirá aprovechar cada rincón de los 49 m² construidos. El acceso directo desde la calle Ferraz te llevará a un vestíbulo común que te dará la bienvenida a este piso en planta baja. El salón comedor con cocina abierta es perfecto para compartir momentos con amigos y familiares. La cocina amueblada de diseño está equipada con electrodomésticos y menaje para que puedas cocinar tus platos favoritos. El dormitorio cuenta con un gran armario empotrado y el baño completo tiene todo lo que necesitas para tu día a día. Además, contarás con calefacción y aire acondicionado por bomba de aire para que te sientas cómodo en cualquier época del año. La ubicación de este piso es inmejorable, ya que se encuentra junto al Parque del Oeste y en una zona comercial de Argüelles cercana. Rodeado de comercios, tendrás todo lo que necesitas a tu alcance. ¡No pierdas la oportunidad de vivir en este espacio renovado y cómodo! Solo se enseña con aceptación del precio de venta y condiciones de alquiler.",True,good,False,True,8469.0,False,False,False,False,[],False,False,415000.0,€,flat,"Argüelles, Madrid",Piso en calle de Ferraz,Destacado,,,,,A2361,,,
108332674,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/73/63/46/1342665485.webp,25,6,850000.0,penthouse,sale,100.0,True,1,1,calle de José Abascal,Madrid,Madrid,Chamberí,es,Nuevos Ministerios-Ríos Rosas,40.4371002,-3.6945584,False,https://www.idealista.com/inmueble/108332674/,"VIVIENDAWEB VENDE ATICO EXCLUSIVO REFORMADO en 6º planta en calle José Abascal con 100 metros construidos (94 metros útiles aprox. ) con TERRAZA descubierta con amplias vistas a Jose Abascal DISTRIBUCIÓN: Hall amplio con armarios, SALON-COMEDOR de 21 metros con COCINA integrada e incorporada amueblada con electrodomésticos (Horno, lavavajillas, placa de vitrocerámica y microondas Bosch, Frigorífico Siemens, lavadora y secadora), DORMITORIO UNICO (11 metros aprox. ), TERRAZA descubierta (10 metros aproximados);  CALIDADES: Atico reformado; edificio con conserje, calefacción central, A/Acondicionado por conductos, BAÑO con plato de ducha y mampara y toallero radiador, COCINA de diseño con todos los electrodomésticos; 9 armarios vestidos en hall y dormitorio;  ENTORNO y LOCALIZACIÓN: Ático con terraza descubierta en calle José Abascal, próximo a Paseo Castellana en el distrito de Chamberí, próximo a GYM METROPLITAN; METRO (Gregorio Marañón) y Ríos Rosas a 3 minutos, BUS (José Abascal y Paseo de la Castellana a 4 minutos); proximidad del I. E. María Molina; zona con multitud de comercios, bancos, restaurantes; Parque de Santander a 12 minutos (jardines, zonas deportivas de futbol, pádel, circuitos), fuentes y pistas de running;  CONDICIONES: VENTA: 850.000 EUROS, CONTACTO: VIVIENDAWEB - ideal como inversión en rentabilidad; disponibilidad inmediata.",True,good,False,True,8500.0,True,False,False,False,[],False,False,850000.0,€,flat,"Nuevos Ministerios-Ríos Rosas, Madrid",Ático en calle de José Abascal,Destacado,,,,penthouse,VENTA ATICO CON TERRAZA con vistas JOSE ABASCAL,,,
108474584,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3f/52/c2/1346014621.webp,31,3,580000.0,flat,sale,73.0,False,2,1,calle de Vallehermoso,Madrid,Madrid,Chamberí,es,Arapiles,40.439227,-3.709498,False,https://www.idealista.com/inmueble/108474584/,"Descubre esta magnífica vivienda ubicada en la emblemática calle Vallehermoso, en el codiciado barrio de Chamberí. Este piso ofrece una excelente distribución y luminosidad gracias a su orientación oeste y amplios ventanales. El inmueble consta de 3ª planta de 73 m2 y cuenta con 2 habitaciones espaciosas con armarios empotrados, baño completo y una cocina independiente. El salón- comedor amplio y confortable, ideal para disfrutar de momentos en familia o con amigos. Características destacadas: •Suelo de tarima •Calefacción central •Agua caliente individual •Aire acondicionado Sí, frio/calor •Finca con ascensor y acceso adaptado a personas con movilidad reducida •Totalmente reformada Ubicación inmejorable: Situado en una de las zonas más demandadas de Madrid, este piso se encuentra a pocos minutos de la Universidad Complutense y rodeado de una amplia oferta de servicios: supermercados, colegios, centros de salud y una excelente comunicación mediante transporte público, con varias líneas de metro y autobús en las proximidades. Ideal para: Familias, profesionales o inversores que buscan una vivienda en una zona consolidada, con todos los servicios y comodidades al alcance.",False,good,False,True,7945.0,True,False,False,False,[],False,False,580000.0,€,flat,"Arapiles, Madrid",Piso en calle de Vallehermoso,Destacado,,,,,RP752025138819,,,
108618782,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/78/75/20/1350115181.webp,26,2,149900.0,flat,sale,81.0,True,1,1,Campo Real,Madrid,Campo Real,,es,,40.3409233,-3.3740192,False,https://www.idealista.com/inmueble/108618782/,"Tengo Piso Arcentales vende en exclusiva esta fantástica vivienda en la zona de Campo Real lista para entrar a vivir con vistas a la montaña. Totalmente independiente de un dormitorio doble, (hay que destacar que es bastante amplio), cuenta con un armario empotrado vestido y espacio para poner mas almacenamiento en caso necesario. Se localiza en una segunda planta sin ascensor muy cómoda y ultima planta. Salón-comedor amplio, cocina independiente amueblada, con tendedero, baño completo con bañera, bidet. Hall de entrada. Su calefacción es eléctrica ( con radiadores económicos de calor azul). Cuenta con un aparato de aire acondicionado en el salón que proporciona frio y calor. Agua caliente por termo eléctrico. Sus suelos son cerámicos. Ventanas de climalit con doble cristal y mosquiteras. Puertas de madera. Puerta principal blindada. Es un piso muy luminoso, cuadrado en el que sus metros están muy aprovechados. La finca dispone de la cometida de gas natural. Trastero amplio y plaza de parking estándar privada al aire libre. Se sitúa en una de las mejores zonas de Campo Real, junto al campo de futbol y piscina municipal, a escasos metros tenemos todos los servicios. Ven a visitarlo!",False,good,False,False,1851.0,True,False,True,False,[],False,False,149900.0,€,flat,Campo Real,Piso,Destacado,157000.0,7100.0,5.0,,0003688,,True,True
108103455,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6e/0e/f9/1342988798.webp,67,,389000.0,chalet,sale,450.0,,10,4,Eurovillas,Madrid,Eurovillas,,es,,40.3434163,-3.2535874,False,https://www.idealista.com/inmueble/108103455/,"¡Bienvenido a esta maravillosa vivienda construida con mucho mimo y cuidado por su propietario, utilizando materiales de alta calidad! Con un total de 450 m² construidos y 407 m² útiles, esta propiedad se distribuye en tres plantas pensadas para ofrecer comodidad, funcionalidad y un estilo de vida excepcional. Planta principal: Al acceder por un hermoso porche abierto, te recibe un amplio y luminoso salón comedor, conectado con una cocina independiente. Este espacio cuenta con ventanales en tres lados que permiten la entrada de luz natural durante todo el día, creando un ambiente cálido y acogedor. La chimenea con casete añade un toque de confort para los meses más fríos. Desde la cocina, en la zona de lavandería, se puede acceder directamente al jardín trasero, ideal para disfrutar del aire libre. En esta planta también encontrarás un cuarto de baño completo con bañera y cuatro dormitorios dobles, siendo el principal una suite con baño privado y armario empotrado. Sótano: Este nivel, accesible tanto desde la planta principal como desde el exterior, ofrece un amplio garaje, una zona de lavandería adicional y una vivienda independiente. La vivienda en el sótano dispone de cocina, salón con chimenea, dos dormitorios dobles y un baño completo con plato de ducha, perfecta para invitados o para uso independiente. Buhardilla: En la buhardilla, que funciona como un recibidor, se puede aprovechar como un tercer salón o sala de estar. Además, cuenta con otros cuatro dormitorios dobles y un gran baño equipado con ducha y preinstalación para jacuzzi. En esta zona también se han aprovechado las alturas más bajas para crear trasteros que recorren toda la casa, ofreciendo un amplio espacio de almacenamiento. Calidades interiores: La vivienda destaca por sus acabados de alta calidad: suelos de gres y granito, barandillas de forja, ventanas de aluminio con doble acristalamiento (climalit) y puertas de madera maciza en perfecto estado. La electricidad es independiente en cada planta y en los exteriores, garantizando eficiencia y control. Exterior: Toda la parcela ha sido solada, con árboles frutales elevados en jardineras para facilitar su mantenimiento. La zona de piscina, de obra y con depuradora (menos de un año de uso), tiene 64 metros cuadrados y es el espacio perfecto para disfrutar del verano. La piscina está vallada para mayor seguridad de niños y mascotas. Además, hay puntos de luz y agua distribuidos por todo el exterior, un trastero, un cuarto de caldera con aseo, muro perimetral, canalones y arquetas conectadas al desagüe exterior. Para mayor comodidad, la propiedad cuenta con un techado para tres coches junto a la puerta automática exterior. ¡No dudes en venir a visitarla y convertirla en tu hoga! [IW].",True,good,False,,864.0,False,False,False,False,[],False,False,389000.0,€,chalet,Eurovillas,Casa independiente,Destacado,399000.0,10000.0,3.0,independantHouse,CHA0311,,,
107349058,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1a/b1/a3/1310314152.webp,51,,614000.0,chalet,sale,268.0,,6,3,carretera de Guadarrama,Madrid,Galapagar,El Praderón,es,,40.5815701,-4.0127852,False,https://www.idealista.com/inmueble/107349058/,"¡Descubre el hogar de tus sueños en Galapagar! Este impresionante chalet adosado, situado en la carretera de Guadarrama, te ofrece la combinación perfecta de comodidad y ubicación. A un paso del centro y de todos los servicios, esta vivienda está en perfecto estado y lista para que entres a vivir. Con una parcela de 240 m² y 268 m² construidos, disfrutarás de amplios espacios distribuidos en cuatro plantas. En el sótano encontrarás un garaje con capacidad para tres coches, una bodega y una zona que puede convertirse en un dormitorio adicional. La planta principal te recibe con un hall acogedor, un aseo, un salón lleno de luz natural y una cocina funcional. Desde aquí, accede a dos terrazas, ideales para disfrutar de momentos al aire libre. La primera planta alberga cuatro habitaciones grandes, una de ellas con baño en suite completamente reformado, y otro baño para las demás habitaciones. La buhardilla se ha transformado en una habitación completa con vestidor, ofreciendo un espacio extra que se adapta a tus necesidades. Además, cuenta con calefacción por bomba de frío/calor a gas natural, armarios empotrados, trastero y una orientación norte-oeste que garantiza luz durante todo el día.  Por ultimo, desde el precioso patio trasero se accede directamente a una gran piscina comunitaria para tan solo 5 viviendas. No pierdas la oportunidad de vivir en este maravilloso chalet que combina estilo, espacio y ubicación privilegiada. ¡Ven a visitarlo y enamórate!",False,good,False,,2291.0,False,False,False,False,[],False,False,614000.0,€,chalet,"El Praderón, Galapagar",Chalet adosado en carretera de Guadarrama,Destacado,,,,terracedHouse,3454-07112,,True,True
108521563,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a1/59/25/1347388905.webp,19,3,275000.0,flat,sale,71.0,True,2,2,Sur,Madrid,Móstoles,Sur,es,,40.3075258,-3.8711144,False,https://www.idealista.com/inmueble/108521563/,"HOGARES MÓSTOLES VENDE ESTUPENDO PISO DE 2 HABITACIONES Y PISCINA EN EL PAU DE MOSTOLES Este estupendo piso de 71 m² ubicado en pleno PAU de Móstoles, te ofrece todo lo que necesitas para vivir cómodamente en una de las mejores zonas esta ciudad.  Está distribuido en un luminoso salón independiente, cocina en perfecto estado con tendedero, 2 dormitorios con armarios empotrados y 2 baños, uno de ellos en suite con el dormitorio principal. Tanto el salón como el dormitorio principal cuentan con aire acondicionado y bomba de calor. En el precio están incluidas dos plazas de garaje y trastero con comunicación directa con la vivienda. La zonas comunitarias cuentan con varias zonas de recreo, parque infantil, piscina comunitaria y portero físico. La ubicación es inmejorable rodeado de todo tipo de comercios, farmacia, supermercados, gimnasios, restauración, guarderías, colegios…. y a tan solo 6 minutos del metro de Manuela Malasaña ¡Contáctanos ahora y solicita tu visita para que no pierdas la oportunidad! Disponemos de departamento financiero propio, que estarán a vuestra disposición para cualquier duda o consulta en la obtención del trámite hipotecario. Nuestros asesores financieros consiguen las mejores condiciones. Pregúntanos por nuestro asesoramiento financiero GRATUITO Y SIN COMPROMISO.",False,good,False,True,3873.0,True,False,False,False,[],False,False,275000.0,€,flat,"Sur, Móstoles",Piso,Destacado,285000.0,10000.0,4.0,,MP202514,,True,True
106667263,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c4/05/ab/1290363829.webp,54,,740000.0,chalet,sale,426.0,,5,5,"avenida de los Cierros, 4",Madrid,El Escorial,Las Zorreras - Monte Encinar,es,,40.6175933,-4.040468,True,https://www.idealista.com/inmueble/106667263/,"Realty22 consulting inmobiliario pone a su disposición una vivienda ideal para que podáis crear recuerdos imborrables. No pierdas esta gran oportunidad y ponte en contacto con DIEGO en cualquier momento TODOS los días por whatsapp para hacer una visita a la casa de tus sueños. Te esperamos. Chalet independiente en zona Montencinar, una zona tranquila y exclusiva, perteneciente al municipio de El Escorial, pero con la ventaja de estar muy cerca de Collado Villalba y Galapagar. Disfruta de la paz y privacidad de vivir fuera del casco urbano, sin renunciar a la comodidad de tener todos los servicios a un paso: a tan solo 5 minutos de la salida 42 de la A6, y de las estaciones de tren de San Yago y Las Zorreras. Esta impresionante propiedad cuenta con 426 m² construidos sobre una parcela de 805 m². La casa está distribuida en dos plantas principales más una planta semisótano, con espacios amplios y bien pensados para el confort de toda la familia. Distribución: Planta principal: el acceso principal se realiza a través de porche muy agradable, ideal para disfrutar de los días soleados y crear un espacio acogedor al aire libre que da entrada a un recibidor con un amplio armario empotrado, proporcionando un importante espacio de almacenaje. Desde aquí se accede a un amplio salón, muy luminoso y comunicado con la cocina que cuenta con isla y despensa/cuarto de lavadora. La cocina tiene su propia salida al jardín, perfecto para disfrutar de comidas al aire libre. En esta planta también se encuentra un aseo de cortesía y 3 dormitorios: uno con armario empotrado y baño privado y los otros dos comparten un gran baño completo con ducha y bañera. Cabe destacar que las dos habitaciones que comparten baño tienen vestidor propio, lo que añade un extra de comodidad y espacio. Planta superior: En la planta alta se encuentran los 2 dormitorios, uno de ellos principal, ambos con baño privado y vestidor. El dormitorio principal es especialmente destacado, muy espacioso y dispone de terraza que ofrece vistas despejadas y mucha luz natural. La propiedad cuenta con una planta semisótano con 2 entradas independientes, luz natural y grandes posibilidades de personalización: se puede destinar a garaje, taller, apartamento independiente o cualquier otro uso que se ajuste a tus necesidades. Eficiencia energética: La vivienda está equipada con una caldera de gasoil, pero cuenta con paneles fotovoltaicos de reciente instalación, lo que permite una excelente eficiencia energética. Con el cambio a una caldera más eficiente, podrías convertir esta casa en totalmente autosostenible, reduciendo considerablemente los gastos de energía y aprovechando el ahorro que esto supone. Otras características destacadas: - Todas las estancias son amplias y luminosas, con ventanas grandes que permiten la entrada de luz natural durante todo el día. -Todas las ventanas cuentan con persianas eléctricas de seguridad, proporcionando comodidad y protección extra. - El jardín está consolidado con césped y cuenta con un cenador, ideal para disfrutar de los días al aire libre. - La zona es muy tranquila, y la luminosidad y las vistas despejadas ofrecen un ambiente de paz y privacidad en toda la vivienda. - Proximidad a la Cañada Real Segoviana, a tan solo 5 minutos andando. Esta histórica vía pecuaria ofrece kilómetros de recorrido entre paisajes naturales, atravesando la Sierra de Guadarrama. Ideal para los amantes de las actividades al aire libre, podrás disfrutar de rutas a pie o en bicicleta mientras te sumerges en la naturaleza y descubres un entorno privilegiado. Forma parte del sistema de cañadas reales que conectan diferentes puntos del país, y su trazado recorre varios municipios, incluyendo El Escorial, Collado Villalba y Galapagar y tiene vistas espectaculares al Pantano de Valmayor y a la Sierra de Guadarrama. Si buscas un hogar espacioso, tranquilo, con una ubicación privilegiada y con un excelente potencial de ah",True,good,False,,1737.0,True,True,False,False,[],False,False,740000.0,€,chalet,"Las Zorreras - Monte Encinar, El Escorial","Casa independiente en avenida de los Cierros, 4",Destacado,,,,independantHouse,,,True,True
108602640,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/27/8f/8c/1354898825.webp,18,1,395000.0,flat,sale,112.0,True,3,1,calle de Vicente Espinel,Madrid,Madrid,Ciudad Lineal,es,Pueblo Nuevo,40.4346741,-3.64127,False,https://www.idealista.com/inmueble/108602640/,"Piso familiar con gran patio en Pueblo Nuevo – Calle Alcalá (Madrid) Amplio y luminoso piso de 120 m², ideal para familias, en excelente ubicación: esquina con Calle Alcalá, en el barrio de Pueblo Nuevo (Ciudad Lineal, Madrid). Características principales: •3 dormitorios •Gran patio privado de 50 m², perfecto para juegos infantiles, reuniones o zona chill-out •Terraza •Calefacción individual por Gas Natural •Baño completo y cocina independiente con acceso directo al patio •Edificio tranquilo, pocos vecinos Ubicación inmejorable: •A solo 20 minutos del centro de Madrid •Metro líneas 5 y 7 a escasos minutos (Paradas Pueblo Nuevo y Ciudad Lineal) •Intercambiador de autobuses muy próximo •Zona con todos los servicios: colegios, supermercados, centros médicos, parques y comercios Piso con gran potencial, tanto como vivienda habitual como inversión en una zona consolidada y muy bien comunicada.",False,good,False,False,3527.0,True,False,False,False,[],False,False,395000.0,€,flat,"Pueblo Nuevo, Madrid",Piso en calle de Vicente Espinel,Destacado,,,,,RP762025139425,,,
107731090,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5f/8a/2b/1343641526.webp,30,3,215000.0,flat,sale,111.0,True,3,2,calle del Berro,Madrid,Fuenlabrada,Centro,es,,40.2837896,-3.7911196,False,https://www.idealista.com/inmueble/107731090/,"R-2033 ESPECTACULAR VIVIENDA EN EL CENTRO DE FUENLABRADA, 3 dormitorios, 2 baños y trastero. (ANÍMESE Y VENGA A VERLO, SE ADMITEN OFERTAS)  Este inmueble situado en la 3ªplanta con ascensor de un edificio construido en 2007, cuenta con 111m2 construidos dispone de gran salón de paso muy luminoso, cocina amplia amueblada, 3 dormitorios con armarios empotrados vestidos, 2 baños completos con plato de ducha y uno de ellos dentro del dormitorio principal, pequeña terraza tendedero abierto, por supuesto y no olvidemos de trastero como anejo. En cuanto a las calidades del inmueble; Aire acondicionado en todas las estancias del inmueble, armarios con gran capacidad, suelos de plaqueta, agua caliente por termo, puerta de roble, exterior blindada, pintura en liso, ventanas de aluminio, comunidad de 83€/mes. Situado en la zona centro de Fuenlabrada, a escasos metros de paradas de autobus, 5 min. de renfe, comercios, entidades bancarias, colegios, etc. No espere más y llámenos, si necesitas financiación nosotros te ayudamos.  Demos Juntos El Primer Paso Hacia La Casa De Sus Sueños.",True,good,False,True,1937.0,True,False,False,False,[],False,False,215000.0,€,flat,"Centro, Fuenlabrada",Piso en calle del Berro,Destacado,238000.0,23000.0,10.0,,2033,,,
108601844,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3f/90/b9/1349674074.webp,19,7,749000.0,flat,sale,85.0,True,3,2,calle de la Cruz del Sur,Madrid,Madrid,Retiro,es,Estrella,40.4095576,-3.6703971,False,https://www.idealista.com/inmueble/108601844/,"Hay casas que se sienten bien desde el primer paso. Esta es una de ellas. Totalmente exterior, orientada al sur y bañada por la luz natural durante todo el día, esta vivienda ha sido reformada con mimo y buen gusto por prestigiosa diseñadora con materiales de alta calidad, pensando en quienes valoran el diseño, el confort y la calidez de un verdadero hogar.  - ¿Qué encontrarás aquí?  Un salón amplio y luminoso para disfrutar en familia o recibir amigos con estilo y comodidad.  Tres habitaciones con grandes ventanas, silenciosas y llenas de luz, ideales para descansar, teletrabajar o crecer en familia.  Una cocina moderna e independiente, con luz natural y espacio más que suficiente para inspirarte cada día.  Dos baños elegantes y prácticos que harán más cómoda la rutina diaria.  Un recibidor con carácter que, creando una conexión perfecta de todas las estancias marca la diferencia desde que entras. Además con un gran armario empotrado. Todo ello, con suelos de madera, ventanas Climalit, aire acondicionado, y una estética acogedora y actual que invita a quedarse.  - Detalles que marcan la diferencia:  85 m² construidos, muy bien distribuidos.  Reforma integral reciente  Séptima planta exterior con ascensor  Plaza de garaje incluida  Edificio cuidado, tranquilo y con buenos vecinos  - Una ubicación donde todo está cerca, rodeada de zonas ajardinadas.  En el barrio de La Estrella, junto al Retiro, vives con la tranquilidad de una zona residencial y la comodidad de tener todo a mano: colegios, parques, comercios, transporte público (Metro Sainz de Baranda y Conde de Casal), y salida directa a M-30.  Si buscas algo especial, este piso está listo para convertirse en tu hogar.  Llama y ven a verlo. Te encantará.  Para más información contacte con el asesor Sergio González (seis. ocho. cinco. nueve. seis. cinco. dos. dos. cero. ) HORARIO: DE 10 A 14 Y DE 17 A 20.  De acuerdo con el RD 515/1989, del 21 de Abril, se informa al cliente que los gastos notariales, registrales, I. T. P. o equivalente, gastos financieros y otros gastos inherentes a la compraventa no están incluidos en el precio de venta de la vivienda.",False,good,False,True,8812.0,True,False,False,False,[],False,False,749000.0,€,flat,"Estrella, Madrid",Piso en calle de la Cruz del Sur,Destacado,,,,,RP1802025139395,,True,True
