propertyCode,thumbnail,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,newDevelopmentFinished,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,floor,exterior,neighborhood,hasLift,parkingSpace.parkingSpacePrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108252928,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b8/11/aa/1338545674.webp,24,640000.0,flat,sale,73.0,2,2,calle de Santa Ana,Madrid,Madrid,Centro,es,40.41078,-3.7070927,False,https://www.idealista.com/inmueble/108252928/,"Exclusivo piso reformado en el corazón de La Latina con patio privado de uso exclusivo Te presentamos una joya inmobiliaria en el icónico barrio de La Latina, en pleno distrito Centro de Madrid. Este piso de 73 m², completamente reformado, combina diseño contemporáneo, acabados de alta calidad y una ubicación privilegiada. Con un precio de 640.000€, esta vivienda es un sueño hecho realidad para quienes buscan vivir en uno de los barrios más emblemáticos de la capital. El inmueble cuenta con dos amplios dormitorios y dos baños, perfectos para garantizar el máximo confort. Su luminosidad es excepcional, gracias a su orientación óptima y a un diseño que prioriza la entrada de luz natural. Además, dispone de un patio de 50 m² de uso y disfrute exclusivo, un espacio único en el centro de la ciudad donde podrás relajarte, disfrutar de cenas al aire libre o crear tu propio oasis urbano. El suelo de tarima, la puerta blindada y la climatización con aire acondicionado son solo algunos de los detalles que hacen de esta propiedad una opción inigualable. El edificio, construido en 1970, dispone de ascensor y un portal en excelente estado. Aunque el piso no incluye garaje, la zona cuenta con múltiples opciones de aparcamiento público y privado. La Latina es una de las zonas más vibrantes y codiciadas de Madrid. Su oferta cultural, gastronómica y de ocio es inigualable. A pocos pasos del piso, encontrarás el famoso Mercado de la Cebada, la Plaza de la Paja y la emblemática Calle Cava Baja, epicentro de la vida nocturna y culinaria madrileña. Además, estarás cerca de puntos históricos como la Basílica de San Francisco el Grande y el Viaducto de Segovia. En cuanto a educación, el prestigioso Colegio La Salle La Paloma - Fundación Lara está a pocos minutos, ofreciendo opciones académicas de alta calidad. Para tus compras, el Centro Comercial Madrid Rio se encuentra cercano, con una amplia variedad de tiendas y servicios. La ubicación es simplemente inmejorable. La estación de metro más cercana es La Latina (Línea 5), a escasos minutos andando. Asimismo, la estación de cercanías de Embajadores (líneas C5 y C10) está a menos de 2 kilómetros. Si prefieres el autobús, cuentas con varias líneas en las inmediaciones, como las 17, 18 y 35, que conectan rápidamente con otros puntos de la ciudad. En GILMAR llevamos desde 1983 ayudando a nuestros clientes a encontrar la casa de sus sueños. Nuestra experiencia y dedicación nos han convertido en líderes del sector inmobiliario, ofreciendo un servicio integral y personalizado en cada etapa de la compra, venta o alquiler de propiedades. Para más información sobre este exclusivo inmueble, por favor, contacta con nuestro equipo de la oficina de Embajadores en el teléfono o envía un correo electrónico a. No olvides facilitarnos la referencia 209929 para que podamos atenderte de forma más rápida y eficaz. ¡Estamos aquí para ayudarte a hacer realidad tus sueños!",False,good,False,,8767.0,False,False,False,False,[],False,False,640000.0,€,,,flat,,"Lavapiés-Embajadores, Madrid",Piso en calle de Santa Ana,AR209929 ,bj,False,Lavapiés-Embajadores,True,,,,
105899334,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c1/d0/0e/1089421001.webp,7,199900.0,flat,sale,45.0,1,1,"calle Saiz Romillo, 1",Madrid,Velilla de San Antonio,,es,40.3668595,-3.4864377,True,https://www.idealista.com/obra-nueva/105899334/,"Velilla de San Antonio, Promored lanza la comercialización de 39 exclusivas viviendas en la urbanización cerrada Lares de Velilla Centro, situada en la calle Sainz Romillo, 1. Este nuevo proyecto residencial ha sido diseñado por el prestigioso estudio GSM Arquitectos SLP, bajo la dirección de Gaspar Sánchez Moro, profesional con más de 25 años de trayectoria en el sector. Su firma garantiza un equilibrio perfecto entre diseño, confort y funcionalidad, presente en cada detalle del conjunto.  Las viviendas, disponibles en tipologías de 1, 2 y 3 dormitorios, incluyen plaza de garaje y trastero, y están pensadas para optimizar cada metro cuadrado. La calidad de los materiales y los acabados responde a los más altos estándares, asegurando espacios duraderos, eficientes y acogedores. La promoción ofrece también bajos con jardín privado y áticos con amplias terrazas, perfectos para quienes desean disfrutar de un entorno exterior sin renunciar a la intimidad del hogar.  Además, los residentes podrán disfrutar de unas zonas comunes cuidadas y tranquilas, pensadas para el bienestar y la convivencia en un entorno privado y exclusivo. Lares de Velilla Centro destaca no solo por su arquitectura y calidades, sino también por su excelente ubicación, próxima a todo tipo de servicios y con una comunicación inmejorable con Madrid.  Si estás buscando una vivienda que combine elegancia, calidad de vida y buena conexión, este es el momento. Descubre tu nuevo hogar con Promored en Velilla de San Antonio..",True,newdevelopment,True,False,4442.0,True,False,False,False,[],False,False,199900.0,€,True,True,flat,,Velilla de San Antonio,"Piso en calle Saiz Romillo, 1",32D,2,True,,True,,,,
108916315,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a5/bb/44/1358846629.webp,15,204000.0,flat,sale,85.0,3,1,AV LISBOA,Madrid,Coslada,Ciudad 70,es,40.417898,-3.5410086,False,https://www.idealista.com/inmueble/108916315/,"Agencia inmobiliaria Tecnocasa de COSLADA. Zona CIUDAD 70, LA ESPINILLA, PARQUE BLANCO: EN VENTA:   Descubre esta acogedora vivienda con una ubicación inmejorable en el centro de ciudad 70. La vivienda se encuentra en la avenida de LISBOA.  Ideal para quienes buscan un hogar cómodo y bien ubicado. Este piso de 85 m2 REFORMADO ofrece un espacio funcional con tres dormitorios, perfecto para familias o para quienes necesitan espacio adicional para una oficina en casa. La propiedad cuenta con un baño completo,   cocina equipada. Antiguamente tenía dos terrazas que fueron metidas al salón y a la cocina respectivamente.  Tiene TRASTERO.  TIENE ASCENSOR . Construido en 1972, este hogar combina el encanto de su época con las comodidades modernas. La distribución del piso permite aprovechar al máximo cada metro cuadrado, ofreciendo un ambiente cálido y acogedor. Su ubicación en Coslada proporciona fácil acceso a servicios, transporte público y áreas comerciales, haciendo de esta propiedad una opción práctica para el día a día. No pierdas la oportunidad de visitar este piso y descubrir todo lo que tiene para ofrecer. Contáctanos para más información y para agendar una visita.",False,good,False,,2400.0,False,False,False,False,[],False,False,204000.0,€,,,flat,,"Ciudad 70, Coslada",Piso en Av Lisboa,,4,True,,True,,,,
108716522,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/26/12/c2/1353006814.webp,14,216100.0,flat,sale,83.0,2,2,Parcela A4-C3 s/n,Madrid,Madrid,Villa de Vallecas,es,40.3444375,-3.6116875,True,https://www.idealista.com/obra-nueva/108716522/,"SIRIO Valdecarros – Tu nuevo hogar en el futuro de Madrid EXCLUSIVAMENTE PARA PERSONA CON MOVILIDAD REDUCIDA 95 viviendas VPPL en régimen de cooperativa, con garaje y trastero incluidos, en uno de los desarrollos urbanísticos más ambiciosos e innovadores de Madrid: Valdecarros. Promovido por SIRIO DESARROLLOS DEL ESTE I S. COOP. MAD. , en la parcela A4-C3.  Un barrio en crecimiento con futuro verde  Valdecarros será uno de los pulmones verdes de Madrid, con más de 700 hectáreas dedicadas a zonas verdes —¡el equivalente a casi 500 campos de fútbol y 6 veces el Parque del Retiro! y más de 125 km de carril bici. Contará con todos los servicios necesarios para vivir cómodamente: colegios, guarderías, centros de salud, hospitales, instalaciones deportivas, grandes parques y zonas comerciales como La Gavia.  Conectividad y movilidad sin complicaciones  Ubicado entre las autovías M-31 y M-45, Valdecarros ofrece acceso rápido a la M-50, A-3 y excelentes conexiones mediante transporte público: autobuses de tránsito rápido al centro de Madrid, Atocha y el aeropuerto.  Espacios comunes y sostenibilidad  El residencial está diseñado para ofrecer calidad de vida, con zonas comunes que incluyen:   Jardines  Área infantil  Sala gourmet comunitaria  Piscina      Además, todas las viviendas están proyectadas con altas prestaciones energéticas, con calificación mínima B y posibilidad de alcanzar calificación A.",False,newdevelopment,True,False,2604.0,True,False,False,False,[],False,False,216100.0,€,True,True,flat,,"Valdecarros, Madrid",Piso en Parcela A4-c3 s/n,VT2.23,3,True,Valdecarros,True,,,,
108838968,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b7/d0/23/1356612421.webp,15,274300.0,flat,sale,114.0,3,2,Parcela A4-C3 s/n,Madrid,Madrid,Villa de Vallecas,es,40.3444375,-3.6116875,True,https://www.idealista.com/obra-nueva/108838968/,"SIRIO Valdecarros – Tu nuevo hogar en el futuro de Madrid  95 viviendas VPPL en régimen de cooperativa, con garaje y trastero incluidos, en uno de los desarrollos urbanísticos más ambiciosos e innovadores de Madrid: Valdecarros. Promovido por SIRIO DESARROLLOS DEL ESTE I S. COOP. MAD. , en la parcela A4-C3.  Un barrio en crecimiento con futuro verde  Valdecarros será uno de los pulmones verdes de Madrid, con más de 700 hectáreas dedicadas a zonas verdes —¡el equivalente a casi 500 campos de fútbol y 6 veces el Parque del Retiro! y más de 125 km de carril bici. Contará con todos los servicios necesarios para vivir cómodamente: colegios, guarderías, centros de salud, hospitales, instalaciones deportivas, grandes parques y zonas comerciales como La Gavia.  Conectividad y movilidad sin complicaciones  Ubicado entre las autovías M-31 y M-45, Valdecarros ofrece acceso rápido a la M-50, A-3 y excelentes conexiones mediante transporte público: autobuses de tránsito rápido al centro de Madrid, Atocha y el aeropuerto.  Espacios comunes y sostenibilidad  El residencial está diseñado para ofrecer calidad de vida, con zonas comunes que incluyen:   Jardines  Área infantil  Sala gourmet comunitaria  Piscina      Además, todas las viviendas están proyectadas con altas prestaciones energéticas, con calificación mínima B y posibilidad de alcanzar calificación A.",False,newdevelopment,True,False,2406.0,True,False,False,False,[],False,False,274300.0,€,True,True,flat,,"Valdecarros, Madrid",Piso en Parcela A4-c3 s/n,VT3.21,5,True,Valdecarros,True,,,,
102043036,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ca/47/49/1173520595.webp,21,616000.0,flat,sale,88.0,2,2,calle de Joaquín Lorenzo,Madrid,Madrid,Fuencarral,es,40.4752443,-3.7279509,False,https://www.idealista.com/obra-nueva/102043036/,"VIVIENDAS EXCLUSIVAS JUNTO A PUERTA DE HIERRO. EN CONSTRUCCIÓN.  Neinor Panoramic Homes, es conjunto residencial de arquitectura icónica y singular, formado por dos torres de 16 plantas de altura que albergan 240 exclusivas viviendas de obra nueva de 1, 2 y 3 dormitorios con amplias terrazas y estudios. En una urbanización cerrada con zonas comunes y una ubicación privilegiada, en el noreste de Madrid, en Peñagrande - Junto a puerta de Hierro. Viviendas de obra nueva de 1,2 y 3 dormitorios. La arquitectura elegante e innovadora de este proyecto firmado por el prestigioso estudio Cano y Escario, así como la cuidada selección de materiales, hacen de Neinor Panoramic Homes un proyecto distinguido, orientado a clientes exigentes que buscan calidad para disfrutar del máximo nivel de confort en su vida diaria. Las viviendas cuentan con un diseño interior práctico y funcional, amplios ventanales permiten aprovechar la luz natural en cada momento del día y extienden sus luminosos salones hacía las terrazas, donde disfrutar de las vistas de Madrid. Para los amantes del aire libre, en planta baja disponen de viviendas con con jardín privado, así como áticos con terrazas de hasta 60m2. El residencial se enmarca en una urbanicación privada con piscina y solarium, zona de juegos infantil y sala gourmet. Las viviendas disponen de garaje y trastero incluidos en el precio, algunas de 2 y 3 dormitorios incluyen dos garajes.",False,newdevelopment,True,False,7000.0,True,False,False,False,[],False,False,616000.0,€,,,flat,,"Peñagrande, Madrid",Piso en calle de Joaquín Lorenzo,302504,,True,Peñagrande,True,,,,
95991361,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1a/8a/e6/1305906920.webp,63,7250000.0,penthouse,sale,485.0,5,5,calle Eduardo Dato,Madrid,Madrid,Chamberí,es,40.4340988,-3.6927519,False,https://www.idealista.com/inmueble/95991361/,"¡Descubre el ático de tus sueños en el prestigioso barrio de Almagro-Chamberí! Este impresionante ático, ubicado en la octava planta de un edificio emblemático diseñado por el renombrado arquitecto Gutiérrez Soto, ofrece 485 m² de puro lujo y confort. Con una espectacula r terraza de 40 metros orientada al sureste, disfrutarás de vistas únicas y una luminosidad  inigualable gracias a sus 11 ventanales exteriores y techos de más de tres metros de altura. El interior del ático es un verdadero refugio de elegancia y sofisticación. Comienza tu recorrido en el gran hall de distribución que te lleva a dos salones con chimeneas y una biblioteca, ambos con acceso directo a la terraza. El comedor independiente, diseñado por Jacob Jensen, es perfecto para ocasiones especiales. La habitación principal, con 50 metros, incluye un vestidor y un baño reformado, mientras que las tres habitaciones en suite ofrecen comodidad y privacidad. La cocina-office está equipada con despensa y un comedor de diario, ideal para el día a día. Además, cuenta con una habitación de servicio, zona de plancha y lavandería. El edificio dispone de tres ascensores, calefacción central y aire acondicionado independiente para tu máximo confort.  Dos amplias plazas de garaje y un trastero están incluidos en el precio, así como una zona de descanso para choferes. Ubicado en una de las mejores calles de Madrid, según The New York Times, este ático está rodeado de edificios singulares, embajadas y galerías de arte. Con completas infraestructuras de transporte y cercanía al barrio de Salamanca, este es el hogar perfecto para quienes buscan lo mejor en la capital. ¡No pierdas la oportunidad de vivir en uno de los barrios más elegantes de Madrid! Precio: 7.250. 000 €.",True,renew,False,,14948.0,True,False,False,False,[],False,False,7250000.0,€,True,True,flat,penthouse,"Almagro, Madrid",Ático en calle Eduardo Dato,,8,True,Almagro,True,,,,
108309023,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4f/2e/a8/1344516904.webp,64,495000.0,chalet,sale,259.0,3,3,calle del Puerto de Despeñaperros,Madrid,Cotos de Monterrey,,es,40.7914038,-3.6012817,False,https://www.idealista.com/inmueble/108309023/,"Encantadora vivienda unifamiliar con gran parcela en Cotos de Monterrey Si buscas tranquilidad, naturaleza y una excelente conexión con Madrid, esta propiedad es una opción inmejorable. Situada en la consolidada urbanización Cotos de Monterrey, esta vivienda independiente ofrece 259 m² construidos sobre una de las parcelas más amplias de la zona, con 1.239 m² de terreno, perfecta para familias o como segunda residencia. La casa se distribuye en tres plantas llenas de luz natural. En la planta principal encontramos un amplio salón comedor, una cocina de estilo rústico totalmente equipada y un aseo. La primera planta alberga dos baños reformados recientemente y tres acogedores dormitorios. Además, la vivienda dispone de una buhardilla con múltiples posibilidades, ideal como zona de ocio, estudio o dormitorio adicional. Zonas exteriores y extras El gran atractivo de esta propiedad es su magnífico jardín, con árboles consolidados, gran privacidad y abundante espacio al aire libre para disfrutar con familia y amigos durante todo el año. Es un entorno perfecto para quienes valoran la vida exterior en un ambiente tranquilo y rodeado de naturaleza. Zonas comunes y servicios La urbanización Cotos de Monterrey ofrece una calidad de vida excepcional, con cuatro piscinas comunitarias, instalaciones deportivas como polideportivo y pistas de pádel, y todos los servicios necesarios para el día a día: farmacia, supermercado, peluquería, centro de coworking, veterinario, entre otros. Todo ello, con acceso directo a Madrid a través de la A1 y conexiones mediante autobuses urbanos. Una oportunidad única de vivir en un entorno natural sin renunciar a la comodidad y a los servicios de una urbanización completa.",True,good,False,,1911.0,False,True,False,False,[],False,False,495000.0,€,True,True,chalet,independantHouse,Cotos de Monterrey,Casa independiente en calle del Puerto de Despeñaperros,db8a0eab-6178-4c4f-b9cd-27f28d533266,,,,,,,,
108873339,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f6/ce/f5/1358676582.webp,88,1550000.0,chalet,sale,650.0,6,5,calle de Buenavista,Madrid,Santo Domingo,,es,40.6406861,-3.577884,False,https://www.idealista.com/inmueble/108873339/,"En la zona más alta de Santo Domingo, con vistas a la urbanización y a la sierra de Madrid, encontramos este maravilloso chalet de unos 650 m2 en una parcela de 3.776 m2, uno de los más grandes y con mayor terreno de la zona, donde sus jardines, porches, terrazas y piscinas forman parte del entorno integrándose armoniosamente con la naturaleza. La situación de la casa en la parcela logra mantenerla en un discreto ángulo gozando de la privacidad y tranquilidad que está buscando. En una propiedad de estas dimensiones se pueden planificar diferentes ambientes tanto en el interior como en la maravillosa parcela. En esta última por ejemplo queda espacio para disponer una zona deportiva (pádel, canastas de baloncesto) tú eliges. La zona ajardinada que rodea a las piscinas (una para adultos y otra especial para niños), son el sitio ideal para el verano, mientras que los porches, uno cubierto acristalado y otro abierto, son el lugar donde disfrutarás con los tuyos de la sensación de frescor que da el verde y la naturaleza (y la brisa “incorporada”) Disfrutar de un entorno idílico a escasos kilómetros de ciudades con todos los servicios, y de parques empresariales y comerciales, hacen de Santo Domingo una opción increíble para vivir. Te contamos algo más sobre su distribución:  Planta principal: Entramos a la casa a través del porche acristalado y desde el recibidor pasamos al gran salón comedor con dos ambientes diferenciados, seguidamente al comedor encontraremos una sala previa a la amplia cocina totalmente equipada que dispone de salida al jardín posterior. Un baño completa esta planta principal. Planta baja: Nos encontramos con una sala muy amplia que se puede destinar a diversos usos (gimnasio, sala de juegos), baño, cuarto de lavado y planchado, despensa y sala (o cuarto de servicio)  Entreplanta: mediante medio tramo de escalera llegamos a la zona de dormitorios, con cuatro dormitorios dobles, uno de ellos es el principal con vestidor y baño en suite, el otro baño completo en esta planta dará servicio a los otros 3 dormitorios.  Planta superior: dos dormitorios dobles, un baño completo y finalmente una elegante salita con salida a una terraza.  La zona de solárium, en forma de gran terraza, a la cual se accede actualmente mediante escalera exterior, tiene las mejores vistas a la Sierra y del atardecer, pudiendo adaptarse su acceso a través de 2 dormitorios de la entreplanta. Debajo de esta gran terraza/solárium contamos con la zona cubierta de parking con capacidad para cuatro coches, además de 2 amplios cuartos para almacenamiento, ideal para herramientas de jardinería, trastero o adaptarla para habitación adicional. Su ubicación a tan solo 20 min en coche de Plaza de Castilla y la Castellana, hacen de la Urbanización Santo Domingo, la elección perfecta para ganar en confort y calidad de vida. Comunicado mediante bus a San Sebastián de los Reyes, Alcobendas y Plaza de Castilla no se depende del coche para bajar a Madrid. Igualmente dispone en la propia Urbanización de todos los servicios del día a día tales como centro sanitario con botiquín y asistencia las 24 hs., correos, banco, supermercado, tiendas, restauración, farmacia los 365 días, iglesia, parque infantil, Club social equipado con campo de golf, piscina, escuela de tenis, gimnasio, colegios públicos, concertados y privados bilingües en las cercanías.  La urbanización cuenta con servicio de seguridad, además de patrulla de la policía local que te darán la seguridad y tranquilidad que estás buscando para ti y los tuyos. Si crees que es el momento de dar ese salto en calidad de vida, llámanos, estaremos encantados de enseñártela, informarte de todo y que pronto te veas viviendo en ella.",True,good,False,,2385.0,True,False,True,False,[],False,False,1550000.0,€,True,True,chalet,independantHouse,Santo Domingo,Casa independiente en calle de Buenavista,SANTODOMINGO,,,,,,,,
103282769,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/98/6d/0e/1274191995.webp,46,1930000.0,flat,sale,227.0,4,4,"calle Ana Teresa, 1",Madrid,Madrid,Moncloa,es,40.460485,-3.7804196,True,https://www.idealista.com/obra-nueva/103282769/,"Inicio de obra en febrero de 2024 y fin de obra prevista en otoño de 2026. Próximo proyecto de Single Home, segunda fase, El Bosque de Aravaca II, ubicado en la calle Ana Teresa, número 1, Aravaca. Madrid. Promoción de 45 viviendas distribuidas en 8 bloques, de diferentes tipologías: apartamentos de 1 habitación con una superficie cerrada de desde 83m2, viviendas de 2 habitaciones +1 de servicio desde 138m2, 3+1 desde 180m2 y 4+1 desde 210m2. Disponemos de un bloque de viviendas de un 3+1 especial desde 295m2. Bajos con porches y jardín, primeros con porche y terraza y segundos con terrazas en planta y además una terraza diáfana superior con pérgola en ático. Parcela cerrada y vallada, con vigilancia de 24 h. con jardines y piscina privada, garajes y trasteros ubicada en frente del parque del Paseo de la Ermita de Aravaca. Está ubicada en el centro de una zona residencial del distrito Aravaca, salida 10 de la A-6. Accesible por la A-6, la M-40 y la estación de tren ""El Barrial-Centro Comercial Pozuelo”. Solicite una cita previa por teléfono o correo electrónico para visitar nuestra oficina de ventas de Madrid ubicada en la calle Pléyades, 6, Aravaca. Madrid.",False,newdevelopment,True,False,8502.0,False,False,False,False,[],False,False,1930000.0,€,True,True,flat,,"Aravaca, Madrid","Piso en calle Ana Teresa, 1",Bloque 1 1º A,1,True,Aravaca,True,,,,
107043984,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/da/42/80/1301280613.webp,21,741000.0,flat,sale,91.0,2,2,calle de Joaquín Lorenzo,Madrid,Madrid,Fuencarral,es,40.4752443,-3.7279509,False,https://www.idealista.com/obra-nueva/107043984/,"VIVIENDAS EXCLUSIVAS JUNTO A PUERTA DE HIERRO. EN CONSTRUCCIÓN.  Neinor Panoramic Homes, es conjunto residencial de arquitectura icónica y singular, formado por dos torres de 16 plantas de altura que albergan 240 exclusivas viviendas de obra nueva de 1, 2 y 3 dormitorios con amplias terrazas y estudios. En una urbanización cerrada con zonas comunes y una ubicación privilegiada, en el noreste de Madrid, en Peñagrande - Junto a puerta de Hierro. Viviendas de obra nueva de 1,2 y 3 dormitorios. La arquitectura elegante e innovadora de este proyecto firmado por el prestigioso estudio Cano y Escario, así como la cuidada selección de materiales, hacen de Neinor Panoramic Homes un proyecto distinguido, orientado a clientes exigentes que buscan calidad para disfrutar del máximo nivel de confort en su vida diaria. Las viviendas cuentan con un diseño interior práctico y funcional, amplios ventanales permiten aprovechar la luz natural en cada momento del día y extienden sus luminosos salones hacía las terrazas, donde disfrutar de las vistas de Madrid. Para los amantes del aire libre, en planta baja disponen de viviendas con con jardín privado, así como áticos con terrazas de hasta 60m2. El residencial se enmarca en una urbanicación privada con piscina y solarium, zona de juegos infantil y sala gourmet. Las viviendas disponen de garaje y trastero incluidos en el precio, algunas de 2 y 3 dormitorios incluyen dos garajes.",False,newdevelopment,True,False,8143.0,True,False,False,False,[],False,False,741000.0,€,,,flat,,"Peñagrande, Madrid",Piso en calle de Joaquín Lorenzo,302500,,True,Peñagrande,True,,,,
108888684,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d4/1f/cf/1358018145.webp,6,265000.0,flat,sale,78.0,2,1,avenida de la Albufera,Madrid,Madrid,Puente de Vallecas,es,40.3967893,-3.6676363,False,https://www.idealista.com/inmueble/108888684/,"En el corazón del distrito de Puente de Vallecas, se encuentra esta magnífica vivienda exterior a la emblemática Avenida de la Albufera, ubicada en la última planta de un edificio clásico construido en 1910. Con una superficie construida de 78 m² y una distribución que aprovecha al máximo cada espacio, esta propiedad es una excelente oportunidad tanto para entrar vivir como para alquilar con una renta inmejorable en la zona. Su orientación y grandes ventanas aseguran una entrada constante de luz natural, destacando los techos altos que acentúan la sensación de amplitud en todas las estancias. La vivienda cuenta con dos dormitorios, un amplio baño completo, y un salón-comedor que, gracias a su distribución, puede transformarse en un espacio abierto y funcional. El suelo de parquet y la luminosidad de cada rincón de la casa son características que marcan la diferencia. Aunque el edificio no dispone de ascensor, el encanto y las posibilidades de esta propiedad compensan con creces esta particularidad. Además, su ubicación exterior a la emblemática Avenida de la Albufera garantiza unas vistas despejadas y una conexión inmejorable con el entorno urbano. El barrio de Numancia y el de San Diego son conocidos por su ambiente familiar, su oferta de servicios y su excelente comunicación con el resto de Madrid. La zona cuenta con colegios destacados como el Colegio Sagrada Familia, situado a menos de 10 kilómetros, y centros comerciales como el Centro Comercial Albufera Plaza, ideal para cubrir tus necesidades diarias. En cuanto al transporte público, las líneas de metro cercanas incluyen la Línea 1 (Alto del Arenal y Nueva Numancia), que conecta rápidamente con el centro de la ciudad. También dispones de varias líneas de autobuses urbanos como la 10, 24 y 310, así como la estación de cercanías Asamblea de Madrid-Entrevías, a pocos minutos en coche. Numancia y San Diego son barrios en constante revalorización, ideal tanto para vivir como para invertir. Su ambiente vibrante, su proximidad al centro de Madrid y su oferta de servicios los convierten en una opción muy atractiva para quienes buscan calidad de vida y rentabilidad. Desde 1983, en GILMAR nos hemos dedicado a ayudar a nuestros clientes a encontrar la casa de sus sueños. Con un equipo experto y una amplia trayectoria en el sector, somos líderes en el mercado inmobiliario gracias a nuestra dedicación y compromiso. Si deseas más información sobre esta vivienda con referencia 210376, no dudes en contactar con nuestro equipo de la oficina de Jerónimos-Retiro. Nos encontramos en la Avenida del Mediterráneo, 44, o puedes llamarnos al o escribirnos a. ¡Estamos aquí para ayudarte a encontrar tu próxima propiedad!",False,good,False,,3397.0,False,False,False,False,[],False,False,265000.0,€,,,flat,,"Numancia, Madrid",Piso en avenida de la Albufera,376210,2,True,Numancia,False,,,,
108497483,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/50/d1/df/1347002979.webp,24,225000.0,flat,sale,44.0,1,1,avenida de los Apóstoles,Madrid,Madrid,Latina,es,40.4048075,-3.7385893,False,https://www.idealista.com/inmueble/108497483/,"Funcional y bien distribuida vivienda de 44 m² ubicada en el dinámico barrio de Puerta del Ángel, en el distrito de Latina, Madrid. Ideal para personas solas, parejas o inversores, esta propiedad destaca por su comodidad y excelente aprovechamiento del espacio. Cuenta con un dormitorio acogedor, un baño completo en buen estado y una cocina totalmente equipada, lista para ser utilizada desde el primer día. La vivienda se encuentra en buen estado general, lo que permite entrar a vivir sin necesidad de reformas. Entre sus comodidades, incluye aire acondicionado con bomba de calor y frío, garantizando una temperatura confortable durante todo el año. También dispone de armarios empotrados y un práctico trastero, elementos que contribuyen a mantener el orden y optimizar el espacio disponible. Ubicación Puerta del Ángel es una zona con una excelente conexión a transporte público, acceso rápido al centro de Madrid y todo tipo de servicios: supermercados, zonas verdes, comercios, centros deportivos y culturales. A pesar de su animado entorno, ofrece un ambiente residencial tranquilo, ideal para quienes valoran la cercanía a la ciudad sin renunciar al confort del hogar.",True,good,False,,5114.0,False,True,False,False,[],False,False,225000.0,€,,,flat,,"Puerta del Ángel, Madrid",Piso en avenida de los Apóstoles,4b494979-9d53-4da5-9e1b-51300d32ab36,4,True,Puerta del Ángel,False,,,,
103810726,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8e/e9/30/1200882545.webp,43,1695000.0,chalet,sale,492.0,5,5,Barrio Peñagrande,Madrid,Madrid,Fuencarral,es,40.4765568,-3.7374003,False,https://www.idealista.com/obra-nueva/103810726/,"RESIDENCIAL PUERTA DE ESPAÑA 10 chalets en Puerta de Hierro (Madrid) •100% Personalizables •Desenchufados de la red eléctrica •Casa Gastro Osborne •Accesibilidad •Diseño de interiores incluido •Fachada vanguardista de piedra natural •Ascensor y 2 plazas de aparcamiento •Parcela privada •Varias tipologías de vivienda •450 m2 construidos y parcelas 200-500 m Si buscas una vivienda de diseño, desenchufada de la red eléctrica y ecológica al 100%, ¡contáctanos y descubre el hogar de tus sueños en Puerta de España!",True,newdevelopment,True,False,3445.0,True,False,False,False,[],False,False,1695000.0,€,True,True,chalet,semidetachedHouse,"Peñagrande, Madrid",Chalet pareado,PDE2-04,,,Peñagrande,,,,,
