propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,detailedType.subTypology,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,newDevelopmentFinished,parkingSpace.parkingSpacePrice
106879833,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4f/10/7a/1346655374.webp,17,1,724000.0,flat,sale,80.0,True,2,2,Barrio Peñagrande,Madrid,Madrid,Fuencarral,es,Peñagrande,40.4740377,-3.7380981,False,https://www.idealista.com/inmueble/106879833/,"Luminoso piso de obra nueva Engel & Völkers Mirasierra- Puerta de Hierro ( ) les presenta un luminoso piso con orientación este. En una urbanización de nueva construcción, encontramos esta vivienda con vistas a Puerta de Hierro, todas las comodidades, tanto interiores como exteriores. La propiedad consta de salón con grandes ventanales y cocina abierta. Dos dormitorios uno de ellos en suite y dos baños. Domotica instalada para el control de la vivienda con absoluta comodidad y eficacia. Ventanas de gran tamaño para el aprovechamiento total de la luz. Sistema de Aerotermia para calefacción con suelo radiante y refrescante. Aire acondicionado en toda la vivienda En el aspecto exterior, la vivienda se encuentra ubicada en una urbanización privada con servicios tales como piscina, espacio gourmet, área de gimnasio, pista de pádel y servicio de conserjería y mantenimiento 12 horas. La vivienda se completa con 1 plazas de garaje y trastero. Una vivienda para que los residentes gocen de la experiencia del lujo y la tranquilidad, en un entorno envidiable. Puerta de Hierro - Fuentelarreina está situada en el noroeste de Madrid, a tan sólo 10 minutos en autobús de Moncloa y Cuatro Caminos y en menos de media hora de la Puerta del Sol. Zona exclusiva de casas espectaculares rodeadas de vegetación y amplia seguridad. Puerta de Hierro está rodeada de numerosas zonas verdes como es el entorno natural del parque La Dehesa de la Villa, uno de los mayores de Madrid con una extensión de 700.000 m2 que alberga más de 6.000 árboles. En definitiva, un espacio natural transformado e incorporado a la ciudad, que constituye un lugar privilegiado del que directamente se benefician unos 124.600 madrileños. Por otro lado, la urbanización se encuentra próxima al Centro Comercial La Vaguada y al Club Social Puerta de Hierro, el Real Club de Golf Puerta de Hierro y otros equipamientos comerciales y educacionales.",False,good,False,True,9050.0,False,False,False,True,[],False,False,724000.0,€,,,,flat,"Peñagrande, Madrid",Piso,W-02Y3U3,,True,True,,
108129566,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/13/a1/64/1334777900.webp,37,bj,1095000.0,flat,sale,103.0,True,3,3,calle de Alfonso X,Madrid,Madrid,Chamberí,es,Almagro,40.4347495,-3.693892,False,https://www.idealista.com/inmueble/108129566/,"En una de las zonas más elegantes y codiciadas de Madrid, Pontblanc presenta esta vivienda completamente reformada en la calle Alfonso X, corazón del barrio de Almagro.  Con 90 m² construidos de vivienda (sin contar zonas comunes), esta propiedad en esquina ofrece una distribución funcional y luminosa: tres habitaciones dobles, tres baños completos —incluyendo uno en suite— y una zona social abierta que integra cocina, salón y comedor con una altura de techos de 2,80 m.  Ubicada en un bajo exterior con orientación norte y oeste, la vivienda ha sido reformada íntegramente en mayo de 2024 por los propietarios para su propio uso, utilizando materiales de calidad: electrodomésticos Bosch, calefacción central con consumo individualizado, aire acondicionado por conductos y caldera nueva.  El edificio, con fachada de ladrillo de 1939, cuenta con ascensor, portero físico y solo dos vecinos por planta. La ubicación es inmejorable, a pasos de Miguel Ángel, Rubén Darío y el puente de Juan Bravo. Actualmente está alquilada y en rentabilidad. Ideal para vivir con estilo o invertir con seguridad.  ¿Te gustaría visitarla?",True,good,False,True,10631.0,True,False,False,False,[],False,False,1095000.0,€,,,,flat,"Almagro, Madrid",Piso en calle de Alfonso x,,,,,,
107987613,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/54/e3/68/1330336003.webp,13,4,1190000.0,flat,sale,75.0,True,1,1,Barrio Recoletos,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4284236,-3.6860253,False,https://www.idealista.com/inmueble/107987613/,"Fortuny Madrid Real Estate ofrece en el prestigioso barrio de Recoletos, en pleno corazón del distrito de Salamanca, esta cuidada y luminosa vivienda de 75 m², recientemente reformada con un diseño actual y funcional. Situada en una finca representativa, ofrece una combinación perfecta entre confort, estilo y ubicación. La propiedad dispone de un dormitorio exterior con vistas a la calle, lo que aporta luminosidad y amplitud. Además, cuenta con un despacho independiente, ideal como zona de teletrabajo o estudio, y un baño completo de diseño moderno. La cocina, totalmente equipada, ha sido pensada para ofrecer la máxima funcionalidad sin renunciar al estilo, aprovechando cada rincón de la vivienda con una distribución eficiente. La propiedad incluye una valiosa plaza de garaje en la misma finca y un trastero, elementos especialmente demandados en esta exclusiva zona de Madrid. Una excelente oportunidad para vivir o invertir en una de las zonas más cotizadas de la capital, rodeada de servicios, comercios de lujo, restauración y con excelentes conexiones de transporte. La gran mayoría de los inmuebles que tenemos en esta zona solo se encuentran en nuestra web. Visite nuestra página y descubra exclusivas viviendas. Fortuny Madrid Real Estate es una empresa con sólida experiencia formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes nacionales e internacionales. Somos un referente en el mercado español, ofreciendo un servicio completo con viviendas residenciales de alta calidad y una amplia gama de servicios inmobiliarios, cubriendo tanto el área privada como el área comercial para conseguir que personas físicas jurídicas, instituciones e inversores queden plenamente satisfechos con nuestros servicios.",False,good,False,True,15867.0,False,False,False,False,[],False,False,1190000.0,€,,,,flat,"Recoletos, Madrid",Piso,PIS9285,,True,True,,
107260577,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e1/86/fd/1307940372.webp,44,3,865000.0,duplex,sale,280.0,True,6,4,Barrio Yucatán- Las Cornisas,Madrid,Las Rozas de Madrid,Yucatán- Las Cornisas,es,Yucatán- Las Cornisas,40.4818369,-3.857718,False,https://www.idealista.com/inmueble/107260577/,"Espectacular piso dúplex abuhardillado. Con un total de 280 m², se distribuye de la siguiente manera: DISFRUTARAS DE UN AMBIENTE SERENO SIN RUIDO NI ACCESO VISUAL AL TRAFICO  - Planta Baja: Grandísimo salón comedor, cuenta con una chimenea, perfecta para crear un ambiente cálido. Amplia cocina independiente, con un práctico office y zona de lavadero. 2 habitaciones y un cuarto de baño. - Planta Superior: La planta de arriba, abuhardillada, y alberga 4 dormitorios dobles. De estos dormitorios, 3 cuentan con baño en suite, diseñados con acabados modernos y funcionales. Este piso también incluye: - Piscina:  - Calefacción central - Aire acondicionado por conducto - Garaje doble: Espacio suficiente para dos vehículos. - Trastero:.",False,good,False,True,3089.0,True,False,False,False,[],False,False,865000.0,€,,,,flat,"Yucatán- Las Cornisas, Las Rozas de Madrid",Dúplex,AR02993,duplex,True,True,,
108639934,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5a/aa/53/1350727119.webp,4,,268150.0,duplex,sale,113.0,True,3,2,Loeches,Madrid,Loeches,,es,,40.382735,-3.407961,False,https://www.idealista.com/obra-nueva/108639934/,"Edificio ente medianeras que consta de planta sótano, planta baja, 1ª planta y bajo cubierta. La edificación cuenta con piscina y zonas comunes. Consta de pisos y dúplex, plazas de aparcamiento y trasteros.",False,newdevelopment,True,True,2373.0,True,False,False,False,[],False,False,268150.0,€,,,,flat,Loeches,Dúplex,Vivienda 9,duplex,True,True,False,
108639908,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b2/07/a9/1350727270.webp,4,,246698.0,duplex,sale,136.0,True,2,3,Loeches,Madrid,Loeches,,es,,40.3820727,-3.4075623,False,https://www.idealista.com/obra-nueva/108639908/,"Edificio ente medianeras que consta de planta sótano, planta baja, 1ª planta y bajo cubierta. La edificación cuenta con piscina y zonas comunes. Consta de pisos y dúplex, plazas de aparcamiento y trasteros.",False,newdevelopment,True,True,1814.0,True,False,False,False,[],False,False,246698.0,€,,,,flat,Loeches,Dúplex,Vivienda 2,duplex,True,True,False,
106297185,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/af/67/5c/1355309524.webp,54,,2300000.0,chalet,sale,1280.0,,14,10,Ciudalcampo,Madrid,Ciudalcampo,,es,,40.6231675,-3.6091847,False,https://www.idealista.com/inmueble/106297185/,"Kensington La Moraleja presenta una oportunidad excepcional para inversores y amantes del lujo: una villa independiente que no solo redefine el concepto de exclusividad, sino que ofrece una oportunidad inigualable para invertir en co-living en Madrid. Con sus 1.280 m² construidos sobre una espectacular parcela, esta propiedad es perfecta para ser transformada en un edificio para co-living en Madrid, maximizando el retorno de inversión a través de hasta seis viviendas independientes con zonas comunes de alto nivel. Una Inversión Estratégica en Co-Living de Lujo La propiedad cuenta con un diseño arquitectónico único que permite la creación de múltiples unidades residenciales independientes dentro de un mismo complejo, convirtiéndola en una oportunidad ideal para inversores en co-living de lujo. Este modelo de vivienda está en auge entre expatriados, influencers, empresarios digitales y teletrabajadores que buscan una residencia con espacios privados y servicios compartidos en un entorno exclusivo. Un Espacio Único para el Co-Living Gracias a su distribución, esta villa se presta a una adaptación óptima para un co-living de alto nivel, con unidades independientes y espacios comunes que fomentan el bienestar y la interacción. Se podrían configurar hasta seis apartamentos privados con acceso a zonas compartidas como gimnasio, spa, piscina, salas de coworking y cine privado. Características que potencian el co-living: 14 habitaciones, de las cuales 5 son suites con vestidor. Salón principal con techos altos, chimenea y ventanales panorámicos. Espacios multiusos ideales para teletrabajo, reuniones y networking. Instalaciones Exclusivas para un Co-Living de Lujo El diseño de esta propiedad permite disfrutar de áreas comunes de primer nivel, esenciales para atraer a residentes de alto poder adquisitivo que buscan una experiencia de vida premium. Algunas de estas instalaciones incluyen: Piscina de gran tamaño con zona de solárium. Pista de pádel reglamentaria. Jardines privados con zonas de descanso Áreas para eventos sociales, como barbacoa y terrazas amplias. Seguridad y Privacidad de Alto Nivel: - La seguridad es una prioridad en este tipo de inversión, y esta villa ofrece la posibilidad de crear un refugio antinuclear o una habitación del pánico, brindando un valor añadido a aquellos que buscan la máxima protección. - Además, se encuentra en Ciudalcampo, una urbanización segura, con vigilancia 24 horas y control de accesos. - Ubicación Estratégica Esta villa ofrece un equilibrio perfecto entre privacidad, naturaleza y cercanía a los principales puntos de interés de Madrid: A minutos de la A-1, con acceso rápido al centro de Madrid. Cercana a colegios internacionales de renombre, clubes de golf y hípica. A poca distancia del Aeropuerto de Madrid-Barajas e IFEMA. Rentabilidad y Potencial de Crecimiento La demanda de co-living de lujo en Madrid sigue en auge, lo que convierte esta propiedad en una inversión altamente rentable. Con la posibilidad de dividir la villa en seis unidades independientes, los propietarios pueden maximizar ingresos a través de alquileres premium a largo plazo o estancias flexibles adaptadas a las necesidades del mercado actual. ¿Por qué invertir en co-living en Madrid? - Creciente demanda de alojamiento flexible para profesionales y expatriados.  - Mayor rentabilidad en comparación con alquileres tradicionales. - Oportunidad de revalorización a mediano y largo plazo. Esta villa es mucho más que una propiedad de lujo: es una oportunidad estratégica para invertir en co-living en Madrid y capitalizar en un mercado en crecimiento. Si buscas un edificio para co-living en Madrid con altos estándares de exclusividad y rentabilidad, esta es la mejor opción.",True,renew,False,,1797.0,True,False,False,False,[],False,False,2300000.0,€,,,,chalet,Ciudalcampo,Casa independiente,KELM603,independantHouse,True,True,,
108342100,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5f/ba/72/1341268514.webp,12,2,169000.0,flat,sale,54.0,True,2,1,calle María Jesús,Madrid,Madrid,Carabanchel,es,San Isidro,40.3972933,-3.73473,False,https://www.idealista.com/inmueble/108342100/,"Inmobiliarias Encuentro vende en Exclusiva este estupendo piso en segunda planta, ubicado en el tranquilo y bien comunicado barrio de San Isidro. La vivienda, ideal para quienes buscan personalizar su nuevo hogar, se encuentra para reformar, lo que ofrece una excelente oportunidad para adaptarla a tu gusto y necesidades. El inmueble cuenta con dos dormitorios de buen tamaño, un cuarto de baño completo equipado con bañera y mampara, salón con acceso a terraza que aporta luminosidad y un espacio exterior ideal para disfrutar del aire libre, y una cocina independiente y equipada, con posibilidades de actualización. Entre sus calidades destacan los suelos de gres, fáciles de mantener, y las ventanas de aluminio, que garantizan durabilidad y buen aislamiento. La finca pertenece a una comunidad tranquila, ideal para familias, parejas o personas que buscan un entorno apacible sin alejarse del centro. Situado en una zona con excelente comunicación, tanto en transporte público como en acceso por carretera, y a pocos minutos caminando de Madrid Río, un entorno perfecto para pasear, hacer deporte o disfrutar del ocio al aire libre. Una oportunidad única de vivir en una zona consolidada de Madrid, con todos los servicios a mano y grandes posibilidades de reforma. ¡No dejes pasar esta ocasión! *Imagenes renderizadas por un programa de diseño* si necesita vender su inmueble para adquirir este u otro inmueble publicado contacte con nosotros disponemos del servicio //""CAMBIA DESCANSA""// la solución perfecta para cuadrar los plazos de venta de su vivienda y entrega del nuevo inmueble. Financiación a tu medida con fimoo tendrás los mejores tipos de interés y hasta el cien por cien de financiación. Consulta nuestras condiciones  Entra en nuestra web y reserva este piso en tan solo 2 minutos con nuestro servicio ireserva.",True,renew,False,False,3130.0,True,False,False,False,[],False,False,169000.0,€,,,,flat,"San Isidro, Madrid",Piso en calle María Jesús,IE07-MJESUS,,,,,
106803647,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/83/85/c4/1294500492.webp,37,2,750000.0,duplex,sale,76.0,True,1,2,calle de la Cuesta del Cerro,Madrid,La Moraleja,El Soto de la Moraleja,es,,40.5215342,-3.6353455,False,https://www.idealista.com/inmueble/106803647/,"Te presentamos este espectacular dúplex totalmente reformado, que fusiona a la perfección elegancia y confort en uno de los barrios más exclusivos de Madrid, el Soto de la Moraleja.  Ubicado en una urbanización cerrada con servicio de portería, esta propiedad ofrece amplias zonas comunes y una piscina para disfrutar de momentos de relax en un entorno seguro y privado. Con orientación oeste, el inmueble se beneficia de una luz natural inigualable, lo que realza la amplitud de cada habitación y ofrece vistas despejadas. El salón de generosas dimensiones y la cocina abierta, equipada con electrodomésticos de última generación, crean un ambiente perfecto para convivir y disfrutar de la vida diaria. El dormitorio principal es un auténtico refugio, con baño en suite y armarios empotrados que maximizan el espacio de almacenamiento. Además, cuenta con dos plazas de aparcamiento, una de ellas en el interior del edificio, para mayor comodidad. La ubicación es inmejorable, cerca de los mejores colegios internacionales, lo que la convierte en la opción ideal para familias que buscan calidad de vida y accesibilidad. El dúplex está completamente equipado con calefacción y aire acondicionado, listo para entrar a vivir. ¡No dejes pasar la oportunidad de conocer esta joya inmobiliaria! Solicita tu visita directamente con los propietarios y haz de este dúplex tu nuevo hogar.",True,good,False,False,9868.0,True,False,False,False,[],False,False,750000.0,€,,,,flat,"El Soto de la Moraleja, La Moraleja",Dúplex en calle de la Cuesta del Cerro,CUESTA DEL CERRO VENTA,duplex,True,True,,
108541333,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/65/3c/48/1347960954.webp,33,7,900000.0,flat,sale,112.0,True,3,2,calle de la Poeta Ángela Figuera,Madrid,Madrid,Chamberí,es,Vallehermoso,40.4452811,-3.7118626,False,https://www.idealista.com/inmueble/108541333/,"SOLHOUSES vende esta exclusiva vivienda en la zona de Vallehermoso, Chamberí. La vivienda cuenta con 112 m2 La vivienda se distribuye en,  - Gran Cocina con lavadero tendedero independiente a patio de comunidad. Posibilidad de unir la terraza para ampliar aún más la cocina. - con 3 habitaciones aunque en origen eran 4. Todas las habitaciones cuentan con armarios empotrados. - Salón comedor con dos ambientes bien diferenciados con acceso a terraza a través del salón. Dos amplios ventanales, razón por la que esta estancia tiene una gran luminosidad 2 baños, cómodo recibidor y amplio salón con salida a terraza cubierta. (Posibilidad de abrirla) Calefacción central. La vivienda está para actualizar y dispone de muchas posibilidades de re distribución gracias a la amplitud y los muros que tiene. Finca con conserje y 2 ascensores. Además la casa dispone de una plaza de garaje en el mismo portal incluida en el precio.  Ubicada en el céntrico barrio de Chamberí, en una de las calles más representativas de este barrio. Concretamente en la calle Poeta Angela Figuera, junto a la delegación de hacienda y guardia civil. Metro Guzman el Bueno a escasos metros. Rodeado de todo tipo de servicios, como colegios centros de salud y el famoso mercado de Chamberí. Además, cuenta con una amplia red de transportes. NO COBRAMOS HONORARIOS A LA PARTE COMPRADORA.",False,good,False,True,8036.0,True,False,False,False,[],False,False,900000.0,€,,,,flat,"Vallehermoso, Madrid",Piso en calle de la Poeta Ángela Figuera,JU250620PA,,True,True,,
108780177,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/69/32/ff/1354921809.webp,19,ss,370000.0,flat,sale,63.0,True,3,1,calle de Fernando el Católico,Madrid,Madrid,Chamberí,es,Gaztambide,40.4354641,-3.7160531,False,https://www.idealista.com/inmueble/108780177/,"VOhome Propiedades, pone a disposición una buena oportunidad de compra. Somo especialistas en cambios de vivienda, consúltenos! 91_032_73_67  Vivienda semisótano de 64 m² con luz natural en Chamberí  Se vende vivienda de 64 m² construidos en planta semisótano con 3 habitaciones y grandes ventanas a la calle, lo que aporta una excelente luz natural. Situada en la Calle Fernando el Católico entre las calle Hilarión Eslava y Calle Gaztambide, en pleno barrio de Chamberí (Madrid), una de las zonas más demandadas de la capital. La vivienda cuenta con una reforma reciente en suelos y paredes contra humedades. Cocina y baño pendientes de actualizar, ideal para personalizar al gusto del comprador. Además cuenta con un pequeño wc en la entrada de la vivienda. Ubicación privilegiada, con todos los servicios a pocos pasos: Metro Moncloa e Islas Filipinas Supermercados (Mercadona, Día, Ahorramás) Mercado de Vallehermoso y calle Ponzano (gastronomía y ocio) Museos, teatros, centros culturales y zonas verdes como Parque de Santander y Plaza de Olavide Una excelente oportunidad tanto para vivir como para invertir en una zona consolidada y con alta rentabilidad. Ascensor aprobado, desde portal hasta planta entresuelo, no salvando las escaleras de acceso desde calle a portal que son unos 6 peldaños. No incluidos en el precio gastos notariales, ITP, registro de la propiedad, honorarios de agencia. Consúltenos.",False,renew,False,False,5873.0,False,False,False,False,[],False,False,370000.0,€,,,,flat,"Gaztambide, Madrid",Piso en calle de Fernando el Católico,,,,,,
107923284,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/35/75/72/1328595063.webp,30,,340000.0,chalet,sale,200.0,,5,3,calle de la Estrella,Madrid,Torrelaguna,,es,,40.8291329,-3.5384109,False,https://www.idealista.com/inmueble/107923284/,"CIRCULAR AGENTES INMOBILIARIOS gestiona en exclusiva la venta de esta magnífica CASA SEÑORIAL en el centro histórico de Torrelaguna. Totalmente reconstruida en 2008, esta propiedad combina a la perfección los toques antiguos con un diseño moderno, conservando elementos originales del siglo XIV como la piedra y las vigas de madera.  Ubicada en unos de los pueblos más bonitos de la Comunidad de Madrid, declarado Conjunto Histórico Artístico Nacional.  Con una ubicación privilegiada a solo 35 minutos de Madrid, es ideal para quienes buscan un refugio tranquilo sin renunciar a la cercanía de la capital. La casa cuenta con un acogedor patio de entrada semicubierto que da la bienvenida a sus visitantes. En la planta inferior, se encuentra un amplio salón que invita a disfrutar de momentos inolvidables, junto con un dormitorio con baño en suite, una cocina totalmente equipada, despensa y aseo.  La planta superior alberga cuatro dormitorios, todos con armarios empotrados, y dos baños completos, uno de ellos en suite. Además, se ofrece un trastero y una terraza perfecta para relajarse al aire libre. Desván accesible mediante escalera extensible. Con 200 m² construidos, esta casa es perfecta para familias que buscan espacio y comodidad.  La ubicación es inmejorable, con servicios cercanos como centro de salud, escuelas, polideportivo.. . No dejes pasar la oportunidad de vivir en una casa que combina historia y modernidad en un entorno único.  ¡Ven a visitarla y enamórate de tu nuevo hogar! ¡APROVECHA NUESTRA PROMOCION! VENDE TU INMUEBLE CON NOSOTROS Y OBTÉN GRATIS UN VIAJE PARA DOS PERSONAS SIN SORTEOS.",False,good,False,,1700.0,True,False,False,False,[],False,False,340000.0,€,,,,chalet,Torrelaguna,Casa independiente en calle de la Estrella,,independantHouse,True,True,,
108250253,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/28/fe/6e/1338463430.webp,13,1,393000.0,flat,sale,83.0,True,3,1,calle de Clara del Rey,Madrid,Madrid,Chamartín,es,Prosperidad,40.4436854,-3.6705287,False,https://www.idealista.com/inmueble/108250253/,"PISO EXCLUSIVO SOLO PARA INVERSORES. POR FAVOR, ANTES DE LLAMAR LEER EL ANUNCIO  ""ALMANOVA EVOLUCIÓN INMOBILIARIA “Nuestra alma renació para evolucionar el concepto de la gestión inmobiliaria a un modelo más eficiente"" Adecuando los precios a cada momento de mercado. ¡Evolucionamos el barrio desde el año 2004, junto a ti! Ofrecemos en esta ocasión piso en primera planta con ascensor y servicio de conserjería. Calefacción central. Vestíbulo, salón, 3 dormitorios, cocina, baño y terraza exterior.  Superficie: 83 m2. ESTADO: HABITADO CON INQUILINA (edad 77 años) de renta vitalicia pagando 800€ al mes.  El precio de mercado sin carga estaría entorno a 500.000€, lo que convierte a esta compra en una oportunidad para inversores. La vivienda destaca por su buena distribución y su agradable luz natural. Se encuentra a 4 minutos del Metro Prosperidad (línea 4). Ubicada en el barrio Prosperidad, conocido por su ambiente tranquilo y familiar, con una amplia oferta de servicios y comercios. Cerca encontrarás supermercados, comercios, centros de salud como el Centro de Salud Santa Hortensia. Cumplimos 20 años en el barrio prestando un servicio sincero y eficaz a nuestros vecinos. Contamos con 2 oficinas a su disposición en las principales columnas vertebrales del barrio, Calle Atocha 28, \""la esquina\"" (enfrente de la Parroquia de San Sebastián) y Calle Huertas 57, llegando al Paseo Del Prado. ¿QUIERES SABER CUÁNTO VALE TU INMUEBLE? NUESTRO PRINCIPAL VALOR ES LA CLARIDAD CON FUNDAMENTO. Solicita tu valoración profesional y gratuita. ¡Vende ahora, no pierdas el momento! ¡Somos la evolución inmobiliaria! Trabajamos precio justo, no nos equivocamos. Nuestro trabajo no es publicar inmuebles sino venderlos y en menos de 60 días. ¡Comprueba nuestra eficacia, demostrable! Desde el año 2004 junto a ti! Confíe en los que más tiempo llevan en el barrio.",False,good,False,True,4735.0,True,False,False,False,[],False,False,393000.0,€,,,,flat,"Prosperidad, Madrid",Piso en calle de Clara del Rey,A-CLREY,,,,,
108049308,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fc/57/99/1343653909.webp,26,1,1300000.0,flat,sale,170.0,True,3,2,calle de la Fuente del Berro,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.425007,-3.6710922,False,https://www.idealista.com/inmueble/108049308/,"Magnífico piso en zona Goya con 3 dormitorios y 2 baños.  El dormitorio principal es en suite y tiene un gran vestidor. La zona de salón y comedor cuenta con una gran cocina abierta con una isla ideal para comidas y desayunos. Cuarto de lavandería que podría modificarse en 1 baño más si se necesitara un tercer cuarto de baño. Esta propiedad es su podría segregarse en 2 pisos. Todas las instalaciones están preparadas para llevar a cabo dicha segregación.  Ubicado en el barrio de Goya muy próximo al Parque del Retiro, cuenta además con una gran oferta de servicios, restaurantes, comercios, gimnasios? €?.",True,good,False,True,7647.0,True,False,False,False,[],False,False,1300000.0,€,,,,flat,"Goya, Madrid",Piso en calle de la Fuente del Berro,691,,,,,
108778062,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a6/89/0c/1355089221.webp,14,bj,490000.0,flat,sale,58.0,False,2,1,"calle de Vallehermoso, 52",Madrid,Madrid,Chamberí,es,Arapiles,40.4358263,-3.7082939,True,https://www.idealista.com/inmueble/108778062/,"DIRECTAMENTE CON LA PROPIEDAD, SIN COMISIONES ABSTENERSE AGENCIAS **Piso en venta en el corazón de Chamberí** Descubre este espectacular piso en pleno proceso de reforma, que estará disponible a partir de mitad de agosto. Situado en una finca de estilo señorial, este hogar ha sido rehabilitado con las máximas calidades y está completamente equipado y amueblado. Con una superficie construida de 58 m², ofrece un amplio salón ideal para reuniones familiares y dos acogedores dormitorios con armarios empotrados. La cocina es un sueño hecho realidad para los amantes de la gastronomía, equipada con electrodomésticos de diseño integrados que combinan funcionalidad y estética. El baño, elegante y funcional, cuenta con sanitarios en blanco y grifería de alta calidad, creando un ambiente moderno y acogedor. Además, disfrutarás de un patio interior privativo de 12 m², perfecto para relajarte al aire libre. Este piso destaca por su excelente iluminación y aislamiento, gracias a las ventanas de alta calidad con persianas motorizadas. La tabiquería en Pladur proporciona un confort térmico y acústico excepcional, mientras que la climatización por bomba de calor reversible asegura un ambiente agradable durante todo el año. La iluminación LED eficiente contribuye a un bajo consumo energético, ideal para quienes buscan sostenibilidad. Ubicado cerca de las paradas de Metro de Canal, Islas Filipinas y Quevedo, este piso es perfecto para disfrutar de la vibrante vida de Chamberí. Con portero físico disponible todo el día y ascensor, la comodidad está garantizada. No pierdas la oportunidad de adquirir este hogar único que combina elegancia, confort y una ubicación inmejorable. ¡Contáctanos para más información y no te quedes sin visitarlo!",False,good,False,True,8448.0,True,False,False,False,[],False,False,490000.0,€,,,,flat,"Arapiles, Madrid","Piso en calle de Vallehermoso, 52",,,,,,
108345849,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d9/75/7e/1345604599.webp,30,1,1700000.0,flat,sale,250.0,True,4,5,calle de las Huertas,Madrid,Madrid,Centro,es,Huertas-Cortes,40.4146477,-3.6990258,False,https://www.idealista.com/inmueble/108345849/,"Te presentamos una auténtica joya en el corazón de Madrid. Un piso exclusivo de 250 m² en el barrio de Huertas, a pasos de Sol, que combina diseño, historia y confort moderno con una distribución perfecta para vivir en familia. Ubicado en una finca clásica con ascensor, este piso ha sido completamente renovado con materiales nobles y acabados de alto nivel. El salón principal impresiona con sus techos altos, iluminación indirecta, suelos de roble en espiga y tres balcones exteriores que inundan el espacio de luz natural y carácter. La cocina abierta con isla central ha sido diseñada con madera natural, mármol veteado pulido y mobiliario a medida. Un espacio donde el estilo y la funcionalidad conviven a la perfección. La zona privada ofrece cuatro habitaciones en suite, todas con baño privado. La suite principal y la segunda habitación cuentan con vestidor independiente. Los baños, diseñados con porcelánico efecto ónix, grifería dorada de inspiración clásica y piezas sanitarias de diseño, son un auténtico spa privado dentro de casa. El sistema de climatización por conductos permite regular la temperatura de cada estancia individualmente. Como broche de oro, este piso cuenta con una terraza privada en la azotea, perfecta para barbacoas, cenas al atardecer o simplemente disfrutar de las vistas abiertas al skyline de Madrid, con total privacidad. Un hogar único para quienes valoran el diseño, la calidad y la vida urbana con espacio y privacidad. Ideal para familias que buscan vivir en el centro sin renunciar al lujo y la tranquilidad. ¡Contáctanos para más información y agenda tu visita!",True,good,False,True,6800.0,True,False,False,False,[],False,False,1700000.0,€,,,,flat,"Huertas-Cortes, Madrid",Piso en calle de las Huertas,,,,,,
