propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,detailedType.subTypology,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,newDevelopmentFinished,parkingSpace.parkingSpacePrice
104699707,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/02/b7/79/1228952616.webp,34,,1060000.0,chalet,sale,414.0,,4,3,"calle San Luis de Potosí, 10",Madrid,Torrelodones,El Gasco,es,,40.564409,-3.947418,True,https://www.idealista.com/inmueble/104699707/,"Chalet independiente en dos plantas de estilo rústico con una superficie de 414 m² construidos en parcela de 2.450 m², ubicado en la urbanización El Gasco, en un privilegiado emplazamiento lindando con el Parque Regional del Curso Medio del Guadarrama. Amplio jardín perfectamente consolidado con gran variedad de vegetación autóctona y piscina de gran tamaño, con depuración salina. Goza de una total privacidad y buenas vistas. La distribución de la planta principal gira alrededor de un amplio hall abierto al salón comedor con acceso al jardín por varios frentes del mismo. Aseo de cortesía, amplia cocina con salida al jardín, con comedor de diario, zona de trabajo y acceso a cuarto de lavado y plancha. Dispone de cuatro dormitorios, dos de ellos en suite, con amplios armarios y baños completos. En planta sótano se ubica una amplia bodega, sala con sauna, ducha nórdica, almacén y sala de caldera. Tiene una casita de piedra independiente perfectamente integrada en el entorno, con un salón con chimenea y aseo. Zona de barbacoa con horno de leña. Garaje para dos coches con amplia zona de parking. Vivienda con unos criterios de calidad muy superiores a los estándares más exigentes. Aislamiento térmico en todas las fachadas. Carpintería exterior en PVC Krommerling con tonalidad en blanco; e interior en madera rústica maciza molduradas con cuarterones. Suelos de barro de Toledo en todas las estancias. Pintura lisa en tonos claros. Vivienda muy luminosa con techos altos y espacios diáfanos. Calefacción y agua caliente con caldera de pellets con silo de almacenaje y distribución por suelo radiante. Jardín con amplia pradera de césped, riego automático, aljibe con recogida de aguas y amplia zona dedicada a huerto. Mejoras realizadas en 2018: Aire acondicionado en dormitorio principal. Ventiladores de techo en resto de dormitorios. Termostatos nuevos en todas las estancias. Iluminación de led tanto en la vivienda como en el jardín. Alarma con detectores de apertura en todas las puertas de acceso…. Vivienda con un encanto especial.",False,good,False,,2560.0,False,False,False,False,[],False,False,1060000.0,€,,,,chalet,"El Gasco, Torrelodones","Casa independiente en calle San Luis de Potosí, 10",MG252,independantHouse,True,True,,
106277755,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f7/d4/bf/1277995514.webp,20,en,850000.0,flat,sale,89.0,True,2,2,calle de Larra,Madrid,Madrid,Centro,es,Chueca-Justicia,40.4260314,-3.6995446,False,https://www.idealista.com/inmueble/106277755/,"HOUSELY CONSULTING presenta esta espectacular propiedad de 89m2 recién reformada para estrenar. ¡Descubre tu nueva vivienda REFORMADA en el corazón del barrio de Justicia! Esta vivienda de 89 m², completamente reformada con las mejores calidades, te ofrece una combinación perfecta de modernidad y encanto histórico. Ubicada en un edificio de 1940, esta joya se entrega lista para entrar a vivir. El piso cuenta con 2 dormitorios, 2 baños, armarios empotrados, ideal para una vida cómoda y funcional. Por lo que podrás estrenar tu nuevo hogar muy pronto. Además, es apta para personas con movilidad reducida, lo que garantiza accesibilidad para todos. Situado en la entreplanta de un edificio con ascensor, esta vivienda exterior te ofrece calefacción eléctrica y aire acondicionado para tu máximo confort.  No pierdas la oportunidad de vivir en una de las zonas más exclusivas y vibrantes de la ciudad. ¡Contáctanos y ven a conocer tu futuro hogar! Ponte en contacto con nosotros para encontrar las mejores viviendas de Madrid, disponemos de muchas viviendas off-market que no están publicadas. HOUSELY CONSULTING.",True,good,False,True,9551.0,True,False,False,False,[],False,False,850000.0,€,,,,flat,"Chueca-Justicia, Madrid",Piso en calle de Larra,,,,,,
104126841,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/04/b7/c0/1333647246.webp,11,4,147500.0,flat,sale,59.0,True,3,1,calle Cartaya,Madrid,Móstoles,Centro,es,,40.3198726,-3.8615417,False,https://www.idealista.com/inmueble/104126841/,"INMUEBLE OCUPADO Actualmente, no es posible realizar visitas al interior del inmueble. Las fotografías pueden no reflejar el estado actual de la propiedad. Fecha de fin de contrato: 11/2027 Este piso se encuentra en Calle Cartaya, 28938, Móstoles, Madrid, en la zona del CENTRO, en la planta 4 de una FINCA SIN ASCENSOR. Es un piso, construido en el año 1974, que tiene 59 m2 de los cuales 50 m2 son útiles y dispone de 3 habitaciones y 1 baño. Ubicado en el centro de Móstoles, cerca de todos los comercios y servicios necesarios. Imposibilidad de visita interior. Las fotografías pueden no corresponderse con el estado actual del inmueble. Soluciones a su medida.",False,good,False,False,2500.0,True,False,False,False,[],False,False,147500.0,€,,,,flat,"Centro, Móstoles",Piso en calle Cartaya,FHOG-2432,,,,,
108873378,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2d/6f/cf/1357600500.webp,36,3,519000.0,flat,sale,84.0,True,2,1,CL SANTA MARIA,Madrid,Madrid,Centro,es,Huertas-Cortes,40.4116729,-3.6967903,False,https://www.idealista.com/inmueble/108873378/,"Vivienda luminosa con potencial de reforma en edificio clásico en el Barrio de Las Letras Desde NOVARA BOUTIQUE presentamos esta vivienda de 84 m² construidos, situada en la tercera planta exterior de un edificio de 1907 sin ascensor, ubicado en Calle de Santa María, en pleno centro de Madrid. Una propiedad con excelente ubicación y múltiples posibilidades de redistribución, ideal para quienes buscan reformar a medida en una de las zonas más cotizadas del distrito Centro. Distribución y características interiores La vivienda cuenta con dos dormitorios, un baño y una distribución funcional, con estancias bien proporcionadas y gran luminosidad gracias a su orientación y altura. Al tratarse de una tercera planta exterior, recibe luz natural en todas las estancias principales. Se encuentra en estado para actualizar, con potencial para adaptarse a distintos estilos de vida. NOVARA BOUTIQUE pone a disposición de los interesados un anteproyecto de reforma actualmente en desarrollo, y ofrece asesoramiento completo a través de su estudio de arquitectura. Ubicación Calle de Santa María se encuentra en el corazón del Barrio de Las Letras, una de las zonas más emblemáticas y vivas de Madrid, a escasa distancia del Paseo del Prado, Museo Reina Sofía, CaixaForum, estación de Atocha y el Parque del Retiro. El entorno cuenta con una amplia oferta cultural, gastronómica, comercial y está perfectamente comunicado por metro, cercanías y múltiples líneas de autobús. Una oportunidad real para diseñar tu vivienda a medida en una de las ubicaciones más demandadas de Madrid. Visitas sin compromiso.",False,good,False,False,6179.0,False,False,False,False,[],False,False,519000.0,€,,,,flat,"Huertas-Cortes, Madrid",Piso en Cl Santa Maria,,,,,,
107430759,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b8/19/8f/1312459032.webp,91,,599000.0,chalet,sale,514.0,,4,4,calle Granado y Naranjo,Madrid,Valdemorillo,Mojadillas - Parque de las Infantas - El Paraiso,es,,40.5286258,-4.06545,False,https://www.idealista.com/inmueble/107430759/,"Descubre el hogar de tus sueños en la exclusiva Urbanización El Paraíso, Valdemorillo, Madrid. Esta impresionante casa independiente reformada hace 6 meses casi en su totalidad, te ofrece un entorno residencial tranquilo, rodeado de naturaleza y con vistas panorámicas que te dejarán sin aliento. Con una excelente comunicación, estarás a solo 30 minutos de Madrid, disfrutando de mejoras recientes en los accesos. La vivienda, con 514 m² construidos, se distribuye en tres alturas. En la planta calle, un amplio recibidor te da la bienvenida, seguido de un salón con chimenea, un despacho ideal para trabajar desde casa, un aseo y una gran cocina, además de un espectacular patio interior. La planta superior alberga un salón galería, cuatro habitaciones y tres baños, perfectos para la comodidad de toda la familia. En la planta baja, encontrarás 196 metros destinados a 3 plazas de aparcamiento con puerta automática individual para cada uno, almacén y un pequeño invernadero. Además, la parcela de 1.300 m² cuenta con jardines privados, ideal para disfrutar del aire libre. La urbanización ofrece seguridad privada 24 horas y un club social para tu disfrute. Construida en 1993 y en muy buen estado ya que acaba de ser remodelada casi por completo, esta casa es perfecta como primera o segunda residencia. Dispone armarios empotrados, terraza, balcón y trastero. No pierdas la oportunidad de vivir en este enclave único que combina naturaleza y comodidad a la perfección. ¡Ven a conocerla!",True,good,False,,1165.0,True,False,False,False,[],False,False,599000.0,€,,,,chalet,"Mojadillas - Parque de las Infantas - El Paraiso, Valdemorillo",Casa independiente en calle Granado y Naranjo,,independantHouse,True,True,,
108355705,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/dd/c2/9a/1341652583.webp,18,bj,190000.0,flat,sale,68.0,True,2,1,"calle de José María Pemán, 7",Madrid,Madrid,Carabanchel,es,San Isidro,40.3945262,-3.7340273,True,https://www.idealista.com/inmueble/108355705/,"Acogedora vivienda en planta baja, ubicada en excelente zona Se vende vivienda en planta baja, ubicada en una zona residencial muy valorada por su tranquilidad y excelente conexión con todos los servicios: transporte público, supermercados, centros educativos y espacios verdes. La propiedad dispone de dos habitaciones, un baño completo, y una amplia galería que ofrece gran funcionalidad como zona de lavandería, trastero o espacio adicional adaptable a tus necesidades. El salón es amplio y cómodo, ideal para disfrutar de momentos en familia o con amigos, con buena iluminación natural y una distribución que permite múltiples posibilidades de decoración. La cocina, moderna y muy cómoda, está diseñada para quienes disfrutan cocinar en un espacio práctico, estéticamente agradable y perfectamente equipado. Aunque el edificio no cuenta con ascensor, la vivienda al estar ubicada en un bajo, ofrece un acceso fácil y sin escaleras, lo que la hace ideal para personas mayores, familias con niños o quienes buscan comodidad en el día a día. Una opción ideal como primera vivienda o inversión segura en una zona con alta demanda.",False,good,False,False,2794.0,False,False,False,False,[],False,False,190000.0,€,,,,flat,"San Isidro, Madrid","Piso en calle de José María Pemán, 7",P-25-033,,,,,
108546090,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7d/f6/e9/1348100347.webp,31,5,700000.0,penthouse,sale,93.0,True,3,2,avenida Juan XXIII,Madrid,Leganés,San Nicasio - Campo de Tiro - Solagua,es,Solagua,40.3451533,-3.7782315,False,https://www.idealista.com/inmueble/108546090/,"AGENCIA INMOBILIARIA EL BLOQUE ofrece en Exclusiva: ÁTICO de Obra Nueva en Leganés en Paseo Juan XXIII. La vivienda tiene una fabulosa terraza con vistas despejadas y privacidad.  ¡Descubre tu nuevo hogar en este espectacular ático de obra nueva en Leganés, situado en el Paseo Juan XXIII! Con 93 m² construidos, este luminoso espacio cuenta con 3 dormitorios, ideales para disfrutar de la tranquilidad y el confort. El gran salón-cocina es el corazón del hogar, perfecto para compartir momentos inolvidables con familia y amigos. Además, la cocina está completamente equipada con electrodomésticos a estrenar. La joya de este ático es su fabulosa terraza, donde podrás relajarte y disfrutar de vistas despejadas y privacidad. Imagina las tardes de verano al aire libre, disfrutando del sol y de la brisa. Las tres habitaciones cuentan con armarios empotrados y completamente vestidos optimizando el espacio al máximo. Gracias a su altura, y vistas despejadas contamos con una gran luz natural en toda la vivienda.  Cuenta con sistema de aerotermia para un consumo más que eficiente y que permite tener siempre en cualquier época del año la vivienda aclimatada.  La urbanización ofrece una variedad de comodidades que elevarán tu calidad de vida: una piscina refrescante, zona de césped y un parque infantil para los más pequeños. Además, hay un gimnasio y una sala multifuncional, perfectos para mantenerte activo y socializar. La ubicación es ideal, en Leganés norte, una zona de alta revalorización y crecimiento en Madrid Sur, con excelente comunicación y a escasos minutos del centro de Madrid. Leganés norte es una de las zonas con mayor revalorización y crecimiento de Madrid Sur. A escasos minutos del centro de Madrid y con una comunicación extraordinaria, se está convirtiendo en una de las zonas residenciales y familiares de moda.  Para más información no dude en ponerse en contacto con nosotros. ¡Ven a visitarla!",True,good,False,True,7527.0,True,False,False,False,[],False,False,700000.0,€,,,,flat,"Solagua, Leganés",Ático en avenida Juan Xxiii,,penthouse,True,True,,
108772337,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e8/38/30/1354681798.webp,23,1,520000.0,flat,sale,63.0,True,2,2,calle de Ferrer del Río,Madrid,Madrid,Barrio de Salamanca,es,Guindalera,40.4360797,-3.6716192,False,https://www.idealista.com/inmueble/108772337/,"¡Descubre tu nuevo hogar en el corazón de Madrid! Este encantador piso de 63 m², situado en una estupenda zona, es perfecto para quienes buscan comodidad y conexión. Con 2 habitaciones luminosas y un baño completo, además de un práctico aseo, este espacio se adapta a tus necesidades diarias. El amplio comedor te invita a disfrutar de momentos inolvidables con familiares y amigos, mientras que la acogedora cocina es ideal para preparar deliciosas comidas. La ubicación es inmejorable: a pocos pasos encontrarás hospitales, centros escolares y zonas comerciales que harán tu vida más fácil. Además, las paradas de bus y metro cercanas garantizan un acceso rápido a cualquier punto de la ciudad. Este piso, en buen estado y construido en 1981, cuenta con calefacción por gas natural y se encuentra en la primera planta con ascensor, lo que añade un extra de comodidad. ¡No dejes pasar la oportunidad de visitarlo y hacerlo tuyo!",False,good,False,True,8254.0,False,False,False,False,[],False,False,520000.0,€,,,,flat,"Guindalera, Madrid",Piso en calle de Ferrer del Río,RH-FERRERDELRIO,,,,,
107969919,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8d/32/c8/1329813318.webp,13,4,1320000.0,flat,sale,95.0,True,2,2,Barrio Trafalgar,Madrid,Madrid,Chamberí,es,Trafalgar,40.4322571,-3.6992566,False,https://www.idealista.com/inmueble/107969919/,"En el vibrante y codiciado barrio de Trafalgar, en pleno distrito de Chamberí, se encuentra esta acogedora y luminosa vivienda de 95 m², ideal para quienes buscan confort, estilo y una excelente ubicación en el centro de Madrid. La propiedad cuenta con dos amplios dormitorios y dos baños completos, uno de ellos en suite, diseñados con materiales de calidad y acabados elegantes. Su distribución funcional y equilibrada permite aprovechar al máximo cada espacio, creando una atmósfera cómoda y acogedora. Destaca la luminosidad natural que inunda la vivienda gracias a sus grandes ventanales y balcones exteriores, que aportan encanto y una conexión directa con el entorno urbano. Una oportunidad perfecta tanto como residencia habitual como inversión en una de las zonas más demandadas de la capital, rodeada de servicios, comercios, restaurantes y con excelentes conexiones de transporte. La gran mayoría de los inmuebles que tenemos en esta zona solo se encuentran en nuestra web. Visite nuestra página y descubra exclusivas viviendas. Fortuny Madrid Real Estate es una empresa con sólida experiencia formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes nacionales e internacionales. Somos un referente en el mercado español, ofreciendo un servicio completo con viviendas residenciales de alta calidad y una amplia gama de servicios inmobiliarios, cubriendo tanto el área privada como el área comercial para conseguir que personas físicas jurídicas, instituciones e inversores queden plenamente satisfechos con nuestros servicios.",False,good,False,True,13895.0,False,False,False,False,[],False,False,1320000.0,€,,,,flat,"Trafalgar, Madrid",Piso,PIS1298,,,,,
106115216,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/89/76/14/1272975533.webp,52,1,1640000.0,flat,sale,217.0,True,4,5,calle del Arenal,Madrid,Madrid,Centro,es,Sol,40.4180263,-3.7063809,False,https://www.idealista.com/inmueble/106115216/,"En EXCLUSIVA. Piso muy coqueto y totalmente reformado situado en la prestigiosa calle Arenal, se encuentra en el corazón del centro de Madrid, a pocos pasos de algunos de los lugares más emblemáticos de la ciudad: la Puerta del Sol, la Ópera, la Plaza Mayor y el Palacio Real.  Idiomas de atención al cliente: - ENGLISH.  - FRANÇAIS.  - ESPAÑOL. Detalles del Inmueble  La vivienda ofrece una superficie de 217 m² distribuidos de manera funcional y elegante. Cuenta con cuatro habitaciones, cada una equipada con baño en suite y plato de ducha, proporcionando máxima comodidad y privacidad. Además, dispone de una cocina independiente totalmente equipada, un amplio salón con vistas hacia la calle Arenal, un aseo independiente, y un cuarto de lavadora. Características del Edificio El edificio cuenta con ascensor y todas las instalaciones están individualizadas, asegurando confort y eficiencia. Se ha rehabilitado integralmente en 2003.",True,good,False,True,7558.0,True,False,False,False,[],False,False,1640000.0,€,,,,flat,"Sol, Madrid",Piso en calle del Arenal,,,,,,
104808651,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f1/34/a4/1232260119.webp,40,,2950000.0,chalet,sale,600.0,,4,5,"paseo de los Lagos, 2",Madrid,Pozuelo de Alarcón,Zona Prado de Somosaguas - La Finca,es,La Finca,40.4162586,-3.8007057,True,https://www.idealista.com/inmueble/104808651/,"""LaFinca Real Estate, vende este espectacular chalet adosado en la urbanización Lagos 2. Se accede a través de un amplio hall junto al que se encuentra una cocina equipada, este hall también cuenta con un aseo de cortesía. En semi planta se encuentra la zona principal de la vivienda que cuenta con a un amplio salón a través del cual llegamos a la terraza que cuenta con piscina privada. En la planta superior, dividida también en dos semi plantas, se ubican 2 espaciosos dormitorios secundarios con 2 baños y el dormitorio principal que cuenta con vestidor, numerosos armarios empotrados y un amplio baño, junto a este dormitorio encontramos otra zona polivalente (sala de estar, despacho, etc. ). Todas las alturas se comunican a través de un asesor privado. Bajo rasante, con luz natural se ubica otro salón contiguo al gimnasio. Junto a este sótano se ubica el garaje con 4 plazas de aparcamiento. La urbanización cuenta con máxima seguridad y privacidad, rodeada de amplias zona verdes. En las proximidades de LAFINCA encontrará los mejores colegios internacionales, prestigiosos hospitales y clínicas privadas, (Colegio Británico, La Zarzuela, Hospital Universitario Quirón, …). También tendrá a su disposición instalaciones deportivas de gran nivel como el Reebok Sport Place. Cercanía a centros comerciales como El Zielo, Corte Inglés de Pozuelo y el complejo de ocio Kinépolis. Excelentes comunicaciones a través de la M-40, M-50, M511, A5 y A6. Autobuses interurbanos conectados con el centro de la capital y metro ligero. "".",False,good,False,,4917.0,False,False,False,False,[],False,False,2950000.0,€,,,,chalet,"La Finca, Pozuelo de Alarcón","Chalet pareado en paseo de los Lagos, 2",,semidetachedHouse,True,True,,
108840901,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5f/c4/7a/1356671561.webp,11,bj,195000.0,studio,sale,48.0,True,0,1,"calle de las Higueras, 37",Madrid,Madrid,Latina,es,Lucero,40.406129,-3.7450041,True,https://www.idealista.com/inmueble/108840901/,"OBRA NUEVA EN LUCERO | ESTUDIO | INVERSIÓN Piso de 48 m² recién construido, ubicado en un edificio de obra nueva en el barrio de Lucero, una zona residencial con alta demanda de alquiler y excelente proyección de valorización. Distribución: 1 habitación 1 baño completo Cocina abierta integrada al salón Espacios bien aprovechados y muy luminosos Características destacadas: Obra nueva, listo para escriturar Excelentes calidades de construcción Posibilidad de adquirir plaza de garaje Trastero incluido Ideal para vivienda habitual o inversión Ubicación estratégica: Muy bien comunicado mediante transporte público, cerca de parques, colegios, comercios y vías principales. Precio: 195.000 € Disponibilidad inmediata para visitas. Contáctanos para agendar tu cita y conocer esta oportunidad.",True,good,False,False,4063.0,True,False,False,False,[],False,False,195000.0,€,,,,flat,"Lucero, Madrid","Estudio en calle de las Higueras, 37",,studio,True,False,,15000.0
108650864,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1b/2b/53/1351070135.webp,14,5,725000.0,flat,sale,97.0,True,3,2,calle de Isabel la Católica,Madrid,Madrid,Centro,es,Palacio,40.4210466,-3.7078285,False,https://www.idealista.com/inmueble/108650864/,"Este magnífico piso reformado se encuentra en una quinta planta exterior, lo que garantiza una excelente luminosidad durante todo el día. Ubicado en pleno centro de Madrid, en el prestigioso barrio de Sol, es ideal para aquellos que buscan vivir en una de las zonas más emblemáticas y mejor conectadas de la ciudad. La vivienda cuenta con tres dormitorios amplios, cada uno equipado con camas de tamaño matrimonial, y dos baños de diseño, uno de ellos en suite, ofreciendo un confort adicional y privacidad. El espacioso salón-comedor es perfecto para disfrutar de momentos de descanso o reuniones, con una cocina completamente equipada con electrodomésticos modernos, como horno, microondas, lavavajillas y cafetera. Todo esto, en un inmueble que ha sido reformado y listo para entrar a vivir, lo convierte en una oportunidad única de inversión o para establecer tu residencia en uno de los puntos más deseados de la ciudad. El sistema de calefacción de gas particular y el aire acondicionado garantizan un ambiente perfecto durante todo el año. Aunque carece de ascensor y espacios exteriores como balcón o terraza, su ubicación privilegiada en el epicentro cultural y comercial de Madrid compensa con creces, ofreciendo acceso inmediato a una gran variedad de servicios, transporte público, y puntos de interés. Un hogar único que combina historia y confort en una de las zonas más vibrantes de la ciudad. Transportes y Comunicaciones Estación de Santo Domingo líneas: 2 Estación de Sol líneas: C3 y C4. LÍNEAS: 3, 44, 75, 133 y 140 Lugares de interés Plaza de Callao a 7 minutos.  Plaza de España a 5 Minutos  Gran Vía 2 minutos. Comercio: El Corte Inglés Educación: Instituto Cambridge.",True,good,False,False,7474.0,True,False,False,False,[],False,False,725000.0,€,,,,flat,"Palacio, Madrid",Piso en calle de Isabel la Católica,BF047,,,,,
108627676,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/44/eb/a6/1350402671.webp,21,2,221400.0,penthouse,sale,80.0,True,3,1,calle San Isidro,Madrid,El Álamo,,es,,40.2303139,-3.9899242,False,https://www.idealista.com/inmueble/108627676/,"Sin Límites Servicios incorpora en exclusiva a su cartera de clientes este espectacular Atico céntrico en El Alamo, la vivienda cuenta con tres habitaciones con armarios empotrados, recibidor, salon amplio muy luminoso, cocina amueblada y equipada, un baño completo con plato de ducha y mampara de cristal, suelos de tarima y gres, ventanas de Velux en el salon y habitaciones, ventanas de aluminio oscilobatientes en la cocina y baño, puerta de entrada blindada, garaje y trastero incluidos en el precio. [IW].",False,good,False,True,2768.0,False,False,False,False,[],False,False,221400.0,€,,,,flat,El Álamo,Ático en calle San Isidro,ATC0023,penthouse,,,,
108738810,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5d/5d/05/1353711051.webp,35,,225000.0,chalet,sale,158.0,,3,3,cuesta de los Carros,Madrid,Valdelaguna,,es,,40.1586337,-3.363753,False,https://www.idealista.com/inmueble/108738810/,"**Chalet Pareado en Valdelaguna, Madrid - Tu Refugio Ideal** Descubre este encantador chalet pareado en Valdelaguna, Madrid, ubicado en una zona tranquila y acogedora que te permitirá disfrutar de la serenidad del entorno. Con 158 m² construidos, este hogar es perfecto para quienes buscan un estilo de vida soñado. La planta baja cuenta con un hall de entrada, garaje, sala multiusos y un práctico trastero. ¡Imagina las posibilidades! En la primera planta, un amplio salón te da la bienvenida, con acceso a un balcón y un patio lateral ideal para disfrutar de momentos al aire libre. La cocina espaciosa, también con salida a un patio trasero, se convierte en el corazón de la casa, perfecta para cocinar y compartir con familia y amigos. Además, encontrarás un aseo y una habitación en esta planta, brindando comodidad y funcionalidad. La segunda planta alberga dos acogedoras habitaciones equipadas con armarios empotrados, proporcionando el espacio necesario para el almacenamiento. Los baños en suite añaden un toque de lujo y privacidad. Con calefacción de bomba de frío/calor y gas natural, este chalet se presenta en buen estado y listo para convertirse en tu nuevo hogar. ¡No dejes pasar la oportunidad de vivir en este maravilloso espacio!",False,good,False,,1424.0,False,False,False,False,[],False,False,225000.0,€,,,,chalet,Valdelaguna,Chalet pareado en cuesta de los Carros,RH-CUESTAVALDELAGUNA,semidetachedHouse,True,True,,
108616032,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/65/e1/a9/1350038681.webp,59,bj,745000.0,flat,sale,179.0,True,3,2,"avenida Lazarejo, 6",Madrid,Las Rozas de Madrid,El Cantizal,es,El Cantizal,40.5170153,-3.926286,True,https://www.idealista.com/inmueble/108616032/,"¡Descubre tu nuevo hogar en Lazarejo! Este espectacular piso en venta cuenta con 3 habitaciones, de las cuales 2 son dobles y 1 individual, perfectas para disfrutar de la comodidad y el espacio que mereces. Con 2 baños modernos, un salón luminoso y una cocina americana integrada, este inmueble combina elegancia y funcionalidad. La zona de día y de noche está bien diferenciada, lo que proporciona privacidad y confort. Imagina relajarte en tu jardín privado, que colinda con la calle, ofreciendo una mayor intimidad. Además, disfrutarás de altas calidades en acabados, suelo radiante y persianas eléctricas en la zona de día. La propiedad también incluye una terraza y un balcón, ideales para disfrutar del aire libre. La zona comunitaria es un verdadero lujo: cuenta con piscina, gimnasio y un lobby gastronómico donde podrás socializar. El servicio de portería está disponible 8 horas al día, brindando seguridad y tranquilidad. La ubicación es inmejorable, cerca de un centro comercial con todo tipo de servicios, así como de una amplia oferta de restauración y colegios.  La conexión con Madrid y otras poblaciones del Noroeste es directa gracias a diferentes líneas de autobús. Además, tendrás un centro deportivo al lado para mantenerte activo. Este piso de segunda mano, construido en 2021, está en excelente estado y cuenta con el suelo que es radiante de frío y calor, calefacción por bomba de frío/calor, armarios empotrados y un trastero. ¡No dejes pasar esta oportunidad única! La plaza de garaje está incluida en el precio. ¡Ven a verlo y enamórate!",False,good,False,True,4162.0,False,False,False,False,[],False,False,745000.0,€,,,,flat,"El Cantizal, Las Rozas de Madrid","Piso en avenida Lazarejo, 6",L6,,True,True,,
107193235,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f2/9f/db/1305782954.webp,82,3,850000.0,flat,sale,283.0,True,4,2,avenida de la Albufera s/n,Madrid,San Sebastián de los Reyes,Tempranales,es,,40.5612196,-3.643992,True,https://www.idealista.com/inmueble/107193235/,"ASESORA INMOBILIARIA: Daniela Jaramillo 6 2 2 2 6 2 3 1 9 ________________________________________________________________ NEW HOUSE INMOBILIARIA presenta en exclusiva esta fantástica vivienda en San Sebastián de los Reyes.  vivienda de 4 DORMITORIOS (Antes 5) lista para entrar a vivir y completamente adaptada y reformada para personas con movilidad reducida. Construida en 2016. Dos Plazas de garaje en el edificio y trastero incluidos. Ubicada en una de las mejores zonas residenciales de san Sebastián de los reyes. La vivienda se encuentra en una urbanización privada y cuenta con jardines, piscina infantil y de adultos, gimnasio, pista de pádel, sala de eventos, zona infantil y conserje físico mañana y tarde, video vigilancia 24 h. La propiedad cuenta con 4 dormitorios (Antes 5) armarios empotrados en todas las habitaciones. Dispone de dos baños completos (Antes 4 uno de ellos como aseo), el principal en suite con plato de ducha diseñado y reformado para personas con movilidad reducida. El secundario que da servicio al resto de dormitorios dispone de bañera. Amplio salón-comedor independiente con acceso a terraza. Cocina independiente amueblada con tendedero cerrado. La vivienda cuenta con magnificas calidades como paredes lisas, suelos de parquet, techos altos, puertas macizas de roble, puerta de entrada blindada, todas las ventanas son dobles con puente térmico que permite total aislamiento de ruidos y temperatura. Calefacción individual de gas natural.  Aire acondicionado con bomba frio/calor por conducto en toda la vivienda. Dispone de acceso desde el garaje al ascensor y zonas comunes. Inmejorable ubicación, muy próximo a todos los servicios y rodeada de jardines y amplias zonas de juegos para niños. En una zona muy consolidada con comercios, supermercados y diferentes paradas de autobús… 283 m² construidos, 153 m² útiles 4 habitaciones 2 baños Dos Plazas de garaje incluida en el precio cada una con dimensiones de 13 m2 Segunda mano/muy buen estado Armarios empotrados Trastero: 7m2 Orientación sur oeste (toda exterior) Calefacción central: Gas Natural Acceso y vivienda adaptados para personas con movilidad reducida Edificio 4.701 m² de parcela Urbanización privada Puertas automáticas Ascensor desde el garaje. Certificación energética: D (<172,3 kWh/m²/año) ¡MEJOR VISITARLO! Para más información o para concertar una visita, ¡No dudes en contactar con nosotros!",False,good,False,True,3004.0,False,False,False,False,[],False,False,850000.0,€,,,,flat,"Tempranales, San Sebastián de los Reyes",Piso en avenida de la Albufera s/n,,,True,True,,
