propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology
108664270,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a3/d1/38/1351504758.webp,BFP-V1432,36,1,1090000.0,flat,sale,122.0,True,4,2,Barrio Goya,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4217856,-3.6695458,False,https://www.idealista.com/inmueble/108664270/,"CONTACTAR CON LA EXTENSIÓN Nº3 Exclusiva vivienda exterior para reformar en el prestigioso barrio de Salamanca. Ubicada en una de las zonas más codiciadas de Madrid, en pleno barrio de Salamanca – zona Goya – esta amplia vivienda totalmente exterior ofrece una oportunidad única para crear el hogar de tus sueños o una inversión de alto nivel. A escasos pasos del Movistar Arena (antiguo WiZink Center) y la Casa de la Moneda, se encuentra rodeada de todos los servicios tales como: hospitales, comercios, colegios, restaurantes, zonas verdes y excelentes conexiones de transporte. Vivienda muy luminosa gracias a su orientación (Sur- Este) y grandes ventanales. Espacios sin muros de carga, lo que permite una reforma integral totalmente personalizada. Techos altos, que aportan sensación de amplitud y elegancia. Entorno residencial exclusivo y tranquilo, ideal para vivir o alquilar con alta rentabilidad. Una propiedad con grandes posibilidades en una ubicación privilegiada. Si buscas reformar con estilo en una de las mejores zonas de Madrid, esta es tu oportunidad.  (Este anuncio no es vinculante, puede contener errores, se muestra a título informativo y no contractual. ) > Oferta sujeta a condiciones de compra. Consulte los términos y condiciones aplicables.",True,renew,False,True,8934.0,True,True,False,True,[],False,True,1090000.0,€,1175000.0,85000.0,7.0,flat,"Goya, Madrid",Piso,Top+,,,
102711209,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/90/dc/2b/1338755886.webp,W-02RPM0,44,5,2350000.0,flat,sale,218.0,True,4,4,Carrera de San Jerónimo,Madrid,Madrid,Centro,es,Sol,40.4169703,-3.6994578,False,https://www.idealista.com/inmueble/102711209/,"Propiedades con terraza en zona prime de Centro Engel & Völkers presenta estas magníficas propiedades en zona prime de Centro. Se encuentran en un edificio clásico de 1920 rehabilitado íntegramente en el año 2003, para actualizarlo dotándolo de todo tipo de comodidades. Las propiedades han sido completamente reformadas con calidades de lujo, cuidando los más mínimos detalles en sus acabados y diseño y aprovechando al máximo su espacio. Cada una de las dos unidades que la forman cuenta con amplio salón comedor y cocina abierta, dos dormitorios y dos baños, uno de ellos en suite y una amplia terraza. Tras pasar el umbral de la de mayor tamaño nos espera la amplia y diáfana zona de salón con techos altos, que cuenta con un comedor parcialmente separado de ella que se abre a la magnífica terraza, y la cocina abierta, separada igualmente por dos prácticas penínsulas. Está totalmente equipada con electrodomésticos de primera calidad.  La zona privada nos lleva a los dos dormitorios de los que dispone, uno de ellos con baño en suite y un segundo que da servicio al segundo dormitorio. Ambos dormitorios cuentan con amplios armarios empotrados, que se unen a los que encontramos en el pasillo. La segunda unidad, con puerta independiente, pero conectada por la terraza gracias a un estiloso cerramiento, cuenta en la zona de acceso con una práctica área de trabajo con vistas a la terraza y una cómoda barra de desayunos, igualmente luminosa por su apertura visual a la terraza. Esta zona pública se completa con el espacio ocupado por el salón con cocina abierta totalmente equipada. Tras ella nos encontramos el área privada que incluye igualmente dos dormitorios, uno de ellos con baño en suite, además de un segundo baño. La unidad dispone de numerosos armarios empotrados y un área de lavandería y almacenaje. Unas propiedades tremendamente atractivas por su excelente ubicación, calidades y comodidad, no sólo para inversores sino también para quienes quieran vivir en zona prime del centro de Madrid, y disfrutar de algunos de los principales centros de interés de la capital a tan sólo unos minutos a pié. Las propiedades se encuentran ubicadas en una zona prime del centro de Madrid, al situarse a escasos metros de la estilosa Plaza de Canalejas y de la popular Puerta del Sol, y a escasos minutos andando de algunas de las arterias más emblemáticas de la ciudad, como la Gran Vía o el Paseo del Prado. El barrio cuenta con una amplísima dotación de todos los servicios. En el plano cultural, nos encontramos con el Ateneo de Madrid, el Teatro Español y el Teatro Reina Victoria, entre otros. A nivel comercial, la oferta es inmejorable, ya que incluye desde grandes almacenes a establecimientos centenarios, sin olvidar las sucursales de la mayoría de las marcas de moda nacionales e internacionales. La selección de alojamientos, es igualmente amplia y comprende tanto hoteles gran lujo como alternativas más económicas. La propuesta gastronómica es de lo más variada e internacional también. En este sentido, el nuevo Centro Canalejas, icono del lujo en el corazón de la capital, se encuentra a escasos metros. En materia de comunicaciones, dispone de numerosas líneas de autobuses y varias estaciones de la red de metro y de Cercanías, además de varias paradas de taxi. En definitiva, una propiedad excepcional con calidades de lujo en zona prime del centro de Madrid.",True,good,False,True,10780.0,True,True,False,False,[],False,True,2350000.0,€,,,,flat,"Sol, Madrid",Piso en Carrera de San Jerónimo,Top+,,,
108627716,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ae/52/b6/1350748971.webp,VM2507001,34,7,1650000.0,flat,sale,196.0,True,4,4,calle de Juan Ramón Jiménez,Madrid,Madrid,Chamartín,es,Nueva España,40.4634798,-3.6857927,False,https://www.idealista.com/inmueble/108627716/,"PISO EXTERIOR CON TERRAZA A REFORMAR EN NUEVA ESPAÑA Fantástico piso para reformar totalmente exterior con terraza orientación sur.   Se trata de 196 m2 con comunes de los que 169 m2 son de vivienda según catastro, situados en una 7ª planta totalmente exterior en chaflan. Actualmente, se accede por un hall distribuidor que separa por un lado la zona de día compuesta por sala de estar, comedor y salón con salida a la terraza con orientación sur y este con vistas despejadas buenísimas. Por otro lado, encontramos la zona de noche distribuida en 3 habitaciones dobles también exteriores y de gran tamaño, dos cuartos de baño siendo el principal en suite. A la zona de servicio se puede acceder desde el hall distribuidor o directamente desde la zona de noche, cuenta con un office amplio, cocina y habitación de servicio también con cuarto de baño en suite.   Los planos que se incluyen pertenecen al estado actual y a una posible reforma. La zona de Nueva España es una de las áreas más exclusivas y demandadas de la ciudad, combinando tranquilidad, servicios de alta calidad y excelentes conexiones de transporte. Ubicada al norte de Madrid, cerca de la zona financiera de las 5 torres, del Paseo de la Castellana y la calle de Alberto Alcocer, ofrece fácil acceso a cualquier punto de la ciudad. Cuenta con una amplia oferta de servicios, incluyendo colegios de prestigio, centros de salud, supermercados, restaurantes y zonas de ocio, además de excelentes conexiones de transporte público con varias líneas de autobús y estaciones de metro cercanas (Pío XII y Duque de Pastrana) y fácil acceso a la M-30 y la A-1. Nueva España es una opción magnífica para quienes buscan una vivienda en una zona tranquila, bien comunicada y con todos los servicios necesarios. El piso además cuenta con un trastero. El edificio dispone de conserje. ¿Te imaginas vivir aquí?  Contacte con nosotros para ver más inmuebles similares.",True,renew,False,True,8418.0,True,True,False,False,[],False,True,1650000.0,€,1690000.0,40000.0,2.0,flat,"Nueva España, Madrid",Piso en calle de Juan Ramón Jiménez,Top+,,,
108710590,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/74/36/24/1353875572.webp,CH-426787,46,1,1640000.0,flat,sale,275.0,True,4,3,calle de Arturo Soria,Madrid,Madrid,Ciudad Lineal,es,Costillares,40.471898,-3.6679698,False,https://www.idealista.com/inmueble/108710590/,"ÚNICA Inmobiliaria les ofrece en exclusiva esta vivienda totalmente reformada hace 2 años con excepcionales calidades y un gusto exquisito. Cuenta con un gran salón comedor en varios ambientes (uno de ellos de origen fue un dormitorio en suite también) con salida a una agradable terraza con vistas despejadas; amplia cocina independiente y la zona de descanso compuesta de 3 dormitorios dobles (principal en suite), otro baño completo más y un aseo de cortesía. También dispone de una buhardilla totalmente reformada. Todo el piso goza de una luminosidad excepcional gracias a sus distintas orientaciones y grandes ventanales. Cabe destacar que la climatización de la vivienda es por calefacción central con consumos individualizados y aire acondicionado frio/calor por conductos, independizado por estancias. En el precio se incluye una plaza de garaje doble de acceso directo. Se encuentra integrado dentro de una buena urbanización con servicios centrales, vigilancia 24H, acceso para personas con movilidad reducida, piscina, pista de tenis y jardines, en una estupenda ubicación con todos los servicios, transportes y dotaciones a un paso. En Única Inmobiliaria aglutinamos más de veinte años de experiencia en el sector del lujo. Contamos con una amplia trayectoria que avala nuestra gestión trabajando alrededor de las zonas más exclusivas de Madrid: Barrio de Salamanca, Recoletos, Almagro, Chamartín, Retiro, Justicia.",True,good,False,True,5964.0,True,True,False,False,[],False,True,1640000.0,€,,,,flat,"Costillares, Madrid",Piso en calle de Arturo Soria,Top+,True,True,
107441428,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8f/be/46/1315411948.webp,W-02YYND,42,2,790000.0,flat,sale,73.0,True,2,2,calle de Santa Engracia,Madrid,Madrid,Chamberí,es,Trafalgar,40.4350917,-3.6983789,False,https://www.idealista.com/inmueble/107441428/,"Exclusivo piso de diseño y balcones en Santa Engracia Engel & Völkers les presenta este espectacular piso de 73 metros cuadrados ubicado en Trafalgar, Chamberí. Con un diseño moderno y sofisticado, la vivienda cuenta con dos dormitorios dobles, uno de ellos con baño en suite, ofreciendo comodidad y privacidad. Además, la propiedad destaca por su gran luminosidad gracias a sus balcones que dan a la calle, lo que aporta aire fresco y una vista agradable a cada estancia. El salón-comedor es un espacio acogedor y luminoso, decorado con un estilo contemporáneo que equilibra tonos neutros y materiales nobles. La cocina, totalmente equipada, sobresale por su diseño de líneas limpias, acabados en madera y una encimera de mármol que aporta un toque único y especial. El baño principal, con detalles en mármol y grifería dorada, evoca un ambiente de lujo y relajación. Los suelos en espiga de madera, la iluminación cuidadosamente seleccionada y el mobiliario de alta calidad completan este ambiente exclusivo. La vivienda cuenta con armarios empotrados que optimizan el espacio y ofrece calefacción y aire acondicionado centrales para garantizar el máximo confort durante todo el año. Ideal para quienes buscan un hogar con carácter, estilo y una ubicación inmejorable. El barrio de Trafalgar, ubicado en el corazón de Chamberí, es una zona vibrante y tranquila, ideal para quienes buscan vivir cerca de todo, pero con un ambiente más relajado. Con sus calles arboladas y plazas pescas, ofrece una gran variedad de comercios, cafeterías y restaurantes, además de excelentes conexiones de transporte público. Su arquitectura, que mezcla lo clásico con toques modernos, y su ambiente local, hacen de Trafalgar un lugar único y muy demandado para vivir en Madrid.",True,good,False,True,10822.0,True,True,False,False,[],False,True,790000.0,€,,,,flat,"Trafalgar, Madrid",Piso en calle de Santa Engracia,Top+,,,
108122019,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6f/5a/46/1205543622.webp,VP22563,112,bj,2150000.0,flat,sale,176.0,True,1,3,calle de Jorge Manrique,Madrid,Madrid,Chamartín,es,El Viso,40.4424306,-3.6896761,False,https://www.idealista.com/inmueble/108122019/,"AMBASSADOR ofrece este fantástico bajo con jardín orientado al sur. Situado en la calle Jorge Manrique, una de las mejores zonas de Madrid.  Son dos vecinos por planta; total, diez.  El edificio cuenta con una pequeña piscina, gimnasio y sala de pimpón.    Apartamento de un dormitorio de 150m2 construidos, en los que se incluye el coqueto y cuidado jardín privado.  Es de diseño de un exquisito gusto y de inmejorables calidades. (se alquila con muebles en 5.800EUR y  sin muebles, 5.000EUR).  Distribución:  Gran salón comedor con acceso al jardín privado, un baño completo con ducha para invitados, despacho, estupendo  dormitorio en suite, aseo de visitas, gabanero y  zona de lavado en el cercano trastero.  Calefacción individual por suelo radiante frio-calor, también bomba frio-calor y  calefacción central del edificio de 07h a 22.00h.  Conserje de 9 a 14 y de 17 a 20h.",True,good,False,True,12216.0,True,True,False,False,[],False,True,2150000.0,€,,,,flat,"El Viso, Madrid",Piso en calle de Jorge Manrique,Top+,,,
108414268,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d2/05/31/1344206922.webp,,40,,900000.0,chalet,sale,282.0,,5,4,calle del Marqués de la Victoria,Madrid,Boadilla del Monte,Cortijo Sur,es,,40.4242594,-3.9143226,False,https://www.idealista.com/inmueble/108414268/,"Agencia inmobiliaria en Boadilla del Monte INMOBILIARIA HOGARES BOADILLA DEL MONTE vende ESPECTACULAR CHALET ADOSADO EN Cortijo Sur Este chalet se encuentra ubicado en una urbanización con piscina, pista de pádel y parque infantil. La vivienda, de 282 metros cuadrados, se distribuye de la siguiente manera: La vivienda consta de tres plantas combinando amplitud, funcionalidad y elegancia, ideal para familias que buscan comodidad y espacios bien distribuidos. En la planta baja, destaca una cocina amplia con zona office, perfecta para el día a día, y una habitación versátil que puede funcionar como despacho, dormitorio o sala de juegos. También cuenta con un baño completo con plato de ducha y un gran salón comedor, muy luminoso, que se abre directamente al jardín privado, creando un espacio ideal para disfrutar del aire libre en cualquier época del año. La planta principal alberga dos amplios dormitorios con armarios empotrados, además de una impresionante suite principal, que incluye un vestidor, un baño en suite y acceso a una amplia terraza con vistas a la urbanización, perfecta para relajarse o disfrutar del atardecer. El sótano ha sido diseñado como un espacio independiente y multifuncional. Cuenta con un gran salón, una segunda cocina, un dormitorio adicional, un baño completo y una práctica zona de lavandería, lo que lo convierte en un espacio ideal para invitados o como apartamento auxiliar. Cuenta con suelos de tarima, paredes en liso, aire por conductos y calefacción de gas natural La vivienda también dispone de garaje aéreo con capacidad para dos vehículos, situado en la entrada principal. Con una distribución excelente y materiales de calidad, esta propiedad ofrece un estilo de vida cómodo y exclusivo en una zona tranquila y bien comunicada. ¡No dudes en visitar tu nuevo hogar!",True,good,False,,3191.0,True,True,False,False,[],False,True,900000.0,€,,,,chalet,"Cortijo Sur, Boadilla del Monte",Chalet adosado en calle del Marqués de la Victoria,Top+,True,True,terracedHouse
107752781,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ba/dc/10/1323760136.webp,NY-207876,47,,1950000.0,chalet,sale,400.0,,5,5,calle Saliente,Madrid,Pozuelo de Alarcón,Urbanizaciones,es,Montealina,40.4425518,-3.8588371,False,https://www.idealista.com/inmueble/107752781/,"GILMAR Pozuelo–Aravaca presenta, en exclusiva, este magnífico chalet independiente, modelo Levitt Granada, con orientación sur, ubicado en la prestigiosa urbanización Montealina. Situado sobre una de las mejores parcelas de la urbanización, destaca por su privacidad, tranquilidad y excelente ubicación. Al encontrarse en una zona elevada, la parcela ofrece agradables vistas y una luminosidad excepcional en toda la vivienda. Con 400 m² construidos distribuidos en dos plantas, la vivienda presenta una distribución funcional, cómoda y muy equilibrada: PLANTA PRINCIPAL Elegante hall de entrada con acceso a zona de cortesía, compuesta por armario-vestidor y baño. Salón principal de 41 m² con techos de doble altura, conectado con una acogedora sala de estar con chimenea, que cuenta con vistas y acceso directo al jardín privado. Cocina independiente de 32 m² con zona de office. Comedor independiente, amplio y luminoso. Zona de servicio con dormitorio, baño en suite y sala de lavado independiente. PLANTA SUPERIOR Distribuidor con espacio polivalente, ideal como despacho o zona de estar. Dormitorio principal tipo suite de 34 m², con baño completo sectorizado y bañera de hidromasaje. Desde esta estancia se accede a una gran terraza de 33 m² con posibilidad de incorporar como ampliación interior. Tres dormitorios dobles adicionales (uno de ellos en suite), todos con amplios armarios empotrados. Tercer baño completo, exterior e independiente. EXTERIOR La vivienda dispone de un porche delantero y otro principal, semiacristalado, con acceso directo al jardín. El jardín, consolidado y muy bien cuidado, cuenta con una amplia zona verde y una gran piscina privada. Además, la vivienda incluye: Garaje con capacidad para dos vehículos. Placas solares instaladas. Montealina es una de las urbanizaciones más consolidadas y valoradas del noroeste de Madrid. Cuenta con seguridad 24 horas, control de acceso, zonas verdes, parques infantiles y pistas comunitarias de tenis y pádel. Un entorno residencial tranquilo, rodeado de naturaleza y perfectamente conectado con la capital.",True,good,False,,4875.0,True,True,False,False,[],False,True,1950000.0,€,,,,chalet,"Montealina, Pozuelo de Alarcón",Casa independiente en calle Saliente,Top+,True,True,independantHouse
106202655,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/01/c5/01/1288962390.webp,AS198447,32,2,1200000.0,duplex,sale,181.0,True,3,1,calle de Rufino Blanco,Madrid,Madrid,Barrio de Salamanca,es,Fuente del Berro,40.4242553,-3.6630308,False,https://www.idealista.com/inmueble/106202655/,"Barrio de Salamanca, zona Fuente del Berro, máxima tranquilidad, precioso ático de 111 metros más 70 metros de exclusiva terraza con muy buenas vistas 270º, muy buen estado de conservación, distribuido en salón-comedor independiente de 25 metros, 3 dormitorios, 1 baño y cocina independiente de 12 metros, mucha luz natural en todos sus ambientes al ser prácticamente todo exterior. Servicio individual de calefacción, aire acondicionado frio y calor. Finca moderna con portal representativo y pocos vecinos, lo que hace muy asequibles sus gastos. Muy buena zona, mucha tranquilidad, muy bien comunicada y con todo tipo de comercios y servicios cercanos a la vivienda. GILMAR SALAMANCA  Este distinguido barrio residencial se ha convertido en una de las más importantes zonas comerciales de la ciudad y uno de los barrios de mayor nivel de vida de Europa con la mayor zona de compras de lujo de Madrid en torno a las calles Serrano, Claudio Coello y Ortega y Gasset.    Destaca también por sus señoriales fachadas, que convierten a Madrid en una de las capitales más europeas en cuanto a arquitectura clásica y vanguardista. El barrio de Salamanca es sin duda, una de las zonas residenciales más elegantes y prestigiosas del continente europeo.   Aloja uno de los principales equipamientos deportivos de la ciudad, el Wizink Center inaugurado en 2005 sobre el antiguo Palacio de los Deportes. Asimismo, acoge a diversas instituciones como la Real Casa de la Moneda o Fábrica Nacional de Moneda y Timbre.    El barrio es atravesado diagonalmente por la calle de Alcalá que, junto a calles como Jorge Juan, Goya o Hermosilla, le dan un carácter eminentemente comercial. En Gilmar trabajamos para ofrecer a nuestros clientes los mejores inmuebles desde hace 40 años. Cubrimos todas las necesidades inmobiliarias: viviendas, oficinas, locales comerciales, solares, fincas rústicas, terrenos para construir.  Disponemos de más de 33 equipos especializados en distintas zonas al servicio de más de 90.000 clientes nacionales e internacionales, que cuentan con asesoramiento necesario para garantizar su seguridad, eficacia jurídica y la mejor rentabilidad financiero-fiscal.",True,good,False,True,6630.0,True,True,False,False,[],False,True,1200000.0,€,,,,flat,"Fuente del Berro, Madrid",Dúplex en calle de Rufino Blanco,Top+,,,duplex
108442541,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8c/06/71/1347304058.webp,AR 210755,31,6,995000.0,flat,sale,170.0,True,3,3,Barrio Bernabéu-Hispanoamérica,Madrid,Madrid,Chamartín,es,Bernabéu-Hispanoamérica,40.4539623,-3.6656387,False,https://www.idealista.com/inmueble/108442541/,"Descubre esta excepcional vivienda ubicada en pleno corazón de Hispanoamérica, uno de los barrios más exclusivos de Madrid dentro del distrito de Chamartín. Con 170 m² construidos, la propiedad destaca por su diseño funcional, gran amplitud y una iluminación natural fantástica gracias a su orientación. Cuenta con tres dormitorios amplios, tres baños completos, cocina independiente con terraza/lavadero y un gran salón comedor con terraza exterior ideal para reuniones o el día a día. Además, incluye dos plazas de garaje, una ventaja imprescindible en esta zona, y se encuentra en una finca moderna (2005) con ascensor, portero físico y piscina comunitaria, garantizando comodidad, seguridad y calidad. Las vistas tanto de la vivienda como de la azotea son únicas. Vivir en Hispanoamérica significa disfrutar de tranquilidad, servicios de alto nivel y buen ambiente residencial. En las inmediaciones encontramos un parque infantil, varios colegios, centro comerciales, centros médicos, tiendas y restaurantes de calidad. Su ubicación permite contar con todo tipo de servicios a poca distancia a pie, sin necesidad de utilizar el coche.  Las conexiones son excelentes, con acceso a estaciones de metro, múltiples líneas de autobús, y a pocos minutos la estación de Cercanías de Chamartín, que permite desplazarse por toda la ciudad y conectar con el aeropuerto. GILMAR, con más de 40 años de experiencia, te acompaña con un servicio profesional y cercano, adaptado a tus necesidades. Para más información o concertar visita, contacta con nuestro equipo de Chamartín al 91 583 03 00 o escríbenos a, indicando la referencia 210755. ¡No dejes pasar esta oportunidad!",True,good,False,True,5853.0,True,True,False,True,[],False,True,995000.0,€,,,,flat,"Bernabéu-Hispanoamérica, Madrid",Piso,Top+,True,True,
