propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,neighborhood,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
105544668,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/46/ed/c4/1355620240.webp,Luna991,23,2,220000.0,flat,sale,84.0,False,3,1,"calle Ferrocarril, 1",Madrid,Getafe,Getafe Centro,es,40.30698,-3.73463,True,https://www.idealista.com/inmueble/105544668/,"OBRAS INICIADAS DEL ASCENSOR. ¡Sin comisiones a compradores! Vivienda con una ubicación privilegiada, a 300 metros de la Plaza de la Constitución y la Calle Madrid, el centro neurálgico de la ciudad; y también a 300 metros de la estación de Getafe Central, con Cercanías, Metrosur y paradas de autobús urbanos e interurbanos. El piso se encuentra en una segunda planta, y está distribuido en 3 dormitorios, cuarto de baño completo y amplio salón con cocina americana de 23 m2. Tiene suelos de tarima y ventanas de aluminio blanco correderas. Las puertas son de roble y las paredes están pintadas en liso. Tiene aire acondicionado en 2 de los dormitorios y el salón; y calefacción centralizada en toda la vivienda, con el consiguiente ahorro que supone en los meses de invierno. El precio incluye un amplio TRASTERO de mas de 15 m2 en el mismo edificio. Como no somos franquicia, NO COBRAMOS COMISIÓN a compradores ni por la compra ni por la búsqueda de financiación, nosotros lo hacemos gratis. Trabajamos en Getafe desde hace 25 años, pásate a conocernos o pregunta por nosotros.",False,good,False,True,2619.0,True,False,False,False,[],False,False,220000.0,€,flat,"Getafe Centro, Getafe","Piso en calle Ferrocarril, 1",Destacado,,,,,,,
108710240,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/99/78/cb/1353033835.webp,,53,,1500000.0,chalet,sale,400.0,,5,4,calle de Bitácora,Madrid,Pozuelo de Alarcón,Somosaguas,es,40.4226218,-3.7965287,False,https://www.idealista.com/inmueble/108710240/,"Chalet independiente a reformar de 400 m² construidos y una parcela de 540 m², en la zona de Somosaguas en Pozuelo de Alarcón, en una de las mejores zonas para vivir en Madrid.  Destaca por su luz natural y espacios exteriores en todas las estancias, el jardín consolidado con varios arboles y posibilidad de hacer piscina privada (tiene el espacio realizado de origen). Distribución:  Planta baja: hall de recibo con aseo de cortesía, a la izquierda, el ascensor (acceso a 3 plantas) despacho, salón en dos ambientes con comedor y amplios ventanales, maravillosas vistas al jardín y orientación este. Cocina independiente con office y terraza zona de lavadero y tendedero. 1º planta: dormitorio principal en suite con vestidor + cuarto de baño. Dos amplios dormitorios con armarios empotrados y un cuarto de baño completo. 2º Amplia buhardilla diáfana. Planta sótano: un aseo de cortesía, salón comunicado con la bodega. Garaje con espacio 2+1 coches. Exclusiva zona para vivir con amplias zonas verdes, ubicación en Pozuelo de Alarcón, barrio residencial en Madrid. A tan solo 10 minutos del centro de la ciudad. Está formado por viviendas unifamiliares y urbanizaciones de lujo. Entorno ideal, para familias y parejas, ofrece servicios desde comercios, colegios, hospitales, instalaciones deportivas, etc.",True,renew,False,,3750.0,True,False,False,False,[],False,False,1500000.0,€,chalet,"Somosaguas, Pozuelo de Alarcón",Casa independiente en calle de Bitácora,Destacado,Somosaguas,True,True,independantHouse,,,
108799483,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/af/89/09/1355490659.webp,00010,79,,495000.0,chalet,sale,250.0,,3,4,calle Pablo Neruda,Madrid,Algete,,es,40.5995561,-3.4978611,False,https://www.idealista.com/inmueble/108799483/,"Te presentamos esta espectacular vivienda de aproximadamente 250 m² construidos, pensada para quienes valoran el espacio, la luz y una ubicación inmejorable. Situada en pleno centro de Algete, combina la tranquilidad de una zona residencial con la cercanía a todos los servicios esenciales. � Distribución amplia y versátil: •3 habitaciones actuales, con posibilidad real de habilitar una cuarta habitación sin reformas estructurales. •4 baños distribuidos en diferentes plantas, que aportan comodidad y privacidad a cada zona de la vivienda. •Salón-comedor amplio y luminoso, ideal para crear varios ambientes, con acceso directo al patio. •Cocina independiente, funcional y espaciosa, con zona de office para el día a día. � Buhardilla con tres orientaciones a la luz natural Una estancia espectacular, perfecta como sala de estar, zona de trabajo o dormitorio adicional. Gracias a su triple orientación, la luz natural fluye durante todo el día, creando un espacio acogedor con vistas despejadas a Madrid. � Zona exterior y equipamiento funcional •Garaje cerrado con capacidad para tres coches. •Trastero amplio para almacenaje adicional. •Patio privado con espacio suficiente para zona chill-out, barbacoa o área infantil. •Piscina comunitaria a escasos pasos: ideal para refrescarse en verano sin salir del entorno. � Ubicación y conectividad Ubicado en el centro del municipio de Algete, con supermercados, colegios, farmacias, parques y restaurantes a menos de 5 minutos a pie. � Excelente conexión en transporte público •Líneas de autobús 1 85, 254 y 263, que conectan con Madrid (Plaza de Castilla) y municipios como Alcobendas, San Sebastián de los Reyes, Alcalá de Henares, Fuente el Saz, Valdeolmos, Cobeña y El Casar. •Línea nocturna N-103, ideal para moverse sin coche incluso de noche. ⸻ ✨ Una vivienda con luz, metros y ubicación para vivir sin renuncias. � Contáctanos y agenda tu visita. Te encantará.",True,good,False,,1980.0,True,False,True,False,[],False,False,495000.0,€,chalet,Algete,Chalet pareado en calle Pablo Neruda,Destacado,,True,True,semidetachedHouse,,,
108896042,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/78/90/9d/1358233065.webp,RIOJA- LA FORTUNA ,21,2,190000.0,flat,sale,72.0,True,3,1,calle de San Vicente,Madrid,Leganés,Centro,es,40.3284036,-3.7598191,False,https://www.idealista.com/inmueble/108896042/,"HOGARES LEGANÉS pone a la venta en exclusiva este estupendo piso totalmente reformado de 72 m², ubicado en una zona tranquila y bien comunicada de Leganés.    La vivienda cuenta con tres habitaciones bien distribuidas y con buena entrada de luz natural, ideales para adaptarlas como dormitorios, despacho o espacio de estudio. El baño tiene un cómodo plato de ducha con acabados funcionales. El salón-comedor es amplio y acogedor, con salida directa a una terraza abierta que permite disfrutar del aire libre y aporta una excelente ventilación.  La cocina, tiene también acceso a una segunda terraza abierta, que resulta muy práctica como zona de lavandería o pequeño espacio de almacenaje. La calefacción es individual, lo que permite un control eficiente del consumo y asegura el confort durante todo el año.  El piso se encuentra en un edificio que tiene aprobado un proyecto de instalación de ascensor, con obras previstas para comenzar a principios de 2026, lo que supone una mejora significativa en accesibilidad y valor futuro de la vivienda. Ubicado en una zona bien comunicada de Leganés, con fácil acceso a transporte público, servicios, colegios y comercios. Ideal para quienes buscan una vivienda lista para entrar a vivir, con buenas prestaciones y posibilidades de revalorización. Benefíciese de nuestro método de trabajo. Gestionamos la venta de su vivienda, encadenamos todos los plazos, contratos, documentación para escritura pública. Consúltenos sin compromiso. POSIBILIDAD DE HIPOTECAS 100% ESTUDIO DE FINANCIACIÓN GRATUITO CONSÚLTENOS Y CONCIERTE SU VISITA.",False,good,False,False,2639.0,False,False,False,False,[],False,False,190000.0,€,flat,"Santos, Leganés",Piso en calle de San Vicente,Destacado,Santos,,,,,,
108189324,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b2/59/d0/1336551587.webp,8/25,21,1,330000.0,flat,sale,93.0,True,3,2,plaza de los Residenciales,Madrid,Colmenar Viejo,El Mirador,es,40.6625077,-3.7748952,False,https://www.idealista.com/inmueble/108189324/,"SOLO PARA INVERSORES LA VENDEDORA PERMANECERÁ COMO ARRENDATARIA DE ESTA VIVIENDA.  VIVIENDA PARA ACTUALIZAR.  EXCLUSIVAS ARAGON, su Agencia Inmobiliaria desde 1978, le ofrece un PISO en venta en la urbanización LOS RESIDENCIALES con amplias zonas verdes, espacio infantil y piscina central. La vivienda de unos 93m2. construidos, y situada en planta primera está orienta al Norte con vistas a las zonas verdes ajardinadas. Esta distribuida en un hall de entrada, salón-comedor con chimenea, grandes ventanales y terraza. Cocina independiente con tendedero. Baño completo y aseo con ducha. Tres dormitorios con armarios empotrados. Suelos de plaqueta. Calefacción con caldera estanca individual y tanque de gas propano comunitario. Plaza de aparcamiento exterior para un coche. El edificio dispone de ascensor. La urbanización dispone de conserje, jardinero y socorrista en piscina durante la temporada de verano. La urbanización, en un entono medio ambiental muy agradable, resulta tranquila, con excelente comunicación de autobuses. Próxima al Centro Comercial El Mirador, farmacias, colegios, guarderías, instituto, auditorio, biblioteca, zona de ocio. Algo más distantes, la estación de tren Cercanías comunicada por la línea de autobús local.  En el precio de venta indicado no se incluye impuestos, ni gastos de escrituración. Consúltenos a este respecto. ¡ES IMPORTANTE TENER EN CUENTA QUE LA VENDEDORA PERMANECERA COMO INQUILINA DESPUES DE LA VENTA DE LA VIVIENDA¡ EXCLUSIVAS ARAGÓN NO COBRA COMISIÓN A LOS COMPRADORES.",False,renew,False,True,3548.0,False,False,False,True,[],False,False,330000.0,€,flat,"El Mirador, Colmenar Viejo",Piso en plaza de los Residenciales,Destacado,,True,True,,,,
107787138,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/50/2f/5a/1355427409.webp,"MAJADAHONDA, MADRID",65,,1095000.0,chalet,sale,400.0,,4,4,calle Numancia,Madrid,Majadahonda,Zona Carretera del Plantío,es,40.4813141,-3.868181,False,https://www.idealista.com/inmueble/107787138/,"Situada en el corazón de Majadahonda, esta propiedad con 343m2 útiles y 220m2 de terraza y jardín, ofrece una excelente elección para quienes buscan espacio, ubicación privilegiada y la posibilidad de adaptarla al gusto y estilo de vida de su futuro propietario. Destaca por su luminosidad y distribución muy funcional. En la planta principal, nos recibe un amplio-comedor diferenciado en dos ambientes. Su acceso directo a una gran terraza y a un espectacular patio con jardín y barbacoa, invita a disfrutar de la tranquilidad del entorno y de momentos al aire libre. La cocina, con zona de office y gran tendedero cerrado, ofrece comodidad y espacio para el día a día. Además, en esta planta se encuentra un aseo de cortesía. En la primera planta, el dormitorio principal destaca por su amplitud, con baño en suite y acceso directo a una terraza. Completan esta planta, dos habitaciones dobles también con acceso a una segunda terraza. Ambas son muy luminosas y acogedoras y comparten un cuarto de baño. La última planta, es un espacio diáfano y lleno de luz, una estancia versátil que ofrece infinitas posibilidades, desde un estudio de trabajo hasta una zona de ocio o dormitorio adicional. En la planta baja una segunda sala de estar con luz natural y paso al jardín, un amplio espacio adicional, una habitación, baño, sauna y zona de almacenamiento, completan esta versátil vivienda. Además, cuenta también con acceso directo al garaje, con dos espaciosas plazas de aparcamiento. Cada rincón de esta vivienda la convierten en una oportunidad única. La urbanización dispone de zonas verdes muy cuidadas y piscina comunitaria, siendo un lugar perfecto para relajarse y disfrutar de los días soleados.  Majadahonda es uno de los municipios más exclusivos y codiciados de la Comunidad de Madrid. Con una combinación perfecta entre tranquilidad y calidad de vida, ofrece un entorno residencial privilegiado, rodeado de zonas verdes y con una excelente infraestructura de servicios. Su ubicación estratégica, a pocos minutos de la capital y su magnífica conexión con las principales vías de comunicación hacen de Majadahonda un lugar ideal para quienes buscan comodidad sin renunciar a la cercanía de Madrid. Además, la zona cuenta con excelentes conexiones de transporte público, con líneas de autobús y tren de cercanías que facilitan el acceso tanto al centro del municipio como a Madrid y sus alrededores. La oferta comercial y gastronómica es inmejorable, con prestigiosos centros comerciales, boutiques exclusivas y una amplia variedad de restaurantes y cafeterías. Además, Majadahonda dispone de excelentes colegios, tanto públicos como privados, así como centros deportivos de primer nivel, hospitales de referencia y una animada vida cultural. Todo ello en un ambiente seguro y familiar que lo convierte en el destino perfecto para disfrutar de un estilo de vida distinguido y lleno de comodidades. ¡Solicita tu visita y descubre cómo convertir esta casa en tu próximo hogar!.",True,good,False,,2738.0,True,False,False,True,[],False,False,1095000.0,€,chalet,"Zona Carretera del Plantío, Majadahonda",Chalet pareado en calle Numancia,Destacado,,True,True,semidetachedHouse,,,
108469776,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/52/db/e2/1345860168.webp,,23,4,225900.0,flat,sale,102.0,True,3,1,CL PICO ANAYET,Madrid,Madrid,Puente de Vallecas,es,40.4036329,-3.6560513,False,https://www.idealista.com/inmueble/108469776/,"SM HOMES Gestión Inmobiliaria, ofrece en exclusiva, estupenda vivienda totalmente exterior. *De momento solo disponible para clientes que vayan a comprar al contado, ya que estamos pendientes de su inscripción en el registro y no se puede hipotecar. Se admiten ofertas. Características: - Salón con acceso a amplia terraza. - Habitaciones con armarios empotrados. - Cocina con acceso a tendedero. - Fontanería y electricidad cambiadas. - Amplio hall recibidor con posibilidad de incorporarlo al salón. - Baño con ventana y plato de ducha. Zona con acceso a todos los servicios, supermercados, farmacias, colegios, etc. ¡No dude ahora en venir a visitarlo, estaremos encantados de ayudarle!",True,good,False,False,2215.0,False,False,True,True,[],False,False,225900.0,€,flat,"Numancia, Madrid",Piso en Cl Pico Anayet,Destacado,Numancia,,,,230000.0,4100.0,2.0
107132758,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1b/0d/72/1308863200.webp,av-1774,32,,145000.0,chalet,sale,92.0,,3,1,calle Florida,Madrid,Cadalso de los Vidrios,,es,40.3237873,-4.4526116,False,https://www.idealista.com/inmueble/107132758/,"! ROMARSA VENDE! ¡Descubre tu nuevo hogar! Te presentamos esta encantadora casa/chalet de 92 m² construidos, ideal para disfrutar de la vida en familia. Con 3 acogedores dormitorios y un baño completo, este espacio está diseñado para ofrecerte comodidad y funcionalidad. Construida en 2009, la propiedad se encuentra para actualizar. Disfruta de la calidez del hogar gracias a su calefacción individual de gasoil y con posibilidad de chimenea, actualmente con estufa de leña. Se trata de un chalet independiente con parcela de 600m2 privada y cuenta con una luminosidad excepcional, gracias a su orientación este, norte, oeste y sur, que permite que la luz natural inunde cada rincón. Además, podrás disfrutar de un hermoso jardín y de una refrescante piscina comunitaria, ideal para los días de verano. Entre sus características adicionales, destaca la inclusión de armarios empotrados, ventanas climalit que garantizan un buen aislamiento, suelos de tarima, y una puerta blindada que proporciona seguridad. También tendrás a tu disposición una plaza de garaje y un trastero, perfectos para mantener el orden en tu hogar. No dejes pasar la oportunidad de vivir en este maravilloso chalet que combina confort, estilo y una ubicación privilegiada. ¡Contáctanos para más información y ven a visitarlo! Calidad y trato personalizado.",True,good,False,,1576.0,False,False,False,True,[],False,False,145000.0,€,chalet,Cadalso de los Vidrios,Casa independiente en calle Florida,Destacado,,True,True,independantHouse,,,
108588767,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a2/43/75/1349278640.webp,,23,3,279900.0,flat,sale,123.0,True,3,2,calle Cristo de la Victoria,Madrid,Madrid,Usera,es,40.3783679,-3.7040677,False,https://www.idealista.com/inmueble/108588767/,"En GRUPO HOGARES presentamos en exclusiva este piso totalmente preparado para empezar una nueva etapa. Sois una pareja joven, con o sin hijos, que busca un hogar propio donde crear vuestro hogar, sin tener que irse lejos de todo. Buscáis un barrio bien comunicado, con servicios cerca, un entorno tranquilo pero con vida. Las viviendas que habéis visto hasta ahora puede que estén mal distribuidas, sin luz, o necesitan reformas costosas. Y lo peor: muchas ya se salen de vuestro presupuesto. La idea de hipotecaros más de lo que podéis pagar no es una opción. Esto puede significar tener que seguir en alquiler, perder tiempo valioso en desplazamientos o resignarse a vivir en un sitio que no os llena. Mientras tanto, el tiempo pasa, y la sensación de hogar propio se aleja. ✔ Orientación sureste = luz natural durante casi todo el día → más eficiencia, calidez y bienestar en vuestro día a día. ✔ Salón-comedor luminoso ✔ Cocina independiente ✔ 3 dormitorios ✔ 2 baños completos ✔ Reforma reciente en fontanería y electricidad ✔ Distribución funcional y fácil de amueblar A tan solo 15 metros de la parada de autobús 6, 60, 78, 81 (Cristo de la victoria - Jaspe), a menos de 10 minutos andando de la línea de metro (6 y 11) Plaza Elíptica y Almendrales y Renfe (C-5) Doce de Octubre. ¿Dudas con la financiación? Nuestro departamento financiero os asesora desde el primer momento: ✔ Estudio gratuito y sin compromiso ✔ Tramitación completa del préstamo ✔ Hasta el 100% de financiación disponible cumpliendo los requisitos Agenda tu visita hoy. Ven a descubrir un hogar donde empezar una nueva etapa, sin renunciar a nada. El anuncio no es vinculante y puede contener errores.",True,good,False,False,2276.0,True,False,False,False,[],False,False,279900.0,€,flat,"Pradolongo, Madrid",Piso en calle Cristo de la Victoria,Destacado,Pradolongo,True,True,,,,
106336901,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0c/59/41/1286894833.webp,VIS-366,45,,419000.0,chalet,sale,120.0,,4,2,Urbanización Silillos,Madrid,Valdetorres de Jarama,,es,40.6778584,-3.5270809,False,https://www.idealista.com/inmueble/106336901/,"VISTA HOMES ofrece un CHALET INDEPENDIENTE EN UNA PLANTA CON PISCINA PRIVADA, PORCHE CUBIERTO Y GARAJE, ubicado en la urbanización Silillos, en el municipio de Valdetorres del Jarama. Construido en 1986, dispone de 120 m² construidos en PARCELA de 2800 m². A través de un estupendo porche se accede al hall de entrada que nos lleva a a las diferentes estancias de la vivienda. El salón comedor es muy grande, tiene chimenea con cassette y 4 ventanales que iluminan la estancia durante todo el día.  La cocina está completamente rehabilitada y amueblada; es independiente y se podría diseñar como espacio abierto al salón. La zona de noche privada de la casa cuenta con un dormitorio principal con cuarto de baño en suite y tres dormitorios secundarios, todos con armarios empotrados.  EL CHALET destaca por sus espectaculares exteriores que se encuentran en parte solados y en parte ajardinados con zona de huerto y árboles frutales consolidados. Incluyen tres garajes techados, zona de barbacoa, piscina y cuarto de baño. Parcela vallada y completamente iluminada. La casa se climatiza mediante calefacción de gasoil con depósito en caseta independiente a la vivienda. Puertas barnizadas, suelos de gres y ventanas de aluminio. Agua del canal, y dos pozos para el riego y mantenimiento del jardín. Valdetorres del Jarama ofrece un estilo de vida idílico, combinando la tranquilidad de la naturaleza con la conveniencia de contar con todos los servicios de un pueblo bien establecido. Con colegios, supermercados, centros de salud, restaurantes y más, tendrás todo lo que necesitas a tu alcance. Además, su excelente ubicación, a solo 20 minutos de Madrid por la A-1 y con líneas de autobuses interurbanos frecuentes, garantiza una conexión fácil y rápida con la capital. ¿HABLAMOS? ¡Contacta con nosotros y programa tu visita ahora! En VISTA HOMES, estamos comprometidos a convertir tus aspiraciones en una realidad extraordinaria. Te ayudamos a conseguir las mejores condiciones de financiación, pregúntanos 100%. Disponemos de Viviendas en Venta Privada, ¡pregunta al responsable de la zona que buscas para visitarlas!",True,good,False,,3492.0,True,False,False,False,[],False,False,419000.0,€,chalet,Valdetorres de Jarama,Casa independiente en Urbanización Silillos,Destacado,,True,True,independantHouse,,,
