propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,neighborhood,detailedType.subTypology,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
107530309,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1e/5a/8b/1315183251.webp,48,bj,187000.0,flat,sale,150.0,True,4,2,calle Alejandro Sureda,Madrid,Aranjuez,Vergel-Las Olivas,es,40.0276955,-3.6168132,False,https://www.idealista.com/inmueble/107530309/,"VIVIENDA ALQUILADA! SE VENDE CON EL INQUILINO! El comprador tiene la obligación de respetar el contrato de alquiler que finaliza en Diciembre del 2026. Te presentamos este maravilloso piso de 111 m² útiles (150 m² construidos), un espacio amplio y acogedor donde cada rincón está diseñado para tu bienestar. Cuenta con un dormitorio doble y tres habitaciones, perfectas para adaptarlas a tus necesidades, ya sea como dormitorios, despacho o zona de juegos. Dispone de dos baños completos, una cocina espaciosa con encimera de Silestone y un práctico tendedero. El salón, amplio y luminoso, ideal para poder descansar después de un largo y duro día de trabajo.  La vivienda está llena de detalles que aportan calidez y confort, como el suelo de tarima, puertas de roble y ventanas de aluminio. Además, cuenta con tres armarios empotrados, dos aires acondicionados frío/calor y calefacción de gas natural, asegurando la temperatura ideal en cualquier estación del año. Para mayor comodidad, incluye trastero y plaza de garaje, ofreciéndote espacio extra para almacenamiento y la tranquilidad de tener siempre dónde aparcar. Su orientación oeste permite disfrutar de una preciosa luz natural durante toda la tarde. Un hogar listo para convertirse en tu refugio, donde cada día será especial. ¡No dejes pasar esta oportunidad y ven a visitarlo! ✨ La vivienda se vende alquilada con contrato de alquiler hasta 2026.",False,good,False,True,1247.0,False,False,False,False,[],False,False,187000.0,€,flat,"Vergel-Las Olivas, Aranjuez",Piso en calle Alejandro Sureda,001352,,,True,True,,,
108554684,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8e/48/15/1348314595.webp,18,1,995000.0,flat,sale,136.0,True,4,2,calle de Rodríguez San Pedro,Madrid,Madrid,Chamberí,es,40.4297937,-3.7089413,False,https://www.idealista.com/inmueble/108554684/,"ASGA REAL ESTATE, les presenta esta magnífica vivienda en la calle Rodriguez San Pedro, Chamberí. El inmueble tiene una superficie de 136 metros cuadrados catastrales y de 123 metros cuadrados escriturados. Consta de la siguiente distribución, hall, salón comedor, cuarto de estar, 4 dormitorios, baño y aseo. La vivienda necesita reforma. El edificio es del año 1957.  Posibilidad también de visitas los sábados y domingos por la mañana de 10.00 a 13.00 horas.",False,renew,False,True,7316.0,False,False,False,False,[],False,False,995000.0,€,flat,"Arapiles, Madrid",Piso en calle de Rodríguez San Pedro,,Arapiles,,,,,,
106469512,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/72/01/94/1283821996.webp,45,,1248000.0,chalet,sale,267.0,,4,3,calle San Valentin,Madrid,Torrelodones,Colonia,es,40.5753438,-3.9517039,False,https://www.idealista.com/inmueble/106469512/,"NO COBRAMOS COMISIÓN AL COMPRADOR. INMOTORRE VENDE CHALET PAREADO EN UNA DE LAS MEJORES ZONAS DE TORRELODONES COLONIA. Descubre este espectacular chalet independiente de 267 m² construidos, situado en una zona tranquila y bien comunicada. A tan solo 4 minutos a pie de la estación de tren de cercanías y con una parada de autobús directo a Madrid, disfrutarás de la comodidad de estar cerca de todo. La propiedad se distribuye en dos plantas. En la planta calle ofrece un amplio hall, dormitorio y baño completo, una cocina moderna con zona de office y acceso a una acogedora barbacoa. El gran salón comedor, lleno de luz gracias a sus grandes ventanales, se conecta directamente con el jardín privado, donde podrás relajarte en la zona de tumbonas de la piscina privada (cloración salina) o disfrutar de comidas al aire libre en la terraza. En la primera planta, encontrarás tres dormitorios y dos baños, incluyendo un dormitorio principal con baño en suite, además de un gran despacho ideal para trabajar desde casa. La terraza compartida por el dormitorio principal y el despacho ofrece vistas encantadoras y un espacio perfecto para disfrutar del aire fresco. El chalet cuenta con un garaje con capacidad para dos coches y entrada directa a la vivienda, así como con modernas calidades como aerotermia, persianas motorizadas y alarma perimetral. Este hogar, que tiene solo seis años y ha sido mejorado con acabados de alta calidad, está listo para entrar a vivir. No pierdas la oportunidad de hacer de este chalet tu nuevo hogar. ¡Contáctanos para más información y ven a verlo! No cobramos honorarios al comprador.",False,good,False,,4674.0,False,False,False,False,[],False,False,1248000.0,€,chalet,"Colonia, Torrelodones",Chalet pareado en calle San Valentin,019/24,,semidetachedHouse,True,True,,,
108132002,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8f/f8/2c/1336616233.webp,35,2,630000.0,flat,sale,148.0,True,3,2,avenida del Montecillo,Madrid,Pozuelo de Alarcón,Somosaguas,es,40.4302321,-3.783671,False,https://www.idealista.com/inmueble/108132002/,"¡Descubre tu nuevo hogar en Pozuelo de Alarcón! En Húmera. AKASA VENDE éste MAGNIFICO piso, ofrece un espacio ideal para disfrutar de la vida en familia. Con 148 m² construidos y 155 m² útiles, cuenta con dos dormitorios amplios en la planta de entrada más la IMPRESIONANTE buhardilla DIAFANA en planta superior, la cual se puede dividir en dos dormitorios más, perfectos para descansar y relajarse o adaptarla a las necesidades de cada uno, hacer un estudio, Suitte principal, salón de juegos.. .  Segunda planta EXTERIOR con ASCENSOR. La orientación SUR garantiza una luminosidad excepcional, mientras que el ESPECTACULAR salón, con sus tres ventanales a la calle, se convierte en el corazón del hogar, un lugar perfecto para compartir momentos inolvidables. La cocina independiente, equipada y con tendedero, es perfecta para los amantes de la gastronomía. La TRANQUILIDAD que se respira en esta propiedad es incomparable, ideal para desconectar del bullicio diario. Ubicado en la mejor zona de Húmera, en la Avda. del Montecillo, al lado del CLUB HIPICO y la Iglesia, con EXCELENTE acceso a servicios, transportes y comunicaciones, este piso también incluye una plaza de garaje y un trastero, lo que añade un valor extra a la propiedad.  No dejes pasar la oportunidad de vivir en un hogar reformado y en buen estado, donde cada rincón ha sido pensado para ofrecerte comodidad y bienestar. ¡Ven a visitarlo y enamórate!",False,good,False,True,4257.0,False,False,False,False,[],False,False,630000.0,€,flat,"Somosaguas, Pozuelo de Alarcón",Piso en avenida del Montecillo,AK-2097,Somosaguas,,True,True,,,
108528748,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/21/2f/8b/1347590469.webp,28,8,800000.0,flat,sale,108.0,True,3,2,calle de Fermín Caballero,Madrid,Madrid,Fuencarral,es,40.4820945,-3.7075224,False,https://www.idealista.com/inmueble/108528748/,"Estupendo piso en la prestigiosa urbanización Tirma. Actualmente dispone de amplio salón comedor, 3 habitaciones (en origen 4), dos baños completos, terraza, cocina independiente y tendedero.  El edificio dispone de dos ascensores y un montacargas, así como de un acceso directo desde la calle sin barreras arquitectónicas. Dispone de servicio de conserjería de lunes a viernes y forma parte de la Urbanización Tirma con seguridad 24h, jardines, zonas infantiles, pistas deportivas (futbol, baloncesto, tenis, ) y dos piscinas. Así como Club Social.  La vivienda dispone del acceso principal a un recibidor con armario empotrado, que da paso a un luminoso salón comedor con terraza cerrada orientación sur – oeste, con unas estupendas vistas a la urbanización. La cocina independiente cuenta con espacio suficiente para disponer un office con zona de desayuno. Los tres dormitorios cuentan con armarios empotrados. Suelo de parquet y paredes con gotelé.  El piso está ubicado en una octava planta, dispone de calefacción central y aire acondicionado individual, asegurando el máximo confort durante todo el año.  La ubicación es inmejorable cerca de colegios, centro médicos, hospitales, centro comercial La Vaguada y tiendas a pie de calle. A menos de 5 minutos de la vivienda se encuentra el Metro Herrera Oria (Línea 9), así como varias líneas de autobuses: 27 y 133. Acceso directo a la M-30, A1, A6 y M-607. Abstenerse agencias, intermediarios, brokers.",False,good,False,True,7407.0,False,False,False,False,[],False,False,800000.0,€,flat,"Pilar, Madrid",Piso en calle de Fermín Caballero,,Pilar,,True,True,,,
108779233,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/44/16/3d/1354881061.webp,32,1,235000.0,duplex,sale,93.0,True,2,2,Colmenarejo,Madrid,Colmenarejo,,es,40.5609631,-4.0147946,False,https://www.idealista.com/inmueble/108779233/,"Inmobiliaria VOhome propiedades Collado Villalba vende: Piso dúplex de 2 dormitorios en Colmenarejo. La vivienda esta distribuida en dos plantas: Planta baja o principal con salón comedor con un gran ventanal, cocina con ventana y un aseo. Al subir a la segunda planta nos encontramos con un tragaluz en el descansillo lo que aporta una agradable luz natural, 2 dormitorios con armarios empotrado, armario empotrado en el pasillo y 1 baño completo. Dispone de calefacción de gas natural, ventana de aluminio con cristales climalit en planta baja y velúx en los dormitorios superiores, cuenta con suelo de gres en planta baja y parquet en la planta superior. ¡No esperes más y agenda tu visita hoy mismo! Te ayudaremos a hacer de esta nueva vivienda tu nuevo hogar. En el precio de venta no están incluidos los gastos de compra ( Impuestos de transmisiones patrimoniales/ Notaría / Gestoría / Registro / Intermediación inmobiliaria y/o Financiera). Contamos con departamento financiero que puede asesorarte completamente gratis y sin compromiso. Te ayuda a conseguir la mejor hipoteca según condiciones. ¡Pregúntanos! ¡Te financiamos tu vivienda! Tipo de interés fijo: desde 2.29 % Tipo de interés variable: desde Er+0.50 % Además, en nuestra página web podrás conocer todos los servicios, propios y externalizados, que tenemos a disposición. En VOhome propiedades, te ayudamos a cumplir tu sueño. Te facilitamos todas las gestiones relacionadas con la compraventa. Pásate a conocernos por nuestra oficina en Collado Villalba (28400) C/ Real, nº48 en el horario de L–V de 09:30h a 14:00h / 17:00h a 20:00h o sábados de 10:00h a 14:00h.",True,good,False,False,2527.0,False,False,False,False,[],False,False,235000.0,€,flat,Colmenarejo,Dúplex,IDE1160725,,duplex,,,,,
108522554,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/55/fd/44/1347417005.webp,60,,620000.0,chalet,sale,250.0,,5,3,calle García Lacalle,Madrid,Alcalá de Henares,El Pilar - Bripac,es,40.4987039,-3.3484845,False,https://www.idealista.com/inmueble/108522554/,"Top Properties presenta a la venta maravilloso chalet adosado de 242 metros útiles divididos en 4 plantas, urbanización privada con piscina y zonas verdes. La vivienda se divide de tal manera: Planta sótano, se localiza el amplio garaje, a su vez dispone de una habitación de grandes dimensiones para invitados y una habitación de transformada en lavandería, ambas reformadas recientemente.  Planta baja o planta calle, tenemos una amplia cocina totalmente equipada, un baño y el magnifico y abierto salón comedor con acceso a la terraza, la cual se restauro y renovó el año pasado, tiene zona chillout, también zona de barbacoa y comedor, a su vez en la entrada de la vivienda dispone de una segunda terraza con su zona de chillout, aire acondicionado bomba frio calor y calefaccion por gas en toda la vivienda. Planta primera, tenemos los 3 dormitorios, uno de ellos con baño en suite y con acceso al maravilloso vestidor ( antiguamente era un dormitorio y se reformo) y otro baño para las 2 habitaciones restantes. Planta segunda, tenemos una buhardilla de 45 metros cuadrados totalmente reformada y acomodada para hacer vida en ella o como habitación de invitados, dispone de calefacción por gas y bomba de frio calor, aparte tiene realizado un aislamiento térmico para mantener una temperatura optima todo el tiempo. La vivienda esta integrada en una urbanización privada, con gran piscina, socorrista y zonas verdes.  Acceso fácil a todos los servicios, como colegios, hospitales, supermercados etc.. . Nuestros honorarios son del 3% mas IVA a satisfacer por parte del comprador. spone de aire acondiconado y ss.",False,good,False,,2480.0,False,False,False,False,[],False,False,620000.0,€,chalet,"El Pilar - Bripac, Alcalá de Henares",Chalet adosado en calle García Lacalle,CV-HENA,,terracedHouse,True,True,,,
108474189,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/08/6b/9d/1345932620.webp,25,2,540000.0,flat,sale,85.0,True,3,1,calle de San Carlos,Madrid,Madrid,Centro,es,40.4113389,-3.6998263,False,https://www.idealista.com/inmueble/108474189/,"Exterior con muchisima luz. Tres dormitorios dobles y salon. Todos los ambientes a la calle con balcones. Aire acondicionado en todo el apartamento. Techos altos. En el centro de Madrid. A pasos del metro y los sitios turísticos mas importantes de Madrid. Museos, teatros, restaurantes, bares trending. Reformado a nuevo. Incluye muebles. Para entrar a vivir ya.",False,good,False,False,6353.0,False,False,False,False,[],False,False,540000.0,€,flat,"Lavapiés-Embajadores, Madrid",Piso en calle de San Carlos,,Lavapiés-Embajadores,,,,570000.0,30000.0,5.0
108472630,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5c/39/a3/1345948893.webp,46,10,424900.0,flat,sale,92.0,True,3,1,calle del General Millan Astray,Madrid,Madrid,Latina,es,40.3763062,-3.7665616,False,https://www.idealista.com/inmueble/108472630/,"Hecho Soluciones Vende en Exclusiva Ubicación Privilegiada en Las Águilas Imagina vivir en un entorno tranquilo y seguro, rodeado de servicios y con excelentes comunicaciones. Nuestra exclusiva vivienda en la calle Millán Astray 29 ofrece todo lo que necesitas para disfrutar de una vida cómoda y relajada. Un Hogar Diseñado para la Vida en Familia - 3 habitaciones amplias y luminosas, perfectas para crear recuerdos inolvidables con tus seres queridos. - 1 baño moderno y funcional, diseñado para ofrecer comodidad y practicidad. - Cocina con barra, un espacio ideal para compartir momentos con familia y amigos mientras preparas deliciosas comidas. - Terraza con vistas agradables, un rincón perfecto para relajarte y disfrutar del aire libre. Servicios Cercanos para Todas las Necesidades - Colegios:  - CEIP Federico García Lorca, a solo 6 minutos a pie, un centro educativo de gran calidad para tus hijos.  - CEIP Juan Ramón Jiménez, a 9 minutos a pie, otra excelente opción para la educación de tus hijos.  - Colegio San José de Calasanz y Colegio La Salle San Ildefonso, también dentro de una distancia razonable. - Institutos:  - IES Las Águilas y IES Federico García Lorca, ambos con excelentes programas educativos y a una distancia accesible. - Supermercados:  - Mercadona, a solo 4 minutos a pie, para que puedas hacer tus compras de manera rápida y cómoda.  - Lidl y Carrefour, también dentro de una distancia razonable para ofrecerte más opciones. Comunicaciones de Alta Calidad - Renfe: Estación de Las Águilas, a 7 minutos a pie, para que puedas desplazarte fácilmente a otros lugares. - Metro: Línea 10 con estación de Las Águilas, a 7 minutos a pie, para una mayor conectividad. - Autobuses:  - Línea 495 y Línea 498 con parada en Millán Astray, a solo 1 minuto a pie, para una gran flexibilidad en tus desplazamientos. Una Zona para Disfrutar La urbanización cuenta con zonas verdes, áreas de recreación y servicios para todos los vecinos. La zona de columpios para niños y la plaza de parking asignada son algunos de los detalles que hacen que esta propiedad sea aún más atractiva. No dude en contactarnos para obtener más información o programar una visita. ¡Estamos encantados de ayudarle a encontrar su hogar soñado!",False,good,False,True,4618.0,False,False,False,False,[],False,False,424900.0,€,flat,"Águilas, Madrid",Piso en calle del General Millan Astray,,Águilas,,True,True,,,
108042014,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/96/10/c6/1332066430.webp,9,,2200000.0,chalet,sale,780.0,,7,4,"calle Chopera, 2",Madrid,Pozuelo de Alarcón,Somosaguas,es,40.4261805,-3.7981141,True,https://www.idealista.com/inmueble/108042014/,"Vivienda unifamiliar ubicada en la Calle Chopera, Somosaguas, en Pozuelo de Alarcón, Madrid. Se trata de un activo procedente de entidad bancaria, en trámite de cesión de remate, lo que representa una excelente oportunidad de adquisición por debajo de su valor de mercado. La propiedad fue construida en el año 1990 y se asienta sobre una parcela de 2.500 m². Cuenta con una superficie construida total de 1.116 m², distribuidos de la siguiente manera:  Sótano: 368,13 m² construidos, destinados a garaje y servicios de la vivienda.  Planta baja: 332,13 m² construidos, de los cuales 82,52 m² corresponden a habitaciones de la servidumbre. Distribución: vestíbulo, salón-estar, comedor, despacho, aseos, cocina, dormitorios, comedor de servicio, distribuidor, porche de acceso y patio interior.  Planta primera: 246,06 m² construidos, compuesta por seis dormitorios, despacho, un cuarto de baño y un cuarto de estar con terraza. Además de la vivienda principal, la finca dispone de:  Zona deportiva: 336 m² construidos, divididos en dos áreas deportivas de 72 m² correspondiente a piscina y 264 m² correspondiente a pista de tenis.  Jardín privado: Amplias zonas ajardinadas, perfectas para disfrutar de la naturaleza y el aire libre. Somosaguas es una de las urbanizaciones más exclusivas, consolidadas y prestigiosas del área metropolitana de Madrid. Situada en el municipio de Pozuelo de Alarcón, destaca por ofrecer un entorno residencial de altísima calidad, caracterizado por su privacidad, seguridad y excelentes servicios. La urbanización se compone principalmente de viviendas unifamiliares de lujo en amplias parcelas, rodeadas de extensas zonas verdes y arbolado maduro. Somosaguas ofrece un estilo de vida tranquilo y familiar, ideal para quienes buscan un entorno residencial de primer nivel a escasos minutos del centro de Madrid. Entre sus principales ventajas destacan:  Seguridad: Vigilancia privada 24 horas y control de accesos en algunas zonas, garantizando tranquilidad a sus residentes.  Entorno natural: Grandes parques, jardines privados y zonas comunes arboladas que favorecen el contacto directo con la naturaleza.  Accesibilidad: Perfectamente comunicada con Madrid mediante la M-503, M-508, A-6 y la M-40, además de contar con transporte público (autobuses y cercanías Renfe en Pozuelo).  Oferta educativa: Cercanía a algunos de los mejores colegios de Madrid, como el British Council School, American School of Madrid, Retamar y Everest School, entre otros.  Servicios de alto nivel: Próxima a centros comerciales como Zielo Shopping Pozuelo, hospitales de prestigio, clubes deportivos y restaurantes de alta categoría. Vivir en Somosaguas supone disfrutar de una combinación inmejorable de naturaleza, seguridad, servicios y conexión inmediata con Madrid, todo en un entorno privilegiado y consolidado. Tasación: 3.250.000 € Precio venta: 2.200.000,00 € Gastos e impuestos: Se desconocen Situación posesoria: Se desconoce Visitas: no disponibles No hipotecable Honorarios entidad especializada: 3% del valor de oferta + IVA Nuestro equipo legal podrá tramitar el procedimiento judicial hasta la obtención de llaves (Honorarios no incluidos) Para más información, te invitamos a visitar oportunalia.com Quedamos a tu disposición para resolver cualquier duda que puedas tener.",False,good,False,,2821.0,False,False,False,False,[],False,False,2200000.0,€,chalet,"Somosaguas, Pozuelo de Alarcón","Casa independiente en calle Chopera, 2",CDR0001,Somosaguas,independantHouse,True,True,,,
108646126,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f2/00/74/1351265133.webp,5,4,2875000.0,flat,sale,150.0,True,3,3,Barrio Recoletos,Madrid,Madrid,Barrio de Salamanca,es,40.4250733,-3.6834741,False,https://www.idealista.com/inmueble/108646126/,"Este apartamento es una joya por descubrir, una hermosa propiedad que cuenta con conserje y un moderno ascensor, lo que facilita el acceso a todas las plantas del edificio. Está situado a solo unos pasos del metro, lo que ofrece una excelente conexión con el resto de la ciudad y facilita la movilidad diaria. Además, su ubicación en una zona privilegiada lo convierte en un lugar ideal para vivir.  El apartamento es completamente reformado con un diseño contemporáneo que combina funcionalidad y estilo. La reforma está planeada para finalizar en septiembre de 2025, asegurando que cada detalle se ajuste a los más altos estándares de calidad y confort.  La propiedad dispone de tres dormitorios, todos ellos con vestidor y baño en suite, lo que proporciona una gran privacidad y comodidad para cada miembro de la familia o para los invitados. Uno de los dormitorios puede tener una funcionalidad dual.  El amplio y elegante salón-comedor es perfecto para reuniones sociales y momentos de relajación, con un diseño que invita a disfrutar de cada rincón. La cocina de diseño es un espacio ideal para los amantes de la gastronomía, equipada con electrodomésticos de última generación y acabados de alta calidad que hacen que cocinar sea una experiencia placentera. En resumen, este apartamento no solo ofrece un lugar donde vivir, sino un estilo de vida lleno de comodidades y lujo en una de las mejores ubicaciones de la ciudad.  ref: 202507035-FE.",False,good,False,True,19167.0,True,False,False,False,[],False,False,2875000.0,€,flat,"Recoletos, Madrid",Piso,202507035-FE,Recoletos,,,,,,
108895502,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/34/a3/88/1358217170.webp,50,,350000.0,chalet,sale,330.0,,4,4,calle Austria,Madrid,Colmenar de Oreja,,es,40.0782775,-3.4482146,False,https://www.idealista.com/inmueble/108895502/,"Chalet independiente en parcela de 1.200 m², situado en una zona residencial tranquila de Colmenar de Oreja (Madrid), rodeado de naturaleza, ideal para desconectar y disfrutar al aire libre. A solo 10 minutos en coche de Chinchón y menos de una hora de Madrid. Acceso rápido a M-404 y servicios básicos cercanos.  Con 300 m² construidos distribuidos en dos plantas, esta vivienda ofrece: 4 dormitorios amplios y 4 baños completos, suelo de tarima y gres. Salón muy luminoso con salida directa a terraza, Cocina independiente, cómoda y funcional, calefacción central por gasoil. Orientación sur: luz natural todo el día. Garaje privado y trastero, con piscina privada de 8,5 x 4,5 metros, rodeada de jardín y excelentes vistas. En el sótano están la bodega, un aseo y el cuarto de la plancha. Estado impecable, lista para entrar a vivir. Una oportunidad perfecta para quienes buscan calidad de vida, privacidad y amplitud. Infórmese sin compromiso y ven a visitarlo.",False,good,False,,1061.0,False,False,False,False,[],False,False,350000.0,€,chalet,Colmenar de Oreja,Casa independiente en calle Austria,,,independantHouse,True,True,,,
108241024,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/34/db/a3/1338168356.webp,44,,425000.0,chalet,sale,281.0,,5,2,calle Nogal,Madrid,Valdeavero,,es,40.6104021,-3.339462,False,https://www.idealista.com/inmueble/108241024/,"Espectacular chalet totalmente independiente en la urbanización “La Cardosa” una de las zonas más tranquilas y demandadas de Valdeavero. Ideal para familias que buscan amplitud, comodidad y contacto con la naturaleza. Características principales: • Parcela de 1.505 m² • 281 m² construidos • Construido en 1991 • 3 habitaciones • Calefacción de gasoil con depósito de 1.000 litros • 3 equipos de aire acondicionado • Suelo de tarima • Porche acristalado acondicionado para invierno •Apartamento de invitados independiente: de 50 m² con 1 dormitorio, baño y cocina y estufa de pellet. Exterior impresionante: • Piscina y jardín con césped natural • Horno de leña en el jardín • Huerto y gallinero • Garaje para varios vehículos • Bodega • Varios porches para disfrutar del aire libre Una propiedad única, pensada para disfrutar todo el año con todas las comodidades en un entorno natural. ¡Contacta para más información o agendar una visita! FINANCIACIÓN HASTA EL 100%, PREGUNTANOS SIN COMPROMISO.",False,good,False,,1512.0,False,False,False,False,[],False,False,425000.0,€,chalet,Valdeavero,Casa independiente en calle Nogal,,,independantHouse,True,True,,,
107377563,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9f/0c/87/1311186715.webp,41,,290000.0,chalet,sale,240.0,,4,3,calle Pontevedra,Madrid,Villa del Prado,,es,40.2656049,-4.3445948,False,https://www.idealista.com/inmueble/107377563/,"¡Descubre tu oasis privado a solo una hora de Madrid! Este impresionante chalet independiente en Villa del Prado te ofrece la combinación perfecta de confort y tranquilidad. Situado en una amplia parcela de casi 1.800 m², este hogar de dos plantas está rodeado de un amplio jardín con piscina privada, ideal para disfrutar del clima mediterráneo. La planta superior cuenta con un espacioso salón-comedor que se abre a una gran terraza techada, perfecta para cenas al aire libre. La cocina independiente, tres dormitorios (incluyendo una suite principal) y dos baños con bañera completan esta planta. En la planta inferior, encontrarás dos salas versátiles, un dormitorio adicional y un baño, con acceso directo al jardín y la piscina. Construida en ladrillo en 2003, la casa está equipada con aire acondicionado por splits y calefacción individual por gasoil para tu comodidad durante todo el año. Además, incluye un garaje y un trastero, ofreciendo espacio adicional para almacenamiento. Con 240 m² construidos, armarios empotrados y en buen estado de conservación, esta propiedad es una oportunidad única para quienes buscan una vida tranquila sin renunciar a las comodidades modernas. ¡No dejes pasar esta oportunidad de vivir en tu propio paraíso!",False,good,False,,1208.0,False,False,True,False,[],False,False,290000.0,€,chalet,Villa del Prado,Casa independiente en calle Pontevedra,,,independantHouse,True,True,,,
106912037,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ec/74/3f/1300398545.webp,39,3,1750000.0,penthouse,sale,237.0,True,4,4,La Moraleja urbanización,Madrid,La Moraleja,La Moraleja urbanización,es,40.5089526,-3.6097434,False,https://www.idealista.com/inmueble/106912037/,"MO Inmobiliaria presenta este espectacular piso a estrenar situado dentro de una excelente urbanización en La Moraleja.  La vivienda tiene una superficie 237 metros cuadrados con vistas y una orientación maravillosa.  La casa cuenta con cuatro dormitorios y cuatro baños lo que le hacen ser una vivienda ideal para familias. El dormitorio principal tiene su baño en suite y vestidor. La cocina, muy amplia y luminosa totalmente equipada, con zona de lavandería. Cuenta con un amplio salón con salida a la terraza con espacio suficiente para tener una agradable zona de relax.  Cuenta además con un sistema de climatización eficiente por Aerotermia por suelo radiante-refrescante. Dos plazas de garaje y un trastero. La urbanización tiene seguridad 24h y cuenta con dos piscinas y una zona de juego de niños. También hay una sauna, gimnasio y gran salón dando al jardín, común para uso de la comunidad.  Rodeada por amplias zonas verdes, La Moraleja cuenta con la mayor oferta de colegios privados e internacionales del país, junto con una magnífica oferta gastronómica y de ocio, entre los que destacan clubes de tenis y campos de golf. Además de centros médicos y comerciales. La seguridad en la zona es su prioridad, por ello cuenta con sistemas de vigilancia 24h, con una amplia instalación de cámaras, garantizando así un alto nivel de seguridad. Muchas de nuestras propiedades no aparecen en Idealista por expreso deseo de los propietarios por lo que puede consultar nuestra página web para ver todas las viviendas disponibles.",True,good,False,True,7384.0,False,False,False,False,[],False,False,1750000.0,€,flat,"La Moraleja urbanización, La Moraleja",Ático,MOI51.6,,penthouse,True,True,,,
106957885,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f9/8d/f0/1298712171.webp,24,1,219900.0,flat,sale,42.0,True,1,1,calle del Barranco del Novillo,Madrid,Madrid,Villa de Vallecas,es,40.3712217,-3.6116983,False,https://www.idealista.com/inmueble/106957885/,"Precioso apartamento seminuevo en urbanización privada con piscina comunitaria, conserje, etc.. . Cerca de metro, supermercados, zona comercial, etc.. . Con plaza de garaje y trastero incluidos en el precio. Es una vivienda con 1 dormitorio con cama de matrimonio, amplio salón con cocina americana amueblada y equipada con electrodomésticos, frigorífico, lavadora, horno, campana, etc.. . Cuarto de baño con ducha, gran trastero maletero en la vivienda y trastero independiente, calidades de lujo, disponible para entrar a vivir ya! IDEAL PARA INVERSORES!",False,good,False,True,5236.0,False,False,False,False,[],False,False,219900.0,€,flat,"Ensanche de Vallecas - La Gavia, Madrid",Piso en calle del Barranco del Novillo,VT332,Ensanche de Vallecas - La Gavia,,True,True,,,
106977362,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/40/36/8b/1299292714.webp,72,,420000.0,chalet,sale,180.0,,4,3,Alcobendas Centro,Madrid,Alcobendas,Alcobendas Centro,es,40.5371401,-3.6385955,False,https://www.idealista.com/inmueble/106977362/,"APINORTE Vuestra agencia de confianza presenta vivienda de 150 m² de dos alturas con accesos independientes, en terreno urbano de 115 m² en venta. Compuesta de planta baja de 85 m² repartida en recibidor extra grande con armario de cortesía, salón, cocina comedor, habitación principal con baño privado en suite, segunda habitación, cuarto de baño principal y patio exterior. Primera planta con entrada independiente a la planta baja Compuesta de amplio recibidor con armario de cortesía, cocina independiente, salón con armario empotrado y balcón exterior con vistas al centro de Arte de Alcobendas y habitación.  Esta segunda planta con una mínima reforma de tabiquería se puede convertir en salón con cocina americana y tres dormitorios.  La vivienda está situada enfrente del centro de arte de Alcobendas.  Ideal para INVERSORES, se puede visitar sin compromiso.  La vivienda ha sido reformada hace tres años, fontanería, electricidad, calefacción, gas natural, ventanas, climalit con mosqueteras patio alicatado cubierta del edificio, bajadas, suelos y paredes. También dispone de armarios de tres empotrados y gastos de comunidad cero.  Se puede visitar sin compromiso pidiendo cita en nuestra oficina.",False,good,False,,2333.0,False,False,False,False,[],False,False,420000.0,€,chalet,"Alcobendas Centro, Alcobendas",Chalet adosado,28-327-1378,,terracedHouse,,,,,
