propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,newDevelopmentFinished,detailedType.subTypology,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
105236067,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fa/ea/a2/1345977237.webp,TIPO A,13,,1425000.0,chalet,sale,320.0,,6,6,Hermanos San Román s/n,Madrid,Pozuelo de Alarcón,Zona norte,es,Zona norte,40.4497489,-3.8072152,True,https://www.idealista.com/obra-nueva/105236067/,"“ALTOS DEL PARQUE” es una promoción de 11 exclusivos chalets adosados, con parcela privada, y urbanización con jardín y piscina. Viviendas con grandes posibilidades. ESPACIOS PERSONALIZABLES para adaptarse a las necesidades de cada familia. En el corazón de Pozuelo, con vistas al Parque Alcalde José Martín Crespo-Díaz, y junto a la Plaza de la Constitución y al Parque Prados de Torrejón, “ALTOS DEL PARQUE” se encuentra en un entorno privilegiado, con gran oferta de servicios, centros educativos, comerciales y de ocio. Una zona consolidada y bien comunicada con los principales ejes de la ciudad. Las viviendas, de hasta 6 dormitorios, cuentan con amplios espacios distribuidos en cuatro plantas. En planta baja está el salón, comedor, cocina, aseo de cortesía, y zonas exteriores de la vivienda con porche delantero y amplia terraza trasera con salida a los jardines de la urbanización. Primera planta de dormitorios con baño ensuite y armarios empotrados. Ático con sala de estar, o dormitorio con baño, y salida a gran terraza. Y en el sótano, zona de bodega con grandes ventanales, ampliamente iluminada a través de patio inglés, con sala de estar personalizable, y acceso directo al aparcamiento comunitario. “ALTOS DEL PARQUE” está concebida como una urbanización de viviendas que combinan el diseño moderno de una construcción con excelentes materiales, con el confort de unos espacios estudiados y concebidos para disfrutar de todas las comodidades que ofrecen. Entrega segundo semestre 2026.",False,,True,,4453.0,True,False,False,False,[],False,False,1425000.0,€,chalet,"Zona norte, Pozuelo de Alarcón",Chalet adosado en Hermanos San Román s/n,False,terracedHouse,True,True,,,,
107726835,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e8/cf/20/1321003258.webp,456-C,24,,1570000.0,chalet,sale,425.0,,5,6,Santo Domingo,Madrid,Santo Domingo,,es,,40.6214081,-3.5780313,False,https://www.idealista.com/inmueble/107726835/,"ABETO COCHES Y CASAS -Magnífica vivienda con inmejorable ubicación, muy cercana al control de seguridad y a pocos minutos andando del centro comercial Santo Domingo. Bonita parcela completamente ajardinada, amplio porche con zona barbacoa, cenador y piscina privada de orientación sur. Magnífica vivienda de altas calidades, con fachada exterior en mármol travertino, suelos de madera y cristales emplomados. En planta principal dispone de un amplio salón comedor a dos alturas con salida directa al jardín, gran cocina con zona office y salida al porche del jardín, aseo de cortesía y sala de estar. En planta superior tenemos el dormitorio principal con chimenea, su vestidor privado y baño en suite, un dormitorio más con su baño en suite, y otros dos dormitorios que comparten un baño.  En planta baja cuenta con la zona de servicio o de invitados con salón, dormitorio y baño, cuarto de lavandería, gran sala de juegos, bodega, baño, y garaje privado con acceso directo a la vivienda. en el exterior dispone de otro garaje cubierto. ABETO COCHES Y CASAS - VEN A VERNOS A NUESTRA OFICINA EN EL CENTRO COMERCIAL SANTO DOMINGO -  ref: 456-C.",True,good,False,,3694.0,False,False,False,False,[],False,False,1570000.0,€,chalet,Santo Domingo,Casa independiente,,independantHouse,True,True,,,,
107767216,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d9/30/ef/1329490219.webp,,19,1,309900.0,flat,sale,95.0,True,3,2,"avenida de las Castañeras, 22",Madrid,Arroyomolinos,Zona el Caño,es,,40.2720623,-3.9243568,True,https://www.idealista.com/inmueble/107767216/,"Agencia inmobiliaria en Arroyomolinos INMOBILIARIA TECNOCASA NUEVO ARROYOMOLINOS VENDE ESPECTACULAR PISO EN UNA DE LAS MEJORES ZONAS DE ARROYOMOLINOS. ¡Descubre tu nuevo hogar en Arroyomolinos! Este encantador piso de 95 m² es perfecto para disfrutar de la vida en familia. Con 3 amplios dormitorios y 2 baños, cada rincón está diseñado para ofrecer comodidad y funcionalidad. La cocina está completamente equipada, lista para que prepares deliciosas comidas. Además, cuenta con una acogedora terraza y un balcón donde podrás relajarte al aire libre. La ubicación es inmejorable, rodeado de todos los servicios que necesitas, desde supermercados hasta colegios, y a un paso de hermosas zonas verdes ideales para pasear o disfrutar de un día en familia. El edificio cuenta con ascensor y la plaza de garaje está incluida en el precio, lo que añade un extra de comodidad a tu día a día. Este piso de segunda mano se encuentra en buen estado. No dejes pasar la oportunidad de vivir en un lugar que combina confort, ubicación y calidad de vida. ¡Ven a verlo y enamórate de tu nuevo hogar!",False,good,False,False,3262.0,True,False,False,False,[],False,False,309900.0,€,flat,"Zona el Caño, Arroyomolinos","Piso en avenida de las Castañeras, 22",,,True,True,,,,
108630384,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/76/51/9b/1350452683.webp,W-030G5B,31,5,595000.0,flat,sale,92.0,True,1,1,Barrio Sol,Madrid,Madrid,Centro,es,Sol,40.4137478,-3.7044656,False,https://www.idealista.com/inmueble/108630384/,"Exclusivo atico abuhardillado de diseño Engel & Volkers tiene el placer de comercializar este exclusivo apartamento en el corazón de Madrid, en la famosa y vibrante zona de Sol, una joya arquitectónica construida en 1881 que ofrece una experiencia de vida única. Con una superficie total de 92 metros cuadrados, este elegante hogar en una quinta planta abuhardillado combina historia y modernidad, ideal para quienes buscan lo mejor de la vida urbana. Al entrar, el alargado, luminoso y cálido pasillo nos transporta a un espacio de vida de 86 metros cuadrados que junto con sus techos abuhardillados nos inundan de luz natural  El moderno salón comedor, con su cocina americana integrada ha sabido combinar lo moderno con lo histórico conservando sus vigas de madera originales que junto con sus ventanas de velux nos inunda de luz desde primeras horas del dia La zona de descanso compuesta por un amplio dormitorio independiente con sus gran cama doble, y unido a el como continuacion del salon otro espacio con otra gran cama doble nos transportan a ese merecido descanso  El cuarto de baño amplio, con una gran ducha y con bañera de época nos invita a ver las estrellas a la luz de las velas  El apartamento ha sido totalmente reformado, se entrega amueblado y listo para entrar a vivir  Descubra el encanto de vivir en un edificio histórico que ofrece todas las comodidades modernas que busca.  El inmueble con conserje refleja un estilo de vida de alto nivel Fantástica ubicación en zona centro, Sol es el corazón de Madrid y la Puerta del Sol la más famosa de toda la capital, el barrio cuenta con una variada dotación, tanto a nivel comercial, con grandes almacenes, como la recién y lujosa inaugurada Galería Canalejas y tiendas de las principales marcas nacionales e internacionales, así como con una amplia oferta hotelera de lujo, como el hotel Four Season, Marriott, rodeado de numerosas líneas de autobuses, estaciones de la red de metro y taxi. La oferta gastronómica y de ocio es igualmente amplia, con locales y restaurantes nacionales e internacionales.  Trás un agradable paseo, nos encontramos con algunas de las principales opciones culturales de la ciudad, como el Teatro Real, el Museo del Prado, el Thyssen-Bornemisza. En definitiva un lujo peatonal para disfrutar de lo mejor de Madrid .",False,good,False,True,6467.0,False,False,False,False,[],False,False,595000.0,€,flat,"Sol, Madrid",Piso,,,,,,,,
108532622,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/30/90/07/1341633600.webp,VT3.12,10,6,285800.0,flat,sale,115.0,True,3,2,Parcela A4-C3 s/n,Madrid,Madrid,Villa de Vallecas,es,Valdecarros,40.3444375,-3.6116875,True,https://www.idealista.com/obra-nueva/108532622/,"SIRIO Valdecarros – Tu nuevo hogar en el futuro de Madrid  95 viviendas VPPL en régimen de cooperativa, con garaje y trastero incluidos, en uno de los desarrollos urbanísticos más ambiciosos e innovadores de Madrid: Valdecarros. Promovido por SIRIO DESARROLLOS DEL ESTE I S. COOP. MAD. , en la parcela A4-C3.  Un barrio en crecimiento con futuro verde  Valdecarros será uno de los pulmones verdes de Madrid, con más de 700 hectáreas dedicadas a zonas verdes —¡el equivalente a casi 500 campos de fútbol y 6 veces el Parque del Retiro! y más de 125 km de carril bici. Contará con todos los servicios necesarios para vivir cómodamente: colegios, guarderías, centros de salud, hospitales, instalaciones deportivas, grandes parques y zonas comerciales como La Gavia.  Conectividad y movilidad sin complicaciones  Ubicado entre las autovías M-31 y M-45, Valdecarros ofrece acceso rápido a la M-50, A-3 y excelentes conexiones mediante transporte público: autobuses de tránsito rápido al centro de Madrid, Atocha y el aeropuerto.  Espacios comunes y sostenibilidad  El residencial está diseñado para ofrecer calidad de vida, con zonas comunes que incluyen:  Jardines Área infantil Sala gourmet comunitaria Piscina  Además, todas las viviendas están proyectadas con altas prestaciones energéticas, con calificación mínima B y posibilidad de alcanzar calificación A.",False,newdevelopment,True,True,2485.0,True,False,False,False,[],False,False,285800.0,€,flat,"Valdecarros, Madrid",Piso en Parcela A4-c3 s/n,False,,True,True,,,,
108602621,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1b/65/45/1349695424.webp,DS-P66037B,15,5,1690000.0,flat,sale,145.0,True,3,2,calle de Maldonado,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.435165,-3.6785716,False,https://www.idealista.com/inmueble/108602621/,"DIZA Consultores presenta esta exclusiva vivienda en Lista. Ubicado en la quinta planta de un edificio, en esquina, se encuentra este este apartamento de 145 metros cuadrados destaca por su luminosidad y estilo. El amplio salón-comedor dividido en dos ambientes, es muy espacioso y luminoso gracias a su orientación y disposición casi todo exterior, dando una sensación de amplitud y armonía en toda la estancias. En la zona de descanso, se encuentran tres dormitorios, siendo dos de ellos exteriores con orientación este, lo que hace que sean muy luminosos desde primera hora de la mañana y cuentan con tamaño suficiente para cama doble. El principal cuenta también con baño en suite. la cocina, completamente independiente, goza de un espacio muy amplio y de una ventilación natural excepcional. La ubicación del inmueble es excepcional, ya que se encuentra en el Barrio de Salamanca, se trata de una de las zonas más lujosas y con mejor calidad de vida de Europa. Gracias a la amplia oferta gastronómica, cultural y comercial, se trata de una formidable zona donde vivir e invertir. Inmobiliaria de lujo en Madrid especializada en comprar, vender y alquilar pisos en las zonas premium de Madrid: Barrio de Salamanca, Almagro, Chamartín, Retiro, Pozuelo, Aravaca, Boadilla. Convertimos Sueños en Hogares. DIZA Consultores Inmobiliarios.",False,good,False,True,11655.0,False,False,False,False,[],False,False,1690000.0,€,flat,"Lista, Madrid",Piso en calle de Maldonado,,,,,,,,
108532609,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/df/a4/0d/1341633646.webp,VT3.19,10,3,286100.0,flat,sale,115.0,True,3,2,Parcela A4-C3 s/n,Madrid,Madrid,Villa de Vallecas,es,Valdecarros,40.3444375,-3.6116875,True,https://www.idealista.com/obra-nueva/108532609/,"SIRIO Valdecarros – Tu nuevo hogar en el futuro de Madrid  95 viviendas VPPL en régimen de cooperativa, con garaje y trastero incluidos, en uno de los desarrollos urbanísticos más ambiciosos e innovadores de Madrid: Valdecarros. Promovido por SIRIO DESARROLLOS DEL ESTE I S. COOP. MAD. , en la parcela A4-C3.  Un barrio en crecimiento con futuro verde  Valdecarros será uno de los pulmones verdes de Madrid, con más de 700 hectáreas dedicadas a zonas verdes —¡el equivalente a casi 500 campos de fútbol y 6 veces el Parque del Retiro! y más de 125 km de carril bici. Contará con todos los servicios necesarios para vivir cómodamente: colegios, guarderías, centros de salud, hospitales, instalaciones deportivas, grandes parques y zonas comerciales como La Gavia.  Conectividad y movilidad sin complicaciones  Ubicado entre las autovías M-31 y M-45, Valdecarros ofrece acceso rápido a la M-50, A-3 y excelentes conexiones mediante transporte público: autobuses de tránsito rápido al centro de Madrid, Atocha y el aeropuerto.  Espacios comunes y sostenibilidad  El residencial está diseñado para ofrecer calidad de vida, con zonas comunes que incluyen:  Jardines Área infantil Sala gourmet comunitaria Piscina  Además, todas las viviendas están proyectadas con altas prestaciones energéticas, con calificación mínima B y posibilidad de alcanzar calificación A.",False,newdevelopment,True,True,2488.0,True,False,False,False,[],False,False,286100.0,€,flat,"Valdecarros, Madrid",Piso en Parcela A4-c3 s/n,False,,True,True,,,,
108494791,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7e/fc/dc/1346591645.webp,2 4º A,5,4,517700.0,flat,sale,97.0,True,2,2,"calle Francisco Largo Caballero, 26",Madrid,Alcobendas,Norte,es,,40.5537554,-3.650864,True,https://www.idealista.com/obra-nueva/108494791/,"Desde GILMAR presentamos un proyecto inmobiliario residencial muy interesante, LC26 ALCOBENDAS Se trata de un edificio construido en el año 2000 en la calle Francisco Largo Caballero, 26 de la ciudad de Alcobendas, en la zona de Valdelasfuentes donde, a pocos metros de la promoción, se encuentra la ciudad deportiva más grande de la zona norte de Madrid, con varios campos de futbol, piscinas, polideportivo, pistas de tenis, pistas multiusos, gimnasio, muy cercano a la estación de cercanías de Renfe Valdelasfuentes y a la estación de metro de Manuel de Falla, lo que hace de su localización la mejor carta de presentación de este proyecto. El conjunto inmobiliario consta de 64 viviendas de 2 y 3 dormitorios, cada una con su trastero anejo, y plaza de garaje incluida en el precio. Las viviendas se distribuyen en 4 portales, con 16 viviendas en cada uno, a razón de 4 viviendas por cada planta, de la primera a la cuarta.  Se está haciendo una profunda rehabilitación en los elementos comunes e instalaciones generales del edificio que incluye, entre otras cosas, una gran actualización en la zona de acceso, portales y descansillos con una imagen más atractiva y actual. De cara a ofrecer unas viviendas muy comerciales a un precio realmente interesante se ha diseñado este proyecto inmobiliario en el que las viviendas se venden en su estado actual, que requiere una reforma interior de las mismas en lo correspondiente a las calidades y acabados.  Para garantizar una mayor economía y un orden en la ejecución de las reformas, reduciendo las molestias al mínimo durante el desarrollo de éstas a los futuros propietarios, se ha considerado indispensable que el futuro comprador contrate la reforma interior de su vivienda con la misma empresa constructora que está ejecutando las obras de las zonas comunes, todo ello sobre un proyecto, presupuesto y plazo de ejecución cerrados y definidos, y con un precio muy ajustado.  Tanto las ventas de las viviendas como la reforma de éstas se van a ir realizando por fases, coincidiendo con cada uno de los portales, de esta forma se pueden realizar los trabajos con más eficacia y se reducen las molestias y plazos de ejecución. Disponemos de piso piloto ya terminado y amueblado para ver como se entregarán las viviendas. Tenemos un acuerdo de financiación con Caixabank. LC26 Alcobendas es una perfecta opción para adquirir una vivienda tanto para uso propio como inversión, ya que existe una gran demanda de este tipo de viviendas en alquiler en esta zona.",False,newdevelopment,True,True,5337.0,False,False,False,False,[],False,False,517700.0,€,flat,"Norte, Alcobendas","Piso en calle Francisco Largo Caballero, 26",False,,True,True,,,,
108116120,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/56/8d/6b/1334319934.webp,MAD59184,8,3,1630000.0,penthouse,sale,251.0,True,3,3, Allendesalazar,Madrid,Madrid,Ciudad Lineal,es,Colina,40.4602254,-3.6649659,False,https://www.idealista.com/obra-nueva/108116120/,"Excelente ático de obra nueva de 3 dormitorios con 99 m² de terraza en venta en Arturo Soria Lucas Fox presenta Allendesalazar, una exclusiva promoción de obra nueva en una de las zonas residenciales más codiciadas de Madrid, Arturo Soria. Este excepcional proyecto ofrece 17 viviendas únicas, entre pisos, bajos con jardín y áticos, que destacan por su diseño vanguardista, espacios luminosos y la posibilidad de personalizar los interiores al gusto del propietario. Las viviendas, que disponen de superficies interiores que van desde los 66 m² hasta los 298 m², se completan con generosos espacios exteriores de hasta 157 m². Cada propiedad ha sido concebida para proporcionar el máximo confort, bienestar y eficiencia, ofreciendo distribuciones funcionales, abundante luz natural y acabados de primera calidad. Esta unidad en concreto se sitúa en la tercera y última planta del portal A y dispone de 120 m² construidos interiores, complementados por una agradable terraza privada de 99 m². La vivienda presenta una distribución equilibrada y funcional, con tres dormitorios y tres baños, además de una luminosa zona de día con salón-comedor y cocina abierta totalmente equipada, conectados entre sí para ofrecer un espacio amplio, confortable y lleno de luz natural. Allendesalazar se integra en un residencial privado de diseño contemporáneo que ofrece magníficas zonas comunes: dos piscinas exteriores con solárium y zonas ajardinadas, un gimnasio totalmente equipado, garaje subterráneo y trasteros privados. Todo ello pensado para disfrutar de un estilo de vida exclusivo y relajado, sin renunciar a las ventajas de vivir en el corazón de Madrid. Ubicado estratégicamente en la calle Allendesalazar, en el prestigioso barrio de Arturo Soria, el complejo goza de excelentes conexiones gracias a su proximidad a la M-30 y a vías principales como la calle Costa Rica. La zona ofrece una amplia variedad de servicios de ocio, restauración, educación, salud y comercios, además de numerosos parques y espacios verdes que aportan calidad de vida y tranquilidad. Allendesalazar representa una oportunidad única de adquirir una vivienda exclusiva en Madrid, donde el diseño, la calidad y la funcionalidad se combinan para ofrecer un estilo de vida distinguido, en un entorno residencial cuidadosamente diseñado para el bienestar y la comodidad de sus residentes. El precio de la vivienda incluye plaza de aparcamiento y trastero. Póngase en contacto con nosotros para obtener más información o concertar una visita privada.",False,newdevelopment,True,True,6494.0,True,False,False,False,[],False,False,1630000.0,€,flat,"Colina, Madrid",Ático en  Allendesalazar,False,penthouse,True,True,,,,
108912523,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/80/ab/22/1358734250.webp,1121,35,1,215000.0,flat,sale,82.0,True,3,1,Sureste,Madrid,Torrejón de Ardoz,Sureste,es,,40.4515238,-3.4694724,False,https://www.idealista.com/inmueble/108912523/,"3 dormitorios con terraza acristalada y disponibilidad inmediata ¿Buscas un piso listo para entrar a vivir en una zona bien comunicada y con todos los servicios a mano? Esta vivienda te ofrece lo que necesitas: comodidad, espacio y funcionalidad en un entorno consolidado, ideal tanto para familias como para quienes valoran tenerlo todo cerca. La vivienda cuenta con tres dormitorios de muy buen tamaño, todos con armarios empotrados vestidos, que facilitan el orden desde el primer día. El salón tiene acceso a una terraza acristalada, perfecta para aprovecharla todo el año como rincón de lectura, zona de plantas o espacio de relax. La cocina está amueblada y con electrodomésticos.  Dispone de calefacción individual por gas natural, y la caldera se instaló nueva hace dos años. Las ventanas son de aluminio. El edificio cuenta con ascensor, y está ubicado en una zona con excelente comunicación mediante transporte público y acceso rápido a las principales vías de entrada y salida de la ciudad. está ubicado en una comunidad tranquila, con buen ambiente vecinal. Además, tienes cerca colegios, supermercados, zonas verdes y todo tipo de comercios y servicios. No dejes pasar esta oportunidad. ¡Llámanos y ven a visitarlo!",False,good,False,True,2622.0,False,False,False,False,[],False,False,215000.0,€,flat,"Sureste, Torrejón de Ardoz",Piso,,,,,,,,
108049150,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ca/32/3f/1332298625.webp,ONM2504004,19,,525000.0,chalet,sale,246.0,,3,4,El Soto - Coveta,Madrid,Móstoles,El Soto - Coveta,es,,40.3230063,-3.879262,False,https://www.idealista.com/obra-nueva/108049150/,"Descrubre un nuevo tipo de viviendas de vanguardia no sólo por su diseño totalmente personalizable, sino también por sus sistemas de producción y ahorro energético. Te presentamos el Residencial ATLANTIS ubicado en Móstoles (Madrid), en las calles Benito Pérez Galdós, María Moliner y Camino de Carrasquillas. Compuesto por 27 viviendas GEOSOLARES PERSONALIZABLES, todas ellas superan los 246 m2 construidos y están situadas en parcelas que oscilan desde los 155m2 hasta los 295m2. El interior de la vivienda es personalizable por completo según tus gustos y necesidades. Elige el número de habitaciones, ubicación de la cocina, si quieres garaje para tres coches o más sótano con cuarto de juegos, suelos, puertas, alicatados, pintura, sanitarios, griferías… También tu decoración, porque en el mismo precio incluye el asesoramiento de un interiorista. ¡Tu nueva Casa Geosolar será única y la más ahorradora! ¿Te imaginas vivir aquí?",False,newdevelopment,True,,2134.0,True,False,False,False,[],False,False,525000.0,€,chalet,"El Soto - Coveta, Móstoles",Chalet adosado,False,terracedHouse,True,True,,,,
107974939,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a1/a0/43/1329934153.webp,W-028QIK,25,2,415000.0,flat,sale,57.0,True,1,1,Barrio Sol,Madrid,Madrid,Centro,es,Sol,40.4197556,-3.698584,False,https://www.idealista.com/inmueble/107974939/,"Atractivo apartamento en el centro de Madrid Engel & Völkers tiene el placer de comercializar esta magnifica y luminosa propiedad en el corazón de la capital. El inmueble se encuentra ubicado en la segunda planta de un edificio provisto de ascensor. La vivienda, con sus 57 metros cuadrados, presenta un diseño moderno y funcional, optimizando cada espacio con mobiliario hecho a medida, caracterizado por su calidad y buen gusto. La altura de los techos, de 3,00 metros, contribuye a generar una mayor sensación de amplitud. El apartamento consta de una cocina compacta, equipada con placa vitrocerámica, horno, nevera y lavadora El salón ofrece un ambiente confortable, complementado con un armario de pared a pared, revestido de espejos, que proporciona amplio espacio de almacenamiento y realza la sensación de amplitud. El dormitorio, grande, espacioso y luminoso, cuenta con un cabecero de cama revestido en cristal oscuro con iluminación LED retroiluminada, se completa este espacio con un balcón exterior con vistas agradables a una tranquila calle  El baño completo, de diseño, revestido y decorado con materiales de primera calidad. El apartamento se entrega amueblado y decorado con una decoración de diseño, disfrutando de abundante luz natural y un agradable iluminación ambiental mediante tecnología LED. La calefacción es eléctrica. Esta propiedad representa una excelente oportunidad tanto para residir en el centro de Madrid como para inversión con alta rentabilidad. Exclusividad, lujo y distinción para disfrutar de lo mejor de la capital Fantástica ubicación en zona centro, Sol es el corazón de Madrid y la Puerta del Sol la más famosa de toda la capital, el barrio cuenta con una variada dotación, tanto a nivel comercial, con grandes almacenes, como la lujosa inaugurada Galería Canalejas y tiendas de las principales marcas nacionales e internacionales, así como con una amplia oferta hotelera de lujo, como el hotel Four Season, Marriott, rodeado de numerosas líneas de autobuses, estaciones de la red de metro y taxi. La oferta gastronómica y de ocio es igualmente amplia, con locales y restaurantes nacionales e internacionales. Trás un agradable paseo, nos encontramos con algunas de las principales opciones culturales de la ciudad, como el Teatro Real, el Museo del Prado, el Thyssen-Bornemisza. En definitiva un lujo peatonal para disfrutar de lo mejor de Madrid.",False,good,False,True,7281.0,False,False,False,False,[],False,False,415000.0,€,flat,"Sol, Madrid",Piso,,,,,,,,
107944003,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/70/83/05/1329058253.webp,W-02ZOSL,24,,1202220.0,flat,sale,122.0,True,2,2,Barrio Huertas-Cortes,Madrid,Madrid,Centro,es,Huertas-Cortes,40.4109427,-3.6953621,False,https://www.idealista.com/inmueble/107944003/,"Luminosa vivienda a estrenar en edificio clásico rehabilitado Engel & Völkers presenta esta preciosa vivienda a estrenar en un edificio clásico totalmente rehabilitado. La vivienda de 122m2 construidos con una zona espectacular formada por un bonito espacio de zonas ajardinadas, además de un área de piscina climatizada, spa y gimnasio. Las obras han comenzado ya y está prevista la entrega a partir de enero de 2026. La vivienda consta de un salón, comedor y cocina, que se funden en un amplio y acogedor espacio para compartir con familiares y amigos. Cuenta además con dos dormitorios y dos baños, para ofrecer el máximo confort y privacidad. La vivienda cuenta con acabados de madera cálida en pasillos, con tonos neutros y cuidada iluminación y decoración en todas las estancias. Ubicado en el barrio de Cortes, su nombre oficial se debe a que dentro de este barrio se encuentra el Congreso de los Diputados, cámara baja de las Cortes Generales de España. El sobrenombre, más popular entre la población, se debe a las ""Huertas del Prado"" que se encontraban en el siglo XVII en el actual Paseo del Prado, que forma parte del Patrimonio Mundial de la UNESCO y que también dan nombre a la principal calle del barrio: la calle de las Huertas, muy próxima a la Plaza Neptuno y a la plaza Platería Martínez. La situación de la vivienda es excelente, no sólo por estar en el centro de Madrid, junto a los grandes museos, sino porque está dentro del circuito con más oferta gastronómica y de servicios de la ciudad. Una de las zonas de visita obligada a Madrid para disfrutar el ambiente que ofrece la ciudad. En la zona se ubican los museos del Prado y Thyssen-Bornemisza y en sus inmediaciones se halla el Centro de Arte Reina Sofía, promocionados turísticamente bajo la denominación de Paseo o Triángulo del Arte. Está rodeado de zonas verdes como el Jardín Botánico, y muy próximo al parque del Retiro, lo que lo hace perfecto para quienes quieren vivir en el centro de Madrid pero sin dejar de lado el contacto con la naturaleza. También se encuentra en el nuevo área del lujo del Centro Canalejas, Four Seasons y JW Marriott. Es el barrio simbólico donde se funde tradición y vanguardia, el foco cultural de la ciudad El nivel de infraestructuras y servicios en la zona es excelente. Está muy bien comunicada por transporte público. Posee una amplia dotación de pequeños locales de moda: restaurantes, bares, cafés, librerías, tiendas, galerías de arte y talleres coworking. También colegios, cines, teatros y salas de espectáculos se pueden encontrar por la zona.",False,good,False,True,9854.0,False,False,False,False,[],False,False,1202220.0,€,flat,"Huertas-Cortes, Madrid",Piso,,,,,,,,
106144092,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/51/e7/5f/1273826733.webp,1ºB,6,1,415000.0,flat,sale,103.0,True,3,2,"calle SANTA CLARA, 10",Madrid,San Lorenzo de El Escorial,Abantos - Carmelitas,es,,40.5954752,-4.1421639,True,https://www.idealista.com/obra-nueva/106144092/,"""Los Jardines de San Lorenzo"" es un nuevo proyecto residencial en un espacio natural privilegiado de la Sierra de Guadarrama.  La promoción contempla la edificación de 8 viviendas con trastero, piscina y 9 plazas de aparcamiento, en régimen de vivienda libre.  Está organizada en un edificio independiente, bajos de cota alta con jardín, primeros en planta y segundos en dúplex en planta y bajo cubierta. Viviendas La tipología de las viviendas son de 3 dormitorios en la totalidad de sus diferentes unidades. Las viviendas contarán con: • Plazas de aparcamiento y trastero, incluidos en el precio • Jardín y piscina comunitarios • Ascensor en todos los niveles • Climatización frío y calor, con sistema de aerotermia y suelo refrescante • Cocinas amuebladas y equipadas con electrodomésticos (horno, microondas, campana,  placa de inducción, lavadora-secadora, lavavajillas y frigorífico) • Carpintería exterior con doble acristalamiento y rotura de puente térmico • Carpintería de interior con puertas macizas y armarios • Acabados interiores de primera calidad Sagelliv con más de 25 años de experiencia, es fiel a su filosofía de trabajo: “Con dedicación, creando hogares” Ponemos a su disposición nuestro equipo de trabajo en nuestras oficinas, siempre con cita previa: • Plaza de la Villa, 14 - 1º Loeches – Madrid. • C/Quiterio López, 5 – 1º D El Escorial – Madrid.",False,newdevelopment,True,True,4029.0,True,False,False,False,[],False,False,415000.0,€,flat,"Abantos - Carmelitas, San Lorenzo de El Escorial","Piso en calle Santa Clara, 10",False,,True,True,,,,
105061568,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/91/da/77/1287859171.webp,,7,,307439.0,flat,sale,77.0,True,2,2,Cerro Del Baile s/n,Madrid,San Sebastián de los Reyes,Dehesa Vieja-Puente Cultural,es,,40.5629539,-3.6180861,True,https://www.idealista.com/obra-nueva/105061568/,"Quizá estés pensando en el momento de independizarte, tener en un futuro próximo tu propia casa cerca de tu familia y amigos, quizás estés pensando en el momento en que tus hijos se independicen y puedan hacerlo cerca de ti, o estes pensando en que tu familia crece y necesitas una casa más grande… pues bien, tal vez ha llegado el momento y encuentres esa casa para ti o los tuyos en Niceurban Cerro del Baile.   Nice Urban Cerro del Baile” es un proyecto de 91 viviendas de VPPL (Vivienda de Precio Limitado) en régimen de cooperativa, en el futuro barrio de Cerro del Baile en San Sebastián de los Reyes. Un proyecto de diseño vanguardista, con amplias ventanas donde la luz cada mañana ilumina todas las estancias dándole vida a los espacios y donde disfrutar de veladas con familia y amigos en sus terrazas y jardines, donde escribir tantas historias diferentes…  ** NOTA: El precio desde para la tipología de 2D y 3D incluye dos plazas de garaje y trastero.",True,newdevelopment,True,True,3993.0,True,False,False,False,[],False,False,307439.0,€,flat,"Dehesa Vieja-Puente Cultural, San Sebastián de los Reyes",Piso en Cerro Del Baile s/n,False,,True,True,,,,
