propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,newDevelopmentFinished,detailedType.subTypology,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
108911953,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/01/f0/fe/1358720217.webp,,15,bj,290000.0,flat,sale,88.0,True,3,2,El Olivar - La Magdalena,Madrid,Colmenar Viejo,El Olivar - La Magdalena,es,,40.6578372,-3.762645,False,https://www.idealista.com/inmueble/108911953/,"Agencia inmobiliaria de COLMENAR VIEJO | zona COLMENAR VIEJO | Oficina Tecnocasa vende piso reformado en planta baja. La vivienda cuenta con amplio salón, cocina, 3 habitaciones con Armario empotrado, 2 cuartos de baño completos y una pequeña terraza La vivienda está ubicada en pleno centro de Colmenar Viejo. Todos los servicios necesarios están a pocos minutos andando. A tan solo 5 minutos en coche de la estación de Renfe de Colmenar Viejo, 20 minutos de Madrid. Si necesitas comprar con préstamo hipotecario, contamos con departamento FINANCIERO con posibilidad de financiación hasta el 100%. CONSULTE SIN COMPROMISO. Si necesitas vender un inmueble, ponemos a su disposición la VALORACION GRATUITA del inmueble en la que le explicaremos todas las fases de la 'compra y venta' para su mayor tranquilidad y seguridad a la hora de llevar a cabo el cambio de vivienda. Contamos con 2 oficinas en Colmenar Viejo, 350 en la Comunidad de Madrid y más de 870 oficinas en el territorio nacional.",False,good,False,False,3295.0,False,False,False,False,[],False,False,290000.0,€,flat,"El Olivar - La Magdalena, Colmenar Viejo",Piso,,,,,,,,
108049095,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d2/d0/22/1332298626.webp,ONM2504004,19,,525000.0,chalet,sale,246.0,,3,3,El Soto - Coveta,Madrid,Móstoles,El Soto - Coveta,es,,40.3257329,-3.8804822,False,https://www.idealista.com/obra-nueva/108049095/,"Descrubre un nuevo tipo de viviendas de vanguardia no sólo por su diseño totalmente personalizable, sino también por sus sistemas de producción y ahorro energético. Te presentamos el Residencial ATLANTIS ubicado en Móstoles (Madrid), en las calles Benito Pérez Galdós, María Moliner y Camino de Carrasquillas. Compuesto por 27 viviendas GEOSOLARES PERSONALIZABLES, todas ellas superan los 246 m2 construidos y están situadas en parcelas que oscilan desde los 155m2 hasta los 295m2. El interior de la vivienda es personalizable por completo según tus gustos y necesidades. Elige el número de habitaciones, ubicación de la cocina, si quieres garaje para tres coches o más sótano con cuarto de juegos, suelos, puertas, alicatados, pintura, sanitarios, griferías… También tu decoración, porque en el mismo precio incluye el asesoramiento de un interiorista. ¡Tu nueva Casa Geosolar será única y la más ahorradora! ¿Te imaginas vivir aquí?",False,newdevelopment,True,,2134.0,True,False,False,False,[],False,False,525000.0,€,chalet,"El Soto - Coveta, Móstoles",Chalet adosado,False,terracedHouse,True,True,,,,
108911305,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/23/c6/8d/1358694137.webp,,11,1,255000.0,flat,sale,70.0,True,2,1,Centro,Madrid,Colmenar Viejo,Centro,es,,40.6588775,-3.7675826,False,https://www.idealista.com/inmueble/108911305/,"Agencia inmobiliaria de COLMENAR VIEJO | zona COLMENAR VIEJO | Oficina Tecnocasa vende piso en primera planta sin ascensor. ¡ESTRENA VIVIENDA! La vivienda acaba de ser REFORMADA con calidades PREMIUM (incluyendo fontanería, electricidad, ventanas.. . ). Se distribuye en salón con cocina americana, cuarto de baño, dos dormitorios, uno de ellos con vestidor y un despacho. Además cuenta con un balcón exterior y un amplio patio, la vivienda es muy luminosa. Lista para entrar a vivir. La vivienda está ubicada en pleno centro de Colmenar Viejo. Todos los servicios necesarios están a pocos minutos andando. A tan solo 5 minutos en coche de la estación de Renfe de Colmenar Viejo, 20 minutos de Madrid. Si necesitas comprar con préstamo hipotecario, contamos con departamento FINANCIERO con posibilidad de financiación hasta el 100%. CONSULTE SIN COMPROMISO. Si necesitas vender un inmueble, ponemos a su disposición la VALORACION GRATUITA del inmueble en la que le explicaremos todas las fases de la ""compra y venta"" para su mayor tranquilidad y seguridad a la hora de llevar a cabo el cambio de vivienda. Contamos con 2 oficinas en Colmenar Viejo, 350 en la Comunidad de Madrid y más de 870 oficinas en el territorio nacional.",False,good,False,False,3643.0,False,False,False,False,[],False,False,255000.0,€,flat,"Centro, Colmenar Viejo",Piso,,,,,,,,
106500594,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f3/61/76/1345742170.webp,06701,19,2,1909000.0,flat,sale,220.0,True,3,3,calle de Padilla,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4304453,-3.6748172,False,https://www.idealista.com/inmueble/106500594/,"Nos complace presentar esta espectacular vivienda premium, totalmente reformada y lista para estrenar, ubicada en Padilla, en el prestigioso barrio de Lista, Madrid. Este piso combina elegancia y modernidad, ofreciendo una experiencia de vida inigualable. La propiedad cuenta con tres amplias habitaciones y tres baños, con acabados de alta calidad. La cocina, completamente equipada, se entrega amueblada con electrodomésticos de alta gama y diseño contemporáneo. Además, dispone de un espacioso salón y un cuarto de lavado independiente, brindando comodidad y funcionalidad. El barrio de Lista es uno de los más exclusivos de Madrid, conocido por su sofisticación y cercanía a lugares emblemáticos como el Parque de El Retiro, el Museo Lázaro Galdiano y la famosa Calle Serrano, con sus boutiques de lujo y restaurantes de renombre. Vivir en esta zona te permite disfrutar de una amplia oferta cultural y de ocio, en un entorno distinguido y vibrante. Esta propiedad no solo es una vivienda de lujo, sino también una inversión segura en una de las áreas más codiciadas de la capital.",False,good,False,True,8677.0,True,False,False,False,[],False,False,1909000.0,€,flat,"Lista, Madrid",Piso en calle de Padilla,,,,,,,,
108532632,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b0/ed/3b/1341633504.webp,VT3.8 ,10,6,272200.0,flat,sale,113.0,True,3,2,Parcela A4-C3 s/n,Madrid,Madrid,Villa de Vallecas,es,Valdecarros,40.3444375,-3.6116875,True,https://www.idealista.com/obra-nueva/108532632/,"SIRIO Valdecarros – Tu nuevo hogar en el futuro de Madrid  95 viviendas VPPL en régimen de cooperativa, con garaje y trastero incluidos, en uno de los desarrollos urbanísticos más ambiciosos e innovadores de Madrid: Valdecarros. Promovido por SIRIO DESARROLLOS DEL ESTE I S. COOP. MAD. , en la parcela A4-C3.  Un barrio en crecimiento con futuro verde  Valdecarros será uno de los pulmones verdes de Madrid, con más de 700 hectáreas dedicadas a zonas verdes —¡el equivalente a casi 500 campos de fútbol y 6 veces el Parque del Retiro! y más de 125 km de carril bici. Contará con todos los servicios necesarios para vivir cómodamente: colegios, guarderías, centros de salud, hospitales, instalaciones deportivas, grandes parques y zonas comerciales como La Gavia.  Conectividad y movilidad sin complicaciones  Ubicado entre las autovías M-31 y M-45, Valdecarros ofrece acceso rápido a la M-50, A-3 y excelentes conexiones mediante transporte público: autobuses de tránsito rápido al centro de Madrid, Atocha y el aeropuerto.  Espacios comunes y sostenibilidad  El residencial está diseñado para ofrecer calidad de vida, con zonas comunes que incluyen:  Jardines Área infantil Sala gourmet comunitaria Piscina  Además, todas las viviendas están proyectadas con altas prestaciones energéticas, con calificación mínima B y posibilidad de alcanzar calificación A.",False,newdevelopment,True,True,2409.0,True,False,False,False,[],False,False,272200.0,€,flat,"Valdecarros, Madrid",Piso en Parcela A4-c3 s/n,False,,True,True,,,,
106144119,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/51/e7/5f/1273826733.webp,Bj A,6,bj,445000.0,flat,sale,106.0,True,3,2,"calle SANTA CLARA, 10",Madrid,San Lorenzo de El Escorial,Abantos - Carmelitas,es,,40.5954752,-4.1421639,True,https://www.idealista.com/obra-nueva/106144119/,"""Los Jardines de San Lorenzo"" es un nuevo proyecto residencial en un espacio natural privilegiado de la Sierra de Guadarrama.  La promoción contempla la edificación de 8 viviendas con trastero, piscina y 9 plazas de aparcamiento, en régimen de vivienda libre.  Está organizada en un edificio independiente, bajos de cota alta con jardín, primeros en planta y segundos en dúplex en planta y bajo cubierta. Viviendas La tipología de las viviendas son de 3 dormitorios en la totalidad de sus diferentes unidades. Las viviendas contarán con: • Plazas de aparcamiento y trastero, incluidos en el precio • Jardín y piscina comunitarios • Ascensor en todos los niveles • Climatización frío y calor, con sistema de aerotermia y suelo refrescante • Cocinas amuebladas y equipadas con electrodomésticos (horno, microondas, campana,  placa de inducción, lavadora-secadora, lavavajillas y frigorífico) • Carpintería exterior con doble acristalamiento y rotura de puente térmico • Carpintería de interior con puertas macizas y armarios • Acabados interiores de primera calidad Sagelliv con más de 25 años de experiencia, es fiel a su filosofía de trabajo: “Con dedicación, creando hogares” Ponemos a su disposición nuestro equipo de trabajo en nuestras oficinas, siempre con cita previa: • Plaza de la Villa, 14 - 1º Loeches – Madrid. • C/Quiterio López, 5 – 1º D El Escorial – Madrid.",False,newdevelopment,True,True,4198.0,True,False,False,False,[],False,False,445000.0,€,flat,"Abantos - Carmelitas, San Lorenzo de El Escorial","Piso en calle Santa Clara, 10",False,,True,True,,,,
106830311,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/05/83/e0/1264270251.webp,30 Tipo A,13,,297000.0,chalet,sale,129.0,,3,3,avenida De Los Rosales s/n,Madrid,Torrelaguna,,es,,40.8271222,-3.5428692,True,https://www.idealista.com/obra-nueva/106830311/,"El proyecto Nortelaguna presenta 31 chalets unifamiliares de obra nueva pareados y adosados con dos tipologías, ambas de 3 dormitorios. Las viviendas cuentan con diversas orientaciones y están situadas en parcelas que varían entre los 320 m² y 350 m².  Esta promoción se ofrece, con precio cerrado y en promoción directa, como la mejor opción de obra nueva en Torrelaguna, al no tener que asumir ningún riesgo el comprador de las viviendas.  Ubicada en la Sierra Norte de Madrid, este municipio posee centros de salud, colegios, oferta comercial y excelente gastronomía. Su patrimonio arquitectónico medieval le ha valido la distinción de Monumento Histórico Artístico Nacional.  La calidad de vida se respira en el proyecto de Nortelaguna, donde el valor de su localización se combina con su diseño, concebido para el máximo aprovechamiento funcional y el mejor confort. Las viviendas disponen de unos 120 m2 construidos interiores más terrazas y porches, distribuidos según tipologías; dormitorio en planta baja y dos en planta primera, o los tres dormitorios en planta primera. La cocina abierta al salón-comedor establece continuidad con el porche para acceder con facilidad a los jardines de 170 m2 hasta 212 m2, según parcela, para disfrutar al aire libre con amigos y familia momentos inolvidables.   En este proyecto con buenas calidades destaca de manera especial la climatización con aerotermia por suelo radiante-refrescante. Con este sistema se logra en Nortelaguna mayor eficiencia energética y confort térmico en el interior de las viviendas, lo que permitirá un significativo ahorro en las facturas de calefacción y refrigeración, reduciendo al mismo tiempo las emisiones de CO₂ y el impacto ambiental.    Localización: El proyecto Nortelaguna se encuentra en el municipio de Torrelaguna en la Sierra Norte de Madrid, a 60 km del centro de Madrid por la A-1, a 48 km de la ciudad de Guadalajara, a 32 km de Buitrago de Lozoya y a 28 km de Guadalix. Aunado a sus buenas comunicaciones en coche, Torrelaguna posee líneas de buses suburbanos hacia diversos puntos de la ciudad que le comunican con Metro Madrid.  La ubicación del proyecto Nortelaguna permite acceder con facilidad al variado entorno natural de la Sierra, tanto para disfrutar de paisajes como para la práctica de múltiples deportes en cualquier época del año (senderismo, ciclismo o piragüismo, entre otros), sin renunciar a la vida práctica de tener a un paso de casa opciones de servicios, en un lugar tranquilo e histórico que incluso aún conserva calles empedradas.",False,,True,,2302.0,True,False,False,False,[],False,False,297000.0,€,chalet,Torrelaguna,Chalet adosado en avenida De Los Rosales s/n,False,terracedHouse,,,,,,
108579879,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b5/09/5d/1349145153.webp,BNJJ2,13,,1598000.0,chalet,sale,400.0,,5,4,"calle Nalón, 4",Madrid,Pozuelo de Alarcón,Zona Estación,es,Zona Estación,40.453493,-3.8007433,True,https://www.idealista.com/inmueble/108579879/,"Belton Real Estate presenta chalet pareado con una superficie construida de 400 metros cuadrados, una propiedad excepcionalmente luminosa y diseñada para ofrecer vistas panorámicas y una óptima orientación. Ubicado en la zona de Pozuelo de Alarcón, este chalet forma parte de un conjunto de dos viviendas que, aunque unidas por la espalda, están ingeniosamente orientadas en sentido contrario. Esta característica de diseño asegura total independencia visual entre los propietarios, separados por un único muro colindante con doble insonorización, garantizando así la máxima privacidad y tranquilidad.  La distribución de esta vivienda se extiende a lo largo de tres amplias plantas. La primera planta cuenta con cinco habitaciones, de las cuales cuatro disponen de su propio baño en suite.  La planta sótano es un espacio versátil y luminoso gracias a la luz natural, y está climatizada de serie, ofreciendo la posibilidad de ser compartimentado para adaptarse a cualquier necesidad.  La planta cero alberga un amplio y luminoso salón-comedor, y una cocina de diseño moderno, completamente equipada. Además, la vivienda ofrece una espectacular terraza en la cubierta de cien metros cuadrados, con tomas de luz y agua, y la posibilidad de una futura ampliación. Dispone de una generosa parcela privativa de 390 metros cuadrados, que incluye una piscina y un jardín bellamente diseñado, además de balcón, trastero, y la plaza de garaje está incluida en el precio. Esta vivienda integra un innovador sistema de climatización por aerotermia que proporciona calefacción y refrigeración en la planta cero, la primera planta y la planta sótano sin coste adicional, asegurando un ambiente confortable y un considerable ahorro energético durante todo el año. Cuatro paneles solares instalados en la sobrecubierta complementan este sistema, elevando la eficiencia energética de la vivienda al máximo nivel. Situado en Pozuelo de Alarcón, este chalet goza de una ubicación privilegiada. Cuenta con una amplia red de transporte público y la dinámica zona de desarrollo de la Avenida de Italia, lo que asegura una excelente conectividad y acceso a servicios. En sus inmediaciones, se encuentran colegios de prestigio y una completa infraestructura sanitaria.",False,good,False,,3995.0,True,False,False,False,[],False,False,1598000.0,€,chalet,"Zona Estación, Pozuelo de Alarcón","Chalet pareado en calle Nalón, 4",,semidetachedHouse,True,True,,,,
105048778,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e6/6a/94/1240102278.webp,,8,,648500.0,chalet,sale,205.0,,4,3,calle Amadis de Gaula s/n,Madrid,Getafe,Los Molinos,es,,40.3210562,-3.7008244,True,https://www.idealista.com/obra-nueva/105048778/,"Bienvenido a “IMPULSA LOS MOLINOS” Ultimas viviendas Disponibles. Un exclusivo desarrollo residencial de 14 viviendas unifamiliares, diseñadas con amplios espacios abiertos y funcionales interiores, situado en el Barrio de Los Molinos en Getafe. Ubicación Preferente y Servicios Descubre tu próximo hogar en la exclusiva promoción ubicada en las intersecciones de las calles Amadis de Gaula y Pedro de Urdemales, en el barrio de los Molinos en Getafe. Este barrio ofrece todos los servicios necesarios, incluyendo tiendas, restaurante, colegios etc.… Además, cuenta con excelente conexiones de transporte, incluyendo la carretera A-42 y la M-45. En cuanto a transporte público, dispone de varias opciones: la estación de Cercanías El Casar, Metro Sur y líneas de autobuses que facilitan el acceso al centro de Madrid. Y otras áreas metropolitanas. Próximamente, la línea 3 de metro de Madrid llegará a la zona de los Molinos por el Casar. Descripción: Este innovador proyecto ofrece un conjunto de 14 viviendas unifamiliares de diseño avanzado, cada una distribuida en sótano, planta baja y planta primera, rematadas con una práctica cubierta plana accesible, ideal para instalaciones diversas. Cada vivienda tiene desde 205 m2 de superficie construida y se caracteriza por su funcionalidad y estilo. Las viviendas disponen de espacios abiertos y luminosos: Existe la posibilidad de personalizar entre diferentes opciones de distribución, con la opción de poder elegir su vivienda en 3 o 4 dormitorios, en tener una cocina abierta integrada en el salón o que sea independiente, con diversas opciones de de acabados y materiales de alta calidad. Disfruta del aire libre en tu propia terraza y jardín trasero, con la opción de añadir una piscina para crear un oasis personal. Todas las viviendas cuentan con sótano, accesible mediante rampa, ofreciendo un espacio amplio para dos vehículos y almacenaje adicional. Queremos Destacar que todas las viviendas están equipadas con un sistema de aerotermia de alta eficiencia para calefacción, refrigeración y agua caliente sanitaria, y suelo radiante y refrescante para garantizar tu confort en cualquier estación. Enfocadas en la sostenibilidad y la eficiencia, estas viviendas cuentan con la máxima calificación energética A, asegurando un bajo consumo y una reducción significativa en la emisión de CO2, lo que se traduce en ahorros considerables en costos de energía y un impacto ambiental mínimo. No dejes pasar la oportunidad de vivir en un entorno diseñado para el bienestar y la modernidad. Solicite cita previa.",True,newdevelopment,True,,3163.0,True,False,False,False,[],False,False,648500.0,€,chalet,"Los Molinos, Getafe",Chalet adosado en calle Amadis de Gaula s/n,False,terracedHouse,True,True,,,,
108540806,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e4/dd/bb/1347942206.webp,W-030HWV,20,3,470000.0,flat,sale,61.0,True,1,1,Barrio Sol,Madrid,Madrid,Centro,es,Sol,40.4170728,-3.7037267,False,https://www.idealista.com/inmueble/108540806/,"Precioso apartamento reformado en el centro de la Capital Engel & Volkers tiene el placer de comercializar este exclusivo apartamento ubicado en el vibrante corazón de Madrid. Con una superficie total de 61 metros cuadrados, esta joya arquitectónica combina el encanto histórico de su construcción original en 1928 con las comodidades modernas tras su reciente restauración en 2023. Ideal para quienes buscan una vida sofisticada en una de las ciudades más cosmopolitas del mundo. Al entrar, te recibirán espacios meticulosamente diseñados que emanan calidez y estilo. La distribución abierta maximiza los 55 metros cuadrados de área habitable, ofreciendo un ambiente acogedor y luminoso gracias a sus grandes ventanales. La cocina- americana amueblada, con electrodomesticos de ultima generacion, es un testimonio del equilibrio perfecto entre funcionalidad y diseño. El suelo de cerámica italiana añade un toque de elegancia clásica a cada rincón. La zona de descanso la compone un dormitorio con cama doble y su baño en suite Ademas cuenta con un cuarto de lavadero  Este apartamento se distingue por su integración de tecnología moderna y diseño clásico. Equipado con una bomba de calor, garantiza un confort óptimo durante todo el año. Además, el edificio cuenta con un ascensor que facilita el acceso, reflejando un compromiso con la comodidad y la accesibilidad. Cada detalle ha sido cuidadosamente considerado para ofrecer una experiencia de vida sin igual. Fantástica ubicación en zona centro, Sol es el corazón de Madrid y la Puerta del Sol la más famosa de toda la capital, esta propiedad de lujo ofrece una experiencia de vida inigualable en una de las ciudades más vibrantes de Europa.  El barrio cuenta con una variada dotación, tanto a nivel comercial, con grandes almacenes, como la recién y lujosa inaugurada Galería Canalejas y tiendas de las principales marcas nacionales e internacionales, así como con una amplia oferta hotelera de lujo, como el hotel Four Season, Marriott, rodeado de numerosas líneas de autobuses, estaciones de la red de metro y taxi. La oferta gastronómica y de ocio es igualmente amplia, con locales y restaurantes nacionales e internacionales. Trás un agradable paseo, nos encontramos con algunas de las principales opciones culturales de la ciudad, como el Teatro Real, el Museo del Prado, el Thyssen-Bornemisza. En definitiva un lujo peatonal para disfrutar de lo mejor de Madrid.",False,good,False,True,7705.0,False,False,False,False,[],False,False,470000.0,€,flat,"Sol, Madrid",Piso,,,,,,,,
108799258,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/95/ac/2a/1355483835.webp,W-0303Y1,26,1,854000.0,flat,sale,117.0,True,2,2,Barrio Colina,Madrid,Madrid,Ciudad Lineal,es,Colina,40.4617724,-3.6625909,False,https://www.idealista.com/inmueble/108799258/,"Oportunidad en Arturo Soria: Encantador piso para reformar en Colina. Engel & Völkers tiene el placer de presentar en exclusiva esta vivienda exterior de ciento diecisiete metros construidos. Ofrece una oportunidad única para transformar un espacio clásico en un refugio moderno.  Destaca por las grandes posibilidades de reforma y redistribución, ya que se pueden hacer hasta tres habitaciones. Actualmente cuenta con dos habitaciones, dos baños, cocina independiente y gran salón con salida a una impresionante terraza de sesenta metros cuadrados, ideal para disfrutar de momentos al aire libre mientras se contempla la vista abierta y verde que rodea la propiedad. Entre las características de esta propiedad, comentar que cuenta con armarios empotrados y servicios de conserjería que aseguran comodidad y seguridad las 24 horas. Además de un garaje subterráneo privado que añade un nivel adicional de exclusividad y conveniencia, permitiendo un acceso fácil y seguro al hogar. El barrio de Colina, en Arturo Soria, se encuentra en el distrito de Ciudad Lineal en Madrid. Es una zona tranquila y con bastantes áreas verdes, bien comunicada por transporte público (autobús y metro, con paradas como Avenida de la Paz y Arturo Soria) y con fácil acceso en coche a la M-30 y a la M-40.  Cuenta con servicios como hospitales (Hospital Universitario Vithas Arturo Soria, Hospital Universitario HM Nuevo Belén... ) culturales y colegios (Santísimo Sacramento, Ramón y Cajal) Mencionar que el prestigioso Liceo Francés se encuentra a pocos minutos andando. Es una zona recomendada por su tranquilidad y gran oferta gastrónomica.",False,renew,False,False,7299.0,False,False,False,False,[],False,False,854000.0,€,flat,"Colina, Madrid",Piso,,,True,True,,,,
108239461,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5b/78/7a/1338116374.webp,VENTA-COMA,21,2,329000.0,flat,sale,58.0,False,1,1,travesía Comadre,Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.4097553,-3.7024966,False,https://www.idealista.com/inmueble/108239461/,"Si buscas un hogar cómodo y bien ubicado este acogedor piso es perfecto para ti. Ubicado en una espectacular zona con ascensor en la finca, ofrece un ambiente tranquilo y funcional, ideal para profesionales, expatriados o estudiantes que necesiten un espacio práctico y bien comunicado. Al ser interior, garantiza mayor tranquilidad y privacidad, proporcionando un refugio acogedor en plena ciudad. Su distribución está pensada para aprovechar al máximo cada rincón, creando un ambiente cálido y confortable. ¡Contáctanos para más información y visitas! ANGELA.",False,good,False,True,5672.0,True,False,True,False,[],False,False,329000.0,€,flat,"Lavapiés-Embajadores, Madrid",Piso en travesía Comadre,,,,,339000.0,10000.0,3.0,
108282764,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1c/21/a7/1339456941.webp,MAD59188,8,1,1219000.0,flat,sale,169.0,True,3,2, Allendesalazar,Madrid,Madrid,Ciudad Lineal,es,Colina,40.4604546,-3.6634152,False,https://www.idealista.com/obra-nueva/108282764/,"Lucas Fox presenta Allendesalazar, una exclusiva promoción de obra nueva en una de las zonas residenciales más codiciadas de Madrid, Arturo Soria. Este excepcional proyecto ofrece 17 viviendas únicas, entre pisos, bajos con jardín y áticos, que destacan por su diseño vanguardista, espacios luminosos y la posibilidad de personalizar los interiores al gusto del propietario. Las viviendas, que disponen de superficies interiores que van desde los 66 m² hasta los 298 m², se completan con generosos espacios exteriores de hasta 157 m². Cada propiedad ha sido concebida para proporcionar el máximo confort, bienestar y eficiencia, ofreciendo distribuciones funcionales, abundante luz natural y acabados de primera calidad. Esta unidad en concreto se sitúa en la primera planta del portal B y dispone de 107 m² construidos interiores, complementados por una agradable terraza privada de 36 m². La vivienda presenta una distribución equilibrada y funcional, con tres dormitorios y dos baños, además de una luminosa zona de día con salón-comedor y cocina abierta totalmente equipada, conectados entre sí para ofrecer un espacio amplio, confortable y lleno de luz natural. Allendesalazar se integra en un residencial privado de diseño contemporáneo que ofrece magníficas zonas comunes: dos piscinas exteriores con solárium y zonas ajardinadas, un gimnasio totalmente equipado, garaje subterráneo y trasteros privados. Todo ello pensado para disfrutar de un estilo de vida exclusivo y relajado, sin renunciar a las ventajas de vivir en el corazón de Madrid. Ubicado estratégicamente en la calle Allendesalazar, en el prestigioso barrio de Arturo Soria, el complejo goza de excelentes conexiones gracias a su proximidad a la M-30 y a vías principales como la calle Costa Rica. La zona ofrece una amplia variedad de servicios de ocio, restauración, educación, salud y comercios, además de numerosos parques y espacios verdes que aportan calidad de vida y tranquilidad. Allendesalazar representa una oportunidad única de adquirir una vivienda exclusiva en Madrid, donde el diseño, la calidad y la funcionalidad se combinan para ofrecer un estilo de vida distinguido, en un entorno residencial cuidadosamente diseñado para el bienestar y la comodidad de sus residentes. El precio de la vivienda incluye plaza de aparcamiento y trastero. Póngase en contacto con nosotros para obtener más información o concertar una visita privada.",False,newdevelopment,True,True,7213.0,True,False,False,False,[],False,False,1219000.0,€,flat,"Colina, Madrid",Piso en  Allendesalazar,False,,True,True,,,,
108737907,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a7/50/e9/1353680459.webp,W-02ZOVD,32,bj,1350000.0,flat,sale,132.0,True,4,3,Barrio Valdemarín,Madrid,Madrid,Moncloa,es,Valdemarín,40.4651159,-3.7825679,False,https://www.idealista.com/inmueble/108737907/,"Exclusivo bajo con jardín en Valdemarín. Engel & Völkers presenta este maravilloso bajo ubicado en prestigiosa zona de Valdemarín, que se distingue por su elegante y consolidado jardín privado de 167 m², exquisitamente diseñado para ofrecer un entorno de máxima tranquilidad y privacidad. Esta propiedad, situada en una ubicación inmejorable cerca de todos los servicios esenciales, combina lujo, comodidad y naturaleza. Esta propiedad cuenta con una superficie construida de 132 m² aproximadamente. Tiene un programa de tres amplios dormitorios más servicio, donde dos de ellos comparten un baño y el dormitorio principal goza de un baño en suite. Además, dispone de un tercer baño completo de cortesía proporcionando un espacio íntimo y exclusivo. El salón comedor con acceso directo a la terraza ofrece vistas del jardín, creando un ambiente perfecto para relajarse y disfrutar del aire libre en cualquier época del año. La cocina está completamente reformada y equipada con electrodomésticos de última generación. El jardín, con su vegetación muy cuidada, es un refugio de paz y belleza natural, ideal para momentos de descanso y disfrute en familia. La propiedad también cuenta con una plaza de garaje y un amplio trastero, ofreciendo soluciones prácticas de almacenamiento y comodidad. Ubicado en una de las zonas más exclusivas de Madrid, este bajo se beneficia de la proximidad a colegios, hospitales, centros comerciales y restaurantes de alta calidad, garantizando una calidad de vida excepcional y un entorno seguro y tranquilo. No pierda la oportunidad de vivir en este exclusivo bajo con un espectacular jardín privado a 10 minutos del centro. Valdemarín, barrio de Madrid que comprende el margen norte del barrio El Plantío, situado en el distrito de Moncloa-Aravaca. Está formado en su mayoría por chalets unifamiliares y viviendas de reciente creación en los márgenes de la A-6 y rodeado de monte. Las urbanizaciones de lujo situadas entre la carretera de A Coruña y el Monte de El Pardo, cuentan en su mayoría con seguridad de 24h y disfrutan de una cercanía y acceso cómodo desde la A-6. Todo un lujo natural a disfrutar con privacidad y seguridad a tan sólo 11km de Madrid. La zona residencial de Valdemarín es de las más exclusivas de Madrid donde las familias gozan de un confort extraordinario, disfrutando de excelentes comunicaciones, proximidad a Madrid y disponen de un entorno tranquilo, gozando de la naturaleza y tranquilidad en todos sus alrededores.",True,good,False,True,10227.0,False,False,True,False,[],False,False,1350000.0,€,flat,"Valdemarín, Madrid",Piso,,,True,True,,,,
