propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,newDevelopmentFinished
107999030,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/08/4e/62/1330703603.webp,22,4,595000.0,flat,sale,86.0,True,1,1,"calle de Palos de la Frontera, 16",Madrid,Madrid,Arganzuela,es,Palos de la Frontera,40.4029693,-3.6988466,True,https://www.idealista.com/inmueble/107999030/,"Te presentamos esta exclusiva vivienda de 1 dormitorio, situada en una de las zonas más codiciadas de Madrid, donde diseño, confort y funcionalidad se combinan en un espacio optimizado para aprovechar cada metro cuadrado al máximo. Cada detalle ha sido cuidadosamente pensado para crear un ambiente acogedor, moderno y práctico. Su distribución inteligente permite una gran entrada de luz natural, brindando una sensación de amplitud y bienestar en cada rincón. Al acceder a la vivienda, te recibe un elegante salón-comedor, un espacio diáfano y luminoso que se conecta de manera fluida con la cocina de diseño contemporáneo. Equipada con electrodomésticos de última generación y acabados de alta calidad, esta cocina ofrece el equilibrio perfecto entre estética y funcionalidad. El dormitorio principal ha sido diseñado para garantizar el máximo confort, con un amplio armario empotrado que optimiza el almacenamiento sin comprometer el estilo. Su diseño invita al descanso y a la tranquilidad, convirtiéndolo en un refugio ideal dentro de la ciudad. El baño, moderno y sofisticado, cuenta con materiales de primera calidad y un diseño ergonómico que maximiza el espacio y la comodidad, creando un entorno ideal para el relax diario. Además, la vivienda forma parte de un edificio con instalaciones de primer nivel, incluyendo piscina con solárium, gimnasio completamente equipado, coworking space para quienes trabajan desde casa y zonas ajardinadas perfectas para desconectar del ritmo urbano. Su ubicación privilegiada en el corazón de Madrid te sitúa a pocos minutos de tiendas, restaurantes, transporte público y todos los servicios esenciales, con la ventaja de contar con espacios verdes cercanos para disfrutar del aire libre sin alejarte de la ciudad. Sabemos que tu hogar es más que un simple espacio; es el lugar donde vives, descansas y disfrutas cada día. Por eso, trabajamos para ofrecerte viviendas en ubicaciones estratégicas, pensadas para adaptarse a tu estilo de vida. No dejes escapar esta oportunidad. Contáctanos para más información y ven a descubrir tu nuevo hogar en Madrid.",True,good,False,True,6919.0,True,False,False,False,[],False,False,595000.0,€,True,True,flat,"Palos de la Frontera, Madrid","Piso en calle de Palos de la Frontera, 16",,,,,,
108369162,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/06/58/ce/1354772270.webp,26,,540000.0,chalet,sale,396.0,,6,4,calle de Picasso,Madrid,Becerril de la Sierra,,es,,40.7061276,-4.0037992,False,https://www.idealista.com/inmueble/108369162/,"INMOBILIARIAS ENCUENTRO VENDE EN EXCLUSIVA. Te presentamos esta magnífica propiedad de 396m2 sobre una amplia parcela de 1074m2 ubicado en Becerril de la Sierra. Este chalet independiente, enclavado en la majestuosa Sierra del Guadarrama madrileña, ideal para quienes buscan espacio, privacidad y calidad de vida. La vivienda dispone de seis habitaciones, cuatro cuartos de baño y amplias zonas comunes, piscina, terraza todo esto distribuido dé la siguiente manera: En la planta baja, encontrarás un amplio recibidor, una cocina funcional con acceso directo desde el exterior, y un amplio salón comedor con chimenea. Cuenta con tres dormitorios con armarios empotrados, despensa, baño, aseo independiente, cuarto auxiliar, cuarto de caldera, depósito y acceso interior al garaje cubierto. La planta primera cuenta con un majestuoso recibidor, la cocina con acceso directo a las sendas, terraza exterior y escalera trasera, se complementa con un cuarto de desayunos. Disfruta de la vista y calidez del salón comedor con chimenea. Tres habitaciones con armarios empotrados, despensa, baño, aseos independientes, escalera de caracol que lleva a la buhardilla añaden ese toque de exclusividad. La amplia terraza frontal en planta cubierta es un gran espacio diáfano con cuatro mansardas y dos trasteros bajo cubierta, añadiendo lugares ideales para relajarte. Pudiendo convertirse también en una sala de juegos, oficina o área de descanso, según tus necesidades. Este chalet cuenta con maravillosos exteriores. Una bodega independiente, una barbacoa cubierta con parrillas regulables, encimera de granito y pileta, además de un encantador cenador con toldo sobre una mesa redonda de granito. Un casetón ideal para guardar herramientas y accesorios de jardín. Lo más impresiónate del jardín es sin duda su magnífica piscina rectangular de 10,90 x 5,50 metros, con una profundidad variable de 1 a 1,95 metros. Forrada de gres y con escalera de acceso de fábrica, la piscina está cubierta con una estructura retráctil de aluminio y policarbonato. Cuenta con un sistema de depuración automática programable y un robot limpia fondos para paredes y suelo, también programable, para mayor comodidad y disfrute. La finca dispone de un pozo con dos bombas sumergibles, facilitando el riego automático y el suministro de agua a la vivienda mediante un grupo de presión automatizado. Con una construcción típica de la Sierra, los muros de granito de musgo, paramentos enfoscados a la tirolesa, solados de terrazo en interiores, granito serrado en terrazas y madera flotante en la cubierta le confieren un encanto rústico único. Las cubiertas de pizarra clavada, y ventanas con contraventanas, persianas y rejas macizas de diseño aportan seguridad y estilo. Otras instalaciones incluyen una caldera para calefacción de gasóleo con depósito homologado, circuitos de conducción renovados, radiadores con auto purgado, control de termostato y cuadro eléctrico por planta. Por último y no menos importante de este chalet es su comunicación y acceso por la carretera M-601; parada de bus interurbano a Moncloa a 150m del chalet. NO TE LO PIENSES Y VEN A VERLO! Certificación energética del inmueble (CEE). Calificación consumo: G. Calificación de emisiones: G. ¡No dejes pasar esta gran oportunidad! Si necesita vender su inmueble para adquirir este u otro inmueble publicado, contacte con nosotros, disponemos del servicio: ""CAMBIA Y DESCANSA"". Entra en nuestra web y reserva este piso en tan sólo dos minutos con nuestro servicio iReserva. Si tienes alguna duda recuerda que puedes hablar con Inmobiliarias Encuentro. ¡Financiación a tu medida! Con Finmoo tendrás los mejores tipos de interés y hasta el 100% de financiación. ¡Consulta nuestras condiciones!",True,good,False,,1364.0,True,False,False,False,[],False,False,540000.0,€,True,True,chalet,Becerril de la Sierra,Casa independiente en calle de Picasso,IE17-VBCR,independantHouse,,,,
107633658,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/10/97/c4/1318258632.webp,30,,849900.0,chalet,sale,190.0,,3,2,calle del Huracán,Madrid,Las Rozas de Madrid,Yucatán- Las Cornisas,es,Yucatán- Las Cornisas,40.4784676,-3.8556611,False,https://www.idealista.com/inmueble/107633658/,"Estudio Majadahonda Plantio presenta en Exclusiva: ¡Esta es una oportunidad increíble! Se trata de una parcela de 1500 metros cuadrados, que alberga una casa independiente de 190 metros, totalmente a reformar, y lo mejor de todo, ¡todo en una sola planta! La propiedad cuenta con 3 dormitorios, 2 baños completos, un garaje, un invernadero y una piscina, lo que la convierte en el lugar ideal para quienes buscan tranquilidad, espacio y muchas posibilidades de personalización. Si siempre soñaste con tener tu propio chalet, esta es la ocasión perfecta para hacerlo realidad. Además, si necesitas más metros cuadrados, no te preocupes, ya que tienes la opción de construir más plantas. La gran parcela verde que rodea la vivienda, llena de pinos y vegetación, ofrece un entorno natural único, y su ubicación es difícil de encontrar, ya que pocas propiedades en la localidad cuentan con todas estas características. Una joya como esta no aparecerá en el mercado por mucho tiempo. ¡No dejes pasar esta oportunidad de diseñar la casa de tus sueños! Como peculiaridad y mejora a la situación, la zona cuenta con un pozo de agua propio lo que reduce en cantidad el gasto para la zona exterior. Ubicada en una de las mejores zonas de Las Rozas, la vivienda goza de un enclave estratégico situada a pocos minutos del centro de Las Rozas y del Burgo Centro hacia un lado y a 500 metros de la salida a la A-6 hacia el otro. La zona ha crecido en los últimos años y se ha consolidado como una de las más solicitadas y mejor comunicadas de la ciudad, contando con un sinfín de servicios cercanos, como líneas de autobús, proximidad a las principales carreteras y vías de circunvalación y de una amplia variedad de oferta de ocio y restauración, a pocos minutos de centros comerciales como el Heron City, El Pinar, Rozas Village o el Gran Plaza 2. Por si fuera poco, su situación la ubica cerca de colegios y tan próxima a la zona del Europolis que podremos disfrutar de sus tiendas y establecimientos. POSIBILIDAD DE FINANCIACION AL 100% CON NUESTRO DEPARTAMENTO FINANCIERO: KIRON. No lo dudes y contáctanos para venir a visitarlo.",False,renew,False,,4473.0,True,False,False,False,[],False,False,849900.0,€,True,True,chalet,"Yucatán- Las Cornisas, Las Rozas de Madrid",Casa independiente en calle del Huracán,,independantHouse,,,,
108510749,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/51/9a/f9/1347067880.webp,19,1,219000.0,flat,sale,29.0,False,1,1,CL ARQUITECTURA,Madrid,Madrid,Arganzuela,es,Acacias,40.3983806,-3.7028243,False,https://www.idealista.com/inmueble/108510749/,"Agencia inmobiliaria de MADRID - zona PIRÁMIDES - ACACIAS - MADRID RIO - CALLE ARQUITECTURA - PASEO DE LA ESPERANZA - ARGANZUELA. Consultoría Inmobiliaria Cortés SL ofrece en VENTA primera planta interior en la calle arquitectura en el barrio de Pirámides - Acacias cerca del centro de Madrid y del parque de Madrid Río. El piso cuenta con salón con cocina americana, dispone de 1 dormitorio independiente con armario empotrado y baño completo con plato de ducha, todo en buen estado y con una reforma realizada hace aproximadamente 6 años. Con 29 m² construidos y 20 m² útiles, este piso es perfecto para una persona que quiera tranquilidad en el centro de Madrid o una pareja que inicie su periodo de convivencia en un piso pequeño y sencillo de mantener. Ubicado cerca de todos los servicios que puedas necesitar, supermercados, farmacias, bancos, parques para disfrutar con los más pequeños, etc.. . ¡No pierdas la oportunidad de adquirir este maravilloso piso en una de las zonas más demandadas de Madrid! para facilitarte la compra de la vivienda contamos con un departamento financiero para ayudarte en todo el proceso de compra.",False,good,False,True,7552.0,True,False,False,False,[],False,False,219000.0,€,,,flat,"Acacias, Madrid",Piso en Cl Arquitectura,,,229000.0,10000.0,4.0,
108403863,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9b/01/6b/1344035522.webp,33,3,629900.0,flat,sale,95.0,True,3,1,calle de la Ribera de Curtidores,Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.4089711,-3.7061963,False,https://www.idealista.com/inmueble/108403863/,"Inmobiliaria en La latina - Puerta de Toledo - El Rastro - Palacio - Madrid - Tecnocasa Consulting Estudio Puerta de Toledo SL Te presentamos esta encantadora y amplia vivienda de 95 m² construidos, situada en una de las zonas más auténticas, vibrantes y con mayor valor histórico y cultural de Madrid: el barrio de La Latina, junto a la Plaza de Cascorro, a pocos pasos de la Puerta de Toledo y muy cerca de la Calle Mayor, Plaza Mayor y Madrid Río. La propiedad se encuentra en plena Ribera de Curtidores, eje principal del famoso Rastro madrileño, un lugar lleno de vida los domingos, pero tranquilo entre semana. Un entorno con sabor castizo, lleno de historia y con un gran dinamismo cultural, comercial y gastronómico. Distribución y características principales: 3 dormitorios (luminosos y de buen tamaño) Salón principal y sala de estar independientes Cocina independiente con ventana exterior 1 baño completo con ventilación natural 2 balcones exteriores, con vistas despejadas a la Ribera de Curtidores Todas las estancias cuentan con ventana, lo que proporciona excelente ventilación cruzada y abundante luz natural durante todo el día Detalles de confort y conservación: Suelos de parquet. Calefacción individual de gas natural  Buena distribución, con estancias amplias y posibilidad de adaptar espacios según necesidades Entorno y servicios: Vivir en esta vivienda es disfrutar del verdadero espíritu madrileño: A pocos pasos de La Latina, el Mercado de la Cebada, Madrid Río, y monumentos históricos como la Basílica de San Francisco el Grande Rodeado de una amplísima oferta gastronómica y cultural: bares de tapas, tabernas históricas, restaurantes modernos, galerías de arte, teatros alternativos Excelente conexión con transporte público: metro La Latina, Puerta de Toledo, autobuses y fácil acceso a la M-30 Zonas verdes y de esparcimiento como Madrid Río a menos de 10 minutos.",True,good,False,True,6631.0,True,False,True,False,[],False,False,629900.0,€,,,flat,"Lavapiés-Embajadores, Madrid",Piso en calle de la Ribera de Curtidores,,,,,,
101808883,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d1/d1/88/1134492653.webp,15,1,374000.0,flat,sale,101.0,True,4,1,"calle del Plátano, 7",Madrid,Madrid,Tetuán,es,Valdeacederas,40.4669021,-3.6989602,True,https://www.idealista.com/inmueble/101808883/,"IMPOSIBILIDAD DE VISITA INTERIOR, INMUEBLE ALQUILADO Excelente vivienda de 4 dormitorios, con terraza y patio situado en una de las zonas más exclusivas de Madrid. SE VENDE EN RENTABILIDAD FINALIZA EL CONTRATO FEBRERO DE 2028. ¡Gran Oportunidad en Valdeacederas, Tetuán! Piso en Venta - Alquilado hasta febrero de 2028 Renta mensual: 1.172 € | Comunidad: 57,20 €/mes | IBI anual: 384,23 € Venta directa del propietario: Sin comisiones, sin intermediarios.",False,good,False,False,3703.0,False,False,False,False,[],False,False,374000.0,€,,,flat,"Valdeacederas, Madrid","Piso en calle del Plátano, 7",,,391000.0,17000.0,4.0,
108846114,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0e/ab/03/1356826040.webp,35,6,990000.0,flat,sale,130.0,True,4,2,Barrio Bernabéu-Hispanoamérica,Madrid,Madrid,Chamartín,es,Bernabéu-Hispanoamérica,40.4536363,-3.6737246,False,https://www.idealista.com/inmueble/108846114/,"¡ESPACIO, LUZ Y CONFORT EN UNA DE LAS ZONAS MÁS TRANQUILAS DE MADRID! VIVIENDA CON TERRAZA, 4 DORMITORIOS, 2 BAÑOS Y GARAJE. TODO EXTERIOR, VISTAS DESPEJADAS. Ubicada en el barrio de Hispanoamérica, esta vivienda de cuatro dormitorios ofrece una combinación perfecta de amplitud, funcionalidad y comodidad en el corazón de Madrid. Ideal para familias o para quienes buscan espacios generosos destaca por una ubicación privilegiada y su excelente aprovechamiento de la luz natural. La vivienda cuenta con un amplio salón-comedor de concepto abierto, ideal para reuniones y momentos en familia. Sus grandes ventanales permiten la entrada de luz durante todo el día, creando un ambiente cálido y acogedor. La cocina, independiente y con suficiente espacio de almacenamiento y una zona de desayunos pensada para el día a día. Los otros dormitorios son todos exteriores, luminosos y disponen también de armarios empotrados. Son perfectos para habitaciones juveniles, de invitados o para adaptar uno de ellos como despacho o sala de estudio. La vivienda dispone de dos baños completos, uno cuenta con ducha y otro con bañera. Zonas adicionales y extras •Terraza acristalada con espacio para mesa y sillas, ideal para disfrutar de las tardes al aire libre. •Plaza de garaje incluida. Entorno y servicios próximos La vivienda se sitúa en una zona residencial tranquila y arbolada que destaca por su ambiente familiar y seguro. Alrededor se encuentran amplias zonas verdes, como los Jardines de Colombia, ideales para pasear o practicar deporte al aire libre. Colegios cercanos. Conexiones y transporte público. Fácil acceso a la M-30 y Paseo de la Castellana para quienes se desplazan en coche. Supermercados y servicios: Farmacias, panaderías, y bancos en los alrededores, cubriendo todas las necesidades del día a día. Diversas cafeterías y restaurantes, así como pequeños comercios de barrio que aportan vida y cercanía al vecindario. Se percibe como un barrio tranquilo y familiar, con un buen equilibrio entre la vida urbana y la tranquilidad de sus calles.",False,good,False,True,7615.0,True,False,False,False,[],False,False,990000.0,€,True,True,flat,"Bernabéu-Hispanoamérica, Madrid",Piso,9635001421,,,,,
107521107,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2e/34/02/1344458293.webp,75,3,5490000.0,flat,sale,292.0,True,4,5,"calle de Villalar, 6",Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4212387,-3.689716,True,https://www.idealista.com/inmueble/107521107/,"Una joya en Villalar: 4 suites, techos altos y acabados premium. Ubicada en Villalar 6, esta impresionante vivienda de 292 m², recién reformada, ofrece un diseño exclusivo y detalles de lujo en uno de los entornos más codiciados de Madrid. Situada en una planta alta y con tres balcones a la calle, la propiedad se caracteriza por su extraordinaria luminosidad, ofreciendo un ambiente cálido y acogedor, ideal para la vida urbana de alto nivel. La distribución ha sido cuidadosamente diseñada para optimizar cada espacio. La zona social cuenta con un amplio salón-comedor exterior, lleno de luz natural, que conecta de manera fluida con la cocina, una obra maestra de Avezzano. Este espacio combina funcionalidad y diseño con una elegante isla central y electrodomésticos de alta gama, convirtiéndolo en un lugar perfecto para el arte culinario y el entretenimiento. La zona privada incluye cuatro dormitorios en suite, cada uno con su baño, destacando el dormitorio principal por su vestidor amplio y sofisticado. Los suelos de madera de roble natural aportan calidez y elegancia a toda la vivienda, mientras que la calefacción por suelo radiante asegura el máximo confort durante todo el año. Entre las comodidades adicionales se incluyen una plaza de garaje en un edificio cercano y un trastero que ofrece espacio adicional de almacenamiento. Cada detalle ha sido cuidado para garantizar una experiencia de vida cómoda, moderna y lujosa. Situada en el corazón de Recoletos, esta vivienda se encuentra en una de las zonas más exclusivas de Madrid, reconocida por su proximidad al Parque del Retiro y su vibrante oferta de restaurantes, boutiques de lujo y servicios exclusivos. Villalar 6 es la combinación perfecta entre tranquilidad residencial y una ubicación céntrica que permite disfrutar de todo lo que Madrid tiene para ofrecer. Para más información sobre esta propiedad o sobre otras exclusivas viviendas, no dude en contactar con el Grupo Quantum.",True,good,False,True,18801.0,True,False,False,False,[],False,False,5490000.0,€,True,True,flat,"Recoletos, Madrid","Piso en calle de Villalar, 6",,,,,,
108327279,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/20/44/2a/1340792739.webp,46,1,1190000.0,flat,sale,139.0,True,2,3,calle de las Minas,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4239924,-3.704355,False,https://www.idealista.com/inmueble/108327279/,"Piso reformado con encanto en el centro de Madrid Descubre este luminoso y elegante piso exterior, situado en una calle tranquila del corazón de Madrid. Ubicado en la primera planta alta de un señorial edificio clásico de 1900, conserva el carácter de la arquitectura histórica y lo combina con las comodidades de una reforma contemporánea de alta calidad. La vivienda ha sido completamente renovada y amueblada con gusto y materiales de primera. Dispone de un amplio salón-comedor bañado por luz natural, gracias a sus tres balcones exteriores, que aportan una agradable sensación de amplitud y conexión con la ciudad. La cocina, independiente y totalmente equipada, está diseñada para combinar funcionalidad y estilo. Cuenta con dos dormitorios, ambos con baño en suite. El dormitorio principal destaca por su generoso tamaño y sus armarios empotrados, que ofrecen gran capacidad de almacenamiento. Además, la vivienda dispone de un aseo de cortesía con ducha, ideal para visitas. Una propiedad única, lista para entrar a vivir, ideal para quienes valoran el diseño, el confort y una ubicación inmejorable en una de las zonas más cotizadas de Madrid.",True,good,False,True,8561.0,True,False,False,False,[],False,False,1190000.0,€,,,flat,"Malasaña-Universidad, Madrid",Piso en calle de las Minas,minas,,,,,
108796572,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/95/f5/79/1355397191.webp,21,bj,150000.0,flat,sale,56.0,True,2,1,CL BURETA,Madrid,Madrid,Barajas,es,Campo de las Naciones-Corralejos,40.4669118,-3.5898381,False,https://www.idealista.com/inmueble/108796572/,"OPORTUNIDAD INMUEBLE SIN POSESIÓN, NO SE PUEDE VISITAR. PROPIO PARA INVERSORES O VECINOS QUE CONOZCAN EL INMUEBLE. Este acogedor y luminoso piso de 44.25 m² en MADRID es ideal para quienes buscan comodidad y amplitud en una ubicación privilegiada. Con 44.25 m² útiles, esta vivienda ofrece un amplio espacio para personalizar a tu gusto. Ubicado en la PLANTA BAJA, disfrutarás de la tranquilidad y las vistas que ofrece la zona. La zona cuenta con excelentes servicios, incluyendo tiendas, restaurantes y colegios.",False,good,False,False,2679.0,False,False,False,False,[],False,False,150000.0,€,,,flat,"Campo de las Naciones-Corralejos, Madrid",Piso en Cl Bureta,108796572,,,,,
