propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,newDevelopmentFinished,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,parkingSpace.parkingSpacePrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108666998,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0d/a1/9d/1352396931.webp,36,6,2580000.0,penthouse,sale,130.0,True,2,3,calle de Claudio Coello,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4296619,-3.6854333,False,https://www.idealista.com/inmueble/108666998/,"**Ático de ensueño en la Milla de Oro del Barrio de Salamanca** SE VENDE TOTALMENTE AMUEBLADO NUEVO REFORMADISIMO CON AEROTERMIA Y DOMOTICA DOS DORMITORIOS EN SUITE CON SU BAÑO CADA UNO MAS ASEO DE CORTESIA EN LA ENTRADA Descubre este espectacular ático de 130 m², situado en una finca emblemática de los año 1966, que combina el encanto clásico con un diseño contemporáneo. Ubicado en la sexta planta, este luminoso hogar ofrece vistas pintorescas y una terraza de 10 m² orientada al oeste, perfecta para disfrutar de atardeceres inolvidables. La propiedad cuenta con un amplio salón-comedor, ideal para recibir a familiares y amigos, y una cocina de diseño Valdesing Cucine equipada con electrodomésticos Siemens de alta gama. LUCES LED EN TODA LA VIVIENDA  El ático dispone de dos acogedores dormitorios, uno de ellos con baño en suite, además de un segundo baño independiente y un aseo de cortesía. La reforma integral reciente ha sido realizada con materiales de primera calidad, garantizando acabados de lujo y atención al detalle. Los suelos nivelados amplifican la sensación de continuidad, mientras que las puertas correderas adaptables y la perfilería estrecha aportan un toque moderno. Situado a escasos pasos del Mercado de la Paz y rodeado de boutiques de lujo y restaurantes reconocidos, este ático es perfecto para quienes buscan una vida sofisticada en el corazón de Madrid. Con portero físico, ascensor y trastero en la misma planta, este inmueble ofrece comodidad y exclusividad en un entorno vibrante. No pierdas la oportunidad de vivir en una de las zonas más selectas de la capital, donde la rica oferta comercial, cultural y gastronómica te espera. ¡Ven a visitarlo y déjate enamorar!",False,good,False,True,19846.0,True,False,True,False,[],False,False,2580000.0,€,flat,penthouse,"Recoletos, Madrid",Ático en calle de Claudio Coello,,,,,,,,
107621980,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c2/62/8b/1319169574.webp,32,en,1090000.0,flat,sale,312.0,True,8,4,paseo de las Delicias,Madrid,Madrid,Arganzuela,es,Delicias,40.3944303,-3.6943267,False,https://www.idealista.com/inmueble/107621980/,"OFICINAS CON POSIBILIDAD DE CONVERSIÓN A VIVIENDAS EN PASEO DE LAS DELICIAS – OPORTUNIDAD PARA INVERSORES. Se vende lote completo de 314 m² en una ubicación privilegiada en Paseo de las Delicias, distribuido en dos inmuebles de 242 m² y 72 m², actualmente comunicados internamente por escaleras y un pasillo. La propiedad dispone de doble acceso, tanto desde la calle como desde el interior de la finca. Con posibilidad de transformarse en 4 viviendas de 2 y 3 dormitorios, cada una con dos baños. Una de las viviendas destacaría por su terraza con vistas al Paseo de las Delicias, añadiendo un gran atractivo al proyecto. El edificio cuenta con portero físico, trastero y la posibilidad de adquirir plazas de garaje en la misma finca, lo que aumenta aún más la comodidad y el valor del inmueble. Ubicada en una de las zonas con mayor demanda de Madrid, esta propiedad es una excelente oportunidad para inversores, tanto para la transformación y venta como para el alquiler. Para mas información y estudio de viabilidad contacta con nosotros. Llámanos al o envíanos un correo electrónico a, indicando la referencia 207592. Estaremos encantados de atenderte y proporcionarte toda la información que necesites. Desde 1983, GILMAR se ha dedicado a ayudar a sus clientes a encontrar la casa de sus sueños. Con más de 35 años de experiencia en el sector inmobiliario, GILMAR se ha consolidado como una de las compañías líderes en el mercado, ofreciendo un servicio personalizado y de alta calidad.",True,good,False,True,3494.0,True,False,False,False,[],False,False,1090000.0,€,flat,,"Delicias, Madrid",Piso en paseo de las Delicias,JG205873,,,,,,,
108923488,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7c/bd/ed/1309859544.webp,23,1,338987.0,flat,sale,177.0,True,3,2,"Provisional Berrocales Ochenta y Uno, 41",Madrid,Madrid,Vicálvaro,es,Los Berrocales,40.3694488,-3.5767312,True,https://www.idealista.com/obra-nueva/108923488/,"ESTA VIVIENDA INCLUYE 2 PLAZAS DE GARAJE Único Homes presenta IRIS, un nuevo proyecto de 113 viviendas de protección pública (VPPL) en régimen de cooperativa.  Las viviendas, de 2 y 3 dormitorios, cuentan con amplias zonas comunes diseñadas para tu bienestar, incluyendo piscina de adultos y niños, zona de juegos infantil, áreas verdes y una sala comunitaria para disfrutar en compañía. Además, la zona de Los Berrocales ofrece excelentes conexiones con el centro de Madrid, con acceso rápido a la M-45, la A-3 y la M-50, así como diversas opciones de transporte público que garantizan comodidad en tus desplazamientos. Ubicada en una de las zonas de mayor desarrollo de Madrid, IRIS combina diseño, confort y sostenibilidad en un entorno privilegiado No dejes pasar esta oportunidad. Contacta con nosotros y descubre tu futuro hogar. Punto de Venta: Avda. de las Suertes nº 32, 28051 Madrid (CITA PREVIA).",False,newdevelopment,True,True,1915.0,True,False,False,False,[],False,False,338987.0,€,flat,,"Los Berrocales, Madrid","Piso en Provisional Berrocales Ochenta y Uno, 41",3.1.5,False,True,True,,,,
107430629,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7e/bf/d8/1328015429.webp,18,en,1700000.0,flat,sale,129.0,True,4,1,calle de Castelló,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4288785,-3.6810298,False,https://www.idealista.com/inmueble/107430629/,"Inmobiliaria Emmanuel ahora mismo es una oficina habria que cambiar el uso a vivienda se encargaria la propiedad Encantador piso exterior de 129 m²! Situado en la entreplanta de un edificio de 7 plantas con ascensor, este inmueble te ofrece comodidad y funcionalidad en cada rincón. Con dos amplios dormitorios equipados con armarios empotrados y un baño completo, este piso es ideal para quienes buscan espacio y confort. La calefacción individual y el aire acondicionado garantizan un ambiente perfecto durante todo el año. Además, cuenta con un práctico almacén para tus necesidades de almacenamiento. Este piso de segunda mano se encuentra en buen estado y está listo para que te mudes. Su orientación exterior permite la entrada de luz natural, creando un ambiente cálido y acogedor. La eficiencia energética clase E asegura un consumo responsable, mientras que las emisiones de CO2 también están clasificadas en la clase E. No pierdas la oportunidad de vivir en una ubicación privilegiada con todas las comodidades modernas. ¡Ven a visitarlo y enamórate de tu futuro hogar! Inmobiliaria Emmanuel, nos avalan mas de 30 años en el sector inmobiliario. Estamos especializados tanto en alquiler como en venta de inmuebles y oficinas de ALTO NIVEL situados en las zonas más exclusivas de Madrid, contamos con una amplia cartera de viviendas, no dude en llamarnos para ampliar información y ofrecerle el inmueble que mas se ajuste a sus necesidades. Por solicitud de algunos propietarios, algunos inmuebles que tenemos en esta zona solo están anunciados en nuestra web. Para verlos pinche por favor en nuestro logo o en el enlace adicional ubicado en la parte final del anuncio. Llámenos para más información.",False,good,False,True,13178.0,True,False,True,False,[],False,False,1700000.0,€,flat,,"Recoletos, Madrid",Piso en calle de Castelló,,,,,,,,
105594410,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a3/12/e5/1257108701.webp,32,2,1398000.0,flat,sale,138.0,True,3,2,Barrio Goya,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4228988,-3.6765541,False,https://www.idealista.com/inmueble/105594410/,"ÚNICA Inmobiliaria ofrece este bonito inmueble con balcón a la calle principal y próximo al Parque del Retiro.  La vivienda tiene 138 m² distribuidos en hall, salón, cocina, tres dormitorios dos baños y un aseo.  A la entrada- un coqueto hall nos da la bienvenida a la vivienda. A la izquierda, el primer dormitorio, con baño completo y ventana a un tranquilo patio interior.  Avanzando por el pasillo encontramos los otros dos dormitorios, el principal también con baño en suite y amplio vestidor, y el aseo de cortesía.  Al fondo, el salón con ventanales de suelo a techo y un balcón a la calle principal.  La situación de la cocina dentro del plano de la vivienda está muy bien ubicada, de manera que se puede independizar totalmente, o por la cercanía al comedor, proponer una zona más interactiva.  Tanto los materiales utilizados, como los detalles en la decoración con bonitas paredes empapeladas y la esmerada localización de los puntos de luz, dan un toque acogedor y de confortabilidad a la vivienda.  La propiedad se ubica en edificio con portal representativo de la época de orientación sur y en un enclave único, una calle tranquila y rodeada de los principales locales de restauración y a escasos minutos del reconocido centro comercial El Corte Inglés.  En Única Inmobiliaria aglutinamos más de veinte años de experiencia en el sector del lujo. Contamos con una amplia trayectoria que avala nuestra gestión trabajando alrededor de las zonas más exclusivas de Madrid: Barrio de Salamanca, Recoletos, Almagro, Chamartín, Retiro, Justicia….",True,good,False,True,10130.0,True,False,False,True,[],False,False,1398000.0,€,flat,,"Goya, Madrid",Piso,426145,,,,,,,
102654124,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b4/ca/01/1172698090.webp,42,6,1380000.0,penthouse,sale,145.0,True,4,2,Barrio Goya,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4249494,-3.674756,False,https://www.idealista.com/inmueble/102654124/,"ÚNICA Inmobiliaria ofrece este estupendo ático con terraza de 15 m², a escasos metros del parque del Retiro y del reconocido centro comercial El Corte Inglés.  Se ubica en un edificio clásico que conserva el aire de la época.  Los 148 m² están distribuidos en salón con terraza incorporada, terraza, 3 dormitorios dobles y dos baños completos.  Entramos a un gran hall, y atravesando la galería se encuentran los dormitorios.  Al final del pasillo, de frente, la terraza, que da claridad a toda la estancia de salón y cocina. Inmejorable ubicación en exclusiva zona del barrio Salamanca, cerca de los espacios culturales, comerciales y de ocio más importantes de la capital. En Única Inmobiliaria aglutinamos más de veinte años de experiencia en el sector del lujo. Contamos con una amplia trayectoria que avala nuestra gestión trabajando alrededor de las zonas más exclusivas de Madrid: Barrio de Salamanca, Recoletos, Almagro, Chamartín, Retiro, Justicia….",True,good,False,True,9517.0,True,False,False,True,[],False,False,1380000.0,€,flat,penthouse,"Goya, Madrid",Ático,425702,,,,,,,
107464613,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/82/f1/81/1315378770.webp,26,4,980000.0,flat,sale,101.0,True,3,2,calle de Máiquez,Madrid,Madrid,Retiro,es,Ibiza,40.417623,-3.6735058,False,https://www.idealista.com/inmueble/107464613/,"Piso exterior en el corazón de Ibiza con plaza de garaje En el corazón de Madrid, se encuentra este elegante apartamento de 94 metros útiles y 101 metros cuadrados construídos, construida en 1951 y exquisitamente renovada en 2018. Además cuenta con una plaza de garaje PAR incluída en el precio, justo en frente de la propiedad. El inmueble exterior, con tres habitaciones y dos baños (uno de ellos en suite), ofrece un espacio funcional y sofisticado. Este apartamento, en excelente estado, irradia un encanto atemporal. La distribución inteligente maximiza la luminosidad natural, creando una atmósfera cálida e invitadora. Los acabados de alta calidad y los detalles arquitectónicos cuidadosamente conservados se combinan para ofrecer un ambiente de lujo discreto y refinado. Un inmueble con gran capacidad de almacenaje, un aseo de cortesía y la accesibilidad para sillas de ruedas, reflejan un diseño pensado para la comodidad y la funcionalidad. Un ascensor facilita el acceso a la propiedad, mientras que un sistema de alarma garantiza la seguridad. El sistema de calefacción, con opciones de gas y calefacción descentralizada, asegura un confort óptimo durante todo el año. Adquiera este excepcional apartamento madrileño, una inversión en un estilo de vida refinado y una ubicación inmejorable. Un hogar que combina la elegancia clásica con las comodidades modernas, ofreciendo una oportunidad única de disfrutar del lujo discreto en el corazón de la vibrante capital española. Descubra un estilo de vida incomparable en el exclusivo barrio de Retiro, Madrid. Esta excepcional propiedad le ofrece acceso a la rica historia, la vibrante cultura y el sofisticado estilo de vida madrileño, a la vez que proporciona un oasis de tranquilidad en el corazón de la ciudad. El barrio de Ibiza es ideal para familias acomodadas, ejecutivos internacionales y aquellos que aprecian la elegancia clásica y la comodidad moderna. Su ambiente refinado y su proximidad a los mejores servicios lo convierten en un lugar excepcional para residir. La infraestructura del área es impecable. Disfrute de un fácil acceso a una amplia gama de servicios de primera categoría, incluyendo tiendas de alta gama, restaurantes con estrellas Michelin, colegios internacionales y excelentes servicios médicos. La red de transporte público es eficiente, con estaciones de metro cercanas que le permitirán desplazarse por toda la ciudad con facilidad. Un viaje en taxi al Aeropuerto Adolfo Suárez Madrid-Barajas le tomará aproximadamente 25 minutos, mientras que el centro de la ciudad está a solo 15 minutos en coche o 30 minutos en transporte público. El ocio está a su alcance. Pasee por el Parque del Retiro, a tan solo un corto trayecto en taxi o autobús, y disfrute de sus hermosos jardines, lagos y museos. Explore el vibrante distrito de las Letras, con sus encantadoras plazas y sus numerosas galerías de arte, a menos de 10 minutos en coche. La escena cultural de Madrid es inigualable, con museos de renombre mundial, teatros y salas de conciertos a poca distancia. Además, la propiedad se encuentra cerca de algunas de las mejores tiendas de lujo de Madrid, perfectas para disfrutar de una experiencia de compras sin igual. Esta propiedad se destaca por su ubicación privilegiada en una calle tranquila y arbolada, ofreciendo un ambiente sereno y exclusivo. La arquitectura clásica del edificio y las impecables características de la propiedad reflejan el lujo y la sofisticación del barrio. La proximidad a los mejores restaurantes, tiendas y lugares de interés cultural hace de esta propiedad una inversión excepcional.",False,good,False,True,9703.0,True,False,True,False,[],False,False,980000.0,€,flat,,"Ibiza, Madrid",Piso en calle de Máiquez,W-02YXT5,,True,True,,,,
94520287,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/41/45/15/1196396106.webp,34,,930000.0,penthouse,sale,124.0,True,2,2,"calle Caleruega, 79",Madrid,Madrid,Ciudad Lineal,es,Costillares,40.4828362,-3.6681545,True,https://www.idealista.com/obra-nueva/94520287/,"Nuevas viviendas de 1 dormitorio. Contáctanos y te contamos todos los detalles. El Pinar de Caleruega es un proyecto boutique urbano que ofrece todas las comodidades actuales, aportando un carácter distintivo, elegante y sofisticado. Os ofrecemos 48 espacios de alto nivel, en acabados, prestaciones y diseño, donde todos los inmuebles han sido diseñados para maximizar la entrada de la luz natural, aprovechando la energía eficientemente y que invita a crear nuevos ambientes. Un diseño moderno y exclusivo, que ofrecerá amplias estancias, además de una distribución minuciosamente ideada para un estilo de vida único  El exclusivo proyecto del arquitecto Alberto Martín de Lucio reinventa el espacio en un nuevo proyecto con diferentes tipologías que comprenden viviendas de 1, 2, 3 dormitorios y estudios. En la última planta se da acceso a cinco viviendas con grandes terrazas en planta de cubierta. El diseño innovador de la fachada, centrado en los grandes ventanales y celosías horizontales de tubos de aluminio, proporcionarán protección contra la radiación excesiva, configurando así la seña de identidad de un edificio único en este enclave.",True,newdevelopment,True,True,7500.0,True,False,False,False,[],False,False,930000.0,€,flat,penthouse,"Costillares, Madrid","Ático en calle Caleruega, 79",ATICO B,True,True,True,,,,
107107349,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/85/5b/c4/1303183766.webp,72,,1099000.0,chalet,sale,310.0,,4,5,paseo de las Perdices,Madrid,Ciudalcampo,,es,,40.6237237,-3.5873592,False,https://www.idealista.com/inmueble/107107349/,"ABETO COCHES Y CASAS - EN EXCLUSIVA - Magnífico adosado de lujo en la urbanización privada MADRESELVA. En perfecto estado, con inmejorable ubicación junto al colegio internacional SEK y estupendas zonas comunes con piscina, gran pradera de césped, zona infantil y pista de tenis. Ideal para familia con niños. Vivienda de amplios espacios y muy luminosa. En planta principal dispone del hall de entrada que da paso a un gran salón comedor con chimenea y salida directa al jardín privado con porche, desde el jardín privado tenemos acceso a las zonas comunes, completan esta planta el aseo de cortesía y una bonita cocina office completamente actualizada con acceso directo a la terraza delantera. En planta superior cuenta con tres dormitorios y tres baños. El dormitorio principal de gran tamaño con terraza privada acristalada y baño en suite, otro dormitorio con su baño en suite, y el tercer dormitorio con otro baño completo. En planta baja tenemos un segundo salón ideal como sala de juegos, una amplia habitación de invitados con zona de estar, cuarto de baño completo, cuarto de lavandería y garaje privado.  La urbanizaciónMadreselva se encuentra a escasos metros andando del colegio SEK y dispone de estupendas zonas comunes con piscina comunitaria, pista de tenis, zona infantil y amplia pradera de césped. Ideal para familia con niños. ABETO COCHES Y CASAS - VEN A VERNOS A NUESTRA OFICINA EN EL CENTRO COMERCIAL SANTO DOMINGO -  ref: 448-C.",True,good,False,,3545.0,True,False,True,False,[],False,False,1099000.0,€,chalet,terracedHouse,Ciudalcampo,Chalet adosado en paseo de las Perdices,448-C,,True,True,,,,
108745721,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/af/d3/02/1354901872.webp,39,,1485000.0,chalet,sale,576.0,,6,4,Ciudalcampo,Madrid,Ciudalcampo,,es,,40.6291326,-3.5955594,False,https://www.idealista.com/inmueble/108745721/,"Gilmar Zona Norte tiene el placer de presentar este magnífico chalet independiente en Ciudalcampo, con un enclave privilegiado dentro de una de las urbanizaciones más exclusivas y tranquilas de la zona norte de Madrid. La propiedad cuenta con entrada independiente y se sitúa junto al campo de golf, lo que aporta absoluta privacidad en entorno natural privilegiado. Además, ofrece una base sólida y generosa en espacio, ideal para quienes desean actualizar y diseñar su hogar a medida, adaptándolo completamente a su estilo de vida. Su distribución y estructura permiten múltiples posibilidades de reforma y personalización.  Hay que destacar que todo ello se encuentra en una parcela llana, ajardinada y con piscina, ubicada en una zona de absoluta privacidad y, además, muy próximo a la entrada de la urbanización, lo que permite un acceso rápido y cómodo.  Se distribuye cómodamente en dos plantas, siendo la principal a nivel de calle. En esta planta encontramos un elegante vestíbulo de entrada, un amplio y luminoso salón con vistas al jardín, una cocina independiente —con la posibilidad de integrarla al salón— y acceso directo al exterior, tres amplios dormitorios, un despacho ideal para teletrabajar, sala de estar, dos baños completos (dos de ellos en suite) y un agradable porche perfecto para disfrutar de los atardeceres. La planta semisótano ofrece múltiples espacios funcionales; un dormitorio de servicio con entrada independiente, despensa, trastero, cuarto de calderas, lavandería, segundo salón y un espacioso garaje con capacidad para dos vehículos. Es sin duda una oportunidad única de vivir en una de las áreas residenciales de mayor lujo en Madrid. La urbanización de Ciudalcampo está considerada como una de las mejores zonas residenciales de Madrid, situada junto al Parque Regional de la Cuenca Alta del Manzanares, en los municipios de San Sebastián de los Reyes y Colmenar Viejo, en un entorno privilegiado, con impresionantes vistas a la sierra norte de Madrid. Dispone de excepcionales dotaciones y servicios dentro de la propia urbanización: Colegio internacional, Club deportivo RACE (Golf, Pádel, Tenis, Piscina, Gimnasio, Hípica, Fútbol), Servicio regular de autobuses a Madrid e interno dentro de la propia urbanización, Oficina de correos y Centro Comercial Santo Domingo. Sin olvidarnos de los 6,5 Km de circuito físico para la práctica de deporte al aire libre y 41km de viales con tráfico limitado a la propia urbanización, ideales para los amantes de paseos en plena naturaleza. Cuenta, además, con un sistema de cámaras y vallado perimetral con servicio de seguridad 24 horas, patrullas de vigilancia y control de barrera a la entrada. Además, la comunicación es inmejorable, en las proximidades de esta lujosa urbanización situada en la autovía A-1, en el kilómetro 28 sentido Burgos, se encuentra el Aeropuerto de Madrid (Adolfo Suarez) y a tan sólo 15 minutos del centro. Cuenta con los mejores y más amplios servicios con un Centro Comercial que cuenta con consultorio médico (Público y privado), oficina de Correos, bancos, farmacia, diversa restauración, veterinario, gimnasio, etc… además de Club Social con campo de entrenamiento de golf, piscina, escuela de tenis, zona de ocio para niños y adultos, etc...  Dispone también de colegios públicos (CEIPS) y privados e internacionales (SEK, Trinity College...), residencia para la tercera edad e iglesia, y a escasos minutos del Hospital Público Infanta Sofía. En Gilmar trabajamos para ofrecer a nuestros clientes los mejores inmuebles, con equipos especializados en cada zona para proporcionarles la mejor opción a su necesidad, con todas las excelencias y cuidando al máximo los detalles.",True,good,False,,2578.0,True,False,False,False,[],False,False,1485000.0,€,chalet,independantHouse,Ciudalcampo,Casa independiente,LS210391,,True,True,,,,
