propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,newDevelopmentFinished,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,detailedType.subTypology,neighborhood,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108493844,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/87/02/2f/1346562385.webp,p3-Bajo C,28,bj,205530.0,flat,sale,81.0,True,1,1,"Galapagar, 30",Madrid,Collado Villalba,Parque de la Coruña - Las Suertes,es,40.6237203,-4.0073316,True,https://www.idealista.com/obra-nueva/108493844/,"Nueva Promoción de Viviendas LOS ALTOS DE VILLALBA.  Oportunidad única en una Zona de Alto Potencial, Calle Gabriel García Márquez esquina Avda. de Galapagar, Collado Villalba. Edificio Residencial de 54 viviendas todas con 1 o 2 terrazas, de 1, 2 y 3 dormitorios, con una o dos plazas de garaje y trastero incluido.  Los diferentes tamaños de las viviendas que van desde los 56m² hasta los 166m² construidos se ajustan a cada tipo de familia. Cada vivienda cuenta con una o dos terrazas. El conjunto de edificios formarán una urbanización privada proporcionando una total tranquilidad tanto a ti como a tu familia y contará con piscina, sala multifuncional. Una de las zonas más demandadas de Villalba, al lado de la estación de Renfe, facilita una conexión rápida y directa con el centro de la ciudad, la solución perfecta para quienes buscan comodidad y facilidad en sus desplazamientos diarios. Bien comunicado, ideal para disfrutar con la familia o como inversión.  La zona dispone de una variada oferta de servicios, incluyendo colegios, áreas de ocio y comercios, todo en un ambiente tranquilo y de fácil acceso. Además, destacamos la eficiencia energética del proyecto y los criterios de seguridad y accesibilidad que hemos seguido a la hora de diseñarlo. La promoción de viviendas está sujeta a la obtención de las licencias y autorizaciones necesarias por parte de las administraciones competentes, por lo tanto, las imágenes, planos y descripciones pueden estar sujetas a cambios necesarios. Mobiliario, decoración y electrodomésticos no incluidos.",False,newdevelopment,True,True,False,2537.0,True,False,False,False,[],False,False,205530.0,€,True,True,flat,"Parque de la Coruña - Las Suertes, Collado Villalba","Piso en Galapagar, 30",,,,,
108494076,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c7/16/88/1346570335.webp,p3-Ático D,28,3,184250.0,penthouse,sale,56.0,True,1,1,"Galapagar, 30",Madrid,Collado Villalba,Parque de la Coruña - Las Suertes,es,40.6237203,-4.0073316,True,https://www.idealista.com/obra-nueva/108494076/,"Nueva Promoción de Viviendas LOS ALTOS DE VILLALBA.  Oportunidad única en una Zona de Alto Potencial, Calle Gabriel García Márquez esquina Avda. de Galapagar, Collado Villalba. Edificio Residencial de 54 viviendas todas con 1 o 2 terrazas, de 1, 2 y 3 dormitorios, con una o dos plazas de garaje y trastero incluido.  Los diferentes tamaños de las viviendas que van desde los 56m² hasta los 166m² construidos se ajustan a cada tipo de familia. Cada vivienda cuenta con una o dos terrazas. El conjunto de edificios formarán una urbanización privada proporcionando una total tranquilidad tanto a ti como a tu familia y contará con piscina, sala multifuncional. Una de las zonas más demandadas de Villalba, al lado de la estación de Renfe, facilita una conexión rápida y directa con el centro de la ciudad, la solución perfecta para quienes buscan comodidad y facilidad en sus desplazamientos diarios. Bien comunicado, ideal para disfrutar con la familia o como inversión.  La zona dispone de una variada oferta de servicios, incluyendo colegios, áreas de ocio y comercios, todo en un ambiente tranquilo y de fácil acceso. Además, destacamos la eficiencia energética del proyecto y los criterios de seguridad y accesibilidad que hemos seguido a la hora de diseñarlo. La promoción de viviendas está sujeta a la obtención de las licencias y autorizaciones necesarias por parte de las administraciones competentes, por lo tanto, las imágenes, planos y descripciones pueden estar sujetas a cambios necesarios. Mobiliario, decoración y electrodomésticos no incluidos.",False,,True,True,False,3290.0,True,False,False,False,[],False,False,184250.0,€,True,True,flat,"Parque de la Coruña - Las Suertes, Collado Villalba","Ático en Galapagar, 30",penthouse,,,,
108425107,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/98/b6/e2/1344537455.webp,BA,15,bj,730000.0,flat,sale,84.0,True,1,1,"calle de la Espada, 1",Madrid,Madrid,Centro,es,40.4118631,-3.7047112,True,https://www.idealista.com/inmueble/108425107/,"En un lugar estratégico, situado en el epicentro de Madrid, en medio de los barrios más castizos, destaca por la gran oferta cultural, gastronómica y comercial, tan próxima a la ubicación de este edificio palaciego. 8 viviendas exclusivas, ahora disponibles, en un palacio señorial del siglo XVII completamente rehabilitado en la Plaza de Tirso de Molina nº 8, que llega para recuperar lo mejor del pasado y combinarlo con diseños modernos en sus zonas comunes. Las 8 exclusivas viviendas disponibles, de 1 y 2 dormitorios, han sido diseñadas de forma personalizada, cuidando cada detalle para ofrecer un ambiente único y acogedor. Todas ellas se entregan completamente equipadas y amuebladas, listas para entrar a vivir o rentabilizar desde el primer día.",False,good,False,True,,8690.0,True,False,False,False,[],False,False,730000.0,€,,,flat,"Lavapiés-Embajadores, Madrid","Piso en calle de la Espada, 1",,Lavapiés-Embajadores,,,
107170405,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/19/60/99/1305079095.webp,P3 1º C,29,1,204082.0,flat,sale,74.0,True,1,1,"Galapagar, 30",Madrid,Collado Villalba,Parque de la Coruña - Las Suertes,es,40.6237685,-4.0073562,True,https://www.idealista.com/obra-nueva/107170405/,"Nueva Promoción de Viviendas LOS ALTOS DE VILLALBA.  Oportunidad única en una Zona de Alto Potencial, Calle Gabriel García Márquez esquina Avda. de Galapagar, Collado Villalba. Edificio Residencial de 54 viviendas todas con 1 o 2 terrazas, de 1, 2 y 3 dormitorios, con una o dos plazas de garaje y trastero incluido.  Los diferentes tamaños de las viviendas que van desde los 56m² hasta los 166m² construidos se ajustan a cada tipo de familia. Cada vivienda cuenta con una o dos terrazas. El conjunto de edificios formarán una urbanización privada proporcionando una total tranquilidad tanto a ti como a tu familia y contará con piscina, sala multifuncional. Una de las zonas más demandadas de Villalba, al lado de la estación de Renfe, facilita una conexión rápida y directa con el centro de la ciudad, la solución perfecta para quienes buscan comodidad y facilidad en sus desplazamientos diarios. Bien comunicado, ideal para disfrutar con la familia o como inversión.  La zona dispone de una variada oferta de servicios, incluyendo colegios, áreas de ocio y comercios, todo en un ambiente tranquilo y de fácil acceso. Además, destacamos la eficiencia energética del proyecto y los criterios de seguridad y accesibilidad que hemos seguido a la hora de diseñarlo. La promoción de viviendas está sujeta a la obtención de las licencias y autorizaciones necesarias por parte de las administraciones competentes, por lo tanto, las imágenes, planos y descripciones pueden estar sujetas a cambios necesarios. Mobiliario, decoración y electrodomésticos no incluidos.",False,newdevelopment,True,True,False,2758.0,True,False,False,False,[],False,False,204082.0,€,True,True,flat,"Parque de la Coruña - Las Suertes, Collado Villalba","Piso en Galapagar, 30",,,,,
106144578,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f5/75/3c/1218229330.webp,PR-C-680@tipoAH,48,,2100000.0,penthouse,sale,291.0,True,4,2,"calle de la Costa Brava, 13",Madrid,Madrid,Fuencarral,es,40.4946368,-3.7013616,True,https://www.idealista.com/obra-nueva/106144578/,"Más de 5.000 m² de zonas comunes. Situado en la calle Costa Brava, Residencial Mirasierra es un lugar único en un entorno seguro donde se ha tenido muy en cuenta la confortabilidad de las familias. En su diseño se ha concebido cada detalle, buscando emparejar el lujo con la vanguardia, creando un lugar con amplias zonas verdes que combina sitios de recreo de mayores y niños, con su original área de juegos, el gimnasio equipado con las máquinas más modernas, sala comunitaria y las piscinas. El edificio está rodeado de jardines, diseñados para el deleite de adultos y niños, con bancos donde pasar la tarde mientras los pequeños juegan en el singular parque infantil de la serpiente. Todo ello en un entorno cerrado y seguro donde el confort está asegurado. Las calidades de lujo del Residencial Mirasierra son un distintivo que lo diferencia de otros proyectos inmobiliarios en Madrid. Las viviendas cuentan con acabados y materiales de alta calidad que aseguran una experiencia de alto nivel. Los espacios interiores se han diseñado con gran atención al detalle y al confort, empleando materiales nobles como el cristal, la madera y el acero, que crean un ambiente elegante y sofisticado. Todo ello acompañado de la última tecnología aplicada a la construcción: sistemas domóticos avanzados y soluciones en eficiencia energética como la geotermia. Los espectaculares áticos con piscina privada del Residencial Mirasierra son un sueño hecho realidad para cualquier persona que busca la combinación perfecta de confort y privacidad. En el entorno destaca la amplia oferta educativa, (colegios como Fomento El Prado, Centro Concertado de Enseñanza la Salle Sagrado Corazón, NACE Schools, Colegio Madre del Divino Pastor, Santa María La Blanca, …), y también la oferta educativa universitaria. La cercanía al centro de la ciudad mediante transporte privado o público, a escasos metros de la parada de Metro Paco de Lucía y junto a la estación de Cercanías que conecta con Atocha, Ave y Aeropuerto, o la oferta de servicios públicos y comerciales; y todo en un barrio seguro, y con baja densidad de vivienda.",True,newdevelopment,True,True,True,7216.0,True,False,False,False,[],False,False,2100000.0,€,True,True,flat,"Mirasierra, Madrid","Ático en calle de la Costa Brava, 13",penthouse,Mirasierra,,,
107170359,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0c/a3/d6/1305079093.webp,P1 1º B,29,1,294368.0,flat,sale,100.0,True,2,2,"Galapagar, 30",Madrid,Collado Villalba,Parque de la Coruña - Las Suertes,es,40.6237685,-4.0073562,True,https://www.idealista.com/obra-nueva/107170359/,"Nueva Promoción de Viviendas LOS ALTOS DE VILLALBA.  Oportunidad única en una Zona de Alto Potencial, Calle Gabriel García Márquez esquina Avda. de Galapagar, Collado Villalba. Edificio Residencial de 54 viviendas todas con 1 o 2 terrazas, de 1, 2 y 3 dormitorios, con una o dos plazas de garaje y trastero incluido.  Los diferentes tamaños de las viviendas que van desde los 56m² hasta los 166m² construidos se ajustan a cada tipo de familia. Cada vivienda cuenta con una o dos terrazas. El conjunto de edificios formarán una urbanización privada proporcionando una total tranquilidad tanto a ti como a tu familia y contará con piscina, sala multifuncional. Una de las zonas más demandadas de Villalba, al lado de la estación de Renfe, facilita una conexión rápida y directa con el centro de la ciudad, la solución perfecta para quienes buscan comodidad y facilidad en sus desplazamientos diarios. Bien comunicado, ideal para disfrutar con la familia o como inversión.  La zona dispone de una variada oferta de servicios, incluyendo colegios, áreas de ocio y comercios, todo en un ambiente tranquilo y de fácil acceso. Además, destacamos la eficiencia energética del proyecto y los criterios de seguridad y accesibilidad que hemos seguido a la hora de diseñarlo. La promoción de viviendas está sujeta a la obtención de las licencias y autorizaciones necesarias por parte de las administraciones competentes, por lo tanto, las imágenes, planos y descripciones pueden estar sujetas a cambios necesarios. Mobiliario, decoración y electrodomésticos no incluidos.",False,newdevelopment,True,True,False,2944.0,True,False,False,False,[],False,False,294368.0,€,True,True,flat,"Parque de la Coruña - Las Suertes, Collado Villalba","Piso en Galapagar, 30",,,,,
108924289,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f7/cb/e0/1359095342.webp,IE-11-PV,24,4,165000.0,flat,sale,58.0,True,3,1,Norte - Universidad,Madrid,Móstoles,Norte - Universidad,es,40.3299912,-3.8630613,False,https://www.idealista.com/inmueble/108924289/,"Descubre este piso acogedor ubicado en una tranquila y bien comunicada zona de Móstoles. Cuenta con una superficie construida de 57 m² y un aprovechamiento útil del mismo tamaño, esta propiedad es ideal tanto para parejas como para familias. El inmueble cuenta con tres habitaciones: una doble que ofrece comodidad y espacio, además de dos sencillas que pueden ser utilizadas como habitaciones individuales o despachos según tus necesidades. La vivienda dispone también de un baño completo. Su distribución optimizada permite disfrutar al máximo cada rincón del hogar mientras se aprovecha al máximo su luminosidad natural proveniente de las ventanas orientadas estratégicamente hacia el exterior. Este piso representa no solo una excelente oportunidad residencial, sino también un potencial atractivo inversión inmobiliaria por su ubicación privilegiada cerca de servicios esenciales tales como supermercados, colegios y transporte público.",False,good,False,False,,2845.0,False,False,False,False,[],False,False,165000.0,€,,,flat,"Norte - Universidad, Móstoles",Piso,,,,,
108927078,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d4/54/4c/1359179585.webp,MAD619,15,5,619500.0,flat,sale,93.0,False,2,2,paseo de la Reina Cristina,Madrid,Madrid,Retiro,es,40.4069154,-3.6821873,False,https://www.idealista.com/inmueble/108927078/,"**Piso en Venta en Jerónimos - Retiro** Descubre este encantador piso ubicado en el corazón del distrito de Jerónimos, a solo unos minutos del emblemático Parque del Retiro. Este luminoso inmueble en la quinta planta ofrece una distribución ideal con 93 m² construidos, que incluyen dos acogedoras habitaciones y dos baños completos. El amplio salón-comedor es perfecto para disfrutar de momentos en familia o con amigos, mientras que la cocina independiente proporciona un espacio funcional para los amantes de la gastronomía. La vivienda cuenta con calefacción central y aire acondicionado en el salón y el dormitorio principal, asegurando tu confort durante todo el año. Además, los armarios empotrados ofrecen un valioso espacio de almacenamiento. Con dos entradas —principal y de servicio— y un acceso adaptado para personas con movilidad reducida, este piso se adapta a todas las necesidades. Ubicado en un edificio bien mantenido, con servicio de conserjería y amplios pasillos, la propiedad también dispone de cuatro ascensores y un montacargas. A solo 15 minutos de los prestigiosos museos del Prado y Reina Sofía, la ubicación es inmejorable, con excelentes conexiones de transporte público que facilitan el desplazamiento por la ciudad. Si buscas comodidad y estilo en una de las zonas más deseadas de Madrid, este piso es perfecto para ti.  Además, tienes la opción de adquirir una plaza de garaje doble de 25 m² por 70.000 euros.  ¡No dejes pasar esta oportunidad única!",False,good,False,True,,6661.0,False,False,False,False,[],False,False,619500.0,€,,,flat,"Pacífico, Madrid",Piso en paseo de la Reina Cristina,,Pacífico,,,
108493413,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3f/ea/7a/1346549942.webp,p1-1ºA,28,1,298263.0,flat,sale,105.0,True,2,2,"Galapagar, 30",Madrid,Collado Villalba,Parque de la Coruña - Las Suertes,es,40.6237203,-4.0073316,True,https://www.idealista.com/obra-nueva/108493413/,"Nueva Promoción de Viviendas LOS ALTOS DE VILLALBA.  Oportunidad única en una Zona de Alto Potencial, Calle Gabriel García Márquez esquina Avda. de Galapagar, Collado Villalba. Edificio Residencial de 54 viviendas todas con 1 o 2 terrazas, de 1, 2 y 3 dormitorios, con una o dos plazas de garaje y trastero incluido.  Los diferentes tamaños de las viviendas que van desde los 56m² hasta los 166m² construidos se ajustan a cada tipo de familia. Cada vivienda cuenta con una o dos terrazas. El conjunto de edificios formarán una urbanización privada proporcionando una total tranquilidad tanto a ti como a tu familia y contará con piscina, sala multifuncional. Una de las zonas más demandadas de Villalba, al lado de la estación de Renfe, facilita una conexión rápida y directa con el centro de la ciudad, la solución perfecta para quienes buscan comodidad y facilidad en sus desplazamientos diarios. Bien comunicado, ideal para disfrutar con la familia o como inversión.  La zona dispone de una variada oferta de servicios, incluyendo colegios, áreas de ocio y comercios, todo en un ambiente tranquilo y de fácil acceso. Además, destacamos la eficiencia energética del proyecto y los criterios de seguridad y accesibilidad que hemos seguido a la hora de diseñarlo. La promoción de viviendas está sujeta a la obtención de las licencias y autorizaciones necesarias por parte de las administraciones competentes, por lo tanto, las imágenes, planos y descripciones pueden estar sujetas a cambios necesarios. Mobiliario, decoración y electrodomésticos no incluidos.",False,newdevelopment,True,True,False,2841.0,True,False,False,False,[],False,False,298263.0,€,True,True,flat,"Parque de la Coruña - Las Suertes, Collado Villalba","Piso en Galapagar, 30",,,,,
107170373,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/49/ea/4c/1305079089.webp,P1 2º B,29,2,308668.0,flat,sale,100.0,True,2,2,"Galapagar, 30",Madrid,Collado Villalba,Parque de la Coruña - Las Suertes,es,40.6237685,-4.0073562,True,https://www.idealista.com/obra-nueva/107170373/,"Nueva Promoción de Viviendas LOS ALTOS DE VILLALBA.  Oportunidad única en una Zona de Alto Potencial, Calle Gabriel García Márquez esquina Avda. de Galapagar, Collado Villalba. Edificio Residencial de 54 viviendas todas con 1 o 2 terrazas, de 1, 2 y 3 dormitorios, con una o dos plazas de garaje y trastero incluido.  Los diferentes tamaños de las viviendas que van desde los 56m² hasta los 166m² construidos se ajustan a cada tipo de familia. Cada vivienda cuenta con una o dos terrazas. El conjunto de edificios formarán una urbanización privada proporcionando una total tranquilidad tanto a ti como a tu familia y contará con piscina, sala multifuncional. Una de las zonas más demandadas de Villalba, al lado de la estación de Renfe, facilita una conexión rápida y directa con el centro de la ciudad, la solución perfecta para quienes buscan comodidad y facilidad en sus desplazamientos diarios. Bien comunicado, ideal para disfrutar con la familia o como inversión.  La zona dispone de una variada oferta de servicios, incluyendo colegios, áreas de ocio y comercios, todo en un ambiente tranquilo y de fácil acceso. Además, destacamos la eficiencia energética del proyecto y los criterios de seguridad y accesibilidad que hemos seguido a la hora de diseñarlo. La promoción de viviendas está sujeta a la obtención de las licencias y autorizaciones necesarias por parte de las administraciones competentes, por lo tanto, las imágenes, planos y descripciones pueden estar sujetas a cambios necesarios. Mobiliario, decoración y electrodomésticos no incluidos.",False,newdevelopment,True,True,False,3087.0,True,False,False,False,[],False,False,308668.0,€,True,True,flat,"Parque de la Coruña - Las Suertes, Collado Villalba","Piso en Galapagar, 30",,,,,
