propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,neighborhood,detailedType.subTypology
108808632,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ee/85/a1/1357902645.webp,12,bj,173000.0,flat,sale,48.0,True,2,1,calle de Felipe Castro s/n,Madrid,Madrid,Usera,es,40.3843234,-3.7083692,True,https://www.idealista.com/inmueble/108808632/,"Usera, buena oportunidad de vivienda en venta. Zona con todos los servicios... Actualmente cuenta con 3 habitaciones y un salón, y requiere reforma. Aunque está en la planta baja, tiene buena iluminación natural. Los gastos de comunidad son bajos y la zona ofrece gran comodidad para la vida diaria. Interesados pueden contactarnos para más información y detalles.",False,renew,False,False,3604.0,True,False,False,False,[],False,False,173000.0,€,178000.0,5000.0,3.0,,,flat,"Pradolongo, Madrid",Piso en calle de Felipe Castro s/n,,Pradolongo,
108392566,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/b1/3f/33/1356736648.webp,26,2,585000.0,flat,sale,60.0,True,2,1,calle del Doctor Castelo s/n,Madrid,Madrid,Retiro,es,40.420304,-3.6744648,True,https://www.idealista.com/inmueble/108392566/,"Piso exterior reformado con balcón en una de las calles más cotizadas del barrio de Ibiza En la exclusiva calle Doctor Castelo, a un paso del Parque del Retiro, se encuentra esta luminosa vivienda de 60 m², ubicada en una segunda planta exterior de finca clásica. Reformada íntegramente con calidades actuales, esta propiedad está lista para entrar a vivir. La vivienda cuenta con dos balcones a la calle, que aportan encanto y una agradable luz natural durante todo el día. Se distribuye en un acogedor salón-comedor, cocina totalmente equipada con electrodomésticos integrados, un dormitorio doble y un cuarto de baño moderno con plato de ducha. La finca se encuentra en excelente estado de conservación y goza de una ubicación inmejorable, rodeada de todos los servicios, comercios, restaurantes y perfectamente comunicada por transporte público. Una opción ideal tanto para vivir como para invertir en una de las zonas más demandadas de Madrid. Precio: 585.000 €.",False,good,False,False,9750.0,False,False,False,False,[],False,False,585000.0,€,,,,,,flat,"Ibiza, Madrid",Piso en calle del Doctor Castelo s/n,,Ibiza,
106149876,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/07/4c/ae/1283086866.webp,4,1,895000.0,flat,sale,97.0,True,2,2,calle de José Silva,Madrid,Madrid,Ciudad Lineal,es,40.456412,-3.6588515,False,https://www.idealista.com/inmueble/106149876/,"Piso de obra nueva en Arturo Soria. En una zona privilegiada con áreas verdes, piscina privada y sala multiusos/gimnasio Terrazas con preciosas vistas a la ciudad. Plaza de garaje y trastero Entrega octubre 2025. Vivienda pensada para un estilo de vida actual. La perfecta armonía de la luz y los espacios, crean una espectacular sensación de amplitud y calidez en todos los rincones. Sus terrazas, que salpican la fachada, se reparten en todas las viviendas, permitiendo el cotidiano disfrute del cielo y el sol. Piscina y jardines que te harán sentir que, cualquier día, es un día extraordinario. El proyecto disfruta de una localización premium, que lo sitúa en la demandada zona residencial de Arturo Soria, con todas las comodidades necesarias, sin renunciar a conectar con el nuevo centro social de Madrid. A tan solo unos minutos en coche o en transporte público, el Paseo de la Castellana y los aledaños del Santiago Bernabéu, te esperan para saborear toda la intensa actividad comercial, cultural, gastronómica y de ocio que hacen de Madrid una de las más atractivas capitales del mundo. Esta ubicación a la vez, proporciona, en su entorno más inmediato, comercios y supermercados, hospitales y clínicas, colegios de prestigio, zonas verdes y todo aquello que necesitas para el día a día. Diseño y Arquitectura de Vanguardia pensada para ser vivida y disfrutada. Viviendas que se apropian de las tendencias actuales de distribución de los espacios interiores, materiales e iluminación. Terrazas que dan personalidad a la fachada y convierten cada vivienda en un hogar deseado y áreas comunes para la relajación y disfrute, destacando un espléndido jardín exterior con una increíble piscina y acceso directo a la sala multiusos/gimnasio. Sobre las viviendas, es importante destacar que todo el proyecto se complementa para crear espacios donde la luz es la protagonista. La integración de la luz natural se adapta armónicamente a los materiales y a los suaves y naturales colores, permitiendo ambientes atractivos, funcionales y emocionalmente gratificantes. La sostenibilidad es otra de las prioridades. Se han seleccionado cuidadosamente materiales de construcción buscando minimizar el impacto ambiental del edificio que garantizan un ambiente interior saludable y eficiente. Se apuesta por la máxima calificación energética, con un buen aislamiento térmico, instalación de ventanas con doble acristalamiento e incluyendo electrodomésticos y equipos de consumo energético bajo: - Preinstalación de carga para coches eléctricos en garaje - Calefacción y refrigeración por suelo radiante - Aire acondicionado por conductos en falso techo - Ventanas con doble acristalamiento Cocina de diseño integrada en el salón, proporciona un espacio abierto y fluido. Diseñada para ofrecer un estilo de vida moderno y cómodo, la integración del salón y la cocina no solo optimiza el espacio, sino que también ofrece una gran sensación de amplitud y luminosidad. Los dormitorios, con una especial atención al confort son amplios y luminosos. Grandes ventanales permiten que la luz natural inunde los espacios, creando una atmósfera relajante. Los baños combinan el estilo contemporáneo con la máxima comodidad y una iluminación suave y envolvente, creando un ambiente acogedor. Cada detalle ha sido cuidadosamente seleccionado para ofrecerte un espacio confortable y funcional. Memoria de Calidades: ESTRUCTURA • Estructura de pilares de hormigón y forjado unidireccional de vigueta y bovedilla. • Estructura metálica en terrazas y tendederos. FACHADAS Y CERRAMIENTOS • Terrazas y celosías en fachada. • Barandillas metálicas de diseño formadas por pletinas superior e inferior y tubos verticales. • Cerramiento de fachada tipo SATE sobre muro de medio pie de ladrillo, aislamiento térmico. y trasdosado interior con doble placa de yeso laminado fijada sobre perfilería. CARPINTERÍA EXTERIOR • Carpintería exteri",False,good,False,True,9227.0,True,False,False,False,[],False,False,895000.0,€,,,,True,True,flat,"San Juan Bautista, Madrid",Piso en calle de José Silva,46296,San Juan Bautista,
107887620,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7c/a2/a2/1327338648.webp,12,2,141500.0,flat,sale,51.0,True,2,1,calle de Palomares s/n,Madrid,Madrid,Villaverde,es,40.3471693,-3.7109623,True,https://www.idealista.com/inmueble/107887620/,"Piso en Venta con Inquilinos – Oportunidad de Inversión Se ofrece a la venta acogedor piso de 2 habitaciones y 1 baño, actualmente con inquilinos estables y al corriente de pago, lo que lo convierte en una excelente oportunidad de inversión con rentabilidad inmediata. La vivienda se distribuye en un salón-comedor luminoso, cocina funcional equipada, dos dormitorios (uno doble y uno individual) y un baño completo. El inmueble se encuentra en buen estado de conservación, con suelos de gres, carpintería exterior de aluminio y buena ventilación natural. Ubicado en una zona con todos los servicios a mano: supermercados, transporte público, centros educativos y zonas verdes. La finca es tranquila y de pocos vecinos. Características principales: 2 habitaciones  1 baño completo Inquilinos con contrato vigente, Ideal para inversores, rentabilidad desde el primer día Para más información sobre condiciones de arrendamiento o visitas, no dudes en consultarnos.",False,good,False,False,2775.0,False,False,False,False,[],False,False,141500.0,€,,,,,,flat,"Villaverde Alto, Madrid",Piso en calle de Palomares s/n,P-25-016,Villaverde Alto,
108608846,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4a/2b/06/1350003689.webp,30,15,7000000.0,duplex,sale,630.0,True,4,3,"avenida de Concha Espina, 6",Madrid,Madrid,Chamartín,es,40.4517894,-3.688889,True,https://www.idealista.com/inmueble/108608846/,"**Dúplex de ensueño en el corazón de Madrid**  Descubre este espectacular ático dúplex, ubicado en la mejor zona de Madrid, justo enfrente del emblemático Estadio Santiago Bernabéu. Con una reforma reciente que supera el millón de euros, cada rincón de este inmueble ha sido diseñado con materiales de primerísima calidad, ofreciendo un estilo de vida exclusivo y sofisticado. La propiedad cuenta con impresionantes vistas 360 grados de la ciudad, que puedes disfrutar desde su increíble terraza de 170 m², ideal para relajarte o recibir a tus amigos. Este dúplex, que originalmente contaba con cuatro dormitorios, ha sido adaptado a tres amplias habitaciones, brindando espacios luminosos y confortables. La cocina de diseño, equipada con una isla de mármol Travertino hecha a medida, es perfecta para los amantes de la gastronomía. Además, los baños de diseño añaden un toque de elegancia y modernidad a cada espacio.  La amplia piscina climatizada con jacuzzi y techo retráctil es el lugar perfecto para disfrutar durante todo el año. Y si te gusta hacer asados, la parrillada argentina será tu aliada en las reuniones familiares. Con 630 m² construidos y 462 m² útiles, este dúplex ofrece todo lo que necesitas para vivir cómodamente. Incluye armarios empotrados, trastero y plaza de garaje, además de calefacción eléctrica y aire acondicionado para tu confort. No pierdas la oportunidad de vivir en un lugar donde el lujo y la comodidad se encuentran en cada detalle. ¡Contáctanos para más información y agenda tu visita!",False,good,False,True,11111.0,False,False,False,False,[],False,False,7000000.0,€,,,,True,True,flat,"El Viso, Madrid","Dúplex en avenida de Concha Espina, 6",,El Viso,duplex
108883733,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4f/15/f5/1357876515.webp,18,4,490000.0,flat,sale,50.0,False,1,1,Barrio Lista,Madrid,Madrid,Barrio de Salamanca,es,40.4335015,-3.6728369,False,https://www.idealista.com/inmueble/108883733/,"+PISO Ofrece excelente apartamento muy luminoso en el distrito de Salamanca.  Se trata de una 4º planta, el inmueble dispone de un amplio salón con dos ventanas que aportan mucha luz y ventilación, un dormitorio doble con gran armario empotrado, la cocina se encuentra integrada, tiene dos ventanas que también le aportan muy buena luminosidad y ventilación, un baño completo de muy buen tamaño con ventana. Situado en un edificio clásico, con ascensor y pasillos con luz natural, la calefacción es central de gas natural.  Situado en inmejorable ubicación, en el cruce de las calles Conde de Peñalver y Juan Bravo, con la estación de Metro Diego de León ( líneas 4,5 y 6) en la misma puerta, en el codiciado barrio de Lista en el distrito de Salamanca, zona con todo tipo de servicios, comercios y negocios.   Ideal tanto como vivienda habitual, como para inversión, pudiendo obtener una muy buena rentabilidad, dada la alta demanda en la zona. Si bien el inmueble se encuentra en buen estado, las imágenes corresponden a una propuesta de reforma, realizada específicamente para este inmueble.  Solicite su cita para visitarlo.",False,renew,False,True,9800.0,False,True,False,False,[],False,False,490000.0,€,,,,,,flat,"Lista, Madrid",Piso,GA-VR-3713,Lista,
107700342,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/dc/23/28/895022010.webp,26,1,980000.0,flat,sale,139.0,True,3,2,Barrio Nueva España,Madrid,Madrid,Chamartín,es,40.4653002,-3.6793481,False,https://www.idealista.com/inmueble/107700342/,"REF. 1710/329. Venta de piso actualmente alquilado hasta el 30 de septiembre de 2026 - ¡Inversión segura en pleno centro de Madrid! Este precioso y luminoso piso de tres habitaciones se encuentra en una urbanización con piscina, zonas comunes ajardinadas y plaza de garaje, en la tranquila calle Apolonio Morales, muy cerca de la calle Paseo de la Habana. La propiedad, totalmente exterior, se distribuye en tres habitaciones con armarios empotrados, un acogedor salón con un amplio ventanal mirador (originalmente una terraza), cocina independiente y una plaza de garaje con acceso directo desde el ascensor. Las vistas a las zonas verdes, sumadas al silencio y tranquilidad del entorno, ofrecen un ambiente único para vivir. Este inmueble está alquilado hasta septiembre de 2026, lo que lo convierte en una excelente opción para inversores Además, la ubicación es excelente, con acceso cercano a las estaciones de metro Plaza Castilla, Duque de Pastrana y Pío XII, lo que garantiza una buena comunicación co ¡No deje pasar esta oportunidad de inversión! Solicite una visita.",False,good,False,True,7050.0,True,False,False,False,[],False,False,980000.0,€,,,,True,True,flat,"Nueva España, Madrid",Piso,1710/329,Nueva España,
108880583,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/65/b3/68/1357789708.webp,12,2,169000.0,flat,sale,40.0,True,1,1,calle de Becerril s/n,Madrid,Cerceda,,es,40.6989178,-3.9340435,True,https://www.idealista.com/inmueble/108880583/,"INMOSIERRA PRESENTA esta acogedora vivienda en una tranquila urbanización privada con piscina, zona infantil y ambiente familiar, perfecta para quienes buscan comodidad, servicios y calidad de vida. Distribuida en 40 m² muy bien aprovechados, la vivienda cuenta con un salón luminoso con acceso a una terraza privada ideal para disfrutar del exterior, cocina independiente equipada con electrodomésticos, un baño completo con ducha y un dormitorio acogedor. Dispone de aire acondicionado con bomba de frío/calor y ventanas nuevas de Climalit oscilobatientes que aíslan del ruido y ayudan a mantener una temperatura agradable durante todo el año. El agua está incluida en la comunidad, con una cuota mensual de solo 50 €. Incluye trastero y la urbanización cuenta con plazas de aparcamiento comunitarias. Además, existe la posibilidad de disponer de una plaza cerrada por un alquiler simbólico. La ubicación es excelente, con supermercados, restaurantes y todo tipo de servicios a escasos metros. Muy bien comunicado mediante autobús, con líneas directas a Plaza Castilla y Moncloa. Una gran oportunidad como vivienda habitual, segunda residencia o inversión rentable. Precio: 169.000 €. Visítalo con Inmosierra. EE.",False,good,False,False,4225.0,False,False,False,False,[],False,False,169000.0,€,,,,True,True,flat,Cerceda,Piso en calle de Becerril s/n,,,
107915978,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e6/a9/8c/1328214746.webp,12,2,129500.0,flat,sale,46.0,True,1,1,calle de Alfredo Castro Camba s/n,Madrid,Madrid,Puente de Vallecas,es,40.3864561,-3.669505,True,https://www.idealista.com/inmueble/107915978/,"Ideal para inversores Oportunidad de inversión: piso de 46 m² ubicado en una zona tranquila. La vivienda cuenta con 1 habitación doble, 1 baño completo, salón-comedor con cocina integrada y una excelente distribución que aprovecha al máximo el espacio. El piso se vende con inquilinos en activo, lo que garantiza una rentabilidad inmediata. Ideal para quienes buscan una inversión sin preocuparse por la búsqueda de arrendatarios. Características destacadas: Superficie: 46 m² 1 habitación 1 baño Cocina abierta al salón Buena luminosidad Inquilinos con contrato en vigor Para más información sobre la rentabilidad, condiciones del alquiler o visitas, no dudes en consultarnos.",False,good,False,False,2815.0,False,False,False,False,[],False,False,129500.0,€,,,,,,flat,"San Diego, Madrid",Piso en calle de Alfredo Castro Camba s/n,P-25-020,San Diego,
107888100,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d7/d8/ca/1327355368.webp,20,,190000.0,chalet,sale,78.0,,2,1,calle Vilches s/n,Madrid,Madrid,Puente de Vallecas,es,40.3767033,-3.6635739,True,https://www.idealista.com/inmueble/107888100/,"¡Oportunidad de inversión! Piso en venta con inquilinos – Rentabilidad asegurada Se vende acogedroa casa de 2 habitaciones con inquilinos en situación regular, ideal para inversores que buscan rentabilidad desde el primer día. La vivienda cuenta con: 2 habitaciones luminosas, ambas con armarios empotrados que ofrecen amplio espacio de almacenaje. 1 baño completo en buen estado. Salón-comedor cómodo y funcional. Cocina equipada, lista para su uso. El inmueble se encuentra en buen estado de conservación y dispone de todos los servicios necesarios en las inmediaciones: transporte público, comercios, colegios y zonas verdes. Rentabilidad inmediata gracias a los inquilinos actuales con contrato vigente. ¡No dejes pasar esta excelente oportunidad de inversión!",False,good,False,,2436.0,False,False,False,False,[],False,False,190000.0,€,,,,,,chalet,"Entrevías, Madrid",Chalet adosado en calle Vilches s/n,CH-25-006,Entrevías,terracedHouse
108466938,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/76/f9/94/1345781722.webp,12,bj,129000.0,studio,sale,35.0,True,0,1,calle del Tulipán,Madrid,Leganés,Centro,es,40.3274839,-3.760806,False,https://www.idealista.com/inmueble/108466938/,"La casa de tus sueños les ofrece este espacio para transformar, después de hacer la reforma será un bonito estudio loft muy luminoso, un ambiente moderno y agradable para una pareja o persona sola. Contará con una cocina americana incorporada en el salón comedor, un área de descanso que podrá ser utilizado a modo de dormitorio y un baño completo con plato de ducha. Todos los materiales, muebles y azulejos, suelo.. . serán elegidos por el futuro propietario para así poder crear junto a nosotros, mano a mano, la casa de tus sueños. LLamanos para poder ampliarte toda la información. (LAS FOTOS DEL ANUNCIO SON DE OTRO ESPACIO YA TRANSFORMADO). EL CAMBIO DE USO ESTA GARANTIZADO POR CONTRATO.",False,good,False,True,3686.0,True,False,False,False,[],False,False,129000.0,€,,,,,,flat,"Casco Antiguo, Leganés",Estudio en calle del Tulipán,,Casco Antiguo,studio
108579512,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e7/08/6b/1349016276.webp,11,4,3059000.0,flat,sale,234.0,True,3,4,calle de Ayala,Madrid,Madrid,Barrio de Salamanca,es,40.4273873,-3.6760624,False,https://www.idealista.com/inmueble/108579512/,"Piso reformado en Goya, en el Barrio de Salamanca. Muy próximo a las calles de Hermosilla y Alcalá.   Se ubica en la cuarta planta de un edificio de mitad del siglo XX. Cuenta con dos ascensores. Tiene una superficie de 234 m2, distribuidos en una amplia zona social von salón, comedor, sala de estar, zona de bar y cocina integrada, completamente equipada con una isla central. Cuenta con salida a una terraza.   La zona privada consta de tres dormitorios en suite y con vestidor, dos de los cuales comparten una segunda terraza. Además, cuenta con zona de lavandería independiente y aseo de cortesía.   La vivienda está recién reformada y se entrega amueblada, lista para estrenar.  .",False,good,False,True,13073.0,False,False,False,False,[],False,False,3059000.0,€,,,,,,flat,"Goya, Madrid",Piso en calle de Ayala,5612,Goya,
108889250,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cd/18/7e/1358368486.webp,28,8,415000.0,flat,sale,118.0,True,3,2,Barrio Hellín,Madrid,Madrid,San Blas,es,40.4313776,-3.6114653,False,https://www.idealista.com/inmueble/108889250/,"""Asesores Inmobiliarios Las Rosas"" pone en venta maravillosa vivienda en Hellín de 118 m2 con 3 dormitorios y dos baños. Reformado en su totalidad con acabados de alta calidad, lista para entrar a vivir. la vivienda se queda semi amueblada y con electrodomésticos. Esta Situada junto al Polideportivo de San Blas y a solo 2 km del Estadio Metropolitano, este piso ofrece comodidad y una ubicación estratégica. La vivienda cuenta con una zona de estar amplia y muy luminosa que da paso a los dormitorios de gran tamaño, ya los balos, uno de ellos en suite, la Cocina es independiente a estrenar, la Calefacción es por gas natural bajo suelo y radiadores, Aire acondicionado por Split con bomba de frío/calor, Comunicación y transporte: Metro líneas 2 y 7, Autobuses en la avenida: 106, 287, 4 y E3, Autobuses cercanos: 106 (Plaza de Manuel Becerra – Vicálvaro), 159 (Alsacia – El Cañaveral), N7. Zona tranquila con todos los servicios necesarios, amplias zonas deportivas y excelente conectividad con el resto de la ciudad. "" Lo importante no es saber, sino confiar en quien sabe "".",False,good,False,True,3517.0,False,False,False,False,[],False,False,415000.0,€,,,,,,flat,"Hellín, Madrid",Piso,1275,Hellín,
108460068,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/82/8a/13/1345568035.webp,13,bj,176000.0,studio,sale,25.0,False,0,1,calle de Zurita,Madrid,Madrid,Centro,es,40.4088087,-3.6979374,False,https://www.idealista.com/inmueble/108460068/,"ENBAJADORES/ LAVAPIES  Acogedora vivienda de   de 25 m² total, y 22 m² útiles, se encuentra en uno de los barrios más vibrantes de la ciudad, en el Centro. Perfecto para aquellos que buscan comodidad y una ubicación inmejorable. Al subir las escaleras de un edificio de 5 plantas, te espera una habitación que combina funcionalidad y confort.   La cocina, amueblada y lista para usar, te permitirá preparar tus platos favoritos con facilidad. En cuestión de calefacción, este inmueble cuenta con un sistema eléctrico, asegurando una temperatura confortable en todo momento.   La ubicación es otra de las joyas de este piso. Vives en pleno Centro, rodeado de una oferta cultural magnífica, desde museos hasta teatros y cafés encantadores. El barrio está lleno de vida, con múltiples opciones de ocio y gastronomía a pocos pasos de tu puerta. La cercanía de transporte público te conectará rápidamente con el resto de la ciudad, facilitando tus desplazamientos. Este inmueble no es solo un lugar donde vivir, sino un punto de partida para explorar todo lo que Madrid tiene para ofrecer. Ya sea que busques una primera vivienda, un lugar donde invertir o simplemente un refugio en la ciudad, aquí encontrarás la flexibilidad que necesitas. Ven a conocerlo y descubre cómo cada rincón se adapta a tu estilo de vida. Este piso está listo para convertirse en el hogar que siempre has deseado. No dejes pasar la oportunidad de visitarlo y enamorarte de su potencial. La vida en el Centro de Madrid te está esperando. En el precio están excluidos el impuesto sobre transmisiones patrimoniales y los gastos sobre notaria y registro de la propiedad.",True,good,False,False,7040.0,False,False,False,False,[],False,False,176000.0,€,179000.0,3000.0,2.0,,,flat,"Lavapiés-Embajadores, Madrid",Estudio en calle de Zurita,15291,Lavapiés-Embajadores,studio
108512802,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cb/c9/86/1347120098.webp,38,,600000.0,chalet,sale,210.0,,4,3,calle Camilo Jose Cela,Madrid,Villalbilla,,es,40.4369126,-3.3685413,False,https://www.idealista.com/inmueble/108512802/,"Descubre esta espectacular casa pareada, prácticamente a estrenar, construida a finales del año 2024 y diseñada para ofrecerte la máxima comodidad y estilo. Con una superficie de 190 metros cuadrados, esta vivienda cuenta con cuatro amplios dormitorios, dos baños completos y un aseo de cortesía, ideales para familias que buscan espacio y funcionalidad. La propiedad dispone de calidades de lujo, preinstalación de motorización en persianas, sensores de inundación en baños y cocina, ventanas con doble acristalamiento oscilobatientes, suelo radiante refrescante con calefacción por aerotermia, paneles solares fotovoltaicos, sistema de ventilación de doble flujo con recuperador de calor, regulación de temperatura por habitaciones y aire acondicionado en todas las estancias, garantizando un ambiente agradable en cualquier estación del año. La moderna cocina americana, completamente amueblada y equipada con electrodomésticos Siemens de alta gama, se integra perfectamente en el espacio, creando un ambiente acogedor y práctico. Además, la vivienda incluye armarios empotrados en las habitaciones, cuarto de laundry y 2 plazas de parking con dispositivo de carga para coche eléctrico, para mayor comodidad. Disfruta de un amplio jardín con preinstalación para construcción de piscina, en una urbanización privada, perfecta para el ocio y la tranquilidad. La seguridad y la comodidad están aseguradas gracias a la exclusividad de la urbanización. Una oportunidad única para vivir en una vivienda moderna, lista para entrar a vivir y diseñada para tu bienestar. ***De acuerdo con el Decreto 515/1989, del 21 de Abril, se informa al cliente que los gastos notariales, registrales, I. T. P. o equivalente, gastos financieros y otros gastos inherentes a la compraventa no están incluidos en el precio de venta de la vivienda. TODA LA INFORMACIÓN Y DOCUMENTACIÓN DEL INMUEBLE SERÁ PUESTA A DISPOSICIÓN DE LOS COMPRADORES EN LA OFICINA CORRESPONDIENTE. La información contenida en este anuncio no tiene carácter contractual ni vinculante, ya que podría contener alguna incorreción. OPORTUNIDAD UNICA, No lo dude llámenos y solicite información y visita sin compromiso. FINANCIACIÓN HASTA EL 100 % * Pendiente estudio financiero del perfil de cliente. Especialistas en Compra, Venta, Alquiler Seguro, Tramitación Herencias, Financiación, Certificado Energético, etc. ASESORAMIENTO PERSONALIZADO. Premier Hogar Encuentra más en Premier Hogar, Otra forma de gestionar tu hogar.",False,good,False,,2857.0,False,False,False,False,[],False,False,600000.0,€,650000.0,50000.0,8.0,,,chalet,Villalbilla,Chalet pareado en calle Camilo Jose Cela,1252,,semidetachedHouse
107691959,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0c/30/3b/1343017513.webp,43,,425000.0,chalet,sale,222.0,,4,3,calle Río Guadalete,Madrid,Alcalá de Henares,Rinconada,es,40.4693948,-3.3652904,False,https://www.idealista.com/inmueble/107691959/,"""AGENCIA TECNOCASA NUEVA ALCALA - RINCONADA"" vende estupendo CHALET adosado"" ¡Descubre el hogar de tus sueños en este impresionante chalet adosado de 4 plantas! Situado en una comunidad exclusiva con piscina y acceso privado, este inmueble ofrece todo lo que necesitas para una vida cómoda y elegante. En la planta baja, encontrarás un acogedor dormitorio, una cocina funcional, un aseo y un amplio salón comedor que se extiende hacia un encantador patio con barbacoa, ideal para disfrutar de reuniones al aire libre. La segunda planta alberga tres amplios dormitorios con armarios empotrados, incluyendo un dormitorio principal con baño en suite y plato de ducha. Los otros dos dormitorios comparten un baño con bañera, proporcionando comodidad para toda la familia. La tercera planta te sorprenderá con una amplia buhardilla reformada y decorada con un estilo rústico que invita al relax. Este chalet cuenta con un sótano que incluye un espacioso garaje para dos coches y un trastero, con acceso mediante puerta automática. Además, el inmueble está equipado con aislante termo acústico y aire acondicionado con bomba de frío y calor, garantizando confort durante todo el año. Construido en 1997 y en excelente estado, este hogar es una joya lista para ser habitada. ¡No dejes pasar esta oportunidad única! INFÓRMESE DE LA VIVIENDA SIN NINGÚN TIPO DE COMPROMISO, AL IGUAL QUE DE LA FINANCIACIÓN 100% QUE TE PUEDE PROPORCIONAR NUESTROS COMPAÑEROS DEL DEPARTAMENTO FINANCIERO KIRON.",True,good,False,,1914.0,False,False,False,False,[],False,False,425000.0,€,,,,True,True,chalet,"Rinconada, Alcalá de Henares",Chalet adosado en calle Río Guadalete,,,terracedHouse
108832043,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/77/28/7c/1356929098.webp,24,,185000.0,chalet,sale,120.0,,3,1,Torres de la Alameda,Madrid,Torres de la Alameda,,es,40.4102657,-3.3593446,False,https://www.idealista.com/inmueble/108832043/,"Exclusivas Alcalá presenta Adosado en Torres de la Alameda. Descubre esta cómoda vivienda distribuida en una única planta, ideal para familias o quienes buscan practicidad y confort. Cuenta con una amplia cocina-comedor, un luminoso salón, baño completo, despensa y tres acogedoras habitaciones. Dispone de un garaje de 25 metros. Terraza Porche cerrada. Calefacción Gasoil. Ubicada en Torres de la Alameda, una localidad perteneciente a la Comunidad de Madrid, disfrutarás de todos los servicios esenciales a tu alcance: transporte público, bares, supermercados, entidades bancarias como Banco Santander y mucho más. ¡Una excelente oportunidad para vivir con tranquilidad sin renunciar a la comodidad de estar bien conectado! Si estas interesado en conocer mas detalles de esta propiedad o concertar una visita, no dudes en contactar. Estaremos encantados de enseñarle el inmueble y/o resolver cualquier duda. EXCLUSIVAS ALCALA, con una dilatada experiencia de más de 30 años le acompañara en todo el proceso de la Compraventa disponemos de departamento Jurídico y Financiero. Somos API (Agentes de la Propiedad Inmobiliaria). Este anuncio no es vinculante y puede contener errores. Se muestra a titulo informativo y no es contractual. En los precios de venta no están incluidos impuestos legales ni gastos de escrituración.",False,good,False,,1542.0,False,False,False,False,[],False,False,185000.0,€,,,,True,True,chalet,Torres de la Alameda,Chalet adosado,EX04200,,terracedHouse
108656965,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/58/34/7a/1351296551.webp,5,3,169500.0,flat,sale,63.0,True,2,1,calle Orio,Madrid,Madrid,Villaverde,es,40.352648,-3.6968696,False,https://www.idealista.com/inmueble/108656965/,"ATENCIÓN! Venta piso ideal para inversores, SI buscas rentabilidad este inmueble es 1º opción. Distribución ideal para posibilidad de 4 habitaciones.  La vivienda cuanta actualmente con 2 dormitorios, salón, baño, cocina con tendedero y terraza. Amplia, luminosa y bien ubicado zona Los Ángeles con todos los servicios a su alcance.  ¿ Por que vivir o invertir en Villaverde? Hay muchas razones para vivir en Madrid – Villaverde ya sea por tu trabajo, estudios, un negocio, o simplemente llevas toda tu vida en la ciudad. Sin embargo, permanecer en la zona central, donde todo es más concurrido y las condiciones de vida son más caras, hace que empieces a pensar en mudarte a una zona más tranquila y económica como  VILLAVERDE.  Donde te permitirá estar cerca del centro, pero lo suficientemente alejado como para disfrutar de un ambiente tranquilo y sin tanto tráfico. Villaverde es uno de los distritos periféricos que ha experimentado un gran auge durante los últimos años, actualmente reúne todas las condiciones para que sea una excelente opción si estás buscando el sitio perfecto donde comprar para residir o invertir en una casa. Nota: Hay que actualizar baño y cocina. Añadimos infografías que corresponden a una posible reforma con diseño de interiorismo no incluidos en el precio. Consulte proyecto de rehabilitación al asesor inmobiliario.",False,good,False,False,2690.0,True,False,False,False,[],False,False,169500.0,€,,,,,,flat,"Los Ángeles, Madrid",Piso en calle Orio,ESCO,Los Ángeles,
