propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,externalReference,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
108438437,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/42/fe/e0/1344879585.webp,41,3,875000.0,flat,sale,71.0,False,2,2,calle de Juan Bravo,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4339054,-3.672589,False,https://www.idealista.com/inmueble/108438437/,"Piso en Venta – 2 Habitaciones | 2 Baños | Recién Reformado | Amueblado | Techos Altos ¡Bienvenido a tu nuevo hogar! Se vende espectacular piso recién reformado a estrenar, ubicado en una finca con encanto. Esta vivienda combina diseño contemporáneo con elementos arquitectónicos clásicos como sus techos altos de más de 3 metros, que ofrecen una gran amplitud y luminosidad en cada estancia. ✨ Características principales; Habitaciones: 2 dormitorios, espaciosos y muy luminosos Baños: 2 baños completos, uno de ellos en suite, ambos con plato de ducha y acabados de primera calidad Reforma integral: instalaciones eléctricas y de fontanería completamente renovadas, suelos nuevos, ventanas de alta eficiencia térmica y acústica, iluminación LED, pintura lisa Amueblado y decorado con estilo moderno, listo para entrar a vivir Cocina de diseño abierta al salón, totalmente equipada con electrodomésticos nuevos Techos altos (más de 3 metros) que realzan el carácter único de la vivienda Gran comedor con luz � Ubicación; Situado en una zona tranquila y bien comunicada, con acceso inmediato a todos los servicios: supermercados, colegios, transporte público, zonas verdes y una excelente oferta gastronómica y cultural. Ideal tanto para familias, parejas, como para inversores que buscan una propiedad lista para alquilar con alta rentabilidad. � Vivienda lista para entrar a vivir, sin necesidad de hacer ningún tipo de obra. � Para más información o para concertar una visita, no dudes en contactarnos. Esta oportunidad no durará mucho. Tu hogar de ensueño en las mejores ubicaciones. En nuestra inmobiliaria boutique, seleccionamos residencias únicas para clientes únicos como tú.",False,good,False,True,12324.0,False,False,False,False,[],False,False,875000.0,€,flat,"Lista, Madrid",Piso en calle de Juan Bravo,,,,2472,,,,
107163365,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6e/7a/8d/1304880822.webp,28,,1250000.0,chalet,sale,500.0,,5,3,"Las lomas, 31",Madrid,Boadilla del Monte,Las Lomas,es,,40.4323409,-3.9012168,True,https://www.idealista.com/inmueble/107163365/,"Chalet independiente que combina el encanto de la arquitectura tradicional con la comodidad moderna. Construido en piedra maciza, cada rincón de esta propiedad refleja la maestría artesanal en sus suelos, puertas, vigas y azulejos. Al entrar, te recibe un elegante hall que da paso a un amplio salón comedor con chimenea, ideal para reuniones familiares. La cocina-office y el comedor de diario ofrecen un espacio funcional y acogedor para el día a día. La distribución del chalet es perfecta para quienes buscan privacidad y confort. En la entreplanta, un dormitorio con baño completo ofrece un refugio tranquilo. La planta primera alberga una gran suite con baño-vestidor, chimenea y acceso a una terraza privada, además de otro dormitorio con baño y un salón estudio. El semisótano es un paraíso para el entretenimiento, con un gran salón bodega, sala de juegos-billar y más. El exterior no se queda atrás: una parcela ajardinada de 2.400 m² con árboles majestuosos, un pequeño estanque y pérgolas que pueden funcionar como garajes o cenadores. La piscina es el toque final para disfrutar del verano. Con 500 m² construidos, 5 dormitorios, 3 baños y todas las comodidades que puedas imaginar, este chalet es una joya única en el mercado. ¡No pierdas la oportunidad de hacerlo tuyo!",False,good,False,,2500.0,False,False,False,False,[],False,False,1250000.0,€,chalet,"Las Lomas, Boadilla del Monte","Casa independiente en Las lomas, 31",True,True,independantHouse,363-B,,,,
108120261,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1e/e5/3b/1347726126.webp,15,bj,123500.0,studio,sale,27.0,False,0,1,avenida de Algorta s/n,Madrid,San Fernando de Henares,Parque Roma - Coronas,es,,40.4181258,-3.5251662,True,https://www.idealista.com/inmueble/108120261/,"SAN FERNANDO DE HENARES-AVDA DE ALGORTA-ACOGEDOR ESTUDIO CON PATIO PRIVADO EXTERIOR MUY LUMINOSO CARACTERÍSTICAS: PERFECTO ESTADO DE CONSERVACIÓN Estudio 26m2 coqueto salón comedor con acceso a agradable patio privado EXTERIOR MUY LUMINOSO, cocina amueblada y totalmente equipada con electrodomésticos. Amplio baño completo con bañera, 1 armario empotrado. Año de construcción 1994. El edificio dispone de ascensor. Acceso para minusválidos. CALIDADES: suelos/tarima, ventanas/aluminio, puertas interiores de madera puerta entrada/ blindada, Pintura/gotelet, armario/empotrado, calefacción individual por Gas Natural. Fachada/ladrillo visto. ZONA: Ubicado en una zona con todo tipo de comercios y servicios a mano. Magnífica comunicación. Junto a varias líneas de autobúsy 822) Próximo a grandes vías de comunicación (M-45, M-40, M-21, A-2). COMERCIALIZA: 'Reylank Propiedades' es una empresa que desde su fundación hace más de 25 años está dedicada a la prestación de servicios de consultoría y mediación dentro del sector inmobiliario y financiero.",False,good,False,True,4574.0,False,False,False,False,[],False,False,123500.0,€,flat,"Parque Roma - Coronas, San Fernando de Henares",Estudio en avenida de Algorta s/n,,,studio,PIS_3815,,,,
108554241,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9c/54/5d/1348299064.webp,47,4,299000.0,flat,sale,95.0,True,2,2,"calle Dodge, 1",Madrid,Madrid,Usera,es,Orcasitas,40.3661247,-3.709592,True,https://www.idealista.com/inmueble/108554241/,"Agencia Negociadora del Alquiler vende magnífica vivienda de 95 m2 (66 m2 útiles) en urbanización privada con portero físico, zonas de jardines, piscina y zona infantil con columpios.  Consta de 2 dormitorios, 2 cuartos de baño (uno en suite), salón comedor, cocina equipada con electrodomésticos y tendedero.  Puerta blindada, suelos de parquet, ventanas de PVC tipo climalit, aire acondicionado, calefacción individual por caldera de gas natural y armarios. Amueblada. Plaza de garaje incluida en el precio. Muy próximo a supermercados, comercios, colegios y farmacias; muy bien comunicado, paradas de autobuses en la misma puerta, a 5 minutos de la estación de cercanías de orcasitas. Importante: El precio de compra de la vivienda no incluye el gasto del Impuesto de Transmisiones Patrimoniales (6%), honorarios de agencia (3% + IVA), ni gastos de notario y registro.",False,good,False,True,3147.0,False,False,False,False,[],False,False,299000.0,€,flat,"Orcasitas, Madrid","Piso en calle Dodge, 1",True,True,,,,,,
108872703,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2f/a1/f8/1357586045.webp,25,,450000.0,chalet,sale,228.0,,3,3,calle Francisco de Goya,Madrid,San Lorenzo de El Escorial,La Pizarra,es,,40.6121252,-4.1212266,False,https://www.idealista.com/inmueble/108872703/,"OFRECEMOS EN VENTA magnifica casa ubicada en la Urbanizacion Felipe II, 228m2 construidos, divididos en 4 plantas; planta de acceso desde la calle: porche, holl, aseo, gran cocina con mucha luz, salon de 30m2 con salida a una terraza, desde la que se accede al jardin, que comunica con los jardines y piscina comunitaria. La planta primera consta de dormitorio principal con salida a una terraza con excelentes vistas, orientación este y baño en suite; otros dos dormitorios con armarios empotrados y baño común; 3º planta con buhardilla diafana y 2 ventanas; en la planta sotano encontramos el garaje para dos coches y dos grandes armarios para almacenar. La casa tiene un estupendo jardin de esquina en perfecto estado. La urbanización ademas, de las piscinas, tiene restaurantes, parque infantil, comercios, pista de futbol y estupendos jardines. Autobueses interurbanos y parada de bus a moncloa continuamente. Una gran oportunidad para vivir al lado del monte abantos.",False,good,False,,1974.0,False,False,False,False,[],False,False,450000.0,€,chalet,"La Pizarra, San Lorenzo de El Escorial",Chalet pareado en calle Francisco de Goya,True,True,semidetachedHouse,,,,,
108578315,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e7/3d/e6/1348975881.webp,18,1,147000.0,flat,sale,50.0,True,2,1,calle del Doctor Bellido,Madrid,Madrid,Puente de Vallecas,es,San Diego,40.3863281,-3.6686259,False,https://www.idealista.com/inmueble/108578315/,"¡OLVÍDATE DEL ALQUILER! FINANCIACIÓN HASTA EL 100% ¡SIN COMISIONES! - ¡SIN ENTRADA! - ¡SIN AVALES! Solo con tus ingresos y los gastos de escrituración. BEST HOUSE MSI te presenta este piso en una zona demandada y con proximidad a todos los servicios necesarios. La vivienda cuenta con 2 dormitorios, baño, salón y cocina independiente. PRIMER PISO. En período de puja hasta el 11/07/2025. Infórmate sin compromiso. ¡Te acompañaremos a lo largo de todo el proceso! Profesionalidad y seguridad garantizadas como AGENTES COLEGIADOS DE LA PROPIEDAD INMOBILIARIA.",True,good,False,False,2940.0,True,False,False,False,[],False,False,147000.0,€,flat,"San Diego, Madrid",Piso en calle del Doctor Bellido,,,,753185BHS,,,,
103827083,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5d/e2/1e/1230359268.webp,71,,1370000.0,chalet,sale,650.0,,5,7,calle de la Cuesta de la Mina,Madrid,Galapagar,La Navata,es,,40.5897383,-3.989514,False,https://www.idealista.com/inmueble/103827083/,"Casa Independiente Estilo Mid Century en Venta - A 20 Minutos de Madrid Descubre esta impresionante villa independiente de estilo ""Mid Century"", ubicada a solo 20 minutos de Madrid. Con más de 650 m² construidos en dos plantas, esta propiedad ha sido recién reformada con calidades de lujo y un diseño excepcional. Disfruta de vistas despejadas desde su amplio jardín de 3.000 m², donde encontrarás una magnífica piscina, ideal para relajarte y disfrutar del sol. La vivienda principal, distribuida en una única planta de más de 360 m², cuenta con un gran recibo que conecta un elegante salón, un acogedor comedor, una biblioteca y un despacho. La terraza de más de 80 m², equipada con barbacoa, es perfecta para tus reuniones al aire libre. Además, la entrada independiente está adaptada para personas con movilidad reducida, asegurando comodidad para todos. La cocina de 35 m² está equipada con electrodomésticos de alta gama, mientras que los cuatro dormitorios dobles en suite ofrecen cuartos de baño de diseño y alta calidad. En la planta baja, se encuentra un estudio independiente tipo loft y una zona de eventos que incluye un salón tipo bar con chimenea y equipamiento completo.  El jardín consolidado, con árboles de más de 50 años, cuenta con dos pozos de agua para su mantenimiento. La propiedad está totalmente vallada y ofrece la posibilidad de segregar el jardín en tres parcelas para construir dos casas más. Además, se ofrece la opción de alquiler y/o alquiler con opción a compra. No pierdas la oportunidad de vivir en esta espectacular villa que combina lujo, confort y una ubicación inmejorable. ¡Contáctanos para más información y para agendar tu visita!",True,good,False,,2108.0,True,False,False,False,[],False,False,1370000.0,€,chalet,"La Navata, Galapagar",Casa independiente en calle de la Cuesta de la Mina,True,True,independantHouse,vm,,,,
108803441,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bf/74/9c/1355607899.webp,14,,2099000.0,flat,sale,162.0,True,3,3,calle del Conde de Peñalver,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4267969,-3.6747004,False,https://www.idealista.com/inmueble/108803441/,"Homely One pone a la  Venta Vivienda en Finca Clásica en una 4º planta exterior con Balcón! Rodeado de arquitectura Señorial, Exclusivas boutiques y restaurantes Gourmet, este distrito representa lo mejor del Lujo urbano.    Su ubicación Estratégica, con acceso a las Principales arterias de la ciudad, lo convierte en el lugar Ideal tanto para vivir como para Invertir.   Luz Natural y Estilo Atemporal  Ubicado en una Luminosa 4º planta exterior el piso cuenta con balcón a la calle, perfecto para disfrutar de las Vistas Despejadas y la Vitalidad del entorno.  El salón-comedor, decorado en tonos Cálidos y Atemporales, está bañado por la Luz Natural, creando un ambiente Acogedor y Sofisticado.  Cocina con Electrodomésticos de Alta gama   La cocina se integra de manera Fluida con el salón, formando un espacio Único y Moderno pensado para compartir momentos únicos con Familiares y amigos. Con acabados en carpintería oscura, grifería en color dorado y una Elegante isla central, este espacio no solo es Funcional, sino también un punto de Encuentro.  Se entrega completamente Equipada con electrodomésticos de Alta Gama —incluyendo frigorífico, horno y microondas entre otros— con Garantía del proveedor.  Master Suite con muy buen espacio La zona de noche cuenta con 3 Amplias Habitaciones. Dormitorio Principal con baño en Suite, Con Mamparas Instaladas, máximo confort y estilo. Cada dormitorio incluye Armarios empotrados y Vestidos hechos a Medida, de suelo a techo, Maximizando el Confort y el Almacenamiento.   Baños de Alta Gama para una Experiencia de Lujo  Cada baño ha sido diseñado con materiales de la más Alta Calidad: Mamparas de cristal, espejos Retroiluminados y grifería en acabado dorado, elevando la Estética del espacio y ofreciendo una Experiencia de Lujo.   Zona de lavandería independiente de resto de estancias. Toda la Iluminación de la Vivienda con Luces LED de bajo consumo que garantiza un importante ahorro energético.  Ventanas con Rotura de Puente Térmico que garantiza un óptimo aislamiento acústico y de temperatura. Vivienda Premium Completamente Amueblada  La vivienda se sitúa en una Amplia Finca que dispone de Ascensor y Portero físico, garantizando Comodidad y Seguridad.  El piso se entrega totalmente Amueblado con mobiliario de Diseño, listo para entrar a vivir.  Esta es una Oportunidad Irrepetible para quienes buscan una propiedad que combine Ubicación, Diseño y Valor.   Agenda tu visita y descubre por qué este piso es el hogar perfecto y una excelente inversión.",False,good,False,True,12957.0,True,False,False,False,[],False,False,2099000.0,€,flat,"Goya, Madrid",Piso en calle del Conde de Peñalver,,,,5250,,,,
107858732,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1a/d4/f0/1326428075.webp,37,6,3100000.0,penthouse,sale,305.0,True,4,5,calle de Don Pedro,Madrid,Madrid,Centro,es,Palacio,40.4109984,-3.7137345,False,https://www.idealista.com/inmueble/107858732/,"VENTA DIRECTA DE PROPIEDAD. Ático-loft exclusivo y de diseño, una verdadera joya arquitectónica firmada por arquitectos. Ubicado en un edificio histórico en pleno centro de Madrid, en el vibrante barrio de La Latina. A estrenar. Este ático ocupa toda la última planta y se baña de luz natural gracias a su orientación sur y sus amplios ventanales que se abren a dos terrazas con vistas espectaculares a las cúpulas de Madrid. El resultado es una obra de arte habitable, donde los espacios estéticos, funcionales y armónicos se combinan en perfecta sintonía. Cada detalle ha sido cuidadosamente diseñado a medida: cocina con isla, biblioteca integrada, armarios empotrados, muebles de baños, amplia bañera de obra, duchas italianas, jardineras y banco exterior. Suelo de madera natural. Se ha dedicado especial atención a un sistema de iluminación cálido y de bajo consumo, que resalta cada rincón de la vivienda. Distribución: gran salón open-space con cocina abierta y comedor, 4 dormitorios, 5 baños, invernadero, bodega, lavandería, 2 terrazas exteriores y 1 terraza interior Además, este piso tiene una historia única: aquí vivió Jaime Salinas, célebre editor e hijo del poeta español Pedro Salinas, antiguo propietario del edificio. Una propiedad única para los amantes del diseño y la historia en pleno corazón de Madrid. Planta 6, exterior, ascensor, aire acondicionado, calefacción individual por gas.",False,good,False,True,10164.0,True,False,False,False,[],False,False,3100000.0,€,flat,"Palacio, Madrid",Ático en calle de Don Pedro,,,penthouse,,,,,
107944543,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/52/75/8c/1329717462.webp,59,,1950000.0,chalet,sale,1106.0,,6,7,Villafranca del Castillo,Madrid,Villanueva de la Cañada,Villafranca del Castillo,es,,40.4805371,-3.9406454,False,https://www.idealista.com/inmueble/107944543/,"¿Buscas una casa realmente especial? Este chalet independiente en la prestigiosa urbanización Villafranca del Castillo es mucho más que una vivienda: es un concepto de estilo de vida. Con 1.100 m² construidos distribuidos en tres plantas sobre una parcela de 1.800 m², esta casa lo tiene absolutamente todo. Espacio, tecnología, confort y zonas de ocio pensadas para disfrutar al máximo del día a día. La vivienda dispone de 6 dormitorios, 6 cuartos de baño completos y 1 aseo de cortesía, distribuidos de manera funcional para ofrecer comodidad e independencia a toda la familia. En la entrada de la propiedad encontrarás una garita de seguridad privada, un plus de tranquilidad y exclusividad para quienes valoran la privacidad. En cuanto a tecnología y eficiencia, la casa está equipada con sistema domótico, hilo musical, geotermia, aerotermia, suelo radiante y aire acondicionado en toda la vivienda. ¿Te gusta cuidarte y relajarte? Aquí lo tienes todo: Una zona de spa privada con pileta de agua fría, pileta de agua caliente, sauna y baño turco. Una espectacular piscina exterior con hidromasaje y que además cuenta con sistema de nado contracorriente, ideal para entrenar sin moverte del sitio, como si nadaras en río abierto… pero en tu propio jardín. Y un impresionante gimnasio de 200 m². Además, existe la posibilidad de adquirir la parcela colindante de 1.550 m², ideal si buscas más jardín, una segunda vivienda o simplemente un extra de privacidad. (consultar) Villafranca del Castillo es una de las urbanizaciones más exclusivas de la Comunidad de Madrid, con vigilancia 24h, amplias zonas verdes, colegios internacionales, universidad, servicios y excelente conexión con Madrid. Una casa única, pensada para quienes no se conforman con lo convencional. Llámanos y ven a conocerla. Esta propiedad no deja indiferente.",True,good,False,,1763.0,True,False,False,False,[],False,False,1950000.0,€,chalet,"Villafranca del Castillo, Villanueva de la Cañada",Casa independiente,True,True,independantHouse,REAL-0120,,,,
108708425,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c1/b4/8a/1352773873.webp,28,3,800000.0,flat,sale,77.0,True,2,1,calle de Gómez de Mora,Madrid,Madrid,Centro,es,Palacio,40.4156827,-3.7091177,False,https://www.idealista.com/inmueble/108708425/,"Estupenda vivienda, muy luminosa, en el Madrid más tradicional, con tres balcones a la tranquila plaza del Conde de Barajas, en La Latina, junto a la Cava Baja, y a menos de cinco minutos del mercado de San Miguel. Muy cerca de Sol y de la plaza Mayor. Salón de muy buen tamaño con un precioso balcón. Cocina independiente con otro balcón al patio del edificio. Los dos dormitorios son dobles, de tamaño muy similar, y cuentan cada uno con un enorme armario empotrado y balcón al exterior. Ideal para vivir o como inversión. Por favor, interesados no olviden dejar número de teléfono para poder contactar. Gracias.",True,good,False,False,10390.0,False,False,False,False,[],False,False,800000.0,€,flat,"Palacio, Madrid",Piso en calle de Gómez de Mora,,,,121-00530,,,,
106997415,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3e/43/fb/1308568341.webp,13,3,5300000.0,flat,sale,302.0,True,3,3,calle de Alcalá,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4214558,-3.6861101,False,https://www.idealista.com/inmueble/106997415/,"Álvora Capital Properties presenta, esta exclusiva propiedad con una ubicación privilegiada con vistas directas al Parque del Retiro, uno de los lugares más simbólicos de la capital española.  En una de finca clásicas, que data de 1910 con bonita fachada de piedra con balcones, miradores y ornamentos de la época. La vivienda muestra la arquitectura característica de principios del siglo, conserva los detalles ornamentales originales en perfecto estado, sus 3 balcones franceses orientados, sus 5 balcones a patios interiores y 2 balcones a un gran patio de manzana. Destaca su luminosidad, sus amplias habitaciones con techos altos de más de 3,1 metros y sus imponentes vistas al Parque.  La propiedad tiene una superficie de 302m² construidos con una exquisita rehabilitación, en la que se han empleado altas calidades. Su distribución: entrando en la vivienda accedemos al hall de entrada donde ya, se percibe la singularidad del inmueble que vamos a disfrutar. La zona de recibo consta de salón con dos balcones y un mirador con maravillosas vistas del Parque del Retiro, comedor independiente y cocina en isla con lavadero. Aseo de cortesía. La zona de día la componen tres amplios dormitorios en suite.  Además de Calefacción central, portero físico y cuarto trastero.",False,good,False,True,17550.0,False,False,False,False,[],False,False,5300000.0,€,flat,"Recoletos, Madrid",Piso en calle de Alcalá,,,,78034,,,,
108820014,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/69/c4/6d/1356079897.webp,22,bj,370000.0,flat,sale,80.0,True,3,2,plaza de la Mosquilona s/n,Madrid,Colmenar Viejo,Centro,es,,40.6635922,-3.7691839,True,https://www.idealista.com/inmueble/108820014/,"PROMOCION Y GESTION INMOBILIARIA HOYO DE MANZANARES vende este espectacular piso de obra nueva. Con una superficie de 80 m², este bajo exterior orientado al sur te ofrece un ambiente luminoso y acogedor. Disfruta de la comodidad de contar con 3 habitaciones equipadas con armarios empotrados forrados y cajoneras, perfectas para mantener todo en orden. Además, cuenta con 2 baños completos, uno de ellos en suite, que garantizan privacidad y confort. El salón, integrado con una moderna cocina americana amueblada y equipada con electrodomésticos, es ideal para disfrutar de momentos en familia o con amigos. La propiedad también incluye un trastero amplio y una plaza de garaje individualizada, lo que añade un gran valor a tu nueva vivienda.  La zona exterior es perfecta para relajarse, y el patio cuenta con una zona cubierta acristalada que se puede utilizar como cuarto de lavado. La calefacción mediante aerotermia asegura un ambiente cálido y eficiente durante todo el año.  Ubicado en una zona céntrica, tendrás acceso a todos los servicios que necesitas: supermercados, tiendas y paradas de autobús a pocos pasos. No dejes pasar la oportunidad de vivir en un lugar que combina modernidad, comodidad y una ubicación inmejorable. ¡Ven a visitarlo y enamórate de tu nuevo hogar!",False,good,False,True,4625.0,False,False,False,False,[],False,False,370000.0,€,flat,"Centro, Colmenar Viejo",Piso en plaza de la Mosquilona s/n,True,True,,,,,,
107804164,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/51/10/78/1324247553.webp,24,6,499000.0,flat,sale,45.0,True,1,1,Barrio Castellana,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.4364995,-3.6831373,False,https://www.idealista.com/inmueble/107804164/,"CASTELLANA, 6 PLANTA EXTERIOR 1 HABITACION A ESTRENAR, PERFECTO COMO INVERSIÓN, ENTRE PRINCIPE DE VERGARA Y VELAZQUEZ. EN FRENTE DEL INSTITUTO DE EMPRESA DE MARIA DE MOLINA SIN COMISION DE AGENCIA HOOME SOLUCIONES INMOBILIARIAS TE OFRECE la posibilidad de vivir o invertir en una de las zonas más demandadas y exclusivas de Madrid, CASTELLANA, EN EL BARRIO DE SALAMANCA, entre algunas de las más importantes vías de la Capital (Serrano, Maria de Molina, Francisco Silvela). Se trata de una 6ª planta exterior muy luminoso. Además la vivienda cuenta con todos los elementos de confort, climatización por conductos. Finca en muy buen estado, con la ITE favorable. Semiamueblada a estrenar. Dispone de una distribución muy funcional, que nos ofrece un hall de entrada, un salón con la cocina integrada, 1 dormitorios independiente y un baño. En cuanto a las comunicaciones, – Metro a 5 minutos, en el intercambiador de Avenida de America. – Si prefieres moverte en autobús, puedes llegar directo tanto al centro de Madrid. Si nos movemos en coche, accedemos a la M-30 en 5. Las fotografías son meramente orientativas, reservándose la Promotora la facultad de introducir aquellas modificaciones que, por razones técnicas o jurídicas, sean necesarias o convenientes para la correcta finalización de la reforma o que sean ordenadas por los organismos competentes. No dude en contactar con nuestros asesores y planificar su visita a su futuro hogar. El piso que se vende, las fotografias corresponden a otros piso ya vendido para que se puedan ver los acabados. Consúltenos mediante vía telefónica correo a o a través de nuestro formulario de contacto en hoome. com. es.",True,good,False,True,11089.0,True,False,False,False,[],False,False,499000.0,€,flat,"Castellana, Madrid",Piso,,,,2128,539000.0,40000.0,7.0,
108382286,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/21/09/5f/1342726401.webp,32,bj,350000.0,flat,sale,126.0,True,2,2,plaza Tejar,Madrid,San Sebastián de los Reyes,Centro Urbano,es,,40.5490943,-3.6244129,False,https://www.idealista.com/inmueble/108382286/,"Vivienda muy luminosa de 108 m² útiles más una terraza enorme de 35 m², 2 habitaciones, 2 baños completos, plaza de garaje, cocina amueblada y con electrodomésticos nuevos. Climatización de aire acondicionado y bomba de calor. Ventanas blancas de PVC con rotura de puente térmico. SIN HONORARIOS DE AGENCIA INMOBILIARIA Yo no soy como las demás. Soy un hogar al que han preparado con mucho mimo. Y te estoy esperando. Tengo rincones llenos de calma, una luz que entra y se queda, y una zona de día que invita a estar. El salón es acogedor y ha sido pensado para compartir. El comedor, amplio y conectado con la cocina, será testigo de cenas entre amigos, sobremesas largas y celebraciones improvisadas. También tengo una terraza espaciosa y privada, perfecta para un café al sol o una barbacoa en verano. Aquí caben las risas. Y los planes. La cocina es práctica, luminosa y funcional. Lo justo para hacer fácil el día a día sin renunciar al estilo. Y cuando llega el momento de parar… tengo un dormitorio que abraza. Que relaja. Que invita al descanso y a soñar con todo lo que está por venir. Además, tengo otra habitación versátil, lista para convertirse en lo que necesitéis: un despacho, un cuarto para invitados o ese primer dormitorio infantil que ya empieza a tomar forma en vuestra mente.  Soy ese hogar donde vuestra historia puede empezar.",True,good,False,True,2778.0,True,False,False,False,[],False,False,350000.0,€,flat,"Centro Urbano, San Sebastián de los Reyes",Piso en plaza Tejar,True,True,,Vivienda,,,,
108775964,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/78/9b/db/1354785145.webp,54,4,398000.0,flat,sale,145.0,True,4,2,calle de Reinosa,Madrid,Fuenlabrada,La Serna,es,,40.2980297,-3.8070963,False,https://www.idealista.com/inmueble/108775964/,"BLACK HOUSE vende Espectacular piso de 4 dormitorios con gran salón y muchísima luz en La Serna – Calle Reinosa (Fuenlabrada) Descubre esta impresionante vivienda, ubicada en una de las zonas más tranquilas y demandadas de Fuenlabrada, La Serna, en la calle Reinosa. Un piso amplio, luminoso y con una distribución ideal para familias que buscan calidad de vida y comodidad. Zona perfectamente conectada, 15 min andando de Cercanías Renfe La Serna (línea C-5), con conexión directa a Madrid (Atocha en menos de 25 minutos). A 20 min a pie de MetroSur (línea 12) – Estación Parque Europa. Autobuses urbanos e interurbanos con paradas muy próximas (líneas 2, 3, 491, 492, 493). Acceso rápido en coche a M-50, A-42, R-5 y M-506. El entorno dispone de todos los servicios necesarios: supermercados (Carrefour, Dia), centros educativos, centro de salud, farmacias, parques (Parque de la Paz y Bosque Sur), zonas deportivas y centros culturales. Un barrio consolidado, tranquilo y con todo a mano. Esta propiedad destaca por su gran amplitud, su cuidada distribución y su increíble luminosidad. Al entrar en la vivienda, te recibe una entrada amplia y elegante, que actúa como distribuidor central. Un espacio acogedor y con presencia, perfecto para colocar un aparador, espejo o zona de almacenaje. Desde aquí se accede de forma independiente a la cocina, a uno de los baños y al corazón del hogar el impresionante salón. La cocina es espaciosa y funcional, completamente equipada y con acceso a un tendedero acristalado, donde se encuentra la caldera (solo 3 años de antigüedad). La distribución permite trabajar cómodamente, con buena iluminación y espacio de almacenaje. El salón principal, de grandes dimensiones, ha sido pensado para crear tres ambientes diferenciados, una cómoda zona de sofás o relax para el día a día, un elegante espacio de comedor ideal para reuniones familiares, y una zona de barra o rincón social perfecta para recibir invitados o disfrutar de celebraciones Gracias a la integración de la terraza en el salón, el espacio se amplía aún más, y los grandes ventanales aportan luz natural constante y una agradable sensación de amplitud. La vivienda cuenta con cuatro dormitorios dobles, todos ellos amplios y luminosos. El dormitorio principal dispone de baño en suite y vestidor, mientras que los otros tres dormitorios ofrecen espacio más que suficiente y armarios empotrados modernos (carpintería blanca, muy reciente). La vivienda dispone de dos baños completos de gran tamaño, diseñados para ofrecer funcionalidad y confort. Uno está equipado con bañera y el otro con plato de ducha amplio. Uno de los baños se encuentra dentro del dormitorio principal tipo suite, aportando privacidad y comodidad. Su distribución y amplitud permiten un uso cómodo y organizado, ideal para el día a día de una familia Toda la vivienda está equipada con ventanas con rotura de puente térmico, totalmente abatibles, que junto con el sistema de doble ventana en dormitorios garantizan un perfecto aislamiento térmico y acústico. También cuenta con aire acondicionado en el salón y en dos de los dormitorios. La vivienda dispone de dos plazas de garaje opcionales, Plaza de garaje individual disponible por 8.000€ y Plaza de garaje doble por 15.000 €. DETALLES DESTACADOS Vistas completamente despejadas Orientación ideal con luz natural todo el día Salón multifuncional con 3 ambientes Ventanas de alta eficiencia y aislamiento Aire acondicionado en todas las estancias Armarios empotrados recientes Caldera con solo 3 años de uso Zona tranquila con excelentes conexiones Un hogar único, con personalidad y todas las comodidades que buscas. Ven a visitarlo y déjate enamorar por su amplitud y luminosidad. ¡Haz de esta vivienda tu próximo proyecto de vida! DISPONEMOS DE FINANCIACION HASTA EL 100% Consúltanos sin compromiso.",True,good,False,True,2745.0,False,False,False,False,[],False,False,398000.0,€,flat,"La Serna, Fuenlabrada",Piso en calle de Reinosa,,,,,,,,
