propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,district,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,neighborhood,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,parkingSpace.parkingSpacePrice
108750893,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1f/24/13/1354039853.webp,MA20919,1,,3500000.0,chalet,sale,770.0,,9,5,Barrio Conde Orgaz-Piovera,Madrid,Madrid,es,40.4558249,-3.6482693,False,https://www.idealista.com/inmueble/108750893/,"Colomba Boutique Inmobiliaria presenta en venta y en exclusiva este inmueble con varias posibilidades de reforma. El inmueble se encuentra, en el noreste de Madrid, el distrito de Hortaleza, barrio de La Piovera, dentro de la zona de Arturo Soria. La zona de Arturo Soria es conocida por su carácter residencial y su buena comunicación con el resto de la ciudad, con una amplia variedad de servicios y comercios que cubren necesidades cotidianas, gastronómicas y de ocio. Planeamiento aplicable: es zona residencial de viviendas unifamiliares en hilera, adosadas o pareadas. con el uso característico residencial y compatible con otros usos. NZ. 8.4. Con una parcela mínima de 150 m² para nuevas edificaciones, aunque se asumen como consolidadas las parcelas existentes que ya cuentan con edificación. Los residentes suelen tener un alto poder adquisitivo, con una renta media anual que figura entre las más elevadas de Madrid. Es una zona demandada por familias acomodadas, directivos, diplomáticos y profesionales internacionales. a exclusividad del entorno, la calidad de las viviendas y los servicios de la zona aseguran que el valor de los inmuebles se mantenga por encima de la media de Madrid, siendo una de las áreas residenciales más demandadas de la capital. Con un ambiente familiar y cosmopolita: La presencia de colegios internacionales y embajadas aporta diversidad cultural, aunque el ambiente sigue siendo mayoritariamente familiar y orientado a la vida tranquila. La zona es cómoda para desplazamientos en transporte público y ofrece conexiones rápidas con el resto de Madrid, con un transporte público muy bien cubierto por metro (línea 4) y varias líneas de autobús diurno y nocturno. Piovera y la zona de Arturo Soria destacan por su ambiente apacible, calles arboladas y predominio de viviendas unifamiliares, chalets y edificios modernos. Es un entorno muy valorado por familias y profesionales que buscan tranquilidad y calidad de vida cerca del centro de Madrid. Con una alta calidad de vida. El barrio cuenta con amplias zonas verdes, jardines privados y parques bien cuidados, como el Parque Juan Pablo II, lo que favorece un ambiente saludable y relajado.  Ubicación: Calle Parma 16 s P.",False,renew,False,,4545.0,False,False,False,False,[],False,False,3500000.0,€,chalet,"Conde Orgaz-Piovera, Madrid",Casa independiente,Hortaleza,independantHouse,,,,Conde Orgaz-Piovera,,,
108522426,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6e/9a/28/1347413122.webp,TNTCL-0023,2,1,123000.0,flat,sale,63.0,True,2,1,Chorrillo,Madrid,Alcalá de Henares,es,40.4896145,-3.3742322,False,https://www.idealista.com/inmueble/108522426/,"INMUEBLE SIN POSESION Y SIN ACCESO AL INTERIOR. INMUEBLE SIN POSESION Y SIN ACCESO AL INTERIOR. Las fotografías y las características del activo, pueden no ajustarse al estado actual. Ideal para Invertir. NO COBRAMOS HONORARIOS AL COMPRADOR. Dado que el inmueble no puede ser visitado impide que puedan realizarse la tasación oficial, por lo que mientras perdure la situación, no podrá ser hipotecado. En consecuencia, se recomienda que el interesado se asesore con un profesional antes de adoptar la decisión de compra. No se puede realizar visita al interior de la propiedad, sin embargo representa una excelente oportunidad de inversión, piso ubicado en el Alcalá de Henares, Madrid. No dejes pasar la oportunidad, para más información puedes contactarnos por teléfono, correo, mediante el portal inmobiliario y/o páginas web. Somos una empresa Inmobiliaria con posicionamiento en España y en el Mundo, estas cordialmente a conocer más de nosotros. Estamos en +84 países con +134.000 Agentes inmobiliarios. Es una propiedad de procedencia bancaria. Cualquier duda pueden consultar con nosotros, será un placer atenderles. El Propietario de la Vivienda Puede Realizar Ajustes de Precios sin previo aviso (pueden bajar o subir de acuerdo a condiciones del mercado). No dejes pasar la oportunidad, mañana puede ser tarde. ¡Te esperamos! Los datos indicados son de carácter informativo, sin valor contractual. Los impuestos no están incluidos...",False,renew,False,False,1952.0,False,False,False,False,[],False,False,123000.0,€,flat,"Chorrillo, Alcalá de Henares",Piso,Chorrillo,,,,,,,,
107702440,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b9/f9/b1/1340137278.webp,,25,3,252000.0,flat,sale,136.0,True,3,2,Centro,Madrid,Parla,es,40.2381405,-3.7668266,False,https://www.idealista.com/inmueble/107702440/,"PARLA Alquilada.  Contrato desde mayo 2023. Buenos pagadores (demostrable con certificado de pagos bancarios mensuales) En el centro de Parla, a 4 minutos andando de Renfe. Precioso piso de 3 dormitorios y 2 baños (uno en suite).  Urbanización privada con piscina y zonas comunes. Vistas desde el piso a plaza y a piscina, según dormitorio. Garaje y trastero dentro del precio Primeras calidades, climalit, madera de roble, perfecto estado. Rentabilidad entre el 4% y el 6%.",False,good,False,True,1853.0,False,False,False,False,[],False,False,252000.0,€,flat,"Centro, Parla",Piso,Centro,,,,,,True,True,
106722580,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/09/4f/2d/1292030192.webp,1352-AXA-8073960385SFH,12,5,129000.0,flat,sale,78.0,True,3,1,calle de la Presa,Madrid,San Fernando de Henares,es,40.4273742,-3.5304767,False,https://www.idealista.com/inmueble/106722580/,"Piso de 78m² construidos, 3 dormitorios, 1 baño, ocupado, exterior. ¡OPORTUNIDAD ÚNICA!  NOTA: Inmueble sin posesión. NO SE PUEDE VISITAR INTERIORMENTE. No dude en contactarnos para ampliar información.",False,renew,False,False,1654.0,False,False,False,False,[],False,False,129000.0,€,flat,"Montserrat - Parque Empresarial, San Fernando de Henares",Piso en calle de la Presa,Montserrat - Parque Empresarial,,,,,,,,
108605417,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5d/f5/84/1349770429.webp,60733570,4,1,195000.0,flat,sale,83.0,True,3,1,plaza Aldehuela,Madrid,Fuenlabrada,es,40.2756919,-3.7974388,False,https://www.idealista.com/inmueble/108605417/,"piso en venta ubicado en la localidad de Fuenlabrada. Con una superficie total de 83 metros cuadrados, esta propiedad cuenta con tres habitaciones y un baño. Este inmueble es exterior, l. La finca dispone además de ascensor, brindando comodidad adicional a los residentes. Situado en una zona donde se encuentran todos los servicios esenciales cercanos—como supermercados, transporte público y centros educativos excelente ubicación dentro del mercado inmobiliario local.",False,good,False,True,2349.0,False,False,False,False,[],False,False,195000.0,€,flat,"El Arroyo - La Fuente, Fuenlabrada",Piso en plaza Aldehuela,El Arroyo - La Fuente,,,,,,,,
108593059,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f9/74/ce/1349400080.webp,,16,,220000.0,chalet,sale,77.0,,3,1,calle Higueral,Madrid,El Álamo,es,40.2335314,-3.9940235,False,https://www.idealista.com/inmueble/108593059/,"**Casa Independiente en El Álamo: Tu Oasis cerca de Madrid** Descubre esta encantadora casa independiente en El Álamo, a solo unos kilómetros de Madrid. Con una superficie de 50m² en una sola planta, esta vivienda es perfecta para quienes buscan tranquilidad sin alejarse de la ciudad. Al entrar, te recibe un acogedor porche que da paso a un luminoso salón con chimenea, ideal para disfrutar de momentos cálidos en familia. La casa cuenta con dos dormitorios cómodos y un baño completo, además de una cocina funcional que invita a preparar deliciosas comidas. La parcela de más de 500m² es un verdadero paraíso. Aquí encontrarás árboles frutales y viñas que aportan un toque especial al jardín. Imagina relajarte en la terraza solárium de la planta alta o dar rienda suelta a tu creatividad construyendo una piscina o ampliando la vivienda, ya que la edificabilidad no está agotada. Además, hay espacio suficiente para un aparcamiento techado o cerrado. La ubicación es inmejorable: a solo 300 metros del transporte público y a 200 metros de escuelas infantiles, colegios, farmacias, supermercados y parques. Todo lo que necesitas al alcance de la mano. Esta casa es una oportunidad única para disfrutar de la vida en el campo sin renunciar a las comodidades urbanas. ¡No esperes más y ven a visitarla!",False,good,False,,2857.0,False,False,False,False,[],False,False,220000.0,€,chalet,El Álamo,Casa independiente en calle Higueral,,independantHouse,,,,,True,True,
108876742,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3e/8f/68/1357676484.webp,,9,4,390000.0,flat,sale,90.0,True,3,2,calle de Calderón de la Barca,Madrid,Alcobendas,es,40.5477479,-3.6520652,False,https://www.idealista.com/inmueble/108876742/,"Piso totalmente exterior de tres dormitorios, 2 baños completos con plato de ducha. La cocina totalmente equipada con todos los electrodomésticos se encuentra abierta a la zona del salón-comedor para así dar mayor amplitud a la vivienda. También encontraremos armarios empotrados en todas las estancias. Sabemos lo difícil y costoso que es encontrar un piso recién reformado y que se adapte totalmente a las necesidades que usted necesita, por eso nosotros te ayudamos a encontrar lo que estas buscando! Te lo ponemos fácil! ¿Quieres un piso por la zona de Alcobendas como el proyecto que te estamos mostrando? No lo pienses mas y contacta con nuestro equipo de profesionales, ellos te ayudaran en nuestro paso a paso para encontrar lo mejor y hacer realidad tus sueños. La cocina que siempre has soñado, el baño que tu elijas, los suelos que mas se adapten a tu diseño.. . Te ofrecemos un amplio abanico de posibilidades y flexibilidad a la hora de la elección de materiales. ¡CONTACTANOS AHORA! Ponte en contacto con nuestros comerciales y personal cualificado como director de obra, arquitectos.. . Te asesoraremos sin ningún compromiso para que su vivienda sea única.",False,good,False,True,4333.0,False,False,False,False,[],False,False,390000.0,€,flat,"Ensanche, Alcobendas",Piso en calle de Calderón de la Barca,Ensanche,,,,,,,,
108694853,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/59/4f/b9/1352377390.webp,,1,4,164990.0,flat,sale,62.0,True,2,1,Villayuventus-Renfe,Madrid,Parla,es,40.2417659,-3.7643309,False,https://www.idealista.com/inmueble/108694853/,"¡INMOBILIARIA CONFORT OFRECE - PISO EN VENTA LUMINOSO, AMUEBLADO Y LISTO PARA ENTRAR A VIVIR! ¿Buscas comodidad, buena ubicación y una vivienda lista para disfrutar desde el primer día? ¡Este piso lo tiene todo!  Ubicado en una tranquila zona residencial de Villayuventus, este piso en 4ª planta de 62 m² es ideal tanto para familias como para quienes quieren independizarse.  Distribución y equipamiento: 2 habitaciones. Salón muy amplio y luminoso. Cocina completamente equipada.  Ubicación ideal: Zona muy tranquila y perfectamente comunicada. A solo 3 minutos andando de la estación de Cercanías Renfe. Cerca de colegios, comercios y todos los servicios esenciales.  No dejes pasar esta oportunidad de vivir en un entorno cómodo, bien comunicado y con todas las facilidades al alcance. ¡Ven a visitarlo y enamórate de tu próximo hogar!",False,good,False,True,2661.0,False,False,False,False,[],False,False,164990.0,€,flat,"Villayuventus-Renfe, Parla",Piso,Villayuventus-Renfe,,172990.0,8000.0,5.0,,,,
108361249,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1f/a7/a6/1341809916.webp,ref:centro 7,4,1,167500.0,flat,sale,55.0,True,2,1,calle de la Fuente,Madrid,Leganés,es,40.3298791,-3.7650254,False,https://www.idealista.com/inmueble/108361249/,"¡OPORTUNIDAD! NUEVOLEGANES VENDE EN EXCLUSIVA Ponemos a la venta un amplio piso para reformar de 55 m2 en una primera planta y última sin ascensor. La vivienda consta de 2 habitaciones amplias, un baño completo con ducha, cocina, salón uy terraza con mucha luz. Situado en una zona tranquila y con comercios locales alrededor. Esta vivienda está para reformar. HAGAN OFERTAS Y NOSOTROS LAS ESTUDIAMOS TODAS. Benefíciese de nuestro método de trabajo. Gestionamos la venta de su vivienda, encadenamos todos los plazos, contratos, documentación para escritura pública. Consúltenos sin compromiso. POSIBILIDAD DE HIPOTECAS 100% ESTUDIO DE FINANCIACIÓN GRATUITO.",False,good,False,False,3045.0,False,False,False,False,[],False,False,167500.0,€,flat,"Casco Antiguo, Leganés",Piso en calle de la Fuente,Centro,,,,,Casco Antiguo,,,
108896495,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fc/ed/4a/1358246036.webp,DJ1245S,6,4,179990.0,flat,sale,113.0,True,3,1,Barrio Los Rosales,Madrid,Madrid,es,40.3609756,-3.6845695,False,https://www.idealista.com/inmueble/108896495/,"Se vende piso a reformar parcialmente en Madrid, ideal para INVERSORES ya que se trata de un activo bancario. ""OJO"" Condiciones especiales de compra leer bien. En este tipo de adquisiciones se requieren una serie de requisitos detallados a continuación. 1. No permite hipoteca sobre el inmueble, los bancos no financian estas operaciones. 2. En caso de interés por la propiedad, se le pedirán una serie de datos y se le pasará la información necesaria, de acuerdo a la protección de datos y su tratamiento. 3. Se aportaran fotos del interior de la propiedad una vez registrado el cliente, si las hubiese. 4. No se escucharan ofertas por debajo del precio indecado. 5. Siempre se visitara interiormente la propiedad por parte del cliente, SIEMPRE. El precio de venta está sujeto a la aprobación definitiva por parte de la entidad. Contáctenos para más información. DJ PARTNERS.",False,good,False,False,1593.0,False,False,False,False,[],False,False,179990.0,€,flat,"Los Rosales, Madrid",Piso,Villaverde,,,,,Los Rosales,,,
107734229,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e6/a5/cb/1321249182.webp,,4,,172900.0,chalet,sale,124.0,,3,2,calle de la Cadena,Madrid,Colmenar Viejo,es,40.6589984,-3.7661528,False,https://www.idealista.com/inmueble/107734229/,"NO SE PUEDE VISITAR ¡Fantástica INVERSIÓN! Se vende la NUDA PROPIEDAD de este fantástico adosado en Calle Cadena, Colmenar Viejo, Madrid. La actual usufructuaria, conservará el derecho de uso y disfrute de la propiedad por un periodo de 6 años, una vez transcurrido ese periodo, deberá abandonar el inmueble. La propiedad tiene un valor de mercado de 235.000€ y se aplica un 25% de descuento sobre ese valor. ¿Esto qué implica? GASTOS DE FORMALIZACIÓN: Abonados en su totalidad por el comprador. Los gastos generados en la compraventa (Impuesto de Transmisiones Patrimoniales, notario y registro). A excepción del Impuesto de Plusvalía Municipal, que será abonado por el vendedor. GASTOS DE MANTENIMIENTO: Una vez formalizada la operación ante notario, los gastos de la vivienda se distribuirán de la siguiente manera: 1. El Impuesto de Bienes Inmuebles (IBI) y el seguro de continente serán asumidos POR LA PARTE COMPRADORA. 2. El seguro de contenido y los suministros (luz, agua, etc. ); individualizados o no, serán asumidos POR LA PARTE VENDEDORA. Descripción del inmueble:  Presentamos esta casa de pueblo, rehabilitada, que se distribuye en tres plantas y dispone de tres habitaciones, un baño y un aseo, cocina y salón. Situada en una zona muy céntrica de Colmenar Viejo, se encuentra bien comunicada gracias a la carretera M-607 y al transporte público, con la estación de Cercanías-Renfe a solo cinco minutos en coche. En los alrededores podemos encontrar todo tipo de servicios e infraestructuras como colegios, comercios, supermercados, farmacias y zonas verdes, además de ubicarse cerca de la Basílica y de la Plaza del Pueblo. A poca distancia se hallan el Centro Comercial La Feria y las paradas de autobús urbano e interurbano. Algo más lejos se localiza el Centro de Salud Sur, aunque también cuenta con una gran oferta de colegios, guarderías, institutos, parques e instalaciones deportivas en la zona. En definitiva, una oportunidad de vivir en un entorno céntrico y con excelentes conexiones en Colmenar Viejo. LOS HONORARIOS PROFESIONALES SON DEL 3% (CON UN MÍNIMO de 5.000€) MÁS IVA Y NO ESTÁN INCLUIDOS EN EL PRECIO DE VENTA.",False,good,False,,1394.0,False,False,False,False,[],False,False,172900.0,€,chalet,"Centro, Colmenar Viejo",Chalet adosado en calle de la Cadena,Centro,terracedHouse,,,,,,,
108749405,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b9/0f/7f/1353998958.webp,,9,3,168000.0,flat,sale,55.0,True,3,1,calle Almedina,Madrid,Madrid,es,40.3750931,-3.7430278,False,https://www.idealista.com/inmueble/108749405/,"¡Descubre tu nuevo hogar en este encantador piso de dos habitaciones, ideal para disfrutar de la vida urbana! Ubicado a pocos pasos de la estación de metro San Francisco, este luminoso piso de 55 m² te ofrece una excelente conexión con el resto de la ciudad. Con un salón acogedor y un balcón perfecto para relajarte al sol, cada rincón de este espacio está diseñado para brindar comodidad y bienestar. El estado general del inmueble es muy bueno, lo que te permitirá mudarte sin preocupaciones. Además, cuenta con aire acondicionado y calefacción a gas natural, asegurando un ambiente agradable durante todo el año. Este piso es perfecto tanto si buscas un hogar propio como si deseas invertir, ya que se puede vender con o sin inquilino. Situado en una zona con todos los servicios a tu alcance, tendrás supermercados, restaurantes y parques a pocos minutos. No dejes pasar la oportunidad de vivir en este maravilloso piso que combina confort, ubicación y luminosidad. ¡Ven a verlo y enamórate de tu nuevo hogar!",False,good,False,False,3055.0,False,False,False,False,[],False,False,168000.0,€,flat,"Puerta Bonita, Madrid",Piso en calle Almedina,Carabanchel,,,,,Puerta Bonita,,,
105797759,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/22/94/d3/1261062746.webp,,12,bj,270000.0,flat,sale,65.0,False,1,1,calle de Don Felipe,Madrid,Madrid,es,40.4231342,-3.7040476,False,https://www.idealista.com/inmueble/105797759/,"Este piso tiene una ubicacion excelente en el centro de la capital, a escasos 10 minutos andando de la Gran Via Madrileña y ubicado en la misma plaza de Malasaña, se puede disfrutar de todo el ambiente de la capital. En el interior nos encontramos un salon-cocina y encima de la cocina un altillo que puede hacer las veces de habitacion temporal en caso de tener invitados. Despues recorremos el pasillo y nos encontramos con el baño completo con plato de ducha. Por ultimo la ultima estancia se divide en dos partes la superior que hace las veces de habitacion y la inferior con una gran bañera.",False,good,False,True,4154.0,False,False,False,False,[],False,False,270000.0,€,flat,"Malasaña-Universidad, Madrid",Piso en calle de Don Felipe,Centro,,,,,Malasaña-Universidad,,,
108499835,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c7/c1/46/1346739568.webp,CH-57762-0001 SOLVIA STORE ALCOBENDAS,1,,450000.0,chalet,sale,310.0,,4,3,calle de Hoyo de Manzanares,Madrid,Leganés,es,40.3219127,-3.7853921,False,https://www.idealista.com/inmueble/108499835/,"Oportunidad sólo para inversores. El activo se encuentra ocupado por persona sin justo título. Debido al estado ocupacional del activo, no se pueden realizar visitas al mismo. Chalet aislado de 310 m², de 4 dormitorios y 3 baños, en venta en Leganés, Madrid. Se trata de un chalet aislado de 310 m² desarrollados en 3 plantas y distribuidos en salón-comedor, cocina, cochera en sótano, 4 dormitorios y 3 baños. Construida sobre una parcela de 250 m². La vivienda se sitúa en la urbanización Real de Polvaranza, teniendo buenos accesos por carretera. También ofrece conexión por transporte público al estar cerca de varias paradas de autobús y de la estación de tren. En la población podemos encontrar servicios como supermercados, restaurantes, instalaciones deportivas, centros educativos, oficinas bancarias, otros negocios comerciales, etc. Con nuestros servicios podrá encontrar la vivienda que necesita y asegurar su inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente.",False,renew,False,,1452.0,False,False,False,False,[],False,False,450000.0,€,chalet,"Valdepelayo-Montepinos-Arroyo Culebro, Leganés",Chalet adosado en calle de Hoyo de Manzanares,Valdepelayo - Montepinos - Arroyo Culebro,terracedHouse,,,,Valdepelayo-Montepinos-Arroyo Culebro,,,
108212801,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/15/cd/2b/1337282326.webp,,16,5,950000.0,flat,sale,133.0,True,3,2,calle de Donoso Cortés,Madrid,Madrid,es,40.435677,-3.7192844,False,https://www.idealista.com/inmueble/108212801/,"Exclusiva vivienda en venta en Donoso Cortés, Chamberí Se ofrece en exclusiva este fantástico piso SEGREGABLE en alquiler de 133 m² construidos según Catastro, de los cuales 118 m² corresponden a superficie de vivienda. La vivienda se distribuye de forma eficiente y destaca por su amplitud y luminosidad. - Tres dormitorios de gran tamaño, ideales para familias o quienes valoran el espacio adicional. - Dos baños completos, muy amplios y cómodos. -Cocina independiente, totalmente equipada, con zona de lavadero separada para mayor funcionalidad. La finca cuenta con servicio de portería y ha sido recientemente renovada la fachada, aportando un aspecto moderno y cuidado al edificio. Ubicación privilegiada en Chamberí Situado en la calle Donoso Cortés, este inmueble se encuentra en el barrio de Chamberí, uno de los distritos más representativos, elegantes y residenciales de Madrid. Excelente comunicación mediante transporte público (varias líneas de metro y autobús). Cercanía a universidades, centros culturales, zonas verdes y una amplia oferta de comercios, restaurantes y servicios de proximidad. Una opción ideal para quienes desean vivir en una de las zonas más demandadas de Madrid, con la comodidad de una vivienda amplia y bien conservada.",True,good,False,True,7143.0,False,False,False,False,[],False,False,950000.0,€,flat,"Gaztambide, Madrid",Piso en calle de Donoso Cortés,Chamberí,,,,,Gaztambide,,,
108093936,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2a/53/52/1333624029.webp,,23,,1725000.0,chalet,sale,307.0,,5,4,calle Enrique Lafuente Ferrari,Madrid,La Moraleja,es,40.505755,-3.6410333,False,https://www.idealista.com/inmueble/108093936/,"Moraleja investments presenta este chalet de 307 m² distribuido en dos plantas + buhardilla. En la planta principal encontramos gran  salón/comedor con salida al jardín, amplia cocina con espacio para mesa de desayuno. Aseo de cortesía En la primera planta hay tres dormitorios y dos baños, el principal en suite. En la buhardilla hay un gran espacio polivalente. En el sótano tenemos un garaje con capacidad para dos coches, trastero, habitación de servicio y zona de lavado. Seguridad 24 horas Calefacción por gas natural y aire acondicionado Urbanización con dos pistas de pádel, cancha de tenis, extensas, zonas verdes, parques infantiles, gran piscina y club social.",False,good,False,,5619.0,False,False,False,False,[],False,False,1725000.0,€,chalet,"Encinar de los Reyes, La Moraleja",Chalet adosado en calle Enrique Lafuente Ferrari,Encinar de los Reyes,terracedHouse,,,,,True,True,
108247772,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9c/d4/ba/1338374291.webp,,9,,1050000.0,chalet,sale,398.0,,5,3,Barrio Salud y Alegría - El Lago,Madrid,Torrelodones,es,40.5737718,-3.9054374,False,https://www.idealista.com/inmueble/108247772/,"***POSIBILIDAD DE FINANCIAR EL 100% DE SU CRÉDITO HIPOTECARIO*** REPORTAJE FOTOGRÁFICO LIMITADO POR PETICIÓN DE PRIVACIDAD DE LA PROPIEDAD Chalet individual completamente reformado y listo para entrar a vivir, con cinco dormitorios y tres baños distribuídos en dos plantas, garaje para varios coches, un gran trastero para almacenar todo lo que necesite. Dispone de una gran piscina exterior para disfrutar del buen tiempo veraniego, un jardin grande en la parcela de casi 1.000 metros cuadrados, con una zona tranquila en el porche delantero donde disfrutar a agradables momentos.  Todos los dormitorios tienen armarios empotrados, y la calefacción con gas natural les hará relajarse con total confort en los días más fríos.  La vivienda está adaptada para personas con movilidad reducida.  La zona donde se encuentra es muy tranquila y está rodeada de naturaleza y está muy cerca del Lago, así como próxima a colegios y a pocos kilómetros de una buena zona comercial. Es la vivienda ideal para Ud, que busca tranquilidad, diseño y confort.",False,good,False,,2638.0,False,False,False,False,[],False,False,1050000.0,€,chalet,"Salud y Alegría - El Lago, Torrelodones",Casa independiente,Los Peñascales,independantHouse,,,,Salud y Alegría - El Lago,True,True,
88505308,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/e8/72/8e/1357249370.webp,A-90,15,1,256000.0,flat,sale,65.0,True,3,1,aire,Madrid,Pozuelo de Alarcón,es,40.4347137,-3.8108592,False,https://www.idealista.com/inmueble/88505308/,"Se vende piso centrico vacio, dispone de salón, tres dormitorios, un baño con plato de ducha y cocina amueblada y con electrodomésticos horno, vitro, lavadora, extractor, los suelos son de gres en baño y cocina y pasillo, el resto de tarima, ventanas correderas de aluminio con contraventanas, puertas de paso en roble y puerta de entrada blindada, situado próximo al ayuntamiento, comercios y colegios, ambulatorio, policia, correos, trasporte cercano con parada de bus a 2 minutos, parada de taxis a dos minutos, salida a la M-40 a cinco minutos, Madrid a tan solo 14Km.",False,good,False,False,3938.0,False,False,False,False,[],False,False,256000.0,€,flat,"Zona Pueblo, Pozuelo de Alarcón",Piso en aire,Zona Pueblo,,,,,Zona Pueblo,,,
108513476,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ce/f5/28/1347138277.webp,TNTCL-0021,2,4,118000.0,flat,sale,66.0,False,2,1,Barrio Canillejas,Madrid,Madrid,es,40.4377287,-3.6090901,False,https://www.idealista.com/inmueble/108513476/,"INMUEBLE SIN POSESION Y SIN ACCESO AL INTERIOR. INMUEBLE SIN POSESION Y SIN ACCESO AL INTERIOR. Las fotografías y las características del activo, pueden no ajustarse al estado actual. Ideal para Invertir. NO COBRAMOS HONORARIOS AL COMPRADOR. Dado que el inmueble no puede ser visitado impide que puedan realizarse la tasación oficial, por lo que mientras perdure la situación, no podrá ser hipotecado. En consecuencia, se recomienda que el interesado se asesore con un profesional antes de adoptar la decisión de compra. No se puede realizar visita al interior de la propiedad, sin embargo representa una excelente oportunidad de inversión, piso ubicado en el barrio Canillejas, Madrid. No dejes pasar la oportunidad, para más información puedes contactarnos por teléfono, correo, mediante el portal inmobiliario y/o páginas web. Somos una empresa Inmobiliaria con posicionamiento en España y en el Mundo, estas cordialmente a conocer más de nosotros. Estamos en +84 países con +134.000 Agentes inmobiliarios. Es una propiedad de procedencia bancaria. Cualquier duda pueden consultar con nosotros, será un placer atenderles. El Propietario de la Vivienda Puede Realizar Ajustes de Precios sin previo aviso (pueden bajar o subir de acuerdo a condiciones del mercado). No dejes pasar la oportunidad, mañana puede ser tarde. ¡Te esperamos! Los datos indicados son de carácter informativo, sin valor contractual. Los impuestos no están incluidos...",False,renew,False,False,1788.0,False,False,False,False,[],False,False,118000.0,€,flat,"Canillejas, Madrid",Piso,San Blas,,,,,Canillejas,,,
108522608,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0c/ed/2b/1347418561.webp,TNTCL-0025,2,bj,68000.0,flat,sale,73.0,True,2,1,Reyes Católicos,Madrid,Alcalá de Henares,es,40.4767312,-3.3801194,False,https://www.idealista.com/inmueble/108522608/,"INMUEBLE SIN POSESION Y SIN ACCESO AL INTERIOR. INMUEBLE SIN POSESION Y SIN ACCESO AL INTERIOR. Las fotografías y las características del activo, pueden no ajustarse al estado actual. Ideal para Invertir. NO COBRAMOS HONORARIOS AL COMPRADOR. Dado que el inmueble no puede ser visitado impide que puedan realizarse la tasación oficial, por lo que mientras perdure la situación, no podrá ser hipotecado. En consecuencia, se recomienda que el interesado se asesore con un profesional antes de adoptar la decisión de compra. No se puede realizar visita al interior de la propiedad, sin embargo representa una excelente oportunidad de inversión, piso ubicado en el Alcalá de Henares, Madrid. No dejes pasar la oportunidad, para más información puedes contactarnos por teléfono, correo, mediante el portal inmobiliario y/o páginas web. Somos una empresa Inmobiliaria con posicionamiento en España y en el Mundo, estas cordialmente a conocer más de nosotros. Estamos en +84 países con +134.000 Agentes inmobiliarios. Es una propiedad de procedencia bancaria. Cualquier duda pueden consultar con nosotros, será un placer atenderles. El Propietario de la Vivienda Puede Realizar Ajustes de Precios sin previo aviso (pueden bajar o subir de acuerdo a condiciones del mercado). No dejes pasar la oportunidad, mañana puede ser tarde. ¡Te esperamos! Los datos indicados son de carácter informativo, sin valor contractual. Los impuestos no están incluidos...",False,renew,False,False,932.0,False,False,False,False,[],False,False,68000.0,€,flat,"Reyes Católicos, Alcalá de Henares",Piso,Reyes Católicos,,,,,,,,
