propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,neighborhood,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,newDevelopmentFinished
108552601,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9d/18/af/1350414192.webp,2019441,56,2,605000.0,duplex,sale,189.0,True,3,3,calle San Pedro,Madrid,Villanueva del Pardillo,Ibiza - San Pedro,es,40.4912339,-3.9576636,False,https://www.idealista.com/inmueble/108552601/,"Exclusivo Dúplex con Terrazas y Vistas Panorámicas en Villanueva del Pardillo  3 Dormitorios | 3 Baños | Garaje y Trastero incluidos Impecable vivienda tipo dúplex, en perfecto estado de conservación como nueva, muy bonita y luminosa con mejoras hechas con mucho gusto, ubicada en una de las zonas más cotizadas de Villanueva del Pardillo, en urbanización cerrada con conserje, piscina, parque infantil y zonas verdes. Próximamente virtual tour y plano! Con una distribución cómoda y funcional en dos plantas, distribución detallada: Primera planta: Vestíbulo de entrada Salón-comedor con balcón Cocina con zona para poder comer amplia con office y tendedero independiente Dormitorio principal en suite con baño completo Aseo de cortesía Planta superior: Dormitorio en suite con terraza y vestidor bajo cubierta Dormitorio doble con terraza  Baño completo En cuanto a calidades, la vivienda cuenta con: Carpintería exterior en PVC oscilobatiente Puertas en madera de roble Paredes en pintura lisa Suelos en madera de roble Pre-instalación de aire acondicionado Vestidor a medida Baños con plato de ducha Cocina amueblada y equipada Se vende junto a plaza de garaje y gran trastero  Ubicación inmejorable, en el centro urbano, barrio de Ibiza- San Pedro, con acceso directo a la M-509 y M-50, con múltiples lineas de bus y nocturnas, con supermercados: al lado a 270 metros Mercado a, a 345 Ahorramás, hostelería, con bares y cafeterías en calles adyacentes, centros educativos, piscina municipal, aparcamientos... Servicios cerca: Transportes Líneas de autobuses: 626A, 642, 645 y N908 que conectan Moncloa, Majadahonda y municipios cercanos Carretera M509 - Santa Ana 0,195 km Parada de autobús Carretera M509 - Aladierna 0,219 km Parada de autobús Avenida Juan Carlos I - Enebro 0,289 km Parada de autobús Avenida Juan Carlos I - Vicente Aleixandre 0,321 km Parada de autobús Av. Guadarrama - Concepción 0,414 km Parada de autobús Avenida Madrid - Recaudación 0,522 km Parada de autobús Avenida Madrid - García Morato 0,539 km Parada de autobús Avenida Juan Carlos I - Severo Ochoa 0,738 km Parada de autobús Avenida Juan Carlos I - Río Manzanares 0,745 km Parada de autobús Ramón Y Cajal - Paloma 0,774 km Parada de autobús Educación Risitas Tres 0,043 km Educación infantil Colegio De Educación Infantil Y Primaria Rayuela - Calle de Mister Lodge 0,441 km Escuela/Instituto  Biblioteca La Casona - Calle Recaudación 0,453 km Biblioteca Pequeñines - Calle Ibiza 0,641 km Educación infantil  Escuela Infantil Privada Kokoro - Calle Colmenarejo 0,649 km Educación infantil  Centro Cultural Tamara Rojo 0,656 km Escuela/Instituto Colegio De Educación Infantil Y Primaria San Lucas - Calle Colmenarejo 0,744 km Escuela/Instituto  E.E.I. Virgen Del Soto 0,821 km Educación infantil Margaritas Happy School 0,895 km Educación infantil  Centro Privado De Educación Infantil, Primaria Y Secundaria Colegio Vallmont - Calle Mallorca 0,975 km Escuela/Instituto  Salud Centro De Salud 1,04 km Clínica Hacer la compra Mercadona 0,269 km Supermercado  Ahorramás 0,304 km Supermercado  Supercor 0,84 km Supermercado Gigante 1,278 km Supermercado Alcampo - Calle Kálamos 3,855 km Supermercado Los Castellanos - Calle Kálamos 4,236 km Supermercado · Tel:  Centro Comercial Zoco Rozas 4,525 km vos.",False,good,False,True,3201.0,True,False,True,False,[],False,False,605000.0,€,True,True,flat,duplex,"Ibiza - San Pedro, Villanueva del Pardillo",Dúplex en calle San Pedro,Destacado,,,,,
108561649,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a8/29/1a/1348511224.webp,V13816.3,26,2,679500.0,flat,sale,140.0,True,4,2,Barrio Montecillo,Madrid,Las Rozas de Madrid,Montecillo,es,40.4983206,-3.8811458,False,https://www.idealista.com/inmueble/108561649/,"LAS ROZAS DE MADRID, MONTECILLO. PISO en venta en Las Rozas de Madrid, Montecillo. Con una superficie de 140 m², este inmueble cuenta con 4 dormitorios con armarios empotrados, incluyendo un dormitorio principal en suite con baño completo. Además, dispone de un amplio salón independiente con salida a terraza exterior, una cocina independiente con office y terraza tendedero, y un baño completo adicional. El piso cuenta con un gran recibidor, suelos de tarima, ventanas de PVC tipo climalit, aire acondicionado y calefacción de Gas Natural. El edificio cuenta con ascensor y el precio incluye 2 plazas de garaje y trastero. Además, podrás disfrutar de las zonas comunes con jardines y piscina. Ubicado en una de las mejores zonas residenciales de Las Rozas.",False,good,False,True,4854.0,True,False,True,False,[],False,False,679500.0,€,True,True,flat,,"Montecillo, Las Rozas de Madrid",Piso,Destacado,Montecillo,,,,
107321025,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/36/16/07/1344468204.webp,3248-24498,60,4,370000.0,flat,sale,128.0,True,4,2,calle Teruel,Madrid,Torrejón de Ardoz,Noreste,es,40.4622805,-3.4629027,False,https://www.idealista.com/inmueble/107321025/,"PARA CONCERTAR VISITAS: Por favor contactar mediante mensaje facilitando teléfono y correo electrónico. ¡Descubre tu nuevo hogar en la calle Teruel! Este espectacular piso de diseño impecable cuenta con 128 m² construidos, 116 m² útiles Y 111 m² registrales en una sola planta.  Este piso también incluye una plaza de garaje en el precio, con la opción de adquirir una segunda plaza por 18.000 euros, ambas en el mismo edificio. El acceso al garaje es cómodo gracias al ascensor con llave individual.  Contamos con aire acondicionado en toda la vivienda por conductos, distribuido a traves del falso techo del pasillo y los baños. La distribución consta de tres dormitorios mas uno que ahora esta acondicionado como despacho, incluyendo uno principal de 11 m², dos baños completos y una versátil combinación de espacios compartidos y privados. El corazón de la casa es un amplio espacio diáfano que combina el comedor y la sala de estar. Este espacio cuenta con cálidos suelos de madera. Los grandes ventanales permiten la entrada de abundante luz natural, es donde esta el acceso a la terraza descubierta. creando un ambiente moderno y acogedor. La cocina, que también incluye un comedor, está equipada con armarios de madera, electrodomésticos modernos, de los cuales solo se quedaran en la vivienda la vitrocerámica y la campana extractora, una amplia encimera. Su suelo de baldosas y salpicadero añaden un toque práctico al diseño. Los dormitorios están dotados de armarios empotrados. Las soluciones de almacenamiento integradas y los muebles cuidadosamente seleccionados maximizan el espacio disponible en estas estancias. La vivienda tiene como cuarto dormitorio un espacio de oficina, ideal para teletrabajar o estudiar.  Los baños están diseñados pensando en la funcionalidad, con líneas limpias, grifería moderna y una combinación de azulejos blancos y elementos de madera. Uno de los baños incluye una cabina de ducha con puertas de cristal esmerilado, y ambos ofrecen amplio espacio de almacenamiento. Esta vivienda también cuenta con un lavadero para ropa y almacenaje, tres armarios para mayor organización y un balcón con acceso al exterior y aire fresco. La distribución de la propiedad en una sola planta garantiza una fácil accesibilidad. En resumen, este apartamento en la calle Teruel ofrece una armoniosa combinación de estilo, comodidad y practicidad, lo que lo convierte en un hogar ideal para la vida moderna. datos relevantes: Reformas de suelos y puertas en 2010. Ventanas de aluminio de las cuales son dobles en las estancias de los dormitorios. Posibilidad de que el armario que esta en la oficina se quede en la vivienda ya que esta hecho a medida. IBI ANUAL DE 420 EUROS COMUNIDAD DE VIVIENDA Y GARAJE 78 EUROS AL MES COMUNIDAD DE LA PLAZA DE GARAJE ADICIONAL 65 EUROS CADA 2 MESES (32.50€MENSUAL) TASACION RECIENTE (374.945€)  Además, la propiedad está adaptada para personas con movilidad reducida con rampa de acceso en el portal y dos ascensores, lo que la convierte en una opción accesible para todos. El barrio de El Juncal tiene todos los servicios a mano: colegios, supermercados, centro de salud y zonas verdes.  Fácil acceso a la A2 y a los centros comerciales Parque Corredor y Oasiz Madrid.  ¡No pierdas la oportunidad de vivir en un lugar donde el diseño y la comodidad se encuentran! ATENCIÓN: Precio publicado en los anuncios no vinculante sino meramente orientativo. En caso de haber dos o más clientes interesados en la propiedad se tendrá en cuenta la oferta económica más alta, no condicionada, y sujeta a elección y aceptación de la propiedad. Pudiendo situarse las ofertas de compra en firme por encima del precio fijado en el presente anuncio.",True,good,False,True,2891.0,True,True,False,False,[],False,False,370000.0,€,True,True,flat,,"Noreste, Torrejón de Ardoz",Piso en calle Teruel,Destacado,,375000.0,5000.0,1.0,
108658500,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6b/06/df/1351501169.webp,S1084,28,3,209000.0,flat,sale,85.0,True,2,1,Villayuventus-Renfe,Madrid,Parla,Villayuventus-Renfe,es,40.2448179,-3.7660375,False,https://www.idealista.com/inmueble/108658500/,"Piso totalmente reformado y listo para entrar a vivir – Centro de Parla - La vivienda disponía inicialmente de tres dormitorios, siendo muy sencillo recuperar la tercera habitación, ubicado en una tercera planta (altura de segundo). Una vivienda lista para estrenar que combina modernidad, confort y una ubicación inmejorable, ideal tanto para vivir como para invertir. ✨ Reforma integral y calidades destacadas -Carpintería interior y exterior completamente nueva, con ventanas climalit y puertas macizas. -Instalaciones 100 % renovadas: electricidad (incluido cuadro y cableado), fontanería y desagües. -Climatización eficiente: aire acondicionado inverter nuevo y calefacción central del edificio. -Cocina de concepto abierto, amplia y luminosa, equipada con muebles contemporáneos y electrodomésticos de alta gama a estrenar: placa de inducción, horno multifunción, campana, frigorífico combi y lavavajillas integrado. -Baño completo nuevo, con plato de ducha de resina, grifería moderna y sanitarios de diseño. -Suelo laminado de alta gama imitación madera, alicatados rectificados en zonas húmedas, paredes lisas, iluminación LED empotrada e interruptores nuevos en toda la vivienda. � Distribución acogedora y funcional Dos dormitorios, uno de ellos con armario empotrado (antes 3, fácil reutilización de la tercera habitación) que ofrecen espacios cómodos para el descanso. Salón luminoso y espacioso, bañado por luz natural durante todo el día, ideal para el día a día y reuniones en casa. � Ubicación privilegiada en pleno centro de Parla A menos de 5 minutos andando de la estación de Cercanías Renfe C-4 y del tranvía Parla Centro. Conexión con múltiples líneas de autobuses urbanas e interurbanas (4 71, nocturna N806). Acceso rápido a la A-42, y a tan solo 25 minutos de Atocha en tren. � Educación y servicios al alcance Centros educativos a menos de 200 metros: Infantil: Escuela Infantil Tris-Tras Primaria: CEIP Miguel Hernández y CEIP Julián Besteiro Secundaria: IES Manuel Elkin Patarroyo � Comercios y ocio cercanos Supermercados Día, Carrefour y Mercadona a menos de 8 minutos andando. Centro Comercial El Ferial (con tiendas, cine y restauración) a 900 m —10-12 minutos caminando o 3 minutos en coche. JACQUELINE ALVAREZ, SERVICIOS INMOBILIARIOS, cuenta con su Departamento Financiero, quien tiene acuerdos de colaboración con entidades bancarias, con los mejores tipos de interés del mercado, en algunas ocasiones sin vinculaciones como aperturas de cuenta o seguros y pudiendo conseguir la financiación para los clientes hasta el 100% del valor de la vivienda, (según el perfil del cliente). Trabajamos para conseguir tu vivienda y hacer realidad tus sueños.",True,good,False,False,2459.0,True,False,True,False,[],False,False,209000.0,€,,,flat,,"Villayuventus-Renfe, Parla",Piso,Destacado,,,,,
108911909,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/61/ee/59/1358718811.webp,ACP1828,60,5,690000.0,penthouse,sale,85.0,True,2,1,calle de la Constancia,Madrid,Madrid,Chamartín,es,40.4413008,-3.6756784,False,https://www.idealista.com/inmueble/108911909/,"“JOWNER VENDE FANTÁSTICO ÁTICO EN PROSPERIDAD” “Algunas fotos son representaciones gráficas no definitivas” Descubre este maravilloso ático de 85 m2 que combina comodidad, luminosidad y una increíble terraza que se convertirá en tu rincón favorito del hogar. Situado en una zona tranquila y bien comunicada, este piso cuenta con 2 amplios dormitorios, un baño completo, un espacioso salón comedor con acceso directo a la terraza y cocina totalmente equipada. La vivienda está completamente reformada a estrenar. Además, dispone de aire acondicionado por conductos, sistema de calefacción individual por gas natural, agua por gas natural y persianas eléctricas en toda la casa. Las ventanas son oscilobatientes con cristales de rotura de puente térmico y los armarios empotrados están hechos a medida.  Sin embargo, la terraza privada es la gran protagonista: ideal para disfrutar de cenas al aire libre, tomar el sol o simplemente relajarte con vistas despejadas. La vivienda ofrece una excelente distribución, cocina equipada (nevera, horno, microondas, lavadora, lavavajillas y secadora), armarios empotrados y acabados de calidad. Perfecto tanto para quienes buscan su primera vivienda como para quienes desean invertir en una propiedad con encanto. Descripción del entorno: Esta vivienda se encuentra en pleno barrio de Prosperidad, un barrio residencial que goza de mucha tranquilidad y que al mismo tiempo también tiene mucha vida, tanto a nivel comercial como gastronómico y cultural. Puedes encontrar todos los servicios esenciales como colegios, farmacias o negocios tradicionales. Un ambiente clásico en pleno Madrid. ¡Contacta ya con nosotros para coordinar una visita! JOWNER es una plataforma digital que te ofrece todos los servicios necesarios para que puedas alquilar y vender tu inmueble en el menor tiempo posible, con nuestro método maximizamos tu tiempo y tu rentabilidad / ""Más info en jowner. com o en el "".",True,good,False,True,8118.0,False,False,False,False,[],False,False,690000.0,€,,,flat,penthouse,"Prosperidad, Madrid",Ático en calle de la Constancia,Destacado,Prosperidad,,,,
108100411,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/71/e2/9f/1358552214.webp,,31,4,195000.0,flat,sale,82.0,True,3,1,calle Aliseda s/n,Madrid,Madrid,Carabanchel,es,40.3757363,-3.7423278,True,https://www.idealista.com/inmueble/108100411/,"¡Descubre tu nuevo hogar en este amplio y luminoso piso de 82 m²! Situado en la cuarta planta de un edificio bien conservado, este inmueble cuenta con tres cómodos dormitorios y un baño, perfectos para disfrutar de la tranquilidad y el confort. La propiedad, totalmente exterior, ofrece una excelente ventilación cruzada que garantiza un ambiente fresco y agradable durante todo el año. Ubicado cerca de la Avenida de los Poblados y a pocos pasos de la boca de metro San Francisco (línea 11), tendrás acceso rápido a todas las comodidades que la ciudad tiene para ofrecer. Aunque requiere algunas reformas, el piso tiene un gran potencial para convertirse en el hogar de tus sueños. Además, existe la posibilidad de instalar un ascensor, sujeto a la aprobación de la comunidad de vecinos. No dejes pasar esta oportunidad única de adquirir un espacio amplio y luminoso en una ubicación inmejorable. ¡Ven a visitarlo y comienza a imaginar tu vida aquí!",False,renew,False,False,2378.0,True,True,False,False,[],False,False,195000.0,€,,,flat,,"Puerta Bonita, Madrid",Piso en calle Aliseda s/n,Destacado,Puerta Bonita,,,,
107801953,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/85/e6/28/1324187031.webp,L12 SALVADOR 342,25,3,425000.0,flat,sale,178.0,True,4,2,plaza Salvador,Madrid,Leganés,Centro,es,40.3284869,-3.7657973,False,https://www.idealista.com/inmueble/107801953/,"LÍNEA 12 PROYECTOS INMOBILIARIOS VENDE: GRAN VIVIENDA en planta tercera con ascensor y TRASTERO en pleno casco antiguo de Leganés en zona de tránsito rodado solo para residentes. La vivienda se distribuye en hall de entrada, cocina, despensa, salón, cuatro dormitorios (Uno de ellos en suite) y vestidor, dos cuartos de baño y terraza. -Calefacción central. -AA/CC Con bomba de calor individual en todas las estancias (incluida cocina). -Azulejos y suelos de PORCELANOSA en cocina y baños. -Saneamientos y grifería de los baños marca DURAVIT. -Bañera y ducha marca Jacuzzi. Ducha con chorro masaje cervical, espalda, baño turco y sauna bañera con hidromasaje. -Fregadero cocina marca FRANKE. -Suelos de tarima rastrelada de madera de roble maciza de 22mm. -Ventanas de madera con vidrios de la marca CLIMALIT.  -7 armarios empotrados.  Se encuentra en pleno centro de la ciudad cerca del Hospital Universitario Severo Ochoa, cerca de diferentes comercios y cerca de todos los transportes públicos, Renfe de Leganés Central y metrosur correspondiente a la Línea 12. ¿Te interesa? ¡Llámanos para agendar una visita! Nuestro departamento financiero te puede ayudar a conseguirlo con muy buenas condiciones.",True,good,False,True,2388.0,True,False,True,False,[],False,False,425000.0,€,,,flat,,"Casco Antiguo, Leganés",Piso en plaza Salvador,Destacado,Casco Antiguo,,,,
108816794,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f9/21/7c/1357892302.webp,2904ecfa-0c78-44ae-9141-330430452123,32,bj,325000.0,flat,sale,80.0,True,2,1,plaza Mariano Lanuza,Madrid,Madrid,Latina,es,40.4058627,-3.7393026,False,https://www.idealista.com/inmueble/108816794/,"Descubre este encantador piso de 80 m² en el corazón de Puerta del Ángel. Recién reformado, ofrece un ambiente moderno y acogedor. Consta de dos amplios dormitorios y un baño bien equipado. La reforma reciente garantiza un espacio fresco y actualizado, ideal para quienes buscan comodidad y estilo. El piso está dotado de aire acondicionado y una bomba de calor y frío, asegurando confort durante todo el año. Situado en una zona con excelentes conexiones de transporte y servicios cercanos, es perfecto para disfrutar de la vida urbana con tranquilidad. ¡No pierdas la oportunidad de visitar este piso que tiene todo lo que necesitas para tu nuevo hogar!",True,good,False,False,4063.0,True,True,False,False,[],False,False,325000.0,€,,,flat,,"Puerta del Ángel, Madrid",Piso en plaza Mariano Lanuza,Destacado,Puerta del Ángel,,,,
107717986,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9c/e7/a6/1327934804.webp,2601,30,3,245000.0,flat,sale,76.0,True,3,1,calle Pico de la Maliciosa,Madrid,Collado Villalba,Parque de la Coruña - Las Suertes,es,40.6210533,-4.0027904,False,https://www.idealista.com/inmueble/107717986/,"Royal House Soluciones te ofrece en venta este piso de 3 dormitorios, con terraza, todo exterior, situado en la Urbanización Las Suertes.  El piso, situado en la segunda planta de un edificio de cuatro alturas, se distribuye en hall de entrada con acceso a pasillo distribuidor, cuenta con tres dormitorios exteriores con vistas a zonas arboladas, baño completo reformado, salón con chimenea, desde el que se accede a una estupenda terraza de esquina con vistas a los jardines de la urbanización y al Coto de Las Suertes. La cocina tiene salida al tendedero, donde se encuentra la caldera de gas natural para calefacción y agua caliente sanitaria. Recién pintado, con suelos de tarima color gris claro, ventanas de PVC blanco oscilobatientes en toda la casa y calefacción de gas natural. La urbanización cuenta con dos zonas de piscinas, para adultos y para niños, grandes praderas repletas de arbolado, canchas de tenis, pádel, fútbol y baloncesto, parques infantiles y club social. Además, justo al lado de la urbanización se encuentran el instituto, la escuela oficial de idiomas y el colegio, por lo que es ideal para familias. Dentro de la propia urbanización tendrás a tu disposición supermercado, farmacia y bar-cafetería. La ubicación es inmejorable: a solo 500 metros de la estación de autobuses Madrid-Moncloa y de la estación Renfe-Cercanías, y a 100 metros de la parada de autobús urbano. Los centros comerciales y de ocio están a solo 10 minutos en coche, y llegarás a Madrid Moncloa en unos 25 minutos. No pierdas la oportunidad de vivir en la naturaleza, con todos los servicios al alcance de la mano. Contacta con nosotros y descubre todo lo que este piso en la urbanización de Las Suertes puede ofrecerte. En Royal House Soluciones NO COBRAMOS HONORARIOS al cliente comprador. Te acompañamos y asesoramos durante todo el proceso de compraventa, y te ayudamos a conseguir la mejor financiación. Nuestro equipo destaca por su amplia experiencia, compromiso, cercanía y profesionalidad, trabajando para asegurar un proceso eficaz y satisfactorio desde 1992.",False,good,False,False,3224.0,False,False,False,False,[],False,False,245000.0,€,,,flat,,"Parque de la Coruña - Las Suertes, Collado Villalba",Piso en calle Pico de la Maliciosa,Destacado,,,,,
108694111,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/73/26/84/1352356579.webp,2046,47,,420000.0,chalet,sale,204.0,,3,3,Humanes de Madrid,Madrid,Humanes de Madrid,,es,40.252778,-3.8282228,False,https://www.idealista.com/inmueble/108694111/,"¡ MB GESTIÓN INMOBILIARIA VENDE ESTUPENDO CHALET EN ZONA CENTRO DE HUMANES DE MADRID EN URB PRIVADA CON PISCINA! Te presentamos este magnífico chalet adosado situado en una de las mejores zonas de Humanes de Madrid, en pleno centro del municipio. La vivienda cuenta con 204 m² construidos sobre una parcela de 183 m² destaca por su excelente distribución en 3 plantas y amplitud en todas sus estancias. PLANTA BAJA: Acogedor porche recibidor con espacio para una mesa, ideal para disfrutar de momentos al aire libre. Hall distribuidor que da acceso a las distintas estancias, amplio salón-comedor independiente, perfecto para reuniones familiares y zona de descanso que a su vez nos da salida a parcela trasera donde encontraremos un segundo porche equipado con toldos, ideal para usar como comedor exterior, cocina amueblada y reformada hace dos años equipada con vitrocerámica, campana, microondas, lavavajillas panelado y nevera, aseo de cortesía, acceso a garaje en planta con puerta para vehículos motorizada y capacidad de estacionamiento para un coche. PLANTA PRIMERA: Dormitorio principal suite con acceso a terraza y cuarto de baño completo con ventana de luz natural y bañera, 2 dormitorios individuales de gran tamaño y cuarto de baño secundario con bañera. PLANTA SEGUNDA-BUHARDILLA: Estancia diáfana muy versátil para cualquier utilidad forrada en madera muy acogedora y con ventana velux. La vivienda aparte de disponer de excelente estado de conservación también cuenta con muy buenas calidades entre sus acabados como carpintería exterior de aluminio climalit con rejas, carpintería interior de sapelly, toldos, aire acondicionado en salón comedor, suelos cerámicos, calefacción individual de gas natural con caldera nueva, armarios empotrados en todos los dormitorios con gran capacidad de almacenamiento, puerta principal blindada y puerta de acceso a garaje motorizada.. . PISCINA COMUNITARIA Y ZONAS AJARDINADAS! La vivienda se encuentra en una de las mejores zonas del municipio donde dispone de todos los servicios a sus alrededores como Farmacias, comercios, zonas de ocio y restauración, paradas de autobuses, estación de Renfe (conexión con línea C-5), guarderías, colegios e institutos, muy buena comunicación con carreteras de acceso y salida del municipio.. . Precio: 420.000 Euros   MB GESTIÓN INMOBILIARIA ""Su satisfacción, nuestro compromiso"" Tu inmobiliaria de referencia en la Zona Sur de Madrid.",False,good,False,,2059.0,True,False,True,False,[],False,False,420000.0,€,,,chalet,terracedHouse,Humanes de Madrid,Chalet adosado,Destacado,,,,,
