propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,detailedType.subTypology,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
100802669,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fb/3a/3d/1099355852.webp,V001,6,3,1490000.0,flat,sale,163.0,True,3,3,Barrio Castellana,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.4319115,-3.6799527,False,https://www.idealista.com/inmueble/100802669/,"Espectacular y renovado piso ubicado en el exclusivo barrio Salamanca, en una de las calles más emblemáticas junto a Velazquez. El piso es exterior, lo que significa que recibe luz natural durante todo el día y ofrece vistas al exterior. El piso cuenta con una amplia superficie de 163 metros cuadrados muy bien aprovechados, saló amplio dividido en diferentes ambientes. Dispone tres dormitorios, cada uno de ellos equipado con un cuarto de baño en suite. En cuanto a la distribución del piso, posee amplias y luminosas estancias, con una distribución muy práctica y funcional. La decoración es moderna y elegante, lo que da una sensación de confort y bienestar. Además, la ubicación del piso es excelente, ya que se encuentra en una zona céntrica y bien comunicada. La zona cuenta con una amplia oferta de servicios, como tiendas, supermercados, restaurantes y colegios. En resumen, este piso en Castellana es una excelente opción para aquellos que buscan una vivienda lujosa, luminosa, moderna y bien ubicada, con la ventaja añadida de contar con tres dormitorios con cuartos de baño en suite. Aproximadamente un 30 % de los inmuebles que tenemos en esta zona solo están anunciados en nuestra web por expreso deseo de los propietarios. Para verlos pinche por favor en el enlace adicional ubicado en la parte final del anuncio y encuentra el piso que estás buscando.",False,good,False,True,9141.0,False,False,False,False,[],False,False,1490000.0,€,flat,"Castellana, Madrid",Piso,,,,,,,
106757841,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/42/88/88/1293128654.webp,SBRE-0164457,14,bj,220400.0,flat,sale,444.0,,2,2,calle de la Oliva,Madrid,Collado Mediano,,es,,40.6942848,-4.0270407,False,https://www.idealista.com/inmueble/106757841/,"NO COBRAMOS COMISIÓN DE INTERMEDIACIÓN AL COMPRADOR Gran oportunidad de adquirir esta vivienda que forma parte de un edificio con construcción parada ubicada en la localidad de Collado Mediano, provincia de Madrid. Se trata de un magnífico residencial con 2 plantas sobre rasante, situado en un entorno tranquilo, que cuenta con una excelente comunicación con el centro de la localidad, donde se encuentran disponibles una variedad de servicios y facilidades esenciales. Así, los futuros residentes tendrán la oportunidad de estar rodeado al entono natural, junto con la conveniencia y accesibilidad de los servicios urbanos.  Collado Mediano, es un municipio ubicado en la Sierra de Madrid, ubicado en el entorno del Parque Natural de la Sierra de Guadarrama. Dispone de muy buenas conexiones, tanto por carretera como en transporte público. En cuanto al transporte público, dispone de líneas de autobús, tanto urbano como interurbano, que conecta el municipio con las localidades colindantes y con la ciudad de Madrid, la cual se encuentra a una distancia aproximada de 45 kilómetros. También dispone de estación de cercanías. Por carretera, conecta con la M-601 que une Collado Villalva con el Puerto de Navacerrada y desde esta carretera, se puede acceder a la A-6.  Si buscan una oportunidad de inversión en el sector inmobiliario, no busquen más. Nuestra promoción les ofrece la posibilidad de invertir en un proyecto con un gran potencial de rentabilidad y crecimiento a largo plazo. Si, por otro lado, son promotores inmobiliarios en busca de nuevos proyectos para desarrollar, nuestra promoción también es perfecta para ustedes. Hipoges es una plataforma inmobiliaria donde podrás acceder a miles de activos inmobiliarios de diferentes tipos como viviendas, locales comerciales, terrenos, nueva obra, tanto a nivel particular como para inversores. Hipoges cuenta con una amplia cartera de activos inmuebles tanto en España como en Portugal y Grecia. ¿Necesitas financiación? Te ofrecemos la posibilidad de financiaciones de hasta el 100% para la compra de este inmueble. Entra en Finanwin. com, haz tu simulación y obtén la mejor oferta para tu Hipoteca de la manera más ágil y sencilla.",False,renew,False,False,496.0,False,False,False,False,[],False,False,220400.0,€,flat,Collado Mediano,Piso en calle de la Oliva,,,,,,,
105377714,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9c/87/7d/1353627066.webp,RS2053,21,3,188500.0,flat,sale,86.0,False,3,1,calle de Peña de la Miel,Madrid,Madrid,Puente de Vallecas,es,San Diego,40.3850541,-3.6654877,False,https://www.idealista.com/inmueble/105377714/,"SOLO INVERSORES - INMUEBLE ALQUILADO Rentabilidad: 4,37 % Inicio del contrato: 01/08/2019  Fin del contrato: 31/07/2027 Renta: 686,26 € Propiedad con inquilinos construida en el 1965 en Madrid, Madrid. Es un piso en la tercera planta que cuenta con 74,78m2 útiles, Consta de vestíbulo, estancia, tres dormitorios, cocina y aseo. Inviertis es la web de inversión inmobiliaria nº1 en España. En inviertispro. com puedes ver y comparar inmuebles en rentabilidad en todo el país. Todos los activos publicados son en EXCLUSIVA y están alquilados y al día de pago. Si entras en la web tendrás acceso al contrato de alquiler vigente, renta mensual, rentabilidad y un completo análisis financiero del comportamiento de ese inmueble a lo largo del tiempo. Se trata de inmuebles procedentes de propietarios y grandes fondos que no encontrarás en ningún otro sitio porque Inviertis solo trabaja con: Inmuebles en exclusiva Pisos y casas con contrato de alquiler vigente Inquilinos al día de pago Rentabilidades por encima del 5% En Inviertis nos encargamos de todo, para que el inversor solo tenga que comprar y rentar. Así de fácil.",False,good,False,False,2192.0,False,False,False,False,[],False,False,188500.0,€,flat,"San Diego, Madrid",Piso en calle de Peña de la Miel,,,,,,,
105343035,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a5/b4/2c/1353626427.webp,RS2004,16,1,148500.0,flat,sale,46.0,True,2,1,calle de los Decoradores,Madrid,Madrid,San Blas,es,Hellín,40.4341902,-3.6197778,False,https://www.idealista.com/inmueble/105343035/,"SOLO INVERSORES - INMUEBLE ALQUILADO Rentabilidad: 4,78 % Inicio del contrato: 31/10/2021  Fin del contrato: 30/10/2028 Renta: 591,36 € Propiedad con inquilinos construida en el 1960 en Madrid, Madrid. Es un piso en la primera planta que cuenta con 40m2 útiles, distribuido en salón-comedor, cocina, 2 habitaciones y 1 baño. Inviertis es la web de inversión inmobiliaria nº1 en España. En inviertispro. com puedes ver y comparar inmuebles en rentabilidad en todo el país. Todos los activos publicados son en EXCLUSIVA y están alquilados y al día de pago. Si entras en la web tendrás acceso al contrato de alquiler vigente, renta mensual, rentabilidad y un completo análisis financiero del comportamiento de ese inmueble a lo largo del tiempo. Se trata de inmuebles procedentes de propietarios y grandes fondos que no encontrarás en ningún otro sitio porque Inviertis solo trabaja con: Inmuebles en exclusiva Pisos y casas con contrato de alquiler vigente Inquilinos al día de pago Rentabilidades por encima del 5% En Inviertis nos encargamos de todo, para que el inversor solo tenga que comprar y rentar. Así de fácil.",False,good,False,False,3228.0,False,False,False,False,[],False,False,148500.0,€,flat,"Hellín, Madrid",Piso en calle de los Decoradores,,,,,,,
107149465,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/98/aa/b1/1313757259.webp,ALQ. JUAN VERA SV,2,1,256400.0,flat,sale,66.0,True,1,1,"calle de Juan de Vera, 4",Madrid,Madrid,Arganzuela,es,Delicias,40.395976,-3.6936103,True,https://www.idealista.com/inmueble/107149465/,"******Oportunidad sólo para inversores. El activo se encuentra ocupado sin título legal en vigor: se trata de un alquiler vencido. Debido al estado ocupacional del activo, no se pueden realizar visitas al mismo. Piso de segunda mano en venta situado en Madrid. Cuenta con una superficie de 66,67m² distribuidos en 1 dormitorio y 1 baño*. Se localiza en la primera planta de un edificio residencial y en sus inmediaciones dispone de todo tipo de servicios alrededor. Tiene buena comunicación tanto por transporte público como por transporte privado. El inmueble se transmite arrendado a tercero y con un posible derecho de éste a la adquisición preferente del mismo. El Inmueble se transmitirá: (i) como cuerpo cierto y a tanto alzado (ii) como un todo, inseparable (iii) en el estado registral y catastral en el que se encuentre (iv) en el estado físico, calidades, jurídico, urbanístico, administrativo, de licencias, de protección, de conservación y limpieza en el que se encuentre (v) al corriente de gastos e impuestos que por Ley corresponda al Vendedor. El Adquirente asumirá (i) la situación física y estado de conservación (ii) la situación urbanística (iii) las discrepancias entre la realidad física y la realidad registral y catastral o en la cabida del Inmueble (iv) la adecuación registral y catastral del Inmueble. La Propiedad no responderá de/l (i) la solvencia del arrendatario ni de las condiciones del contrato de arrendamiento, (ii) estado de conservación (iii) los vicios vistos y aparentes (iv) la regularización registral o catastral (v) las discrepancias de cabida, que pudieran existir (vi) la responsabilidad en la obtención de la cedula de habitabilidad del Inmueble, salvo que en la Comunidad Autónoma donde se ubique el Inmueble sea obligatoria su entrega y (vii) cualesquiera costes, gastos, honorarios, aranceles o tributos que se deriven de lo anterior. Si a fecha de venta, la Propiedad hubiese demandado judicialmente al arrendatario, podría el adquirente subrogarse en dicha demanda, no pudiendo reclamar importe alguno a la Propiedad como consecuencia de ello, salvo por los honorarios de abogados y procuradores que hasta la fecha de la transmisión se hubiesen devengado que, en cualquier caso, serán por cuenta de éste. El estado de ocupación y/o los impedimentos para que el inmueble pueda ser visitado libremente por los técnicos impedirían: i) su tasación oficial conforme exige la Orden ECO/805/2003, de 27 de marzo, por lo que el inmueble, mientras perdure la situación ocupacional, no podría ser hipotecado. En consecuencia, no podría constituirse financiación hipotecaria sobre este tipo de fincas, cuya adquisición requerirá el otorgamiento de otro tipo de garantías en caso de solicitarse financiación y ii) la obtención por parte de la propiedad del certificado de eficiencia energética. En el caso de que a la Propiedad no le consten depositadas las fianzas o garantías que se constituyeron en el contrato de arrendamiento por no haber sido el arrendador inicial del contrato, el adquirente exonerara a la Propiedad de la entrega de dichas fianzas y/o garantías. El precio de venta de este Inmueble se ha determinado en base a las anteriores circunstancias, que han supuesto un menor valor del mismo, y que deberán ser expresamente aceptadas por el adquirente en la formalización de la transmisión del Inmueble. Se recomienda que el comprador obtenga asesoramiento profesional y legal antes de adoptar la decisión de compra. [IW].",False,good,False,True,3885.0,False,False,False,False,[],False,False,256400.0,€,flat,"Delicias, Madrid","Piso en calle de Juan de Vera, 4",,,,,,,
108628288,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a8/03/53/1350392502.webp,CHA0099,68,,590000.0,chalet,sale,338.0,,9,3,Alameda del Valle,Madrid,Alameda del Valle,,es,,40.9213381,-3.8492762,False,https://www.idealista.com/inmueble/108628288/,"B2V Inmobiliaria comercializa en EXCLUSIVA. Maribel Jareño. Situada en el Parque de Guadarrama y a la entrada del pueblo de Alameda del Valle, encontramos esta magnífica casa aislada y rodeada de terreno propio arbolado; ideal para casa rural, vivienda habitual o segunda vivienda. Finca urbana con acceso directo desde carretera de coches y peatonal, con espacio de aparcamiento. CARACTERISTICAS DE LA CASA: Piedra de granito en sillería. Dinteles y peanas enterizos. Cubierta a dos aguas de pino trabajado a mano. Exterior de pizarra y aislamiento onduline. Ventanas de madera con rejas de forja. En cubierta ventanas tipo Velux. PLANTA BAJA: Encontramos un gran salón con chimenea y comedor con mirador. Cuenta además con terraza exterior cubierta. A través del pasillo a la izquierda de la entrada, tenemos acceso a tres dormitorios, y un baño. Desde la entrada a la derecha tenemos la escalera de subida a la planta superior y otro pequeño pasillo que nos lleva a un segundo aseo y acceso a la cocina equipada con algunos electrodomésticos. Casa muy luminosa con multitud de ventanas y ventanales. PLANTA SUPERIOR: Hay un espacio distribuidor con acceso a tres dormitorios, más un pasillo que conduce a los tres dormitorios restantes y un tercer baño. EDIFICIO AUXILIAR de mampostería enfoscada (100 metros cuadrados), apta para garaje/trastero. Necesita reforma y reponer cubierta de teja árabe. ¡No pierdas la oportunidad de vivir en este magnífico lugar! ¡PRECIO NEGOCIABLE! Para más información o concertar una visita pueden  ponerse en contacto. Maribel Jareño. Precio 660.000 € 1.953 eur/m2 Características básicas 338 m² construidos 210 m² útiles 9 dormitorios 3 baños Terraza Segunda mano/A reformar Armarios empotrados Trastero Año de construcción: 1975 Norte, Sur, Este, Oeste Parcela 3.263 m² Plaza de garaje Certificación energética Consumo: (En trámite) Equipamiento Calefacción: Individual Combustible calefacción: Eléctrica Puerta de seguridad Tipo de suelo: Gres Jardín [IW].",True,good,False,,1746.0,False,False,False,False,[],False,False,590000.0,€,chalet,Alameda del Valle,Casa independiente,independantHouse,,,,,,
108581269,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/38/6f/96/1349064623.webp,45607,23,5,190000.0,flat,sale,76.0,True,3,1,calle de Eugenia de Montijo,Madrid,Madrid,Carabanchel,es,Vista Alegre,40.3821487,-3.7457398,False,https://www.idealista.com/inmueble/108581269/,"(El piso está actualmente alquilado con una renta mensual de 750€ desde el año 2021. El contrato finaliza en noviembre de 2025. Se vende con inquilino. ). � Oportunidad Única! 71 m² construidos | 65 m² útiles | 3 dormitorios | 1 baño | 5ª planta SIN ascensor | Terraza | Exterior y luminoso � DIRECCIÓN COMPLETA: Calle Eugenia de Montijo, 5ª planta (sin ascensor), 28047 – Madrid � Distrito: Carabanchel � Año de construcción: 1963 � Inspección Técnica de Edificios (ITE): Favorable � Derramas: Ninguna pendiente � Estado general del inmueble: Bueno, en condiciones para entrar a vivir ✨ DESCRIPCIÓN DE LA VIVIENDA Este encantador piso se encuentra en una cuarta planta de un edificio sin ascensor, ofreciendo una excelente relación calidad-precio y una ubicación privilegiada dentro del distrito de Carabanchel. La vivienda se caracteriza por su doble orientación (este-oeste), que proporciona abundante luz natural durante todo el día y favorece la ventilación cruzada, lo que la hace fresca y confortable en todas las estaciones. � DISTRIBUCIÓN INTERIOR La distribución de sus 65 m² útiles es funcional, cómoda y pensada para aprovechar al máximo el espacio:  3 dormitorios, todos con armarios empotrados, ideales para almacenamiento sin sacrificar espacio  Salón-comedor amplio y luminoso, con salida directa a una terraza exterior, perfecta para disfrutar del sol y el aire libre.  Cocina independiente, totalmente amueblada y equipada con electrodomésticos  1 cuarto de baño completo con bañera  Terraza con orientación exterior, ideal para desayunos al sol, plantas o como espacio de relax �️ ACABADOS Y EQUIPAMIENTO � Calefacción individual por gas natural � Ventanas de aluminio � Suelos de gres cerámico, resistentes y fáciles de mantener � Paredes lisas, en buen estado � Vivienda exterior, muy luminosa y soleada � Contáctanos y estudiaremos tu caso sin compromiso. ¡Tu nueva casa está más cerca de lo que crees! Quieres saber cuanto vale tu casa, pincha aquí  /.",True,good,False,False,2500.0,False,False,False,False,[],False,False,190000.0,€,flat,"Vista Alegre, Madrid",Piso en calle de Eugenia de Montijo,,,,,,,
108002112,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/70/87/7e/1330808179.webp,256.25,20,4,245000.0,flat,sale,74.0,True,3,1,calle de Puentelarra,Madrid,Madrid,Villa de Vallecas,es,Santa Eugenia,40.3811637,-3.6130666,False,https://www.idealista.com/inmueble/108002112/,"¡Oportunidad única en Santa Eugenia! Piso luminoso y con gran potencial Descubre este maravilloso piso ubicado en el barrio de Santa Eugenia, uno de los más demandados de Madrid por su excelente ubicación y servicios cercanos. Con una orientación noreste que garantiza luz natural durante buena parte del día, esta vivienda es perfecta para aquellos que buscan confort, tranquilidad y posibilidades para adaptarla a sus necesidades. Características principales: Espacioso y funcional: El piso cuenta con tres habitaciones, ideales para familias, parejas o incluso para destinar alguna como oficina o espacio de estudio. Además, dispone de un baño completo. Cocina práctica: Una cocina que, con una pequeña reforma, puede convertirse en el corazón de tu hogar. Dale tu toque personal y aprovecha su funcionalidad. Confort garantizado: La vivienda está equipada con aire acondicionado, asegurándote un ambiente agradable durante todo el año. Terraza exterior: Disfruta de una amplia terraza perfecta para relajarte, tomar el sol o compartir momentos con amigos y familiares. Luminosidad y posibilidades: Este piso destaca por ser muy luminoso. Además, su diseño y distribución ofrecen numerosas opciones para realizar una pequeña reforma y maximizar su potencial, adaptándolo completamente a tus gustos y estilo de vida. Ubicación inmejorable en Santa Eugenia: Vivir en Santa Eugenia significa tener todo lo que necesitas a tu alcance: Supermercados y tiendas para hacer tus compras diarias con facilidad. Cercanía a la Renfe, lo que garantiza una excelente conexión con el resto de la ciudad. Colegios y un centro de salud, ofreciendo comodidad para familias con niños y tranquilidad para cualquier urgencia médica. Conexión ideal: Rápido acceso a las principales vías de comunicación como la A3, M30 y M40, lo que hace de este lugar una opción fantástica tanto para quienes trabajan en el centro como para aquellos que buscan escapadas rápidas fuera de la ciudad. Una oportunidad para crear el hogar de tus sueños Esta vivienda es ideal para quienes buscan una inversión o un lugar donde construir su futuro. Con pequeñas reformas, podrás convertir este piso en un espacio moderno, acogedor y que refleje tu personalidad. No dejes pasar la oportunidad de visitar este piso lleno de posibilidades. ¡Contacta con nosotros y ven a descubrir todo lo que Santa Eugenia puede ofrecerte! Tu futuro hogar te espera.",True,renew,False,True,3311.0,False,False,False,False,[],False,False,245000.0,€,flat,"Santa Eugenia, Madrid",Piso en calle de Puentelarra,,,,,,,
107045254,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/da/16/a2/1354676613.webp,,50,1,489000.0,flat,sale,128.0,True,3,2,calle de la Ilusión,Madrid,Madrid,Vicálvaro,es,El Cañaveral,40.4021567,-3.5563648,False,https://www.idealista.com/inmueble/107045254/,"LAS VISITAS A PARTIR DEL 4 DE AGOSTO. ¡Descubre tu nuevo hogar en este impresionante piso de obra nueva a estrenar! Con 128 m² construidos y 107 m² útiles, este espacioso inmueble ofrece todo lo que necesitas para una vida cómoda y moderna. Cuenta con tres amplios dormitorios, todos equipados con armarios empotrados, y dos elegantes baños, uno de ellos en suite en la habitación principal. La cocina independiente es perfecta para los amantes de la gastronomía. Acceso directo a una terraza de aproximadamente 20 m² que se conecta con el salón de 26 m², ideal para disfrutar del aire libre. Este piso no solo destaca por su diseño funcional, sino también por sus comodidades. Disfruta de la tranquilidad de un salón independiente, un trastero para almacenamiento adicional y una plaza de garaje incluida en el precio. Además, el edificio está adaptado para personas con movilidad reducida y cuenta con ascensor. Ubicado en una planta 1, este piso exterior ofrece mucha luz y acceso a una piscina comunitaria, perfecta para relajarse y disfrutar del buen tiempo. No dejes pasar esta oportunidad única de vivir en un entorno privilegiado que combina modernidad, comodidad y estilo. ¡Ven a visitarlo y enamórate de tu futuro hogar!",False,good,False,True,3820.0,False,False,False,False,[],False,False,489000.0,€,flat,"El Cañaveral, Madrid",Piso en calle de la Ilusión,,True,True,,,,
108104671,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b7/45/36/1333961091.webp,,16,2,121500.0,flat,sale,33.0,True,1,1,"calle de Sierra Carbonera, 22",Madrid,Madrid,Puente de Vallecas,es,San Diego,40.3925023,-3.6641106,True,https://www.idealista.com/inmueble/108104671/,"Inmobiliaria Geoland Group pone a su disposición este encantador apartamento exterior!  En una zona muy segura pues al lado está la comisaria. Situado en una segunda planta de un buen edificio con la ITE favorable, este espacio está diseñado para disfrutar al máximo pues todas las estancias son independientes. La habitación cuenta con acceso a un balcón exterior privado, ideal para relajarte, con un baño completo con plato de ducha y ventana al exterior, salón y una cocina independiente y practica. junto a la avenida de la albufera y al metro de Nueva Numancia, junto a comisaria siendo una zona muy segura. 105€ de IBI y 30€ de comunidad Renta mensual de 630€ al corriente de pago fin de contrato Marzo del 2027 rentabilidad mas de un 6%  se pueden realizar visitas por las tardes a las 19:00horas. Conseguimos buena financiación y si deseas una Reforma de calidad y económica para puedas pedirnos también presupuesto. No dude en visitarlo!",False,good,False,False,3682.0,False,False,False,False,[],False,False,121500.0,€,flat,"San Diego, Madrid","Piso en calle de Sierra Carbonera, 22",,,,,,,
