propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,newDevelopmentFinished,detailedType.subTypology,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice
108881325,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cb/98/78/1357811935.webp,W-030RKV,30,6,720000.0,flat,sale,114.0,False,4,2,Barrio Pacífico,Madrid,Madrid,Retiro,es,Pacífico,40.4057353,-3.6785243,False,https://www.idealista.com/inmueble/108881325/,"Luminoso piso interior cerca del Retiro Engel & Völkers presenta en exclusiva esta interesante oportunidad de inversión o vivienda propia en una de las zonas más cotizadas de la ciudad. Se trata de un sexto piso interior (equivalente a una séptima altura real por la disposición del edificio), ubicado en una finca señorial con ascensor, portero físico y acceso adaptado para personas con movilidad reducida. Con una superficie construida de 114 m² (103 m² útiles), la vivienda requiere una reforma integral, lo que permite redistribuir los espacios a medida y adaptar el diseño a sus necesidades. Actualmente dispone de cuatro habitaciones, salón, cocina independiente, despensa y dos baños. Las posibilidades de reforma son amplias, incluyendo la creación de una zona de día espaciosa y moderna, además de uno o dos dormitorios principales, entre otras configuraciones. Gracias a su doble orientación (suroeste y noreste), el piso recibe una excelente entrada de luz natural durante todo el día, algo poco común en viviendas interiores. Esta luminosidad, junto a su altura y tranquilidad, lo convierte en un espacio ideal para quienes buscan confort y privacidad en pleno centro urbano. La calefacción es central, lo que garantiza una temperatura confortable durante los meses más fríos. Una propiedad con gran potencial, ideal tanto para familias como para inversores que busquen una vivienda con encanto en una ubicación privilegiada y con todas las comodidades de una finca cuidada y representativa. Hablar del barrio de Pacífico es hablar de ubicación privilegiada dentro de Madrid que pertenece al distrito del Retiro. Una zona residencial y familiar, que aúna historia, cultura y vida tranquila y que cuenta con todos los servicios y comodidades necesarios para disfrutar de una calidad de vida inmejorable. Instalaciones deportivas, zonas verdes, centros educativos de prestigio, y una efervescente oferta cultural y de ocio, junto con una inmejorable red de transporte y comunicaciones que lo conectan no solo con el resto de Madrid, sino con todo el país gracias a su proximidad a la estación de Atocha, resulta una elección ideal para vivir o invertir.",True,renew,False,True,6316.0,True,False,True,False,[],False,False,720000.0,€,flat,"Pacífico, Madrid",Piso,,,,
107651978,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/51/56/49/1345100959.webp,23176,19,12,239000.0,flat,sale,81.0,True,2,2,travesía de Felipe de Diego,Madrid,Madrid,Puente de Vallecas,es,Palomeras Bajas,40.3776907,-3.6596155,False,https://www.idealista.com/inmueble/107651978/,"Amplio y luminoso piso en una zona demandada con todos los servicios necesarios. La vivienda cuenta con 2 dormitorios, baño con plato de ducha, cocina independiente sin amueblar con una pequeña despensa y un gran salón comedor. Armarios empotrados. Planta 12 con ascensor. Muy bien comunicado con Renfe y autobuses. En pleno corazón de Vallecas y con todo tipo de facilidades en su entorno. Infórmate sin compromiso.",False,renew,False,True,2951.0,True,False,True,False,[],False,False,239000.0,€,flat,"Palomeras Bajas, Madrid",Piso en travesía de Felipe de Diego,,,,
108307508,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b7/2a/77/1241938347.webp,PR-C-760@TipoB,29,6,366000.0,flat,sale,91.0,True,3,2,"José María Lozano Sáinz, 11",Madrid,Madrid,Villaverde,es,Los Ángeles,40.346688,-3.6947533,True,https://www.idealista.com/obra-nueva/108307508/,"2 plazas de garaje Forma de pago flexible atendiendo a tus necesidades Entrega de llaves: Entre febrero y abril 2027. Cielo de Villaverde cuenta con apartamentos y viviendas de 2 y 3 dormitorios, con terrazas y suelo radiante, y se caracteriza por contar con salas temáticas y más de 6.000m2 de zonas comunes exteriores, para disfrutar de una experiencia de relax, ocio y deporte dentro de un ambiente de seguridad y tranquilidad. También áticos a la venta.  Piscina, pista polideportiva, pádel, gimnasio, zonas de juegos infantiles, salas comunitarias y amplias zonas verdes sin salir de la urbanización. Las viviendas cuentan con dormitorios espaciosos y luminosos, bien orientadas con modernas calidades que dan forma a hogares de ensueño, bien comunicadas con transportes urbanos y lugares de ocio. En Cielo de Villaverde se han diseñado diversas tipologías de viviendas pensando en la comodidad. Todas las viviendas cuentan con excelentes distribuciones, trasteros y garajes, a un precio excelente. El proyecto se encuentra situado cerca del Centro Médico de Especialidades, y también de dos centros educativos, uno de ellos la Escuela Infantil El Sur y el otro la Escuela de Fútbol Villaverde. Alrededor se encuentran dos centros comerciales de ocio y zonas verdes como el Parque Dehesa Boyal; además de un supermercado Mercadona y el Palacio de congresos y exposiciones La Nave, centro de referencia tecnológica y cultural. Elige tu futuro hogar en la última fase del mejor proyecto. Además, ahora tienes la oportunidad de seleccionar las calidades y personalizar tu vivienda. Muy cerca de medios de transporte y zonas de naturaleza, ocio y deporte. A 20 min en metro de la Puerta del Sol y a 10 minutos de ATOCHA en tren. Ubicado cerca de espacios verdes como la Dehesa del Boyal y de un polideportivo de referencia como es el de Raúl Gonzalez; se encuentra a escasa distancia del metro y el cercanías.",True,newdevelopment,True,True,4022.0,True,False,False,False,[],False,False,366000.0,€,flat,"Los Ángeles, Madrid","Piso en José María Lozano Sáinz, 11",False,,True,True
102357381,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0e/64/bf/1152995296.webp,8027,64,,675000.0,countryHouse,sale,1064.0,,14,3,Torrelaguna,Madrid,Torrelaguna,,es,,40.8279557,-3.5322558,False,https://www.idealista.com/inmueble/102357381/,"Caserón y casa de guardés con cuadras en solar de 2.151 m2 en el centro urbano de Torrelaguna. Se trata de un gran solar frente al polideportivo y pegado a la ermita con una casona del Siglo XVIII de grandes dimensiones con un bonito diseño y una casa de guardés con cuadras, garaje y pajares. La casona rectangular de gran altura en su interior, con un amplio pasillo y peculiar suelo que llama la atención por sus colores y piso de gran calidad; del cual se van distribuyendo a ambos lados del mismo las diferentes estancias, todas de gran tamaño y altura. Nada más entrar en planta principal tenemos a mano derecha zona de lavadero, trastero, despensa y cómoda escalera para subir a planta alta. A ambos lados del pasillo, como comentamos anteriormente, se distribuyen las diferentes estancias, todas muy amplias entre 14 y 24 m2, como despachos, salones, dormitorios, etc. Salón con salida al jardín, baño completo, aseo, amplia cocina con despensa y amplio salón comedor. Planta alta por cómoda escalera, amplio recibidor y pasillo distribuidor con tres grandes dormitorios, 5 habitaciones con cámaras trastero bajo cubierta. La casa guardés en planta baja con sala de estar, cocina con salida al jardín, pequeña bodega-trastero bajando unos escalones y en planta alta con tres habitaciones baño y buhardilla. Al lado de la casa están las cuadras, almacén y pajares. El total de m2 son 1064 (629 de vivienda, 372 de almacenes y 63 de varios). Zona ajardinada con cenador y hueco de piscina. La casona está catalogada con protección nivel 3. Ambas construcciones necesitan reformas y ambas tienen grandes posibilidades, tanto para negocio en el caso de la casona, como a nivel familiar con el resto de la construcción. Teniendo la ermita al lado, donde se celebran muchas bodas y comuniones, sería un buen lugar para eventos y además teniendo el estacionamiento del polideportivo al lado. También estaría la posibilidad de adquirir, junto con la finca, de una a cuatro parcelas más de 300 m2 cada una para usar como aparcamiento, terrazas interiores o como inversión para la construcción de unifamiliares. El precio de estas parcelas es aparte. Los gastos anuales de IBI son 832 de la vivienda y 27 del paso de acceso, más 34 entre basura y paso de carruaje. NO HAY GASTOS DE AGENCIA.",False,renew,False,,634.0,True,False,True,False,[],False,False,675000.0,€,countryHouse,Torrelaguna,Caserón,,caseron,True,True
108309507,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b7/2a/77/1241938347.webp,PR-C-760@TipoA1º,29,1,376000.0,flat,sale,109.0,True,3,2,"José María Lozano Sáinz, 11",Madrid,Madrid,Villaverde,es,Los Ángeles,40.346688,-3.6947533,True,https://www.idealista.com/obra-nueva/108309507/,"1 plaza de garaje Forma de pago flexible atendiendo a tus necesidades Entrega de llaves: Entre febrero y abril 2027. Cielo de Villaverde cuenta con apartamentos y viviendas de 2 y 3 dormitorios, con terrazas y suelo radiante, y se caracteriza por contar con salas temáticas y más de 6.000m2 de zonas comunes exteriores, para disfrutar de una experiencia de relax, ocio y deporte dentro de un ambiente de seguridad y tranquilidad. También áticos a la venta.  Piscina, pista polideportiva, pádel, gimnasio, zonas de juegos infantiles, salas comunitarias y amplias zonas verdes sin salir de la urbanización. Las viviendas cuentan con dormitorios espaciosos y luminosos, bien orientadas con modernas calidades que dan forma a hogares de ensueño, bien comunicadas con transportes urbanos y lugares de ocio. En Cielo de Villaverde se han diseñado diversas tipologías de viviendas pensando en la comodidad. Todas las viviendas cuentan con excelentes distribuciones, trasteros y garajes, a un precio excelente. El proyecto se encuentra situado cerca del Centro Médico de Especialidades, y también de dos centros educativos, uno de ellos la Escuela Infantil El Sur y el otro la Escuela de Fútbol Villaverde. Alrededor se encuentran dos centros comerciales de ocio y zonas verdes como el Parque Dehesa Boyal; además de un supermercado Mercadona y el Palacio de congresos y exposiciones La Nave, centro de referencia tecnológica y cultural. Elige tu futuro hogar en la última fase del mejor proyecto. Además, ahora tienes la oportunidad de seleccionar las calidades y personalizar tu vivienda. Muy cerca de medios de transporte y zonas de naturaleza, ocio y deporte. A 20 min en metro de la Puerta del Sol y a 10 minutos de ATOCHA en tren. Ubicado cerca de espacios verdes como la Dehesa del Boyal y de un polideportivo de referencia como es el de Raúl Gonzalez; se encuentra a escasa distancia del metro y el cercanías.",True,newdevelopment,True,True,3450.0,True,False,False,False,[],False,False,376000.0,€,flat,"Los Ángeles, Madrid","Piso en José María Lozano Sáinz, 11",False,,True,True
108664781,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c7/80/da/1184328901.webp,a0P9L000000Xkwn,19,1,469000.0,flat,sale,135.0,True,3,2,"calle Provisional Berrocales Ochenta y Dos, 1",Madrid,Madrid,Vicálvaro,es,Los Berrocales,40.3708499,-3.5841591,True,https://www.idealista.com/obra-nueva/108664781/,"Incluye dos plazas de garaje. Descubre Sinán, promoción de viviendas de 1 a 4 dormitorios con amplias terrazas, completo equipamiento y cuidadas zonas comunes en la mejor ubicación de Los Berrocales. La promoción contará con piscina, gimnasio, gastroteca, coworking, huertos urbanos en la azotea, solárium con zona chill out, además de una zona especifica destinada a calistenia. Sinán será un proyecto icónico en Berrocales ya que se encuentra en una de las pocas parcelas singulares que permiten edificar edificios en altura. El nuevo proyecto será un icono en el sector. Por el este la promoción linda con la continuación de la Avenida de la Gran Vía del Sureste (la “Castellana del Sureste”) que conecta directamente con el Ensanche de Vallecas y que enlazará con el resto de nuevos sectores a desarrollar en los próximos años.  Por el lado oeste Sinan se ubica junto al nuevo Parque lineal que sigue el arroyo de la Marañosa, un parque ajardinado y peatonal con mucha vegetación y libre de coches donde tú y tu familia podréis correr, montar en bici, etc.",False,newdevelopment,True,True,3474.0,True,False,False,False,[],False,False,469000.0,€,flat,"Los Berrocales, Madrid","Piso en calle Provisional Berrocales Ochenta y Dos, 1",False,,True,True
108800975,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/18/d9/6e/1240384553.webp,Esc 1 12ºA,20,12,415100.0,flat,sale,84.0,True,2,2,"avenida Provisional Ahijones Berrocales, 62",Madrid,Madrid,Vicálvaro,es,Los Berrocales,40.3757717,-3.5792752,True,https://www.idealista.com/obra-nueva/108800975/,"Vivienda de obra nueva en Berrocales, al sureste de Madrid, entre Ensanche de Vallecas y Santa Eugenia. Celere Bifaz es una promoción moderna e innovadora. Con una oferta de 87 viviendas distribuidas en uno, dos y tres dormitorios, Célere Bifaz promete ser el hogar de quienes buscan un estilo de vida moderno y exclusivo. Luminoso y espacioso, este piso te brinda la amplitud y la luz natural que necesitas para crear tu propio hogar. Cada rincón está pensado para tu comodidad, desde la cocina totalmente equipada hasta el salón con terraza, perfecto para relajarte o disfrutar con amigos y familiares. Célere Bifaz contará con una calificación energética doble A, garantizando eficiencia tanto en emisiones como en consumos. Disfruta de tu plaza de garaje y trastero para mayor comodidad. El proyecto cuenta con una agradable piscina para adultos y de niños, zona de aseos, zona de bicicletas. En la última planta, y para poder disfrutar de las vistas, cuenta con una sala social-gourmet y un gimnasio. Además, la promoción ha incluido una zona exterior de juegos para niños, donde puedan disfrutar jugando en un entorno protegido. Un entorno que te encantará: Naturaleza a tu alcance, rodeado de zonas verdes y un parque infantil, este es el lugar perfecto para disfrutar del aire libre y crear momentos inolvidables en familia. Ubicación ideal, situada a pocos minutos del centro de Madrid y perfectamente comunicado por transporte público y privado, podrás disfrutar de todas las comodidades de la ciudad sin renunciar a la tranquilidad. La integración de viviendas, zonas verdes, comercios y servicios públicos asegura que los residentes disfruten de una calidad de vida inigualable.  IVA no incluido.",False,,True,True,4942.0,True,False,False,False,[],False,False,415100.0,€,flat,"Los Berrocales, Madrid","Piso en avenida Provisional Ahijones Berrocales, 62",False,,True,True
108213073,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/09/51/6d/1337452528.webp,1,19,bj,459000.0,duplex,sale,194.0,True,3,3,"Calle París, 12",Madrid,Móstoles,Sur,es,,40.3155266,-3.8632648,True,https://www.idealista.com/obra-nueva/108213073/,"Imagina despertar cada mañana en tu nuevo hogar, donde la luz entra por la terraza, el aire es limpio, y el silencio solo se rompe con los sonidos de una urbanización viva, tranquila, pensada para disfrutar. ¡viviendas de Renta Libre en Régimen de Cooperativa! En Calle París 12, en Móstoles, nace un nuevo proyecto: una comunidad de 28 familias que, como tú, sueñan con un espacio propio, moderno, cómodo y lleno de futuro. Aquí encontrarás viviendas de 2 y 3 dormitorios con 2 baños, todas con terraza, pensadas para adaptarse a cada etapa de la vida. Tal vez prefieras un bajo dúplex con jardín, donde los niños puedan jugar o tú desconectar al final del día. O un ático dúplex con una gran terraza, perfecto para ver atardeceres, recibir amigos o simplemente disfrutar del cielo. Cada vivienda incluye su plaza de garaje y trastero, porque el confort también está en los detalles. La urbanización ofrece zonas comunes, piscina y espacios para compartir, donde los vecinos se convierten en amigos. Y todo con una calificación energética A y unas calidades excepcionales. Este no es solo un edificio. Es el comienzo de una nueva historia. La tuya. Una oportunidad que no se presenta todos los días. Una decisión que cambia tu vida. Calle París 12, Móstoles  ¿Y si el próximo capítulo empieza aquí?",True,newdevelopment,True,True,2366.0,True,False,False,False,[],False,False,459000.0,€,flat,"Sur, Móstoles","Dúplex en Calle París, 12",False,duplex,True,True
108307553,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cb/44/81/1241938399.webp,PR-C-760@TipoA,29,3,380000.0,flat,sale,109.0,True,3,2,"José María Lozano Sáinz, 11",Madrid,Madrid,Villaverde,es,Los Ángeles,40.346688,-3.6947533,True,https://www.idealista.com/obra-nueva/108307553/,"2 plazas de garaje Forma de pago flexible atendiendo a tus necesidades Entrega de llaves: Entre febrero y abril 2027. Cielo de Villaverde cuenta con apartamentos y viviendas de 2 y 3 dormitorios, con terrazas y suelo radiante, y se caracteriza por contar con salas temáticas y más de 6.000m2 de zonas comunes exteriores, para disfrutar de una experiencia de relax, ocio y deporte dentro de un ambiente de seguridad y tranquilidad. También áticos a la venta.  Piscina, pista polideportiva, pádel, gimnasio, zonas de juegos infantiles, salas comunitarias y amplias zonas verdes sin salir de la urbanización. Las viviendas cuentan con dormitorios espaciosos y luminosos, bien orientadas con modernas calidades que dan forma a hogares de ensueño, bien comunicadas con transportes urbanos y lugares de ocio. En Cielo de Villaverde se han diseñado diversas tipologías de viviendas pensando en la comodidad. Todas las viviendas cuentan con excelentes distribuciones, trasteros y garajes, a un precio excelente. El proyecto se encuentra situado cerca del Centro Médico de Especialidades, y también de dos centros educativos, uno de ellos la Escuela Infantil El Sur y el otro la Escuela de Fútbol Villaverde. Alrededor se encuentran dos centros comerciales de ocio y zonas verdes como el Parque Dehesa Boyal; además de un supermercado Mercadona y el Palacio de congresos y exposiciones La Nave, centro de referencia tecnológica y cultural. Elige tu futuro hogar en la última fase del mejor proyecto. Además, ahora tienes la oportunidad de seleccionar las calidades y personalizar tu vivienda. Muy cerca de medios de transporte y zonas de naturaleza, ocio y deporte. A 20 min en metro de la Puerta del Sol y a 10 minutos de ATOCHA en tren. Ubicado cerca de espacios verdes como la Dehesa del Boyal y de un polideportivo de referencia como es el de Raúl Gonzalez; se encuentra a escasa distancia del metro y el cercanías.",True,newdevelopment,True,True,3486.0,True,False,False,False,[],False,False,380000.0,€,flat,"Los Ángeles, Madrid","Piso en José María Lozano Sáinz, 11",False,,True,True
108099778,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/05/7e/ef/1334527692.webp,4º C,58,4,822000.0,flat,sale,112.0,True,2,2,"calle Trujillos, 9",Madrid,Madrid,Centro,es,Sol,40.4189758,-3.7075175,True,https://www.idealista.com/obra-nueva/108099778/,"Piso a estrenar en el corazón de Madrid (las fotos son de la 4ª planta) Obra nueva, ubicado en un edificio señorial renovado y rehabilitado con ascensor, en el histórico Barrio Sol del Distrito Centro de Madrid. Características del piso: Dos dormitorios dobles, uno de ellos en suite, ambos con balcones a la calle. Dos baños modernos y funcionales. Salón con cocina americana, ideal para disfrutar de momentos en familia o con amigos. Sistema de climatización por conducto para tu confort durante todo el año. Armarios empotrados y acabados de excelente calidad. Ubicación inmejorable: Situado en el centro histórico de Madrid, con una gran oferta comercial, de restauración, ocio y cultura. A pocos pasos de Ópera y el Palacio Real. Una oportunidad única: Vive en una de las zonas más demandadas de Madrid y disfruta de un piso nuevo con todas las comodidades. ¡No pierdas esta oportunidad! Ponte en contacto con nosotros y coordina una visita.",True,newdevelopment,True,True,7339.0,True,False,False,False,[],False,False,822000.0,€,flat,"Sol, Madrid","Piso en calle Trujillos, 9",True,,,
108801003,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d9/6d/54/1260479261.webp,Esc 2 1ºB,20,1,425700.0,flat,sale,100.0,True,2,2,"avenida Provisional Ahijones Berrocales, 62",Madrid,Madrid,Vicálvaro,es,Los Berrocales,40.3757717,-3.5792752,True,https://www.idealista.com/obra-nueva/108801003/,"Vivienda de obra nueva en Berrocales, al sureste de Madrid, entre Ensanche de Vallecas y Santa Eugenia. Célere Bifaz es una promoción moderna e innovadora. Con una oferta de 87 viviendas distribuidas en uno, dos y tres dormitorios, Célere Bifaz promete ser el hogar de quienes buscan un estilo de vida moderno y exclusivo. Luminoso y espacioso, este piso te brinda la amplitud y la luz natural que necesitas para crear tu propio hogar. Cada rincón está pensado para tu comodidad, desde la cocina totalmente equipada hasta el salón con terraza, perfecto para relajarte o disfrutar con amigos y familiares. Célere Bifaz contará con una calificación energética doble A, garantizando eficiencia tanto en emisiones como en consumos. Disfruta de tu plaza de garaje y trastero para mayor comodidad. El proyecto cuenta con una agradable piscina para adultos y de niños, zona de aseos, zona de bicicletas. En la última planta, y para poder disfrutar de las vistas, cuenta con una sala social-gourmet y un gimnasio. Además, la promoción ha incluido una zona exterior de juegos para niños, donde puedan disfrutar jugando en un entorno protegido. Un entorno que te encantará: Naturaleza a tu alcance, rodeado de zonas verdes y un parque infantil, este es el lugar perfecto para disfrutar del aire libre y crear momentos inolvidables en familia. Ubicación ideal, situada a pocos minutos del centro de Madrid y perfectamente comunicado por transporte público y privado, podrás disfrutar de todas las comodidades de la ciudad sin renunciar a la tranquilidad. La integración de viviendas, zonas verdes, comercios y servicios públicos asegura que los residentes disfruten de una calidad de vida inigualable.",False,newdevelopment,True,True,4257.0,True,False,False,False,[],False,False,425700.0,€,flat,"Los Berrocales, Madrid","Piso en avenida Provisional Ahijones Berrocales, 62",False,,True,True
107330393,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/50/db/e8/1309768597.webp,Vivienda 14,18,,1907000.0,chalet,sale,338.0,,3,3,"calle Astun, 30",Madrid,Madrid,Moncloa,es,Valdemarín,40.4660422,-3.7758358,True,https://www.idealista.com/obra-nueva/107330393/,"SUMMIT es una exclusiva urbanización de 20 chalets pareados con jardines y piscinas individuales que cuentan además con un increíble rooftop con vistas a la sierra y al skyline de Madrid.    Ubicado en pleno Valdemarín, en el distrito de Aravaca-Moncloa, uno de los barrios más cotizados de Madrid por su entorno natural a menos de 10 minutos del centro de la ciudad.   Summit te permitirá vivir en una urbanización cerrada con seguridad y zonas de ocio para compartir, con parcelas privadas de hasta 497 m², y viviendas construidas en 3 plantas más solárium, todas equipadas con ascensor, para una máxima comodidad. Las viviendas ofrecen la posibilidad de contar de 3 a 5 dormitorios con una distribución y un interiorismo personalizable.    Otro de los aspectos a destacar de esta promoción es que todas las viviendas cuentan con orientación sur, por lo que la luminosidad forma parte del sello de esta exclusiva promoción.   Viviendas pareadas que mantienen una máxima privacidad, logrando un aislamiento acústico superior ya que la única comunicación entre viviendas se realiza a través de la zona de escaleras y ascensor de cada vivienda, sin que lleguen a comunicar estancias principales, logrando así una sensación de gran independencia.   Mención especial merece su envidiable Rooftop, pensado para disfrutar de momentos de ocio y descanso con unas vistas despejadas a la sierra y al Skyline de Madrid.    Espacios amplios, modernos y conectados entre sí que comunican de manera impecable interior con exterior. En la planta principal los espacios fluyen entre cocina, salón y exterior, con salida directa desde todas las estancias al jardín.  La cocina, diseñada por la prestigiosa firma Gunni & Tentino, cuenta con gran isla central y se abre a la zona de comedor y salón para potenciar la sensación de espacio.  En esta planta contamos con una terraza de acceso directo desde la cocina, una zona de porche que comunica la zona de comedor y un gran porche principal con vistas al jardín y a la piscina por lo que toda la planta se integra de manera armoniosa con el exterior.   Diseño y elegancia van de la mano en este proyecto con una sofisticada presencia, con fachadas que juegan con grandes ventanales y unas elegantes celosías de lamas exteriores visten las viviendas y que controlan la incidencia solar, matizando la privacidad y la luz.   Calidades premium en todas las viviendas: cocinas de Gunni & Tentino, pavimentos porcelánicos en formato 1.2x1.2m, tarima de roble en la planta de noche, carpinterías de la máxima calidad, domótica de última generación. Las viviendas cuentan además con un diseño sostenible, con sistemas de calefacción por aerotermia con suelo radiante/ refrigerante además de contar con aire acondicionado de refuerzo.   Además, Grupo ABU ofrece la oportunidad de personalizar el interiorismo al gusto de cada cliente, creando un espacio que refleje su estilo y personalidad, de la mano del prestigioso estudio Coton et Bois.   Ubicación estratégica a menos de 10 minutos del centro de Madrid, Valdemarín cuenta con una amplia oferta de colegios internacionales como el colegio Estudio, The English Montesori, Mater Salvatoris o el Stela Maris; centros médicos como el hospital de la Zarzuela, Vithas Aravaca; centros de restauración y centros deportivos como el David Lloyd, Club de Campo o el Hipódromo de la Zarzuela.   Grupo Abu, cuenta con una una sólida trayectoria en el mundo del lujo, con más de 25 años en el sector, se ha especializado en la promoción de viviendas exclusivas en emplazamientos prime. Su compromiso con el diseño, la tecnología y la innovación son un sello latente en todas sus promociones. Cada proyecto es único y cada vivienda también gracias a su servicio de personal.",False,newdevelopment,True,,5642.0,True,False,False,False,[],False,False,1907000.0,€,chalet,"Valdemarín, Madrid","Chalet pareado en calle Astun, 30",False,semidetachedHouse,True,True
107395218,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/63/a0/31/1311635521.webp,,38,,479900.0,chalet,sale,200.0,,4,3,"avenida de las Flores, 20",Madrid,Arroyomolinos,Casco Antiguo - La Dehesa - Los Monteros,es,,40.2690661,-3.9145096,True,https://www.idealista.com/inmueble/107395218/,"Agencia inmobiliaria en Arroyomolinos INMOBILIARIA HOGARES ARROYOMOLINOS VENDE ESPECTACULAR CHALET PAREADO EN PROCESO DE DESCALIFICACION EN UNA DE LAS MEJORES ZONAS DE ARROYOMOLINOS.  Esta magnífica vivienda de tres plantas ha sido diseñada para ofrecer el máximo confort y funcionalidad, con estancias amplias, luminosas y bien distribuidas, perfectas para disfrutar en familia. Al entrar, un elegante hall da la bienvenida y conduce a un amplio y acogedor salón-comedor con chimenea, un espacio ideal para el descanso y la vida en familia. La cocina, funcional y bien equipada, ofrece gran capacidad de almacenamiento. En esta misma planta, dos amplios dormitorios con armarios empotrados garantizan comodidad y privacidad, además de un baño completo que da servicio a la planta. En la primera planta se encuentra el dormitorio principal, un verdadero refugio privado que dispone de vestidor, baño en suite y acceso directo a una terraza con vistas despejadas, ideal para disfrutar del aire libre en total privacidad. La planta sótano añade un valor excepcional a la vivienda. Además de contar con un garaje con capacidad para un vehículo, esta zona ha sido habilitada como vivienda independiente, perfecto para invitados o familiares. Dispone de una cocina abierta al salón-comedor, un dormitorio con armario empotrado y un baño completo con ventana. Desde aquí se accede directamente al jardín, el rincón perfecto para relajarse y disfrutar al máximo. El exterior de la vivienda es simplemente espectacular. Un precioso jardín rodea la casa, complementado con un acogedor porche de madera, una amplia piscina donde refrescarse en los días más cálidos y una zona de barbacoa ideal para reuniones con familiares y amigos. Ubicada en un entorno tranquilo y bien comunicado, esta casa ofrece todo lo que necesitas para vivir con comodidad y calidad de vida. ¡No dejes pasar esta oportunidad! Contacta con nosotros y ven a visitarla.",True,good,False,,2400.0,True,True,False,False,[],False,False,479900.0,€,chalet,"Casco Antiguo - La Dehesa - Los Monteros, Arroyomolinos","Chalet pareado en avenida de las Flores, 20",,semidetachedHouse,True,True
107973784,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6d/e2/c1/1329892288.webp,MARIA TERESA SAEZ DE HEREDIA,10,4,245000.0,flat,sale,66.0,True,3,1,calle de María Teresa Sáenz de Heredia,Madrid,Madrid,Ciudad Lineal,es,Ventas,40.4250028,-3.6545729,False,https://www.idealista.com/inmueble/107973784/,"GARSIERRA. Piso distribuido en salón-comedor, cocina, 3 habitaciones, 1 baño completo. Ubicado en el centro urbano de la población. Dispone en su entorno de amplias zonas ajardinadas.",True,good,False,False,3712.0,True,False,False,False,[],False,False,245000.0,€,flat,"Ventas, Madrid",Piso en calle de María Teresa Sáenz de Heredia,,,,
