propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,externalReference,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,parkingSpace.parkingSpacePrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.subTypology
108471383,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a7/b0/fb/1345913650.webp,17,bj,162000.0,flat,sale,77.0,True,3,1,calle de Blasco de Garay,Madrid,Alcalá de Henares,Reyes Católicos,es,,40.4772,-3.3837047,False,https://www.idealista.com/inmueble/108471383/,"Agencia inmobiliaria TECNOCASA de ALCALÁ DE HENARES - REYES CATOLICOS - NUESTRA SEÑORA DE BELEN, vende BAJO REFORMADO CON TERRAZA, 3 dormitorios y 1 baño. El piso dispone de una superficie construida de unos 77m2. Se compone de 3 dormitorios, amplio salón con salida a una agradable terraza, la cocina equipada con muebles altos y bajos y baño completo. Rodeada de zonas ajardinadas, parques infantiles y zonas deportivas. No dudes en venir a verla porque puede ser lo que estas buscando. Además te recordamos que te ayudamos con la financiación de la vivienda gracias a nuestro departamento financiero KIRON. Infórmese en nuestra oficina. MEJOR VERLO. OFICINA DE TECNOCASA NUESTRA SEÑORA DE BELEN.",False,good,False,False,2104.0,False,False,False,False,[],False,False,162000.0,€,flat,"Reyes Católicos, Alcalá de Henares",Piso en calle de Blasco de Garay,Destacado,,,,,,,,
108584020,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/aa/cb/2b/1349138484.webp,14,bj,82000.0,flat,sale,62.0,True,1,1,calle de María Encinas,Madrid,Madrid,Puente de Vallecas,es,San Diego,40.3918296,-3.6723247,False,https://www.idealista.com/inmueble/108584020/,"IDEAL PARA INVERSORES: VENTA DE NUDA PROPIEDAD. NUDA PROPIEDAD. Grupo Retiro gestiona la venta de la nuda propiedad de una vivienda y trastero valorados en 155.000 euros a cambio de un Pago Único de Capital de 82.000 €. Los usufructuarios, hombre de 76 años y mujer de 75 años, continuarán utilizando el inmueble hasta su fallecimiento. DESCRIPCIÓN DEL INMUEBLE: VIVIENDA EXTERIOR hall-vestíbulo de entrada, cocina, salón, 1 dormitorio y cuarto de baño completo, la vivienda tiene anejo un TRASTERO y el uso exclusivo de un patio. VIVIENDA: • Estado de conservación: Bueno • Calefacción: Individual-(Gas Natural). • Agua caliente: individual (Gas Natural). • Aire Acondicionado: No - Preinstalación de aire-acondicionado SI • VPO: NO. • La vivienda tiene el uso exclusivo de un patio de 43 m2. EDIFICIO: • Tiene 3 plantas • Zona común: NO. • Portero: No. • Condiciones de accesibilidad: Ascensor: NO. • La próxima ITE se realizará en el año 2038. COMPRAVENTA DE NUDA PROPIEDAD A CAMBIO DE PAGO ÚNICO DE CAPITAL Usted como comprador adquiere la Nuda Propiedad del inmueble a cambio del pago único de una cantidad. Los vendedores se reservan el usufructo vitalicio de la vivienda. Por tanto, al fallecimiento de los usufructuarios, Usted como comprador, pasará a tener la plena disponibilidad de la vivienda, al consolidarse el Uso y Disfrute de la misma con la Nuda Propiedad. GASTOS ANUALES DEL INMUEBLE: Serán a cargo del comprador los recibos del IBI, las cuotas extraordinarias de Comunidad y el seguro del continente de la vivienda. El resto de gastos, es decir, las cuotas ordinarias de comunidad, la Tasa municipal de Residuos Urbanos (si llegara a existir) y los recibos de los suministros serán a cargo de los usufructuarios. Los Honorarios Profesionales de Mediación de GRUPO RETIRO y los impuestos asociados a esta operación no están incluidos. Puede ver otras oportunidades pinchando en nuestro LOGO.",False,good,False,False,1323.0,False,False,False,False,[],False,False,82000.0,€,flat,"San Diego, Madrid",Piso en calle de María Encinas,Destacado,Z3249,,,,,,,
108581224,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/60/be/9d/1357044442.webp,26,3,510000.0,flat,sale,68.0,True,2,1,calle de Pedro Heredia,Madrid,Madrid,Barrio de Salamanca,es,Fuente del Berro,40.428056,-3.666223,False,https://www.idealista.com/inmueble/108581224/,"Redpiso Fuente del Berro le ofrece: Magnifico ático completamente reformado con orientación suroeste a un paso de la calle Alcalá y la Plaza de Toros. Inmueble de oportunidad con amplia terraza exterior, de uso y disfrute exclusivo del piso, de 22 metros cuadrados y 46 metros cuadrados de vivienda. Distribuido en 2 dormitorios, un baño, cocina independiente y salón. Suelos de parquet, ventanas climalit, calefacción y aire acondicionado de bomba frio y calor. Muy bien comunicado por metro, autobús y fácil acceso a la M-30. La zona cuenta con todos los servicios necesarios para nuestra comodidad, dispone de gran variedad de colegios, zonas verdes (Parque Fuente del Berro y Eva Perón), ocio, restauración y todo tipo de comercio especializado. En Redpiso disponemos de financiera propia Dcredit, con asesoramientos gratuitos y financiación de hasta el 100%. Consúltenos sin compromiso. Inmueble sin ascensor.",True,good,False,False,7500.0,False,False,False,False,[],False,False,510000.0,€,flat,"Fuente del Berro, Madrid",Piso en calle de Pedro Heredia,Destacado,RP1242025138995,,,,,,,
108856727,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d1/28/2e/1357142356.webp,26,2,159999.0,flat,sale,69.0,True,2,1,CL CUESTA PERDICES,Madrid,Aranjuez,Vergel-Las Olivas,es,,40.0266272,-3.61073,False,https://www.idealista.com/inmueble/108856727/,"! TECNOCASA VENDE EN EXCLUSIVA! ¡Descubre tu nuevo hogar en Aranjuez!  Este fantástico piso de 69 m² construidos, situado en la mejor zona de Las Aves, te ofrece todo lo que necesitas para disfrutar de una vida cómoda y moderna.  Totalmente reformado, cuenta con dos amplios y luminosos dormitorios, ideales para descansar y relajarte. La segunda planta, accesible mediante ascensor, garantiza comodidad y tranquilidad. Las paredes alisadas y el sistema eléctrico y de fontanería completamente nuevos aportan un toque contemporáneo a este hogar. Además, el aire acondicionado frío y calor te permitirá disfrutar de un ambiente agradable durante todo el año. La terraza y el balcón son perfectos para disfrutar del aire libre y las vistas. Ubicado estratégicamente cerca de supermercados, bares y restaurantes, tendrás todo a tu alcance. A solo unos minutos a pie de la estación de cercanías Renfe y con paradas de autobús cercanas, moverte por Aranjuez será muy sencillo. También estarás próximo al centro comercial E. Leclerc, donde encontrarás una amplia variedad de servicios. No dejes pasar la oportunidad de vivir en este maravilloso piso que combina comodidad, ubicación y estilo.  ¡Ven a verlo y enamórate de tu nuevo hogar!",False,good,False,True,2319.0,False,False,False,False,[],False,False,159999.0,€,flat,"Vergel-Las Olivas, Aranjuez",Piso en Cl Cuesta Perdices,Destacado,,,,,,,,
104388089,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/86/b1/ea/1219018539.webp,20,1,2100000.0,flat,sale,188.0,True,3,2,calle de Fernando VI,Madrid,Madrid,Centro,es,Chueca-Justicia,40.4243526,-3.6947702,False,https://www.idealista.com/inmueble/104388089/,"En el mismo Fernando VI y ubicada en un precioso edificio clásico encontramos esta exclusiva propiedad reformada con tres balcones a la calle que la dotan de una excepcional luz. La propiedad consta de 2 habitaciones y dos baños uno de ellos tipo ensuite. Una tercer habitacion podria añadirse al salon con una sencilla reforma. Apenas ha sido usado desde que se reformo.  Disfruta de acabados de máxima calidad. destacando su excepcional cocina en isla con electrodomésticos de primera gama tarima de roble, vigas vistas etc. Una excepcional reforma en el barrio de moda mas demandado de la capital. Justicia se ha consolidado como uno de los barrios más modernos de Madrid, ofreciendo una amplia gama de grandes mercados, restaurantes, boutiques y bares. Se ha convertido en una de las zonas más codiciadas de Madrid gracias a su excelente calidad de vida, su ubicación estratégica y su reputación como icono de modernidad.",False,good,False,True,11170.0,False,False,False,False,[],False,False,2100000.0,€,flat,"Chueca-Justicia, Madrid",Piso en calle de Fernando Vi,Destacado,MAD6923734,,,,,,,
108311544,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3a/e9/29/1340349768.webp,27,7,310000.0,flat,sale,70.0,True,2,1,avenida de Castilla y León,Madrid,Tres Cantos,Primera Fase - Nuevo Tres Cantos,es,,40.6156305,-3.7252751,False,https://www.idealista.com/inmueble/108311544/,"¡EXCELENTE OPORTUNIDAD DE INVERSIÓN EN TRES CANTOS!  Detalles de la inversión:  RENTA: Entre 850-1.150€/Mes  FIN DE CONTRATOS: Desde inicio de 2027 hasta 2031  GASTOS COMUNIDAD: Alrededor 77€/Mes  GASTOS IBI: Sobre 280€/Año  Piso en venta actualmente alquilado a inquilino con alta solvencia, garantizando rentabilidad inmediata desde el primer día.  Ideal para inversores que buscan un activo seguro y con ingresos estables.  La vivienda cuenta con 2 amplios dormitorios exteriores con grandes ventanales, un baño completo y una cocina americana totalmente equipada integrada en un salón luminoso y acogedor. Dispone de calefacción individual por gas natural, ventanas climalit en aluminio, puertas de madera clara y suelo de gres. Incluye plaza de garaje y trastero. Ubicada en una urbanización privada y cerrada, con conserje, piscina, pista de pádel, mesa de ping pong y parque infantil. Se ubica en la zona mas nueva de la ciudad de Tres Cantos, en plena expansión de viviendas y servicios. Cerca de paradas de autobús de lineas urbanas e interurbanas. Acceso muy próximo a la M607, en ambos sentidos, Madrid y sierra. Consultar detalles de la rentabilidad y demás información.",False,good,False,True,4429.0,False,False,False,False,[],False,False,310000.0,€,flat,"Primera Fase - Nuevo Tres Cantos, Tres Cantos",Piso en avenida de Castilla y León,Destacado,TC10401,,,,,,,
108618515,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0c/37/14/1350113132.webp,26,2,220000.0,studio,sale,35.0,False,0,1,calle del Salitre,Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.4070498,-3.7003122,False,https://www.idealista.com/inmueble/108618515/,"ENGLISH SPOKEN! IDEAL INVERSORES! MAGNÍFICA OPORTUNIDAD EN El CORAZÓN DE LAVAPIES! Estupendo estudio en una de las zonas más de moda de la capital.  Cuenta con salón, habitación, cocina amueblada con electrodomésticos, baño con ventana y zona de almacenaje. Vivienda de techos altos y reformado con buenas calidades Lavapies es un barrio mágnifico, concurrido y multicultural con calles medievales en cuesta llenas de restaurantes y centros culturales con exposiciones. Además, encontrarás colegios y comercios cercanos, así como paradas de autobuses EMT cercanas. El acceso al transporte público es muy cómodo, ya que cuenta con las estaciones de metro Quevedo (L3) poca distancia. Si estas interesado no dudes en solicitar más información o concretar una cita previa.",True,good,False,True,6286.0,False,False,False,False,[],False,False,220000.0,€,flat,"Lavapiés-Embajadores, Madrid",Estudio en calle del Salitre,Destacado,,,,,240000.0,20000.0,8.0,studio
105171575,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b5/2d/73/1243992554.webp,27,1,185000.0,flat,sale,78.0,True,4,1,calle Granada,Madrid,Alcalá de Henares,Reyes Católicos,es,,40.4777704,-3.3758477,False,https://www.idealista.com/inmueble/105171575/,"TECNOCASA agencia inmobiliaria de ALCALÁ DE HENARES - zona PUERTA DE MADRID - REYES CATÓLICOS, vende piso de 4 dormitorios CON ASCENSOR en C/GRANADA. Piso en reformado, con una superficie construida de unos 78 m2 aprox. Se compone de 4 dormitorios, salón amplio y muy luminoso con TERRAZA, baño completo con plato de ducha y cocina equipada con muebles altos y bajos. La vivienda dispone de calefacción eléctrica. No dudes en venir a verla porque puede ser lo que estás buscando. Destaca por su cercanía al casco histórico de Alcalá de Henares y por estar rodeada de numerosos servicios a su alrededor: farmacias, bancos, bares, restaurantes, supermercados, colegios, autobuses urbanos, etc. A 10 minutos andando de la Plaza Cervantes. Además te recordamos que te ayudamos con la financiación de la vivienda gracias a nuestro departamento financiero KIRON. Hasta el 100% de la hipoteca. Infórmese en nuestra oficina.",False,good,False,True,2372.0,False,False,False,False,[],False,False,185000.0,€,flat,"Reyes Católicos, Alcalá de Henares",Piso en calle Granada,Destacado,,,,,,,,
108225774,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c3/99/0b/1337671964.webp,12,3,310000.0,penthouse,sale,70.0,True,2,1,calle del Capitán Blanco Argibay,Madrid,Madrid,Tetuán,es,Valdeacederas,40.4660588,-3.703528,False,https://www.idealista.com/inmueble/108225774/,"SE VENDE ÁTICO CON TERRAZA EN VALDEACEDERAS Allí donde la Calle del Capitán Blanco de Argibay besa a la de Bravo Murillo, a unos pasos de la boca de metro de Valdeacederas, en el barrio de Tetuán, un ático de 70 m2 construidos con una preciosa terraza, llena de luz y de historias escritas y por escribir busca nuevos propietarios. Los actuales lo adquirieron cuando comenzaba el milenio y lo alquilaron a una familia que lo hizo su hogar, y cuyo contrato de arrendamiento vence el 30 DE SEPTIEMBRE DE 2025. Una vivienda de las de toda la vida, en una tercera planta sin ascensor, en un barrio donde vivir bien no significa vivir caro.  Quien no conoce Tetuán no conoce del todo Madrid. Hay algo en este barrio —entre lo castizo y lo moderno, lo popular y lo inesperadamente elegante— que recuerda que las ciudades, como las personas, tienen alma.  Al norte de la ciudad, entre edificios que combinan la modesta arquitectura de posguerra con torres de cristal, el barrio es una especie de crónica viva de la emigración y el mestizaje, con un urbanismo y mercado inmobiliario en plena ebullición. Naciones Unidas barrio con vecinos, también, de toda la vida —esos que saludan desde los balcones con las plantas colgando— y recién llegados con ganas de hacer barrio; un lugar donde los que viven no esperan que el mundo les sea dado, sino que lo construyen una fuerza de trabajo, de fe y de perseverancia.  Un barrio con alquileres pagables y viviendas comprables. Un barrio con presente y mucho futuro, en el que se vive el placer de no tener que correr porque todo está a tus pies. Llámanos si quieres ser su próximo propietario.",False,good,False,False,4429.0,False,False,False,False,[],False,False,310000.0,€,flat,"Valdeacederas, Madrid",Ático en calle del Capitán Blanco Argibay,Destacado,2253-435-EM,,,,,,,penthouse
106731676,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/eb/c8/8c/1292300000.webp,38,1,279900.0,duplex,sale,114.0,True,3,3,calle de Castilla y León,Madrid,Arroyomolinos,Zona el Caño,es,,40.2733256,-3.920461,False,https://www.idealista.com/inmueble/106731676/,"¡GRAN OPORTUNIDAD! REDPISO ARROYOMOLINOS vende fantástico dúplex de 3 dormitorios en zona El Caño, SIN ASCENSOR, cercano a todo tipo de servicios, comercios, supermercados, colegios y transporte público. El piso se encuentra ubicado en urbanización privada, con trastero y plaza de garaje. La vivienda se distribuye en dos alturas de la siguiente manera: EN LA PLANTA BAJA, por la cual se accede, nos encontramos con el salón, la cocina y un aseo. EN LA PLANTA SUPERIOR tenemos 3 dormitorios y 2 baños, uno de ellos en suite en el dormitorio principal, el cual cuenta también con una TERRAZA CERRADA. Aire acondicionado en todas las estancias. ¡VEN A VISITARNOS, TE RECIBIREMOS ENCANTADO! Financiación ofrecida por nuestro departamento financiero Dcredit. Según el Real Decreto de 218/2005 de 11 de octubre, los precios ofertados no comprenden los tributos (Impuestos de Transmisiones Patrimoniales), ni los gastos notariales y registrales relativos a la compra-venta, ni la comisión de intermediación que satisface el comprador.",False,good,False,False,2455.0,False,False,False,False,[],False,False,279900.0,€,flat,"Zona el Caño, Arroyomolinos",Dúplex en calle de Castilla y León,Destacado,RP1712024132764,True,True,,,,,duplex
107894434,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ab/62/27/1327567298.webp,37,3,295000.0,flat,sale,90.0,True,2,2,calle de María Odiaga,Madrid,Madrid,Carabanchel,es,Puerta Bonita,40.3765951,-3.7415309,False,https://www.idealista.com/inmueble/107894434/,"¡Descubre tu nuevo hogar! Este espectacular piso del 2005, ubicado en una urbanización cerrada, es el refugio perfecto para quienes buscan comodidad y tranquilidad. Con 90 m² construidos, cuenta con dos amplios dormitorios, incluyendo una habitación principal de 20 metros, ideal para relajarte y disfrutar de tu espacio personal. Los dos baños completos ofrecen funcionalidad y confort para toda la familia. El gran salón con mirador es el corazón de la casa, donde podrás disfrutar de momentos inolvidables. La cocina está completamente equipada y lista para que prepares tus platos favoritos. Además, el aire acondicionado y la calefacción por gas natural garantizan un ambiente agradable durante todo el año. Esta vivienda, reformada hace 8 años, está en excelente estado y lista para entrar a vivir. Las zonas comunes incluyen una hermosa piscina y jardines, perfectos para disfrutar del aire libre. La ubicación es inmejorable: en una zona tranquila, excelentemente comunicada y rodeada de una amplia oferta de comercios y servicios. También hay zonas verdes cercanas, ideales para pasear o hacer ejercicio. Situado en la tercera planta con ascensor y con orientación este, este piso es apto para personas con movilidad reducida. ¡No dejes pasar esta oportunidad! Ven a verlo y enamórate de tu nuevo hogar.",False,good,False,True,3278.0,False,False,False,False,[],False,False,295000.0,€,flat,"Puerta Bonita, Madrid",Piso en calle de María Odiaga,Destacado,,,,,,,,
108699975,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7c/8a/f7/1352533836.webp,19,3,385000.0,flat,sale,86.0,True,3,2,calle del Lago Constanza,Madrid,Madrid,Ciudad Lineal,es,Pueblo Nuevo,40.4313479,-3.6452883,False,https://www.idealista.com/inmueble/108699975/,"Te presentamos este acogedor piso de 86 m² construidos, reformado y listo para entrar a vivir, ideal para una familia, en una ubicación privilegiada del barrio de Quintana, a tan solo 5 minutos andando del Metro Quintana linea 5 y linea 7 Metro Ascao, autobus 38 y 113. La vivienda destaca por su luminoso salón comedor. Cuenta con 3 dormitorios, y 2 baños completos con un diseño moderno y funcional. La cocina independiente ha sido renovada con gusto. El piso se encuentra en una 3ª planta sIn ascensor.  Situado en una zona tranquila, con todos los servicios al alcance, supermercados, colegios, parques, este piso ofrece la combinación perfecta de comodidad, estilo y buena ubicación. Una vivienda con alma, hecha para vivirla. ¡Solicita tu visita y descúbrelo tú mismo!",False,good,False,False,4477.0,False,False,False,False,[],False,False,385000.0,€,flat,"Pueblo Nuevo, Madrid",Piso en calle del Lago Constanza,Destacado,RP032025139814,,,,,,,
108028019,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/23/76/3d/1331632597.webp,86,,598000.0,chalet,sale,244.0,,4,4,calle Atenea,Madrid,Torrejón de Ardoz,Suroeste,es,,40.4460845,-3.4783183,False,https://www.idealista.com/inmueble/108028019/,"VOhome Torrejón de Ardoz comercializa encantador Chalet Familiar en la zona de los Fresnos de Torrejón de Ardoz Te presentamos este magnífico chalet adosado de 175 m², ideal para familias que buscan un hogar luminoso y acogedor.Construido en 1995, esta propiedad destaca por su diseño funcional y su excelente distribución La vivienda se distribuye en 3 plantas  En la primera planta nos encontramos con un amplio recibidor, la cocina amueblada, lista para que des rienda suelta a tu creatividad culinaria y con salida a una gran terraza acristalada  El salón espacioso y luminoso, ideal para disfrutar de momentos en familia o amigos  Además cuenta con un baño ideal para tus visitas. En la segunda planta estan las 4 amplias habitaciones, perfectas para acomodar a toda la familia, 2 baños completos uno de ellos en suite que garantizan comodidad y privacidad. En la planta sótano contamos con un amplio espacio acondicionado y con muchas posibilidades de crear el ambiente perfecto que te gustaria tener. Puedes disfrutar de un hermoso jardín y una terraza donde podrás relajarte y disfrutar del aire libre.  Este bonito chalet dispone de calefacción de gas natural individual para un confort óptimo en invierno, aire acondicionado, amplios armarios empotrados que ofrecen un gran espacio de almacenamiento. Lo suelos son de parquet que aporta calidez y elegancia a cada estancia, ventanas Climalit que brindan aislamiento térmico y acústico para un hogar más eficiente y tranquilo. Este hogar cuenta con una amplia zona de acceso al garaje con puerta automática. Este estupendo garaje tiene salida directa al jardín y dispone de un aseo, un lavabo, una despensa, armario para herramientas y zona de colada para mayor comodidad.  Esta propiedad es perfecta para aquellos que buscan un estilo de vida familiar en una zona tranquila y bien comunicada. Este chalet podría convertirse en tu nuevo hogar. En este distrito se puede tener una excelente calidad de vida. En cuanto a la comunicación tenemos paradas de autobús urbano L3 como también parada de autobús conexión Avenida de América L 224 A,  Hay acceso al M206 con salida a centro de Torrejón, San Fernando de Henares y Alcalá de Henares  Tambien salida M45 y M30 hacia Madrid y 20 minutos de la renfe caminado. Cuenta con supermercados, colegio y servicios varios  En VOhome propiedades trabajamos para ofrecer a nuestros clientes los mejores inmuebles de cada zona de Torrejón de Ardoz, para proporcionarles la mejor opción a sus necesidades con toda la excelencia y cuidando al máximo los detalles. Póngase en contacto con VOhome Propiedades para solicitar una visita o cualquier tipo de información sobre éste o cualquiera de nuestros inmuebles y servicios. Ponemos a su entera disposición el servicio de Departamento Financiero. Dicho departamento le podrá gestionar su hipoteca con las mejores condiciones del mercado, le gestionará la tasación y se encargará de organizar la firma de su operación. Le informamos que contamos con servicios propios y externalizados que se encargan de reformas y decoración. Ellos podrán realizar los presupuestos que necesite sin ningún tipo de compromiso. ¡No dude en llamarnos! También puede contactarnos en nuestra oficina de calle Hospital, 26, al  Le atenderemos con mucho gusto.",True,good,False,,2451.0,False,False,False,False,[],False,False,598000.0,€,chalet,"Suroeste, Torrejón de Ardoz",Chalet adosado en calle Atenea,Destacado,GZG-12042120,True,True,,,,,terracedHouse
108682678,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c9/cd/1f/1352012006.webp,36,-1,245000.0,flat,sale,62.0,False,1,1,paseo de Santa María de la Cabeza,Madrid,Madrid,Arganzuela,es,Palos de la Frontera,40.405189,-3.6975141,False,https://www.idealista.com/inmueble/108682678/,"La Casa Agency ofrece en exclusiva la venta de un acogedor piso en planta baja, ubicado en el popular barrio de Palos de la Frontera, una de las zonas más tranquilas y mejor comunicadas del centro de Madrid. La vivienda se encuentra en la planta baja de un edificio en buen estado de conservación y destaca por su distribución práctica, que permite aprovechar al máximo el espacio disponible. Al acceder al inmueble, nos recibe un salón que brinda un ambiente cálido y confortable, ideal para el descanso y el día a día. La cocina es independiente y tiene salida directa a un patio interior de uso privado, perfecto como área adicional para tender la ropa, almacenar objetos o incluso crear un agradable rincón chill-out con plantas y mobiliario de exterior. Este patio supone un valor extra poco habitual en pisos de estas características. Además, la comunidad ya ha aprobado en junta la realización de obras para solucionar las humedades en la vivienda. El piso cuenta con un dormitorio amplio, con capacidad para una cama doble y espacio de almacenamiento, garantizando comodidad y tranquilidad. Se sitúa en una calle tranquila, pero con todo tipo de servicios a muy poca distancia: supermercados, comercios, farmacias, colegios y centros de salud. También está excelentemente conectado mediante transporte público, con la estación de metro Palos de la Frontera (Línea 3) y varias líneas de autobús muy próximas. Asimismo, se puede llegar caminando en pocos minutos a la estación de Atocha, el Paseo del Prado y Madrid Río. No pierdas esta oportunidad y llámanos para concertar una visita.",False,good,False,True,3952.0,False,False,False,False,[],False,False,245000.0,€,flat,"Palos de la Frontera, Madrid",Piso en paseo de Santa María de la Cabeza,Destacado,LCM37551,,,,,,,
108601963,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/82/28/a2/1349677141.webp,17,-1,299000.0,flat,sale,55.0,True,1,1,travesía de las Beatas,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4215568,-3.7072699,False,https://www.idealista.com/inmueble/108601963/,"Redpiso Malasaña VENDE espectacular apartamento con encanto y estilo propio en una de las zonas más vibrantes de Madrid. Se trata de un piso EXTERIOR de 55 m² construidos, completamente reformado, con una distribución moderna y funcional. Ubicado en un semisótano, cuenta con ventanas al exterior distribuidas en todas las estancias, lo que garantiza una buena entrada de luz natural y ventilación. Una excelente opción tanto para vivir como para invertir.  La propiedad cuenta con un amplio salón con cocina americana totalmente equipada (incluye horno, microondas, lavadora y una gran nevera), un dormitorio con cama doble y armario empotrado con espejo, y un baño moderno con un espacioso plato de ducha, lavabo de diseño y gran espejo.  Lo que realmente hace único a este piso es su arquitectura interior: las elegantes bóvedas con arcos de ladrillo visto aportan carácter, autenticidad y una sensación de amplitud poco común. Esta combinación de elementos tradicionales con un diseño contemporáneo crea un espacio con alma, acogedor y lleno de personalidad.  El suelo de tarima garantiza confort térmico y estético durante todo el año. La vivienda se entrega COMPLETAMENTE AMUEBLADA y lista para entrar a vivir.  Ubicada en el corazón de Madrid, a escasos pasos de la Gran Vía y a pocos minutos andando de las estaciones de metro de Noviciado y San Bernardo, esta vivienda goza de una ubicación privilegiada en una calle tranquila, lo que permite disfrutar del centro sin renunciar al descanso.  COMUNIDAD: 44€. IBI: 144€.  Una oportunidad irrepetible de adquirir un piso exclusivo, con carácter y en una ubicación inmejorable.  Ponemos a tu disposición nuestro departamento financiero que obtendrá las mejores condiciones de financiación. ***GASTOS DE ITP 6% Y GESTIÓN NO INCLUIDOS*** Más inmuebles en nuestra página web.",False,good,False,False,5436.0,False,False,False,False,[],False,False,299000.0,€,flat,"Malasaña-Universidad, Madrid",Piso en travesía de las Beatas,Destacado,RP1292025139413,,,,,,,
108509574,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ff/25/8e/1347030380.webp,27,7,310000.0,flat,sale,127.0,True,4,2,avenida Juan de Austria,Madrid,Alcalá de Henares,Juan de Austria,es,,40.4861364,-3.3507609,False,https://www.idealista.com/inmueble/108509574/,"Redpiso te ofrece esta vivienda ubicada en la Avda. Juan de Austria. Finca con ascensor. ¡Muy luminosa! Consta de 4 dormitorios, amplio salón, cocina con tendedero, 2 baños completos y terraza Dispone de calefacción y aire acondicionado. Rodeada de todo tipo de servicios y bien comunicada con transporte publico (Renfe cercanías, líneas de autobuses) y rápido acceso a las principales carreteras de la ciudad. Consulta sin compromiso. Disponemos de asesoramiento gratuito con nuestro departamento financiero Dcredit.",False,good,False,True,2441.0,False,False,False,False,[],False,False,310000.0,€,flat,"Juan de Austria, Alcalá de Henares",Piso en avenida Juan de Austria,Destacado,RP2312025138970,,,,,,,
108589215,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/dc/01/b0/1349292201.webp,70,,1650000.0,chalet,sale,592.0,,7,6,calle del Bosque,Madrid,Santo Domingo,,es,,40.6333207,-3.5799299,False,https://www.idealista.com/inmueble/108589215/,"Chalet independiente en venta en la exclusiva zona residencial de Santo Domingo (norte de Madrid). Esta casa de 592 m², construida sobre una parcela de 1.714 m², destaca por su ubicación, privacidad e impresionantes vistas. Su soleado jardín y su impecable piscina hacen de esta casa de sólida construcción, diseñada con amplios espacios y un estilo majestuoso, una opción ideal para vivir. DISTRIBUCIÓN: Planta baja: un elegante y espacioso recibidor, un salón con amplios ventanales, chimenea y muy luminoso, un comedor y una sala de estar, un gimnasio privado, una sala de juegos para usos múltiples, un aseo de cortesía y una cocina independiente con acceso directo al jardín. En la planta superior se encuentra la suite principal con baño, cuatro dormitorios dobles y dos baños completos. La planta baja incluye un garaje con espacio para tres coches, un trastero con armarios empotrados y un aseo. La planta baja incluye un garaje para tres coches, un trastero con armarios empotrados y un aseo de cortesía.  Santo Domingo es una lujosa urbanización ubicada en la N-1. Ofrece todos los servicios: un centro comercial con farmacia, supermercado, restaurantes, centros de salud, colegio, consultorio médico de la Seguridad Social, banco, oficina de correos, talleres, centro veterinario y mucho más. Esta magnífica urbanización también cuenta con un club social con campo de golf, piscinas, escuela de tenis y una zona de ocio para todos. La seguridad privada y la policía local, así como un sistema de cámaras perimetrales con vigilancia 24 horas, la convierten en un lugar lujoso y seguro para vivir. Además, la comunicación es excelente: cerca de esta lujosa urbanización, ubicada en la autovía A-1, en el kilómetro 28 en dirección a Burgos, se encuentra el Aeropuerto de Madrid (Adolfo Suárez) y a solo 15 minutos del centro de la ciudad. Una parada de autobús regular (171) ofrece acceso directo a Plaza Castilla y San Sebastián de los Reyes. Planta baja. Te ayudamos a comprar, vender y alquilar tu casa.",False,good,False,,2787.0,False,False,False,False,[],False,False,1650000.0,€,chalet,Santo Domingo,Casa independiente en calle del Bosque,Destacado,4547,True,True,,,,,independantHouse
