propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,newDevelopmentFinished,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,detailedType.subTypology,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108890106,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f3/1e/4b/1358056389.webp,,17,1,355000.0,flat,sale,75.0,True,3,2,calle Hermanos de Pablo,Madrid,Madrid,Ciudad Lineal,es,Quintana,40.4346458,-3.6429429,False,https://www.idealista.com/inmueble/108890106/,"Piso de 75 m2 en Pueblo Nuevo, a 50 m de la boca del metro. Reformado La vivienda en 1ª planta, está distribuida en hall, salón comedor, cocina, 3 dormitorios luminosos, con armarios empotrados y 2 baños. Lista para entrar a vivir. La vivienda está en buen estado y el diseño es muy actual. Ventanas de climalit en toda la vivienda, pintura lisa, amplia cocina integrada en el salón, pero que puede facilmente convertirse en independiente. Destaca el diseño de los dos cuartos de baño.  Plazas del garaje disponibles en la zona a 50 euros, o en venta a 6000 euros.  SIN HONORARIOS DE AGENCIA. Pueblo Nuevo es un barrio del este de Madrid, al sur de la calle Alcalá, en el distrito de Ciudad Lineal. Sus calles principales son: calle Alcalá y calle de los Hermanos García Noblejas, que lo separa de Canillejas. Al oeste se encuentra la avenida de Daroca. La zona cuenta con variedad de colegios publicos, concertados y privados, centro de salud, un gran centro comercial, multitud de tiendas y supermercados.",False,good,False,False,,4733.0,True,False,False,False,[],False,False,355000.0,€,flat,"Quintana, Madrid",Piso en calle Hermanos de Pablo,,,,,,
108892245,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/51/78/ba/1358126476.webp,JM 212635,31,,590000.0,chalet,sale,400.0,,4,3,Pino Alto - Navarredonda,Madrid,Valdemorillo,Pino Alto - Navarredonda,es,,40.4884984,-4.0251127,False,https://www.idealista.com/inmueble/108892245/,"Gilmar de Majadahonda pone a su disposición este exclusivo chalet independiente en Valdemorillo en periodo de subasta  Descubre este magnífico chalet independiente situado en Valdemorillo, una de las zonas más tranquilas y codiciadas del noroeste de Madrid. Con una superficie construida de 400 m² y emplazado en una parcela de 1.350 m², esta propiedad ofrece un perfecto equilibrio entre amplitud, comodidad y privacidad. Su diseño se distribuye en tres plantas, proporcionando espacios versátiles y funcionales para toda la familia.   Distribución del inmueble:  - **Planta sótano**: Una sala multiusos ideal para cualquier actividad, un dormitorio adicional que puede ser utilizado como cuarto de invitados o despacho, y un amplio espacio de garaje.  - **Planta baja**: Un luminoso salón que destaca por su amplitud, una cocina independiente con zona de despensa, un dormitorio y un baño completo.  - **Primera planta**: Dos dormitorios en suite, incluyendo el dormitorio principal que cuenta con dos vestidores y acceso a una amplia terraza cerrada, perfecta para disfrutar de momentos de tranquilidad.  El chalet cuenta con jardín y una piscina privada, convirtiéndolo en un oasis de calma en plena naturaleza.  Entorno y servicios cercanos  Valdemorillo es conocido por su entorno natural, su ambiente familiar y su proximidad a la ciudad de Madrid. Se encuentra perfectamente comunicado con la capital gracias a la A-6 y a una eficiente red de transporte público.  Las líneas de autobuses que conectan Valdemorillo con Madrid y otras localidades cercanas incluyen la **línea 641 (Moncloa - Valdemorillo)** y la **línea 645 (Moncloa - Navalagamella)**, con paradas accesibles desde la ubicación de la vivienda.  El entorno también ofrece numerosas actividades al aire libre, como rutas de senderismo y ciclismo, ideales para quienes disfrutan de la naturaleza y el deporte. Además, la zona cuenta con una rica oferta cultural, gracias a su cercanía a lugares emblemáticos como El Escorial.   Sobre GILMAR  Desde 1983, GILMAR se ha consolidado como una de las compañías líderes en el sector inmobiliario, ayudando a miles de clientes a encontrar la casa de sus sueños. Nuestro equipo de expertos te acompañará en cada paso del proceso, asegurando una experiencia personalizada y adaptada a tus necesidades.  Si deseas más información sobre este exclusivo chalet, no dudes en ponerte en contacto con nuestro equipo de la oficina de Majadahonda. Puedes visitarnos en la **Avda. Doctor Calero 19 (Centro Comercial Tutti)**, llamarnos al teléfono ** ** o escribirnos al correo electrónico ****. Indícanos la referencia **212635** para que podamos atenderte de forma más ágil.",False,renew,False,,,1475.0,False,False,False,False,[],False,False,590000.0,€,chalet,"Pino Alto - Navarredonda, Valdemorillo",Casa independiente,independantHouse,,,,,
108433597,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/42/45/0d/1278852225.webp,2 D 2 BJ D,32,bj,987000.0,flat,sale,329.0,True,5,4,"de Servicio A6, salida 24 s/n",Madrid,Las Rozas de Madrid,El Pinar- Punta Galea,es,El Pinar- Punta Galea,40.529377,-3.8892393,True,https://www.idealista.com/obra-nueva/108433597/,"Oficina de Atención Comercial en Calle Camilo José Cela, 16. Puede visitarnos mediante cita previa o hacer una videoconferencia para recibir atención personalizada. Uno de los proyectos más esperados del noroeste de Madrid, El Quintanar The Residences es una propuesta residencial única dividida en tres extraordinarias fases — La Retorna, Las Dovelas y El Lindal — que respiran calidad y bienestar en todos los sentidos. Seguridad, accesibilidad, confort y cuidado de las personas, unidos a logros auténticos en ocupación sostenible.  El Quintanar The Residences cuenta con la calidad de los proyectos de Levitt y tanto el diseño como el concepto están firmados por el prestigioso estudio Lamela referente internacional de la arquitectura contemporánea. Y todo ello con el exigente sello Breeam, que certifica la sostenibilidad real en todos los aspectos desde la eficiencia en el manejo de todos los recursos y suministros energéticos al cuidado y la integración de las personas y el entorno. Viviendas de 1 a 5 dormitorios que se abren a generosas terrazas, donde la luz, el entorno y unas vistas extraordinarias son el hilo conductor desde cualquier punto. El Quintanar The Residences cuenta con magníficas zonas de disfrute común según cada una de sus fases: áreas ajardinadas y de paseo, piscina desbordante de adultos e infantil, gimnasio al aire libre, pádel, tenis, pista de running, zona de juegos infantiles y huertos urbanos. Además de espacios interiores de ocio diferenciadores, como gastrobar, club social, sala audiovisual y sala infantil, espacios especialmente diseñados para coworking y estudio, gimnasio interior equipado, sala de yoga y área de spa. El Quintanar “The Residences” plantea su concepto urbanizador desde el absoluto respeto al entorno natural en el que se encuentra. Así, las edificaciones se organizan de forma de peine para integrar a la perfección el bosque del Lazarejo en la propia urbanización y conseguir, además, una orientación óptima de los edificios. El Quintanar es un proyecto único en Madrid, una emblemática parcela de más de 300.000 m2 situada en Las Rozas. Consta de tres conceptos: “The Residences”, un conjunto residencial que aúna la excelencia y valores de la marca Levitt con la vanguardia e innovación de un ambicioso concepto; “PlazA6”, donde el emblemático edificio Kodak, recuperado, se pone en valor como punto neurálgico que articula todo el complejo, su vida social y sus conexiones con el entorno; y Campus, 40.000 m2 de edificios para distintos usos: espacios de coliving, coworking, hotelero y oficinas.",False,newdevelopment,True,True,False,3000.0,True,False,False,False,[],False,False,987000.0,€,flat,"El Pinar- Punta Galea, Las Rozas de Madrid","Piso en de Servicio A6, salida 24 s/n",,True,True,,,
108625510,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/90/6b/32/1350315527.webp,PM1,15,,715000.0,chalet,sale,253.0,,4,3,"calle Pilar Miró, 1",Madrid,Getafe,El Bercial,es,,40.3189348,-3.7434748,True,https://www.idealista.com/obra-nueva/108625510/,"INMOBILIARIA PRISMA,S.L. Te presenta una Nueva Promoción de 5 EXCLUSIVAS VIVIENDAS UNIFAMILIARES de más de 250 metros cuadrados construidos con un diseño moderno y funcional. Se componen de cuatro dormitorios que ofrecen suficiente espacio para una familia o para personas que necesitan un espacio adicional para trabajar o estudiar desde casa. En planta primera dispone de dos baños, uno de ellos en suite con el dormitorio principal, es una característica conveniente que proporciona privacidad y comodidad. Habitación adicional en planta baja que también puede ser un estupendo despacho, además de un baño y amplio salón con cocina abierta. Las terrazas son un espacio al aire libre que puede ser utilizado para relajarse, disfrutar de las vistas o incluso para cultivar plantas. La posibilidad de instalación de una piscina al contar con los elementos necesarios para ello es una ventaja adicional, ya que ofrece una opción refrescante para el ejercicio y el entretenimiento. Disponiendo de un amplio solárium en la parte superior de la vivienda. El sótano es una amplia zona de más de 100m2 construidos en su mayoría calefactados, en el que se dispone de un espacio para dos plazas de garaje, con posibilidad para instalación de cargador eléctrico, con aseo, zona de instalaciones, zona de lavadora y amplia zona versátil para que cada familia disponga su uso, ventaja importante, ya que proporciona un lugar seguro, para recreo, almacenar pertenencias y aparcar el coche.  Cuentan con Calificación Energética A, y domótica compuesta por pantalla multifunción táctil color, para el control de la puerta de entrada a la vivienda, detección de inundaciones, incendios, iluminación y persianas motorizadas en salón y dormitorios. Además, se complementa con sistema de aerotermia por suelo radiante de calefacción y refrescante, lo que te permite ahorrar en tu factura de energía y disfrutar de una temperatura agradable en cualquier época del año, y a esto se añade la preinstalación de climatización con canalización para Split. En general, una vivienda de estas características puede ser una opción atractiva para aquellos que buscan un hogar moderno y cómodo en la zona de Getafe. Ubicación privilegiada en El Bercial, una zona residencial consolidada de Getafe que cuenta con grandes avenidas y espacios verdes, rodeada de servicios, zonas deportivas, centro sanitario, áreas de restauración y ocio como el Corte Inglés El Bercial. La promoción se sitúa en una ubicación con perfecta comunicación tanto en trasporte público (línea 12 de metro, línea C-4 de Renfe y líneas L3 y L446 de autobús) como privado (salida a la A-42 y acceso a la M-45). OBRA FINALIZADA, Fecha de entrega JULIO 2025. ULTIMA VIVIENDA DISPONIBLE! Tu nueva casa te está esperando, no pierdas la oportunidad!",True,,True,,False,2826.0,True,False,False,False,[],False,False,715000.0,€,chalet,"El Bercial, Getafe","Chalet pareado en calle Pilar Miró, 1",semidetachedHouse,True,True,,,
107814344,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5d/f5/f0/1325202513.webp,,26,2,140000.0,flat,sale,90.0,True,2,2,calle de los Hermanos Trueba,Madrid,Madrid,Puente de Vallecas,es,Palomeras Bajas,40.3834087,-3.6640731,False,https://www.idealista.com/inmueble/107814344/,"**LEER BIEN EL ANUNCIO**VENTA DE LA NUDA PROPIEDAD** Tecnocasa Candilejas trae en exclusiva este maravilloso piso de 90 metros cuadrados ubicado en el corazón de Portazgo! El que de origen tuviese 3 habitaciones, hoy cuenta con 2 de ellas (la habitación principal mide aproximadamente 20 metros cuadrados) 2 baños, amplia cocina con tendedero, y gran salón con acceso a una terraza. Existen armarios empotrados tanto en las habitaciones como en el distribuidor. Adicionalmente, el precio incluye trastero de 4 metros cuadrados y una plaza de garaje en propiedad. La vivienda se encuentra en perfecto estado de conservación y pertenece a una comunidad muy tranquila la cual se rodea de todos los servicios y comercios básicos de un barrio tradicional como Palomeras Bajas (Supermercados, peluquerías, fruterías, bares, restaurantes, colegios, jardines infantiles). Además, está a pasos del parque de Avenida Candilejas, el Parque Azorín y del Centro comercial MADRID SUR, ubicado en Avenida de Pablo Neruda. Consulte por su financiación a través de nuestro intermediario de Créditos Kiron, el gigante de las hipotecas en Europa. Este año, GRUPO TECNOCASA cumple 30 años como líder del mercado inmobiliario en España. Tecnocasa Candilejas; Pasado, presente y MUCHO FUTURO! EEEE.",False,good,False,True,,1556.0,False,False,False,False,[],False,False,140000.0,€,flat,"Palomeras Bajas, Madrid",Piso en calle de los Hermanos Trueba,,True,True,,,
108906739,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bc/7e/6a/1358550645.webp,4305,30,1,165000.0,studio,sale,30.0,True,0,1,calle del Convenio,Madrid,Madrid,Puente de Vallecas,es,San Diego,40.3902007,-3.6730272,False,https://www.idealista.com/inmueble/108906739/,"ALTOR ASESORES VENDE Estudio exterior en zona tranquila de Madrid  Acogedor estudio de 30 m² en buen estado, ideal para una persona o pareja. La vivienda se distribuye en cocina-salón, dormitorio y baño completo. Al ser exterior, cuenta con mucha luz natural durante todo el día. El edificio dispone de sistema de videovigilancia, ofreciendo mayor seguridad y tranquilidad a los residentes. La zona se encuentra en un entorno residencial muy bien comunicado. Está próxima a comercios de barrio, supermercados, colegios y zonas verdes, lo que la convierte en un lugar cómodo y agradable para vivir. Además, dispone de buenas conexiones en transporte público (autobuses y estaciones de metro cercanas) y rápido acceso a las principales vías de la ciudad. Una oportunidad perfecta para quienes buscan una vivienda práctica y luminosa en Madrid.",False,good,False,True,,5500.0,True,False,False,False,[],False,False,165000.0,€,flat,"San Diego, Madrid",Estudio en calle del Convenio,studio,,,,,
107349565,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/96/4b/ba/1310332118.webp,06953,31,6,259000.0,flat,sale,91.0,True,3,2,calle del Planeta Tierra,Madrid,Parla,Parla Este,es,,40.2207232,-3.7575228,False,https://www.idealista.com/inmueble/107349565/,"UNA VIVIENDA ESPECIAL: Por las bonitas vistas tiene en orientación al sol matinal y por la cómoda distribución del inmueble. Se vende con plaza de garaje y trastero. Urbanización con piscina y zonas infantiles. Calle Planeta Tierra. DISTRIBUCIÓN: Entrando directamente a Hall y salón comedor, da acceso a pasillo de dormitorios y baños (dormitorio principal con baño en suite), y por otro lado se accede a la amplia cocina y al tendedero. El acceso al garaje y al trastero es directo por ascensor. CARACTERÍSTICAS: Suelos en cerámica, Aire Acondicionado por conductos y calefacción y agua caliente por caldera de gas natural. Armarios empotrados forrados y vestidos. ENTORNO: Parla Este es un barrio construido en torno al año 2005 con todos los servicios. Próximo a Carrefour express, pequeño comercio en la misma calle, Polideportivos y con parada de tranvía en la puerta. IBI 327€ Gastos de Comunidad; 75,80€.",False,good,False,True,,2846.0,True,False,False,False,[],False,False,259000.0,€,flat,"Parla Este, Parla",Piso en calle del Planeta Tierra,,True,True,265000.0,6000.0,2.0
108155949,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a7/25/44/1344707905.webp,,5,1,231218.0,flat,sale,87.0,True,3,2,"Estrella Polar, 1401",Madrid,Parla,Parla Este,es,,40.23016,-3.74855,True,https://www.idealista.com/obra-nueva/108155949/,"Vivir en un entorno perfecto en Parla es posible gracias a Villas de la  Higuera y Villas del Olivo PROMOCIÓN VENDIDA DISPONIBLES SOLO VIVIENDAS ADAPTADAS Pisos de 3 dormitorios, 2 plazas de garaje y trastero,  con espectaculares terrazas en un complejo residencial privado con  piscina y zonas comunes que complementan un estilo de vida  excepcional. Una exclusiva Urbanización, diseñada para responder a las necesidades  actuales, viviendas con amplias superficies, potenciando al máximo la  luminosidad, amplias terrazas y con la máxima calificación energética. La Promoción “Villas de la Higuera”, Y ""Villas del Olivo"" situada en la calle Osa Menor frente a  una amplia zona verde, será un oasis urbano en el corazón de la zona  Parla, en Madrid y, sin duda, será el edificio residencial de referencia en la  zona. Comercializada por Roan SA pida información. Viviendas donde cada detalle ha sido cuidadosamente diseñado para  ofrecer el máximo confort con la máxima calidad. Disfruta de momentos  al aire libre en la piscina comunitaria, en tu propia terraza o jardín  privado, creando espacios íntimos para relajarte o compartir con amigos  y familia. -Obra iniciada entrega diciembre de 2026 Villas de la Higuera. -También disponibles viviendas adaptadas en primera fase “Villas de los  Olivos” con entrega en Diciembre de 2025.",False,newdevelopment,True,True,False,2658.0,True,False,False,False,[],False,False,231218.0,€,flat,"Parla Este, Parla","Piso en Estrella Polar, 1401",,True,True,,,
108765923,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4a/22/ce/1334142065.webp,V6-3DOR,9,,1780000.0,chalet,sale,505.0,,3,5,"calle Perseo, 27",Madrid,Majadahonda,Los Satélites - Roza Martín,es,,40.4518271,-3.9150781,True,https://www.idealista.com/obra-nueva/108765923/,"¡40% DE LA PROMOCIÓN VENDIDA! Promoción exclusiva de 9 chalets de lujo en Los Satélites (Majadahonda) Ubicación privilegiada entre las calles Perseo, Almendros y Leonides Descubre esta exclusiva promoción de 9 viviendas unifamiliares independientes en una de las zonas más cotizadas de Majadahonda: Los Satélites. Situadas entre las calles Perseo, Almendros y Leonides, estas viviendas ofrecen una combinación perfecta de diseño, amplitud y calidad de vida, en un entorno residencial tranquilo y bien comunicado. Cada chalet cuenta con una parcela privada de más de 700 m² y una superficie construida superior a los 400 m², con distribución de 3, 4 ó 5 dormitorios y estancias amplias y luminosas. Las viviendas se entregan con las mejores calidades y ofrecen múltiples opciones de personalización (consultar condiciones y precios). Características destacadas: •Piscina privada y jardín individual •Aparcamiento en superficie dentro de la parcela •Dormitorio principal tipo suite con vestidor •Salón con grandes ventanales y acceso directo al porche y al jardín •Altos estándares en aislamiento, climatización y acabados La zona de Los Satélites – Majadahonda Se trata de una de las urbanizaciones más consolidadas del noroeste de Madrid, con fácil acceso a la M-503 y M-40, transporte público cercano, centros educativos de prestigio, áreas deportivas, centros comerciales como Gran Plaza 2 y Equinoccio, y todos los servicios necesarios a pocos minutos. Una oportunidad única para vivir en una vivienda independiente de alto nivel, con espacio, privacidad y diseño en una ubicación privilegiada. Contáctanos para conocer más información.",False,,True,,False,3525.0,True,False,False,False,[],False,False,1780000.0,€,chalet,"Los Satélites - Roza Martín, Majadahonda","Casa independiente en calle Perseo, 27",independantHouse,True,True,,,
108564868,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/70/ef/13/1348596350.webp,T16,7,2,282409.0,flat,sale,131.0,True,3,2,"avenida de San Isidro, 2",Madrid,Navalcarnero,La Dehesa - El Pinar,es,,40.295346,-3.9944543,True,https://www.idealista.com/obra-nueva/108564868/,"En el Barrio San Isidro, Navalcarnero, presentamos un nuevo proyecto de 128 viviendas protegidas (VPPL), ideal para quienes buscan calidad y confort en un entorno privilegiado. Todas las viviendas cuentan con 3 y 4 dormitorios, diseñadas para ofrecer el máximo aprovechamiento del espacio. Este exclusivo residencial incluye zonas comunes con una amplia oferta de entretenimiento para toda la familia, que incluye una piscina para adultos y otra para niños, además de un área de juegos infantiles.  Tipos de viviendas: - Planta baja: con jardines privados que superan los 260 m². - Viviendas en altura: con terrazas de más de 50 m². - Áticos dúplex: con impresionantes terrazas que superan los 140 m². Cada vivienda incluye trastero y 1 o 2 plazas de garaje, brindando comodidad y espacio adicional. El diseño del proyecto destaca por su arquitectura atractiva y elegante, con una distribución moderna y funcional, ideal para disfrutar en familia. Este desarrollo se sitúa en una parcela de más de 15,000 m², pensada para ofrecer a sus residentes un entorno de vida tranquilo, rodeado de naturaleza y con todas las comodidades. ¡Un lugar perfecto para vivir!",True,newdevelopment,True,True,False,2156.0,True,False,False,False,[],False,False,282409.0,€,flat,"La Dehesa - El Pinar, Navalcarnero","Piso en avenida de San Isidro, 2",,True,True,,,
107920913,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/37/4a/1d/1328411889.webp,2º1,9,2,395000.0,duplex,sale,91.0,True,2,2,"avenida de felipe II, 2",Madrid,El Escorial,Jardín de los Reyes - Parque Real,es,,40.5905353,-4.1333703,True,https://www.idealista.com/obra-nueva/107920913/,"AS Real Estate, departamento de venta del Grupo Alquiler Seguro, promociona la venta de las últimas viviendas disponibles en Conjunto Residencial El Álamo en El Escorial (Madrid). Este conjunto residencial de lujo situado en una zona inmejorable, con excelentes vistas a la Sierra de Guadarrama te ofrece una oportunidad única de vivir rodeado de naturaleza y armonía cerca de Madrid. Residencial El Álamo está ubicado en una zona privilegiada de El Escorial, a 200 metros de la estación de Cercanías Renfe, con parada de autobús a 5 metros y acceso inmediato a la autovía A6 dirección Madrid y La Coruña. Todo el Residencial está rodeado de amplias zonas comunes ajardinadas, dos piscinas una infantil y otra de adultos para disfrutar de los veranos de la sierra de Madrid. En el edificio, todas las viviendas cuentan con plaza de garaje y trastero situados subterráneamente, contando con ascensor en esta misma planta desde el cual se podrá acceder directamente a las viviendas o salir al exterior. VIVIENDAS DISPONIBLES (precios desde 375.000 € hasta 420.000 €): PLANTA BAJA: Los apartamentos en planta baja disponen de parcela privativa, 2 habitaciones, aseo completo con ducha, baño completo, salón comedor amplio, cocina completamente equipada con electrodomésticos, amplia plaza de garaje y trastero. Bajo 83,03 m2 construidos61,12 m2 parcela privativa. Bajo 79,45 m2 construidos59,90 m2 parcela privativa SEGUNDA PLANTA: Apartamentos ubicados en la segunda planta y bajo cubierta. Apartamentos dúplex de 2 y 3 habitaciones, aseo completo con ducha, baño completo, amplio salón comedor, cocina completamente equipada con electrodomésticos, amplia plaza de garaje y trastero. Segunda 90,63 m2 construidos Segunda 89,40 m2 construidos Segunda 93,10 m2 construidos Segunda 89,47 m2 construidos Todas las viviendas cuentan con sistema de climatización aerotérmico formado por una unidad exterior situada en la cubierta del edificio, y un acumulador en el interior de agua caliente en cada vivienda. La instalación de climatización interior de cada una de las viviendas es mediante suelo radiante refrescante. Cada vivienda dispondrá de un termostato programador en el salón para la regulación de temperatura incorporando modo refrigeración y calefacción. Si buscas un espacio para convertirlo en tu refugio personal en una ubicación inmejorable, esta es tu oportunidad. Contacta con nosotros para conocer más detalles y concertar una visita.",False,newdevelopment,True,True,False,4341.0,True,False,False,False,[],False,False,395000.0,€,flat,"Jardín de los Reyes - Parque Real, El Escorial","Dúplex en avenida de felipe Ii, 2",duplex,True,True,,,
108157579,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a4/73/cf/1335685760.webp,4223,18,2,420000.0,flat,sale,52.0,True,1,1,calle de Canarias,Madrid,Madrid,Arganzuela,es,Palos de la Frontera,40.4013961,-3.6904599,False,https://www.idealista.com/inmueble/108157579/,"ALTOR ASESORES OFRECE Piso reformado de 52 m² con una habitación, un baño, cocina y salón. Exterior. Se vende estupendo piso reformado en la calle Canarias, Madrid. La vivienda cuenta con 45 metros cuadrados muy bien aprovechados y se distribuye en un dormitorio independiente, un baño completo, cocina equipada y salón. Es exterior y muy luminoso, con balcón a la calle. El piso se entrega completamente reformado y amueblado, listo para entrar a vivir. La distribución es funcional y cómoda, con espacios bien definidos: una habitación acogedora, un salón con buena iluminación natural, cocina moderna y un baño renovado. La calefacción es individual por gas natural, lo que permite un control eficiente del consumo. El edificio dispone de ascensor y la vivienda se entrega libre de inquilinos. Ubicado en la calle Canarias, una zona en plena transformación dentro del distrito de Arganzuela, muy próxima a la estación de Delicias y al Paseo de las Delicias. Es una zona con todos los servicios: supermercados, comercios de barrio, centros educativos, zonas verdes y excelente comunicación por transporte público (metro, cercanías y varias líneas de autobús). A pocos minutos caminando del centro cultural Matadero y Madrid Río, ideal tanto para vivir como para invertir. LAS FOTOS QUE SE MUESTRAN AL PRINCIPIO SON RENDERS.",False,good,False,True,,8077.0,True,False,False,False,[],False,False,420000.0,€,flat,"Palos de la Frontera, Madrid",Piso en calle de Canarias,,,,440000.0,20000.0,5.0
108321757,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/22/f5/0d/1340639059.webp,Bajo B,14,bj,330000.0,flat,sale,75.0,True,2,1,"calle Duquesa de Tamames, 3",Madrid,Madrid,Carabanchel,es,Buena Vista,40.3730729,-3.7497012,True,https://www.idealista.com/obra-nueva/108321757/,"Te proponemos una vivienda funcional, actual y eficiente, adaptada a las tecnologías y necesidades que la sociedad demanda.  Una vivienda amplia, cómoda y respetuosa con el medioambiente.  La promoción la forman 14 viviendas dotadas de las más altas calidades de construcción y cuidadosos detalles en los acabados interiores. Dando una gran importancia a la luz y el espacio, todas las estancias tienen amplias ventanas para aprovechar al máximo la luz solar sin renunciar a la eficiencia energética, gracias a la calidad de los materiales empleados. Tamames 3, se distribuye en 4 plantas con 3 viviendas por planta y 2 en la planta baja, plazas de garajes en las plantas -1 y -2 y con piscina en la zonas comunes. Viviendas de 1, 2 y 3 dormitorios.",False,newdevelopment,True,True,False,4400.0,True,False,False,False,[],False,False,330000.0,€,flat,"Buena Vista, Madrid","Piso en calle Duquesa de Tamames, 3",,,,,,
108321765,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4d/5f/24/1340639079.webp,3ºA,14,3,390000.0,flat,sale,106.0,True,2,2,"calle Duquesa de Tamames, 3",Madrid,Madrid,Carabanchel,es,Buena Vista,40.3730729,-3.7497012,True,https://www.idealista.com/obra-nueva/108321765/,"Te proponemos una vivienda funcional, actual y eficiente, adaptada a las tecnologías y necesidades que la sociedad demanda.  Una vivienda amplia, cómoda y respetuosa con el medioambiente.  La promoción la forman 14 viviendas dotadas de las más altas calidades de construcción y cuidadosos detalles en los acabados interiores. Dando una gran importancia a la luz y el espacio, todas las estancias tienen amplias ventanas para aprovechar al máximo la luz solar sin renunciar a la eficiencia energética, gracias a la calidad de los materiales empleados. Tamames 3, se distribuye en 4 plantas con 3 viviendas por planta y 2 en la planta baja, plazas de garajes en las plantas -1 y -2 y con piscina en la zonas comunes. Viviendas de 1, 2 y 3 dormitorios.",False,newdevelopment,True,True,False,3679.0,True,False,False,False,[],False,False,390000.0,€,flat,"Buena Vista, Madrid","Piso en calle Duquesa de Tamames, 3",,,,,,
107739848,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/21/45/96/1337312616.webp,303,12,3,690000.0,studio,sale,52.0,True,0,1,"Juan de Austria, 11",Madrid,Madrid,Chamberí,es,Trafalgar,40.4326959,-3.6995336,True,https://www.idealista.com/obra-nueva/107739848/,"Be Grand Olavide se sitúa junto a la emblemática Plaza de Olavide, en la prestigiosa Calle Juan de Austria, una ubicación privilegiada que combina vida urbana, encanto y accesibilidad. En una zona rodeada de parques, centros culturales y todos los servicios, este proyecto ofrece una experiencia única de vida. El edificio contará con zonas comunes diseñadas para el bienestar: un elegante vestíbulo, sports-bar con salón comunitario y un gimnasio completamente equipado. Be Grand Olavide es sinónimo de estilo, confort y calidad de vida en pleno centro de Madrid.",False,,True,True,False,13269.0,False,False,False,False,[],False,False,690000.0,€,flat,"Trafalgar, Madrid","Estudio en Juan de Austria, 11",studio,,,,,
