propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,newDevelopmentFinished,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108080949,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8f/0b/b6/1340619198.webp,530173,18,3,4485000.0,flat,sale,309.0,True,4,4,Barrio Almagro,Madrid,Madrid,Chamberí,es,Almagro,40.4276348,-3.694801,False,https://www.idealista.com/inmueble/108080949/,Ana Bareño de GV | ALMAGRO comercializa el siguiente inmueble: Luminoso piso de 309 metros cuadrados para reformar en Almagro. En edificio muy señorial con portal clasico y ascensor de jaula. Amplias estancias tanto en la zona de recibo como en las de servicio y privada. Su morfología permite múltiples posibilidades de distribución por lo que facilmente puede transformarse en una moderna vivienda de lujo con todas las comodidades. Tiene una localización inmejorable a pocos pasos del Paseo de la Castellana. Ideal para los que buscan una casa a su medida en una de las zonas más elegantes de Madrid. Actualmente tiene uso de oficina por lo que necesita reforma. Dispone de trastero. Esta información no tiene Carácter contractual. Un porcentaje importante de nuestros inmuebles no aparecen publicados en idealista por expreso deseo de los propietarios. Para más información sobre más propiedades en esta zona entre en nuestra página web.,False,renew,False,True,14515.0,True,False,False,False,[],False,False,4485000.0,€,flat,"Almagro, Madrid",Piso,Top,,,,,,,
106235439,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7c/af/40/1306674340.webp,VM2412005,49,2,1975000.0,flat,sale,265.0,True,5,5,calle de Hilarión Eslava,Madrid,Madrid,Chamberí,es,Gaztambide,40.4357757,-3.7166574,False,https://www.idealista.com/inmueble/106235439/,"PISO EXTERIOR REFORMADO EN CHAMBERÍ En la segunda planta de un cuidado edificio de mitad del siglo XX, encontramos este excepcional inmueble de 265 m² totalmente reformado con las mejores calidades y una gran atención a los detalles. La zona social cuenta con un enorme salón-comedor con cocina semintegrada y un aseo de cortesía. El salón-comedor, de grandes dimensiones, recibe una fantástica luz natural de un mirador, una amplia ventana y una puerta-ventana que da acceso a una pequeña terraza. Su suelo de madera, sus techos altos con molduras y una elegante y esmerada decoración, que combina piezas antiguas y modernas, crean un ambiente lujoso, señorial y a la vez acogedor. La cocina, parcialmente separada por un bonito mueble a medida, se asoma al salón por un lateral aportando un toque de color que enriquece toda la zona de día. La pared-espejo con marquetería de la entrada esconde dos armarios gabaneros y la puerta que da acceso al aseo de invitados. Un pasillo de techos altos nos conduce a la zona de noche que dispone de cuatro dormitorios, más uno de servicio, y cuatro baños completos. La habitación principal es muy amplia y cuenta con un precioso cuarto de baño en suite y un vestidor. Las restantes tres habitaciones son dobles y una de ella con baño en suite. Todas ofrecen un gran espacio de almacenamiento gracias a sus armarios empotrados de suelo a techo. En el pasillo, un baño más da servicio a las otras dos habitaciones. El cuarto de servicio dispone de su propio baño en suite. Además, en esta parte del piso, encontramos una práctica zona de lavandería. El inmueble destaca por la calidad de su impecable reforma y su cuidado interiorismo, y desprende personalidad y gusto. Cuenta con las mejores calidades: suelos de madera, iluminación led en toda la vivienda, cerramientos de máximo aislamiento, puertas acorazadas de entrada y servicio, molduras de yeso, puertas de paso de 235 cm con molduras de madera y pernios ocultos, armarios vestidos en toda la vivienda y magníficos trabajos de carpintería a medida. La vivienda disfruta de una óptima ventilación cruzada y aire acondicionado en todas las estancias. Dispone de calefacción central y tiene un trastero de unos 4 m² en la última planta del edificio. La finca cuenta con conserje y dispone de una entrada principal, con un bonito ascensor clásico, y de un acceso de servicio, también con ascensor.  El barrio de Gaztambide pertenece al distrito de Chamberí y se encuentra a tan solo unos pasos del Parque del Oeste y de Moncloa, muy cerca de plaza de España y próximo a la Ciudad Universitaria. Es un barrio residencial y tranquilo que mezcla una preciosa arquitectura tradicional con edificios más modernos de la segunda mitad del siglo XX. Está rodeado de comercios, servicios y ocio, cuenta con una amplia oferta educativa de todos los niveles y está muy bien comunicado. Se trata de un barrio que combina un aire elegante con un alegre estilo de vida moderna. ¿Te imaginas vivir aquí?  Contacte con nosotros para ver más inmuebles similares.",True,good,False,True,7453.0,True,False,False,False,[],False,False,1975000.0,€,flat,"Gaztambide, Madrid",Piso en calle de Hilarión Eslava,Top,,,,,,,
106361958,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0e/8c/14/1217104211.webp,Vivienda 19,15,,590210.0,chalet,sale,397.0,,3,3,calle Margarita Salas s/n,Madrid,Colmenar Viejo,Cerca Tejera,es,,40.67992,-3.77615,True,https://www.idealista.com/obra-nueva/106361958/,"¡Últimas viviendas! ¡Licencia concedida! ¡Próximo inicio de obras! Sinergia24 presenta Oasis La Tejera, un conjunto residencial con 54 viviendas unifamiliares, ubicado a solo 20 minutos de Madrid en La Tejera, Colmenar Viejo, con vistas privilegiadas a la Sierra de Madrid. Viviendas unifamiliares de 3, 4 o 5 dormitorios, con terrazas y amplios jardines, equipamiento doméstico, 2 o 3 plazas privadas de parking, y zonas comunes que se componen de piscina y solarium en un recinto cerrado ajardinado. Oasis La Tejera destaca por un cuidado diseño que combina la imagen actual y la máxima funcionalidad junto con la elección de materiales de calidad, además de contar, como estandarte de los proyectos de Sinergia24, con una especial sensibilidad en lo que se refiere a sistemas que garanticen la mejor eficiencia energética. La promoción permite la posibilidad de personalización con múltiples acabados y varias opciones de distribución en colaboración con el estudio de arquitectura redactor del proyecto. Para ampliar información, no dudes en visitarnos en nuestra oficina de ventas y shoowroom con acceso a los acabados de la promoción, sita en Calle Alto de la Camorcha, 2, 28770 Colmenar Viejo, Madrid. Para obtener cita previa puedes solicitarla a través de mail y teléfono.",True,newdevelopment,True,,1487.0,True,False,False,False,[],False,False,590210.0,€,chalet,"Cerca Tejera, Colmenar Viejo",Chalet adosado en calle Margarita Salas s/n,Top,False,True,True,terracedHouse,,,
106588639,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0a/d5/a7/1334049390.webp,W-02XRH7,19,1,1800000.0,flat,sale,142.0,True,3,2,calle de Claudio Coello,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.431717,-3.6874731,False,https://www.idealista.com/inmueble/106588639/,"Excelente propiedad a reformar en el corazón de la Milla de Oro Engel & Völkers comercializa esta extraordinaria propiedad, en la zona prime de Castellana, un auténtico privilegio para clientes que busquen máxima exclusividad y una oportunidad única de vivir al lado de los mejores comercios y restaurantes de la ciudad.  Ubicada en la zona más exclusiva de la Milla de Oro, la propiedad de 140 metros cuadrados construidos, se encuentra para reformar, en una primera planta muy luminosa, salón muy amplio, con 3 ventanas exteriores y vistas a edificios clásicos, cocina y en la zona de descanso tenemos 3 habitaciones y 2 baños, los techos tienen una altura de 3 metros. La reforma es muy sencilla, solamente hay dos muros de carga, lo que facilita mucho la obra. Tiene una plaza de garaje PAR, en la calle Serrano, a menos de un minuto andando. La finca es clásica, con servicio de portería, y el lujo se percibe desde el momento en que se accede al portal hasta que llegamos a la vivienda.  Nada más salir a la calle, se puede disfrutar de las más exclusivas joyerías y las marcas de moda más prestigiosas a unos pocos pasos. El distrito de Salamanca es uno de los veintiún distritos que forman el municipio de Madrid. Mandado a construir por el malagueño José de Salamanca y Mayol, Marqués de Salamanca, a finales del siglo XIX, se trata de un exclusivo barrio en el que conviven las firmas más lujosas del país con impresionantes palacetes, edificios de ensueño, embajadas y todo tipo de servicios destinados tradicionalmente a hacer las delicias de la aristocracia y personalidades más destacadas de todos los rincones del mundo. Sus calles albergan las últimas tendencias de moda de más alto nivel en impresionantes boutiques en las que se dan cita las firmas más exclusivas: Loewe, Prada, Valentino, Miu Miu y Cartier, entre otras, se encuentran ubicadas en las cuidadas avenidas de la denominada Milla de Oro. Esta exclusiva pasarela de moda es también un lugar idóneo para el disfrute de los paladares más exquisitos. Aquí encontramos los locales más destacados de la ciudad, en los que se brinda la posibilidad de degustar las recetas de los chefs más destacados de nuestro país. El lujo y el glamour de la restauración llevado a su extremo más puro conviven en esta zona con locales de comida tradicional, lugares en los que poder disfrutar de las más exquisitas tapas de Madrid. Destaca también los comercios de alimentación en los que contemplar y adquirir todo tipo de productos de categoría extra, es el caso del Mercado de la Paz o la exclusiva frutería Vázquez de la calle Ayala. Un lujo para todos los sentidos.",False,good,False,True,12676.0,True,False,False,False,[],False,False,1800000.0,€,flat,"Castellana, Madrid",Piso en calle de Claudio Coello,Top,,True,True,,,,
108454945,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/96/e0/cd/1345402702.webp,,32,bj,210000.0,flat,sale,67.0,True,1,1,"TR DOCTORA DE LA, 4",Madrid,Navalcarnero,Centro,es,,40.2904485,-4.0144125,True,https://www.idealista.com/inmueble/108454945/,"HOGARES NAVALCARNERO VENDE ESPECTACULAR piso en planta en perfecto estado de conservación, con una ubicación inmejorable en el centro de Navalcarnero, próximo a todo tipo de servicios, comercios, paradas de autobús, instalaciones deportivas, etc. La vivienda se distribuye en una cómoda planta y está compuesta por una habitación de gran tamaño y un baño completo. El inmueble se encuentra en buen estado de conservación. Cocina completamente equipada y salón- comedor de buen tamaño con armario empotrado y ventana a zona exterior, lo que le da mucha luminosidad tanto a la estancia como al resto de la vivienda. Un amplio baño completo con bañera. Una habitación principal con armarios empotrados de gran capacidad. Dispone de un patio comunitario de gran amplitud. Nos encontramos toda la pintura en liso en la vivienda. Opción de plaza de garaje aparte. No pierdas la oportunidad de vivir en un lugar donde el confort y la calidad de vida están garantizados. ¡Contacta ahora para más información y ven a conocer tu futuro hogar! F I N A N C I A C I Ó N 1 0 0 %.",True,good,False,True,3134.0,True,False,False,True,[],False,False,210000.0,€,flat,"Centro, Navalcarnero","Piso en Tr Doctora De La, 4",Top,,,,,,,
108073355,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/97/02/37/1332990357.webp,2747,22,2,1480000.0,flat,sale,245.0,True,4,3,Barrio Fuentelarreina,Madrid,Madrid,Fuencarral,es,Fuentelarreina,40.4723475,-3.7386277,False,https://www.idealista.com/inmueble/108073355/,"Laura Pérez-Hernandez de GV | PUERTA DE HIERRO comercializa el siguiente inmueble: Espectacular piso de 245 metros cuadrados, situado en una de las mejores urbanizaciones privadas de Fuentelarreyna con zonas verdes ajardinadas, piscina y vistas verdes increíbles.  Cuenta con una reforma integral, con excelentes acabados. Asimismo destacar su buena distribución del espacio y su magnífica luz, ya que tiene orientación sur, lo que le da muy buena energía a toda la casa, y hace que todas las estancias sean muy luminosas.  Sin duda una excelente opción para entrar a vivir en una de las urbanizaciones más exclusivas! Cuenta con 1 plaza de garaje y la finca cuenta con parking de cortesía Calefacción central Trastero Distribución:  Gran hall de entrada, comedor, salón, despacho y bar. Cuarto de dormir principal con cuarto de baño en suite y vestidor. 2 cuartos de dormir que comparten un cuarto de baño. Cocina, cuarto de lavado, cuarto de servicio con cuarto de baño en suite.  Esta información no tiene Carácter contractual. Un porcentaje importante de nuestros inmuebles no aparecen publicados por expreso deseo de los propietarios. Para más información sobre más propiedades en esta zona entre en nuestra página web.",False,good,False,True,6041.0,True,False,False,False,[],False,False,1480000.0,€,flat,"Fuentelarreina, Madrid",Piso,Top,,True,True,,,,
108531688,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8b/97/37/1347669677.webp,FMB,20,bj,549900.0,flat,sale,105.0,True,2,2,"calle la Flauta Mágica, 97",Madrid,Majadahonda,Los Satélites - Roza Martín,es,,40.4518549,-3.8884036,True,https://www.idealista.com/inmueble/108531688/,"HOGARES VENDE en exclusiva vivienda en inmejorable estado de dos dormitorios con dos cuartos de baño completos, plaza de garaje y trastero en urbanización cerrada con piscina. La vivienda se distribuye de la siguiente manera; Hall de bienvenida en el que da paso a un salón amplio y luminoso, en el que está muy bien diferenciado los dos ambientes, zona de estar y zona de comedor con salida a un precioso jardín totalmente acondicionado. Cocina totalmente equipada con gran capacidad de almacenaje gracias a los múltiples armarios de los que dispone, zona de lavado y salida a una zona de tendedero. Dormitorio principal con armario empotrado totalmente vestido y cuarto de baño en suite con plato de ducha. Dormitorio secundario muy luminoso, armario empotrado totalmente vestido. Por último encontramos un cuarto de baño completo con plato de ducha. La vivienda tiene las paredes en liso, persianas eléctricas, suelo de tarima, puertas y armarios lacados en blanco, radiadores de aluminio, aire acondicionado por conducto. Plaza de garaje y trastero incluido en el precio y una gran zona de mancomunidad con zonas ajardinadas, parque infantil, cancha de fútbol y zona de merendero. ¡ No dudes en venir a visitarlo! ¡ POSIBILIDAD DE HIPOTECA 100% PREGUNTANOS! Descargar folleto.",True,good,False,True,5237.0,True,False,False,False,[],False,False,549900.0,€,flat,"Los Satélites - Roza Martín, Majadahonda","Piso en calle la Flauta Mágica, 97",Top,,True,True,,,,
108429105,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/13/aa/ea/1344605943.webp,VM2506026,53,4,2500000.0,flat,sale,234.0,True,5,4,calle de Pechuán,Madrid,Madrid,Chamartín,es,Ciudad Jardín,40.444767,-3.6770516,False,https://www.idealista.com/inmueble/108429105/,"PISO CON TERRAZA, GARAJES Y TRASTERO JUNTO AL AUDITORIO NACIONAL Aproperties Real Estate pone a la venta este exclusivo refugio urbano junto al Auditorio Nacional – Elegancia, amplitud y privacidad en el corazón de Ciudad Jardín En una de las zonas más privilegiadas de Madrid, a solo unos pasos del Auditorio Nacional de Música, se encuentra esta propiedad única que destaca por su elegancia, funcionalidad y una atmósfera de tranquilidad sorprendente. Con 234 m² construidos según Catastro, esta vivienda está diseñada para ofrecer una clara separación entre la zona noble y la de servicio, garantizando comodidad y privacidad en cada rincón. Al entrar, un sofisticado hall da la bienvenida y conecta con un amplio salón-comedor independiente, lleno de luz natural y con acceso a una maravillosa terraza. Un espacio perfecto para disfrutar y recibir con estilo. Desde aquí, una puerta lateral conduce discretamente a la cocina office, equipada y práctica, junto a un dormitorio y un baño completo que completan la zona de servicio. La zona privada se encuentra a la izquierda del hall, donde un acogedor salón de estar invita al descanso. Más adelante, un pasillo conduce a cuatro dormitorios luminosos y tres baños completos. El dormitorio principal, en suite, destaca por su amplitud y generosas soluciones de almacenamiento. Además, la vivienda cuenta con una terraza exclusiva de 45 m², un espacio común en la cubierta de la finca, ideal para relajarse al aire libre con total privacidad. Completa esta oferta dos plazas de garaje contiguas y un trastero en la finca. Una propiedad irrepetible que combina espacios despejados, luz natural y una distribución pensada para vivir con el máximo confort. ¿Te imaginas llamando a este oasis urbano tu hogar?  Contacte con nosotros para ver más inmuebles similares.",True,good,False,True,10684.0,True,False,False,False,[],False,False,2500000.0,€,flat,"Ciudad Jardín, Madrid",Piso en calle de Pechuán,Top,,True,True,,,,
108575333,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/52/6b/ff/1348891304.webp,VM2506100,29,1,830000.0,flat,sale,128.0,True,3,2,calle de Abtao,Madrid,Madrid,Retiro,es,Pacífico,40.4075991,-3.6752285,False,https://www.idealista.com/inmueble/108575333/,"PISO EXTERIOR DE TRES HABITACIONES EN PACIFICO aProperties presenta un estupendo piso reformado en Pacífico. Se trata de una primera planta de 128 m2. con zonas comunes, de los que 111 m2 son de vivienda segun catastro. Se accede por un pasillo distribuidor que limita a la derecha 3 habitaciones dobles y dos cuartos de baño, siendo el principal en suite y todos ellos dan a un patio de manzana, por otro lado, nos encontramos en la parte exterior con el salón comedor con cocina integrada con una bonita península. El inmueble dispone de aire acondicionado por split, y calefacción central. El edificio cuenta con servicio de portería. Gastos de comunidad 189,28€ incluida calefacción El barrio de Pacífico está ubicado en el extremo sur del distrito del Retiro. Es un lugar encantador que destaca por su ambiente familiar y acogedor. Con una buena red de transporte, los residentes disfrutan de fácil acceso a estaciones de metro, así como varias líneas de autobús que conectan con el resto de la ciudad siendo en coche accesible desde la M30 y la autovía A-3. Con sus calles arboladas y su ambiente acogedor, Pacífico es un lugar perfecto para aquellos que buscan una vivienda en un tono residencial sin alejarse demasiado del centro de Madrid. ¿Te imaginas vivir aquí?  Contacte con nosotros para ver más inmuebles similares.",True,good,False,True,6484.0,True,False,False,False,[],False,False,830000.0,€,flat,"Pacífico, Madrid",Piso en calle de Abtao,Top,,,,,,,
108440111,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a9/34/2c/1344926248.webp,,22,bj,559900.0,flat,sale,100.0,True,2,2,"calle las Bodas de Fígaro, 26",Madrid,Majadahonda,Los Satélites - Roza Martín,es,,40.4511734,-3.8836382,True,https://www.idealista.com/inmueble/108440111/,"HOGARES VENDE en exclusiva vivienda en inmejorable estado de dos dormitorios con dos cuartos de baño completos, plaza de garaje y trastero en urbanización cerrada con piscina.  La vivienda se distribuye de la siguiente manera; Hall de bienvenida en el que da paso a un salón amplio y luminoso, en el que está muy bien diferenciado los dos ambientes, zona de estar y zona de comedor con salida a dos preciosos jardines totalmente acondicionado.  Cocina totalmente equipada con gran capacidad de almacenaje gracias a los múltiples armarios de los que dispone, zona de lavado y salida directa al jardín.  Dormitorio principal con armario empotrado totalmente vestido, aire acondicionado y cuarto de baño en suite con bañera.  Dormitorio secundario muy luminoso, armario empotrado totalmente vestido y aire acondicionado. Por último encontramos un cuarto de baño completo con plato de ducha. La vivienda tiene las paredes en liso, persianas eléctricas, suelo de tarima, puertas y armarios lacados en blanco, radiadores de aluminio, cocina totalmente reformada.  Plaza de garaje y trastero incluido en el precio y una gran zona de mancomunidad con zonas ajardinadas, parque infantil, cancha de fútbol y zona de merendero.  ¡ No dudes en venir a visitarlo! ¡ POSIBILIDAD DE HIPOTECA 100% PREGUNTANOS!",True,good,False,True,5599.0,True,False,False,False,[],False,False,559900.0,€,flat,"Los Satélites - Roza Martín, Majadahonda","Piso en calle las Bodas de Fígaro, 26",Top,,True,True,,,,
