propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,newDevelopmentFinished,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108799142,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b3/eb/25/1355481244.webp,10008557,29,4,439000.0,penthouse,sale,56.0,True,1,1,calle de Jerónima Llorente,Madrid,Madrid,Tetuán,es,Bellas Vistas,40.4565162,-3.7074141,False,https://www.idealista.com/inmueble/108799142/,"Vivienda2 vende en exclusiva magnífico ático con terraza en Bellas Vistas Calle Jerónima Llorente Vivienda2 presenta en exclusiva este encantador ático de 54 m² ubicado en la Calle Jerónima Llorente, en el corazón del barrio de Bellas Vistas, una zona residencial consolidada, bien comunicada y con todos los servicios a mano. La vivienda, situada en la última planta de la finca, ofrece una distribución funcional y muchísimas posibilidades de reforma para adaptarla al gusto y necesidades del comprador. Actualmente se compone de: Dormitorio independiente con vestidor, muy luminoso y tranquilo. Salón-comedor con buena distribución, ideal para crear una zona amplia y acogedora. Cocina independiente, con ventilación natural. Cuarto de baño completo. Y lo más destacado: una terraza cerrada que fue incorporada a la vivienda para ganar metros interiores, pero que puede reabrirse sin dificultad, recuperando así un espacio exterior privado y muy aprovechable. La vivienda se encuentra para actualizar, lo que representa una excelente oportunidad para personalizarla o redistribuirla. Gracias a su forma y orientación, permite crear un proyecto moderno y funcional (incluso tipo loft o con cocina abierta al salón, por ejemplo). El edificio está bien mantenido y ya cuenta con la aprobación para la instalación del ascensor, lo que no solo mejorará la comodidad diaria sino que revalorizará notablemente el inmueble. La zona de Bellas Vistas destaca por su carácter residencial, tranquilo y con todos los servicios: supermercados, comercios tradicionales, centros educativos y zonas verdes. A pocos minutos del metro Francos Rodríguez (L7) y múltiples líneas de autobús. Excelente conexión con Ciudad Universitaria y con acceso rápido tanto a la M-30 como al centro de Madrid. Ideal tanto para quienes buscan su primera vivienda como para quienes quieren realizar una inversión con potencial de revalorización y alta demanda de alquiler. ¡No dejes pasar esta oportunidad única de adquirir un ático con terraza en una de las zonas con más proyección de Madrid! Contacta con Vivienda2 para más información o concertar una visita.",False,renew,False,False,7839.0,True,False,True,False,[],False,False,439000.0,€,flat,penthouse,"Bellas Vistas, Madrid",Ático en calle de Jerónima Llorente,Destacado,,,,,,
107862015,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a3/2f/f3/1326534734.webp,rejas7,10,,698800.0,chalet,sale,152.0,,4,3,"Otoño, 4",Madrid,Madrid,San Blas,es,Rejas,40.4472099,-3.5705452,True,https://www.idealista.com/obra-nueva/107862015/,"Urban Vende! OBRA COMENZADA. Residencial Los Llanos de las Rejas es el lugar perfecto para adquirir una vivienda unifamiliar de 152 m2, en régimen de promoción privada. Te presentamos estos exclusivos adosados sobre parcela de 302 m2, con diseños amplios y luminosos, y grandes acristalamientos que permiten disfrutar de una excelente iluminación natural. Las altas calidades en materiales y acabados personalizados hacen de estas viviendas una opción única en el mercado. Distribuidas en 2 plantas. En la Planta Principal encontrarás una amplia habitación, baño completo, un espacioso salón comedor y una espaciosa cocina. Además, tendrás acceso directo al patio trasero y al patio delantero, donde podrás disfrutar de tu propio parking privado con puerta automatizada, todo en el mismo nivel. En la Planta Primera, descubrirás tres amplias habitaciones. La habitación principal cuenta con un amplio vestidor y baño privado, mientras que las habitaciones secundarias disponen de amplios armarios con baño compartido y acceso a una amplia terraza común. Además, la carpintería exterior está diseñada con ventanas de hojas abatibles de PVC, siempre con una hoja oscilo-batiente y la posibilidad de persianas motorizadas con cristales y cierres de seguridad. En cuanto a las comodidades, tendrás la opción de contar con una piscina de cloración salina, ideal para disfrutar del buen tiempo. La calefacción y acondicionamiento de la temperatura interior se realiza mediante suelo radiante invisible mediante aerotermia, lo que garantiza un ambiente eficiente, económico y muy confortable. Además, el inmueble cuenta con una instalación de toma eléctrica homologada para carga de vehículo eléctrico, pensando en las necesidades actuales y futuras de movilidad sostenible. También se ha realizado la preinstalación de placas solares fotovoltaicas, para aprovechar al máximo la energía solar y reducir el consumo eléctrico. No pierdas la oportunidad de adquirir esta vivienda única en un entorno residencial exclusivo y en una de las zonas don mejor acceso y crecimiento de Madrid capital. ¡Contacta con nosotros para más información y visita!",False,,True,,4597.0,True,False,False,False,[],False,False,698800.0,€,chalet,terracedHouse,"Rejas, Madrid","Chalet adosado en Otoño, 4",Destacado,False,True,True,,,
108821725,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/15/40/a0/1356129102.webp,10008583,30,,169000.0,flat,sale,22.0,False,1,1,calle del Salitre,Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.4098544,-3.6997609,False,https://www.idealista.com/inmueble/108821725/,"VIVIENDA2 LANZA EN EXCLUSIVA ESTA EXCELENTE OPORTUNIDAD EN EL CENTRO DE MADRID Calle Salitre Distrito Centro, Barrio Embajadores Si buscas una vivienda funcional, con encanto y en una ubicación privilegiada, esta es tu oportunidad. Te presentamos este acogedor apartamento de 22 m² situado en una de las zonas más vibrantes y con mayor proyección de la capital: Embajadores Lavapiés. Características principales: Superficie: 22 m² construidos Distribución eficiente: -Salón-comedor con cocina integrada -1 dormitorio independiente  -Baño completo con plato de ducha Estado de conservación: Listo para entrar a vivir o alquilar Ideal para inversores: Este inmueble es perfecto para quienes buscan una alta rentabilidad gracias a su localización estratégica. La zona tiene una fuerte demanda de alquiler tanto de larga como de corta estancia. Además, su bajo mantenimiento lo convierte en una opción muy rentable desde el primer día. Entorno y conexiones: Ubicado en Calle Salitre, en pleno corazón del barrio de Embajadores, una de las zonas más culturales, diversas y dinámicas de Madrid. A escasos minutos caminando de: Estaciones de metro Lavapiés y Embajadores Museo Reina Sofía y CaixaForum Atocha Renfe Multitud de restaurantes, bares con encanto, tiendas locales y mercados tradicionales (Mercado de San Fernando) Una ubicación que combina historia, modernidad y vida de barrio, perfecta tanto para vivir como para invertir. Una inversión inteligente en el centro de Madrid.",True,good,False,True,7682.0,True,False,True,False,[],False,False,169000.0,€,flat,,"Lavapiés-Embajadores, Madrid",Piso en calle del Salitre,Destacado,,,,,,
105556239,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/98/d0/68/1347848505.webp,,29,2,1050000.0,flat,sale,106.0,True,2,2,calle de Ponzano,Madrid,Madrid,Chamberí,es,Nuevos Ministerios-Ríos Rosas,40.4458645,-3.6981216,False,https://www.idealista.com/inmueble/105556239/,"Inmobiliaria Emmanuel ofrece!  Maravillosa y renovada vivienda de dos habitaciones y dos baños. La vivienda es 100% exterior dando todas las dependencias a la Calle Ponzano o a un luminoso patio de luces abierto. Dicha vivienda se encuentra en una agradable comunidad de vecinos donde el ambiente es jovial y agradable. En el patio de manzanas existe un fantástico jardín con acceso por la fachada trasera donde hay una piscina, pista de paddle y gimnasio. En el precio también está incluido un fantástico y amplio trastero y plaza de garaje, El complejo dispone de conserje 24 horas. La finca dispone también de circuito cerrado con cámaras de seguridad. Se encuentra a tan solo 400 metros de Corte Inglés y 5 minutos de Nuevos Ministerios, en la zona hay varios supermercados y cientos de restaurantes y tiendas. Inmobiliaria Emmanuel, nos avalan mas de 30 años en el sector inmobiliario. Estamos especializados tanto en alquiler como en venta de inmuebles y oficinas de ALTO NIVEL situados en las zonas más exclusivas de Madrid, contamos con una amplia cartera de viviendas, no dude en llamarnos para ampliar información y ofrecerle el inmueble que mas se ajuste a sus necesidades. Por solicitud de algunos propietarios, algunos inmuebles que tenemos en esta zona solo están anunciados en nuestra web. Para verlos pinche por favor en nuestro logo o en el enlace adicional ubicado en la parte final del anuncio.",False,good,False,True,9906.0,False,False,False,False,[],False,False,1050000.0,€,flat,,"Nuevos Ministerios-Ríos Rosas, Madrid",Piso en calle de Ponzano,Destacado,,True,True,,,
108745331,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/63/46/a7/1353868751.webp,,31,,410000.0,chalet,sale,318.0,,4,3,San francisco s/n,Madrid,Ciempozuelos,Casco Antiguo sur,es,,40.157955,-3.6192473,True,https://www.idealista.com/inmueble/108745331/,"Agencia inmobiliaria de CIEMPOZUELOS – SAN MARTIN DE LA VEGA zona CIEMPOZUELOS Oficina HOGARES CIEMPOZUELOS – SAN MARTIN DE LA VEGA EN VENTA: AMPLIO CHALET ADOSADO EN CIEMPOZUELOS, cercano a zonas verdes, colegios, parada de autobús y todos los servicios necesarios. Este chalet adosado destaca por su distribución funcional y su amplitud, ofreciendo el equilibrio perfecto entre comodidad y privacidad. En la planta principal, encontramos una cocina independiente, amplia y luminosa, ideal para el día a día. El gran salón-comedor cuenta con salida directa al exterior, donde se puede disfrutar de un agradable espacio ajardinado con una zona perfecta para reuniones con familiares y amigos. También en esta planta hay un aseo de cortesía para mayor comodidad. Además, dispone de un dormitorio en planta baja, ideal como dormitorio principal o para personas con movilidad reducida. La segunda planta dispone de tres dormitorios. Dos de ellos comparten un baño completo, mientras que uno de los dormitorios tiene acceso a una terraza privada, lo que aporta un espacio exterior extra y muy acogedor. El garaje es muy amplio, con capacidad para varios coches, lo que proporciona comodidad y seguridad. Además, cuenta con una cocina independiente y un baño completo, lo que lo convierte en un espacio adicional perfecto para realizar actividades al aire libre o como zona de uso múltiple. La zona de garaje también se puede adaptar como sala de juegos, gimnasio, o incluso cine en casa. Este chalet adosado es una oportunidad única por su amplitud, distribución y ubicación privilegiada. Su zona exterior lo convierte en el hogar perfecto para disfrutar con familia y amigos. ¡Posibilidad de Financiación al 100%: Una Oportunidad A Tu Alcance! Si estás buscando un hogar para ti y tu familia, esta es tu oportunidad. Además, ofrecemos la posibilidad de financiación al 100%, lo que hace de esta propiedad una opción aún más atractiva para quienes desean dar el siguiente paso en la compra de su vivienda sin preocuparse por la financiación. No dejes pasar esta oportunidad única. Contacta con nosotros para más información y para programar una visita. Estaremos encantados de mostrarte esta maravillosa propiedad y ayudarte a conocer todos los detalles sobre las condiciones de financiación. ¡Tu nuevo hogar te espera! Este anuncio no es vinculante, puede contener errores. Se muestra a título informativo y no contractual.",False,good,False,,1289.0,True,True,False,False,[],False,False,410000.0,€,chalet,terracedHouse,"Casco Antiguo sur, Ciempozuelos",Chalet adosado en San francisco s/n,Destacado,,True,True,,,
108807464,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e6/2c/82/1355729545.webp,10008581,34,1,478000.0,flat,sale,99.0,True,3,2,calle de Monseñor Oscar Romero,Madrid,Madrid,Carabanchel,es,Vista Alegre,40.383905,-3.7493578,False,https://www.idealista.com/inmueble/108807464/,"VIVIENDA2 vende en exclusiva, amplio piso con dos terrazas en finca cerrada con piscina y zonas verdes en Eugenia de Montijo, Vista Alegre Carabanchel En el corazón de Carabanchel, uno de los distritos con mayor crecimiento y proyección de Madrid, Vivienda2 presenta en exclusiva esta fantástica vivienda ubicada en una finca seminueva de 1985 con todas las comodidades que tu familia necesita: piscina comunitaria, zona infantil, recinto cerrado y acceso a todos los servicios. Este piso completamente exterior, originalmente de 4 dormitorios y reformado para ofrecer mayor amplitud y funcionalidad, se distribuye en tres dormitorios dobles, dos baños completos (uno de ellos en suite), una cocina independiente con acceso a una amplia terraza, y un salón-comedor con terraza incorporada   luminoso y acogedor. Características destacadas: Superficie construida bien aprovechada, con excelente distribución interior. Tres dormitorios espaciosos, ideales para familias o para trabajar desde casa. Dos baños completos, uno de ellos integrado en el dormitorio principal. Terraza generosa con acceso directo desde la cocina, perfecta para desayunos al aire libre o como zona de relax. Cocina independiente, funcional y luminosa. Finca seminueva, con ascensor, acceso adaptado y zonas comunes muy cuidadas. Piscina comunitaria, parque infantil y zonas ajardinadas dentro de un recinto cerrado, ideal para familias con niños. Trastero y plaza de garaje opcionales (consultar disponibilidad).  Ubicación privilegiada: Situado en el entorno de Eugenia de Montijo, esta vivienda se encuentra rodeada de todo tipo de servicios: colegios, supermercados, centros de salud, zonas verdes y comercios. Una zona residencial consolidada que, al mismo tiempo, está en plena expansión urbanística. Además, cuenta con excelente comunicación: Metro línea 5 a escasos minutos caminando. Varias líneas de autobús en las inmediaciones. Fácil acceso a principales vías: A-42, M-30, M-40 y M-45. Un hogar pensado para vivir cómodamente en Madrid.",False,good,False,True,4828.0,True,False,True,False,[],False,False,478000.0,€,flat,,"Vista Alegre, Madrid",Piso en calle de Monseñor Oscar Romero,Destacado,,,,,,
108901157,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/72/af/4e/1358381259.webp,959,58,4,1670000.0,flat,sale,121.0,False,3,2,Barrio Lista,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4304937,-3.6779701,False,https://www.idealista.com/inmueble/108901157/,"GENERAL PARDIÑAS, Barrio de Salamanca, junto a la Calle Ortega Gasset, magnífico piso de 121 metros, reformado íntegramente, con un diseño moderno y acabados de alta gama que garantizan confort, funcionalidad y estilo en cada uno de sus espacios.    Se trata de una vivienda de techos altos, interior, pero con mucha luminosidad, ya que da a un gran patio de manzana con bonitas vistas que se aprecian desde su terraza, con mucha luz natural, distribuido en salón, amplio comedor con cocina integrada completamente amueblada y equipada que da una amplitud extraordinaria a este inmueble.     La vivienda destaca por sus materiales de alta calidad, paredes con puertas ocultas de madera, que permite que la puerta se integre completamente con la pared, creando una apariencia continua y sin interrupciones con acceso al baño y a varios armarios empotrados a medida, todos ellos vestidos con luz led en su interior con mucho espacio para almacenamiento.    Cuenta con dos cuartos de baño completos, perfectamente equipados y de diseño moderno, uno de ellos en suite.    Los materiales son de primera calidad, carpintería, iluminación, material cerámico, cocina con electrodomésticos Balay a estrenar, encimeras Ascale, persianas motorizadas, tarima AC5, paredes lisas, puertas alta, macizas, lacadas, ventanas PVC climalit oscilobatientes, bitono.    Garaje acceso directo y trastero.    Muy buena finca clásica de bonita fachada y portal señorial, portero físico y ascensor de servicio.     El piso está ubicado en una zona de las mejores zonas junto a la zona “milla de oro” de Madrid, perfectamente comunicada, con todo tipo de comercios y servicios cercanos a la vivienda, Parque del Retiro, Colegios, hospitales, etc.     COMUNIDAD: 131, € Garaje 78€    En Inmuga Homes, resolvemos cualquier duda o consulta fiscal y jurídica que pudiera surgir. Buscamos FINANCIACIÓN. Tramitamos la inscripción de compraventas, herencias, cancelaciones de hipoteca, levantamiento de embargos, C. E. E…. y cualquier trámite relacionado con la transacción de su inmueble. Contáctenos para ampliar información.",False,good,False,True,13802.0,False,False,False,False,[],False,False,1670000.0,€,flat,,"Lista, Madrid",Piso,Destacado,,True,True,,,
108776881,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/57/18/59/1354810706.webp,10008570,32,,469000.0,flat,sale,70.0,True,3,1,calle del Acuerdo,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4254852,-3.7086573,False,https://www.idealista.com/inmueble/108776881/,"¡Oportunidad única en el corazón de Madrid! Ubicada en la Calle del Acuerdo, en pleno barrio de Universidad - Malasaña, esta vivienda en planta baja es el lugar perfecto tanto para vivir como para invertir. Con 3 habitaciones y 1 baño, este inmueble destaca por su luminosidad y su excelente ventilación cruzada. Está en pleno centro pero con la tranquilidad de una calle no principal. Sus altos techos ofrecen una sensación de gran amplitud, creando un espacio acogedor y muy cómodo. Cada estancia cuenta con ventanas que permiten aprovechar al máximo la luz natural. ¿Por qué es una excelente inversión? La ubicación inmejorable, en uno de los barrios más demandados de Madrid, garantiza una alta demanda de alquileres, lo que hace de esta propiedad una opción segura para rentabilizar. Ideal para quienes buscan un hogar con carácter y confort, o para aquellos que deseen aprovechar el potencial del mercado de alquiler en el centro de la ciudad. Malasaña - El Alma Vibrante de Madrid El barrio de Malasaña es uno de los lugares más emblemáticos y de moda de Madrid, conocido por su ambiente alternativo, su rica historia cultural y su vibrante vida nocturna. En pleno centro de la ciudad, Malasaña es un referente para quienes buscan un estilo de vida cosmopolita, bohemio y lleno de creatividad. Calle San Bernardo es uno de los ejes principales de esta zona, un enclave de conexión entre los barrios más populares del centro. Esta calle, que mezcla lo antiguo con lo moderno, ofrece una gran variedad de servicios y comercios, así como acceso fácil a múltiples puntos de interés. Además, se encuentra perfectamente conectada con el resto de la ciudad a través de una excelente red de transporte. Conexiones y Accesibilidad: Estación de metro: La Calle San Bernardo cuenta con varias paradas de metro, como San Bernardo (L2 y L4) y Tribunal (L1 y L10), lo que facilita el acceso directo a otras zonas clave de Madrid, como Gran Vía, Chamberí, Malasaña, y Chueca. Autobuses: Varias líneas de autobús pasan por la zona, lo que permite una movilidad rápida y cómoda por el centro de la ciudad. Acceso a la M-30: A tan solo unos minutos en coche de la M-30, esta zona tiene fácil acceso a las principales arterias de la ciudad y sus alrededores. Lugares de Interés Cercanos: Plaza dos de Mayo: El corazón de Malasaña, famosa por su ambiente animado, bares y cafeterías con terraza. Es el punto de encuentro perfecto para disfrutar de la cultura local. Calle Fuencarral: A tan solo unos pasos, esta calle es un referente de moda y tendencias, con tiendas de marcas nacionales e internacionales. Gran Vía: A pocos minutos, la Gran Vía ofrece un abanico de teatros, cines, restaurantes y un acceso directo al centro de ocio de Madrid. Museo de Historia de Madrid: Situado cerca de San Bernardo, ofrece una visión única de la evolución de la ciudad. Parques y zonas verdes: El Parque de la Vaguada y el Jardín del Principe de Anglona se encuentran a poca distancia para disfrutar de un momento de tranquilidad al aire libre. Ambiente del Barrio: Malasaña es sinónimo de cultura urbana, con sus calles llenas de arte, tiendas de segunda mano, galerías, bares de cócteles, cafeterías de especialidad, y restaurantes que ofrecen una fusión de sabores. Además, el barrio es famoso por su historia ligada al movimiento Movida Madrileña, y sigue siendo un centro de creatividad e innovación. En resumen, vivir en la zona de Malasaña y, en particular, en la Calle San Bernardo, es disfrutar de una ubicación inmejorable, rodeado de historia, arte, vida nocturna y todas las comodidades de la ciudad. Ya sea para vivir o como inversión, esta es una zona que no deja de atraer tanto a jóvenes como a profesionales y turistas por su inconfundible carácter y su oferta cultural.",True,good,False,False,6700.0,True,False,True,False,[],False,False,469000.0,€,flat,,"Malasaña-Universidad, Madrid",Piso en calle del Acuerdo,Destacado,,,,,,
108514676,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b9/b5/43/1347182616.webp,VERA25,25,2,224900.0,duplex,sale,95.0,True,1,2,calle Veracruz,Madrid,Galapagar,Casa Amarilla,es,,40.5750976,-4.0013652,False,https://www.idealista.com/inmueble/108514676/,"Agencia inmobiliaria de GALAPAGAR zona GALAPAGAR Oficina HOGARES GALAPAGAR-COLMENAREJO EN VENTA: ESPECTACULAR PISO EN GALAPAGAR, cercano a zonas verdes, colegios, parada de autobús, etc… Dúplex con alma de hogar, cómodo, luminoso y con todo al alcance ¿Buscas un hogar con espacio, luz y buena ubicación? Este encantador dúplex puede ser justo lo que necesitas. Situado en una zona tranquila, pero con todos los servicios a un paso —supermercados, colegios, parques y comercios—, combina la comodidad de una vivienda funcional con el confort de una comunidad que lo tiene todo: ascensor, piscina comunitaria y plaza de garaje incluida. En la planta principal, nada más entrar, te recibe un salón amplio y acogedor, con salida directa a una terraza donde disfrutar de las tardes al aire libre o desayunos soleados. La cocina es independiente, práctica y luminosa, y además cuenta con un bonito balcón que le da un plus de ventilación y frescura. También en esta planta encontrarás un baño completo con bañera, perfecto para el uso diario y para recibir visitas con total comodidad. Subiendo por las escaleras llegamos a la planta superior, destinada al descanso. Originalmente contaba con DOS habitaciones, pero actualmente se ha abierto el espacio para crear una gran estancia diáfana, ideal como dormitorio principal, zona de trabajo, cuarto de juegos o incluso para volver a dividirla si lo prefieres. Además, esta planta cuenta con un aseo que aporta privacidad y funcionalidad. El edificio dispone de ascensor, algo fundamental para el día a día, y forma parte de una urbanización con piscina, ideal para refrescarse en verano o disfrutar del ambiente familiar que ofrece la comunidad. Y para completar la comodidad, incluye plaza de garaje, para olvidarte de buscar aparcamiento. Una vivienda versátil, luminosa y bien conectada, lista para convertirse en tu próximo hogar. No dudes en ponerte en contacto con nosotros para poder ver la vivienda y ver condiciones de FINANCIACIÓN 100%. Este anuncio no es vinculante, puede contener errores. Se muestra a título informativo y no contractual.",False,good,False,True,2367.0,True,True,False,True,[],False,False,224900.0,€,flat,duplex,"Casa Amarilla, Galapagar",Dúplex en calle Veracruz,Destacado,,True,True,,,
107982509,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/92/d4/e7/1330174209.webp,Álamo,22,2,259900.0,duplex,sale,121.0,True,3,2,calle del Álamo,Madrid,Galapagar,Casco Antiguo,es,,40.5741,-4.0028597,False,https://www.idealista.com/inmueble/107982509/,"Agencia inmobiliaria de GALAPAGAR zona GALAPAGAR Oficina HOGARES GALAPAGAR-COLMENAREJO EN VENTA: ESPECTACULAR PISO EN GALAPAGAR, cercano a zonas verdes, colegios, parada de autobús, etc… Exclusivo dúplex en el corazón de Galapagar, con garaje y trastero Ubicado en pleno centro urbano de Galapagar, este elegante dúplex representa una oportunidad única para quienes valoran la comodidad de tener todos los servicios al alcance de la mano, sin renunciar al bienestar y la tranquilidad de una vivienda bien distribuida y luminosa. A escasos minutos caminando encontrarás centros educativos, supermercados, farmacias, transporte público (incluida la estación de tren) y una amplia oferta de comercios y restauración, lo que convierte a este enclave en uno de los más prácticos y cotizados del municipio. La vivienda, distribuida en dos plantas, ofrece un diseño funcional y equilibrado. En la planta baja se sitúa un amplio salón-comedor, dotado de gran luminosidad gracias a su salida directa a un balcón exterior, ideal para disfrutar de la luz natural o crear un pequeño espacio de descanso al aire libre. La cocina independiente, de líneas rectas y prácticas, cuenta con zona de tendedero, optimizando el uso del espacio. Completa esta planta un cuarto de baño, pensado para la comodidad diaria y el uso de invitados. En la planta superior se ubica la zona de descanso, compuesta por tres dormitorios bien proporcionados, todos con excelente ventilación y luz natural. El dormitorio principal destaca por su amplitud y confort. Un segundo cuarto de baño, también completo, da servicio a esta planta, garantizando funcionalidad para toda la familia. La vivienda incluye en el precio una plaza de garaje de cómodo acceso y un cuarto trastero, dos elementos que aportan un valor añadido incuestionable en esta zona del municipio. Una vivienda que conjuga ubicación estratégica, amplitud y calidad de vida, ideal tanto para familias como para quienes buscan una inversión segura en una de las zonas más demandadas de la sierra noroeste de Madrid. No dudes en ponerte en contacto con nosotros para poder ver la vivienda y ver condiciones de FINANCIACIÓN 100%. Este anuncio no es vinculante, puede contener errores. Se muestra a título informativo y no contractual.",False,good,False,True,2148.0,True,False,False,True,[],False,False,259900.0,€,flat,duplex,"Casco Antiguo, Galapagar",Dúplex en calle del Álamo,Destacado,,True,True,,,
