propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,parkingSpace.parkingSpacePrice,newDevelopmentFinished
107917396,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d9/3f/48/1328247451.webp,R188,20,3,372000.0,flat,sale,75.0,True,2,1,avenida del Euro,Madrid,Madrid,Carabanchel,es,Pau de Carabanchel,40.3637902,-3.7446651,False,https://www.idealista.com/inmueble/107917396/,"Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble. Oportunidad de inversión: inmueble en rentabilidad. Viviendas actualmente alquiladas. Consulte con nuestro Agente Comercial la información adicional sobre el inmueble y las condiciones especiales de compraventa. *No se admiten visitas a la vivienda Vivienda sin amueblar Tarima flotante y armarios empotrados. La cocina está totalmente equipada con electrodomésticos de primera calidad: frigorífico, lavadora, lavavajillas, microondas.  Plaza de garaje y trastero incluidos en el precio. Urbanización privada con servicio de portería, zonas comunes ajardinadas y piscina exterior y zonas de juego. Situado en el PAU de Carabanchel. Perfectamente comunicado en transporte público con líneas de autobús de la EMT 155 (Aluche-Plaza Elíptica) con conexión con cercanías y metro.  Las comunicaciones mediante transporte privado son excelentes gracias al inmediato acceso a la M-30 y a la M-40. Horario de atención telefónica de lunes a viernes de 9:00 a 21:00 y sábados de 9:00 a 14:00 horas.  *No se admiten visitas a la vivienda  *En relación a los suministros de luz y agua, será necesario que el nuevo comprador realice el cambio de titularidad a su nombre.",False,good,False,True,4960.0,False,False,False,False,[],False,False,372000.0,€,flat,"Pau de Carabanchel, Madrid",Piso en avenida del Euro,,,,True,True,,,
108626665,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8e/5b/d1/1350346887.webp,10465,21,2,310000.0,flat,sale,70.0,True,2,1,avenida de Castilla y León,Madrid,Tres Cantos,Primera Fase - Nuevo Tres Cantos,es,,40.6154557,-3.7256298,False,https://www.idealista.com/inmueble/108626665/,"¿Te imaginas tu vivienda en propiedad Tres Cantos? ¡Testa Homes lo hace posible!  *La vivienda y fotos publicadas corresponden a una vivienda tipo, para más información consulte a su gestor comercial.   Amplia vivienda de 70 m² construidos, distribuida en un luminoso salón-comedor, cocina, 2 habitaciones y 1 baños completamente equipados. Cuenta con suelos de gres, armarios empotrados y techos con apliques de luz en todas las estancias. La cocina está totalmente amueblada y equipada con electrodomésticos de primera calidad. Además, dispone de baño completo con ducha y mampara para mayor comodidad. Plaza de garaje y trastero incluidos en el precio. La urbanización privada ofrece piscina, pistas de pádel, sala multiusos y parque infantil, ideal para disfrutar en los meses de calor y el tiempo libre. Ubicada en la zona del nuevo Tres Cantos, un área tranquila con grandes avenidas y todos los servicios cercanos. Cuenta con excelentes accesos a la M-607 y la autovía de Colmenar Viejo, además de estar bien comunicada con transporte público. ¡Una oportunidad única para vivir en un entorno tranquilo y con todas las comodidades! Horario de atención telefónica de 9:00 A 21:00 y sábados de 09:00 - 14:00  **Las imágenes corresponden a un apartamento tipo.  **Viviendas sujetas a disponibilidad y viviendas no amueblada.  *Tour virtual de vivienda tipo. En Testa Homes, te acompañamos durante todo el proceso de compra de la vivienda y te contamos todo con la mayor transparencia. Además, te ponemos en contacto con un asesor financiero que te informará de las mejores condiciones disponibles.  *En relación a los suministros de luz y agua, será necesario que el nuevo comprador realice el cambio de titularidad a su nombre. Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble.",False,good,False,True,4429.0,False,False,False,False,[],False,False,310000.0,€,flat,"Primera Fase - Nuevo Tres Cantos, Tres Cantos",Piso en avenida de Castilla y León,,,,True,True,,,
108667242,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/34/d7/86/1351596987.webp,3395-02080,24,3,440000.0,flat,sale,49.0,False,2,1,calle del Alcalde Sainz de Baranda,Madrid,Madrid,Retiro,es,Ibiza,40.4175257,-3.678669,False,https://www.idealista.com/inmueble/108667242/,"¡ PISO EN VENTA EN EL DISTRITO DE RETIRO, una de las zonas más cotizadas de Madrid! Vivienda con gran potencial, ubicada en una tercera planta, con ascensor, en pleno corazón del distrito de Retiro, formado por seis barrios: Adelfas, Estrella, Ibiza (al que pertenece esta vivienda), Jerónimos, Pacífico y Niño Jesús, extendiéndose en un área de casi 5.4 kilómetros cuadrados y con una población cercana a los 130.000 habitantes. Su ubicación es inmejorable, a 50 metros de El Retiro. A pesar de ser interior, destaca por su luminosidad excepcional durante todo el día, gracias a su altura y orientación a dos patios distintos. Una excelente opción para redistribuir espacios y adaptar la vivienda completamente a tus gustos y necesidades. Actualmente, la distribución es la siguiente: - Dos dormitorios - Salón - Cocina independiente - Un baño completo La finca está en buen estado de conservación, zona con todos los servicios (centros médicos, centros deportivos, restaurantes, supermercado, …), a 3 minutos al Parque del Retiro, colegios CEIP Escuela Aguirre, colegio Santa María del Pilar, colegio de Fomento Los Olmos, IES La Estrella…hospitales como el hospital General Universitario Gregorio Marañón, hospital Universitario Infantil Niño Jesús, etc. Alcalde Sainz de Baranda es una de las pocas calles que quedan en Madrid con un bulevar. Precisamente ésta, la de Ibiza, la de Juan Bravo y la avenida de la Reina Victoria son las únicas de las muchas que hubo. Acceso inmediato a transporte público, autobuses de la EMT líneas 2, 15, 20, 26, 5, N8 en la puerta, metro de Madrid Sainz de Baranda, Ibiza y Goya líneas (2, 6 y 9), equidistantes al domicilio conexión rápida con la M-30 y una amplia oferta de servicios.  Ubicada en una zona privilegiada y muy bien comunicada, con acceso inmediato a transporte público, comercios, colegios y restaurantes. La vivienda se encuentra actualmente alquilada, finalizando el contrato de arrendamiento el 1 de septiembre de 2.025. La reserva del inmueble sólo se producirá después de que una propuesta de compra haya sido expresamente aceptada por el vendedor. El precio publicado NO incluye los impuestos y gastos derivados de la transmisión.",True,good,False,True,8980.0,True,False,True,False,[],False,False,440000.0,€,flat,"Ibiza, Madrid",Piso en calle del Alcalde Sainz de Baranda,,,,,,,,
107918394,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0d/3e/60/1328274991.webp,R10073,20,4,230000.0,flat,sale,60.0,True,1,1,calle Lenguas,Madrid,Madrid,Villaverde,es,Villaverde Alto,40.3413549,-3.7045917,False,https://www.idealista.com/inmueble/107918394/,"Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble. Oportunidad de inversión: inmueble en rentabilidad. Viviendas actualmente alquiladas. Consulte con nuestro Agente Comercial la información adicional sobre el inmueble y las condiciones especiales de compraventa. *No se admiten visitas a la vivienda Distribuidos en un luminoso y amplio salón, al cual acceder a través del hall de la vivienda, y que dispone de acceso a una pequeña terraza ¡que te permitirá disfrutar de espectaculares vistas! 1 dormitorio con amplio ventana y armarios empotrados, con espejo de pared-techo incluido, 1 baño con bañera, espejo y muebles incluidos. Amplia cocina totalmente amueblada y equipada con electrodomésticos de excelente calidad: horno, vitrocerámica, lavavajillas, microondas, campana extractora y nevera. Zona de aseo cerrada con celosía, con lavadora y termo. La vivienda además cuenta con calefacción individual mediante radiadores en todas las estancias, suelos de parqué, puertas de roble, ventanas de aluminio gris oscuro con Climalit y baños con porcelánico de diferentes formatos y toallero radiador. Urbanización privada con vigilancia 24 horas y servicio de portería. Las zonas comunes disponen de áreas ajardinadas y una agradable piscina. Además, tiene pista de pádel y un pequeño parque infantil. El inmueble se encuentra en Villaverde, cercano al parque Plata y Castañar y al polideportivo municipal, además a sus alrededores dispone de distintas opciones de restauración, colegios, institutos, etc. La promoción cuenta con fácil acceso en transporte público gracias a la estación de metro de Villaverde Alto (línea 3) que conecta rápidamente con el centro de Madrid. En caso de disponer de transporte privado, podrás acceder fácilmente a la autovía M-45 o M-40. *No se admiten visitas a la vivienda  Además, en Testa Homes te acompañamos durante todo el proceso de compra de la vivienda y te contamos todo con la mayor transparencia. También, te ponemos en contacto con un asesor financiero que te informará de las mejores condiciones disponibles. *En relación a los suministros de luz y agua, será necesario que el nuevo comprador realice el cambio de titularidad a su nombre. Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble.",False,good,False,True,3833.0,False,False,False,False,[],False,False,230000.0,€,flat,"Villaverde Alto, Madrid",Piso en calle Lenguas,,,,True,True,,,
108145146,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/06/50/59/1335199624.webp,,22,4,275000.0,flat,sale,30.0,True,1,1,calle Cardenal Belluga,Madrid,Madrid,Barrio de Salamanca,es,Guindalera,40.4300896,-3.6664457,False,https://www.idealista.com/inmueble/108145146/,"Encantador Apartamento en Calle Cardenal Belluga, Guindalera. ASÍ Hogar presenta esta excelente oportunidad de vivienda en venta, ideal como primera residencia, en el barrio de La Guindalera, a solo pasos del emblemático barrio de Salamanca. Ubicada en la Calle Cardenal Belluga, esta encantadora propiedad se encuentra en una cuarta planta exterior, muy luminosa y con vistas despejadas. La vivienda cuenta con 30 m² construidos, además de 18 m² abuhardillados los cuales pueden aprovecharse, dejando un bonito espacio útil. Actualmente, la vivienda se encuentra alquilada, con una renta aceptable y relativamente poco tiempo para el cumplimiento del contrato, podría hablarse con la inquilina su salida y plantear algún tipo de acuerdo. Legalmente, al contrato vigente le restan menos de dos años para la finalización de las renovaciones marcadas por Ley, lo cual ofrece flexibilidad dependiendo del perfil del comprador, lo que también la convierte en una opción atractiva para quienes buscan una vivienda lista para habitar. El piso ofrece un salón acogedor con cocina integrada y un espacio como dormitorio abuhardillado que aporta carácter y calidez al espacio. Es una finca sin ascensor, pero destaca por su buena altura, iluminación natural y tranquilidad. La ubicación es inmejorable: a tan solo unos minutos de la Plaza de Toros de Las Ventas, con excelente acceso a transporte público. Estaciones de metro Ventas, Parque de las Avenidas y Manuel Becerra se encuentran muy próximas. Además, la zona cuenta con múltiples líneas de autobús que facilitan la conexión con distintos puntos de la ciudad: 143: Plaza de Manuel Becerra - Las Rosas 146: Plaza del Callao - Los Molinos 21, 53, 74, C1, 156, N5, N7 106: Plaza de Manuel Becerra - Vicálvaro 110: Plaza de Manuel Becerra - Cementerio de la Almudena 210: Diego de León - La Elipa También hay fácil acceso a la M-30, lo que permite una cómoda movilidad por la ciudad. En el entorno cercano encontrarás todo lo necesario para el día a día: supermercados como Mercadona, Carrefour y Día Market; y una gran variedad de restaurantes como El Burdalero, Casa Toribio y Taberna Orgullosa, entre otros. La zona es vibrante, con comercios locales, cafeterías y servicios sanitarios como la Farmacia Alcalá 219, a solo 4 minutos. Para familias, el Colegio Guindalera está muy próximo al inmueble, así como otros centros educativos de la zona. Y para disfrutar de espacios al aire libre, se puede acceder fácilmente a zonas verdes como los Jardines de Eva Duarte Perón, Parque de Isabel II, Jardines de las Mujeres de Ventas y el Parque de la Quinta de la Fuente del Berro. En definitiva, se trata de una propiedad con encanto, ubicada en una zona muy cotizada, perfecta como primera vivienda. ¡No dejes pasar esta oportunidad! NOTA: Contamos con más propiedades disponibles además de las que ves en Idealista. Te invitamos a descubrirlas visitando nuestra página web. ATENCIÓN: La información incluida en esta propiedad, no es vinculante y no forma parte de ninguna oferta o contrato y puede estar sujetas a cualquier modificación que nos solicite los propietarios.",True,good,False,False,9167.0,True,False,True,False,[],False,False,275000.0,€,flat,"Guindalera, Madrid",Piso en calle Cardenal Belluga,,,,,,,,
107920203,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/89/8d/0a/1328332306.webp,,32,1,1770000.0,flat,sale,220.0,True,2,2,calle de Narváez,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4233643,-3.6745758,False,https://www.idealista.com/inmueble/107920203/,"Exclusiva vivienda de lujo reformada en el corazón del distrito de Salamanca – Sin comisión para el comprador Urbantec Realty presenta esta impresionante vivienda totalmente reformada y amueblada con exquisito gusto, ubicada en una de las calles más representativas del prestigioso barrio de Salamanca. Desde el primer instante, esta propiedad enamora por su elegancia y sofisticación. Cada rincón ha sido diseñado por un arquitecto con atención al detalle y un cuidado extremo en la elección de materiales, combinando estilo contemporáneo y calidez en cada estancia. El amplio salón, bañado por luz natural, se asienta sobre un suelo de madera noble que transmite serenidad y confort. La cocina, integrada pero perfectamente delimitada, destaca por su diseño moderno, con mobiliario de alta gama y equipada con todos los electrodomésticos necesarios para disfrutar del arte culinario en casa. La zona de descanso ofrece dos dormitorios dobles de generosas dimensiones. El principal cuenta con un espectacular baño en suite con ducha y bañera exenta, un elegante vestidor y un espacio de trabajo ideal para quienes buscan funcionalidad sin renunciar al estilo. El segundo dormitorio, también amplio, dispone de su propio vestidor y acceso a un segundo baño completo. El inmueble forma parte de un edificio representativo de 1962, con portero, ascensor y en excelente estado de conservación. Todo ello en una ubicación inmejorable, a escasos pasos del Parque del Retiro, rodeado de las mejores boutiques, restaurantes y centros culturales de la ciudad. Vivir en el barrio de Salamanca es elegir calidad de vida, historia y distinción. Esta zona combina su carácter residencial con un entorno vibrante, conectado perfectamente con transporte público, acceso rápido al aeropuerto y principales vías de entrada y salida de Madrid. Y lo mejor de todo: en Urbantec Realty no cobramos comisión al comprador. Porque creemos que el lujo debe vivirse desde el primer momento.",True,good,False,True,8045.0,True,False,False,False,[],False,False,1770000.0,€,flat,"Goya, Madrid",Piso en calle de Narváez,,,,,,,,
104209713,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/64/47/49/1213076378.webp,8420AS-AM,13,2,440000.0,duplex,sale,219.0,True,5,4,calle Manolo Viola,Madrid,San Lorenzo de El Escorial,Zaburdón - Monte Escorial,es,,40.6011948,-4.1355973,False,https://www.idealista.com/inmueble/104209713/,"MR. HOUSE REAL ESTATE VENDE! Fantástico dúplex en San Lorenzo de el Escorial, 219 m2 construidos, distribuidos en dos plantas, dispone de cocina, salón, 5 dormitorios, 4 baños, 2 plazas de garaje, y trastero. Urbanización privada con piscina, zonas verdes y pistas de tenis. La vivienda se encuentra situada en la segunda planta de un edifico residencial con ascensor, bien comunicado mediante transporte público. LLÁMENOS MR. HOUSE REAL ESTATE ES GARANTÍA DE EXITO. MR HOUSE REAL ESTATE SIEMPRE LE OFRECE EL MEJOR PRODUCTO A SU JUSTO PRECIO.",False,good,False,True,2009.0,False,False,False,False,[],False,False,440000.0,€,flat,"Zaburdón - Monte Escorial, San Lorenzo de El Escorial",Dúplex en calle Manolo Viola,,,,,,duplex,,
108337299,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/14/16/05/1341116682.webp,10319,21,2,489300.0,flat,sale,96.0,True,3,2,calle Alcalá,Madrid,Madrid,San Blas,es,Rejas,40.44745,-3.6009237,False,https://www.idealista.com/inmueble/108337299/,"Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble. ¿Te imaginas tu vivienda en propiedad en Madrid? ¡Testa Homes lo hace posible!  *La vivienda y fotos publicadas corresponden a una vivienda tipo, para más información consulte a su gestor comercial. Parking + Trastero incluidos en el precio Piscina Control Acceso 24h Finca con vigilancia perimetral Te presentamos esta magnífica vivienda sin amueblar de 96m² construidos, con una distribución ideal para familias que buscan confort, amplitud y calidad de vida en una de las zonas mejor conectadas de Madrid. Cuenta con 3 habitaciones, 2 baños completos con bañera, y una cocina totalmente amueblada y equipada con electrodomésticos de primeras marcas, lista para que empieces a disfrutar desde el primer día. Los suelos de tarima aportan calidez y estilo, mientras que los armarios empotrados en todos los dormitorios maximizan el espacio de almacenaje. Además, dispone de aire acondicionado frío/calor en el salón y dormitorio principal, y calefacción individual por gas natural, para un confort total durante todo el año. Incluye plaza de garaje y trastero en el precio, lo que añade un plus de comodidad y funcionalidad al conjunto. Situada en una urbanización cerrada con servicio de portería 24h y videovigilancia perimetral, la propiedad ofrece zonas ajardinadas y una estupenda piscina, perfecta para desconectar sin salir de casa. Ubicada en el corazón del barrio de Canillejas, la vivienda cuenta con una localización estratégica, a tan solo 5 minutos andando del metro Canillejas, y con fácil acceso a la M-40, A-2 y al aeropuerto en tan solo 5 minutos en coche. Además, en las inmediaciones encontrarás todo lo que necesitas: supermercados, centros de salud, colegios, zonas verdes y una variada oferta de ocio y restauración. Y sí, se aceptan mascotas. Horario de atención telefónica de lunes a viernes de 9:00 a 21:00 y sábados de 9:00 a 14:00 horas.  Consulte condiciones y disponibilidad.  *Imágenes orientativas sin carácter vinculante.  **Viviendas sujetas a disponibilidad y viviendas no amueblada. En Testa Homes, te acompañamos durante todo el proceso de compra de la vivienda y te contamos todo con la mayor transparencia. Además, te ponemos en contacto con un asesor financiero que te informará de las mejores condiciones disponibles.  *En relación a los suministros de luz y agua, será necesario que el nuevo comprador realice el cambio de titularidad a su nombre. Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble.",False,good,False,True,5097.0,False,False,False,False,[],False,False,489300.0,€,flat,"Rejas, Madrid",Piso en calle Alcalá,,,,True,True,,,
107294038,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/98/5e/0a/1310460236.webp,BC97,72,,825000.0,chalet,sale,185.0,,3,4,"calle Isaac Albéniz, 14",Madrid,Brunete,,es,,40.4300793,-3.9848382,True,https://www.idealista.com/inmueble/107294038/,"GreenLife Inmobiliaria VENDE: Si buscas una vivienda moderna, con todas las comodidades y en una de las mejores zonas de la Comunidad de Madrid, esta es tu oportunidad. Te presentamos esta espectacular casa de 2023, ubicada en el tranquilo y cotizado municipio de Brunete.  ¡Oportunidad exclusiva en Brunete! a 5 minutos de la Universidad Alfonso X ""El Sabio"" y a 35km de Madrid. Chalet unifamiliar caracterizado por su diseño exterior de líneas minimalistas, de arquitectura contemporánea y funcional. La propiedad cuenta con una parcela de 500m² y 185m² construidos, distribuidos en dos únicas plantas.  Al llegar, te sorprenderá su entrada con acceso peatonal y una zona de garaje con puerta automática. Su amplio porche que te invita a piscina privada con césped artificial, ideal por tu comodidad en cuanto a mantenimiento.  Sobre la distribución interior: la primera planta se distribuye por hall de entrada que da acceso a un salón comedor con techo a dos alturas (14,17 m²), aportando amplitud a los espacios, y cocina abierta (20,50 m²) con salida a zona norte de la parcela, que a su vez accede a piscina privada. En esta planta también se ubica el dormitorio principal en suite, con baño completo y vestidor.  En la planta primera, se ubican dos dormitorios dobles con baños completos y dos terrazas exteriores.  En cuanto a las características más importantes encontramos:  - porche cenador exterior con acceso desde salón  - calefacción por aerotermia - persianas eléctricas  - vivienda dotada con grandes ventanales con preciosas vistas al jardín. Superficies:  Planta Baja:  Sp. útil interior83,82m² Sp. construida interior97,85m² Sp. útil exterior39,53m² Sp. construida ext.39,53m² Planta Primera: Sp. útil interior5I,80m² Sp. construida interior68,19m² Sp. útil exterior9,30m² Brunete es un es un encantador municipio situado en la Comunidad de Madrid, a solo 30 minutos en coche de la capital, lo que lo convierte en una opción ideal para quienes buscan disfrutar de la tranquilidad y belleza del campo sin alejarse de los servicios y ventajas de vivir cerca de Madrid.  Su cercanía a Madrid, unida a un entorno natural privilegiado, lo convierte en un lugar perfecto para familias, profesionales y personas que buscan un estilo de vida más relajado y saludable.  Brunete está rodeado de un paisaje rural, con zonas verdes, campos y montañas cercanas que invitan a disfrutar del aire libre, hacer senderismo, montar en bicicleta o simplemente relajarse en un entorno tranquilo. La cercanía al Parque Regional de la Cuenca Alta del Manzanares ofrece a los residentes un acceso fácil a espacios naturales para el disfrute y la desconexión.  No pierdas la oportunidad de conocer esta increíble propiedad en Brunete. CONTAMOS CON DEPARTAMENTO FINANCIERO, que ofrece ASESORAMIENTO SIN COMPROMISO NI COSTE Para estudiar tu capacidad real de CRÉDITOS/FINANCIACIÓN. Nuestros Asesores proporcionan todas las garantías en la compraventa con financiación. **ANUNCIO NO VINCULANTE, A TITULO INFORMATIVO Y NO CONTRACTUAL**.",True,good,False,,4459.0,True,True,False,False,[],False,False,825000.0,€,chalet,Brunete,"Casa independiente en calle Isaac Albéniz, 14",,,,True,True,independantHouse,,
106805359,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a9/1b/fe/1294558001.webp,,15,6,200000.0,penthouse,sale,34.0,False,1,1,calle de la Princesa s/n,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4292119,-3.7151702,True,https://www.idealista.com/inmueble/106805359/,"¡Oportunidad única en Calle Princesa Argüelles! Descubre este encantador piso de 34 m², actualmente alquilado, ideal para quienes buscan un espacio acogedor en una ubicación privilegiada. Situado en una tranquila calle, este apartamento es perfecto tanto para estudiantes como para profesionales que desean disfrutar de la vida urbana. Características del piso: - Superficie: 34 m² bien distribuidos. - Habitaciones: Espacio luminoso y versátil que se puede adaptar a tus necesidades. - Cocina: Cocina equipada con lo esencial, perfecta para preparar tus comidas favoritas. - Baño: Baño completo, funcional y cómodo. - Estado: Actualmente alquilado, lo que lo convierte en una excelente opción para inversores. Descripción de la zona: La Calle Princesa Argüelles se encuentra en un barrio vibrante y lleno de vida. La zona cuenta con una amplia oferta de servicios, incluyendo supermercados, cafeterías y restaurantes, donde podrás disfrutar de la gastronomía local. Además, está bien comunicada con el transporte público, facilitando el acceso a otras partes de la ciudad. Los parques cercanos ofrecen un espacio ideal para relajarse y disfrutar del aire libre. Este piso es una excelente opción para quienes buscan un hogar práctico y cómodo en una ubicación inmejorable. ¡No pierdas la oportunidad de visitarlo! Para más información o para agendar una visita, ¡contáctanos!",False,good,False,True,5882.0,True,False,True,False,[],False,False,200000.0,€,flat,"Malasaña-Universidad, Madrid",Ático en calle de la Princesa s/n,,,,,,penthouse,,
105560845,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5c/cf/74/1256138098.webp,,26,1,270000.0,studio,sale,84.0,True,0,1,avenida de Matapiñonera,Madrid,San Sebastián de los Reyes,Pol. Industrial sur,es,,40.5467176,-3.6180584,False,https://www.idealista.com/inmueble/105560845/,"En avda Matapiñonera, se encuentra Sanse Boulevard.  Es una urbanización cerrada que contiene 4 edificios, 151 lofts en total, con 225 plazas de garaje en la planta sótano y 22 para visitas en la planta superior.  En el bloque 2, tenemos este loft estudio de 5,2 metros de altura y con doble orientación, este y sur.  El ser de esquina le proporciona ventajas, pues es mas grande, la cocina se integra en el fondo del pasillo del edificio, regalando dicho espacio al salon; es por esto que el despacho esta amplio y despejado; todo tiene mas luz y mas y mejores vistas.  La distribución es la siguiente. en la planta baja se sitúa la cocina, el despacho y el salón o zona de esparcimiento mas próximo a los grandes ventanales donde entra luz y sol todo el dia; dispone de cortinas eléctricas.  Ademas de la bomba de frio/calor, un equipo de alta gama de chimenea pelets que funciona de maravilla y que en invierno proporciona calor a toda el conjunto, haciendo del mismo algo verdaderamente acogedor.  En la parte superior una estancia dormitorio, amplia y acogedora, una barandilla abalconada sobre el salón.  Este dormitorio dispone de baño completo.  El loft se encuentra en alquiler, con contrato en vigor hasta 2027.  El inquilino es excepcional, buen pagador y cuida con mimo la propiedad.",False,good,False,True,3214.0,True,False,False,False,[],False,False,270000.0,€,flat,"Pol. Industrial sur, San Sebastián de los Reyes",Estudio en avenida de Matapiñonera,,,,True,False,studio,12000.0,
108589710,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6e/4f/cc/1349305966.webp,10449,20,13,700200.0,flat,sale,122.0,True,3,2,calle de Torrelaguna,Madrid,Madrid,Ciudad Lineal,es,San Pascual,40.4447187,-3.6549025,False,https://www.idealista.com/inmueble/108589710/,"Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble. ¿Te imaginas tu vivienda en propiedad en Madrid? ¡Testa Homes lo hace realidad! La vivienda y fotos publicadas corresponden a una vivienda tipo, para más información consulte a su gestor comercial. Esta elegante vivienda sin amueblar de 122 m² construidos ofrece 3 dormitorios con armarios empotrados de gran capacidad, 2 baños completos equipados con muebles bajo lavabo y mamparas de vidrio, y una amplia estancia principal con acceso directo a una agradable terraza. La cocina, totalmente amueblada y equipada con electrodomésticos de primeras marcas, se complementa con una práctica zona de lavadero independiente. Suelos laminados, aire acondicionado, puerta de seguridad y videoportero garantizan comodidad y seguridad. Incluye plaza de garaje en el precio. Las zonas comunes han sido completamente renovadas para ofrecer un entorno exclusivo: un cuidado jardín privado, una piscina rodeada de áreas verdes con vestuarios, un parque infantil renovado y servicio de portería disponible de lunes a sábado. Todo pensado para tu bienestar y el de tu familia. Sí, las mascotas también son bienvenidas. Ubicada junto al Centro Comercial Arturo Soria, esta promoción se encuentra rodeada de comercios, zonas de ocio, centros de salud y educativos. Excelentes conexiones por transporte público, con la estación de Metro Barrio de la Concepción (Línea 7) a pocos minutos a pie, y varias líneas de autobús (11, 53, 122 y N3). Además, acceso directo a las principales arterias A-2 y M-30 para moverte cómodamente por toda la ciudad. Una ubicación privilegiada para quienes buscan calidad, servicios y estilo de vida. Horario de atención telefónica de lunes a viernes de 9:00 a 21:00 y sábados de 9:00 a 14:00 horas.  **Las imágenes corresponden a un apartamento tipo.  **Viviendas sujetas a disponibilidad. *En relación a los suministros de luz y agua, será necesario que el nuevo comprador realice el cambio de titularidad a su nombre. Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble.",False,good,False,True,5739.0,False,False,False,False,[],False,False,700200.0,€,flat,"San Pascual, Madrid",Piso en calle de Torrelaguna,,,,True,True,,,
