propertyCode,thumbnail,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,floor,exterior,district,hasLift,neighborhood,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
107491993,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/51/8b/33/1319580587.webp,55,565000.0,chalet,sale,265.0,5,2,avenida de la Estacion,Madrid,Zarzalejo,es,40.5438682,-4.1703464,False,https://www.idealista.com/inmueble/107491993/,"CANO GESTIONES INT. INMOBILIARIAS, pone en venta fantástica villa en Zarzalejo (Estación). La villa lo tiene todo para disfrutar y ser feliz con la familia y amigos. La vivienda consta de: PLANTA PRINCIPAL - Salón-comedor con dos salidas a una magnifica terraza. - Cocina con salida a porche y piscina y jardín - Dos amplios dormitorios - Amplio cuarto de baño PLANTA SUPERIOR - Tres dormitorios uno de ellos el principal con mirador acristalado - Cuarto de baño - Estancia amplia para utilizar de armario ropero de menaje de hogar. - Dos trasteros que facilita donde guardar esas cosas que no usamos habitualmente PLANTA SEMISÓTANO - Bodega donde celebrar agradables comidas y conservar el buen vino - Garaje - Cuarto de calderas La finca tiene dos entradas por las que acceder y muy importante se abastece de dos pozos uno de ellos de sondeo con una capacidad inagotable. Zarzalejo consta de todo tipo de comercio, farmacia y pequeño centro de salud, bien comunicado con estación de Renfe y autobuses de Alsa directos al intercambiador de San Lorenzo de El Escorial y viceversa. Sin duda un hogar del que disfrutar. NO LO DUDE Y PONGASE EN CONTACTO CON NOSOTROS PARA CONCERTAR UNA VISITA.",False,good,False,2132.0,False,False,False,False,[],False,False,565000.0,€,True,True,chalet,independantHouse,Zarzalejo,Casa independiente en avenida de la Estacion,,,,,,,,,,
108665104,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0d/fb/b2/1352062815.webp,28,786300.0,penthouse,sale,146.0,3,2,El Rosón - Kelvinator,Madrid,Getafe,es,40.3168212,-3.7313318,False,https://www.idealista.com/inmueble/108665104/,"OH! KEY SERVICIOS INMOBILIARIOS, VENDE  EXCLUSIVO ÁTICOUbicado en la codiciada zona de El Rosón - Kelvinator, en Getafe. Esta propiedad cuenta con todo lo que se puede desear en una vivienda moderna y cómoda. Construido en el año 2004, el edificio se encuentra en excelente estado, ofreciendo una calidad de vida incomparable a sus residentes. Te presentamos este espectacular ático exclusivo, una vivienda que combina amplitud, comodidad y estilo en un entorno tranquilo y perfectamente comunicado.   Espacios que enamoranUbicado en un edificio del año 2004 en excelente estado, este ático ofrece 117,4 m² útiles y 146 m² construidos, perfectamente distribuidos para garantizar tu bienestar. ¿Te gusta el aire libre? Añade a eso una terraza privada de 60 m², ideal para tus momentos de relax, cenas al atardecer o encuentros con amigos.   Dormitorios diseñados para soñarOriginalmente de 4 habitaciones, hoy cuenta con 3 espaciosos dormitorios que priorizan el confort y la amplitud.  La habitación principal tipo suite es un auténtico refugio:  Baño privado de casi 9 m²  Vestidor de 12 m²  16 m² de descanso   Un salón donde la vida sucede: Un espectacular salón de 45 m² se convierte en el corazón del hogar: luminoso, acogedor y con salida directa a la terraza. Aire Acondicionado por conductos y carpintería interior de PVC. Aquí, cada rincón se adapta a tu estilo de vida. Comodidad total con plaza de garaje: Olvídate de buscar aparcamiento. Incluye plaza de garaje, una ventaja muy valorada en esta zona. Conexión perfecta con Madrid, La ubicación es insuperable: Transporte públicoAutobuses: Varias líneas de autobús tienen paradas cercanas, como las líneas 4, 444, 455, 488, N801, 2, 428, N805, 446 y 3, con paradas a entre 2 y 6 minutos a pie.  Cercanías Renfe: La estación Las Margaritas - Universidad (Línea C-4) se encuentra a unos 10 minutos caminando, facilitando el acceso al centro de Madrid y otras localidades.  Otra opción es la estación de Juan de la Cierva, también en la Línea 12, a aproximadamente 15 minutos a pie.  La estación más cercana es Getafe Central (Línea 12 - MetroSur), situada a unos 13 minutos a pie.   Supermercados y tiendas de alimentaciónHiper Usera: a 613 metros, unos 7 minutos a pie.  Mercadona: a 313 metros, aproximadamente 4 minutos caminando.  Market Getafe: a 287 metros, alrededor de 4 minutos a pie.  Supermercado Froiz: a 263 metros, unos 3 minutos caminando.  Lidl: a 163 metros, aproximadamente 2 minutos a pie.     Centros educativosEducación superior: Universidad Carlos III de Madrid: a 520 metros, unos 6 minutos caminando.  Educación primaria y secundaria: Colegio Divina Pastora: a 763 metros, aproximadamente 9 minutos a pie.  Colegio San Sebastián: a 745 metros, alrededor de 9 minutos caminando.  Colegio San José de Calasanz: a 666 metros, unos 8 minutos a pie.  Colegio Vicente Ferrer: a 619 metros, aproximadamente 7 minutos caminando.  Colegio Emperador Carlos V: a 424 metros, alrededor de 5 minutos a pie.     Educación infantil: Wonderland: a 188 metros, unos 3 minutos caminando y Escuela Infantil Marta Mata: a 136 metros, aproximadamente 2 minutos a pie.      Zona residencial con todo al alcance: El barrio El Rosón - Kelvinator destaca por su tranquilidad sin sacrificar servicios: supermercados, colegios, parques, centros deportivos Todo a pocos minutos de casa.   ¿Buscas lo mejor de Getafe? ¡Este ático lo tiene todo!   Diseño, espacio, luz, calidad y ubicación esta propiedad es ideal para quienes valoran la comodidad sin renunciar al estilo.     Llámanos al y uno de nuestros asesores especializados te acompañará en cada paso del proceso.  Ref.: 7318.",False,good,False,5386.0,False,False,False,False,[],False,False,786300.0,€,True,True,flat,penthouse,"El Rosón - Kelvinator, Getafe",Ático,7318,bj,True,El Rosón - Kelvinator,True,,,,,
108246383,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c4/71/98/1338328566.webp,7,600000.0,flat,sale,96.0,3,1,Barrio Huertas-Cortes,Madrid,Madrid,es,40.412629,-3.6959271,False,https://www.idealista.com/inmueble/108246383/,"Se vende vivienda a reformar de 96 m2, en representativo edificio, situado al lado del Paseo del Prado, en el Paisaje de la Luz. El inmueble aún estando en el centro, da a un bonito patío interior abierto y muy luminoso.  Se encuentra en un edificio rehabilitado, con una entrada imponente de piedra con paso de carruajes, portón de madera, bellos jardines en el patio interior, escaleras amplias y elegantes, con portero físico, ascensor y circuito cerrado de televisión.",False,renew,False,6250.0,True,False,False,False,[],False,False,600000.0,€,,,flat,,"Huertas-Cortes, Madrid",Piso,CV124,bj,True,Centro,True,Huertas-Cortes,,,,
108317932,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/17/d0/6f/1357064855.webp,24,2329000.0,flat,sale,122.0,3,3,Barrio Recoletos,Madrid,Madrid,es,40.4241257,-3.6832878,False,https://www.idealista.com/inmueble/108317932/,"Adéntrese en la sofisticación de este excepcional apartamento en el corazón del distinguido barrio de Recoletos, en Madrid. Ubicado en una tranquila primera planta exterior, este hogar ha sido completamente reformado para ofrecer el máximo confort y estilo, presentando 3 amplias habitaciones dobles y 3 baños completos, diseñados para una vida moderna y funcional. Este piso se entrega completamente amueblado y con una cocina equipada, listo para que se mude sin preocupaciones. Destaca por sus acabados de alta calidad, como la carpintería interior lacada en blanco, suelos de tarima y carpintería exterior de PVC con rotura de puente térmico, que garantizan un ambiente acogedor y eficiente. Disfrute de calefacción comunitaria, climatización por split, aire acondicionado y armarios empotrados. La finca cuenta con ascensor y servicio de portero, ofreciendo comodidad, seguridad y accesibilidad. La ubicación es inmejorable: en Recoletos, disfrutará de un equilibrio perfecto entre la tranquilidad residencial y una vibrante vida urbana de élite. Tendrá acceso inmediato a exclusivas boutiques, restaurantes de alta cocina y una completa gama de servicios de lujo, incluyendo centros comerciales, centros médicos y el icónico Parque del Retiro a pocos pasos. Su excelente conectividad con metro y autobús le permitirá moverse cómodamente por toda la ciudad. Este apartamento es ideal para quienes buscan un estilo de vida sofisticado en el distrito más exclusivo de Madrid. VIVIENDA EN PROCESO DE REFORMA. LAS FOTOS NO SE CORRESPONDEN CON LA VIVIENDA. CONTACTA PARA OBTENER LA INFORMACIÓN DETALLADA DEL PROYECTO. ADELÁNTATE AL RESTO, Y ADEMÁS OBTÉN LA POSIBILIDAD DE PERSONALIZAR TU VIVIENDA A TU GUSTO. ¡CONTACTANOS!",False,good,False,19090.0,False,False,False,False,[],False,False,2329000.0,€,,,flat,,"Recoletos, Madrid",Piso,MEM133,1,True,Barrio de Salamanca,True,Recoletos,,,,
108738765,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/68/35/28/1354719818.webp,17,244990.0,flat,sale,110.0,3,2,Las Américas,Madrid,Parla,es,40.2309604,-3.7625881,False,https://www.idealista.com/inmueble/108738765/,"INMOBILIARIA CONFORT VENDE MAGNÍFICO PISO EN ZONA LAS AMÉRICAS – EXCELENTE ESTADO, CON PISCINA Y GARAJE INCLUIDO Se vende estupendo piso en zona residencial Las Américas, ubicado en una urbanización cerrada tranquila y bien cuidada que ofrece zonas ajardinadas y piscina comunitaria, ideales para disfrutar del tiempo libre y el buen clima. La vivienda, en excelente estado de conservación, cuenta con una superficie bien distribuida y orientación sur, lo que garantiza una magnífica entrada de luz natural durante todo el día. Consta de: 3 dormitorios con armarios empotrados Baño completos (uno en suite con bañera) Amplio salón-comedor Independiente. Cocina independiente totalmente equipada Entre sus calidades destacan: Suelos de gres Ventanas climalit que mejoran el aislamiento térmico y acústico. Radiadores eléctricos en todas las estancias. Calefacción individual eléctrica. Aire acondicionado tipo split. Plaza de garaje incluida en el precio. Además, el edificio cuenta con acceso adaptado para personas con movilidad reducida, incluyendo rampas y ascensor de 6 plazas, lo que lo convierte en una opción accesible y cómoda para todos los perfiles. Una propiedad lista para entrar a vivir, situada en una zona con todos los servicios: comercios, colegios, transporte público y zonas verdes. ¡No pierdas esta oportunidad! Contacta con INMOBILIARIA CONFORT para más información o concertar una visita.",False,good,False,2227.0,False,False,False,False,[],False,False,244990.0,€,True,True,flat,,"Las Américas, Parla",Piso,,3,True,Las Américas,True,,,,,
107821230,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7b/a6/d4/1348877918.webp,17,195000.0,flat,sale,80.0,2,1,Loeches,Madrid,Loeches,es,40.3858858,-3.4083785,False,https://www.idealista.com/inmueble/107821230/,"Este magnífico bajo, ubicado en el centro de Loeches, ofrece una ubicación inmejorable, con todos los servicios y comercios a pocos pasos, lo que te permitirá disfrutar de la comodidad de tener todo al alcance de la mano. Totalmente nuevo y recién reformado, esta vivienda de dos habitaciones y un baño se encuentra lista para estrenar. Cuenta con un encantador patio privado, perfecto para disfrutar del aire libre y aprovechar al máximo el espacio exterior. Los acabados y materiales utilizados son de la mejor gama disponible en el mercado, lo que garantiza una experiencia de confort y calidad superior. El interior cuenta con una distribución moderna que aprovecha al máximo la luz natural. Cada detalle de esta vivienda ha sido pensado para ofrecerte lo mejor en comodidad, estética y funcionalidad. Este bajo es una oportunidad única para quienes buscan un hogar recién reformado, en pleno centro del pueblo, con todas las ventajas de vivir en una zona tranquila y bien comunicada. ¡Una opción ideal para comenzar una nueva etapa con calidad y estilo! No dejes pasar la oportunidad de financiar al 100% con nuestro asesoramiento gratuito ¡CON KÍRON! ¡No pierdas la oportunidad de hacerla tuya!",False,good,False,2438.0,False,False,False,False,[],False,False,195000.0,€,,,flat,,Loeches,Piso,,bj,True,,False,,,,,
107749933,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/93/d6/e5/1322196645.webp,100,471780.0,chalet,sale,232.0,4,3,Venecia - Nueva Alcalá,Madrid,Alcalá de Henares,es,40.479047,-3.3632221,False,https://www.idealista.com/inmueble/107749933/,"� Impresionante Casa en el Corazón de Alcalá de Henares – Patrimonio de la Humanidad Si sueñas con vivir en pleno casco histórico de una ciudad con encanto, esta casa única de 232 m² construidos según catastro, totalmente reformada y lista para entrar a vivir, es para ti. Una vivienda que combina historia, diseño y versatilidad, con espacios amplios y luminosos, un loft espectacular y un garaje de ensueño con capacidad para más de 6 vehículos, que además puede convertirse en un negocio gracias a su licencia previa. � Distribución Excepcional ✔ Planta principal: Cocina americana con isla, moderna y funcional, abierta al salón para mayor amplitud. Salón amplio y luminoso, ideal para reuniones y momentos de descanso. Un baño completo y acceso a su encantador patio privado, un espacio perfecto para disfrutar al aire libre. 3 dormitorios dobles, todos con armarios empotrados. Acceso a una fabulosa terraza, un lugar perfecto para desconectar. ✔ Loft independiente: ¡La joya de la casa! Un espectacular salón con chimenea, ideal para crear un espacio acogedor. Dormitorio adicional, perfecto para invitados o como zona privada. Baño completo, que aporta aún más comodidad a este increíble espacio. ✔ Garaje/local comercial: Capacidad para más de 6 vehículos, algo inigualable en el centro de la ciudad. Un baño completo Con licencia para negocio, lo que lo convierte en una excelente oportunidad de inversión. � Acabados de Primera Calidad � Tarima de alta resistencia en toda la vivienda (excepto garaje, baños y patio). � Puertas de gran calidad, lacadas en blanco en el loft y de roble en el resto de la casa. � Ventanas de PVC abatibles y oscilobatientes con rotura de puente térmico, garantizando eficiencia energética y aislamiento acústico. � Caldera de pellets hidráulica de bajo consumo, una solución eficiente y sostenible. � Ubicación Privilegiada en el Casco Histórico  En pleno centro de Alcalá de Henares, una ciudad vibrante y llena de historia.  A un paso de todos los servicios, tiendas, restaurantes, colegios y transporte público.  Ideal para vivir y/o invertir, gracias a su local con licencia y su versatilidad de espacios. � ¡No dejes pasar esta oportunidad única! Llámanos y ven a visitarla cuanto antes, porque una casa como esta no existe en el mercado. � Metros de la vivienda recogidos y contrastados según catastro/registro. ¿Quieres saber si te conceden la hipoteca? ¿Tienes que vender tu casa para comprar esta? llámame y te damos una valoración gratuita. Los muebles que aparecen en la vivienda No son vinculantes y pueden No estar incluidos. Este anuncio no es vinculante y puede contener errores. Se muestra a título informativo y no es contractual. En los precios de venta no están incluidos impuestos legales ni gastos de escrituración.",False,good,False,2034.0,False,False,False,False,[],False,False,471780.0,€,True,True,chalet,independantHouse,"Venecia - Nueva Alcalá, Alcalá de Henares",Casa independiente,INF0163,,,Venecia - Nueva Alcalá,,,,,,
108812353,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c2/8e/ee/1355840908.webp,16,1010000.0,penthouse,sale,143.0,3,1,Barrio Fuente del Berro,Madrid,Madrid,es,40.4217535,-3.6678275,False,https://www.idealista.com/inmueble/108812353/,"ATICO... DE MADRID AL CIELO.. .  (GARAJE OPCIONAL, 30.000€) Ático TODO LUZ, en esquina con terraza corrida de 40m², CON GRANDES VISTAS DESPEJADAS E INMEJORABLE ORIENTACION en zona TRANQUILA de Fuente del Berro (Salamanca) y muy bien comunicado. Cuenta con plaza de garaje en la misma finca.  Actualmente distribuido en TRES dormitorios, un cuarto de baño completo, cocina independiente y un amplio salón con acceso directo a la terraza. Para REFORMAR. Dado su largo perímetro exterior de 25 METROS LINEALES y sus múltiples ventanas permiten plantear infinidad de opciones en función de las necesidades especificas de cada interesado. Aislamiento térmico reforzado en forjado de cubierta y paredes externas. Cercanía al metro de O DONNELL y MANUEL BECERRA. Parque de La Fuente del Berro a pocos minutos.  Finca representativa con tres ascensores. Proyecto de PLACAS FOTOVOLTAICAS aprobado por comunidad de vecinos. Acceso adaptado para personas con dificultades de movilidad. Estar en Madrid, vivir Madrid.",False,renew,False,7063.0,False,False,False,False,[],False,False,1010000.0,€,True,False,flat,penthouse,"Fuente del Berro, Madrid",Ático,MIP-4534,6,True,Barrio de Salamanca,True,Fuente del Berro,1040000.0,30000.0,3.0,30000.0
102268943,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/92/b4/5b/1149986012.webp,65,600000.0,chalet,sale,255.0,5,3,Mojadillas - Parque de las Infantas - El Paraiso,Madrid,Valdemorillo,es,40.5367443,-4.0879485,False,https://www.idealista.com/inmueble/102268943/,"GRAN OPORTUNIDAD ¿Buscas una vivienda para entrar directamente a vivir y en plena naturaleza a escasa media hora de Madrid? ¡NO BUSQUES MAS! R2 abogados inmobiliarios pone a su disposición este magnifico chalet en una de las mejores urbanizaciones de Valdemorillo, a solo 5 minutos del centro del pueblo, con seguridad 24 horas y club social con, 5 hectáreas de zonas verdes, gran piscina, restaurante y canchas de tenis, baloncesto y fútbol, la vivienda está en un estado excelente y posee todas las comodidades. Se trata de una vivienda dividida en dos plantas, donde la vida útil la realizaremos tan solo en la primera planta, la de abajo tiene entrada independiente y esta totalmente nuevo, pues era el antiguo garaje. Se distribuye en: -Planta entrada: Compuesta de gran recibidor, que da paso a preciso salón en doble altura dividiendo el comedor, con aire acondicionado y noble chimenea. La cocina de buen tamaño tiene salida a la parte de atrás del jardín con una preciosa terraza. Cerca de la entrada principal encontramos la habitación principal, con baño en suite y hermoso vestidor. Al otro lado del salón accedemos a la zona de dormitorios, cuenta con 3 todos de muy buen tamaño y armarios empotrados, un baño completo mas para estos dormitorios. -Planta segunda: podemos acceder por entrada independiente o por escalera de caracol desde el recibidor, y cuenta con un precioso salón con cocina americana, baño completo y magnífico dormitorio con chimenea. -El jardín está terminado para trabajar poco, todas las zonas están muy bien delimitadas, cuenta con zona de huerto en un lateral, rinconcitos muy especiales rodeado de árboles consolidados, porche para la piscina, preciosa piscina en perfecto funcionamiento y cuarto de caldera dividido en dos, uno para el depósito de gasoil y otro para la caldera, caseta de  herramientas y techado para dos vehículos con puerta automática. -La vivienda cuenta con materiales nobles, placas solares, doble ventana en toda la vivienda, terminadas en madera y climalit de doble acristalamiento, posee una construcción recia por lo que las fugas de calor no serán tu problema. -A pocos metros tenemos unas buenas rutas de senderismo y bicicleta de montaña donde podremos estar en unos minutos en una ermita del siglo XVI y el pantano de Valmayor. NO DUDE EN VISITARLA LE ENCANTARÁ.",True,good,False,2353.0,False,False,False,False,[],False,False,600000.0,€,True,True,chalet,independantHouse,"Mojadillas - Parque de las Infantas - El Paraiso, Valdemorillo",Casa independiente,,,,Mojadillas - Parque de las Infantas - El Paraiso,,,,,,
108725084,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6a/dd/37/1353259735.webp,15,1150000.0,flat,sale,100.0,2,2,calle de Alcántara,Madrid,Madrid,es,40.4318026,-3.6752278,False,https://www.idealista.com/inmueble/108725084/,"Maktub Real Estate, vende este fantástico piso en una de las zonas más exclusivas de Madrid. Barrio Salamanca. Espectacular piso de 100m2, con 2 dormitorios, 2 baños, salón - comedor, con grandes ventanas, que aportan mucha luminosidad. Balcón mirador. Cocina americana con mucho almacenaje y de primera calidad.  La vivienda fue reformada con excelentes calidades, baños modernos y elegantes, carpintería y suelo de madera de primera. Armarios vestidos y con su propia iluminación. Todo diseñado al más mínimo detalle, con las mejores calidades y el mejor estilo. Tiene calefacción individual y A/A. Dispone de domótica. Su ubicación es excelente, ya que se encuentra en pleno barrio Salamanca, con fácil acceso y rodeado de todos los servicios y comercios que pueda necesitar. Puede concertar una visita llamando o escribiéndonos al.",False,good,False,11500.0,False,False,False,False,[],False,False,1150000.0,€,,,flat,,"Lista, Madrid",Piso en calle de Alcántara,M-1010V,2,True,Barrio de Salamanca,True,Lista,1200000.0,50000.0,4.0,
