propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,externalReference,newDevelopmentFinished,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
108381808,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f5/2a/d7/1342431864.webp,18,,1125000.0,chalet,sale,365.0,,6,5,"calle de Jorge Juan, 3",Madrid,Boadilla del Monte,Cortijo Sur,es,,40.4217204,-3.9227897,True,https://www.idealista.com/obra-nueva/108381808/,"Boadilla Infinity, es la nueva propuesta de Asentis en Boadilla del Monte, Una promoción única compuesta por 8 chalets pareados, diseñados con precisión y dedicación para satisfacer todas las necesidades de tu familia. Ubicada en El Pastel, Boadilla Infinity, dispone a su alrededor de una amplia y variada oferta de servicios, incluyendo farmacias, supermercados, colegios y zonas verdes, lo que garantiza una vida cómoda y práctica. Además, su excelente comunicación con el centro de Madrid te permite disfrutar de la serenidad de un entorno residencial sin renunciar a las ventajas de la vida urbana. La calidad es el sello distintivo de la promoción que se reflejan en cada detalle, donde la piedra natural predomina en la fachada, delineando y configurando el diseño exterior de los chalets, asegurando que tu nuevo hogar sea un lugar con un estilo único. Cada chalet consta de una superficie construida de más de 350 m2 y amplias zonas exteriores privadas, y ajardinadas de más de 100 m2, en las que podrás disfrutar a lo grande con la familia y amigos. Estos exclusivos chalets cuentan con 6 dormitorios, configurados en tres plantas para que el espacio sea el protagonista de vuestra nueva casa, ofreciendo amplitud y confort en cada rincón.  En el interior te recibirán amplios espacios, como el salón de doble altura que no solo brinda un ambiente elegante, sino que también crea una conexión visual única con la planta superior, como resultado un diseño contemporáneo y funcional para tu nuevo hogar. Queremos que tu nuevo hogar contribuya a este objetivo con un sistema de energía limpia, descarbonizada y renovable como es la aerotermia, asegurando un ambiente sostenible para ti y tu familia. Este equipo suministrará de una manera eficiente y sostenible la energía necesaria para producir agua caliente, así como el funcionamiento del sistema de suelo radiante y refrescante, ubicado bajo un solado porcelánico en efecto roble natural. Para poder ir un paso más allá y contribuir a minimizar la huella de carbono de su vivienda, todos los chalets cuentan con una preinstalación de energía fotovoltaica que facilitará la posibilidad del autoconsumo energético y contar con un suministro de energía 100 % limpia y renovable. Además, cada chalet cuenta con un garaje privado bajo rasante y acceso a una piscina comunitaria para ofrecerle un estilo de vida cómodo y exclusivo. En Boadilla Infinity, cada detalle ha sido cuidadosamente planificado para ofrecerte el máximo confort y calidad de vida. Vive en un entorno excepcional, donde el diseño moderno y el lujo se combinan a la perfección.  Tu nuevo hogar te está esperando en la mejor zona de Boadilla del Monte ¡Ven a descubrirlo!",False,newdevelopment,True,,3082.0,True,False,False,False,[],False,False,1125000.0,€,True,True,chalet,"Cortijo Sur, Boadilla del Monte","Chalet pareado en calle de Jorge Juan, 3",Top,1,False,semidetachedHouse,,,,
108075656,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6d/03/64/1341968939.webp,30,,1395000.0,chalet,sale,245.0,,4,0,Barrio Colina,Madrid,Madrid,Ciudad Lineal,es,Colina,40.4599194,-3.656863,False,https://www.idealista.com/inmueble/108075656/,"""Algunas de las imágenes incluidas en este anuncio son representaciones orientativas del posible aspecto de ciertas estancias y no reflejan el estado actual del inmueble. "" Oportunidad de Inversión en Arturo Soria: Espacio Versátil de 245 m² en Tres Plantas Presentamos una propiedad única en una ubicación privilegiada, ideal para inversores que buscan maximizar el potencial de un inmueble con múltiples posibilidades de uso. Características Principales: Superficie Construida: 245 m² distribuidos en tres plantas, ofreciendo amplios espacios para adaptarse a diversas necesidades. Estado Actual: Inmueble semi terminado, con una estructura que permite una fácil reconversión a vivienda, oficinas o locales comerciales. Ubicación Estratégica: Situado en una calle perpendicular a la prestigiosa Avenida de Arturo Soria, en el distrito de Ciudad Lineal, una de las zonas más cotizadas de Madrid.   Entorno y Servicios Cercanos: Transporte Público: Excelente conectividad mediante la estación de Metro Arturo Soria (Línea 4), facilitando el acceso al centro de Madrid y otras áreas. Educación: La zona cuenta con una amplia oferta educativa, incluyendo escuelas bilingües español-inglés y el reconocido Liceo Francés. Ocio y Compras: Proximidad a centros comerciales como Palacio de Hielo y Gran Vía de Hortaleza, además de diversas terrazas y espacios verdes para el disfrute diario.",True,renew,False,,5694.0,True,False,False,True,[],False,False,1395000.0,€,True,True,chalet,"Colina, Madrid",Casa independiente,Top,14467,,independantHouse,,,,
108410804,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b5/63/b0/1337271417.webp,14,2,489000.0,flat,sale,79.0,True,1,1,"Calle Fermín Izquierdo, 7",Madrid,Madrid,Tetuán,es,Valdeacederas,40.4691144,-3.7043107,True,https://www.idealista.com/obra-nueva/108410804/,"La Idea Fermín Izquierdo 7 es una promoción de viviendas con una arquitectura excepcional y la máxima calificación energética, estratégicamente ubicada en el centro de Madrid, concretamente en el Distrito de Tetuán, actualmente el de mayor transformación de la ciudad. La promoción se encuentra muy cerca de Plaza Castilla, Plaza de Cuzco y las Cinco Torres, entre estas últimas Torre Caleido - IE University. Su ubicación junto a Madrid Nuevo Norte, “la actuación de transformación urbana más importante de Madrid y una de las principales de Europa”, hacen de Fermín Izquierdo 7 un proyecto de enorme atractivo y de la máxima rentabilidad en el corto y medio plazo para inversores. Arquitectura Fermín Izquierdo se enmarca en una serie de proyectos en los que se aborda la necesidad de nueva vivienda de calidad en antiguas zonas industriales de la ciudad de Madrid. Situado en una tranquila calle de Tetuán, junto al sinuoso Paseo de la Dirección, la nueva construcción con su ordenada composición de huecos en fachada proporciona un nuevo carácter a toda la edificación. Los grandes ventanales de proporciones cuadradas contrastan con la sencillez constructiva del revoco de fachada. Frente a una arquitectura del espectáculo, este nuevo edificio propone un ajustado estilo racionalista, basado en la amplitud de espacios y el cuidado de los detalles constructivos. La promoción de 8 viviendas con trastero, garaje y piscina responde directamente a las necesidades reales de la vida del barrio. A través del generoso soportal de entrada, con acceso desde la calle, se llega al portal que comunica las diferentes plantas de viviendas. Atravesando este soportal, se alcanza un jardín interior de gran tamaño y agradables proporciones. De esa manera, las viviendas pasantes vuelcan su vida hacia este oasis interior aprovechando el enorme patio de luces, tan característico de la ciudad de Madrid, cuya orientación sur permite iluminar correctamente las estancias vivideras. Las viviendas estudio de planta primera y segunda se abren por completo a la fachada norte, gracias al gran ventanal central. Por último, los acabados interiores responden a una tradición constructiva basada en el rigor, la calidad y el bajo mantenimiento. Los suelos continuos de terrazo gris, junto a los revocos tradicionales y las barandillas de redondos de acero componen una identidad propia, y a su vez, continuista con el cuidado y sencillez de los detalles constructivos. Proyecto Fermín Izquierdo 7 es un proyecto de una arquitectura singular cuyo programa consiste en 8 viviendas con trastero, amplio jardín con piscina orientado al sur, sala comunitaria multiusos, plazas de garaje y espacio para bicicletas. Las viviendas son de tres tipologías -estudios, un dormitorio y dos dormitorios- y cuentan con grandes ventanales -con rotura de puente térmico- y terrazas, que dotan a los espacios de una gran iluminación natural. En la construcción hemos priorizado el diseño y el confort con la utilización de materiales de alta calidad que permiten, a su vez, la máxima calificación energética. Las viviendas cuentan con climatización de frío y calor mediante suelo radiante por aerotermia. Las cocinas se entregan amuebladas y con electrodomésticos integrados de primeras marcas. Los baños se entregan equipados y los armarios, vestidos. Barrio Tetuán es un distrito céntrico de Madrid en pleno proceso de transformación debido a su excelente ubicación, su gran actividad comercial y vida de barrio, lo que está atrayendo a un gran número de familias, jóvenes y profesionales que quieren vivir y trabajar en una ubicación privilegiada a un precio atractivo. De hecho, Tetuán es actualmente uno de los distritos de mayor rentabilidad del centro de Madrid.",False,newdevelopment,True,True,6190.0,True,False,False,False,[],False,False,489000.0,€,True,False,flat,"Valdeacederas, Madrid","Piso en Calle Fermín Izquierdo, 7",Top,Vivienda 2A,False,,,,,32000.0
108441370,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8d/94/53/1344971928.webp,28,2,723000.0,flat,sale,123.0,True,5,3,plaza de Lavapiés,Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.4105041,-3.7011488,False,https://www.idealista.com/inmueble/108441370/,"Exclusiva vivienda reformada en pleno corazón de Lavapiés Presentamos esta fantástica oportunidad de inversión o residencia en una de las zonas con más personalidad y proyección de Madrid. Ubicada en la misma Plaza de Lavapiés, junto a la estación de metro, esta vivienda completamente reformada destaca por su amplitud y excelente ubicación. El piso cuenta actualmente con 5 dormitorios y 3 baños, distribuidos de manera funcional. Existe la posibilidad de adaptar la vivienda a una distribución más espaciosa y cómoda de 3 dormitorios y 3 baños, lo que permitiría disfrutar de un salón-comedor muy amplio y exterior, ideal para familias, coliving o alquiler de media/larga estancia. Desde el salón se accede a dos balcones con vistas directas a la emblemática Plaza de Lavapiés, aportando gran luminosidad y un ambiente único. La reforma se ha realizado con materiales de altas calidades, cuidando cada detalle para ofrecer confort, diseño y durabilidad. Lavapiés es uno de los barrios más vibrantes y multiculturales de Madrid. Con una identidad propia, mezcla tradición castiza con una oferta cultural y gastronómica en constante crecimiento. En sus calles conviven teatros, galerías de arte, pequeños comercios, bares con encanto y propuestas culinarias de todo el mundo. La comunicación es excelente gracias al Metro Lavapiés (línea 3) y múltiples líneas de autobús, lo que permite desplazarse fácilmente a cualquier punto de la ciudad. Una vivienda ideal tanto para inversores como para quienes buscan vivir en un entorno auténtico, dinámico y muy bien conectado.",True,good,False,False,5878.0,True,False,False,False,[],False,False,723000.0,€,,,flat,"Lavapiés-Embajadores, Madrid",Piso en plaza de Lavapiés,Top,JG210736,,,750000.0,27000.0,4.0,
106461589,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6b/a4/cb/1283594705.webp,54,,2990000.0,chalet,sale,700.0,,6,6,paseo del Embajador,Madrid,Ciudalcampo,,es,,40.6175996,-3.5974181,False,https://www.idealista.com/inmueble/106461589/,"Cristina Torras de GV | CIUDALCAMPO comercializa el siguiente inmueble:  Descubre el Hogar de Tus Sueños.. . Espectacular casa de lujo en Ciudalcampo, diseñado para ofrecer el máximo confort y sofisticación en cada rincón. Con una extensión de 700 m² construidos, esta propiedad es el epítome de la elegancia moderna. Ubicación: Ciudalcampo, una de las zonas más exclusivas y seguras, rodeada de naturaleza y a un paso de la ciudad. ¡No dejes pasar esta oportunidad única de vivir en una casa que combina lujo, tecnología y comodidad en un entorno privilegiado! Contáctanos para más información y concertar una visita privada. Distribución:  Planta Principal: Impresionante Hall de entrada. Aseo de invitados. Amplio salón-comedor, ideal para reuniones familiares. Despacho, perfecto para trabajar desde casa. Dormitorio de invitados con baño completo. Cocina de alta gama con electrodomésticos Gaggenau y office. Despensa. Habitación de servicio con baño privado. Primera Planta: Dormitorio principal con baño en suite y vestidor amplio. Tres habitaciones adicionales. Dos baños completos. Planta Baja: Gran garaje con capacidad para varios vehículos. Trastero espacioso. Habitación polivalente, ideal para un gimnasio o un cine en casa. Tecnología y Confort: Casa domotizada (Smart House) para un control eficiente de todas las funciones del hogar. Sistema de aerotermia con suelo radiante frío/calor para el máximo confort durante todo el año. Exteriores: Extenso jardín privado. Piscina con sistema de clorado salino. Pool House, el complemento perfecto para tus días de verano. Un porcentaje importante de nuestros inmuebles no aparecen publicados en idealista por expreso deseo de los propietarios. Para mas información sobre más propiedades en esta zona entre en nuestra página web.",False,good,False,,4271.0,True,False,False,False,[],False,False,2990000.0,€,True,True,chalet,Ciudalcampo,Casa independiente en paseo del Embajador,Top,100003,,independantHouse,,,,
108410866,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b5/63/b0/1337271417.webp,14,2,448000.0,duplex,sale,74.0,True,1,1,"Calle Fermín Izquierdo, 7",Madrid,Madrid,Tetuán,es,Valdeacederas,40.4691144,-3.7043107,True,https://www.idealista.com/obra-nueva/108410866/,"La Idea Fermín Izquierdo 7 es una promoción de viviendas con una arquitectura excepcional y la máxima calificación energética, estratégicamente ubicada en el centro de Madrid, concretamente en el Distrito de Tetuán, actualmente el de mayor transformación de la ciudad. La promoción se encuentra muy cerca de Plaza Castilla, Plaza de Cuzco y las Cinco Torres, entre estas últimas Torre Caleido - IE University. Su ubicación junto a Madrid Nuevo Norte, “la actuación de transformación urbana más importante de Madrid y una de las principales de Europa”, hacen de Fermín Izquierdo 7 un proyecto de enorme atractivo y de la máxima rentabilidad en el corto y medio plazo para inversores. Arquitectura Fermín Izquierdo se enmarca en una serie de proyectos en los que se aborda la necesidad de nueva vivienda de calidad en antiguas zonas industriales de la ciudad de Madrid. Situado en una tranquila calle de Tetuán, junto al sinuoso Paseo de la Dirección, la nueva construcción con su ordenada composición de huecos en fachada proporciona un nuevo carácter a toda la edificación. Los grandes ventanales de proporciones cuadradas contrastan con la sencillez constructiva del revoco de fachada. Frente a una arquitectura del espectáculo, este nuevo edificio propone un ajustado estilo racionalista, basado en la amplitud de espacios y el cuidado de los detalles constructivos. La promoción de 8 viviendas con trastero, garaje y piscina responde directamente a las necesidades reales de la vida del barrio. A través del generoso soportal de entrada, con acceso desde la calle, se llega al portal que comunica las diferentes plantas de viviendas. Atravesando este soportal, se alcanza un jardín interior de gran tamaño y agradables proporciones. De esa manera, las viviendas pasantes vuelcan su vida hacia este oasis interior aprovechando el enorme patio de luces, tan característico de la ciudad de Madrid, cuya orientación sur permite iluminar correctamente las estancias vivideras. Las viviendas estudio de planta primera y segunda se abren por completo a la fachada norte, gracias al gran ventanal central.  Por último, los acabados interiores responden a una tradición constructiva basada en el rigor, la calidad y el bajo mantenimiento. Los suelos continuos de terrazo gris, junto a los revocos tradicionales y las barandillas de redondos de acero componen una identidad propia, y a su vez, continuista con el cuidado y sencillez de los detalles constructivos. Proyecto Fermín Izquierdo 7 es un proyecto de una arquitectura singular cuyo programa consiste en 8 viviendas con trastero, amplio jardín con piscina orientado al sur, sala comunitaria multiusos, plazas de garaje y espacio para bicicletas. Las viviendas son de tres tipologías -estudios, un dormitorio y dos dormitorios- y cuentan con grandes ventanales -con rotura de puente térmico- y terrazas, que dotan a los espacios de una gran iluminación natural. En la construcción hemos priorizado el diseño y el confort con la utilización de materiales de alta calidad que permiten, a su vez, la máxima calificación energética. Las viviendas cuentan con climatización de frío y calor mediante suelo radiante por aerotermia. Las cocinas se entregan amuebladas y con electrodomésticos integrados de primeras marcas. Los baños se entregan equipados y los armarios, vestidos. Barrio Tetuán es un distrito céntrico de Madrid en pleno proceso de transformación debido a su excelente ubicación, su gran actividad comercial y vida de barrio, lo que está atrayendo a un gran número de familias, jóvenes y profesionales que quieren vivir y trabajar en una ubicación privilegiada a un precio atractivo. De hecho, Tetuán es actualmente uno de los distritos de mayor rentabilidad del centro de Madrid.",False,newdevelopment,True,True,6054.0,True,False,False,False,[],False,False,448000.0,€,True,False,flat,"Valdeacederas, Madrid","Dúplex en Calle Fermín Izquierdo, 7",Top,Vivienda 2B,False,duplex,,,,32000.0
108537734,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d6/fb/ff/1347842516.webp,20,3,398000.0,flat,sale,49.0,False,1,1,calle de Murcia,Madrid,Madrid,Arganzuela,es,Palos de la Frontera,40.4072203,-3.6950589,False,https://www.idealista.com/inmueble/108537734/,"Esta acogedora propiedad de 49 m² ha sido recientemente reformada, ofreciendo un diseño moderno y funcional. Dispone de un dormitorio de generosas dimensiones y un amplio baño, ideal para quienes buscan confort y practicidad en un espacio cuidadosamente distribuido. La cocina está completamente equipada con electrodomésticos actuales y se entrega amueblada, lo que permite instalarse de inmediato sin necesidad de inversión adicional. Los armarios empotrados aprovechan al máximo el espacio de almacenamiento, manteniendo la estética limpia y ordenada. Extras y confort Equipada con aire acondicionado, calefacción central y bomba de calor, la vivienda garantiza una climatización óptima durante todo el año. Su diseño sin barreras arquitectónicas facilita la accesibilidad, haciéndola adecuada también para personas con movilidad reducida. Características del edificio Ubicada en una finca con ascensor, ofrece todas las comodidades necesarias para una vida tranquila y funcional en una comunidad bien mantenida. Ubicación privilegiada en Arganzuela, Madrid Situada en el barrio de Palos de la Frontera, dentro del distrito de Arganzuela, esta propiedad se encuentra en una zona vibrante, con excelente conexión a transporte público, servicios, zonas verdes y una amplia oferta cultural y gastronómica. Es una oportunidad ideal para quienes desean vivir en el centro de Madrid con todas las ventajas de un entorno bien conectado y con personalidad propia.",True,good,False,True,8122.0,True,True,False,False,[],False,False,398000.0,€,,,flat,"Palos de la Frontera, Madrid",Piso en calle de Murcia,Top,7ccd4479-679c-48d9-8590-c8e907b08262,,,415000.0,17000.0,4.0,
108564342,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/08/4e/75/1348583784.webp,11,3,281700.0,flat,sale,95.0,True,2,2,"calle San Isidro, 12",Madrid,Getafe,Getafe Centro,es,,40.3044529,-3.7258526,True,https://www.idealista.com/obra-nueva/108564342/,"Oportunidad de inversión con precios de lanzamiento de promoción. Viviendas de 2 dormitorios modernas, funcionales y eficientes, situadas en el centro de Getafe para un estilo de vida activo y urbano. Trastero incluido en el precio. Personalización de acabados y forma de pago flexible. Excelente ubicación: a menos de 17 min andando de la parada de metro Alonso de Mendoza y de la parada de Getafe Centro con cercanías también, a 270 metros del centro de salud Juan de la Cierva, a 350 m del supermercado más cercano, a 600 metros del Ayuntamiento y a 950 m del polideportivo.",False,newdevelopment,True,True,2965.0,True,False,False,False,[],False,False,281700.0,€,,,flat,"Getafe Centro, Getafe","Piso en calle San Isidro, 12",Top,7008,False,,,,,
108525562,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4b/c6/81/1347492138.webp,51,9,4000000.0,penthouse,sale,372.0,True,5,5,calle del Marqués de Urquijo,Madrid,Madrid,Moncloa,es,Argüelles,40.4296558,-3.7162448,False,https://www.idealista.com/inmueble/108525562/,"Ana Gómez de la Serna de GV | ROSALES comercializa el siguiente inmueble: En una de las calles más representativas de Rosales, con vistas privilegiadas sobre Casa de Campo y en edificio representativo de la zona, espectacular ático de 372 metros cuadrados lleno de luz natural gracias a sus enormes ventanales que le aporta una enorme energía, y es además único en su planta lo que le da absoluta privacidad.  Asimismo cuenta con una excelente distribución, que hace de este ático un hogar muy confortable. Las estancias son muy amplias, destacando el salón y el cuarto principal con salida directa a la espaciosa terraza. Sin duda. reúne privacidad y exclusividad! **CON INQUILINO HASTA SEPTIEMBRE 2026**  SE ADJUNTA PLANO Distribución: Entrada con aseo de cortesía. Salón, comedor y despacho.  Cuarto de dormir principal en suite con vestidor y cuarto de baño incorporados.  Cuarto de dormir con baño incorporado y otros dos cuartos comparten un baño. Cocina con office, cuarto de servicio con cuarto baño.  Plaza de garaje y trastero.  Esta información no tiene Carácter contractual. Un porcentaje importante de nuestros inmuebles no aparecen publicados por expreso deseo de los propietarios. Para más información sobre más propiedades en esta zona entre en nuestra página web.",False,good,False,True,10753.0,True,False,False,False,[],False,False,4000000.0,€,True,True,flat,"Argüelles, Madrid",Ático en calle del Marqués de Urquijo,Top,59543,,penthouse,,,,
107746806,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/41/cb/06/1339386852.webp,45,,1800000.0,chalet,sale,283.0,,4,5,calle la Pinilla,Madrid,Madrid,Moncloa,es,Aravaca,40.4549651,-3.776508,False,https://www.idealista.com/inmueble/107746806/,"Alejandra López de GV | ARAVACA comercializa el siguiente inmueble: Pareado en venta en la prestigiosa colonia Diplomáticos.  283 metros cuadrados construidos distribuidos en 4 plantas y 198 metros cuadrados de parcela con piscina. Reforma realiza por un prestigioso estudio de arquitectura utilizando materiales inmejorables y consiguiendo el máximo aprovechamiento de la vivienda. Muy luminoso. Chimenea. Suelo radiante y aire acondicionado Aerotermia. Distribución: Planta principal: Cuarto de baño de invitados. Cocina integrada al salón con chimenea. Comedor, todo abierto a una terraza que da a la piscina. Primera planta: Tres cuartos de dormir con cuarto de baño en suite. Planta bajo cubierta: Diáfana. Amplia terraza con vistas espectaculares. Planta sótano: Cuarto de dormir con cuarto de baño en suite. Cuarto de lavandería. Trastero. Garaje con capacidad para 2 coches. Esta información no tiene carácter contractual. Un porcentaje importante de nuestros inmuebles no aparecen publicados en idealista por expreso deseo de los propietarios. Para mas información sobre más propiedades en esta zona entre en nuestra página web.",False,good,False,,6360.0,True,False,False,False,[],False,False,1800000.0,€,True,True,chalet,"Aravaca, Madrid",Chalet pareado en calle la Pinilla,Top,14255,,semidetachedHouse,,,,
107739828,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/44/e0/36/1337313584.webp,12,3,1250000.0,flat,sale,102.0,True,2,2,"Juan de Austria, 11",Madrid,Madrid,Chamberí,es,Trafalgar,40.4326959,-3.6995336,True,https://www.idealista.com/obra-nueva/107739828/,"Be Grand Olavide se sitúa junto a la emblemática Plaza de Olavide, en la prestigiosa Calle Juan de Austria, una ubicación privilegiada que combina vida urbana, encanto y accesibilidad. En una zona rodeada de parques, centros culturales y todos los servicios, este proyecto ofrece una experiencia única de vida. El edificio contará con zonas comunes diseñadas para el bienestar: un elegante vestíbulo, sports-bar con salón comunitario y un gimnasio completamente equipado. Be Grand Olavide es sinónimo de estilo, confort y calidad de vida en pleno centro de Madrid.",False,,True,True,12255.0,True,False,False,False,[],False,False,1250000.0,€,,,flat,"Trafalgar, Madrid","Piso en Juan de Austria, 11",Top,301,False,,,,,
108410796,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b5/63/b0/1337271417.webp,14,1,480000.0,flat,sale,83.0,True,2,1,"Calle Fermín Izquierdo, 7",Madrid,Madrid,Tetuán,es,Valdeacederas,40.4691144,-3.7043107,True,https://www.idealista.com/obra-nueva/108410796/,"La Idea Fermín Izquierdo 7 es una promoción de viviendas con una arquitectura excepcional y la máxima calificación energética, estratégicamente ubicada en el centro de Madrid, concretamente en el Distrito de Tetuán, actualmente el de mayor transformación de la ciudad. La promoción se encuentra muy cerca de Plaza Castilla, Plaza de Cuzco y las Cinco Torres, entre estas últimas Torre Caleido - IE University. Su ubicación junto a Madrid Nuevo Norte, “la actuación de transformación urbana más importante de Madrid y una de las principales de Europa”, hacen de Fermín Izquierdo 7 un proyecto de enorme atractivo y de la máxima rentabilidad en el corto y medio plazo para inversores. Arquitectura Fermín Izquierdo se enmarca en una serie de proyectos en los que se aborda la necesidad de nueva vivienda de calidad en antiguas zonas industriales de la ciudad de Madrid. Situado en una tranquila calle de Tetuán, junto al sinuoso Paseo de la Dirección, la nueva construcción con su ordenada composición de huecos en fachada proporciona un nuevo carácter a toda la edificación. Los grandes ventanales de proporciones cuadradas contrastan con la sencillez constructiva del revoco de fachada. Frente a una arquitectura del espectáculo, este nuevo edificio propone un ajustado estilo racionalista, basado en la amplitud de espacios y el cuidado de los detalles constructivos. La promoción de 8 viviendas con trastero, garaje y piscina responde directamente a las necesidades reales de la vida del barrio. A través del generoso soportal de entrada, con acceso desde la calle, se llega al portal que comunica las diferentes plantas de viviendas. Atravesando este soportal, se alcanza un jardín interior de gran tamaño y agradables proporciones. De esa manera, las viviendas pasantes vuelcan su vida hacia este oasis interior aprovechando el enorme patio de luces, tan característico de la ciudad de Madrid, cuya orientación sur permite iluminar correctamente las estancias vivideras. Las viviendas estudio de planta primera y segunda se abren por completo a la fachada norte, gracias al gran ventanal central.  Por último, los acabados interiores responden a una tradición constructiva basada en el rigor, la calidad y el bajo mantenimiento. Los suelos continuos de terrazo gris, junto a los revocos tradicionales y las barandillas de redondos de acero componen una identidad propia, y a su vez, continuista con el cuidado y sencillez de los detalles constructivos. Proyecto Fermín Izquierdo 7 es un proyecto de una arquitectura singular cuyo programa consiste en 8 viviendas con trastero, amplio jardín con piscina orientado al sur, sala comunitaria multiusos, plazas de garaje y espacio para bicicletas. Las viviendas son de tres tipologías -estudios, un dormitorio y dos dormitorios- y cuentan con grandes ventanales -con rotura de puente térmico- y terrazas, que dotan a los espacios de una gran iluminación natural. En la construcción hemos priorizado el diseño y el confort con la utilización de materiales de alta calidad que permiten, a su vez, la máxima calificación energética. Las viviendas cuentan con climatización de frío y calor mediante suelo radiante por aerotermia. Las cocinas se entregan amuebladas y con electrodomésticos integrados de primeras marcas. Los baños se entregan equipados y los armarios, vestidos. Barrio Tetuán es un distrito céntrico de Madrid en pleno proceso de transformación debido a su excelente ubicación, su gran actividad comercial y vida de barrio, lo que está atrayendo a un gran número de familias, jóvenes y profesionales que quieren vivir y trabajar en una ubicación privilegiada a un precio atractivo. De hecho, Tetuán es actualmente uno de los distritos de mayor rentabilidad del centro de Madrid.",False,newdevelopment,True,True,5783.0,True,False,False,False,[],False,False,480000.0,€,True,False,flat,"Valdeacederas, Madrid","Piso en Calle Fermín Izquierdo, 7",Top,Vivienda 1B,False,,,,,32000.0
108442531,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f2/92/71/1345001094.webp,26,1,450000.0,flat,sale,160.0,True,4,3,avenida de la Tejera s/n,Madrid,Colmenar Viejo,Las Vegas - El Pozanco - Adelfillas,es,,40.6602209,-3.7558167,True,https://www.idealista.com/inmueble/108442531/,"VENTA EN EXCLUSIVA CON HOGARES COLMENAR VIEJO. Te presentamos esta espectacular vivienda amplia, muy luminosa y con una organización interior muy funcional.  Cuenta con 4 dormitorios y 3 baños completos, todos en mármol, puerta acorazada, luminarias LED, suelo radiante con regulador en salón y habitaciones, además de bombas de frío-calor con instalación bajo techo y rejillas incluidas por toda la vivienda. El salón, de unos 30 m2 y con ventanales de suelo a techo, aporta una gran iluminación al espacio que puede dividirse en varios ámbitos, comedor y espacio de relax-lectura. La cocina, de gran tamaño, con armarios a ambos lados, incluye zona de comedor con iluminación baja para la zona de trabajo de encimera e isla. Además, posee una práctica área de lavandería independiente en terraza-tendedero con lamas regulables, y ventilación a dos orientaciones. Todas las habitaciones cuentan con armarios empotrados, al igual que hall de entrada y pasillo, lo que proporciona una gran capacidad de almacenamiento. Los baños están compuestos por ducha, bañera hidromasaje, sanitarios Roca y grifería Grohe, así como dos radiadores toalleros. La vivienda dispone de dos máquinas de aire acondicionado ubicadas en falso techo registrable de los baños distribuyéndolo a todas las estancias. Se incluyen dos amplias plazas de garaje y un funcional trastero rectangular ubicado en planta baja con ventilación natural a calle. Ubicada en un entorno residencial tranquilo y bien cuidado, consta de servicio de conserjería, además de cámaras de vigilancia. Podrás disfrutar de zonas comunes como piscina y pista de pádel. La urbanización tiene una ubicación estratégica, cerca de la M-607, supermercados, centro de salud, colegios, guarderías y zonas deportivas. Con transporte público cerca de la puerta que comunica con Madrid. GESTIONAMOS HIPOTECA 100%.",True,good,False,True,2813.0,True,True,False,False,[],False,False,450000.0,€,True,True,flat,"Las Vegas - El Pozanco - Adelfillas, Colmenar Viejo",Piso en avenida de la Tejera s/n,Top,,,,459900.0,9900.0,2.0,
