propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,floor,district,neighborhood,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
108006072,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/44/30/47/1339083195.webp,,18,1315000.0,chalet,sale,250.0,,4,5,El Soto de la Moraleja,Madrid,La Moraleja,es,40.527858,-3.6332521,False,https://www.idealista.com/inmueble/108006072/,"Estupendo Chalet adosado, orientado al Sur.  Su ubicación es inmejorable, en el corazón del Soto de La Moraleja, junto a los colegios de La Moraleja. Se puede ir caminando en unos 5 minutos a los colegios de la calle Salvia, y también muy cerca de los de Camino Ancho o paseo de Alcobendas. También caminando al metro de La Moraleja. Estas características son fundamentales, luego cada uno la puede reformar o decorar a su gusto pero hacerla luminosa si no tiene la orientación que uno desea, es imposible. La distribución de la vivienda es como sigue: Planta principal: Hall de entrada elegante y luminoso con cristaleras, aseo para invitados. Salón comedor que ampliaron y tiene buen tamaño, con acceso al jardín principal, . La cocina con gran cristalera, la han reformado recientemente y tiene espacio para una mesa para los desayunos en familia.  Planta primera: Dormitorio que han ampliado, con baño en suite y otro dormitorio también con su baño incorporado. Esta planta se podría ampliar.  Buhardilla: Dormitorio principal con vestidor y cuarto de baño con ducha.  En la planta -1 encontramos el dormitorio de servicio con su baño y un cuarto de juegos enorme con multitud de armarios empotrados. Con acceso directo al garaje de la urbanización. Dispone de dos plazas, una detrás de otra (dependiendo del tamaño de los coches) en el garaje y hay algunas plazas sin adjudicar en el exterior.  Calefacción individual por gas natural y aire acondicionado por splits.  En el Soto residen miembros de embajadas, empresarios, altos directivos de grandes compañías multinacionales y personajes conocidos que buscan privacidad y discreción y donde disfrutar de exclusividad y confort.  El entorno natural es propicio para disfrutar de la paz, serenidad, del aire libre, mientras que la localización y las excelentes comunicaciones permiten el fácil y rápido acceso a centros comerciales, instalaciones deportivas, una extensa selección de magníficos restaurantes y algunos de los mejores colegios internacionales en España. Con sus abundantes parques y jardines, El Soto de La Moraleja ofrece multitud de servicios y actividades para desarrollar al aire.  Merece la pena que concierten una visita a la vivienda.",False,good,False,,5260.0,False,False,False,False,[],False,False,1315000.0,€,chalet,"El Soto de la Moraleja, La Moraleja",Chalet adosado,,El Soto de la Moraleja,,True,True,terracedHouse,,,,
108316633,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5c/17/67/1340484096.webp,OK1PMADRID56,2,156000.0,flat,sale,84.0,True,2,1,Mejorada del Campo,Madrid,Mejorada del Campo,es,40.4007578,-3.4856776,False,https://www.idealista.com/inmueble/108316633/,"Oportunidad de inversión: inmueble sin posesión. Imposibilidad de visita interior, no se puede financiar la compra de este inmueble. Advertimos que la información contenida puede no estar actualizada, solicita más información sobre el activo sin compromiso. Investment opportunity: housing without possession. Impossibility of visiting the interior, the purchase of this property cannot be financed. We warn that the information contained may not be updated, request more information about the asset without obligation. [IW].",False,good,False,False,1857.0,False,False,False,False,[],False,False,156000.0,€,flat,Mejorada del Campo,Piso,1,,,,,,,,,
108780085,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ff/dd/b0/1355317972.webp,,10,239000.0,flat,sale,110.0,True,3,1,Meco,Madrid,Meco,es,40.5508913,-3.3217215,False,https://www.idealista.com/inmueble/108780085/,"Bienvenido a tu nuevo hogar en Meco! en Ciudad de la Luz. Completamente reformado, combina diseño moderno, funcionalidad y confort para ofrecerte una vivienda lista para entrar a vivir. Cuenta con tres amplios dormitorios, todos ellos con armarios empotrados. ""Cocina de diseño vanguardista con acabados de alta gama, tecnología integrada y una estética moderna que combina elegancia y funcionalidad a la perfección. Acogedor salón de paso con acceso directo a una terraza cerrada, perfecto para disfrutar de la luz natural y crear un ambiente cálido y versátil. Un espacio funcional que conecta con el resto de la vivienda y se convierte en el lugar ideal para relajarse o compartir en familia."" La vivienda cuenta con ventanas de última generación con rotura de puente térmico y doble acristalamiento, que garantizan un excelente aislamiento térmico y acústico, mejorando la eficiencia energética y el confort en todas las estaciones del año. El interior se presenta con suelos de tarima de alta calidad, que aportan calidez y elegancia a cada estancia, junto con puertas lacadas en blanco, que realzan la luminosidad y el estilo moderno del conjunto. Además, dispone de un completo sistema de climatización canalizada por conductos, con aire acondicionado y calefacción distribuidos de forma uniforme por toda la casa, permitiendo mantener una temperatura ideal con total comodidad y eficiencia. El baño principal, amplio y luminoso, ha sido diseñado para ofrecer el máximo confort. Dispone de una práctica ventana exterior que garantiza una excelente ventilación y entrada de luz natural, creando un ambiente fresco y agradable. Equipado con una elegante bañera ideal para relajarse y un doble lavabo que facilita el uso simultáneo, resulta perfecto para el día a día en hogares que valoran la funcionalidad sin renunciar al estilo. Ubicado en una zona tranquila y bien comunicada, estarás a solo unos minutos del centro de Meco y con todos los servicios a mano: comercios, colegios, bancos y transporte. Ubicado en una zona tranquila y bien comunicada, este piso combina la paz de un entorno familiar con una excelente conexión por carretera. A pocos minutos del centro de Meco, cuenta con fácil acceso a las principales vías de comunicación, como la R-2 y la A-2, lo que permite desplazarse cómodamente hacia Madrid, Alcalá de Henares y otros puntos clave de la región. Además, está a tan solo 5 minutos en coche de la estación de Renfe, y cerca de todos los servicios esenciales: comercios, colegios, bancos y transporte público. ¡Una oportunidad única para vivir con calidad, comodidad y estilo! No dejes pasar esta vivienda, te enamorará en cuanto la veas. La información catastral metros cuadrados de la vivienda están debidamente verificada según catastro/escritura de compraventa/registro, podrían variar. Además, dependiendo de cada caso se consigue la financiación y un estudio totalmente gratuito gracias a nuestro departamento financiero. Honorarios incluidos en el precio. Gastos de compra venta no incluidos en el precio indicado (impuestos, gastos notariales ni registrales).",False,good,False,True,2173.0,False,False,False,False,[],False,False,239000.0,€,flat,Meco,Piso,3,,,,,,,,,
107733222,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/95/1a/1f/1321197257.webp,C6-04081-0001,11,735000.0,flat,sale,159.0,,5,2,calle de Juanelo,Madrid,Madrid,es,40.4125976,-3.7057124,False,https://www.idealista.com/inmueble/107733222/,"Vivienda situada en la Calle Juanelo, en la localidad de Madrid, en la provincia de Madrid. La vivienda tiene una superficie construida de 159 m2 y está distribuida en un amplio hall de entrada, que da acceso a una cocina independiente muy luminosa, y un pasillo que distribuye a un gran salón comedor, dormitorios siendo una de ellas habitación doble, y cuarto de baño completo. Se localiza en una zona consolidada con carácter urbano y residencial, situado a pocos minutos del centro de la población, rodeado por fincas de similares características. Dispone de equipamientos suficientes en el entorno como: médico-sanitario, docente, religioso, comercial, restaurantes. Cuenta con buenas comunicaciones con el resto de la localidad. Buen acceso a través de carreteras principales que rodea al municipio y lo comunican con el resto de la provincia. - Inscripción en el Registro de la Propiedad en trámite. La anterior situación del activo puede suponer dificultad/imposibilidad en la obtención de financiación hipotecaria por el comprador. Consultar su situación actual, así como, las condiciones de su transmisión. Se recomienda que el comprador obtenga asesoramiento profesional y legal antes de adoptar la decisión de compra. El inmueble se encuentra gravado con una o varias cargas, la/s cual/es se encuentra/n pendiente/s de su cancelación. Se debe consultar su situación actual, así como sus posibles limitaciones y la asunción de su cancelación. Se recomienda que el comprador obtenga asesoramiento profesional y legal antes de adoptar la decisión de compra.",False,good,False,False,4623.0,False,False,False,False,[],False,False,735000.0,€,flat,"Lavapiés-Embajadores, Madrid",Piso en calle de Juanelo,,Centro,Lavapiés-Embajadores,,,,,,,
101728386,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e6/07/15/1131801967.webp,,3,3390000.0,flat,sale,400.0,True,5,4,Barrio Lista,Madrid,Madrid,es,40.4328895,-3.67798,False,https://www.idealista.com/inmueble/101728386/,"CO PROPERTY os presenta este amplio piso de casi 400 metros cuadrados en una sola planta. Distribución:  Hall de entrada que da paso a un precioso y amplio salón con varias estancias, aseo de cortesía y por un lado tenemos 4 habitaciones muy amplias siendo dos de ellas en suite y las otras dos comparten una cuarto de baño completo. Por otro lado tenemos una amplia sala de estar que da paso a una preciosa cocina con zona de office. Habitación de servicio con cuarto de baño completo. Salida de servicio. Trastero.",False,good,False,True,8475.0,False,False,False,False,[],False,False,3390000.0,€,flat,"Lista, Madrid",Piso,2,Barrio de Salamanca,Lista,,,,,,,
107530160,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5f/7c/3a/1315175858.webp,KH-EB-12458001,1,1150000.0,flat,sale,169.0,True,3,2,Barrio Palacio,Madrid,Madrid,es,40.4072705,-3.7143962,False,https://www.idealista.com/inmueble/107530160/,"Este espectacular piso en venta se encuentra ubicado en un edificio en esquina con la emblemática Gran Vía, en pleno corazón de Madrid. Con una ubicación privilegiada a solo unos minutos a pie de la Plaza del Callao y Sol, esta propiedad ofrece una excelente oportunidad para aquellos que buscan disfrutar de la vida en la ciudad. Características del inmueble: Amplios dormitorios: La vivienda cuenta con 3 amplias habitaciones, ideales para crear un ambiente acogedor y confortable. Baños espaciosos: Dispone de 2 enormes baños, perfectos para el bienestar y la comodidad de sus habitantes. Vestuarios: La propiedad incluye un vestuario que añade un toque extra de funcionalidad y estilo. Exterior: El piso es exterior, lo que permite disfrutar de vistas a la Gran Vía y de la luminosidad natural en todos sus espacios. Ubicación y entorno: Situado en una de las principales zonas comerciales de Madrid, el inmueble está rodeado de tiendas de renombre como Zara, H&M, Primark, Bershka y El Corte Inglés. Además, ofrece múltiples opciones de ocio, desde teatros y museos hasta restaurantes y clubs, lo que lo convierte en un lugar ideal para vivir y disfrutar de la vibrante vida madrileña. En el caso de haber dos o más clientes interesados en la propiedad se tendrá en cuenta la oferta económica más alta y condicionada a elección y aceptación de la propiedad. Inclusive si la mencionada oferta se situara por encima del precio fijado en el presente anuncio. Este anuncio no es vinculante, puede contener errores. Se muestra a título informativo y no contractual. En el precio de venta al público, no se incluyen los gastos de adquisición o cancelación (Notario, Registro, gestión, hipotecas, impuestos, etc. ) El mobiliario, enseres, vehículos, o cualquier otro bien mueble que aparezca en las fotografías, NO queda incluido en el precio de transmisión, salvo que así se refleje de forma expresa en el anuncio. La disponibilidad y el precio del inmueble pueden sufrir variaciones sin previo aviso. Por favor, consulte con nosotros para obtener información actualizada. MUCHAS DE NUESTRAS PROPIEDADES NO ESTÁN PUBLICADAS, CONSULTA CON NOSOTROS PARA VER MÁS PROPIEDADES EXCLUSI.",False,good,False,True,6805.0,False,False,False,False,[],False,False,1150000.0,€,flat,"Palacio, Madrid",Piso,1,Centro,Palacio,,,,,,,
108333295,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8b/25/26/1340994378.webp,OK1PMADRID64,2,111500.0,flat,sale,87.0,True,2,2,Calle Pinto-San Roque,Madrid,Parla,es,40.2390793,-3.7656094,False,https://www.idealista.com/inmueble/108333295/,"Oportunidad de inversión: inmueble sin posesión. Imposibilidad de visita interior, no se puede financiar la compra de este inmueble. Advertimos que la información contenida puede no estar actualizada, solicita más información sobre el activo sin compromiso. Investment opportunity: property without possession. Impossibility of visiting the interior, the purchase of this property cannot be financed. We warn that the information contained may not be updated, request more information about the asset without obligation [IW]. [IW].",False,good,False,False,1282.0,False,False,False,False,[],False,False,111500.0,€,flat,"Calle Pinto-San Roque, Parla",Piso,2,Calle Pinto-San Roque,,,,,,,,
107305859,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ce/7d/03/1312329208.webp,IKE-MAD-C0001,1,110000.0,flat,sale,70.0,True,3,1,Humanes de Madrid,Madrid,Humanes de Madrid,es,40.2605695,-3.8229647,False,https://www.idealista.com/inmueble/107305859/,"No se puede visitar el interior del inmueble por su situación de SIN POSESION y está en venta con esta situación. ¡OPORTUNIDAD PARA INVERSORES! El estado de sin posesión y/o los impedimentos para que el inmueble pueda ser visitado libremente por los técnicos impidiendo su tasación oficial, por lo que el inmueble, mientras perdure la situación, no podrá ser hipotecado, salvo que el comprador presente otro tipo de garantías en caso de solicitarse financiación, como puede ser que tenga otra propiedad o algún tipo de avalista.  Si desea ampliar información: Marina Cabeza / 6 7 2 8 5 0 5 8 0 /  0% comisión a compradores para este activo. Ikesa informa que no cobra comisión de ningún tipo por inmuebles procedente de Entidades Financieras y Fondos de Inversión, así como producto de Obra Nueva. El precio no tiene incluido aquellos gastos que por Ley le pudiera corresponder a la parte adquiriente tales como IVA/ITP, Notaria, Registro. Ikesa es agencia homologada de diferentes Entidades Financieras, disponemos de la mayor oferta de la provincia, visite nuestra web: ikesainmobiliaria. es.",False,good,False,True,1571.0,False,False,False,False,[],False,False,110000.0,€,flat,Humanes de Madrid,Piso,7,,,,,,,,,
108826583,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/27/36/83/1356263388.webp,5043,1,170000.0,flat,sale,82.0,True,3,1,Reyes,Madrid,Parla,es,40.2301271,-3.7654549,False,https://www.idealista.com/inmueble/108826583/,"OPORTUNIDAD DE INVERSIÓN / INMUEBLE EN SITUACIÓN ESPECIAL, se recomienda obtener asesoramiento jurídico. Dispone de 3 dormitorios y 1 cuarto de baño. El inmueble se encuentra en situación especial, vendiéndose sin posesión del vendedor, estando ocupado por tercero sin título que legitime su posesión. Si a fecha de venta el vendedor hubiera demandado judicialmente la ocupación, el comprador podrá subrogarse en dicha demanda, no pudiendo reclamar importe alguno al vendedor como consecuencia de ello. Si en la fecha de venta, el vendedor hubiese interpuesto una denuncia penal, que se encontrase en curso, se comunicará al juzgado la venta, apartándose el vendedor del procedimiento como acusación particular. El estado de ocupación y/o los impedimentos para que el inmueble pueda ser visitado libremente por los técnicos que impiden i) su tasación oficial conforme exige la orden ECO/805/2003, de 27 de marzo, por lo que el inmueble, mientras perdure la situación, no podrá ser hipotecado. En consecuencia, no podrá constituirse financiación hipotecaria sobre este tipo de fincas, cuya adquisición requerirá el otorgamiento de otro tipo de garantías en caso de solicitarse financiación y ii) la obtención por parte de la propiedad del certificado de eficiencia energética (en el caso de que el activo lo requiera). Se recomienda que el comprador obtenga asesoramiento profesional antes de adoptar la decisión de compra.",False,renew,False,True,2073.0,False,False,False,False,[],False,False,170000.0,€,flat,"Reyes, Parla",Piso,4,Reyes,,,,,,,,
105878769,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c4/33/3c/1344999583.webp,,7,965000.0,penthouse,sale,116.0,True,2,2,Barrio Colina,Madrid,Madrid,es,40.4577704,-3.6583902,False,https://www.idealista.com/inmueble/105878769/,"Más viviendas en nuestro Instagram @inmocorner ESTUPENDO ÁTICO EN ARTURO SORIA Nuevo a estrenar, salón-comedor, cocina, tendedero, 2 dormitorios, 2 baños y terraza. Superficies:  - Sólo vivienda sin terraza: 85 m2, - Terraza: 8 m2, - Construida con zonas comunes: 116 m2. Calidades altas, diseño actual, atractivo y funcional, suelo radiante de frío/calor por aerotérmia, ventanas correderas en el salón y oscilobatientes en los dormitorios. La urbanización cuenta con videoportero, piscina, garaje (con carga para coches eléctricos), trasteros, sala de usos múltiples/gimnasio y cuarto para bicicletas, zona común en la azotea comunitaria con impresionantes y despejadas vistas 360º. Zona bien comunicada (cerca del metro Arturo Soria) y llena de todo tipo de servicios: supermercados, colegios, hospitales, centro comercial, gran oferta de ocio, muy buena y rápida comunicación con el aeropuerto. Las fotos son orientativas, no duden en solicitar toda la información y visita a través del formulario de contacto, estaremos encantados de atenderles.",False,good,False,True,8319.0,False,False,False,False,[],False,False,965000.0,€,flat,"Colina, Madrid",Ático,6,Ciudad Lineal,Colina,True,False,penthouse,1086000.0,121000.0,11.0,30000.0
106912653,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ab/f3/94/1297508840.webp,fo-10727-1,2,145000.0,flat,sale,63.0,True,2,1,Barrio Zofío,Madrid,Madrid,es,40.3799778,-3.7109736,False,https://www.idealista.com/inmueble/106912653/,"No cobramos comisión al comprador. INMUEBLE OCUPADO. ¡Gran oportunidad PARA INVERSORES en el barrio de El Zofío! Piso con 2 terrazas, superficie de 63 m2 con 2 dormitorios y 1 baño. El Inmueble se transmite ocupado por tercero no pudiendo hacer visitas físicas al inmueble. El precio ha sido determinado teniendo en cuenta que el activo se transmite con ocupante/ocupantes. Este inmueble se encuentra en una excelente ubicación, zona muy tranquila rodeada de grandes parques, con todos los servicios que necesitas muy próximos y una variada oferta de comercios e instalaciones deportivas a tu alcance. Dispone de muy buenas conexiones a menos de 10 minutos en coche de la A-42, M-30 y M-40, y a menos de 150 m de paradas de autobuses. ¡No dejes pasar esta oportunidad! Contáctanos ahora para obtener más información sobre este piso ideal para inversores. Recuerda, ¡no cobramos comisión al comprador! - LA PROPIEDAD NO GARANTIZA LA DISPONIBILIDAD DE ACCESO A LA FINCA, PUDIENDO ESTAR OCUPADA POR TERCERO.",False,good,False,False,2302.0,False,False,False,False,[],False,False,145000.0,€,flat,"Zofío, Madrid",Piso,,Usera,Zofío,,,,,,,
108830708,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/13/f1/06/1356388567.webp,1-COP-ELC-0092-PINTO,3,139500.0,flat,sale,80.0,True,3,1,Centro - Ayuntamiento,Madrid,Pinto,es,40.2393059,-3.6976083,False,https://www.idealista.com/inmueble/108830708/,"****************************CESIÓN DE REMATE************************ ++++++++++++++++++++NO SE PUEDE VISITAR++++++++++++++++++++ A la venta vivienda situada en Pinto (Madrid). Situada en primera planta. Tiene una superficie de 80 M2 Consta de vestíbulo, salon comedor, 3 habitaciones, baño, cocina, tendedero y terraza. Desconocemos el estado actual. NOTA: Inmueble sin posesión. La adquisición del inmueble publicitado en este anuncio se realizará exclusivamente a través de cesión de remate en el marco del proceso de Subasta Judicial en el que se encuentra (subasta finalizada). Toda la información aquí publicada se encuentra disponible de manera pública en el Boletín Oficial del Estado. Las características del inmueble descrito en este anuncio no han podido ser verificadas y deben considerarse como orientativas.",False,good,False,True,1744.0,False,False,False,False,[],False,False,139500.0,€,flat,"Centro - Ayuntamiento, Pinto",Piso,1,Centro - Ayuntamiento,,,,,,,,
108622056,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/40/e2/e5/1350217445.webp,C6-04906-0001,7,200500.0,flat,sale,57.0,,3,1,calle de Antolina Merino,Madrid,Madrid,es,40.385604,-3.7435768,False,https://www.idealista.com/inmueble/108622056/,"Piso de 57 m² ubicado en Madrid. Se trata de un piso de 57 m² distribuidos en salón-comedor, cocina, 3 dormitorios y 1 baño. La vivienda se encuentra en el barrio de Puerta del Ángel, una zona consolidada del distrito de Latina, caracterizada por su ambiente residencial y su proximidad al centro de la ciudad. El edificio presenta una estructura tradicional, con fachada de ladrillo y portal cuidado, lo que aporta una imagen acogedora y funcional. La ubicación del inmueble ofrece excelentes comunicaciones, ya que se encuentra a escasos minutos andando de la estación de metro Puerta del Ángel (Línea 6), facilitando el acceso rápido a cualquier punto de Madrid. Además, cuenta con varias líneas de autobús urbano (31, 33, 36, 39, 65, N18, N19) que conectan con el centro y otros barrios de la ciudad. Para quienes se desplacen en vehículo privado, la vivienda dispone de fácil acceso a la M-30 y a la A-5, principales vías de circunvalación y salida hacia el suroeste de la Comunidad de Madrid. En el entorno inmediato se encuentran todo tipo de servicios: supermercados, restaurantes, farmacias, centros educativos como el Colegio Público Perú y el IES Puerta Bonita, así como instalaciones deportivas municipales. Destaca la cercanía al Hospital Universitario Fundación Jiménez Díaz y al Centro de Salud Puerta del Ángel, lo que garantiza una atención sanitaria de calidad. A pocos minutos se sitúa el Parque de Caramuel y, cruzando el río Manzanares, el emblemático Parque Madrid Río, un gran espacio verde ideal para el ocio y el deporte al aire libre. También es relevante la proximidad al Centro Comercial Príncipe Pío, que ofrece una amplia variedad de tiendas, restauración y ocio. Con nuestros servicios podrá encontrar el piso que necesita y asegurar su inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente.",False,good,False,False,3518.0,False,False,False,False,[],False,False,200500.0,€,flat,"Vista Alegre, Madrid",Piso en calle de Antolina Merino,,Carabanchel,Vista Alegre,,,,,,,
107234140,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/89/d8/22/1307566061.webp,COP-ELC-0482,11,110000.0,flat,sale,79.0,True,3,2,Barrio Orcasitas,Madrid,Madrid,es,40.3715787,-3.7105635,False,https://www.idealista.com/inmueble/107234140/,"++++++++++++++++++++++++++++++++VIVIENDA SIN POSESION/ SIN POSIBILIDAD DE FINANCIACIÓN EN SITUACIÓN DE ""CESIÓN DE REMATE"" Vivienda situada en Madrid, en Orcasitas. Tercera planta sin ascensor, dos vecinos por planta, con una superficie de 79,65 metros cuadrados, distribuido en 3 dormitorios, 1 baño, cocina y salón con terraza. Abierta a una gran plaza arbolada alejada de ruidos. Desconocemos el estado actual de la vivienda. NOTA: Inmueble sin posesión. La adquisición del inmueble publicitado en este anuncio se realizará exclusivamente a través de subasta o cesión de remate en el marco del proceso de Subasta Judicial en el que se encuentra. Toda la información aquí publicada se encuentra disponible de manera pública en el Boletín Oficial del Estado. Las características del inmueble descrito en este anuncio no han podido ser verificadas y deben considerarse como orientativas.",False,renew,False,False,1392.0,False,False,False,False,[],False,False,110000.0,€,flat,"Orcasitas, Madrid",Piso,3,Usera,Orcasitas,,,,,,,
108321341,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d1/7b/0d/1340631006.webp,OKPMADRID326,2,160000.0,flat,sale,76.0,True,2,1,Barrio San Isidro,Madrid,Madrid,es,40.3876791,-3.7319819,False,https://www.idealista.com/inmueble/108321341/,"Oportunidad de inversión: inmueble sin posesión. Imposibilidad de visita interior, no se puede financiar la compra de este inmueble. Advertimos que la información contenida puede no estar actualizada, solicita más información sobre el activo sin compromiso. Investment opportunity: property without possession. Impossibility of visiting the interior, the purchase of this property cannot be financed. We warn that the information contained may not be updated, request more information about the asset without obligation [IW].",False,good,False,False,2105.0,False,False,False,False,[],False,False,160000.0,€,flat,"San Isidro, Madrid",Piso,1,Carabanchel,San Isidro,,,,,,,
108321996,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/25/92/37/1340644098.webp,OKPMADRID329,2,155000.0,flat,sale,55.0,True,2,1,Barrio Ventas,Madrid,Madrid,es,40.4224424,-3.653997,False,https://www.idealista.com/inmueble/108321996/,"Oportunidad de inversión: inmueble sin posesión. Imposibilidad de visita interior, no se puede financiar la compra de este inmueble. Advertimos que la información contenida puede no estar actualizada, solicita más información sobre el activo sin compromiso. Investment opportunity: property without possession. Impossibility of visiting the interior, the purchase of this property cannot be financed. We warn that the information contained may not be updated, request more information about the asset without obligation [IW].",False,good,False,False,2818.0,False,False,False,False,[],False,False,155000.0,€,flat,"Ventas, Madrid",Piso,3,Ciudad Lineal,Ventas,,,,,,,
1251083,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/60/05/69/1307003876.webp,,1,6000000.0,chalet,sale,740.0,,7,7,Barrio Conde Orgaz-Piovera,Madrid,Madrid,es,40.4514779,-3.6423193,False,https://www.idealista.com/inmueble/1251083/,"¡Descubre el hogar de tus sueños en la exclusiva zona de Conde Orgaz! CONDE ORGAZ REALTY comercializa en EXCLUSIVA este impresionante chalet independiente de nueva construcción, con 740 m² distribuidos en dos cómodas plantas, te ofrece el lujo y la comodidad que siempre has deseado. Situado en una parcela única de 1.400 m², disfrutarás de total privacidad y tranquilidad en un entorno residencial de prestigio. Con un diseño moderno y acabados de máxima calidad, esta propiedad cuenta con 7 amplios dormitorios y 7 baños, perfectos para acomodar a toda la familia y al servicio. (tiene 2 zonas diferenciadas para ello, totalmente independientes) No se facilitan fotos por orden expresa de la propiedad. La comunidad ofrece extensas zonas verdes, áreas infantiles, pistas de tenis-pádel y piscinas, ideales para disfrutar del tiempo libre. Además, la cercanía al metro de Esperanza y Arturo Soria, junto con diversas líneas de autobús, garantizan un excelente acceso al centro de Madrid y a las principales autovías M30, M40 y NII. La proximidad al Aeropuerto Adolfo Suárez y a la Estación de Chamartín facilita tus desplazamientos nacionales e internacionales. Vivir aquí es sinónimo de exclusividad y tranquilidad, gracias a la ausencia de bares y comercios dentro de la colonia. Este chalet es una oportunidad única para establecer tu residencia en una zona donde se ubican múltiples embajadas y donde residen altos directivos y personalidades del mundo político y deportivo. No pierdas la oportunidad de convertir este espectacular chalet en tu nuevo hogar. ¡Contáctanos para más información!",False,good,False,,8108.0,False,False,False,False,[],False,False,6000000.0,€,chalet,"Conde Orgaz-Piovera, Madrid",Casa independiente,,Hortaleza,Conde Orgaz-Piovera,True,True,independantHouse,,,,
108330191,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5d/b7/1e/1340854694.webp,OK1PMADRID59,2,141000.0,flat,sale,102.0,True,3,2,Centro - Casco Histórico,Madrid,San Lorenzo de El Escorial,es,40.5941745,-4.1489838,False,https://www.idealista.com/inmueble/108330191/,"Oportunidad de inversión: inmueble sin posesión. Imposibilidad de visita interior, no se puede financiar la compra de este inmueble. Advertimos que la información contenida puede no estar actualizada, solicita más información sobre el activo sin compromiso. Investment opportunity: property without possession. Impossibility of visiting the interior, the purchase of this property cannot be financed. We warn that the information contained may not be updated, request more information about the asset without obligation [IW].",False,good,False,False,1382.0,False,False,False,False,[],False,False,141000.0,€,flat,"Centro - Casco Histórico, San Lorenzo de El Escorial",Piso,en,Centro - Casco Histórico,,,,,,,,
