propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.subTypology,externalReference,parkingSpace.parkingSpacePrice
108682629,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ca/65/57/1352010978.webp,17,5,250000.0,flat,sale,87.0,True,3,1,Barrio Zarzaquemada,Madrid,Leganés,Zarzaquemada,es,Zarzaquemada,40.3357067,-3.7472021,False,https://www.idealista.com/inmueble/108682629/,"TECNOCASA ZARZAQUEMADA VENDE EN EXCLUSIVA: Piso compuesto por entrada, cocina reformada, salón con acceso a terraza acristalada, baño con ventana y 3 dormitorios amplios.  Finca con 2 ascensores.  Ubicado en una zona consolidada, con servicios cercanos y colegios e institutos en las proximidades. Próximo al Centro Comercial Parquesur así como zonas deportivas como el Pabellón Europa y la Piscina Municipal El Carrascal.  Barrio ideal para familias con todo tipo de servicios en la zona, comercios de barrio y colegios. Servicios de transporte público: línea de metro Julián Besteiro a 5 minutos a pie y estación de Renfe de Zarzaquemada, a menos de 10 minutos. No dude en ponerse en contacto y visitar el inmueble sin compromiso, y si lo precisa, le ofrecemos asesoramiento financiero gratuito con unas inmejorables condiciones hipotecarias. Si esta pensando en un cambio de vivienda también le ofrecemos el servicio de VALORACIÓN GRATUITO.",False,good,False,True,2874.0,True,False,False,False,[],False,False,250000.0,€,flat,"Zarzaquemada, Leganés",Piso,,,,,,,,
106596288,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/70/d2/0b/1288163270.webp,16,1,280000.0,flat,sale,70.0,True,2,1,"calle Sobrante, 3",Madrid,Hoyo de Manzanares,,es,,40.6225231,-3.9093981,True,https://www.idealista.com/inmueble/106596288/,"PROMOCION Y GESTION INMOBILIARIA HOYO DE MANZANARES vende piso en el Corazón de Hoyo de Manzanares** Descubre este encantador piso ubicado en el centro urbano de Hoyo de Manzanares, ideal para quienes buscan comodidad y calidad de vida. Situado en la primera planta de un edificio con ascensor, este hogar cuenta con un vestíbulo que da paso a un luminoso salón-comedor, perfecto para disfrutar de momentos en familia. La cocina, totalmente amueblada, es funcional y acogedora, mientras que los dos dormitorios ofrecen un espacio tranquilo para descansar.  La joya de este piso es su terraza, donde podrás relajarte y disfrutar del sol gracias a su orientación sur. Además, el inmueble cuenta con un baño completo y un trastero, brindando ese espacio extra que siempre se necesita. La urbanización ofrece piscinas y amplios espacios ajardinados, ideales para disfrutar del aire libre sin salir de casa. Ubicado a solo 7 km de Torrelodones y con salida directa a la A-6, este piso es perfecto para quienes desean estar cerca de la capital, a tan solo 33 kilómetros de Madrid. Además, se encuentra dentro del Parque Regional de la Cuenca Alta del Manzanares, catalogado como Reserva de la Biosfera, lo que garantiza un entorno natural privilegiado. ¡No pierdas la oportunidad de vivir en este maravilloso lugar!",True,good,False,False,4000.0,False,True,False,False,[],False,False,280000.0,€,flat,Hoyo de Manzanares,"Piso en calle Sobrante, 3",True,True,,,,,,
108644515,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0e/97/68/1350889220.webp,23,4,258000.0,studio,sale,41.0,False,0,1,"CL LEGANITOS, 29",Madrid,Madrid,Centro,es,Palacio,40.4219943,-3.7104569,True,https://www.idealista.com/inmueble/108644515/,"SERVIAL CONSULTING INMOBILIARIA ofrece acogedor piso tipo estudio de 39 m² en calle paralela a Gran Vía, a pasos de Callao y Plaza de España. El piso cuenta con salón-cocina equipada con nevera, vitrocerámica y lavadora, baño completo con ducha, aire acondicionado y se entrega amueblado. Ubicado en una cuarta planta exterior (sin ascensor), es luminoso, funcional y está en muy buen estado. La zona está muy bien comunicada, a solo 2 minutos caminando de las estaciones de metro Callao y Plaza de España (líneas 3, 5 y 10), con paradas de autobús cercanas y rodeado de todo tipo de comercios, supermercados, restaurantes y servicios esenciales. � Calle Leganitos 29, barrio Palacio — Distrito Centro (Madrid) � Disponible a partir del 2 de julio � Precio: 258.000€ Características •39 m² construidos •1 baño •Cocina equipada y vivienda amueblada •Aire acondicionado •Segunda mano / Buen estado •Vivienda habitual •Metro y buses a pocos pasos.",False,good,False,False,6293.0,False,False,False,False,[],False,False,258000.0,€,flat,"Palacio, Madrid","Estudio en Cl Leganitos, 29",,,263000.0,5000.0,2.0,studio,,
93808061,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8e/90/db/872211065.webp,5,3,1850000.0,flat,sale,154.0,True,3,3,Barrio Lista,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4325571,-3.6802263,False,https://www.idealista.com/inmueble/93808061/,"Exclusiva vivienda de diseño ubicada en un elegante edificio en el Barrio de Salamanca- El piso totalmente exterior cuenta con 154m2 construidos en total. Está completamente reformado con acabados de gran calidad. Los materiales junto a una reforma de exquisito gusto de líneas puras y elegantes, dotan a la vivienda de un acabado de ensueño. El salón-comedor es el espacio principal de la casa. Es amplio y muy luminoso. Cocina de diseño amueblada y equipada con electrodomésticos de alta gama, integrada en el salón. La zona de descanso se encuentra separada del área social para darle mayor intimidad y tranquilidad a las estancias. Consta de tres dormitorios, el dormitorio principal en suite con vestidor y baño, dos dormitorios, y dos baños. Se caracteriza por su gran luminosidad, provocada por la cantidad de luz natural que invade toda la casa. Cabe destacar la altura del techo y las molduras en el techo. Posibilidad de adquirir plaza de garaje por 40.000€ adicionales. La finca dispone de portero. Fortuny Madrid Real Estate es una empresa joven y emprendedora, formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes.",False,good,False,True,12013.0,False,False,False,False,[],False,False,1850000.0,€,flat,"Lista, Madrid",Piso,True,False,,,,,e824,40000.0
108113827,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/04/71/38/1334261270.webp,6,4,720000.0,flat,sale,61.0,False,2,2,Barrio Goya,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4285105,-3.6683464,False,https://www.idealista.com/inmueble/108113827/,"Fortuny Madrid Real Estate presenta en el prestigioso barrio de Goya, en el corazón del distrito de Salamanca, esta luminosa vivienda de 61 m² ofrece una combinación perfecta de estilo clásico y confort moderno. Situada en una finca señorial con ascensor y portero, la propiedad destaca por su excelente distribución y luminosidad natural en todas sus estancias. La vivienda cuenta con dos amplios dormitorios y dos baños completos, ideal tanto para parejas como para pequeños núcleos familiares o como inversión. El salón-comedor es acogedor y muy luminoso, con ventanales que permiten la entrada de abundante luz natural. La cocina, integrada o independiente según se prefiera, está equipada con todas las comodidades necesarias. Dispone de aire acondicionado, lo que garantiza confort durante todo el año, y se encuentra en una finca cuidada con el encanto arquitectónico característico del barrio, incluyendo techos altos y elementos clásicos. Situada en una de las zonas más demandadas de Madrid, rodeada de comercios, restaurantes, servicios y muy bien comunicada por transporte público. La gran mayoría de los inmuebles que tenemos en esta zona solo se encuentran en nuestra web. Visite nuestra página y descubra exclusivas viviendas. Fortuny Madrid Real Estate es una empresa con sólida experiencia formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes nacionales e internacionales. Somos un referente en el mercado español, ofreciendo un servicio completo con viviendas residenciales de alta calidad y una amplia gama de servicios inmobiliarios, cubriendo tanto el área privada como el área comercial para conseguir que personas físicas jurídicas, instituciones e inversores queden plenamente satisfechos con nuestros servicios.",False,good,False,True,11803.0,False,False,False,False,[],False,False,720000.0,€,flat,"Goya, Madrid",Piso,,,,,,,PIS9912,
108667824,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/dd/ed/9c/1351635789.webp,29,,225000.0,chalet,sale,140.0,,2,2,calle Romeral,Madrid,Corpa,,es,,40.4266988,-3.2603196,False,https://www.idealista.com/inmueble/108667824/,"Tu asesor personal inmobiliario, API San Román vende chalet en calle Romeral de Corpa. Te presentamos esta estupenda vivienda situada en la calle Romeral de Corpa, una localidad tranquila y rodeada de naturaleza, ideal para quienes buscan calidad de vida a tan solo unos minutos de municipios más grandes como Alcalá de Henares o Torrejón de Ardoz. La casa, con una superficie construida de 139 m², se distribuye en dos plantas bien aprovechadas y muy luminosas gracias a su doble orientación este-oeste, lo que permite disfrutar de luz natural durante todo el día. Al acceder a la vivienda nos encontramos con un agradable patio delantero, perfecto para colocar una mesa, unas plantas, unas barbacoa o simplemente disfrutar del aire libre. Desde aquí accedemos al interior, donde nos recibe un luminoso salón-comedor, muy cómodo y funcional, con aire acondicionado y bomba de calor para garantizar el confort en cualquier época del año. La cocina está completamente amueblada y equipada, lista para ser usada desde el primer día. La vivienda dispone de dos cuartos de baño completos, uno de ellos ubicado dentro del dormitorio principal en suite, ofreciendo así un espacio privado y cómodo. Los dos dormitorios son espaciosos, con ventanas abalconadas y con climatización por aire acondicionado con bomba de frío y calor, perfectos para garantizar el descanso en cualquier estación. Además, en la planta superior, encontramos una buhardilla muy versátil que puede adaptarse como tercer dormitorio, despacho, sala de juegos o zona de ocio. En esta misma planta cuenta también con un trastero, muy útil como zona de almacenamiento extra. En cuanto a las calidades, la vivienda cuenta con ventanas de aluminio con climalit y rotura de puente térmico, lo que mejora notablemente el aislamiento térmico y acústico. Los suelos de gres imitación tarima aportan calidez y resistencia, y las paredes lisas dan un acabado moderno y limpio al interior. La calefacción es eléctrica con bomba de frío y calor, lo que permite regular la temperatura de forma eficiente habitación por habitación. Esta casa es ideal tanto para familias que buscan un entorno tranquilo donde vivir, como para parejas o personas que desean una segunda residencia cerca de Madrid pero rodeados de naturaleza. Corpa cuenta con los servicios esenciales, como colegio, consultorio médico, farmacia, tiendas y transporte público, y está bien comunicada por carretera con otras localidades. No dejes pasar la oportunidad de vivir en un entorno natural, con privacidad y todas las comodidades. * financiación hasta el 100% Llámanos y agenda tu visita sin compromiso. ¡Te encantará! Puedes ver este y otros inmuebles en nuestras redes sociales @api.sanroman.",False,good,False,,1607.0,False,False,False,False,[],False,False,225000.0,€,chalet,Corpa,Chalet adosado en calle Romeral,,,227500.0,2500.0,1.0,terracedHouse,APISR428,
105667082,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ae/1c/4a/1259349091.webp,3,2,118000.0,flat,sale,57.0,True,3,1,"calle de Villafuerte, 37",Madrid,Madrid,Villaverde,es,Los Rosales,40.3559049,-3.6900104,True,https://www.idealista.com/inmueble/105667082/,"***SIN COMISIÓN DE AGENCIA***  ***SOLO INVERSORES** Activo adjudicado en subasta sin posesión Oportunidad de inversión: inmueble procedente de ejecución hipotecaria sin posesión Imposibilidad de visita interior. Las fotografías pueden no corresponderse con el estado actual del inmueble. El precio del inmueble ha sido fijado en atención a que el inmueble se adquiera por el comprador en estado de ocupado por lo que no aplicaría dicho precio si en el momento de formalización de la escritura pública el inmueble se encontrara libre de ocupantes. En Magna 4 Inmobiliaria somos especialistas en inmuebles de banco, si está buscando vivienda, local, suelo.. . nosotros te acompañamos en todo el proceso y no te cobramos comisión.  Descripción: ¡Oportunidad para comprar tu Piso! Situado en CALLE VILLAFUERTE MADRID, cuenta de una superficie de 57 m2. REF: 52875046.",False,good,False,True,2070.0,True,False,False,False,[],False,False,118000.0,€,flat,"Los Rosales, Madrid","Piso en calle de Villafuerte, 37",,,,,,,52875046,
108894915,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f1/aa/68/1358199876.webp,8,1,569000.0,flat,sale,50.0,False,2,1,"CL NARVAEZ, 72",Madrid,Madrid,Retiro,es,Ibiza,40.4176552,-3.6767191,True,https://www.idealista.com/inmueble/108894915/,"Exclusiva urbanización en la calle Narvaez, vivienda de dos dormitorios, totalmente reformada, equipada y amueblada.",False,good,False,True,11380.0,False,False,False,False,[],False,False,569000.0,€,flat,"Ibiza, Madrid","Piso en Cl Narvaez, 72",,,,,,,,
107695746,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0e/3f/66/1320060221.webp,41,1,405000.0,flat,sale,141.0,True,3,2,calle Egido de la Fuente,Madrid,Pinto,Centro - Ayuntamiento,es,,40.242124,-3.6994364,False,https://www.idealista.com/inmueble/107695746/,"REF. 1937/198. PISO EN VENTA EN EL CENTRO DE PINTO: UNA JOYA MODERNA, LUMINOSA Y CÓMODA Vive en el corazón de Pinto con todas las comodidades. ¡Descubre este EXCLUSIVO piso en el centro de la ciudad! Ubicado en un edificio de tan solo 2 años de antigüedad, este inmueble ocupa toda la primera planta, ofreciéndote la privacidad y el espacio que mereces. En un estado prácticamente nuevo, este piso combina diseño moderno, comodidad y una ubicación privilegiada, perfecto para quienes buscan una vivienda lista para entrar a vivir. Características principales del piso: •Amplitud y luminosidad: Con una distribución bien pensada, este hogar cuenta con 3 dormitorios amplios,   todos con luz natural y armarios empotrados, ofreciendo espacio para toda la familia. •Gran patio privado: Disfruta al aire libre en un patio de 15 m², ideal para relajarte, organizar reuniones o   incluso personalizarlo a tu gusto con plantas y mobiliario exterior. •Acabados modernos: El suelo de cerámica no solo es elegante, sino también duradero y fácil de   mantener. •Ventanas insonorizadas: Las ventanas de aluminio de alta calidad aseguran un aislamiento térmico y   acústico óptimo, creando un ambiente tranquilo en el hogar. •Sistema de climatización de última generación: Disfruta de un sistema de frío-calor eficiente mediante   aerotermia, que garantiza confort durante todo el año con un consumo energético reducido. •Cocina equipada: La cocina está completamente equipada con electrodomésticos de alta calidad, lista   para que disfrutes cocinando desde el primer día. •2 baños completos: Modernos y funcionales, perfectos para la comodidad de la familia y los invitados. •Extras de seguridad: La vivienda cuenta con una puerta de seguridad y un sistema de alarma,   garantizando tu tranquilidad en todo momento.  Ventajas adicionales: •Trastero incluido: Este piso incluye un trastero de 8 m², ideal para guardar bicicletas, herramientas u   otros enseres. •Por 30.000€ adicionales una amplia y cómoda plaza de garaje. •Ubicación insuperable: Situado en pleno centro de Pinto, estarás a un paso de todos los servicios:   bancos, supermercados, farmacias, colegios, restaurantes, centro médico, el Pabellón Deportivo Alberto   Contador, etc. Además, su orientación este te asegura un hogar muy luminoso y tranquilo, con vistas   directas al parque, creando un entorno ideal para la vida diaria. Conectividad y entorno: Este piso combina la tranquilidad de vivir en una zona residencial con la comodidad de tener todo a tu alcance. Pinto es conocido por su calidad de vida, su proximidad a Madrid y su excelente red de transporte público, lo que lo convierte en una de las localidades más demandadas de la zona. No dejes pasar esta oportunidad única de adquirir una vivienda prácticamente nueva en una de las mejores ubicaciones de Pinto. Ideal tanto para familias como para inversores que buscan rentabilidad. ¡Contáctanos para más información o para concertar una visita y descubrir tu próximo hogar! ALFA INMOBILIARIA MAS DE 25 AÑOS HACIENDO REALIDAD LOS SUEÑOS DE MILES DE PERSONAS! CON MAS DE 200 OFICNAS ALFA SE CONSOLIDA COMO LA MEJOR AGENCIA INMOBILIARIA NACIONAL. TRATO DIRECTO CON LA PROPIEDAD, TOTAL TRANSPARENCIA.",True,good,False,True,2872.0,True,False,True,False,[],False,False,405000.0,€,flat,"Centro - Ayuntamiento, Pinto",Piso en calle Egido de la Fuente,True,False,,,,,1937/198,30000.0
105762334,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/da/8f/e4/1262260250.webp,4,6,2000000.0,penthouse,sale,180.0,False,2,2,Barrio Recoletos,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4225459,-3.6813941,False,https://www.idealista.com/inmueble/105762334/,"Este ático de ensueño, situado en el codiciado barrio de Recoletos, ofrece 180 m² de pura elegancia y confort. Recientemente reformado con los más altos estándares, cuenta con un diseño moderno y sofisticado que maximiza la luminosidad en todos sus espacios. El inmueble dispone de dos amplias habitaciones en suite, cada una con su propio baño completo, brindando privacidad y comodidad a sus ocupantes. La cocina, de concepto abierto, está totalmente equipada con electrodomésticos de alta gama, lo que la convierte en un espacio ideal para disfrutar de la gastronomía en un ambiente acogedor. Una de las joyas de este ático es su impresionante terraza de 20 m², perfecta para relajarse o disfrutar de comidas al aire libre mientras se contempla la ciudad. Además, la vivienda está equipada con aire acondicionado por conductos y calefacción individual, garantizando el confort en cualquier estación del año. El edificio cuenta con portero físico, añadiendo un extra de seguridad y servicio. Asimismo, el acceso directo al garaje, con una plaza incluida en el precio, suma a la conveniencia de vivir en uno de los barrios más exclusivos de Madrid. La gran mayoría de los inmuebles que tenemos en esta zona solo se encuentran en nuestra web. Visite nuestra página y descubra exclusivas viviendas. Fortuny Madrid Real Estate es una empresa con sólida experiencia formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes nacionales e internacionales. Somos un referente en el mercado español, ofreciendo un servicio completo con viviendas residenciales de alta calidad y una amplia gama de servicios inmobiliarios, cubriendo tanto el área privada como el área comercial para conseguir que personas físicas jurídicas, instituciones e inversores queden plenamente satisfechos con nuestros servicios.",False,good,False,True,11111.0,False,False,False,False,[],False,False,2000000.0,€,flat,"Recoletos, Madrid",Ático,True,True,,,,penthouse,3314,
