propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,newDevelopmentFinished,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice,highlight.groupDescription
108913312,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/01/59/da/1358757972.webp,,3,1,175000.0,flat,sale,129.0,True,3,2,"CL MIGUEL HERNANDEZ, 9",Madrid,Velilla de San Antonio,,es,,40.3668845,-3.4882817,True,https://www.idealista.com/inmueble/108913312/,"Habitaliagc te ofrece la oportunidad de invertir en este maravilloso inmueble, somos una agencia inmobiliaria que se dedica a la gestión de inmuebles ocupados propiedad de fondos bancarios. Está vivienda de 142 m2 ofrece muchas posibilidades, ubicada al lado de la plaza donde se encuentra el ayuntamiento y rodeada de todos los servicios necesarios, puedes convertirla en un hogar para ti u otra persona. Al ser una vivienda ocupada: - NO SE PUEDE VISITAR - NO SE PUEDE HIPOTECAR - SI SE PUEDE PEDIR PRESENTAMO PERSONAL. Si sigues interesado puedes contactar con nosotros por WHATSAPP al número.",False,renew,False,True,1357.0,False,False,False,False,[],False,False,175000.0,€,flat,,Velilla de San Antonio,"Piso en Cl Miguel Hernandez, 9",,,,,,,,
108912856,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f8/61/f3/1358744965.webp,1771,17,,245000.0,chalet,sale,110.0,,3,3,CL ALCANTARILLA,Madrid,El Álamo,,es,,40.2320136,-3.9875211,False,https://www.idealista.com/inmueble/108912856/,"Vivienda adosada en El Álamo – Ideal para familias o inversión con alta proyección. Si buscas una casa con espacio, independencia y potencial para reformar a tu gusto, esta vivienda adosada en el municipio madrileño de El Álamo puede ser justo lo que necesitas. Situada dentro del casco urbano, en una urbanización privada y tranquila, esta propiedad es una excelente oportunidad tanto para familias que buscan su primer hogar como para inversores que deseen aprovechar la alta demanda de vivienda en la zona oeste de Madrid. Construida en 1999, la vivienda cuenta con 110 m² distribuidos en dos plantas, además de un patio delantero de acceso que añade privacidad y espacio exterior. En la planta baja, encontramos un recibidor que da paso a un salón independiente, una cocina funcional con posibilidades de actualización, y un aseo de cortesía. Ya en la primera planta, se ubican tres dormitorios, dos de ellos sencillos y uno principal con baño en suite, además de un segundo cuarto de baño completo. La casa no dispone de sistema de calefacción central, aunque cuenta con algunos radiadores eléctricos. Los suelos son de gres y las ventanas de aluminio. Aunque necesita tareas de mantenimiento y actualización, su estructura y distribución permiten múltiples posibilidades de mejora, lo que la convierte en una propiedad con gran potencial para revalorizarse. El Álamo es una localidad bien situada, a tan solo 45 minutos de Madrid, que ofrece todos los servicios básicos: centros educativos, comercios, supermercados, centro de salud y transporte público. Con una población de alrededor de 10.400 habitantes, combina la tranquilidad de un entorno residencial con la comodidad de tenerlo todo cerca. La vivienda se encuentra en una urbanización sin zonas comunes, lo que reduce los costes comunitarios. Además, por su tamaño, ubicación y precio, esta casa representa una excelente oportunidad para inversores, ya que la demanda de vivienda en alquiler en la zona es estable y creciente, especialmente para familias que buscan entorno tranquilo pero bien comunicado con la capital. Si estás buscando un hogar con posibilidades o una inversión inteligente, no dejes pasar esta oportunidad. Llámanos y agenda tu visita.",False,good,False,,2227.0,False,False,False,False,[],False,False,245000.0,€,chalet,terracedHouse,El Álamo,Chalet adosado en Cl Alcantarilla,,,,,,,,
108889181,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d2/d8/68/1358029991.webp,IE23-ATIC,30,6,680000.0,duplex,sale,200.0,True,3,3,avenida del Cerro del Águila,Madrid,San Sebastián de los Reyes,Pol. Industrial sur,es,,40.5461547,-3.61768,False,https://www.idealista.com/inmueble/108889181/,"INMOBILIARIAS ENCUENTRO VENDE EN EXCLUSIVA – IMPRESIONANTE ÁTICO DÚPLEX EN SAN SEBASTIÁN DE LOS REYES � Si buscas una vivienda única, en una de las mejores zonas de San Sebastián de los Reyes, con todas las comodidades y calidades que puedas imaginar, este es el hogar que estabas esperando. ✨ CARACTERÍSTICAS EXCLUSIVAS: ✔ Urbanización privada con seguridad 24 horas, piscina y pista de pádel. ✔ Ático dúplex de ensueño, con dos espectaculares terrazas: una de 30m² con acceso desde el salón y otra de 20m² en el dormitorio principal, donde disfrutarás de momentos inolvidables. ✔ Dormitorio principal en suite, con un elegante vestidor y un baño privado que te brindará la máxima comodidad. ✔ Cocina americana de diseño, totalmente equipada y pensada para los amantes del buen gusto y la funcionalidad. ✔ Climatización avanzada, con sistema de aire acondicionado por conductos y termostato independiente en cada estancia. ✔ Ubicación inmejorable, con acceso directo a la A-1 y rodeado de todos los servicios esenciales. � ¿Necesitas financiación? Te ofrecemos hasta el 100% del precio de compra con nuestro departamento financiero Finmoo. � ¿Tienes que vender tu vivienda? Con nuestro servicio exclusivo ""Cambia y Descansa"", nos encargamos de todo para que tú solo disfrutes de tu nuevo hogar. � ¡No dejes pasar esta oportunidad única! Contáctanos y descubre tu futuro hogar. � INMOBILIARIAS ENCUENTRO – Hacemos realidad tus sueños.",False,good,False,True,3400.0,False,False,False,False,[],False,False,680000.0,€,flat,duplex,"Pol. Industrial sur, San Sebastián de los Reyes",Dúplex en avenida del Cerro del Águila,,True,True,700000.0,20000.0,3.0,,
108583078,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c8/b9/94/1349109899.webp,N02-LRF-14408,75,bj,590000.0,flat,sale,137.0,True,3,2,Barrio Yucatán- Las Cornisas,Madrid,Las Rozas de Madrid,Yucatán- Las Cornisas,es,Yucatán- Las Cornisas,40.4793974,-3.8580323,False,https://www.idealista.com/inmueble/108583078/,"Descubre el hogar perfecto para tu familia en esta excepcional vivienda ubicada en una urbanización tranquila entre Majadahonda y Las Rozas. Este piso, estratégicamente situado a pocos metros de la estación de cercanías de Las Rozas y con salida directa a la vía de servicio de la A6, te garantiza una cómoda conectividad con la M40, M50, M503 y la carretera del Escorial, lo que facilita cualquier desplazamiento. La propiedad, de 137 m², destaca por su salón comedor muy amplio, que incluye un magnífico porche y una terraza exterior, ambos en contacto directo con los jardines comunitarios. La cocina, pensada para disfrutar en familia, ofrece espacio suficiente para un office y cuenta con un tendedero anexo de generosas dimensiones. Los tres dormitorios, todos exteriores y con grandes armarios empotrados, proporcionan el espacio y la comodidad que tu familia necesita. El piso dispone de dos baños completos, perfectos para el día a día. Además, cuenta con una plaza de garaje amplia y cómoda, así como un trastero de gran capacidad, detalle que facilita el orden en el hogar. Viviendo aquí, disfrutarás de más de 16.000 m² de zonas verdes. La urbanización ofrece una piscina comunitaria perfecta para los días calurosos, pistas de tenis para los más activos, un gimnasio completamente equipado y jardines que invitan al paseo y la relajación.  Este inmueble construido en 1979, pero en excelente estado, tiene todo lo que buscas: accesibilidad, atractivas áreas comunes, y es apto para niños y mascotas. Es la oportunidad ideal para establecer un hogar donde tu familia puede crecer y disfrutar. No pierdas la oportunidad de visitar esta vivienda de ensueño que lo tiene todo para convertirse en el refugio perfecto para ti y los tuyos. ¡Contacta ahora y descubre el lugar donde tus sueños se harán realidad! Además, le ofrecemos un asesoramiento financiero gratuito y personalizado, y somos especialistas en el innovador PLAN CAMBIO DE CASA, diseñado para hacer la transición a su nuevo hogar lo más económica y sencilla posible. Le acompañaremos durante todo el proceso, resolviendo sus dudas y facilitando cada trámite.",True,good,False,True,4307.0,True,False,False,True,[],False,False,590000.0,€,flat,,"Yucatán- Las Cornisas, Las Rozas de Madrid",Piso,,True,True,,,,,
106196843,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fe/d4/10/1352673964.webp,9635001011,42,,1785000.0,chalet,sale,555.0,,6,4,calle Castillo de Berlanga,Madrid,Villanueva de la Cañada,Villafranca del Castillo,es,,40.4683931,-3.9446403,False,https://www.idealista.com/inmueble/106196843/,"¡ EXCLUSIVO CHALET INDEPENDIENTE EN LA MEJOR UBICACIÓN, EN LA PRADERA Y MEJOR ORIENTACIÓN EN PORCHES, SALONES Y DORMITORIOS!, SOLO A 20MIN DE MONCLOA. 456m2 EXCELENTE CONSTRUCCIÓN, DORMITORIO PRINCIPAL, VESTIDOR Y BAÑO EN SUITE EN PLANTA BAJA. PARCELA 2.511M2. La urbanización tiene club hípico, tenis, pádel, golf, natación...y desde la casa vas andando! ¡Si lleva buscando un tiempo una casa en Villafranca y no la ha encontrado, esta puede ser, sin duda, lo que estaba esperando! Es una casa de estilo clásico vivida por una única familia. La calidad de la construcción es excelente. Aunque requiere reforma en algunas estancias, lo importante es que esta casa cumple con todos los requisitos necesarios de una vivienda en las afueras, primera vivienda fin de semana y vacaciones. Es ÚNICA por: 1.- Parcela de 2.511m2 en la mejor ubicación de la Urbanización, da a dos calles.  2.- Dos orientaciones: mañana y mediodía-tarde, dos jardines en cada fachada principal y gran intimidad.  3.- Porche principal de 16,5m de largo, sin pilares que lo hacen muy vivible gran parte del día por su orientación perfecta al este y vista a amplia zona verde, piscina y árboles. Además dispone de otro porche en zona opuesta para los amaneceres, árboles también preciosos.     4.- Calidad constructiva excelente (cimientos, forjados, grosor de los muros de las fachadas, aislamientos, tejados, carpintería exterior/ interior de madera roble. Se puede ver en los 40 planos originales )  5.- Jardines con Secuoyas, abetos, olivo, magnolio, ciprés, liquidámbares, acebo, prunos. y zona verde amplia para practica deportes.     6.- Distribución perfecta en dos plantas y habiendo considerado las orientaciones adecuadas por estancias. Planta baja adaptada para minusválidos. PLANTA PRINCIPAL 335m2 aprox.  - Comedor  - Salón con chimenea y grandes ventanales con salida directa al porche. - Porche principal de 45m2 y 100m2 totales ( solado) con orientación ideal para verano. - Sala de estar con gran ventanal con salida directa al porche.  - Gran dormitorio principal con armario, vestidor y cuarto de baño. Todo en óptima orientación y adaptado a minusválidos. - Lavandería con salida a tendedero cubierto y bajada al cuarto de instalaciones y garaje. - Cuarto de instalaciones. - Garaje para 2 coches. En la parcela caben hasta 6 coches mas. - Cocina con despensa. - Comedor de diario. PLANTA PRIMERA de 106m2 Por la escalera situada en el hall de entrada subimos a la planta de dormitorios con una fantástica distribución, dos zonas diferenciadas cada una con dos dormitorios, vestidor y baño y una sala común central.    Agua de jardines viene de agua pozo tratada y los gastos de comunidad con seguridad no supera los 200€ mes.  El agua caliente sanitaria viene por placas solares.  Caldera y acumulador de agua de menos de 3 años.  Villafranca del Castillo es una urbanización situada al oeste de la capital solo a 20km. Tiene dos entradas, una por el norte, desde la carretera que une Majadahonda y Villanueva del Pardillo, y otra por el sur, desde la carretera que une Majadahonda con Villanueva de la Cañada. Perfectamente comunicada con la capital y con otros municipios, líneas de autobús  Posee las infraestructuras necesarias para residir durante todo el año, un club privado, colegio privado ( SEK) y concertado ( Colegio Zola), universidad privada (Camilo José Cela), centros médicos (privado y de la Seguridad Social), parroquia, restaurantes, oficina de Correos, farmacia, supermercado, peluquería, quioscos, lotería... Vigilancia las 24 horas del día. Comunidad 285€/mes con agua de pozo para riego y seguridad vigilancia. Llámenos y pida una cita, le podremos explicar las particulares de esta casa, el potencial y la versatilidad que puede tener en función de sus necesidades.",True,good,False,,3216.0,True,False,True,True,[],False,False,1785000.0,€,chalet,independantHouse,"Villafranca del Castillo, Villanueva de la Cañada",Casa independiente en calle Castillo de Berlanga,,True,True,,,,,
107902942,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4e/40/4f/1347034050.webp,,41,3,380000.0,flat,sale,65.0,True,2,1,calle de Arturo Soria,Madrid,Madrid,Ciudad Lineal,es,San Juan Bautista,40.45325,-3.6537777,False,https://www.idealista.com/inmueble/107902942/,"¡Oportunidad única en Arturo Soria! Vivienda reformada y lista para entrar a vivir. Situada a escasos metros de la parada de metro Arturo Soria, presentamos esta magnífica vivienda recientemente reformada, ideal para quienes buscan comodidad, funcionalidad y una excelente ubicación. La distribución comienza con un acogedor hall de entrada que da paso a una cocina completamente amueblada, perfecta para disfrutar desde el primer día. El luminoso salón cuenta con acceso a una terraza, ideal para relajarse o disfrutar de momentos al aire libre. Un pasillo distribuidor, equipado con armarios empotrados, conduce a la zona de descanso, compuesta por dos dormitorios y un cuarto de baño con ventana exterior, que aporta luz natural y ventilación. Calefacción eléctrica (aire frio calor) con radiadores eléctricos de máxima eficiencia en todas las habitaciones, aunque la vivienda tiene gas natural. Edificio sin ascensor. En el precio se incluye una plaza de aparcamiento en superficie con acceso de barrera. En la vivienda quedan muebles que podrian incluirse en el precio de venta. Cerca de transporte público (a escasos metros de la parada de metro Arturo Soria y parada de bus 11,70, 122.. . ), y a 10 minutos en coche del aeropuerto Adolfo Suarez de Madrid Barajas). Una vivienda pensada para disfrutar desde el primer momento, en una de las zonas más consolidadas y bien comunicadas de Madrid. ¡No dejes pasar esta oportunidad! Contáctanos para más información o para concertar una visita..",False,good,False,False,5846.0,True,False,False,True,[],False,False,380000.0,€,flat,,"San Juan Bautista, Madrid",Piso en calle de Arturo Soria,,,,,,,,
98288557,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/10/ac/a9/1183313685.webp,98288557,28,,219000.0,chalet,sale,100.0,,2,1,cuesta del Linar del Caño,Madrid,La Cabrera,,es,,40.8663846,-3.6166253,False,https://www.idealista.com/inmueble/98288557/,"BREM Global Inmobiliaria presenta una oportunidad única con un chalet independiente en La Cabrera con 90 m2 construido sobre una parcela de 318 m2, construida en 1979.  La casa recientemente ha sido reformada en su totalidad, actualizando todas sus instalaciones eléctricas, saneamiento, tuberías etc.  En una sola planta consta de un recibidor, el salón comedor con chimenea y con mucha luz, la cocina grande y equipada y amueblada, un baño y dos habitaciones dobles todo ello dividido por un pasillo. En el apartado de calidad destacamos la carpintería exterior en aluminio lacado en blanco climalit con mallorquinas de hierro, suelo de baldosa de gres, calefacción de gasoil.  Dispone de un cuarto de aperos de 22 m2. Parcela solada, ajardinada y adoquinada. Acceso para vehículos. También es importante destacar su posicionamiento en la zona uno del plano de ordenación, ofreciéndonos el coeficiente de edificabilidad más alto posible, dandole un valor extra si lo que se busca es un suelo para edificar. El municipio es uno de los mas demandados de la zona, debido a la total cobertura de servicios que ofrece, ademas de la comunión con la naturaleza, dando lugar a la posibilidad de vivir sin complicaciones pero sin renunciar a la experiencia de vivir en la naturaleza. Si deseas conocer esta vivienda, no dudes, ¡ LLAMANOS!",False,good,False,,2190.0,True,False,True,True,[],False,False,219000.0,€,chalet,independantHouse,La Cabrera,Casa independiente en cuesta del Linar del Caño,,,,,,,,
108087025,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a8/2a/27/1333418430.webp,,23,,389000.0,chalet,sale,122.0,,3,2,calle Clavel,Madrid,Móstoles,Norte - Universidad,es,,40.3377061,-3.8683758,False,https://www.idealista.com/inmueble/108087025/,"HOGARES MOSTOLES VENDE este excelente chalet adosado que ofrece un espacio ideal para disfrutar en familia. Con 122 m² construidos y distribuidos en dos cómodas plantas, cuenta con un amplio y luminoso salón en la planta baja, perfecto para relajarse o recibir visitas. La cocina independiente, cuenta con un tendedero el cual se puede integrar a la cocina, para preparar deliciosas comidas. En la planta baja encontrarás un práctico aseo de cortesía. La propiedad también cuenta con un patio delantero que incluye un trastero, así como un espacio de garaje al aire libre para mayor comodidad. El patio trasero es un auténtico oasis, ideal para comidas al aire libre y momentos de relax. En la planta superior, tres dormitorios bien distribuidos ofrecen el espacio necesario para toda la familia, junto a un baño completo que asegura funcionalidad y confort. Los suelos de tarima aportan calidez y estilo a cada rincón de la casa. Ubicado en una zona residencial muy demandada como es la zona de Los Rosales. Disfrutarás de la cercanía a colegios, hospitales, transporte público, comercios y zonas verdes. Esta es una oportunidad ideal para familias que buscan un hogar con espacio exterior y una excelente ubicación.  ¡No dejes pasar la oportunidad de visitar este chalet adosado que puede convertirse en tu nuevo hogar! ¡ F I N A N C I A C I O N 1 0 0 %!",False,renew,False,,3189.0,False,False,False,True,[],False,False,389000.0,€,chalet,terracedHouse,"Norte - Universidad, Móstoles",Chalet adosado en calle Clavel,,True,True,,,,,
108612687,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/68/c4/57/1349941914.webp,4264,49,1,310000.0,flat,sale,60.0,False,2,1,calle García Miranda,Madrid,Madrid,Puente de Vallecas,es,San Diego,40.3821276,-3.6625168,False,https://www.idealista.com/inmueble/108612687/,"¡Altor Asesores presenta piso con enorme terraza en la mejor zona de San Diego! Primera planta con 2 dormitorios, 1 baño, salón y cocina, en muy buen estado. Impresionante terraza de casi 150 m² que rodea toda la vivienda, con comedor cubierto, trastero y dos accesos desde el interior. Se vende estupendo piso en primera planta, situado en una de las zonas más demandadas de San Diego, rodeado de comercios, supermercados, servicios y con un gran centro comercial a escasos minutos a pie. Además, cuenta con excelentes conexiones de transporte público y el ambulatorio se encuentra a menos de 50 metros, lo que aporta un extra de comodidad para el día a día. La vivienda se encuentra en muy buen estado y dispone de 2 dormitorios, 1 baño completo, salón acogedor y cocina funcional. El gran protagonista de esta propiedad es su impresionante terraza privada de casi 150 m² que rodea completamente la vivienda y cuenta con dos accesos directos desde el interior. Un espacio único para disfrutar del aire libre, con zona de estar, un comedor cubierto ideal para reuniones con familia o amigos, y un trastero que añade un valioso espacio de almacenamiento. Existe la posibilidad de adquirir una plaza de garaje cercana, lo que completa aún más la comodidad que ofrece esta vivienda. Una propiedad luminosa, funcional y con un espacio exterior excepcional en una ubicación inmejorable. ¡No pierdas esta oportunidad y agenda tu visita ya!",True,good,False,False,5167.0,True,False,True,False,[],False,False,310000.0,€,flat,,"San Diego, Madrid",Piso en calle García Miranda,,True,False,,,,20000.0,
106063285,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e2/8b/ea/1271691889.webp,,20,,439000.0,chalet,sale,165.0,,3,2,"SIERRA BONITA, 8",Madrid,El Boalo,,es,,40.7198031,-3.9196432,True,https://www.idealista.com/inmueble/106063285/,"¡Descubre tu nuevo hogar en El Boalo!  Este encantador chalet independiente te ofrece todo lo que necesitas para disfrutar de una vida tranquila y cómoda.  Situado en una amplia parcela de 850 m², la vivienda se distribuye en una sola planta con 165 m² construidos. Cuenta con 3 acogedoras habitaciones con armarios empotrados, un salón comedor con chimenea ideal para las noches de invierno, y 2 baños completos. La cocina tiene salida directa al jardín, perfecto para tus reuniones al aire libre. Además, dispone de un garaje independiente   La calefacción de gas-oil asegura tu confort durante todo el año.  La ubicación es inmejorable, cerca de todos los servicios esenciales como la plaza del pueblo, colegios, centro de salud y casa de cultura.  A solo 20 minutos caminando de la Pedriza y con líneas de bus directas a Moncloa y Plaza Castilla.  Este chalet es la combinación perfecta de tranquilidad y conveniencia. ¡No pierdas la oportunidad de visitarlo!",True,good,False,,2661.0,True,False,False,False,[],False,False,439000.0,€,chalet,independantHouse,El Boalo,"Casa independiente en Sierra Bonita, 8",,True,True,,,,,
107528817,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/33/79/f1/1289468221.webp,VT31-P3-4º-D,6,4,210416.0,flat,sale,88.0,True,2,2,Barrio Valdecarros,Madrid,Madrid,Villa de Vallecas,es,Valdecarros,40.3495684,-3.6121561,False,https://www.idealista.com/obra-nueva/107528817/,"Sólo disponibles viviendas destinadas a personas con movilidad reducida NUEVO ÁMBITO DEL SURESTE MADRID Próximo proyecto de vivienda protegida en Valdecarros (VPPB), Residencial Bosón, viviendas en régimen de cooperativa de 2 y 3 dormitorios a un precio muy asequible. Ubicación y accesibilidad Destacamos la excelente ubicación de este nuevo desarrollo urbanístico gracias a la proximidad y rápidos accesos a las grandes autovías, como la M-45, la M-31 y la M-50. El barrio contará con un sistema de autobuses de tránsito rápido de alta capacidad que agilizará el transporte público y facilitará la movilidad. Valdecarros delimita al este por el Ensanche de Vallecas, al oeste por el Parque lineal del Manzanares, al norte por Mercamadrid y el polígono de Atalayuela y al sur por la autopista de circunvalación M-50. Sostenibilidad El nuevo ámbito contará desde el primer momento con 127 kilómetros de carriles ciclistas específicos, impulsando de esta manera una movilidad sostenible y ecológica. Además, Valdecarros dispone de grandes espacios destinados a zonas verdes para el uso y disfrute de los ciudadanos. Servicios y comodidades Valdecarros ofrecerá todos los servicios necesarios, colegios, guarderías, centros de salud, instalaciones deportivas, hospitales y parques. Un barrio nuevo, verde, sostenible donde se desarrollaron 51.656 viviendas de las cuales el 55% tendrán algún tipo de protección. Viviendas El residencial contará con todos los ingredientes característicos de los proyectos de Grupo Ibosa, arquitectura singular, viviendas con distribuciones bien pensadas donde se potencia la luminosidad de las estancias, terrazas que unen interior con exterior y para los momentos de ocio, podrás disfrutar sin salir de casa con las fantásticas zonas comunes con piscina, zonas verdes y área infantil. Viviendas diseñadas para ofrecer confort y sostenibilidad, ya que se tomarán las medidas necesarias para obtener una alta calificación energética y poder reducir el consumo de energía. Grupo Ibosa tiene una dilatada experiencia en la comercialización y gestión de vivienda protegida, contando en la actualidad, con numerosos proyectos. Si quieres formar parte de este ilusionante y nuevo proyecto de vivienda protegida, ¡déjanos tus datos y nos pondremos en contacto contigo para mantenerte informado!",False,newdevelopment,True,True,2391.0,True,False,False,False,[],False,False,210416.0,€,flat,,"Valdecarros, Madrid",Piso,False,True,True,,,,,
108569390,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/55/32/14/1348727812.webp,4260,65,7,2350000.0,flat,sale,250.0,True,5,5,calle de Vallehermoso,Madrid,Madrid,Chamberí,es,Arapiles,40.4348478,-3.7096512,False,https://www.idealista.com/inmueble/108569390/,"ALTOR ASESORES PRESENTA Espectacular vivienda exterior con reforma integral en Avenida Filipinas, Chamberí – Madrid Presentamos esta exclusiva propiedad de 250 m² construidos, ubicada en una de las zonas más cotizadas y dinámicas de Madrid: la Avenida Filipinas, en pleno corazón del distrito de Chamberí. El inmueble ha sido completamente reformado con calidades de lujo, combinando el encanto clásico de los edificios señoriales con las comodidades del diseño moderno y funcional. Distribución inteligente en dos viviendas independientes La propiedad se distribuye actualmente en dos unidades residenciales independientes, ideales tanto para familias numerosas como para inversores que buscan una excelente rentabilidad en alquiler. Primera vivienda (unidad principal) Con una superficie generosa y ambientes muy luminosos gracias a su condición de piso exterior, esta unidad cuenta con: Amplio salón-comedor con grandes ventanales y acceso a balcón, bañado por luz natural durante todo el día. Cocina abierta de diseño totalmente equipada con electrodomésticos de alta gama y acabados premium. Tres dormitorios dobles, todos con armarios empotrados y excelente ventilación. Tres baños completos, ambos con sanitarios modernos y acabados de diseño. Espacios optimizados para el confort, la funcionalidad y la estética contemporánea. Segunda vivienda (unidad secundaria) Una vivienda igualmente cuidada en detalles, con acceso independiente, perfecta para invitados, alquiler o como despacho profesional: Dos dormitorios dobles, también con armarios empotrados. Dos baños completos, diseñados con elegancia y materiales de primera calidad. Espacios acogedores, silenciosos y con buena entrada de luz natural. Características destacadas del inmueble: Superficie total construida: 250 m² Edificio con ascensor Vivienda exterior con múltiples balcones Sistema de climatización por conductos: aire acondicionado y calefacción central Portero físico, que garantiza comodidad y seguridad Posibilidad de adquirirlo como una única vivienda o mantener la división en dos unidades independientes La zona: Avenida Filipinas – Chamberí Ubicado en una de las zonas más emblemáticas y con más proyección de Madrid, Avenida Filipinas combina el carácter tradicional del barrio de Chamberí con una creciente vida urbana y cultural. Esta ubicación goza de: Excelente comunicación: estaciones de metro cercanas como Moncloa, Islas Filipinas o Canal, múltiples líneas de autobús y fácil acceso a la M-30. Entorno verde y cultural: a pocos pasos del Parque del Oeste, el Templo de Debod y los Jardines de Enrique Herreros. Cercanía a centros educativos de prestigio, universidades (como la Complutense y CEU San Pablo), bibliotecas y centros de salud. Amplia oferta gastronómica, mercados tradicionales como el de Vallehermoso, bares de autor, librerías y tiendas locales que le dan al barrio un encanto singular. Zona tranquila y residencial, perfecta tanto para familias como para profesionales, sin renunciar a los servicios y la vida cultural del centro de Madrid. Este inmueble es una oportunidad única para quien busque una vivienda de lujo, con personalidad, lista para entrar a vivir o rentabilizar, en una ubicación privilegiada. No dudes en visitarlo — te enamorará al cruzar la puerta.",True,good,False,True,9400.0,True,False,True,False,[],False,False,2350000.0,€,flat,,"Arapiles, Madrid",Piso en calle de Vallehermoso,,,,,,,,
107517175,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c4/60/ce/1309496555.webp,Tipo 1,4,1,198520.0,flat,sale,70.0,True,2,2,del valle de la fuenfría s/n,Madrid,Torrejón de Ardoz,Suroeste,es,,40.4386558,-3.4688134,True,https://www.idealista.com/obra-nueva/107517175/,"¡LICENCIA DE OBRA SOLICITADA! SOLAR ADQUIRIDO Nueva promoción en Torrejón de Ardoz, ubicada en la zona de Aldovea. Residencial Essia es una promoción de 160 viviendas VPPL en régimen de cooperativa de 2 y 3 dormitorios en urbanización cerrada. El precio incluye 2 plazas de garaje y trastero. Los m2 expresados se corresponden con m2 útiles al tratarse de vivienda protegida. * Las imágenes mostradas pertenecen al anteproyecto en elaboración teniendo carácter orientativo y no contractual.",False,newdevelopment,True,True,2836.0,True,False,False,False,[],False,False,198520.0,€,flat,,"Suroeste, Torrejón de Ardoz",Piso en del valle de la fuenfría s/n,False,True,True,,,,,
108894781,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ee/ef/29/1358195478.webp,CVTS22,18,2,1800000.0,flat,sale,210.0,True,3,4,"calle de Cervantes, 22",Madrid,Madrid,Centro,es,Huertas-Cortes,40.4141221,-3.6973185,True,https://www.idealista.com/inmueble/108894781/,"En el emblemático barrio de Las Letras, presentamos esta espectacular vivienda en una finca señorial ubicada en la calle Cervantes, una de las zonas más codiciadas del centro de Madrid. Situada en una segunda planta, esta propiedad combina el encanto clásico con espacios generosos y funcionales. Con tres amplias habitaciones y cuatro baños completos, este piso ofrece una distribución ideal tanto para familias como para quienes buscan un hogar sofisticado en el centro de la ciudad. El salón y el comedor son estancias independientes, llenas de luz natural y con techos altos, ideales para disfrutar de reuniones o momentos de tranquilidad. La cocina independiente, amplia y funcional, ofrece un espacio perfecto para el día a día. La finca cuenta con ascensor y se encuentra en excelente estado de conservación. Una oportunidad única para vivir o invertir en una de las calles más emblemáticas de Madrid, rodeado de cultura, gastronomía y con una excelente conexión con el resto de la ciudad.",False,good,False,True,8571.0,True,False,False,False,[],False,False,1800000.0,€,flat,,"Huertas-Cortes, Madrid","Piso en calle de Cervantes, 22",,,,,,,,
