propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,newDevelopmentFinished,parkingSpace.parkingSpacePrice
108475864,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d7/0a/e4/1346063951.webp,5ff1254c-6437-4969-a177-31fa2a414f99,31,2,211000.0,duplex,sale,131.0,True,3,2,calle de los Andaluces del Pozo,Madrid,Madrid,Puente de Vallecas,es,Entrevías,40.3726588,-3.6607608,False,https://www.idealista.com/inmueble/108475864/,"Dúplex ubicado en una zona tranquila de El Pozo (Vallecas), ideal para quienes buscan amplitud y la posibilidad de reformar a su gusto. El duplex se encuentra en una segunda planta. La vivienda se distribuye en dos plantas: • Planta baja: salón luminoso, cocina independiente, un baño completo y una zona de lavandería o trastero. Desde esta planta se accede a una amplia terraza, ideal como solárium o espacio de relax. • Planta superior: tres dormitorios bien distribuidos, un segundo baño completo y otra terraza privada. La propiedad necesita reforma, lo que permite adaptarla completamente a tus necesidades. Una buena oportunidad para crear el hogar que siempre has querido. Ubicación – El Pozo, Vallecas (Madrid) Situado en una zona residencial tranquila y bien comunicada, cerca de la estación de tren El Pozo y con todos los servicios a mano: comercios, centros educativos, transporte público y zonas verdes. Ideal para quienes buscan calidad de vida en un entorno urbano consolidado.",True,renew,False,False,1611.0,False,True,False,False,[],False,False,211000.0,€,flat,duplex,"Entrevías, Madrid",Dúplex en calle de los Andaluces del Pozo,,,,
105061303,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/02/f4/a0/1311343406.webp,b65bc47d-1a53-4ad9-81d4-a4ff1ec349a0,67,,2250000.0,chalet,sale,783.0,,5,5,calle Castillo de Coca,Madrid,Villanueva de la Cañada,Villafranca del Castillo,es,,40.4662049,-3.9401738,False,https://www.idealista.com/inmueble/105061303/,"Presentamos este espectacular chalet independiente, una joya arquitectónica ubicada en una parcela de 1,800 metros cuadrados, ideal para quienes buscan lujo, espacio y confort en un entorno exclusivo. Con una superficie construida de 783 metros cuadrados y 745 metros útiles, esta residencia de tres plantas ofrece una distribución perfecta para una vida de máximo bienestar. Características principales: - *5 Habitaciones*: Amplias y luminosas, cada una diseñada para ofrecer el máximo confort y privacidad. La suite principal cuenta con vestidor y baño en suite. - *5 Baños*: Modernos y completamente equipados, todos ellos diseñados con materiales de alta calidad. - *3 Plantas*: La casa está distribuida en tres niveles, ofreciendo espacios amplios y funcionales en cada uno de ellos. - *Parcela de 1,800 Metros Cuadrados*: Un extenso jardín que rodea la casa, ideal para disfrutar de la naturaleza y organizar eventos al aire libre. - *Plaza de Garaje*: Espacio suficiente para estacionar varios vehículos con total comodidad. - *Trastero*: Amplio espacio de almacenamiento para mantener tu hogar siempre ordenado. - *Aire Acondicionado*: Instalado en todas las áreas de la casa, asegurando una temperatura agradable durante todo el año. - *Piscina*: Una magnífica piscina privada, perfecta para relajarse y disfrutar de los días soleados. Este chalet es una opción ideal para familias numerosas o aquellos que buscan una propiedad espaciosa y exclusiva en una de las mejores zonas de Villanueva de la Cañada. La combinación de lujo, comodidad y una ubicación inmejorable hace de esta casa una verdadera oportunidad en el mercado inmobiliario. No pierdas la oportunidad de vivir en el hogar de tus sueños. Contacta con nosotros para más información y para programar una visita.",False,good,False,,2874.0,True,True,False,False,[],False,False,2250000.0,€,chalet,independantHouse,"Villafranca del Castillo, Villanueva de la Cañada",Casa independiente en calle Castillo de Coca,True,True,,
108590591,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a8/e6/58/1330796356.webp,3.4,22,3,740000.0,flat,sale,59.0,False,1,2,"Calle General Pardiñas, 83",Madrid,Madrid,Barrio de Salamanca,es,Lista,40.435153,-3.678093,True,https://www.idealista.com/obra-nueva/108590591/,"GENERAL PARDIÑAS 83 es un nuevo proyecto que prioriza el lujo y la exclusividad, y que ha sido creado para quienes buscan la máxima calidad, confort y distinción en cada detalle.  Situado en el corazón del Barrio de Salamanca, la zona más exclusiva de Madrid, redefine el concepto de vivienda de lujo con su diseño sofisticado.  Con una arquitectura vanguardista y materiales de la más alta gama, GENERAL PARDIÑAS 83 ofrece un entorno único donde la privacidad y el diseño se fusionan para crear un espacio incomparable.  El edificio original ha sido rehabilitado para albergar 16 viviendas de uno y dos dormitorios, y lofts, además de un completo gimnasio y zona de coworking, el espacio ideal donde trabajar con todas las comodidades, sin necesidad de desplazarte. GENERAL PARDIÑAS 83 se encuentra en el triángulo que forman las calles Francisco Silvela, Diego de León y Príncipe de Vergara. Una zona inmejorable donde contarás con excelentes conexiones en transporte público y fácil acceso a las principales arterias de la capital. La vida en GENERAL PARDIÑAS 83 te permitirá estar junto a todo lo que quieres sin renunciar a la tranquilidad y exclusividad de una zona extraordinaria. Disfruta de un hogar diseñado a tu medida, que destaca por su extraordinaria ubicación y que ha sido construido con materiales de la mejor calidad. Deja que tu hogar hable de ti.  GENERAL PARDIÑAS 83 alberga exclusivos lofts y viviendas de uno y dos dormitorios, diferentes distribuciones que se amoldan a distintas formas de vivir. Sorpréndete con su cuidado interiorismo y la exquisita atención que se ha puesto en cada detalle. Piezas seleccionadas con mimo, pensadas para hacer tu vida más cómoda y agradable.  No dejes pasar esta oportunidad única y descubre unas viviendas excepcionales.",False,newdevelopment,True,True,12542.0,True,False,False,False,[],False,False,740000.0,€,flat,,"Lista, Madrid","Piso en Calle General Pardiñas, 83",,,False,
108012440,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e1/14/b9/1331158858.webp,Ático A,17,,296000.0,penthouse,sale,85.0,True,2,2,"calle Vicente Carballal, 14",Madrid,Madrid,Villaverde,es,Butarque,40.353224,-3.6818186,True,https://www.idealista.com/obra-nueva/108012440/,"""Descubre Tu Nuevo Hogar en Villaverde Bajo: Modernidad, Accesibilidad y Conexión. Presentamos Villaba Homes, un proyecto residencial innovador en régimen de cooperativa en una zona en constante transformación, Villaverde Bajo. Este desarrollo ofrece viviendas modernas y funcionales, diseñadas para quienes buscan un hogar de calidad en una ubicación estratégica de Madrid. El Proyecto Villaba Homes destaca por sus espacios personalizables y acabados modernos. Cada vivienda combina diseño, estética y funcionalidad para adaptarse a tus necesidades, ofreciendo un entorno cómodo y de alta calidad. Características de las Viviendas: • Espacios de 2 y 3 dormitorios: Ideales para quienes desean comodidad y versatilidad en un entorno moderno y bien distribuido. • Áreas de estar abiertas: Espacios luminosos que conectan interior y exterior, diseñados para brindar una atmósfera acogedora. • Posibilidad de Trastero y Garaje para las primeras solicitudes. • Diseño contemporáneo y funcional: Materiales de calidad que destacan en cada espacio. La Zona: Villaverde Bajo, Conectividad y Transformación Villaba Homes está ubicado en un área bien comunicada, ideal para quienes valoran la accesibilidad y la cercanía a servicios. Villaverde Bajo está en constante desarrollo, con una mejora continua de su infraestructura y un aumento en servicios comerciales y recreativos. Ventajas de Vivir en Villaba Homes: • Acceso a servicios y colegios cercanos: Una ubicación conveniente para familias. • Zona en crecimiento: Villaverde Bajo es una apuesta segura para el futuro, con desarrollo constante y excelentes conexiones. • Conectividad con el centro de Madrid: Con acceso fácil a transporte público y vías principales, Villaba Homes ofrece cercanía y conexión con toda la ciudad. Un Estilo de Vida Ideal Villaba Homes no es solo una vivienda; es una inversión en calidad de vida. Cada espacio está diseñado para ofrecerte un ambiente de paz y comodidad, ideal para construir el hogar que siempre has deseado con tu familia. "".",False,newdevelopment,True,True,3482.0,True,False,False,False,[],False,False,296000.0,€,flat,penthouse,"Butarque, Madrid","Ático en calle Vicente Carballal, 14",,,False,
105007735,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4c/cc/a9/1282081575.webp,1ffa335a-8c74-4aab-8bb6-edd808a5c133,66,,199900.0,chalet,sale,405.0,,8,2,calle del Viento,Madrid,Campo Real,,es,,40.3404689,-3.3834777,False,https://www.idealista.com/inmueble/105007735/,"Ubicada estratégicamente, esta propiedad en el centro de Campo Real se encuentra a corta distancia de Arganda del Rey, a tan solo X kilómetros, facilitando el acceso a sus servicios y comodidades. Además, la cercanía a Madrid, a aproximadamente Y kilómetros, la convierte en una opción ideal para aquellos que buscan la combinación perfecta entre tranquilidad rural y conexión con la capital. Las excelentes comunicaciones incluyen acceso rápido a carreteras principales, facilitando el desplazamiento hacia Arganda del Rey, Madrid y otras áreas circundantes. La proximidad a estaciones de transporte público también brinda opciones adicionales para aquellos que prefieren el transporte colectivo. Esta propiedad no solo ofrece un espacio encantador en el corazón de Campo Real, sino que también destaca por su conveniente accesibilidad y las posibilidades que brinda su ubicaciónestratégica. Descubre el encanto de Campo Real, una localidad famosa por sus deliciosas aceitunas y su rica historia cultural. Sumérgete en la belleza de su Iglesia de Santa María del Castillo, con vistas panorámicas impresionantes que te dejarán sin aliento. Déjate llevar por la magia de sus calles y recorre el pintoresco núcleo urbano para no perderte ni un solo detalle. El patrimonio artístico de Campo Real es una joya que no puedes dejar de explorar. La Iglesia de Santa María del Castillo, declarada Monumento Histórico Artístico Provincial en 1981, es un tesoro arquitectónico que data de los siglos XII y XIII. Construida con sillería y sillarejo, cuenta con tres naves separadas por majestuosos pilares toscanos y arcos de medio punto. Sus imponentes torres de tres cuerpos y su portada toscana renacentista son verdaderas obras maestras. En su interior, encontrarás valiosas obras de imaginería que te transportarán a épocas pasadas. Además, otras joyas de la arquitectura religiosa, como la Ermita de la Virgen de los Remedios, la Ermita de la Virgen de las Angustias y la Ermita del Santísimo Cristo de la Peña, añaden aún más encanto a este destino único. La preservación de las tradiciones es una parte fundamental de la vida en Campo Real, como lo demuestra el Museo de Alfarería, donde se exhiben herramientas, utensilios y productos típicos que reflejan la rica herencia cultural del municipio. Sumérgete en la historia y el sabor de este encantador rincón de España.",False,good,False,,494.0,True,False,False,False,[],False,False,199900.0,€,chalet,semidetachedHouse,Campo Real,Chalet pareado en calle del Viento,True,True,,
108730513,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f8/38/95/1353448043.webp,BFP-V1431,32,1,330000.0,duplex,sale,98.0,True,3,2,calle del Río de la Plata,Madrid,Madrid,Puente de Vallecas,es,Portazgo,40.385933,-3.6511519,False,https://www.idealista.com/inmueble/108730513/,"Dúplex en venta en Calle del Río de la Plata – Portazgo, Puente de Vallecas (Madrid capital) CONTACTAR CON LA EXTENSIÓN Nº3 Se ofrece este luminoso y amplio dúplex exterior, ubicado en la Calle del Río de la Plata, en el barrio de Portazgo, junto a la Avenida de Buenos Aires. Situado en la primera planta de una finca del año 2000, sin ascensor, en una zona bien comunicada y con todos los servicios a tu alcance. Superficie construida: 98 m² Superficie útil: 78 m²  Además, en el precio se incluye un local independiente de 43 m² en la misma finca, ideal como plaza de garaje cerrada y trastero.  Distribución: Planta baja: Salón amplio, acogedor y muy luminoso Un baño completo  Cocina independiente equipada Primera planta: 3 dormitorios con armarios empotrados 1 baño completo y espacioso Otras características: Ventanas Climalit Suelos de parquet y tarima Calefacción individual con caldera de gas Agua caliente por caldera de gas individual Gastos de comunidad: 50 €/mes IBI anual: 360 € Orientación Este y Oeste, con luz natural durante todo el día Una excelente oportunidad para vivir en una zona tranquila de Madrid con espacio adicional gracias al local incluido. ¡Ven a visitarlo! > (Este anuncio no es vinculante, puede contener errores, se muestra a título informativo y no contractual. ) > Oferta sujeta a condiciones de compra. Consulte los términos y condiciones aplicables.",True,good,False,False,3367.0,True,True,False,False,[],False,False,330000.0,€,flat,duplex,"Portazgo, Madrid",Dúplex en calle del Río de la Plata,True,True,,
107626420,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a7/60/0e/1294237101.webp,M20783V,39,1,620000.0,flat,sale,78.0,False,2,2,Ilustración,Madrid,Madrid,Centro,es,Sol,40.4158779,-3.7041714,False,https://www.idealista.com/inmueble/107626420/,"Ubicado en un entorno señorial, este apartamento ofrece una experiencia de vida única. Con una distribución cuidadosamente pensada, dispone de dos habitaciones, una de ellas con baño en suite, y un segundo baño completo. La sala-comedor, con acceso a un encantador balcón, combina estilo y comodidad, mientras que la cocina amplia y totalmente equipada está diseñada para satisfacer las necesidades más exigentes. La calidad de los acabados y la funcionalidad de los espacios convierten a esta vivienda en una opción ideal para quienes buscan un entorno sofisticado y práctico. Los interiores han sido optimizados para proporcionar confort, sin renunciar al diseño y la elegancia. A tan solo 10 minutos de Plaza España y con fácil acceso al transporte público, este apartamento disfruta de una ubicación estratégica que combina tranquilidad y proximidad a los puntos más emblemáticos de la ciudad. Su entorno ofrece una amplia oferta cultural, gastronómica y de servicios exclusivos. Disponible a partir del 01/01/2025, esta propiedad representa una oportunidad excepcional para invertir en calidad de vida. En Walter Haus estaremos encantados de atenderle para ampliar información y organizar una visita. ¡Contáctenos! Walter Haus Real Estate es un grupo inmobiliario con sede en las principales capitales de España, en las principales ubicaciones de Madrid, Barcelona y Costa Brava. Contamos con una experiencia de más de 20 años, con un dinámico equipo de profesionales con experiencia en el asesoramiento personal en constante formación y con una especialización muy concreta en cada zona de actuación lo que nos permite encontrar soluciones a las necesidades de cada cliente.",False,good,False,True,7949.0,True,False,False,False,[],False,False,620000.0,€,flat,,"Sol, Madrid",Piso en Ilustración,,,,
108779835,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e3/96/55/1354901750.webp,BFO-V1422,61,,349000.0,chalet,sale,177.0,,5,3,calle Olivar de Ayllón,Madrid,Pelayos de la Presa,,es,,40.3618987,-4.3427456,False,https://www.idealista.com/inmueble/108779835/,"CONTACTAR CON EXTENSIÓN Nº2 Se vende estupenda vivienda en Pelayos de la Presa, a solo unos pasos del Pantano de San Juan, en un entorno natural privilegiado, perfecto para quienes buscan tranquilidad sin renunciar a la cercanía de Madrid. Pelayos de la Presa es un lugar único para quienes buscan tranquilidad y disfrutar de la naturaleza en estado puro. Aquí podrás pasear por senderos rodeados de bosque, bañarte en las playas del Pantano de San Juan, practicar paddle surf o simplemente relajarte junto al agua. Además, el pueblo ofrece una buena oferta de restaurantes y espacios para disfrutar al aire libre, perfectos para desconectar y saborear la vida rural sin renunciar a las comodidades. La vivienda tiene una superficie construida de 177 m² sobre una parcela de 507 m², con espacio exterior ideal para jardín o zona de descanso. Distribución en dos plantas: Planta baja: – Salón con comedor – Cocina totalmente equipada – 2 habitaciones – 1 baño completo – Espacio adicional ideal como bodega o trastero Planta superior: – 3 habitaciones con armarios empotrados – 2 baños completos, uno de ellos en suite dentro del dormitorio principal Dispone de calefacción por gas natural y está lista para entrar a vivir. A escasos 10 metros se encuentra una piscina comunitaria, perfecta para disfrutar del verano sin preocuparse del mantenimiento. Pelayos de la Presa se encuentra a menos de una hora de Madrid por la M-501. Es una zona ideal tanto para vivir todo el año como para escapadas de fin de semana, muy valorada por familias, parejas jóvenes y amantes del entorno natural.   (Este anuncio no es vinculante, puede contener errores, se muestra a título informativo y no contractual. ) > Oferta sujeta a condiciones de compra. Consulte los términos y condiciones aplicables.",True,good,False,,1972.0,True,True,False,False,[],False,False,349000.0,€,chalet,independantHouse,Pelayos de la Presa,Casa independiente en calle Olivar de Ayllón,,,,
108889676,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/70/b4/20/1235644052.webp,3D03,11,bj,337448.0,flat,sale,112.0,True,3,2,Quiñones-Cerro Del Baile s/n,Madrid,San Sebastián de los Reyes,Dehesa Vieja-Puente Cultural,es,,40.5629539,-3.6180861,True,https://www.idealista.com/obra-nueva/108889676/,"¡ÚLTIMAS VIVIENDAS! OPORTUNIDAD DE VIVIENDA PROTEGIDA DE PRECIO LIMITADO (VPPL) EN SAN SEBASTIÁN DE LOS REYES. ¡Descubre Residencial Rincón de la Dehesa! Promoción de viviendas de VPPL en gestión cooperativa en el nuevo desarrollo de Cerro del Baile Viviendas de 2 y 3 dormitorios con doble orientación, estancias amplias y muy muy luminosas. Todas ellas tienen incluido en su coste dos plazas de garaje y un trastero. Elige entre bajos con impresionantes jardines, vivienda en planta con grandes terrazas y áticos con unas vistas espectaculares. Disfruta al máximo de la vida en el exterior. Rincón de la Dehesa es un residencial con magníficas zonas comunes: jardines, piscina comunitaria, zona de juego infantil, conserjería con buzones inteligentes… Las viviendas están diseñadas cuidando todos los detalles. Contarás con el máximo confort ya que los sistemas energéticos eficientes que se han contemplado te permitirán un menor consumo lo que supondrá un mayor ahorro, una mejora del aislamiento acústico y térmico y una reducción de las emisiones colaborando al cuidado del medio ambiente. Contarás con aerotermia centralizada para la producción de calor, frío y agua caliente sanitaria, suelo radiante y refrigerante, iluminación de bajo consumo, griferías con aireadores, cisternas de doble descarga, ventanas eficientes… Podrás elegir tener la cocina independiente o disfrutar de un gran espacio abierto al salón. La cocina se entregará amueblada con muebles de gran capacidad, encimera de piedra, porcelánico o similar que garantice su resistencia a arañazos y altas temperaturas. Estará equipada con grifería monomando cromada, fregadero, columna de horno y microondas, placa de inducción y campana extractora Definitivamente, esta es la casa de tus sueños. Cerro del Baile es un nuevo desarrollo que supone una expansión del casco urbano de San Sebastián de Los Reyes, en un entorno privilegiado junto a la Dehesa Boyal. El desarrollo tiene aprobados inicialmente los Proyectos de Urbanización y Reparcelación y está pendiente de la aprobación final por parte del Ayuntamiento local. La parcela tiene una magnífica ubicación dominante en el desarrollo.  La entrega de las viviendas está estimada no antes del 2028 No pierdas esta oportunidad única. Tu casa nueva en San Sebastián de los Reyes, cada vez más cerca. *** Las infografías mostradas son orientativas y carecen de carácter contractual, pudiendo ser variadas por función de las exigencias técnicas, jurídicas o por decisiones tomadas adoptadas en Asamblea. El Anteproyecto está en fase de desarrollo. Durante el desarrollo del proyecto, la dirección facultativa por motivos técnicos o administrativos se reserva el derecho de efectuar algunas modificaciones en distribuciones, dimensiones, superficies y materiales, sin que ello suponga disminución en la calidad de los materiales.",False,newdevelopment,True,True,3013.0,True,False,False,False,[],False,False,337448.0,€,flat,,"Dehesa Vieja-Puente Cultural, San Sebastián de los Reyes",Piso en Quiñones-Cerro Del Baile s/n,True,True,False,
108923437,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e9/3f/4d/1359063134.webp,,11,2,215000.0,flat,sale,72.0,True,3,1,calle de Ángel Luis de la Herrán,Madrid,Madrid,Hortaleza,es,Pinar del Rey,40.4693616,-3.6518439,False,https://www.idealista.com/inmueble/108923437/,"Estudio Alhambra comercializa piso en la zona de Pinar del rey/Hortaleza para reformar. Se trata de una segunda planta y se compone de un salón que da acceso a una terraza con orientación sur y dos dormitorios con esta misma orientación, lo que hace que sean muy luminosos. Tenemos un tercer dormitorio amplio, un cuarto de baño y cocina con acceso a un tendedero cerrado. La casa no tiene gas, pero se puede hacer la conexión ya que el edificio dispone de conexxión a gas natural. El piso se encuentra cercano a colegios, comercio de barrio y está junto a la calle Lopez de Hoyos, lo que hace que esté perfectamente conectado en transporte público. La comunidad de vecinos ha aprobado en junta la instalación de un ascensor. Se está en proceso de solicitud de ayudas y el plazo de ejecución de las obras es de 24/36 meses. No lo dude y agende una visita llamando a nuestro teléfono de contacto.",False,renew,False,False,2986.0,False,False,False,False,[],False,False,215000.0,€,flat,,"Pinar del Rey, Madrid",Piso en calle de Ángel Luis de la Herrán,,,,
