propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,newDevelopmentFinished,parkingSpace.parkingSpacePrice
108012392,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/db/f6/66/1331158964.webp,Ático C,17,,271000.0,penthouse,sale,75.0,True,2,2,"calle Vicente Carballal, 14",Madrid,Madrid,Villaverde,es,Butarque,40.353224,-3.6818186,True,https://www.idealista.com/obra-nueva/108012392/,"""Descubre Tu Nuevo Hogar en Villaverde Bajo: Modernidad, Accesibilidad y Conexión. Presentamos Villaba Homes, un proyecto residencial innovador en régimen de cooperativa en una zona en constante transformación, Villaverde Bajo. Este desarrollo ofrece viviendas modernas y funcionales, diseñadas para quienes buscan un hogar de calidad en una ubicación estratégica de Madrid. El Proyecto Villaba Homes destaca por sus espacios personalizables y acabados modernos. Cada vivienda combina diseño, estética y funcionalidad para adaptarse a tus necesidades, ofreciendo un entorno cómodo y de alta calidad. Características de las Viviendas: • Espacios de 2 y 3 dormitorios: Ideales para quienes desean comodidad y versatilidad en un entorno moderno y bien distribuido. • Áreas de estar abiertas: Espacios luminosos que conectan interior y exterior, diseñados para brindar una atmósfera acogedora. • Posibilidad de Trastero y Garaje para las primeras solicitudes. • Diseño contemporáneo y funcional: Materiales de calidad que destacan en cada espacio. La Zona: Villaverde Bajo, Conectividad y Transformación Villaba Homes está ubicado en un área bien comunicada, ideal para quienes valoran la accesibilidad y la cercanía a servicios. Villaverde Bajo está en constante desarrollo, con una mejora continua de su infraestructura y un aumento en servicios comerciales y recreativos. Ventajas de Vivir en Villaba Homes: • Acceso a servicios y colegios cercanos: Una ubicación conveniente para familias. • Zona en crecimiento: Villaverde Bajo es una apuesta segura para el futuro, con desarrollo constante y excelentes conexiones. • Conectividad con el centro de Madrid: Con acceso fácil a transporte público y vías principales, Villaba Homes ofrece cercanía y conexión con toda la ciudad. Un Estilo de Vida Ideal Villaba Homes no es solo una vivienda; es una inversión en calidad de vida. Cada espacio está diseñado para ofrecerte un ambiente de paz y comodidad, ideal para construir el hogar que siempre has deseado con tu familia. "".",False,newdevelopment,True,True,3613.0,True,False,False,False,[],False,False,271000.0,€,flat,penthouse,"Butarque, Madrid","Ático en calle Vicente Carballal, 14",,,False,
108753283,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f5/7b/57/1354113716.webp,BFP-V1413,56,,1750000.0,chalet,sale,1074.0,,7,8,paseo Corinto,Madrid,Las Rozas de Madrid,Monte Rozas,es,Monte Rozas,40.5187652,-3.9134202,False,https://www.idealista.com/inmueble/108753283/,"CONTACTAR CON LA EXTENSIÓN Nº 3 Oportunidad única en Monte Rozas – Chalet Independiente para Reformar Descubre esta magnífica propiedad ubicada en una de las zonas más exclusivas y demandadas de Las Rozas: Monte Rozas. Se trata de un chalet independiente para reformar, con una imponente superficie construida de 980 m² sobre una generosa parcela de 2.700 m², ideal para quienes buscan espacio, privacidad y un proyecto a medida. La vivienda, con gran potencial arquitectónico, ofrece múltiples posibilidades de redistribución y modernización para adaptarse a los gustos y necesidades más exigentes. La parcela dispone de jardines, piscina, zonas de ocio con posibilidad de hacer viviendas auxiliares, todo dentro de un entorno natural y tranquilo. Ubicación privilegiada: A escasos metros de los principales accesos a la A-6 y M-50, lo que garantiza una excelente conexión con Madrid capital y otros municipios del noroeste. Cercano a reconocidos colegios tanto nacionales como internacionales, como el Logos, el Bérriz o el Colegio Europeo de Madrid. Rodeado de zonas verdes y a escasos minutos de centros comerciales como Gran Plaza 2, Las Rozas Village o Heron City, con amplia oferta de ocio, restauración y servicios. Una propiedad ideal tanto para familias que buscan construir la casa de sus sueños como para inversores que deseen desarrollar un proyecto de alta gama en una de las zonas más cotizadas de Las Rozas. ¡No dejes pasar esta oportunidad! Contáctanos para más información o para concertar una visita.  (Este anuncio no es vinculante, puede contener errores, se muestra a título informativo y no contractual. ) > Oferta sujeta a condiciones de compra. Consulte los términos y condiciones aplicables.",True,good,False,,1629.0,True,True,False,False,[],False,False,1750000.0,€,chalet,independantHouse,"Monte Rozas, Las Rozas de Madrid",Casa independiente en paseo Corinto,True,True,,
108466349,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e8/4d/4c/1348428506.webp,859600e2-7824-419e-975c-fdf0d5732583,54,7,750000.0,penthouse,sale,258.0,True,3,2,calle Paco Rabal,Madrid,Rivas-Vaciamadrid,Rivas Futura,es,,40.3434391,-3.519759,False,https://www.idealista.com/inmueble/108466349/,"Las fotos estarán disponibles próximamente. Se vende espectacular ático de 258 m² en una de las zonas más codiciadas de Rivas Vaciamadrid, concretamente en Rivas Futura. Esta propiedad única destaca por su amplitud, diseño moderno y una impresionante terraza privada con vistas despejadas. La vivienda cuenta con 3 amplios dormitorios y 2 baños completos, además de una cocina totalmente equipada con salida directa a la terraza. El sistema de climatización por suelo radiante garantiza confort durante todo el año. La gran terraza panorámica incluye una zona acristalada con cerramiento LUMON, ideal como espacio extra de relax o incluso como ampliación de uno de los dormitorios. Perfecta para disfrutar del aire libre en cualquier época del año. Situado en un residencial exclusivo, este ático forma parte de un edificio con servicio de conserjería y portero 24h, y ofrece completas zonas comunes: Dos piscinas. Gimnasio totalmente equipado. Pista de pádel. Zona de eventos y sala gastronómica. Accesos adaptados para personas con movilidad reducida. Incluye además trastero y dos plazas de garaje con cargadores para coche eléctrico. Ubicado en Rivas Futura, una zona moderna y bien comunicada que combina tranquilidad residencial con todo tipo de servicios: centros comerciales, colegios, zonas verdes y excelentes conexiones mediante transporte público y carretera con Madrid capital. No pierdas la oportunidad de vivir en una de las mejores zonas de Rivas.  Contáctanos para más información y agenda tu visita.",True,good,False,True,2907.0,True,True,False,False,[],False,False,750000.0,€,flat,penthouse,"Rivas Futura, Rivas-Vaciamadrid",Ático en calle Paco Rabal,True,True,,
108883036,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e6/96/97/1357857149.webp,e885fa81-d12d-4967-ad06-7028267dbd7e,20,bj,265000.0,flat,sale,40.0,True,1,1,calle de Embajadores,Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.4065916,-3.7032526,False,https://www.idealista.com/inmueble/108883036/,"Descubre este encantador piso en el vibrante barrio de Lavapiés-Embajadores. Con 40 m² bien distribuidos, este hogar ofrece un ambiente acogedor y funcional. Al entrar, serás recibido por un espacio luminoso gracias a su orientación exterior, ideal para disfrutar de la vida urbana con estilo. El piso cuenta con un dormitorio cómodo y un baño. El inmueble está recién reformado, perfectos para una vida práctica y cómoda. La cocina está integrada en el espacio, optimizando el uso de cada metro cuadrado. Este piso asegura eficiencia y confort. Ubicado en una zona llena de cultura, gastronomía y ocio, tendrás todo lo que necesitas a tu alcance. No pierdas la oportunidad de vivir en uno de los barrios más dinámicos de Madrid. Estaremos encantados de mostrarte tu próximo hogar. ¡Tu nueva vida en Lavapiés te espera!",False,good,False,False,6625.0,False,False,False,False,[],False,False,265000.0,€,flat,,"Lavapiés-Embajadores, Madrid",Piso en calle de Embajadores,,,,
108504768,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b5/5d/97/1346878859.webp,P2 1B,24,1,272734.0,flat,sale,99.0,True,3,2,"Poligono UZP0202 los Cerros, 342",Madrid,Madrid,Vicálvaro,es,Los Cerros,40.40734,-3.53571,True,https://www.idealista.com/obra-nueva/108504768/,"Talias: Vivienda Protegida VPPB en Los Cerros. Si buscas una vivienda protegida en Madrid que combine calidad, diseño y sostenibilidad, Talias es tu oportunidad. Tras el éxito de Menfis y Nosia, Aurora Homes presenta la tercera cooperativa en el innovador desarrollo de Los Cerros (fase 1), con 107 viviendas VPPB de 2 y 3 dormitorios. Un Proyecto Exclusivo y Renovado En Talias hemos cuidado cada detalle para ofrecerte un hogar moderno y funcional: •Diseño Exterior y Distribución: Todas las viviendas son exteriores, lo que garantiza la entrada de luz natural y conexión con el entorno. Cada unidad dispone de una amplia terraza, garaje y trastero, pensados para maximizar tu comodidad. •Zonas Comunes de Calidad: Talias cuenta con espacios comunitarios cuidadosamente diseñados, que incluyen piscina, zonas ajardinadas y un parque infantil. Estas áreas se han diseñado para optimizar la convivencia y el bienestar, aportando un toque fresco y contemporáneo. Acabados y Personalización: Los acabados de la vivienda son de gran calidad y ofrecen varias opciones de personalización que responden a las últimas tendencias en diseño interior. Estas mejoras no solo aportan modernidad, sino también una mayor eficiencia energética y un compromiso reforzado con la sostenibilidad. Como en todas las promociones que diseñamos y gestionamos, en Talias nos comprometemos con la eficiencia y el respeto al medio ambiente. La vivienda protegida VPPB se beneficia de soluciones de aislamiento térmico y acústico, sistemas de eficiencia energética y tecnologías sostenibles, garantizando un hogar confortable y responsable. Descubre Talias y forma parte de una comunidad en crecimiento en el nuevo barrio verde del sureste de Madrid. Con Aurora Homes, tu nueva vivienda protegida es el paso hacia un futuro de calidad y bienestar. Oficina de ventas en El Cañaveral CON CITA PREVIA: C/Cerro del Monte, 5 (entrada por Avda. Blas de Lezo). 28052 – Madrid. Horario de atención: de martes a sábado de 10 a 14h y de 15 a 19h.",False,newdevelopment,True,True,2755.0,True,False,False,False,[],False,False,272734.0,€,flat,,"Los Cerros, Madrid","Piso en Poligono Uzp0202 los Cerros, 342",True,True,False,
107678193,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8c/c9/c8/1252144743.webp,PR-C-644@TipoN,36,,902000.0,penthouse,sale,114.0,True,3,2,"calle Adolfo Pérez Esquivel, 2",Madrid,Las Rozas de Madrid,Parque Empresarial,es,Parque Empresarial,40.5265329,-3.8938796,True,https://www.idealista.com/obra-nueva/107678193/,"Urbanización situada en la calle Adolfo Pérez Esquivel, junto a la calle Camilo José Cela en el Parque Empresarial de Las Rozas de Madrid. Perfectamente comunicado por su privilegiado acceso a la A6 y M-50. Zona residencial completamente consolidada rodeada de tan importantes espacios como Heron City, Las Rozas Village o la Ciudad del Fútbol de Las Rozas y cerca de centros sanitarios, deportivos y de ocio. Viviendas con vistas al magnífico enclave natural de El Encinar de Las Rozas, pero a minutos de la estación de Cercanías Pinar de Las Rozas. Las viviendas tienen acabados y soluciones constructivas de primera calidad, destacando las terrazas amplias, que son las auténticas protagonistas del Residencial Amaranta, convirtiéndose en el elemento de enlace entre el confort interior y el insuperable entorno natural de El Encinar de Las Rozas. Aprovecha el relax de una urbanización diseñada para disfrutar de un espacio privado y familiar que cubre todos los deseos de pequeños y mayores. Da un salto cualitativo en la eficiencia y confort que te proporcionará tu hogar, disfrutando de un sistema de producción de energía mediante bomba de aerotermia, para agua caliente sanitaria y calefacción y refrigeración mediante suelo radiante-refrescante. Además, la vivienda dispondrá de sistema domótico, haciéndote la vida más fácil y poniendo a tu alcance una tecnología inmejorable para tu hogar. Lo tendrás todo cerca: Ciudad del Fútbol de la RFEF, Encinar de Las Rozas, Real club de Golf Las Rozas, Las Rozas Village, Heron City, Style Outlet, Parque Empresarial.",False,newdevelopment,True,True,7912.0,True,False,False,False,[],False,False,902000.0,€,flat,penthouse,"Parque Empresarial, Las Rozas de Madrid","Ático en calle Adolfo Pérez Esquivel, 2",,,False,
107678192,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/de/7f/d2/1252144731.webp,PR-C-644@TipoO,36,,982000.0,penthouse,sale,126.0,True,3,2,"calle Adolfo Pérez Esquivel, 2",Madrid,Las Rozas de Madrid,Parque Empresarial,es,Parque Empresarial,40.5265329,-3.8938796,True,https://www.idealista.com/obra-nueva/107678192/,"Urbanización situada en la calle Adolfo Pérez Esquivel, junto a la calle Camilo José Cela en el Parque Empresarial de Las Rozas de Madrid. Perfectamente comunicado por su privilegiado acceso a la A6 y M-50. Zona residencial completamente consolidada rodeada de tan importantes espacios como Heron City, Las Rozas Village o la Ciudad del Fútbol de Las Rozas y cerca de centros sanitarios, deportivos y de ocio. Viviendas con vistas al magnífico enclave natural de El Encinar de Las Rozas, pero a minutos de la estación de Cercanías Pinar de Las Rozas. Las viviendas tienen acabados y soluciones constructivas de primera calidad, destacando las terrazas amplias, que son las auténticas protagonistas del Residencial Amaranta, convirtiéndose en el elemento de enlace entre el confort interior y el insuperable entorno natural de El Encinar de Las Rozas. Aprovecha el relax de una urbanización diseñada para disfrutar de un espacio privado y familiar que cubre todos los deseos de pequeños y mayores. Da un salto cualitativo en la eficiencia y confort que te proporcionará tu hogar, disfrutando de un sistema de producción de energía mediante bomba de aerotermia, para agua caliente sanitaria y calefacción y refrigeración mediante suelo radiante-refrescante. Además, la vivienda dispondrá de sistema domótico, haciéndote la vida más fácil y poniendo a tu alcance una tecnología inmejorable para tu hogar. Lo tendrás todo cerca: Ciudad del Fútbol de la RFEF, Encinar de Las Rozas, Real club de Golf Las Rozas, Las Rozas Village, Heron City, Style Outlet, Parque Empresarial.",False,newdevelopment,True,True,7794.0,True,False,False,False,[],False,False,982000.0,€,flat,penthouse,"Parque Empresarial, Las Rozas de Madrid","Ático en calle Adolfo Pérez Esquivel, 2",,,False,
108797925,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ee/39/28/1355438015.webp,BFO-V1424,18,bj,239000.0,flat,sale,42.0,False,1,1,calle de las Huertas,Madrid,Madrid,Centro,es,Huertas-Cortes,40.414319,-3.7005735,False,https://www.idealista.com/inmueble/108797925/,"CONTACTAR CON EXTENSIÓN Nº2 VIVIENDA DÚPLEX A REFORMAR EN EL CORAZÓN DE HUERTAS – Madrid Centro. Presentamos esta interesante oportunidad de inversión o vivienda en una de las zonas más emblemáticas y con mayor demanda del centro de Madrid: el barrio de Huertas, en el distrito Centro. Se trata de una vivienda tipo dúplex de 42 m² construidos, situada en planta baja y planta sótano, dentro de un edificio clásico de 1900 con ITE favorable y comunidad económica. La finca no dispone de ascensor, pero goza de una ubicación privilegiada en una calle tranquila y con mucho encanto, a escasos metros de Plaza Santa Ana y rodeada de todos los servicios: comercios, transporte público, oferta cultural y gastronómica. La vivienda está dividida en dos niveles: En la planta de acceso se encuentra la cocina y la escalera de caracol que comunica con la planta inferior. En el nivel inferior, con ventilación interior, se distribuyen el salón, el dormitorio y un cuarto de baño completo. Características: Superficie construida: 42 m² Distribución dúplex con espacios diferenciados Suelos de gres, orientación sur Suministros de luz y gas dados de alta Sin calefacción actualmente, ideal para reformar al gusto Finca del año 1900, con ITE pasada favorablemente Una vivienda con muchas posibilidades en pleno centro histórico de Madrid, perfecta para quien busca reformar y personalizar su hogar, o para inversores que deseen rentabilizar en una de las zonas más turísticas y dinámicas de la ciudad. ¡No dejes escapar esta oportunidad única en el corazón de Madrid!   (Este anuncio no es vinculante, puede contener errores, se muestra a título informativo y no contractual. ) > Oferta sujeta a condiciones de compra. Consulte los términos y condiciones aplicables.",True,renew,False,False,5690.0,True,True,False,False,[],False,False,239000.0,€,flat,,"Huertas-Cortes, Madrid",Piso en calle de las Huertas,,,,
107160714,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6d/e3/2d/1304802845.webp,GTRE-02007,3,1,232000.0,flat,sale,78.0,,2,1,calle de la Encomienda de Palacios,Madrid,Madrid,Moratalaz,es,Fontarrón,40.4014615,-3.6481286,False,https://www.idealista.com/inmueble/107160714/,"Inmueble alquilado y sin acceso al interior. Las fotografías del interior pueden no ajustarse al estado actual.  NO COBRAMOS COMISIÓN DE INTERMEDIACIÓN AL COMPRADOR ¡Tenemos en exclusiva un piso para ti! Disponemos de un piso en edificio residencial que puedes adquirir en propiedad, muy bien distribuido y con distintas dependencias, ofreciendo todo lo que necesitas para una vida cómoda y moderna.  Desde el momento en que cruces la puerta de entrada, te sentirás acogido por su ambiente cálido, ubicado en la localidad de Madrid. Este piso es ideal para quienes buscan un hogar confortable en un entorno natural y acogedor. Situado en una zona residencial tranquila, este piso disfruta de una ubicación estratégica. A poca distancia, encontrarás supermercados, colegios, centros de salud y una variada oferta de tiendas y restaurantes.  Además, la excelente conexión con las principales vías de acceso te permitirá llegar rápidamente a otras áreas de interés en Madrid y sus alrededores.  Hipoges es una plataforma inmobiliaria donde podrás acceder a miles de activos inmobiliarios de diferentes tipos como viviendas, locales comerciales, terrenos, nueva obra, tanto a nivel particular como para inversores. Hipoges cuenta con una amplia cartera de activos inmuebles tanto en España como en Portugal y Grecia.  Esta propiedad se encuentra alquilada. No se puede visitar. No apta para compradores que requieran financiación hipotecaria. El comprador se subrogará a las condiciones indicadas en el contrato de alquiler vigente. La información proporcionada referente a la distribución y estructura puede no ajustarse a la realidad, ya que su verificación no ha sido posible. La distribución indicada se ha tomado en referencia a la distribución de activos de la zona. ¿Necesitas financiación? Te ofrecemos la posibilidad de financiaciones de hasta el 100% para la compra de este inmueble. Entra en Finanwin. com, haz tu simulación y obtén la mejor oferta para tu Hipoteca de la manera más ágil y sencilla.",False,good,False,False,2974.0,False,False,False,False,[],False,False,232000.0,€,flat,,"Fontarrón, Madrid",Piso en calle de la Encomienda de Palacios,,,,
107250770,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/12/f3/08/1307569431.webp,9ee7f8f0-fb4b-4e6c-b6a1-98e6c6115d86,63,,1200000.0,chalet,sale,350.0,,5,5,calle Cacabelos,Madrid,Madrid,Hortaleza,es,Valdebebas - Valdefuentes,40.4813928,-3.6334534,False,https://www.idealista.com/inmueble/107250770/,"Descubre esta espectacular vivienda de 350 m² ofrece un espacio acogedor y funcional, ideal para familias. Dispone de 5 amplios dormitorios y 5 baños, garantizando comodidad y privacidad para todos los miembros del hogar. La casa está diseñada para ofrecer el máximo confort con aire acondicionado, calefacción de Gas Natural, y armarios empotrados en todas las habitaciones. Sus amplios espacios exteriores incluyen un balcón, una terraza y un jardín privado, perfectos para disfrutar de momentos de tranquilidad o reuniones al aire libre. Además, cuenta con una piscina y una zona de barbacoa, ideales para el entretenimiento. Pensando en la comodidad de sus residentes, la vivienda es accesible para personas con movilidad reducida. También dispone de un garaje y un trastero, proporcionando espacio adicional para almacenamiento. El Barrio de Valdebebas - Valdefuentes uno de los más prestigiosos y lujosos de Madrid con una estupenda localización próxima al centro urbano y a todos los servicios, por lo que es perfecto para disfrutar de la tranquilidad sin renunciar a la cercanía de una gran ciudad. Este entorno privilegiado es sede de múltiples embajadas y algunos de los mejores centros educativos nacionales e internacionales tanto privados como públicos con una amplia oferta (Colegio Arturo Soria, Liceo Francés [Lycee Francais], Centro Bilingüe Concertado Nuestra Señora del Buen Consejo, Colegio San José del Parque (Maristas), Colegio Ramón y Cajal, Colegio Nuestra Señora de Santa María, Colegio Parque Conde Orgaz, International School of Madrid, Escuela de negocios ESIC, Colegio Stella Maris, Colegio Mater Inmaculada, Colegio Brains, etc.). La cobertura hospitalaria es un factor añadido de la zona (Nuestra Señora de América, la Clínica Belén, Hospital Ramón y Cajal, Hospital de la Paz y la M.D Anderson). En sus inmediaciones encontramos el recinto Ferial IFEMA, el Centro Comercial Arturo Soria Plaza, Palacio de Hielo, Hipercor, Corte Inglés, y Centro Comercial Gran Vía de Hortaleza. Además disponemos de centros deportivos como Club de natación, Club de tenis Chamartín, Clubs de golf como el “Golf Olivar de la Hinojosa” y preciosos parques de los cuales destacamos Juan Carlos I y Juan Pablo II. La cercanía al metro Arturo Soria-Línea 4 y a diversas líneas de autobús como 9, 11, 70, 122 o N3 nos garantizan un rápido acceso al centro. La incorporación a las autovías M30, M40, M11 y NII es inmediata. La proximidad al Aeropuerto Internacional Adolfo Suarez Madrid Barajas y a la Estación de Chamartín es un valor añadido.",True,good,False,,3429.0,True,True,False,False,[],False,False,1200000.0,€,chalet,independantHouse,"Valdebebas - Valdefuentes, Madrid",Casa independiente en calle Cacabelos,True,True,,
108475254,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/51/f2/d7/1346077338.webp,Ático A,17,,615000.0,penthouse,sale,148.0,True,2,2,"calle de Pinos Baja, 64",Madrid,Madrid,Tetuán,es,Valdeacederas,40.4694766,-3.7016559,True,https://www.idealista.com/obra-nueva/108475254/,"Promoción Arroyo – Viviendas que combinan diseño, eficiencia y confort La nueva promoción Arroyo presenta un conjunto exclusivo de 7 viviendas de obra nueva, concebidas con una distribución cuidadosamente estudiada para adaptarse a diferentes estilos de vida. El proyecto ofrece viviendas de 1 y 2 dormitorios, ideales para singles, parejas o pequeñas familias, además de un espectacular ático dúplex de 2 dormitorios, la joya de la promoción, que destaca por sus amplios espacios interiores y una generosa terraza privada. Cada vivienda ha sido diseñada con un enfoque moderno y funcional, apostando por la sostenibilidad y la eficiencia energética. Gracias a la incorporación de energías renovables y a su certificación energética A, estas viviendas no solo reducen el impacto ambiental, sino que también aseguran un notable ahorro en consumo energético, optimizando al máximo la luz natural y el aprovechamiento del espacio. Los interiores se caracterizan por su diseño abierto y versátil, con zonas de salón-comedor integradas a cocinas tipo americana, promoviendo un estilo de vida actual, práctico y confortable. Los acabados de alta calidad —en suelos, revestimientos, carpintería y pintura— aportan elegancia, además de una gran resistencia y durabilidad. Arroyo es mucho más que un conjunto de viviendas: es una propuesta de calidad de vida. Viviendas acogedoras, eficientes y listas para entrar a vivir, perfectas tanto como residencia habitual como inversión inteligente.",False,newdevelopment,True,True,4155.0,True,False,False,False,[],False,False,615000.0,€,flat,penthouse,"Valdeacederas, Madrid","Ático en calle de Pinos Baja, 64",,,False,
107625771,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1a/66/41/1294173021.webp,M20780V,16,5,1150000.0,penthouse,sale,81.0,True,2,1,glorieta de Ruiz Giménez,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.427332,-3.7064914,False,https://www.idealista.com/inmueble/107625771/,"Este sofisticado apartamento combina diseño funcional y comodidad en cada detalle. Con una distribución inteligente, ofrece una amplia terraza que permite disfrutar de vistas inmejorables. Dispone de una habitación doble, una habitación individual, un baño completo y una sala-comedor amplia y confortable, equipada con sofá cama. La cocina, completamente equipada, añade practicidad y estilo al espacio. Este inmueble ha sido diseñado pensando en la comodidad y el bienestar de sus futuros residentes. Cada rincón refleja cuidado y calidad, desde los acabados hasta la disposición de los espacios, ideales tanto para residir como para estancias temporales. Ubicado estratégicamente, cuenta con fácil acceso al transporte público, lo que lo convierte en una excelente opción para quienes valoran la conectividad y la comodidad urbana. Su localización asegura cercanía a servicios, comercios y zonas de ocio, todo en un entorno tranquilo y exclusivo. Adquirir esta propiedad significa invertir en un estilo de vida práctico y distinguido. Disponible a partir del 01/01/2025. En Walter Haus estamos listos para resolver sus dudas y programar una visita. ¡Contáctenos! Walter Haus Real Estate es un grupo inmobiliario con sede en las principales capitales de España, en las principales ubicaciones de Madrid, Barcelona y Costa Brava. Contamos con una experiencia de más de 20 años, con un dinámico equipo de profesionales con experiencia en el asesoramiento personal en constante formación y con una especialización muy concreta en cada zona de actuación lo que nos permite encontrar soluciones a las necesidades de cada cliente.",False,good,False,True,14198.0,True,False,False,False,[],False,False,1150000.0,€,flat,penthouse,"Malasaña-Universidad, Madrid",Ático en glorieta de Ruiz Giménez,,,,
108911064,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/86/46/4e/1358681332.webp,IE01-PASEODELICIAS,18,-1,225000.0,flat,sale,39.0,False,1,1,paseo de las Delicias,Madrid,Madrid,Arganzuela,es,Delicias,40.399943,-3.6961502,False,https://www.idealista.com/inmueble/108911064/,"Inmobiliarias Encuentro vende en magnífico piso en el castizo barrio de Delicias, Madrid. El inmueble, de 39 m2, cuenta con un espacioso pasillo y cocina semiamueblada y funcional. Tiene un dormitorio doble, amplio y con ventana, lo que aporta luz natural a la estancia. Además posee un baño completo, con plato de ducha. Las calidades de la vivienda son inmejorables. Tiene aire acondicionado con bomba de calor, armarios empotrados y puerta blindada. La finca en la que se encuentra está en perfecto estado de conservación, reformado y dispone de ascensor. Su ubicación es inmejorable, el barrio de Delicias combina el encanto tradicional madrileño con una excelente proyección urbana y cultural. Perfectamente comunicado con el centro de Madrid mediante múltiples líneas de metro, cercanías y autobuses, Delicias es una zona consolidada que ofrece todos los servicios necesarios para una vida cómoda: supermercados, colegios, centros de salud y una amplia oferta gastronómica y comercial. A pocos minutos caminando del Museo del Ferrocarril, Matadero Madrid y el Madrid Río, el barrio goza de una vibrante vida cultural y de amplios espacios verdes ideales para el ocio y el deporte. Su carácter residencial y tranquilo, junto con su cercanía a zonas más céntricas como Atocha y Embajadores, lo convierten en una excelente opción tanto para familias como para inversores. Si necesita vender su inmueble para adquirir este u otro inmueble publicado, contacte con nosotros, disponemos del servicio: \\""CAMBIA Y DESCANSA\\"". La solución perfecta para cuadrar los plazos de venta de su vivienda y entrega del nuevo inmueble. ¡Financiación a tu medida! Con Finmoo tendrás los mejores tipos de interés y hasta el 100% de financiación. ¡Consulta nuestras condiciones!",False,good,False,False,5769.0,False,False,False,False,[],False,False,225000.0,€,flat,,"Delicias, Madrid",Piso en paseo de las Delicias,,,,
108512124,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/63/98/68/1347103304.webp,a6355083-ec4a-4bda-adde-a9cc88398156,32,bj,259075.0,flat,sale,80.0,True,2,1,via Carpetana,Madrid,Madrid,Carabanchel,es,Vista Alegre,40.3903648,-3.7448385,False,https://www.idealista.com/inmueble/108512124/,"En trámite de cambio de uso. Presentamos esta acogedora y moderna vivienda de 80 m², situada en el corazón del barrio de Vista Alegre, en el distrito de Carabanchel. Recientemente reformada, ofrece una combinación perfecta entre funcionalidad, diseño actual y una ubicación bien comunicada, ideal tanto para parejas como para pequeñas familias. La propiedad cuenta con dos dormitorios de buen tamaño, un baño completo y una cocina totalmente equipada, pensada para quienes disfrutan del día a día con comodidad. El salón, luminoso y bien distribuido, ofrece un espacio acogedor para relajarse o recibir visitas. El sistema de aire acondicionado añade confort adicional en los meses más cálidos. Uno de los grandes valores añadidos de esta vivienda es la opción de adquirir una plaza de garaje, algo cada vez más demandado en la zona. Características principales: Superficie construida: 80 m² Dos dormitorios amplios Baño completo Cocina equipada Aire acondicionado Reforma reciente Opción a plaza de garaje Edificio clásico en buen estado El inmueble se encuentra en un edificio tradicional del barrio, que mantiene el encanto del entorno y se integra perfectamente en la vida del distrito. La reforma interior ha modernizado por completo la vivienda, lista para entrar a vivir. Ubicada en Vista Alegre, una zona consolidada del distrito de Carabanchel, esta vivienda goza de excelente conexión con el transporte público (metro y autobuses), además de estar rodeada de comercios, colegios, centros de salud y parques. Un entorno residencial con vida de barrio, perfecto para quienes buscan tranquilidad sin renunciar a la cercanía del centro de Madrid.",False,good,False,False,3238.0,False,False,False,False,[],False,False,259075.0,€,flat,,"Vista Alegre, Madrid",Piso en via Carpetana,True,True,,
