propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,newDevelopmentFinished,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,highlight.groupDescription,parkingSpace.parkingSpacePrice
102467979,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/74/3d/d0/1157224930.webp,425458,41,4,1250000.0,flat,sale,140.0,True,3,2,Barrio Goya,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.424172,-3.6760789,False,https://www.idealista.com/inmueble/102467979/,"ÚNICA Inmobiliaria presenta la perfecta simbiosis entre elementos clásicos y modernos en esta magnífica vivienda situada en la zona de Goya, en el exclusivo barrio Salamanca.  Se ubica en edificio con amplio portal representativo de la época.  El inmueble tiene 138 m² distribuidos en salón, cocina, 4 dormitorios y 2 baños.  Entrando al hall, a la izquierda encontramos el dormitorio principal con baño en suite y con un amplio vestidor. La ventada da a un gran patio de luces que recibe luz natural por la tarde.  Avanzando encontramos otros dos dormitorios dobles, con grandes ventanales a patio y con mucha luz. Seguidamente - un amplio cuarto de baño.  El salón, de planta cuadrada, tiene orientación sur y está soleado gran parte del día.  Unas originales vidrieras separan el salón de la cocina, aunque, gracias a su diseño, puede integrarse.  Calefacción por suelo radiante, la finca dispone de calefacción central. Gran oportunidad de disfrutar de una de las zonas más demandadas de Madrid, situada a escasos metros del Parque del Retiro y de los espacios culturales, comerciales y de ocio más exclusivos de la capital.  En Única Inmobiliaria aglutinamos más de veinte años de experiencia en el sector del lujo. Contamos con una amplia trayectoria que avala nuestra gestión trabajando alrededor de las zonas más exclusivas de Madrid: Barrio de Salamanca, Recoletos, Almagro, Chamartín, Retiro, Justicia….",True,good,False,True,8929.0,True,False,False,False,[],False,False,1250000.0,€,flat,"Goya, Madrid",Piso,,,,,,,,,
107811631,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/54/15/bf/1324533341.webp,426601,31,1,890000.0,flat,sale,113.0,True,3,2,Barrio Goya,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4279372,-3.6722666,False,https://www.idealista.com/inmueble/107811631/,"UNICA Inmobiliaria ofrece este inmueble con todas las estancias exteriores a una de las calles más representativas del barrio de Goya.  Se trata de una vivienda de 113 m² y de planta rectangular donde todos los espacios están muy bien utilizados. Entramos a un hall que avoca al salón con dos grandes ventanales.  A la izquierda el dormitorio principal, también con una ventana al exterior.  Si avanzamos por la galería encontramos otros dos dormitorios, los cuartos de baño y al fondo la cocina, totalmente equipada.  La vivienda está para reformar y ofrece, gracias a la planta rectangular, distintas posibilidades de reforma que aumentarían el valor de la propiedad.  La proximidad al parque del retiro, la localización de la vivienda y que se trate de un piso totalmente exterior, convierten a este inmueble en una oportunidad para residir en una zona privilegiada y cada ver más rentable de la capital. En Única Inmobiliaria aglutinamos más de veinte años de experiencia en el sector del lujo. Contamos con una amplia trayectoria que avala nuestra gestión trabajando alrededor de las zonas más exclusivas de Madrid: Barrio de Salamanca, Recoletos, Almagro, Chamartín, Retiro, Justicia….",True,renew,False,True,7876.0,True,False,False,False,[],False,False,890000.0,€,flat,"Goya, Madrid",Piso,,,,,,,,,
104416445,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/14/c6/e7/991780662.webp,LMLV-41,12,,860000.0,chalet,sale,295.0,,5,3,"Praga, 2",Madrid,Villaviciosa de Odón,El Bosque,es,,40.3693363,-3.9300567,True,https://www.idealista.com/obra-nueva/104416445/,"LIVING MONTE DE LA VILLA ¡ OBRAS INICIADAS! ¡ULTIMAS UNIDADES DISPONIBLES! ¡ VISITE CHALET PILOTO! Esta nueva promoción, ya en construcción estará ubicada en Villaviciosa de Odón, muy cerca de la urbanización El Bosque y la Universidad Europea de Madrid, estará formada por 48 viviendas dentro de una parcela privada con un único acceso con garita para guarda de seguridad o conserje. Living Monte de la Villa forma parte de la expansión de Villaviciosa de Odón dentro de una nueva urbanización que se está llevando a cabo y que contará con diversas dotaciones. Ofrecemos viviendas con arquitectura moderna e innovadora, viviendas luminosas de 4 y 5 dormitorios con diferentes orientaciones. Salón- comedor con doble altura que permite bañar la planta alta y baja con luz natural que cae desde la cubierta de la vivienda. Espectacular entrada de la vivienda y original escalera que comunica con las habitaciones en planta alta. Disfrutarás de la familia y amigos en la cocina integrada al salón-comedor abierto a la zona del jardín privado. Espacio para aparcamiento de 3 a 4 vehículos con acceso directo a la zona lavadero y cocina. El complejo residencial cuenta con zonas comunes para toda la familia. Es un recinto cerrado que permitirá pasear con la bicicleta por su vial interior, tirar unas bolas en el putting green, caminar sobre una máquina de cinta en el gym o levantar pesas, tomar una clase de yoga y nadar en la piscina de más de 20 metros de largo. Si te gusta competir, podrás disfrutar de una partida de paddle. Viviendas con máxima eficiencia energética y sostenibilidad.",True,newdevelopment,True,,2915.0,True,False,False,False,[],False,False,860000.0,€,chalet,"El Bosque, Villaviciosa de Odón","Chalet pareado en Praga, 2",False,True,True,semidetachedHouse,,,,,
107867984,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a3/d3/cf/1326710523.webp,N02-AO1-14367,93,,340000.0,chalet,sale,417.0,,5,2,"calle Sol, 11",Madrid,Olmeda de las Fuentes,,es,,40.3701439,-3.2223653,True,https://www.idealista.com/inmueble/107867984/,"CASA DE PUEBLO RUSTICA CON MUCHO ENCANTO A MENOS DE 50 KM DE MADRID.  PARA REFORMA INTEGRAL - APTA PARA FAMILIAS O PARA REALIZAR UN HOTEL BUTIQUE ( Subvención ARACOVE - Turismo Rural- Porcentaje máximo subvencionable: Hasta el 40% del coste total del proyecto, hasta un máximo del 50% ) Para 1º residencia, 2º residencia si cuentas con una gran familia o para negocio de casa rural. Casa de 417 m² totales construidos según catastro sobre 274 m² de parcela. Cuenta con patio, garaje con un porche de madera y lo más especial: una cueva bodega. Olmeda de las Fuentes, es un pueblo pintoresco y único dentro de la Comunidad de Madrid, donde podrás vivir y disfrutar todo el año de la tranquilidad, de la naturaleza, de su entorno y de sus gentes. ¿POR QUÉ ELEGIR ESTA VIVIENDA? Porque es una casa singular, situada en la parte alta del municipio, con balcones a la calle y dispone de una gran buhardilla diáfana. ES UNA CASA CON MUCHAS POSIBILIDADES para adaptarla a tu gusto. Se dispone en 3 plantas: •Superficie útil: Vivienda sin cueva 317m2 útiles.  •PATIO 1: 50m2 •PATIO 2 CON PORCHE (APARCAMIENTO): 77,64 m2. PLANTA BAJA: se dispone en un amplio hall recibidor, salón, zona de estar con chimenea, comedor y cocina ambos con salida al patio. También en la misma planta dispone de un aseo y una zona de despensa. 1º PLANTA (la principal): Se accede atreves de una amplia escalera de madera que da acceso a un hall distribuidor para acceder a las habitaciones y a la buhardilla. Esta planta es independiente y se distribuye prácticamente circular alrededor de una zona de estar. Podemos encontrar 4 amplias habitaciones dobles, con grandes ventanales y balcones a la calle, una de las habitaciones es en suite y también dispone de armario empotrado. Otro baño competo independiente y un armario empotrado. 2º PLANTA – BUHARDILLA  Comprende toda la planta de la casa y se dispone en 2 estancias, una muy amplia y diáfana y otra separada por una puerta que podría ser un quinto dormitorio. Dispone de ventanas y una altura que le da  CUEVA: de 36,11m2, se accede desde el exterior de la vivienda, por el patio. CARACTERÍSTICAS: Necesita actualización y reforma integral. Dispone de calefacción y agua caliente por gasoil, pero la caldera no se ha puesto en marcha desde hace mucho tiempo, chimenea de leña. Carpintería interior de madera, carpintería exterior de madera y contraventanas. Suelos cerámicos y de barro rustico. No hay gastos de comunidad. NOTA: Se esta actualizando la situación registral de la propiedad, ya que no están inscritos todos los m2 según el catastro. El tramite esta en proceso y estimamos una fecha de disponer de la documentación actualizada en noviembre de 2025. No obstante la casa se puede reservar con una condición resolutoria.  El MUNICIPIO: La Olmeda, está situado a tan solo 44 km de Madrid, a 20 min. del aeropuerto y a 25 min. de Alcalá de Henares y Arganda del Rey. A pesar de ser un pueblo pequeño de 350 vecinos, es muy cosmopolita ya que en él conviven numerosas nacionalidades que le confieren un bagaje cultural muy amplio. Además de actividades culturales, el entorno de la Olmeda es perfecto para hacer rutas en bici, senderismo, paseo a caballo, etc. También hay centros hípicos en el término municipal donde se puede practicar la equitación y ofrecen también servicios de pupilaje y de doma y 3 restaurantes. El municipio está equipado con varias instalaciones deportivas como pistas y parques públicos que tienen como destinatarios desde los más pequeños hasta los adultos. Pista de futbol / baloncesto, pádel a unos minutos de la casa. CÓMO LLEGAR: N-III salida Arganda, por la N-II y por la R-3. **NO COBRAMOS HONORARIOS AL COMPRADOR. **Pregúntanos por nuestro ""PLAN CAMBIO DE CASA"", trabajamos en toda la Com.de Madrid a nivel nacional e internacional. **Financiación a medida.",True,renew,False,,815.0,True,False,True,False,[],False,False,340000.0,€,chalet,Olmeda de las Fuentes,"Casa independiente en calle Sol, 11",,True,True,independantHouse,363000.0,23000.0,6.0,,
103866963,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1e/8d/25/1275009472.webp,Ático A,22,5,385000.0,penthouse,sale,99.0,True,2,2,"calle Teniente Compaired, 3",Madrid,Madrid,Usera,es,Pradolongo,40.3818846,-3.7077903,True,https://www.idealista.com/obra-nueva/103866963/,"ÚLTIMA VIVIENDA. ÁTICO DUPLEX. Calidades y acabados de lujo en la mejor zona de USERA. A 50m de Junta Municipal de Distrito, la Comisaria de la Policía Nacional y del Centro de Salud. Ático de 3 dormitorios con 2 baños. Tratero incluido  El Proyecto cumple con los más exigentes estándares de calidad para unas viviendas modernas y sostenibles, implantando un sistema de aerotermia individual [con control sectorizado por estancias] para obtención de energía calorífica, frigorífica y agua caliente sanitaria, a través de suelo radiante y refrescante, lo que nos permite calentar la vivienda en los meses fríos, y refrigerarla en los meses calurosos, a la vez que conseguimos un importante ahorro energético. Vive en USERA con el lujo y confort que siempre has soñado. RESTO DE VIVIENDAS ENTREGADAS.",True,newdevelopment,True,True,3889.0,True,False,False,False,[],False,False,385000.0,€,flat,"Pradolongo, Madrid","Ático en calle Teniente Compaired, 3",False,,,penthouse,,,,,
107313367,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4a/16/c5/1309248592.webp,10008426,36,,378000.0,flat,sale,177.0,True,3,2,calle de Gregorio Donas,Madrid,Madrid,Ciudad Lineal,es,Pueblo Nuevo,40.4275131,-3.6390229,False,https://www.idealista.com/inmueble/107313367/,"VIVIENDA2 lanza en exclusiva este piso exterior luminoso en Ciudad Lineal Te presentamos este fantástico piso en venta exclusiva, ideal para quienes buscan un hogar espacioso, luminoso y listo para entrar a vivir. Ubicado en una de las mejores zonas de Ciudad Lineal, este inmueble destaca por su distribución funcional, amplitud y excelente iluminación natural. El piso cuenta con 93 metros cuadrados en forma de esquina que aporta gran luminosidad. Desde el salón se accede a la zona del garaje, para mayor comodidad.  El área de garaje y almacén con 84 metros cuadrados se accede tanto por el vado como por el salón, quedando en total independencia. La zona del trastero, actualmente se encuentra modificada, en un Loft con cocina americana, baño, salón y dormitorio.   ** Ubicación inmejorable: Situado en una zona residencial y tranquila, con todos los servicios a mano:  Excelentes conexiones en transporte público: metro y varias líneas de autobús a pocos minutos  Acceso rápido a M-30 y M-40 para una movilidad cómoda en coche Colegios, centros de salud y supermercados en las inmediaciones  Zonas verdes y parques cercanos, perfectos para pasear y desconectar Este piso es ideal tanto para familias, que buscan un entorno cómodo y bien comunicado, como para inversores, gracias a su alta demanda en la zona.",True,good,False,True,2136.0,True,False,True,True,[],False,False,378000.0,€,flat,"Pueblo Nuevo, Madrid",Piso en calle de Gregorio Donas,,True,True,,,,,,
108759801,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f8/55/29/1354299800.webp,4288,64,,715000.0,chalet,sale,400.0,,5,3,calle Francisco Rabal,Madrid,Leganés,San Nicasio - Campo de Tiro - Solagua,es,V Centenario,40.3382964,-3.7671844,False,https://www.idealista.com/inmueble/108759801/,"ALTOR ASESORES OFRECE EXCLUSIVO CHALET DE 290m2, 4 PLANTAS Y 5 DORMITORIOS EN LA MEJOR UBICACIÓN DE LEGANÉS – BARRIO V CENTENARIO  Presentamos esta magnífica vivienda adosada de 290m², localizada en una de las zonas más privilegiadas y abiertas de Leganés, Barrio V Centenario. Un enclave perfecto para quienes buscan calidad de vida, amplitud y excelente comunicación, rodeado de servicios, zonas verdes, tranquilidad y a 10 MINUTOS ANDANDO DE LA UNIVERSIDAD CARLOS III y a 4 DEL METRO. La propiedad se distribuye en 4 plantas con una cuidada y funcional disposición. Cuenta con cinco amplios dormitorios, ideales para familias numerosas o para quienes buscan espacio extra para despacho, bodega, gimnasio, sala de juegos, o incluso un apartamento independiente para invitados o familiares. Dispone de tres baños, repartidos en las plantas, diseñados con estilo y comodidad. Uno de los grandes atractivos de esta vivienda son sus tres terrazas, dos de ellas situadas en altura, incluyendo un precioso ático-terraza privado perfecto para disfrutar de momentos de relax o reuniones íntimas al aire libre. La terraza principal, en planta baja, de más de 80m2, ofrece un espacioso y versátil espacio exterior con posibilidad de construir una piscina privada, convirtiendo este hogar en un verdadero oasis urbano. La vivienda incluye además plaza de garaje con espacio para coche y moto, así como cuarto trastero que garantizan almacenamiento extra. En cuanto a calidades, el chalet cuenta con calefacción por gas natural, persianas eléctricas motorizadas en salón y cocina, y armarios empotrados en varias estancias. Su orientación sur-norte y su condición de vivienda totalmente exterior aseguran una luminosidad natural durante todo el día, creando ambientes cálidos y agradables. Además, el salón está dotado de aislamiento acústico reforzado con doble cámara, y el tejado cuenta con aislamiento térmico de alta eficiencia, garantizando confort y eficiencia energética durante todo el año. Una propiedad excepcional, con todos los elementos necesarios para disfrutar del máximo confort en una ubicación inmejorable.",True,good,False,,1788.0,True,False,True,False,[],False,False,715000.0,€,chalet,"V Centenario, Leganés",Chalet adosado en calle Francisco Rabal,,True,True,terracedHouse,730000.0,15000.0,2.0,,
108925338,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7e/9b/02/1359127083.webp,W-02ZTW3,39,,419500.0,flat,sale,88.0,True,2,2,Vega de la Moraleja,Madrid,San Sebastián de los Reyes,Vega de la Moraleja,es,,40.5453825,-3.6248352,False,https://www.idealista.com/inmueble/108925338/,"Moderno y funcional apartamento loft en Vega de la Moraleja Engel & Völkers se complace en presentar este bonito apartamento loft que combina estilo y funcionalidad en un espacio de 65 m2 útiles muy bien aprovechados y distribuidos.  Está situado en el 1er piso de una de las mejores y más modernas urbanizaciones de San Sebastián de los Reyes, que cuenta con conserjería en horario comercial y zonas comunes con piscina, área infantil de juegos (cubierta y al aire libre), gimnasio y salón comunitario.  De muy reciente construcción, en sus acabados se han utilizado materiales de la más alta calidad y el estado de conservación en el que se encuentra es excelente.  Cuenta con dos habitaciones muy espaciosas, contiguas pero totalmente independientes con garantía de absoluta privacidad, y dos cuartos de baño completos que les dan servicio. La cocina está totalmente amueblada y dispone de un completo equipamiento con electrodomésticos de alta gama. Se trata de una moderna cocina de tipo americano que, gracias a una pequeña reforma, se integra perfectamente con el salón creando un ambiente abierto y acogedor, ideal para compartir momentos con familia y amigos. La calefacción de la vivienda es individual de gas natural, tiene radiadores, aire acondicionado por conductos con bomba de frío y calor más un acumulador alimentado por placas solares para precalentamiento de agua. Además, dispone de sistemas de cerramiento con doble acristalamiento.  En el precio de la vivienda está incluida una cómoda plaza de garaje en el parking subterráneo de la urbanización. Vega de La Moraleja, también conocida como Moscatelares o La Hoya, es una de las más atractivas y recientes zonas de San Sebastián de los Reyes; de hecho, la mayoría de las propiedades aquí ubicadas apenas superan los 15 años de antigüedad. A tan solo 20 minutos del centro de Madrid en coche, se accede de manera cómoda y directa por la salida 17 de la A1, contando también con incorporaciones cercanas a las vías de circunvalación M40 y M50. Cuenta además con una extensa red de transporte público: numerosas líneas de autobús, dos estaciones próximas de la línea 10 de Metro y estación de Cercanías a poco más de 1 km. Al aeropuerto Adolfo Suárez de Madrid-Barajas y a la Estación de Chamartín se llega respectivamente en 10 y 15 minutos.  Cerca del entorno natural protegido de la Dehesa Boyal, se trata de una zona eminentemente residencial con numerosas zonas verdes y parques públicos, así como con una amplia oferta educativa, pública y privada, tanto de colegios como de universidades. Dispone de una magnífica dotación de servicios: diversos supermercados, instalaciones y clubs deportivos, gimnasios, dos centros de salud, el Hospital Infanta Sofía, al que se llega en tan solo 5 minutos, y parque de bomberos.  La oferta comercial, de ocio y restauración está garantizada con los centros comerciales Alegra y Diversia pero sobre todo con el más próximo Parque Comercial Megapark, donde se ubican Ikea y Media Markt entre otros, así como la emblemática galería comercial Plaza Norte 2.",False,good,False,True,4767.0,True,False,False,False,[],False,False,419500.0,€,flat,"Vega de la Moraleja, San Sebastián de los Reyes",Piso,,True,True,,,,,,
108850745,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8e/85/a2/1356960387.webp,86120881,36,3,875000.0,flat,sale,71.0,False,2,2,calle de Juan Bravo,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.432712,-3.6727215,False,https://www.idealista.com/inmueble/108850745/,"BARNES Madrid presenta esta espectacular vivienda completamente reformada con un gusto exquisito en una de las calles más emblemáticas del Barrio de Salamanca. Situado en una planta alta de un edificio tranquilo con ascensor y portero físico, este piso de 71 m² útiles destaca por su diseño minimalista y su cuidada distribución, pensada para ofrecer comodidad, amplitud y serenidad. La reforma ha sido llevada a cabo con una inspiración Japandi-nórdica, una fusión de estética japonesa y escandinava que aporta elegancia, calidez y funcionalidad. Tonos neutros, materiales nobles y acabados naturales se combinan con una disposición luminosa y fluida, creando un espacio único y equilibrado. La zona social se presenta en un amplio espacio abierto que integra salón, comedor y cocina, bañado por la luz de tres grandes ventanales que llenan de claridad cada rincón. La cocina abierta, equipada con electrodomésticos integrados, encimera porcelánica y mobiliario a medida, incluye una isla central ideal como barra de desayuno o punto de reunión. El dormitorio principal cuenta con cama Queen, un amplio vestidor y un baño en suite, todo pensado como un verdadero oasis de descanso. El segundo dormitorio, más versátil, puede servir como habitación individual, despacho o zona de lectura. Además, el piso dispone de un segundo baño completo, perfectamente integrado en el conjunto. La vivienda está ubicada en una finca tranquila y bien mantenida, a pocos pasos de comercios, restaurantes, supermercados y servicios, con excelentes conexiones de transporte público. Juan Bravo es una calle residencial de prestigio, ancha, luminosa y arbolada, que combina perfectamente el ambiente urbano con la calma de una zona consolidada. Si buscas una vivienda lista para entrar a vivir, con carácter, diseño y ubicación privilegiada, esta es tu oportunidad de estrenar hogar en una de las zonas más valoradas de Madrid. ¡Solicita tu visita y enamórate en persona!",False,good,False,True,12324.0,True,False,True,False,[],False,False,875000.0,€,flat,"Lista, Madrid",Piso en calle de Juan Bravo,,,,,,,,,
108849913,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/79/7a/0a/1356932909.webp,86120798,30,7,970000.0,flat,sale,90.0,False,2,2,calle del Conde de Peñalver,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4296929,-3.6747975,False,https://www.idealista.com/inmueble/108849913/,"BARNES Madrid presenta esta joya inmobiliaria en plena Calle Conde de Peñalver, una de las arterias más codiciadas del prestigioso Barrio de Salamanca. Situado en una séptima planta de un edificio señorial con ascensor y portero físico, este piso de 90 m² ha sido cuidadosamente reformado con materiales de alta gama, combinando diseño contemporáneo, confort y funcionalidad. La vivienda cuenta con una distribución óptima: dos dormitorios amplios y dos baños completos, destacando una suite principal con baño privado que ofrece un refugio íntimo y sofisticado. La luz natural fluye con generosidad gracias a su altura y orientación, generando espacios cálidos y acogedores durante todo el día. La cocina y el salón se integran en un espacio diáfano ideal tanto para el descanso como para recibir invitados. Cada detalle ha sido pensado para crear una vivienda que aúna estilo moderno y practicidad, lista para entrar a vivir o para convertirse en una excelente inversión por su alta demanda en alquiler. El edificio, clásico y bien conservado, garantiza comodidad y seguridad en tu día a día. Vivir aquí es disfrutar de uno de los entornos más privilegiados de Madrid: tiendas exclusivas, boutiques, restaurantes de autor, cafeterías con encanto, supermercados, farmacias y todo tipo de servicios se encuentran a pocos pasos. Además, la excelente conexión por transporte público —con varias líneas de metro y autobuses cercanos— facilita una movilidad ágil por toda la ciudad. Ya sea como residencia habitual, pied-à-terre o como inversión de alta rentabilidad, este piso en Conde de Peñalver es una oportunidad única de adquirir un inmueble en uno de los ejes residenciales y comerciales más sólidos y valorados de Madrid. ¿Quieres conocerlo en persona? Contacta con nosotros y agenda tu visita. ¡Empieza tu nueva vida en Salamanca con estilo y comodidad!",False,good,False,True,10778.0,True,False,True,False,[],False,False,970000.0,€,flat,"Goya, Madrid",Piso en calle del Conde de Peñalver,,,,,,,,,
