propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,floor,exterior,hasLift,district,neighborhood,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
108446690,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/79/44/62/1345136909.webp,2656,44,364000.0,chalet,sale,169.0,4,3,calle Marcelo Fontó,Madrid,Aranjuez,es,40.0603564,-3.6027466,False,https://www.idealista.com/inmueble/108446690/,"Exclusivo chalet en la prestigiosa urbanización La Montaña (Aranjuez) Un enclave residencial tranquilo, familiar y con un excelente ambiente comunitario. Distribución y características principales: 4 amplios dormitorios, dos de ellos con armarios empotrados completamente vestidos (baldas, cajoneras y pantaloneros). 2 baños completos, equipados con mamparas de alta calidad, y 1 aseo de cortesía. Luminoso salón-comedor con elegante pared de piedra natural y acceso directo al patio trasero: un espacio perfecto para reuniones familiares o con amigos. Cocina independiente totalmente amueblada, recientemente ampliada para ofrecer mayor funcionalidad y capacidad de almacenaje. Dormitorio principal con terraza privada, equipada con toldo parasol retráctil, ideal para momentos de relax. Acceso a la terraza del dormitorio principal mediante puerta oscilobatiente con cristales inteligentes, marca Kommerling. Mejoras y extras incluidos: Patios delantero y trasero solados con gres porcelánico antideslizante, resistente y de fácil mantenimiento. Puerta de garaje automática Hormann, robusta y segura. Rejas de seguridad de hierro macizo (modelo inglés) con tornillería anti-robo en todas las ventanas. Persianas y mosquiteras de PVC en todas las estancias. Sistema de calefacción con dos radiadores Ferroli, con elementos adicionales en el salón para mayor confort térmico. Aire acondicionado frío/calor Daikin en salón y dormitorio principal. Toallero calefactable en uno de los baños. Zonas comunes de alto nivel: Desde el patio trasero se accede directamente a la espectacular piscina comunitaria, rodeada de amplias zonas verdes y un parque infantil que encantará a los más pequeños. La comunidad se caracteriza por su tranquilidad, mantenimiento impecable y un ambiente familiar excepcional. Ubicación privilegiada: Situado en un entorno natural único, Urbanización La Montaña ofrece paz, seguridad y calidad de vida, a tan solo cinco minutos del centro de Aranjuez, donde encontrarás todos los servicios: supermercados, colegios, restaurantes, zonas de ocio y más. Además, en la propia urbanización dispones de centros educativos, supermercados y dos líneas de autobús frecuente que conecta con el centro de Aranjuez L4 y L5, después la linea de bus que conecta con centro Madrid también de forma regular 429. La proximidad a la A-4 facilita un acceso rápido y cómodo a Madrid. Un chalet que lo tiene todo: espacio, calidad, confort y entorno. ¡No dejes pasar esta oportunidad y ven a descubrir tu futuro hogar! [IW].",True,good,False,2154.0,True,False,True,False,[],False,False,364000.0,€,True,True,chalet,terracedHouse,"La Montaña-El Cortijo, Aranjuez",Chalet adosado en calle Marcelo Fontó,Destacado,,,,La Montaña-El Cortijo,,370000.0,6000.0,2.0,
108821509,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/59/16/6a/1356122482.webp,8892PV-M,86,1497500.0,chalet,sale,775.0,6,6,Torrejón de la Calzada,Madrid,Torrejón de la Calzada,es,40.205307,-3.8045668,False,https://www.idealista.com/inmueble/108821509/,"Mr. House Real Estate pone a tu disposición UNA DE LAS MEJORES CASAS DEL SUR DE MADRID a solo 30 minutos de la capital ¡CON HONORARIOS INCLUIDOS! En esta ocasión en Mr. House Real Estate te ofrecemos una impresionante Villa de RECIENTE CONSTRUCCIÓN en uno de los municipios más demandados del Sur de Madrid por su tranquilidad y servicios; TORREJÓN DE LA CALZADA. Se trata de una vivienda de más de 700m2 útiles construidos sobre una parcela de casi 850m2. Está edificada en 4 plantas y se distribuye de la siguiente forma: - PLANTA BAJA: Prácticamente diáfana, cuenta con ESPACIOS AMPLIOS Y LUMINOSOS. Destacan sus más de 180m2 construidos para albergar la zona de estar, zona de comedor y la cocina abierta al comedor con varios accesos desde distintos puntos de la planta. Además dispone de un baño completo y una sala de lavadero en el que podemos encontrar parte de la maquinaria del hogar. También encontramos los accesos a las zonas externas. - PLANTA PRIMERA: Está compuesta por 3 dormitorios y dos baños completos. El dormitorio principal es una espectacular estancia de más de 50m2 con acceso un amplísimo vestidor y al baño en suite, que cuenta con más de 20m2. Además, el planteamiento sobre plano de la vivienda, permite la realización de otros dos dormitorios en la zona de vestidor. - PLANTA SEMISÓTANO: Encontramos una DISCOTECA completamente equipada con equipos profesionales de sonido e iluminación. También tenemos la zona destinada al gimnasio, un aseo y el garaje con espacio para más de 3 vehículos, sin contar con el espacio de la rampa que puede albergar varios vehículos más. - PLANTA SÓTANO; Aquí encontramos una SALA DE CINE TOTALMENTE EQUIPADA, un aseo y la sala de máquinas de la piscina y jacuzzis. MENCIÓN ESPECIAL al la zona externa de la vivienda, la cual tiene una ESPECTACULAR PISCINA con jacuzzi y tumbona de hidromasaje integrados en la misma cuenca. Cerramiento completo con calefacción para el invierno, termo regulación del agua, ducha con agua caliente corriente y zona de barbacoa de obra con horno de leña profesional. Además zonas de descanso, comedero, chill out y baño completo con acceso únicamente desde el exterior. La vivienda está equipada con AEROTERMIA en todas las estancias y plantas, con casi 6km de tubería radiante. Instalación de red interna y externa, A/A también en toda la vivienda para un posible apoyo de ventilación, suelos porcelánicos, placas de polvo de mármol en zonas húmedas, grifería externa con suministro de agua caliente, ventanas de climalit con rotura de puente térmico y cristales blindados de seguridad... y UN LARGUÍSIMO ETCÉTERA DE CALIDADES DE ÚLTIMA GENERACIÓN. Además, la vivienda cuenta con la posibilidad de transmitirse EQUIPADA COMO VES EN LAS FOTOGRAFÍAS (todo menos ropa y objetos personales) CON TODO INCLUIDO EN PRECIO!  Luces, estores, TV de dormitorio principal, cerraduras, telefonillo, cloradores,... TODO CONTROLADO POR DOMÓTICA. SOLICITA MÁS INFORMACIÓN SIN COMPROMISO! En Mr. House TE OFRECEMOS LAS MEJORES SOLUCIONES.",False,good,False,1932.0,True,False,True,False,[],False,False,1497500.0,€,True,True,chalet,independantHouse,Torrejón de la Calzada,Casa independiente,Destacado,,,,,,,,,
107683309,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/be/fe/50/1319684962.webp,cca055AA,30,2350000.0,flat,sale,360.0,5,4,Barrio Cuatro Caminos,Madrid,Madrid,es,40.4530852,-3.6968181,False,https://www.idealista.com/inmueble/107683309/,"Ubicado en una elegante finca señorial con un portal recientemente reformado, este espectacular piso de 360 m² destaca por su amplitud, luminosidad y una ubicación privilegiada en una de las mejores zonas de Madrid. Situado en una sexta planta exterior con orientación oeste, recibe abundante luz natural durante todo el día. La vivienda cuenta con techos altos de casi 3 metros y se divide en dos espacios diferenciados. La zona social alberga tres grandes salones, ideales para distintos ambientes, un hall de entrada señorial y una cocina de gran tamaño con acceso independiente y dos ascensores montacargas. En la zona privada, encontramos cinco dormitorios espaciosos con armarios empotrados, además de una zona de servicio y cuatro baños completos. La instalación de aire acondicionado y un sistema de sonido integrado aportan un extra de comodidad y exclusividad. Además, dispone de calefacción y agua centrales, plaza de garaje en la finca y un trastero amplio. El edificio ofrece portero físico, ascensor y acceso adaptado. El barrio ofrece una amplia variedad de servicios de primer nivel, desde centros comerciales y restaurantes de alta gama hasta colegios de prestigio, gimnasios y zonas verdes como el Parque de la Ventilla. Su combinación de tranquilidad y proximidad a los principales centros financieros y comerciales de la ciudad lo convierte en un lugar ideal para vivir con comodidad y exclusividad. [IW].",True,renew,False,6528.0,True,False,True,False,[],False,False,2350000.0,€,True,True,flat,,"Cuatro Caminos, Madrid",Piso,Destacado,6,True,True,Tetuán,Cuatro Caminos,,,,
107643882,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/78/00/24/1318564209.webp,,61,1199000.0,chalet,sale,556.0,6,5,calle el Musgo,Madrid,Torrelodones,es,40.5974117,-3.9505062,False,https://www.idealista.com/inmueble/107643882/,"CAPITAL HOME TORRELODONES vende en EXCLUSIVA fantástico chalet INDEPENDIENTE de 556 m2 construidos, en la tranquila y agradable zona de la Berzosilla, cercano a la autovía A6 y con buena comunicación por transporte público.  La vivienda cuenta con una reforma realizada en el año 2021, con materiales de primera calidad, calefacción por aerotermia, placas solares, pintura en liso, cocina de diseño, así como mejoras en el aislamiento, gracias a la instalación de ventanas climalit oscilobatientes. A 5 minutos de distancia del centro de Torrelodones, localizamos este magnífico chalet, con 6 habitaciones, 4 baños y 1 aseo, distribuidos en 3 plantas.  En la PRIMERA de ellas, desde el recibidor, accedemos a un luminoso salón, anexo a un comedor con espacio para más de 8 comensales. En el lado opuesto, encontraremos la habitación principal, con vestidor, baño en suite y despacho independiente. Junto a ella, podremos disfrutar y desconectar en una acogedora sala de estar con chimenea. La cocina de diseño, con península amplia y remodelada tiene acceso directo al jardín y al cuarto de lavado. Subiendo las escaleras, llegamos a la PLANTA NOBLE, con 3 grandes habitaciones independientes. La primera de ellas tiene baño individual incorporado, con ducha y bañera. Por otro lado, encontramos dos dormitorios gemelos, ambos juveniles con dos zonas claramente diferenciadas, una de descanso y otra de ocio/estudio. A su vez comparten un baño completo común con acceso directo desde las mismas.  En esta planta contamos también con un segundo vestidor. El SÓTANO, el cual ocupa 190 m2, se distribuye en dos amplios salones ideales para reuniones con amigos, un dormitorio de servicio totalmente acondicionado, un baño completo con bañera y un acceso directo al garaje. La enorme PARCELA de 2100 m2 permite disfrutar de un magnífico jardín que rodea toda la casa, con una piscina climatizada de 10 metros de largo por 5 metros de ancho, barbacoa de obra y un bonito y práctico porche acristalado que te permitirá disfrutar de la zona exterior durante todo el año. La casa, además, está equipada con 14 PLACAS SOLARES, calefacción por AEROTERMIA, un punto de carga para coches eléctricos en el garaje, sistema de riego automatizado en todo el jardín y 3 puertas blindadas para el acceso a la vivienda. NO PIERDAS ESTA OPORTUNIDAD DE VIVIR EN UNA ZONA PRIVILEGIADA DE TORRELODONES. ¡CONTACTA CON NOSOTROS Y VEN A CONOCER TU FUTURO HOGAR!",True,good,False,2156.0,True,False,True,False,[],False,False,1199000.0,€,True,True,chalet,independantHouse,"La Berzosilla, Torrelodones",Casa independiente en calle el Musgo,Destacado,,,,La Berzosilla,,,,,
108389852,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/90/fe/90/1342666015.webp,fbe021PC,52,2600000.0,chalet,sale,297.0,5,6,Barrio Fuente del Berro,Madrid,Madrid,es,40.4221698,-3.6658339,False,https://www.idealista.com/inmueble/108389852/,"Olisson Club presenta este espectacular chalet de obra nueva en Fuente del Berro. Esta magnífica y luminosa propiedad que cuenta con 246m2 construidos, ofrece una combinación perfecta de lujo, comodidad y privacidad.  La vivienda nos recibe con un acogedor jardín que nos da entrada a la primera planta donde nos encontramos la zona social donde tenemos, separado en diferentes ambientes: la cocina totalmente equipada junto con un espacio de despensa; el comedor y el salón haciendo de este espacio el lugar ideal donde crear bonitos momentos familiares y con amigos. La zona de descanso la encontramos en las dos plantas superiores donde tenemos cuatro dormitorios dobles con baño en suite y vestidor, añadiendo independencia y privacidad a cada estancia. En la planta sótano tenemos el espacio dedicado a la lavandería, una bodega, un aseo de cortesía y el quinto dormitorio doble de la vivienda que cuenta también con vestidor. Cabe destacar el amplio patio, la gran luminosidad de la vivienda pues cuenta con diversos tragaluces y el ascensor que nos permite desplazarnos entre plantas dentro de la vivienda aportando total comodidad y haciendo la vivienda totalmente accesible. Esta increíble propiedad se encuentra en una exclusiva localización que destaca por sus zonas verdes, su seguridad y su exclusividad. No pierda la oportunidad de vivir en uno de los entornos más codiciados y exclusivos del Barrio Salamanca y venga a visitar la propiedad. [IW].",True,good,False,8754.0,True,False,True,False,[],False,False,2600000.0,€,,,chalet,independantHouse,"Fuente del Berro, Madrid",Casa independiente,Destacado,,,,Barrio de Salamanca,Fuente del Berro,,,,
106211307,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a5/c7/75/1275972761.webp,,32,179900.0,flat,sale,78.0,2,1,"calle General Yagüe, 3",Madrid,Villamantilla,es,40.3378164,-4.1302055,True,https://www.idealista.com/inmueble/106211307/,"Agencia Inmobiliaria en Sevilla la Nueva INMOBILIARIA HOGARES VENDE EN EXCLUSIVA ESTUPENDO PISO EN VILLAMANTILLA.  La prestigiosa Inmobiliaria Hogares, ubicada en Sevilla la Nueva, presenta en exclusiva una oportunidad única: un magnífico piso totalmente reformado en Villamantilla, listo para entrar a vivir y disfrutar de todas sus comodidades. Esta vivienda destaca por su excelente distribución y estado impecable, comenzando con una cocina, ideal para quienes valoran la funcionalidad. Además, cuenta con una terraza cerrada, un espacio versátil y acogedor. El amplio salón-comedor, inundado de luz natural gracias a sus ventanales, crea un ambiente cálido y acogedor, ideal para reuniones familiares o momentos de descanso. La distribución invita al confort, proporcionando un espacio donde la vida cotidiana fluye con comodidad. La vivienda cuenta con dos habitaciones y un despacho. La habitación principal destaca por su amplitud y luminosidad, ofreciendo un espacio de descanso privado que combina confort y tranquilidad. Con armarios empotrados. Además, hay una habitación secundaria, ideal para invitados o como dormitorio adicional, y un despacho, perfecto para el teletrabajo o adaptable a otros usos, como vestidor o sala de ocio, según las necesidades. Todo ello en un estado de conservación impecable, sin necesidad de reformas adicionales. Entre los extras que ofrece esta propiedad se incluyen una plaza de garaje, con acceso directo para mayor comodidad y seguridad, y un trastero que proporciona un valioso espacio adicional de almacenamiento, permitiendo mantener la vivienda siempre organizada. La propiedad se encuentra en una urbanización cerrada que cuenta con piscina comunitaria, ofreciendo un entorno exclusivo y seguro donde disfrutar de los meses de verano o relajarse en un ambiente tranquilo. No pierda la oportunidad de visitar esta maravillosa vivienda. Posibilidad de FINANCIACION 100% con nuestro departamento financiero, consulte condiciones sin compromiso.",True,good,False,2306.0,True,True,True,False,[],False,False,179900.0,€,True,True,flat,,Villamantilla,"Piso en calle General Yagüe, 3",Destacado,bj,True,False,,,,,,
106808554,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/81/49/d5/1294653654.webp,,27,469900.0,chalet,sale,247.0,5,3,calle los Llanos,Madrid,Sevilla la Nueva,es,40.3575199,-4.0122175,False,https://www.idealista.com/inmueble/106808554/,"Agencia Inmobiliaria en Sevilla la Nueva INMOBILIARIA HOGARES VENDE EN EXCLUSIVA ESTUPENDO CHALET PAREADO EN SEVILLA LA NUEVA, situada en la zona mas demandada del municipio. Cercano a todo tipo de comercios, parques, centro de salud, colegios y a pocos minutos de salida a autovía. En la primera planta, la distribución es amplia y funcional, ideal para una convivencia cómoda y práctica. Al entrar, nos recibe un espacioso recibidor que da paso al salón, que está dividido en dos áreas: una zona de estar y un comedor, proporcionando un ambiente acogedor y versátil. A continuación, se encuentra una amplia cocina con acceso directo a un porche, perfecto para disfrutar de comidas al aire libre y aprovechar el espacio exterior. Además, en esta planta hay un aseo de cortesía y una habitación adicional que cuenta con un trastero, lo que agrega practicidad y opciones de almacenamiento extra. En la segunda planta, la distribución continúa con espacios amplios y bien aprovechados, ideales para el descanso y la privacidad. La habitación principal destaca por su amplitud y cuenta con un baño en suite, proporcionando un espacio privado y cómodo para los propietarios. Además, esta planta incluye tres habitaciones secundarias grandes, perfectas para huéspedes, hijos o para ser adaptadas como oficinas o áreas de estudio. Estas habitaciones comparten un baño completo, que está estratégicamente ubicado para facilitar el acceso y brindar comodidad a los ocupantes de estas habitaciones. En la parte exterior de la vivienda nos encontramos con espacios solados y una piscina para disfrutar de tus veranos.  La vivienda cuenta con unas vistas espectaculares tanto a la dehesa como a la sierra y la ciudad de Madrid.",True,good,False,1902.0,True,True,True,False,[],False,False,469900.0,€,True,True,chalet,semidetachedHouse,Sevilla la Nueva,Chalet pareado en calle los Llanos,Destacado,,,,,,,,,
106861900,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cb/3d/fe/1296163239.webp,,32,549900.0,chalet,sale,338.0,5,3,calle Golondrina,Madrid,Sevilla la Nueva,es,40.34836,-4.0326777,False,https://www.idealista.com/inmueble/106861900/,"Agencia Inmobiliaria en Sevilla la Nueva INMOBILIARIA HOGARES VENDE EN EXCLUSIVA ESTUPENDO CHALET INDEPENDIENTE EN SEVILLA LA NUEVA, situada en la zona mas demandada del municipio. Cercano a todo tipo de comercios, parques, centro de salud, colegios y a pocos minutos de salida a autovía. En la primera planta, la distribución es amplia y funcional, ideal para una convivencia cómoda y práctica. Al entrar, nos recibe un espacioso recibidor que da paso al salón, que está dividido en dos áreas: una zona de estar y un comedor, proporcionando un ambiente acogedor y versátil. A continuación, se encuentra una amplia cocina con acceso directo a un porche, perfecto para disfrutar de comidas al aire libre y aprovechar el espacio exterior. Además, en esta planta contamos con una habitación y baño completo. En la segunda planta, la distribución continúa con espacios amplios y bien aprovechados, ideales para el descanso y la privacidad. La habitación principal destaca por su amplitud y cuenta con un baño en suite, proporcionando un espacio privado y cómodo para los propietarios. Además, esta planta incluye dos habitaciones secundarias grandes, perfectas para huéspedes, hijos o para ser adaptadas como oficinas o áreas de estudio. Estas habitaciones comparten un baño completo, que está estratégicamente ubicado para facilitar el acceso y brindar comodidad a los ocupantes de estas habitaciones. En la parte exterior de la vivienda nos encontramos con espacios solados y una piscina para disfrutar de tus veranos. La vivienda cuenta con garaje cubierto para un vehículo y espacio aéreo para otro vehículo.",True,good,False,1627.0,True,True,True,False,[],False,False,549900.0,€,True,True,chalet,independantHouse,Sevilla la Nueva,Casa independiente en calle Golondrina,Destacado,,,,,,,,,
106811530,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ea/42/32/1294765091.webp,,61,770000.0,chalet,sale,612.0,6,7,calle General Asensio,Madrid,Sevilla la Nueva,es,40.3442239,-4.0268278,False,https://www.idealista.com/inmueble/106811530/,"Agencia Inmobiliaria en Sevilla la Nueva INMOBILIARIA HOGARES VENDE MAGNIFICO CHALET EN EL CENTRO DEL PUEBLO. En la planta baja, nos recibe un elegante recibidor que da acceso a un amplio salón de concepto abierto, que se conecta con una moderna cocina. Esta área común está diseñada para ofrecer comodidad y funcionalidad, perfecta para momentos de convivencia. La planta cuenta con cuatro dormitorios, uno de los cuales dispone de un baño en suite, brindando mayor privacidad y confort. Además, hay un segundo baño completo que da servicio al resto de las habitaciones, proporcionando comodidad para todos los miembros de la familia o invitados. Una de las habitaciones dispone de gran amplitud con espacio para 3 camas dobles y un cuarto de baño incorporado. Al ingresar a la planta principal, nos recibe una amplia entrada que conduce a un salón-comedor donde se mezclan estilos modernos y clásicos, techos con candilejas retro iluminadas con led, iluminados por luces de ambiente. La chimenea dispone de casette y añade un toque acogedor, una sala de descanso acristalada que aporta gran luminosidad y calidez en las tardes invernales y que ofrece acceso directo a una terraza con vistas encantadoras a la sierra de Guadarrama. La cocina, espaciosa y cómoda cuenta con una gran isla con electrodomésticos de diseño y amplios ventanales, es perfecta para disfrutar de buenos momentos. La propiedad cuenta con un hall distribuidor con un baño de cortesía y un armario recibidor empotrado, una habitación secundaria con baño en suite y armario vestidor. La habitación principal cuenta con un amplio baño abierto que dispone de bañera exenta y amplia ducha, WC suspendido, lavabo encastrado con mueble; la zona de dormitorio cuenta con tres ambientes: zona de descanso, zona de vestidor y zona de despacho, contamos con salida directa a una terraza privada con vistas al jardín y la montaña. Esta magnífica vivienda cuenta con primeras calidades como ac por conductos, ventanas tipo kömerling oscilobatientes con rotura de puente térmico y cristal climalit, con suelos de teca y paredes en liso en algunas zonas con papel Laura Ashley, carpintería interior en liso lacado en color blanco.  La vivienda cuenta con una gran parcela de 1500m, con zona de piscina con terrazas en sombra, cocina y zona de estar todo ello abierto para poder disfrutar del magnífico jardín con césped natural y diferentes arbóreas así como un magnífico garaje aéreo para 7 vehículos con puerta automática. Zona en sombra con barbacoa. existen tres posibilidades a tener en cuenta que aumenta significativa el valor de esta parcela:  - la normativa municipal permite la construcción de viviendas plurifamiliares - se permite la segregación en parcelas de 500 m pudiendo segregarse en 3 parcelas - podemos acondicionar la buhardilla fácilmente como espacio vividero.",True,good,False,1258.0,True,False,True,False,[],False,False,770000.0,€,True,True,chalet,independantHouse,Sevilla la Nueva,Casa independiente en calle General Asensio,Destacado,,,,,,,,,
107317884,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/20/92/d9/1344244123.webp,06510,35,295000.0,flat,sale,88.0,2,1,calle Monte Escorial,Madrid,San Lorenzo de El Escorial,es,40.6063136,-4.1225359,False,https://www.idealista.com/inmueble/107317884/,"¡Descubre tu nuevo hogar en San Lorenzo de El Escorial! Este encantador piso de 88 m² construidos, te ofrece la combinación perfecta de confort y estilo. Situado en una de las urbanizaciones más emblemáticas de la zona, disfrutarás de un entorno privilegiado con todos los servicios a tu alcance. El piso cuenta con dos amplios dormitorios, un baño completo y un acogedor salón comedor con chimenea que invita a relajarse. La cocina está completamente amueblada, lista para que prepares tus platos favoritos. La joya de este piso es su terraza, orientada al sur, este y oeste, ideal para disfrutar del sol durante todo el día. Además, incluye trastero y plaza de garaje, lo que añade comodidad a tu día a día. La urbanización ofrece una amplia gama de instalaciones: piscina, club social, restaurante, iglesia, pistas de pádel y tenis, parque infantil, campo de fútbol y baloncesto, y gimnasio. Todo esto a solo 3 minutos a pie de la zona comercial y con autobuses directos a Madrid y al centro de San Lorenzo de El Escorial. Construido en 1974, este piso está listo para entrar a vivir, aunque también ofrece la oportunidad de ser reformado a tu gusto. Con suelos de parquet y cerámico, calefacción eléctrica con bomba de frío/calor y ascensor en el edificio, este hogar es una oportunidad única para vivir en un entorno tranquilo sin renunciar a la comodidad. ¡No pierdas la oportunidad de visitarlo y enamorarte de tu futuro hogar!",True,renew,False,3352.0,True,False,True,True,[],False,False,295000.0,€,True,True,flat,,"Zaburdón - Monte Escorial, San Lorenzo de El Escorial",Piso en calle Monte Escorial,Destacado,1,True,True,Zaburdón - Monte Escorial,,,,,
107028207,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d4/3b/2d/1300831651.webp,,19,299000.0,flat,sale,55.0,2,1,calle de Palos de la Frontera,Madrid,Madrid,es,40.4012144,-3.6989661,False,https://www.idealista.com/inmueble/107028207/,"EXCLUSIVAS ARAGON, su Agencia Inmobiliaria desde 1978 le ofrece en el centro de la ciudad de Madrid (distrito de Arganzuela), un Piso en venta PARA REFORMAR INTEGRAMENTE, en una 3ª planta sin ascensor, de unos 55m2 según catastro. Distribuido en hall de entrada; 2 habitaciones; un salón-comedor; cocina y un baño. Todo ello interior y orientado sobre el patio de este edificio y sobre los espacios comunes del conjunto residencial adyacente. Todas las habitaciones orientadas al Nor-Este. Respecto de sus calidades constructivas reseñar: suelos de gress; ventanas en aluminio sencillo. Paredes en gotelé, carpintería interior en madera contrachapada pintada. Agua caliente por caldera de Gasnatural. Carece de calefacción.  El edificio tiene una buena localización en el distrito de Arganzuela, con todos los servicios necesarios a escasos minutos. Mercado de abastos de Santa María de la Cabeza, diversos supermercados, u otros, colegios públicos y concertados, cines, teatros alternativos, gimnasios, bares y restaurantes. Muy cerca también del Museo Nacional Centro de Arte Reina Sofía, del Museo del Prado o del Jardín Botánico; y algo más distante de El Retiro, o las Naves del Matadero.  Bien comunicado por trasporte público cerca de la estación de Atocha; de la línea de metro L3. y varias líneas de autobuses. Acceso muy próximo a la M-30, sea por Santa María de la Cabeza o por Méndez Alvaro, donde se localiza la Estación Sur de Autobuses. En general el distrito de Arganzuela, Dispone de espacios verdes y parques infantiles, así como de una tradicional ordenación urbanística, de amplias aceras con agradable arbolado.  En el precio de venta indicado no se incluye impuestos, ni gastos de escrituración. Consúltenos a este respecto. EXCLUSIVAS ARAGÓN NO COBRA COMISIÓN A LOS COMPRADORES.",True,renew,False,5436.0,True,False,True,True,[],False,False,299000.0,€,,,flat,,"Palos de la Frontera, Madrid",Piso en calle de Palos de la Frontera,Destacado,3,False,False,Arganzuela,Palos de la Frontera,,,,
99797884,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9d/b4/9a/1054890403.webp,22-103,64,1350000.0,chalet,sale,474.0,5,2,camino VIEJO DEL CASAR,Madrid,Fuente el Saz de Jarama,es,40.6665454,-3.4889907,False,https://www.idealista.com/inmueble/99797884/,"PRIMER NIVEL INMOBILIARIA VENDE esta espectacular finca de 7.000 metros con chalet independiente de 474 metros cuadrados, ubicada en una zona tranquila y con vistas maravillosas a la sierra y a Madrid.  La amplitud de parcela permite tener diferentes áreas de jardín consolidado, plantaciones de arboles frutales, viñedos, zona de huerto, pradera libre, etc. La vivienda se distribuye en una planta principal a nivel del terreno que consta de un amplio salón con chimenea, cocina de grandes dimensiones, 4 dormitorios (el principal con baño en suite) y 2 baños. En la planta inferior encontramos una enorme sala multiusos, bodega y garaje. Es una ubicación ideal para poder vivir en un ambiente exclusivo, en plena naturaleza y a una distancia de 5 minutos del municipio de Fuente El Saz, dotado con todos los servicios como supermercados, colegios, centro médico, etc.. . y a 20-30 minutos de la capital, lo que permite que pueda ser una residencia habitual para personas que trabajen en Madrid. Existen líneas de autobuses a pocos metros de la finca para comunicar con los municipios cercanos y acceder a la capital. Está dotada además de una piscina cubierta anexa a la vivienda en la planta principal, horno de construcción a la antigua usanza y pozo legalizado para el consumo de agua. Además, a la entrada de la finca dispone de otra construcción independiente utilizada como garaje o almacén de herramientas de labranza. Si necesitas financiación, no dudes en consultar nuestras condiciones hipotecarias. LLevamos más de 20 años consiguiendo los mejores tipos de interés en función de cada situación personal. Te realizamos el estudio sin compromiso.",True,good,False,2848.0,True,False,False,False,[],False,False,1350000.0,€,True,True,chalet,independantHouse,Fuente el Saz de Jarama,Casa independiente en camino Viejo Del Casar,Destacado,,,,,,,,,
108036970,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/93/70/3f/1331917722.webp,HGR,45,389990.0,chalet,sale,157.0,3,3,calle de la Higuera,Madrid,Móstoles,es,40.3046525,-3.932752,False,https://www.idealista.com/inmueble/108036970/,"Agencia Inmobiliaria de Navalcarnero INMOBILIARIA CAPITAL HOME NAVALCARNERO VENDE EN EXCLUSIVA ESPECTACULAR CHALET adosado en Parque Coímbra, Móstoles. La casa se encuentra en perfecto estado, cerca de comercios y colegios. Salida a la A5 de forma fácil, y con la parada del autobús muy cerca. Muy bien situado en una de las principales calles de Parque Coímbra. Empezamos con un patio delantero con garaje aéreo y totalmente solado con capacidad para un coche. La vivienda se distribuye en 3 plantas, cada una con unos 60m2. En la planta principal tenemos un aseo de cortesía; un salón amplio independiente y salida al patio trasero; una cocina totalmente amueblada, también con salida al patio. Éste da al porche que tiene un toldo con capacidad para una buena mesa con sillas, y cuenta con jardineras laterales. En la primera planta nos encontramos con 3 dormitorios, todos con armarios empotrados y vestidos con cajoneras. Dos de ellos tienen salida a una terraza compartida, y el dormitorio principal tiene balcón y baño en suite. También tenemos un baño completo con plato de ducha para dar servicio a los 2 dormitorios restantes. En la segunda planta tenemos una amplia y luminosa buhardilla de 60m2 aproximadamente. Cuenta con dos ventanas velux muy grandes con corriente bidireccional. La vivienda pertenece a una preciosa comunidad, donde las zonas comunes disponen de una enorme piscina, zonas verdes, parque infantil, campo de fútbol y pista de vóley playa. Lo mejor de todo es que ¡solo se pagan 60€ al mes! ¡ideal para familias con niños! No dude en llamarnos para concertar una visita y preguntar por nuestro servicio de asesoramiento financiero GRATUITO, le ayudamos a comprar y a escoger la mejor opción. Estaremos encantados de ayudarle.",True,good,False,2484.0,True,False,True,False,[],False,False,389990.0,€,True,True,chalet,terracedHouse,"Coimbra - Guadarrama, Móstoles",Chalet adosado en calle de la Higuera,Destacado,,,,Coimbra - Guadarrama,,,,,
